Orthogroup	BRAFL	YEAST
OG0004897	bflo_08561	YEAST03127, YEAST00642
OG0004898	bflo_17464	YEAST01269
OG0004902	bflo_21407	YEAST00933
OG0004903	bflo_05229, bflo_13841, bflo_05231	YEAST03539
OG0004906	bflo_22225	YEAST02770
OG0004911	bflo_15427	YEAST04765
OG0004913	bflo_21278	YEAST01636
OG0004914	bflo_09178	YEAST03369
OG0004917	bflo_00953	YEAST00244
OG0004922	bflo_05574	YEAST03302
OG0004924	bflo_01184	YEAST03555, YEAST03277
OG0004928	bflo_00998	YEAST00311
OG0004932	bflo_01088	YEAST04654
OG0004935	bflo_27188, bflo_16334	YEAST02167
OG0004941	bflo_12121	YEAST03194
OG0004947	bflo_05551	YEAST05164
OG0004948	bflo_10165	YEAST02275
OG0004949	bflo_10358	YEAST04201
OG0004952	bflo_06593	YEAST02477
OG0004954	bflo_05593	YEAST06058
OG0004962	bflo_19679	YEAST04400
OG0004963	bflo_02420	YEAST04940
OG0004964	bflo_18959	YEAST04104
OG0004968	bflo_12529	YEAST03489
OG0004969	bflo_22559	YEAST02591
OG0004970	bflo_18023	YEAST04414
OG0004971	bflo_27226, bflo_17760	YEAST05364
OG0004972	bflo_23204	YEAST03511
OG0004975	bflo_26316	YEAST00144, YEAST01994
OG0004976	bflo_14435	YEAST05983
OG0004977	bflo_19613	YEAST06017
OG0004979	bflo_18913	YEAST06027
OG0004980	bflo_08613	YEAST05221
OG0004981	bflo_02414	YEAST03914, YEAST04639
OG0004982	bflo_15633	YEAST03625
OG0004985	bflo_21194	YEAST03498
OG0004988	bflo_21103	YEAST05990
OG0004989	bflo_03493	YEAST04576
OG0004990	bflo_11383	YEAST04419
OG0004992	bflo_15867	YEAST05627
OG0004996	bflo_11012	YEAST04793
OG0004997	bflo_10758	YEAST01342
OG0005002	bflo_01656	YEAST05414
OG0005003	bflo_09023	YEAST02467, YEAST00216
OG0005006	bflo_00766	YEAST06096
OG0005007	bflo_22056	YEAST03893
OG0005014	bflo_20632	YEAST02538
OG0005015	bflo_07668	YEAST01649, YEAST01932
OG0005040	bflo_17923	YEAST04778
OG0005047	bflo_14126	YEAST01837
OG0005053	bflo_19039	YEAST00680
OG0005055	bflo_24257	YEAST02159
OG0005059	bflo_16809, bflo_15765	YEAST03737
OG0005067	bflo_00382	YEAST06051
OG0005069	bflo_20052	YEAST03130
OG0005073	bflo_01013	YEAST00873
OG0005076	bflo_06311	YEAST04563
OG0005081	bflo_02603	YEAST03124
OG0005084	bflo_10883	YEAST03782
OG0005085	bflo_23289	YEAST06159
OG0005086	bflo_11753	YEAST00205
OG0005087	bflo_16261	YEAST00816
OG0005088	bflo_25735	YEAST05769, YEAST03125
OG0005089	bflo_05914	YEAST04644
OG0005090	bflo_23045	YEAST00338
OG0005091	bflo_14710	YEAST05089
OG0005093	bflo_03905	YEAST01810
OG0005095	bflo_08843	YEAST04437
OG0005096	bflo_23554, bflo_23745	YEAST00667
OG0005097	bflo_23691	YEAST05071
OG0005099	bflo_23378	YEAST01396
OG0005100	bflo_21620	YEAST02389
OG0005104	bflo_06265	YEAST05248
OG0005106	bflo_14394	YEAST06065, YEAST00421
OG0005107	bflo_03887	YEAST06099
OG0005109	bflo_19171	YEAST05204, YEAST00612
OG0005111	bflo_24556	YEAST06212, YEAST04032
OG0005114	bflo_25082	YEAST02131
OG0005117	bflo_24540	YEAST06050
OG0005121	bflo_14563, bflo_14565	YEAST02052
OG0005124	bflo_06130	YEAST04099
OG0005130	bflo_14332	YEAST03863
OG0005139	bflo_17759	YEAST04015
OG0005142	bflo_24616	YEAST03890
OG0005143	bflo_21983	YEAST00443
OG0005144	bflo_26212	YEAST04065
OG0005146	bflo_10608	YEAST02971
OG0005149	bflo_07714	YEAST03025, YEAST02738
OG0005151	bflo_21590	YEAST03382
OG0005152	bflo_08896	YEAST00847
OG0005157	bflo_18814	YEAST02981
OG0005160	bflo_19980, bflo_21106	YEAST06113
OG0005164	bflo_11167	YEAST06283
OG0005168	bflo_08733	YEAST06272
OG0005169	bflo_22043	YEAST00459
OG0005175	bflo_24985	YEAST05445
OG0005176	bflo_20599	YEAST00218
OG0005178	bflo_15141	YEAST04497
OG0005179	bflo_15145	YEAST05659
OG0005183	bflo_09802	YEAST05308
OG0005184	bflo_15705	YEAST00492
OG0005187	bflo_11587	YEAST05234
OG0005188	bflo_18754	YEAST01554
OG0005191	bflo_25297	YEAST00993
OG0005192	bflo_08221	YEAST05720
OG0005194	bflo_10009	YEAST04086
OG0005196	bflo_03354	YEAST01388
OG0005198	bflo_10211	YEAST00327
OG0005200	bflo_24428	YEAST01016
OG0005201	bflo_12925	YEAST00082
OG0005203	bflo_09801	YEAST02207
OG0005204	bflo_16426	YEAST01178
OG0005205	bflo_19385	YEAST01046
OG0005208	bflo_23678	YEAST01429
OG0005212	bflo_06063	YEAST06147
OG0005220	bflo_14234, bflo_14469	YEAST04357
OG0005221	bflo_09716	YEAST03209
OG0005222	bflo_13391	YEAST05518
OG0005224	bflo_17194	YEAST06324
OG0005225	bflo_24246	YEAST05094
OG0005227	bflo_14745	YEAST05529
OG0005228	bflo_08976	YEAST05916
OG0005229	bflo_12272	YEAST04766
OG0005231	bflo_25902	YEAST02681
OG0005233	bflo_11596	YEAST00564
OG0005237	bflo_13805	YEAST05398
OG0005238	bflo_16299	YEAST00351
OG0005239	bflo_14013	YEAST04499
OG0005240	bflo_00296	YEAST03058
OG0005244	bflo_15824	YEAST06021
OG0005247	bflo_13263	YEAST06314
OG0005249	bflo_15878	YEAST03446
OG0005251	bflo_17377	YEAST00934
OG0005254	bflo_22780	YEAST00814
OG0005259	bflo_11376	YEAST04276
OG0005261	bflo_01451	YEAST01831
OG0005262	bflo_24459	YEAST05458
OG0005264	bflo_11001	YEAST03506
OG0005267	bflo_18091	YEAST03513
OG0005269	bflo_11556	YEAST03314
OG0005273	bflo_17620	YEAST04916
OG0005275	bflo_11654	YEAST03695
OG0005277	bflo_25679	YEAST04186
OG0005279	bflo_12822	YEAST05219
OG0005280	bflo_10369	YEAST00305
OG0005281	bflo_10643	YEAST05694
OG0005285	bflo_20114	YEAST03115
OG0005289	bflo_15931	YEAST03438
OG0005292	bflo_02485	YEAST01718
OG0005293	bflo_18998	YEAST03033
OG0005294	bflo_25192	YEAST01981
OG0005298	bflo_01725	YEAST03696
OG0005299	bflo_13099	YEAST00788
OG0005300	bflo_12225	YEAST04941
OG0005304	bflo_16187	YEAST05397
OG0005309	bflo_07061	YEAST03670
OG0005312	bflo_11601	YEAST05201, YEAST04689
OG0005314	bflo_04495	YEAST05231, YEAST01835
OG0005316	bflo_12547	YEAST02690
OG0005317	bflo_00009, bflo_05356	YEAST03232
OG0005318	bflo_03376	YEAST02932
OG0005319	bflo_05919	YEAST00507
OG0005323	bflo_06114	YEAST01809
OG0005324	bflo_16855	YEAST02894
OG0005326	bflo_13314	YEAST02113
OG0005360	bflo_05676	YEAST05037
OG0005365	bflo_07643	YEAST00555
OG0005366	bflo_10337	YEAST05488
OG0005370	bflo_06724	YEAST06092
OG0005371	bflo_15479	YEAST06170
OG0005373	bflo_22051	YEAST05422
OG0005374	bflo_18105	YEAST05714
OG0005379	bflo_14259	YEAST03216
OG0005390	bflo_26118	YEAST03532
OG0005391	bflo_12975	YEAST02166
OG0005393	bflo_09168	YEAST04280
OG0005394	bflo_13791	YEAST00853
OG0005396	bflo_22071	YEAST05100
OG0005399	bflo_24872	YEAST03052
OG0005402	bflo_24097	YEAST00454, YEAST00455
OG0005403	bflo_05760	YEAST03894
OG0005406	bflo_17522	YEAST00801
OG0005409	bflo_12612, bflo_13003	YEAST01305
OG0005412	bflo_00715	YEAST00286
OG0005413	bflo_08015	YEAST00212
OG0005417	bflo_22972	YEAST02517
OG0005422	bflo_10245	YEAST00744
OG0005430	bflo_13697	YEAST02046
OG0005431	bflo_17292	YEAST00653
OG0005432	bflo_19821	YEAST00083
OG0005433	bflo_06628	YEAST00126
OG0005435	bflo_15687	YEAST02973
OG0005437	bflo_18977	YEAST04554
OG0005438	bflo_20784	YEAST03985
OG0005439	bflo_01173	YEAST00480, YEAST02388
OG0005446	bflo_18194	YEAST02856
OG0005448	bflo_16450, bflo_17124	YEAST00061
OG0005451	bflo_04451	YEAST02174
OG0005455	bflo_18762	YEAST01906
OG0005464	bflo_12667	YEAST03289
OG0005465	bflo_11359	YEAST02925
OG0005466	bflo_00661	YEAST04413
OG0005468	bflo_10615	YEAST03549
OG0005469	bflo_15621	YEAST03750
OG0005470	bflo_13830	YEAST05805
OG0005471	bflo_20304	YEAST02704
OG0005474	bflo_22632	YEAST05625
OG0005476	bflo_11553	YEAST00929
OG0005479	bflo_13220	YEAST06140
OG0005481	bflo_17610	YEAST02988
OG0005482	bflo_13464	YEAST06080
OG0005484	bflo_14983	YEAST05993
OG0005488	bflo_20426	YEAST02834
OG0005489	bflo_00241	YEAST02006
OG0005490	bflo_00229	YEAST02289
OG0005493	bflo_18007, bflo_09722	YEAST03669
OG0005495	bflo_22184	YEAST04982
OG0005498	bflo_19580, bflo_19775	YEAST02944
OG0005499	bflo_08537	YEAST00316
OG0005503	bflo_01609	YEAST01883
OG0005504	bflo_03183	YEAST02859
OG0005508	bflo_00696	YEAST05735
OG0005511	bflo_25632	YEAST04889
OG0005514	bflo_00127, bflo_23773	YEAST00756
OG0005524	bflo_23594	YEAST04752
OG0005527	bflo_10343	YEAST05177
OG0005531	bflo_00273	YEAST02508
OG0005533	bflo_22419, bflo_27393	YEAST05670
OG0005535	bflo_20969	YEAST03305
OG0005537	bflo_18040	YEAST00932
OG0005539	bflo_01823	YEAST01881
OG0005540	bflo_25948, bflo_25954, bflo_25988	YEAST04214
OG0005545	bflo_12332	YEAST06273
OG0005554	bflo_12666	YEAST01003
OG0005559	bflo_17621	YEAST02680
OG0005560	bflo_12606	YEAST01996
OG0005561	bflo_12688	YEAST05048
OG0005562	bflo_25759	YEAST02317
OG0005563	bflo_14207	YEAST03552
OG0005564	bflo_15757	YEAST02525
OG0005566	bflo_20293	YEAST02934
OG0005569	bflo_10284	YEAST01288
OG0005570	bflo_14639	YEAST05155
OG0005572	bflo_21740	YEAST04844
OG0005573	bflo_09211	YEAST00059
OG0005574	bflo_06281	YEAST02083
OG0005575	bflo_04742	YEAST02256
OG0005580	bflo_03436	YEAST03612
OG0005582	bflo_12804	YEAST06134
OG0005584	bflo_01948	YEAST03140, YEAST03524
OG0005589	bflo_00684	YEAST06142
OG0005590	bflo_02564	YEAST05462
OG0005592	bflo_13207	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	bflo_12060	YEAST04980
OG0005595	bflo_10007	YEAST01803
OG0005597	bflo_21265	YEAST02753
OG0005598	bflo_00844, bflo_22474	YEAST01870
OG0005599	bflo_13081	YEAST01798
OG0005600	bflo_12389	YEAST00206
OG0005604	bflo_09192, bflo_09193	YEAST03276
OG0005605	bflo_07122, bflo_07125	YEAST01083
OG0005613	bflo_23778, bflo_27436	YEAST02714
OG0005617	bflo_25723	YEAST02068
OG0005618	bflo_25211	YEAST04830
OG0005620	bflo_10989	YEAST04915
OG0005622	bflo_17496	YEAST05142
OG0005623	bflo_21024	YEAST01590
OG0005626	bflo_20808	YEAST02896
OG0005632	bflo_08955	YEAST01025
OG0005636	bflo_03318	YEAST04250, YEAST02533
OG0005641	bflo_08392	YEAST05413
OG0005643	bflo_24139	YEAST05368
OG0005645	bflo_15947	YEAST03386
OG0005649	bflo_17804	YEAST03683
OG0005652	bflo_04118	YEAST02748
OG0005656	bflo_09124	YEAST05558
OG0005660	bflo_20191	YEAST04813
OG0005665	bflo_06605	YEAST05074
OG0005681	bflo_21686	YEAST01514
OG0005694	bflo_11257	YEAST02311
OG0005701	bflo_23250	YEAST03349
OG0005702	bflo_14318	YEAST02337
OG0005703	bflo_22631	YEAST00484
OG0005707	bflo_05258	YEAST01682
OG0005715	bflo_06959	YEAST05111
OG0005719	bflo_24656	YEAST01866
OG0005723	bflo_11579	YEAST05629
OG0005724	bflo_24093	YEAST03029
OG0005728	bflo_13939	YEAST03877
OG0005729	bflo_17597	YEAST04879
OG0005731	bflo_23152	YEAST04127
OG0005732	bflo_23024	YEAST05411, YEAST00067
OG0005734	bflo_24420	YEAST03845
OG0005747	bflo_24337	YEAST02338
OG0005749	bflo_10012	YEAST00550
OG0005750	bflo_14613	YEAST05318
OG0005758	bflo_21716	YEAST03970
OG0005764	bflo_18818	YEAST03256
OG0005769	bflo_15855	YEAST05614
OG0005774	bflo_27276, bflo_18752	YEAST01218
OG0005775	bflo_23334	YEAST04199
OG0005779	bflo_23901	YEAST03322
OG0005783	bflo_08771	YEAST04090
OG0005784	bflo_09766	YEAST06131
OG0005787	bflo_07600	YEAST03651
OG0005789	bflo_12587	YEAST06245
OG0005790	bflo_23345	YEAST01022
OG0005792	bflo_18546	YEAST02379
OG0005793	bflo_03585	YEAST03437
OG0005794	bflo_19296	YEAST03999
OG0005796	bflo_07896, bflo_07580	YEAST02169
OG0005797	bflo_09997	YEAST04949
OG0005799	bflo_21046	YEAST05573
OG0005800	bflo_00199	YEAST03278
OG0005801	bflo_13115	YEAST00340
OG0005803	bflo_03908	YEAST05968
OG0005805	bflo_20164	YEAST01806
OG0005807	bflo_17670	YEAST01275
OG0005811	bflo_05842	YEAST01007
OG0005812	bflo_05810	YEAST06095, YEAST02696, YEAST03626
OG0005814	bflo_25361	YEAST01475
OG0005815	bflo_20179	YEAST03739
OG0005819	bflo_25366	YEAST04896
OG0005823	bflo_19986	YEAST01415
OG0005828	bflo_19965	YEAST00547
OG0005831	bflo_22635	YEAST05339
OG0005832	bflo_13968	YEAST00468
OG0005835	bflo_02871	YEAST01714
OG0005837	bflo_08105	YEAST02139
OG0005842	bflo_02495	YEAST02254
OG0005843	bflo_01029	YEAST02236
OG0005845	bflo_12286	YEAST00903
OG0005848	bflo_19264	YEAST01451, YEAST02858
OG0005849	bflo_26582, bflo_00395	YEAST01002
OG0005850	bflo_26458	YEAST01618
OG0005860	bflo_08367	YEAST01211
OG0005864	bflo_10798	YEAST04171
OG0005865	bflo_23982	YEAST02036
OG0005866	bflo_17429	YEAST02662, YEAST00926, YEAST05389
OG0005869	bflo_12796, bflo_12797, bflo_12795	YEAST04361
OG0005872	bflo_19557	YEAST00119
OG0005874	bflo_19403	YEAST05241
OG0005880	bflo_11136	YEAST00456
OG0005886	bflo_16494	YEAST01320
OG0005887	bflo_20064	YEAST02429, YEAST01660
OG0005888	bflo_16587	YEAST01289, YEAST02921
OG0005889	bflo_18198	YEAST02568
OG0005893	bflo_14799	YEAST05434
OG0005897	bflo_05904	YEAST04730
OG0005898	bflo_23647	YEAST04411
OG0005899	bflo_15965	YEAST01832
OG0005901	bflo_12585	YEAST04462
OG0005902	bflo_13997	YEAST03800
OG0005906	bflo_04779	YEAST01796
OG0005909	bflo_06026	YEAST01623
OG0005919	bflo_15821	YEAST06039
OG0005921	bflo_08095	YEAST01856
OG0005922	bflo_12327	YEAST03364
OG0005925	bflo_22499, bflo_18028	YEAST05583
OG0005928	bflo_24579	YEAST02001
OG0005931	bflo_12193	YEAST04950
OG0005932	bflo_11200	YEAST02495
OG0005933	bflo_17753, bflo_13146	YEAST05705
OG0005936	bflo_12730	YEAST03224
OG0005940	bflo_14798	YEAST04035
OG0005943	bflo_19800, bflo_19799	YEAST00579
OG0005944	bflo_05962	YEAST01316
OG0005946	bflo_11046	YEAST05608
OG0005949	bflo_20580	YEAST06253
OG0005952	bflo_10378	YEAST03507
OG0005954	bflo_26976, bflo_10839	YEAST01233
OG0005955	bflo_26910, bflo_08892	YEAST00616
OG0005960	bflo_10445	YEAST04608
OG0005961	bflo_10941	YEAST00672
OG0005965	bflo_09899	YEAST02033
OG0005966	bflo_23330	YEAST04113
OG0005968	bflo_13397	YEAST05417
OG0005969	bflo_10882, bflo_26978	YEAST04558, YEAST04559
OG0005970	bflo_26194	YEAST05328
OG0005974	bflo_16420	YEAST06068
OG0005976	bflo_14274	YEAST02136
OG0005978	bflo_00918	YEAST01891
OG0005980	bflo_03759	YEAST06132
OG0005984	bflo_26161	YEAST04078, YEAST01479
OG0005985	bflo_07491	YEAST00726
OG0005986	bflo_22207	YEAST02056
OG0005987	bflo_21283	YEAST05748
OG0005989	bflo_04801	YEAST04850
OG0005991	bflo_14389	YEAST06034
OG0005993	bflo_19203	YEAST04496
OG0005995	bflo_11807	YEAST01813
OG0005996	bflo_06368	YEAST02670
OG0005998	bflo_04868	YEAST04034
OG0006001	bflo_03771	YEAST02335
OG0006003	bflo_26268	YEAST05889
OG0006005	bflo_14125	YEAST05024
OG0006011	bflo_20391	YEAST02553
OG0006059	bflo_12549	YEAST03490
OG0006063	bflo_08433	YEAST00475
OG0006064	bflo_01207	YEAST03138
OG0006065	bflo_06194	YEAST06018
OG0006069	bflo_23059	YEAST00670
OG0006071	bflo_15983	YEAST02732
OG0006072	bflo_05952	YEAST03317
OG0006073	bflo_13041	YEAST06328
OG0006074	bflo_04848	YEAST00045
OG0006079	bflo_06843	YEAST05794
OG0006084	bflo_11203	YEAST02308
OG0006087	bflo_13279	YEAST02260
OG0006090	bflo_08182	YEAST03852
OG0006095	bflo_05909	YEAST03334
OG0006096	bflo_20073	YEAST03331
OG0006098	bflo_13460	YEAST06192
OG0006103	bflo_17529	YEAST01110
OG0006104	bflo_23037	YEAST03697
OG0006106	bflo_03662, bflo_26297	YEAST00295
OG0006113	bflo_13176	YEAST06164
OG0006114	bflo_09437	YEAST05960
OG0006115	bflo_18472	YEAST01346
OG0006116	bflo_08257	YEAST05770
OG0006117	bflo_02390	YEAST05899
OG0006122	bflo_23070	YEAST05199
OG0006127	bflo_10573	YEAST04711
OG0006134	bflo_13339	YEAST00416
OG0006135	bflo_10168	YEAST00161
OG0006136	bflo_01637	YEAST05740
OG0006140	bflo_18342	YEAST05182
OG0006141	bflo_00269	YEAST02626
OG0006144	bflo_21040	YEAST04770
OG0006145	bflo_25040	YEAST01394
OG0006149	bflo_13184	YEAST05979
OG0006152	bflo_04414	YEAST03796
OG0006155	bflo_07610	YEAST04800
OG0006156	bflo_21660	YEAST00437
OG0006157	bflo_24352	YEAST02465
OG0006159	bflo_22205	YEAST06098
OG0006160	bflo_11696	YEAST01548
OG0006161	bflo_00825	YEAST04301
OG0006168	bflo_15636	YEAST01411
OG0006169	bflo_15504	YEAST02933
OG0006176	bflo_10375	YEAST03164
OG0006177	bflo_02434, bflo_02433, bflo_02197	YEAST01871, YEAST01295
OG0006180	bflo_13527	YEAST00504
OG0006181	bflo_20856	YEAST02419
OG0006185	bflo_05702	YEAST05986
OG0006186	bflo_06017	YEAST01010
OG0006188	bflo_26244	YEAST05311
OG0006189	bflo_22949	YEAST00844, YEAST06269
OG0006191	bflo_06643	YEAST02336
OG0006192	bflo_18864	YEAST06153
OG0006196	bflo_21380	YEAST03954
OG0006199	bflo_18618	YEAST06121
OG0006200	bflo_08595	YEAST05079
OG0006202	bflo_12935	YEAST00362
OG0006204	bflo_21015	YEAST02271
OG0006209	bflo_06181	YEAST04555
OG0006210	bflo_13106	YEAST00201
OG0006213	bflo_02502	YEAST03554
OG0006214	bflo_13485	YEAST04089
OG0006216	bflo_23257	YEAST01089
OG0006217	bflo_25027	YEAST00809
OG0006224	bflo_24773	YEAST02751, YEAST03048
OG0006225	bflo_05658	YEAST04875
OG0006227	bflo_08958	YEAST00128
OG0006229	bflo_15353	YEAST00143
OG0006230	bflo_00871	YEAST03869
OG0006233	bflo_00407	YEAST04247
OG0006237	bflo_24562	YEAST02126
OG0006240	bflo_11621, bflo_11462	YEAST04649
OG0006245	bflo_08102, bflo_07454	YEAST05732
OG0006249	bflo_21979	YEAST00821
OG0006250	bflo_10622	YEAST05424
OG0006251	bflo_20251	YEAST04963
OG0006255	bflo_09248	YEAST03350
OG0006258	bflo_08012	YEAST05637
OG0006259	bflo_01572	YEAST05672
OG0006260	bflo_11688	YEAST04100
OG0006263	bflo_13999	YEAST02521
OG0006269	bflo_11642	YEAST03069
OG0006271	bflo_04493	YEAST00375
OG0006275	bflo_16471	YEAST06102
OG0006277	bflo_20538, bflo_20530	YEAST02811
OG0006279	bflo_17537	YEAST04402
OG0006280	bflo_04839	YEAST04541
OG0006281	bflo_24466	YEAST04979
OG0006282	bflo_02122, bflo_02747, bflo_08061	YEAST01445
OG0006283	bflo_00422	YEAST00229
OG0006284	bflo_18235	YEAST04213
OG0006288	bflo_20374	YEAST02860
OG0006289	bflo_11685	YEAST06209
OG0006293	bflo_20003	YEAST05380
OG0006294	bflo_16221	YEAST04000
OG0006295	bflo_20106	YEAST05360
OG0006302	bflo_01595	YEAST01852
OG0006306	bflo_17978	YEAST00230
OG0006311	bflo_19318	YEAST01145
OG0006313	bflo_07043, bflo_10742	YEAST02392
OG0006315	bflo_22085	YEAST00489
OG0006317	bflo_08654, bflo_04834	YEAST02082
OG0006319	bflo_24488	YEAST01135
OG0006320	bflo_05610	YEAST04478
OG0006322	bflo_12481	YEAST00815
OG0006329	bflo_09310	YEAST01245
OG0006332	bflo_01909	YEAST06042
OG0006334	bflo_25899	YEAST00864
OG0006335	bflo_26558	YEAST02588
OG0006339	bflo_20035	YEAST06286
OG0006340	bflo_07116	YEAST00922, YEAST05387
OG0006341	bflo_08361	YEAST01452
OG0006344	bflo_00813	YEAST01465
OG0006347	bflo_14684, bflo_19080	YEAST03436
OG0006349	bflo_25604	YEAST05233
OG0006350	bflo_08058	YEAST00452
OG0006357	bflo_24141	YEAST02650
OG0006360	bflo_03385, bflo_03153	YEAST01556
OG0006362	bflo_18189	YEAST05722
OG0006370	bflo_26334	YEAST02350
OG0006372	bflo_12563	YEAST05423
OG0006375	bflo_23851	YEAST05198
OG0006377	bflo_11135	YEAST04974
OG0006378	bflo_09263	YEAST01924
OG0006381	bflo_11104	YEAST01058
OG0006382	bflo_22436	YEAST03313
OG0006385	bflo_13000	YEAST04806
OG0006387	bflo_17863	YEAST05324
OG0006389	bflo_18130	YEAST02409
OG0006390	bflo_11594	YEAST00339
OG0006392	bflo_17615	YEAST01246
OG0006395	bflo_06376	YEAST03605
OG0006396	bflo_16107	YEAST02281, YEAST02453
OG0006398	bflo_25539	YEAST04420, YEAST03553
OG0006407	bflo_18602	YEAST02250
OG0006416	bflo_20798, bflo_20796, bflo_15415	YEAST00023
OG0006447	bflo_16566	YEAST03459
OG0006448	bflo_19539	YEAST00505, YEAST04285
OG0006449	bflo_01188	YEAST02458
OG0006456	bflo_10513	YEAST06224
OG0006459	bflo_06293	YEAST00972, YEAST00245
OG0006461	bflo_11702	YEAST05346
OG0006462	bflo_23860	YEAST01838
OG0006464	bflo_21869	YEAST05965
OG0006465	bflo_19143	YEAST01875
OG0006470	bflo_07907	YEAST01306
OG0006474	bflo_20828	YEAST03988
OG0006475	bflo_18753	YEAST06223, YEAST00349
OG0006476	bflo_15113	YEAST00315
OG0006479	bflo_24039	YEAST05669
OG0006481	bflo_06049	YEAST06165
OG0006488	bflo_19816	YEAST02614
OG0006498	bflo_04405	YEAST02291
OG0006503	bflo_21277	YEAST06053
OG0006504	bflo_20826	YEAST02866
OG0006507	bflo_11054	YEAST02914
OG0006509	bflo_14958	YEAST02252
OG0006511	bflo_13916	YEAST01899
OG0006512	bflo_23985	YEAST04169
OG0006514	bflo_14347	YEAST05820
OG0006515	bflo_11505	YEAST03195
OG0006516	bflo_10198	YEAST02248
OG0006520	bflo_14783	YEAST05914
OG0006523	bflo_18015	YEAST04170
OG0006528	bflo_02407	YEAST02276
OG0006532	bflo_25565	YEAST05019
OG0006533	bflo_18102	YEAST00790
OG0006536	bflo_10319	YEAST05130
OG0006538	bflo_25710	YEAST02168
OG0006543	bflo_01627, bflo_01968	YEAST03219
OG0006544	bflo_05615	YEAST06160
OG0006550	bflo_11678	YEAST05541
OG0006552	bflo_05852	YEAST02016
OG0006553	bflo_05354	YEAST05825
OG0006554	bflo_20165	YEAST04136
OG0006561	bflo_16142	YEAST00874
OG0006564	bflo_20335	YEAST05934
OG0006568	bflo_05595	YEAST03560
OG0006569	bflo_15213	YEAST02940
OG0006571	bflo_06463	YEAST00795
OG0006574	bflo_05538	YEAST06163
OG0006577	bflo_11522	YEAST03945
OG0006578	bflo_09529	YEAST00813
OG0006580	bflo_02508	YEAST04957
OG0006582	bflo_03194, bflo_03259	YEAST04615
OG0006584	bflo_03876	YEAST01846
OG0006589	bflo_12455	YEAST04474
OG0006594	bflo_20278	YEAST00464
OG0006595	bflo_02350	YEAST05577
OG0006596	bflo_13930	YEAST03312
OG0006597	bflo_15494	YEAST01876
OG0006598	bflo_05586	YEAST02580
OG0006602	bflo_17654	YEAST06259
OG0006603	bflo_14044	YEAST05721
OG0006604	bflo_20173	YEAST01597
OG0006607	bflo_05639	YEAST05258
OG0006610	bflo_23392	YEAST04593
OG0006611	bflo_19675	YEAST02395
OG0006613	bflo_08658	YEAST00490
OG0006615	bflo_21623	YEAST02695
OG0006617	bflo_05821	YEAST02864, YEAST02189
OG0006619	bflo_06530	YEAST03691
OG0006622	bflo_21805	YEAST04382
OG0006625	bflo_19250	YEAST05905
OG0006627	bflo_17602	YEAST01553
OG0006630	bflo_08331	YEAST05584
OG0006631	bflo_02399	YEAST01419, YEAST04493
OG0006633	bflo_24067, bflo_24065	YEAST05580
OG0006636	bflo_23809	YEAST06190
OG0006637	bflo_00907	YEAST06011
OG0006651	bflo_17634	YEAST03308
OG0006655	bflo_00135	YEAST04609
OG0006658	bflo_06383	YEAST03323
OG0006662	bflo_01575	YEAST02707
OG0006663	bflo_14425	YEAST04538
OG0006664	bflo_15928	YEAST04769
OG0006667	bflo_26184	YEAST03011
OG0006668	bflo_14166	YEAST00040
OG0006669	bflo_25294	YEAST05379
OG0006678	bflo_23848	YEAST03428
OG0006681	bflo_19242	YEAST02774
OG0006688	bflo_13298	YEAST02298
OG0006690	bflo_11580	YEAST00986
OG0006691	bflo_19257	YEAST06141
OG0006692	bflo_02897	YEAST04243
OG0006694	bflo_18353	YEAST04074
OG0006703	bflo_01171	YEAST04919
OG0006704	bflo_20746	YEAST02241
OG0006706	bflo_16963	YEAST01312
OG0006707	bflo_16382	YEAST04448
OG0006712	bflo_12812, bflo_12813	YEAST01297
OG0006716	bflo_23946	YEAST01688
OG0006717	bflo_18859	YEAST03273, YEAST00511
OG0006722	bflo_25547	YEAST05928
OG0006725	bflo_11101	YEAST05141
OG0006726	bflo_05430	YEAST01310
OG0006728	bflo_04467	YEAST01819
OG0006730	bflo_03962	YEAST06066
OG0006732	bflo_00438	YEAST05092
OG0006736	bflo_13100	YEAST03708, YEAST02845
OG0006738	bflo_18621	YEAST03786
OG0006741	bflo_11667	YEAST00908
OG0006752	bflo_14648	YEAST01605
OG0006753	bflo_09892	YEAST06210
OG0006754	bflo_13351	YEAST05223, YEAST00660
OG0006755	bflo_14829	YEAST03743
OG0006757	bflo_24956	YEAST02585
OG0006758	bflo_00186	YEAST00132
OG0006766	bflo_18339	YEAST01711
OG0006769	bflo_21934	YEAST04955
OG0006772	bflo_10630	YEAST05602
OG0006775	bflo_23577	YEAST01095
OG0006776	bflo_18625	YEAST02455
OG0006777	bflo_17793, bflo_19104	YEAST05242
OG0006826	bflo_15514	YEAST03748
OG0006830	bflo_20502	YEAST02320
OG0006838	bflo_22711	YEAST01244
OG0006843	bflo_05656	YEAST03855
OG0006846	bflo_05424	YEAST04146
OG0006860	bflo_13831	YEAST03798
OG0006867	bflo_17074	YEAST03341
OG0006869	bflo_11211	YEAST01706
OG0006874	bflo_23619	YEAST03449
OG0006876	bflo_25862	YEAST00384
OG0006880	bflo_22152	YEAST04631
OG0006881	bflo_14289	YEAST01049
OG0006887	bflo_19380	YEAST01983
OG0006888	bflo_21809	YEAST00485
