Orthogroup	BRAFL	DROME
OG0005594	bflo_12060	DROME19266
OG0005595	bflo_10007	DROME10967
OG0005596	bflo_20512	DROME08093, DROME06032
OG0005597	bflo_21265	DROME01657
OG0005598	bflo_00844, bflo_22474	DROME14004
OG0005599	bflo_13081	DROME21243
OG0005603	bflo_08774	DROME13173, DROME13174, DROME13175
OG0005604	bflo_09192, bflo_09193	DROME06435
OG0005605	bflo_07122, bflo_07125	DROME13674
OG0005607	bflo_25026, bflo_24823	DROME16439, DROME16438
OG0005609	bflo_13316, bflo_13299, bflo_13317	DROME05252, DROME05251
OG0005610	bflo_14383	DROME17081, DROME17082
OG0005611	bflo_23695	DROME09603, DROME09604
OG0005613	bflo_23778, bflo_27436	DROME01648
OG0005614	bflo_21901	DROME18745
OG0005615	bflo_03024	DROME05560
OG0005616	bflo_12767	DROME12151
OG0005617	bflo_25723	DROME14239
OG0005618	bflo_25211	DROME05739
OG0005619	bflo_05010	DROME08173
OG0005620	bflo_10989	DROME18122, DROME18121, DROME18124, DROME18123
OG0005622	bflo_17496	DROME01204
OG0005623	bflo_21024	DROME00550
OG0005625	bflo_10576	DROME16840
OG0005626	bflo_20808	DROME01163, DROME01164
OG0005627	bflo_05683	DROME05020
OG0005628	bflo_07357	DROME08416
OG0005629	bflo_24570	DROME11049
OG0005632	bflo_08955	DROME10651
OG0005633	bflo_11568	DROME17761
OG0005634	bflo_16168	DROME21460
OG0005636	bflo_03318	DROME08136
OG0005637	bflo_21429	DROME21544
OG0005639	bflo_10156	DROME06385
OG0005640	bflo_04847	DROME13728
OG0005642	bflo_11440	DROME03379
OG0005644	bflo_21176	DROME06427
OG0005645	bflo_15947	DROME18577
OG0005646	bflo_19324	DROME16294
OG0005648	bflo_27463, bflo_24514	DROME03181, DROME03182
OG0005649	bflo_17804	DROME10772
OG0005652	bflo_04118	DROME06700
OG0005655	bflo_05654	DROME06091
OG0005656	bflo_09124	DROME07968
OG0005660	bflo_20191	DROME15890, DROME15891
OG0005661	bflo_23933, bflo_23934	DROME08445, DROME08446
OG0005665	bflo_06605	DROME09179
OG0005668	bflo_10201, bflo_09104, bflo_09105, bflo_09078, bflo_10290, bflo_10291, bflo_10292	DROME04352, DROME04353
OG0005681	bflo_21686	DROME00945
OG0005685	bflo_01186	DROME08832
OG0005690	bflo_21962	DROME04761
OG0005692	bflo_18368	DROME13230
OG0005694	bflo_11257	DROME13864, DROME13863
OG0005696	bflo_14504	DROME11286
OG0005697	bflo_08528	DROME17682
OG0005698	bflo_18517, bflo_19484, bflo_04470, bflo_04471	DROME09665
OG0005700	bflo_14810	DROME09873
OG0005702	bflo_14318	DROME10890
OG0005703	bflo_22631	DROME19473
OG0005704	bflo_18154	DROME03784, DROME03785
OG0005707	bflo_05258	DROME15744, DROME15745
OG0005708	bflo_02644	DROME14710
OG0005712	bflo_21653	DROME16333, DROME16334
OG0005714	bflo_16283	DROME20712, DROME20711, DROME20713
OG0005715	bflo_06959	DROME18763, DROME18764, DROME18762
OG0005717	bflo_18408	DROME06471
OG0005718	bflo_08117	DROME16901, DROME15117, DROME15116, DROME13404
OG0005719	bflo_24656	DROME19860
OG0005721	bflo_15921	DROME00178
OG0005723	bflo_11579	DROME17035
OG0005724	bflo_24093	DROME03509, DROME03507
OG0005725	bflo_22672	DROME09268
OG0005726	bflo_13024	DROME08962
OG0005727	bflo_20317	DROME20877
OG0005728	bflo_13939	DROME04547
OG0005729	bflo_17597	DROME00800
OG0005731	bflo_23152	DROME03369
OG0005732	bflo_23024	DROME03588
OG0005733	bflo_06910	DROME14541, DROME14542, DROME10332
OG0005734	bflo_24420	DROME21588, DROME04119
OG0005735	bflo_16580	DROME09661, DROME09662, DROME09660
OG0005737	bflo_24576	DROME06704
OG0005738	bflo_22321	DROME09090, DROME09091, DROME09093, DROME09092
OG0005740	bflo_20273	DROME12219, DROME12220
OG0005741	bflo_19674	DROME10077
OG0005742	bflo_19173, bflo_26828, bflo_06481, bflo_06480, bflo_19710	DROME15851
OG0005744	bflo_02870	DROME21042, DROME21041, DROME13505
OG0005746	bflo_14800	DROME19187
OG0005747	bflo_24337	DROME12400
OG0005748	bflo_24711	DROME17506
OG0005749	bflo_10012	DROME00192
OG0005750	bflo_14613	DROME14187
OG0005751	bflo_07294	DROME11468
OG0005752	bflo_05287	DROME20074
OG0005754	bflo_09984	DROME07364
OG0005755	bflo_12541	DROME09852
OG0005758	bflo_21716	DROME02962
OG0005759	bflo_23779	DROME06016
OG0005760	bflo_25140	DROME05727, DROME05728, DROME05730, DROME05729
OG0005761	bflo_04800	DROME18137, DROME18138
OG0005762	bflo_21722	DROME15581
OG0005764	bflo_18818	DROME08532
OG0005765	bflo_09190	DROME14596
OG0005766	bflo_24662	DROME09826, DROME09825, DROME09827
OG0005769	bflo_15855	DROME03529, DROME03528
OG0005770	bflo_13846	DROME01271, DROME01270
OG0005771	bflo_06517	DROME11559
OG0005772	bflo_17632	DROME11383
OG0005774	bflo_27276, bflo_18752	DROME03197
OG0005775	bflo_23334	DROME14248, DROME03634
OG0005776	bflo_11729	DROME05892
OG0005777	bflo_17641, bflo_16819	DROME12481
OG0005778	bflo_08204	DROME21770, DROME21769, DROME21768, DROME21767
OG0005779	bflo_23901	DROME08845
OG0005783	bflo_08771	DROME16358
OG0005784	bflo_09766	DROME20576
OG0005787	bflo_07600	DROME16644, DROME18583
OG0005788	bflo_16369	DROME01890
OG0005789	bflo_12587	DROME02052
OG0005790	bflo_23345	DROME02319
OG0005791	bflo_26361	DROME09196, DROME09195
OG0005792	bflo_18546	DROME04031
OG0005793	bflo_03585	DROME13741
OG0005794	bflo_19296	DROME20570
OG0005795	bflo_21923	DROME00921
OG0005796	bflo_07896, bflo_07580	DROME21579
OG0005797	bflo_09997	DROME13677
OG0005798	bflo_11643	DROME00436
OG0005799	bflo_21046	DROME17772
OG0005800	bflo_00199	DROME14692
OG0005801	bflo_13115	DROME20251, DROME13442
OG0005802	bflo_00311	DROME18658
OG0005803	bflo_03908	DROME06804
OG0005804	bflo_06626, bflo_14477	DROME00221
OG0005805	bflo_20164	DROME18523
OG0005807	bflo_17670	DROME15016
OG0005808	bflo_17697	DROME15577
OG0005811	bflo_05842	DROME15005, DROME15004
OG0005812	bflo_05810	DROME17684
OG0005813	bflo_21199	DROME18740, DROME18739, DROME08278
OG0005815	bflo_20179	DROME17829
OG0005817	bflo_21052	DROME00446
OG0005818	bflo_11299	DROME21049
OG0005819	bflo_25366	DROME10881
OG0005821	bflo_16275	DROME18765
OG0005822	bflo_14005	DROME00384
OG0005823	bflo_19986	DROME16943
OG0005824	bflo_01580	DROME14993
OG0005827	bflo_22531	DROME03179
OG0005829	bflo_04456	DROME17916, DROME17917, DROME17918
OG0005830	bflo_05129	DROME09394
OG0005831	bflo_22635	DROME02056
OG0005832	bflo_13968	DROME03903
OG0005833	bflo_16542	DROME14025
OG0005835	bflo_02871	DROME10113
OG0005836	bflo_09610	DROME02540
OG0005837	bflo_08105	DROME19685
OG0005840	bflo_01503	DROME12810, DROME12811
OG0005842	bflo_02495	DROME03001
OG0005843	bflo_01029	DROME07738
OG0005845	bflo_12286	DROME12524
OG0005846	bflo_18215	DROME18114
OG0005847	bflo_08147	DROME12864
OG0005848	bflo_19264	DROME17120
OG0005849	bflo_26582, bflo_00395	DROME15063, DROME15062
OG0005850	bflo_26458	DROME15741, DROME15742
OG0005851	bflo_25343	DROME06389, DROME06388
OG0005853	bflo_24047	DROME18489, DROME18488
OG0005857	bflo_19983	DROME13133, DROME13132
OG0005858	bflo_22693	DROME10288, DROME10287
OG0005859	bflo_08018	DROME01874
OG0005860	bflo_08367	DROME13592
OG0005861	bflo_16811	DROME20036
OG0005863	bflo_23015	DROME00631
OG0005864	bflo_10798	DROME21983
OG0005865	bflo_23982	DROME21095
OG0005866	bflo_17429	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050
OG0005867	bflo_12028	DROME18293
OG0005869	bflo_12796, bflo_12797, bflo_12795	DROME01674
OG0005870	bflo_25704	DROME19873
OG0005871	bflo_14936	DROME05632, DROME05631
OG0005872	bflo_19557	DROME00389
OG0005874	bflo_19403	DROME03501
OG0005875	bflo_22258	DROME06773
OG0005877	bflo_25487	DROME06392
OG0005878	bflo_09022	DROME19123
OG0005879	bflo_13062	DROME20321
OG0005880	bflo_11136	DROME17652, DROME17653
OG0005883	bflo_09148	DROME19395
OG0005884	bflo_10784	DROME08061
OG0005886	bflo_16494	DROME01867
OG0005888	bflo_16587	DROME16104
OG0005889	bflo_18198	DROME14304, DROME07617
OG0005890	bflo_08222	DROME19088
OG0005892	bflo_12803	DROME10375, DROME10374
OG0005893	bflo_14799	DROME16783
OG0005894	bflo_14185	DROME11886
OG0005895	bflo_06563	DROME02103
OG0005896	bflo_26437, bflo_06697, bflo_06515	DROME06811
OG0005897	bflo_05904	DROME19090
OG0005898	bflo_23647	DROME06116
OG0005899	bflo_15965	DROME02184
OG0005901	bflo_12585	DROME08625, DROME08624
OG0005902	bflo_13997	DROME12748
OG0005903	bflo_21818	DROME19765
OG0005904	bflo_17457	DROME00138
OG0005906	bflo_04779	DROME04737, DROME04735, DROME04736
OG0005909	bflo_06026	DROME01192
OG0005914	bflo_10970	DROME08503, DROME08502
OG0005919	bflo_15821	DROME03002
OG0005921	bflo_08095	DROME05740
OG0005922	bflo_12327	DROME13644, DROME13643
OG0005923	bflo_21355, bflo_07750	DROME01141, DROME01142
OG0005925	bflo_22499, bflo_18028	DROME01094
OG0005926	bflo_12937	DROME12066, DROME12065
OG0005928	bflo_24579	DROME02019
OG0005929	bflo_26225	DROME01196
OG0005931	bflo_12193	DROME08847
OG0005932	bflo_11200	DROME15731
OG0005933	bflo_17753, bflo_13146	DROME19096, DROME19097
OG0005936	bflo_12730	DROME12077
OG0005937	bflo_11517	DROME14657
OG0005938	bflo_25181	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752
OG0005940	bflo_14798	DROME18687
OG0005941	bflo_05690	DROME14278
OG0005942	bflo_20128	DROME17395
OG0005943	bflo_19800, bflo_19799	DROME01109
OG0005944	bflo_05962	DROME21720
OG0005946	bflo_11046	DROME15326
OG0005949	bflo_20580	DROME10426
OG0005950	bflo_04373	DROME10950
OG0005952	bflo_10378	DROME19643
OG0005953	bflo_05405, bflo_05438	DROME11680
OG0005957	bflo_06099	DROME02682, DROME02681, DROME02683, DROME02684
OG0005960	bflo_10445	DROME11094, DROME11095
OG0005963	bflo_24621, bflo_00069, bflo_13273, bflo_02889	DROME00894
OG0005966	bflo_23330	DROME04950
OG0005967	bflo_23299	DROME16596, DROME14482
OG0005968	bflo_13397	DROME21030, DROME16013, DROME08290
OG0005969	bflo_10882, bflo_26978	DROME08256, DROME08257
OG0005970	bflo_26194	DROME13325
OG0005972	bflo_07795	DROME16733
OG0005973	bflo_20204	DROME03261
OG0005974	bflo_16420	DROME09177
OG0005975	bflo_22505	DROME01949
OG0005976	bflo_14274	DROME19287
OG0005977	bflo_03367	DROME08531
OG0005978	bflo_00918	DROME03284
OG0005980	bflo_03759	DROME21461
OG0005981	bflo_15755	DROME05700
OG0005982	bflo_25805	DROME01959
OG0005984	bflo_26161	DROME20805
OG0005985	bflo_07491	DROME12892
OG0005986	bflo_22207	DROME07616
OG0005987	bflo_21283	DROME16681
OG0005988	bflo_14586	DROME04858
OG0005989	bflo_04801	DROME01935, DROME02497
OG0005993	bflo_19203	DROME01845
OG0005995	bflo_11807	DROME10672
OG0005997	bflo_14437	DROME05226
OG0005998	bflo_04868	DROME05475
OG0006003	bflo_26268	DROME10360
OG0006004	bflo_02623	DROME09659
OG0006005	bflo_14125	DROME21221
OG0006009	bflo_06215	DROME04529, DROME04530
OG0006010	bflo_10215	DROME07208
OG0006011	bflo_20391	DROME05625
OG0006012	bflo_06228	DROME04986
OG0006015	bflo_06213	DROME04440, DROME04441
OG0006021	bflo_18773, bflo_10780	DROME09479
OG0006059	bflo_12549	DROME07767
OG0006061	bflo_02769	DROME04698
OG0006062	bflo_14204	DROME04067
OG0006063	bflo_08433	DROME20838
OG0006064	bflo_01207	DROME01128
OG0006065	bflo_06194	DROME06304
OG0006066	bflo_15149, bflo_15301	DROME20062
OG0006069	bflo_23059	DROME20187
OG0006070	bflo_22741	DROME16601, DROME16602
OG0006072	bflo_05952	DROME01673
OG0006073	bflo_13041	DROME14553
OG0006074	bflo_04848	DROME19848
OG0006077	bflo_18537	DROME09385
OG0006078	bflo_08720	DROME02001
OG0006079	bflo_06843	DROME02616
OG0006081	bflo_09993	DROME14279
OG0006085	bflo_10467	DROME12364
OG0006087	bflo_13279	DROME12774
OG0006090	bflo_08182	DROME09888, DROME09890, DROME09891, DROME09889
OG0006095	bflo_05909	DROME21969
OG0006096	bflo_20073	DROME21245
OG0006098	bflo_13460	DROME05931
OG0006099	bflo_23680	DROME11739
OG0006100	bflo_13879, bflo_05233	DROME05018
OG0006101	bflo_11020	DROME04360
OG0006102	bflo_05928	DROME01980
OG0006103	bflo_17529	DROME10210
OG0006104	bflo_23037	DROME15737
OG0006106	bflo_03662, bflo_26297	DROME20870
OG0006108	bflo_16412	DROME09376
OG0006111	bflo_14276	DROME12496
OG0006113	bflo_13176	DROME04342
OG0006115	bflo_18472	DROME16296
OG0006116	bflo_08257	DROME02301, DROME02300
OG0006117	bflo_02390	DROME10279
OG0006118	bflo_13945	DROME20483
OG0006119	bflo_14075	DROME12941
OG0006120	bflo_09539, bflo_05359	DROME13128, DROME13130, DROME13129
OG0006121	bflo_25317	DROME18148
OG0006122	bflo_23070	DROME00796
OG0006123	bflo_10167	DROME16430
OG0006124	bflo_17542	DROME13739
OG0006125	bflo_12138	DROME02053
OG0006127	bflo_10573	DROME03260
OG0006128	bflo_14557	DROME07922
OG0006129	bflo_18775	DROME09781
OG0006130	bflo_20918	DROME17498, DROME17499
OG0006131	bflo_19826	DROME15971
OG0006132	bflo_10299	DROME06118
OG0006133	bflo_01121	DROME07717
OG0006134	bflo_13339	DROME13718
OG0006135	bflo_10168	DROME08697
OG0006136	bflo_01637	DROME10851
OG0006137	bflo_18124	DROME09569
OG0006140	bflo_18342	DROME15748
OG0006141	bflo_00269	DROME18067, DROME07431
OG0006144	bflo_21040	DROME00549
OG0006145	bflo_25040	DROME11050
OG0006148	bflo_15811	DROME10799
OG0006151	bflo_21632	DROME20478
OG0006152	bflo_04414	DROME08871
OG0006155	bflo_07610	DROME18085
OG0006156	bflo_21660	DROME10247
OG0006159	bflo_22205	DROME13858
OG0006160	bflo_11696	DROME03637
OG0006161	bflo_00825	DROME18089, DROME18090, DROME18088
OG0006164	bflo_13904	DROME09119
OG0006168	bflo_15636	DROME15944, DROME18911
OG0006169	bflo_15504	DROME10283
OG0006170	bflo_00265	DROME14914
OG0006171	bflo_05603	DROME09393
OG0006172	bflo_13275	DROME00114
OG0006176	bflo_10375	DROME04325
OG0006179	bflo_04520	DROME10214
OG0006180	bflo_13527	DROME17033
OG0006181	bflo_20856	DROME14871
OG0006182	bflo_25676	DROME01649
OG0006183	bflo_23251	DROME14997
OG0006184	bflo_23887	DROME06994, DROME06993
OG0006185	bflo_05702	DROME15598
OG0006186	bflo_06017	DROME01316
OG0006187	bflo_05860	DROME00876
OG0006188	bflo_26244	DROME00301
OG0006191	bflo_06643	DROME00877, DROME00878
OG0006192	bflo_18864	DROME00106
OG0006193	bflo_02320	DROME02189
OG0006195	bflo_20785	DROME11802, DROME11801
OG0006196	bflo_21380	DROME01357
OG0006199	bflo_18618	DROME19122
OG0006200	bflo_08595	DROME03216, DROME03215
OG0006202	bflo_12935	DROME06452, DROME06451
OG0006204	bflo_21015	DROME02906
OG0006206	bflo_08971	DROME19558
OG0006208	bflo_06603	DROME15732
OG0006210	bflo_13106	DROME19094
OG0006211	bflo_00270	DROME17799, DROME17798, DROME17797
OG0006212	bflo_03802	DROME12458
OG0006213	bflo_02502	DROME10052
OG0006214	bflo_13485	DROME05227
OG0006216	bflo_23257	DROME02380
OG0006217	bflo_25027	DROME19224
OG0006220	bflo_00341	DROME10027
OG0006224	bflo_24773	DROME18810
OG0006226	bflo_25780	DROME08310
OG0006227	bflo_08958	DROME03457
OG0006228	bflo_03255	DROME12195, DROME12196, DROME12194, DROME12193
OG0006229	bflo_15353	DROME16720
OG0006230	bflo_00871	DROME05693
OG0006231	bflo_01955	DROME06401, DROME06402, DROME06407
OG0006232	bflo_19510	DROME06119
OG0006233	bflo_00407	DROME13881
OG0006234	bflo_26145	DROME22062, DROME22061
OG0006235	bflo_04738	DROME20311
OG0006238	bflo_09797	DROME09754
OG0006239	bflo_12516	DROME10114
OG0006240	bflo_11621, bflo_11462	DROME19140, DROME08600
OG0006243	bflo_01150	DROME14457
OG0006244	bflo_20049	DROME17166, DROME17165
OG0006245	bflo_08102, bflo_07454	DROME02108, DROME02107
OG0006246	bflo_25653	DROME19004
OG0006248	bflo_10873	DROME03264
OG0006249	bflo_21979	DROME20245
OG0006250	bflo_10622	DROME17023
OG0006251	bflo_20251	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	bflo_23376	DROME10801
OG0006258	bflo_08012	DROME18180, DROME18181, DROME18179
OG0006259	bflo_01572	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	bflo_11688	DROME16552
OG0006262	bflo_13775	DROME05994
OG0006263	bflo_13999	DROME01003
OG0006264	bflo_20207	DROME01178
OG0006265	bflo_02302	DROME08925, DROME08926
OG0006267	bflo_09297	DROME04482
OG0006268	bflo_24468	DROME16986
OG0006270	bflo_05040	DROME07884
OG0006271	bflo_04493	DROME13584
OG0006273	bflo_13704	DROME19288, DROME09384, DROME20348
OG0006275	bflo_16471	DROME11545
OG0006277	bflo_20538, bflo_20530	DROME15668
OG0006278	bflo_20053	DROME09293
OG0006279	bflo_17537	DROME05154
OG0006280	bflo_04839	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	bflo_24466	DROME21723, DROME21724
OG0006283	bflo_00422	DROME18093
OG0006284	bflo_18235	DROME06978
OG0006285	bflo_16122	DROME05155
OG0006286	bflo_18971	DROME20409
OG0006288	bflo_20374	DROME00223
OG0006289	bflo_11685	DROME05895
OG0006290	bflo_24409	DROME15754
OG0006291	bflo_14924	DROME16421
OG0006292	bflo_13894	DROME00480, DROME00481
OG0006293	bflo_20003	DROME15892
OG0006294	bflo_16221	DROME17637
OG0006295	bflo_20106	DROME09339
OG0006296	bflo_12264	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	bflo_11455	DROME14064
OG0006298	bflo_02661	DROME10104, DROME10103
OG0006301	bflo_11595	DROME14417, DROME14418
OG0006302	bflo_01595	DROME11859
OG0006305	bflo_08977	DROME20608
OG0006306	bflo_17978	DROME06607
OG0006308	bflo_18372	DROME01926
OG0006309	bflo_03102	DROME22059, DROME22060
OG0006311	bflo_19318	DROME09053
OG0006313	bflo_07043, bflo_10742	DROME09638
OG0006315	bflo_22085	DROME12826
OG0006318	bflo_17785	DROME09391
OG0006319	bflo_24488	DROME00483, DROME00484
OG0006321	bflo_13034	DROME00074
OG0006322	bflo_12481	DROME19674
OG0006323	bflo_14271, bflo_14647	DROME00186
OG0006328	bflo_05901	DROME04072
OG0006329	bflo_09310	DROME06117
OG0006330	bflo_06068	DROME21856, DROME21857
OG0006331	bflo_14428	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	bflo_01909	DROME01006
OG0006333	bflo_17612	DROME05697
OG0006334	bflo_25899	DROME04357
OG0006339	bflo_20035	DROME19031, DROME19030
OG0006340	bflo_07116	DROME02471
OG0006341	bflo_08361	DROME06095
OG0006344	bflo_00813	DROME11878
OG0006345	bflo_01943	DROME01528
OG0006346	bflo_01146	DROME16623
OG0006347	bflo_19080	DROME18372, DROME18373
OG0006350	bflo_08058	DROME10882
OG0006351	bflo_15509	DROME17575
OG0006352	bflo_08289	DROME15718
OG0006353	bflo_24274	DROME00751
OG0006355	bflo_12183	DROME00424
OG0006356	bflo_20389	DROME02890
OG0006358	bflo_11381	DROME03318, DROME03317
OG0006359	bflo_15575	DROME01311
OG0006360	bflo_03385, bflo_03153	DROME19840
OG0006362	bflo_18189	DROME11093
OG0006363	bflo_09433	DROME07012
OG0006364	bflo_07999	DROME14912
OG0006365	bflo_14330	DROME21616, DROME21617
OG0006367	bflo_06248, bflo_06247	DROME09374
OG0006370	bflo_26334	DROME08234
OG0006372	bflo_12563	DROME08788
OG0006375	bflo_23851	DROME19928
OG0006376	bflo_16217	DROME13198
OG0006377	bflo_11135	DROME08417
OG0006378	bflo_09263	DROME17931
OG0006379	bflo_05849	DROME02858, DROME04856
OG0006381	bflo_11104	DROME02707, DROME20650
OG0006382	bflo_22436	DROME15024
OG0006383	bflo_07440	DROME12394
OG0006385	bflo_13000	DROME09556
OG0006387	bflo_17863	DROME09390
OG0006388	bflo_22694	DROME20388, DROME20387
OG0006389	bflo_18130	DROME15710
OG0006392	bflo_17615	DROME11920
OG0006393	bflo_06225	DROME03463, DROME03462
OG0006395	bflo_06376	DROME00130
OG0006398	bflo_25539	DROME21615
OG0006402	bflo_15109	DROME17310
OG0006405	bflo_03370	DROME13750, DROME13751
OG0006406	bflo_14987	DROME19952, DROME19616
OG0006408	bflo_15259	DROME17398, DROME17397
OG0006442	bflo_13908	DROME16371
OG0006443	bflo_14515	DROME16038
OG0006447	bflo_16566	DROME10748
OG0006448	bflo_19539	DROME21414
OG0006449	bflo_01188	DROME03272
OG0006454	bflo_20245	DROME19164
OG0006456	bflo_10513	DROME00779
OG0006458	bflo_19280	DROME10373
OG0006459	bflo_06293	DROME10282
OG0006460	bflo_21998	DROME15064
OG0006461	bflo_11702	DROME01188
OG0006462	bflo_23860	DROME01832
OG0006463	bflo_02802	DROME10850
OG0006464	bflo_21869	DROME15553
OG0006465	bflo_19143	DROME04025
OG0006469	bflo_23774	DROME02304
OG0006470	bflo_07907	DROME05726, DROME05725
OG0006471	bflo_26062	DROME03198
OG0006472	bflo_25166	DROME01113
OG0006474	bflo_20828	DROME18594
OG0006475	bflo_18753	DROME11340, DROME11339
OG0006476	bflo_15113	DROME02188
OG0006477	bflo_07560	DROME16299
OG0006478	bflo_25612	DROME10803
OG0006479	bflo_24039	DROME03631
OG0006480	bflo_00678	DROME15425, DROME15426
OG0006481	bflo_06049	DROME02142, DROME01455
OG0006482	bflo_20797	DROME21719
OG0006483	bflo_06037	DROME04426
OG0006485	bflo_07585	DROME17756
OG0006487	bflo_11592	DROME20891
OG0006488	bflo_19816	DROME14000
OG0006490	bflo_10870, bflo_05896	DROME17521
OG0006491	bflo_06140	DROME09727
OG0006492	bflo_13531	DROME19565, DROME19566
OG0006494	bflo_21293	DROME13014
OG0006497	bflo_10177	DROME11986
OG0006498	bflo_04405	DROME00774
OG0006500	bflo_20850	DROME02408
OG0006501	bflo_17311	DROME07620
OG0006504	bflo_20826	DROME01726
OG0006505	bflo_19259	DROME19279
OG0006507	bflo_11054	DROME11241, DROME13160
OG0006509	bflo_14958	DROME06735
OG0006510	bflo_13854	DROME21078
OG0006511	bflo_13916	DROME02030
OG0006512	bflo_23985	DROME14203
OG0006514	bflo_14347	DROME04973
OG0006515	bflo_11505	DROME17220
OG0006516	bflo_10198	DROME07746
OG0006517	bflo_24897	DROME16077, DROME16076
OG0006518	bflo_18085	DROME12457
OG0006519	bflo_22646	DROME10463
OG0006520	bflo_14783	DROME01601
OG0006522	bflo_03056	DROME21565, DROME21563, DROME21564
OG0006523	bflo_18015	DROME13324
OG0006524	bflo_11060	DROME08322
OG0006525	bflo_11570	DROME16242
OG0006526	bflo_12926, bflo_12565	DROME10066
OG0006528	bflo_02407	DROME03901, DROME03902, DROME03900
OG0006530	bflo_01033	DROME02632
OG0006532	bflo_25565	DROME18743
OG0006533	bflo_18102	DROME11744, DROME11742, DROME11745, DROME11743
OG0006536	bflo_10319	DROME00110
OG0006537	bflo_14316	DROME17569
OG0006538	bflo_25710	DROME00930
OG0006540	bflo_21685	DROME04024
OG0006543	bflo_01627, bflo_01968	DROME19675
OG0006544	bflo_05615	DROME08098
OG0006545	bflo_18669	DROME14793
OG0006546	bflo_24638	DROME03836
OG0006549	bflo_11330	DROME08226
OG0006550	bflo_11678	DROME12314
OG0006551	bflo_16493	DROME01560
OG0006552	bflo_05852	DROME02022
OG0006553	bflo_05354	DROME06750
OG0006554	bflo_20165	DROME13465
OG0006556	bflo_18303	DROME10784
OG0006557	bflo_20634	DROME08144
OG0006560	bflo_19406	DROME17786
OG0006561	bflo_16142	DROME15269
OG0006567	bflo_02287	DROME01202
OG0006568	bflo_05595	DROME05220
OG0006569	bflo_15213	DROME20993
OG0006570	bflo_15564	DROME20261
OG0006571	bflo_06463	DROME05601
OG0006573	bflo_20873	DROME14640
OG0006574	bflo_05538	DROME19778
OG0006577	bflo_11522	DROME16628
OG0006578	bflo_09529	DROME15457
OG0006580	bflo_02508	DROME00474
OG0006582	bflo_03194, bflo_03259	DROME02599, DROME02598, DROME02600
OG0006583	bflo_17843	DROME16903
OG0006584	bflo_03876	DROME07289
OG0006585	bflo_13346	DROME00295, DROME00294
OG0006586	bflo_14224	DROME11738, DROME02891
OG0006587	bflo_09439	DROME02493
OG0006590	bflo_10285	DROME17574
OG0006593	bflo_00243	DROME11713
OG0006594	bflo_20278	DROME12981
OG0006595	bflo_02350	DROME20933
OG0006596	bflo_13930	DROME13730, DROME13731
OG0006597	bflo_15494	DROME19349
OG0006598	bflo_05586	DROME15235
OG0006599	bflo_08682	DROME13830, DROME13829
OG0006602	bflo_17654	DROME18117
OG0006603	bflo_14044	DROME08268, DROME08267
OG0006604	bflo_20173	DROME10779
OG0006607	bflo_05639	DROME06763
OG0006608	bflo_21845	DROME15074
OG0006610	bflo_23392	DROME00685
OG0006611	bflo_19675	DROME04706, DROME04707
OG0006612	bflo_25815	DROME07454
OG0006613	bflo_08658	DROME02162, DROME02161
OG0006614	bflo_25283	DROME03471
OG0006615	bflo_21623	DROME05191
OG0006616	bflo_22437, bflo_21296	DROME04436, DROME04435
OG0006619	bflo_06530	DROME20837, DROME20836
OG0006621	bflo_20270	DROME01854
OG0006622	bflo_21805	DROME13807
OG0006623	bflo_23824	DROME03084
OG0006625	bflo_19250	DROME13491
OG0006628	bflo_24042	DROME04083, DROME04082
OG0006630	bflo_08331	DROME13179
OG0006631	bflo_02399	DROME06287
OG0006633	bflo_24067, bflo_24065	DROME10769
OG0006634	bflo_20945, bflo_27353	DROME05352
OG0006635	bflo_24666	DROME12947
OG0006636	bflo_23809	DROME02119
OG0006637	bflo_00907	DROME01008
OG0006638	bflo_12844	DROME10155
OG0006640	bflo_07124	DROME00615
OG0006642	bflo_22844	DROME08951
OG0006646	bflo_03757	DROME15373
OG0006647	bflo_13427	DROME02033
OG0006649	bflo_17183, bflo_10439	DROME00086
OG0006650	bflo_26644, bflo_01837	DROME04683, DROME04682
OG0006651	bflo_17634	DROME04694
OG0006653	bflo_12918	DROME10989, DROME10990
OG0006655	bflo_00135	DROME18847
OG0006657	bflo_04947	DROME19456, DROME19455
OG0006658	bflo_06383	DROME21096
OG0006662	bflo_01575	DROME19864
OG0006663	bflo_14425	DROME13134
OG0006664	bflo_15928	DROME04463
OG0006666	bflo_09187	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	bflo_26184	DROME06736
OG0006668	bflo_14166	DROME09203, DROME09202, DROME09204
OG0006669	bflo_25294	DROME09383
OG0006670	bflo_16533	DROME03282
OG0006673	bflo_02561	DROME03524
OG0006677	bflo_23397	DROME21382
OG0006678	bflo_23848	DROME02009
OG0006681	bflo_19242	DROME07359, DROME07360
OG0006684	bflo_11878	DROME10607
OG0006686	bflo_17040, bflo_17043	DROME10194
OG0006689	bflo_02432	DROME16220, DROME06540
OG0006690	bflo_11580	DROME00556
