Orthogroup	BRAFL	SCHMD
OG0006070	bflo_22741	SCHMD12482, SCHMD20456
OG0006074	bflo_04848	SCHMD10253
OG0006075	bflo_14335	SCHMD09391
OG0006079	bflo_06843	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	bflo_09993	SCHMD03767, SCHMD03768
OG0006083	bflo_11428	SCHMD05588
OG0006084	bflo_11203	SCHMD04050
OG0006085	bflo_10467	SCHMD06820, SCHMD25134
OG0006087	bflo_13279	SCHMD02837
OG0006094	bflo_22057	SCHMD22247
OG0006095	bflo_05909	SCHMD01933
OG0006097	bflo_01181	SCHMD02082
OG0006098	bflo_13460	SCHMD03761
OG0006099	bflo_23680	SCHMD01333, SCHMD00446
OG0006100	bflo_13879, bflo_05233	SCHMD13497
OG0006101	bflo_11020	SCHMD20998, SCHMD13053
OG0006102	bflo_05928	SCHMD05671
OG0006104	bflo_23037	SCHMD02621
OG0006106	bflo_03662, bflo_26297	SCHMD07924
OG0006108	bflo_16412	SCHMD01135
OG0006111	bflo_14276	SCHMD08002
OG0006112	bflo_12940	SCHMD08098
OG0006113	bflo_13176	SCHMD19939, SCHMD12223
OG0006115	bflo_18472	SCHMD11076, SCHMD17247
OG0006116	bflo_08257	SCHMD23071, SCHMD20841
OG0006118	bflo_13945	SCHMD01132
OG0006119	bflo_14075	SCHMD11970
OG0006120	bflo_05359	SCHMD01574
OG0006121	bflo_25317	SCHMD07418
OG0006122	bflo_23070	SCHMD04954
OG0006123	bflo_10167	SCHMD01986
OG0006124	bflo_17542	SCHMD06412
OG0006125	bflo_12138	SCHMD18618
OG0006127	bflo_10573	SCHMD21305
OG0006128	bflo_14557	SCHMD10897
OG0006129	bflo_18775	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	bflo_13339	SCHMD03678
OG0006136	bflo_01637	SCHMD24287, SCHMD09864
OG0006137	bflo_18124	SCHMD12111, SCHMD06962
OG0006141	bflo_00269	SCHMD14525
OG0006144	bflo_21040	SCHMD00428, SCHMD04861
OG0006145	bflo_25040	SCHMD01605
OG0006146	bflo_07212	SCHMD09246
OG0006148	bflo_15811	SCHMD13560, SCHMD22230
OG0006152	bflo_04414	SCHMD06866
OG0006153	bflo_14168, bflo_15221, bflo_14170	SCHMD01641
OG0006155	bflo_07610	SCHMD16795, SCHMD26962
OG0006156	bflo_21660	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	bflo_09174, bflo_01127	SCHMD08900
OG0006159	bflo_22205	SCHMD22266
OG0006160	bflo_11696	SCHMD05454
OG0006163	bflo_07347	SCHMD15384
OG0006164	bflo_13904	SCHMD06001
OG0006165	bflo_12914	SCHMD04333
OG0006167	bflo_10402	SCHMD07995
OG0006168	bflo_15636	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	bflo_15504	SCHMD23567
OG0006171	bflo_05603	SCHMD11398
OG0006172	bflo_13275	SCHMD10620, SCHMD16388
OG0006177	bflo_02434, bflo_02433, bflo_02197	SCHMD21293
OG0006180	bflo_13527	SCHMD14399, SCHMD04884
OG0006181	bflo_20856	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	bflo_23251	SCHMD11899
OG0006184	bflo_23887	SCHMD09309
OG0006185	bflo_05702	SCHMD16220, SCHMD19381
OG0006186	bflo_06017	SCHMD00394
OG0006187	bflo_05860	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	bflo_26244	SCHMD05423
OG0006189	bflo_22949	SCHMD01559
OG0006191	bflo_06643	SCHMD07313
OG0006192	bflo_18864	SCHMD08338, SCHMD08339
OG0006199	bflo_18618	SCHMD04415, SCHMD04413
OG0006202	bflo_12935	SCHMD08868
OG0006204	bflo_21015	SCHMD16863
OG0006205	bflo_22797	SCHMD14314
OG0006208	bflo_06603	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	bflo_06181	SCHMD08326, SCHMD23138
OG0006215	bflo_25728	SCHMD09655, SCHMD09656
OG0006216	bflo_23257	SCHMD09510
OG0006217	bflo_25027	SCHMD21927, SCHMD16840
OG0006219	bflo_21739	SCHMD06440
OG0006220	bflo_00341	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006224	bflo_24773	SCHMD00469
OG0006226	bflo_25780	SCHMD17067, SCHMD16763
OG0006227	bflo_08958	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	bflo_15353	SCHMD17318, SCHMD23866
OG0006230	bflo_00871	SCHMD02493
OG0006233	bflo_00407	SCHMD06980
OG0006234	bflo_26145	SCHMD13683, SCHMD14118
OG0006235	bflo_04738	SCHMD04538
OG0006239	bflo_12516	SCHMD01406
OG0006240	bflo_11621, bflo_11462	SCHMD29814
OG0006246	bflo_25653	SCHMD00484
OG0006248	bflo_10873	SCHMD12206, SCHMD10060
OG0006249	bflo_21979	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	bflo_10622	SCHMD16390
OG0006252	bflo_24544	SCHMD16745, SCHMD16993
OG0006253	bflo_18151	SCHMD09135
OG0006254	bflo_23376	SCHMD04705
OG0006258	bflo_08012	SCHMD05887
OG0006259	bflo_01572	SCHMD06837
OG0006260	bflo_11688	SCHMD09985, SCHMD17439
OG0006261	bflo_11759	SCHMD24384
OG0006263	bflo_13999	SCHMD00121
OG0006267	bflo_09297	SCHMD03685
OG0006268	bflo_24468	SCHMD06847
OG0006269	bflo_11642	SCHMD04606
OG0006271	bflo_04493	SCHMD07857
OG0006275	bflo_16471	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	bflo_20538, bflo_20530	SCHMD24774
OG0006279	bflo_17537	SCHMD04231
OG0006280	bflo_04839	SCHMD15524, SCHMD19210
OG0006281	bflo_24466	SCHMD02340
OG0006282	bflo_02122, bflo_02747, bflo_08061	SCHMD08230
OG0006283	bflo_00422	SCHMD06325
OG0006284	bflo_18235	SCHMD20607, SCHMD19598
OG0006285	bflo_16122	SCHMD01607, SCHMD01606
OG0006286	bflo_18971	SCHMD01297, SCHMD01298
OG0006287	bflo_08203	SCHMD02771
OG0006289	bflo_11685	SCHMD08039
OG0006290	bflo_24409	SCHMD00955
OG0006291	bflo_14924	SCHMD09043
OG0006293	bflo_20003	SCHMD16297
OG0006294	bflo_16221	SCHMD15450, SCHMD16229
OG0006295	bflo_20106	SCHMD02966
OG0006297	bflo_11455	SCHMD09759
OG0006298	bflo_02661	SCHMD01046, SCHMD24624
OG0006301	bflo_11595	SCHMD09923
OG0006304	bflo_14203	SCHMD06368
OG0006305	bflo_08977	SCHMD12627
OG0006306	bflo_17978	SCHMD12510, SCHMD15396
OG0006310	bflo_03295	SCHMD12354
OG0006311	bflo_19318	SCHMD23312
OG0006313	bflo_07043, bflo_10742	SCHMD09169
OG0006314	bflo_07683	SCHMD08096
OG0006315	bflo_22085	SCHMD05407
OG0006316	bflo_25242	SCHMD26139, SCHMD20052
OG0006319	bflo_24488	SCHMD10541, SCHMD13166
OG0006321	bflo_13034	SCHMD08365
OG0006322	bflo_12481	SCHMD10221
OG0006323	bflo_14271, bflo_14647	SCHMD04105
OG0006325	bflo_16487	SCHMD16004
OG0006327	bflo_00309	SCHMD15773
OG0006329	bflo_09310	SCHMD08342
OG0006330	bflo_06068	SCHMD08411
OG0006331	bflo_14428	SCHMD09182, SCHMD12138
OG0006332	bflo_01909	SCHMD14581
OG0006334	bflo_25899	SCHMD05752, SCHMD05753
OG0006335	bflo_26558	SCHMD11650, SCHMD08469
OG0006337	bflo_05655	SCHMD11987, SCHMD11989
OG0006340	bflo_07116	SCHMD19432
OG0006341	bflo_08361	SCHMD05125
OG0006344	bflo_00813	SCHMD21084, SCHMD09358
OG0006347	bflo_19080	SCHMD07723
OG0006349	bflo_25604	SCHMD05182
OG0006350	bflo_08058	SCHMD09296
OG0006351	bflo_15509	SCHMD06816
OG0006352	bflo_08289	SCHMD07373
OG0006353	bflo_24274	SCHMD10639
OG0006357	bflo_24141	SCHMD03473
OG0006360	bflo_03385, bflo_03153	SCHMD08060
OG0006362	bflo_18189	SCHMD03337
OG0006363	bflo_09433	SCHMD19238
OG0006364	bflo_07999	SCHMD06510, SCHMD06511
OG0006365	bflo_14330	SCHMD14860
OG0006370	bflo_26334	SCHMD28920
OG0006372	bflo_12563	SCHMD07447
OG0006373	bflo_04170, bflo_16947	SCHMD11946
OG0006375	bflo_23851	SCHMD00652
OG0006376	bflo_16217	SCHMD06608
OG0006377	bflo_11135	SCHMD10116
OG0006378	bflo_09263	SCHMD10668, SCHMD11255
OG0006379	bflo_05849	SCHMD18267
OG0006381	bflo_11104	SCHMD24227, SCHMD16114
OG0006383	bflo_07440	SCHMD26033, SCHMD18774
OG0006386	bflo_01615	SCHMD13835, SCHMD19804
OG0006387	bflo_17863	SCHMD14692
OG0006392	bflo_17615	SCHMD15116, SCHMD12579
OG0006395	bflo_06376	SCHMD08199
OG0006401	bflo_14726	SCHMD19581, SCHMD26470
OG0006402	bflo_15109	SCHMD13826, SCHMD09114
OG0006406	bflo_14987	SCHMD27566
OG0006408	bflo_15259	SCHMD11225
OG0006414	bflo_01049	SCHMD18742
OG0006416	bflo_20798, bflo_20796, bflo_15415	SCHMD03354
OG0006443	bflo_14515	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	bflo_19539	SCHMD18654
OG0006449	bflo_01188	SCHMD06362
OG0006452	bflo_12209, bflo_12103	SCHMD23102, SCHMD15046
OG0006454	bflo_20245	SCHMD07698, SCHMD07699
OG0006456	bflo_10513	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	bflo_01628	SCHMD16313
OG0006459	bflo_06293	SCHMD21368
OG0006461	bflo_11702	SCHMD19693, SCHMD11861
OG0006462	bflo_23860	SCHMD07729
OG0006463	bflo_02802	SCHMD07130
OG0006464	bflo_21869	SCHMD12787, SCHMD19777
OG0006465	bflo_19143	SCHMD28077, SCHMD07507
OG0006469	bflo_23774	SCHMD02780
OG0006470	bflo_07907	SCHMD16861
OG0006472	bflo_25166	SCHMD23852, SCHMD12162
OG0006474	bflo_20828	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	bflo_18753	SCHMD12763
OG0006476	bflo_15113	SCHMD29103, SCHMD25388
OG0006478	bflo_25612	SCHMD01744
OG0006479	bflo_24039	SCHMD20030
OG0006480	bflo_00678	SCHMD01088
OG0006481	bflo_06049	SCHMD02855
OG0006482	bflo_20797	SCHMD06492
OG0006486	bflo_11432	SCHMD12934, SCHMD02395
OG0006488	bflo_19816	SCHMD29514, SCHMD21588
OG0006490	bflo_10870, bflo_05896	SCHMD00433
OG0006494	bflo_21293	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	bflo_17311	SCHMD05406
OG0006503	bflo_21277	SCHMD07908
OG0006504	bflo_20826	SCHMD04702, SCHMD29580
OG0006505	bflo_19259	SCHMD08554, SCHMD08796
OG0006507	bflo_11054	SCHMD22063
OG0006509	bflo_14958	SCHMD13705
OG0006510	bflo_13854	SCHMD11921
OG0006511	bflo_13916	SCHMD03048
OG0006512	bflo_23985	SCHMD12217, SCHMD11205
OG0006514	bflo_14347	SCHMD08264
OG0006515	bflo_11505	SCHMD03249
OG0006517	bflo_24897	SCHMD00950
OG0006518	bflo_18085	SCHMD03959
OG0006519	bflo_22646	SCHMD25528
OG0006520	bflo_14783	SCHMD00155
OG0006523	bflo_18015	SCHMD12246, SCHMD13301
OG0006525	bflo_11570	SCHMD21904
OG0006526	bflo_12927, bflo_12926, bflo_12565	SCHMD14233
OG0006527	bflo_23012	SCHMD10447, SCHMD13054
OG0006528	bflo_02407	SCHMD09670
OG0006531	bflo_03959	SCHMD00423, SCHMD00419
OG0006532	bflo_25565	SCHMD27245
OG0006533	bflo_18102	SCHMD18625
OG0006536	bflo_10319	SCHMD28548
OG0006537	bflo_14316	SCHMD07012
OG0006538	bflo_25710	SCHMD09434
OG0006540	bflo_21685	SCHMD24252, SCHMD19265
OG0006542	bflo_14786	SCHMD07956
OG0006543	bflo_01627, bflo_01968	SCHMD05909
OG0006544	bflo_05615	SCHMD05488
OG0006545	bflo_18669	SCHMD08819
OG0006546	bflo_24638	SCHMD22666, SCHMD26503
OG0006548	bflo_09400	SCHMD28704
OG0006549	bflo_11330	SCHMD07432
OG0006550	bflo_11678	SCHMD05608
OG0006552	bflo_05852	SCHMD16090
OG0006553	bflo_05354	SCHMD03817
OG0006554	bflo_20165	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	bflo_18303	SCHMD10898, SCHMD08118
OG0006557	bflo_20634	SCHMD15751
OG0006561	bflo_16142	SCHMD07629
OG0006563	bflo_22541	SCHMD08352
OG0006564	bflo_20335	SCHMD15011
OG0006566	bflo_23421	SCHMD10136, SCHMD13813
OG0006567	bflo_02287	SCHMD25728, SCHMD21897
OG0006570	bflo_15564	SCHMD12205, SCHMD05328
OG0006571	bflo_06463	SCHMD00180, SCHMD27487
OG0006573	bflo_20873	SCHMD10554
OG0006574	bflo_05538	SCHMD18201
OG0006579	bflo_25912	SCHMD11335, SCHMD14843
OG0006583	bflo_17843	SCHMD08738
OG0006586	bflo_14224	SCHMD14590
OG0006590	bflo_10285	SCHMD02740
OG0006593	bflo_00243	SCHMD08560
OG0006594	bflo_20278	SCHMD00507
OG0006595	bflo_02350	SCHMD08252
OG0006596	bflo_13930	SCHMD05657
OG0006597	bflo_15494	SCHMD04098
OG0006598	bflo_05586	SCHMD23134
OG0006599	bflo_08682	SCHMD28680
OG0006600	bflo_23846	SCHMD12543, SCHMD20580
OG0006603	bflo_14044	SCHMD13311, SCHMD24906
OG0006604	bflo_20173	SCHMD12610
OG0006606	bflo_18082	SCHMD11990
OG0006607	bflo_05639	SCHMD00025
OG0006608	bflo_21845	SCHMD21063
OG0006610	bflo_23392	SCHMD10412
OG0006614	bflo_25283	SCHMD05476
OG0006615	bflo_21623	SCHMD02189
OG0006616	bflo_22437, bflo_21296	SCHMD12397
OG0006619	bflo_06530	SCHMD14686
OG0006621	bflo_20270	SCHMD06932
OG0006622	bflo_21805	SCHMD16418, SCHMD16456
OG0006623	bflo_23824	SCHMD00154
OG0006624	bflo_18996	SCHMD28658, SCHMD27359
OG0006626	bflo_20620	SCHMD05850
OG0006628	bflo_24042	SCHMD10378
OG0006630	bflo_08331	SCHMD02436
OG0006631	bflo_02399	SCHMD24627, SCHMD24745
OG0006633	bflo_24067, bflo_24065	SCHMD06460
OG0006636	bflo_23809	SCHMD09363
OG0006637	bflo_00907	SCHMD17064, SCHMD26047
OG0006640	bflo_07124	SCHMD09877
OG0006646	bflo_03757	SCHMD10329
OG0006647	bflo_13233, bflo_13427	SCHMD12770, SCHMD12371
OG0006648	bflo_17710	SCHMD13489
OG0006651	bflo_17634	SCHMD07289, SCHMD06082
OG0006652	bflo_20329	SCHMD08119
OG0006653	bflo_12918	SCHMD04276, SCHMD04275
OG0006655	bflo_00135	SCHMD00645
OG0006656	bflo_10486	SCHMD15425
OG0006658	bflo_06383	SCHMD07703, SCHMD19832
OG0006659	bflo_10955	SCHMD00915
OG0006662	bflo_01575	SCHMD11088, SCHMD02344
OG0006663	bflo_14425	SCHMD05461
OG0006664	bflo_15928	SCHMD01212
OG0006666	bflo_09187	SCHMD00843
OG0006667	bflo_26184	SCHMD02023
OG0006668	bflo_14166	SCHMD00035
OG0006669	bflo_25294	SCHMD15456
OG0006670	bflo_16533	SCHMD06283
OG0006671	bflo_24607	SCHMD02649
OG0006673	bflo_02561	SCHMD11139, SCHMD01947
OG0006674	bflo_16575, bflo_16576	SCHMD28901
OG0006675	bflo_10555	SCHMD10065, SCHMD21124
OG0006677	bflo_23397	SCHMD28844
OG0006678	bflo_23848	SCHMD02351
OG0006680	bflo_09207	SCHMD07321, SCHMD04365
OG0006682	bflo_20976	SCHMD13232
OG0006683	bflo_24698	SCHMD12055
OG0006684	bflo_11878	SCHMD03196
OG0006686	bflo_17040, bflo_17043	SCHMD05511
OG0006688	bflo_13298	SCHMD02782
OG0006689	bflo_02432	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	bflo_11580	SCHMD02600
OG0006691	bflo_19257	SCHMD14621
OG0006692	bflo_02897	SCHMD15336
OG0006693	bflo_07011	SCHMD00589
OG0006694	bflo_18353	SCHMD05629
OG0006695	bflo_14487	SCHMD06025
OG0006697	bflo_09979	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	bflo_12723	SCHMD12118
OG0006700	bflo_21306, bflo_27375	SCHMD29051, SCHMD15433, SCHMD27357
OG0006702	bflo_01001	SCHMD29672
OG0006703	bflo_01171	SCHMD00739
OG0006705	bflo_24434	SCHMD14770, SCHMD13114
OG0006706	bflo_16963	SCHMD12854
OG0006707	bflo_16382	SCHMD19389
OG0006708	bflo_15553	SCHMD01518
OG0006709	bflo_19084	SCHMD06005
OG0006712	bflo_12812, bflo_12813	SCHMD13757
OG0006713	bflo_15567	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	bflo_18859	SCHMD09869
OG0006718	bflo_10197	SCHMD28286
OG0006720	bflo_14691	SCHMD15330, SCHMD18737
OG0006721	bflo_06291	SCHMD06116
OG0006722	bflo_25547	SCHMD18971, SCHMD24284
OG0006723	bflo_24515	SCHMD12671
OG0006725	bflo_11101	SCHMD15226
OG0006726	bflo_05430	SCHMD22403
OG0006727	bflo_00991	SCHMD01781
OG0006728	bflo_04467	SCHMD09693
OG0006729	bflo_26172	SCHMD09997, SCHMD07849
OG0006730	bflo_03962	SCHMD15242
OG0006733	bflo_12538	SCHMD02938
OG0006734	bflo_16972	SCHMD13149, SCHMD15306
OG0006735	bflo_07008	SCHMD23549, SCHMD18150, SCHMD22619
OG0006736	bflo_13100	SCHMD11091
OG0006737	bflo_14048	SCHMD05655
OG0006741	bflo_11667	SCHMD21104, SCHMD16448
OG0006742	bflo_14418	SCHMD14364
OG0006743	bflo_00682	SCHMD06609
OG0006749	bflo_14082	SCHMD17570, SCHMD17569
OG0006750	bflo_01070	SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	bflo_14648	SCHMD12442
OG0006753	bflo_09892	SCHMD08285
OG0006754	bflo_13351	SCHMD13342
OG0006755	bflo_14829	SCHMD10228
OG0006757	bflo_24956	SCHMD08426
OG0006758	bflo_00186	SCHMD05008, SCHMD10024
OG0006761	bflo_15513, bflo_27154	SCHMD13526
OG0006764	bflo_11734, bflo_11479	SCHMD22289
OG0006766	bflo_18339	SCHMD07248
OG0006768	bflo_18488	SCHMD03977
OG0006772	bflo_10630	SCHMD01476
OG0006776	bflo_18625	SCHMD10792
OG0006777	bflo_17793, bflo_19104	SCHMD08214
OG0006780	bflo_04849	SCHMD13525, SCHMD14457
OG0006791	bflo_10577	SCHMD15752
OG0006826	bflo_15514	SCHMD05426
OG0006829	bflo_10123	SCHMD18846
OG0006830	bflo_20502	SCHMD01740
OG0006833	bflo_13923	SCHMD25705, SCHMD22029
OG0006835	bflo_18063	SCHMD11727, SCHMD11726
OG0006839	bflo_07483	SCHMD11239
OG0006842	bflo_26032	SCHMD07853
OG0006843	bflo_05656	SCHMD10166
OG0006844	bflo_02086	SCHMD10998
OG0006846	bflo_05424	SCHMD24471
OG0006847	bflo_20417	SCHMD10920
OG0006848	bflo_07388	SCHMD15273, SCHMD24879
OG0006851	bflo_08893	SCHMD13891, SCHMD10310
OG0006856	bflo_08265	SCHMD03115
OG0006857	bflo_22461	SCHMD03719
OG0006858	bflo_22306	SCHMD17672
OG0006860	bflo_13831	SCHMD14888, SCHMD01768
OG0006862	bflo_07506	SCHMD08954
OG0006864	bflo_14254	SCHMD09900
OG0006867	bflo_17074	SCHMD19722
OG0006871	bflo_21815	SCHMD19715
OG0006874	bflo_23619	SCHMD00242
OG0006875	bflo_24959	SCHMD14340
OG0006876	bflo_25862	SCHMD01180
OG0006877	bflo_07384	SCHMD28894, SCHMD14652
OG0006878	bflo_25700, bflo_25466	SCHMD07673
OG0006881	bflo_14289	SCHMD13107
OG0006882	bflo_13224	SCHMD08215
OG0006883	bflo_17686	SCHMD04789
OG0006886	bflo_18390	SCHMD04628
OG0006887	bflo_19380	SCHMD02004
OG0006889	bflo_13410	SCHMD19490
OG0006890	bflo_10189	SCHMD09977
OG0006891	bflo_20531	SCHMD16311
OG0006892	bflo_19210	SCHMD06736, SCHMD03941
OG0006894	bflo_23771	SCHMD08244
OG0006895	bflo_03293	SCHMD25533, SCHMD25532
OG0006897	bflo_06445	SCHMD14554
OG0006900	bflo_17774	SCHMD12706, SCHMD20696, SCHMD15238
OG0006901	bflo_19215	SCHMD00150
OG0006902	bflo_16739	SCHMD09576
OG0006909	bflo_11161	SCHMD08896, SCHMD03475
OG0006914	bflo_06676	SCHMD02005
OG0006915	bflo_12701, bflo_24776	SCHMD17740
OG0006917	bflo_24966	SCHMD15444, SCHMD23496
OG0006918	bflo_06388	SCHMD02128
OG0006919	bflo_10781	SCHMD04163
OG0006920	bflo_18393	SCHMD07640
OG0006921	bflo_14801	SCHMD00179
OG0006924	bflo_14841	SCHMD07270
OG0006926	bflo_01326	SCHMD18025, SCHMD24077
OG0006927	bflo_25864	SCHMD05483
OG0006931	bflo_03880	SCHMD09823
OG0006934	bflo_22320	SCHMD02940
OG0006937	bflo_06019	SCHMD07394
OG0006938	bflo_11763	SCHMD13105
OG0006939	bflo_05623	SCHMD19736, SCHMD17847
OG0006942	bflo_16437	SCHMD05106
OG0006945	bflo_18670	SCHMD20350, SCHMD21540
OG0006946	bflo_16430	SCHMD03034
OG0006948	bflo_23320	SCHMD10039
OG0006949	bflo_08640	SCHMD04433
OG0006951	bflo_02466	SCHMD04285
OG0006952	bflo_12669	SCHMD00571
OG0006954	bflo_17503	SCHMD05444
OG0006955	bflo_10967	SCHMD01359
OG0006956	bflo_09317	SCHMD03205
OG0006957	bflo_08841	SCHMD21016, SCHMD16664
OG0006958	bflo_15840, bflo_15252, bflo_15171	SCHMD10483
OG0006960	bflo_06033	SCHMD15792, SCHMD13924
OG0006962	bflo_19179	SCHMD02602
OG0006964	bflo_18137	SCHMD05582, SCHMD05580
OG0006965	bflo_07273	SCHMD16583, SCHMD28209
OG0006966	bflo_21938	SCHMD17179
OG0006967	bflo_23381	SCHMD06876
OG0006968	bflo_12636	SCHMD05918
OG0006973	bflo_17571	SCHMD01554
OG0006975	bflo_18089	SCHMD29017
OG0006977	bflo_11476	SCHMD21617, SCHMD19289
OG0006979	bflo_08448	SCHMD02713
OG0006980	bflo_24447	SCHMD03927
OG0006984	bflo_09857	SCHMD21798
OG0006985	bflo_11656	SCHMD00305
OG0006987	bflo_15760	SCHMD04010
OG0006989	bflo_04780	SCHMD08387
OG0006990	bflo_07372	SCHMD14019
OG0006991	bflo_06043	SCHMD09527
OG0006993	bflo_22403	SCHMD16078, SCHMD15851
OG0006995	bflo_02848	SCHMD08291
OG0006996	bflo_10719	SCHMD07655
OG0006999	bflo_01138	SCHMD09727, SCHMD09154
OG0007001	bflo_03475	SCHMD11191
OG0007002	bflo_15746	SCHMD00096
OG0007003	bflo_13387	SCHMD03229
OG0007005	bflo_20341	SCHMD03780
OG0007009	bflo_07642	SCHMD28218, SCHMD00500
OG0007012	bflo_08408	SCHMD16864
OG0007013	bflo_22925	SCHMD20292, SCHMD25075
OG0007015	bflo_27330, bflo_20402	SCHMD09946
OG0007017	bflo_21913	SCHMD24290, SCHMD13895
OG0007020	bflo_10034	SCHMD29169
OG0007022	bflo_18552	SCHMD06207
OG0007023	bflo_11047	SCHMD13414
OG0007024	bflo_11367	SCHMD18147
OG0007025	bflo_14744	SCHMD00852
OG0007027	bflo_20536	SCHMD11009, SCHMD20294, SCHMD17664
OG0007028	bflo_01442	SCHMD16323
OG0007033	bflo_16162	SCHMD17177, SCHMD07596
OG0007037	bflo_18791	SCHMD08275
OG0007039	bflo_06475	SCHMD24759
OG0007040	bflo_15748	SCHMD17930
OG0007043	bflo_10682	SCHMD05387
OG0007046	bflo_17255	SCHMD16357, SCHMD12630
OG0007047	bflo_15778	SCHMD10322
OG0007049	bflo_24438	SCHMD09136, SCHMD15529
OG0007050	bflo_09428	SCHMD12036
OG0007053	bflo_24401	SCHMD05149
OG0007054	bflo_20473	SCHMD03628
OG0007055	bflo_21171	SCHMD11222
OG0007057	bflo_09203	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575
OG0007061	bflo_10696	SCHMD27956
OG0007062	bflo_24989	SCHMD05231
OG0007063	bflo_23792	SCHMD04487
OG0007064	bflo_14926	SCHMD12730, SCHMD12728
OG0007065	bflo_10221	SCHMD08144
OG0007066	bflo_21816	SCHMD15229, SCHMD16841
OG0007067	bflo_12779	SCHMD09674
OG0007068	bflo_07102	SCHMD10943
OG0007070	bflo_22328	SCHMD08393
OG0007073	bflo_24056	SCHMD06841
OG0007077	bflo_14982	SCHMD03291, SCHMD23670
OG0007084	bflo_12638	SCHMD10179
OG0007088	bflo_06292	SCHMD06881
OG0007089	bflo_02444	SCHMD15126
OG0007090	bflo_25747	SCHMD24995
OG0007091	bflo_05854	SCHMD00684
OG0007092	bflo_15232	SCHMD04952
OG0007093	bflo_10575	SCHMD00633
OG0007095	bflo_23010	SCHMD28386
OG0007096	bflo_12760	SCHMD14480
OG0007098	bflo_13800	SCHMD12814
OG0007102	bflo_14184	SCHMD00303
OG0007104	bflo_21832	SCHMD14802
OG0007105	bflo_21094	SCHMD08588
OG0007106	bflo_11280	SCHMD14679
OG0007107	bflo_23422	SCHMD10627
OG0007108	bflo_20348	SCHMD03383
OG0007109	bflo_04042	SCHMD14017, SCHMD14016
OG0007112	bflo_06337	SCHMD09113
OG0007113	bflo_11442	SCHMD27023, SCHMD20834
OG0007114	bflo_14043	SCHMD05373
OG0007118	bflo_17782	SCHMD01480
OG0007119	bflo_26455	SCHMD02099
OG0007122	bflo_24072	SCHMD04636
OG0007124	bflo_15170	SCHMD20734
OG0007125	bflo_14785	SCHMD04115
OG0007130	bflo_11677	SCHMD02010
OG0007133	bflo_02382	SCHMD09895, SCHMD05400, SCHMD01884, SCHMD19102
OG0007135	bflo_08465	SCHMD14628
OG0007136	bflo_06450	SCHMD04055
OG0007137	bflo_22784	SCHMD09300
OG0007139	bflo_05619	SCHMD08033
OG0007140	bflo_25840	SCHMD14726, SCHMD14725
OG0007143	bflo_01199	SCHMD11402, SCHMD13435
OG0007144	bflo_20069	SCHMD09084, SCHMD13536
OG0007145	bflo_05954, bflo_05366	SCHMD07094
OG0007148	bflo_12090	SCHMD23637, SCHMD07923, SCHMD00889
OG0007149	bflo_08673	SCHMD27485
OG0007149	bflo_17134	SCHMD11054, SCHMD14232, SCHMD18987
OG0007151	bflo_14436	SCHMD20465, SCHMD17498
OG0007152	bflo_08459, bflo_12446	SCHMD23531
OG0007154	bflo_11488	SCHMD03260
OG0007158	bflo_12648	SCHMD27790, SCHMD22647
OG0007159	bflo_17008, bflo_17009	SCHMD06458, SCHMD24141
OG0007163	bflo_05600	SCHMD19963, SCHMD15559
OG0007164	bflo_18316	SCHMD21149
OG0007165	bflo_08764	SCHMD00948
OG0007166	bflo_09971	SCHMD23433, SCHMD23432
OG0007170	bflo_02728	SCHMD12398
OG0007173	bflo_24164	SCHMD27706, SCHMD26151
OG0007174	bflo_13932	SCHMD00679
OG0007175	bflo_10755	SCHMD13246, SCHMD11875
OG0007176	bflo_11713	SCHMD18255, SCHMD19246
OG0007179	bflo_00319	SCHMD02087
OG0007181	bflo_12101	SCHMD07932
OG0007184	bflo_21975	SCHMD06567
OG0007186	bflo_15420	SCHMD00266
OG0007189	bflo_23124	SCHMD17188, SCHMD14347, SCHMD08340, SCHMD09748, SCHMD18398
OG0007190	bflo_07553	SCHMD00716
OG0007191	bflo_25319	SCHMD11992
OG0007192	bflo_19273	SCHMD00342
