# Format: Protein 1<tab>Protein 2<tab>Protein ID1<tab>ProteinID2<tab>Orthology type<tab>OMA group (if any)
# Every pair is listed only once, and in no particular order.
# The map between sequence number and ID are given
# in the file "Map-SeqNum-ID.map
1	1258	XENTR00001 | ENSXETP00000058738 | ENSXETT00000065862 | ENSXETG00000001053 | transmembrane protein 53 [Source:Jamboree;Acc:XB- GENE-1018172]	CAEEL01258 | T10B11.6.1 | CCD66244 | WBGene00020402 | Q9TZH8_CAEEL	many:many	
12312	13724	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL13724 | B0213.10 | CCD61360 | WBGene00015040 | O44655_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504099]	many:many	
12312	13725	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL13725 | B0213.11a | CCD61361 | WBGene00015041 | O44656_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_001256032]	many:many	
12312	13726	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL13726 | B0213.12 | CCD61362 | WBGene00015042 | O44657_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504101]	many:many	
12312	13727	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL13727 | B0213.14 | CCD61368 | WBGene00015043 | O44658_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504102]	many:many	
12312	13728	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL13728 | B0213.15b | CCD61364 | WBGene00015044 | H2KY69_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_001041071]	many:many	
12312	13729	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL13729 | B0213.16 | CCD61366 | WBGene00015045 | O61204_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504104]	many:many	
12312	13746	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL13746 | K09D9.2 | CCD61370 | WBGene00019565 | Q9N5I1_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504121]	many:many	
12312	13748	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL13748 | C49G7.8 | CCD67691 | WBGene00016786 | O16220_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504124]	many:many	
12312	14075	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL14075 | F08F3.7 | CCD65596 | WBGene00000373 | Q27531_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504435]	many:many	
12312	14522	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL14522 | C03G6.14 | CCD62704 | WBGene00015399 | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504879]	many:many	
12312	14523	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL14523 | C03G6.15 | CCD62699 | WBGene00015400 | O02628_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504880]	many:many	
12312	14636	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL14636 | C12D5.7 | CCD64274 | WBGene00015709 | Q27470_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504988]	many:many	
12312	14996	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL14996 | C25E10.2 | CCD65646 | WBGene00016092 | Q27471_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_505342]	many:many	
12312	16241	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL16241 | C06B3.3 | CAB01123 | WBGene00007362 | G5ECD0_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_741638]	many:many	
12312	16648	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL16648 | T10H4.10 | CAB03340 | WBGene00011698 | O62378_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_506787]	many:many	
12312	16649	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL16649 | T10H4.11 | CAB03339 | WBGene00011699 | O62377_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_506788]	many:many	
12312	16944	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL16944 | K05D4.4 | CAB07250 | WBGene00010589 | O45659_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_507076]	many:many	
12312	20199	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL20199 | K09A11.2 | CAA90616 | WBGene00010705 | Q27506_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_510203]	many:many	
12312	20200	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL20200 | K09A11.3 | CAA90615 | WBGene00010706 | Q27505_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_510204]	many:many	
12312	20201	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL20201 | K09A11.4 | CAA90617 | WBGene00010707 | Q27507_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_510205]	many:many	
12312	20203	XENTR12312 | ENSXETP00000019348 | ENSXETT00000019348 | AAH75418.1 | ENSXETG00000027566 | Q6DIW7_XENTR | cytochrome P450, family 2, subfamily A, polypeptide 6 [Source:Jamboree;Acc:XB-GENE-1007450]	CAEEL20203 | R04D3.1 | CAA94168 | WBGene00011009 | G5ED86_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_510207]	many:many	
12313	1553	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL01553 | C34B7.3 | CAB05702 | WBGene00007913 | Probable cytochrome P450 CYP36A1 [Source:UniProtKB/Swiss-Prot;Acc:P90771]	many:many	
12313	4143	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL04143 | B0304.3 | CCD61735 | WBGene00015135 | Q27465_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_494797]	many:many	
12313	11002	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL11002 | F42A9.5 | CCD67662 | WBGene00018334 | Q27499_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_501470]	many:many	
12313	11012	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL11012 | C49C8.4 | CCD67644 | WBGene00016768 | Q27482_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_501480]	many:many	
12313	13228	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13228 | Y5H2B.6 | CCD67437 | WBGene00021168 | Q9N4Q4_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503599]	many:many	
12313	13242	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13242 | F44C8.1 | CCD71001 | WBGene00018413 | O16362_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503612]	many:many	
12313	13243	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13243 | F41B5.4 | CCD70987 | WBGene00018262 | O16670_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503615]	many:many	
12313	13244	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13244 | F41B5.3a | CCD70986 | WBGene00018261 | O16671_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503616]	many:many	
12313	13245	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13245 | F41B5.7 | CUR30027 | CUR30028 | WBGene00018264 | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_001303728]	many:many	
12313	13246	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13246 | F41B5.2 | CCD70992 | WBGene00018260 | O16673_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503618]	many:many	
12313	13682	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13682 | R08F11.3 | CCD72308 | WBGene00019967 | O02641_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504051]	many:many	
12313	13719	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13719 | K07C6.4 | CCD72733 | WBGene00019472 | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504093]	many:many	
12313	13720	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13720 | K07C6.3 | CCD72732 | WBGene00019471 | O44651_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504094]	many:many	
12313	13721	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13721 | K07C6.2 | CCD72731 | WBGene00019470 | O44652_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504095]	many:many	
12313	13722	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13722 | T09H2.1 | CCD61382 | WBGene00020386 | O61935_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504097]	many:many	
12313	13724	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13724 | B0213.10 | CCD61360 | WBGene00015040 | O44655_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504099]	many:many	
12313	13725	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13725 | B0213.11a | CCD61361 | WBGene00015041 | O44656_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_001256032]	many:many	
12313	13726	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13726 | B0213.12 | CCD61362 | WBGene00015042 | O44657_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504101]	many:many	
12313	13727	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13727 | B0213.14 | CCD61368 | WBGene00015043 | O44658_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504102]	many:many	
12313	13728	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13728 | B0213.15b | CCD61364 | WBGene00015044 | H2KY69_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_001041071]	many:many	
12313	13729	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13729 | B0213.16 | CCD61366 | WBGene00015045 | O61204_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504104]	many:many	
12313	13746	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13746 | K09D9.2 | CCD61370 | WBGene00019565 | Q9N5I1_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504121]	many:many	
12313	13748	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL13748 | C49G7.8 | CCD67691 | WBGene00016786 | O16220_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504124]	many:many	
12313	14075	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL14075 | F08F3.7 | CCD65596 | WBGene00000373 | Q27531_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504435]	many:many	
12313	14522	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL14522 | C03G6.14 | CCD62704 | WBGene00015399 | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504879]	many:many	
12313	14523	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL14523 | C03G6.15 | CCD62699 | WBGene00015400 | O02628_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504880]	many:many	
12313	14636	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL14636 | C12D5.7 | CCD64274 | WBGene00015709 | Q27470_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504988]	many:many	
12313	14996	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL14996 | C25E10.2 | CCD65646 | WBGene00016092 | Q27471_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_505342]	many:many	
12313	16241	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL16241 | C06B3.3 | CAB01123 | WBGene00007362 | G5ECD0_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_741638]	many:many	
12313	16648	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL16648 | T10H4.10 | CAB03340 | WBGene00011698 | O62378_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_506787]	many:many	
12313	16649	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL16649 | T10H4.11 | CAB03339 | WBGene00011699 | O62377_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_506788]	many:many	
12313	16944	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL16944 | K05D4.4 | CAB07250 | WBGene00010589 | O45659_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_507076]	many:many	
12313	20199	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL20199 | K09A11.2 | CAA90616 | WBGene00010705 | Q27506_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_510203]	many:many	
12313	20200	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL20200 | K09A11.3 | CAA90615 | WBGene00010706 | Q27505_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_510204]	many:many	
12313	20201	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL20201 | K09A11.4 | CAA90617 | WBGene00010707 | Q27507_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_510205]	many:many	
12313	20203	XENTR12313 | ENSXETP00000019347 | ENSXETT00000019347 | AAH76922.1 | ENSXETG00000027564 | Q6DF21_XENTR | Cyp2f2 protein [Source:Jamboree;Acc:XB-GENE- 5806705]	CAEEL20203 | R04D3.1 | CAA94168 | WBGene00011009 | G5ED86_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_510207]	many:many	
12314	1553	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL01553 | C34B7.3 | CAB05702 | WBGene00007913 | Probable cytochrome P450 CYP36A1 [Source:UniProtKB/Swiss-Prot;Acc:P90771]	many:many	
12314	4143	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL04143 | B0304.3 | CCD61735 | WBGene00015135 | Q27465_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_494797]	many:many	
12314	11002	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL11002 | F42A9.5 | CCD67662 | WBGene00018334 | Q27499_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_501470]	many:many	
12314	11012	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL11012 | C49C8.4 | CCD67644 | WBGene00016768 | Q27482_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_501480]	many:many	
12314	13228	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13228 | Y5H2B.6 | CCD67437 | WBGene00021168 | Q9N4Q4_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503599]	many:many	
12314	13242	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13242 | F44C8.1 | CCD71001 | WBGene00018413 | O16362_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503612]	many:many	
12314	13243	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13243 | F41B5.4 | CCD70987 | WBGene00018262 | O16670_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503615]	many:many	
12314	13244	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13244 | F41B5.3a | CCD70986 | WBGene00018261 | O16671_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503616]	many:many	
12314	13245	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13245 | F41B5.7 | CUR30027 | CUR30028 | WBGene00018264 | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_001303728]	many:many	
12314	13246	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13246 | F41B5.2 | CCD70992 | WBGene00018260 | O16673_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_503618]	many:many	
12314	13682	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13682 | R08F11.3 | CCD72308 | WBGene00019967 | O02641_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504051]	many:many	
12314	13719	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13719 | K07C6.4 | CCD72733 | WBGene00019472 | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504093]	many:many	
12314	13720	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13720 | K07C6.3 | CCD72732 | WBGene00019471 | O44651_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504094]	many:many	
12314	13721	XENTR12314 | ENSXETP00000058892 | ENSXETT00000062313 | ENSXETG00000008798 | hypothetical LOC548374 [Source:Jamboree;Acc:XB-GENE- 5764740]	CAEEL13721 | K07C6.2 | CCD72731 | WBGene00019470 | O44652_CAEEL | CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504095]	many:many	
