Orthogroup	SACKO_ok	HUMAN
OG0006208	SACKO_08608	HUMAN15001
OG0006209	SACKO_24255	HUMAN23230
OG0006210	SACKO_18778	HUMAN23180
OG0006211	SACKO_04724	HUMAN06304
OG0006212	SACKO_28014	HUMAN10475, HUMAN10477, HUMAN10478
OG0006213	SACKO_21335	HUMAN21555
OG0006214	SACKO_05862	HUMAN07072
OG0006216	SACKO_24474	HUMAN14806
OG0006217	SACKO_07207	HUMAN22494
OG0006219	SACKO_20869	HUMAN18491
OG0006220	SACKO_19675	HUMAN17684, HUMAN17685, HUMAN17683
OG0006223	SACKO_30252	HUMAN00723
OG0006224	SACKO_33216	HUMAN00219
OG0006225	SACKO_03137	HUMAN25075
OG0006226	SACKO_33531	HUMAN23414
OG0006227	SACKO_00360	HUMAN17359
OG0006228	SACKO_22460	HUMAN03879
OG0006229	SACKO_15856	HUMAN22948
OG0006230	SACKO_09576	HUMAN17688
OG0006231	SACKO_23230	HUMAN27851
OG0006232	SACKO_14279	HUMAN17570, HUMAN17571
OG0006233	SACKO_11025	HUMAN21229, HUMAN21231
OG0006234	SACKO_00141	HUMAN01013
OG0006235	SACKO_05415, SACKO_07827	HUMAN06038
OG0006237	SACKO_20298	HUMAN00401
OG0006238	SACKO_31958	HUMAN19681, HUMAN19682
OG0006239	SACKO_26765	HUMAN11201
OG0006240	SACKO_29884	HUMAN29061
OG0006241	SACKO_19445, SACKO_19447	HUMAN02189
OG0006242	SACKO_27227	HUMAN10654, HUMAN10653
OG0006243	SACKO_32257	HUMAN30316, HUMAN30317, HUMAN28619
OG0006244	SACKO_00718	HUMAN07280
OG0006245	SACKO_13591, SACKO_13588	HUMAN18087
OG0006246	SACKO_02460	HUMAN13922
OG0006247	SACKO_04844	HUMAN23517
OG0006248	SACKO_29941	HUMAN30385
OG0006249	SACKO_12077, SACKO_06923	HUMAN11927
OG0006250	SACKO_33637	HUMAN23876
OG0006251	SACKO_13744	HUMAN12332
OG0006252	SACKO_31106	HUMAN05954, HUMAN05956, HUMAN05955
OG0006253	SACKO_22373	HUMAN01544
OG0006254	SACKO_27243	HUMAN20127, HUMAN20128
OG0006255	SACKO_14174	HUMAN03423
OG0006256	SACKO_31452	HUMAN21324, HUMAN21325
OG0006257	SACKO_04006	HUMAN18727, HUMAN18726
OG0006258	SACKO_33663, SACKO_28085	HUMAN14002
OG0006259	SACKO_08122	HUMAN28344
OG0006260	SACKO_01212	HUMAN20497
OG0006261	SACKO_07532	HUMAN26805
OG0006262	SACKO_19943, SACKO_19933	HUMAN20747
OG0006263	SACKO_23315	HUMAN14070, HUMAN14069, HUMAN14068
OG0006264	SACKO_27254	HUMAN07077
OG0006266	SACKO_23048	HUMAN22408
OG0006267	SACKO_17470	HUMAN22613, HUMAN22612
OG0006268	SACKO_21851	HUMAN29838
OG0006269	SACKO_23723	HUMAN20430
OG0006270	SACKO_27418	HUMAN29317, HUMAN29316
OG0006271	SACKO_31553	HUMAN17446
OG0006272	SACKO_14168	HUMAN13896, HUMAN13895, HUMAN13894
OG0006273	SACKO_32080	HUMAN13702, HUMAN13703
OG0006275	SACKO_08975	HUMAN02519
OG0006276	SACKO_33437	HUMAN03057
OG0006277	SACKO_31185	HUMAN12337
OG0006278	SACKO_30172	HUMAN00416
OG0006279	SACKO_18919	HUMAN19507
OG0006280	SACKO_03118	HUMAN25747
OG0006281	SACKO_26666	HUMAN00064, HUMAN00065
OG0006282	SACKO_23844	HUMAN14206, HUMAN14207
OG0006283	SACKO_11202	HUMAN02975
OG0006284	SACKO_01400	HUMAN14241
OG0006285	SACKO_22768, SACKO_34081	HUMAN18055, HUMAN18054
OG0006286	SACKO_27133	HUMAN27261
OG0006288	SACKO_01301	HUMAN07138
OG0006289	SACKO_31445	HUMAN21130
OG0006290	SACKO_04601	HUMAN00026, HUMAN00028, HUMAN00027
OG0006291	SACKO_23043	HUMAN01280
OG0006292	SACKO_04876	HUMAN11024, HUMAN11025, HUMAN19092
OG0006293	SACKO_20678	HUMAN07177
OG0006294	SACKO_33988	HUMAN08808
OG0006295	SACKO_07537	HUMAN26422
OG0006296	SACKO_21974	HUMAN26959
OG0006297	SACKO_02405	HUMAN20419
OG0006298	SACKO_07970	HUMAN06371
OG0006299	SACKO_12264	HUMAN00504
OG0006300	SACKO_23128	HUMAN02710
OG0006301	SACKO_14640	HUMAN09238
OG0006302	SACKO_20695	HUMAN09795, HUMAN09794
OG0006303	SACKO_10052	HUMAN02005, HUMAN15648
OG0006304	SACKO_03519	HUMAN08877
OG0006305	SACKO_24057	HUMAN03641
OG0006306	SACKO_04334	HUMAN00547
OG0006307	SACKO_27021	HUMAN23322
OG0006308	SACKO_29735	HUMAN11839
OG0006309	SACKO_13569	HUMAN06820
OG0006310	SACKO_24275	HUMAN05065
OG0006311	SACKO_26809	HUMAN06167
OG0006312	SACKO_10820	HUMAN20048
OG0006313	SACKO_20864	HUMAN00601, HUMAN00602
OG0006314	SACKO_06853, SACKO_28420, SACKO_05800, SACKO_16316, SACKO_33868, SACKO_33834	HUMAN01546
OG0006315	SACKO_05661	HUMAN17337
OG0006316	SACKO_05383	HUMAN23371
OG0006317	SACKO_21312	HUMAN01667, HUMAN01666, HUMAN01665
OG0006318	SACKO_33178	HUMAN05453
OG0006319	SACKO_09566	HUMAN04099
OG0006320	SACKO_23414	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778
OG0006321	SACKO_05259	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151
OG0006322	SACKO_08927	HUMAN20861
OG0006323	SACKO_26923	HUMAN07594
OG0006324	SACKO_01809	HUMAN27779, HUMAN27778
OG0006325	SACKO_04682	HUMAN29195
OG0006326	SACKO_09219	HUMAN02266, HUMAN02265
OG0006327	SACKO_19203, SACKO_13310	HUMAN21564, HUMAN21563
OG0006328	SACKO_25856, SACKO_13670	HUMAN24587
OG0006329	SACKO_30287	HUMAN17356
OG0006330	SACKO_08726	HUMAN09633
OG0006331	SACKO_31398	HUMAN15803, HUMAN15802
OG0006332	SACKO_08811	HUMAN04311
OG0006333	SACKO_11667	HUMAN21171, HUMAN25511
OG0006334	SACKO_00491	HUMAN14773
OG0006335	SACKO_22904, SACKO_22906	HUMAN06483, HUMAN06484
OG0006336	SACKO_09783	HUMAN15046, HUMAN15045
OG0006337	SACKO_19367	HUMAN09564, HUMAN09563, HUMAN23595
OG0006338	SACKO_17070	HUMAN01207, HUMAN01206
OG0006339	SACKO_04371	HUMAN07408, HUMAN07407
OG0006340	SACKO_06436	HUMAN03191
OG0006341	SACKO_03883	HUMAN14510
OG0006343	SACKO_30601	HUMAN27487
OG0006344	SACKO_19343, SACKO_19339	HUMAN28604
OG0006345	SACKO_30868	HUMAN27906
OG0006346	SACKO_27643	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485
OG0006347	SACKO_06194	HUMAN06637
OG0006348	SACKO_14257	HUMAN23566
OG0006349	SACKO_07506	HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437
OG0006350	SACKO_16257	HUMAN23685
OG0006351	SACKO_11606	HUMAN22851
OG0006352	SACKO_14534	HUMAN28597
OG0006353	SACKO_28090	HUMAN15771
OG0006354	SACKO_03385	HUMAN17172
OG0006355	SACKO_30829	HUMAN21127
OG0006356	SACKO_26545	HUMAN12204
OG0006357	SACKO_31096	HUMAN18357
OG0006358	SACKO_30824, SACKO_26082	HUMAN26475
OG0006359	SACKO_08209	HUMAN01182
OG0006360	SACKO_25975	HUMAN06791
OG0006361	SACKO_16411	HUMAN11008
OG0006362	SACKO_15563	HUMAN00550
OG0006363	SACKO_19522, SACKO_21880	HUMAN04865
OG0006364	SACKO_17091	HUMAN28809
OG0006365	SACKO_13003	HUMAN17577, HUMAN30443
OG0006366	SACKO_06614	HUMAN18333
OG0006367	SACKO_13989	HUMAN16619, HUMAN16620
OG0006368	SACKO_12851	HUMAN12731, HUMAN12730
OG0006369	SACKO_21343, SACKO_15938, SACKO_16506, SACKO_11213, SACKO_23854, SACKO_25542, SACKO_28801, SACKO_15112, SACKO_18654, SACKO_03101, SACKO_03096, SACKO_13538	HUMAN04390
OG0006370	SACKO_29230	HUMAN27328
OG0006372	SACKO_18473, SACKO_17152	HUMAN05301
OG0006375	SACKO_15548	HUMAN10310, HUMAN10309
OG0006376	SACKO_17514	HUMAN29330, HUMAN29329
OG0006377	SACKO_19723	HUMAN23254
OG0006379	SACKO_17686, SACKO_17696	HUMAN08621
OG0006380	SACKO_03771	HUMAN24188
OG0006381	SACKO_33730	HUMAN06920, HUMAN30425, HUMAN06919
OG0006382	SACKO_05639	HUMAN08589
OG0006383	SACKO_16569	HUMAN19516
OG0006384	SACKO_08306	HUMAN14670, HUMAN14669, HUMAN14668, HUMAN14666, HUMAN14667
OG0006385	SACKO_02312	HUMAN04983
OG0006386	SACKO_01546	HUMAN03914, HUMAN03913
OG0006387	SACKO_32566, SACKO_32560	HUMAN19461, HUMAN19462, HUMAN00501
OG0006388	SACKO_05668	HUMAN10177, HUMAN30153, HUMAN30163, HUMAN13637
OG0006389	SACKO_22546	HUMAN29747, HUMAN25835
OG0006390	SACKO_32036	HUMAN02874, HUMAN02872, HUMAN02873
OG0006391	SACKO_27250	HUMAN05598
OG0006392	SACKO_04750	HUMAN01485
OG0006393	SACKO_12179	HUMAN28534, HUMAN14443
OG0006394	SACKO_05702	HUMAN20260, HUMAN20262, HUMAN20261
OG0006396	SACKO_27560	HUMAN28914
OG0006398	SACKO_27088	HUMAN01047, HUMAN01046
OG0006399	SACKO_18224	HUMAN07113, HUMAN07112, HUMAN07111
OG0006401	SACKO_27260	HUMAN18158, HUMAN26324
OG0006402	SACKO_22620	HUMAN22757, HUMAN22756
OG0006407	SACKO_17793	HUMAN21252, HUMAN15339, HUMAN15338
OG0006408	SACKO_11973	HUMAN09012, HUMAN09011
OG0006414	SACKO_15972	HUMAN03409
OG0006416	SACKO_08098, SACKO_08096	HUMAN23194
OG0006442	SACKO_02156	HUMAN24430, HUMAN24429
OG0006443	SACKO_32632	HUMAN04869
OG0006446	SACKO_13651	HUMAN29158
OG0006447	SACKO_23062, SACKO_23074	HUMAN29322, HUMAN29323
OG0006448	SACKO_32439	HUMAN23211
OG0006449	SACKO_08483	HUMAN28069
OG0006452	SACKO_00311	HUMAN02398, HUMAN20893
OG0006454	SACKO_15044	HUMAN13113, HUMAN13112
OG0006456	SACKO_08294	HUMAN14116, HUMAN14117, HUMAN14118
OG0006457	SACKO_20814	HUMAN14767
OG0006458	SACKO_09247	HUMAN05481
OG0006459	SACKO_12069	HUMAN09471
OG0006460	SACKO_13863	HUMAN02631
OG0006461	SACKO_26093	HUMAN20951
OG0006462	SACKO_19260	HUMAN20252
OG0006463	SACKO_29245	HUMAN13877, HUMAN13876, HUMAN13878, HUMAN13879, HUMAN13880, HUMAN13875
OG0006464	SACKO_17838	HUMAN30209, HUMAN22027
OG0006465	SACKO_05184	HUMAN02673
OG0006468	SACKO_21041	HUMAN28005
OG0006469	SACKO_01034	HUMAN12113
OG0006470	SACKO_26991	HUMAN22261
OG0006471	SACKO_25021	HUMAN18729
OG0006472	SACKO_22346, SACKO_33761	HUMAN26665
OG0006474	SACKO_07123	HUMAN19727
OG0006475	SACKO_09202	HUMAN26136
OG0006476	SACKO_06810	HUMAN07555, HUMAN07556
OG0006477	SACKO_06452	HUMAN05076
OG0006478	SACKO_19718	HUMAN14445
OG0006479	SACKO_05515	HUMAN00009
OG0006480	SACKO_32951	HUMAN03645
OG0006481	SACKO_32596	HUMAN05570, HUMAN20279
OG0006482	SACKO_25746	HUMAN08453
OG0006483	SACKO_03847	HUMAN08362
OG0006485	SACKO_12497	HUMAN04789
OG0006486	SACKO_14101	HUMAN21434, HUMAN21433, HUMAN06954
OG0006487	SACKO_26592	HUMAN20882
OG0006488	SACKO_14602	HUMAN15844
OG0006490	SACKO_01171	HUMAN07030
OG0006491	SACKO_01653	HUMAN13791, HUMAN13790
OG0006492	SACKO_04874	HUMAN11565
OG0006493	SACKO_10566	HUMAN05189, HUMAN05188, HUMAN05190
OG0006494	SACKO_08429	HUMAN21838, HUMAN21837
OG0006495	SACKO_10576	HUMAN11902, HUMAN11903
OG0006496	SACKO_27963, SACKO_32312	HUMAN02167
OG0006497	SACKO_32931	HUMAN07721, HUMAN07722, HUMAN07720
OG0006498	SACKO_30648	HUMAN29984
OG0006499	SACKO_00231	HUMAN02242, HUMAN02243, HUMAN02244
OG0006500	SACKO_27834	HUMAN08688, HUMAN08687, HUMAN08690, HUMAN08689
OG0006501	SACKO_33438	HUMAN15460
OG0006502	SACKO_18119	HUMAN12374, HUMAN12375
OG0006503	SACKO_26135	HUMAN27658
OG0006504	SACKO_03303	HUMAN26364
OG0006505	SACKO_28225	HUMAN02985, HUMAN02984
OG0006506	SACKO_33658, SACKO_13927, SACKO_23304	HUMAN21266
OG0006507	SACKO_14097	HUMAN17635, HUMAN17633, HUMAN17634
OG0006508	SACKO_20542	HUMAN22149
OG0006509	SACKO_24087	HUMAN22918, HUMAN22917
OG0006510	SACKO_30732	HUMAN19222
OG0006511	SACKO_30734	HUMAN18611, HUMAN09163
OG0006512	SACKO_22144	HUMAN20059
OG0006513	SACKO_01815	HUMAN10996, HUMAN10995
OG0006514	SACKO_14410	HUMAN22995
OG0006515	SACKO_02186	HUMAN08961
OG0006516	SACKO_04666	HUMAN09318
OG0006517	SACKO_31036	HUMAN13704
OG0006518	SACKO_14657	HUMAN25430, HUMAN25432, HUMAN25431
OG0006519	SACKO_09142	HUMAN02479
OG0006520	SACKO_30114	HUMAN07570
OG0006522	SACKO_07540	HUMAN12255, HUMAN12266
OG0006523	SACKO_32390	HUMAN15810, HUMAN15811
OG0006524	SACKO_07943	HUMAN26841
OG0006525	SACKO_26613	HUMAN28845
OG0006526	SACKO_29622	HUMAN28412
OG0006527	SACKO_17317	HUMAN13585
OG0006528	SACKO_02110	HUMAN18246
OG0006530	SACKO_11848, SACKO_11853	HUMAN01857
OG0006531	SACKO_27297	HUMAN05816, HUMAN05815
OG0006532	SACKO_08016, SACKO_03819	HUMAN14164
OG0006534	SACKO_03373	HUMAN03546, HUMAN03547
OG0006535	SACKO_03598	HUMAN06136
OG0006536	SACKO_33595	HUMAN14779
OG0006537	SACKO_31057	HUMAN22896
OG0006538	SACKO_18227	HUMAN17787
OG0006542	SACKO_30115	HUMAN07571
OG0006543	SACKO_04274	HUMAN25209
OG0006545	SACKO_27776	HUMAN29010, HUMAN29009
OG0006546	SACKO_31477	HUMAN08888
OG0006547	SACKO_04980	HUMAN06438
OG0006548	SACKO_27805	HUMAN02142, HUMAN21298
OG0006549	SACKO_26105	HUMAN06269
OG0006550	SACKO_32798	HUMAN02858
OG0006551	SACKO_28523	HUMAN01474
OG0006552	SACKO_18574, SACKO_07811	HUMAN23496
OG0006553	SACKO_15568	HUMAN25917
OG0006554	SACKO_31239	HUMAN07135
OG0006555	SACKO_19125	HUMAN18243, HUMAN18244
OG0006556	SACKO_06012	HUMAN25766
OG0006557	SACKO_08582	HUMAN19957
OG0006559	SACKO_27620	HUMAN14395, HUMAN28495
OG0006560	SACKO_31622	HUMAN08721
OG0006561	SACKO_09099	HUMAN08528, HUMAN08523
OG0006562	SACKO_33810	HUMAN30594
OG0006563	SACKO_15320	HUMAN03286
OG0006564	SACKO_05452	HUMAN26384, HUMAN26375
OG0006565	SACKO_19582	HUMAN26889, HUMAN21101
OG0006566	SACKO_22731	HUMAN12988
OG0006568	SACKO_27965	HUMAN25683
OG0006569	SACKO_27176	HUMAN17062
OG0006571	SACKO_32504	HUMAN23449
OG0006572	SACKO_03212	HUMAN00888, HUMAN00887, HUMAN00889
OG0006573	SACKO_24507	HUMAN12290, HUMAN12289
OG0006574	SACKO_15526	HUMAN14370
OG0006575	SACKO_11306	HUMAN29420, HUMAN29419
OG0006576	SACKO_14772	HUMAN23000
OG0006577	SACKO_14949	HUMAN05518, HUMAN05517
OG0006578	SACKO_29301	HUMAN22134
OG0006579	SACKO_12197	HUMAN28507
OG0006580	SACKO_05003	HUMAN12502
OG0006581	SACKO_32446	HUMAN09574
OG0006583	SACKO_04792	HUMAN25717
OG0006584	SACKO_23948	HUMAN20560
OG0006585	SACKO_09086	HUMAN17034
OG0006586	SACKO_27236	HUMAN11398
OG0006588	SACKO_23697	HUMAN29928
OG0006589	SACKO_16206	HUMAN17150
OG0006590	SACKO_19100	HUMAN05823
OG0006592	SACKO_26488	HUMAN01445
OG0006593	SACKO_23846	HUMAN20736
OG0006594	SACKO_03277	HUMAN10868, HUMAN10810
OG0006595	SACKO_12199	HUMAN03332
OG0006596	SACKO_19957	HUMAN19063, HUMAN19062
OG0006597	SACKO_30631, SACKO_30596	HUMAN30289
OG0006598	SACKO_00853	HUMAN28610
OG0006599	SACKO_29697	HUMAN17165, HUMAN22523
OG0006601	SACKO_32933	HUMAN18405, HUMAN18407, HUMAN18409
OG0006601	SACKO_32900	HUMAN18406
OG0006602	SACKO_02027	HUMAN14818
OG0006603	SACKO_26785	HUMAN11393
OG0006604	SACKO_07557	HUMAN11730, HUMAN11731
OG0006605	SACKO_33361	HUMAN28716, HUMAN28714, HUMAN28715
OG0006606	SACKO_14668	HUMAN11489
OG0006607	SACKO_23822	HUMAN00747, HUMAN00746
OG0006608	SACKO_05137	HUMAN21771, HUMAN21770
OG0006609	SACKO_04167	HUMAN27322
OG0006610	SACKO_06748	HUMAN10217
OG0006611	SACKO_24593	HUMAN06625
OG0006612	SACKO_20949	HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427
OG0006613	SACKO_13925	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	SACKO_03768	HUMAN06112, HUMAN06113
OG0006615	SACKO_30383, SACKO_14275	HUMAN13872
OG0006617	SACKO_03976	HUMAN16554, HUMAN16553
OG0006618	SACKO_26784	HUMAN14073
OG0006619	SACKO_23817	HUMAN24501
OG0006620	SACKO_07261	HUMAN00655, HUMAN27431
OG0006621	SACKO_16054	HUMAN26752
OG0006622	SACKO_18492	HUMAN28527, HUMAN29955
OG0006623	SACKO_03259, SACKO_12638	HUMAN04365, HUMAN04366
OG0006624	SACKO_27277	HUMAN20606
OG0006626	SACKO_02165	HUMAN20006, HUMAN21273
OG0006627	SACKO_03660	HUMAN13668, HUMAN13665, HUMAN13667
OG0006628	SACKO_17452	HUMAN09710
OG0006630	SACKO_09718	HUMAN09502
OG0006631	SACKO_25124	HUMAN17541
OG0006632	SACKO_11006	HUMAN24257, HUMAN22067
OG0006633	SACKO_13776	HUMAN24475
OG0006635	SACKO_20545	HUMAN27593, HUMAN20098
OG0006636	SACKO_20362	HUMAN16299
OG0006637	SACKO_18391	HUMAN13012
OG0006638	SACKO_29604	HUMAN28339
OG0006639	SACKO_11801	HUMAN28928
OG0006640	SACKO_04468	HUMAN22776
OG0006641	SACKO_22631, SACKO_14926	HUMAN08764, HUMAN08760
OG0006642	SACKO_10000	HUMAN03282
OG0006644	SACKO_19969	HUMAN21498, HUMAN21497
OG0006645	SACKO_02573	HUMAN28961, HUMAN28960
OG0006646	SACKO_16491	HUMAN10004
OG0006649	SACKO_17731, SACKO_03126	HUMAN08947
OG0006650	SACKO_25083	HUMAN11219
OG0006651	SACKO_18929	HUMAN19384
OG0006652	SACKO_18062	HUMAN08636, HUMAN08637
OG0006653	SACKO_02145, SACKO_32093	HUMAN13701
OG0006654	SACKO_27363	HUMAN25444
OG0006655	SACKO_02434	HUMAN23490
OG0006656	SACKO_31952	HUMAN05804
OG0006658	SACKO_26976	HUMAN08547
OG0006660	SACKO_30823	HUMAN20944, HUMAN20943
OG0006661	SACKO_10562	HUMAN30226, HUMAN05192
OG0006662	SACKO_17036	HUMAN05526
OG0006663	SACKO_10196	HUMAN18303
OG0006664	SACKO_17513	HUMAN23221
OG0006666	SACKO_30813	HUMAN28875
OG0006667	SACKO_25302	HUMAN09839
OG0006668	SACKO_24222	HUMAN17409
OG0006669	SACKO_27060	HUMAN23253
OG0006670	SACKO_27428	HUMAN02070, HUMAN02071
OG0006672	SACKO_20458	HUMAN00506
OG0006673	SACKO_18714	HUMAN18662, HUMAN18663
OG0006675	SACKO_01088	HUMAN27406, HUMAN27405
OG0006677	SACKO_22059	HUMAN16360, HUMAN16361
OG0006678	SACKO_28613	HUMAN13325, HUMAN13324
OG0006679	SACKO_30215	HUMAN03663
OG0006680	SACKO_12693	HUMAN18867
OG0006681	SACKO_28467	HUMAN27423, HUMAN27424
OG0006683	SACKO_09544	HUMAN00125
OG0006684	SACKO_22004, SACKO_16089	HUMAN26898, HUMAN26899, HUMAN26900
OG0006685	SACKO_31455, SACKO_30741	HUMAN16707, HUMAN13839, HUMAN13838
OG0006686	SACKO_11003	HUMAN29261
OG0006688	SACKO_16160	HUMAN07994
OG0006689	SACKO_12060	HUMAN09931
OG0006690	SACKO_25519	HUMAN01353
OG0006692	SACKO_09418, SACKO_25158	HUMAN12863, HUMAN12864
OG0006693	SACKO_24875	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	SACKO_31335	HUMAN25673
OG0006695	SACKO_20651	HUMAN05347, HUMAN05346
OG0006696	SACKO_06244	HUMAN17071, HUMAN08548
OG0006697	SACKO_24138	HUMAN03758
OG0006698	SACKO_23873, SACKO_16414	HUMAN28004
OG0006699	SACKO_19092	HUMAN07333
OG0006700	SACKO_17845	HUMAN18335
OG0006702	SACKO_34080	HUMAN00468
OG0006703	SACKO_34078	HUMAN27810
OG0006704	SACKO_15216, SACKO_01683	HUMAN01256
OG0006705	SACKO_22310	HUMAN21830, HUMAN21831
OG0006706	SACKO_20095	HUMAN01180
OG0006707	SACKO_28521	HUMAN20459, HUMAN20457, HUMAN20458
OG0006708	SACKO_16483	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	SACKO_22652	HUMAN17844, HUMAN17845, HUMAN17846
OG0006710	SACKO_29286	HUMAN28677
OG0006711	SACKO_24778	HUMAN21244
OG0006712	SACKO_04882	HUMAN19027
OG0006713	SACKO_04677	HUMAN08608
OG0006714	SACKO_25679	HUMAN24242, HUMAN24241
OG0006715	SACKO_32024	HUMAN28884, HUMAN28887, HUMAN29933
OG0006717	SACKO_31616	HUMAN04735
OG0006718	SACKO_33608	HUMAN03526
OG0006719	SACKO_19074, SACKO_20323, SACKO_34027, SACKO_16662	HUMAN12021
OG0006720	SACKO_11232	HUMAN29778
OG0006721	SACKO_12273	HUMAN15069, HUMAN15065
OG0006722	SACKO_14697	HUMAN10116
OG0006723	SACKO_11222	HUMAN01452
OG0006724	SACKO_11219	HUMAN00251, HUMAN00252
OG0006725	SACKO_01532	HUMAN20956
OG0006726	SACKO_23805	HUMAN25679
OG0006727	SACKO_33821	HUMAN25384
OG0006728	SACKO_30037	HUMAN13864, HUMAN13865
OG0006729	SACKO_27454	HUMAN23307
OG0006730	SACKO_10591	HUMAN01413
OG0006731	SACKO_23635	HUMAN15325
OG0006732	SACKO_10379	HUMAN17586
OG0006733	SACKO_31600	HUMAN04919
OG0006734	SACKO_31618	HUMAN25074
OG0006735	SACKO_20230	HUMAN06599
OG0006736	SACKO_26749	HUMAN20713
OG0006737	SACKO_26724	HUMAN10669
OG0006738	SACKO_30322	HUMAN17555, HUMAN17554
OG0006739	SACKO_07780, SACKO_09995	HUMAN28943
OG0006740	SACKO_14910	HUMAN08566
OG0006740	SACKO_14027	HUMAN08565, HUMAN08564, HUMAN08563
OG0006741	SACKO_07967	HUMAN20918
OG0006742	SACKO_21657	HUMAN30051, HUMAN22412
OG0006743	SACKO_08684	HUMAN29392, HUMAN29393, HUMAN09528
OG0006744	SACKO_25299, SACKO_25305	HUMAN18493, HUMAN02331
OG0006745	SACKO_22286	HUMAN21637
OG0006747	SACKO_16266	HUMAN09322, HUMAN15592, HUMAN17504, HUMAN17503
OG0006748	SACKO_23148	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505
OG0006749	SACKO_13004	HUMAN10255, HUMAN10254
OG0006750	SACKO_21365	HUMAN16679
OG0006751	SACKO_29728	HUMAN04997, HUMAN04996
OG0006752	SACKO_10442	HUMAN05470
OG0006753	SACKO_32383	HUMAN08651
OG0006754	SACKO_05330	HUMAN28391
OG0006755	SACKO_14460	HUMAN17392
OG0006756	SACKO_26258	HUMAN10187, HUMAN10189, HUMAN10186, HUMAN10188
OG0006757	SACKO_00223	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	SACKO_32935	HUMAN20524
OG0006759	SACKO_21854, SACKO_21858	HUMAN06777
OG0006760	SACKO_27037	HUMAN23407
OG0006761	SACKO_25995, SACKO_09276	HUMAN22866, HUMAN22865
OG0006762	SACKO_27822	HUMAN16948
OG0006764	SACKO_30622	HUMAN24101, HUMAN24102
OG0006765	SACKO_07617	HUMAN11017
OG0006766	SACKO_26404	HUMAN30336
OG0006768	SACKO_29429	HUMAN15305
OG0006769	SACKO_08861	HUMAN03966
OG0006770	SACKO_05136	HUMAN09788
OG0006772	SACKO_12476	HUMAN17212
OG0006775	SACKO_06720	HUMAN25975
OG0006776	SACKO_32464	HUMAN12695, HUMAN12694
OG0006777	SACKO_31484	HUMAN15487
OG0006780	SACKO_00989	HUMAN08729
OG0006784	SACKO_24551, SACKO_32954	HUMAN29013
OG0006791	SACKO_12469	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238
OG0006824	SACKO_23464, SACKO_27537	HUMAN21478
OG0006826	SACKO_06213, SACKO_06211	HUMAN23918
OG0006827	SACKO_07794, SACKO_00122	HUMAN01037
OG0006828	SACKO_09047	HUMAN23672
OG0006829	SACKO_10968, SACKO_10970	HUMAN17262
OG0006830	SACKO_00725	HUMAN12476
OG0006831	SACKO_24078	HUMAN03695, HUMAN03694
OG0006832	SACKO_29557	HUMAN08383
OG0006833	SACKO_21065	HUMAN11220
OG0006835	SACKO_14793	HUMAN05300
OG0006837	SACKO_09250	HUMAN05482
OG0006838	SACKO_19296	HUMAN10291
OG0006842	SACKO_25650	HUMAN14862
OG0006843	SACKO_21301	HUMAN28655
OG0006844	SACKO_23086	HUMAN09468
OG0006845	SACKO_02323	HUMAN04886
OG0006846	SACKO_31599	HUMAN08740, HUMAN08738
OG0006847	SACKO_04972	HUMAN19861, HUMAN19860, HUMAN19862
OG0006848	SACKO_16185	HUMAN03233, HUMAN23824
OG0006849	SACKO_09945	HUMAN16918
OG0006851	SACKO_28958	HUMAN03180
OG0006853	SACKO_07750	HUMAN06735
OG0006856	SACKO_22741	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	SACKO_21109	HUMAN29744
OG0006860	SACKO_25058	HUMAN11386
OG0006862	SACKO_11949	HUMAN08983
OG0006863	SACKO_22600	HUMAN21315
OG0006864	SACKO_06208	HUMAN10411
OG0006865	SACKO_19314	HUMAN07621
OG0006866	SACKO_05508	HUMAN00414, HUMAN00412
OG0006867	SACKO_03131	HUMAN16895
OG0006868	SACKO_03104	HUMAN20940
OG0006869	SACKO_23624	HUMAN21448, HUMAN21447
OG0006870	SACKO_26119, SACKO_26148	HUMAN17467, HUMAN17468
OG0006871	SACKO_33034	HUMAN02101
OG0006872	SACKO_04960	HUMAN11636
OG0006873	SACKO_15043	HUMAN07171
OG0006874	SACKO_15547	HUMAN21129
OG0006875	SACKO_22942	HUMAN05504
OG0006876	SACKO_17712	HUMAN01056
OG0006877	SACKO_14432	HUMAN09886
OG0006878	SACKO_14703	HUMAN01136
OG0006879	SACKO_32186, SACKO_32227	HUMAN20296
OG0006880	SACKO_17519	HUMAN21476
OG0006881	SACKO_20383	HUMAN04095
OG0006882	SACKO_25762	HUMAN11464
OG0006883	SACKO_03059	HUMAN16684
