Orthogroup	SACKO_ok	MOUSE
OG0006970	SACKO_29344	MOUSE26650
OG0006971	SACKO_05441	MOUSE37465
OG0006972	SACKO_26754	MOUSE49561, MOUSE49562
OG0006973	SACKO_24277	MOUSE00510, MOUSE00509, MOUSE00508, MOUSE00507, MOUSE00506
OG0006974	SACKO_24596	MOUSE42622, MOUSE18236
OG0006976	SACKO_29752	MOUSE00665, MOUSE00662, MOUSE00664, MOUSE00663
OG0006977	SACKO_29829	MOUSE10916, MOUSE10917
OG0006978	SACKO_05070	MOUSE10225, MOUSE10227
OG0006979	SACKO_20315	MOUSE27624, MOUSE27625
OG0006980	SACKO_19310	MOUSE15424
OG0006981	SACKO_12903	MOUSE27032, MOUSE27031, MOUSE27030
OG0006982	SACKO_03394	MOUSE27876, MOUSE27877
OG0006983	SACKO_01062	MOUSE34876, MOUSE34874, MOUSE34875
OG0006984	SACKO_04568	MOUSE44440, MOUSE14526
OG0006985	SACKO_32765	MOUSE40889
OG0006987	SACKO_05769, SACKO_02870, SACKO_28061	MOUSE23790, MOUSE23791
OG0006988	SACKO_09125	MOUSE43131, MOUSE43132
OG0006989	SACKO_22945	MOUSE22512
OG0006991	SACKO_18032	MOUSE29125
OG0006992	SACKO_25684	MOUSE21388
OG0006993	SACKO_10563	MOUSE22722
OG0006994	SACKO_07891	MOUSE26596
OG0006995	SACKO_20027	MOUSE10952, MOUSE10951, MOUSE10949
OG0006996	SACKO_03142	MOUSE18752
OG0006997	SACKO_23615	MOUSE14368
OG0006998	SACKO_08038	MOUSE05846
OG0006999	SACKO_08484	MOUSE13476
OG0007000	SACKO_25797	MOUSE27781
OG0007001	SACKO_30491	MOUSE41846
OG0007002	SACKO_25761, SACKO_25783	MOUSE25836, MOUSE25835
OG0007003	SACKO_04932	MOUSE09049
OG0007004	SACKO_23027	MOUSE19936
OG0007005	SACKO_29350	MOUSE38054, MOUSE38052
OG0007006	SACKO_04533	MOUSE15876, MOUSE15875
OG0007007	SACKO_10810	MOUSE50660, MOUSE50659, MOUSE50658
OG0007008	SACKO_07810	MOUSE19789
OG0007009	SACKO_08522	MOUSE20677, MOUSE20678, MOUSE20679
OG0007010	SACKO_15717	MOUSE36520, MOUSE36523, MOUSE36522
OG0007011	SACKO_30640, SACKO_30612	MOUSE50033
OG0007012	SACKO_31857	MOUSE31649
OG0007013	SACKO_28712	MOUSE03906
OG0007014	SACKO_30465	MOUSE21188
OG0007015	SACKO_30224	MOUSE28687, MOUSE28688, MOUSE28686
OG0007016	SACKO_32125	MOUSE49206, MOUSE49205
OG0007017	SACKO_26693	MOUSE38429, MOUSE38428, MOUSE38427
OG0007018	SACKO_22032	MOUSE03253
OG0007019	SACKO_00988	MOUSE06390, MOUSE06389, MOUSE06391
OG0007020	SACKO_06133	MOUSE40200, MOUSE40201
OG0007021	SACKO_33492	MOUSE12611, MOUSE12610
OG0007022	SACKO_04163	MOUSE22092
OG0007023	SACKO_25489	MOUSE11360, MOUSE11359, MOUSE11361
OG0007024	SACKO_26052	MOUSE39327
OG0007025	SACKO_10243	MOUSE06165
OG0007026	SACKO_08329	MOUSE26964
OG0007027	SACKO_23731	MOUSE40769
OG0007028	SACKO_15050	MOUSE23985, MOUSE23984
OG0007029	SACKO_32173	MOUSE23539, MOUSE23537, MOUSE23536, MOUSE23540
OG0007030	SACKO_29671	MOUSE48334
OG0007031	SACKO_30864	MOUSE31937, MOUSE31935, MOUSE31936
OG0007032	SACKO_30433	MOUSE16311, MOUSE16312, MOUSE16309, MOUSE16310
OG0007033	SACKO_06084	MOUSE28089
OG0007034	SACKO_14166	MOUSE02577, MOUSE02578, MOUSE02579
OG0007035	SACKO_32713	MOUSE50908, MOUSE50907
OG0007036	SACKO_26758	MOUSE17668, MOUSE17669
OG0007037	SACKO_15416	MOUSE26360, MOUSE26361, MOUSE26359
OG0007038	SACKO_13342	MOUSE31027, MOUSE31029, MOUSE31026, MOUSE31025
OG0007039	SACKO_22213	MOUSE07936
OG0007040	SACKO_25776	MOUSE53846, MOUSE53847
OG0007041	SACKO_13275	MOUSE44720
OG0007042	SACKO_29304	MOUSE39749
OG0007043	SACKO_16636	MOUSE46823, MOUSE46824
OG0007044	SACKO_11609	MOUSE45081, MOUSE48750
OG0007045	SACKO_06007	MOUSE34173, MOUSE34174
OG0007046	SACKO_31329	MOUSE00604
OG0007047	SACKO_28516	MOUSE17867
OG0007048	SACKO_28782	MOUSE38707
OG0007050	SACKO_00112	MOUSE36566
OG0007053	SACKO_13932	MOUSE05180, MOUSE05179, MOUSE05181
OG0007054	SACKO_18200	MOUSE16840, MOUSE16839, MOUSE16837, MOUSE16838, MOUSE16841
OG0007055	SACKO_25420, SACKO_30832	MOUSE02729, MOUSE02728
OG0007056	SACKO_00713	MOUSE04556, MOUSE04558, MOUSE04555, MOUSE04553, MOUSE04552
OG0007057	SACKO_13231	MOUSE47096
OG0007058	SACKO_19922	MOUSE50713, MOUSE50714
OG0007059	SACKO_11009	MOUSE21335
OG0007060	SACKO_27290	MOUSE13596, MOUSE13599, MOUSE13597, MOUSE13595, MOUSE13598
OG0007061	SACKO_33581	MOUSE21327
OG0007062	SACKO_09547	MOUSE29940, MOUSE29941
OG0007063	SACKO_33318	MOUSE44304
OG0007064	SACKO_08150, SACKO_21433	MOUSE29614, MOUSE29615, MOUSE29613
OG0007065	SACKO_12649	MOUSE45863, MOUSE45865, MOUSE45867, MOUSE45864, MOUSE45869, MOUSE45870, MOUSE45866
OG0007066	SACKO_33465	MOUSE50097, MOUSE50096
OG0007068	SACKO_05837	MOUSE31487, MOUSE31486, MOUSE33096
OG0007069	SACKO_17925	MOUSE07095, MOUSE07092, MOUSE07094, MOUSE07093
OG0007072	SACKO_32079, SACKO_32085	MOUSE43689, MOUSE43688, MOUSE43687
OG0007073	SACKO_04610	MOUSE22668
OG0007074	SACKO_29343	MOUSE15406, MOUSE15407
OG0007075	SACKO_02014	MOUSE12810
OG0007076	SACKO_08115	MOUSE02319, MOUSE02318
OG0007077	SACKO_10592	MOUSE36485, MOUSE36484, MOUSE36487, MOUSE36486
OG0007078	SACKO_30890	MOUSE18371
OG0007079	SACKO_29667	MOUSE06753, MOUSE06755, MOUSE06754
OG0007080	SACKO_23229	MOUSE06678, MOUSE06679, MOUSE06677
OG0007081	SACKO_11465	MOUSE05720, MOUSE05719
OG0007082	SACKO_33313	MOUSE41759, MOUSE41758
OG0007083	SACKO_28525	MOUSE17864, MOUSE17866, MOUSE17865, MOUSE17863, MOUSE17862
OG0007084	SACKO_17427	MOUSE13905
OG0007085	SACKO_22838	MOUSE49274, MOUSE49273, MOUSE49272
OG0007086	SACKO_10845	MOUSE02323
OG0007087	SACKO_06491	MOUSE18083
OG0007088	SACKO_28546	MOUSE13687
OG0007089	SACKO_08418	MOUSE45217
OG0007090	SACKO_33532	MOUSE31318
OG0007091	SACKO_20838	MOUSE33846
OG0007092	SACKO_03845	MOUSE07434
OG0007093	SACKO_22444	MOUSE49068, MOUSE49069, MOUSE49070
OG0007094	SACKO_20466	MOUSE11809, MOUSE11804, MOUSE11805
OG0007095	SACKO_23495	MOUSE42126, MOUSE42125
OG0007096	SACKO_07898	MOUSE09264, MOUSE09262, MOUSE09261, MOUSE09263, MOUSE09259, MOUSE09260
OG0007097	SACKO_29405	MOUSE37800, MOUSE37799, MOUSE37801
OG0007098	SACKO_16364	MOUSE49126, MOUSE49129, MOUSE49127
OG0007099	SACKO_06122	MOUSE49900
OG0007100	SACKO_14090	MOUSE18270, MOUSE18269
OG0007102	SACKO_25084	MOUSE21909
OG0007103	SACKO_14137	MOUSE01000, MOUSE00999, MOUSE00998, MOUSE01001
OG0007104	SACKO_19248	MOUSE29759, MOUSE55072, MOUSE55073
OG0007106	SACKO_10813	MOUSE40661
OG0007107	SACKO_33356	MOUSE17744, MOUSE17745, MOUSE17747, MOUSE17746
OG0007108	SACKO_31265, SACKO_29706	MOUSE38178, MOUSE38176, MOUSE38174
OG0007109	SACKO_32182	MOUSE14335, MOUSE14334
OG0007111	SACKO_25764	MOUSE19928, MOUSE19926, MOUSE19927, MOUSE19925
OG0007112	SACKO_08725	MOUSE51325, MOUSE51323
OG0007113	SACKO_02848	MOUSE52610
OG0007114	SACKO_26820	MOUSE53414
OG0007115	SACKO_32108	MOUSE13579, MOUSE13580, MOUSE13582
OG0007116	SACKO_02239	MOUSE41819, MOUSE41817, MOUSE41818, MOUSE41816
OG0007117	SACKO_02391	MOUSE02290, MOUSE02289
OG0007118	SACKO_25201	MOUSE00453
OG0007119	SACKO_25634	MOUSE33186
OG0007120	SACKO_14961	MOUSE13216, MOUSE13214, MOUSE13215
OG0007121	SACKO_15333	MOUSE18224
OG0007122	SACKO_19303	MOUSE34859, MOUSE34857, MOUSE34858
OG0007124	SACKO_01895	MOUSE21912, MOUSE21910
OG0007125	SACKO_07204	MOUSE16039, MOUSE16040
OG0007126	SACKO_06089	MOUSE49925, MOUSE20183, MOUSE20181, MOUSE20182
OG0007127	SACKO_10394	MOUSE08708, MOUSE08709
OG0007128	SACKO_24044	MOUSE19637
OG0007129	SACKO_30192	MOUSE03234, MOUSE21045, MOUSE21044
OG0007130	SACKO_32058	MOUSE01970
OG0007131	SACKO_20356	MOUSE10506, MOUSE10507
OG0007132	SACKO_28911	MOUSE13945
OG0007133	SACKO_04847	MOUSE10217, MOUSE10216
OG0007134	SACKO_04090, SACKO_04099	MOUSE21213
OG0007135	SACKO_15516	MOUSE51925, MOUSE51924, MOUSE51926
OG0007136	SACKO_32443	MOUSE51720, MOUSE51719
OG0007137	SACKO_25595	MOUSE42561
OG0007138	SACKO_09225	MOUSE23725
OG0007139	SACKO_05472	MOUSE08897
OG0007140	SACKO_27577	MOUSE50343, MOUSE50344
OG0007141	SACKO_27200	MOUSE14078, MOUSE14079, MOUSE14081, MOUSE14080, MOUSE14077
OG0007142	SACKO_04323	MOUSE47756, MOUSE27824
OG0007143	SACKO_00838	MOUSE06767
OG0007144	SACKO_09057	MOUSE49923, MOUSE49924, MOUSE49922
OG0007145	SACKO_30883	MOUSE18943
OG0007146	SACKO_33294	MOUSE03366, MOUSE03367
OG0007147	SACKO_04639	MOUSE11305, MOUSE11304, MOUSE11303, MOUSE11302
OG0007150	SACKO_30213	MOUSE48982, MOUSE48981
OG0007151	SACKO_10702, SACKO_10705	MOUSE50029, MOUSE50027
OG0007152	SACKO_17769	MOUSE30160, MOUSE30159
OG0007153	SACKO_33991	MOUSE03070, MOUSE03071
OG0007154	SACKO_12031	MOUSE07324, MOUSE07323, MOUSE07325
OG0007158	SACKO_10668	MOUSE36020
OG0007159	SACKO_27603	MOUSE23889, MOUSE23888, MOUSE23890
OG0007160	SACKO_19931	MOUSE48934, MOUSE48938, MOUSE48935, MOUSE48937, MOUSE48936
OG0007161	SACKO_07985	MOUSE49412
OG0007163	SACKO_09049	MOUSE30404, MOUSE30406, MOUSE30403, MOUSE30405
OG0007164	SACKO_06008	MOUSE16101, MOUSE16102, MOUSE16100
OG0007165	SACKO_23160	MOUSE50996, MOUSE50995
OG0007166	SACKO_00991	MOUSE20485
OG0007168	SACKO_22974	MOUSE01155
OG0007171	SACKO_14599	MOUSE49947, MOUSE49944, MOUSE49945, MOUSE49946
OG0007173	SACKO_33101	MOUSE50154, MOUSE50153
OG0007174	SACKO_28329	MOUSE28506
OG0007175	SACKO_33520	MOUSE45837, MOUSE45836
OG0007176	SACKO_13690	MOUSE43501, MOUSE43500, MOUSE43499, MOUSE43498
OG0007177	SACKO_16283	MOUSE27462, MOUSE27461
OG0007178	SACKO_09618	MOUSE24080, MOUSE24079
OG0007178	SACKO_14516	MOUSE24081
OG0007179	SACKO_19710	MOUSE52436, MOUSE52434, MOUSE52435, MOUSE52432, MOUSE52433, MOUSE52431
OG0007180	SACKO_16530	MOUSE48420, MOUSE48421, MOUSE48419
OG0007181	SACKO_31454	MOUSE54274, MOUSE54273
OG0007182	SACKO_28417	MOUSE04320, MOUSE04317
OG0007183	SACKO_20614	MOUSE52163, MOUSE52162
OG0007184	SACKO_14227	MOUSE09858
OG0007186	SACKO_09431	MOUSE05260, MOUSE05261
OG0007187	SACKO_18535	MOUSE14892
OG0007188	SACKO_08000	MOUSE26110, MOUSE26112, MOUSE26111, MOUSE26114, MOUSE26113, MOUSE26115
OG0007189	SACKO_10644	MOUSE14133, MOUSE14134
OG0007190	SACKO_21385	MOUSE02812
OG0007191	SACKO_04254	MOUSE10517, MOUSE10515, MOUSE10516, MOUSE10514
OG0007192	SACKO_32927	MOUSE22113, MOUSE22112, MOUSE22111
OG0007195	SACKO_26980	MOUSE02799, MOUSE02800, MOUSE16852
OG0007198	SACKO_16848	MOUSE17325
OG0007199	SACKO_11812	MOUSE13429
OG0007200	SACKO_18551	MOUSE21248
OG0007201	SACKO_28668	MOUSE17912
OG0007204	SACKO_25673	MOUSE33203, MOUSE33202, MOUSE50332, MOUSE50333
OG0007209	SACKO_30174	MOUSE25936, MOUSE25935, MOUSE17208, MOUSE17209
OG0007213	SACKO_28190	MOUSE17123, MOUSE17125, MOUSE17121, MOUSE17124, MOUSE17122
OG0007214	SACKO_22679	MOUSE41887, MOUSE41889, MOUSE41890, MOUSE41891, MOUSE41888, MOUSE41881, MOUSE41884, MOUSE41885, MOUSE41883, MOUSE41886, MOUSE41882
OG0007248	SACKO_27874	MOUSE18543, MOUSE18542
OG0007250	SACKO_33899	MOUSE12898, MOUSE12897
OG0007251	SACKO_12297	MOUSE01636
OG0007252	SACKO_05958	MOUSE31689, MOUSE31688
OG0007253	SACKO_26804	MOUSE09257, MOUSE49391
OG0007254	SACKO_20296	MOUSE49930
OG0007255	SACKO_06656	MOUSE39758, MOUSE39757, MOUSE39759
OG0007256	SACKO_27202	MOUSE39410
OG0007258	SACKO_02451	MOUSE19644
OG0007260	SACKO_10789	MOUSE20244
OG0007261	SACKO_25008	MOUSE32244
OG0007264	SACKO_19011	MOUSE49132, MOUSE49130, MOUSE49131
OG0007266	SACKO_05789	MOUSE01804
OG0007267	SACKO_19715	MOUSE33724
OG0007268	SACKO_21120	MOUSE15922, MOUSE15920, MOUSE15923, MOUSE15921, MOUSE15919
OG0007269	SACKO_20712	MOUSE06847
OG0007270	SACKO_20380	MOUSE13004
OG0007271	SACKO_18099	MOUSE06041, MOUSE06040
OG0007272	SACKO_14207	MOUSE34613, MOUSE34614
OG0007273	SACKO_19181, SACKO_24711	MOUSE44138, MOUSE44137, MOUSE44139
OG0007274	SACKO_28207	MOUSE50595, MOUSE50596, MOUSE50594
OG0007275	SACKO_02847	MOUSE17231, MOUSE02295, MOUSE02296
OG0007276	SACKO_16517	MOUSE20695
OG0007277	SACKO_20437	MOUSE16674
OG0007279	SACKO_11089	MOUSE04341
OG0007280	SACKO_25255	MOUSE32007
OG0007281	SACKO_22381	MOUSE38663, MOUSE38662
OG0007282	SACKO_29535	MOUSE37535
OG0007283	SACKO_27350	MOUSE03788, MOUSE03787
OG0007284	SACKO_31572	MOUSE34245, MOUSE54478
OG0007285	SACKO_29524	MOUSE32145, MOUSE32146, MOUSE32144
OG0007286	SACKO_29279	MOUSE44596, MOUSE44597
OG0007288	SACKO_06459	MOUSE31526, MOUSE31527, MOUSE31525
OG0007289	SACKO_32879	MOUSE49689
OG0007290	SACKO_06597	MOUSE43717
OG0007291	SACKO_04875	MOUSE28540
OG0007292	SACKO_32636	MOUSE43053, MOUSE43052
OG0007293	SACKO_21270	MOUSE13613
OG0007294	SACKO_04291	MOUSE53430, MOUSE53427, MOUSE53425, MOUSE53429, MOUSE53426, MOUSE53428
OG0007295	SACKO_05858	MOUSE31498, MOUSE31497, MOUSE31496
OG0007296	SACKO_28513	MOUSE49540, MOUSE49539
OG0007297	SACKO_13440	MOUSE53604, MOUSE53603, MOUSE53601
OG0007298	SACKO_20404	MOUSE31581
OG0007299	SACKO_21476	MOUSE47838, MOUSE47840, MOUSE47839
OG0007300	SACKO_30319	MOUSE35183, MOUSE35181
OG0007301	SACKO_17413	MOUSE09989, MOUSE09991, MOUSE09990, MOUSE09992
OG0007302	SACKO_14579	MOUSE44506, MOUSE44507, MOUSE44510
OG0007303	SACKO_09372	MOUSE28066, MOUSE28065
OG0007304	SACKO_08660	MOUSE06867
OG0007305	SACKO_26897	MOUSE24298, MOUSE24297
OG0007306	SACKO_18914	MOUSE16276, MOUSE16275, MOUSE16273, MOUSE16272
OG0007307	SACKO_04769	MOUSE02947
OG0007308	SACKO_18620	MOUSE11376, MOUSE11377, MOUSE11378
OG0007309	SACKO_11958	MOUSE03035
OG0007310	SACKO_06175, SACKO_06181	MOUSE45035
OG0007312	SACKO_16657	MOUSE03829, MOUSE03828
OG0007314	SACKO_09098	MOUSE24672
OG0007316	SACKO_07774	MOUSE48208, MOUSE48210, MOUSE48209
OG0007317	SACKO_26981	MOUSE03033
OG0007318	SACKO_08716	MOUSE52776
OG0007319	SACKO_25268	MOUSE28912
OG0007320	SACKO_12083	MOUSE51738, MOUSE51739, MOUSE51737
OG0007321	SACKO_15330	MOUSE20101
OG0007322	SACKO_21358	MOUSE32819, MOUSE32818
OG0007323	SACKO_32999	MOUSE29290
OG0007325	SACKO_13504	MOUSE49722
OG0007326	SACKO_01111	MOUSE51801, MOUSE51802
OG0007327	SACKO_17831	MOUSE04023, MOUSE04021, MOUSE04022, MOUSE04024, MOUSE04025
OG0007328	SACKO_24054	MOUSE46798, MOUSE46797, MOUSE46796, MOUSE46795
OG0007329	SACKO_22780	MOUSE17878
OG0007330	SACKO_30586	MOUSE45076, MOUSE45075
OG0007331	SACKO_27716	MOUSE39235
OG0007334	SACKO_00762, SACKO_00753	MOUSE30490
OG0007335	SACKO_12354	MOUSE08020, MOUSE08021
OG0007336	SACKO_09463	MOUSE33887
OG0007337	SACKO_18361	MOUSE00481, MOUSE00482
OG0007338	SACKO_04618, SACKO_09256	MOUSE02170, MOUSE02169
OG0007339	SACKO_24568	MOUSE08716
OG0007340	SACKO_03946	MOUSE17534, MOUSE17532, MOUSE17531, MOUSE17533
OG0007341	SACKO_17570	MOUSE16696
OG0007342	SACKO_14494	MOUSE09679, MOUSE09680, MOUSE08805
OG0007343	SACKO_25659	MOUSE01417
OG0007344	SACKO_07280	MOUSE17358
OG0007345	SACKO_31848	MOUSE31648, MOUSE31647
OG0007347	SACKO_30253	MOUSE40881, MOUSE40884, MOUSE40882
OG0007348	SACKO_03593	MOUSE12913
OG0007349	SACKO_10188	MOUSE15367, MOUSE15365, MOUSE15368, MOUSE15366
OG0007351	SACKO_11196	MOUSE06954
OG0007352	SACKO_07748	MOUSE20513
OG0007353	SACKO_16413	MOUSE49062
OG0007354	SACKO_06474	MOUSE13358
OG0007355	SACKO_03780	MOUSE13914
OG0007356	SACKO_16209	MOUSE17323
OG0007357	SACKO_11982	MOUSE49428
OG0007359	SACKO_13450	MOUSE09163, MOUSE09166, MOUSE09162
OG0007360	SACKO_02884	MOUSE23987, MOUSE23986
OG0007361	SACKO_22476	MOUSE30812
OG0007363	SACKO_14533	MOUSE12968
OG0007364	SACKO_04078	MOUSE14210, MOUSE14209
OG0007365	SACKO_20999	MOUSE33407
OG0007366	SACKO_15845	MOUSE48417, MOUSE48418
OG0007367	SACKO_27045	MOUSE33622
OG0007368	SACKO_03601	MOUSE27087
OG0007369	SACKO_30325	MOUSE22430
OG0007370	SACKO_19093	MOUSE04703, MOUSE04702
OG0007371	SACKO_13724	MOUSE21071, MOUSE21072
OG0007372	SACKO_04765	MOUSE42627
OG0007373	SACKO_01409	MOUSE18067
OG0007374	SACKO_12783	MOUSE40539, MOUSE40538
OG0007375	SACKO_13685	MOUSE00658, MOUSE00657, MOUSE00656, MOUSE00659
OG0007376	SACKO_30158	MOUSE32001, MOUSE32000, MOUSE31998, MOUSE31999, MOUSE31997, MOUSE31996
OG0007377	SACKO_03931	MOUSE24074, MOUSE24073
OG0007378	SACKO_28900	MOUSE04222, MOUSE04221
OG0007379	SACKO_02167	MOUSE08208, MOUSE08209
OG0007381	SACKO_28784	MOUSE06415, MOUSE06416, MOUSE06414
OG0007382	SACKO_05172	MOUSE16189, MOUSE16187, MOUSE16188, MOUSE16186
OG0007384	SACKO_27376	MOUSE06624, MOUSE06627, MOUSE06626, MOUSE06625
OG0007385	SACKO_04570	MOUSE27240, MOUSE27239, MOUSE27238
OG0007386	SACKO_01652	MOUSE35741, MOUSE35743, MOUSE35742
OG0007387	SACKO_09468	MOUSE32806
OG0007388	SACKO_14877	MOUSE35885, MOUSE35884, MOUSE35886
OG0007389	SACKO_26727	MOUSE25933, MOUSE25934
OG0007390	SACKO_33338, SACKO_33332	MOUSE38551, MOUSE38550, MOUSE38552
OG0007391	SACKO_21964	MOUSE50178, MOUSE50176, MOUSE50177
OG0007392	SACKO_27481	MOUSE32236, MOUSE32238, MOUSE32237
OG0007393	SACKO_14611	MOUSE07668
OG0007394	SACKO_03844	MOUSE42619
OG0007395	SACKO_31545	MOUSE06300, MOUSE06302, MOUSE06301
OG0007396	SACKO_26791	MOUSE48951
OG0007397	SACKO_15113	MOUSE33684
OG0007399	SACKO_31407	MOUSE43864
OG0007400	SACKO_33808	MOUSE15646
OG0007401	SACKO_08238	MOUSE13110, MOUSE54883
OG0007402	SACKO_04236	MOUSE17044, MOUSE17045
OG0007403	SACKO_01258	MOUSE40243, MOUSE40242, MOUSE40241, MOUSE40240
OG0007405	SACKO_04392	MOUSE14442
OG0007406	SACKO_00715	MOUSE15290, MOUSE15291, MOUSE15289, MOUSE15292, MOUSE15288
OG0007407	SACKO_29878	MOUSE21054
OG0007408	SACKO_14246	MOUSE13504
OG0007409	SACKO_14248	MOUSE00404, MOUSE00402
OG0007410	SACKO_23508	MOUSE12955, MOUSE14285, MOUSE14286
OG0007411	SACKO_17084	MOUSE19154, MOUSE19155
OG0007412	SACKO_32563	MOUSE23326, MOUSE23325
OG0007413	SACKO_07464	MOUSE53007
OG0007414	SACKO_27621	MOUSE33295, MOUSE33294, MOUSE33296
OG0007415	SACKO_12609	MOUSE05666
OG0007416	SACKO_12977	MOUSE36386
OG0007417	SACKO_18265	MOUSE37895, MOUSE37894
OG0007418	SACKO_04419	MOUSE04928
OG0007419	SACKO_18390	MOUSE03772
OG0007421	SACKO_24530	MOUSE02352
OG0007422	SACKO_18085	MOUSE07286, MOUSE40322, MOUSE07287, MOUSE07288
OG0007423	SACKO_05691	MOUSE15054
OG0007424	SACKO_04235	MOUSE17046
OG0007425	SACKO_04075	MOUSE18550, MOUSE18548
OG0007426	SACKO_07417	MOUSE44587
OG0007427	SACKO_06540	MOUSE46815
OG0007428	SACKO_01408	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209
OG0007429	SACKO_06357	MOUSE02008
OG0007430	SACKO_33825	MOUSE16094, MOUSE16096, MOUSE16095, MOUSE16097
OG0007431	SACKO_10373	MOUSE08705
OG0007432	SACKO_30749	MOUSE51045
OG0007433	SACKO_22715	MOUSE44443, MOUSE44444
OG0007434	SACKO_33383	MOUSE17032, MOUSE17035, MOUSE17034, MOUSE17033
OG0007435	SACKO_30923	MOUSE18373
OG0007436	SACKO_26218	MOUSE01139, MOUSE01137, MOUSE01136, MOUSE01138
OG0007437	SACKO_25222	MOUSE40494, MOUSE40495
OG0007438	SACKO_00922	MOUSE25113, MOUSE25112
OG0007439	SACKO_29991	MOUSE18803
OG0007440	SACKO_10814	MOUSE23442
OG0007441	SACKO_14251	MOUSE18962
OG0007442	SACKO_27570	MOUSE33512
OG0007443	SACKO_05431	MOUSE37706
OG0007444	SACKO_22410	MOUSE27639, MOUSE27643, MOUSE27640, MOUSE27642, MOUSE27641, MOUSE09669
OG0007445	SACKO_00305	MOUSE15761, MOUSE15762, MOUSE15760
OG0007446	SACKO_21720	MOUSE37963, MOUSE37961
OG0007447	SACKO_20393	MOUSE48737, MOUSE48736
OG0007448	SACKO_14073	MOUSE01474, MOUSE01473
OG0007450	SACKO_02178	MOUSE07464
OG0007451	SACKO_11696	MOUSE12346
OG0007452	SACKO_14474	MOUSE36786
OG0007453	SACKO_27404	MOUSE46202, MOUSE46201
OG0007454	SACKO_17444	MOUSE22524
OG0007455	SACKO_20785	MOUSE55231, MOUSE55229, MOUSE55228
OG0007456	SACKO_29043	MOUSE37583
OG0007457	SACKO_15961	MOUSE51393
OG0007458	SACKO_15110	MOUSE32631, MOUSE32630
OG0007459	SACKO_17963	MOUSE35765, MOUSE35764, MOUSE35766
OG0007460	SACKO_17949	MOUSE18660
OG0007461	SACKO_11988	MOUSE08148, MOUSE08149
OG0007462	SACKO_05918	MOUSE01188, MOUSE01187
OG0007463	SACKO_30515	MOUSE01879, MOUSE01878
OG0007464	SACKO_02099	MOUSE39781
OG0007465	SACKO_29080, SACKO_32543	MOUSE04958, MOUSE04957, MOUSE04956
OG0007466	SACKO_24925	MOUSE27626, MOUSE27627, MOUSE27628
OG0007467	SACKO_15531	MOUSE32975, MOUSE32976, MOUSE32974
OG0007468	SACKO_33602	MOUSE35897, MOUSE35894, MOUSE35895, MOUSE35898, MOUSE35896
OG0007470	SACKO_27006	MOUSE33567, MOUSE33568
OG0007471	SACKO_29617	MOUSE11862, MOUSE11861, MOUSE11859
OG0007472	SACKO_03865	MOUSE19520, MOUSE19519, MOUSE19518
OG0007473	SACKO_32479	MOUSE22462, MOUSE22461
OG0007474	SACKO_11041	MOUSE50949, MOUSE50951, MOUSE50948, MOUSE50950, MOUSE50953, MOUSE50954, MOUSE50952
OG0007476	SACKO_28051, SACKO_29210	MOUSE18470
OG0007477	SACKO_32955	MOUSE05610
OG0007479	SACKO_22023	MOUSE38571, MOUSE38570, MOUSE38569, MOUSE38573, MOUSE38572
OG0007480	SACKO_24951, SACKO_07055	MOUSE46625, MOUSE46626
OG0007481	SACKO_31380	MOUSE04304
OG0007482	SACKO_14127	MOUSE30818
OG0007483	SACKO_08109	MOUSE16635, MOUSE16636
OG0007484	SACKO_15258	MOUSE43277
OG0007485	SACKO_05144	MOUSE11693, MOUSE11694, MOUSE11691, MOUSE11692, MOUSE11690, MOUSE54164, MOUSE11689
OG0007487	SACKO_21985	MOUSE33817, MOUSE33818, MOUSE33819
OG0007488	SACKO_30038	MOUSE17251
OG0007489	SACKO_17921	MOUSE07091
OG0007490	SACKO_14226	MOUSE28197, MOUSE28196
OG0007491	SACKO_28499, SACKO_28496	MOUSE16994
OG0007492	SACKO_12362	MOUSE18165, MOUSE18164
OG0007494	SACKO_33017	MOUSE43929, MOUSE43928, MOUSE43931, MOUSE43927
OG0007495	SACKO_02132	MOUSE01208
OG0007496	SACKO_31428	MOUSE11212
OG0007497	SACKO_06621, SACKO_06624	MOUSE24117, MOUSE24116
OG0007498	SACKO_12831	MOUSE13566, MOUSE13567
OG0007499	SACKO_02321	MOUSE20297, MOUSE20299, MOUSE20298
OG0007500	SACKO_06865	MOUSE15489
OG0007501	SACKO_28161	MOUSE02118
OG0007503	SACKO_18498	MOUSE00760
OG0007504	SACKO_24887	MOUSE38710
OG0007506	SACKO_09084	MOUSE03078
OG0007507	SACKO_12372	MOUSE24531
OG0007508	SACKO_33462, SACKO_17595	MOUSE25338
OG0007509	SACKO_09775	MOUSE04914
OG0007510	SACKO_33713	MOUSE34054, MOUSE34055, MOUSE34053
OG0007513	SACKO_26100	MOUSE25012, MOUSE25011
OG0007514	SACKO_14729	MOUSE10549, MOUSE10548, MOUSE10547, MOUSE33590
OG0007516	SACKO_00310	MOUSE15129, MOUSE14514, MOUSE14513, MOUSE14512
OG0007517	SACKO_15428	MOUSE44406
OG0007518	SACKO_23420	MOUSE02001, MOUSE01999, MOUSE02000
OG0007520	SACKO_33530	MOUSE53065, MOUSE21784, MOUSE53066, MOUSE53064
OG0007522	SACKO_01536	MOUSE08043, MOUSE08042
