Orthogroup	SACKO_ok	CAPO3
OG0006278	SACKO_30172	CAPO305153
OG0006279	SACKO_18919	CAPO307288
OG0006280	SACKO_03118	CAPO308182
OG0006281	SACKO_26666	CAPO302129
OG0006284	SACKO_01400	CAPO301681
OG0006285	SACKO_22768, SACKO_34081	CAPO301258
OG0006286	SACKO_27133	CAPO304212
OG0006287	SACKO_22159	CAPO302795
OG0006288	SACKO_01301	CAPO300129
OG0006289	SACKO_31445	CAPO306652
OG0006291	SACKO_23043	CAPO308081
OG0006293	SACKO_20678	CAPO307067
OG0006294	SACKO_33988	CAPO301151
OG0006295	SACKO_07537	CAPO307143
OG0006297	SACKO_02405	CAPO301937
OG0006298	SACKO_07970	CAPO306805
OG0006299	SACKO_26388, SACKO_12264	CAPO305899
OG0006301	SACKO_14640	CAPO306072
OG0006305	SACKO_24057	CAPO303850
OG0006306	SACKO_04334	CAPO303905
OG0006309	SACKO_13569	CAPO304441
OG0006311	SACKO_26809	CAPO300748
OG0006313	SACKO_20864	CAPO306539
OG0006314	SACKO_06853, SACKO_28420, SACKO_05800, SACKO_16316, SACKO_33868, SACKO_33834	CAPO308085, CAPO301326
OG0006317	SACKO_21312	CAPO301551
OG0006319	SACKO_09566	CAPO306239
OG0006320	SACKO_23414	CAPO303864
OG0006322	SACKO_08927	CAPO305971
OG0006323	SACKO_26923	CAPO300361
OG0006324	SACKO_01809	CAPO307431
OG0006329	SACKO_30287	CAPO306283
OG0006330	SACKO_08726	CAPO301590
OG0006331	SACKO_31398	CAPO301721
OG0006332	SACKO_08811	CAPO306802, CAPO306801
OG0006334	SACKO_00491	CAPO302140
OG0006335	SACKO_22904, SACKO_22906	CAPO305790
OG0006338	SACKO_17070	CAPO300367
OG0006339	SACKO_04371	CAPO306751
OG0006340	SACKO_06436	CAPO306725
OG0006341	SACKO_03883	CAPO303256
OG0006344	SACKO_19339	CAPO307345
OG0006346	SACKO_27643	CAPO305832
OG0006347	SACKO_06194	CAPO305184
OG0006349	SACKO_07506	CAPO304057
OG0006350	SACKO_16257	CAPO302433
OG0006352	SACKO_14534	CAPO301346
OG0006353	SACKO_28090	CAPO301517
OG0006355	SACKO_30829	CAPO307129
OG0006356	SACKO_26545	CAPO305164
OG0006358	SACKO_30824, SACKO_26082	CAPO303299
OG0006359	SACKO_08209	CAPO300583
OG0006360	SACKO_25975	CAPO304103
OG0006361	SACKO_16411	CAPO308070
OG0006362	SACKO_15563	CAPO308308
OG0006363	SACKO_19522, SACKO_21880	CAPO301002
OG0006365	SACKO_13003	CAPO300671
OG0006370	SACKO_29230	CAPO300348
OG0006371	SACKO_06929, SACKO_06927, SACKO_12621	CAPO302658
OG0006372	SACKO_18473, SACKO_17152	CAPO304608
OG0006375	SACKO_15548	CAPO306256
OG0006377	SACKO_19723	CAPO307494
OG0006381	SACKO_33730	CAPO301472
OG0006382	SACKO_05639	CAPO307026
OG0006383	SACKO_16569	CAPO303174
OG0006384	SACKO_08306	CAPO305941
OG0006385	SACKO_02312	CAPO301074
OG0006386	SACKO_01546	CAPO303165
OG0006387	SACKO_32566, SACKO_32560	CAPO306319
OG0006389	SACKO_22546	CAPO302170
OG0006390	SACKO_32036	CAPO308093
OG0006392	SACKO_04750	CAPO305806
OG0006394	SACKO_05702	CAPO302470
OG0006399	SACKO_18224	CAPO307228
OG0006443	SACKO_32632	CAPO300234
OG0006447	SACKO_23062, SACKO_23074	CAPO302283
OG0006448	SACKO_32439	CAPO301094
OG0006449	SACKO_08483	CAPO305961
OG0006456	SACKO_08294	CAPO300992
OG0006457	SACKO_20814, SACKO_07052	CAPO306648
OG0006459	SACKO_12069	CAPO307843
OG0006460	SACKO_13863	CAPO308313
OG0006461	SACKO_26093	CAPO306350
OG0006462	SACKO_19260	CAPO300662
OG0006464	SACKO_17838	CAPO307754
OG0006465	SACKO_05184	CAPO307052
OG0006468	SACKO_21041	CAPO303390
OG0006469	SACKO_01034	CAPO302486
OG0006470	SACKO_26991	CAPO300984
OG0006471	SACKO_25021	CAPO303440
OG0006474	SACKO_07123	CAPO300155
OG0006475	SACKO_09202	CAPO301888
OG0006476	SACKO_06810	CAPO300216
OG0006478	SACKO_19718	CAPO301079
OG0006479	SACKO_05515	CAPO304002
OG0006480	SACKO_32951	CAPO300197
OG0006481	SACKO_32596	CAPO307580
OG0006482	SACKO_25746	CAPO305654
OG0006485	SACKO_12497	CAPO307612
OG0006487	SACKO_26592	CAPO300649
OG0006488	SACKO_14602	CAPO301772
OG0006490	SACKO_01171	CAPO301539
OG0006491	SACKO_01653	CAPO300606
OG0006493	SACKO_10566	CAPO306548
OG0006496	SACKO_27963, SACKO_32312	CAPO304473
OG0006498	SACKO_30648	CAPO301440
OG0006501	SACKO_33438	CAPO307734
OG0006502	SACKO_18119	CAPO301087
OG0006503	SACKO_26135	CAPO304660
OG0006504	SACKO_03303, SACKO_09824	CAPO302154
OG0006505	SACKO_28225	CAPO301510
OG0006507	SACKO_14097	CAPO301032
OG0006508	SACKO_20542	CAPO301635
OG0006509	SACKO_24087	CAPO304681
OG0006510	SACKO_30732	CAPO300081
OG0006512	SACKO_22144	CAPO301701
OG0006514	SACKO_14410	CAPO304095
OG0006515	SACKO_02186	CAPO306459
OG0006516	SACKO_04666	CAPO305607
OG0006517	SACKO_31036	CAPO300477
OG0006519	SACKO_09142, SACKO_31680	CAPO308006
OG0006520	SACKO_30114	CAPO300668
OG0006523	SACKO_32390	CAPO302914
OG0006526	SACKO_29622	CAPO303623
OG0006532	SACKO_08016, SACKO_03819	CAPO304147
OG0006533	SACKO_33047	CAPO305463
OG0006534	SACKO_03373	CAPO305714
OG0006536	SACKO_33595	CAPO305735
OG0006538	SACKO_18227	CAPO305091
OG0006542	SACKO_30115	CAPO305168
OG0006543	SACKO_04274	CAPO305452
OG0006544	SACKO_23966	CAPO306101
OG0006545	SACKO_27776	CAPO307929
OG0006546	SACKO_31477	CAPO305234
OG0006547	SACKO_04980	CAPO301259
OG0006549	SACKO_26105	CAPO306040
OG0006550	SACKO_32798	CAPO307487
OG0006552	SACKO_18574, SACKO_07811	CAPO301957
OG0006553	SACKO_15568	CAPO308128
OG0006554	SACKO_31239	CAPO306525
OG0006555	SACKO_19125	CAPO305951
OG0006556	SACKO_06012	CAPO304941
OG0006557	SACKO_08582	CAPO300124
OG0006561	SACKO_09099	CAPO300890
OG0006562	SACKO_33810	CAPO303607
OG0006566	SACKO_22731	CAPO303944
OG0006568	SACKO_27965	CAPO303043
OG0006569	SACKO_27176	CAPO300856
OG0006570	SACKO_25827	CAPO302571
OG0006571	SACKO_32504	CAPO306740
OG0006572	SACKO_03212	CAPO302175
OG0006573	SACKO_24507	CAPO306413
OG0006575	SACKO_11306	CAPO304950
OG0006577	SACKO_14949	CAPO300858
OG0006578	SACKO_29301	CAPO303393
OG0006580	SACKO_05003	CAPO306179
OG0006581	SACKO_32446	CAPO300223
OG0006582	SACKO_02966, SACKO_33699	CAPO305399
OG0006583	SACKO_04792	CAPO308147
OG0006584	SACKO_23948	CAPO304380
OG0006586	SACKO_27236	CAPO300241
OG0006590	SACKO_19100	CAPO304634
OG0006591	SACKO_34029	CAPO306654
OG0006592	SACKO_26488	CAPO302105
OG0006594	SACKO_03277	CAPO305352
OG0006595	SACKO_12199, SACKO_00535	CAPO306726
OG0006596	SACKO_19957	CAPO305496
OG0006597	SACKO_30631, SACKO_30596	CAPO306143
OG0006598	SACKO_00853	CAPO303505
OG0006602	SACKO_02027	CAPO306545
OG0006603	SACKO_26785	CAPO305246
OG0006604	SACKO_07557	CAPO301632
OG0006606	SACKO_14668	CAPO300627, CAPO305047
OG0006607	SACKO_23822	CAPO302836
OG0006608	SACKO_05137	CAPO304829
OG0006609	SACKO_04167	CAPO304156
OG0006610	SACKO_06748	CAPO305635
OG0006611	SACKO_24593	CAPO303370
OG0006612	SACKO_20949	CAPO303674
OG0006613	SACKO_13925	CAPO305926
OG0006614	SACKO_03768	CAPO307923
OG0006615	SACKO_30383, SACKO_14275	CAPO300892
OG0006617	SACKO_03976	CAPO304084
OG0006619	SACKO_23817	CAPO305225
OG0006622	SACKO_18492	CAPO307274
OG0006627	SACKO_03660	CAPO300634
OG0006630	SACKO_04305, SACKO_09718, SACKO_07939	CAPO301318
OG0006631	SACKO_25124	CAPO302816
OG0006633	SACKO_13776	CAPO306794
OG0006636	SACKO_20362	CAPO304383
OG0006637	SACKO_18391	CAPO304312
OG0006638	SACKO_29604	CAPO302167
OG0006640	SACKO_04468	CAPO308241
OG0006642	SACKO_10000	CAPO303206
OG0006646	SACKO_16491	CAPO308061
OG0006648	SACKO_25199, SACKO_24105	CAPO300638
OG0006651	SACKO_18929	CAPO306376
OG0006655	SACKO_02434	CAPO306982
OG0006657	SACKO_19875	CAPO304665
OG0006658	SACKO_26976	CAPO301723
OG0006662	SACKO_17036	CAPO305585
OG0006663	SACKO_10196	CAPO301399
OG0006664	SACKO_17513	CAPO302941
OG0006666	SACKO_30813	CAPO301682
OG0006667	SACKO_22738, SACKO_25306, SACKO_25302	CAPO305573
OG0006668	SACKO_24222	CAPO301053
OG0006669	SACKO_27060	CAPO301280
OG0006670	SACKO_27428	CAPO306366
OG0006671	SACKO_26651	CAPO307485
OG0006673	SACKO_18714	CAPO302685
OG0006677	SACKO_22059	CAPO304250
OG0006678	SACKO_28613	CAPO300092
OG0006680	SACKO_12693	CAPO301748
OG0006681	SACKO_28467	CAPO305354
OG0006684	SACKO_22004, SACKO_16089	CAPO305512
OG0006686	SACKO_11003	CAPO307531
OG0006690	SACKO_25519	CAPO302172
OG0006691	SACKO_00524	CAPO305670
OG0006692	SACKO_09418, SACKO_25158	CAPO302647
OG0006693	SACKO_24875	CAPO302616
OG0006694	SACKO_31335	CAPO302438
OG0006695	SACKO_20651	CAPO302533
OG0006696	SACKO_06244	CAPO303681
OG0006698	SACKO_23873, SACKO_16414	CAPO305852
OG0006702	SACKO_34080	CAPO307269
OG0006703	SACKO_34078	CAPO302601
OG0006704	SACKO_15216, SACKO_01683	CAPO305136
OG0006706	SACKO_20095	CAPO303773
OG0006707	SACKO_28521	CAPO304129
OG0006708	SACKO_16483	CAPO304327
OG0006709	SACKO_22652	CAPO302993
OG0006710	SACKO_29286	CAPO307958
OG0006712	SACKO_04882	CAPO307469
OG0006714	SACKO_25679	CAPO301000
OG0006717	SACKO_31616	CAPO305633
OG0006718	SACKO_33608	CAPO306293
OG0006719	SACKO_19074, SACKO_20323, SACKO_34027, SACKO_16662	CAPO302454
OG0006721	SACKO_12273	CAPO307315
OG0006722	SACKO_14697	CAPO304555
OG0006723	SACKO_11222	CAPO300019
OG0006724	SACKO_11219	CAPO300231
OG0006725	SACKO_01532	CAPO301206
OG0006726	SACKO_23805	CAPO303375
OG0006727	SACKO_33821	CAPO306447
OG0006728	SACKO_30037	CAPO303411
OG0006729	SACKO_27454	CAPO302448
OG0006730	SACKO_10591	CAPO307696
OG0006732	SACKO_10379	CAPO301757
OG0006733	SACKO_31600	CAPO306420
OG0006735	SACKO_20230	CAPO307764
OG0006736	SACKO_26749	CAPO301670
OG0006737	SACKO_26724	CAPO302977
OG0006738	SACKO_30322	CAPO305285
OG0006740	SACKO_14910, SACKO_14027	CAPO304581
OG0006741	SACKO_07967	CAPO306132
OG0006745	SACKO_22286	CAPO304913
OG0006750	SACKO_21365	CAPO306076
OG0006751	SACKO_29728	CAPO305160
OG0006752	SACKO_10442	CAPO301753
OG0006753	SACKO_32383	CAPO304199
OG0006754	SACKO_05330	CAPO307231
OG0006755	SACKO_14460	CAPO304099
OG0006757	SACKO_00223	CAPO308250
OG0006758	SACKO_32935	CAPO303486
OG0006759	SACKO_21854, SACKO_21858	CAPO301178
OG0006760	SACKO_27037	CAPO300357
OG0006766	SACKO_26404	CAPO300327
OG0006769	SACKO_08861	CAPO304104
OG0006772	SACKO_12476	CAPO306103
OG0006775	SACKO_06720	CAPO303956
OG0006776	SACKO_32464	CAPO307354, CAPO307229
OG0006777	SACKO_31484	CAPO308320
OG0006791	SACKO_12469	CAPO302265
OG0006826	SACKO_06213, SACKO_06211	CAPO306575
OG0006827	SACKO_07794, SACKO_00122	CAPO306579
OG0006830	SACKO_00725	CAPO304885
OG0006833	SACKO_21065	CAPO307011
OG0006838	SACKO_19296	CAPO304346
OG0006842	SACKO_25650	CAPO303033
OG0006843	SACKO_21301	CAPO301783
OG0006844	SACKO_23086	CAPO303858
OG0006845	SACKO_02323	CAPO304222
OG0006846	SACKO_31599	CAPO305985, CAPO301436
OG0006848	SACKO_16185	CAPO302750
OG0006849	SACKO_09945	CAPO306709
OG0006853	SACKO_07750	CAPO305011
OG0006856	SACKO_22741	CAPO306926
OG0006857	SACKO_21109	CAPO304592
OG0006860	SACKO_25058	CAPO304880
OG0006862	SACKO_11949	CAPO306834
OG0006864	SACKO_06208	CAPO300266
OG0006865	SACKO_19314	CAPO300579
OG0006867	SACKO_03131	CAPO304561
OG0006868	SACKO_03104	CAPO304824
OG0006869	SACKO_23624	CAPO303718
OG0006870	SACKO_26119, SACKO_26148	CAPO305471
OG0006872	SACKO_04960	CAPO305763, CAPO306267
OG0006874	SACKO_15547, SACKO_02225	CAPO303002
OG0006875	SACKO_22942	CAPO300245
OG0006876	SACKO_17712	CAPO301384
OG0006877	SACKO_14432	CAPO303758
OG0006880	SACKO_17519	CAPO300637
OG0006881	SACKO_20383	CAPO307302
OG0006886	SACKO_06965	CAPO308008
OG0006887	SACKO_27302	CAPO303330
OG0006888	SACKO_27706	CAPO300481
OG0006889	SACKO_32132	CAPO305411
OG0006890	SACKO_33625	CAPO301774
OG0006892	SACKO_00620	CAPO306271
OG0006893	SACKO_28747	CAPO308281
OG0006894	SACKO_16651	CAPO305493
OG0006895	SACKO_32185	CAPO305321
OG0006897	SACKO_12096	CAPO305270
OG0006898	SACKO_25156	CAPO307616
OG0006901	SACKO_00618, SACKO_06914	CAPO301222
OG0006904	SACKO_23273	CAPO301235
OG0006906	SACKO_29713	CAPO307116
OG0006912	SACKO_03250	CAPO306387
OG0006914	SACKO_08710	CAPO302212
OG0006915	SACKO_13525	CAPO305363
OG0006916	SACKO_05125	CAPO306266
OG0006918	SACKO_21493	CAPO303362
OG0006923	SACKO_04201	CAPO302381, CAPO303076
OG0006924	SACKO_17426	CAPO304320
OG0006925	SACKO_14274	CAPO306734
OG0006926	SACKO_18234	CAPO303493
OG0006927	SACKO_18408	CAPO303700
OG0006930	SACKO_25047, SACKO_00590, SACKO_14774	CAPO301522
OG0006931	SACKO_30476	CAPO300460
OG0006932	SACKO_05700	CAPO305813
OG0006934	SACKO_26364	CAPO304656
OG0006935	SACKO_30206	CAPO305404
OG0006936	SACKO_24103	CAPO301255
OG0006937	SACKO_16830	CAPO300724
OG0006939	SACKO_12961	CAPO300423
OG0006940	SACKO_27738	CAPO308295
OG0006942	SACKO_03113	CAPO305131
OG0006943	SACKO_27117	CAPO300653
OG0006944	SACKO_33729	CAPO301423
OG0006945	SACKO_12889	CAPO304257
OG0006947	SACKO_13229	CAPO303778
OG0006948	SACKO_15576	CAPO307507
OG0006949	SACKO_13058	CAPO300866
OG0006951	SACKO_21845	CAPO302915
OG0006952	SACKO_23323	CAPO308002
OG0006953	SACKO_27273	CAPO302825
OG0006957	SACKO_15008	CAPO304410
OG0006959	SACKO_10040	CAPO305847
OG0006960	SACKO_24309	CAPO306688
OG0006962	SACKO_28588	CAPO307572
OG0006964	SACKO_17635, SACKO_29390	CAPO306352
OG0006966	SACKO_26125	CAPO304695
OG0006967	SACKO_02771	CAPO303820
OG0006968	SACKO_17433	CAPO301435
OG0006969	SACKO_25282	CAPO306618
OG0006970	SACKO_29344	CAPO304851
OG0006971	SACKO_05441	CAPO303658
OG0006973	SACKO_24277	CAPO306305
OG0006977	SACKO_29829	CAPO305268
OG0006978	SACKO_05070	CAPO304336
OG0006979	SACKO_20315	CAPO300168
OG0006980	SACKO_19310	CAPO305562
OG0006982	SACKO_03394	CAPO305716
OG0006983	SACKO_01062	CAPO300916
OG0006989	SACKO_22945	CAPO302679
OG0006991	SACKO_18032	CAPO303392
OG0006992	SACKO_25684	CAPO305740
OG0006993	SACKO_10563	CAPO305954
OG0006994	SACKO_07891	CAPO306564
OG0006995	SACKO_20027	CAPO306435
OG0006997	SACKO_23615	CAPO304873
OG0006998	SACKO_08038	CAPO301390
OG0006999	SACKO_08484	CAPO303913
OG0007001	SACKO_30491	CAPO305444
OG0007002	SACKO_25761, SACKO_25783	CAPO304225
OG0007003	SACKO_04932	CAPO302304
OG0007005	SACKO_29350	CAPO303654
OG0007007	SACKO_10810	CAPO302408
OG0007009	SACKO_08522	CAPO305960
OG0007010	SACKO_15717	CAPO301780
OG0007011	SACKO_30640, SACKO_30612	CAPO301128
OG0007012	SACKO_31857	CAPO304946
OG0007013	SACKO_28712	CAPO303300
OG0007015	SACKO_30224	CAPO305278
OG0007016	SACKO_32125	CAPO304972
OG0007017	SACKO_26693	CAPO301345
OG0007018	SACKO_22032	CAPO300889
OG0007019	SACKO_00988	CAPO304408
OG0007020	SACKO_02385, SACKO_06133	CAPO303562, CAPO308296
OG0007021	SACKO_33492	CAPO306622
OG0007022	SACKO_04163	CAPO303253
OG0007024	SACKO_26052	CAPO302054
OG0007025	SACKO_10243	CAPO302785
OG0007026	SACKO_08329	CAPO304159
OG0007029	SACKO_32173	CAPO302104
OG0007030	SACKO_29671	CAPO303845
OG0007032	SACKO_30433	CAPO304830
OG0007033	SACKO_06084	CAPO305180
OG0007034	SACKO_14166	CAPO306932
OG0007038	SACKO_13342	CAPO302068
OG0007040	SACKO_25776	CAPO306537
OG0007042	SACKO_29304	CAPO307996
OG0007043	SACKO_16636	CAPO305780
OG0007044	SACKO_11609	CAPO307221
OG0007045	SACKO_06007	CAPO305958
OG0007046	SACKO_31329	CAPO305591
OG0007047	SACKO_28516	CAPO305693
OG0007048	SACKO_28782	CAPO302164
OG0007049	SACKO_12577	CAPO305031
OG0007050	SACKO_00112	CAPO307898
OG0007055	SACKO_25420, SACKO_30832	CAPO304778
OG0007057	SACKO_13231	CAPO304630
OG0007058	SACKO_19922	CAPO301734, CAPO304572
OG0007059	SACKO_11009	CAPO303590, CAPO303318
OG0007061	SACKO_33581	CAPO305340
OG0007062	SACKO_09547	CAPO302545
OG0007063	SACKO_33318	CAPO308261
OG0007065	SACKO_12649	CAPO301537
OG0007068	SACKO_05837	CAPO307887
OG0007069	SACKO_17925	CAPO307200
OG0007072	SACKO_32079, SACKO_32085	CAPO306160
OG0007073	SACKO_04610	CAPO302936
OG0007074	SACKO_29343	CAPO306910
OG0007076	SACKO_08115	CAPO300474
OG0007081	SACKO_11465	CAPO305760
OG0007084	SACKO_17427	CAPO307673
OG0007086	SACKO_10845	CAPO306079
OG0007089	SACKO_08418	CAPO300706
OG0007090	SACKO_33532	CAPO300368
OG0007091	SACKO_20838	CAPO304945
OG0007092	SACKO_03845	CAPO304498, CAPO305528
OG0007093	SACKO_22444	CAPO308175
OG0007094	SACKO_20466	CAPO301835
OG0007095	SACKO_23495	CAPO304293
OG0007097	SACKO_29405	CAPO302515
OG0007098	SACKO_16364	CAPO301993
OG0007099	SACKO_06122	CAPO304218
OG0007100	SACKO_14090	CAPO302645
OG0007106	SACKO_10813	CAPO302226
OG0007112	SACKO_08725	CAPO303793
OG0007114	SACKO_26820	CAPO305243
OG0007118	SACKO_25201	CAPO306502
OG0007119	SACKO_25634	CAPO303656
OG0007121	SACKO_15333	CAPO305337
OG0007122	SACKO_19303	CAPO302728
OG0007124	SACKO_01895	CAPO307876
OG0007127	SACKO_10394	CAPO305077
OG0007128	SACKO_24044	CAPO303539
OG0007130	SACKO_32058	CAPO302224
OG0007131	SACKO_20356	CAPO304315
OG0007132	SACKO_28911	CAPO301608
OG0007133	SACKO_04847	CAPO305338
OG0007134	SACKO_04090, SACKO_04099	CAPO302517
OG0007137	SACKO_25595, SACKO_25596	CAPO303287
OG0007138	SACKO_09225	CAPO307436
OG0007139	SACKO_05472	CAPO302325
OG0007141	SACKO_27200	CAPO306130
OG0007143	SACKO_00838	CAPO307276
OG0007144	SACKO_09057	CAPO301797
OG0007145	SACKO_10133, SACKO_30883	CAPO305008
OG0007146	SACKO_33294	CAPO306800
OG0007147	SACKO_04639	CAPO305032
OG0007150	SACKO_30213	CAPO304704
OG0007151	SACKO_10702, SACKO_10705	CAPO304299
OG0007154	SACKO_12031	CAPO302715
OG0007158	SACKO_10668	CAPO303011
OG0007160	SACKO_19931	CAPO301230
OG0007162	SACKO_13612, SACKO_12527	CAPO305815
OG0007163	SACKO_09049	CAPO306908
OG0007165	SACKO_23160	CAPO300764
OG0007166	SACKO_00991	CAPO301841
OG0007168	SACKO_22974	CAPO304836
OG0007173	SACKO_33101	CAPO305749, CAPO300679
OG0007174	SACKO_28329	CAPO304732
OG0007175	SACKO_33520	CAPO300929
OG0007176	SACKO_13690	CAPO305825
OG0007178	SACKO_09618, SACKO_14516	CAPO306843
OG0007180	SACKO_16530	CAPO300869
OG0007181	SACKO_31454	CAPO302549
OG0007182	SACKO_28417	CAPO302258
OG0007183	SACKO_20614	CAPO303453
OG0007184	SACKO_14227	CAPO304626
OG0007186	SACKO_09431	CAPO306272
OG0007191	SACKO_04254	CAPO307327
OG0007192	SACKO_32927	CAPO307148
OG0007194	SACKO_32096	CAPO304755
OG0007199	SACKO_11812	CAPO300510
OG0007201	SACKO_28668	CAPO305686
OG0007204	SACKO_25673	CAPO305874, CAPO302078
OG0007213	SACKO_28190	CAPO300546
OG0007248	SACKO_27874	CAPO305807
OG0007249	SACKO_25077	CAPO303771, CAPO304279
OG0007251	SACKO_12297	CAPO307515
OG0007254	SACKO_20296	CAPO300342
OG0007258	SACKO_02451	CAPO301895
OG0007261	SACKO_25008	CAPO306348
OG0007266	SACKO_05789	CAPO305560
OG0007269	SACKO_20712	CAPO305691
OG0007272	SACKO_14207	CAPO303817, CAPO303673
OG0007273	SACKO_19181, SACKO_24711	CAPO305134
OG0007276	SACKO_16517	CAPO301595
OG0007279	SACKO_11089	CAPO302557
OG0007281	SACKO_22381	CAPO304423
OG0007282	SACKO_29535	CAPO300960
OG0007283	SACKO_27350	CAPO304757
OG0007291	SACKO_04875	CAPO307621
OG0007292	SACKO_32636	CAPO302024
OG0007293	SACKO_21270	CAPO301970
OG0007297	SACKO_13440	CAPO305876
OG0007299	SACKO_21476	CAPO308254
OG0007300	SACKO_30319	CAPO301046
OG0007301	SACKO_17413	CAPO301996
OG0007302	SACKO_14579	CAPO307174
OG0007303	SACKO_09372	CAPO302064
OG0007304	SACKO_08660, SACKO_17525	CAPO306505
OG0007305	SACKO_26897	CAPO303443
OG0007307	SACKO_04769	CAPO304518, CAPO304185
OG0007309	SACKO_11958	CAPO300726
OG0007313	SACKO_05604	CAPO302761
OG0007314	SACKO_09098	CAPO307151
OG0007315	SACKO_24098	CAPO300478
OG0007317	SACKO_26981	CAPO306655
OG0007319	SACKO_25268	CAPO300742
OG0007320	SACKO_12083	CAPO300324
OG0007321	SACKO_15330	CAPO307651
OG0007322	SACKO_21358	CAPO301300
OG0007325	SACKO_13504	CAPO305675
OG0007326	SACKO_01111	CAPO304342
OG0007329	SACKO_22780	CAPO306408
OG0007330	SACKO_30586	CAPO300366
OG0007335	SACKO_12354	CAPO304929
OG0007336	SACKO_09463	CAPO304895
OG0007339	SACKO_24568	CAPO300192
OG0007341	SACKO_17570	CAPO300898
OG0007342	SACKO_14494	CAPO300397
OG0007343	SACKO_25659	CAPO305744
OG0007347	SACKO_30253	CAPO302872
OG0007348	SACKO_03593	CAPO307161
OG0007350	SACKO_19341	CAPO306078
OG0007352	SACKO_07748	CAPO306052
OG0007353	SACKO_16413	CAPO302025
OG0007354	SACKO_06474	CAPO303485
OG0007355	SACKO_03780	CAPO307111
OG0007356	SACKO_16209	CAPO306331
OG0007357	SACKO_11982	CAPO304967
OG0007361	SACKO_22476	CAPO305039
OG0007363	SACKO_14533	CAPO304834
OG0007364	SACKO_04078	CAPO303075
OG0007365	SACKO_20999	CAPO306500
OG0007366	SACKO_15845	CAPO305485
OG0007367	SACKO_27045	CAPO305088
OG0007368	SACKO_03601	CAPO305250
OG0007369	SACKO_30325	CAPO300391
OG0007371	SACKO_13724	CAPO305453
OG0007372	SACKO_04765	CAPO307960
OG0007373	SACKO_01409	CAPO301099
OG0007376	SACKO_30158	CAPO302556
OG0007377	SACKO_03931	CAPO306927
OG0007378	SACKO_28900	CAPO307557
OG0007379	SACKO_02167	CAPO305130
OG0007381	SACKO_28784	CAPO303646
OG0007382	SACKO_05172	CAPO305525
OG0007385	SACKO_04570	CAPO304120
OG0007387	SACKO_09468	CAPO304030
OG0007388	SACKO_14877	CAPO306166
OG0007391	SACKO_21964	CAPO304827
OG0007392	SACKO_27481	CAPO303501
OG0007393	SACKO_14611	CAPO301859
OG0007395	SACKO_31545	CAPO302788
OG0007396	SACKO_26791	CAPO302581
OG0007397	SACKO_15113	CAPO300434
OG0007399	SACKO_31407	CAPO306050
OG0007401	SACKO_08238	CAPO302124
OG0007402	SACKO_04236	CAPO306401
OG0007405	SACKO_04392	CAPO303800
OG0007407	SACKO_29878	CAPO306953
OG0007408	SACKO_14246	CAPO303491
OG0007409	SACKO_14248	CAPO305402
OG0007411	SACKO_17084	CAPO300699
OG0007412	SACKO_32563	CAPO302107
OG0007413	SACKO_07464	CAPO305882
OG0007414	SACKO_27621	CAPO300363
OG0007415	SACKO_12609	CAPO307758, CAPO301270
OG0007417	SACKO_18265	CAPO303652
OG0007418	SACKO_04419	CAPO300947
OG0007421	SACKO_24530	CAPO301566
OG0007422	SACKO_18085	CAPO301771
OG0007424	SACKO_04235	CAPO304349
OG0007425	SACKO_04075	CAPO303896
OG0007428	SACKO_01408	CAPO301768
OG0007431	SACKO_10373	CAPO304150
OG0007432	SACKO_30749	CAPO307504
OG0007433	SACKO_22715	CAPO307042
OG0007437	SACKO_25222	CAPO302606
OG0007439	SACKO_29991	CAPO300813
OG0007440	SACKO_10814	CAPO302516
OG0007441	SACKO_14251	CAPO304615
OG0007442	SACKO_27570	CAPO308291
OG0007446	SACKO_21720	CAPO303088
OG0007447	SACKO_20393	CAPO301482
OG0007451	SACKO_11696	CAPO303173
OG0007455	SACKO_20785	CAPO303919
OG0007456	SACKO_29043	CAPO301020
OG0007457	SACKO_15961	CAPO302854
OG0007458	SACKO_15110	CAPO300350
OG0007459	SACKO_17963	CAPO304746
OG0007462	SACKO_05918	CAPO300088
OG0007463	SACKO_30515	CAPO300212
OG0007466	SACKO_24925	CAPO300471
OG0007470	SACKO_27006	CAPO304669
OG0007471	SACKO_29617	CAPO307438
OG0007472	SACKO_03865	CAPO302245
OG0007473	SACKO_32479	CAPO303433
OG0007476	SACKO_28051, SACKO_29210	CAPO303558
OG0007480	SACKO_24951, SACKO_07055	CAPO306792
OG0007482	SACKO_14127	CAPO307266
OG0007483	SACKO_08109	CAPO300503
OG0007484	SACKO_15258	CAPO302421
OG0007488	SACKO_30038	CAPO308146
OG0007490	SACKO_14226	CAPO303421
OG0007491	SACKO_28499, SACKO_28496	CAPO304949
OG0007494	SACKO_33017	CAPO300105
OG0007496	SACKO_31428	CAPO306996
OG0007498	SACKO_12831	CAPO306301
OG0007499	SACKO_02321	CAPO302974
OG0007503	SACKO_18498	CAPO308251
OG0007506	SACKO_17615, SACKO_09084	CAPO305836
OG0007508	SACKO_33462, SACKO_17595	CAPO306367
OG0007509	SACKO_09775	CAPO301428
OG0007510	SACKO_33713	CAPO303897
OG0007513	SACKO_26100	CAPO308263
OG0007518	SACKO_23420	CAPO304172
OG0007524	SACKO_31649	CAPO306111
OG0007525	SACKO_33529	CAPO300836
OG0007527	SACKO_19027	CAPO306220
OG0007529	SACKO_33380	CAPO307735
