Orthogroup	SACKO_ok	ORYLA
OG0006323	SACKO_26923	ORYLA08641
OG0006324	SACKO_01809	ORYLA07027
OG0006326	SACKO_09219	ORYLA06678
OG0006327	SACKO_19203, SACKO_13310	ORYLA19841
OG0006328	SACKO_25856, SACKO_13670	ORYLA02179, ORYLA02180
OG0006329	SACKO_30287	ORYLA17793
OG0006330	SACKO_08726	ORYLA12144
OG0006331	SACKO_31398	ORYLA03044
OG0006332	SACKO_08811	ORYLA12489
OG0006333	SACKO_11667	ORYLA09732, ORYLA10226
OG0006334	SACKO_00491	ORYLA00853
OG0006335	SACKO_22904, SACKO_22906	ORYLA13756
OG0006338	SACKO_17070	ORYLA07080, ORYLA13064
OG0006339	SACKO_04371	ORYLA02765
OG0006340	SACKO_06436	ORYLA05277
OG0006341	SACKO_03883	ORYLA17094
OG0006343	SACKO_30601	ORYLA00514
OG0006344	SACKO_19343, SACKO_19339	ORYLA09235, ORYLA07107
OG0006345	SACKO_30868	ORYLA06394
OG0006346	SACKO_27643	ORYLA03560
OG0006347	SACKO_06194	ORYLA08655
OG0006348	SACKO_14257	ORYLA17683
OG0006350	SACKO_16257	ORYLA05826
OG0006351	SACKO_11606	ORYLA09454
OG0006352	SACKO_14534	ORYLA00408, ORYLA01498
OG0006353	SACKO_28090	ORYLA03383
OG0006354	SACKO_03385	ORYLA17693
OG0006355	SACKO_30829	ORYLA14059
OG0006356	SACKO_26545	ORYLA04352
OG0006357	SACKO_31096	ORYLA13109
OG0006359	SACKO_08209	ORYLA06276
OG0006360	SACKO_25975	ORYLA11287
OG0006361	SACKO_16411	ORYLA15180
OG0006362	SACKO_15563	ORYLA05430
OG0006363	SACKO_19522, SACKO_21880	ORYLA04345
OG0006364	SACKO_17091	ORYLA17402, ORYLA17403
OG0006365	SACKO_13003	ORYLA07547
OG0006366	SACKO_06614	ORYLA03615
OG0006367	SACKO_13989	ORYLA10820
OG0006368	SACKO_12851	ORYLA07849
OG0006370	SACKO_29230	ORYLA09199
OG0006372	SACKO_18473, SACKO_17152	ORYLA10156
OG0006373	SACKO_10064	ORYLA00612
OG0006375	SACKO_15548	ORYLA07773
OG0006376	SACKO_17514	ORYLA18136
OG0006377	SACKO_19723	ORYLA02527
OG0006379	SACKO_17686, SACKO_17696	ORYLA02129
OG0006380	SACKO_03771	ORYLA01349
OG0006381	SACKO_33730	ORYLA11043, ORYLA15094
OG0006382	SACKO_05639	ORYLA10097, ORYLA10098
OG0006383	SACKO_16569	ORYLA04517
OG0006384	SACKO_08306	ORYLA17068
OG0006386	SACKO_01546	ORYLA19015
OG0006387	SACKO_32566, SACKO_32560	ORYLA10627
OG0006388	SACKO_05668	ORYLA16292, ORYLA00766
OG0006389	SACKO_22546	ORYLA12499
OG0006390	SACKO_32036	ORYLA19642
OG0006391	SACKO_27250	ORYLA03666
OG0006392	SACKO_04750	ORYLA09388
OG0006393	SACKO_12179	ORYLA00411, ORYLA13211
OG0006394	SACKO_05702	ORYLA00283
OG0006396	SACKO_27560	ORYLA17433
OG0006399	SACKO_18224	ORYLA17610
OG0006401	SACKO_27260	ORYLA08618, ORYLA18378
OG0006402	SACKO_22620	ORYLA00429
OG0006404	SACKO_01108	ORYLA14845
OG0006407	SACKO_17793	ORYLA05579
OG0006408	SACKO_11973	ORYLA11884, ORYLA11885
OG0006414	SACKO_15972	ORYLA02371, ORYLA14953, ORYLA14955, ORYLA17953, ORYLA19069
OG0006416	SACKO_08098, SACKO_08096	ORYLA09047
OG0006442	SACKO_02156	ORYLA13339
OG0006443	SACKO_32632	ORYLA04866
OG0006446	SACKO_13651	ORYLA18017
OG0006447	SACKO_23062, SACKO_23074	ORYLA18018
OG0006448	SACKO_32439	ORYLA06428, ORYLA06429
OG0006449	SACKO_08483	ORYLA02199
OG0006452	SACKO_00311	ORYLA14233
OG0006454	SACKO_15044	ORYLA04312
OG0006456	SACKO_08294	ORYLA01861
OG0006457	SACKO_20814	ORYLA14262
OG0006459	SACKO_12069	ORYLA14803
OG0006460	SACKO_13863	ORYLA04920
OG0006461	SACKO_26093	ORYLA15523
OG0006462	SACKO_19260	ORYLA07799
OG0006463	SACKO_29245	ORYLA14103
OG0006464	SACKO_17838	ORYLA13278
OG0006465	SACKO_05184	ORYLA00104
OG0006468	SACKO_21041	ORYLA19099
OG0006469	SACKO_01034	ORYLA00255
OG0006470	SACKO_26991	ORYLA00368
OG0006471	SACKO_25021	ORYLA19660
OG0006472	SACKO_22346, SACKO_33761	ORYLA07638
OG0006474	SACKO_07123	ORYLA17369
OG0006475	SACKO_09202	ORYLA09150
OG0006476	SACKO_06810	ORYLA04028
OG0006477	SACKO_06452	ORYLA12051
OG0006478	SACKO_19718	ORYLA18550
OG0006479	SACKO_05515	ORYLA15648
OG0006480	SACKO_32951	ORYLA00896
OG0006481	SACKO_32596	ORYLA04413
OG0006482	SACKO_25746	ORYLA17211
OG0006483	SACKO_03847	ORYLA10393
OG0006485	SACKO_12497	ORYLA07384, ORYLA07383
OG0006486	SACKO_14101	ORYLA01412
OG0006487	SACKO_26592	ORYLA15532, ORYLA15531
OG0006488	SACKO_14602	ORYLA03055
OG0006490	SACKO_01171	ORYLA14766
OG0006491	SACKO_01653	ORYLA08851
OG0006492	SACKO_04874	ORYLA15208
OG0006493	SACKO_10566	ORYLA06218
OG0006494	SACKO_08429	ORYLA06580
OG0006495	SACKO_10576	ORYLA07421
OG0006496	SACKO_27963, SACKO_32312	ORYLA06776
OG0006497	SACKO_32931	ORYLA04913
OG0006498	SACKO_30648	ORYLA10742
OG0006499	SACKO_00231	ORYLA13225
OG0006500	SACKO_27834	ORYLA10496
OG0006501	SACKO_33438	ORYLA03041
OG0006502	SACKO_18119	ORYLA16801, ORYLA16800
OG0006503	SACKO_26135	ORYLA00936
OG0006505	SACKO_28225	ORYLA08906, ORYLA06614
OG0006506	SACKO_33658, SACKO_13927, SACKO_23304	ORYLA08840
OG0006507	SACKO_14097	ORYLA15791, ORYLA15790
OG0006508	SACKO_20542	ORYLA14077
OG0006509	SACKO_24087	ORYLA07227
OG0006510	SACKO_30732	ORYLA14338
OG0006511	SACKO_30734	ORYLA14129, ORYLA14130
OG0006512	SACKO_22144	ORYLA01466
OG0006513	SACKO_01815	ORYLA18476
OG0006514	SACKO_14410	ORYLA20423
OG0006515	SACKO_02186	ORYLA10705
OG0006516	SACKO_04666	ORYLA10111, ORYLA10110
OG0006517	SACKO_31036	ORYLA06301
OG0006518	SACKO_14657	ORYLA19034
OG0006519	SACKO_09142	ORYLA11456
OG0006520	SACKO_30114	ORYLA04037
OG0006523	SACKO_32390	ORYLA03670
OG0006524	SACKO_07943	ORYLA14673
OG0006525	SACKO_26613	ORYLA16237
OG0006526	SACKO_29622	ORYLA19079
OG0006527	SACKO_17317	ORYLA16408
OG0006528	SACKO_02110	ORYLA08757
OG0006530	SACKO_11848, SACKO_11853	ORYLA06110
OG0006532	SACKO_08016, SACKO_03819	ORYLA12770
OG0006536	SACKO_33595	ORYLA00277
OG0006537	SACKO_31057	ORYLA18614
OG0006538	SACKO_18227	ORYLA12235
OG0006542	SACKO_30115	ORYLA04038
OG0006543	SACKO_04274	ORYLA05121
OG0006545	SACKO_27776	ORYLA01750
OG0006547	SACKO_04980	ORYLA04432
OG0006549	SACKO_26105	ORYLA10840
OG0006550	SACKO_32798	ORYLA11254
OG0006551	SACKO_28523	ORYLA09374
OG0006552	SACKO_18574, SACKO_07811	ORYLA02423
OG0006553	SACKO_15568	ORYLA00553
OG0006554	SACKO_31239	ORYLA02770
OG0006555	SACKO_19125	ORYLA08557
OG0006556	SACKO_06012	ORYLA10590
OG0006557	SACKO_08582	ORYLA17641
OG0006559	SACKO_27620	ORYLA13088, ORYLA02615
OG0006560	SACKO_31622	ORYLA11992
OG0006561	SACKO_09099	ORYLA11401
OG0006562	SACKO_33810	ORYLA02977
OG0006563	SACKO_15320	ORYLA12120
OG0006564	SACKO_05452	ORYLA03066
OG0006565	SACKO_19582	ORYLA19532, ORYLA14158
OG0006566	SACKO_22731	ORYLA16816
OG0006567	SACKO_20834	ORYLA14215
OG0006568	SACKO_27965	ORYLA00111
OG0006569	SACKO_27176	ORYLA04751
OG0006571	SACKO_32504	ORYLA18093
OG0006573	SACKO_24507	ORYLA04375
OG0006574	SACKO_15526	ORYLA13477
OG0006577	SACKO_14949	ORYLA04095
OG0006578	SACKO_29301	ORYLA02514
OG0006579	SACKO_12197	ORYLA07356
OG0006580	SACKO_05003	ORYLA18562
OG0006581	SACKO_32446	ORYLA14939
OG0006583	SACKO_04792	ORYLA11606
OG0006584	SACKO_23948	ORYLA05604
OG0006585	SACKO_09086	ORYLA04761
OG0006586	SACKO_27236	ORYLA14580
OG0006588	SACKO_23697	ORYLA16204
OG0006589	SACKO_16206	ORYLA19520
OG0006590	SACKO_19100	ORYLA15302
OG0006591	SACKO_34029	ORYLA05510
OG0006592	SACKO_26488	ORYLA15483
OG0006593	SACKO_23846	ORYLA07057
OG0006594	SACKO_03277	ORYLA07714
OG0006595	SACKO_12199	ORYLA08079
OG0006597	SACKO_30631, SACKO_30596	ORYLA00971
OG0006598	SACKO_00853	ORYLA17695
OG0006599	SACKO_29697	ORYLA17550, ORYLA17318
OG0006601	SACKO_32933	ORYLA10284
OG0006602	SACKO_02027	ORYLA00714
OG0006603	SACKO_26785	ORYLA15058
OG0006604	SACKO_07557	ORYLA03264
OG0006605	SACKO_33361	ORYLA07521
OG0006606	SACKO_14668	ORYLA15309
OG0006607	SACKO_23822	ORYLA05978
OG0006609	SACKO_04167	ORYLA09197
OG0006610	SACKO_06748	ORYLA00548
OG0006611	SACKO_24593	ORYLA16098
OG0006612	SACKO_20949	ORYLA12921
OG0006613	SACKO_13925	ORYLA12182
OG0006614	SACKO_03768	ORYLA10829
OG0006615	SACKO_30383, SACKO_14275	ORYLA01747
OG0006617	SACKO_03976	ORYLA08547
OG0006619	SACKO_23817	ORYLA06288
OG0006620	SACKO_07261	ORYLA10618, ORYLA11720
OG0006621	SACKO_16054	ORYLA04538
OG0006622	SACKO_18492	ORYLA04282
OG0006623	SACKO_03259, SACKO_12638	ORYLA14630
OG0006624	SACKO_27277	ORYLA06131, ORYLA06132
OG0006626	SACKO_02165	ORYLA17629
OG0006627	SACKO_03660	ORYLA17509
OG0006628	SACKO_17452	ORYLA12154
OG0006630	SACKO_09718	ORYLA12196
OG0006631	SACKO_25124	ORYLA09701
OG0006632	SACKO_11006	ORYLA01518, ORYLA01497
OG0006633	SACKO_13776	ORYLA06549
OG0006634	SACKO_31184	ORYLA05221
OG0006635	SACKO_20545	ORYLA17870
OG0006636	SACKO_20362	ORYLA05802
OG0006637	SACKO_18391	ORYLA08373
OG0006639	SACKO_11801	ORYLA00861, ORYLA00862, ORYLA07297
OG0006640	SACKO_04468	ORYLA07344
OG0006641	SACKO_22631, SACKO_14926	ORYLA10252
OG0006642	SACKO_10000	ORYLA04894
OG0006645	SACKO_02573	ORYLA05680
OG0006646	SACKO_16491	ORYLA12692, ORYLA12691
OG0006647	SACKO_29007	ORYLA06525
OG0006649	SACKO_17731, SACKO_03126	ORYLA16663
OG0006650	SACKO_25083	ORYLA15299
OG0006651	SACKO_18929	ORYLA04105
OG0006652	SACKO_18062	ORYLA10471
OG0006653	SACKO_02145, SACKO_32093	ORYLA06299
OG0006654	SACKO_27363	ORYLA11524
OG0006655	SACKO_02434	ORYLA17342
OG0006658	SACKO_26976	ORYLA11434
OG0006660	SACKO_30823	ORYLA13850
OG0006661	SACKO_10562	ORYLA04185
OG0006662	SACKO_17036	ORYLA14512
OG0006663	SACKO_10196	ORYLA03621
OG0006664	SACKO_17513	ORYLA09332
OG0006666	SACKO_30813	ORYLA20165
OG0006667	SACKO_22738, SACKO_25306, SACKO_25302	ORYLA06327
OG0006668	SACKO_24222	ORYLA08545
OG0006669	SACKO_27060	ORYLA02526
OG0006671	SACKO_26651	ORYLA18969
OG0006672	SACKO_20458	ORYLA10362
OG0006673	SACKO_18714	ORYLA17788
OG0006675	SACKO_01088	ORYLA11228
OG0006677	SACKO_22059	ORYLA05809
OG0006678	SACKO_28613	ORYLA16789
OG0006679	SACKO_30215	ORYLA07862
OG0006680	SACKO_12693	ORYLA13976
OG0006681	SACKO_28467	ORYLA11715
OG0006683	SACKO_09544	ORYLA15512
OG0006684	SACKO_22004, SACKO_16089	ORYLA11012
OG0006685	SACKO_31455, SACKO_30741	ORYLA11878, ORYLA08944
OG0006686	SACKO_11003	ORYLA18912
OG0006687	SACKO_03685	ORYLA05969
OG0006688	SACKO_16160	ORYLA07474
OG0006689	SACKO_12060	ORYLA14988
OG0006690	SACKO_25519	ORYLA15449
OG0006692	SACKO_09418, SACKO_25158	ORYLA18541
OG0006693	SACKO_24875	ORYLA00439
OG0006694	SACKO_31335	ORYLA11331
OG0006695	SACKO_20651	ORYLA03032
OG0006696	SACKO_06244	ORYLA04969, ORYLA10116
OG0006697	SACKO_24138	ORYLA08123, ORYLA04932
OG0006698	SACKO_23873, SACKO_16414	ORYLA05714
OG0006702	SACKO_34080	ORYLA01940
OG0006703	SACKO_34078	ORYLA09239
OG0006705	SACKO_22310	ORYLA13053
OG0006706	SACKO_20095	ORYLA06274
OG0006707	SACKO_28521	ORYLA15902
OG0006708	SACKO_16483	ORYLA06046
OG0006709	SACKO_22652	ORYLA09857
OG0006710	SACKO_29286	ORYLA07507
OG0006711	SACKO_24778	ORYLA12230
OG0006712	SACKO_04882	ORYLA16175
OG0006713	SACKO_04677	ORYLA10516, ORYLA11956
OG0006714	SACKO_25679	ORYLA03957, ORYLA01323
OG0006715	SACKO_32024	ORYLA16203
OG0006717	SACKO_31616	ORYLA01078
OG0006718	SACKO_33608	ORYLA05056
OG0006719	SACKO_19074, SACKO_20323, SACKO_34027, SACKO_16662	ORYLA00231
OG0006720	SACKO_11232	ORYLA13526
OG0006721	SACKO_12273	ORYLA06875
OG0006722	SACKO_14697	ORYLA19383
OG0006723	SACKO_11222	ORYLA15389
OG0006724	SACKO_11219	ORYLA18498
OG0006725	SACKO_01532	ORYLA13855
OG0006726	SACKO_23805	ORYLA18866
OG0006727	SACKO_33821	ORYLA11933
OG0006728	SACKO_30037	ORYLA05670
OG0006729	SACKO_27454	ORYLA17444
OG0006730	SACKO_10591	ORYLA15663
OG0006731	SACKO_23635	ORYLA05562
OG0006732	SACKO_10379	ORYLA18287
OG0006733	SACKO_31600	ORYLA01038
OG0006734	SACKO_31618	ORYLA19310
OG0006735	SACKO_20230	ORYLA14353
OG0006737	SACKO_26724	ORYLA08275
OG0006738	SACKO_30322	ORYLA19668
OG0006739	SACKO_07780, SACKO_09995	ORYLA19509
OG0006741	SACKO_07967	ORYLA14536
OG0006742	SACKO_21657	ORYLA01030, ORYLA00302
OG0006743	SACKO_08684	ORYLA15287
OG0006744	SACKO_25299, SACKO_25305	ORYLA10819
OG0006745	SACKO_22286	ORYLA13304
OG0006747	SACKO_16266	ORYLA10130, ORYLA03049
OG0006748	SACKO_23148	ORYLA06901
OG0006749	SACKO_13004	ORYLA16853
OG0006750	SACKO_21365	ORYLA11676
OG0006752	SACKO_10442	ORYLA04133
OG0006753	SACKO_32383	ORYLA10479
OG0006754	SACKO_05330	ORYLA05668, ORYLA19170
OG0006755	SACKO_14460	ORYLA08778
OG0006756	SACKO_26258	ORYLA08007
OG0006757	SACKO_00223	ORYLA05170
OG0006759	SACKO_21854, SACKO_21858	ORYLA11258
OG0006760	SACKO_27037	ORYLA13106, ORYLA13107
OG0006761	SACKO_25995, SACKO_09276	ORYLA00833
OG0006762	SACKO_27822	ORYLA08143, ORYLA05165
OG0006764	SACKO_30622	ORYLA01520
OG0006765	SACKO_07617	ORYLA12661
OG0006766	SACKO_26404	ORYLA04462
OG0006768	SACKO_29429	ORYLA05533
OG0006769	SACKO_08861	ORYLA19703
OG0006770	SACKO_05136	ORYLA12620
OG0006772	SACKO_12476	ORYLA00394
OG0006775	SACKO_06720	ORYLA07771
OG0006776	SACKO_32464	ORYLA16494
OG0006777	SACKO_31484	ORYLA12364
OG0006780	SACKO_00989	ORYLA10161
OG0006784	SACKO_24551, SACKO_32954	ORYLA05674
OG0006791	SACKO_12469	ORYLA01324
OG0006826	SACKO_06213, SACKO_06211	ORYLA07190
OG0006827	SACKO_07794, SACKO_00122	ORYLA19112
OG0006828	SACKO_09047	ORYLA19553
OG0006829	SACKO_10968, SACKO_10970	ORYLA20486
OG0006830	SACKO_00725	ORYLA04099
OG0006831	SACKO_24078	ORYLA05295
OG0006832	SACKO_29557	ORYLA10081
OG0006833	SACKO_21065	ORYLA12166
OG0006837	SACKO_09250	ORYLA03273
OG0006838	SACKO_19296	ORYLA16929
OG0006842	SACKO_25650	ORYLA00868
OG0006843	SACKO_21301	ORYLA18591
OG0006844	SACKO_23086	ORYLA12172
OG0006845	SACKO_02323	ORYLA04346
OG0006846	SACKO_31599	ORYLA10163
OG0006848	SACKO_16185	ORYLA03872
OG0006849	SACKO_09945	ORYLA04862
OG0006851	SACKO_28958	ORYLA08359
OG0006853	SACKO_07750	ORYLA19226
OG0006856	SACKO_22741	ORYLA07978
OG0006857	SACKO_21109	ORYLA09522
OG0006859	SACKO_25476	ORYLA10057, ORYLA18642, ORYLA18641, ORYLA18661, ORYLA19936, ORYLA18987, ORYLA18295
OG0006860	SACKO_25058	ORYLA12394
OG0006862	SACKO_11949	ORYLA10430
OG0006863	SACKO_22600	ORYLA09121
OG0006864	SACKO_06208	ORYLA16704, ORYLA00881
OG0006865	SACKO_19314	ORYLA08635
OG0006866	SACKO_05508	ORYLA06893, ORYLA16133
OG0006869	SACKO_23624	ORYLA15879
OG0006870	SACKO_26119, SACKO_26148	ORYLA09718
OG0006871	SACKO_33034	ORYLA13504
OG0006872	SACKO_04960	ORYLA15278, ORYLA15279
OG0006873	SACKO_15043	ORYLA17413
OG0006874	SACKO_15547	ORYLA14058
OG0006875	SACKO_22942	ORYLA04531
OG0006876	SACKO_17712	ORYLA13231
OG0006877	SACKO_14432	ORYLA14665
OG0006878	SACKO_14703	ORYLA06366
OG0006879	SACKO_32186, SACKO_32227	ORYLA11007
OG0006880	SACKO_17519	ORYLA14486
OG0006881	SACKO_20383	ORYLA03213
OG0006882	SACKO_25762	ORYLA12470
OG0006886	SACKO_06965	ORYLA01362
OG0006887	SACKO_27302	ORYLA18327
OG0006888	SACKO_27706	ORYLA13676
OG0006889	SACKO_32132	ORYLA15285
OG0006890	SACKO_33625	ORYLA05057
OG0006891	SACKO_00733	ORYLA12282
OG0006892	SACKO_00620	ORYLA18584
OG0006893	SACKO_28747	ORYLA00800
OG0006894	SACKO_16651	ORYLA19918
OG0006895	SACKO_32185	ORYLA08207
OG0006896	SACKO_17488	ORYLA07408
OG0006897	SACKO_12096	ORYLA17654
OG0006898	SACKO_25156	ORYLA15253
OG0006899	SACKO_31915	ORYLA01888, ORYLA07590
OG0006900	SACKO_33177	ORYLA10711
OG0006901	SACKO_00618, SACKO_06914	ORYLA19363
OG0006903	SACKO_29168	ORYLA05646, ORYLA07893, ORYLA16398
OG0006904	SACKO_23273	ORYLA10752
OG0006905	SACKO_32133	ORYLA14337
OG0006906	SACKO_29713	ORYLA04358
OG0006907	SACKO_16763	ORYLA11869
OG0006908	SACKO_18244	ORYLA04532
OG0006911	SACKO_16121, SACKO_23876, SACKO_16129	ORYLA01075
OG0006912	SACKO_03250	ORYLA13590
OG0006913	SACKO_14509	ORYLA06363
OG0006914	SACKO_08710	ORYLA19783
OG0006917	SACKO_10775	ORYLA18342
OG0006918	SACKO_21493	ORYLA05445
OG0006919	SACKO_02596	ORYLA19417
OG0006923	SACKO_04201	ORYLA02242
OG0006924	SACKO_17426	ORYLA19320
OG0006925	SACKO_14274	ORYLA10136
OG0006926	SACKO_18234	ORYLA02117
OG0006927	SACKO_18408	ORYLA06863
OG0006930	SACKO_00590, SACKO_14774	ORYLA17500, ORYLA17499
OG0006931	SACKO_30476	ORYLA11673
OG0006932	SACKO_05700	ORYLA16938
OG0006934	SACKO_26364	ORYLA09930
OG0006935	SACKO_30206	ORYLA10774
OG0006936	SACKO_24103	ORYLA12502
OG0006937	SACKO_16830	ORYLA09224
OG0006939	SACKO_12961	ORYLA10635
OG0006940	SACKO_27738	ORYLA07819
OG0006942	SACKO_03113	ORYLA01085
OG0006943	SACKO_27117	ORYLA11269
OG0006944	SACKO_33729	ORYLA15875
OG0006945	SACKO_12889	ORYLA19364
OG0006946	SACKO_17508	ORYLA02739
OG0006948	SACKO_15576	ORYLA05268
OG0006949	SACKO_13058	ORYLA14891
OG0006951	SACKO_21845	ORYLA01790
OG0006952	SACKO_23323	ORYLA02149
OG0006953	SACKO_27273	ORYLA04011
OG0006954	SACKO_22256	ORYLA10656
OG0006955	SACKO_20495	ORYLA11271
OG0006957	SACKO_15008	ORYLA01524
OG0006959	SACKO_10040	ORYLA07529
OG0006960	SACKO_24309	ORYLA20075
OG0006962	SACKO_28588	ORYLA14243
OG0006964	SACKO_17635, SACKO_29390	ORYLA06047
OG0006967	SACKO_02771	ORYLA07736
OG0006968	SACKO_17433	ORYLA07011
OG0006969	SACKO_25282	ORYLA00904
OG0006970	SACKO_29344	ORYLA01120
OG0006971	SACKO_05441	ORYLA17898
OG0006972	SACKO_26754	ORYLA15222
OG0006973	SACKO_24277	ORYLA11601
OG0006974	SACKO_24596	ORYLA03114
OG0006976	SACKO_29752	ORYLA11643
OG0006977	SACKO_29829	ORYLA14070
OG0006978	SACKO_05070	ORYLA17389
OG0006979	SACKO_20315	ORYLA18967
OG0006980	SACKO_19310	ORYLA18420
OG0006981	SACKO_12903	ORYLA15231
OG0006982	SACKO_03394	ORYLA08562, ORYLA08563
OG0006983	SACKO_01062	ORYLA15643
OG0006984	SACKO_04568	ORYLA15233, ORYLA12089, ORYLA14709
OG0006987	SACKO_05769, SACKO_02870, SACKO_28061	ORYLA18444
OG0006988	SACKO_09125	ORYLA16944
OG0006989	SACKO_22945	ORYLA09680
OG0006991	SACKO_18032	ORYLA19862
OG0006992	SACKO_25684	ORYLA07859, ORYLA07860
OG0006993	SACKO_10563	ORYLA03063
OG0006994	SACKO_07891	ORYLA19038
OG0006995	SACKO_20027	ORYLA01996
OG0006996	SACKO_03142	ORYLA04870
OG0006997	SACKO_23615	ORYLA10925
OG0006998	SACKO_08038	ORYLA07905
OG0006999	SACKO_08484	ORYLA05329
OG0007000	SACKO_25797	ORYLA17381
OG0007001	SACKO_30491	ORYLA10882
OG0007002	SACKO_25761, SACKO_25783	ORYLA19238
OG0007003	SACKO_04932	ORYLA15348, ORYLA12075
OG0007004	SACKO_23027	ORYLA09056
OG0007005	SACKO_29350	ORYLA03067
OG0007006	SACKO_04533	ORYLA09127, ORYLA04167
OG0007007	SACKO_10810	ORYLA19143
OG0007008	SACKO_07810	ORYLA20301
OG0007009	SACKO_08522	ORYLA17311
OG0007010	SACKO_15717	ORYLA12802
OG0007011	SACKO_30640, SACKO_30612	ORYLA03574
OG0007012	SACKO_31857	ORYLA07702
OG0007013	SACKO_28712	ORYLA08186
OG0007015	SACKO_30224	ORYLA15619
OG0007016	SACKO_32125	ORYLA20315
OG0007017	SACKO_26693	ORYLA00928
OG0007018	SACKO_22032	ORYLA01330
OG0007021	SACKO_33492	ORYLA09538
OG0007022	SACKO_04163	ORYLA14380
OG0007023	SACKO_25489	ORYLA13776
OG0007024	SACKO_26052	ORYLA14743
OG0007025	SACKO_10243	ORYLA19770
OG0007026	SACKO_08329	ORYLA15372
OG0007027	SACKO_23731	ORYLA15909
OG0007028	SACKO_15050	ORYLA06937
OG0007029	SACKO_32173	ORYLA14229
OG0007030	SACKO_29671	ORYLA00487
OG0007031	SACKO_30864	ORYLA12964
OG0007032	SACKO_30433	ORYLA18196
OG0007033	SACKO_06084	ORYLA11802
OG0007034	SACKO_14166	ORYLA13978
OG0007035	SACKO_32713	ORYLA03436
OG0007036	SACKO_26758	ORYLA01654
OG0007037	SACKO_15416	ORYLA09849
OG0007038	SACKO_13342	ORYLA15687
OG0007039	SACKO_22213	ORYLA10444
OG0007040	SACKO_25776	ORYLA15293
OG0007041	SACKO_13275	ORYLA12169, ORYLA14638
OG0007042	SACKO_29304	ORYLA05629
OG0007044	SACKO_11609	ORYLA19075
OG0007046	SACKO_31329	ORYLA10686
OG0007047	SACKO_28516	ORYLA02086
OG0007048	SACKO_28782	ORYLA16978
OG0007050	SACKO_00112	ORYLA20452
OG0007053	SACKO_13932	ORYLA16394
OG0007055	SACKO_25420, SACKO_30832	ORYLA17619
OG0007058	SACKO_19922	ORYLA03722
OG0007059	SACKO_11009	ORYLA07836
OG0007060	SACKO_27290	ORYLA05548
OG0007061	SACKO_33581	ORYLA00894
OG0007062	SACKO_09547	ORYLA03640
OG0007063	SACKO_33318	ORYLA05804
OG0007064	SACKO_21433	ORYLA20409
OG0007065	SACKO_12649	ORYLA14600
OG0007066	SACKO_33465	ORYLA02140
OG0007068	SACKO_05837	ORYLA07348
OG0007069	SACKO_17925	ORYLA10663
OG0007072	SACKO_32079, SACKO_32085	ORYLA12666
OG0007073	SACKO_04610	ORYLA03515
OG0007074	SACKO_29343	ORYLA06899
OG0007075	SACKO_02014	ORYLA17760
OG0007076	SACKO_08115	ORYLA11263
OG0007077	SACKO_10592	ORYLA12778
OG0007078	SACKO_30890	ORYLA06143
OG0007080	SACKO_23229	ORYLA11474
OG0007081	SACKO_11465	ORYLA16483
OG0007082	SACKO_33313	ORYLA19534
OG0007083	SACKO_28525	ORYLA02087
OG0007084	SACKO_17427	ORYLA18994
OG0007086	SACKO_10845	ORYLA15347
OG0007090	SACKO_33532	ORYLA12938
OG0007091	SACKO_20838	ORYLA10611
OG0007092	SACKO_03845	ORYLA11433
OG0007093	SACKO_22444	ORYLA12432
OG0007094	SACKO_20466	ORYLA10462
OG0007095	SACKO_23495	ORYLA05795
OG0007096	SACKO_07898	ORYLA13346, ORYLA06995
OG0007097	SACKO_29405	ORYLA17535
OG0007098	SACKO_16364	ORYLA15262
OG0007099	SACKO_06122	ORYLA00040
OG0007100	SACKO_14090	ORYLA13677
OG0007102	SACKO_25084	ORYLA09553
OG0007103	SACKO_14137	ORYLA08342
OG0007104	SACKO_19248	ORYLA03154
OG0007106	SACKO_10813	ORYLA13818
OG0007107	SACKO_33356	ORYLA00560
OG0007108	SACKO_31265, SACKO_29706	ORYLA04528
OG0007111	SACKO_25764	ORYLA11279
OG0007112	SACKO_08725	ORYLA19964
OG0007113	SACKO_02848	ORYLA15522, ORYLA13775
OG0007114	SACKO_26820	ORYLA05387, ORYLA02077
OG0007115	SACKO_32108	ORYLA05459, ORYLA05458
OG0007116	SACKO_02239	ORYLA17044
OG0007117	SACKO_02391	ORYLA11159
OG0007118	SACKO_25201	ORYLA18746
OG0007119	SACKO_25634	ORYLA13244
OG0007120	SACKO_14961	ORYLA02860
OG0007121	SACKO_15333	ORYLA00087
OG0007122	SACKO_19303	ORYLA15640
OG0007124	SACKO_01895	ORYLA09552
OG0007125	SACKO_07204	ORYLA13532
OG0007126	SACKO_06089	ORYLA11848
OG0007127	SACKO_10394	ORYLA05546
OG0007128	SACKO_24044	ORYLA02979
OG0007129	SACKO_30192	ORYLA01220, ORYLA04646
OG0007130	SACKO_32058	ORYLA18855
OG0007131	SACKO_20356	ORYLA17663
OG0007132	SACKO_28911	ORYLA02165
OG0007133	SACKO_04847	ORYLA18527
OG0007134	SACKO_04090, SACKO_04099	ORYLA00740
OG0007135	SACKO_15516	ORYLA12420
OG0007136	SACKO_32443	ORYLA14799
OG0007137	SACKO_25595	ORYLA06230
OG0007139	SACKO_05472	ORYLA20254
OG0007140	SACKO_27577	ORYLA10308, ORYLA00270
OG0007141	SACKO_27200	ORYLA17064
OG0007142	SACKO_04323	ORYLA17213
