Orthogroup	SACKO_ok	YEAST
OG0004669	SACKO_26889	YEAST00949
OG0004670	SACKO_30167	YEAST03416
OG0004671	SACKO_31183	YEAST02606
OG0004674	SACKO_20254	YEAST05448
OG0004675	SACKO_13667	YEAST05072, YEAST02983
OG0004676	SACKO_00679	YEAST00869, YEAST00871
OG0004676	SACKO_05823	YEAST05785, YEAST00056, YEAST02694
OG0004682	SACKO_09594	YEAST02876
OG0004683	SACKO_31594	YEAST00676
OG0004684	SACKO_31585	YEAST05643
OG0004685	SACKO_33019	YEAST04200
OG0004687	SACKO_17225	YEAST00982
OG0004691	SACKO_19375	YEAST00819
OG0004699	SACKO_15038	YEAST05453
OG0004702	SACKO_27095	YEAST03387
OG0004703	SACKO_15066	YEAST00841
OG0004705	SACKO_01372	YEAST05591
OG0004708	SACKO_03775	YEAST04540
OG0004711	SACKO_20599	YEAST03281
OG0004715	SACKO_32678	YEAST00409
OG0004728	SACKO_04940	YEAST04662, YEAST00882
OG0004733	SACKO_01861	YEAST06337
OG0004735	SACKO_12686	YEAST04508
OG0004739	SACKO_09731	YEAST01817
OG0004740	SACKO_05635	YEAST04029
OG0004743	SACKO_15431	YEAST04299
OG0004747	SACKO_23321	YEAST01134
OG0004748	SACKO_32597	YEAST03942
OG0004749	SACKO_00284	YEAST05904
OG0004753	SACKO_12573, SACKO_03985	YEAST04746
OG0004755	SACKO_27183	YEAST03690
OG0004756	SACKO_18350	YEAST03704
OG0004759	SACKO_34003	YEAST02912
OG0004760	SACKO_05577	YEAST01847
OG0004764	SACKO_20994	YEAST04443, YEAST04345
OG0004765	SACKO_07355	YEAST02487
OG0004766	SACKO_32276	YEAST01053
OG0004767	SACKO_33918	YEAST03559
OG0004768	SACKO_30578	YEAST02666
OG0004769	SACKO_32280	YEAST06228
OG0004770	SACKO_04206	YEAST03432
OG0004774	SACKO_28719	YEAST06062
OG0004785	SACKO_00636, SACKO_06901	YEAST04153
OG0004786	SACKO_02680	YEAST01015
OG0004787	SACKO_25599	YEAST02164
OG0004792	SACKO_07545	YEAST02299
OG0004795	SACKO_06033	YEAST02163
OG0004797	SACKO_30159	YEAST00371
OG0004805	SACKO_04571	YEAST03570
OG0004808	SACKO_18435, SACKO_18430	YEAST02354
OG0004811	SACKO_16566	YEAST01683
OG0004814	SACKO_05533	YEAST05710
OG0004816	SACKO_16835	YEAST04664
OG0004819	SACKO_33075, SACKO_00086	YEAST00279
OG0004820	SACKO_14775	YEAST05404
OG0004822	SACKO_24997	YEAST03199
OG0004833	SACKO_29882	YEAST01309
OG0004836	SACKO_21978	YEAST00658
OG0004840	SACKO_08213	YEAST01399
OG0004841	SACKO_05357, SACKO_33884	YEAST01375
OG0004842	SACKO_17281	YEAST05083
OG0004843	SACKO_19951	YEAST03163
OG0004844	SACKO_06155	YEAST01571
OG0004848	SACKO_08317	YEAST02387
OG0004849	SACKO_34056	YEAST06335
OG0004850	SACKO_19920	YEAST05082, YEAST02977
OG0004851	SACKO_24254	YEAST02907
OG0004852	SACKO_22804	YEAST00825
OG0004854	SACKO_31690, SACKO_23267	YEAST00889, YEAST04304
OG0004855	SACKO_12999	YEAST03252
OG0004856	SACKO_25100	YEAST05973
OG0004858	SACKO_31252	YEAST04268
OG0004864	SACKO_13348	YEAST00264
OG0004874	SACKO_11278, SACKO_24722	YEAST04564
OG0004877	SACKO_28248	YEAST05247
OG0004879	SACKO_26403	YEAST01311
OG0004880	SACKO_24904	YEAST06046
OG0004881	SACKO_05511	YEAST00141
OG0004886	SACKO_23358, SACKO_30841	YEAST05077
OG0004887	SACKO_01697	YEAST05734
OG0004893	SACKO_26813, SACKO_26808	YEAST00405
OG0004896	SACKO_22567	YEAST06193
OG0004897	SACKO_02250	YEAST03127, YEAST00642
OG0004898	SACKO_02481	YEAST01269
OG0004902	SACKO_25996, SACKO_09081	YEAST00933
OG0004903	SACKO_16168	YEAST03539
OG0004906	SACKO_27225	YEAST02770
OG0004911	SACKO_20391	YEAST04765
OG0004913	SACKO_17822	YEAST01636
OG0004914	SACKO_04546	YEAST03369
OG0004917	SACKO_11578, SACKO_25292	YEAST00244
OG0004922	SACKO_12192	YEAST03302
OG0004924	SACKO_11735	YEAST03555, YEAST03277
OG0004928	SACKO_30858	YEAST00311
OG0004932	SACKO_24556	YEAST04654
OG0004940	SACKO_26982	YEAST05107, YEAST05559
OG0004941	SACKO_10807	YEAST03194
OG0004947	SACKO_20318, SACKO_20325	YEAST05164
OG0004948	SACKO_08889, SACKO_25988, SACKO_05613	YEAST02275
OG0004949	SACKO_22218	YEAST04201
OG0004952	SACKO_17947	YEAST02477
OG0004954	SACKO_21509	YEAST06058
OG0004962	SACKO_08019	YEAST04400
OG0004963	SACKO_23165	YEAST04940
OG0004964	SACKO_32501	YEAST04104
OG0004968	SACKO_18775	YEAST03489
OG0004969	SACKO_26374	YEAST02591
OG0004970	SACKO_01641, SACKO_10357	YEAST04414
OG0004971	SACKO_06983	YEAST05364
OG0004972	SACKO_22022	YEAST03511
OG0004975	SACKO_00488	YEAST00144, YEAST01994
OG0004976	SACKO_08243, SACKO_02364	YEAST05983
OG0004977	SACKO_22819	YEAST06017
OG0004979	SACKO_02688	YEAST06027
OG0004980	SACKO_20568	YEAST05221
OG0004981	SACKO_04840	YEAST03914, YEAST04639
OG0004982	SACKO_22755	YEAST03625
OG0004985	SACKO_31814	YEAST03498
OG0004988	SACKO_18301	YEAST05990
OG0004989	SACKO_11544	YEAST04576
OG0004990	SACKO_26462	YEAST04419
OG0004992	SACKO_32296	YEAST05627
OG0004996	SACKO_08815	YEAST04793
OG0004997	SACKO_10528	YEAST01342
OG0005002	SACKO_02438	YEAST05414
OG0005003	SACKO_30286	YEAST02467, YEAST00216
OG0005006	SACKO_18020	YEAST06096
OG0005007	SACKO_20867	YEAST03893
OG0005014	SACKO_07120	YEAST02538
OG0005015	SACKO_20083	YEAST01649, YEAST01932
OG0005038	SACKO_27543	YEAST02861
OG0005040	SACKO_25212	YEAST04778
OG0005047	SACKO_09268	YEAST01837
OG0005053	SACKO_07009	YEAST00680
OG0005055	SACKO_33431	YEAST02159
OG0005059	SACKO_08214	YEAST03737
OG0005067	SACKO_18537	YEAST06051
OG0005069	SACKO_02053	YEAST03130
OG0005073	SACKO_22512	YEAST00873
OG0005076	SACKO_12219	YEAST04563
OG0005081	SACKO_28501	YEAST03124
OG0005083	SACKO_10824, SACKO_14378	YEAST00678, YEAST05235
OG0005084	SACKO_10756	YEAST03782
OG0005085	SACKO_08632	YEAST06159
OG0005086	SACKO_09796	YEAST00205
OG0005087	SACKO_26884	YEAST00816
OG0005088	SACKO_07514	YEAST05769, YEAST03125
OG0005089	SACKO_29217, SACKO_21923	YEAST04644
OG0005090	SACKO_28704	YEAST00338
OG0005091	SACKO_20390	YEAST05089
OG0005093	SACKO_00264	YEAST01810
OG0005095	SACKO_11724	YEAST04437
OG0005096	SACKO_08547	YEAST00667
OG0005097	SACKO_28710	YEAST05071
OG0005099	SACKO_28740	YEAST01396
OG0005100	SACKO_15498	YEAST02389
OG0005104	SACKO_16365	YEAST05248
OG0005106	SACKO_14588	YEAST06065, YEAST00421
OG0005107	SACKO_25977	YEAST06099
OG0005109	SACKO_00649, SACKO_06885	YEAST05204, YEAST00612
OG0005111	SACKO_03903	YEAST06212, YEAST04032
OG0005114	SACKO_33104	YEAST02131
OG0005121	SACKO_14259	YEAST02052
OG0005124	SACKO_09124	YEAST04099
OG0005130	SACKO_30619	YEAST03863
OG0005139	SACKO_31277	YEAST04015
OG0005142	SACKO_14132	YEAST03890
OG0005143	SACKO_20879	YEAST00443
OG0005144	SACKO_19198	YEAST04065
OG0005146	SACKO_22242	YEAST02971
OG0005151	SACKO_21163	YEAST03382
OG0005152	SACKO_10314	YEAST00847
OG0005157	SACKO_24862	YEAST02981
OG0005160	SACKO_03783	YEAST06113
OG0005164	SACKO_08424, SACKO_34100	YEAST06283
OG0005167	SACKO_33367	YEAST03924
OG0005168	SACKO_22221	YEAST06272
OG0005169	SACKO_23244	YEAST00459
OG0005175	SACKO_09149	YEAST05445
OG0005176	SACKO_08851, SACKO_08860	YEAST00218
OG0005178	SACKO_15709	YEAST04497
OG0005179	SACKO_15705	YEAST05659
OG0005183	SACKO_21108	YEAST05308
OG0005184	SACKO_06829	YEAST00492
OG0005187	SACKO_15976	YEAST05234
OG0005188	SACKO_06366, SACKO_04157	YEAST01554
OG0005191	SACKO_04246	YEAST00993
OG0005192	SACKO_20974	YEAST05720
OG0005194	SACKO_33623	YEAST04086
OG0005196	SACKO_10862, SACKO_29490	YEAST01388
OG0005198	SACKO_23347	YEAST00327
OG0005200	SACKO_29431	YEAST01016
OG0005201	SACKO_32706	YEAST00082
OG0005203	SACKO_28074	YEAST02207
OG0005204	SACKO_24981	YEAST01178
OG0005205	SACKO_14934	YEAST01046
OG0005208	SACKO_10652	YEAST01429
OG0005212	SACKO_31549	YEAST06147
OG0005220	SACKO_21196	YEAST04357
OG0005221	SACKO_29147, SACKO_30282	YEAST03209
OG0005222	SACKO_00285, SACKO_30385	YEAST05518
OG0005224	SACKO_03117	YEAST06324
OG0005225	SACKO_09558	YEAST05094
OG0005227	SACKO_15200	YEAST05529
OG0005228	SACKO_17850	YEAST05916
OG0005229	SACKO_03599	YEAST04766
OG0005231	SACKO_27098	YEAST02681
OG0005233	SACKO_31087	YEAST00564
OG0005237	SACKO_22191	YEAST05398
OG0005238	SACKO_06562	YEAST00351
OG0005239	SACKO_23790	YEAST04499
OG0005240	SACKO_02945	YEAST03058
OG0005244	SACKO_32310	YEAST06021
OG0005247	SACKO_07619	YEAST06314
OG0005251	SACKO_32099	YEAST00934
OG0005254	SACKO_18442, SACKO_28196	YEAST00814
OG0005259	SACKO_26435	YEAST04276
OG0005261	SACKO_26304, SACKO_18254	YEAST01831
OG0005262	SACKO_16940, SACKO_16966	YEAST05458
OG0005264	SACKO_33466, SACKO_33472	YEAST03506
OG0005267	SACKO_09964	YEAST03513
OG0005269	SACKO_16437, SACKO_23666	YEAST03314
OG0005273	SACKO_29747	YEAST04916
OG0005275	SACKO_16918	YEAST03695
OG0005277	SACKO_27584	YEAST04186
OG0005279	SACKO_32131	YEAST05219
OG0005280	SACKO_02592	YEAST00305
OG0005281	SACKO_28937	YEAST05694
OG0005285	SACKO_20307	YEAST03115
OG0005289	SACKO_28288	YEAST03438
OG0005292	SACKO_07108	YEAST01718
OG0005293	SACKO_27710	YEAST03033
OG0005294	SACKO_27031	YEAST01981
OG0005298	SACKO_30051	YEAST03696
OG0005299	SACKO_23941, SACKO_26770	YEAST00788
OG0005300	SACKO_23658	YEAST04941
OG0005304	SACKO_05348	YEAST05397
OG0005309	SACKO_18896	YEAST03670
OG0005312	SACKO_10863, SACKO_29362, SACKO_12617	YEAST05201, YEAST04689
OG0005314	SACKO_05335	YEAST05231, YEAST01835
OG0005316	SACKO_27863	YEAST02690
OG0005317	SACKO_13887	YEAST03232
OG0005318	SACKO_10693, SACKO_30485	YEAST02932
OG0005319	SACKO_27913, SACKO_02189, SACKO_21306, SACKO_03319, SACKO_12116, SACKO_16812, SACKO_29768, SACKO_04545	YEAST00507
OG0005323	SACKO_29224	YEAST01809
OG0005324	SACKO_21412	YEAST02894
OG0005326	SACKO_33876	YEAST02113
OG0005360	SACKO_20696, SACKO_20704	YEAST05037
OG0005365	SACKO_07872	YEAST00555
OG0005366	SACKO_22151	YEAST05488
OG0005370	SACKO_28572	YEAST06092
OG0005371	SACKO_13937	YEAST06170
OG0005373	SACKO_20876	YEAST05422
OG0005374	SACKO_29513	YEAST05714
OG0005375	SACKO_28133	YEAST03962
OG0005379	SACKO_06199	YEAST03216
OG0005390	SACKO_07351	YEAST03532
OG0005391	SACKO_19051	YEAST02166
OG0005393	SACKO_04957	YEAST04280
OG0005394	SACKO_26848	YEAST00853
OG0005396	SACKO_28987, SACKO_28978	YEAST05100
OG0005399	SACKO_13248, SACKO_33792	YEAST03052
OG0005402	SACKO_12582	YEAST00454, YEAST00455
OG0005403	SACKO_33705, SACKO_33700	YEAST03894
OG0005406	SACKO_26904	YEAST00801
OG0005409	SACKO_25152	YEAST01305
OG0005412	SACKO_18986, SACKO_18982	YEAST00286
OG0005413	SACKO_05812	YEAST00212
OG0005417	SACKO_00366	YEAST02517
OG0005422	SACKO_15312	YEAST00744
OG0005430	SACKO_06342	YEAST02046
OG0005431	SACKO_34094	YEAST00653
OG0005432	SACKO_29721	YEAST00083
OG0005433	SACKO_19392	YEAST00126
OG0005435	SACKO_21591	YEAST02973
OG0005437	SACKO_23249	YEAST04554
OG0005438	SACKO_10982	YEAST03985
OG0005439	SACKO_23141	YEAST00480, YEAST02388
OG0005446	SACKO_25178	YEAST02856
OG0005448	SACKO_08929	YEAST00061
OG0005451	SACKO_10137, SACKO_33945	YEAST02174
OG0005455	SACKO_02035	YEAST01906
OG0005464	SACKO_23324	YEAST03289
OG0005465	SACKO_11967	YEAST02925
OG0005466	SACKO_10391	YEAST04413
OG0005469	SACKO_02164	YEAST03750
OG0005470	SACKO_08641, SACKO_21038	YEAST05805
OG0005471	SACKO_33158	YEAST02704
OG0005474	SACKO_25028	YEAST05625
OG0005476	SACKO_23429	YEAST00929
OG0005479	SACKO_04943	YEAST06140
OG0005481	SACKO_01770, SACKO_05427	YEAST02988
OG0005482	SACKO_02263	YEAST06080
OG0005484	SACKO_32143	YEAST05993
OG0005488	SACKO_18237	YEAST02834
OG0005489	SACKO_23857, SACKO_23864	YEAST02006
OG0005490	SACKO_26483	YEAST02289
OG0005493	SACKO_33978	YEAST03669
OG0005495	SACKO_26369	YEAST04982
OG0005498	SACKO_32890	YEAST02944
OG0005499	SACKO_01720, SACKO_27671	YEAST00316
OG0005503	SACKO_13816	YEAST01883
OG0005504	SACKO_09745	YEAST02859
OG0005508	SACKO_22840	YEAST05735
OG0005511	SACKO_04815	YEAST04889
OG0005514	SACKO_00731	YEAST00756
OG0005524	SACKO_19555	YEAST04752
OG0005527	SACKO_23387	YEAST05177
OG0005531	SACKO_23853, SACKO_01311	YEAST02508
OG0005533	SACKO_11124	YEAST05670
OG0005535	SACKO_18247	YEAST03305
OG0005537	SACKO_05339	YEAST00932
OG0005539	SACKO_14002	YEAST01881
OG0005540	SACKO_07413	YEAST04214
OG0005545	SACKO_23437	YEAST06273
OG0005554	SACKO_12857	YEAST01003
OG0005556	SACKO_11230	YEAST01807
OG0005559	SACKO_32562	YEAST02680
OG0005560	SACKO_26950	YEAST01996
OG0005561	SACKO_19047	YEAST05048
OG0005562	SACKO_06271	YEAST02317
OG0005563	SACKO_30658	YEAST03552
OG0005564	SACKO_00752	YEAST02525
OG0005566	SACKO_01297	YEAST02934
OG0005569	SACKO_00916	YEAST01288
OG0005570	SACKO_28247	YEAST05155
OG0005572	SACKO_18484	YEAST04844
OG0005573	SACKO_03627	YEAST00059
OG0005574	SACKO_29223	YEAST02083
OG0005575	SACKO_32732, SACKO_01309	YEAST02256
OG0005580	SACKO_32241	YEAST03612
OG0005582	SACKO_11957	YEAST06134
OG0005584	SACKO_26245	YEAST03140, YEAST03524
OG0005586	SACKO_10058, SACKO_23096	YEAST00364
OG0005589	SACKO_15373, SACKO_21636	YEAST06142
OG0005590	SACKO_28510, SACKO_28504	YEAST05462
OG0005592	SACKO_05334	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	SACKO_34086	YEAST04980
OG0005595	SACKO_24080, SACKO_24129	YEAST01803
OG0005597	SACKO_33504	YEAST02753
OG0005598	SACKO_05099	YEAST01870
OG0005599	SACKO_26088	YEAST01798
OG0005600	SACKO_12141	YEAST00206
OG0005604	SACKO_31223	YEAST03276
OG0005605	SACKO_01319, SACKO_03474	YEAST01083
OG0005613	SACKO_09102	YEAST02714
OG0005617	SACKO_18049	YEAST02068
OG0005618	SACKO_32291	YEAST04830
OG0005620	SACKO_29798	YEAST04915
OG0005622	SACKO_09157, SACKO_17448	YEAST05142
OG0005623	SACKO_12365	YEAST01590
OG0005626	SACKO_18302	YEAST02896
OG0005632	SACKO_05636, SACKO_13716	YEAST01025
OG0005636	SACKO_04529	YEAST04250, YEAST02533
OG0005641	SACKO_02171	YEAST05413
OG0005643	SACKO_31382, SACKO_23985	YEAST05368
OG0005645	SACKO_13632	YEAST03386
OG0005649	SACKO_24271	YEAST03683
OG0005652	SACKO_07569	YEAST02748
OG0005656	SACKO_12770	YEAST05558
OG0005665	SACKO_21292	YEAST05074
OG0005681	SACKO_13496	YEAST01514
OG0005694	SACKO_12183	YEAST02311
OG0005701	SACKO_25580, SACKO_25586	YEAST03349
OG0005702	SACKO_30598	YEAST02337
OG0005703	SACKO_25031	YEAST00484
OG0005707	SACKO_21284	YEAST01682
OG0005715	SACKO_15794, SACKO_29814	YEAST05111
OG0005719	SACKO_28857	YEAST01866
OG0005723	SACKO_26449	YEAST05629
OG0005724	SACKO_24067	YEAST03029
OG0005728	SACKO_25048	YEAST03877
OG0005729	SACKO_05332	YEAST04879
OG0005731	SACKO_02230	YEAST04127
OG0005732	SACKO_33573	YEAST05411, YEAST00067
OG0005734	SACKO_04616	YEAST03845
OG0005747	SACKO_07235	YEAST02338
OG0005749	SACKO_08289	YEAST00550
OG0005750	SACKO_16122	YEAST05318
OG0005758	SACKO_33511	YEAST03970
OG0005764	SACKO_07393	YEAST03256
OG0005769	SACKO_00583	YEAST05614
OG0005774	SACKO_32502	YEAST01218
OG0005775	SACKO_28775	YEAST04199
OG0005779	SACKO_22033	YEAST03322
OG0005783	SACKO_12747	YEAST04090
OG0005784	SACKO_09927, SACKO_24101	YEAST06131
OG0005787	SACKO_13044	YEAST03651
OG0005789	SACKO_01797	YEAST06245
OG0005790	SACKO_11653	YEAST01022
OG0005792	SACKO_09947	YEAST02379
OG0005793	SACKO_32350	YEAST03437
OG0005794	SACKO_02695	YEAST03999
OG0005796	SACKO_27665, SACKO_27666	YEAST02169
OG0005797	SACKO_10267	YEAST04949
OG0005799	SACKO_15318	YEAST05573
OG0005800	SACKO_15364	YEAST03278
OG0005801	SACKO_04909	YEAST00340
OG0005803	SACKO_31550	YEAST05968
OG0005805	SACKO_32476	YEAST01806
OG0005807	SACKO_31322	YEAST01275
OG0005811	SACKO_17687	YEAST01007
OG0005812	SACKO_09960	YEAST06095, YEAST02696, YEAST03626
OG0005814	SACKO_08863	YEAST01475
OG0005815	SACKO_03784	YEAST03739
OG0005819	SACKO_21818	YEAST04896
OG0005823	SACKO_21213	YEAST01415
OG0005828	SACKO_02208	YEAST00547
OG0005831	SACKO_24491	YEAST05339
OG0005832	SACKO_26865	YEAST00468
OG0005835	SACKO_27487	YEAST01714
OG0005837	SACKO_00129	YEAST02139
OG0005842	SACKO_28891	YEAST02254
OG0005843	SACKO_05473, SACKO_05478	YEAST02236
OG0005845	SACKO_23611	YEAST00903
OG0005848	SACKO_27241	YEAST01451, YEAST02858
OG0005849	SACKO_22878	YEAST01002
OG0005850	SACKO_22848	YEAST01618
OG0005860	SACKO_01106	YEAST01211
OG0005864	SACKO_10525	YEAST04171
OG0005865	SACKO_07232	YEAST02036
OG0005866	SACKO_32135	YEAST02662, YEAST00926, YEAST05389
OG0005869	SACKO_23956	YEAST04361
OG0005872	SACKO_12911, SACKO_00302	YEAST00119
OG0005874	SACKO_22821	YEAST05241
OG0005880	SACKO_23727	YEAST00456
OG0005886	SACKO_05225	YEAST01320
OG0005887	SACKO_02721	YEAST02429, YEAST01660
OG0005888	SACKO_05779, SACKO_10273	YEAST01289, YEAST02921
OG0005889	SACKO_27899	YEAST02568
OG0005893	SACKO_30083	YEAST05434
OG0005897	SACKO_12088	YEAST04730
OG0005898	SACKO_04234	YEAST04411
OG0005899	SACKO_33726, SACKO_00286	YEAST01832
OG0005901	SACKO_01806	YEAST04462
OG0005902	SACKO_23335	YEAST03800
OG0005906	SACKO_17195	YEAST01796
OG0005909	SACKO_09181	YEAST01623
OG0005919	SACKO_18340	YEAST06039
OG0005921	SACKO_27138	YEAST01856
OG0005922	SACKO_01240, SACKO_10758	YEAST03364
OG0005925	SACKO_21169, SACKO_21160	YEAST05583
OG0005928	SACKO_22454	YEAST02001
OG0005931	SACKO_06243	YEAST04950
OG0005932	SACKO_20520, SACKO_28105	YEAST02495
OG0005933	SACKO_09364	YEAST05705
OG0005936	SACKO_11879	YEAST03224
OG0005940	SACKO_08768	YEAST04035
OG0005943	SACKO_02755	YEAST00579
OG0005944	SACKO_06083	YEAST01316
OG0005946	SACKO_26614	YEAST05608
OG0005949	SACKO_07745	YEAST06253
OG0005952	SACKO_19471	YEAST03507
OG0005954	SACKO_18460	YEAST01233
OG0005955	SACKO_28944	YEAST00616
OG0005960	SACKO_28497	YEAST04608
OG0005961	SACKO_28103, SACKO_20518	YEAST00672
OG0005965	SACKO_03375	YEAST02033
OG0005966	SACKO_27524	YEAST04113
OG0005968	SACKO_00176	YEAST05417
OG0005969	SACKO_08901	YEAST04558, YEAST04559
OG0005970	SACKO_20986	YEAST05328
OG0005974	SACKO_19798	YEAST06068
OG0005976	SACKO_13844	YEAST02136
OG0005978	SACKO_07717	YEAST01891
OG0005980	SACKO_27234	YEAST06132
OG0005984	SACKO_27458	YEAST04078, YEAST01479
OG0005985	SACKO_14673, SACKO_22897, SACKO_10709	YEAST00726
OG0005986	SACKO_22136	YEAST02056
OG0005987	SACKO_17121	YEAST05748
OG0005989	SACKO_11015, SACKO_28867	YEAST04850
OG0005991	SACKO_20400	YEAST06034
OG0005993	SACKO_02631	YEAST04496
OG0005995	SACKO_26470	YEAST01813
OG0005996	SACKO_13790	YEAST02670
OG0005998	SACKO_31368	YEAST04034
OG0006001	SACKO_12304	YEAST02335
OG0006003	SACKO_00499	YEAST05889
OG0006005	SACKO_08247	YEAST05024
OG0006011	SACKO_30182	YEAST02553
OG0006031	SACKO_24251	YEAST00879
OG0006059	SACKO_27866, SACKO_27873	YEAST03490
OG0006063	SACKO_06438	YEAST00475
OG0006064	SACKO_10725	YEAST03138
OG0006065	SACKO_00789	YEAST06018
OG0006069	SACKO_28743	YEAST00670
OG0006071	SACKO_12729	YEAST02732
OG0006072	SACKO_28406	YEAST03317
OG0006073	SACKO_22196	YEAST06328
OG0006074	SACKO_00950	YEAST00045
OG0006079	SACKO_12072	YEAST05794
OG0006084	SACKO_07092	YEAST02308
OG0006087	SACKO_11692	YEAST02260
OG0006090	SACKO_01234	YEAST03852
OG0006095	SACKO_21352	YEAST03334
OG0006096	SACKO_05559, SACKO_19081	YEAST03331
OG0006098	SACKO_05301	YEAST06192
OG0006103	SACKO_05278	YEAST01110
OG0006104	SACKO_15560	YEAST03697
OG0006106	SACKO_05387	YEAST00295
OG0006113	SACKO_09698, SACKO_09709	YEAST06164
OG0006114	SACKO_18705	YEAST05960
OG0006115	SACKO_08984	YEAST01346
OG0006116	SACKO_09058	YEAST05770
OG0006117	SACKO_28039	YEAST05899
OG0006122	SACKO_25589	YEAST05199
OG0006127	SACKO_19052, SACKO_19045	YEAST04711
OG0006134	SACKO_29020	YEAST00416
OG0006135	SACKO_31422	YEAST01799
OG0006135	SACKO_27637, SACKO_21881	YEAST00161
OG0006136	SACKO_27120	YEAST05740
OG0006140	SACKO_09562	YEAST05182
OG0006141	SACKO_06850	YEAST02626
OG0006144	SACKO_15295	YEAST04770
OG0006145	SACKO_16961	YEAST01394
OG0006147	SACKO_14272, SACKO_23703	YEAST05179
OG0006149	SACKO_06098	YEAST05979
OG0006152	SACKO_21514	YEAST03796
OG0006155	SACKO_10981	YEAST04800
OG0006156	SACKO_00045	YEAST00437
OG0006157	SACKO_21161, SACKO_14330	YEAST02465
OG0006159	SACKO_13495, SACKO_19097	YEAST06098
OG0006160	SACKO_33773	YEAST01548
OG0006161	SACKO_17894	YEAST04301
OG0006168	SACKO_32294	YEAST01411
OG0006169	SACKO_10416	YEAST02933
OG0006176	SACKO_02302, SACKO_32394	YEAST03164
OG0006177	SACKO_28221	YEAST01871, YEAST01295
OG0006180	SACKO_17407	YEAST00504
OG0006181	SACKO_06134	YEAST02419
OG0006185	SACKO_13993	YEAST05986
OG0006186	SACKO_31282	YEAST01010
OG0006188	SACKO_07194	YEAST05311
OG0006189	SACKO_33366	YEAST00844, YEAST06269
OG0006191	SACKO_21296	YEAST02336
OG0006192	SACKO_01391	YEAST06153
OG0006196	SACKO_30856	YEAST03954
OG0006199	SACKO_06227	YEAST06121
OG0006200	SACKO_20572, SACKO_15696	YEAST05079
OG0006202	SACKO_15491, SACKO_16355	YEAST00362
OG0006204	SACKO_10202	YEAST02271
OG0006209	SACKO_24255	YEAST04555
OG0006210	SACKO_18778	YEAST00201
OG0006213	SACKO_21335	YEAST03554
OG0006214	SACKO_05862	YEAST04089
OG0006216	SACKO_24474	YEAST01089
OG0006217	SACKO_07207	YEAST00809
OG0006224	SACKO_33216	YEAST02751, YEAST03048
OG0006225	SACKO_03137	YEAST04875
OG0006227	SACKO_00360	YEAST00128
OG0006229	SACKO_15856	YEAST00143
OG0006230	SACKO_09576	YEAST03869
OG0006233	SACKO_11025	YEAST04247
OG0006237	SACKO_20298	YEAST02126
OG0006240	SACKO_29884	YEAST04649
OG0006245	SACKO_13591, SACKO_13588	YEAST05732
OG0006247	SACKO_04844	YEAST04977
OG0006249	SACKO_12077, SACKO_06923	YEAST00821
OG0006250	SACKO_33637	YEAST05424
OG0006251	SACKO_13744	YEAST04963
OG0006255	SACKO_14174	YEAST03350
OG0006258	SACKO_33663, SACKO_28085	YEAST05637
OG0006259	SACKO_08122	YEAST05672
OG0006260	SACKO_01212	YEAST04100
OG0006263	SACKO_23315	YEAST02521
OG0006269	SACKO_23723	YEAST03069
OG0006271	SACKO_31553	YEAST00375
OG0006275	SACKO_08975	YEAST06102
OG0006277	SACKO_31185	YEAST02811
OG0006279	SACKO_18919	YEAST04402
OG0006280	SACKO_03118	YEAST04541
OG0006281	SACKO_26666	YEAST04979
OG0006282	SACKO_23844	YEAST01445
OG0006283	SACKO_11202	YEAST00229
OG0006284	SACKO_01400	YEAST04213
OG0006288	SACKO_01301	YEAST02860
OG0006289	SACKO_31445	YEAST06209
OG0006293	SACKO_20678	YEAST05380
OG0006294	SACKO_33988	YEAST04000
OG0006295	SACKO_07537	YEAST05360
OG0006302	SACKO_20695	YEAST01852
OG0006306	SACKO_04334	YEAST00230
OG0006311	SACKO_26809	YEAST01145
OG0006313	SACKO_20864	YEAST02392
OG0006315	SACKO_05661	YEAST00489
OG0006317	SACKO_21312	YEAST02082
OG0006319	SACKO_09566	YEAST01135
OG0006320	SACKO_23414	YEAST04478
OG0006322	SACKO_08927	YEAST00815
OG0006329	SACKO_30287	YEAST01245
OG0006332	SACKO_08811	YEAST06042
OG0006334	SACKO_00491	YEAST00864
OG0006335	SACKO_22904, SACKO_22906	YEAST02588
OG0006339	SACKO_04371	YEAST06286
OG0006340	SACKO_06436	YEAST00922, YEAST05387
OG0006341	SACKO_03883	YEAST01452
OG0006344	SACKO_19343, SACKO_19339	YEAST01465
OG0006347	SACKO_06194	YEAST03436
OG0006349	SACKO_07506	YEAST05233
OG0006350	SACKO_16257	YEAST00452
OG0006357	SACKO_31096	YEAST02650
OG0006360	SACKO_25975	YEAST01556
OG0006362	SACKO_15563	YEAST05722
OG0006370	SACKO_29230	YEAST02350
OG0006372	SACKO_18473, SACKO_17152	YEAST05423
OG0006375	SACKO_15548	YEAST05198
OG0006377	SACKO_19723	YEAST04974
OG0006381	SACKO_33730	YEAST01058
OG0006382	SACKO_05639	YEAST03313
OG0006385	SACKO_02312	YEAST04806
OG0006387	SACKO_32566, SACKO_32560	YEAST05324
OG0006389	SACKO_22546	YEAST02409
OG0006390	SACKO_32036	YEAST00339
OG0006392	SACKO_04750	YEAST01246
OG0006396	SACKO_27560	YEAST02453
