Orthogroup	SACKO_ok	PFLAV
OG0008809	SACKO_20719	TCONS_00017568.p1
OG0008810	SACKO_27356	TCONS_00002094.p1
OG0008811	SACKO_12240	TCONS_00009409.p1, TCONS_00009427.p1
OG0008812	SACKO_02313	TCONS_00011977.p1
OG0008813	SACKO_07497	TCONS_00028092.p1
OG0008814	SACKO_11500	TCONS_00030862.p1
OG0008817	SACKO_18550	TCONS_00030441.p1
OG0008819	SACKO_28258	TCONS_00008689.p1, TCONS_00008690.p1
OG0008820	SACKO_28470	TCONS_00056927.p1
OG0008821	SACKO_20754	TCONS_00000165.p1
OG0008822	SACKO_33376	TCONS_00013114.p1
OG0008823	SACKO_19084	TCONS_00005406.p1
OG0008824	SACKO_09284	TCONS_00016059.p1
OG0008825	SACKO_03788	TCONS_00006805.p1
OG0008826	SACKO_23205	TCONS_00054698.p1, TCONS_00054623.p1
OG0008828	SACKO_23059	TCONS_00003600.p1
OG0008829	SACKO_19900	TCONS_00032677.p1, TCONS_00032052.p1, TCONS_00032053.p1, TCONS_00032651.p1
OG0008830	SACKO_23224	TCONS_00053189.p1
OG0008831	SACKO_07053	TCONS_00027119.p1
OG0008832	SACKO_33791	TCONS_00050827.p1
OG0008833	SACKO_03143	TCONS_00009597.p1
OG0008834	SACKO_12589	TCONS_00044843.p1
OG0008835	SACKO_22088	TCONS_00022397.p1
OG0008836	SACKO_18823	TCONS_00004766.p1, TCONS_00006082.p1
OG0008837	SACKO_04349	TCONS_00006551.p1
OG0008838	SACKO_31711	TCONS_00017022.p1
OG0008840	SACKO_15658	TCONS_00007279.p1
OG0008841	SACKO_24893	TCONS_00012470.p1
OG0008842	SACKO_13860	TCONS_00010263.p1
OG0008844	SACKO_25781	TCONS_00009445.p1
OG0008845	SACKO_31278	TCONS_00001126.p1
OG0008846	SACKO_15198	TCONS_00043695.p1
OG0008847	SACKO_09948	TCONS_00010081.p1
OG0008848	SACKO_31485	TCONS_00011829.p1
OG0008850	SACKO_25688	TCONS_00026863.p1
OG0008851	SACKO_16117	TCONS_00014663.p1
OG0008853	SACKO_12581	TCONS_00052207.p1
OG0008855	SACKO_02603	TCONS_00026694.p1
OG0008857	SACKO_28817	TCONS_00051271.p1
OG0008858	SACKO_04544	TCONS_00005764.p1
OG0008859	SACKO_30273, SACKO_30277	TCONS_00026115.p1
OG0008860	SACKO_19945	TCONS_00007787.p1
OG0008861	SACKO_19967	TCONS_00009011.p1
OG0008862	SACKO_26624	TCONS_00054181.p1, TCONS_00054141.p1, TCONS_00053044.p1, TCONS_00053087.p1
OG0008863	SACKO_13432	TCONS_00014413.p1
OG0008864	SACKO_15974	TCONS_00049233.p1
OG0008865	SACKO_21673	TCONS_00026100.p1
OG0008866	SACKO_09229, SACKO_22680	TCONS_00022225.p1
OG0008867	SACKO_02922	TCONS_00019120.p1
OG0008868	SACKO_33364	TCONS_00013342.p1
OG0008870	SACKO_05458	TCONS_00005116.p1
OG0008871	SACKO_13541	TCONS_00040106.p1
OG0008872	SACKO_08646	TCONS_00053192.p1
OG0008873	SACKO_14830, SACKO_14806, SACKO_01626	TCONS_00030494.p1
OG0008875	SACKO_16520	TCONS_00028555.p1
OG0008876	SACKO_05846	TCONS_00030923.p1, TCONS_00030920.p1
OG0008877	SACKO_19989	TCONS_00002956.p1
OG0008878	SACKO_25447	TCONS_00048907.p1
OG0008879	SACKO_20201	TCONS_00005767.p1
OG0008880	SACKO_31304	TCONS_00001123.p1
OG0008881	SACKO_12896	TCONS_00056579.p1, TCONS_00056580.p1
OG0008882	SACKO_24854	TCONS_00057011.p1
OG0008883	SACKO_05755	TCONS_00005285.p1
OG0008885	SACKO_16310	TCONS_00019636.p1
OG0008886	SACKO_30524	TCONS_00023080.p1, TCONS_00023052.p1
OG0008887	SACKO_02745	TCONS_00006542.p1
OG0008888	SACKO_11941	TCONS_00012096.p1
OG0008890	SACKO_22288	TCONS_00050403.p1, TCONS_00052073.p1
OG0008891	SACKO_30271	TCONS_00027236.p1
OG0008892	SACKO_13718	TCONS_00026559.p1
OG0008893	SACKO_29444	TCONS_00051925.p1
OG0008894	SACKO_14899	TCONS_00023526.p1, TCONS_00003446.p1
OG0008895	SACKO_11887, SACKO_23990, SACKO_17504, SACKO_30328, SACKO_15766, SACKO_08675, SACKO_08651, SACKO_10507, SACKO_18738, SACKO_06980, SACKO_09843, SACKO_27875, SACKO_24147, SACKO_29051, SACKO_09909, SACKO_20206, SACKO_18807, SACKO_29378	TCONS_00050089.p2
OG0008896	SACKO_04877	TCONS_00019805.p1
OG0008897	SACKO_24526	TCONS_00005212.p1
OG0008898	SACKO_17097	TCONS_00020834.p1
OG0008900	SACKO_12348	TCONS_00010186.p1
OG0008901	SACKO_26444	TCONS_00049472.p1
OG0008904	SACKO_26416, SACKO_20580, SACKO_26415	TCONS_00009953.p1
OG0008907	SACKO_06714	TCONS_00014168.p1
OG0008908	SACKO_32602	TCONS_00035620.p1, TCONS_00035630.p1, TCONS_00035725.p1, TCONS_00035628.p1, TCONS_00035625.p1, TCONS_00004545.p1, TCONS_00035723.p1
OG0008909	SACKO_33871, SACKO_15077, SACKO_11151, SACKO_29869	TCONS_00043143.p1, TCONS_00047158.p1, TCONS_00037141.p1, TCONS_00019037.p1
OG0008909	SACKO_28097	TCONS_00041828.p1, TCONS_00023721.p1
OG0008910	SACKO_04009	TCONS_00010401.p1
OG0008914	SACKO_30633	TCONS_00043928.p1
OG0008915	SACKO_12458	TCONS_00026052.p1
OG0008916	SACKO_03649	TCONS_00002032.p1
OG0008917	SACKO_07586	TCONS_00006874.p1
OG0008918	SACKO_31464	TCONS_00027946.p1, TCONS_00027947.p1
OG0008919	SACKO_00956	TCONS_00024347.p1
OG0008921	SACKO_23057	TCONS_00013613.p1
OG0008921	SACKO_30466	TCONS_00013614.p1
OG0008922	SACKO_11579	TCONS_00036379.p1
OG0008923	SACKO_02295	TCONS_00026497.p1
OG0008924	SACKO_01132	TCONS_00048434.p1
OG0008925	SACKO_26439	TCONS_00049783.p1
OG0008926	SACKO_22900	TCONS_00004968.p1
OG0008926	SACKO_27568, SACKO_32649	TCONS_00021177.p1
OG0008926	SACKO_13725, SACKO_13732, SACKO_13709, SACKO_13742	TCONS_00006798.p1
OG0008926	SACKO_13713	TCONS_00028202.p1
OG0008927	SACKO_27085	TCONS_00019244.p1
OG0008928	SACKO_10573	TCONS_00017409.p1
OG0008929	SACKO_23134	TCONS_00012209.p1
OG0008931	SACKO_24725	TCONS_00046199.p1
OG0008932	SACKO_28725, SACKO_24960, SACKO_24948, SACKO_24969	TCONS_00054207.p1, TCONS_00016652.p1
OG0008934	SACKO_11364	TCONS_00009842.p1
OG0008935	SACKO_27308	TCONS_00031171.p1
OG0008936	SACKO_03468	TCONS_00027977.p1
OG0008937	SACKO_20759	TCONS_00001309.p1
OG0008940	SACKO_04439	TCONS_00004979.p1
OG0008941	SACKO_23587	TCONS_00014974.p1
OG0008942	SACKO_14733	TCONS_00054098.p1
OG0008945	SACKO_09664	TCONS_00006429.p1
OG0008946	SACKO_11586	TCONS_00043769.p1
OG0008947	SACKO_00152	TCONS_00016440.p1
OG0008952	SACKO_11042	TCONS_00010006.p1, TCONS_00010007.p1, TCONS_00010009.p1, TCONS_00010591.p1
OG0008953	SACKO_32913	TCONS_00056969.p1
OG0008969	SACKO_26759	TCONS_00008634.p1
OG0008972	SACKO_06951, SACKO_18860, SACKO_11991, SACKO_31153, SACKO_03053, SACKO_05875, SACKO_05876, SACKO_09636, SACKO_18572, SACKO_05889, SACKO_19163, SACKO_13748, SACKO_05873, SACKO_05882, SACKO_19111	TCONS_00018250.p1, TCONS_00055589.p1
OG0008972	SACKO_27295	TCONS_00000430.p1
OG0008977	SACKO_06523	TCONS_00043743.p1
OG0008984	SACKO_10656, SACKO_10636, SACKO_10647	TCONS_00014191.p1
OG0008984	SACKO_33322	TCONS_00012532.p1
OG0008989	SACKO_07873	TCONS_00012039.p1
OG0009001	SACKO_02682	TCONS_00000345.p1, TCONS_00000344.p1, TCONS_00001451.p1
OG0009001	SACKO_20552	TCONS_00001476.p1, TCONS_00000339.p1
OG0009003	SACKO_14700, SACKO_14701, SACKO_14695	TCONS_00054416.p1, TCONS_00054408.p1, TCONS_00054410.p1, TCONS_00039775.p1, TCONS_00046845.p1, TCONS_00054403.p1, TCONS_00054409.p1, TCONS_00054414.p1, TCONS_00054400.p1, TCONS_00039774.p1, TCONS_00052991.p1, TCONS_00054401.p1, TCONS_00054415.p1, TCONS_00053301.p1
OG0009012	SACKO_27754	TCONS_00055424.p1, TCONS_00055434.p1
OG0009022	SACKO_13840	TCONS_00041186.p1, TCONS_00041172.p1
OG0009023	SACKO_11094	TCONS_00054843.p1, TCONS_00015090.p1, TCONS_00054666.p1, TCONS_00004567.p1, TCONS_00044633.p1, TCONS_00010144.p1, TCONS_00054664.p1, TCONS_00015091.p1, TCONS_00054665.p1, TCONS_00048819.p1, TCONS_00036029.p1, TCONS_00041580.p1, TCONS_00008195.p1, TCONS_00054124.p1, TCONS_00029854.p1, TCONS_00024472.p1, TCONS_00044634.p1, TCONS_00020076.p1, TCONS_00041643.p1
OG0009025	SACKO_12363	TCONS_00045956.p1, TCONS_00022778.p1, TCONS_00022785.p1, TCONS_00022784.p1, TCONS_00022781.p1, TCONS_00022780.p1, TCONS_00022787.p1, TCONS_00021670.p1, TCONS_00021669.p1, TCONS_00020388.p1, TCONS_00022678.p1, TCONS_00022667.p1, TCONS_00022675.p1, TCONS_00022664.p1, TCONS_00022665.p1, TCONS_00021549.p1, TCONS_00021535.p1, TCONS_00021548.p1
OG0009027	SACKO_27959, SACKO_21547	TCONS_00015205.p1, TCONS_00015194.p1, TCONS_00015202.p1, TCONS_00015199.p1, TCONS_00015204.p1, TCONS_00015203.p1, TCONS_00000210.p1, TCONS_00000402.p1, TCONS_00000397.p1, TCONS_00000398.p1, TCONS_00000399.p1, TCONS_00000396.p1, TCONS_00053418.p1, TCONS_00025038.p1, TCONS_00001036.p1, TCONS_00000736.p1, TCONS_00002199.p1, TCONS_00001035.p1, TCONS_00001875.p1
OG0009028	SACKO_16955	TCONS_00023628.p1, TCONS_00023626.p1, TCONS_00043370.p1, TCONS_00043369.p1, TCONS_00043374.p1, TCONS_00050654.p1, TCONS_00051498.p1, TCONS_00051366.p1, TCONS_00051484.p1, TCONS_00050386.p1, TCONS_00050398.p1, TCONS_00023627.p1, TCONS_00051505.p1, TCONS_00050384.p1, TCONS_00050385.p1, TCONS_00051486.p1, TCONS_00051485.p1, TCONS_00051495.p1, TCONS_00051502.p1, TCONS_00050433.p1
OG0009029	SACKO_15278	TCONS_00032951.p1, TCONS_00032972.p1, TCONS_00032950.p1, TCONS_00032973.p1, TCONS_00032356.p1, TCONS_00032358.p1, TCONS_00032353.p1, TCONS_00032352.p1, TCONS_00033278.p1, TCONS_00032952.p1, TCONS_00032974.p1, TCONS_00033467.p1, TCONS_00033014.p1, TCONS_00032783.p1, TCONS_00032784.p1, TCONS_00033221.p1, TCONS_00032976.p1, TCONS_00033459.p1, TCONS_00033460.p1, TCONS_00033435.p1
OG0009043	SACKO_00849	TCONS_00028749.p1
OG0009044	SACKO_12054	TCONS_00028334.p1
OG0009045	SACKO_14680, SACKO_34179	TCONS_00052830.p1
OG0009047	SACKO_08610, SACKO_30874, SACKO_06032	TCONS_00051479.p1
OG0009047	SACKO_22636	TCONS_00050068.p1
OG0009048	SACKO_09946	TCONS_00010085.p1
OG0009049	SACKO_04089	TCONS_00043041.p1
OG0009052	SACKO_18314	TCONS_00021324.p1
OG0009054	SACKO_30572	TCONS_00043933.p1
OG0009055	SACKO_27169	TCONS_00022433.p1
OG0009056	SACKO_03848	TCONS_00009666.p1
OG0009057	SACKO_22809	TCONS_00015437.p1
OG0009058	SACKO_15335	TCONS_00011262.p1, TCONS_00011263.p1, TCONS_00011264.p1
OG0009059	SACKO_12125	TCONS_00008173.p1
OG0009061	SACKO_04012	TCONS_00011717.p1
OG0009064	SACKO_07223	TCONS_00050225.p1
OG0009066	SACKO_08554	TCONS_00006464.p1
OG0009067	SACKO_22842	TCONS_00032720.p2
OG0009069	SACKO_22563	TCONS_00015166.p1
OG0009070	SACKO_14228	TCONS_00017271.p1
OG0009071	SACKO_17641	TCONS_00002270.p1
OG0009075	SACKO_08724	TCONS_00028394.p1
OG0009076	SACKO_27821	TCONS_00009969.p1
OG0009077	SACKO_09238, SACKO_17252, SACKO_04239	TCONS_00029671.p1
OG0009079	SACKO_16419	TCONS_00007568.p1
OG0009079	SACKO_19018	TCONS_00008472.p1
OG0009080	SACKO_10272	TCONS_00015275.p1
OG0009082	SACKO_18411	TCONS_00055738.p1, TCONS_00055737.p1
OG0009083	SACKO_10136	TCONS_00044906.p1
OG0009084	SACKO_23691	TCONS_00049269.p1
OG0009085	SACKO_09565	TCONS_00051025.p1
OG0009086	SACKO_21803	TCONS_00030188.p1
OG0009088	SACKO_26281	TCONS_00021376.p1
OG0009089	SACKO_05838	TCONS_00030969.p1
OG0009090	SACKO_30817	TCONS_00048330.p1
OG0009091	SACKO_28669	TCONS_00013435.p1
OG0009092	SACKO_07370	TCONS_00053148.p1
OG0009093	SACKO_08198	TCONS_00015912.p1
OG0009094	SACKO_22020	TCONS_00014339.p1, TCONS_00014328.p1
OG0009095	SACKO_26849	TCONS_00008859.p1
OG0009096	SACKO_31121	TCONS_00051168.p1
OG0009098	SACKO_05295, SACKO_05290, SACKO_05296, SACKO_23169, SACKO_31318	TCONS_00047943.p1, TCONS_00047944.p1
OG0009100	SACKO_04451	TCONS_00004996.p1
OG0009101	SACKO_29347	TCONS_00004607.p1
OG0009102	SACKO_19234	TCONS_00055800.p1
OG0009103	SACKO_28777	TCONS_00013439.p1
OG0009104	SACKO_22039	TCONS_00014422.p1
OG0009105	SACKO_20436	TCONS_00009606.p1
OG0009106	SACKO_05108	TCONS_00028119.p1, TCONS_00028107.p1, TCONS_00028106.p1
OG0009107	SACKO_10304	TCONS_00027411.p1
OG0009108	SACKO_05939	TCONS_00030839.p1
OG0009108	SACKO_25192	TCONS_00003161.p1
OG0009108	SACKO_05948	TCONS_00001258.p1, TCONS_00001252.p1
OG0009109	SACKO_08451	TCONS_00022110.p1
OG0009110	SACKO_15361	TCONS_00019984.p1
OG0009111	SACKO_08274	TCONS_00024697.p1
OG0009112	SACKO_10857	TCONS_00037728.p1, TCONS_00037743.p2, TCONS_00037729.p1
OG0009113	SACKO_15024	TCONS_00006393.p1
OG0009114	SACKO_10354	TCONS_00001709.p1
OG0009117	SACKO_27831	TCONS_00011337.p1
OG0009118	SACKO_14882	TCONS_00054312.p1
OG0009119	SACKO_10667	TCONS_00009042.p1
OG0009120	SACKO_12101	TCONS_00028775.p1
OG0009122	SACKO_18868, SACKO_18881, SACKO_18872, SACKO_18873, SACKO_18869, SACKO_18880, SACKO_14063, SACKO_14069, SACKO_11631, SACKO_18864	TCONS_00034198.p1, TCONS_00034209.p1, TCONS_00034212.p1, TCONS_00034202.p1, TCONS_00029208.p1, TCONS_00034205.p1, TCONS_00034188.p1, TCONS_00034190.p1
OG0009123	SACKO_16827	TCONS_00022901.p1
OG0009125	SACKO_33711	TCONS_00017341.p1
OG0009126	SACKO_01202, SACKO_17528	TCONS_00049313.p1
OG0009127	SACKO_32518	TCONS_00047621.p1
OG0009128	SACKO_08742	TCONS_00047217.p1
OG0009129	SACKO_25839	TCONS_00015167.p1
OG0009130	SACKO_33319	TCONS_00013075.p1
OG0009130	SACKO_01886	TCONS_00041771.p1
OG0009131	SACKO_30816	TCONS_00048339.p1
OG0009133	SACKO_13795	TCONS_00046700.p1
OG0009135	SACKO_20285	TCONS_00050274.p1
OG0009136	SACKO_03530	TCONS_00009759.p1
OG0009137	SACKO_12020	TCONS_00009786.p1
OG0009138	SACKO_00889	TCONS_00024142.p1
OG0009140	SACKO_11760	TCONS_00008834.p1
OG0009141	SACKO_32622	TCONS_00038481.p1, TCONS_00038519.p1
OG0009142	SACKO_01425	TCONS_00045383.p1
OG0009143	SACKO_12153	TCONS_00047800.p1
OG0009144	SACKO_03388	TCONS_00026284.p1
OG0009145	SACKO_17823	TCONS_00021917.p1
OG0009146	SACKO_03987	TCONS_00034794.p1
OG0009147	SACKO_18096	TCONS_00013931.p1
OG0009148	SACKO_15719	TCONS_00046200.p1
OG0009150	SACKO_11999	TCONS_00009811.p1
OG0009151	SACKO_01320	TCONS_00030780.p1
OG0009152	SACKO_14212	TCONS_00031479.p1
OG0009153	SACKO_03774	TCONS_00005042.p1
OG0009154	SACKO_15797	TCONS_00020631.p1
OG0009157	SACKO_07075	TCONS_00026402.p1
OG0009159	SACKO_28083, SACKO_32600	TCONS_00012195.p1
OG0009159	SACKO_29893	TCONS_00023570.p1
OG0009160	SACKO_25003	TCONS_00014119.p1
OG0009163	SACKO_24901	TCONS_00013279.p1
OG0009164	SACKO_27024	TCONS_00053640.p1
OG0009165	SACKO_30574	TCONS_00043929.p1
OG0009166	SACKO_23331	TCONS_00018755.p1
OG0009167	SACKO_00271	TCONS_00014992.p1
OG0009168	SACKO_32283	TCONS_00016563.p1
OG0009169	SACKO_30255	TCONS_00027452.p1
OG0009170	SACKO_21469	TCONS_00025907.p1
OG0009172	SACKO_22965	TCONS_00056828.p1
OG0009174	SACKO_16646	TCONS_00027430.p1
OG0009175	SACKO_24256	TCONS_00029460.p1
OG0009180	SACKO_04379	TCONS_00006550.p1
OG0009181	SACKO_21322	TCONS_00028490.p1
OG0009182	SACKO_27426	TCONS_00016686.p1
OG0009183	SACKO_00815	TCONS_00056276.p1
OG0009188	SACKO_19697	TCONS_00019354.p1
OG0009188	SACKO_24756	TCONS_00020227.p1
OG0009190	SACKO_28508	TCONS_00003584.p1
OG0009193	SACKO_18294	TCONS_00018096.p1
OG0009194	SACKO_15260	TCONS_00009723.p1
OG0009195	SACKO_29540	TCONS_00005757.p1
OG0009196	SACKO_10474	TCONS_00004142.p1
OG0009199	SACKO_04595	TCONS_00023751.p1
OG0009207	SACKO_20243	TCONS_00037093.p1
OG0009216	SACKO_32486	TCONS_00009916.p1
OG0009216	SACKO_27997	TCONS_00046146.p1
OG0009217	SACKO_24499	TCONS_00023695.p1, TCONS_00006439.p1
OG0009222	SACKO_11007, SACKO_22927	TCONS_00055952.p1
OG0009222	SACKO_05065	TCONS_00057131.p1
OG0009226	SACKO_21377	TCONS_00031096.p1
OG0009230	SACKO_13672	TCONS_00023778.p1, TCONS_00023777.p1
OG0009231	SACKO_07855	TCONS_00012212.p1
OG0009232	SACKO_11218	TCONS_00051738.p1
OG0009234	SACKO_10607	TCONS_00026259.p1
OG0009238	SACKO_29134	TCONS_00024245.p1, TCONS_00012227.p1, TCONS_00024246.p1
OG0009238	SACKO_19696, SACKO_12243	TCONS_00054466.p1, TCONS_00054467.p1, TCONS_00013906.p1, TCONS_00054471.p1, TCONS_00054468.p1, TCONS_00038390.p1, TCONS_00038436.p1, TCONS_00038391.p1, TCONS_00038392.p1
OG0009266	SACKO_17607	TCONS_00016469.p1, TCONS_00015373.p1, TCONS_00016687.p1, TCONS_00015376.p1, TCONS_00015380.p1, TCONS_00016470.p1, TCONS_00015378.p1, TCONS_00016362.p1, TCONS_00015291.p1, TCONS_00015288.p1, TCONS_00015292.p1, TCONS_00016468.p1, TCONS_00015379.p1, TCONS_00016364.p1, TCONS_00016365.p1, TCONS_00015375.p1, TCONS_00014802.p1, TCONS_00015364.p1
OG0009274	SACKO_24365, SACKO_34116	TCONS_00045833.p1, TCONS_00044800.p1, TCONS_00045915.p1, TCONS_00045922.p1
OG0009274	SACKO_34129	TCONS_00018848.p1, TCONS_00045916.p1, TCONS_00045925.p1
OG0009274	SACKO_34125	TCONS_00018849.p1
OG0009274	SACKO_34142, SACKO_34145	TCONS_00018816.p1
OG0009274	SACKO_34110, SACKO_34135, SACKO_10865, SACKO_10866	TCONS_00018847.p1
OG0009275	SACKO_12651	TCONS_00021179.p1
OG0009275	SACKO_32651	TCONS_00053485.p1, TCONS_00032779.p1, TCONS_00033223.p1, TCONS_00032767.p1, TCONS_00032771.p2, TCONS_00032778.p1, TCONS_00032774.p1, TCONS_00032765.p1, TCONS_00033224.p1, TCONS_00032766.p1, TCONS_00032772.p1, TCONS_00032776.p1, TCONS_00032769.p1, TCONS_00033517.p1, TCONS_00033518.p1, TCONS_00033011.p1, TCONS_00033013.p1
OG0009276	SACKO_19337	TCONS_00032405.p1, TCONS_00031754.p1, TCONS_00032373.p1, TCONS_00032432.p1, TCONS_00032417.p1, TCONS_00031634.p1, TCONS_00032431.p1, TCONS_00031720.p1, TCONS_00032387.p1, TCONS_00031791.p1, TCONS_00031806.p1, TCONS_00032469.p1, TCONS_00032468.p1, TCONS_00032470.p1, TCONS_00032392.p1, TCONS_00031711.p1, TCONS_00031757.p1, TCONS_00032401.p1, TCONS_00031758.p1
OG0009288	SACKO_03099	TCONS_00002992.p1
OG0009291	SACKO_20223	TCONS_00004942.p1
OG0009293	SACKO_20951	TCONS_00053390.p1
OG0009294	SACKO_32300	TCONS_00038394.p1, TCONS_00055401.p1, TCONS_00016561.p1
OG0009295	SACKO_16735	TCONS_00044253.p1
OG0009295	SACKO_06776, SACKO_15221, SACKO_15219, SACKO_06795, SACKO_06803	TCONS_00044254.p1, TCONS_00044255.p1, TCONS_00044256.p1
OG0009296	SACKO_32309, SACKO_18113	TCONS_00012735.p1, TCONS_00012733.p1, TCONS_00012734.p1
OG0009298	SACKO_20807	TCONS_00001337.p1
OG0009299	SACKO_02443	TCONS_00029839.p1
OG0009301	SACKO_29555	TCONS_00011084.p1
OG0009305	SACKO_26689	TCONS_00019185.p1
OG0009307	SACKO_28641	TCONS_00013711.p1
OG0009309	SACKO_12901, SACKO_12909	TCONS_00056141.p1
OG0009310	SACKO_14268	TCONS_00055329.p1
OG0009311	SACKO_15543, SACKO_15571	TCONS_00044189.p1
OG0009312	SACKO_05731	TCONS_00037090.p1
OG0009312	SACKO_05718	TCONS_00037091.p1
OG0009313	SACKO_33908	TCONS_00013414.p1
OG0009314	SACKO_27933	TCONS_00004422.p1, TCONS_00003359.p1, TCONS_00049146.p1
OG0009315	SACKO_17108	TCONS_00021325.p1
OG0009316	SACKO_30254	TCONS_00026276.p1
OG0009316	SACKO_30217	TCONS_00027566.p1
OG0009319	SACKO_00961	TCONS_00023187.p1, TCONS_00023316.p1, TCONS_00023623.p1, TCONS_00002451.p1, TCONS_00023182.p1, TCONS_00025025.p1, TCONS_00023181.p1, TCONS_00023180.p1, TCONS_00025023.p1
OG0009321	SACKO_04398	TCONS_00004702.p1
OG0009324	SACKO_31610	TCONS_00010748.p1
OG0009325	SACKO_01246	TCONS_00047859.p1
OG0009327	SACKO_11558	TCONS_00037488.p1
OG0009328	SACKO_21643	TCONS_00010978.p1
OG0009330	SACKO_02830	TCONS_00047293.p1
OG0009333	SACKO_01714, SACKO_23721	TCONS_00049685.p1
OG0009334	SACKO_30531	TCONS_00024538.p1, TCONS_00024515.p2, TCONS_00024517.p1
OG0009335	SACKO_14699	TCONS_00052967.p1
OG0009336	SACKO_23168	TCONS_00043640.p1, TCONS_00043610.p1
OG0009337	SACKO_26815	TCONS_00045352.p1
OG0009338	SACKO_14424	TCONS_00041587.p1
OG0009340	SACKO_12080	TCONS_00029651.p1
OG0009341	SACKO_06143, SACKO_31291	TCONS_00001125.p1
OG0009343	SACKO_30811	TCONS_00049629.p1
OG0009345	SACKO_12921	TCONS_00056697.p1
OG0009346	SACKO_03851	TCONS_00010983.p1, TCONS_00010982.p1, TCONS_00010979.p1
OG0009346	SACKO_14512	TCONS_00041656.p1
OG0009346	SACKO_23945, SACKO_04902	TCONS_00009281.p1, TCONS_00009280.p1, TCONS_00009278.p1
OG0009347	SACKO_12745	TCONS_00026465.p1
OG0009348	SACKO_19894	TCONS_00005302.p1
OG0009349	SACKO_10248	TCONS_00057140.p1
OG0009350	SACKO_16923	TCONS_00048167.p1
OG0009351	SACKO_04969	TCONS_00056084.p1
OG0009352	SACKO_15014	TCONS_00027639.p1
OG0009353	SACKO_22434	TCONS_00031070.p1
OG0009354	SACKO_19950	TCONS_00009019.p1
OG0009355	SACKO_04164	TCONS_00056683.p1
OG0009356	SACKO_22044	TCONS_00012995.p1
OG0009358	SACKO_12867	TCONS_00056291.p1
OG0009360	SACKO_31489	TCONS_00010463.p1
OG0009361	SACKO_22374	TCONS_00004277.p1
OG0009363	SACKO_05773	TCONS_00006470.p1
OG0009365	SACKO_22712	TCONS_00019249.p1
OG0009366	SACKO_20916, SACKO_24384, SACKO_24383, SACKO_24403, SACKO_24413	TCONS_00036576.p1
OG0009368	SACKO_00561, SACKO_00568	TCONS_00044315.p1, TCONS_00015107.p1
OG0009369	SACKO_25491	TCONS_00048163.p1
OG0009370	SACKO_29635	TCONS_00010207.p1
OG0009373	SACKO_11395	TCONS_00027016.p1
OG0009374	SACKO_25139	TCONS_00002869.p1
OG0009375	SACKO_00760	TCONS_00014803.p1
OG0009377	SACKO_04691	TCONS_00016120.p1
OG0009378	SACKO_21755	TCONS_00013095.p1
OG0009379	SACKO_27442, SACKO_16598, SACKO_16613, SACKO_16589	TCONS_00027277.p1
OG0009380	SACKO_02163	TCONS_00019783.p1
OG0009382	SACKO_00235	TCONS_00016500.p1
OG0009383	SACKO_11485	TCONS_00008333.p1
OG0009384	SACKO_25808	TCONS_00022443.p1
OG0009385	SACKO_21275	TCONS_00006159.p1, TCONS_00006139.p1
OG0009386	SACKO_07139	TCONS_00006451.p1
OG0009387	SACKO_07991	TCONS_00008036.p1
OG0009389	SACKO_14693	TCONS_00027138.p1
OG0009390	SACKO_14487	TCONS_00043724.p1
OG0009391	SACKO_18858	TCONS_00036740.p1
OG0009393	SACKO_10622	TCONS_00014236.p1
OG0009394	SACKO_14569	TCONS_00014951.p1
OG0009395	SACKO_23018	TCONS_00041597.p1
OG0009396	SACKO_17442	TCONS_00017389.p1
OG0009399	SACKO_30676	TCONS_00040519.p1
OG0009400	SACKO_28914	TCONS_00022165.p1
OG0009401	SACKO_20923, SACKO_17106	TCONS_00025939.p1
OG0009402	SACKO_21279	TCONS_00028280.p1, TCONS_00028282.p1
OG0009404	SACKO_32585	TCONS_00000426.p1
OG0009405	SACKO_15837	TCONS_00028168.p1
OG0009406	SACKO_21166, SACKO_01134	TCONS_00043926.p1
OG0009407	SACKO_27198	TCONS_00013453.p1
OG0009408	SACKO_29346	TCONS_00006494.p1
OG0009409	SACKO_23562	TCONS_00026150.p1
OG0009410	SACKO_23619	TCONS_00049551.p1
OG0009411	SACKO_15057	TCONS_00006413.p1
OG0009415	SACKO_23263	TCONS_00042519.p1
OG0009419	SACKO_27854	TCONS_00007986.p1
OG0009420	SACKO_31155	TCONS_00002084.p1
OG0009421	SACKO_19199	TCONS_00053008.p1
OG0009422	SACKO_08625, SACKO_14523	TCONS_00036274.p1
OG0009422	SACKO_02080	TCONS_00050036.p1
OG0009423	SACKO_13936	TCONS_00031843.p1
OG0009424	SACKO_00028	TCONS_00030469.p1
OG0009425	SACKO_12740	TCONS_00026167.p1
OG0009426	SACKO_23127	TCONS_00010817.p1
OG0009427	SACKO_31790	TCONS_00017080.p1
OG0009430	SACKO_24961	TCONS_00025971.p1
OG0009431	SACKO_05878	TCONS_00038005.p1
OG0009434	SACKO_31236	TCONS_00005797.p1, TCONS_00005812.p1
OG0009436	SACKO_12068	TCONS_00028623.p1
OG0009440	SACKO_11969	TCONS_00011401.p1
OG0009445	SACKO_32322	TCONS_00041785.p1, TCONS_00056578.p1
OG0009446	SACKO_10984	TCONS_00016083.p1
OG0009448	SACKO_20159	TCONS_00005744.p1, TCONS_00006854.p1
OG0009449	SACKO_19904	TCONS_00042092.p1
OG0009452	SACKO_27896	TCONS_00018318.p1
