Orthogroup	SACKO_ok	CAEEL
OG0005750	SACKO_16122	CAEEL02930
OG0005758	SACKO_33511	CAEEL07383, CAEEL07219
OG0005759	SACKO_21347, SACKO_02614	CAEEL04976
OG0005760	SACKO_05505, SACKO_00381	CAEEL11990
OG0005761	SACKO_03772	CAEEL02084
OG0005764	SACKO_07393	CAEEL00440
OG0005766	SACKO_09574, SACKO_09556	CAEEL03004
OG0005771	SACKO_26039	CAEEL18103
OG0005774	SACKO_32502	CAEEL07710
OG0005775	SACKO_28775	CAEEL08185
OG0005776	SACKO_10034	CAEEL08611, CAEEL02852
OG0005777	SACKO_29437	CAEEL09325
OG0005779	SACKO_22033	CAEEL11742
OG0005781	SACKO_14828	CAEEL16564
OG0005783	SACKO_12747	CAEEL15350
OG0005784	SACKO_09927, SACKO_24101	CAEEL06573
OG0005786	SACKO_23405	CAEEL10727
OG0005787	SACKO_13044	CAEEL09127, CAEEL07672
OG0005788	SACKO_22776	CAEEL10819
OG0005789	SACKO_01797	CAEEL03291
OG0005790	SACKO_11653	CAEEL02850
OG0005792	SACKO_09947	CAEEL16683
OG0005793	SACKO_32350	CAEEL01631
OG0005794	SACKO_02695	CAEEL07859
OG0005796	SACKO_27665, SACKO_27666	CAEEL03619
OG0005797	SACKO_10267	CAEEL01710
OG0005798	SACKO_16933	CAEEL07896
OG0005799	SACKO_15318	CAEEL16039
OG0005800	SACKO_15364	CAEEL07429
OG0005802	SACKO_26482	CAEEL08747
OG0005803	SACKO_31550	CAEEL05218
OG0005804	SACKO_32779	CAEEL00293
OG0005805	SACKO_32476	CAEEL07935
OG0005807	SACKO_31322	CAEEL00886
OG0005811	SACKO_17687	CAEEL09170
OG0005812	SACKO_09960	CAEEL15514
OG0005813	SACKO_16197	CAEEL04957
OG0005814	SACKO_08863	CAEEL05572
OG0005815	SACKO_03784	CAEEL08558
OG0005816	SACKO_04354	CAEEL07974
OG0005817	SACKO_19421	CAEEL09003
OG0005818	SACKO_33164	CAEEL06548
OG0005819	SACKO_21818	CAEEL05194
OG0005821	SACKO_12528	CAEEL06500
OG0005822	SACKO_25734	CAEEL08544
OG0005823	SACKO_21213	CAEEL11398
OG0005824	SACKO_09679	CAEEL01511
OG0005826	SACKO_11622	CAEEL11564
OG0005827	SACKO_25753, SACKO_32097, SACKO_25748, SACKO_32095, SACKO_25738	CAEEL15915
OG0005829	SACKO_30435	CAEEL01850, CAEEL14048
OG0005831	SACKO_24491	CAEEL07627
OG0005832	SACKO_26865	CAEEL01641
OG0005833	SACKO_03183	CAEEL14838
OG0005834	SACKO_21334, SACKO_11408	CAEEL18574
OG0005835	SACKO_27487	CAEEL06739, CAEEL08580
OG0005836	SACKO_33605	CAEEL15554
OG0005837	SACKO_00129	CAEEL01073
OG0005838	SACKO_33023	CAEEL01222
OG0005840	SACKO_05579	CAEEL06791
OG0005843	SACKO_05473, SACKO_05478	CAEEL06200
OG0005845	SACKO_23611	CAEEL04187
OG0005846	SACKO_17727, SACKO_17723	CAEEL06779
OG0005847	SACKO_02307, SACKO_02332	CAEEL00400
OG0005848	SACKO_27241	CAEEL00240
OG0005849	SACKO_22878	CAEEL07640
OG0005850	SACKO_22848	CAEEL07059
OG0005851	SACKO_23217	CAEEL19454, CAEEL03023
OG0005853	SACKO_18054	CAEEL05937
OG0005854	SACKO_23313	CAEEL10962
OG0005857	SACKO_11084	CAEEL08143
OG0005858	SACKO_07771, SACKO_10186	CAEEL08865
OG0005859	SACKO_32958	CAEEL09237
OG0005860	SACKO_01106	CAEEL11464
OG0005861	SACKO_23213	CAEEL07847
OG0005863	SACKO_24461	CAEEL02059
OG0005864	SACKO_10525	CAEEL03066
OG0005865	SACKO_07232	CAEEL10526
OG0005866	SACKO_32135	CAEEL03116
OG0005867	SACKO_31435	CAEEL20688
OG0005869	SACKO_23956	CAEEL01472
OG0005870	SACKO_22447	CAEEL18863
OG0005871	SACKO_09273	CAEEL07046
OG0005874	SACKO_22821	CAEEL06734
OG0005875	SACKO_17119	CAEEL11121
OG0005876	SACKO_06162	CAEEL12583
OG0005877	SACKO_25631	CAEEL03535
OG0005878	SACKO_17676	CAEEL00506
OG0005879	SACKO_29620	CAEEL05884
OG0005880	SACKO_23727	CAEEL09863
OG0005883	SACKO_00962	CAEEL06255
OG0005884	SACKO_09074	CAEEL16531
OG0005886	SACKO_05225	CAEEL01824
OG0005888	SACKO_05779, SACKO_10273	CAEEL00435
OG0005889	SACKO_27899	CAEEL02553
OG0005890	SACKO_04667	CAEEL06540
OG0005892	SACKO_15663	CAEEL01618
OG0005893	SACKO_30083	CAEEL11380
OG0005895	SACKO_20290	CAEEL06441
OG0005896	SACKO_18789	CAEEL15064
OG0005897	SACKO_12088	CAEEL01303
OG0005898	SACKO_04234	CAEEL01957
OG0005899	SACKO_33726, SACKO_00286	CAEEL11728
OG0005901	SACKO_01806	CAEEL01230
OG0005903	SACKO_25325	CAEEL02733
OG0005904	SACKO_08474	CAEEL18351
OG0005909	SACKO_09181	CAEEL09260
OG0005914	SACKO_12676	CAEEL12252
OG0005918	SACKO_13647	CAEEL07911
OG0005919	SACKO_18340	CAEEL15775
OG0005921	SACKO_27138	CAEEL07408
OG0005922	SACKO_01240, SACKO_10758	CAEEL15520
OG0005924	SACKO_26745	CAEEL10631
OG0005928	SACKO_22454	CAEEL04878
OG0005929	SACKO_15222	CAEEL05898
OG0005930	SACKO_11820, SACKO_29248	CAEEL00275
OG0005931	SACKO_06243	CAEEL09476
OG0005932	SACKO_20520	CAEEL11316
OG0005933	SACKO_09364	CAEEL14434
OG0005936	SACKO_11879	CAEEL07303
OG0005937	SACKO_23591, SACKO_25218	CAEEL10539
OG0005938	SACKO_13380, SACKO_19202	CAEEL06000, CAEEL09583
OG0005940	SACKO_08768	CAEEL04134
OG0005941	SACKO_17934	CAEEL08713
OG0005943	SACKO_02755	CAEEL02014
OG0005946	SACKO_26614	CAEEL11452, CAEEL11968
OG0005947	SACKO_32740	CAEEL19240
OG0005949	SACKO_07745	CAEEL12005
OG0005950	SACKO_26959	CAEEL02721
OG0005952	SACKO_19471	CAEEL08042
OG0005953	SACKO_24257	CAEEL01826
OG0005957	SACKO_29271	CAEEL13678, CAEEL02860
OG0005960	SACKO_28497	CAEEL18529, CAEEL16584
OG0005963	SACKO_33111	CAEEL02429, CAEEL11102
OG0005965	SACKO_03375	CAEEL17925
OG0005966	SACKO_27524	CAEEL05490
OG0005967	SACKO_24909	CAEEL08429
OG0005968	SACKO_00176	CAEEL01646
OG0005969	SACKO_08901	CAEEL01577
OG0005970	SACKO_20986	CAEEL16383
OG0005973	SACKO_29548	CAEEL13364
OG0005974	SACKO_19798	CAEEL11184
OG0005975	SACKO_32001	CAEEL05822
OG0005976	SACKO_13844	CAEEL15581
OG0005977	SACKO_18044	CAEEL04186
OG0005978	SACKO_07717	CAEEL08320
OG0005980	SACKO_27234	CAEEL05471
OG0005982	SACKO_12190	CAEEL04709
OG0005984	SACKO_27458	CAEEL06514, CAEEL07173
OG0005985	SACKO_14673	CAEEL11206
OG0005987	SACKO_17121	CAEEL05677
OG0005989	SACKO_11015, SACKO_28867	CAEEL14108
OG0005991	SACKO_20400	CAEEL07604
OG0005993	SACKO_02631	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	SACKO_26470	CAEEL09469
OG0005998	SACKO_31368	CAEEL12651
OG0005999	SACKO_02503, SACKO_20770, SACKO_15427, SACKO_31990	CAEEL06284
OG0006000	SACKO_31601	CAEEL06731
OG0006003	SACKO_00499	CAEEL12475
OG0006004	SACKO_09425	CAEEL01451
OG0006005	SACKO_08247	CAEEL08818
OG0006008	SACKO_09747	CAEEL11432
OG0006009	SACKO_05159	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	SACKO_07536	CAEEL07462
OG0006011	SACKO_30182	CAEEL06588
OG0006031	SACKO_24251	CAEEL00264
OG0006059	SACKO_27866, SACKO_27873	CAEEL09710
OG0006060	SACKO_03868	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082
OG0006062	SACKO_09272	CAEEL08027
OG0006063	SACKO_06438	CAEEL09563
OG0006064	SACKO_10725	CAEEL11646
OG0006066	SACKO_06398	CAEEL07776
OG0006069	SACKO_28743	CAEEL08597
OG0006072	SACKO_28406	CAEEL09063
OG0006073	SACKO_22196	CAEEL15279
OG0006074	SACKO_00950	CAEEL15694
OG0006075	SACKO_27251	CAEEL05481
OG0006079	SACKO_12072	CAEEL06022
OG0006080	SACKO_03188	CAEEL00753, CAEEL15093
OG0006083	SACKO_23684	CAEEL10880
OG0006085	SACKO_08320	CAEEL07121
OG0006086	SACKO_01798	CAEEL05357
OG0006087	SACKO_11692	CAEEL10339
OG0006090	SACKO_01234	CAEEL06249
OG0006095	SACKO_21352	CAEEL03714
OG0006096	SACKO_05559, SACKO_19081	CAEEL08930
OG0006098	SACKO_05301	CAEEL17792
OG0006101	SACKO_31977	CAEEL04363
OG0006102	SACKO_23446	CAEEL01860
OG0006104	SACKO_15560	CAEEL15552
OG0006106	SACKO_05387	CAEEL09939
OG0006108	SACKO_08204	CAEEL07908
OG0006111	SACKO_20394	CAEEL06592
OG0006113	SACKO_09698, SACKO_09709	CAEEL00297
OG0006116	SACKO_09058	CAEEL14600
OG0006117	SACKO_28039	CAEEL15839
OG0006118	SACKO_00183	CAEEL05175
OG0006120	SACKO_30278	CAEEL19875
OG0006121	SACKO_10310	CAEEL01535
OG0006122	SACKO_25589	CAEEL06423
OG0006124	SACKO_03686	CAEEL00683
OG0006125	SACKO_32349	CAEEL12098
OG0006126	SACKO_03230	CAEEL09062
OG0006127	SACKO_19052, SACKO_19045	CAEEL08699
OG0006128	SACKO_16357	CAEEL01734
OG0006129	SACKO_30593, SACKO_28304	CAEEL15436
OG0006130	SACKO_03584	CAEEL19047
OG0006131	SACKO_20177	CAEEL08997
OG0006134	SACKO_29020	CAEEL05080
OG0006135	SACKO_27637, SACKO_21881	CAEEL16406
OG0006137	SACKO_03643	CAEEL01021
OG0006140	SACKO_09562	CAEEL06530
OG0006141	SACKO_06850	CAEEL00813
OG0006144	SACKO_15295	CAEEL12775
OG0006145	SACKO_16961	CAEEL00765, CAEEL00923
OG0006147	SACKO_23703	CAEEL11314
OG0006152	SACKO_21514	CAEEL01636
OG0006153	SACKO_24238	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	SACKO_00045	CAEEL13825
OG0006160	SACKO_33773	CAEEL08936
OG0006163	SACKO_11765	CAEEL00653
OG0006164	SACKO_12121	CAEEL01158
OG0006165	SACKO_23329, SACKO_23337	CAEEL15774
OG0006168	SACKO_32294	CAEEL05152
OG0006169	SACKO_10416	CAEEL08537
OG0006172	SACKO_19396	CAEEL14351
OG0006176	SACKO_02302, SACKO_32394	CAEEL05930
OG0006177	SACKO_28221	CAEEL04212
OG0006180	SACKO_17407	CAEEL09925
OG0006181	SACKO_06134	CAEEL14722
OG0006182	SACKO_30955	CAEEL06387
OG0006183	SACKO_28026	CAEEL19366
OG0006185	SACKO_13993	CAEEL01692
OG0006187	SACKO_24252	CAEEL00902
OG0006188	SACKO_07194	CAEEL02058
OG0006191	SACKO_21296	CAEEL06280, CAEEL06279
OG0006192	SACKO_01391	CAEEL01776
OG0006195	SACKO_11101, SACKO_11093	CAEEL08079
OG0006196	SACKO_30856	CAEEL06224, CAEEL06189
OG0006200	SACKO_20572, SACKO_15696	CAEEL11329
OG0006202	SACKO_15491, SACKO_16355	CAEEL07568
OG0006208	SACKO_08608	CAEEL00204
OG0006209	SACKO_24255	CAEEL11287
OG0006210	SACKO_18778	CAEEL00160
OG0006213	SACKO_21335	CAEEL01145
OG0006214	SACKO_05862	CAEEL12120
OG0006216	SACKO_24474	CAEEL16326
OG0006217	SACKO_07207	CAEEL05235
OG0006220	SACKO_19675	CAEEL08309
OG0006224	SACKO_33216	CAEEL11548
OG0006226	SACKO_33531	CAEEL02716
OG0006229	SACKO_15856	CAEEL06963
OG0006230	SACKO_09576	CAEEL08542
OG0006231	SACKO_23230	CAEEL20582
OG0006232	SACKO_14279	CAEEL07512, CAEEL07511
OG0006234	SACKO_00141	CAEEL05918
OG0006235	SACKO_05415, SACKO_07827	CAEEL04462
OG0006237	SACKO_20298	CAEEL04160
OG0006239	SACKO_26765	CAEEL01539
OG0006240	SACKO_29884	CAEEL08852
OG0006245	SACKO_13591, SACKO_13588	CAEEL00941
OG0006247	SACKO_04844	CAEEL11988
OG0006248	SACKO_29941	CAEEL05883
OG0006249	SACKO_12077, SACKO_06923	CAEEL10060
OG0006254	SACKO_27243	CAEEL11539
OG0006257	SACKO_04006	CAEEL15240
OG0006259	SACKO_08122	CAEEL09792
OG0006260	SACKO_01212	CAEEL09587
OG0006262	SACKO_19943, SACKO_19933	CAEEL01377
OG0006263	SACKO_23315	CAEEL09474
OG0006264	SACKO_27254	CAEEL11589
OG0006267	SACKO_17470	CAEEL09521
OG0006268	SACKO_21851	CAEEL09373, CAEEL09395
OG0006269	SACKO_23723	CAEEL11344
OG0006270	SACKO_27418	CAEEL01876
OG0006271	SACKO_31553	CAEEL08264
OG0006275	SACKO_08975	CAEEL01989
OG0006277	SACKO_31185	CAEEL08057
OG0006279	SACKO_18919	CAEEL00237
OG0006280	SACKO_03118	CAEEL17987
OG0006281	SACKO_26666	CAEEL04765
OG0006283	SACKO_11202	CAEEL00881
OG0006284	SACKO_01400	CAEEL08923
OG0006285	SACKO_22768, SACKO_34081	CAEEL04794
OG0006286	SACKO_27133	CAEEL00158
OG0006288	SACKO_01301	CAEEL08712
OG0006289	SACKO_31445	CAEEL07964
OG0006290	SACKO_04601	CAEEL04712
OG0006291	SACKO_23043	CAEEL00609
OG0006293	SACKO_20678	CAEEL07928
OG0006294	SACKO_33988	CAEEL14462
OG0006295	SACKO_07537	CAEEL09568
OG0006297	SACKO_02405	CAEEL11872
OG0006301	SACKO_14640	CAEEL17598
OG0006306	SACKO_04334	CAEEL01065
OG0006307	SACKO_27021	CAEEL06264
OG0006309	SACKO_13569	CAEEL05232
OG0006311	SACKO_26809	CAEEL17612
OG0006313	SACKO_20864	CAEEL05123
OG0006315	SACKO_05661	CAEEL15905
OG0006319	SACKO_09566	CAEEL13894
OG0006322	SACKO_08927	CAEEL09507
OG0006323	SACKO_26923	CAEEL02251
OG0006326	SACKO_09219	CAEEL15323
OG0006329	SACKO_30287	CAEEL02571
OG0006331	SACKO_31398	CAEEL13794
OG0006332	SACKO_08811	CAEEL10865
OG0006334	SACKO_00491	CAEEL08411, CAEEL18378
OG0006335	SACKO_22904, SACKO_22906	CAEEL04124, CAEEL00475
OG0006339	SACKO_04371	CAEEL08069
OG0006340	SACKO_06436	CAEEL11454
OG0006341	SACKO_03883	CAEEL06023
OG0006343	SACKO_30601	CAEEL05583, CAEEL02498
OG0006344	SACKO_19339	CAEEL14876
OG0006345	SACKO_30868	CAEEL06549
OG0006346	SACKO_27643	CAEEL05783
OG0006347	SACKO_06194	CAEEL07567
OG0006350	SACKO_16257	CAEEL07674
OG0006352	SACKO_14534	CAEEL02603
OG0006353	SACKO_28090	CAEEL19140, CAEEL05676
OG0006354	SACKO_03385	CAEEL18116
OG0006355	SACKO_30829	CAEEL16514
OG0006356	SACKO_26545	CAEEL07675
OG0006360	SACKO_25975	CAEEL05277
OG0006361	SACKO_16411	CAEEL09060
OG0006362	SACKO_15563	CAEEL00998
OG0006363	SACKO_19522, SACKO_21880	CAEEL00971
OG0006365	SACKO_13003	CAEEL12631
OG0006370	SACKO_29230	CAEEL05220
OG0006372	SACKO_18473, SACKO_17152	CAEEL09848
OG0006375	SACKO_15548	CAEEL00741
OG0006376	SACKO_17514	CAEEL15051
OG0006377	SACKO_19723	CAEEL09247
OG0006381	SACKO_33730	CAEEL09800
OG0006385	SACKO_02312	CAEEL17878
OG0006386	SACKO_01546	CAEEL02065
OG0006387	SACKO_32566, SACKO_32560	CAEEL00319
OG0006389	SACKO_22546	CAEEL07348
OG0006390	SACKO_32036	CAEEL13360
OG0006391	SACKO_27250	CAEEL16380, CAEEL11908
OG0006392	SACKO_04750	CAEEL07571
OG0006393	SACKO_12179	CAEEL14337
OG0006402	SACKO_22620	CAEEL14843
OG0006407	SACKO_17793	CAEEL20555
OG0006408	SACKO_11973	CAEEL15120
OG0006414	SACKO_15972	CAEEL18847
OG0006423	SACKO_06685, SACKO_29935, SACKO_24774, SACKO_21494, SACKO_03329, SACKO_11669, SACKO_32746, SACKO_18818, SACKO_30871, SACKO_17386, SACKO_29743, SACKO_17965	CAEEL00261
OG0006443	SACKO_32632	CAEEL07304
OG0006448	SACKO_32439	CAEEL07841
OG0006449	SACKO_08483	CAEEL02036
OG0006454	SACKO_15044	CAEEL06995
OG0006456	SACKO_08294	CAEEL09794
OG0006457	SACKO_20814, SACKO_07052	CAEEL05605
OG0006459	SACKO_12069	CAEEL00244
OG0006461	SACKO_26093	CAEEL11863
OG0006462	SACKO_19260	CAEEL05709
OG0006464	SACKO_17838	CAEEL01413
OG0006465	SACKO_05184	CAEEL10921
OG0006468	SACKO_21041	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	SACKO_22346, SACKO_33761	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	SACKO_07123	CAEEL07206
OG0006475	SACKO_09202	CAEEL07548
OG0006476	SACKO_06810	CAEEL12092
OG0006478	SACKO_19718	CAEEL06158
OG0006479	SACKO_05515	CAEEL05626
OG0006480	SACKO_32951	CAEEL10265, CAEEL10266
OG0006481	SACKO_32596	CAEEL19099, CAEEL01638
OG0006482	SACKO_25746	CAEEL10834
OG0006485	SACKO_12497	CAEEL14223
OG0006488	SACKO_14602	CAEEL17648
OG0006490	SACKO_01171	CAEEL11637
OG0006491	SACKO_01653	CAEEL13015
OG0006496	SACKO_27963	CAEEL08493
OG0006497	SACKO_32931	CAEEL06461
OG0006498	SACKO_30648	CAEEL02503
OG0006499	SACKO_00231	CAEEL20101
OG0006501	SACKO_33438	CAEEL16016
OG0006503	SACKO_26135	CAEEL07188
OG0006505	SACKO_28225	CAEEL06783
OG0006506	SACKO_33658, SACKO_13927, SACKO_23304	CAEEL03029
OG0006509	SACKO_24087	CAEEL00006, CAEEL15373
OG0006511	SACKO_30734	CAEEL02676
OG0006512	SACKO_22144	CAEEL07313
OG0006514	SACKO_14410	CAEEL07858
OG0006515	SACKO_02186	CAEEL02554
OG0006516	SACKO_04666	CAEEL15132
OG0006517	SACKO_31036	CAEEL01423
OG0006519	SACKO_31680	CAEEL05908
OG0006520	SACKO_30114	CAEEL13792
OG0006522	SACKO_07540	CAEEL07957
OG0006523	SACKO_32390	CAEEL15760
OG0006528	SACKO_02110	CAEEL14466
OG0006532	SACKO_08016, SACKO_03819	CAEEL05678
OG0006533	SACKO_33047	CAEEL19649
OG0006536	SACKO_33595	CAEEL05174
OG0006538	SACKO_18227	CAEEL07903, CAEEL04060
OG0006542	SACKO_30115	CAEEL04749
OG0006543	SACKO_04274	CAEEL05304
OG0006544	SACKO_23966	CAEEL02597
OG0006545	SACKO_27776	CAEEL08394
OG0006546	SACKO_31477	CAEEL16446
OG0006547	SACKO_04980	CAEEL09736
OG0006550	SACKO_32798	CAEEL02186
OG0006552	SACKO_18574, SACKO_07811	CAEEL02725
OG0006553	SACKO_15568	CAEEL06508
OG0006554	SACKO_31239	CAEEL09071
OG0006556	SACKO_06012	CAEEL00553
OG0006557	SACKO_08582	CAEEL07597
OG0006560	SACKO_31622	CAEEL14360
OG0006561	SACKO_09099	CAEEL16404
OG0006565	SACKO_19582	CAEEL12176
OG0006567	SACKO_20834	CAEEL15749
OG0006568	SACKO_27965	CAEEL01944
OG0006569	SACKO_27176	CAEEL03290
OG0006570	SACKO_25827	CAEEL15966
OG0006571	SACKO_32504	CAEEL05447
OG0006572	SACKO_03212	CAEEL09940, CAEEL09371
OG0006573	SACKO_24507	CAEEL05442
OG0006574	SACKO_15526	CAEEL01738
OG0006577	SACKO_14949	CAEEL15281
OG0006578	SACKO_29301	CAEEL00045
OG0006579	SACKO_12197	CAEEL07922
OG0006583	SACKO_04792	CAEEL01627
OG0006584	SACKO_23948	CAEEL05880
OG0006588	SACKO_23697	CAEEL11640
OG0006589	SACKO_16206	CAEEL10276
OG0006590	SACKO_19100	CAEEL15655
OG0006591	SACKO_34029	CAEEL01066
OG0006594	SACKO_03277	CAEEL00833
OG0006595	SACKO_12199, SACKO_00535	CAEEL10661
OG0006596	SACKO_19957	CAEEL00560
OG0006597	SACKO_30631, SACKO_30596	CAEEL10448
OG0006598	SACKO_00853	CAEEL03295
OG0006602	SACKO_02027	CAEEL16562
OG0006603	SACKO_26785	CAEEL00624
OG0006604	SACKO_07557	CAEEL07198
OG0006606	SACKO_14668	CAEEL07376
OG0006607	SACKO_23822	CAEEL01560
OG0006608	SACKO_05137	CAEEL05698
OG0006609	SACKO_04167	CAEEL02187
OG0006610	SACKO_06748	CAEEL11386
OG0006611	SACKO_24593	CAEEL07953
OG0006613	SACKO_13925	CAEEL01845
OG0006614	SACKO_03768	CAEEL05124
OG0006615	SACKO_30383, SACKO_14275	CAEEL09131
OG0006621	SACKO_16054	CAEEL07639
OG0006622	SACKO_18492	CAEEL05834
OG0006624	SACKO_27277	CAEEL07631
OG0006626	SACKO_02165	CAEEL07560
OG0006627	SACKO_03660	CAEEL11375
OG0006628	SACKO_17452	CAEEL07329
OG0006630	SACKO_09718, SACKO_07939	CAEEL11696
OG0006631	SACKO_25124	CAEEL00720
OG0006632	SACKO_11006	CAEEL20160, CAEEL00199
OG0006633	SACKO_13776	CAEEL00427
OG0006634	SACKO_31184	CAEEL07770
OG0006636	SACKO_20362	CAEEL07724
OG0006637	SACKO_18391	CAEEL12125
OG0006645	SACKO_02573	CAEEL17855
OG0006646	SACKO_16491	CAEEL15891
OG0006647	SACKO_29007	CAEEL07174
OG0006649	SACKO_17731, SACKO_03126	CAEEL13032
OG0006651	SACKO_18929	CAEEL09522
OG0006655	SACKO_02434	CAEEL00324
OG0006658	SACKO_26976	CAEEL00269
OG0006660	SACKO_30823	CAEEL09560, CAEEL09561
OG0006662	SACKO_17036	CAEEL12773
OG0006663	SACKO_10196	CAEEL08458
OG0006664	SACKO_17513	CAEEL01906
OG0006666	SACKO_30813	CAEEL05999
OG0006667	SACKO_22738, SACKO_25306, SACKO_25302	CAEEL01250
OG0006668	SACKO_24222	CAEEL06992
OG0006669	SACKO_27060	CAEEL08205
OG0006670	SACKO_27428	CAEEL05160
OG0006673	SACKO_18714	CAEEL00769
OG0006675	SACKO_01088	CAEEL09407, CAEEL09408, CAEEL18361
OG0006678	SACKO_28613	CAEEL12368
OG0006680	SACKO_12693	CAEEL09390
OG0006681	SACKO_28467	CAEEL05335
OG0006683	SACKO_09544	CAEEL00441
OG0006684	SACKO_22004, SACKO_16089	CAEEL11224
OG0006686	SACKO_11003	CAEEL20085
OG0006690	SACKO_25519	CAEEL11346
OG0006691	SACKO_00524	CAEEL07500
OG0006692	SACKO_09418, SACKO_25158	CAEEL00770
OG0006693	SACKO_24875	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	SACKO_31335	CAEEL01422
OG0006695	SACKO_20651	CAEEL17851
OG0006702	SACKO_34080	CAEEL08311
OG0006703	SACKO_34078	CAEEL00186
OG0006705	SACKO_22310	CAEEL04478
OG0006706	SACKO_20095	CAEEL11633
OG0006709	SACKO_22652	CAEEL07440
OG0006710	SACKO_29286	CAEEL07165
OG0006712	SACKO_04882	CAEEL01534
OG0006714	SACKO_25679	CAEEL06631
OG0006717	SACKO_31616	CAEEL00315
OG0006720	SACKO_11232	CAEEL09628
OG0006722	SACKO_14697	CAEEL04109
OG0006723	SACKO_11222	CAEEL07804
OG0006726	SACKO_23805	CAEEL18959
OG0006727	SACKO_33821	CAEEL10628
OG0006730	SACKO_10591	CAEEL07386, CAEEL18705
OG0006732	SACKO_10379	CAEEL07406
OG0006735	SACKO_20230	CAEEL20573
OG0006736	SACKO_26749	CAEEL01882
OG0006737	SACKO_26724	CAEEL18816
OG0006741	SACKO_07967	CAEEL11903
OG0006742	SACKO_21657	CAEEL06688, CAEEL06689
OG0006749	SACKO_13004	CAEEL08028
OG0006750	SACKO_21365	CAEEL02998
OG0006752	SACKO_10442	CAEEL12417
OG0006753	SACKO_32383	CAEEL06421
OG0006754	SACKO_05330	CAEEL15551
OG0006755	SACKO_14460	CAEEL08754
OG0006757	SACKO_00223	CAEEL05691
OG0006758	SACKO_32935	CAEEL05308
OG0006760	SACKO_27037	CAEEL14472
OG0006762	SACKO_27822	CAEEL06780, CAEEL14299
OG0006765	SACKO_07617	CAEEL01561
OG0006766	SACKO_26404	CAEEL04604
OG0006768	SACKO_29429	CAEEL07976
OG0006769	SACKO_08861	CAEEL00344
OG0006772	SACKO_12476	CAEEL06744, CAEEL20464
OG0006777	SACKO_31484	CAEEL17985
OG0006780	SACKO_00989	CAEEL03293
OG0006784	SACKO_24551, SACKO_32954, SACKO_20373, SACKO_20416, SACKO_20378	CAEEL12328
OG0006791	SACKO_12469	CAEEL11174
OG0006826	SACKO_06213, SACKO_06211	CAEEL07305
OG0006828	SACKO_09047	CAEEL01547
OG0006830	SACKO_00725	CAEEL01610
OG0006832	SACKO_29557	CAEEL18365
OG0006833	SACKO_21065	CAEEL01607
OG0006835	SACKO_14793	CAEEL10984
OG0006838	SACKO_19296	CAEEL04815
OG0006842	SACKO_25650	CAEEL01401
OG0006843	SACKO_21301	CAEEL01030
OG0006844	SACKO_23086	CAEEL01019
OG0006845	SACKO_02323	CAEEL16127
OG0006846	SACKO_31599	CAEEL15729
OG0006849	SACKO_09945	CAEEL06259
OG0006851	SACKO_28958	CAEEL12983
OG0006853	SACKO_07750	CAEEL10839
OG0006860	SACKO_25058	CAEEL08670
OG0006864	SACKO_06208	CAEEL08583
OG0006867	SACKO_03131	CAEEL15109
OG0006868	SACKO_03104	CAEEL07835
OG0006870	SACKO_26119, SACKO_26148	CAEEL08613
OG0006875	SACKO_22942	CAEEL10848
OG0006876	SACKO_17712	CAEEL04447
OG0006878	SACKO_14703	CAEEL06314
OG0006881	SACKO_20383	CAEEL09403
OG0006882	SACKO_25762	CAEEL09595
OG0006886	SACKO_06965	CAEEL05972, CAEEL05973
OG0006887	SACKO_27302	CAEEL04262
OG0006888	SACKO_27706	CAEEL07944
OG0006890	SACKO_33625	CAEEL05820
OG0006891	SACKO_00733	CAEEL07412
OG0006892	SACKO_00620	CAEEL07307
OG0006894	SACKO_16651	CAEEL12154
OG0006895	SACKO_32185	CAEEL18907
OG0006897	SACKO_12096	CAEEL00287
OG0006898	SACKO_25156	CAEEL01473
OG0006901	SACKO_00618, SACKO_06914	CAEEL06883
OG0006902	SACKO_23898	CAEEL02536
OG0006905	SACKO_32133	CAEEL08307
OG0006906	SACKO_29713	CAEEL05830
OG0006908	SACKO_29339	CAEEL07115
OG0006914	SACKO_08710	CAEEL01820
OG0006917	SACKO_10775	CAEEL05784
OG0006918	SACKO_21493	CAEEL01349
OG0006919	SACKO_02596	CAEEL05782
OG0006923	SACKO_04201	CAEEL09234
OG0006924	SACKO_17426	CAEEL12241
OG0006926	SACKO_18234	CAEEL19851, CAEEL00630
OG0006927	SACKO_18408	CAEEL11861
OG0006930	SACKO_25047	CAEEL15225
OG0006931	SACKO_30476	CAEEL14601
OG0006934	SACKO_26364	CAEEL00405
OG0006936	SACKO_24103	CAEEL11645
OG0006937	SACKO_16830	CAEEL00825
OG0006939	SACKO_12961	CAEEL14723
OG0006942	SACKO_03113	CAEEL08740
OG0006943	SACKO_27117	CAEEL14228
OG0006944	SACKO_33729	CAEEL11263
OG0006945	SACKO_12889	CAEEL08245
OG0006948	SACKO_15576	CAEEL04453
OG0006949	SACKO_13058	CAEEL00718
