Orthogroup	CAEEL	ASTMX
OG0005730	CAEEL20471	ASTMX15497
OG0005730	CAEEL09846	ASTMX11861
OG0005731	CAEEL09042	ASTMX04986
OG0005732	CAEEL07314	ASTMX13145
OG0005733	CAEEL11874	ASTMX01508
OG0005734	CAEEL05372	ASTMX09235
OG0005737	CAEEL00178	ASTMX11419
OG0005738	CAEEL19157	ASTMX10341
OG0005744	CAEEL10825, CAEEL00882	ASTMX14609
OG0005746	CAEEL04218	ASTMX17304
OG0005747	CAEEL11656	ASTMX04789
OG0005749	CAEEL14477	ASTMX19269
OG0005750	CAEEL02930	ASTMX08835
OG0005758	CAEEL07383, CAEEL07219	ASTMX11709
OG0005759	CAEEL04976	ASTMX01450
OG0005761	CAEEL02084	ASTMX22199, ASTMX11984
OG0005764	CAEEL00440	ASTMX16221
OG0005766	CAEEL03004	ASTMX15164
OG0005771	CAEEL18103	ASTMX18560
OG0005774	CAEEL07710	ASTMX13739
OG0005775	CAEEL08185	ASTMX14322, ASTMX07738
OG0005776	CAEEL08611, CAEEL02852	ASTMX05832
OG0005777	CAEEL09325	ASTMX04242
OG0005779	CAEEL11742	ASTMX05027
OG0005781	CAEEL16564	ASTMX00100
OG0005782	CAEEL14669	ASTMX20741
OG0005783	CAEEL15350	ASTMX03385
OG0005784	CAEEL06573	ASTMX06658
OG0005786	CAEEL10727	ASTMX16618
OG0005787	CAEEL09127, CAEEL07672	ASTMX21620
OG0005788	CAEEL10819	ASTMX02885
OG0005790	CAEEL02850	ASTMX01629
OG0005792	CAEEL16683	ASTMX21053
OG0005793	CAEEL01631	ASTMX15045
OG0005794	CAEEL07859	ASTMX22973
OG0005796	CAEEL03619	ASTMX17980
OG0005797	CAEEL01710	ASTMX18725, ASTMX04724
OG0005798	CAEEL07896	ASTMX19366
OG0005799	CAEEL16039	ASTMX04694
OG0005800	CAEEL07429	ASTMX19939
OG0005802	CAEEL08747	ASTMX07877
OG0005803	CAEEL05218	ASTMX00035
OG0005804	CAEEL00293	ASTMX04182
OG0005805	CAEEL07935	ASTMX19263
OG0005807	CAEEL00886	ASTMX00062
OG0005811	CAEEL09170	ASTMX20920
OG0005812	CAEEL15514	ASTMX04748, ASTMX06754
OG0005813	CAEEL04957	ASTMX20803
OG0005814	CAEEL05572	ASTMX10027
OG0005815	CAEEL08558	ASTMX19022
OG0005816	CAEEL07974	ASTMX10623, ASTMX05188
OG0005817	CAEEL09003	ASTMX04424
OG0005818	CAEEL06548	ASTMX05192
OG0005819	CAEEL05194	ASTMX17354
OG0005821	CAEEL06500	ASTMX06716
OG0005822	CAEEL08544	ASTMX09677
OG0005823	CAEEL11398	ASTMX12224
OG0005824	CAEEL01511	ASTMX22745, ASTMX19708
OG0005827	CAEEL15915	ASTMX10593
OG0005829	CAEEL01850, CAEEL14048	ASTMX03865
OG0005831	CAEEL07627	ASTMX11648
OG0005832	CAEEL01641	ASTMX10891
OG0005833	CAEEL14838	ASTMX13374, ASTMX06309
OG0005834	CAEEL18574	ASTMX12604
OG0005835	CAEEL06739, CAEEL08580	ASTMX06426
OG0005836	CAEEL15554	ASTMX10318
OG0005837	CAEEL01073	ASTMX22792, ASTMX21697
OG0005838	CAEEL01222	ASTMX05195
OG0005840	CAEEL06791	ASTMX12287
OG0005843	CAEEL06200	ASTMX18756
OG0005845	CAEEL04187	ASTMX04382
OG0005846	CAEEL06779	ASTMX01580
OG0005847	CAEEL00400	ASTMX08949
OG0005848	CAEEL00240	ASTMX19733
OG0005849	CAEEL07640	ASTMX07876
OG0005850	CAEEL07059	ASTMX15848
OG0005851	CAEEL19454, CAEEL03023	ASTMX14047
OG0005853	CAEEL05937	ASTMX16546
OG0005854	CAEEL10962	ASTMX21173
OG0005857	CAEEL08143	ASTMX16007, ASTMX04410
OG0005859	CAEEL09237	ASTMX13468, ASTMX13466
OG0005860	CAEEL11464	ASTMX12500
OG0005861	CAEEL07847	ASTMX00506
OG0005864	CAEEL03066	ASTMX05926
OG0005865	CAEEL10526	ASTMX09430
OG0005866	CAEEL03116	ASTMX18464
OG0005867	CAEEL20688	ASTMX02025
OG0005869	CAEEL01472	ASTMX11468
OG0005870	CAEEL18863	ASTMX07409
OG0005871	CAEEL07046	ASTMX17242
OG0005874	CAEEL06734	ASTMX22939, ASTMX00564, ASTMX16735
OG0005875	CAEEL11121	ASTMX03020, ASTMX09190
OG0005876	CAEEL12583	ASTMX09416
OG0005877	CAEEL03535	ASTMX02902
OG0005878	CAEEL00506	ASTMX01268
OG0005879	CAEEL05884	ASTMX13909
OG0005880	CAEEL09863	ASTMX14254
OG0005883	CAEEL06255	ASTMX13202
OG0005884	CAEEL16531	ASTMX01288
OG0005886	CAEEL01824	ASTMX01343
OG0005889	CAEEL02553	ASTMX07012
OG0005890	CAEEL06540	ASTMX17642
OG0005892	CAEEL01618	ASTMX10888
OG0005893	CAEEL11380	ASTMX04147, ASTMX20266, ASTMX04146
OG0005895	CAEEL06441	ASTMX13988
OG0005897	CAEEL01303	ASTMX21129
OG0005898	CAEEL01957	ASTMX00076
OG0005899	CAEEL11728	ASTMX14192
OG0005901	CAEEL01230	ASTMX06245
OG0005903	CAEEL02733	ASTMX23020, ASTMX09187
OG0005904	CAEEL18351	ASTMX08292
OG0005909	CAEEL09260	ASTMX06496
OG0005914	CAEEL12252	ASTMX13941
OG0005918	CAEEL07911	ASTMX03112
OG0005919	CAEEL15775	ASTMX17322
OG0005921	CAEEL07408	ASTMX02238
OG0005922	CAEEL15520	ASTMX14273
OG0005924	CAEEL10631	ASTMX04587
OG0005928	CAEEL04878	ASTMX02357
OG0005929	CAEEL05898	ASTMX21522
OG0005931	CAEEL09476	ASTMX04907
OG0005932	CAEEL11316	ASTMX16557
OG0005933	CAEEL14434	ASTMX09736
OG0005936	CAEEL07303	ASTMX12418
OG0005937	CAEEL10539	ASTMX07248
OG0005938	CAEEL06000, CAEEL09583	ASTMX06092
OG0005940	CAEEL04134	ASTMX15640
OG0005941	CAEEL08713	ASTMX01249
OG0005943	CAEEL02014	ASTMX17665
OG0005946	CAEEL11452, CAEEL11968	ASTMX17105
OG0005947	CAEEL19240	ASTMX04158
OG0005949	CAEEL12005	ASTMX01038
OG0005950	CAEEL02721	ASTMX01327
OG0005952	CAEEL08042	ASTMX15940, ASTMX05925
OG0005953	CAEEL01826	ASTMX12080
OG0005957	CAEEL13678, CAEEL02860	ASTMX16955
OG0005960	CAEEL18529, CAEEL16584	ASTMX11608
OG0005963	CAEEL02429, CAEEL11102	ASTMX11121
OG0005965	CAEEL17925	ASTMX19565, ASTMX01612
OG0005966	CAEEL05490	ASTMX21448
OG0005967	CAEEL08429	ASTMX15403
OG0005968	CAEEL01646	ASTMX17140, ASTMX16410
OG0005969	CAEEL01577	ASTMX05797, ASTMX16905
OG0005970	CAEEL16383	ASTMX02839
OG0005973	CAEEL13364	ASTMX04612
OG0005974	CAEEL11184	ASTMX20049
OG0005975	CAEEL05822	ASTMX00556, ASTMX00123, ASTMX04122
OG0005976	CAEEL15581	ASTMX19859
OG0005977	CAEEL04186	ASTMX03076
OG0005978	CAEEL08320	ASTMX15362
OG0005980	CAEEL05471	ASTMX11783
OG0005982	CAEEL04709	ASTMX10015
OG0005984	CAEEL06514, CAEEL07173	ASTMX10388
OG0005987	CAEEL05677	ASTMX04120
OG0005989	CAEEL14108	ASTMX20821
OG0005991	CAEEL07604	ASTMX02237
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	ASTMX19846
OG0005995	CAEEL09469	ASTMX04613
OG0005997	CAEEL11505, CAEEL13118	ASTMX11085, ASTMX00585, ASTMX02576
OG0005998	CAEEL12651	ASTMX16012
OG0006000	CAEEL06731	ASTMX10236
OG0006003	CAEEL12475	ASTMX15486
OG0006004	CAEEL01451	ASTMX05388, ASTMX08408, ASTMX17736
OG0006005	CAEEL08818	ASTMX03888
OG0006008	CAEEL11432	ASTMX04872
OG0006010	CAEEL07462	ASTMX17586, ASTMX10955
OG0006011	CAEEL06588	ASTMX09627
OG0006022	CAEEL20451	ASTMX11899, ASTMX00065, ASTMX15280, ASTMX10042
OG0006025	CAEEL03361, CAEEL12698	ASTMX14978, ASTMX06741, ASTMX01817, ASTMX15802
OG0006031	CAEEL00264	ASTMX09024
OG0006059	CAEEL09710	ASTMX20069
OG0006062	CAEEL08027	ASTMX21362
OG0006063	CAEEL09563	ASTMX19817
OG0006064	CAEEL11646	ASTMX09308
OG0006066	CAEEL07776	ASTMX16436, ASTMX07300
OG0006069	CAEEL08597	ASTMX04982
OG0006072	CAEEL09063	ASTMX14707
OG0006073	CAEEL15279	ASTMX04426
OG0006074	CAEEL15694	ASTMX21669
OG0006075	CAEEL05481	ASTMX04237
OG0006079	CAEEL06022	ASTMX00383
OG0006083	CAEEL10880	ASTMX16624
OG0006085	CAEEL07121	ASTMX01099
OG0006086	CAEEL05357	ASTMX08737
OG0006087	CAEEL10339	ASTMX01650
OG0006090	CAEEL06249	ASTMX08457
OG0006095	CAEEL03714	ASTMX19132
OG0006096	CAEEL08930	ASTMX05943
OG0006098	CAEEL17792	ASTMX02650
OG0006101	CAEEL04363	ASTMX11023
OG0006102	CAEEL01860	ASTMX03409
OG0006104	CAEEL15552	ASTMX08557, ASTMX17341
OG0006106	CAEEL09939	ASTMX07404
OG0006108	CAEEL07908	ASTMX06756
OG0006110	CAEEL15606	ASTMX05269, ASTMX13689
OG0006111	CAEEL06592	ASTMX03721
OG0006113	CAEEL00297	ASTMX17162
OG0006114	CAEEL02929	ASTMX23007
OG0006116	CAEEL14600	ASTMX03933
OG0006117	CAEEL15839	ASTMX07833
OG0006118	CAEEL05175	ASTMX12556, ASTMX07434, ASTMX12555
OG0006120	CAEEL19875	ASTMX22300
OG0006121	CAEEL01535	ASTMX03893
OG0006122	CAEEL06423	ASTMX13828
OG0006124	CAEEL00683	ASTMX13027
OG0006125	CAEEL12098	ASTMX10686
OG0006127	CAEEL08699	ASTMX06270
OG0006128	CAEEL01734	ASTMX01066
OG0006129	CAEEL15436	ASTMX01622
OG0006130	CAEEL19047	ASTMX15707, ASTMX16989
OG0006131	CAEEL08997	ASTMX17497, ASTMX07320
OG0006134	CAEEL05080	ASTMX16827
OG0006135	CAEEL16406	ASTMX03245
OG0006137	CAEEL01021	ASTMX16809
OG0006140	CAEEL06530	ASTMX13985
OG0006141	CAEEL00813	ASTMX02158, ASTMX02157
OG0006144	CAEEL12775	ASTMX17865
OG0006145	CAEEL00765, CAEEL00923	ASTMX05270
OG0006152	CAEEL01636	ASTMX11033
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	ASTMX03761
OG0006156	CAEEL13825	ASTMX21711
OG0006160	CAEEL08936	ASTMX16077
OG0006163	CAEEL00653	ASTMX05146, ASTMX03552
OG0006164	CAEEL01158	ASTMX03574
OG0006165	CAEEL15774	ASTMX15294
OG0006169	CAEEL08537	ASTMX09379
OG0006171	CAEEL01756	ASTMX05008
OG0006172	CAEEL14351	ASTMX01366
OG0006176	CAEEL05930	ASTMX21334
OG0006177	CAEEL04212	ASTMX17757
OG0006180	CAEEL09925	ASTMX13102
OG0006181	CAEEL14722	ASTMX06332
OG0006182	CAEEL06387	ASTMX17800
OG0006183	CAEEL19366	ASTMX21206
OG0006185	CAEEL01692	ASTMX16064
OG0006187	CAEEL00902	ASTMX15380
OG0006188	CAEEL02058	ASTMX15568
OG0006191	CAEEL06280, CAEEL06279	ASTMX13647
OG0006195	CAEEL08079	ASTMX16392
OG0006196	CAEEL06224, CAEEL06189	ASTMX11702
OG0006198	CAEEL00819	ASTMX18414
OG0006200	CAEEL11329	ASTMX07126
OG0006202	CAEEL07568	ASTMX10060
OG0006208	CAEEL00204	ASTMX02052
OG0006209	CAEEL11287	ASTMX06935, ASTMX12864
OG0006210	CAEEL00160	ASTMX15807
OG0006213	CAEEL01145	ASTMX12993
OG0006214	CAEEL12120	ASTMX14394
OG0006215	CAEEL04734	ASTMX13559
OG0006216	CAEEL16326	ASTMX14522
OG0006217	CAEEL05235	ASTMX15849
OG0006224	CAEEL11548	ASTMX04794
OG0006226	CAEEL02716	ASTMX10013
OG0006229	CAEEL06963	ASTMX01633
OG0006230	CAEEL08542	ASTMX15185
OG0006231	CAEEL20582	ASTMX15248
OG0006234	CAEEL05918	ASTMX12448
OG0006235	CAEEL04462	ASTMX16631
OG0006237	CAEEL04160	ASTMX05214
OG0006239	CAEEL01539	ASTMX06263
OG0006240	CAEEL08852	ASTMX09461
OG0006245	CAEEL00941	ASTMX05448
OG0006247	CAEEL11988	ASTMX04057
OG0006248	CAEEL05883	ASTMX11835
OG0006249	CAEEL10060	ASTMX13840
OG0006254	CAEEL11539	ASTMX17345
OG0006257	CAEEL15240	ASTMX02479
OG0006259	CAEEL09792	ASTMX10232
OG0006260	CAEEL09587	ASTMX00800
OG0006262	CAEEL01377	ASTMX07419
OG0006263	CAEEL09474	ASTMX09582
OG0006264	CAEEL11589	ASTMX18801
OG0006267	CAEEL09521	ASTMX10007
OG0006268	CAEEL09373, CAEEL09395	ASTMX22171, ASTMX17106
OG0006269	CAEEL11344	ASTMX19370
OG0006270	CAEEL01876	ASTMX17198
OG0006271	CAEEL08264	ASTMX19101
OG0006275	CAEEL01989	ASTMX11336
OG0006277	CAEEL08057	ASTMX04405
OG0006279	CAEEL00237	ASTMX00059
OG0006280	CAEEL17987	ASTMX08931
OG0006281	CAEEL04765	ASTMX09240
OG0006283	CAEEL00881	ASTMX21520, ASTMX21521
OG0006284	CAEEL08923	ASTMX07872
OG0006285	CAEEL04794	ASTMX03323
OG0006286	CAEEL00158	ASTMX19660
OG0006288	CAEEL08712	ASTMX07795
OG0006289	CAEEL07964	ASTMX06413
OG0006290	CAEEL04712	ASTMX17617
OG0006291	CAEEL00609	ASTMX17063
OG0006293	CAEEL07928	ASTMX05973, ASTMX05974
OG0006294	CAEEL14462	ASTMX01270
OG0006295	CAEEL09568	ASTMX09386
OG0006297	CAEEL11872	ASTMX09427
OG0006301	CAEEL17598	ASTMX01384
OG0006306	CAEEL01065	ASTMX07488
OG0006307	CAEEL06264	ASTMX21749
OG0006309	CAEEL05232	ASTMX17488, ASTMX21821
OG0006311	CAEEL17612	ASTMX15780
OG0006313	CAEEL05123	ASTMX07483
OG0006315	CAEEL15905	ASTMX14142
OG0006319	CAEEL13894	ASTMX08869
OG0006322	CAEEL09507	ASTMX09225, ASTMX22209, ASTMX09224
OG0006323	CAEEL02251	ASTMX00548
OG0006326	CAEEL15323	ASTMX13124
OG0006329	CAEEL02571	ASTMX05107
OG0006331	CAEEL13794	ASTMX13932
OG0006332	CAEEL10865	ASTMX20059
OG0006334	CAEEL08411, CAEEL18378	ASTMX04134
OG0006339	CAEEL08069	ASTMX03417
OG0006340	CAEEL11454	ASTMX02502
OG0006341	CAEEL06023	ASTMX08564
OG0006343	CAEEL05583, CAEEL02498	ASTMX11794, ASTMX15900
OG0006344	CAEEL14876	ASTMX22591, ASTMX22499, ASTMX11732
OG0006345	CAEEL06549	ASTMX18765
OG0006346	CAEEL05783	ASTMX12353
OG0006347	CAEEL07567	ASTMX02893
OG0006350	CAEEL07674	ASTMX10119
OG0006352	CAEEL02603	ASTMX18568, ASTMX00324
OG0006353	CAEEL19140, CAEEL05676	ASTMX20203
OG0006354	CAEEL18116	ASTMX12076
OG0006356	CAEEL07675	ASTMX13066
OG0006360	CAEEL05277	ASTMX14422
OG0006361	CAEEL09060	ASTMX06246
OG0006362	CAEEL00998	ASTMX07490
OG0006363	CAEEL00971	ASTMX18537
OG0006365	CAEEL12631	ASTMX02702, ASTMX04108
OG0006370	CAEEL05220	ASTMX17423
OG0006372	CAEEL09848	ASTMX09546
OG0006375	CAEEL00741	ASTMX07697
OG0006376	CAEEL15051	ASTMX13354
OG0006377	CAEEL09247	ASTMX03390
OG0006378	CAEEL04747	ASTMX20075
OG0006381	CAEEL09800	ASTMX07268
OG0006385	CAEEL17878	ASTMX03955, ASTMX10459
OG0006386	CAEEL02065	ASTMX12433
OG0006387	CAEEL00319	ASTMX02531
OG0006390	CAEEL13360	ASTMX12951
OG0006391	CAEEL16380, CAEEL11908	ASTMX13826, ASTMX02973
OG0006392	CAEEL07571	ASTMX09822
OG0006393	CAEEL14337	ASTMX10085, ASTMX03992, ASTMX03991
OG0006395	CAEEL11636	ASTMX16987
OG0006402	CAEEL14843	ASTMX21779
OG0006405	CAEEL04608	ASTMX04722, ASTMX02186
OG0006406	CAEEL04927, CAEEL07538	ASTMX21683, ASTMX16175
OG0006407	CAEEL20555	ASTMX09544, ASTMX06711
OG0006408	CAEEL15120	ASTMX14791
OG0006414	CAEEL18847	ASTMX04060, ASTMX21246, ASTMX18256, ASTMX07659
OG0006415	CAEEL20504	ASTMX10919, ASTMX16367, ASTMX10620, ASTMX14000, ASTMX04379
OG0006443	CAEEL07304	ASTMX17383
OG0006448	CAEEL07841	ASTMX06552
OG0006449	CAEEL02036	ASTMX00867
OG0006454	CAEEL06995	ASTMX09892, ASTMX15753
OG0006456	CAEEL09794	ASTMX13571
OG0006459	CAEEL00244	ASTMX05149
OG0006461	CAEEL11863	ASTMX20285
OG0006462	CAEEL05709	ASTMX07745, ASTMX16027
OG0006464	CAEEL01413	ASTMX07158
OG0006465	CAEEL10921	ASTMX04889
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	ASTMX13923
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	ASTMX03121
OG0006473	CAEEL02240	ASTMX23049
OG0006474	CAEEL07206	ASTMX05105
OG0006475	CAEEL07548	ASTMX06213
OG0006476	CAEEL12092	ASTMX03680
OG0006478	CAEEL06158	ASTMX19975
OG0006479	CAEEL05626	ASTMX05244
OG0006480	CAEEL10265, CAEEL10266	ASTMX10507
OG0006481	CAEEL19099, CAEEL01638	ASTMX12810
OG0006482	CAEEL10834	ASTMX15100
OG0006485	CAEEL14223	ASTMX05625
OG0006488	CAEEL17648	ASTMX20556
OG0006490	CAEEL11637	ASTMX07123
OG0006491	CAEEL13015	ASTMX09131
OG0006496	CAEEL08493	ASTMX13132
OG0006497	CAEEL06461	ASTMX04148
OG0006498	CAEEL02503	ASTMX09105
OG0006499	CAEEL20101	ASTMX03118, ASTMX19284
OG0006501	CAEEL16016	ASTMX20489
OG0006503	CAEEL07188	ASTMX17879
OG0006505	CAEEL06783	ASTMX14118
OG0006506	CAEEL03029	ASTMX07943, ASTMX07944
OG0006509	CAEEL00006, CAEEL15373	ASTMX17571
OG0006511	CAEEL02676	ASTMX07468
OG0006512	CAEEL07313	ASTMX17346
OG0006514	CAEEL07858	ASTMX14865
OG0006515	CAEEL02554	ASTMX02761
OG0006516	CAEEL15132	ASTMX04546, ASTMX04545
OG0006517	CAEEL01423	ASTMX11934
OG0006520	CAEEL13792	ASTMX13980
OG0006522	CAEEL07957	ASTMX12222, ASTMX05880
OG0006523	CAEEL15760	ASTMX06331
OG0006525	CAEEL11800	ASTMX04027
OG0006528	CAEEL14466	ASTMX16747
OG0006532	CAEEL05678	ASTMX02900
OG0006535	CAEEL19419	ASTMX21623
OG0006536	CAEEL05174	ASTMX04129
OG0006538	CAEEL07903, CAEEL04060	ASTMX18870
OG0006540	CAEEL19898	ASTMX04121
OG0006542	CAEEL04749	ASTMX13981
OG0006543	CAEEL05304	ASTMX20456
OG0006544	CAEEL02597	ASTMX18699
OG0006545	CAEEL08394	ASTMX12257
OG0006546	CAEEL16446	ASTMX21843
OG0006547	CAEEL09736	ASTMX12162
OG0006550	CAEEL02186	ASTMX02023
OG0006552	CAEEL02725	ASTMX10359
OG0006553	CAEEL06508	ASTMX04960
OG0006554	CAEEL09071	ASTMX07799
OG0006556	CAEEL00553	ASTMX22485, ASTMX04835
OG0006557	CAEEL07597	ASTMX00610
OG0006560	CAEEL14360	ASTMX10786
OG0006561	CAEEL16404	ASTMX15649
OG0006565	CAEEL12176	ASTMX05183, ASTMX13946
OG0006567	CAEEL15749	ASTMX00688
OG0006568	CAEEL01944	ASTMX11588
OG0006569	CAEEL03290	ASTMX04216
OG0006570	CAEEL15966	ASTMX00900
OG0006571	CAEEL05447	ASTMX18330
OG0006573	CAEEL05442	ASTMX15993
OG0006574	CAEEL01738	ASTMX02442
OG0006577	CAEEL15281	ASTMX02962
OG0006578	CAEEL00045	ASTMX20623, ASTMX20624
OG0006579	CAEEL07922	ASTMX10487
OG0006583	CAEEL01627	ASTMX09907
OG0006584	CAEEL05880	ASTMX01917
OG0006587	CAEEL17957	ASTMX17293
OG0006588	CAEEL11640	ASTMX22543
OG0006589	CAEEL10276	ASTMX01982
OG0006590	CAEEL15655	ASTMX01101
OG0006591	CAEEL01066	ASTMX01816
OG0006594	CAEEL00833	ASTMX10490
OG0006595	CAEEL10661	ASTMX17451
OG0006596	CAEEL00560	ASTMX15703
OG0006597	CAEEL10448	ASTMX08816
OG0006598	CAEEL03295	ASTMX03337
OG0006602	CAEEL16562	ASTMX13176
OG0006603	CAEEL00624	ASTMX16596
OG0006604	CAEEL07198	ASTMX04380
OG0006606	CAEEL07376	ASTMX07238
OG0006607	CAEEL01560	ASTMX07493
OG0006608	CAEEL05698	ASTMX16691, ASTMX06296
OG0006609	CAEEL02187	ASTMX17421
OG0006610	CAEEL11386	ASTMX19699
OG0006611	CAEEL07953	ASTMX17727
OG0006613	CAEEL01845	ASTMX21383
OG0006614	CAEEL05124	ASTMX01993
OG0006615	CAEEL09131	ASTMX12256
OG0006621	CAEEL07639	ASTMX03527
OG0006622	CAEEL05834	ASTMX01144
OG0006624	CAEEL07631	ASTMX19460
OG0006625	CAEEL08791	ASTMX17003, ASTMX17004
OG0006626	CAEEL07560	ASTMX00608
OG0006627	CAEEL11375	ASTMX01364
OG0006628	CAEEL07329	ASTMX02213, ASTMX00249
OG0006630	CAEEL11696	ASTMX22622
OG0006631	CAEEL00720	ASTMX13615
OG0006632	CAEEL20160, CAEEL00199	ASTMX04725, ASTMX00323
OG0006633	CAEEL00427	ASTMX18345
OG0006636	CAEEL07724	ASTMX06791
OG0006637	CAEEL12125	ASTMX01565
OG0006645	CAEEL17855	ASTMX14608
OG0006646	CAEEL15891	ASTMX04908
OG0006647	CAEEL07174	ASTMX21895
OG0006648	CAEEL01435	ASTMX11425
OG0006651	CAEEL09522	ASTMX03710
OG0006655	CAEEL00324	ASTMX02610
OG0006658	CAEEL00269	ASTMX01278
OG0006660	CAEEL09560, CAEEL09561	ASTMX16840, ASTMX15712
OG0006662	CAEEL12773	ASTMX10852
OG0006663	CAEEL08458	ASTMX20793
OG0006664	CAEEL01906	ASTMX18894
OG0006666	CAEEL05999	ASTMX14266
OG0006667	CAEEL01250	ASTMX06457
OG0006668	CAEEL06992	ASTMX08555
OG0006669	CAEEL08205	ASTMX07762
OG0006670	CAEEL05160	ASTMX08852
OG0006673	CAEEL00769	ASTMX18034, ASTMX05111
OG0006675	CAEEL09407, CAEEL09408, CAEEL18361	ASTMX17949
OG0006678	CAEEL12368	ASTMX21609
OG0006680	CAEEL09390	ASTMX00952
OG0006681	CAEEL05335	ASTMX10798
OG0006683	CAEEL00441	ASTMX17752
OG0006684	CAEEL11224	ASTMX19788
OG0006686	CAEEL20085	ASTMX07806
OG0006690	CAEEL11346	ASTMX15458
OG0006691	CAEEL07500	ASTMX01429
OG0006692	CAEEL00770	ASTMX15358
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	ASTMX13879
OG0006694	CAEEL01422	ASTMX03870
OG0006695	CAEEL17851	ASTMX21264
OG0006702	CAEEL08311	ASTMX04300
OG0006703	CAEEL00186	ASTMX15261
OG0006705	CAEEL04478	ASTMX18210
OG0006706	CAEEL11633	ASTMX06498
OG0006709	CAEEL07440	ASTMX12695
OG0006710	CAEEL07165	ASTMX16956
OG0006712	CAEEL01534	ASTMX19601
OG0006716	CAEEL01171	ASTMX11731
OG0006717	CAEEL00315	ASTMX04689
OG0006720	CAEEL09628	ASTMX06026
OG0006722	CAEEL04109	ASTMX12405
OG0006723	CAEEL07804	ASTMX13335
OG0006726	CAEEL18959	ASTMX03873
OG0006727	CAEEL10628	ASTMX20841
OG0006732	CAEEL07406	ASTMX22779
OG0006735	CAEEL20573	ASTMX05292
OG0006736	CAEEL01882	ASTMX03650
OG0006737	CAEEL18816	ASTMX11682
OG0006741	CAEEL11903	ASTMX00781
OG0006742	CAEEL06688, CAEEL06689	ASTMX08794, ASTMX20354
OG0006749	CAEEL08028	ASTMX10213
OG0006750	CAEEL02998	ASTMX03816
OG0006752	CAEEL12417	ASTMX03481
OG0006753	CAEEL06421	ASTMX08486
OG0006754	CAEEL15551	ASTMX06832
OG0006755	CAEEL08754	ASTMX00482
OG0006757	CAEEL05691	ASTMX13935
OG0006758	CAEEL05308	ASTMX00799
OG0006760	CAEEL14472	ASTMX10010
OG0006762	CAEEL06780, CAEEL14299	ASTMX19374, ASTMX06557
OG0006763	CAEEL12476	ASTMX04265, ASTMX18089
OG0006765	CAEEL01561	ASTMX03547, ASTMX03548
OG0006766	CAEEL04604	ASTMX03906
OG0006768	CAEEL07976	ASTMX01848
OG0006769	CAEEL00344	ASTMX00239
OG0006772	CAEEL06744, CAEEL20464	ASTMX17412
OG0006774	CAEEL01597, CAEEL17633	ASTMX10054
OG0006777	CAEEL17985	ASTMX09376
OG0006780	CAEEL03293	ASTMX04854
OG0006784	CAEEL12328	ASTMX14614
OG0006791	CAEEL11174	ASTMX08046
OG0006795	CAEEL17325, CAEEL03139, CAEEL17385, CAEEL06951, CAEEL03170, CAEEL03151, CAEEL12331, CAEEL03123, CAEEL13163, CAEEL10223, CAEEL17912, CAEEL03163, CAEEL03125, CAEEL03120, CAEEL06506	ASTMX15174, ASTMX15179, ASTMX15177, ASTMX15175, ASTMX15178
OG0006826	CAEEL07305	ASTMX21838
OG0006828	CAEEL01547	ASTMX06916
OG0006830	CAEEL01610	ASTMX12230
OG0006832	CAEEL18365	ASTMX05805
OG0006833	CAEEL01607	ASTMX16981
OG0006835	CAEEL10984	ASTMX09545
OG0006838	CAEEL04815	ASTMX04988
OG0006842	CAEEL01401	ASTMX18470
OG0006843	CAEEL01030	ASTMX15344, ASTMX15343
OG0006844	CAEEL01019	ASTMX05150
OG0006845	CAEEL16127	ASTMX22497, ASTMX18536
OG0006846	CAEEL15729	ASTMX04852
OG0006849	CAEEL06259	ASTMX10597
OG0006851	CAEEL12983	ASTMX10431
OG0006853	CAEEL10839	ASTMX02147
OG0006860	CAEEL08670	ASTMX08893
OG0006864	CAEEL08583	ASTMX14844
OG0006867	CAEEL15109	ASTMX17195
OG0006870	CAEEL08613	ASTMX19219
OG0006875	CAEEL10848	ASTMX06127
OG0006876	CAEEL04447	ASTMX11416
OG0006878	CAEEL06314	ASTMX16892
OG0006881	CAEEL09403	ASTMX18811
OG0006882	CAEEL09595	ASTMX02554
OG0006886	CAEEL05972, CAEEL05973	ASTMX09095, ASTMX01120
OG0006887	CAEEL04262	ASTMX11439
OG0006888	CAEEL07944	ASTMX09251
OG0006890	CAEEL05820	ASTMX17391
OG0006891	CAEEL07412	ASTMX19493
OG0006892	CAEEL07307	ASTMX00090
OG0006894	CAEEL12154	ASTMX19536
OG0006895	CAEEL18907	ASTMX01494
OG0006897	CAEEL00287	ASTMX03361
OG0006898	CAEEL01473	ASTMX06272
OG0006901	CAEEL06883	ASTMX00087
OG0006905	CAEEL08307	ASTMX21329
OG0006906	CAEEL05830	ASTMX11180
OG0006914	CAEEL01820	ASTMX15342
OG0006917	CAEEL05784	ASTMX19078
OG0006918	CAEEL01349	ASTMX16285
OG0006919	CAEEL05782	ASTMX19164
OG0006920	CAEEL08877	ASTMX09808
OG0006923	CAEEL09234	ASTMX08705
OG0006924	CAEEL12241	ASTMX15741
OG0006926	CAEEL19851, CAEEL00630	ASTMX04276
