Orthogroup	CAEEL	OWEFU
OG0005819	CAEEL05194	OFUSG17295.1.p1
OG0005821	CAEEL06500	OFUSG09342.1.p1, OFUSG09343.1.p1
OG0005822	CAEEL08544	OFUSG12585.1.p1
OG0005823	CAEEL11398	OFUSG25743.1.p1
OG0005824	CAEEL01511	OFUSG09743.1.p1
OG0005826	CAEEL11564	OFUSG19121.1.p1
OG0005827	CAEEL15915	OFUSG25115.1.p1
OG0005831	CAEEL07627	OFUSG20334.1.p1
OG0005832	CAEEL01641	OFUSG20421.1.p1
OG0005833	CAEEL14838	OFUSG11209.1.p1
OG0005834	CAEEL18574	OFUSG25449.1.p1, OFUSG25449.2.p1
OG0005835	CAEEL06739, CAEEL08580	OFUSG24596.1.p1
OG0005836	CAEEL15554	OFUSG06015.1.p1
OG0005837	CAEEL01073	OFUSG26386.1.p1
OG0005838	CAEEL01222	OFUSG22578.1.p1
OG0005840	CAEEL06791	OFUSG17218.1.p1
OG0005843	CAEEL06200	OFUSG13111.2.p1, OFUSG13111.1.p1
OG0005845	CAEEL04187	OFUSG18858.1.p1, OFUSG18853.1.p1
OG0005846	CAEEL06779	OFUSG12015.1.p1
OG0005847	CAEEL00400	OFUSG21573.1.p1
OG0005849	CAEEL07640	OFUSG13675.1.p1
OG0005850	CAEEL07059	OFUSG13683.1.p1
OG0005851	CAEEL19454, CAEEL03023	OFUSG17159.1.p1
OG0005853	CAEEL05937	OFUSG12469.1.p1
OG0005854	CAEEL10962	OFUSG20549.1.p1
OG0005857	CAEEL08143	OFUSG15447.4.p1, OFUSG15447.3.p1, OFUSG15447.2.p1, OFUSG15447.1.p1
OG0005858	CAEEL08865	OFUSG23890.1.p1
OG0005859	CAEEL09237	OFUSG25456.1.p1
OG0005860	CAEEL11464	OFUSG16634.2.p1, OFUSG16634.1.p1
OG0005861	CAEEL07847	OFUSG12753.1.p1
OG0005863	CAEEL02059	OFUSG11072.1.p1
OG0005864	CAEEL03066	OFUSG19504.1.p1
OG0005869	CAEEL01472	OFUSG03581.1.p1
OG0005870	CAEEL18863	OFUSG23370.1.p1
OG0005871	CAEEL07046	OFUSG02901.1.p1
OG0005874	CAEEL06734	OFUSG03952.1.p1
OG0005875	CAEEL11121	OFUSG14727.1.p1
OG0005876	CAEEL12583	OFUSG19535.1.p1
OG0005877	CAEEL03535	OFUSG21409.1.p1
OG0005878	CAEEL00506	OFUSG25068.1.p1
OG0005879	CAEEL05884	OFUSG20758.1.p1
OG0005880	CAEEL09863	OFUSG19008.1.p1
OG0005883	CAEEL06255	OFUSG07782.1.p1
OG0005884	CAEEL16531	OFUSG11294.1.p1
OG0005886	CAEEL01824	OFUSG12295.1.p1
OG0005888	CAEEL00435	OFUSG10914.1.p1
OG0005889	CAEEL02553	OFUSG00364.1.p1
OG0005890	CAEEL06540	OFUSG21628.1.p1
OG0005892	CAEEL01618	OFUSG04898.1.p1
OG0005893	CAEEL11380	OFUSG03818.1.p1
OG0005895	CAEEL06441	OFUSG17312.1.p1
OG0005897	CAEEL01303	OFUSG08962.1.p1
OG0005898	CAEEL01957	OFUSG11992.1.p1
OG0005899	CAEEL11728	OFUSG07835.1.p1
OG0005901	CAEEL01230	OFUSG04944.1.p1
OG0005903	CAEEL02733	OFUSG19287.1.p1
OG0005904	CAEEL18351	OFUSG26578.1.p1
OG0005909	CAEEL09260	OFUSG09455.1.p1
OG0005914	CAEEL12252	OFUSG05820.1.p1
OG0005918	CAEEL07911	OFUSG07171.1.p1
OG0005919	CAEEL15775	OFUSG08279.1.p1
OG0005921	CAEEL07408	OFUSG07760.1.p1
OG0005922	CAEEL15520	OFUSG06033.1.p1
OG0005924	CAEEL10631	OFUSG20875.1.p1
OG0005925	CAEEL18159	OFUSG24758.1.p1, OFUSG17015.1.p1, OFUSG17016.1.p1
OG0005929	CAEEL05898	OFUSG17666.1.p1
OG0005930	CAEEL00275	OFUSG03860.1.p1
OG0005931	CAEEL09476	OFUSG05791.1.p1
OG0005932	CAEEL11316	OFUSG06461.1.p1
OG0005933	CAEEL14434	OFUSG11758.1.p1
OG0005936	CAEEL07303	OFUSG01618.1.p1
OG0005937	CAEEL10539	OFUSG19124.1.p1
OG0005938	CAEEL06000, CAEEL09583	OFUSG13529.1.p1
OG0005940	CAEEL04134	OFUSG08024.2.p1, OFUSG08024.1.p1
OG0005941	CAEEL08713	OFUSG12577.1.p1
OG0005943	CAEEL02014	OFUSG10771.1.p1
OG0005946	CAEEL11452, CAEEL11968	OFUSG06828.1.p1
OG0005947	CAEEL19240	OFUSG25842.1.p1, OFUSG25842.2.p1
OG0005949	CAEEL12005	OFUSG22404.1.p1
OG0005950	CAEEL02721	OFUSG13388.1.p1
OG0005952	CAEEL08042	OFUSG05541.1.p1
OG0005953	CAEEL01826	OFUSG08521.1.p1
OG0005957	CAEEL13678, CAEEL02860	OFUSG09500.1.p1
OG0005960	CAEEL18529, CAEEL16584	OFUSG15605.1.p1, OFUSG19360.1.p1, OFUSG15606.1.p1
OG0005963	CAEEL02429, CAEEL11102	OFUSG20536.1.p1
OG0005965	CAEEL17925	OFUSG06524.1.p1
OG0005966	CAEEL05490	OFUSG10960.1.p1
OG0005967	CAEEL08429	OFUSG11067.1.p1
OG0005968	CAEEL01646	OFUSG22986.1.p1
OG0005969	CAEEL01577	OFUSG11541.1.p1
OG0005970	CAEEL16383	OFUSG26446.1.p1
OG0005973	CAEEL13364	OFUSG12086.1.p1
OG0005974	CAEEL11184	OFUSG07735.1.p1
OG0005975	CAEEL05822	OFUSG02665.1.p1
OG0005976	CAEEL15581	OFUSG10552.1.p1
OG0005977	CAEEL04186	OFUSG00577.1.p1
OG0005978	CAEEL08320	OFUSG23255.1.p1
OG0005980	CAEEL05471	OFUSG07813.1.p1
OG0005982	CAEEL04709	OFUSG21165.2.p1, OFUSG21165.1.p1
OG0005984	CAEEL06514, CAEEL07173	OFUSG13326.1.p2
OG0005985	CAEEL11206	OFUSG15946.1.p1, OFUSG15946.2.p1
OG0005987	CAEEL05677	OFUSG25797.1.p1
OG0005989	CAEEL14108	OFUSG01513.1.p1
OG0005991	CAEEL07604	OFUSG03016.1.p1
OG0005992	CAEEL01122	OFUSG11877.1.p1, OFUSG11873.1.p1, OFUSG11876.1.p1
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	OFUSG08243.1.p1, OFUSG09874.1.p1
OG0005995	CAEEL09469	OFUSG06297.2.p1, OFUSG06297.1.p1
OG0005997	CAEEL11505, CAEEL13118	OFUSG03882.1.p1
OG0005998	CAEEL12651	OFUSG22178.1.p1
OG0005999	CAEEL06284	OFUSG01064.1.p1
OG0006000	CAEEL06731	OFUSG11468.1.p1
OG0006003	CAEEL12475	OFUSG13243.1.p1
OG0006004	CAEEL01451	OFUSG04708.1.p1
OG0006005	CAEEL08818	OFUSG03031.1.p1
OG0006008	CAEEL11432	OFUSG18060.2.p1, OFUSG18060.1.p1
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	OFUSG08905.1.p1
OG0006010	CAEEL07462	OFUSG15378.1.p1
OG0006011	CAEEL06588	OFUSG14917.1.p1
OG0006013	CAEEL11082	OFUSG06984.1.p1
OG0006022	CAEEL20451	OFUSG09481.1.p1
OG0006025	CAEEL03361, CAEEL12698	OFUSG06296.1.p1
OG0006059	CAEEL09710	OFUSG23068.1.p1
OG0006062	CAEEL08027	OFUSG01991.1.p1
OG0006064	CAEEL11646	OFUSG11055.1.p1
OG0006066	CAEEL07776	OFUSG20129.1.p1
OG0006069	CAEEL08597	OFUSG17874.1.p1
OG0006072	CAEEL09063	OFUSG08554.1.p1
OG0006073	CAEEL15279	OFUSG12465.1.p1
OG0006074	CAEEL15694	OFUSG21967.1.p1
OG0006075	CAEEL05481	OFUSG07057.2.p1, OFUSG07057.1.p1
OG0006079	CAEEL06022	OFUSG09712.1.p1
OG0006083	CAEEL10880	OFUSG19492.1.p1
OG0006085	CAEEL07121	OFUSG07767.1.p1
OG0006086	CAEEL05357	OFUSG16952.1.p1, OFUSG16953.1.p1
OG0006087	CAEEL10339	OFUSG04846.1.p1
OG0006090	CAEEL06249	OFUSG11763.1.p1
OG0006095	CAEEL03714	OFUSG07940.1.p1
OG0006096	CAEEL08930	OFUSG24017.1.p1
OG0006098	CAEEL17792	OFUSG23100.1.p1
OG0006101	CAEEL04363	OFUSG03991.1.p1
OG0006102	CAEEL01860	OFUSG19676.1.p1
OG0006104	CAEEL15552	OFUSG17815.1.p1
OG0006106	CAEEL09939	OFUSG21364.1.p1
OG0006108	CAEEL07908	OFUSG07116.2.p1, OFUSG07116.1.p1
OG0006110	CAEEL15606	OFUSG21101.2.p1, OFUSG21101.3.p1, OFUSG21101.1.p1, OFUSG21101.4.p1
OG0006111	CAEEL06592	OFUSG02888.1.p1, OFUSG02888.2.p1
OG0006113	CAEEL00297	OFUSG23106.1.p1
OG0006114	CAEEL02929	OFUSG19163.1.p1, OFUSG19163.2.p1
OG0006115	CAEEL02174, CAEEL09766	OFUSG00714.1.p1
OG0006116	CAEEL14600	OFUSG25222.1.p1
OG0006117	CAEEL15839	OFUSG18117.1.p1
OG0006118	CAEEL05175	OFUSG20873.1.p1
OG0006120	CAEEL19875	OFUSG09857.1.p1
OG0006121	CAEEL01535	OFUSG19387.1.p1
OG0006122	CAEEL06423	OFUSG09987.1.p1
OG0006124	CAEEL00683	OFUSG00285.1.p1
OG0006125	CAEEL12098	OFUSG11859.1.p1
OG0006126	CAEEL09062	OFUSG25690.1.p1
OG0006127	CAEEL08699	OFUSG20864.1.p1
OG0006128	CAEEL01734	OFUSG20481.1.p1
OG0006129	CAEEL15436	OFUSG03702.1.p1
OG0006130	CAEEL19047	OFUSG07866.1.p1, OFUSG07866.3.p1, OFUSG07866.2.p1
OG0006134	CAEEL05080	OFUSG20774.1.p1
OG0006135	CAEEL16406	OFUSG06396.1.p1
OG0006137	CAEEL01021	OFUSG00472.1.p1
OG0006140	CAEEL06530	OFUSG21427.1.p1
OG0006141	CAEEL00813	OFUSG08472.1.p1
OG0006144	CAEEL12775	OFUSG11476.1.p1
OG0006145	CAEEL00765, CAEEL00923	OFUSG26431.1.p1
OG0006152	CAEEL01636	OFUSG17669.1.p1
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	OFUSG03173.1.p1
OG0006156	CAEEL13825	OFUSG25901.1.p1
OG0006160	CAEEL08936	OFUSG06311.1.p1
OG0006163	CAEEL00653	OFUSG15849.1.p1
OG0006164	CAEEL01158	OFUSG20681.1.p1
OG0006165	CAEEL15774	OFUSG08242.1.p1
OG0006168	CAEEL05152	OFUSG09932.1.p1
OG0006169	CAEEL08537	OFUSG03654.1.p1
OG0006172	CAEEL14351	OFUSG12254.1.p1
OG0006177	CAEEL04212	OFUSG25522.1.p1
OG0006180	CAEEL09925	OFUSG20562.1.p1
OG0006181	CAEEL14722	OFUSG12429.1.p1
OG0006182	CAEEL06387	OFUSG13754.1.p1
OG0006183	CAEEL19366	OFUSG10917.1.p1
OG0006185	CAEEL01692	OFUSG20989.1.p1
OG0006187	CAEEL00902	OFUSG08513.1.p1, OFUSG08513.2.p1
OG0006188	CAEEL02058	OFUSG21112.1.p1
OG0006191	CAEEL06280, CAEEL06279	OFUSG08997.1.p1
OG0006192	CAEEL01776	OFUSG16119.2.p1, OFUSG16119.1.p1
OG0006195	CAEEL08079	OFUSG22190.1.p1
OG0006200	CAEEL11329	OFUSG10180.1.p1
OG0006202	CAEEL07568	OFUSG23082.1.p1
OG0006208	CAEEL00204	OFUSG09617.1.p1
OG0006210	CAEEL00160	OFUSG23024.1.p1, OFUSG23007.1.p1
OG0006213	CAEEL01145	OFUSG04619.1.p1
OG0006214	CAEEL12120	OFUSG00232.1.p1
OG0006215	CAEEL04734	OFUSG20745.1.p1
OG0006216	CAEEL16326	OFUSG08899.1.p1
OG0006217	CAEEL05235	OFUSG21430.1.p1
OG0006220	CAEEL08309	OFUSG13524.1.p1
OG0006224	CAEEL11548	OFUSG21235.1.p1
OG0006226	CAEEL02716	OFUSG17713.2.p1, OFUSG17713.1.p1
OG0006229	CAEEL06963	OFUSG03312.1.p1, OFUSG03312.2.p1
OG0006230	CAEEL08542	OFUSG13630.1.p1
OG0006231	CAEEL20582	OFUSG13273.1.p1, OFUSG13275.1.p1
OG0006232	CAEEL07512, CAEEL07511	OFUSG16492.2.p1, OFUSG16492.1.p1
OG0006234	CAEEL05918	OFUSG13071.1.p1
OG0006235	CAEEL04462	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1
OG0006237	CAEEL04160	OFUSG23373.1.p1
OG0006239	CAEEL01539	OFUSG20238.1.p1
OG0006240	CAEEL08852	OFUSG07675.1.p1
OG0006245	CAEEL00941	OFUSG15791.1.p1
OG0006247	CAEEL11988	OFUSG08877.1.p1, OFUSG08877.2.p1
OG0006248	CAEEL05883	OFUSG14183.1.p1
OG0006249	CAEEL10060	OFUSG24697.1.p1
OG0006254	CAEEL11539	OFUSG09915.1.p1, OFUSG26243.1.p1
OG0006257	CAEEL15240	OFUSG13890.1.p1
OG0006259	CAEEL09792	OFUSG23380.2.p1, OFUSG23380.1.p1
OG0006260	CAEEL09587	OFUSG05929.1.p1
OG0006262	CAEEL01377	OFUSG05390.1.p1
OG0006263	CAEEL09474	OFUSG20709.1.p1
OG0006264	CAEEL11589	OFUSG07824.1.p1
OG0006267	CAEEL09521	OFUSG10940.1.p1
OG0006268	CAEEL09373, CAEEL09395	OFUSG14220.1.p1
OG0006269	CAEEL11344	OFUSG19462.1.p1
OG0006270	CAEEL01876	OFUSG08585.1.p1
OG0006271	CAEEL08264	OFUSG01027.1.p1
OG0006275	CAEEL01989	OFUSG01454.1.p1
OG0006277	CAEEL08057	OFUSG15168.1.p1
OG0006279	CAEEL00237	OFUSG00790.1.p1
OG0006280	CAEEL17987	OFUSG25094.1.p1
OG0006281	CAEEL04765	OFUSG00050.2.p1, OFUSG00050.1.p1
OG0006283	CAEEL00881	OFUSG26352.1.p1
OG0006284	CAEEL08923	OFUSG23445.1.p1
OG0006285	CAEEL04794	OFUSG08177.1.p1, OFUSG08179.1.p1
OG0006286	CAEEL00158	OFUSG08272.1.p1
OG0006288	CAEEL08712	OFUSG15550.1.p1
OG0006289	CAEEL07964	OFUSG05692.1.p1
OG0006290	CAEEL04712	OFUSG17255.1.p1, OFUSG17249.1.p1, OFUSG17253.1.p1
OG0006291	CAEEL00609	OFUSG08297.1.p1
OG0006293	CAEEL07928	OFUSG15450.1.p1
OG0006294	CAEEL14462	OFUSG11961.1.p1
OG0006295	CAEEL09568	OFUSG15765.2.p1, OFUSG15765.1.p1
OG0006297	CAEEL11872	OFUSG06255.1.p1
OG0006301	CAEEL17598	OFUSG12150.1.p1
OG0006306	CAEEL01065	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1
OG0006307	CAEEL06264	OFUSG13078.1.p1
OG0006309	CAEEL05232	OFUSG01691.1.p1
OG0006311	CAEEL17612	OFUSG00976.1.p1
OG0006313	CAEEL05123	OFUSG13104.1.p1
OG0006315	CAEEL15905	OFUSG11578.1.p1
OG0006319	CAEEL13894	OFUSG21159.1.p1
OG0006322	CAEEL09507	OFUSG06165.1.p1
OG0006323	CAEEL02251	OFUSG03585.1.p1
OG0006326	CAEEL15323	OFUSG06506.1.p1, OFUSG25472.1.p1
OG0006329	CAEEL02571	OFUSG06525.1.p1
OG0006331	CAEEL13794	OFUSG21663.1.p1
OG0006332	CAEEL10865	OFUSG07284.1.p1
OG0006334	CAEEL08411, CAEEL18378	OFUSG16855.1.p1
OG0006339	CAEEL08069	OFUSG15007.2.p1, OFUSG15007.1.p1
OG0006340	CAEEL11454	OFUSG17804.1.p1
OG0006341	CAEEL06023	OFUSG13525.1.p1
OG0006343	CAEEL05583, CAEEL02498	OFUSG03113.1.p1
OG0006344	CAEEL14876	OFUSG17196.1.p1
OG0006345	CAEEL06549	OFUSG21050.1.p1
OG0006346	CAEEL05783	OFUSG19567.1.p1
OG0006347	CAEEL07567	OFUSG04201.1.p1
OG0006350	CAEEL07674	OFUSG10010.1.p1
OG0006352	CAEEL02603	OFUSG16779.1.p1
OG0006353	CAEEL19140, CAEEL05676	OFUSG21707.1.p1
OG0006354	CAEEL18116	OFUSG05660.1.p1
OG0006356	CAEEL07675	OFUSG15113.1.p1
OG0006360	CAEEL05277	OFUSG01922.1.p1
OG0006361	CAEEL09060	OFUSG20881.1.p1
OG0006362	CAEEL00998	OFUSG09542.1.p1
OG0006363	CAEEL00971	OFUSG19547.2.p1, OFUSG19547.1.p1
OG0006365	CAEEL12631	OFUSG03344.1.p1
OG0006370	CAEEL05220	OFUSG21077.1.p1
OG0006372	CAEEL09848	OFUSG07198.1.p1
OG0006375	CAEEL00741	OFUSG10211.1.p1
OG0006376	CAEEL15051	OFUSG26673.1.p1
OG0006377	CAEEL09247	OFUSG13142.1.p1
OG0006378	CAEEL04747	OFUSG06139.1.p1
OG0006385	CAEEL17878	OFUSG11265.1.p1
OG0006386	CAEEL02065	OFUSG01436.1.p1
OG0006387	CAEEL00319	OFUSG00913.1.p1
OG0006389	CAEEL07348	OFUSG01920.1.p1
OG0006390	CAEEL13360	OFUSG06648.1.p1
OG0006391	CAEEL16380, CAEEL11908	OFUSG08068.1.p1
OG0006392	CAEEL07571	OFUSG00142.1.p1
OG0006393	CAEEL14337	OFUSG08709.1.p1
OG0006395	CAEEL11636	OFUSG13284.1.p1
OG0006402	CAEEL14843	OFUSG07589.2.p1, OFUSG07589.1.p1
OG0006405	CAEEL04608	OFUSG10162.1.p1
OG0006406	CAEEL04927, CAEEL07538	OFUSG01942.1.p1
OG0006407	CAEEL20555	OFUSG09787.1.p1
OG0006408	CAEEL15120	OFUSG11778.2.p1, OFUSG11778.3.p1, OFUSG11778.1.p1
OG0006414	CAEEL18847	OFUSG08684.1.p1, OFUSG08946.1.p1
OG0006443	CAEEL07304	OFUSG25627.1.p1
OG0006448	CAEEL07841	OFUSG04041.1.p1
OG0006449	CAEEL02036	OFUSG16963.1.p1
OG0006454	CAEEL06995	OFUSG15262.1.p1
OG0006456	CAEEL09794	OFUSG07766.1.p1
OG0006457	CAEEL05605	OFUSG20987.2.p1, OFUSG20987.1.p1
OG0006459	CAEEL00244	OFUSG19921.1.p1
OG0006461	CAEEL11863	OFUSG19155.1.p1
OG0006462	CAEEL05709	OFUSG17891.1.p1
OG0006464	CAEEL01413	OFUSG14585.1.p1
OG0006465	CAEEL10921	OFUSG25347.1.p1
OG0006467	CAEEL02861	OFUSG18307.1.p1
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	OFUSG04866.1.p1
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	OFUSG24781.1.p1
OG0006474	CAEEL07206	OFUSG22247.1.p1
OG0006475	CAEEL07548	OFUSG04046.1.p1
OG0006476	CAEEL12092	OFUSG03550.1.p1
OG0006478	CAEEL06158	OFUSG17348.1.p1
OG0006479	CAEEL05626	OFUSG13673.1.p1
OG0006480	CAEEL10265, CAEEL10266	OFUSG25523.1.p1
OG0006481	CAEEL19099, CAEEL01638	OFUSG08691.1.p1
OG0006482	CAEEL10834	OFUSG12549.1.p1
OG0006485	CAEEL14223	OFUSG21874.1.p1
OG0006488	CAEEL17648	OFUSG12523.1.p1
OG0006490	CAEEL11637	OFUSG06326.1.p1
OG0006491	CAEEL13015	OFUSG23711.2.p1, OFUSG23711.1.p1
OG0006496	CAEEL08493	OFUSG25735.1.p1
OG0006497	CAEEL06461	OFUSG26162.2.p1, OFUSG26162.1.p1
OG0006498	CAEEL02503	OFUSG02085.1.p1
OG0006499	CAEEL20101	OFUSG25431.1.p1
OG0006501	CAEEL16016	OFUSG11467.1.p1
OG0006503	CAEEL07188	OFUSG14469.2.p1, OFUSG14469.1.p1
OG0006505	CAEEL06783	OFUSG16553.1.p1
OG0006506	CAEEL03029	OFUSG01137.1.p1
OG0006509	CAEEL00006, CAEEL15373	OFUSG03651.1.p1
OG0006511	CAEEL02676	OFUSG05200.1.p1
OG0006512	CAEEL07313	OFUSG21542.1.p1
OG0006514	CAEEL07858	OFUSG02146.1.p1
OG0006515	CAEEL02554	OFUSG21785.1.p1
OG0006516	CAEEL15132	OFUSG12180.1.p1
OG0006517	CAEEL01423	OFUSG04272.1.p1, OFUSG04272.2.p1
OG0006520	CAEEL13792	OFUSG02676.1.p1, OFUSG02676.2.p1
OG0006522	CAEEL07957	OFUSG23837.1.p1
OG0006523	CAEEL15760	OFUSG25098.1.p1
OG0006525	CAEEL11800	OFUSG05605.1.p1, OFUSG05605.2.p1
OG0006528	CAEEL14466	OFUSG16333.1.p1
OG0006532	CAEEL05678	OFUSG21209.1.p1, OFUSG21209.2.p1
OG0006533	CAEEL19649	OFUSG00400.1.p1
OG0006536	CAEEL05174	OFUSG18668.1.p1, OFUSG18668.2.p1
OG0006538	CAEEL07903, CAEEL04060	OFUSG13745.1.p1
OG0006540	CAEEL19898	OFUSG14726.1.p1
OG0006542	CAEEL04749	OFUSG09004.1.p1
OG0006543	CAEEL05304	OFUSG21011.1.p1
OG0006544	CAEEL02597	OFUSG18629.1.p1
OG0006545	CAEEL08394	OFUSG15934.2.p1, OFUSG15934.1.p1
OG0006546	CAEEL16446	OFUSG21871.1.p1
OG0006547	CAEEL09736	OFUSG18962.1.p1
OG0006550	CAEEL02186	OFUSG06119.1.p1
OG0006552	CAEEL02725	OFUSG08440.1.p1
OG0006553	CAEEL06508	OFUSG11130.1.p1
OG0006554	CAEEL09071	OFUSG24021.1.p1
OG0006556	CAEEL00553	OFUSG03445.1.p1
OG0006557	CAEEL07597	OFUSG14941.1.p1
OG0006560	CAEEL14360	OFUSG12114.4.p1, OFUSG12114.3.p1, OFUSG12114.1.p1, OFUSG12114.2.p1
OG0006561	CAEEL16404	OFUSG12514.1.p1
OG0006565	CAEEL12176	OFUSG18814.1.p1
OG0006567	CAEEL15749	OFUSG17173.1.p1
OG0006568	CAEEL01944	OFUSG17701.1.p1
OG0006569	CAEEL03290	OFUSG12406.1.p1
OG0006570	CAEEL15966	OFUSG08159.1.p1
OG0006571	CAEEL05447	OFUSG19904.1.p1
OG0006572	CAEEL09940, CAEEL09371	OFUSG23570.1.p1
OG0006573	CAEEL05442	OFUSG14956.1.p1, OFUSG14956.2.p1
OG0006574	CAEEL01738	OFUSG08878.1.p1
OG0006577	CAEEL15281	OFUSG09702.1.p1
OG0006578	CAEEL00045	OFUSG18955.1.p1
OG0006579	CAEEL07922	OFUSG26574.1.p1, OFUSG26574.2.p1
OG0006580	CAEEL07590	OFUSG04090.1.p1
OG0006583	CAEEL01627	OFUSG00932.1.p1
OG0006584	CAEEL05880	OFUSG03955.1.p1
OG0006587	CAEEL17957	OFUSG11331.1.p1
OG0006588	CAEEL11640	OFUSG19522.1.p1
OG0006589	CAEEL10276	OFUSG06855.1.p1
OG0006590	CAEEL15655	OFUSG10587.1.p1
OG0006591	CAEEL01066	OFUSG13603.1.p1
OG0006594	CAEEL00833	OFUSG22740.1.p1
OG0006595	CAEEL10661	OFUSG10655.1.p1
OG0006596	CAEEL00560	OFUSG22773.1.p1
OG0006597	CAEEL10448	OFUSG02614.1.p1
OG0006598	CAEEL03295	OFUSG19727.1.p1
OG0006602	CAEEL16562	OFUSG12840.1.p1
OG0006603	CAEEL00624	OFUSG20547.1.p1
OG0006604	CAEEL07198	OFUSG14932.1.p1
OG0006606	CAEEL07376	OFUSG00454.1.p1
OG0006607	CAEEL01560	OFUSG21232.1.p1
OG0006608	CAEEL05698	OFUSG24911.1.p1
OG0006609	CAEEL02187	OFUSG02001.1.p1
OG0006610	CAEEL11386	OFUSG18091.1.p1
OG0006611	CAEEL07953	OFUSG04528.1.p1
OG0006613	CAEEL01845	OFUSG14105.1.p1
OG0006614	CAEEL05124	OFUSG01350.1.p1
OG0006615	CAEEL09131	OFUSG16559.1.p1
OG0006621	CAEEL07639	OFUSG22792.2.p1, OFUSG22792.1.p1
OG0006622	CAEEL05834	OFUSG13902.1.p1
OG0006624	CAEEL07631	OFUSG24399.1.p1
OG0006625	CAEEL08791	OFUSG24278.1.p1
OG0006626	CAEEL07560	OFUSG23882.1.p1
OG0006627	CAEEL11375	OFUSG00423.1.p1
OG0006628	CAEEL07329	OFUSG13146.1.p1
OG0006630	CAEEL11696	OFUSG04586.1.p1
OG0006631	CAEEL00720	OFUSG16224.1.p1
OG0006633	CAEEL00427	OFUSG13007.1.p1
OG0006636	CAEEL07724	OFUSG10617.1.p1
OG0006637	CAEEL12125	OFUSG10278.1.p1
OG0006645	CAEEL17855	OFUSG03917.1.p1
OG0006646	CAEEL15891	OFUSG09025.1.p1
OG0006647	CAEEL07174	OFUSG20515.1.p1
OG0006648	CAEEL01435	OFUSG01878.1.p1
OG0006649	CAEEL13032	OFUSG25221.1.p1
OG0006651	CAEEL09522	OFUSG00046.1.p1
OG0006655	CAEEL00324	OFUSG19958.1.p1
OG0006658	CAEEL00269	OFUSG17172.1.p1
OG0006660	CAEEL09560, CAEEL09561	OFUSG19060.2.p1, OFUSG19060.1.p1
OG0006662	CAEEL12773	OFUSG08824.1.p1
OG0006663	CAEEL08458	OFUSG22165.1.p1
OG0006664	CAEEL01906	OFUSG25665.1.p1
OG0006667	CAEEL01250	OFUSG08145.1.p1
OG0006668	CAEEL06992	OFUSG02998.1.p1
OG0006669	CAEEL08205	OFUSG13077.1.p1
OG0006670	CAEEL05160	OFUSG26654.1.p1
OG0006673	CAEEL00769	OFUSG05657.1.p1
OG0006675	CAEEL09407, CAEEL09408, CAEEL18361	OFUSG06567.1.p1
OG0006678	CAEEL12368	OFUSG10168.1.p1
OG0006680	CAEEL09390	OFUSG25575.1.p1
OG0006681	CAEEL05335	OFUSG07984.1.p1, OFUSG07984.2.p1
OG0006683	CAEEL00441	OFUSG05321.1.p1
OG0006684	CAEEL11224	OFUSG18660.1.p1
OG0006686	CAEEL20085	OFUSG07659.1.p1
OG0006690	CAEEL11346	OFUSG06696.1.p1
OG0006691	CAEEL07500	OFUSG16702.1.p1
OG0006692	CAEEL00770	OFUSG24594.1.p1
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	OFUSG10949.2.p1, OFUSG10949.1.p1
OG0006694	CAEEL01422	OFUSG00920.1.p1
OG0006695	CAEEL17851	OFUSG11942.2.p1, OFUSG11942.1.p1
OG0006702	CAEEL08311	OFUSG17468.1.p1
OG0006703	CAEEL00186	OFUSG17467.1.p1
OG0006705	CAEEL04478	OFUSG26369.1.p1
OG0006706	CAEEL11633	OFUSG08397.1.p1
OG0006709	CAEEL07440	OFUSG15942.1.p1
OG0006710	CAEEL07165	OFUSG08433.1.p1
OG0006712	CAEEL01534	OFUSG20365.1.p1
OG0006714	CAEEL06631	OFUSG05991.1.p1
OG0006716	CAEEL01171	OFUSG19704.1.p1
OG0006717	CAEEL00315	OFUSG11275.1.p1
OG0006720	CAEEL09628	OFUSG25754.1.p1
OG0006722	CAEEL04109	OFUSG21212.1.p1
OG0006723	CAEEL07804	OFUSG26548.1.p1, OFUSG26548.2.p1
OG0006726	CAEEL18959	OFUSG13177.1.p1
OG0006727	CAEEL10628	OFUSG00262.1.p1
OG0006730	CAEEL07386, CAEEL18705	OFUSG01430.1.p1
OG0006732	CAEEL07406	OFUSG12612.1.p1
OG0006735	CAEEL20573	OFUSG06383.1.p1
OG0006736	CAEEL01882	OFUSG20663.1.p1
OG0006737	CAEEL18816	OFUSG20388.1.p1
OG0006741	CAEEL11903	OFUSG06701.1.p1
OG0006742	CAEEL06688, CAEEL06689	OFUSG03313.1.p1
OG0006749	CAEEL08028	OFUSG03600.1.p1
OG0006750	CAEEL02998	OFUSG21225.1.p1
