Orthogroup	CAEEL	BRAFL
OG0005692	CAEEL02905	bflo_18368
OG0005696	CAEEL12982	bflo_14504
OG0005698	CAEEL01389	bflo_18517, bflo_19484, bflo_04470, bflo_04471
OG0005700	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676	bflo_14810
OG0005701	CAEEL20630, CAEEL20628	bflo_23250
OG0005702	CAEEL15894, CAEEL18106	bflo_14318
OG0005703	CAEEL09229	bflo_22631
OG0005704	CAEEL18454	bflo_18154
OG0005707	CAEEL01062	bflo_05258
OG0005712	CAEEL10147	bflo_21653
OG0005715	CAEEL06260	bflo_06959
OG0005719	CAEEL05019	bflo_24656
OG0005721	CAEEL02751	bflo_15921
OG0005723	CAEEL12411	bflo_11579
OG0005724	CAEEL06660	bflo_24093
OG0005726	CAEEL02137	bflo_13024
OG0005728	CAEEL00225	bflo_13939
OG0005729	CAEEL01552	bflo_17597
OG0005730	CAEEL20471	bflo_23180
OG0005731	CAEEL09042	bflo_23152
OG0005732	CAEEL07314	bflo_23024
OG0005733	CAEEL11874	bflo_06910
OG0005734	CAEEL05372	bflo_24420
OG0005737	CAEEL00178	bflo_24576
OG0005738	CAEEL19157	bflo_22321
OG0005744	CAEEL10825, CAEEL00882	bflo_02870
OG0005746	CAEEL04218	bflo_14800
OG0005747	CAEEL11656	bflo_24337
OG0005748	CAEEL05688	bflo_24711
OG0005749	CAEEL14477	bflo_10012
OG0005750	CAEEL02930	bflo_14613
OG0005758	CAEEL07383, CAEEL07219	bflo_21716
OG0005759	CAEEL04976	bflo_23779
OG0005760	CAEEL11990	bflo_24527, bflo_25140
OG0005761	CAEEL02084	bflo_04800
OG0005764	CAEEL00440	bflo_18818
OG0005766	CAEEL03004	bflo_24662
OG0005771	CAEEL18103	bflo_06517
OG0005774	CAEEL07710	bflo_27276, bflo_18752
OG0005775	CAEEL08185	bflo_23334
OG0005776	CAEEL08611, CAEEL02852	bflo_11729
OG0005777	CAEEL09325	bflo_17641, bflo_16819
OG0005779	CAEEL11742	bflo_23901
OG0005781	CAEEL16564	bflo_21690, bflo_21691
OG0005783	CAEEL15350	bflo_08771
OG0005784	CAEEL06573	bflo_09766
OG0005787	CAEEL09127, CAEEL07672	bflo_07600
OG0005788	CAEEL10819	bflo_16369
OG0005789	CAEEL03291	bflo_12587
OG0005790	CAEEL02850	bflo_23345
OG0005792	CAEEL16683	bflo_18546
OG0005793	CAEEL01631	bflo_03585
OG0005794	CAEEL07859	bflo_19296
OG0005796	CAEEL03619	bflo_07896, bflo_07580
OG0005797	CAEEL01710	bflo_09997
OG0005798	CAEEL07896	bflo_11643
OG0005799	CAEEL16039	bflo_21046
OG0005800	CAEEL07429	bflo_00199
OG0005802	CAEEL08747	bflo_00311
OG0005803	CAEEL05218	bflo_03908
OG0005804	CAEEL00293	bflo_06626, bflo_14477
OG0005805	CAEEL07935	bflo_20164
OG0005807	CAEEL00886	bflo_17670
OG0005811	CAEEL09170	bflo_05842
OG0005812	CAEEL15514	bflo_05810
OG0005813	CAEEL04957	bflo_21199
OG0005814	CAEEL05572	bflo_25361
OG0005815	CAEEL08558	bflo_20179
OG0005816	CAEEL07974	bflo_21032
OG0005817	CAEEL09003	bflo_21052
OG0005818	CAEEL06548	bflo_11299
OG0005819	CAEEL05194	bflo_25366
OG0005821	CAEEL06500	bflo_16275
OG0005822	CAEEL08544	bflo_14005
OG0005823	CAEEL11398	bflo_19986
OG0005824	CAEEL01511	bflo_01580
OG0005826	CAEEL11564	bflo_10209
OG0005827	CAEEL15915	bflo_22531
OG0005829	CAEEL01850, CAEEL14048	bflo_04456
OG0005831	CAEEL07627	bflo_22635
OG0005832	CAEEL01641	bflo_13968
OG0005833	CAEEL14838	bflo_16542
OG0005835	CAEEL06739, CAEEL08580	bflo_02871
OG0005836	CAEEL15554	bflo_09610
OG0005837	CAEEL01073	bflo_08105
OG0005838	CAEEL01222	bflo_20528
OG0005840	CAEEL06791	bflo_01503
OG0005843	CAEEL06200	bflo_01029
OG0005845	CAEEL04187	bflo_12286
OG0005846	CAEEL06779	bflo_18215
OG0005847	CAEEL00400	bflo_08147
OG0005848	CAEEL00240	bflo_19264
OG0005849	CAEEL07640	bflo_26582, bflo_00395
OG0005850	CAEEL07059	bflo_26458
OG0005851	CAEEL19454, CAEEL03023	bflo_25343
OG0005853	CAEEL05937	bflo_24047
OG0005854	CAEEL10962	bflo_13986
OG0005857	CAEEL08143	bflo_19983
OG0005858	CAEEL08865	bflo_22693
OG0005859	CAEEL09237	bflo_08018
OG0005860	CAEEL11464	bflo_08367
OG0005861	CAEEL07847	bflo_16811
OG0005863	CAEEL02059	bflo_23015
OG0005864	CAEEL03066	bflo_10798
OG0005865	CAEEL10526	bflo_23982
OG0005866	CAEEL03116	bflo_17429
OG0005867	CAEEL20688	bflo_12028
OG0005869	CAEEL01472	bflo_12796, bflo_12797, bflo_12795
OG0005870	CAEEL18863	bflo_25704
OG0005871	CAEEL07046	bflo_14936
OG0005874	CAEEL06734	bflo_19403
OG0005875	CAEEL11121	bflo_22258
OG0005876	CAEEL12583	bflo_11263
OG0005877	CAEEL03535	bflo_25487
OG0005878	CAEEL00506	bflo_09022
OG0005879	CAEEL05884	bflo_13062
OG0005880	CAEEL09863	bflo_11136
OG0005883	CAEEL06255	bflo_09148
OG0005884	CAEEL16531	bflo_10784
OG0005886	CAEEL01824	bflo_16494
OG0005888	CAEEL00435, CAEEL00746	bflo_16587
OG0005889	CAEEL02553	bflo_18198
OG0005890	CAEEL06540	bflo_08222
OG0005892	CAEEL01618	bflo_12803
OG0005893	CAEEL11380	bflo_14799
OG0005895	CAEEL06441	bflo_06563
OG0005897	CAEEL01303	bflo_05904
OG0005898	CAEEL01957	bflo_23647
OG0005899	CAEEL11728	bflo_15965
OG0005901	CAEEL01230	bflo_12585
OG0005903	CAEEL02733	bflo_21818
OG0005904	CAEEL18351	bflo_17457
OG0005909	CAEEL09260	bflo_06026
OG0005914	CAEEL12252	bflo_10970
OG0005918	CAEEL07911	bflo_17063
OG0005919	CAEEL15775	bflo_15821
OG0005921	CAEEL07408	bflo_08095
OG0005922	CAEEL15520	bflo_12327
OG0005923	CAEEL02858	bflo_21355
OG0005924	CAEEL10631	bflo_13048
OG0005928	CAEEL04878	bflo_24579
OG0005929	CAEEL05898	bflo_26225
OG0005930	CAEEL00275	bflo_05693, bflo_05692, bflo_05694
OG0005931	CAEEL09476	bflo_12193
OG0005932	CAEEL11316	bflo_11200
OG0005933	CAEEL14434	bflo_17753, bflo_13146
OG0005936	CAEEL07303	bflo_12730
OG0005937	CAEEL10539	bflo_11517
OG0005938	CAEEL06000, CAEEL09583	bflo_25181
OG0005940	CAEEL04134	bflo_14798
OG0005941	CAEEL08713	bflo_05690
OG0005943	CAEEL02014	bflo_19800, bflo_19799
OG0005946	CAEEL11452, CAEEL11968	bflo_11046
OG0005947	CAEEL19240	bflo_22452
OG0005949	CAEEL12005	bflo_20580
OG0005950	CAEEL02721	bflo_04373
OG0005952	CAEEL08042	bflo_10378
OG0005953	CAEEL01826	bflo_05405, bflo_05438
OG0005957	CAEEL13678, CAEEL02860	bflo_06099
OG0005960	CAEEL18529, CAEEL16584	bflo_10445
OG0005963	CAEEL02429, CAEEL11102	bflo_24621, bflo_00069, bflo_13273, bflo_02889
OG0005966	CAEEL05490	bflo_23330
OG0005967	CAEEL08429	bflo_23299
OG0005968	CAEEL01646	bflo_13397
OG0005969	CAEEL01577	bflo_10882, bflo_26978
OG0005970	CAEEL16383	bflo_26194
OG0005973	CAEEL13364	bflo_20204
OG0005974	CAEEL11184	bflo_16420
OG0005975	CAEEL05822	bflo_22505
OG0005976	CAEEL15581	bflo_14274
OG0005977	CAEEL04186	bflo_03367
OG0005978	CAEEL08320	bflo_00918
OG0005980	CAEEL05471	bflo_03759
OG0005982	CAEEL04709	bflo_25805
OG0005984	CAEEL06514, CAEEL07173	bflo_26161
OG0005985	CAEEL11206	bflo_07491
OG0005987	CAEEL05677	bflo_21283
OG0005989	CAEEL14108	bflo_04801
OG0005991	CAEEL07604	bflo_14389
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	bflo_19203
OG0005995	CAEEL09469	bflo_11807
OG0005997	CAEEL11505, CAEEL13118	bflo_14437
OG0005998	CAEEL12651	bflo_04868
OG0005999	CAEEL06284	bflo_15211, bflo_07159, bflo_07175, bflo_24166, bflo_08432, bflo_16190
OG0006000	CAEEL06731	bflo_10974
OG0006003	CAEEL12475	bflo_26268
OG0006004	CAEEL01451	bflo_02623
OG0006005	CAEEL08818	bflo_14125
OG0006008	CAEEL11432	bflo_22991
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	bflo_06215
OG0006010	CAEEL07462	bflo_10215
OG0006011	CAEEL06588	bflo_20391
OG0006022	CAEEL20451	bflo_13088, bflo_27072
OG0006025	CAEEL03361, CAEEL12698	bflo_12705
OG0006059	CAEEL09710	bflo_12549
OG0006060	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082	bflo_22735, bflo_16014, bflo_21735, bflo_22736, bflo_23853, bflo_22737
OG0006062	CAEEL08027	bflo_14204
OG0006063	CAEEL09563	bflo_08433
OG0006064	CAEEL11646	bflo_01207
OG0006066	CAEEL07776	bflo_15149, bflo_15301
OG0006069	CAEEL08597	bflo_23059
OG0006072	CAEEL09063	bflo_05952
OG0006073	CAEEL15279	bflo_13041
OG0006074	CAEEL15694	bflo_04848
OG0006075	CAEEL05481	bflo_14335
OG0006079	CAEEL06022	bflo_06843
OG0006083	CAEEL10880	bflo_11428
OG0006085	CAEEL07121	bflo_10467
OG0006087	CAEEL10339	bflo_13279
OG0006090	CAEEL06249	bflo_08182
OG0006095	CAEEL03714	bflo_05909
OG0006096	CAEEL08930	bflo_20073
OG0006098	CAEEL17792	bflo_13460
OG0006101	CAEEL04363	bflo_11020
OG0006102	CAEEL01860	bflo_05928
OG0006104	CAEEL15552	bflo_23037
OG0006106	CAEEL09939	bflo_03662, bflo_26297
OG0006108	CAEEL07908	bflo_16412
OG0006110	CAEEL15606	bflo_14760
OG0006111	CAEEL06592	bflo_14276
OG0006113	CAEEL00297	bflo_13176
OG0006116	CAEEL14600	bflo_08257
OG0006117	CAEEL15839	bflo_02390
OG0006118	CAEEL05175	bflo_13945
OG0006120	CAEEL19875	bflo_05359
OG0006121	CAEEL01535	bflo_25317
OG0006122	CAEEL06423	bflo_23070
OG0006124	CAEEL00683	bflo_17542
OG0006125	CAEEL12098	bflo_12138
OG0006126	CAEEL09062	bflo_14221
OG0006127	CAEEL08699	bflo_10573
OG0006128	CAEEL01734	bflo_14557
OG0006129	CAEEL15436	bflo_18775
OG0006130	CAEEL19047	bflo_20918
OG0006131	CAEEL08997	bflo_19826
OG0006134	CAEEL05080	bflo_13339
OG0006135	CAEEL16406	bflo_10168
OG0006137	CAEEL01021	bflo_18124
OG0006140	CAEEL06530	bflo_18342
OG0006141	CAEEL00813	bflo_00269
OG0006144	CAEEL12775	bflo_21040
OG0006145	CAEEL00765, CAEEL00923	bflo_25040
OG0006152	CAEEL01636	bflo_04414
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	bflo_14168, bflo_15221, bflo_14170
OG0006156	CAEEL13825	bflo_21660
OG0006160	CAEEL08936	bflo_11696
OG0006163	CAEEL00653	bflo_07347
OG0006164	CAEEL01158	bflo_13904
OG0006165	CAEEL15774	bflo_12914
OG0006168	CAEEL05152	bflo_15636
OG0006169	CAEEL08537	bflo_15504
OG0006172	CAEEL14351	bflo_13275
OG0006176	CAEEL05930	bflo_10375
OG0006177	CAEEL04212	bflo_02434, bflo_02433, bflo_02197
OG0006180	CAEEL09925	bflo_13527
OG0006181	CAEEL14722	bflo_20856
OG0006182	CAEEL06387	bflo_25676
OG0006183	CAEEL19366	bflo_23251
OG0006185	CAEEL01692	bflo_05702
OG0006187	CAEEL00902	bflo_05860
OG0006188	CAEEL02058	bflo_26244
OG0006191	CAEEL06280, CAEEL06279	bflo_06643
OG0006192	CAEEL01776	bflo_18864
OG0006195	CAEEL08079	bflo_20785
OG0006200	CAEEL11329	bflo_08595
OG0006202	CAEEL07568	bflo_12935
OG0006208	CAEEL00204	bflo_06603
OG0006209	CAEEL11287	bflo_06181
OG0006210	CAEEL00160	bflo_13106
OG0006213	CAEEL01145	bflo_02502
OG0006214	CAEEL12120	bflo_13485
OG0006215	CAEEL04734	bflo_25728
OG0006216	CAEEL16326	bflo_23257
OG0006217	CAEEL05235	bflo_25027
OG0006220	CAEEL08309	bflo_00341
OG0006224	CAEEL11548	bflo_24773
OG0006226	CAEEL02716	bflo_25780
OG0006229	CAEEL06963	bflo_15353
OG0006230	CAEEL08542	bflo_00871
OG0006231	CAEEL20582	bflo_01955
OG0006234	CAEEL05918	bflo_26145
OG0006235	CAEEL04462	bflo_04738
OG0006237	CAEEL04160	bflo_24562
OG0006239	CAEEL01539	bflo_12516
OG0006240	CAEEL08852	bflo_11621, bflo_11462
OG0006245	CAEEL00941	bflo_08102, bflo_07454
OG0006248	CAEEL05883	bflo_10873
OG0006249	CAEEL10060	bflo_21979
OG0006254	CAEEL11539	bflo_23376
OG0006257	CAEEL15240	bflo_23181
OG0006259	CAEEL09792	bflo_01572
OG0006260	CAEEL09587	bflo_11688
OG0006262	CAEEL01377	bflo_13775
OG0006263	CAEEL09474	bflo_13999
OG0006264	CAEEL11589	bflo_20207
OG0006265	CAEEL01463	bflo_02302
OG0006267	CAEEL09521	bflo_09297
OG0006268	CAEEL09373, CAEEL09395	bflo_24468
OG0006269	CAEEL11344	bflo_11642
OG0006270	CAEEL01876	bflo_05040
OG0006271	CAEEL08264	bflo_04493
OG0006275	CAEEL01989	bflo_16471
OG0006277	CAEEL08057	bflo_20538, bflo_20530
OG0006279	CAEEL00237	bflo_17537
OG0006280	CAEEL17987	bflo_04839
OG0006281	CAEEL04765	bflo_24466
OG0006283	CAEEL00881	bflo_00422
OG0006284	CAEEL08923	bflo_18235
OG0006285	CAEEL04794	bflo_16122
OG0006286	CAEEL00158	bflo_18971
OG0006288	CAEEL08712	bflo_20374
OG0006289	CAEEL07964	bflo_11685
OG0006290	CAEEL04712	bflo_24409
OG0006291	CAEEL00609	bflo_14924
OG0006293	CAEEL07928	bflo_20003
OG0006294	CAEEL14462	bflo_16221
OG0006295	CAEEL09568	bflo_20106
OG0006297	CAEEL11872	bflo_11455
OG0006301	CAEEL17598	bflo_11595
OG0006306	CAEEL01065	bflo_17978
OG0006307	CAEEL06264	bflo_25286
OG0006309	CAEEL05232	bflo_03102
OG0006311	CAEEL17612	bflo_19318
OG0006313	CAEEL05123	bflo_07043, bflo_10742
OG0006315	CAEEL15905	bflo_22085
OG0006319	CAEEL13894	bflo_24488
OG0006322	CAEEL09507	bflo_12481
OG0006323	CAEEL02251	bflo_14271, bflo_14647
OG0006326	CAEEL15323	bflo_16206
OG0006329	CAEEL02571	bflo_09310
OG0006331	CAEEL13794	bflo_14428
OG0006332	CAEEL10865	bflo_01909
OG0006334	CAEEL08411, CAEEL18378	bflo_25899
OG0006339	CAEEL08069	bflo_20035
OG0006340	CAEEL11454	bflo_07116
OG0006341	CAEEL06023	bflo_08361
OG0006343	CAEEL05583, CAEEL02498	bflo_15442
OG0006344	CAEEL14876	bflo_00813
OG0006345	CAEEL06549	bflo_01943
OG0006346	CAEEL05783	bflo_01146
OG0006347	CAEEL07567	bflo_19080
OG0006350	CAEEL07674	bflo_08058
OG0006352	CAEEL02603	bflo_08289
OG0006353	CAEEL19140, CAEEL05676	bflo_24274
OG0006354	CAEEL18116	bflo_05295
OG0006355	CAEEL16514	bflo_12183
OG0006356	CAEEL07675	bflo_20389
OG0006360	CAEEL05277	bflo_03385, bflo_03153
OG0006361	CAEEL09060	bflo_05840
OG0006362	CAEEL00998	bflo_18189
OG0006363	CAEEL00971	bflo_09433
OG0006365	CAEEL12631	bflo_14330
OG0006370	CAEEL05220	bflo_26334
OG0006372	CAEEL09848	bflo_12563
OG0006375	CAEEL00741	bflo_23851
OG0006376	CAEEL15051	bflo_16217
OG0006377	CAEEL09247	bflo_11135
OG0006378	CAEEL04747	bflo_09263
OG0006381	CAEEL09800	bflo_11104
OG0006385	CAEEL17878	bflo_13000
OG0006386	CAEEL02065	bflo_01615
OG0006387	CAEEL00319	bflo_17863
OG0006389	CAEEL07348	bflo_18130
OG0006390	CAEEL13360	bflo_11594
OG0006391	CAEEL16380, CAEEL11908	bflo_15883
OG0006392	CAEEL07571	bflo_17615
OG0006393	CAEEL14337	bflo_06225
OG0006395	CAEEL11636	bflo_06376
OG0006402	CAEEL14843	bflo_15109
OG0006405	CAEEL04608	bflo_03370
OG0006406	CAEEL04927, CAEEL07538	bflo_14987
OG0006407	CAEEL20555	bflo_18602
OG0006408	CAEEL15120	bflo_15259
OG0006414	CAEEL18847	bflo_01049
OG0006415	CAEEL20504	bflo_06352
OG0006443	CAEEL07304	bflo_14515
OG0006448	CAEEL07841	bflo_19539
OG0006449	CAEEL02036	bflo_01188
OG0006454	CAEEL06995	bflo_20245
OG0006456	CAEEL09794	bflo_10513
OG0006457	CAEEL05605	bflo_01628
OG0006459	CAEEL00244	bflo_06293
OG0006461	CAEEL11863	bflo_11702
OG0006462	CAEEL05709	bflo_23860
OG0006464	CAEEL01413	bflo_21869
OG0006465	CAEEL10921	bflo_19143
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	bflo_13078
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	bflo_25166
OG0006474	CAEEL07206	bflo_20828
OG0006475	CAEEL07548	bflo_18753
OG0006476	CAEEL12092	bflo_15113
OG0006478	CAEEL06158	bflo_25612
OG0006479	CAEEL05626	bflo_24039
OG0006480	CAEEL10265, CAEEL10266	bflo_00678
OG0006481	CAEEL19099, CAEEL01638	bflo_06049
OG0006482	CAEEL10834	bflo_20797
OG0006485	CAEEL14223	bflo_07585
OG0006488	CAEEL17648	bflo_19816
OG0006490	CAEEL11637	bflo_10870, bflo_05896
OG0006491	CAEEL13015	bflo_06140
OG0006496	CAEEL08493	bflo_17077
OG0006497	CAEEL06461	bflo_10177
OG0006498	CAEEL02503	bflo_04405
OG0006499	CAEEL20101	bflo_16614
OG0006501	CAEEL16016	bflo_17311
OG0006503	CAEEL07188	bflo_21277
OG0006505	CAEEL06783	bflo_19259
OG0006506	CAEEL03029	bflo_04731
OG0006509	CAEEL00006, CAEEL15373	bflo_14958
OG0006511	CAEEL02676	bflo_13916
OG0006512	CAEEL07313	bflo_23985
OG0006514	CAEEL07858	bflo_14347
OG0006515	CAEEL02554	bflo_11505
OG0006516	CAEEL15132	bflo_10198
OG0006517	CAEEL01423	bflo_24897
OG0006520	CAEEL13792	bflo_14783
OG0006522	CAEEL07957	bflo_03056
OG0006523	CAEEL15760	bflo_18015
OG0006525	CAEEL11800	bflo_11570
OG0006528	CAEEL14466	bflo_02407
OG0006532	CAEEL05678	bflo_25565
OG0006533	CAEEL19649	bflo_18102
OG0006536	CAEEL05174	bflo_10319
OG0006538	CAEEL07903, CAEEL04060	bflo_25710
OG0006540	CAEEL19898	bflo_21685
OG0006542	CAEEL04749	bflo_14786
OG0006543	CAEEL05304	bflo_01627, bflo_01968
OG0006544	CAEEL02597	bflo_05615
OG0006545	CAEEL08394	bflo_18669
OG0006546	CAEEL16446	bflo_24638
OG0006550	CAEEL02186	bflo_11678
OG0006552	CAEEL02725	bflo_05852
OG0006553	CAEEL06508	bflo_05354
OG0006554	CAEEL09071	bflo_20165
OG0006556	CAEEL00553	bflo_18303
OG0006557	CAEEL07597	bflo_20634
OG0006560	CAEEL14360	bflo_19406
OG0006561	CAEEL16404	bflo_16142
OG0006565	CAEEL12176	bflo_12076
OG0006567	CAEEL15749	bflo_02287
OG0006568	CAEEL01944	bflo_05595
OG0006569	CAEEL03290	bflo_15213
OG0006570	CAEEL15966	bflo_15564
OG0006571	CAEEL05447	bflo_06463
OG0006572	CAEEL09940, CAEEL09371	bflo_25786
OG0006573	CAEEL05442	bflo_20873
OG0006574	CAEEL01738	bflo_05538
OG0006577	CAEEL15281	bflo_11522
OG0006578	CAEEL00045	bflo_09529
OG0006579	CAEEL07922	bflo_25912
OG0006583	CAEEL01627	bflo_17843
OG0006584	CAEEL05880	bflo_03876
OG0006587	CAEEL17957	bflo_09439
OG0006589	CAEEL10276	bflo_12455
OG0006590	CAEEL15655	bflo_10285
OG0006591	CAEEL01066	bflo_06635
OG0006594	CAEEL00833	bflo_20278
OG0006595	CAEEL10661	bflo_02350
OG0006596	CAEEL00560	bflo_13930
OG0006597	CAEEL10448	bflo_15494
OG0006598	CAEEL03295	bflo_05586
OG0006602	CAEEL16562	bflo_17654
OG0006603	CAEEL00624	bflo_14044
OG0006604	CAEEL07198	bflo_20173
OG0006606	CAEEL07376	bflo_18082
OG0006607	CAEEL01560	bflo_05639
OG0006608	CAEEL05698	bflo_21845
OG0006610	CAEEL11386	bflo_23392
OG0006611	CAEEL07953	bflo_19675
OG0006613	CAEEL01845	bflo_08658
OG0006614	CAEEL05124	bflo_25283
OG0006615	CAEEL09131	bflo_21623
OG0006621	CAEEL07639	bflo_20270
OG0006622	CAEEL05834	bflo_21805
OG0006624	CAEEL07631	bflo_18996
OG0006625	CAEEL08791	bflo_19250
OG0006626	CAEEL07560	bflo_20620
OG0006627	CAEEL11375	bflo_17602
OG0006628	CAEEL07329	bflo_24042
OG0006630	CAEEL11696	bflo_08331
OG0006631	CAEEL00720	bflo_02399
OG0006633	CAEEL00427	bflo_24067, bflo_24065
OG0006636	CAEEL07724	bflo_23809
OG0006637	CAEEL12125	bflo_00907
OG0006645	CAEEL17855	bflo_02249, bflo_02885
OG0006646	CAEEL15891	bflo_03757
OG0006647	CAEEL07174	bflo_13233, bflo_13427
OG0006648	CAEEL01435	bflo_17710
OG0006651	CAEEL09522	bflo_17634
OG0006655	CAEEL00324	bflo_00135
OG0006658	CAEEL00269	bflo_06383
OG0006660	CAEEL09560, CAEEL09561	bflo_11529
OG0006662	CAEEL12773	bflo_01575
OG0006663	CAEEL08458	bflo_14425
OG0006664	CAEEL01906	bflo_15928
OG0006666	CAEEL05999	bflo_09187
OG0006667	CAEEL01250	bflo_26184
OG0006668	CAEEL06992	bflo_14166
OG0006669	CAEEL08205	bflo_25294
OG0006670	CAEEL05160	bflo_16533
OG0006673	CAEEL00769	bflo_02561
OG0006675	CAEEL09407, CAEEL09408, CAEEL18361	bflo_10555
OG0006678	CAEEL12368	bflo_23848
OG0006680	CAEEL09390	bflo_09207
OG0006681	CAEEL05335	bflo_19242
OG0006683	CAEEL00441	bflo_24698
OG0006684	CAEEL11224	bflo_11878
OG0006686	CAEEL20085	bflo_17040, bflo_17043
OG0006690	CAEEL11346	bflo_11580
OG0006691	CAEEL07500	bflo_19257
OG0006692	CAEEL00770	bflo_02897
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	bflo_07011
OG0006694	CAEEL01422	bflo_18353
OG0006695	CAEEL17851	bflo_14487
OG0006702	CAEEL08311	bflo_01001
OG0006703	CAEEL00186	bflo_01171
OG0006705	CAEEL04478	bflo_24434
OG0006706	CAEEL11633	bflo_16963
OG0006709	CAEEL07440	bflo_19084
OG0006710	CAEEL07165	bflo_05942
OG0006712	CAEEL01534	bflo_12812, bflo_12813
OG0006714	CAEEL06631	bflo_09041
OG0006716	CAEEL01171	bflo_23946
OG0006717	CAEEL00315	bflo_18859
OG0006720	CAEEL09628	bflo_14691
OG0006722	CAEEL04109	bflo_25547
OG0006723	CAEEL07804	bflo_24515
OG0006726	CAEEL18959	bflo_05430
OG0006727	CAEEL10628	bflo_00991
OG0006730	CAEEL07386, CAEEL18705	bflo_03962
OG0006732	CAEEL07406	bflo_00438
OG0006735	CAEEL20573	bflo_07008
OG0006736	CAEEL01882	bflo_13100
OG0006737	CAEEL18816	bflo_14048
OG0006741	CAEEL11903	bflo_11667
OG0006742	CAEEL06688, CAEEL06689	bflo_14418
OG0006749	CAEEL08028	bflo_14082
OG0006750	CAEEL02998	bflo_01070
OG0006752	CAEEL12417	bflo_14648
OG0006753	CAEEL06421	bflo_09892
OG0006754	CAEEL15551	bflo_13351
OG0006755	CAEEL08754	bflo_14829
OG0006757	CAEEL05691	bflo_24956
OG0006758	CAEEL05308	bflo_00186
OG0006762	CAEEL06780, CAEEL14299	bflo_23253
OG0006763	CAEEL12476	bflo_18843
OG0006765	CAEEL01561	bflo_12543
OG0006766	CAEEL04604	bflo_18339
OG0006768	CAEEL07976	bflo_18488
OG0006769	CAEEL00344	bflo_21934
OG0006772	CAEEL06744, CAEEL20464	bflo_10630
OG0006774	CAEEL01586	bflo_12777
OG0006777	CAEEL17985	bflo_17793, bflo_19104
OG0006780	CAEEL03293	bflo_04849
OG0006784	CAEEL12328	bflo_27295
OG0006791	CAEEL11174	bflo_10577
OG0006826	CAEEL07305	bflo_15514
OG0006828	CAEEL01547	bflo_05590
OG0006830	CAEEL01610	bflo_20502
OG0006832	CAEEL18365	bflo_10679
OG0006833	CAEEL01607	bflo_13923
OG0006835	CAEEL10984	bflo_18063
OG0006838	CAEEL04815	bflo_22711
OG0006842	CAEEL01401	bflo_26032
OG0006843	CAEEL01030	bflo_05656
OG0006844	CAEEL01019	bflo_02086
OG0006845	CAEEL16127	bflo_16282
OG0006846	CAEEL15729	bflo_05424
OG0006849	CAEEL06259	bflo_23476
OG0006851	CAEEL12983	bflo_08893
OG0006860	CAEEL08670	bflo_13831
OG0006864	CAEEL08583	bflo_14254
OG0006867	CAEEL15109	bflo_17074
OG0006868	CAEEL07835	bflo_13873
OG0006870	CAEEL08613	bflo_14756
OG0006875	CAEEL10848	bflo_24959
OG0006876	CAEEL04447	bflo_25862
OG0006878	CAEEL06314	bflo_25700, bflo_25466
OG0006881	CAEEL09403	bflo_14289
OG0006882	CAEEL09595	bflo_13224
OG0006886	CAEEL05972, CAEEL05973	bflo_18390
OG0006887	CAEEL04262	bflo_19380
OG0006888	CAEEL07944	bflo_21809
OG0006890	CAEEL05820	bflo_10189
OG0006891	CAEEL07412	bflo_20531
OG0006892	CAEEL07307	bflo_19210
OG0006894	CAEEL12154	bflo_23771
OG0006895	CAEEL18907	bflo_03293
OG0006897	CAEEL00287	bflo_06445
OG0006898	CAEEL01473	bflo_12617
OG0006901	CAEEL06883	bflo_19215
OG0006902	CAEEL02536	bflo_16739
OG0006905	CAEEL08307	bflo_13409
OG0006914	CAEEL01820	bflo_06676
OG0006917	CAEEL05784	bflo_24966
OG0006918	CAEEL01349	bflo_06388
OG0006919	CAEEL05782	bflo_10781
OG0006920	CAEEL08877	bflo_18393
OG0006924	CAEEL12241	bflo_14841
OG0006926	CAEEL19851, CAEEL00630	bflo_01326
OG0006927	CAEEL11861	bflo_25864
OG0006931	CAEEL14601	bflo_03880
OG0006934	CAEEL00405	bflo_22320
OG0006936	CAEEL11645	bflo_10276, bflo_09616
OG0006937	CAEEL00825	bflo_06019
OG0006938	CAEEL00362	bflo_11763
OG0006939	CAEEL14723	bflo_05623
OG0006942	CAEEL08740	bflo_16437
OG0006943	CAEEL14228	bflo_06674
OG0006944	CAEEL11263	bflo_11099
OG0006945	CAEEL08245	bflo_18670
OG0006948	CAEEL04453	bflo_23320
OG0006949	CAEEL00718	bflo_08640
OG0006952	CAEEL11032	bflo_12669
OG0006953	CAEEL11948	bflo_23341
OG0006954	CAEEL16023	bflo_17503
OG0006957	CAEEL08617	bflo_08841
OG0006960	CAEEL12630	bflo_06033
OG0006962	CAEEL05048	bflo_19179
OG0006964	CAEEL00220	bflo_18137
OG0006966	CAEEL05641	bflo_21938
OG0006967	CAEEL06996	bflo_23381
