Orthogroup	CAEEL	AENJA_ok
OG0002089	CAEEL17973	AENJA_22592
OG0002090	CAEEL00790	AENJA_19678
OG0002093	CAEEL02211, CAEEL19978	AENJA_20905
OG0002094	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823	AENJA_21114, AENJA_21113
OG0002097	CAEEL03161, CAEEL00098, CAEEL19231	AENJA_21956
OG0002099	CAEEL05221	AENJA_22526
OG0002101	CAEEL04990	AENJA_24473
OG0002102	CAEEL20714	AENJA_24518
OG0002103	CAEEL16392, CAEEL16394	AENJA_24883
OG0002104	CAEEL08654	AENJA_25109
OG0002105	CAEEL18772	AENJA_25530
OG0002106	CAEEL18235, CAEEL08825	AENJA_25552, AENJA_25673
OG0002107	CAEEL07845	AENJA_25817
OG0002108	CAEEL05450, CAEEL05957, CAEEL15378	AENJA_26100
OG0002122	CAEEL09431	AENJA_00125, AENJA_00126
OG0002123	CAEEL05315	AENJA_00359
OG0002124	CAEEL05107	AENJA_00533, AENJA_26779
OG0002125	CAEEL10327	AENJA_00917
OG0002131	CAEEL00336	AENJA_03621
OG0002133	CAEEL02043, CAEEL15670	AENJA_04735
OG0002135	CAEEL01398, CAEEL15762	AENJA_04872, AENJA_04875
OG0002139	CAEEL15822	AENJA_07352
OG0002142	CAEEL01037	AENJA_09042
OG0002143	CAEEL01697	AENJA_20931, AENJA_09301, AENJA_09302
OG0002144	CAEEL08787	AENJA_10174
OG0002145	CAEEL00125	AENJA_10358
OG0002146	CAEEL10604	AENJA_10360
OG0002147	CAEEL05229	AENJA_10898
OG0002148	CAEEL13205	AENJA_10936
OG0002149	CAEEL09018, CAEEL08046	AENJA_11461
OG0002151	CAEEL19229	AENJA_11531, AENJA_11515
OG0002152	CAEEL00179	AENJA_11762
OG0002153	CAEEL11458	AENJA_11969
OG0002154	CAEEL18065	AENJA_12077
OG0002156	CAEEL08424	AENJA_12297
OG0002157	CAEEL10861	AENJA_13751
OG0002163	CAEEL04144	AENJA_15172, AENJA_15175
OG0002164	CAEEL04595, CAEEL04594, CAEEL19903	AENJA_15939
OG0002165	CAEEL13880	AENJA_16068
OG0002166	CAEEL06693, CAEEL06692	AENJA_16415
OG0002167	CAEEL10771, CAEEL20502	AENJA_16467, AENJA_16533
OG0002168	CAEEL06529	AENJA_16471, AENJA_23270
OG0002169	CAEEL19452	AENJA_17912
OG0002170	CAEEL11886	AENJA_23030
OG0002171	CAEEL09511	AENJA_18243
OG0002173	CAEEL02072	AENJA_18419
OG0002175	CAEEL11081	AENJA_18688
OG0002177	CAEEL16080	AENJA_18769
OG0002179	CAEEL17210, CAEEL19563	AENJA_19816
OG0002182	CAEEL11866	AENJA_21407
OG0002184	CAEEL06428	AENJA_22069
OG0002185	CAEEL01312	AENJA_22305
OG0002187	CAEEL05615	AENJA_22617
OG0002188	CAEEL10832	AENJA_22979
OG0002189	CAEEL17261, CAEEL17762, CAEEL20687	AENJA_24476
OG0002190	CAEEL18099	AENJA_23964
OG0002191	CAEEL00670	AENJA_24425
OG0002213	CAEEL09259	AENJA_00491
OG0002214	CAEEL03136	AENJA_00504
OG0002215	CAEEL19732	AENJA_00509, AENJA_25091, AENJA_25090, AENJA_07685
OG0002216	CAEEL09929, CAEEL09930	AENJA_06974, AENJA_00740, AENJA_06973
OG0002217	CAEEL18475, CAEEL05058	AENJA_10139
OG0002218	CAEEL00880	AENJA_01433
OG0002222	CAEEL05529	AENJA_01746
OG0002224	CAEEL10158	AENJA_02077
OG0002225	CAEEL15252	AENJA_02179
OG0002226	CAEEL04806	AENJA_02285
OG0002227	CAEEL00491	AENJA_02303, AENJA_02304
OG0002228	CAEEL05227	AENJA_02422
OG0002229	CAEEL08325	AENJA_02540
OG0002236	CAEEL18503	AENJA_04718
OG0002237	CAEEL00004	AENJA_04721
OG0002239	CAEEL05928	AENJA_05630
OG0002240	CAEEL05366	AENJA_15674, AENJA_05936, AENJA_05935
OG0002241	CAEEL07281	AENJA_06217
OG0002242	CAEEL01267	AENJA_06280
OG0002243	CAEEL05910, CAEEL11717	AENJA_06283
OG0002244	CAEEL02764	AENJA_20811, AENJA_25845, AENJA_06734, AENJA_20367, AENJA_25846, AENJA_11508
OG0002246	CAEEL00010	AENJA_07026
OG0002248	CAEEL09675	AENJA_08886
OG0002251	CAEEL18329, CAEEL19690	AENJA_09492
OG0002252	CAEEL18710	AENJA_09873
OG0002255	CAEEL01086	AENJA_11216, AENJA_22320
OG0002257	CAEEL14323	AENJA_13140, AENJA_23797
OG0002258	CAEEL10467	AENJA_13193
OG0002259	CAEEL08231	AENJA_13195
OG0002260	CAEEL08208	AENJA_13335
OG0002261	CAEEL09054	AENJA_13619
OG0002262	CAEEL07374	AENJA_14021
OG0002263	CAEEL08085	AENJA_14525, AENJA_14524
OG0002264	CAEEL01891	AENJA_14565
OG0002265	CAEEL01664	AENJA_14678
OG0002266	CAEEL18931	AENJA_15317
OG0002270	CAEEL01255	AENJA_17477
OG0002272	CAEEL00181	AENJA_18110
OG0002275	CAEEL19733	AENJA_19831
OG0002277	CAEEL12016	AENJA_19978
OG0002278	CAEEL17984, CAEEL17983	AENJA_20031
OG0002280	CAEEL01565	AENJA_22896
OG0002282	CAEEL05126	AENJA_23640
OG0002283	CAEEL11974	AENJA_23706, AENJA_24995
OG0002284	CAEEL09475	AENJA_23854
OG0002286	CAEEL15075	AENJA_24864
OG0002288	CAEEL11923	AENJA_25474
OG0002289	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495	AENJA_26047
OG0002292	CAEEL11264	AENJA_26405
OG0002312	CAEEL04818, CAEEL04817	AENJA_00869
OG0002316	CAEEL01858, CAEEL01859	AENJA_01956
OG0002317	CAEEL13995	AENJA_02641
OG0002318	CAEEL05991	AENJA_02715, AENJA_16923, AENJA_16483
OG0002321	CAEEL11607	AENJA_03802
OG0002322	CAEEL12636, CAEEL12634	AENJA_08237
OG0002323	CAEEL00606	AENJA_05749
OG0002324	CAEEL14861	AENJA_19401, AENJA_05816
OG0002325	CAEEL12660	AENJA_06079
OG0002326	CAEEL19309	AENJA_06622
OG0002326	CAEEL19310	AENJA_06618
OG0002327	CAEEL11423	AENJA_22580
OG0002330	CAEEL09607	AENJA_07882
OG0002331	CAEEL13492, CAEEL01768	AENJA_08499
OG0002332	CAEEL07378	AENJA_09253
OG0002335	CAEEL02679, CAEEL02678	AENJA_09844
OG0002336	CAEEL18832	AENJA_10053
OG0002340	CAEEL00545	AENJA_11499
OG0002341	CAEEL07757	AENJA_11703
OG0002342	CAEEL06352, CAEEL06355, CAEEL00891	AENJA_12561
OG0002343	CAEEL20506, CAEEL10734	AENJA_12852
OG0002344	CAEEL07661	AENJA_13012
OG0002346	CAEEL04391	AENJA_13792
OG0002348	CAEEL10632	AENJA_15315
OG0002350	CAEEL20154	AENJA_16160
OG0002352	CAEEL04784	AENJA_16506
OG0002354	CAEEL09038	AENJA_18103, AENJA_19512
OG0002355	CAEEL08630	AENJA_18224
OG0002356	CAEEL17852	AENJA_18622
OG0002357	CAEEL14198	AENJA_18771
OG0002358	CAEEL20542	AENJA_19054
OG0002359	CAEEL10259	AENJA_19066
OG0002360	CAEEL19089	AENJA_19252
OG0002361	CAEEL16240, CAEEL14724	AENJA_19370
OG0002362	CAEEL01494	AENJA_20934
OG0002363	CAEEL18180	AENJA_21374
OG0002366	CAEEL01476	AENJA_22329
OG0002367	CAEEL02851	AENJA_23782
OG0002368	CAEEL06921	AENJA_22527
OG0002369	CAEEL00665	AENJA_22567
OG0002370	CAEEL06782	AENJA_22954
OG0002371	CAEEL10782, CAEEL02897	AENJA_23878, AENJA_23873
OG0002373	CAEEL10724, CAEEL10847	AENJA_25475
OG0002374	CAEEL00989, CAEEL03595	AENJA_25507
OG0002375	CAEEL09148	AENJA_25871
OG0002376	CAEEL16557	AENJA_25963
OG0002377	CAEEL14877	AENJA_26503
OG0002378	CAEEL19717	AENJA_26694
OG0002396	CAEEL15127	AENJA_01548
OG0002400	CAEEL12685	AENJA_02731
OG0002402	CAEEL07971	AENJA_03150
OG0002406	CAEEL05272	AENJA_04613
OG0002407	CAEEL11836	AENJA_04703
OG0002408	CAEEL05340	AENJA_04822
OG0002409	CAEEL12380	AENJA_05961
OG0002410	CAEEL06445	AENJA_07499
OG0002411	CAEEL09509	AENJA_07684
OG0002413	CAEEL05456	AENJA_18117
OG0002414	CAEEL16542	AENJA_07916
OG0002415	CAEEL09540, CAEEL09394, CAEEL15033	AENJA_08809, AENJA_08808
OG0002416	CAEEL00247	AENJA_23502, AENJA_09369, AENJA_23503
OG0002421	CAEEL09266	AENJA_11342, AENJA_23395
OG0002422	CAEEL09220	AENJA_11769
OG0002424	CAEEL18326	AENJA_12073
OG0002425	CAEEL00712	AENJA_12278
OG0002429	CAEEL05601	AENJA_13348
OG0002433	CAEEL18398	AENJA_14010
OG0002434	CAEEL09324	AENJA_22387, AENJA_14358
OG0002439	CAEEL06145, CAEEL06146	AENJA_16773
OG0002441	CAEEL01735	AENJA_17578
OG0002442	CAEEL00999	AENJA_19513
OG0002443	CAEEL11867	AENJA_19788, AENJA_19789
OG0002444	CAEEL11588	AENJA_21660
OG0002445	CAEEL08003	AENJA_20517
OG0002446	CAEEL01328	AENJA_21367
OG0002448	CAEEL11664	AENJA_23309, AENJA_22030
OG0002450	CAEEL02915	AENJA_22561
OG0002453	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671	AENJA_24398
OG0002454	CAEEL06870	AENJA_24945
OG0002456	CAEEL19152, CAEEL02912	AENJA_26722
OG0002476	CAEEL05868	AENJA_00015
OG0002476	CAEEL00590	AENJA_24202
OG0002477	CAEEL05771	AENJA_06431, AENJA_07761, AENJA_21896, AENJA_05874, AENJA_18348, AENJA_11115, AENJA_15793, AENJA_14803, AENJA_18742, AENJA_07728, AENJA_10591
OG0002481	CAEEL07210	AENJA_00695
OG0002486	CAEEL00554	AENJA_22266, AENJA_12065, AENJA_02025
OG0002487	CAEEL13022	AENJA_02170
OG0002489	CAEEL20456	AENJA_02297
OG0002490	CAEEL09795	AENJA_06970, AENJA_02506
OG0002492	CAEEL07791	AENJA_02686
OG0002494	CAEEL02924	AENJA_03043
OG0002495	CAEEL05776	AENJA_03162
OG0002497	CAEEL00487	AENJA_04655
OG0002498	CAEEL07624, CAEEL07986, CAEEL07364, CAEEL19284	AENJA_12352, AENJA_22759, AENJA_10257
OG0002499	CAEEL02172, CAEEL11853	AENJA_04717
OG0002500	CAEEL00642	AENJA_05082
OG0002502	CAEEL01666, CAEEL05931	AENJA_05628
OG0002503	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625	AENJA_06123, AENJA_06122
OG0002504	CAEEL06712, CAEEL09129	AENJA_06491
OG0002505	CAEEL05922	AENJA_07007
OG0002506	CAEEL00901	AENJA_25915
OG0002507	CAEEL03010	AENJA_20718, AENJA_07299
OG0002509	CAEEL10641, CAEEL10642	AENJA_07539, AENJA_07540
OG0002510	CAEEL15444	AENJA_07822
OG0002511	CAEEL03054	AENJA_08228
OG0002512	CAEEL06721	AENJA_08398
OG0002516	CAEEL07616	AENJA_22367
OG0002518	CAEEL03272	AENJA_09754
OG0002519	CAEEL07683	AENJA_24917, AENJA_10191, AENJA_10809
OG0002520	CAEEL11387	AENJA_10489
OG0002522	CAEEL04069	AENJA_10782
OG0002523	CAEEL09506	AENJA_11036
OG0002524	CAEEL07737	AENJA_11252
OG0002527	CAEEL00425, CAEEL00799	AENJA_11560
OG0002528	CAEEL14274	AENJA_11715
OG0002529	CAEEL18703, CAEEL04668	AENJA_11778, AENJA_17626
OG0002530	CAEEL18169	AENJA_12467
OG0002532	CAEEL00641	AENJA_13222
OG0002533	CAEEL08550	AENJA_13514
OG0002534	CAEEL08629	AENJA_13891
OG0002537	CAEEL07418	AENJA_13991
OG0002541	CAEEL09534	AENJA_15867
OG0002542	CAEEL06956	AENJA_15884
OG0002543	CAEEL07344	AENJA_15970
OG0002544	CAEEL16419	AENJA_16689
OG0002544	CAEEL07645	AENJA_17086
OG0002545	CAEEL12452	AENJA_16977
OG0002547	CAEEL02085	AENJA_17597
OG0002548	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091	AENJA_17766
OG0002549	CAEEL18135	AENJA_17970
OG0002552	CAEEL01916	AENJA_18799
OG0002553	CAEEL07705	AENJA_18919
OG0002554	CAEEL13829	AENJA_20632
OG0002557	CAEEL02904	AENJA_22119
OG0002558	CAEEL00633, CAEEL18130	AENJA_22200
OG0002559	CAEEL14654	AENJA_23435
OG0002561	CAEEL13357	AENJA_23733, AENJA_26836
OG0002562	CAEEL00489	AENJA_24354
OG0002564	CAEEL14884	AENJA_24782
OG0002565	CAEEL01779, CAEEL19992	AENJA_24939
OG0002566	CAEEL18146	AENJA_25083
OG0002567	CAEEL10185	AENJA_25883
OG0002569	CAEEL18770	AENJA_26162
OG0002570	CAEEL02126	AENJA_26246
OG0002587	CAEEL02535	AENJA_00149
OG0002593	CAEEL06340, CAEEL06341	AENJA_01002, AENJA_25551
OG0002594	CAEEL02859	AENJA_08034, AENJA_01113, AENJA_05641
OG0002598	CAEEL04239	AENJA_19208, AENJA_02160
OG0002599	CAEEL09489, CAEEL05240	AENJA_02912
OG0002600	CAEEL18751	AENJA_03270, AENJA_12156
OG0002601	CAEEL11850, CAEEL17493, CAEEL06460	AENJA_04980, AENJA_03275
OG0002602	CAEEL19298	AENJA_03376
OG0002605	CAEEL06425	AENJA_04724, AENJA_04725
OG0002608	CAEEL20298	AENJA_05149
OG0002609	CAEEL00486	AENJA_05158
OG0002610	CAEEL00976	AENJA_05401
OG0002611	CAEEL00525	AENJA_06053
OG0002614	CAEEL18150	AENJA_24393, AENJA_07227
OG0002617	CAEEL08131	AENJA_07485
OG0002618	CAEEL11865	AENJA_26393, AENJA_07573
OG0002620	CAEEL18902	AENJA_07830
OG0002623	CAEEL04862	AENJA_08023
OG0002624	CAEEL00996	AENJA_08628
OG0002630	CAEEL00017	AENJA_10052
OG0002633	CAEEL13867	AENJA_10970
OG0002636	CAEEL09021	AENJA_11871
OG0002638	CAEEL05543	AENJA_12588
OG0002643	CAEEL01960	AENJA_13808
OG0002644	CAEEL00760	AENJA_13822
OG0002645	CAEEL09814	AENJA_16911, AENJA_13967
OG0002646	CAEEL10837	AENJA_14082
OG0002649	CAEEL18434	AENJA_15416
OG0002651	CAEEL08032	AENJA_16730
OG0002652	CAEEL15940	AENJA_17178
OG0002653	CAEEL15759, CAEEL10493	AENJA_17514
OG0002655	CAEEL10857	AENJA_18523
OG0002656	CAEEL06531	AENJA_18631
OG0002658	CAEEL08300	AENJA_19213
OG0002659	CAEEL20145, CAEEL20147, CAEEL01412	AENJA_19544
OG0002660	CAEEL11563	AENJA_19796
OG0002661	CAEEL19789	AENJA_20280
OG0002662	CAEEL18190	AENJA_20497
OG0002663	CAEEL19742	AENJA_20588
OG0002665	CAEEL08820	AENJA_21246
OG0002666	CAEEL11407	AENJA_21371
OG0002667	CAEEL18607	AENJA_21967
OG0002668	CAEEL02604	AENJA_22301
OG0002670	CAEEL15710	AENJA_22806
OG0002675	CAEEL07843	AENJA_24042
OG0002677	CAEEL10901	AENJA_24115
OG0002678	CAEEL06946, CAEEL06945, CAEEL01197	AENJA_25983
OG0002679	CAEEL06006	AENJA_26173
OG0002706	CAEEL01248	AENJA_00487
OG0002707	CAEEL14138	AENJA_00731
OG0002708	CAEEL01926, CAEEL12503	AENJA_01064
OG0002710	CAEEL00009	AENJA_01185
OG0002714	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570	AENJA_02697
OG0002715	CAEEL09830	AENJA_02725
OG0002717	CAEEL10017	AENJA_03489
OG0002718	CAEEL00842	AENJA_03576, AENJA_22285
OG0002719	CAEEL07694	AENJA_04654
OG0002720	CAEEL01232	AENJA_04824
OG0002722	CAEEL10808	AENJA_05319
OG0002723	CAEEL15616	AENJA_05322, AENJA_19139
OG0002726	CAEEL11743	AENJA_17586, AENJA_06393
OG0002729	CAEEL07853	AENJA_10262, AENJA_07855, AENJA_13538, AENJA_11456
OG0002732	CAEEL18402	AENJA_19283, AENJA_09229
OG0002736	CAEEL02362	AENJA_09727
OG0002739	CAEEL18472	AENJA_23418
OG0002740	CAEEL08842	AENJA_10478
OG0002742	CAEEL11403	AENJA_11246
OG0002743	CAEEL15922, CAEEL10167	AENJA_11676
OG0002744	CAEEL19735	AENJA_11955
OG0002745	CAEEL19081	AENJA_12347
OG0002747	CAEEL02596	AENJA_13285
OG0002749	CAEEL04068	AENJA_25924
OG0002750	CAEEL15826	AENJA_13825, AENJA_23058
OG0002752	CAEEL08631	AENJA_14300
OG0002754	CAEEL05821	AENJA_14712
OG0002756	CAEEL15160	AENJA_14955, AENJA_16000
OG0002757	CAEEL10443, CAEEL10442	AENJA_14974
OG0002758	CAEEL08816	AENJA_15361
OG0002759	CAEEL05573	AENJA_15430, AENJA_15429
OG0002760	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644	AENJA_15553, AENJA_19974, AENJA_22798
OG0002762	CAEEL09378	AENJA_16834
OG0002763	CAEEL07952	AENJA_17978
OG0002764	CAEEL05636	AENJA_17995
OG0002765	CAEEL02125	AENJA_18242
OG0002766	CAEEL17597	AENJA_18864
OG0002767	CAEEL07319	AENJA_18908
OG0002769	CAEEL06751	AENJA_19239
OG0002770	CAEEL15397	AENJA_19276
OG0002771	CAEEL08070	AENJA_19705
OG0002772	CAEEL05686	AENJA_20331
OG0002773	CAEEL08029	AENJA_20591
OG0002774	CAEEL01682	AENJA_20726
OG0002776	CAEEL10866	AENJA_20735
OG0002777	CAEEL05935	AENJA_20773
OG0002778	CAEEL01937	AENJA_20938
OG0002779	CAEEL04477, CAEEL04475	AENJA_21312
OG0002780	CAEEL00693	AENJA_21493
OG0002781	CAEEL07517	AENJA_21782
OG0002782	CAEEL13024	AENJA_22198
OG0002785	CAEEL04710	AENJA_23498
OG0002786	CAEEL00215	AENJA_23784
OG0002787	CAEEL00388	AENJA_24196
OG0002788	CAEEL06416, CAEEL06417, CAEEL06418	AENJA_24424
OG0002790	CAEEL07625	AENJA_25977
OG0002791	CAEEL08790	AENJA_26314
OG0002793	CAEEL00646	AENJA_26539, AENJA_26542
OG0002794	CAEEL08878	AENJA_26669
OG0002795	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352	AENJA_26764
OG0002812	CAEEL04925	AENJA_24999, AENJA_18657, AENJA_24998
OG0002813	CAEEL12256	AENJA_00188
OG0002814	CAEEL11682	AENJA_00393
OG0002817	CAEEL16563	AENJA_00735
OG0002818	CAEEL12185	AENJA_23485, AENJA_00797
OG0002821	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031	AENJA_20741, AENJA_01009, AENJA_12682
OG0002824	CAEEL09125	AENJA_01440
OG0002825	CAEEL11091	AENJA_01512
OG0002826	CAEEL14759	AENJA_02168
OG0002828	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595	AENJA_02401
OG0002832	CAEEL09362	AENJA_03311
OG0002833	CAEEL18192	AENJA_03383
OG0002835	CAEEL11751	AENJA_04456
OG0002836	CAEEL06399	AENJA_17994, AENJA_04620
OG0002839	CAEEL19253, CAEEL00645	AENJA_06051
OG0002841	CAEEL12135, CAEEL12134	AENJA_19018, AENJA_06177
OG0002842	CAEEL06196	AENJA_06186
OG0002843	CAEEL07774, CAEEL07773	AENJA_06434
OG0002844	CAEEL10756	AENJA_06497, AENJA_06632
OG0002845	CAEEL09656	AENJA_06631
OG0002847	CAEEL06961	AENJA_07384
OG0002848	CAEEL07668	AENJA_07552
OG0002850	CAEEL15763	AENJA_09764
OG0002851	CAEEL00708	AENJA_09890
OG0002854	CAEEL10560	AENJA_10775
OG0002856	CAEEL01393	AENJA_10966
OG0002858	CAEEL12093	AENJA_11662
OG0002859	CAEEL19186	AENJA_11782
OG0002860	CAEEL11643	AENJA_12346
OG0002861	CAEEL14969	AENJA_17451
OG0002866	CAEEL03096	AENJA_14387
OG0002868	CAEEL05539	AENJA_14495
OG0002873	CAEEL07574	AENJA_15531
OG0002876	CAEEL10277	AENJA_16221
OG0002877	CAEEL02920	AENJA_16701
OG0002880	CAEEL11517	AENJA_17696, AENJA_23913
OG0002883	CAEEL05948	AENJA_18948
OG0002884	CAEEL01828	AENJA_19070
OG0002887	CAEEL06082, CAEEL06083	AENJA_19844
OG0002889	CAEEL10804	AENJA_19979
OG0002891	CAEEL04184, CAEEL01874	AENJA_20333
OG0002894	CAEEL14713	AENJA_20837
OG0002895	CAEEL07602, CAEEL10533	AENJA_21152
OG0002896	CAEEL18643	AENJA_21743
OG0002898	CAEEL13137	AENJA_22319, AENJA_22360
OG0002899	CAEEL01046	AENJA_22623
OG0002906	CAEEL05147	AENJA_23675
OG0002907	CAEEL01271	AENJA_23794
OG0002909	CAEEL11759	AENJA_24484
OG0002910	CAEEL04697	AENJA_24759
OG0002912	CAEEL00640	AENJA_25185
OG0002913	CAEEL02893	AENJA_25404
OG0002914	CAEEL18409	AENJA_25554
OG0002915	CAEEL02902	AENJA_26181
OG0002916	CAEEL04244	AENJA_26387
OG0002944	CAEEL11414	AENJA_00162
OG0002947	CAEEL06268	AENJA_00803, AENJA_14586
OG0002949	CAEEL05799	AENJA_00985
OG0002952	CAEEL09036	AENJA_03492, AENJA_01286, AENJA_01288
OG0002953	CAEEL11622	AENJA_01495
OG0002955	CAEEL01420	AENJA_02171
OG0002957	CAEEL02702	AENJA_02431
OG0002959	CAEEL12413, CAEEL12412	AENJA_02647
OG0002960	CAEEL01541	AENJA_02770
OG0002961	CAEEL16453, CAEEL14328	AENJA_02909
OG0002962	CAEEL20383	AENJA_03030
OG0002964	CAEEL19811	AENJA_03426
OG0002965	CAEEL01992	AENJA_03749
OG0002966	CAEEL08468, CAEEL19347	AENJA_06648, AENJA_03777
OG0002967	CAEEL20418, CAEEL02925	AENJA_03822
OG0002968	CAEEL01853	AENJA_03998
OG0002969	CAEEL14216	AENJA_04473
OG0002973	CAEEL09565	AENJA_05992
OG0002974	CAEEL01320	AENJA_06165
OG0002976	CAEEL01120, CAEEL01119, CAEEL01121	AENJA_06370
OG0002977	CAEEL07234, CAEEL07233	AENJA_13198
OG0002978	CAEEL16463	AENJA_06745
OG0002982	CAEEL01855	AENJA_07566
OG0002985	CAEEL08353	AENJA_08394
OG0002986	CAEEL10835	AENJA_08464
OG0002987	CAEEL17800, CAEEL18018	AENJA_08505
OG0002990	CAEEL08773	AENJA_09487
OG0002991	CAEEL09004	AENJA_09631
OG0002995	CAEEL07264	AENJA_10171
OG0002996	CAEEL10716	AENJA_11042
OG0003001	CAEEL10876	AENJA_18654, AENJA_11581
OG0003003	CAEEL14387	AENJA_11669
OG0003004	CAEEL15423	AENJA_11848
OG0003005	CAEEL16758	AENJA_25236
OG0003006	CAEEL10145	AENJA_12351
OG0003008	CAEEL20335	AENJA_13411
OG0003012	CAEEL05983	AENJA_14839
OG0003013	CAEEL00274, CAEEL13050, CAEEL13680	AENJA_14912
OG0003014	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767	AENJA_15441
OG0003015	CAEEL19016	AENJA_15442
OG0003016	CAEEL09225	AENJA_15608, AENJA_21110, AENJA_15615
OG0003017	CAEEL07049, CAEEL16441	AENJA_15754
OG0003018	CAEEL08487	AENJA_15825
OG0003019	CAEEL04592	AENJA_15890
OG0003024	CAEEL13204, CAEEL13203	AENJA_17461
OG0003025	CAEEL08836	AENJA_17533
OG0003026	CAEEL10688, CAEEL12186	AENJA_17803
OG0003027	CAEEL06663	AENJA_17824
OG0003028	CAEEL02985	AENJA_17984
OG0003029	CAEEL01558	AENJA_18248
OG0003030	CAEEL11859	AENJA_18262
OG0003031	CAEEL06431	AENJA_18273
OG0003033	CAEEL00703	AENJA_18723
OG0003035	CAEEL02722	AENJA_19225
OG0003036	CAEEL01143	AENJA_20024
OG0003038	CAEEL20474	AENJA_21096
OG0003040	CAEEL02041	AENJA_21361, AENJA_21358
OG0003041	CAEEL01678	AENJA_22059
OG0003042	CAEEL04188	AENJA_21556, AENJA_21559
OG0003043	CAEEL07390	AENJA_21648
OG0003044	CAEEL07715	AENJA_21752
OG0003046	CAEEL04364	AENJA_21816
OG0003049	CAEEL04812	AENJA_22479
OG0003050	CAEEL15836	AENJA_23005
OG0003054	CAEEL04777	AENJA_24441
OG0003055	CAEEL14225	AENJA_24466
OG0003056	CAEEL19070	AENJA_24565
OG0003060	CAEEL07468, CAEEL11354	AENJA_24993
OG0003061	CAEEL14261	AENJA_25088
OG0003062	CAEEL00660	AENJA_25174
OG0003063	CAEEL03076	AENJA_25761
OG0003064	CAEEL02598	AENJA_26332
OG0003065	CAEEL18732	AENJA_26411
OG0003066	CAEEL05161	AENJA_26723
OG0003104	CAEEL07227	AENJA_00844, AENJA_00412
OG0003106	CAEEL16128	AENJA_00659
OG0003107	CAEEL20421, CAEEL01359	AENJA_00765
OG0003108	CAEEL04120	AENJA_01637
OG0003110	CAEEL17888	AENJA_01831
OG0003111	CAEEL01566	AENJA_01995
OG0003112	CAEEL12136	AENJA_01998
OG0003113	CAEEL16673, CAEEL01071	AENJA_02120
OG0003114	CAEEL15726	AENJA_02181
OG0003115	CAEEL00022	AENJA_02279
OG0003118	CAEEL08193, CAEEL08192	AENJA_03053
OG0003119	CAEEL16382	AENJA_03324
OG0003121	CAEEL00414	AENJA_03733
OG0003124	CAEEL07676	AENJA_03987, AENJA_07377
OG0003126	CAEEL04789, CAEEL04979	AENJA_04114
OG0003128	CAEEL04713	AENJA_04333
OG0003129	CAEEL06414, CAEEL06415	AENJA_18359
OG0003130	CAEEL08052	AENJA_04695
OG0003132	CAEEL15119	AENJA_05230
OG0003135	CAEEL06638	AENJA_05506
OG0003136	CAEEL10810	AENJA_05594
OG0003138	CAEEL05894	AENJA_05937
OG0003141	CAEEL03719, CAEEL03720	AENJA_06698
OG0003142	CAEEL00482	AENJA_06782
OG0003144	CAEEL01625	AENJA_06849
OG0003145	CAEEL05190	AENJA_06906
OG0003146	CAEEL20170	AENJA_06954
OG0003147	CAEEL17136, CAEEL18421	AENJA_07167
OG0003148	CAEEL16560	AENJA_07642
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	AENJA_07652
OG0003150	CAEEL11024	AENJA_07665
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	AENJA_07870
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	AENJA_08082
OG0003153	CAEEL07561	AENJA_08315
OG0003154	CAEEL15184	AENJA_08755, AENJA_24160, AENJA_24621
OG0003157	CAEEL07518, CAEEL07519	AENJA_09315
OG0003158	CAEEL08310	AENJA_09855
OG0003160	CAEEL18381, CAEEL02061	AENJA_10130
OG0003161	CAEEL15582, CAEEL20219	AENJA_10165
OG0003164	CAEEL08130	AENJA_13680, AENJA_10532
OG0003169	CAEEL11868	AENJA_11201, AENJA_11198
OG0003172	CAEEL06299	AENJA_11593
OG0003174	CAEEL11561	AENJA_12148, AENJA_18390
OG0003176	CAEEL02038	AENJA_12428
OG0003177	CAEEL19619	AENJA_12445
OG0003178	CAEEL14891	AENJA_12804
OG0003179	CAEEL12173	AENJA_12977
OG0003181	CAEEL11684	AENJA_13218
OG0003182	CAEEL01167	AENJA_13237
OG0003184	CAEEL10967	AENJA_13777
OG0003185	CAEEL04813	AENJA_14384
OG0003187	CAEEL16181	AENJA_14748, AENJA_14750
OG0003188	CAEEL00953	AENJA_15232
OG0003189	CAEEL04624	AENJA_15393
OG0003191	CAEEL09839	AENJA_16289
OG0003193	CAEEL17615	AENJA_16359
