Orthogroup	CAEEL	AMPFI_ok
OG0005702	CAEEL15894, CAEEL18106	AMPFI_22449
OG0005703	CAEEL09229	AMPFI_19719
OG0005704	CAEEL18454	AMPFI_06960
OG0005707	CAEEL01062	AMPFI_01312
OG0005712	CAEEL10147	AMPFI_00923
OG0005715	CAEEL06260	AMPFI_24802
OG0005719	CAEEL05019	AMPFI_09072
OG0005721	CAEEL02751	AMPFI_11307
OG0005723	CAEEL12411	AMPFI_12510
OG0005726	CAEEL02137	AMPFI_01096
OG0005728	CAEEL00225	AMPFI_22569, AMPFI_01425
OG0005729	CAEEL01552	AMPFI_16465
OG0005730	CAEEL20471	AMPFI_02417
OG0005731	CAEEL09042	AMPFI_06208, AMPFI_05549
OG0005732	CAEEL07314	AMPFI_10475
OG0005733	CAEEL11874	AMPFI_17309
OG0005734	CAEEL05372	AMPFI_20477
OG0005737	CAEEL00178	AMPFI_09768
OG0005738	CAEEL19157	AMPFI_15740
OG0005744	CAEEL10825, CAEEL00882	AMPFI_14891
OG0005746	CAEEL04218	AMPFI_00745, AMPFI_01314, AMPFI_03522
OG0005747	CAEEL11656	AMPFI_06608
OG0005748	CAEEL05688	AMPFI_05048
OG0005749	CAEEL14477	AMPFI_06019
OG0005750	CAEEL02930	AMPFI_08396
OG0005758	CAEEL07383, CAEEL07219	AMPFI_09198
OG0005759	CAEEL04976	AMPFI_12317
OG0005760	CAEEL11990	AMPFI_16205
OG0005761	CAEEL02084	AMPFI_08071
OG0005764	CAEEL00440	AMPFI_08279
OG0005766	CAEEL03004	AMPFI_17046
OG0005771	CAEEL18103	AMPFI_01299
OG0005774	CAEEL07710	AMPFI_05603
OG0005775	CAEEL08185	AMPFI_07449
OG0005776	CAEEL08611, CAEEL02852	AMPFI_25608
OG0005779	CAEEL11742	AMPFI_11915
OG0005781	CAEEL16564	AMPFI_12686
OG0005782	CAEEL14669	AMPFI_00061
OG0005783	CAEEL15350	AMPFI_15287, AMPFI_15288
OG0005784	CAEEL06573	AMPFI_12391
OG0005786	CAEEL10727	AMPFI_10439
OG0005788	CAEEL10819	AMPFI_12930
OG0005789	CAEEL03291	AMPFI_10549
OG0005790	CAEEL02850	AMPFI_05866
OG0005792	CAEEL16683	AMPFI_01360
OG0005793	CAEEL01631	AMPFI_00669
OG0005794	CAEEL07859	AMPFI_12426
OG0005796	CAEEL03619	AMPFI_06497
OG0005797	CAEEL01710	AMPFI_05925
OG0005798	CAEEL07896	AMPFI_20521
OG0005799	CAEEL16039	AMPFI_06285
OG0005802	CAEEL08747	AMPFI_06847
OG0005803	CAEEL05218	AMPFI_15963
OG0005804	CAEEL00293	AMPFI_18167
OG0005805	CAEEL07935	AMPFI_10030, AMPFI_05120
OG0005807	CAEEL00886	AMPFI_06203
OG0005811	CAEEL09170	AMPFI_11672
OG0005812	CAEEL15514	AMPFI_07294
OG0005813	CAEEL04957	AMPFI_11130
OG0005814	CAEEL05572	AMPFI_10557
OG0005815	CAEEL08558	AMPFI_08919
OG0005816	CAEEL07974	AMPFI_11791
OG0005817	CAEEL09003	AMPFI_13154
OG0005818	CAEEL06548	AMPFI_12530
OG0005819	CAEEL05194	AMPFI_11841
OG0005821	CAEEL06500	AMPFI_10420
OG0005822	CAEEL08544	AMPFI_19839
OG0005823	CAEEL11398	AMPFI_09872
OG0005824	CAEEL01511	AMPFI_21619
OG0005826	CAEEL11564	AMPFI_11203
OG0005827	CAEEL15915	AMPFI_07624
OG0005832	CAEEL01641	AMPFI_09133
OG0005833	CAEEL14838	AMPFI_15825
OG0005834	CAEEL18574	AMPFI_16427
OG0005835	CAEEL06739, CAEEL08580	AMPFI_07548
OG0005836	CAEEL15554	AMPFI_04323
OG0005837	CAEEL01073	AMPFI_24762
OG0005840	CAEEL06791	AMPFI_05520
OG0005843	CAEEL06200	AMPFI_14005
OG0005845	CAEEL04187	AMPFI_17578
OG0005846	CAEEL06779	AMPFI_07676
OG0005847	CAEEL00400	AMPFI_23539, AMPFI_22660, AMPFI_00017
OG0005848	CAEEL00240	AMPFI_06719
OG0005849	CAEEL07640	AMPFI_11348
OG0005850	CAEEL07059	AMPFI_24439, AMPFI_20033
OG0005851	CAEEL19454, CAEEL03023	AMPFI_25319
OG0005853	CAEEL05937	AMPFI_08346
OG0005854	CAEEL10962	AMPFI_08661
OG0005857	CAEEL08143	AMPFI_12043
OG0005858	CAEEL08865	AMPFI_25602
OG0005859	CAEEL09237	AMPFI_10389
OG0005860	CAEEL11464	AMPFI_25002
OG0005861	CAEEL07847	AMPFI_12088
OG0005863	CAEEL02059	AMPFI_11911
OG0005864	CAEEL03066	AMPFI_07558
OG0005865	CAEEL10526	AMPFI_18702
OG0005866	CAEEL03116	AMPFI_06903
OG0005867	CAEEL20688	AMPFI_11525, AMPFI_01370
OG0005867	CAEEL06505	AMPFI_25626
OG0005869	CAEEL01472	AMPFI_12200
OG0005870	CAEEL18863	AMPFI_13611
OG0005871	CAEEL07046	AMPFI_06117
OG0005872	CAEEL18764	AMPFI_23480, AMPFI_01540
OG0005874	CAEEL06734	AMPFI_20641
OG0005875	CAEEL11121	AMPFI_06350
OG0005876	CAEEL12583	AMPFI_24444
OG0005877	CAEEL03535	AMPFI_23009
OG0005878	CAEEL00506	AMPFI_08841
OG0005879	CAEEL05884	AMPFI_22803
OG0005880	CAEEL09863	AMPFI_10332
OG0005883	CAEEL06255	AMPFI_03130, AMPFI_22012
OG0005884	CAEEL16531	AMPFI_03308, AMPFI_02965, AMPFI_15918
OG0005886	CAEEL01824	AMPFI_23551
OG0005888	CAEEL00435	AMPFI_02169
OG0005889	CAEEL02553	AMPFI_10713
OG0005890	CAEEL06540	AMPFI_10248
OG0005892	CAEEL01618	AMPFI_08156
OG0005893	CAEEL11380	AMPFI_07366
OG0005895	CAEEL06441	AMPFI_16693
OG0005897	CAEEL01303	AMPFI_15099
OG0005899	CAEEL11728	AMPFI_20021
OG0005903	CAEEL02733	AMPFI_10045
OG0005904	CAEEL18351	AMPFI_15256
OG0005909	CAEEL09260	AMPFI_13997
OG0005914	CAEEL12252	AMPFI_14453
OG0005918	CAEEL07911	AMPFI_06552, AMPFI_24827
OG0005919	CAEEL15775	AMPFI_14223
OG0005921	CAEEL07408	AMPFI_15068
OG0005922	CAEEL15520	AMPFI_21840
OG0005924	CAEEL10631	AMPFI_01732
OG0005925	CAEEL18159	AMPFI_18037
OG0005928	CAEEL04878	AMPFI_11498
OG0005929	CAEEL05898	AMPFI_10207
OG0005930	CAEEL00275	AMPFI_13946
OG0005931	CAEEL09476	AMPFI_25311
OG0005932	CAEEL11316	AMPFI_07308
OG0005933	CAEEL14434	AMPFI_09258
OG0005936	CAEEL07303	AMPFI_10646
OG0005937	CAEEL10539	AMPFI_18365
OG0005938	CAEEL06000, CAEEL09583	AMPFI_10894
OG0005940	CAEEL04134	AMPFI_15882
OG0005941	CAEEL08713	AMPFI_19410
OG0005943	CAEEL02014	AMPFI_06122
OG0005946	CAEEL11452, CAEEL11968	AMPFI_02248
OG0005947	CAEEL19240	AMPFI_07847
OG0005949	CAEEL12005	AMPFI_00381
OG0005950	CAEEL02721	AMPFI_08191
OG0005952	CAEEL08042	AMPFI_08552
OG0005953	CAEEL01826	AMPFI_23074
OG0005957	CAEEL13678, CAEEL02860	AMPFI_13292
OG0005960	CAEEL18529, CAEEL16584	AMPFI_21562
OG0005963	CAEEL02429, CAEEL11102	AMPFI_09480
OG0005965	CAEEL17925	AMPFI_25841
OG0005966	CAEEL05490	AMPFI_00202
OG0005967	CAEEL08429	AMPFI_07645
OG0005968	CAEEL01646	AMPFI_02265
OG0005969	CAEEL01577	AMPFI_05971
OG0005970	CAEEL16383	AMPFI_08520
OG0005973	CAEEL13364	AMPFI_24156
OG0005974	CAEEL11184	AMPFI_23260
OG0005975	CAEEL05822	AMPFI_05524
OG0005976	CAEEL15581	AMPFI_12033, AMPFI_00199
OG0005977	CAEEL04186	AMPFI_22794
OG0005978	CAEEL08320	AMPFI_25985
OG0005980	CAEEL05471	AMPFI_09676
OG0005982	CAEEL04709	AMPFI_06280
OG0005984	CAEEL06514, CAEEL07173	AMPFI_24385
OG0005987	CAEEL05677	AMPFI_21081
OG0005989	CAEEL14108	AMPFI_00165
OG0005991	CAEEL07604	AMPFI_01649, AMPFI_15124, AMPFI_01419
OG0005992	CAEEL01122	AMPFI_01888
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	AMPFI_06032
OG0005995	CAEEL09469	AMPFI_08072
OG0005997	CAEEL11505, CAEEL13118	AMPFI_09215
OG0005998	CAEEL12651	AMPFI_10189
OG0005999	CAEEL06284	AMPFI_12507
OG0006000	CAEEL06731	AMPFI_13395
OG0006003	CAEEL12475	AMPFI_14194
OG0006004	CAEEL01451	AMPFI_14518
OG0006005	CAEEL08818	AMPFI_15191
OG0006008	CAEEL11432	AMPFI_15988
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	AMPFI_16082
OG0006010	CAEEL07462	AMPFI_16750
OG0006011	CAEEL06588	AMPFI_19165
OG0006013	CAEEL11082	AMPFI_23141
OG0006059	CAEEL09710	AMPFI_19289, AMPFI_07653
OG0006060	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082	AMPFI_26009
OG0006062	CAEEL08027	AMPFI_15800
OG0006063	CAEEL09563	AMPFI_10125
OG0006064	CAEEL11646	AMPFI_10479
OG0006066	CAEEL07776	AMPFI_19701
OG0006069	CAEEL08597	AMPFI_24819
OG0006072	CAEEL09063	AMPFI_25885
OG0006073	CAEEL15279	AMPFI_18545
OG0006074	CAEEL15694	AMPFI_01066
OG0006075	CAEEL05481	AMPFI_10508
OG0006083	CAEEL10880	AMPFI_02840
OG0006085	CAEEL07121	AMPFI_12724
OG0006086	CAEEL05357	AMPFI_20798
OG0006087	CAEEL10339	AMPFI_17531
OG0006090	CAEEL06249	AMPFI_09756
OG0006095	CAEEL03714	AMPFI_05328
OG0006096	CAEEL08930	AMPFI_15060
OG0006098	CAEEL17792	AMPFI_22804, AMPFI_18314
OG0006101	CAEEL04363	AMPFI_24203
OG0006102	CAEEL01860	AMPFI_22372
OG0006104	CAEEL15552	AMPFI_13805
OG0006106	CAEEL09939	AMPFI_21458
OG0006108	CAEEL07908	AMPFI_05510
OG0006110	CAEEL15606	AMPFI_15361, AMPFI_22999
OG0006111	CAEEL06592	AMPFI_08928
OG0006113	CAEEL00297	AMPFI_22280
OG0006116	CAEEL14600	AMPFI_12560
OG0006117	CAEEL15839	AMPFI_07331
OG0006118	CAEEL05175	AMPFI_03921, AMPFI_01625
OG0006120	CAEEL19875	AMPFI_09581
OG0006121	CAEEL01535	AMPFI_08623
OG0006124	CAEEL00683	AMPFI_07050
OG0006125	CAEEL12098	AMPFI_03499
OG0006126	CAEEL09062	AMPFI_09361
OG0006127	CAEEL08699	AMPFI_02019
OG0006128	CAEEL01734	AMPFI_13981
OG0006129	CAEEL15436	AMPFI_05212
OG0006130	CAEEL19047	AMPFI_25932
OG0006131	CAEEL08997	AMPFI_13673, AMPFI_13674
OG0006134	CAEEL05080	AMPFI_06352
OG0006137	CAEEL01021	AMPFI_23575
OG0006140	CAEEL06530	AMPFI_08309
OG0006141	CAEEL00813	AMPFI_05969
OG0006144	CAEEL13019	AMPFI_07884
OG0006144	CAEEL12775	AMPFI_06238
OG0006145	CAEEL00765, CAEEL00923	AMPFI_23447, AMPFI_19918
OG0006147	CAEEL11314	AMPFI_23905
OG0006148	CAEEL05997	AMPFI_08258
OG0006152	CAEEL01636	AMPFI_08291, AMPFI_08292
OG0006156	CAEEL13825	AMPFI_00402
OG0006160	CAEEL08936	AMPFI_03617, AMPFI_14878
OG0006163	CAEEL00653	AMPFI_25469
OG0006164	CAEEL01158	AMPFI_12889
OG0006165	CAEEL15774	AMPFI_06300
OG0006168	CAEEL05152	AMPFI_05556
OG0006169	CAEEL08537	AMPFI_11768
OG0006176	CAEEL05930	AMPFI_10520
OG0006177	CAEEL04212	AMPFI_05594, AMPFI_04013
OG0006180	CAEEL09925	AMPFI_00899
OG0006181	CAEEL14722	AMPFI_03759
OG0006182	CAEEL06387	AMPFI_12280
OG0006183	CAEEL19366	AMPFI_24216
OG0006185	CAEEL01692	AMPFI_09297
OG0006187	CAEEL00902	AMPFI_06260
OG0006188	CAEEL02058	AMPFI_07880
OG0006191	CAEEL06280, CAEEL06279	AMPFI_21306
OG0006192	CAEEL01776	AMPFI_12685
OG0006194	CAEEL20600	AMPFI_15870
OG0006195	CAEEL08079	AMPFI_22865
OG0006196	CAEEL06224, CAEEL06189	AMPFI_02836
OG0006200	CAEEL11329	AMPFI_25110
OG0006202	CAEEL07568	AMPFI_12051
OG0006208	CAEEL00204	AMPFI_00556
OG0006209	CAEEL11287	AMPFI_16406, AMPFI_04793
OG0006210	CAEEL00160	AMPFI_09052
OG0006213	CAEEL01145	AMPFI_05568
OG0006214	CAEEL12120	AMPFI_01488
OG0006216	CAEEL16326	AMPFI_10203
OG0006217	CAEEL05235	AMPFI_17673
OG0006220	CAEEL08309	AMPFI_07819
OG0006224	CAEEL11548	AMPFI_06836
OG0006225	CAEEL13901	AMPFI_21632
OG0006226	CAEEL02716	AMPFI_06544
OG0006229	CAEEL06963	AMPFI_12998
OG0006230	CAEEL08542	AMPFI_23278
OG0006231	CAEEL20582	AMPFI_07940
OG0006232	CAEEL07512, CAEEL07511	AMPFI_18260
OG0006234	CAEEL05918	AMPFI_04221
OG0006235	CAEEL04462	AMPFI_04700
OG0006237	CAEEL04160	AMPFI_22763, AMPFI_25948
OG0006239	CAEEL01539	AMPFI_24438
OG0006240	CAEEL08852	AMPFI_03635
OG0006245	CAEEL00941	AMPFI_05666
OG0006248	CAEEL05883	AMPFI_12231
OG0006249	CAEEL10060	AMPFI_02549
OG0006254	CAEEL11539	AMPFI_10561
OG0006257	CAEEL15240	AMPFI_16037
OG0006259	CAEEL09792	AMPFI_08846
OG0006260	CAEEL09587	AMPFI_09166
OG0006262	CAEEL01377	AMPFI_21311
OG0006263	CAEEL09474	AMPFI_15958
OG0006264	CAEEL11589	AMPFI_18486
OG0006265	CAEEL01463	AMPFI_21920
OG0006267	CAEEL09521	AMPFI_25546
OG0006268	CAEEL09373, CAEEL09395	AMPFI_22965
OG0006269	CAEEL11344	AMPFI_11603
OG0006270	CAEEL01876	AMPFI_11518, AMPFI_11517
OG0006271	CAEEL08264	AMPFI_05497
OG0006275	CAEEL01989	AMPFI_11056
OG0006277	CAEEL08057	AMPFI_05401
OG0006279	CAEEL00237	AMPFI_12209
OG0006280	CAEEL17987	AMPFI_13354
OG0006281	CAEEL04765	AMPFI_08305
OG0006283	CAEEL00881	AMPFI_09857
OG0006284	CAEEL08923	AMPFI_13248, AMPFI_15640
OG0006285	CAEEL04794	AMPFI_09442
OG0006286	CAEEL00158	AMPFI_00384
OG0006289	CAEEL07964	AMPFI_07047
OG0006290	CAEEL04712	AMPFI_15621
OG0006291	CAEEL00609	AMPFI_03057
OG0006293	CAEEL07928	AMPFI_20336
OG0006294	CAEEL14462	AMPFI_08840
OG0006295	CAEEL09568	AMPFI_12168
OG0006297	CAEEL11872	AMPFI_13743, AMPFI_03538
OG0006301	CAEEL17598	AMPFI_05956
OG0006307	CAEEL06264	AMPFI_07621
OG0006309	CAEEL05232	AMPFI_22246
OG0006311	CAEEL17612	AMPFI_05300
OG0006313	CAEEL05123	AMPFI_08699
OG0006315	CAEEL15905	AMPFI_12726
OG0006319	CAEEL13894	AMPFI_18169
OG0006322	CAEEL09507	AMPFI_18871
OG0006323	CAEEL02251	AMPFI_09840
OG0006326	CAEEL15323	AMPFI_18484
OG0006330	CAEEL06542	AMPFI_04855
OG0006331	CAEEL13794	AMPFI_14220
OG0006332	CAEEL10865	AMPFI_14914
OG0006334	CAEEL08411, CAEEL18378	AMPFI_25859
OG0006335	CAEEL04124, CAEEL00475	AMPFI_07444
OG0006339	CAEEL08069	AMPFI_08797
OG0006340	CAEEL11454	AMPFI_12532
OG0006341	CAEEL06023	AMPFI_15945
OG0006343	CAEEL05583, CAEEL02498	AMPFI_00277, AMPFI_00654, AMPFI_19184
OG0006344	CAEEL14876	AMPFI_17205
OG0006345	CAEEL06549	AMPFI_19089, AMPFI_21303
OG0006346	CAEEL05783	AMPFI_06366
OG0006347	CAEEL07567	AMPFI_08973
OG0006350	CAEEL07674	AMPFI_24714
OG0006352	CAEEL02603	AMPFI_00995
OG0006353	CAEEL19140, CAEEL05676	AMPFI_06451
OG0006354	CAEEL18116	AMPFI_07811
OG0006355	CAEEL16514	AMPFI_04748
OG0006356	CAEEL07675	AMPFI_22053, AMPFI_17402, AMPFI_25376
OG0006360	CAEEL05277	AMPFI_21111
OG0006361	CAEEL09060	AMPFI_13719
OG0006362	CAEEL00998	AMPFI_21721
OG0006363	CAEEL00971	AMPFI_07540
OG0006365	CAEEL12631	AMPFI_25333
OG0006370	CAEEL05220	AMPFI_02001
OG0006372	CAEEL09848	AMPFI_02843
OG0006375	CAEEL00741	AMPFI_05100
OG0006376	CAEEL15051	AMPFI_06042
OG0006377	CAEEL09247	AMPFI_06121
OG0006378	CAEEL04747	AMPFI_06173
OG0006381	CAEEL09800	AMPFI_07193
OG0006385	CAEEL17878	AMPFI_10081
OG0006386	CAEEL02065	AMPFI_10106
OG0006387	CAEEL00319	AMPFI_10442
OG0006389	CAEEL07348	AMPFI_10944
OG0006390	CAEEL13360	AMPFI_11153
OG0006391	CAEEL16380, CAEEL11908	AMPFI_19852
OG0006392	CAEEL07571	AMPFI_11646
OG0006393	CAEEL14337	AMPFI_13332
OG0006395	CAEEL11636	AMPFI_13661
OG0006402	CAEEL14843	AMPFI_21913
OG0006442	CAEEL03041	AMPFI_02612
OG0006443	CAEEL07304	AMPFI_07202
OG0006448	CAEEL07841	AMPFI_06560
OG0006454	CAEEL06995	AMPFI_05834
OG0006457	CAEEL05605	AMPFI_21736
OG0006459	CAEEL00244	AMPFI_24708
OG0006460	CAEEL10630	AMPFI_05880
OG0006461	CAEEL11863	AMPFI_09416
OG0006462	CAEEL05709	AMPFI_25276
OG0006464	CAEEL01413	AMPFI_20431
OG0006465	CAEEL10921	AMPFI_08854
OG0006467	CAEEL02861	AMPFI_07080
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	AMPFI_25686
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	AMPFI_15114
OG0006473	CAEEL02240	AMPFI_17095
OG0006474	CAEEL07206	AMPFI_10985
OG0006475	CAEEL07548	AMPFI_07654
OG0006476	CAEEL12092	AMPFI_06528
OG0006478	CAEEL06158	AMPFI_19049
OG0006479	CAEEL05626	AMPFI_06142
OG0006480	CAEEL10265, CAEEL10266	AMPFI_11426
OG0006481	CAEEL19099, CAEEL01638	AMPFI_25723
OG0006482	CAEEL10834	AMPFI_24557
OG0006485	CAEEL14223	AMPFI_08915
OG0006488	CAEEL17648	AMPFI_11034
OG0006490	CAEEL11637	AMPFI_17883
OG0006491	CAEEL13015	AMPFI_11842
OG0006496	CAEEL08493	AMPFI_10689
OG0006497	CAEEL06461	AMPFI_06696
OG0006498	CAEEL02503	AMPFI_12161
OG0006499	CAEEL20101	AMPFI_10067
OG0006501	CAEEL16016	AMPFI_25980
OG0006503	CAEEL07188	AMPFI_14175
OG0006505	CAEEL06783	AMPFI_09747
OG0006506	CAEEL03029	AMPFI_20331
OG0006509	CAEEL00006, CAEEL15373	AMPFI_18650
OG0006511	CAEEL02676	AMPFI_09796
OG0006512	CAEEL07313	AMPFI_15002
OG0006514	CAEEL07858	AMPFI_21552
OG0006515	CAEEL02554	AMPFI_23080
OG0006516	CAEEL15132	AMPFI_09518
OG0006517	CAEEL01423	AMPFI_09029
OG0006520	CAEEL13792	AMPFI_20008
OG0006523	CAEEL15760	AMPFI_01535
OG0006525	CAEEL11800	AMPFI_11251
OG0006528	CAEEL14466	AMPFI_10398
OG0006532	CAEEL05678	AMPFI_11984
OG0006533	CAEEL19649	AMPFI_06493
OG0006536	CAEEL05174	AMPFI_12044
OG0006538	CAEEL07903, CAEEL04060	AMPFI_02030
OG0006540	CAEEL19898	AMPFI_19290
OG0006542	CAEEL04749	AMPFI_14637
OG0006543	CAEEL05304	AMPFI_06101
OG0006544	CAEEL02597	AMPFI_06224
OG0006545	CAEEL08394	AMPFI_13489
OG0006546	CAEEL16446	AMPFI_15044
OG0006547	CAEEL09736	AMPFI_12172
OG0006550	CAEEL02186	AMPFI_17946, AMPFI_17947
OG0006552	CAEEL02725	AMPFI_07606
OG0006553	CAEEL06508	AMPFI_10454
OG0006554	CAEEL09071	AMPFI_04096
OG0006556	CAEEL00553	AMPFI_03232
OG0006557	CAEEL07597	AMPFI_04071
OG0006560	CAEEL14360	AMPFI_19755
OG0006565	CAEEL12176	AMPFI_11901
OG0006567	CAEEL15749	AMPFI_03510
OG0006568	CAEEL01944	AMPFI_09823
OG0006569	CAEEL03290	AMPFI_04736
OG0006570	CAEEL15966	AMPFI_06506
OG0006571	CAEEL05447	AMPFI_23157
OG0006572	CAEEL09940, CAEEL09371	AMPFI_16777
OG0006573	CAEEL05442	AMPFI_04218
OG0006574	CAEEL01738	AMPFI_19066
OG0006577	CAEEL15281	AMPFI_00642
OG0006578	CAEEL00045	AMPFI_06349
OG0006579	CAEEL07922	AMPFI_03149
OG0006583	CAEEL01627	AMPFI_07167
OG0006584	CAEEL05880	AMPFI_02572
OG0006587	CAEEL17957	AMPFI_08526
OG0006588	CAEEL11640	AMPFI_22279
OG0006589	CAEEL10276	AMPFI_07432
OG0006590	CAEEL15655	AMPFI_10661
OG0006591	CAEEL01066	AMPFI_09907
OG0006594	CAEEL00833	AMPFI_22653
OG0006595	CAEEL10661	AMPFI_07066
OG0006596	CAEEL00560	AMPFI_14571
OG0006597	CAEEL10448	AMPFI_14301
OG0006598	CAEEL03295	AMPFI_19501
OG0006602	CAEEL16562	AMPFI_07168
OG0006603	CAEEL00624	AMPFI_06187
OG0006604	CAEEL07198	AMPFI_05937
OG0006606	CAEEL07376	AMPFI_17025, AMPFI_02730
OG0006607	CAEEL01560	AMPFI_08824
OG0006608	CAEEL05698	AMPFI_09810
OG0006609	CAEEL02187	AMPFI_06978
OG0006610	CAEEL11386	AMPFI_09328
OG0006611	CAEEL07953	AMPFI_21041
OG0006613	CAEEL01845	AMPFI_15015
OG0006614	CAEEL05124	AMPFI_10524
OG0006615	CAEEL09131	AMPFI_13199
OG0006618	CAEEL00041	AMPFI_00492
OG0006622	CAEEL05834	AMPFI_08817
OG0006624	CAEEL07631	AMPFI_06811
OG0006626	CAEEL07560	AMPFI_23212
OG0006627	CAEEL11375	AMPFI_12667
OG0006628	CAEEL07329	AMPFI_17508, AMPFI_03133, AMPFI_00854
OG0006630	CAEEL11696	AMPFI_10137
OG0006631	CAEEL00720	AMPFI_11411
OG0006633	CAEEL00427	AMPFI_25785
OG0006634	CAEEL07770	AMPFI_08119, AMPFI_16357
OG0006636	CAEEL07724	AMPFI_04565
OG0006637	CAEEL12125	AMPFI_14025
OG0006645	CAEEL17855	AMPFI_10382
OG0006646	CAEEL15891	AMPFI_19853
OG0006647	CAEEL07174	AMPFI_05250
OG0006649	CAEEL13032	AMPFI_16709
OG0006651	CAEEL09522	AMPFI_14545, AMPFI_14544
OG0006655	CAEEL00324	AMPFI_20781
OG0006658	CAEEL00269	AMPFI_09511
OG0006660	CAEEL09560, CAEEL09561	AMPFI_18652
OG0006662	CAEEL12773	AMPFI_03231
OG0006663	CAEEL08458	AMPFI_07743
OG0006664	CAEEL01906	AMPFI_18050
OG0006666	CAEEL05999	AMPFI_11045
OG0006667	CAEEL01250	AMPFI_18059
OG0006668	CAEEL06992	AMPFI_07313
OG0006669	CAEEL08205	AMPFI_09179
OG0006670	CAEEL05160	AMPFI_14097
OG0006673	CAEEL00769	AMPFI_14877
OG0006675	CAEEL09407, CAEEL09408, CAEEL18361	AMPFI_15480
OG0006678	CAEEL12368	AMPFI_06249
OG0006680	CAEEL09390	AMPFI_12617, AMPFI_10970
OG0006681	CAEEL05335	AMPFI_05590
OG0006683	CAEEL00441	AMPFI_03467
OG0006684	CAEEL11224	AMPFI_01015
OG0006686	CAEEL20085	AMPFI_25558
OG0006690	CAEEL11346	AMPFI_14968
OG0006691	CAEEL07500	AMPFI_12858
OG0006692	CAEEL00770	AMPFI_02498
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	AMPFI_12142
OG0006694	CAEEL01422	AMPFI_03151
OG0006695	CAEEL17851	AMPFI_05886
OG0006702	CAEEL08311	AMPFI_17003
OG0006703	CAEEL00186	AMPFI_07514
OG0006705	CAEEL04478	AMPFI_16029
OG0006706	CAEEL11633	AMPFI_13283
OG0006709	CAEEL07440	AMPFI_21329
OG0006710	CAEEL07165	AMPFI_20886
OG0006712	CAEEL01534	AMPFI_05255
OG0006714	CAEEL06631	AMPFI_13991
OG0006717	CAEEL00315	AMPFI_01802
OG0006720	CAEEL09628	AMPFI_03343
OG0006722	CAEEL04109	AMPFI_10729
OG0006723	CAEEL07804	AMPFI_25498
OG0006726	CAEEL18959	AMPFI_06499
OG0006727	CAEEL10628	AMPFI_01585
OG0006730	CAEEL07386, CAEEL18705	AMPFI_06679
OG0006732	CAEEL07406	AMPFI_18470
OG0006736	CAEEL01882	AMPFI_11074
OG0006737	CAEEL18816	AMPFI_01450
OG0006741	CAEEL11903	AMPFI_00461
OG0006742	CAEEL06688, CAEEL06689	AMPFI_07896
OG0006748	CAEEL02500	AMPFI_03340
OG0006749	CAEEL08028	AMPFI_18893
OG0006750	CAEEL02998	AMPFI_04945
OG0006752	CAEEL12417	AMPFI_05789, AMPFI_17541
OG0006753	CAEEL06421	AMPFI_06164
OG0006754	CAEEL15551	AMPFI_06462
OG0006755	CAEEL08754	AMPFI_06654
OG0006757	CAEEL05691	AMPFI_07042
OG0006758	CAEEL05308	AMPFI_07316
OG0006760	CAEEL14472	AMPFI_09555
OG0006763	CAEEL12476	AMPFI_11719
OG0006765	CAEEL01561	AMPFI_12141
OG0006766	CAEEL04604	AMPFI_12392
OG0006768	CAEEL07976	AMPFI_13299
OG0006769	CAEEL00344	AMPFI_14038
OG0006772	CAEEL06744, CAEEL20464	AMPFI_18299
OG0006774	CAEEL01586	AMPFI_18778
OG0006777	CAEEL17985	AMPFI_20964
OG0006780	CAEEL03293	AMPFI_24381
OG0006826	CAEEL07305	AMPFI_21636
OG0006828	CAEEL01547	AMPFI_19655
OG0006830	CAEEL01610	AMPFI_10183
OG0006832	CAEEL18365	AMPFI_00483
OG0006833	CAEEL01607	AMPFI_09046
OG0006835	CAEEL10984	AMPFI_05723
OG0006838	CAEEL04815	AMPFI_03070, AMPFI_10507
OG0006842	CAEEL01401	AMPFI_06417
OG0006843	CAEEL01030	AMPFI_16202, AMPFI_16995
OG0006844	CAEEL01019	AMPFI_10399
OG0006845	CAEEL16127	AMPFI_09743
OG0006846	CAEEL15729	AMPFI_03085
OG0006849	CAEEL06259	AMPFI_06284
OG0006851	CAEEL12983	AMPFI_17600
OG0006853	CAEEL10839	AMPFI_20366
OG0006860	CAEEL08670	AMPFI_10618
OG0006864	CAEEL08583	AMPFI_14090
OG0006867	CAEEL15109	AMPFI_12490
OG0006868	CAEEL07835	AMPFI_19450, AMPFI_19523, AMPFI_12981, AMPFI_25399, AMPFI_17882
OG0006870	CAEEL08613	AMPFI_05126
OG0006875	CAEEL10848	AMPFI_24435, AMPFI_14505
OG0006876	CAEEL04447	AMPFI_08220
OG0006878	CAEEL06314	AMPFI_10223
OG0006881	CAEEL09403	AMPFI_12801
OG0006886	CAEEL05972, CAEEL05973	AMPFI_12366
OG0006887	CAEEL04262	AMPFI_10614
OG0006888	CAEEL07944	AMPFI_11798
