Orthogroup	CAEEL	APOSJ_ok
OG0005527	CAEEL07576	APOSJ_00083
OG0005529	CAEEL19121	APOSJ_31801, APOSJ_58119
OG0005531	CAEEL05616	APOSJ_07855
OG0005533	CAEEL07641	APOSJ_36161, APOSJ_33425, APOSJ_33426, APOSJ_33427, APOSJ_33428
OG0005534	CAEEL09833	APOSJ_64635, APOSJ_64636
OG0005535	CAEEL05743	APOSJ_59601, APOSJ_59604, APOSJ_59603, APOSJ_59602
OG0005537	CAEEL05177	APOSJ_09300
OG0005538	CAEEL02674	APOSJ_06185, APOSJ_06186, APOSJ_06187, APOSJ_06188, APOSJ_38968
OG0005539	CAEEL00571	APOSJ_15477, APOSJ_15478, APOSJ_15476
OG0005543	CAEEL01669	APOSJ_50847, APOSJ_50854
OG0005545	CAEEL11935	APOSJ_43992, APOSJ_55371, APOSJ_60307
OG0005548	CAEEL11105	APOSJ_52816, APOSJ_52817, APOSJ_62832
OG0005550	CAEEL01408	APOSJ_60433, APOSJ_60432, APOSJ_60434
OG0005553	CAEEL00572	APOSJ_29494, APOSJ_15097, APOSJ_15099, APOSJ_29489, APOSJ_15098, APOSJ_29490, APOSJ_29499, APOSJ_15100
OG0005554	CAEEL04828	APOSJ_03675, APOSJ_03674
OG0005556	CAEEL12122	APOSJ_00229
OG0005558	CAEEL01488	APOSJ_63045, APOSJ_50762
OG0005559	CAEEL02868	APOSJ_55461, APOSJ_55460
OG0005560	CAEEL01956	APOSJ_48964
OG0005561	CAEEL11687	APOSJ_42679, APOSJ_42681, APOSJ_42680, APOSJ_42678
OG0005562	CAEEL08427	APOSJ_36207, APOSJ_05704, APOSJ_05703
OG0005563	CAEEL08448	APOSJ_39911, APOSJ_39910
OG0005566	CAEEL08840	APOSJ_35035
OG0005569	CAEEL09364	APOSJ_57368
OG0005570	CAEEL08043	APOSJ_12611
OG0005572	CAEEL00043	APOSJ_64961, APOSJ_64962
OG0005574	CAEEL01999	APOSJ_32299, APOSJ_23179
OG0005575	CAEEL05562	APOSJ_12717
OG0005576	CAEEL13925	APOSJ_44316, APOSJ_10527
OG0005577	CAEEL19904	APOSJ_03346
OG0005578	CAEEL07544	APOSJ_18844, APOSJ_18841, APOSJ_26152, APOSJ_18840, APOSJ_18845, APOSJ_18847, APOSJ_26153, APOSJ_18842, APOSJ_18848
OG0005580	CAEEL08013	APOSJ_51162, APOSJ_50057, APOSJ_50059, APOSJ_51163
OG0005581	CAEEL08031	APOSJ_41515, APOSJ_41514, APOSJ_41513
OG0005582	CAEEL06866	APOSJ_52339
OG0005587	CAEEL04788	APOSJ_45952, APOSJ_45956, APOSJ_45954, APOSJ_45955, APOSJ_45957, APOSJ_45953
OG0005588	CAEEL07160	APOSJ_25201
OG0005589	CAEEL08776	APOSJ_60889, APOSJ_60892, APOSJ_60890, APOSJ_60891, APOSJ_48289, APOSJ_16552
OG0005593	CAEEL09723	APOSJ_13740
OG0005594	CAEEL07851	APOSJ_64703, APOSJ_64704, APOSJ_64706, APOSJ_60805
OG0005595	CAEEL11031	APOSJ_00384, APOSJ_00383
OG0005597	CAEEL01169	APOSJ_03083, APOSJ_03082, APOSJ_49052
OG0005598	CAEEL08627, CAEEL14483	APOSJ_38509
OG0005599	CAEEL10759	APOSJ_00049, APOSJ_00051, APOSJ_00052, APOSJ_00050
OG0005604	CAEEL01765	APOSJ_01787, APOSJ_21039
OG0005605	CAEEL10783	APOSJ_16440, APOSJ_16441
OG0005607	CAEEL05214	APOSJ_57176
OG0005608	CAEEL07825	APOSJ_64454, APOSJ_64456, APOSJ_16012, APOSJ_16014, APOSJ_16005
OG0005609	CAEEL08579	APOSJ_32543, APOSJ_42009
OG0005610	CAEEL00725	APOSJ_08483, APOSJ_08482
OG0005612	CAEEL17906	APOSJ_42046
OG0005613	CAEEL14670	APOSJ_40937, APOSJ_40936
OG0005614	CAEEL17617	APOSJ_01200, APOSJ_43639, APOSJ_01201
OG0005615	CAEEL04368	APOSJ_64038, APOSJ_64035
OG0005618	CAEEL02988	APOSJ_07819, APOSJ_64055
OG0005620	CAEEL11400	APOSJ_14820
OG0005622	CAEEL01750	APOSJ_40376, APOSJ_40375, APOSJ_52240, APOSJ_60047, APOSJ_40374
OG0005623	CAEEL07150, CAEEL08358	APOSJ_22567, APOSJ_56403, APOSJ_49352, APOSJ_22569, APOSJ_22573, APOSJ_40818
OG0005625	CAEEL14326	APOSJ_52796, APOSJ_52797, APOSJ_59531, APOSJ_52795
OG0005626	CAEEL07559	APOSJ_08133, APOSJ_08134
OG0005627	CAEEL12992	APOSJ_03552
OG0005629	CAEEL06251	APOSJ_64257, APOSJ_64256
OG0005631	CAEEL09720	APOSJ_40673, APOSJ_40670, APOSJ_46471, APOSJ_40671, APOSJ_46474, APOSJ_40672, APOSJ_46479, APOSJ_46478, APOSJ_40674
OG0005632	CAEEL16405	APOSJ_35989, APOSJ_35990, APOSJ_35991
OG0005633	CAEEL16151	APOSJ_36050, APOSJ_36049
OG0005634	CAEEL10824	APOSJ_54610, APOSJ_04002, APOSJ_54609, APOSJ_04003
OG0005636	CAEEL10088	APOSJ_27098, APOSJ_27097
OG0005637	CAEEL05733	APOSJ_40949
OG0005639	CAEEL07472	APOSJ_12304, APOSJ_05004
OG0005640	CAEEL16150	APOSJ_27379, APOSJ_27380, APOSJ_63703, APOSJ_27381
OG0005641	CAEEL11862	APOSJ_19869, APOSJ_61173
OG0005644	CAEEL09242	APOSJ_56772, APOSJ_56773
OG0005645	CAEEL07575	APOSJ_50798, APOSJ_07238
OG0005646	CAEEL08001	APOSJ_61232
OG0005648	CAEEL04930	APOSJ_11182, APOSJ_05678, APOSJ_42161
OG0005649	CAEEL12678	APOSJ_06570, APOSJ_06572, APOSJ_01069
OG0005650	CAEEL18626	APOSJ_51580, APOSJ_58121, APOSJ_58122, APOSJ_58118, APOSJ_51581, APOSJ_05471, APOSJ_46929, APOSJ_32762, APOSJ_15653, APOSJ_53101, APOSJ_52557
OG0005652	CAEEL02073	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540
OG0005655	CAEEL06868	APOSJ_53899, APOSJ_10860, APOSJ_22462
OG0005656	CAEEL07991	APOSJ_04917, APOSJ_30573, APOSJ_04919, APOSJ_04918, APOSJ_04921, APOSJ_04920
OG0005660	CAEEL02202	APOSJ_17070, APOSJ_16341, APOSJ_16344, APOSJ_45452, APOSJ_17077, APOSJ_16342, APOSJ_16343, APOSJ_45454, APOSJ_45455
OG0005685	CAEEL18876	APOSJ_19918
OG0005690	CAEEL07345	APOSJ_17613
OG0005692	CAEEL02905	APOSJ_03811, APOSJ_45357, APOSJ_45355, APOSJ_45354, APOSJ_45356
OG0005696	CAEEL12982	APOSJ_24686, APOSJ_42167
OG0005697	CAEEL02949	APOSJ_05355, APOSJ_54848
OG0005698	CAEEL01389	APOSJ_54081
OG0005701	CAEEL20630, CAEEL20628	APOSJ_32430
OG0005703	CAEEL09229	APOSJ_37460, APOSJ_37461, APOSJ_57398
OG0005704	CAEEL18454	APOSJ_06884, APOSJ_06885
OG0005707	CAEEL01062	APOSJ_44833, APOSJ_28088, APOSJ_28089
OG0005712	CAEEL10147	APOSJ_49778
OG0005715	CAEEL06260	APOSJ_18174
OG0005719	CAEEL05019	APOSJ_31323, APOSJ_31324
OG0005721	CAEEL02751	APOSJ_15366, APOSJ_15365
OG0005723	CAEEL12411	APOSJ_28383, APOSJ_28386, APOSJ_28384
OG0005724	CAEEL06660	APOSJ_01581, APOSJ_01580
OG0005726	CAEEL02137	APOSJ_17462
OG0005728	CAEEL00225	APOSJ_53707, APOSJ_53717
OG0005729	CAEEL01552	APOSJ_35082, APOSJ_35081
OG0005731	CAEEL09042	APOSJ_43396
OG0005732	CAEEL07314	APOSJ_42204, APOSJ_42208, APOSJ_42205
OG0005733	CAEEL11874	APOSJ_14940
OG0005734	CAEEL05372	APOSJ_03070
OG0005737	CAEEL00178	APOSJ_41917, APOSJ_41918
OG0005738	CAEEL19157	APOSJ_00843, APOSJ_00842
OG0005744	CAEEL10825, CAEEL00882	APOSJ_53260
OG0005746	CAEEL04218	APOSJ_41413
OG0005747	CAEEL11656	APOSJ_48011, APOSJ_48009, APOSJ_48586, APOSJ_52048
OG0005748	CAEEL05688	APOSJ_21284, APOSJ_46160, APOSJ_43000, APOSJ_46161, APOSJ_09288
OG0005749	CAEEL14477	APOSJ_06444, APOSJ_01046
OG0005750	CAEEL02930	APOSJ_39812
OG0005758	CAEEL07383, CAEEL07219	APOSJ_60426
OG0005759	CAEEL04976	APOSJ_01474, APOSJ_01475, APOSJ_01476
OG0005760	CAEEL11990	APOSJ_40083, APOSJ_40081, APOSJ_40080, APOSJ_40079, APOSJ_40077, APOSJ_40082, APOSJ_50306, APOSJ_40078
OG0005761	CAEEL02084	APOSJ_09120, APOSJ_02787, APOSJ_55530, APOSJ_51714, APOSJ_22391, APOSJ_02789
OG0005764	CAEEL00440	APOSJ_49559, APOSJ_49560
OG0005766	CAEEL03004	APOSJ_10222
OG0005769	CAEEL00626	APOSJ_62701
OG0005771	CAEEL18103	APOSJ_32079, APOSJ_32077
OG0005774	CAEEL07710	APOSJ_64546
OG0005775	CAEEL08185	APOSJ_03948, APOSJ_03947
OG0005776	CAEEL08611, CAEEL02852	APOSJ_41056, APOSJ_56703, APOSJ_41057, APOSJ_41055
OG0005779	CAEEL11742	APOSJ_14743, APOSJ_14742
OG0005781	CAEEL16564	APOSJ_65027, APOSJ_32550
OG0005783	CAEEL15350	APOSJ_21381, APOSJ_21380, APOSJ_21383
OG0005784	CAEEL06573	APOSJ_17702, APOSJ_31376
OG0005786	CAEEL10727	APOSJ_40578, APOSJ_04872, APOSJ_27348, APOSJ_04951, APOSJ_36921, APOSJ_40579
OG0005787	CAEEL09127, CAEEL07672	APOSJ_27893
OG0005788	CAEEL10819	APOSJ_49749, APOSJ_49753, APOSJ_49752, APOSJ_49750
OG0005789	CAEEL03291	APOSJ_53595, APOSJ_53594
OG0005790	CAEEL02850	APOSJ_24198, APOSJ_24196, APOSJ_24200, APOSJ_24197
OG0005792	CAEEL16683	APOSJ_01033, APOSJ_01034, APOSJ_63691
OG0005793	CAEEL01631	APOSJ_37687, APOSJ_37688, APOSJ_16577
OG0005794	CAEEL07859	APOSJ_30602, APOSJ_30604
OG0005796	CAEEL03619	APOSJ_50524, APOSJ_50526, APOSJ_50525
OG0005797	CAEEL01710	APOSJ_14621, APOSJ_12910, APOSJ_12912, APOSJ_12911
OG0005798	CAEEL07896	APOSJ_56985, APOSJ_46114, APOSJ_46112, APOSJ_46110, APOSJ_46111
OG0005799	CAEEL16039	APOSJ_37642, APOSJ_37931
OG0005800	CAEEL07429	APOSJ_12327
OG0005802	CAEEL08747	APOSJ_62488, APOSJ_53141
OG0005803	CAEEL05218	APOSJ_45014, APOSJ_14661, APOSJ_45015, APOSJ_45016
OG0005804	CAEEL00293	APOSJ_45971
OG0005805	CAEEL07935	APOSJ_05943, APOSJ_05944
OG0005807	CAEEL00886	APOSJ_25325
OG0005811	CAEEL09170	APOSJ_03767
OG0005812	CAEEL15514	APOSJ_45152
OG0005813	CAEEL04957	APOSJ_27239, APOSJ_27240
OG0005814	CAEEL05572	APOSJ_30730
OG0005815	CAEEL08558	APOSJ_50823
OG0005816	CAEEL07974	APOSJ_60614, APOSJ_36792, APOSJ_60616, APOSJ_36791, APOSJ_36793, APOSJ_20875
OG0005817	CAEEL09003	APOSJ_42251
OG0005818	CAEEL06548	APOSJ_09949
OG0005819	CAEEL05194	APOSJ_07372
OG0005821	CAEEL06500	APOSJ_44197, APOSJ_44198
OG0005822	CAEEL08544	APOSJ_25065
OG0005823	CAEEL11398	APOSJ_01935
OG0005824	CAEEL01511	APOSJ_47994
OG0005826	CAEEL11564	APOSJ_32334, APOSJ_32333, APOSJ_10989, APOSJ_10990, APOSJ_10988, APOSJ_38987
OG0005827	CAEEL15915	APOSJ_22735, APOSJ_22737
OG0005829	CAEEL01850, CAEEL14048	APOSJ_60389, APOSJ_06378
OG0005831	CAEEL07627	APOSJ_21501, APOSJ_21504, APOSJ_21503, APOSJ_21502
OG0005832	CAEEL01641	APOSJ_20217, APOSJ_20213, APOSJ_20219, APOSJ_63506, APOSJ_20216, APOSJ_20214, APOSJ_63496
OG0005833	CAEEL14838	APOSJ_05810, APOSJ_05811
OG0005834	CAEEL18574	APOSJ_59261, APOSJ_29238
OG0005835	CAEEL06739, CAEEL08580	APOSJ_35521, APOSJ_37615, APOSJ_37617, APOSJ_35519
OG0005836	CAEEL15554	APOSJ_01508, APOSJ_01509
OG0005837	CAEEL01073	APOSJ_56243, APOSJ_56244
OG0005838	CAEEL01222	APOSJ_44512, APOSJ_44514
OG0005840	CAEEL06791	APOSJ_28838, APOSJ_28839, APOSJ_28837, APOSJ_28840, APOSJ_28842, APOSJ_62353
OG0005843	CAEEL06200	APOSJ_44508
OG0005845	CAEEL04187	APOSJ_17083
OG0005846	CAEEL06779	APOSJ_27961, APOSJ_27960
OG0005847	CAEEL00400	APOSJ_57030
OG0005848	CAEEL00240	APOSJ_09802
OG0005849	CAEEL07640	APOSJ_50009
OG0005850	CAEEL07059	APOSJ_12652, APOSJ_12651
OG0005851	CAEEL19454, CAEEL03023	APOSJ_65289, APOSJ_65290, APOSJ_19232
OG0005853	CAEEL05937	APOSJ_06630
OG0005854	CAEEL10962	APOSJ_53651, APOSJ_63563, APOSJ_63564
OG0005857	CAEEL08143	APOSJ_08960, APOSJ_57146
OG0005858	CAEEL08865	APOSJ_17318, APOSJ_17316, APOSJ_17317, APOSJ_17320, APOSJ_17319
OG0005859	CAEEL09237	APOSJ_09768, APOSJ_09770
OG0005860	CAEEL11464	APOSJ_13206, APOSJ_17670, APOSJ_13207, APOSJ_17677
OG0005861	CAEEL07847	APOSJ_60214, APOSJ_25441, APOSJ_60215, APOSJ_25461
OG0005863	CAEEL02059	APOSJ_08970, APOSJ_08969, APOSJ_08971, APOSJ_08968, APOSJ_64478
OG0005864	CAEEL03066	APOSJ_35678, APOSJ_35677
OG0005865	CAEEL10526	APOSJ_61153, APOSJ_61151
OG0005866	CAEEL03116	APOSJ_00147
OG0005867	CAEEL20688	APOSJ_31457, APOSJ_31458
OG0005869	CAEEL01472	APOSJ_60086
OG0005870	CAEEL18863	APOSJ_55202, APOSJ_36769
OG0005871	CAEEL07046	APOSJ_44184, APOSJ_44186
OG0005874	CAEEL06734	APOSJ_46412
OG0005875	CAEEL11121	APOSJ_61627, APOSJ_42044, APOSJ_61624, APOSJ_61626, APOSJ_61625, APOSJ_61623
OG0005876	CAEEL12583	APOSJ_32843, APOSJ_32842, APOSJ_32838, APOSJ_32837, APOSJ_32840
OG0005877	CAEEL03535	APOSJ_22102, APOSJ_22103
OG0005878	CAEEL00506	APOSJ_25403, APOSJ_25399, APOSJ_25401, APOSJ_25402, APOSJ_19184, APOSJ_25400
OG0005879	CAEEL05884	APOSJ_55723, APOSJ_55724, APOSJ_10197, APOSJ_10192, APOSJ_63136, APOSJ_55722
OG0005880	CAEEL09863	APOSJ_33168
OG0005883	CAEEL06255	APOSJ_52908
OG0005884	CAEEL16531	APOSJ_13538, APOSJ_56250
OG0005886	CAEEL01824	APOSJ_44930, APOSJ_27125, APOSJ_27126, APOSJ_27127, APOSJ_27124
OG0005888	CAEEL00435	APOSJ_60925, APOSJ_30594
OG0005889	CAEEL02553	APOSJ_59086, APOSJ_59088, APOSJ_59087, APOSJ_59085
OG0005890	CAEEL06540	APOSJ_45453
OG0005892	CAEEL01618	APOSJ_43478, APOSJ_43477
OG0005893	CAEEL11380	APOSJ_00545, APOSJ_03316
OG0005895	CAEEL06441	APOSJ_01825, APOSJ_01827, APOSJ_01826, APOSJ_11252
OG0005897	CAEEL01303	APOSJ_36990, APOSJ_57802
OG0005898	CAEEL01957	APOSJ_55596, APOSJ_55597, APOSJ_55595, APOSJ_55598
OG0005899	CAEEL11728	APOSJ_58569
OG0005903	CAEEL02733	APOSJ_44290, APOSJ_44289
OG0005904	CAEEL18351	APOSJ_12845, APOSJ_12844, APOSJ_12843, APOSJ_60116
OG0005909	CAEEL09260	APOSJ_64923
OG0005914	CAEEL12252	APOSJ_31914, APOSJ_31915, APOSJ_31913, APOSJ_31912
OG0005918	CAEEL07911	APOSJ_34539
OG0005919	CAEEL15775	APOSJ_37926, APOSJ_38000, APOSJ_38001
OG0005921	CAEEL07408	APOSJ_35499
OG0005922	CAEEL15520	APOSJ_38159
OG0005924	CAEEL10631	APOSJ_10793
OG0005925	CAEEL18159	APOSJ_52736, APOSJ_24836
OG0005928	CAEEL04878	APOSJ_24820
OG0005929	CAEEL05898	APOSJ_49015
OG0005930	CAEEL00275	APOSJ_31290
OG0005931	CAEEL09476	APOSJ_26827, APOSJ_37610, APOSJ_25998, APOSJ_26828, APOSJ_25999, APOSJ_26826
OG0005932	CAEEL11316	APOSJ_32251, APOSJ_32252, APOSJ_32249, APOSJ_32250
OG0005933	CAEEL14434	APOSJ_61993, APOSJ_53206
OG0005936	CAEEL07303	APOSJ_59913
OG0005937	CAEEL10539	APOSJ_18008, APOSJ_19166
OG0005938	CAEEL06000, CAEEL09583	APOSJ_15691
OG0005940	CAEEL04134	APOSJ_61683, APOSJ_42446
OG0005941	CAEEL08713	APOSJ_54972, APOSJ_54969, APOSJ_54970, APOSJ_54966, APOSJ_54971, APOSJ_54967, APOSJ_54973, APOSJ_54968
OG0005943	CAEEL02014	APOSJ_23878, APOSJ_45350
OG0005946	CAEEL11452, CAEEL11968	APOSJ_09386, APOSJ_44027
OG0005947	CAEEL19240	APOSJ_23672, APOSJ_23670, APOSJ_23671
OG0005949	CAEEL12005	APOSJ_55127, APOSJ_55128, APOSJ_55129
OG0005950	CAEEL02721	APOSJ_26616, APOSJ_33484, APOSJ_33486
OG0005952	CAEEL08042	APOSJ_03405, APOSJ_03404, APOSJ_03402, APOSJ_03403
OG0005953	CAEEL01826	APOSJ_39284
OG0005957	CAEEL13678, CAEEL02860	APOSJ_63559, APOSJ_62892, APOSJ_63557
OG0005960	CAEEL18529, CAEEL16584	APOSJ_33847, APOSJ_33846
OG0005963	CAEEL02429, CAEEL11102	APOSJ_31516
OG0005965	CAEEL17925	APOSJ_13674, APOSJ_12547
OG0005966	CAEEL05490	APOSJ_62810, APOSJ_41906
OG0005967	CAEEL08429	APOSJ_06057, APOSJ_06056
OG0005968	CAEEL01646	APOSJ_60390
OG0005969	CAEEL01577	APOSJ_34996
OG0005970	CAEEL16383	APOSJ_36943, APOSJ_43466
OG0005973	CAEEL13364	APOSJ_57208, APOSJ_57209, APOSJ_57211, APOSJ_16652
OG0005974	CAEEL11184	APOSJ_38224, APOSJ_38226, APOSJ_38225, APOSJ_38223
OG0005975	CAEEL05822	APOSJ_44778
OG0005976	CAEEL15581	APOSJ_64764, APOSJ_62779, APOSJ_62777, APOSJ_64746, APOSJ_62778, APOSJ_49050
OG0005977	CAEEL04186	APOSJ_21509
OG0005978	CAEEL08320	APOSJ_42439, APOSJ_42438
OG0005980	CAEEL05471	APOSJ_46417
OG0005982	CAEEL04709	APOSJ_29056, APOSJ_29055
OG0005984	CAEEL06514, CAEEL07173	APOSJ_30462
OG0005987	CAEEL05677	APOSJ_20158
OG0005989	CAEEL14108	APOSJ_53200, APOSJ_53201
OG0005991	CAEEL07604	APOSJ_12577, APOSJ_12576
OG0005992	CAEEL01122	APOSJ_39077, APOSJ_03813, APOSJ_20619, APOSJ_15427, APOSJ_15430, APOSJ_15426, APOSJ_43333, APOSJ_57989, APOSJ_32711, APOSJ_22347, APOSJ_57990, APOSJ_15435, APOSJ_20621, APOSJ_15431, APOSJ_15433
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	APOSJ_24106, APOSJ_24105
OG0005995	CAEEL09469	APOSJ_18956, APOSJ_18957, APOSJ_18958, APOSJ_18959
OG0005998	CAEEL12651	APOSJ_58163, APOSJ_62099, APOSJ_64869, APOSJ_64873
OG0006000	CAEEL06731	APOSJ_59193, APOSJ_01788, APOSJ_09278, APOSJ_59190, APOSJ_59194, APOSJ_28845, APOSJ_59192, APOSJ_59191
OG0006003	CAEEL12475	APOSJ_50270, APOSJ_50272, APOSJ_50271
OG0006004	CAEEL01451	APOSJ_39661, APOSJ_39664, APOSJ_39662, APOSJ_39660
OG0006005	CAEEL08818	APOSJ_13961, APOSJ_13962, APOSJ_13960
OG0006008	CAEEL11432	APOSJ_11789, APOSJ_11793, APOSJ_11794, APOSJ_08941, APOSJ_11788, APOSJ_11791, APOSJ_34963, APOSJ_11792
OG0006010	CAEEL07462	APOSJ_00136, APOSJ_00137, APOSJ_13985, APOSJ_00844
OG0006011	CAEEL06588	APOSJ_21061, APOSJ_21060, APOSJ_21059, APOSJ_02826
OG0006059	CAEEL09710	APOSJ_43617, APOSJ_43616
OG0006062	CAEEL08027	APOSJ_05442
OG0006063	CAEEL09563	APOSJ_12899, APOSJ_00777
OG0006064	CAEEL11646	APOSJ_56062, APOSJ_60724, APOSJ_56061
OG0006066	CAEEL07776	APOSJ_05451
OG0006069	CAEEL08597	APOSJ_40708
OG0006072	CAEEL09063	APOSJ_53132, APOSJ_33732
OG0006073	CAEEL15279	APOSJ_43312, APOSJ_28775
OG0006074	CAEEL15694	APOSJ_25151, APOSJ_25150
OG0006075	CAEEL05481	APOSJ_07678, APOSJ_52920, APOSJ_52921
OG0006079	CAEEL06022	APOSJ_46360, APOSJ_27614
OG0006083	CAEEL10880	APOSJ_56162
OG0006085	CAEEL07121	APOSJ_55006
OG0006087	CAEEL10339	APOSJ_06533, APOSJ_06532
OG0006090	CAEEL06249	APOSJ_54117, APOSJ_54116, APOSJ_54113
OG0006095	CAEEL03714	APOSJ_60289
OG0006096	CAEEL08930	APOSJ_47052, APOSJ_26295, APOSJ_47053, APOSJ_47055
OG0006098	CAEEL17792	APOSJ_54535, APOSJ_18896
OG0006101	CAEEL04363	APOSJ_11193
OG0006102	CAEEL01860	APOSJ_23284
OG0006104	CAEEL15552	APOSJ_33402
OG0006106	CAEEL09939	APOSJ_48794
OG0006108	CAEEL07908	APOSJ_43335, APOSJ_43334
OG0006111	CAEEL06592	APOSJ_45645
OG0006113	CAEEL00297	APOSJ_43058
OG0006116	CAEEL14600	APOSJ_23622, APOSJ_23623
OG0006117	CAEEL15839	APOSJ_22363, APOSJ_22367, APOSJ_22364, APOSJ_22366, APOSJ_22365, APOSJ_22368
OG0006118	CAEEL05175	APOSJ_28228, APOSJ_52478
OG0006120	CAEEL19875	APOSJ_03091
OG0006121	CAEEL01535	APOSJ_11872, APOSJ_02329, APOSJ_02094
OG0006122	CAEEL06423	APOSJ_48102, APOSJ_48101
OG0006124	CAEEL00683	APOSJ_60039, APOSJ_60038, APOSJ_60036, APOSJ_60037
OG0006125	CAEEL12098	APOSJ_31100, APOSJ_31098, APOSJ_31097, APOSJ_31099, APOSJ_63429, APOSJ_31101
OG0006126	CAEEL09062	APOSJ_64455
OG0006127	CAEEL08699	APOSJ_27402, APOSJ_27403
OG0006128	CAEEL01734	APOSJ_08247, APOSJ_08246
OG0006129	CAEEL15436	APOSJ_03899
OG0006130	CAEEL19047	APOSJ_15946, APOSJ_30828
OG0006131	CAEEL08997	APOSJ_41419
OG0006134	CAEEL05080	APOSJ_08298, APOSJ_08299
OG0006135	CAEEL16406	APOSJ_50461, APOSJ_50464, APOSJ_50463, APOSJ_18603, APOSJ_50460, APOSJ_46168
OG0006137	CAEEL01021	APOSJ_47954
OG0006140	CAEEL06530	APOSJ_12439
OG0006141	CAEEL00813	APOSJ_31030, APOSJ_11443
OG0006144	CAEEL12775	APOSJ_19188
OG0006145	CAEEL00765, CAEEL00923	APOSJ_39421, APOSJ_46538, APOSJ_21408, APOSJ_39422
OG0006148	CAEEL05997	APOSJ_56787
OG0006152	CAEEL01636	APOSJ_59116, APOSJ_28597
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	APOSJ_09105, APOSJ_09110
OG0006156	CAEEL13825	APOSJ_43357
OG0006160	CAEEL08936	APOSJ_60422, APOSJ_60421, APOSJ_60418, APOSJ_60417
OG0006163	CAEEL00653	APOSJ_57927, APOSJ_11874, APOSJ_11873
OG0006164	CAEEL01158	APOSJ_41863, APOSJ_41862
OG0006165	CAEEL15774	APOSJ_37400
OG0006168	CAEEL05152	APOSJ_27091, APOSJ_27092
OG0006169	CAEEL08537	APOSJ_53638, APOSJ_63561
OG0006176	CAEEL05930	APOSJ_17258, APOSJ_43090, APOSJ_43088, APOSJ_17257, APOSJ_20656, APOSJ_14110
OG0006177	CAEEL04212	APOSJ_04030
OG0006180	CAEEL09925	APOSJ_18057, APOSJ_51355
OG0006181	CAEEL14722	APOSJ_42220, APOSJ_42221, APOSJ_64805
OG0006182	CAEEL06387	APOSJ_39398, APOSJ_39399, APOSJ_39401, APOSJ_39400
OG0006183	CAEEL19366	APOSJ_17533
OG0006185	CAEEL01692	APOSJ_09104, APOSJ_09103
OG0006187	CAEEL00902	APOSJ_37981, APOSJ_37982
OG0006188	CAEEL02058	APOSJ_23972, APOSJ_23973, APOSJ_23968, APOSJ_17049
OG0006191	CAEEL06280, CAEEL06279	APOSJ_43076, APOSJ_43075, APOSJ_43074
OG0006192	CAEEL01776	APOSJ_28620
OG0006194	CAEEL20600	APOSJ_61894
OG0006195	CAEEL08079	APOSJ_38220, APOSJ_38219
OG0006200	CAEEL11329	APOSJ_65040, APOSJ_65041
OG0006202	CAEEL07568	APOSJ_65343, APOSJ_65342
OG0006208	CAEEL00204	APOSJ_43954, APOSJ_43955, APOSJ_50084
OG0006209	CAEEL11287	APOSJ_01121, APOSJ_28870
OG0006210	CAEEL00160	APOSJ_53672
OG0006213	CAEEL01145	APOSJ_01430, APOSJ_01429, APOSJ_01431
OG0006214	CAEEL12120	APOSJ_57399, APOSJ_30103, APOSJ_30102
OG0006216	CAEEL16326	APOSJ_26417, APOSJ_58741, APOSJ_26416
OG0006217	CAEEL05235	APOSJ_04976, APOSJ_04975
OG0006220	CAEEL08309	APOSJ_38846
OG0006224	CAEEL11548	APOSJ_07698
OG0006226	CAEEL02716	APOSJ_57755, APOSJ_57756
OG0006229	CAEEL06963	APOSJ_44182, APOSJ_44183
OG0006230	CAEEL08542	APOSJ_52827, APOSJ_52829, APOSJ_52828
OG0006231	CAEEL20582	APOSJ_07158, APOSJ_31850
OG0006232	CAEEL07512, CAEEL07511	APOSJ_37789, APOSJ_37790
OG0006234	CAEEL05918	APOSJ_30418, APOSJ_36835, APOSJ_36836
OG0006235	CAEEL04462	APOSJ_35101, APOSJ_05590
OG0006237	CAEEL04160	APOSJ_57393, APOSJ_16535, APOSJ_30099, APOSJ_57391
OG0006239	CAEEL01539	APOSJ_21256, APOSJ_40654
OG0006240	CAEEL08852	APOSJ_15164, APOSJ_29795, APOSJ_15165
OG0006245	CAEEL00941	APOSJ_54611
OG0006247	CAEEL11988	APOSJ_29164, APOSJ_29166
OG0006248	CAEEL05883	APOSJ_65305, APOSJ_35912, APOSJ_50864, APOSJ_35904, APOSJ_60444
OG0006249	CAEEL10060	APOSJ_02249
OG0006254	CAEEL11539	APOSJ_39117, APOSJ_17334
OG0006257	CAEEL15240	APOSJ_14187, APOSJ_14185, APOSJ_14186, APOSJ_14188, APOSJ_06880, APOSJ_14189
OG0006259	CAEEL09792	APOSJ_13586
OG0006260	CAEEL09587	APOSJ_51931, APOSJ_11844, APOSJ_11871, APOSJ_51930
OG0006262	CAEEL01377	APOSJ_49154
OG0006263	CAEEL09474	APOSJ_15707, APOSJ_15708
OG0006264	CAEEL11589	APOSJ_15051
OG0006265	CAEEL01463	APOSJ_47685, APOSJ_47682, APOSJ_47683, APOSJ_47684
OG0006267	CAEEL09521	APOSJ_55811, APOSJ_55812
