Orthogroup	CAEEL	MOUSE
OG0006214	CAEEL12120	MOUSE01795, MOUSE01797, MOUSE01796
OG0006215	CAEEL04734	MOUSE33103, MOUSE33102
OG0006216	CAEEL16326	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855
OG0006217	CAEEL05235	MOUSE36677
OG0006220	CAEEL08309	MOUSE23372
OG0006224	CAEEL11548	MOUSE34843
OG0006226	CAEEL02716	MOUSE10482
OG0006229	CAEEL06963	MOUSE30115, MOUSE30114, MOUSE30116
OG0006230	CAEEL08542	MOUSE23377
OG0006231	CAEEL20582	MOUSE32029, MOUSE32030, MOUSE32031
OG0006234	CAEEL05918	MOUSE33398
OG0006235	CAEEL04462	MOUSE41751, MOUSE41752
OG0006237	CAEEL04160	MOUSE34509, MOUSE34508
OG0006239	CAEEL01539	MOUSE49322, MOUSE49321, MOUSE49323, MOUSE49320
OG0006240	CAEEL08852	MOUSE32816
OG0006245	CAEEL00941	MOUSE22264, MOUSE22265
OG0006247	CAEEL11988	MOUSE10299
OG0006248	CAEEL05883	MOUSE03884, MOUSE03885, MOUSE54081
OG0006249	CAEEL10060	MOUSE04079, MOUSE04078
OG0006254	CAEEL11539	MOUSE14074, MOUSE14075
OG0006257	CAEEL15240	MOUSE28054
OG0006259	CAEEL09792	MOUSE13823
OG0006260	CAEEL09587	MOUSE41017
OG0006262	CAEEL01377	MOUSE53349, MOUSE53351, MOUSE53353
OG0006263	CAEEL09474	MOUSE19929
OG0006264	CAEEL11589	MOUSE37346
OG0006267	CAEEL09521	MOUSE36950, MOUSE36947, MOUSE36949, MOUSE36946
OG0006268	CAEEL09373, CAEEL09395	MOUSE53582, MOUSE53581, MOUSE53580
OG0006269	CAEEL11344	MOUSE40907, MOUSE40906
OG0006270	CAEEL01876	MOUSE25735, MOUSE25737
OG0006271	CAEEL08264	MOUSE21994, MOUSE21993
OG0006275	CAEEL01989	MOUSE24704, MOUSE24705, MOUSE24706
OG0006277	CAEEL08057	MOUSE04582
OG0006279	CAEEL00237	MOUSE16388, MOUSE16387, MOUSE16386
OG0006280	CAEEL17987	MOUSE00019
OG0006281	CAEEL04765	MOUSE35102, MOUSE35103
OG0006283	CAEEL00881	MOUSE25149, MOUSE25148, MOUSE25150, MOUSE25147
OG0006284	CAEEL08923	MOUSE01517, MOUSE01515, MOUSE01516
OG0006285	CAEEL04794	MOUSE22193, MOUSE22194, MOUSE22195, MOUSE22196
OG0006286	CAEEL00158	MOUSE35473, MOUSE35474
OG0006288	CAEEL08712	MOUSE37718, MOUSE37719
OG0006289	CAEEL07964	MOUSE40814, MOUSE40816
OG0006290	CAEEL04712	MOUSE35141, MOUSE35140
OG0006291	CAEEL00609	MOUSE31402, MOUSE31403, MOUSE31400, MOUSE31401
OG0006293	CAEEL07928	MOUSE37627, MOUSE37625
OG0006294	CAEEL14462	MOUSE07913
OG0006295	CAEEL09568	MOUSE38121
OG0006297	CAEEL11872	MOUSE40886, MOUSE40885, MOUSE40887
OG0006301	CAEEL17598	MOUSE27376, MOUSE27375
OG0006306	CAEEL01065	MOUSE34252, MOUSE34251
OG0006307	CAEEL06264	MOUSE10641, MOUSE10646, MOUSE10640, MOUSE10644, MOUSE10642, MOUSE10645, MOUSE10643
OG0006309	CAEEL05232	MOUSE02180
OG0006311	CAEEL17612	MOUSE42034
OG0006313	CAEEL05123	MOUSE34183, MOUSE34185, MOUSE34184
OG0006315	CAEEL15905	MOUSE27789, MOUSE27788
OG0006319	CAEEL13894	MOUSE45688
OG0006322	CAEEL09507	MOUSE52872
OG0006323	CAEEL02251	MOUSE12964, MOUSE12965
OG0006326	CAEEL15323	MOUSE23732
OG0006329	CAEEL02571	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764
OG0006330	CAEEL06542	MOUSE51759
OG0006331	CAEEL13794	MOUSE42771, MOUSE42772
OG0006332	CAEEL10865	MOUSE27257, MOUSE27256
OG0006334	CAEEL08411, CAEEL18378	MOUSE48911, MOUSE48912
OG0006339	CAEEL08069	MOUSE37259
OG0006340	CAEEL11454	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902
OG0006341	CAEEL06023	MOUSE47414
OG0006343	CAEEL05583, CAEEL02498	MOUSE48088
OG0006344	CAEEL14876	MOUSE32264
OG0006345	CAEEL06549	MOUSE21609
OG0006346	CAEEL05783	MOUSE51221
OG0006347	CAEEL07567	MOUSE02467
OG0006350	CAEEL07674	MOUSE19460
OG0006352	CAEEL02603	MOUSE32257
OG0006353	CAEEL19140, CAEEL05676	MOUSE42828
OG0006354	CAEEL18116	MOUSE40413, MOUSE40412
OG0006356	CAEEL07675	MOUSE03845, MOUSE03847, MOUSE03846
OG0006360	CAEEL05277	MOUSE02221
OG0006361	CAEEL09060	MOUSE48965, MOUSE48966, MOUSE48963, MOUSE48964
OG0006362	CAEEL00998	MOUSE34247, MOUSE34248
OG0006363	CAEEL00971	MOUSE20221
OG0006365	CAEEL12631	MOUSE23279, MOUSE54173, MOUSE54172
OG0006370	CAEEL05220	MOUSE35591, MOUSE35592
OG0006372	CAEEL09848	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011
OG0006375	CAEEL00741	MOUSE16929
OG0006376	CAEEL15051	MOUSE25552, MOUSE25550, MOUSE25549
OG0006377	CAEEL09247	MOUSE13243
OG0006378	CAEEL04747	MOUSE36964, MOUSE36966, MOUSE36963
OG0006381	CAEEL09800	MOUSE02021, MOUSE02020
OG0006385	CAEEL17878	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068
OG0006386	CAEEL02065	MOUSE47125, MOUSE47128, MOUSE47127, MOUSE47126
OG0006387	CAEEL00319	MOUSE16306, MOUSE34335
OG0006389	CAEEL07348	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583
OG0006390	CAEEL13360	MOUSE24929, MOUSE24930, MOUSE24928, MOUSE24927
OG0006391	CAEEL16380, CAEEL11908	MOUSE50989, MOUSE50991, MOUSE50988
OG0006392	CAEEL07571	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925
OG0006393	CAEEL14337	MOUSE33021, MOUSE33020, MOUSE18469
OG0006395	CAEEL11636	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235
OG0006405	CAEEL04608	MOUSE20487, MOUSE20488, MOUSE47054, MOUSE47053
OG0006406	CAEEL04927, CAEEL07538	MOUSE05088, MOUSE05087, MOUSE44266, MOUSE05086, MOUSE05085
OG0006407	CAEEL20555	MOUSE15997, MOUSE15998, MOUSE43472, MOUSE43473
OG0006408	CAEEL15120	MOUSE08267, MOUSE08266, MOUSE08265
OG0006414	CAEEL18847	MOUSE20902
OG0006415	CAEEL20504	MOUSE26667, MOUSE26666, MOUSE15311, MOUSE04488
OG0006443	CAEEL07304	MOUSE20211
OG0006448	CAEEL07841	MOUSE13317, MOUSE13318
OG0006449	CAEEL02036	MOUSE13387, MOUSE13386
OG0006454	CAEEL06995	MOUSE04930, MOUSE04929
OG0006456	CAEEL09794	MOUSE19867, MOUSE19868
OG0006457	CAEEL05605	MOUSE48917
OG0006459	CAEEL00244	MOUSE27714, MOUSE27717
OG0006460	CAEEL10630	MOUSE49911
OG0006461	CAEEL11863	MOUSE52644
OG0006462	CAEEL05709	MOUSE14254, MOUSE14253
OG0006464	CAEEL01413	MOUSE15625, MOUSE15624
OG0006465	CAEEL10921	MOUSE08682, MOUSE08683, MOUSE08684
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	MOUSE32105
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	MOUSE38447
OG0006474	CAEEL07206	MOUSE15358, MOUSE15357, MOUSE15356
OG0006475	CAEEL07548	MOUSE39872
OG0006476	CAEEL12092	MOUSE38897
OG0006478	CAEEL06158	MOUSE18471, MOUSE18472
OG0006479	CAEEL05626	MOUSE35163, MOUSE35164
OG0006480	CAEEL10265, CAEEL10266	MOUSE21333
OG0006481	CAEEL19099, CAEEL01638	MOUSE02030, MOUSE51052
OG0006482	CAEEL10834	MOUSE07260, MOUSE07262
OG0006485	CAEEL14223	MOUSE20333
OG0006488	CAEEL17648	MOUSE42690, MOUSE42689
OG0006490	CAEEL11637	MOUSE01816
OG0006491	CAEEL13015	MOUSE18971
OG0006496	CAEEL08493	MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971
OG0006497	CAEEL06461	MOUSE12999, MOUSE12998, MOUSE13000
OG0006498	CAEEL02503	MOUSE54568, MOUSE54567
OG0006499	CAEEL20101	MOUSE23782, MOUSE23784, MOUSE23783
OG0006501	CAEEL16016	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337
OG0006503	CAEEL07188	MOUSE47999
OG0006505	CAEEL06783	MOUSE18917
OG0006506	CAEEL03029	MOUSE15973, MOUSE15972
OG0006509	CAEEL00006, CAEEL15373	MOUSE48743
OG0006511	CAEEL02676	MOUSE27841, MOUSE27840, MOUSE44519
OG0006512	CAEEL07313	MOUSE48697
OG0006514	CAEEL07858	MOUSE30039, MOUSE30040
OG0006515	CAEEL02554	MOUSE08195, MOUSE08193, MOUSE08194
OG0006516	CAEEL15132	MOUSE27482
OG0006517	CAEEL01423	MOUSE18538
OG0006519	CAEEL05908	MOUSE24788
OG0006520	CAEEL13792	MOUSE29790, MOUSE29789
OG0006522	CAEEL07957	MOUSE04682
OG0006523	CAEEL15760	MOUSE42761
OG0006525	CAEEL11800	MOUSE09827
OG0006528	CAEEL14466	MOUSE22560, MOUSE22559, MOUSE22558
OG0006532	CAEEL05678	MOUSE01404
OG0006535	CAEEL19419	MOUSE41980, MOUSE41979, MOUSE41981
OG0006536	CAEEL05174	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898
OG0006538	CAEEL07903, CAEEL04060	MOUSE26266
OG0006540	CAEEL19898	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044
OG0006542	CAEEL04749	MOUSE29787, MOUSE29788, MOUSE29786
OG0006543	CAEEL05304	MOUSE52038
OG0006544	CAEEL02597	MOUSE28396, MOUSE28393
OG0006545	CAEEL08394	MOUSE32675, MOUSE32676, MOUSE32674
OG0006546	CAEEL16446	MOUSE08071
OG0006547	CAEEL09736	MOUSE14774
OG0006550	CAEEL02186	MOUSE24976
OG0006552	CAEEL02725	MOUSE10340, MOUSE10339
OG0006553	CAEEL06508	MOUSE38559, MOUSE38560
OG0006554	CAEEL09071	MOUSE37728, MOUSE37726, MOUSE37727
OG0006556	CAEEL00553	MOUSE16511
OG0006557	CAEEL07597	MOUSE02772, MOUSE02771, MOUSE02773
OG0006560	CAEEL14360	MOUSE07751, MOUSE07752
OG0006561	CAEEL16404	MOUSE07407, MOUSE07406
OG0006565	CAEEL12176	MOUSE39122, MOUSE10893, MOUSE10894
OG0006568	CAEEL01944	MOUSE00150
OG0006569	CAEEL03290	MOUSE02949, MOUSE02948
OG0006570	CAEEL15966	MOUSE17869, MOUSE17870
OG0006571	CAEEL05447	MOUSE10425, MOUSE10423
OG0006572	CAEEL09940, CAEEL09371	MOUSE33656, MOUSE33655, MOUSE33654
OG0006573	CAEEL05442	MOUSE04658
OG0006574	CAEEL01738	MOUSE18407
OG0006577	CAEEL15281	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173
OG0006578	CAEEL00045	MOUSE35928, MOUSE35927
OG0006579	CAEEL07922	MOUSE32954, MOUSE32953, MOUSE32952, MOUSE32955
OG0006583	CAEEL01627	MOUSE00099
OG0006584	CAEEL05880	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381
OG0006587	CAEEL17957	MOUSE43220, MOUSE43217, MOUSE43218, MOUSE43219, MOUSE43216
OG0006588	CAEEL11640	MOUSE55160, MOUSE55159
OG0006589	CAEEL10276	MOUSE40526, MOUSE40528, MOUSE40527, MOUSE40525, MOUSE40524
OG0006590	CAEEL15655	MOUSE41529, MOUSE41530
OG0006591	CAEEL01066	MOUSE13632
OG0006594	CAEEL00833	MOUSE46304, MOUSE46303
OG0006595	CAEEL10661	MOUSE11155, MOUSE11154
OG0006596	CAEEL00560	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679
OG0006597	CAEEL10448	MOUSE28239, MOUSE53941
OG0006598	CAEEL03295	MOUSE32270
OG0006602	CAEEL16562	MOUSE48843, MOUSE48842, MOUSE48844
OG0006603	CAEEL00624	MOUSE49497
OG0006604	CAEEL07198	MOUSE04487, MOUSE04486
OG0006606	CAEEL07376	MOUSE49675
OG0006607	CAEEL01560	MOUSE33913, MOUSE33912
OG0006608	CAEEL05698	MOUSE30020, MOUSE30018, MOUSE30019
OG0006609	CAEEL02187	MOUSE35588
OG0006610	CAEEL11386	MOUSE17087, MOUSE17086, MOUSE17088
OG0006611	CAEEL07953	MOUSE02492, MOUSE02494, MOUSE02493
OG0006613	CAEEL01845	MOUSE27701, MOUSE27702
OG0006614	CAEEL05124	MOUSE41919
OG0006615	CAEEL09131	MOUSE19081
OG0006618	CAEEL00041	MOUSE19920
OG0006621	CAEEL07639	MOUSE38258, MOUSE38257, MOUSE38259, MOUSE38255, MOUSE38256
OG0006622	CAEEL05834	MOUSE33010, MOUSE55184
OG0006624	CAEEL07631	MOUSE10945, MOUSE10944, MOUSE10946
OG0006625	CAEEL08791	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590
OG0006626	CAEEL07560	MOUSE17467, MOUSE02715, MOUSE02716, MOUSE15964
OG0006627	CAEEL11375	MOUSE18618
OG0006628	CAEEL07329	MOUSE51627
OG0006630	CAEEL11696	MOUSE51996
OG0006631	CAEEL00720	MOUSE23336, MOUSE23337, MOUSE23338
OG0006632	CAEEL20160, CAEEL00199	MOUSE09432, MOUSE37150, MOUSE37151
OG0006633	CAEEL00427	MOUSE09178, MOUSE09174
OG0006636	CAEEL07724	MOUSE42187, MOUSE42189
OG0006637	CAEEL12125	MOUSE05078, MOUSE05077
OG0006642	CAEEL19634	MOUSE11002
OG0006645	CAEEL17855	MOUSE32599, MOUSE32598
OG0006646	CAEEL15891	MOUSE44699
OG0006647	CAEEL07174	MOUSE49192, MOUSE49193, MOUSE49195, MOUSE49196
OG0006648	CAEEL01435	MOUSE52136, MOUSE52135
OG0006651	CAEEL09522	MOUSE16196, MOUSE16198
OG0006655	CAEEL00324	MOUSE10356
OG0006658	CAEEL00269	MOUSE07435
OG0006660	CAEEL09560, CAEEL09561	MOUSE52656, MOUSE52657
OG0006662	CAEEL12773	MOUSE51152, MOUSE51153, MOUSE51154
OG0006663	CAEEL08458	MOUSE22698
OG0006664	CAEEL01906	MOUSE13287
OG0006666	CAEEL05999	MOUSE09374, MOUSE09372
OG0006667	CAEEL01250	MOUSE51392
OG0006668	CAEEL06992	MOUSE21920
OG0006669	CAEEL08205	MOUSE13244
OG0006670	CAEEL05160	MOUSE24192, MOUSE24191
OG0006673	CAEEL00769	MOUSE27959
OG0006678	CAEEL12368	MOUSE06118
OG0006680	CAEEL09390	MOUSE28338, MOUSE28337
OG0006681	CAEEL05335	MOUSE12651
OG0006683	CAEEL00441	MOUSE35000, MOUSE34999, MOUSE34997, MOUSE34998
OG0006684	CAEEL11224	MOUSE39139, MOUSE39138
OG0006686	CAEEL20085	MOUSE25607
OG0006690	CAEEL11346	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223
OG0006691	CAEEL07500	MOUSE05202, MOUSE05203
OG0006692	CAEEL00770	MOUSE05269
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	MOUSE31556
OG0006694	CAEEL01422	MOUSE00171, MOUSE00170, MOUSE00172
OG0006695	CAEEL17851	MOUSE50174, MOUSE50175, MOUSE50173
OG0006702	CAEEL08311	MOUSE34380, MOUSE34381, MOUSE34382
OG0006703	CAEEL00186	MOUSE21491, MOUSE21488, MOUSE21489
OG0006705	CAEEL04478	MOUSE29539, MOUSE29536, MOUSE29535, MOUSE29540, MOUSE29541
OG0006706	CAEEL11633	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892
OG0006709	CAEEL07440	MOUSE26376, MOUSE26377
OG0006710	CAEEL07165	MOUSE32429, MOUSE32428
OG0006712	CAEEL01534	MOUSE28628
OG0006714	CAEEL06631	MOUSE17204
OG0006716	CAEEL01171	MOUSE32261, MOUSE32263, MOUSE32262
OG0006717	CAEEL00315	MOUSE20433
OG0006720	CAEEL09628	MOUSE53739, MOUSE53741, MOUSE53742, MOUSE53740
OG0006722	CAEEL04109	MOUSE44584, MOUSE44583
OG0006723	CAEEL07804	MOUSE31005, MOUSE31004, MOUSE31003
OG0006726	CAEEL18959	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158
OG0006730	CAEEL07386, CAEEL18705	MOUSE31098, MOUSE31099, MOUSE31097
OG0006732	CAEEL07406	MOUSE23249, MOUSE23247, MOUSE23248
OG0006735	CAEEL20573	MOUSE02545
OG0006736	CAEEL01882	MOUSE53272, MOUSE53273
OG0006737	CAEEL18816	MOUSE46126, MOUSE46125
OG0006741	CAEEL11903	MOUSE52752
OG0006742	CAEEL06688, CAEEL06689	MOUSE54682, MOUSE36508
OG0006749	CAEEL08028	MOUSE17020
OG0006750	CAEEL02998	MOUSE06621, MOUSE06620
OG0006752	CAEEL12417	MOUSE51249, MOUSE51248, MOUSE51250, MOUSE51251
OG0006753	CAEEL06421	MOUSE07645, MOUSE07647, MOUSE07646, MOUSE07644
OG0006754	CAEEL15551	MOUSE13935, MOUSE13936
OG0006755	CAEEL08754	MOUSE21891, MOUSE21890, MOUSE21889, MOUSE21888
OG0006757	CAEEL05691	MOUSE43120, MOUSE43121, MOUSE43119
OG0006758	CAEEL05308	MOUSE41066
OG0006760	CAEEL14472	MOUSE10493, MOUSE10494
OG0006762	CAEEL06780, CAEEL14299	MOUSE18804, MOUSE18805
OG0006763	CAEEL12476	MOUSE53131, MOUSE05491, MOUSE05490
OG0006765	CAEEL01561	MOUSE48980, MOUSE48979, MOUSE48978, MOUSE48977
OG0006766	CAEEL04604	MOUSE54011
OG0006768	CAEEL07976	MOUSE43544, MOUSE43541, MOUSE43545, MOUSE43542, MOUSE43543, MOUSE43540
OG0006769	CAEEL00344	MOUSE47279, MOUSE47278, MOUSE47276
OG0006772	CAEEL06744, CAEEL20464	MOUSE40319
OG0006774	CAEEL01597	MOUSE12304, MOUSE12305
OG0006774	CAEEL17633	MOUSE12307, MOUSE12302, MOUSE12306, MOUSE12303
OG0006774	CAEEL01586	MOUSE37175
OG0006777	CAEEL17985	MOUSE43306, MOUSE43305
OG0006780	CAEEL03293	MOUSE07762, MOUSE07758
OG0006784	CAEEL04782	MOUSE32683
OG0006784	CAEEL12328	MOUSE32682
OG0006791	CAEEL11174	MOUSE39692, MOUSE39691, MOUSE17195
OG0006795	CAEEL17325, CAEEL03139, CAEEL17385, CAEEL06951, CAEEL03170, CAEEL03151, CAEEL12331, CAEEL03123, CAEEL13163, CAEEL10223, CAEEL17912, CAEEL03163, CAEEL03125, CAEEL03120, CAEEL06506	MOUSE04231
OG0006807	CAEEL10763	MOUSE41593, MOUSE41622, MOUSE41594, MOUSE41592, MOUSE41617, MOUSE41614, MOUSE41615, MOUSE41616, MOUSE41623, MOUSE41613, MOUSE41612, MOUSE41610, MOUSE41611, MOUSE41624, MOUSE41625
OG0006826	CAEEL07305	MOUSE19257
OG0006828	CAEEL01547	MOUSE19446, MOUSE19445
OG0006830	CAEEL01610	MOUSE04883
OG0006832	CAEEL18365	MOUSE07236
OG0006833	CAEEL01607	MOUSE49351, MOUSE49350, MOUSE49349, MOUSE49348
OG0006835	CAEEL10984	MOUSE45014, MOUSE45016
OG0006838	CAEEL04815	MOUSE16969
OG0006842	CAEEL01401	MOUSE48778
OG0006843	CAEEL01030	MOUSE32360, MOUSE32362, MOUSE32361
OG0006844	CAEEL01019	MOUSE27711, MOUSE27712, MOUSE27713
OG0006845	CAEEL16127	MOUSE20190, MOUSE20189
OG0006846	CAEEL15729	MOUSE07807
OG0006849	CAEEL06259	MOUSE18767
OG0006851	CAEEL12983	MOUSE00928
OG0006853	CAEEL10839	MOUSE02313, MOUSE02310, MOUSE02311
OG0006860	CAEEL08670	MOUSE49501
OG0006864	CAEEL08583	MOUSE14979
OG0006867	CAEEL15109	MOUSE18748
OG0006868	CAEEL07835	MOUSE52669, MOUSE52667, MOUSE52668
OG0006870	CAEEL08613	MOUSE00722, MOUSE00723, MOUSE00718, MOUSE00720, MOUSE00721
OG0006875	CAEEL10848	MOUSE51191
OG0006876	CAEEL04447	MOUSE33297, MOUSE33298, MOUSE33299
OG0006878	CAEEL06314	MOUSE31982
OG0006881	CAEEL09403	MOUSE45680, MOUSE45679
OG0006882	CAEEL09595	MOUSE49656
OG0006886	CAEEL05972, CAEEL05973	MOUSE54545, MOUSE54546, MOUSE54547
OG0006887	CAEEL04262	MOUSE19492, MOUSE05301
OG0006888	CAEEL07944	MOUSE18268
OG0006890	CAEEL05820	MOUSE21126
OG0006891	CAEEL07412	MOUSE20564
OG0006892	CAEEL07307	MOUSE22133
OG0006894	CAEEL12154	MOUSE06080
OG0006895	CAEEL18907	MOUSE21170
OG0006897	CAEEL00287	MOUSE10431, MOUSE10432
OG0006898	CAEEL01473	MOUSE49458, MOUSE49461
OG0006901	CAEEL06883	MOUSE22140
OG0006902	CAEEL02536	MOUSE12824
OG0006905	CAEEL08307	MOUSE28950
OG0006906	CAEEL05830	MOUSE04566, MOUSE04569, MOUSE04568, MOUSE04567
OG0006914	CAEEL01820	MOUSE32366, MOUSE32365, MOUSE32364, MOUSE32363
OG0006917	CAEEL05784	MOUSE23023, MOUSE23022, MOUSE23024
OG0006918	CAEEL01349	MOUSE13577, MOUSE13576, MOUSE13578
OG0006919	CAEEL05782	MOUSE36218, MOUSE36216, MOUSE36217
OG0006920	CAEEL08877	MOUSE12512
OG0006923	CAEEL09234	MOUSE34244
OG0006924	CAEEL12241	MOUSE19139, MOUSE19140
OG0006926	CAEEL19851, CAEEL00630	MOUSE34131
OG0006927	CAEEL11861	MOUSE01548, MOUSE01547
OG0006931	CAEEL14601	MOUSE12676
OG0006934	CAEEL00405	MOUSE12905, MOUSE12906
OG0006936	CAEEL11645	MOUSE00847, MOUSE00846
OG0006937	CAEEL00825	MOUSE35606
OG0006938	CAEEL00362	MOUSE41043, MOUSE41042, MOUSE41040, MOUSE41041
OG0006939	CAEEL14723	MOUSE34061, MOUSE34060
OG0006942	CAEEL08740	MOUSE20201, MOUSE20202
OG0006943	CAEEL14228	MOUSE21146
OG0006944	CAEEL11263	MOUSE52613, MOUSE52615, MOUSE52614
OG0006945	CAEEL08245	MOUSE22142, MOUSE22143, MOUSE22141, MOUSE22145
OG0006948	CAEEL04453	MOUSE14082
OG0006949	CAEEL00718	MOUSE51685
OG0006952	CAEEL11032	MOUSE54586, MOUSE32099, MOUSE32100
OG0006953	CAEEL11948	MOUSE04485
OG0006954	CAEEL16023	MOUSE07137, MOUSE07136
OG0006957	CAEEL08617	MOUSE09556, MOUSE09555, MOUSE09557
OG0006959	CAEEL04110	MOUSE24311, MOUSE24310
OG0006960	CAEEL12630	MOUSE15811, MOUSE15812
OG0006962	CAEEL05048	MOUSE33764
OG0006964	CAEEL00220	MOUSE00609
OG0006966	CAEEL05641	MOUSE29849, MOUSE29852
OG0006967	CAEEL06996	MOUSE14234
OG0006968	CAEEL00986	MOUSE13904
OG0006969	CAEEL02753	MOUSE35832, MOUSE35830, MOUSE35829
OG0006970	CAEEL07035	MOUSE26650
OG0006971	CAEEL08956	MOUSE37465
OG0006973	CAEEL00443	MOUSE00510, MOUSE00509, MOUSE00508, MOUSE00507, MOUSE00506
OG0006974	CAEEL11749	MOUSE42622, MOUSE18236
OG0006975	CAEEL06258	MOUSE33904, MOUSE33903
OG0006976	CAEEL02822	MOUSE00665, MOUSE00662, MOUSE00664, MOUSE00663
OG0006977	CAEEL11170	MOUSE10916, MOUSE10917
OG0006979	CAEEL01624	MOUSE27624, MOUSE27625
OG0006980	CAEEL07784	MOUSE15424
OG0006982	CAEEL08318	MOUSE27876, MOUSE27877
OG0006983	CAEEL05835	MOUSE34876, MOUSE34874, MOUSE34875
OG0006985	CAEEL09608	MOUSE40889
OG0006988	CAEEL16268	MOUSE43131, MOUSE43132
OG0006989	CAEEL07496	MOUSE22512
OG0006990	CAEEL10497, CAEEL10492	MOUSE21147
OG0006991	CAEEL04823	MOUSE29125
OG0006994	CAEEL01434	MOUSE26596
OG0006995	CAEEL02252	MOUSE10952, MOUSE10951, MOUSE10949
OG0006996	CAEEL16529	MOUSE18752
OG0006999	CAEEL04127	MOUSE13476
OG0007002	CAEEL02243	MOUSE25836, MOUSE25835
OG0007003	CAEEL10884	MOUSE09049
OG0007005	CAEEL06687	MOUSE38053, MOUSE38054, MOUSE38052
OG0007007	CAEEL08012	MOUSE50660, MOUSE50659, MOUSE50658
OG0007008	CAEEL02046	MOUSE19789
OG0007009	CAEEL01782	MOUSE20677, MOUSE20678, MOUSE20679
OG0007010	CAEEL15343	MOUSE36520, MOUSE36523, MOUSE36522
OG0007011	CAEEL08044	MOUSE50033
OG0007012	CAEEL11328	MOUSE31649
OG0007013	CAEEL06144	MOUSE03906
OG0007015	CAEEL15511	MOUSE28687, MOUSE28688, MOUSE28686
OG0007016	CAEEL00075	MOUSE49206, MOUSE49205
OG0007017	CAEEL12138	MOUSE38429, MOUSE38428, MOUSE38427
OG0007021	CAEEL11037	MOUSE12612
OG0007024	CAEEL10553, CAEEL11101	MOUSE39327
OG0007025	CAEEL06876	MOUSE06165
OG0007027	CAEEL09519	MOUSE40769
OG0007028	CAEEL05606	MOUSE23985, MOUSE23984
OG0007029	CAEEL09103	MOUSE23539, MOUSE23537, MOUSE23536, MOUSE23540
OG0007033	CAEEL14194	MOUSE28089
OG0007034	CAEEL08733	MOUSE02577, MOUSE02578, MOUSE02579
OG0007037	CAEEL08744	MOUSE26360, MOUSE26361, MOUSE26359
OG0007039	CAEEL13025	MOUSE07936
OG0007040	CAEEL08972	MOUSE53846, MOUSE53847
OG0007042	CAEEL08206	MOUSE39750, MOUSE39749
OG0007043	CAEEL13822	MOUSE46823, MOUSE46824
OG0007046	CAEEL09633	MOUSE00604
OG0007049	CAEEL00647	MOUSE49472, MOUSE49471
OG0007050	CAEEL06277	MOUSE36566
OG0007053	CAEEL09135	MOUSE05180, MOUSE05179, MOUSE05181
OG0007055	CAEEL08098	MOUSE02729, MOUSE02728
OG0007056	CAEEL07277	MOUSE04556, MOUSE04558, MOUSE04555, MOUSE04553, MOUSE04552, MOUSE04557
OG0007057	CAEEL00263	MOUSE47096
OG0007059	CAEEL14078	MOUSE21335
OG0007061	CAEEL08933	MOUSE21327
OG0007062	CAEEL09707	MOUSE29940, MOUSE29941
OG0007063	CAEEL07545	MOUSE44304
OG0007064	CAEEL09068	MOUSE29614, MOUSE29615, MOUSE29613
OG0007065	CAEEL20267	MOUSE45863, MOUSE45865, MOUSE45867, MOUSE45864, MOUSE45869, MOUSE45870, MOUSE45866
OG0007070	CAEEL20129, CAEEL15896, CAEEL04810, CAEEL07726, CAEEL15653, CAEEL16722	MOUSE23133
OG0007071	CAEEL04826	MOUSE31902, MOUSE31903, MOUSE31904
OG0007073	CAEEL05159	MOUSE22670, MOUSE22668
OG0007083	CAEEL05178	MOUSE17864, MOUSE17866, MOUSE17865, MOUSE17863, MOUSE17862
OG0007084	CAEEL01491	MOUSE13905
OG0007090	CAEEL05033	MOUSE31318, MOUSE31320
OG0007091	CAEEL12658	MOUSE33846
OG0007092	CAEEL08546	MOUSE07434
OG0007093	CAEEL04448	MOUSE49068, MOUSE49069, MOUSE49070
OG0007095	CAEEL00821	MOUSE42126, MOUSE42125
