Orthogroup	CAEEL	LYTVA_ok
OG0001932	CAEEL18548, CAEEL17132	LYTVA_19885
OG0001934	CAEEL04980, CAEEL04981	LYTVA_10941
OG0001938	CAEEL05158	LYTVA_11073, LYTVA_27179
OG0001939	CAEEL05317	LYTVA_20390
OG0001940	CAEEL08846	LYTVA_10392
OG0001945	CAEEL05071	LYTVA_02199
OG0001946	CAEEL11023	LYTVA_09498, LYTVA_15952
OG0001948	CAEEL15692	LYTVA_24023
OG0001949	CAEEL19721	LYTVA_11745
OG0001950	CAEEL05818	LYTVA_17822, LYTVA_02704, LYTVA_22842
OG0001951	CAEEL08644, CAEEL02798	LYTVA_24979
OG0001952	CAEEL00959	LYTVA_01610, LYTVA_03403, LYTVA_05983
OG0001953	CAEEL01457	LYTVA_23643
OG0001954	CAEEL14762	LYTVA_07579
OG0001958	CAEEL19146	LYTVA_27591
OG0001961	CAEEL11703	LYTVA_04984
OG0001962	CAEEL07745	LYTVA_10497
OG0001963	CAEEL09651	LYTVA_25808
OG0001964	CAEEL12015, CAEEL18880	LYTVA_11887
OG0001965	CAEEL15340	LYTVA_23024, LYTVA_04012
OG0001966	CAEEL15352, CAEEL06723	LYTVA_29337
OG0001968	CAEEL10639	LYTVA_25074, LYTVA_14019
OG0001969	CAEEL09244, CAEEL09472, CAEEL00361	LYTVA_26700, LYTVA_02053
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	LYTVA_24915
OG0001974	CAEEL10261	LYTVA_05344
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	LYTVA_25021
OG0001987	CAEEL06766	LYTVA_10171
OG0001988	CAEEL02095	LYTVA_13692, LYTVA_16970
OG0001989	CAEEL20436	LYTVA_03449
OG0001990	CAEEL18486	LYTVA_25772
OG0001991	CAEEL08725	LYTVA_23713
OG0001992	CAEEL00543	LYTVA_21528
OG0001993	CAEEL15736	LYTVA_03593
OG0001996	CAEEL07117	LYTVA_03768, LYTVA_28002
OG0001998	CAEEL08296	LYTVA_28153
OG0001999	CAEEL06715	LYTVA_25071
OG0002000	CAEEL08459	LYTVA_09917, LYTVA_20812, LYTVA_00535
OG0002001	CAEEL07856	LYTVA_06621, LYTVA_24060
OG0002002	CAEEL05495, CAEEL09310, CAEEL01852	LYTVA_06617
OG0002003	CAEEL18663	LYTVA_27403
OG0002004	CAEEL08821, CAEEL14586, CAEEL09383, CAEEL11550	LYTVA_00708
OG0002005	CAEEL10504	LYTVA_09452
OG0002006	CAEEL16051, CAEEL18232	LYTVA_30202, LYTVA_24696, LYTVA_00947
OG0002008	CAEEL11706	LYTVA_11348, LYTVA_17615
OG0002009	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207	LYTVA_25414
OG0002011	CAEEL06587, CAEEL01459	LYTVA_00131
OG0002013	CAEEL00803, CAEEL01317	LYTVA_17597, LYTVA_21821
OG0002015	CAEEL07232	LYTVA_23511, LYTVA_03784
OG0002016	CAEEL10751	LYTVA_04456
OG0002017	CAEEL04551	LYTVA_20889
OG0002018	CAEEL08242	LYTVA_15295
OG0002020	CAEEL20282	LYTVA_20481
OG0002021	CAEEL10833, CAEEL10005, CAEEL09715, CAEEL19049, CAEEL09714, CAEEL09716	LYTVA_10424, LYTVA_01579, LYTVA_11763, LYTVA_01065, LYTVA_11312, LYTVA_00795, LYTVA_01578
OG0002023	CAEEL12418	LYTVA_18808
OG0002026	CAEEL09267	LYTVA_00656, LYTVA_03670
OG0002027	CAEEL19841	LYTVA_07659
OG0002031	CAEEL07288	LYTVA_03117
OG0002032	CAEEL15092	LYTVA_25138
OG0002035	CAEEL04843, CAEEL04846	LYTVA_16334
OG0002036	CAEEL17432	LYTVA_16034
OG0002037	CAEEL09947	LYTVA_10784
OG0002042	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817	LYTVA_09497
OG0002057	CAEEL04582, CAEEL04584	LYTVA_07252
OG0002058	CAEEL19167, CAEEL04214, CAEEL05165, CAEEL05708, CAEEL12727, CAEEL05570	LYTVA_29397, LYTVA_12717, LYTVA_28075, LYTVA_09629
OG0002059	CAEEL20695	LYTVA_07033
OG0002062	CAEEL01567	LYTVA_29599
OG0002064	CAEEL17790	LYTVA_09088, LYTVA_16839, LYTVA_02688
OG0002067	CAEEL08430	LYTVA_08828
OG0002068	CAEEL15280	LYTVA_21994
OG0002073	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593	LYTVA_26326
OG0002075	CAEEL15213	LYTVA_05767, LYTVA_25354
OG0002076	CAEEL17850	LYTVA_20709
OG0002077	CAEEL08392	LYTVA_05702
OG0002079	CAEEL07901	LYTVA_05859, LYTVA_28645
OG0002080	CAEEL03246, CAEEL12691	LYTVA_01538, LYTVA_26517
OG0002081	CAEEL14941, CAEEL14928	LYTVA_05029
OG0002087	CAEEL07742	LYTVA_13703, LYTVA_16316, LYTVA_02024
OG0002089	CAEEL13352	LYTVA_21046, LYTVA_10557
OG0002089	CAEEL17973	LYTVA_03234, LYTVA_29434, LYTVA_00054
OG0002090	CAEEL00790	LYTVA_05021
OG0002093	CAEEL02211, CAEEL19978	LYTVA_06495
OG0002094	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823	LYTVA_25874, LYTVA_02272
OG0002097	CAEEL03161, CAEEL00098, CAEEL19231	LYTVA_25591
OG0002099	CAEEL05221	LYTVA_17183
OG0002101	CAEEL04990	LYTVA_13887, LYTVA_28735
OG0002102	CAEEL20714	LYTVA_26576
OG0002104	CAEEL08654	LYTVA_12211
OG0002105	CAEEL18772	LYTVA_22568
OG0002106	CAEEL18235, CAEEL08825	LYTVA_17556
OG0002107	CAEEL07845	LYTVA_22349
OG0002108	CAEEL05450, CAEEL05957, CAEEL15378	LYTVA_01699
OG0002122	CAEEL09431	LYTVA_11582, LYTVA_06978, LYTVA_04489
OG0002123	CAEEL05315	LYTVA_03805
OG0002124	CAEEL05107	LYTVA_06106
OG0002125	CAEEL10327	LYTVA_00336
OG0002131	CAEEL00336	LYTVA_29216, LYTVA_05431
OG0002133	CAEEL02043, CAEEL15670	LYTVA_15696, LYTVA_05096, LYTVA_01062, LYTVA_03913, LYTVA_03918
OG0002135	CAEEL01398, CAEEL15762	LYTVA_12995, LYTVA_29373
OG0002139	CAEEL15822	LYTVA_15039
OG0002142	CAEEL01037	LYTVA_14842
OG0002143	CAEEL01697	LYTVA_04823
OG0002144	CAEEL08787	LYTVA_10170
OG0002145	CAEEL00125	LYTVA_25747, LYTVA_12284
OG0002146	CAEEL10604	LYTVA_00027
OG0002147	CAEEL05229	LYTVA_11017
OG0002148	CAEEL13205	LYTVA_19940
OG0002149	CAEEL09018, CAEEL08046	LYTVA_00021
OG0002151	CAEEL19229	LYTVA_10951, LYTVA_15395, LYTVA_15390
OG0002152	CAEEL00179	LYTVA_27158, LYTVA_09044
OG0002154	CAEEL18065	LYTVA_22439
OG0002156	CAEEL08424	LYTVA_15609, LYTVA_11872, LYTVA_12702
OG0002157	CAEEL10861	LYTVA_21731
OG0002160	CAEEL05075	LYTVA_18232
OG0002163	CAEEL04144	LYTVA_00488
OG0002165	CAEEL07004, CAEEL04348, CAEEL13880	LYTVA_22362
OG0002166	CAEEL06693, CAEEL06692	LYTVA_27019
OG0002167	CAEEL10771, CAEEL20502	LYTVA_16688
OG0002169	CAEEL19452	LYTVA_19343
OG0002170	CAEEL11886	LYTVA_00414
OG0002171	CAEEL09511	LYTVA_15359
OG0002173	CAEEL02072	LYTVA_24516, LYTVA_23801
OG0002175	CAEEL11081	LYTVA_12093
OG0002177	CAEEL16080	LYTVA_27696
OG0002179	CAEEL17210, CAEEL19563	LYTVA_24663
OG0002182	CAEEL11866	LYTVA_28987
OG0002184	CAEEL06428	LYTVA_09182, LYTVA_03835
OG0002185	CAEEL01312	LYTVA_13990
OG0002187	CAEEL05615	LYTVA_23104
OG0002188	CAEEL10832	LYTVA_26546
OG0002190	CAEEL18099	LYTVA_15057
OG0002191	CAEEL00670	LYTVA_16682
OG0002211	CAEEL08596	LYTVA_05443
OG0002212	CAEEL17949	LYTVA_27478
OG0002213	CAEEL09259	LYTVA_26644
OG0002215	CAEEL19732	LYTVA_14142, LYTVA_29279, LYTVA_23079, LYTVA_13439, LYTVA_14094
OG0002216	CAEEL09929, CAEEL09930	LYTVA_29111, LYTVA_20156, LYTVA_15318, LYTVA_08313, LYTVA_03027
OG0002217	CAEEL18475, CAEEL05058	LYTVA_24396
OG0002218	CAEEL00880	LYTVA_08145
OG0002221	CAEEL05780	LYTVA_29068, LYTVA_12127
OG0002222	CAEEL05529	LYTVA_17080
OG0002224	CAEEL10158	LYTVA_28937, LYTVA_24337
OG0002225	CAEEL15252	LYTVA_07379
OG0002227	CAEEL00491	LYTVA_28012
OG0002228	CAEEL05227	LYTVA_13148
OG0002229	CAEEL08325	LYTVA_05653
OG0002236	CAEEL18503	LYTVA_01006
OG0002237	CAEEL00004	LYTVA_29077
OG0002239	CAEEL05928	LYTVA_02728, LYTVA_24845
OG0002240	CAEEL05366	LYTVA_07262, LYTVA_13376
OG0002242	CAEEL01267	LYTVA_02458
OG0002243	CAEEL05910, CAEEL11717	LYTVA_18791, LYTVA_26266
OG0002244	CAEEL02764	LYTVA_15294
OG0002246	CAEEL00010	LYTVA_01846
OG0002248	CAEEL09675	LYTVA_03021, LYTVA_16482
OG0002251	CAEEL18329, CAEEL19690	LYTVA_20483
OG0002253	CAEEL14203	LYTVA_15012, LYTVA_13994
OG0002255	CAEEL01086	LYTVA_07529, LYTVA_20537
OG0002257	CAEEL14323	LYTVA_20175
OG0002258	CAEEL10467	LYTVA_11086
OG0002259	CAEEL08231	LYTVA_13326
OG0002260	CAEEL08208	LYTVA_09923
OG0002261	CAEEL09054	LYTVA_24946
OG0002262	CAEEL07374	LYTVA_13107
OG0002263	CAEEL08085	LYTVA_25866
OG0002264	CAEEL01891	LYTVA_10571, LYTVA_20438
OG0002265	CAEEL01664	LYTVA_23111
OG0002266	CAEEL18931	LYTVA_15212
OG0002270	CAEEL01255	LYTVA_11425
OG0002272	CAEEL00181	LYTVA_11721
OG0002275	CAEEL19733	LYTVA_14393
OG0002277	CAEEL12016	LYTVA_14705
OG0002280	CAEEL01565	LYTVA_12982
OG0002282	CAEEL05126	LYTVA_16722
OG0002284	CAEEL09475	LYTVA_25872
OG0002286	CAEEL15075	LYTVA_13152
OG0002288	CAEEL11923	LYTVA_14290
OG0002289	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495	LYTVA_23204
OG0002291	CAEEL03558	LYTVA_11551
OG0002294	CAEEL03275, CAEEL03274	LYTVA_13465
OG0002312	CAEEL04818, CAEEL04817	LYTVA_26175
OG0002316	CAEEL01858, CAEEL01859	LYTVA_10500
OG0002317	CAEEL13995	LYTVA_01452
OG0002318	CAEEL05991	LYTVA_19919, LYTVA_16601
OG0002321	CAEEL11607	LYTVA_29675
OG0002322	CAEEL12636, CAEEL12634	LYTVA_02660
OG0002324	CAEEL14861	LYTVA_04784, LYTVA_18196
OG0002325	CAEEL12660	LYTVA_25143
OG0002326	CAEEL19309	LYTVA_23144
OG0002327	CAEEL11423	LYTVA_13830
OG0002331	CAEEL13492, CAEEL01768	LYTVA_28456
OG0002332	CAEEL07378	LYTVA_15960
OG0002335	CAEEL02679, CAEEL02678	LYTVA_09733
OG0002336	CAEEL18832	LYTVA_17921
OG0002340	CAEEL00545	LYTVA_26872
OG0002341	CAEEL07757	LYTVA_02833
OG0002343	CAEEL20506, CAEEL10734	LYTVA_02395
OG0002344	CAEEL07661	LYTVA_11170
OG0002346	CAEEL04391	LYTVA_02392
OG0002350	CAEEL20154	LYTVA_25261
OG0002352	CAEEL04784	LYTVA_04113, LYTVA_00254
OG0002354	CAEEL09038	LYTVA_01631, LYTVA_29247
OG0002355	CAEEL08630	LYTVA_10530, LYTVA_23668
OG0002356	CAEEL17852	LYTVA_15548
OG0002357	CAEEL14198	LYTVA_22139
OG0002358	CAEEL20542	LYTVA_02933, LYTVA_25182
OG0002359	CAEEL10259	LYTVA_09109, LYTVA_22971, LYTVA_17719
OG0002360	CAEEL19089	LYTVA_13577, LYTVA_26745
OG0002361	CAEEL16240, CAEEL14724	LYTVA_05317, LYTVA_09958
OG0002362	CAEEL01494	LYTVA_07780
OG0002363	CAEEL18180	LYTVA_24435, LYTVA_22514, LYTVA_29113
OG0002366	CAEEL01476	LYTVA_08796
OG0002367	CAEEL02851	LYTVA_25642
OG0002368	CAEEL06921	LYTVA_29543
OG0002369	CAEEL00665	LYTVA_27387, LYTVA_07441
OG0002370	CAEEL06782	LYTVA_25287, LYTVA_29432
OG0002371	CAEEL10782, CAEEL02897	LYTVA_25400
OG0002374	CAEEL00989, CAEEL03595	LYTVA_09672
OG0002375	CAEEL09148	LYTVA_09763, LYTVA_28258, LYTVA_15054
OG0002376	CAEEL16557	LYTVA_08623
OG0002377	CAEEL14877	LYTVA_21348
OG0002378	CAEEL19717	LYTVA_03167
OG0002379	CAEEL20511	LYTVA_23460
OG0002396	CAEEL15127	LYTVA_23895
OG0002400	CAEEL12685	LYTVA_14444
OG0002406	CAEEL05272	LYTVA_16025
OG0002407	CAEEL11836	LYTVA_05902, LYTVA_09107
OG0002408	CAEEL05340	LYTVA_18679
OG0002409	CAEEL12380	LYTVA_26911
OG0002410	CAEEL06445	LYTVA_07702
OG0002411	CAEEL09509	LYTVA_05420
OG0002413	CAEEL05456	LYTVA_03837, LYTVA_28770
OG0002414	CAEEL16542	LYTVA_25326, LYTVA_07578
OG0002415	CAEEL09540, CAEEL09394, CAEEL15033	LYTVA_19723
OG0002416	CAEEL00247	LYTVA_01739, LYTVA_15990
OG0002422	CAEEL09220	LYTVA_25109, LYTVA_03043
OG0002424	CAEEL18326	LYTVA_11856
OG0002429	CAEEL05601	LYTVA_00348
OG0002433	CAEEL18398	LYTVA_18440, LYTVA_02521
OG0002434	CAEEL09324	LYTVA_29924, LYTVA_08979
OG0002439	CAEEL06145, CAEEL06146	LYTVA_25319
OG0002441	CAEEL01735	LYTVA_03213
OG0002442	CAEEL00999	LYTVA_29246
OG0002443	CAEEL11867	LYTVA_18888
OG0002445	CAEEL08003	LYTVA_13339
OG0002446	CAEEL01328	LYTVA_23950
OG0002448	CAEEL11664	LYTVA_28130
OG0002450	CAEEL02915	LYTVA_25811, LYTVA_04325
OG0002453	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671	LYTVA_16565
OG0002454	CAEEL06870	LYTVA_24519
OG0002456	CAEEL19152, CAEEL02912	LYTVA_07400
OG0002461	CAEEL07388	LYTVA_27742
OG0002464	CAEEL09680	LYTVA_05091
OG0002476	CAEEL05868	LYTVA_18571
OG0002476	CAEEL00590	LYTVA_29232
OG0002481	CAEEL07210	LYTVA_24489
OG0002486	CAEEL00554	LYTVA_12364
OG0002487	CAEEL13022	LYTVA_13421, LYTVA_07772
OG0002492	CAEEL07791	LYTVA_04881, LYTVA_20142, LYTVA_20143
OG0002494	CAEEL02924	LYTVA_08528, LYTVA_06135
OG0002495	CAEEL05776	LYTVA_15838
OG0002497	CAEEL00487	LYTVA_19407, LYTVA_09946
OG0002499	CAEEL02172, CAEEL11853	LYTVA_01816, LYTVA_19380, LYTVA_19376
OG0002500	CAEEL00642	LYTVA_12795
OG0002500	CAEEL07067	LYTVA_02797
OG0002502	CAEEL01666	LYTVA_26587
OG0002503	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625	LYTVA_01746
OG0002504	CAEEL06712, CAEEL09129	LYTVA_01028
OG0002505	CAEEL05922	LYTVA_15145
OG0002506	CAEEL00901	LYTVA_27085
OG0002507	CAEEL03010	LYTVA_16175
OG0002509	CAEEL10641, CAEEL10642	LYTVA_12179, LYTVA_25437
OG0002510	CAEEL15444	LYTVA_28382, LYTVA_12781
OG0002511	CAEEL03054	LYTVA_00911
OG0002512	CAEEL06721	LYTVA_07467, LYTVA_15594
OG0002518	CAEEL03272	LYTVA_09891
OG0002519	CAEEL07683	LYTVA_16385
OG0002520	CAEEL11387	LYTVA_21261, LYTVA_12939
OG0002523	CAEEL09506	LYTVA_00333
OG0002527	CAEEL00425, CAEEL00799	LYTVA_12191
OG0002528	CAEEL14274	LYTVA_05185
OG0002530	CAEEL18169	LYTVA_27968
OG0002532	CAEEL00641	LYTVA_11495, LYTVA_10842
OG0002533	CAEEL08550	LYTVA_10911
OG0002534	CAEEL08629	LYTVA_28779
OG0002537	CAEEL07418	LYTVA_26243
OG0002541	CAEEL09534	LYTVA_08531, LYTVA_16761
OG0002542	CAEEL06956	LYTVA_22878
OG0002543	CAEEL07344	LYTVA_05546, LYTVA_29378
OG0002544	CAEEL16419	LYTVA_09388, LYTVA_26551
OG0002545	CAEEL12452	LYTVA_17249
OG0002547	CAEEL02085	LYTVA_18896, LYTVA_16593, LYTVA_07932
OG0002548	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091	LYTVA_15314
OG0002549	CAEEL18135	LYTVA_07016
OG0002552	CAEEL01916	LYTVA_22275, LYTVA_17939
OG0002554	CAEEL13829	LYTVA_15356
OG0002555	CAEEL12784	LYTVA_03125
OG0002557	CAEEL02904	LYTVA_11893
OG0002559	CAEEL14654	LYTVA_29204
OG0002561	CAEEL13357	LYTVA_06324
OG0002562	CAEEL00489	LYTVA_23408
OG0002563	CAEEL08940	LYTVA_28180
OG0002564	CAEEL14884	LYTVA_01413
OG0002566	CAEEL18146	LYTVA_29203
OG0002567	CAEEL10185	LYTVA_24506, LYTVA_23645, LYTVA_10741
OG0002569	CAEEL18770	LYTVA_26769
OG0002570	CAEEL02126	LYTVA_08742, LYTVA_21570
OG0002572	CAEEL06422	LYTVA_08956
OG0002587	CAEEL02535	LYTVA_01204
OG0002590	CAEEL01823	LYTVA_05048
OG0002593	CAEEL06340, CAEEL06341	LYTVA_05345
OG0002594	CAEEL02859	LYTVA_09902
OG0002598	CAEEL04239	LYTVA_19110
OG0002599	CAEEL09489, CAEEL05240	LYTVA_04514
OG0002600	CAEEL18751	LYTVA_24902
OG0002601	CAEEL11850, CAEEL17493, CAEEL06460	LYTVA_13096, LYTVA_21392
OG0002602	CAEEL19298	LYTVA_25365
OG0002605	CAEEL06425	LYTVA_01282
OG0002608	CAEEL20298	LYTVA_13159
OG0002609	CAEEL00486	LYTVA_01416
OG0002610	CAEEL00976	LYTVA_11229
OG0002611	CAEEL00525	LYTVA_04155
OG0002614	CAEEL18150	LYTVA_13201
OG0002620	CAEEL18902	LYTVA_00427
OG0002623	CAEEL04862	LYTVA_20131
OG0002624	CAEEL00996	LYTVA_03682
OG0002630	CAEEL00017	LYTVA_01004, LYTVA_23635
OG0002633	CAEEL13867	LYTVA_24405
OG0002636	CAEEL09021	LYTVA_13092, LYTVA_12071
OG0002638	CAEEL05543	LYTVA_23794, LYTVA_24615
OG0002643	CAEEL01960	LYTVA_22934
OG0002644	CAEEL00760	LYTVA_00752
OG0002645	CAEEL09814	LYTVA_24176, LYTVA_23649, LYTVA_19152
OG0002646	CAEEL10837	LYTVA_13560, LYTVA_13618
OG0002649	CAEEL18434	LYTVA_26079
OG0002651	CAEEL08032	LYTVA_11913, LYTVA_10914
OG0002652	CAEEL15940	LYTVA_14696, LYTVA_00100
OG0002653	CAEEL09022	LYTVA_18692, LYTVA_14330
OG0002655	CAEEL10857	LYTVA_15898
OG0002656	CAEEL06531	LYTVA_17513
OG0002658	CAEEL08300	LYTVA_00441
OG0002659	CAEEL20147, CAEEL01412	LYTVA_20057
OG0002660	CAEEL11563	LYTVA_12513
OG0002661	CAEEL19789	LYTVA_14026, LYTVA_08616, LYTVA_11094, LYTVA_08264
OG0002662	CAEEL18190	LYTVA_25032
OG0002662	CAEEL06204	LYTVA_29138
OG0002663	CAEEL19742	LYTVA_04732
OG0002665	CAEEL08820	LYTVA_28316
OG0002666	CAEEL11407	LYTVA_04715
OG0002667	CAEEL18607	LYTVA_23365
OG0002668	CAEEL02604	LYTVA_18089, LYTVA_00341
OG0002669	CAEEL09214, CAEEL09178	LYTVA_27272
OG0002670	CAEEL15710	LYTVA_23139
OG0002675	CAEEL07843	LYTVA_16982
OG0002677	CAEEL10901	LYTVA_05849
OG0002678	CAEEL06946, CAEEL06945, CAEEL01197	LYTVA_25709
OG0002682	CAEEL06028, CAEEL18330	LYTVA_22194
OG0002683	CAEEL05356	LYTVA_20068
OG0002706	CAEEL01248	LYTVA_18829, LYTVA_18105
OG0002708	CAEEL01926, CAEEL12503	LYTVA_06941
OG0002710	CAEEL00009	LYTVA_24271
OG0002712	CAEEL06583, CAEEL15212	LYTVA_12703
OG0002714	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570	LYTVA_07487, LYTVA_06098
OG0002717	CAEEL10017	LYTVA_09780
OG0002718	CAEEL00842	LYTVA_17119, LYTVA_10644, LYTVA_22419
OG0002720	CAEEL01232	LYTVA_16984, LYTVA_04741
OG0002722	CAEEL10808	LYTVA_27149
OG0002723	CAEEL15616	LYTVA_18812
OG0002726	CAEEL11743	LYTVA_12627
OG0002729	CAEEL07853	LYTVA_24879, LYTVA_12941
OG0002732	CAEEL18402	LYTVA_28855
OG0002736	CAEEL02362	LYTVA_21231
OG0002739	CAEEL18472	LYTVA_03350, LYTVA_16185
OG0002742	CAEEL11403	LYTVA_18075, LYTVA_17178
OG0002743	CAEEL15922, CAEEL10167	LYTVA_20017, LYTVA_29489
OG0002744	CAEEL19735	LYTVA_13350, LYTVA_17646
OG0002745	CAEEL19081	LYTVA_23293
OG0002747	CAEEL02596	LYTVA_07301, LYTVA_06613
OG0002749	CAEEL04068	LYTVA_13617
OG0002750	CAEEL15826	LYTVA_11674
OG0002752	CAEEL08631	LYTVA_13590, LYTVA_16228
OG0002756	CAEEL15160	LYTVA_16840
OG0002757	CAEEL10443, CAEEL10442	LYTVA_12178, LYTVA_25439
OG0002758	CAEEL08816	LYTVA_20249
OG0002759	CAEEL05573	LYTVA_00899, LYTVA_05590, LYTVA_04404
OG0002760	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644	LYTVA_26292, LYTVA_13642
OG0002761	CAEEL15590, CAEEL14895, CAEEL00850	LYTVA_10840
OG0002762	CAEEL09378	LYTVA_06145
OG0002763	CAEEL07952	LYTVA_11931, LYTVA_00169
OG0002764	CAEEL05636	LYTVA_12077
OG0002765	CAEEL02125	LYTVA_13397, LYTVA_07528
OG0002766	CAEEL17597	LYTVA_02144, LYTVA_02143, LYTVA_11825
OG0002767	CAEEL07319	LYTVA_15615
OG0002769	CAEEL06751	LYTVA_10691
OG0002770	CAEEL15397	LYTVA_16373
OG0002771	CAEEL08070	LYTVA_30010
OG0002772	CAEEL05686	LYTVA_07041, LYTVA_20067
OG0002773	CAEEL08029	LYTVA_17377
OG0002774	CAEEL01682	LYTVA_02098, LYTVA_29513
OG0002776	CAEEL10866	LYTVA_03062
OG0002777	CAEEL05935	LYTVA_15704
OG0002778	CAEEL01937	LYTVA_29506
OG0002780	CAEEL00693	LYTVA_15420, LYTVA_07675
OG0002781	CAEEL07517	LYTVA_20154
OG0002782	CAEEL13024	LYTVA_01104
OG0002785	CAEEL04710	LYTVA_29142
OG0002786	CAEEL00215	LYTVA_26062
OG0002788	CAEEL06416, CAEEL06417, CAEEL06418	LYTVA_12524, LYTVA_24529
OG0002790	CAEEL07625	LYTVA_12236
OG0002793	CAEEL00646	LYTVA_11185, LYTVA_11186
OG0002794	CAEEL08878	LYTVA_04799, LYTVA_04635
OG0002795	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352	LYTVA_25608, LYTVA_14490
OG0002799	CAEEL06026	LYTVA_23324
OG0002812	CAEEL04925	LYTVA_16420
OG0002813	CAEEL12256	LYTVA_11554
OG0002815	CAEEL00608	LYTVA_29630
OG0002817	CAEEL16563	LYTVA_20180
OG0002818	CAEEL12185	LYTVA_21907
OG0002824	CAEEL09125	LYTVA_03461
OG0002825	CAEEL11091	LYTVA_02222
OG0002826	CAEEL14759	LYTVA_08491
OG0002828	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595	LYTVA_14096
OG0002832	CAEEL09362	LYTVA_22293, LYTVA_08989
OG0002833	CAEEL18192	LYTVA_05904, LYTVA_21505
OG0002835	CAEEL11751	LYTVA_03279
OG0002836	CAEEL06399	LYTVA_12076
OG0002837	CAEEL08616	LYTVA_04424
OG0002839	CAEEL19253, CAEEL00645	LYTVA_09274
OG0002841	CAEEL12135, CAEEL12134	LYTVA_19615
OG0002842	CAEEL06196	LYTVA_15541, LYTVA_05573
OG0002843	CAEEL07774, CAEEL07773	LYTVA_17224, LYTVA_25426
OG0002844	CAEEL10756	LYTVA_02450
OG0002845	CAEEL09656	LYTVA_22312
OG0002847	CAEEL06961	LYTVA_05132
OG0002848	CAEEL07668	LYTVA_10965
OG0002850	CAEEL15763	LYTVA_06458, LYTVA_21372
OG0002851	CAEEL00708	LYTVA_07801
OG0002854	CAEEL18825	LYTVA_05390
OG0002858	CAEEL12093	LYTVA_16979
OG0002859	CAEEL19186	LYTVA_05989
OG0002860	CAEEL11643	LYTVA_06422
OG0002866	CAEEL03096	LYTVA_01160
OG0002868	CAEEL05539	LYTVA_00591, LYTVA_06070
OG0002876	CAEEL10277	LYTVA_03623
OG0002879	CAEEL00701	LYTVA_14846
OG0002880	CAEEL11517	LYTVA_24596, LYTVA_25627
OG0002883	CAEEL05948	LYTVA_07247
OG0002884	CAEEL01828	LYTVA_15779
OG0002887	CAEEL06082, CAEEL06083	LYTVA_26594, LYTVA_27442
OG0002889	CAEEL10804	LYTVA_16314
OG0002891	CAEEL04184, CAEEL01874	LYTVA_09791, LYTVA_12147
OG0002895	CAEEL07602, CAEEL10533	LYTVA_26396
OG0002896	CAEEL18643	LYTVA_13760
OG0002898	CAEEL13137	LYTVA_17182, LYTVA_16018, LYTVA_16016
OG0002899	CAEEL01046	LYTVA_26043
OG0002906	CAEEL05147	LYTVA_16028
OG0002909	CAEEL11759	LYTVA_25972
OG0002910	CAEEL04697	LYTVA_27131, LYTVA_11896
OG0002912	CAEEL00640	LYTVA_07087
OG0002913	CAEEL02893	LYTVA_29014, LYTVA_16275
OG0002915	CAEEL02902	LYTVA_04120
OG0002919	CAEEL00259	LYTVA_03708
OG0002921	CAEEL06148	LYTVA_27879
OG0002925	CAEEL01723, CAEEL07404	LYTVA_20567
OG0002927	CAEEL01626	LYTVA_13304, LYTVA_02118
OG0002944	CAEEL11414	LYTVA_05446
OG0002947	CAEEL06268	LYTVA_12540
OG0002949	CAEEL05799	LYTVA_16087
OG0002952	CAEEL09036	LYTVA_11677
OG0002953	CAEEL11622	LYTVA_24232
OG0002955	CAEEL01420	LYTVA_08492
OG0002957	CAEEL02702	LYTVA_02020
OG0002959	CAEEL12413, CAEEL12412	LYTVA_09399
OG0002961	CAEEL16453, CAEEL14328	LYTVA_01187
OG0002962	CAEEL20383	LYTVA_21311
OG0002964	CAEEL19811	LYTVA_00396
OG0002966	CAEEL08468, CAEEL19347	LYTVA_04762
OG0002967	CAEEL20418, CAEEL02925	LYTVA_29445
OG0002969	CAEEL14216	LYTVA_21133, LYTVA_18655
OG0002973	CAEEL09565	LYTVA_25878
OG0002974	CAEEL01320	LYTVA_28658, LYTVA_15364
OG0002976	CAEEL01120, CAEEL01119, CAEEL01121	LYTVA_21549
OG0002977	CAEEL07234, CAEEL07233	LYTVA_25111
OG0002978	CAEEL16463	LYTVA_01781
OG0002982	CAEEL01855	LYTVA_23766
OG0002983	CAEEL01433	LYTVA_21419
OG0002985	CAEEL08353	LYTVA_15482, LYTVA_08966
OG0002986	CAEEL10835	LYTVA_26910
