Orthogroup	CAEEL	STRPU_ok
OG0005605	CAEEL10783	STRPU_04602
OG0005607	CAEEL05214	STRPU_11370
OG0005608	CAEEL07825	STRPU_20805
OG0005609	CAEEL08579	STRPU_26226
OG0005610	CAEEL00725	STRPU_05351
OG0005612	CAEEL17906	STRPU_21763, STRPU_21698
OG0005613	CAEEL14670	STRPU_21112
OG0005614	CAEEL17617	STRPU_21473
OG0005615	CAEEL04368	STRPU_04811
OG0005617	CAEEL05647	STRPU_19268
OG0005618	CAEEL02988	STRPU_18370
OG0005620	CAEEL11400	STRPU_23571
OG0005622	CAEEL01750	STRPU_20686
OG0005623	CAEEL07150, CAEEL08358	STRPU_13131, STRPU_02575
OG0005625	CAEEL14326	STRPU_10019
OG0005626	CAEEL07559	STRPU_15356
OG0005627	CAEEL12992	STRPU_02838
OG0005629	CAEEL06251	STRPU_11037
OG0005631	CAEEL09720	STRPU_22108
OG0005632	CAEEL16405	STRPU_20886, STRPU_20849
OG0005633	CAEEL16151	STRPU_21354
OG0005634	CAEEL10824	STRPU_19963, STRPU_01194
OG0005636	CAEEL10088	STRPU_12024
OG0005637	CAEEL05733	STRPU_16870
OG0005639	CAEEL07472	STRPU_05338
OG0005641	CAEEL11862	STRPU_20526
OG0005644	CAEEL09242	STRPU_14959, STRPU_14989
OG0005645	CAEEL07575	STRPU_02698
OG0005646	CAEEL08001	STRPU_13745, STRPU_01505
OG0005648	CAEEL04930	STRPU_10749
OG0005649	CAEEL12678	STRPU_17152
OG0005650	CAEEL18626	STRPU_22875
OG0005652	CAEEL02073	STRPU_23662, STRPU_23636
OG0005655	CAEEL06868	STRPU_07452, STRPU_07444
OG0005656	CAEEL07991	STRPU_10339
OG0005660	CAEEL02202	STRPU_14412
OG0005685	CAEEL18876	STRPU_24007
OG0005690	CAEEL07345	STRPU_26783, STRPU_26777
OG0005692	CAEEL02905	STRPU_18031
OG0005696	CAEEL12982	STRPU_05247
OG0005698	CAEEL01389	STRPU_11071
OG0005701	CAEEL20630, CAEEL20628	STRPU_08625
OG0005702	CAEEL15894, CAEEL18106	STRPU_05872
OG0005703	CAEEL09229	STRPU_08717, STRPU_01457
OG0005704	CAEEL18454	STRPU_17375
OG0005707	CAEEL01062	STRPU_27228
OG0005712	CAEEL10147	STRPU_16543, STRPU_16563
OG0005715	CAEEL06260	STRPU_21975
OG0005719	CAEEL05019	STRPU_11077
OG0005721	CAEEL02751	STRPU_24247, STRPU_01058
OG0005723	CAEEL12411	STRPU_23964, STRPU_23939
OG0005724	CAEEL06660	STRPU_10013
OG0005726	CAEEL02137	STRPU_25363
OG0005728	CAEEL00225	STRPU_26034
OG0005729	CAEEL01552	STRPU_17722
OG0005730	CAEEL20471	STRPU_09235
OG0005731	CAEEL09042	STRPU_08963
OG0005732	CAEEL07314	STRPU_08259
OG0005733	CAEEL11874	STRPU_04392
OG0005734	CAEEL05372	STRPU_00552, STRPU_10691
OG0005737	CAEEL00178	STRPU_21022
OG0005738	CAEEL19157	STRPU_06615
OG0005744	CAEEL10825, CAEEL00882	STRPU_24149
OG0005746	CAEEL04218	STRPU_05482
OG0005747	CAEEL11656	STRPU_00328, STRPU_10991
OG0005748	CAEEL05688	STRPU_10509
OG0005749	CAEEL14477	STRPU_12467
OG0005750	CAEEL02930	STRPU_09294
OG0005758	CAEEL07383, CAEEL07219	STRPU_06469
OG0005759	CAEEL04976	STRPU_08895, STRPU_00922
OG0005760	CAEEL11990	STRPU_11369
OG0005761	CAEEL02084	STRPU_14201, STRPU_00428
OG0005764	CAEEL00440	STRPU_13948
OG0005766	CAEEL03004	STRPU_10969
OG0005771	CAEEL18103	STRPU_27098, STRPU_27087
OG0005774	CAEEL07710	STRPU_13525, STRPU_13524
OG0005775	CAEEL08185	STRPU_08548
OG0005776	CAEEL08611, CAEEL02852	STRPU_08315
OG0005777	CAEEL09325	STRPU_17019
OG0005779	CAEEL11742	STRPU_08148
OG0005781	CAEEL16564	STRPU_17947
OG0005783	CAEEL15350	STRPU_01541, STRPU_09418
OG0005784	CAEEL06573	STRPU_10310
OG0005786	CAEEL10727	STRPU_23613
OG0005787	CAEEL09127, CAEEL07672	STRPU_22458, STRPU_22482
OG0005788	CAEEL10819	STRPU_20148
OG0005789	CAEEL03291	STRPU_25529
OG0005790	CAEEL02850	STRPU_20640
OG0005792	CAEEL16683	STRPU_21805
OG0005793	CAEEL01631	STRPU_11575, STRPU_01366
OG0005794	CAEEL07859	STRPU_13536
OG0005796	CAEEL03619	STRPU_04062
OG0005797	CAEEL01710	STRPU_09784
OG0005798	CAEEL07896	STRPU_22644
OG0005799	CAEEL16039	STRPU_21454
OG0005800	CAEEL07429	STRPU_23401, STRPU_01039
OG0005802	CAEEL08747	STRPU_23393
OG0005803	CAEEL05218	STRPU_01875, STRPU_25191
OG0005804	CAEEL00293	STRPU_17602
OG0005805	CAEEL07935	STRPU_14645
OG0005807	CAEEL00886	STRPU_16945, STRPU_02020
OG0005811	CAEEL09170	STRPU_21807
OG0005812	CAEEL15514	STRPU_20595
OG0005813	CAEEL04957	STRPU_15598, STRPU_02209
OG0005814	CAEEL05572	STRPU_19267
OG0005815	CAEEL08558	STRPU_00424, STRPU_14203
OG0005816	CAEEL07974	STRPU_14629, STRPU_14609
OG0005817	CAEEL09003	STRPU_14811
OG0005818	CAEEL06548	STRPU_01031, STRPU_23407
OG0005819	CAEEL05194	STRPU_18789
OG0005821	CAEEL06500	STRPU_02907
OG0005822	CAEEL08544	STRPU_20987
OG0005823	CAEEL11398	STRPU_24738
OG0005824	CAEEL01511	STRPU_27019
OG0005826	CAEEL11564	STRPU_20124, STRPU_22664
OG0005827	CAEEL15915	STRPU_20800
OG0005829	CAEEL01850, CAEEL14048	STRPU_17879
OG0005831	CAEEL07627	STRPU_00960, STRPU_08861
OG0005832	CAEEL01641	STRPU_25370
OG0005833	CAEEL14838	STRPU_20761
OG0005834	CAEEL18574	STRPU_12634
OG0005835	CAEEL06739, CAEEL08580	STRPU_25028
OG0005836	CAEEL15554	STRPU_09799
OG0005837	CAEEL01073	STRPU_19226
OG0005838	CAEEL01222	STRPU_14948, STRPU_14978, STRPU_00058
OG0005840	CAEEL06791	STRPU_24192, STRPU_01105
OG0005843	CAEEL06200	STRPU_24376
OG0005845	CAEEL04187	STRPU_23253
OG0005846	CAEEL06779	STRPU_21214
OG0005847	CAEEL00400	STRPU_21849
OG0005848	CAEEL00240	STRPU_13409
OG0005849	CAEEL07640	STRPU_22157
OG0005850	CAEEL07059	STRPU_22163, STRPU_22158
OG0005851	CAEEL19454, CAEEL03023	STRPU_18849
OG0005853	CAEEL05937	STRPU_21346
OG0005854	CAEEL10962	STRPU_25680
OG0005857	CAEEL08143	STRPU_15424
OG0005858	CAEEL08865	STRPU_15082
OG0005859	CAEEL09237	STRPU_15847, STRPU_15798
OG0005860	CAEEL11464	STRPU_22221
OG0005861	CAEEL07847	STRPU_19227
OG0005863	CAEEL02059	STRPU_08636
OG0005864	CAEEL03066	STRPU_10139, STRPU_10075
OG0005865	CAEEL10526	STRPU_00331, STRPU_10994
OG0005866	CAEEL03116	STRPU_25266
OG0005867	CAEEL20688	STRPU_22298
OG0005869	CAEEL01472	STRPU_25687, STRPU_25706
OG0005870	CAEEL18863	STRPU_18687
OG0005871	CAEEL07046	STRPU_05539, STRPU_05599
OG0005874	CAEEL06734	STRPU_13329
OG0005875	CAEEL11121	STRPU_06678
OG0005876	CAEEL12583	STRPU_23804
OG0005877	CAEEL03535	STRPU_19283, STRPU_00403
OG0005878	CAEEL00506	STRPU_21405
OG0005879	CAEEL05884	STRPU_25253
OG0005880	CAEEL09863	STRPU_23630
OG0005883	CAEEL06255	STRPU_12694
OG0005884	CAEEL16531	STRPU_20704
OG0005886	CAEEL01824	STRPU_20854, STRPU_20891
OG0005888	CAEEL00435	STRPU_20094, STRPU_20115
OG0005889	CAEEL02553	STRPU_17783
OG0005890	CAEEL06540	STRPU_20835, STRPU_20872
OG0005892	CAEEL01618	STRPU_25562, STRPU_00831
OG0005893	CAEEL11380	STRPU_05783, STRPU_05784
OG0005895	CAEEL06441	STRPU_10446
OG0005897	CAEEL01303	STRPU_27001
OG0005898	CAEEL01957	STRPU_08373
OG0005899	CAEEL11728	STRPU_19676, STRPU_19644
OG0005903	CAEEL02733	STRPU_06303, STRPU_06259
OG0005904	CAEEL18351	STRPU_24067
OG0005909	CAEEL09260	STRPU_27365
OG0005914	CAEEL12252	STRPU_23217, STRPU_23231
OG0005918	CAEEL07911	STRPU_02807, STRPU_02805, STRPU_02806, STRPU_02802
OG0005919	CAEEL15775	STRPU_19746
OG0005921	CAEEL07408	STRPU_16843
OG0005922	CAEEL15520	STRPU_22840
OG0005924	CAEEL10631	STRPU_25748
OG0005925	CAEEL18159	STRPU_06264, STRPU_06308
OG0005928	CAEEL04878	STRPU_19012
OG0005929	CAEEL05898	STRPU_18302, STRPU_01154
OG0005930	CAEEL00275	STRPU_26884
OG0005931	CAEEL09476	STRPU_13894, STRPU_23211
OG0005932	CAEEL11316	STRPU_23574
OG0005933	CAEEL14434	STRPU_21783
OG0005936	CAEEL07303	STRPU_12095
OG0005937	CAEEL10539	STRPU_22592
OG0005938	CAEEL06000, CAEEL09583	STRPU_19018
OG0005940	CAEEL04134	STRPU_15031
OG0005941	CAEEL08713	STRPU_21037
OG0005943	CAEEL02014	STRPU_02138, STRPU_09176
OG0005946	CAEEL11452, CAEEL11968	STRPU_01024, STRPU_23413
OG0005947	CAEEL19240	STRPU_06048
OG0005949	CAEEL12005	STRPU_14172, STRPU_14148
OG0005950	CAEEL02721	STRPU_07208
OG0005952	CAEEL08042	STRPU_09763, STRPU_09719
OG0005953	CAEEL01826	STRPU_26503
OG0005957	CAEEL13678, CAEEL02860	STRPU_27229
OG0005960	CAEEL18529, CAEEL16584	STRPU_10397
OG0005963	CAEEL02429, CAEEL11102	STRPU_25461
OG0005965	CAEEL17925	STRPU_09992
OG0005966	CAEEL05490	STRPU_00119, STRPU_08812
OG0005967	CAEEL08429	STRPU_09259
OG0005968	CAEEL01646	STRPU_25825
OG0005969	CAEEL01577	STRPU_20508
OG0005970	CAEEL16383	STRPU_18555
OG0005973	CAEEL13364	STRPU_20652
OG0005974	CAEEL11184	STRPU_19881, STRPU_19856
OG0005975	CAEEL05822	STRPU_06728
OG0005976	CAEEL15581	STRPU_08501
OG0005977	CAEEL04186	STRPU_01218, STRPU_12082
OG0005978	CAEEL08320	STRPU_22052
OG0005980	CAEEL05471	STRPU_16838
OG0005982	CAEEL04709	STRPU_19095
OG0005984	CAEEL06514, CAEEL07173	STRPU_19150
OG0005985	CAEEL11206	STRPU_23556
OG0005987	CAEEL05677	STRPU_06677
OG0005989	CAEEL14108	STRPU_11653
OG0005991	CAEEL07604	STRPU_05268, STRPU_05252
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	STRPU_12807
OG0005995	CAEEL09469	STRPU_06966
OG0005997	CAEEL11505, CAEEL13118	STRPU_05852
OG0005998	CAEEL12651	STRPU_14411
OG0006000	CAEEL06731	STRPU_20827
OG0006003	CAEEL12475	STRPU_18482, STRPU_18440
OG0006004	CAEEL01451	STRPU_25153
OG0006005	CAEEL08818	STRPU_05718, STRPU_05711
OG0006008	CAEEL11432	STRPU_08688
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	STRPU_26718
OG0006010	CAEEL07462	STRPU_14211
OG0006011	CAEEL06588	STRPU_14553
OG0006059	CAEEL09710	STRPU_25899
OG0006062	CAEEL08027	STRPU_05736
OG0006063	CAEEL09563	STRPU_04770
OG0006064	CAEEL11646	STRPU_04263, STRPU_04227
OG0006066	CAEEL07776	STRPU_02919
OG0006069	CAEEL08597	STRPU_08343
OG0006072	CAEEL09063	STRPU_26992
OG0006073	CAEEL15279	STRPU_21503, STRPU_21493
OG0006074	CAEEL15694	STRPU_20544
OG0006075	CAEEL05481	STRPU_16094
OG0006079	CAEEL06022	STRPU_26784, STRPU_26778
OG0006080	CAEEL00753, CAEEL15093	STRPU_11206, STRPU_11502, STRPU_05275, STRPU_05259
OG0006083	CAEEL10880	STRPU_22371
OG0006085	CAEEL07121	STRPU_12466
OG0006087	CAEEL10339	STRPU_25843
OG0006090	CAEEL06249	STRPU_20596
OG0006095	CAEEL03714	STRPU_19701, STRPU_19615
OG0006096	CAEEL08930	STRPU_15273
OG0006098	CAEEL17792	STRPU_26067
OG0006101	CAEEL04363	STRPU_22455, STRPU_22479
OG0006102	CAEEL01860	STRPU_27044
OG0006104	CAEEL15552	STRPU_09062
OG0006106	CAEEL09939	STRPU_18581, STRPU_18628
OG0006108	CAEEL07908	STRPU_19962, STRPU_01193
OG0006110	CAEEL15606	STRPU_03981, STRPU_11061
OG0006111	CAEEL06592	STRPU_05034, STRPU_05107
OG0006113	CAEEL00297	STRPU_26203
OG0006116	CAEEL14600	STRPU_21121
OG0006117	CAEEL15839	STRPU_09000
OG0006118	CAEEL05175	STRPU_25479
OG0006120	CAEEL19875	STRPU_10344
OG0006121	CAEEL01535	STRPU_09824
OG0006122	CAEEL06423	STRPU_09227, STRPU_02191
OG0006124	CAEEL00683	STRPU_17749
OG0006125	CAEEL12098	STRPU_21202
OG0006127	CAEEL08699	STRPU_25576
OG0006128	CAEEL01734	STRPU_25302
OG0006129	CAEEL15436	STRPU_26715
OG0006130	CAEEL19047	STRPU_12586
OG0006131	CAEEL08997	STRPU_14598
OG0006134	CAEEL05080	STRPU_26266
OG0006135	CAEEL16406	STRPU_10423
OG0006137	CAEEL01021	STRPU_15050
OG0006140	CAEEL06530	STRPU_11468
OG0006141	CAEEL00813	STRPU_27062
OG0006144	CAEEL12775	STRPU_21054
OG0006145	CAEEL00765, CAEEL00923	STRPU_11062
OG0006147	CAEEL11314	STRPU_23340
OG0006148	CAEEL05997	STRPU_01124, STRPU_18323
OG0006152	CAEEL01636	STRPU_07362
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	STRPU_05160, STRPU_05081
OG0006156	CAEEL13825	STRPU_06250
OG0006160	CAEEL08936	STRPU_22733
OG0006162	CAEEL06160	STRPU_18313
OG0006163	CAEEL00653	STRPU_22105
OG0006164	CAEEL01158	STRPU_25715, STRPU_25697
OG0006165	CAEEL15774	STRPU_26156
OG0006168	CAEEL05152	STRPU_19350
OG0006169	CAEEL08537	STRPU_05382
OG0006172	CAEEL14351	STRPU_21502, STRPU_21492
OG0006176	CAEEL05930	STRPU_15757
OG0006177	CAEEL04212	STRPU_16507
OG0006180	CAEEL09925	STRPU_25318
OG0006181	CAEEL14722	STRPU_21607
OG0006182	CAEEL06387	STRPU_19244, STRPU_01947, STRPU_22788, STRPU_19243
OG0006183	CAEEL19366	STRPU_08323
OG0006185	CAEEL01692	STRPU_07916, STRPU_07945
OG0006187	CAEEL00902	STRPU_26431
OG0006188	CAEEL02058	STRPU_18817
OG0006191	CAEEL06280, CAEEL06279	STRPU_27211, STRPU_27195
OG0006192	CAEEL01776	STRPU_13558
OG0006195	CAEEL08079	STRPU_15506
OG0006200	CAEEL11329	STRPU_04371
OG0006202	CAEEL07568	STRPU_26076
OG0006208	CAEEL00204	STRPU_27004
OG0006209	CAEEL11287	STRPU_27174, STRPU_04024
OG0006210	CAEEL00160	STRPU_25590
OG0006213	CAEEL01145	STRPU_24169
OG0006214	CAEEL12120	STRPU_01311, STRPU_11636
OG0006216	CAEEL16326	STRPU_08291
OG0006217	CAEEL05235	STRPU_00330, STRPU_10993
OG0006220	CAEEL08309	STRPU_22264
OG0006224	CAEEL11548	STRPU_10868
OG0006226	CAEEL02716	STRPU_00415, STRPU_19272
OG0006229	CAEEL06963	STRPU_05866
OG0006230	CAEEL08542	STRPU_23107, STRPU_23110
OG0006231	CAEEL20582	STRPU_24403
OG0006232	CAEEL07512, CAEEL07511	STRPU_13820
OG0006234	CAEEL05918	STRPU_01742, STRPU_16772
OG0006235	CAEEL04462	STRPU_01370, STRPU_11572
OG0006237	CAEEL04160	STRPU_10564
OG0006239	CAEEL01539	STRPU_26094
OG0006240	CAEEL08852	STRPU_19611, STRPU_19704
OG0006245	CAEEL00941	STRPU_13947
OG0006247	CAEEL11988	STRPU_27023
OG0006248	CAEEL05883	STRPU_12984
OG0006249	CAEEL10060	STRPU_06207, STRPU_06179
OG0006254	CAEEL11539	STRPU_16653
OG0006257	CAEEL15240	STRPU_21221
OG0006259	CAEEL09792	STRPU_24286
OG0006260	CAEEL09587	STRPU_23807, STRPU_23840
OG0006262	CAEEL01377	STRPU_26187, STRPU_26186
OG0006263	CAEEL09474	STRPU_26005
OG0006264	CAEEL11589	STRPU_16839
OG0006265	CAEEL01463	STRPU_25030
OG0006267	CAEEL09521	STRPU_00713, STRPU_04421
OG0006268	CAEEL09373, CAEEL09395	STRPU_22660
OG0006269	CAEEL11344	STRPU_23532
OG0006270	CAEEL01876	STRPU_20068
OG0006271	CAEEL08264	STRPU_18098, STRPU_01786
OG0006275	CAEEL01989	STRPU_12142, STRPU_12107
OG0006277	CAEEL08057	STRPU_14370
OG0006279	CAEEL00237	STRPU_16950, STRPU_02016
OG0006280	CAEEL17987	STRPU_20964
OG0006281	CAEEL04765	STRPU_11014, STRPU_00353
OG0006283	CAEEL00881	STRPU_22252
OG0006284	CAEEL08923	STRPU_21728, STRPU_21666
OG0006286	CAEEL00158	STRPU_16014
OG0006288	CAEEL08712	STRPU_14900
OG0006289	CAEEL07964	STRPU_22296
OG0006290	CAEEL04712	STRPU_10553
OG0006291	CAEEL00609	STRPU_20014
OG0006293	CAEEL07928	STRPU_14168
OG0006294	CAEEL14462	STRPU_21748, STRPU_21683
OG0006295	CAEEL09568	STRPU_14216
OG0006297	CAEEL11872	STRPU_22310, STRPU_22329
OG0006301	CAEEL17598	STRPU_21245
OG0006306	CAEEL01065	STRPU_15639
OG0006307	CAEEL06264	STRPU_18934, STRPU_18863
OG0006309	CAEEL05232	STRPU_12063, STRPU_01235
OG0006311	CAEEL17612	STRPU_11654
OG0006313	CAEEL05123	STRPU_07370
OG0006315	CAEEL15905	STRPU_21474
OG0006319	CAEEL13894	STRPU_10938
OG0006322	CAEEL09507	STRPU_00885, STRPU_23011
OG0006323	CAEEL02251	STRPU_05565, STRPU_05622
OG0006326	CAEEL15323	STRPU_01188, STRPU_19957
OG0006329	CAEEL02571	STRPU_10024
OG0006331	CAEEL13794	STRPU_20670
OG0006332	CAEEL10865	STRPU_12324, STRPU_10717
OG0006334	CAEEL08411, CAEEL18378	STRPU_19104
OG0006339	CAEEL08069	STRPU_15481
OG0006340	CAEEL11454	STRPU_04236, STRPU_04198
OG0006341	CAEEL06023	STRPU_18283, STRPU_01173
OG0006343	CAEEL05583, CAEEL02498	STRPU_05776, STRPU_05315
OG0006344	CAEEL14876	STRPU_22520
OG0006345	CAEEL06549	STRPU_24011
OG0006346	CAEEL05783	STRPU_03986
OG0006347	CAEEL07567	STRPU_13365, STRPU_13385
OG0006350	CAEEL07674	STRPU_08881, STRPU_00940
OG0006352	CAEEL02603	STRPU_05719, STRPU_05712
OG0006353	CAEEL19140, CAEEL05676	STRPU_21115
OG0006354	CAEEL18116	STRPU_09765, STRPU_09721
OG0006355	CAEEL16514	STRPU_22379
OG0006356	CAEEL07675	STRPU_14596
OG0006360	CAEEL05277	STRPU_11561
OG0006361	CAEEL09060	STRPU_26003
OG0006362	CAEEL00998	STRPU_18132
OG0006363	CAEEL00971	STRPU_09319
OG0006365	CAEEL12631	STRPU_05270, STRPU_05254
OG0006370	CAEEL05220	STRPU_19241
OG0006372	CAEEL09848	STRPU_17261
OG0006375	CAEEL00741	STRPU_01472, STRPU_08700
OG0006376	CAEEL15051	STRPU_19494
OG0006377	CAEEL09247	STRPU_26959
OG0006378	CAEEL04747	STRPU_09953, STRPU_09976
OG0006381	CAEEL09800	STRPU_22693
OG0006385	CAEEL17878	STRPU_21175
OG0006386	CAEEL02065	STRPU_11720
OG0006387	CAEEL00319	STRPU_17511
OG0006389	CAEEL07348	STRPU_17172, STRPU_17167
OG0006390	CAEEL13360	STRPU_21914
OG0006391	CAEEL16380, CAEEL11908	STRPU_16884
OG0006392	CAEEL07571	STRPU_17229
OG0006393	CAEEL14337	STRPU_27287
OG0006395	CAEEL11636	STRPU_07573
OG0006402	CAEEL14843	STRPU_16542, STRPU_16564
OG0006405	CAEEL04608	STRPU_11573, STRPU_01369
OG0006406	CAEEL04927, CAEEL07538	STRPU_05827
OG0006407	CAEEL20555	STRPU_03639, STRPU_03657
OG0006408	CAEEL15120	STRPU_21447
OG0006414	CAEEL18847	STRPU_27415
OG0006442	CAEEL03041	STRPU_25425
OG0006443	CAEEL07304	STRPU_03428
OG0006448	CAEEL07841	STRPU_13247
OG0006449	CAEEL02036	STRPU_24008
OG0006454	CAEEL06995	STRPU_14766, STRPU_02558
OG0006456	CAEEL09794	STRPU_12981
OG0006457	CAEEL05605	STRPU_18652
OG0006459	CAEEL00244	STRPU_26656
OG0006461	CAEEL11863	STRPU_22710, STRPU_00693
OG0006462	CAEEL05709	STRPU_09115, STRPU_02084
OG0006464	CAEEL01413	STRPU_06886
OG0006465	CAEEL10921	STRPU_21220
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	STRPU_25336, STRPU_25337, STRPU_25338
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	STRPU_06355
OG0006473	CAEEL02240	STRPU_03210, STRPU_03223, STRPU_19248, STRPU_09200, STRPU_15052, STRPU_07615, STRPU_10478, STRPU_00308, STRPU_06015, STRPU_19293, STRPU_01925, STRPU_11311, STRPU_13679, STRPU_01998
OG0006474	CAEEL07206	STRPU_14515
OG0006475	CAEEL07548	STRPU_02451, STRPU_13611
OG0006476	CAEEL12092	STRPU_05356
OG0006478	CAEEL06158	STRPU_26958
OG0006479	CAEEL05626	STRPU_10820
OG0006480	CAEEL10265, CAEEL10266	STRPU_16289
OG0006481	CAEEL19099, CAEEL01638	STRPU_03450
OG0006482	CAEEL10834	STRPU_20632
OG0006485	CAEEL14223	STRPU_21413
OG0006488	CAEEL17648	STRPU_21848
OG0006490	CAEEL11637	STRPU_22719, STRPU_00703
OG0006491	CAEEL13015	STRPU_07329
OG0006496	CAEEL08493	STRPU_19486
OG0006497	CAEEL06461	STRPU_00496, STRPU_15927
OG0006498	CAEEL02503	STRPU_05287
OG0006499	CAEEL20101	STRPU_19493
OG0006501	CAEEL16016	STRPU_20764
OG0006503	CAEEL07188	STRPU_06604
OG0006505	CAEEL06783	STRPU_13908
OG0006506	CAEEL03029	STRPU_11643, STRPU_01307
OG0006509	CAEEL00006, CAEEL15373	STRPU_10367
OG0006511	CAEEL02676	STRPU_00229, STRPU_25971
OG0006512	CAEEL07313	STRPU_21460
OG0006514	CAEEL07858	STRPU_05328
OG0006515	CAEEL02554	STRPU_21616
OG0006516	CAEEL15132	STRPU_21000
OG0006517	CAEEL01423	STRPU_22079
OG0006520	CAEEL13792	STRPU_04978
OG0006522	CAEEL07957	STRPU_00417, STRPU_14209
OG0006523	CAEEL15760	STRPU_21580
OG0006525	CAEEL11800	STRPU_23588
OG0006528	CAEEL14466	STRPU_25024
OG0006532	CAEEL05678	STRPU_18757
OG0006533	CAEEL19649	STRPU_02314, STRPU_18116
OG0006536	CAEEL05174	STRPU_09828
OG0006538	CAEEL07903, CAEEL04060	STRPU_25056
OG0006540	CAEEL19898	STRPU_05939
OG0006542	CAEEL04749	STRPU_04977
OG0006543	CAEEL05304	STRPU_24071
OG0006544	CAEEL02597	STRPU_25609
OG0006545	CAEEL08394	STRPU_01501, STRPU_13748
OG0006546	CAEEL16446	STRPU_21327
OG0006547	CAEEL09736	STRPU_16023
OG0006550	CAEEL02186	STRPU_23342
OG0006552	CAEEL02725	STRPU_26952
OG0006553	CAEEL06508	STRPU_08086
OG0006554	CAEEL09071	STRPU_14643
OG0006556	CAEEL00553	STRPU_17934
OG0006557	CAEEL07597	STRPU_15383
OG0006560	CAEEL14360	STRPU_20993
OG0006561	CAEEL16404	STRPU_20587
OG0006565	CAEEL12176	STRPU_22690
OG0006567	CAEEL15749	STRPU_07104
OG0006568	CAEEL01944	STRPU_08066
OG0006569	CAEEL03290	STRPU_21109
OG0006570	CAEEL15966	STRPU_20410
OG0006571	CAEEL05447	STRPU_26805
OG0006572	CAEEL09940, CAEEL09371	STRPU_18818
OG0006573	CAEEL05442	STRPU_14878
OG0006574	CAEEL01738	STRPU_26558
OG0006577	CAEEL15281	STRPU_19110
OG0006578	CAEEL00045	STRPU_09315
OG0006579	CAEEL07922	STRPU_19335
OG0006583	CAEEL01627	STRPU_17816, STRPU_17825
OG0006584	CAEEL05880	STRPU_13851
OG0006587	CAEEL17957	STRPU_21289
OG0006588	CAEEL11640	STRPU_23525
OG0006589	CAEEL10276	STRPU_23251
OG0006590	CAEEL15655	STRPU_15244, STRPU_15188, STRPU_15243
OG0006591	CAEEL01066	STRPU_07131
OG0006594	CAEEL00833	STRPU_14656
OG0006595	CAEEL10661	STRPU_04349
OG0006596	CAEEL00560	STRPU_26147
OG0006597	CAEEL10448	STRPU_05370
OG0006598	CAEEL03295	STRPU_27035
OG0006602	CAEEL16562	STRPU_16001, STRPU_15987
OG0006603	CAEEL00624	STRPU_25457
OG0006604	CAEEL07198	STRPU_15381
OG0006606	CAEEL07376	STRPU_11628, STRPU_17508
OG0006607	CAEEL01560	STRPU_00854, STRPU_14066
OG0006608	CAEEL05698	STRPU_06790
OG0006609	CAEEL02187	STRPU_02383, STRPU_13693
OG0006610	CAEEL11386	STRPU_08550
OG0006611	CAEEL07953	STRPU_13531
OG0006613	CAEEL01845	STRPU_00899, STRPU_23025
OG0006614	CAEEL05124	STRPU_17418
OG0006615	CAEEL09131	STRPU_13873, STRPU_13881, STRPU_13874
OG0006621	CAEEL07639	STRPU_15128, STRPU_02508
OG0006622	CAEEL05834	STRPU_06660
OG0006624	CAEEL07631	STRPU_13857
OG0006625	CAEEL08791	STRPU_00444, STRPU_02374
OG0006626	CAEEL07560	STRPU_15047
OG0006627	CAEEL11375	STRPU_17425
OG0006628	CAEEL07329	STRPU_10460
OG0006630	CAEEL11696	STRPU_23183
OG0006631	CAEEL00720	STRPU_25117
OG0006633	CAEEL00427	STRPU_07751
OG0006634	CAEEL07770	STRPU_14676
OG0006636	CAEEL07724	STRPU_02074, STRPU_09103
OG0006637	CAEEL12125	STRPU_09068, STRPU_02044
OG0006645	CAEEL17855	STRPU_14446, STRPU_14429
OG0006646	CAEEL15891	STRPU_26576
OG0006647	CAEEL07174	STRPU_25982, STRPU_25981, STRPU_25980
OG0006648	CAEEL01435	STRPU_17476, STRPU_17460
OG0006649	CAEEL13032	STRPU_21293
OG0006651	CAEEL09522	STRPU_17251
OG0006655	CAEEL00324	STRPU_26342
OG0006658	CAEEL00269	STRPU_07917, STRPU_07946
OG0006660	CAEEL09560, CAEEL09561	STRPU_22389
OG0006662	CAEEL12773	STRPU_03424
OG0006663	CAEEL08458	STRPU_14390
OG0006664	CAEEL01906	STRPU_20210
OG0006666	CAEEL05999	STRPU_22001
OG0006667	CAEEL01250	STRPU_23811, STRPU_03706, STRPU_23845
OG0006668	CAEEL06992	STRPU_05689
OG0006669	CAEEL08205	STRPU_18180
OG0006670	CAEEL05160	STRPU_19873, STRPU_19899
OG0006673	CAEEL00769	STRPU_10186
OG0006675	CAEEL09407, CAEEL09408, CAEEL18361	STRPU_09507
OG0006678	CAEEL12368	STRPU_08345
OG0006680	CAEEL09390	STRPU_15636
OG0006681	CAEEL05335	STRPU_16624
OG0006683	CAEEL00441	STRPU_10523
OG0006684	CAEEL11224	STRPU_23507
OG0006686	CAEEL20085	STRPU_20136
OG0006690	CAEEL11346	STRPU_23730
OG0006691	CAEEL07500	STRPU_13569, STRPU_01588
