Orthogroup	CAEEL	HELIO_ok
OG0002443	CAEEL11867	HELIO_09645
OG0002444	CAEEL11588	HELIO_04707
OG0002445	CAEEL08003	HELIO_07116
OG0002446	CAEEL01328	HELIO_06057
OG0002448	CAEEL11664	HELIO_12221, HELIO_04227
OG0002450	CAEEL02915	HELIO_02893
OG0002453	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671	HELIO_12679
OG0002454	CAEEL06870	HELIO_09590, HELIO_09589
OG0002456	CAEEL19152, CAEEL02912	HELIO_03755
OG0002461	CAEEL07388	HELIO_00996
OG0002476	CAEEL05868	HELIO_03664
OG0002476	CAEEL00590	HELIO_09312
OG0002481	CAEEL07210	HELIO_10926
OG0002486	CAEEL00554	HELIO_03836
OG0002487	CAEEL13022	HELIO_00981
OG0002489	CAEEL20456	HELIO_10331
OG0002490	CAEEL09795	HELIO_04381
OG0002492	CAEEL07791	HELIO_10487
OG0002494	CAEEL02924	HELIO_01599, HELIO_01251
OG0002497	CAEEL00487	HELIO_02505
OG0002499	CAEEL02172, CAEEL11853	HELIO_10794, HELIO_00659
OG0002500	CAEEL00642	HELIO_06617
OG0002503	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625	HELIO_07673
OG0002504	CAEEL06712, CAEEL09129	HELIO_12556
OG0002505	CAEEL05922	HELIO_10389, HELIO_10390
OG0002506	CAEEL00901	HELIO_01419
OG0002507	CAEEL03010	HELIO_11185
OG0002509	CAEEL10641, CAEEL10642	HELIO_05251
OG0002510	CAEEL15444	HELIO_10856
OG0002511	CAEEL03054	HELIO_01449
OG0002512	CAEEL06721	HELIO_12554
OG0002516	CAEEL07616	HELIO_09840
OG0002518	CAEEL03272	HELIO_01975
OG0002519	CAEEL07683	HELIO_07618
OG0002520	CAEEL11387	HELIO_02172
OG0002523	CAEEL09506	HELIO_02687
OG0002524	CAEEL07737	HELIO_12158
OG0002527	CAEEL00425, CAEEL00799	HELIO_00703
OG0002528	CAEEL14274	HELIO_06964
OG0002529	CAEEL18703, CAEEL04668	HELIO_12199, HELIO_12198
OG0002530	CAEEL18169	HELIO_02743
OG0002532	CAEEL00641	HELIO_08702
OG0002533	CAEEL08550	HELIO_10038
OG0002534	CAEEL08629	HELIO_01862
OG0002537	CAEEL07418	HELIO_11511
OG0002541	CAEEL09534	HELIO_11453
OG0002542	CAEEL06956	HELIO_12766
OG0002543	CAEEL07344	HELIO_01303
OG0002544	CAEEL16419	HELIO_00808
OG0002545	CAEEL12452	HELIO_00358
OG0002547	CAEEL02085	HELIO_00655, HELIO_00654
OG0002548	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091	HELIO_03411
OG0002549	CAEEL18135	HELIO_08839
OG0002552	CAEEL01916	HELIO_01652
OG0002553	CAEEL07705	HELIO_01973
OG0002554	CAEEL13829	HELIO_12527
OG0002557	CAEEL02904	HELIO_05219
OG0002558	CAEEL18130	HELIO_07563
OG0002559	CAEEL14654	HELIO_00119
OG0002561	CAEEL13357	HELIO_11216
OG0002562	CAEEL00489	HELIO_08903
OG0002564	CAEEL14884	HELIO_03476
OG0002565	CAEEL01779, CAEEL19992	HELIO_04197
OG0002566	CAEEL18146	HELIO_07620
OG0002567	CAEEL10185	HELIO_10477
OG0002569	CAEEL18770	HELIO_09801
OG0002571	CAEEL01329, CAEEL00047	HELIO_02212
OG0002574	CAEEL13992	HELIO_05197
OG0002587	CAEEL02535	HELIO_02597
OG0002593	CAEEL06340, CAEEL06341	HELIO_07989
OG0002594	CAEEL02859	HELIO_03260
OG0002598	CAEEL04239	HELIO_09306
OG0002599	CAEEL09489, CAEEL05240	HELIO_01735
OG0002600	CAEEL18751	HELIO_08436
OG0002601	CAEEL11850, CAEEL17493, CAEEL06460	HELIO_06938, HELIO_11513, HELIO_11173
OG0002602	CAEEL19298	HELIO_11174, HELIO_02231
OG0002605	CAEEL06425	HELIO_03379, HELIO_03378
OG0002608	CAEEL20298	HELIO_01546, HELIO_10204
OG0002609	CAEEL00486	HELIO_09507
OG0002610	CAEEL00976	HELIO_08229
OG0002611	CAEEL00525	HELIO_08050
OG0002614	CAEEL18150	HELIO_11695
OG0002617	CAEEL08131	HELIO_10276
OG0002618	CAEEL11865	HELIO_07943
OG0002620	CAEEL18902	HELIO_07883
OG0002624	CAEEL00996	HELIO_03629
OG0002630	CAEEL00017	HELIO_09231
OG0002633	CAEEL13867	HELIO_02658
OG0002636	CAEEL09021	HELIO_03936
OG0002638	CAEEL05543	HELIO_10591
OG0002643	CAEEL01960	HELIO_01593, HELIO_01594
OG0002644	CAEEL00760	HELIO_10604
OG0002645	CAEEL09814	HELIO_01123
OG0002646	CAEEL10837	HELIO_02697
OG0002649	CAEEL18434	HELIO_09472
OG0002651	CAEEL08032	HELIO_07721
OG0002652	CAEEL15940	HELIO_10370, HELIO_10369
OG0002653	CAEEL09022	HELIO_03921
OG0002655	CAEEL10857	HELIO_10514
OG0002656	CAEEL06531	HELIO_06530
OG0002658	CAEEL08300	HELIO_11920, HELIO_11919
OG0002659	CAEEL20147, CAEEL01412	HELIO_09615
OG0002660	CAEEL11563	HELIO_03452
OG0002661	CAEEL19789	HELIO_07731
OG0002662	CAEEL18190	HELIO_07752
OG0002663	CAEEL19742	HELIO_09556
OG0002665	CAEEL08820	HELIO_10240
OG0002666	CAEEL11407	HELIO_11096
OG0002667	CAEEL18607	HELIO_08912
OG0002668	CAEEL02604	HELIO_10383
OG0002670	CAEEL15710	HELIO_03645
OG0002675	CAEEL07843	HELIO_11933
OG0002677	CAEEL10901	HELIO_01468
OG0002679	CAEEL06006	HELIO_05060
OG0002682	CAEEL06028, CAEEL18330	HELIO_04795
OG0002683	CAEEL05356	HELIO_02646
OG0002706	CAEEL01248	HELIO_10422
OG0002707	CAEEL14138	HELIO_02933, HELIO_02932
OG0002708	CAEEL01926, CAEEL12503	HELIO_08992
OG0002710	CAEEL00009	HELIO_00829
OG0002712	CAEEL06583, CAEEL15212	HELIO_00615
OG0002714	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570	HELIO_02269
OG0002715	CAEEL09830	HELIO_02942
OG0002717	CAEEL10017	HELIO_07984
OG0002718	CAEEL00842	HELIO_09888, HELIO_05744
OG0002720	CAEEL01232	HELIO_07567
OG0002722	CAEEL10808	HELIO_03522
OG0002723	CAEEL15616	HELIO_09725
OG0002726	CAEEL11743	HELIO_03574
OG0002729	CAEEL07853	HELIO_02082, HELIO_12148
OG0002732	CAEEL18402	HELIO_10058
OG0002736	CAEEL02362	HELIO_07077
OG0002739	CAEEL18472	HELIO_02376, HELIO_11343
OG0002742	CAEEL11403	HELIO_08532
OG0002743	CAEEL15922, CAEEL10167	HELIO_06294, HELIO_10710, HELIO_12091
OG0002744	CAEEL19735	HELIO_02644
OG0002745	CAEEL19081	HELIO_03178
OG0002746	CAEEL01862	HELIO_04608
OG0002747	CAEEL02596	HELIO_03630
OG0002749	CAEEL04068	HELIO_01827
OG0002750	CAEEL15826	HELIO_10272
OG0002752	CAEEL08631	HELIO_06786
OG0002754	CAEEL05821	HELIO_06967
OG0002756	CAEEL15160	HELIO_12369, HELIO_08256
OG0002757	CAEEL10443, CAEEL10442	HELIO_06335
OG0002758	CAEEL08816	HELIO_09772, HELIO_09771
OG0002759	CAEEL05573	HELIO_01560, HELIO_03831
OG0002760	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644	HELIO_01910, HELIO_05414
OG0002761	CAEEL15590, CAEEL14895, CAEEL00850	HELIO_01533
OG0002762	CAEEL09378	HELIO_08113
OG0002763	CAEEL07952	HELIO_07170
OG0002764	CAEEL05636	HELIO_10952
OG0002765	CAEEL02125	HELIO_11601
OG0002766	CAEEL17597	HELIO_03644
OG0002767	CAEEL07319	HELIO_09009, HELIO_09010
OG0002769	CAEEL06751	HELIO_11564
OG0002770	CAEEL15397	HELIO_11505
OG0002771	CAEEL08070	HELIO_10086
OG0002772	CAEEL05686	HELIO_06808
OG0002773	CAEEL08029	HELIO_10713
OG0002774	CAEEL01682	HELIO_01198
OG0002776	CAEEL10866	HELIO_03486
OG0002777	CAEEL05935	HELIO_07932
OG0002778	CAEEL01937	HELIO_02784
OG0002779	CAEEL04475	HELIO_06589
OG0002780	CAEEL00693	HELIO_04586, HELIO_08537
OG0002781	CAEEL07517	HELIO_08220
OG0002782	CAEEL13024	HELIO_06824
OG0002785	CAEEL04710	HELIO_00607
OG0002786	CAEEL00215	HELIO_10543
OG0002787	CAEEL00388	HELIO_10790
OG0002788	CAEEL06416, CAEEL06417, CAEEL06418	HELIO_09264
OG0002790	CAEEL07625	HELIO_09329
OG0002791	CAEEL08790	HELIO_10334
OG0002793	CAEEL00646	HELIO_09119
OG0002794	CAEEL08878	HELIO_12027
OG0002795	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352	HELIO_07478
OG0002799	CAEEL06026	HELIO_09828
OG0002812	CAEEL04925	HELIO_10064
OG0002813	CAEEL12256	HELIO_08280
OG0002814	CAEEL11682	HELIO_09045
OG0002817	CAEEL16563	HELIO_12282
OG0002818	CAEEL12185	HELIO_00501
OG0002821	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031	HELIO_04509
OG0002824	CAEEL09125	HELIO_02922
OG0002825	CAEEL11091	HELIO_02820
OG0002832	CAEEL09362	HELIO_10306
OG0002833	CAEEL18192	HELIO_07158
OG0002835	CAEEL11751	HELIO_03801
OG0002836	CAEEL06399	HELIO_02181
OG0002837	CAEEL08616	HELIO_03273
OG0002839	CAEEL19253, CAEEL00645	HELIO_09494
OG0002841	CAEEL12135, CAEEL12134	HELIO_01372, HELIO_01187
OG0002842	CAEEL06196	HELIO_01615
OG0002843	CAEEL07774, CAEEL07773	HELIO_06210
OG0002844	CAEEL10756	HELIO_07105
OG0002845	CAEEL09656	HELIO_07056
OG0002847	CAEEL06961	HELIO_10413
OG0002848	CAEEL07668	HELIO_11321
OG0002850	CAEEL15763	HELIO_03435
OG0002851	CAEEL00708	HELIO_03346
OG0002856	CAEEL01393	HELIO_10898
OG0002858	CAEEL12093	HELIO_00884
OG0002859	CAEEL19186	HELIO_11875
OG0002860	CAEEL11643	HELIO_08136
OG0002866	CAEEL03096	HELIO_03845
OG0002868	CAEEL05539	HELIO_12255
OG0002873	CAEEL07574	HELIO_11478
OG0002876	CAEEL10277	HELIO_11883
OG0002880	CAEEL11517	HELIO_03787, HELIO_10357
OG0002883	CAEEL05948	HELIO_09189
OG0002887	CAEEL06082, CAEEL06083	HELIO_05277
OG0002889	CAEEL10804	HELIO_01528
OG0002891	CAEEL04184, CAEEL01874	HELIO_09925
OG0002894	CAEEL14713	HELIO_09144
OG0002895	CAEEL07602, CAEEL10533	HELIO_08387
OG0002896	CAEEL18643	HELIO_10510
OG0002898	CAEEL13137	HELIO_01203, HELIO_01415, HELIO_07850
OG0002899	CAEEL01046	HELIO_09658
OG0002907	CAEEL01271	HELIO_08086
OG0002909	CAEEL11759	HELIO_11442
OG0002910	CAEEL04697	HELIO_10397, HELIO_10398, HELIO_05618
OG0002912	CAEEL00640	HELIO_10722
OG0002913	CAEEL02893	HELIO_08382
OG0002915	CAEEL02902	HELIO_03014
OG0002916	CAEEL04244	HELIO_01260
OG0002919	CAEEL00259	HELIO_03152
OG0002921	CAEEL06148	HELIO_00633
OG0002925	CAEEL01723, CAEEL07404	HELIO_07013
OG0002927	CAEEL01626	HELIO_04118, HELIO_11389
OG0002944	CAEEL11414	HELIO_03982
OG0002947	CAEEL06268	HELIO_05476, HELIO_00496
OG0002949	CAEEL05799	HELIO_00481
OG0002953	CAEEL11622	HELIO_00856
OG0002955	CAEEL01420	HELIO_02054
OG0002957	CAEEL02702	HELIO_01334
OG0002959	CAEEL12413, CAEEL12412	HELIO_11816
OG0002960	CAEEL01541	HELIO_12408
OG0002961	CAEEL16453, CAEEL14328	HELIO_07714
OG0002962	CAEEL20383	HELIO_09203
OG0002964	CAEEL19811	HELIO_09474
OG0002965	CAEEL01992	HELIO_08079, HELIO_08080
OG0002966	CAEEL08468, CAEEL19347	HELIO_01639
OG0002967	CAEEL20418, CAEEL02925	HELIO_01640
OG0002969	CAEEL14216	HELIO_06121
OG0002973	CAEEL09565	HELIO_02856
OG0002974	CAEEL01320	HELIO_04772
OG0002976	CAEEL01120, CAEEL01119, CAEEL01121	HELIO_01861
OG0002977	CAEEL07234, CAEEL07233	HELIO_08539
OG0002978	CAEEL16463	HELIO_02937
OG0002982	CAEEL01855	HELIO_12635
OG0002983	CAEEL01433	HELIO_04868
OG0002985	CAEEL08353	HELIO_08571
OG0002986	CAEEL10835	HELIO_08236, HELIO_08239
OG0002987	CAEEL17800, CAEEL18018	HELIO_07528
OG0002990	CAEEL08773	HELIO_01354
OG0002991	CAEEL09004	HELIO_03254
OG0002995	CAEEL07264	HELIO_09397, HELIO_05003
OG0002996	CAEEL10716	HELIO_00425
OG0003001	CAEEL10876	HELIO_11460
OG0003003	CAEEL14387	HELIO_10806
OG0003004	CAEEL15423	HELIO_11259
OG0003005	CAEEL16758	HELIO_03271
OG0003006	CAEEL10145	HELIO_11696
OG0003008	CAEEL20335	HELIO_02553
OG0003012	CAEEL05983	HELIO_05186
OG0003013	CAEEL00274, CAEEL13050, CAEEL13680	HELIO_10687
OG0003014	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767	HELIO_11145
OG0003016	CAEEL09225	HELIO_02017
OG0003017	CAEEL07049, CAEEL16441	HELIO_02953
OG0003018	CAEEL08487	HELIO_09293
OG0003025	CAEEL08836	HELIO_02232
OG0003026	CAEEL10688, CAEEL12186	HELIO_08978
OG0003027	CAEEL06663	HELIO_02071
OG0003028	CAEEL02985	HELIO_06724
OG0003029	CAEEL01558	HELIO_10606
OG0003030	CAEEL11859	HELIO_00797
OG0003031	CAEEL06431	HELIO_05721
OG0003033	CAEEL00703	HELIO_00240
OG0003035	CAEEL02722	HELIO_02980
OG0003036	CAEEL01143	HELIO_04474
OG0003038	CAEEL20474	HELIO_08052
OG0003040	CAEEL02041	HELIO_07546
OG0003041	CAEEL01678	HELIO_06092
OG0003043	CAEEL07390	HELIO_08514
OG0003044	CAEEL07715	HELIO_01506
OG0003046	CAEEL04364	HELIO_07002, HELIO_12633
OG0003049	CAEEL04812	HELIO_04451
OG0003054	CAEEL04777	HELIO_04850
OG0003055	CAEEL14225	HELIO_03528
OG0003056	CAEEL19070	HELIO_08287
OG0003059	CAEEL09323	HELIO_08106
OG0003060	CAEEL07468, CAEEL11354	HELIO_05995
OG0003063	CAEEL03076	HELIO_05044
OG0003064	CAEEL02598	HELIO_01395
OG0003065	CAEEL18732	HELIO_03475
OG0003066	CAEEL05161	HELIO_02851
OG0003072	CAEEL04836	HELIO_06085
OG0003073	CAEEL14099	HELIO_06482
OG0003079	CAEEL00217	HELIO_12034
OG0003085	CAEEL07775, CAEEL11921, CAEEL07769, CAEEL03836	HELIO_07662
OG0003085	CAEEL07275, CAEEL07867, CAEEL11727, CAEEL08918	HELIO_07179, HELIO_00827
OG0003086	CAEEL18437	HELIO_04584
OG0003104	CAEEL07227	HELIO_10296
OG0003106	CAEEL16128	HELIO_01110
OG0003107	CAEEL20421, CAEEL01359	HELIO_07326
OG0003108	CAEEL04120	HELIO_02749
OG0003111	CAEEL01566	HELIO_06075
OG0003112	CAEEL12136	HELIO_11141
OG0003114	CAEEL15726	HELIO_11712
OG0003115	CAEEL00022	HELIO_03185
OG0003118	CAEEL08193, CAEEL08192	HELIO_06562
OG0003119	CAEEL16382	HELIO_00761
OG0003121	CAEEL00414	HELIO_08859
OG0003124	CAEEL07676	HELIO_08012
OG0003127	CAEEL15413	HELIO_03443, HELIO_03444
OG0003128	CAEEL04713	HELIO_06948
OG0003130	CAEEL08052	HELIO_08736
OG0003132	CAEEL15119	HELIO_04923
OG0003135	CAEEL06639, CAEEL06638	HELIO_09441
OG0003136	CAEEL10810	HELIO_01694
OG0003141	CAEEL03719, CAEEL03720	HELIO_02200
OG0003142	CAEEL00482	HELIO_02394
OG0003144	CAEEL01625	HELIO_08805, HELIO_03417
OG0003145	CAEEL05190	HELIO_05596
OG0003146	CAEEL20170	HELIO_05913
OG0003147	CAEEL17136, CAEEL18421	HELIO_02388
OG0003148	CAEEL16560	HELIO_09068
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	HELIO_01057, HELIO_03918, HELIO_03910
OG0003150	CAEEL11024	HELIO_04239
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	HELIO_00768
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	HELIO_05013
OG0003153	CAEEL07561	HELIO_01955
OG0003154	CAEEL15184	HELIO_10327
OG0003156	CAEEL00516	HELIO_09324, HELIO_09323
OG0003160	CAEEL18381, CAEEL02061	HELIO_04756
OG0003161	CAEEL15582, CAEEL20219	HELIO_10835
OG0003164	CAEEL08130	HELIO_09851
OG0003169	CAEEL11868	HELIO_08500
OG0003172	CAEEL06299	HELIO_04597
OG0003174	CAEEL11561	HELIO_00264
OG0003177	CAEEL19619	HELIO_06751
OG0003178	CAEEL14891	HELIO_01460
OG0003179	CAEEL12173	HELIO_10655
OG0003184	CAEEL10967	HELIO_07973
OG0003185	CAEEL04813	HELIO_04542
OG0003187	CAEEL16181	HELIO_00272, HELIO_09827
OG0003188	CAEEL00953	HELIO_07819
OG0003189	CAEEL04624	HELIO_12511
OG0003191	CAEEL09839	HELIO_09939
OG0003193	CAEEL17615	HELIO_03842
OG0003197	CAEEL11467	HELIO_12323
OG0003198	CAEEL05062	HELIO_01556
OG0003199	CAEEL11688	HELIO_10732
OG0003202	CAEEL12123	HELIO_00628
OG0003203	CAEEL08247	HELIO_12411
OG0003206	CAEEL08436	HELIO_08652
OG0003207	CAEEL11116	HELIO_04788
OG0003210	CAEEL11876	HELIO_01772
OG0003211	CAEEL09585	HELIO_12582
OG0003212	CAEEL11323	HELIO_01310
OG0003214	CAEEL08551	HELIO_05250
OG0003215	CAEEL02895	HELIO_01923
OG0003217	CAEEL06035, CAEEL06032	HELIO_01441
OG0003218	CAEEL08847	HELIO_02702
OG0003219	CAEEL16215	HELIO_02834
OG0003222	CAEEL00115	HELIO_04495
OG0003223	CAEEL00485	HELIO_00004
OG0003225	CAEEL04615, CAEEL20133	HELIO_03805
OG0003226	CAEEL04904, CAEEL04903	HELIO_03198
OG0003228	CAEEL14683	HELIO_02794
OG0003229	CAEEL10166	HELIO_12333
OG0003230	CAEEL06311	HELIO_01822
OG0003235	CAEEL11765	HELIO_02635
OG0003236	CAEEL15067, CAEEL07719	HELIO_03810
OG0003251	CAEEL01743	HELIO_02853
OG0003252	CAEEL19657	HELIO_12715
OG0003254	CAEEL15715	HELIO_02013
OG0003255	CAEEL01327	HELIO_03313
OG0003258	CAEEL04539	HELIO_01814
OG0003259	CAEEL11844	HELIO_05468
OG0003263	CAEEL12235	HELIO_06528
OG0003266	CAEEL05061	HELIO_11954
OG0003267	CAEEL11406	HELIO_05451
OG0003268	CAEEL00711	HELIO_11848
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	HELIO_11705
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	HELIO_04333
OG0003275	CAEEL01894	HELIO_12630
OG0003279	CAEEL09246	HELIO_09284
OG0003280	CAEEL20448	HELIO_09348
OG0003281	CAEEL19540	HELIO_07096
OG0003282	CAEEL04466	HELIO_02896
OG0003283	CAEEL10540	HELIO_04347
OG0003284	CAEEL20144	HELIO_03635
OG0003286	CAEEL11061	HELIO_05866
OG0003287	CAEEL09759	HELIO_02350
OG0003288	CAEEL07836	HELIO_08221
OG0003289	CAEEL00474	HELIO_01128
OG0003290	CAEEL07995, CAEEL07996	HELIO_11498
OG0003291	CAEEL07282	HELIO_02174
OG0003293	CAEEL09078	HELIO_08360
OG0003296	CAEEL07972	HELIO_04825
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	HELIO_06575
OG0003298	CAEEL00404	HELIO_02188
OG0003300	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626	HELIO_08594, HELIO_10525
OG0003302	CAEEL11405	HELIO_00429
OG0003303	CAEEL08080	HELIO_02870
OG0003306	CAEEL11131	HELIO_02826
OG0003307	CAEEL09527	HELIO_09634
OG0003309	CAEEL07134	HELIO_10103
OG0003311	CAEEL06729	HELIO_05785
OG0003316	CAEEL06426	HELIO_04955
OG0003317	CAEEL11191	HELIO_04704, HELIO_06602
OG0003318	CAEEL00777	HELIO_09114
OG0003320	CAEEL05307	HELIO_07667
OG0003323	CAEEL08557, CAEEL08556	HELIO_10464
OG0003325	CAEEL11598	HELIO_09071
OG0003327	CAEEL15863	HELIO_12534
OG0003328	CAEEL07600, CAEEL14983, CAEEL18520	HELIO_07523
OG0003330	CAEEL02745	HELIO_07578, HELIO_05577
OG0003331	CAEEL07758	HELIO_02767
OG0003332	CAEEL15994, CAEEL15100	HELIO_03785
OG0003333	CAEEL05869	HELIO_06153
OG0003335	CAEEL06219	HELIO_09042
OG0003336	CAEEL18158	HELIO_03867
OG0003337	CAEEL05608	HELIO_01038
OG0003340	CAEEL05767	HELIO_01544, HELIO_01545
OG0003341	CAEEL15411	HELIO_12055
OG0003343	CAEEL02966	HELIO_10253
OG0003344	CAEEL04271	HELIO_01718
OG0003348	CAEEL00995	HELIO_06884
OG0003349	CAEEL11343	HELIO_12164
OG0003350	CAEEL18859	HELIO_03656
OG0003354	CAEEL07057	HELIO_00644
OG0003356	CAEEL05068	HELIO_03350
OG0003357	CAEEL05202	HELIO_00345
OG0003358	CAEEL15398	HELIO_01492
OG0003359	CAEEL08412	HELIO_03690, HELIO_03689
OG0003360	CAEEL09119	HELIO_10234
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	HELIO_12352
OG0003364	CAEEL06262	HELIO_10249
OG0003366	CAEEL13316, CAEEL13290	HELIO_04839
OG0003368	CAEEL04652	HELIO_01416
OG0003369	CAEEL11911	HELIO_06850
OG0003370	CAEEL19630, CAEEL09274	HELIO_11000
OG0003372	CAEEL04956	HELIO_02230
OG0003374	CAEEL09698	HELIO_02124
OG0003375	CAEEL04860	HELIO_02027
OG0003377	CAEEL19646	HELIO_08558
OG0003378	CAEEL04638	HELIO_09467
OG0003380	CAEEL07698, CAEEL08643	HELIO_08129
OG0003384	CAEEL12353	HELIO_02989
OG0003386	CAEEL04616	HELIO_02832
OG0003387	CAEEL12649, CAEEL12648	HELIO_01155
OG0003392	CAEEL18713	HELIO_03752
OG0003394	CAEEL09212	HELIO_05269
OG0003419	CAEEL20583, CAEEL07865	HELIO_02457
OG0003421	CAEEL18393	HELIO_01521
OG0003425	CAEEL12188	HELIO_11455
OG0003426	CAEEL06462	HELIO_05969
OG0003429	CAEEL00390	HELIO_03900
OG0003430	CAEEL05290	HELIO_07216
OG0003431	CAEEL20649	HELIO_02627
OG0003433	CAEEL17744	HELIO_11340
OG0003434	CAEEL08434	HELIO_08552
OG0003435	CAEEL04157	HELIO_06428
OG0003439	CAEEL10524	HELIO_01786
OG0003443	CAEEL18884	HELIO_11420
OG0003444	CAEEL04842	HELIO_08929
OG0003448	CAEEL01220	HELIO_06243
OG0003450	CAEEL06420	HELIO_01298
OG0003451	CAEEL02776, CAEEL02805	HELIO_02050, HELIO_02049, HELIO_04392
OG0003453	CAEEL11697	HELIO_03721
OG0003454	CAEEL07771	HELIO_07210
OG0003455	CAEEL01134	HELIO_04761
OG0003456	CAEEL00212, CAEEL00213	HELIO_11022
OG0003457	CAEEL19244	HELIO_03135
OG0003459	CAEEL16050	HELIO_07845
OG0003460	CAEEL19133	HELIO_03777
OG0003462	CAEEL11837	HELIO_10720
OG0003463	CAEEL07464	HELIO_02234
OG0003464	CAEEL15673	HELIO_08682, HELIO_08683
OG0003465	CAEEL00222	HELIO_11762
OG0003466	CAEEL06482	HELIO_07353, HELIO_00851
OG0003467	CAEEL09664	HELIO_09150, HELIO_09149
OG0003468	CAEEL10655	HELIO_03925
OG0003472	CAEEL07680, CAEEL07681	HELIO_03492
OG0003473	CAEEL09171	HELIO_10680
OG0003475	CAEEL01731	HELIO_09101, HELIO_09102
OG0003477	CAEEL02502	HELIO_08724
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	HELIO_07187
OG0003479	CAEEL12384	HELIO_04296
OG0003480	CAEEL01792	HELIO_09170
OG0003487	CAEEL02123	HELIO_01481
OG0003489	CAEEL00223	HELIO_11702
OG0003491	CAEEL18627, CAEEL05479	HELIO_12169
OG0003498	CAEEL16452	HELIO_09734
OG0003500	CAEEL01330, CAEEL01125	HELIO_10237
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	HELIO_00872
OG0003502	CAEEL02400, CAEEL02281	HELIO_11773
OG0003503	CAEEL04457, CAEEL04454	HELIO_07145
OG0003505	CAEEL07950	HELIO_03524
OG0003506	CAEEL05248	HELIO_08087
OG0003507	CAEEL05679	HELIO_09678
OG0003508	CAEEL17418	HELIO_02722
OG0003509	CAEEL04891	HELIO_11968
OG0003510	CAEEL01116	HELIO_01753
OG0003511	CAEEL08351	HELIO_09304
OG0003513	CAEEL07182	HELIO_06774
OG0003514	CAEEL12733, CAEEL12734	HELIO_08202
OG0003515	CAEEL06636	HELIO_01150
OG0003517	CAEEL05196	HELIO_00750
OG0003518	CAEEL01719	HELIO_01357
OG0003519	CAEEL07239	HELIO_05466
OG0003522	CAEEL06276	HELIO_08738
OG0003523	CAEEL18694	HELIO_02927
OG0003524	CAEEL04264, CAEEL04265	HELIO_04962, HELIO_06954, HELIO_06651
OG0003526	CAEEL16001	HELIO_09793
OG0003528	CAEEL00365	HELIO_06120
OG0003531	CAEEL15168, CAEEL18062	HELIO_05168
OG0003532	CAEEL05027	HELIO_02994
OG0003538	CAEEL11099	HELIO_07947
OG0003539	CAEEL05895	HELIO_06853
OG0003541	CAEEL01632	HELIO_02897
OG0003542	CAEEL01115	HELIO_10371
OG0003543	CAEEL08637	HELIO_01891
OG0003544	CAEEL06236, CAEEL08896	HELIO_03400
OG0003545	CAEEL12984	HELIO_05328
OG0003548	CAEEL19888	HELIO_03258
OG0003550	CAEEL06728	HELIO_10135
OG0003551	CAEEL05919	HELIO_11131
OG0003552	CAEEL18151	HELIO_01828
OG0003554	CAEEL05099	HELIO_04654
OG0003556	CAEEL11919	HELIO_04836, HELIO_07224
OG0003560	CAEEL04113	HELIO_02403
OG0003561	CAEEL01643	HELIO_03510
OG0003562	CAEEL19208, CAEEL04183	HELIO_07501
OG0003563	CAEEL07782	HELIO_02254
OG0003564	CAEEL18104	HELIO_08585
OG0003566	CAEEL04245	HELIO_03423
OG0003567	CAEEL15549	HELIO_02904
OG0003569	CAEEL10722	HELIO_07355
OG0003570	CAEEL08761	HELIO_06559
OG0003571	CAEEL00659	HELIO_02351
OG0003573	CAEEL10174, CAEEL18886	HELIO_09111
OG0003577	CAEEL07169	HELIO_10105
OG0003578	CAEEL08037	HELIO_08279, HELIO_08278
OG0003579	CAEEL10103	HELIO_05944
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	HELIO_09020
OG0003582	CAEEL10165, CAEEL10958	HELIO_04947
OG0003597	CAEEL05204	HELIO_02664
OG0003598	CAEEL20069	HELIO_10451
OG0003599	CAEEL01022	HELIO_08540
OG0003604	CAEEL08873	HELIO_00754
OG0003606	CAEEL01180	HELIO_00969
OG0003607	CAEEL05764	HELIO_09021
OG0003611	CAEEL15351	HELIO_01894
OG0003612	CAEEL12107	HELIO_04409
OG0003613	CAEEL10330	HELIO_01893
OG0003615	CAEEL04572	HELIO_01584
