Orthogroup	CAEEL	CAPO3
OG0003564	CAEEL18104	CAPO300720
OG0003566	CAEEL04246, CAEEL04245	CAPO300164
OG0003567	CAEEL15549	CAPO307296
OG0003569	CAEEL10722	CAPO306390
OG0003570	CAEEL08761	CAPO305849
OG0003573	CAEEL10174, CAEEL18886	CAPO300904
OG0003577	CAEEL07169	CAPO306764
OG0003578	CAEEL08037	CAPO307426
OG0003579	CAEEL10103	CAPO300766
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177
OG0003582	CAEEL10165, CAEEL10958	CAPO302819
OG0003599	CAEEL01022	CAPO301420
OG0003607	CAEEL05764	CAPO301867
OG0003611	CAEEL15351	CAPO306320
OG0003612	CAEEL12107	CAPO304993
OG0003613	CAEEL10330	CAPO305029
OG0003617	CAEEL00622	CAPO301490
OG0003618	CAEEL10379	CAPO302109
OG0003619	CAEEL19948, CAEEL09130	CAPO304837
OG0003620	CAEEL05074	CAPO306673
OG0003621	CAEEL18738	CAPO302199
OG0003624	CAEEL11456	CAPO303633
OG0003630	CAEEL01945	CAPO308012
OG0003632	CAEEL04287	CAPO300941
OG0003638	CAEEL01092, CAEEL14206	CAPO305555
OG0003640	CAEEL01151	CAPO301244
OG0003641	CAEEL02290	CAPO300746
OG0003644	CAEEL07060	CAPO304835
OG0003645	CAEEL08952	CAPO307108
OG0003646	CAEEL04268	CAPO304914
OG0003647	CAEEL08061	CAPO306638
OG0003649	CAEEL02106	CAPO301930
OG0003650	CAEEL01596	CAPO306633
OG0003652	CAEEL00198, CAEEL00197	CAPO300427
OG0003655	CAEEL01543	CAPO303553
OG0003656	CAEEL00717	CAPO301350
OG0003657	CAEEL18724	CAPO305783
OG0003658	CAEEL17892	CAPO303162
OG0003659	CAEEL00820	CAPO302655
OG0003661	CAEEL11758	CAPO300815
OG0003664	CAEEL10164	CAPO305504
OG0003666	CAEEL12155	CAPO300690
OG0003667	CAEEL14775	CAPO303859
OG0003668	CAEEL09161, CAEEL09163	CAPO300260
OG0003669	CAEEL08786, CAEEL08784	CAPO305883
OG0003672	CAEEL12653	CAPO300582
OG0003676	CAEEL00672	CAPO304948
OG0003677	CAEEL08632	CAPO300011
OG0003679	CAEEL14380	CAPO304696
OG0003680	CAEEL10627	CAPO300884
OG0003686	CAEEL01983	CAPO302144
OG0003688	CAEEL03025	CAPO307252
OG0003689	CAEEL07514	CAPO301215
OG0003690	CAEEL08798	CAPO307478
OG0003693	CAEEL09517	CAPO302269
OG0003694	CAEEL08779	CAPO307654
OG0003695	CAEEL18980	CAPO303363
OG0003696	CAEEL15341	CAPO304903
OG0003697	CAEEL07546	CAPO307718
OG0003698	CAEEL05872	CAPO306302
OG0003700	CAEEL08489	CAPO304411
OG0003703	CAEEL05947	CAPO305764
OG0003704	CAEEL02747	CAPO308213
OG0003710	CAEEL05057	CAPO301647
OG0003712	CAEEL12274	CAPO300556
OG0003716	CAEEL00239	CAPO303976
OG0003718	CAEEL00456	CAPO307310
OG0003719	CAEEL01088	CAPO300227
OG0003720	CAEEL18727	CAPO300371
OG0003721	CAEEL19092	CAPO300976, CAPO300975
OG0003724	CAEEL04996	CAPO308007
OG0003729	CAEEL01397	CAPO307394
OG0003731	CAEEL14842	CAPO304053
OG0003732	CAEEL10948	CAPO306498
OG0003733	CAEEL05542	CAPO305671
OG0003734	CAEEL18003, CAEEL10089	CAPO305564
OG0003735	CAEEL04830, CAEEL04829	CAPO308150
OG0003739	CAEEL06789	CAPO300467
OG0003740	CAEEL07837	CAPO307238
OG0003741	CAEEL07870	CAPO305770
OG0003743	CAEEL12238	CAPO302360
OG0003745	CAEEL16018, CAEEL17606	CAPO307585
OG0003749	CAEEL20507	CAPO306992
OG0003750	CAEEL05076	CAPO304840
OG0003752	CAEEL04520	CAPO306304
OG0003754	CAEEL19668, CAEEL05669	CAPO305643
OG0003755	CAEEL09173	CAPO300113
OG0003756	CAEEL01606	CAPO307901
OG0003758	CAEEL05748	CAPO308214
OG0003759	CAEEL09625	CAPO307476
OG0003761	CAEEL19863	CAPO301690
OG0003764	CAEEL15954	CAPO300879
OG0003767	CAEEL07794	CAPO301363
OG0003771	CAEEL18560, CAEEL05367	CAPO300755
OG0003776	CAEEL14271	CAPO306521
OG0003778	CAEEL10576	CAPO302558
OG0003779	CAEEL12785	CAPO304919
OG0003798	CAEEL11938	CAPO300229
OG0003803	CAEEL19629	CAPO307540
OG0003806	CAEEL10842	CAPO304817
OG0003807	CAEEL06933	CAPO308021
OG0003808	CAEEL08177	CAPO308095
OG0003811	CAEEL07020	CAPO302863
OG0003812	CAEEL07296	CAPO300349
OG0003813	CAEEL10820	CAPO305053
OG0003818	CAEEL15512	CAPO306945
OG0003824	CAEEL17849	CAPO300109
OG0003826	CAEEL02634	CAPO303948
OG0003827	CAEEL04098	CAPO302156
OG0003829	CAEEL08428	CAPO304825
OG0003831	CAEEL08097	CAPO301320
OG0003833	CAEEL05813, CAEEL14180	CAPO305448
OG0003834	CAEEL00145	CAPO307203
OG0003837	CAEEL11909, CAEEL11910	CAPO304430
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	CAPO304061, CAPO304064
OG0003839	CAEEL11415	CAPO300238, CAPO301543, CAPO307066
OG0003840	CAEEL01767	CAPO300299
OG0003843	CAEEL14293	CAPO301582
OG0003845	CAEEL16327	CAPO302000
OG0003846	CAEEL00811, CAEEL18648	CAPO300905
OG0003847	CAEEL07371	CAPO301495
OG0003847	CAEEL06874	CAPO300400
OG0003848	CAEEL08837	CAPO305229, CAPO305228
OG0003850	CAEEL11705	CAPO306458
OG0003851	CAEEL08777	CAPO301154
OG0003852	CAEEL00155	CAPO302241
OG0003853	CAEEL13793	CAPO308238
OG0003854	CAEEL01789	CAPO306385
OG0003855	CAEEL18132	CAPO304198
OG0003856	CAEEL07428	CAPO308004
OG0003857	CAEEL19675	CAPO302185
OG0003858	CAEEL06932	CAPO300728
OG0003863	CAEEL18943	CAPO300200
OG0003864	CAEEL01846	CAPO300087
OG0003865	CAEEL02514	CAPO304904
OG0003866	CAEEL00295	CAPO302683
OG0003867	CAEEL15761	CAPO301767
OG0003868	CAEEL18485	CAPO306848
OG0003869	CAEEL00094	CAPO307094
OG0003870	CAEEL17745	CAPO305132
OG0003871	CAEEL20153	CAPO304659
OG0003872	CAEEL14869	CAPO300319
OG0003873	CAEEL07437	CAPO305775
OG0003875	CAEEL00868	CAPO303382
OG0003876	CAEEL04369	CAPO307728
OG0003879	CAEEL00338, CAEEL01399	CAPO304906
OG0003881	CAEEL12169	CAPO303685
OG0003886	CAEEL10383	CAPO304109
OG0003887	CAEEL09446	CAPO307036
OG0003888	CAEEL00249	CAPO302763
OG0003892	CAEEL11760	CAPO307708
OG0003893	CAEEL05797	CAPO300022
OG0003894	CAEEL01425	CAPO302778
OG0003897	CAEEL07613	CAPO303759
OG0003898	CAEEL05728	CAPO307893, CAPO307749, CAPO306069
OG0003900	CAEEL08813	CAPO301714
OG0003901	CAEEL00786, CAEEL18671	CAPO301256
OG0003904	CAEEL00419	CAPO305947
OG0003906	CAEEL00814	CAPO301369
OG0003908	CAEEL00218	CAPO301425
OG0003908	CAEEL08148	CAPO308216
OG0003909	CAEEL09488, CAEEL14422	CAPO301220
OG0003910	CAEEL08553	CAPO302786
OG0003911	CAEEL20590	CAPO305312
OG0003912	CAEEL02731	CAPO307896
OG0003913	CAEEL05199	CAPO306587
OG0003914	CAEEL19029	CAPO301224
OG0003915	CAEEL04887	CAPO304633
OG0003917	CAEEL07507	CAPO306797
OG0003920	CAEEL00358	CAPO301554
OG0003921	CAEEL14832, CAEEL18358	CAPO300430
OG0003922	CAEEL11421, CAEEL11420	CAPO304241
OG0003924	CAEEL01297	CAPO302790
OG0003925	CAEEL04108	CAPO301662
OG0003926	CAEEL10754, CAEEL19332	CAPO303036
OG0003929	CAEEL00949	CAPO303872
OG0003930	CAEEL05047	CAPO301599
OG0003931	CAEEL15548	CAPO304399
OG0003932	CAEEL12182, CAEEL12183	CAPO300048, CAPO300047
OG0003934	CAEEL10046	CAPO301204
OG0003936	CAEEL00465	CAPO302163
OG0003938	CAEEL07167	CAPO305166
OG0003939	CAEEL04128	CAPO303853
OG0003942	CAEEL11070	CAPO300632
OG0003944	CAEEL05219	CAPO300493
OG0003945	CAEEL17988	CAPO300812
OG0003946	CAEEL18782	CAPO303843
OG0003947	CAEEL16177	CAPO306325
OG0003950	CAEEL05823	CAPO307097
OG0003954	CAEEL11860	CAPO304758
OG0003955	CAEEL08204	CAPO304097
OG0003959	CAEEL18903	CAPO304028
OG0003961	CAEEL10706	CAPO303890
OG0003965	CAEEL09858, CAEEL18478	CAPO302867
OG0003969	CAEEL01428, CAEEL15342	CAPO304197
OG0003971	CAEEL03035	CAPO301852
OG0003972	CAEEL09414	CAPO308018
OG0003973	CAEEL17822	CAPO307513
OG0003999	CAEEL08414	CAPO306327
OG0004000	CAEEL02254	CAPO302913
OG0004005	CAEEL09757	CAPO305860, CAPO302213
OG0004007	CAEEL08380, CAEEL20738	CAPO307105
OG0004009	CAEEL10425	CAPO305072
OG0004010	CAEEL11606	CAPO303524
OG0004012	CAEEL08889	CAPO308011
OG0004014	CAEEL07353	CAPO303473
OG0004015	CAEEL03765	CAPO305112
OG0004016	CAEEL09802	CAPO303609
OG0004017	CAEEL08935	CAPO308124
OG0004023	CAEEL00807	CAPO307204
OG0004027	CAEEL07583	CAPO301145
OG0004031	CAEEL15887	CAPO306218
OG0004032	CAEEL15185	CAPO300291
OG0004033	CAEEL15848	CAPO304862
OG0004035	CAEEL06509	CAPO301995
OG0004037	CAEEL05545	CAPO306482
OG0004038	CAEEL04280	CAPO307927
OG0004041	CAEEL06388	CAPO306646
OG0004042	CAEEL00958	CAPO302696
OG0004044	CAEEL07379	CAPO300275
OG0004047	CAEEL19277, CAEEL00270	CAPO304083
OG0004048	CAEEL05729	CAPO304654
OG0004053	CAEEL01273	CAPO301919
OG0004054	CAEEL15244	CAPO308277
OG0004056	CAEEL01652	CAPO306031
OG0004058	CAEEL01468	CAPO301904
OG0004059	CAEEL14867	CAPO301877
OG0004063	CAEEL02350	CAPO300628
OG0004064	CAEEL00654	CAPO304453
OG0004065	CAEEL05056	CAPO304029
OG0004067	CAEEL02869	CAPO301812
OG0004068	CAEEL10640	CAPO301030
OG0004069	CAEEL01498	CAPO307785
OG0004071	CAEEL00928	CAPO306388
OG0004072	CAEEL09095, CAEEL07075	CAPO305194
OG0004076	CAEEL07566	CAPO307967
OG0004080	CAEEL12810	CAPO305236
OG0004081	CAEEL18163	CAPO301069
OG0004084	CAEEL14072	CAPO300193
OG0004085	CAEEL04587	CAPO307782
OG0004090	CAEEL02918	CAPO304280
OG0004091	CAEEL04573	CAPO307795
OG0004092	CAEEL07326	CAPO301516
OG0004093	CAEEL18523	CAPO303612
OG0004095	CAEEL02755	CAPO302216
OG0004096	CAEEL09363	CAPO306070
OG0004097	CAEEL05789	CAPO300790
OG0004099	CAEEL07071	CAPO306437
OG0004100	CAEEL19773	CAPO306356
OG0004101	CAEEL10753	CAPO303749, CAPO302702
OG0004103	CAEEL10626	CAPO306700
OG0004104	CAEEL04801	CAPO303684
OG0004105	CAEEL05115	CAPO308098
OG0004106	CAEEL04225	CAPO303386
OG0004110	CAEEL01260	CAPO300855
OG0004112	CAEEL00522	CAPO304610
OG0004113	CAEEL09663	CAPO305835
OG0004114	CAEEL13365	CAPO301854
OG0004115	CAEEL05975	CAPO306386
OG0004116	CAEEL17798	CAPO303186
OG0004118	CAEEL09754	CAPO306139
OG0004119	CAEEL00177	CAPO303741
OG0004120	CAEEL09396	CAPO303757
OG0004123	CAEEL05731	CAPO304624
OG0004124	CAEEL02724, CAEEL02723	CAPO302738
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	CAPO306895
OG0004130	CAEEL02356	CAPO307075
OG0004133	CAEEL05363	CAPO305598
OG0004134	CAEEL07495	CAPO304433
OG0004136	CAEEL04479	CAPO307338
OG0004142	CAEEL10168	CAPO300440
OG0004144	CAEEL00709	CAPO302917
OG0004148	CAEEL07951	CAPO301152
OG0004151	CAEEL01499	CAPO307015
OG0004153	CAEEL11562	CAPO305022
OG0004156	CAEEL05393	CAPO307556
OG0004158	CAEEL00394	CAPO302219
OG0004160	CAEEL08700	CAPO302118
OG0004164	CAEEL10119	CAPO306879
OG0004166	CAEEL04359	CAPO300703
OG0004167	CAEEL14218	CAPO305574
OG0004168	CAEEL08233	CAPO303881
OG0004169	CAEEL01556	CAPO302967
OG0004170	CAEEL10605	CAPO305320
OG0004171	CAEEL11852	CAPO305810
OG0004176	CAEEL01489	CAPO304072
OG0004179	CAEEL10656	CAPO304392
OG0004181	CAEEL13830	CAPO304353
OG0004182	CAEEL14269	CAPO305817
OG0004184	CAEEL15780, CAEEL15781	CAPO302251
OG0004186	CAEEL13926	CAPO307615
OG0004187	CAEEL02068	CAPO301572
OG0004188	CAEEL15410	CAPO308209
OG0004198	CAEEL12770	CAPO302636
OG0004215	CAEEL08870	CAPO307025
OG0004216	CAEEL02995	CAPO304745
OG0004217	CAEEL08020	CAPO300553
OG0004219	CAEEL00713	CAPO302642
OG0004222	CAEEL05571	CAPO307934
OG0004223	CAEEL05790	CAPO308310
OG0004227	CAEEL05233	CAPO302252
OG0004228	CAEEL13669	CAPO303492
OG0004230	CAEEL07897	CAPO305821
OG0004231	CAEEL00452	CAPO300312
OG0004232	CAEEL03690	CAPO301443
OG0004235	CAEEL09358	CAPO306795
OG0004236	CAEEL15188	CAPO301760
OG0004237	CAEEL07362	CAPO301645
OG0004240	CAEEL11686	CAPO301736
OG0004241	CAEEL20251	CAPO304693
OG0004243	CAEEL01439	CAPO302349
OG0004245	CAEEL11730	CAPO301120
OG0004246	CAEEL17853	CAPO307710
OG0004248	CAEEL11465	CAPO306807
OG0004249	CAEEL17634	CAPO302316
OG0004250	CAEEL16187	CAPO305518
OG0004252	CAEEL07003	CAPO305536
OG0004254	CAEEL05989	CAPO304883
OG0004257	CAEEL01608	CAPO305171
OG0004258	CAEEL00939	CAPO301342
OG0004259	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028	CAPO301048
OG0004261	CAEEL04677	CAPO305950
OG0004263	CAEEL04092, CAEEL20329	CAPO304844
OG0004269	CAEEL07842	CAPO308233
OG0004270	CAEEL02066	CAPO303791
OG0004271	CAEEL10494	CAPO303178
OG0004273	CAEEL04799	CAPO300380
OG0004278	CAEEL07238	CAPO303739
OG0004280	CAEEL16211, CAEEL16212	CAPO302169
OG0004282	CAEEL18359, CAEEL13638	CAPO306035
OG0004283	CAEEL08314	CAPO301216
OG0004284	CAEEL08527	CAPO303039
OG0004285	CAEEL01238	CAPO306621
OG0004287	CAEEL00835	CAPO305534
OG0004288	CAEEL01059	CAPO302203
OG0004289	CAEEL02984	CAPO307509
OG0004291	CAEEL04748	CAPO300943, CAPO306696
OG0004292	CAEEL15301	CAPO301407
OG0004295	CAEEL03919	CAPO300437
OG0004296	CAEEL12316	CAPO305828
OG0004297	CAEEL19228	CAPO306140
OG0004299	CAEEL07283	CAPO307863
OG0004301	CAEEL07551	CAPO305855
OG0004302	CAEEL07295	CAPO307149
OG0004303	CAEEL12783	CAPO306261
OG0004304	CAEEL17137	CAPO307407
OG0004305	CAEEL02874	CAPO306704
OG0004307	CAEEL00090	CAPO306787
OG0004308	CAEEL00320	CAPO302385
OG0004309	CAEEL13877	CAPO304021
OG0004310	CAEEL02565	CAPO306903
OG0004312	CAEEL05846	CAPO306752
OG0004314	CAEEL00001	CAPO301283
OG0004316	CAEEL10340	CAPO300656
OG0004321	CAEEL11975	CAPO306639
OG0004324	CAEEL07830	CAPO300240
OG0004328	CAEEL00916	CAPO305261
OG0004329	CAEEL16040	CAPO302035
OG0004330	CAEEL15513	CAPO305393
OG0004331	CAEEL11038	CAPO305384
OG0004333	CAEEL19900	CAPO303439
OG0004335	CAEEL09206	CAPO302791
OG0004337	CAEEL11698, CAEEL01133	CAPO300958
OG0004338	CAEEL07793	CAPO300828
OG0004344	CAEEL16267	CAPO307152
OG0004345	CAEEL06934	CAPO306847
OG0004347	CAEEL07276	CAPO307703
OG0004348	CAEEL08518	CAPO306158
OG0004349	CAEEL06923, CAEEL06922	CAPO308184
OG0004350	CAEEL01588	CAPO300994
OG0004351	CAEEL08854	CAPO307239
OG0004353	CAEEL03078	CAPO306055, CAPO306087
OG0004355	CAEEL17139	CAPO303478
OG0004356	CAEEL10602	CAPO300159
OG0004357	CAEEL01908	CAPO303880
OG0004358	CAEEL10874	CAPO301323
OG0004359	CAEEL05118	CAPO305703
OG0004360	CAEEL08760	CAPO301752
OG0004361	CAEEL01764	CAPO308302
OG0004364	CAEEL05913	CAPO305213
OG0004365	CAEEL00507	CAPO305948
OG0004368	CAEEL20084	CAPO306084
OG0004369	CAEEL08210	CAPO305592
OG0004370	CAEEL03244, CAEEL09918	CAPO302143
OG0004372	CAEEL05609	CAPO304892
OG0004373	CAEEL05891	CAPO308311
OG0004374	CAEEL07100	CAPO306983
OG0004376	CAEEL08383	CAPO303203
OG0004377	CAEEL07838	CAPO303614
OG0004378	CAEEL08612	CAPO303140
OG0004379	CAEEL06174	CAPO300162
OG0004380	CAEEL04195	CAPO307847
OG0004381	CAEEL00194	CAPO300684
OG0004382	CAEEL06795	CAPO308307
OG0004388	CAEEL02922	CAPO303742
OG0004389	CAEEL16085, CAEEL05794	CAPO302416
OG0004390	CAEEL10569	CAPO300046
OG0004391	CAEEL09690	CAPO305468
OG0004392	CAEEL11311, CAEEL11312	CAPO303282, CAPO306870
OG0004394	CAEEL00556	CAPO305886
OG0004396	CAEEL05746	CAPO300955
OG0004398	CAEEL09179	CAPO307605, CAPO306029
OG0004399	CAEEL12106	CAPO301536
OG0004401	CAEEL08851	CAPO307684
OG0004402	CAEEL07455	CAPO301470
OG0004404	CAEEL00266	CAPO300907
OG0004413	CAEEL12414	CAPO301518
OG0004417	CAEEL04605	CAPO302119
OG0004423	CAEEL08323, CAEEL04481, CAEEL04480	CAPO306935
OG0004425	CAEEL04267	CAPO302090
OG0004426	CAEEL06644	CAPO301784
OG0004459	CAEEL09113	CAPO300459
OG0004460	CAEEL05618, CAEEL12160	CAPO307206
OG0004462	CAEEL07505	CAPO302893
OG0004465	CAEEL14659	CAPO303487
OG0004467	CAEEL18811, CAEEL08802	CAPO307496
OG0004468	CAEEL08068, CAEEL00974	CAPO307854
OG0004472	CAEEL02040	CAPO303803
OG0004474	CAEEL04978, CAEEL19704	CAPO300829
OG0004476	CAEEL09485	CAPO307856
OG0004479	CAEEL01982	CAPO303963
OG0004481	CAEEL01863	CAPO306702
OG0004484	CAEEL03718, CAEEL03716	CAPO302152
OG0004486	CAEEL02086	CAPO307639
OG0004489	CAEEL07471	CAPO305447
OG0004492	CAEEL12152, CAEEL01223	CAPO307196
OG0004494	CAEEL06691	CAPO306570
OG0004495	CAEEL00990	CAPO306359
OG0004496	CAEEL17616	CAPO303733
OG0004498	CAEEL07493	CAPO305224
OG0004500	CAEEL07302, CAEEL06408	CAPO301850
OG0004501	CAEEL02204	CAPO301840
OG0004506	CAEEL09652	CAPO305016
OG0004507	CAEEL02892	CAPO301894
OG0004509	CAEEL08073, CAEEL06714	CAPO300500
OG0004511	CAEEL00625	CAPO303457
OG0004513	CAEEL02074	CAPO303104
OG0004516	CAEEL02959, CAEEL09798	CAPO306036, CAPO307859
OG0004517	CAEEL19843	CAPO305332
OG0004518	CAEEL18955	CAPO306412
OG0004519	CAEEL09657	CAPO307914
OG0004520	CAEEL04837	CAPO300090
OG0004523	CAEEL05687	CAPO304989
OG0004525	CAEEL03911	CAPO303518
OG0004526	CAEEL07101	CAPO302498
OG0004532	CAEEL10922	CAPO300005
OG0004533	CAEEL01233	CAPO306022
OG0004535	CAEEL05920	CAPO307124
OG0004542	CAEEL08914	CAPO306706
OG0004544	CAEEL10954	CAPO306563
OG0004545	CAEEL06229	CAPO307212
OG0004546	CAEEL12390	CAPO306808
OG0004548	CAEEL05049	CAPO305113
OG0004551	CAEEL07605	CAPO301498
OG0004552	CAEEL14818	CAPO301361, CAPO306759
OG0004553	CAEEL01890	CAPO302768
OG0004554	CAEEL12132	CAPO300747
OG0004555	CAEEL01286	CAPO301994
OG0004558	CAEEL01825	CAPO307355
OG0004559	CAEEL01667	CAPO303756
OG0004563	CAEEL05628	CAPO303030
OG0004564	CAEEL15096	CAPO301873
OG0004565	CAEEL01480	CAPO303409
OG0004566	CAEEL08060	CAPO302081
OG0004569	CAEEL05747	CAPO303601
OG0004572	CAEEL15485	CAPO302719
OG0004573	CAEEL03080	CAPO302070, CAPO305859
OG0004574	CAEEL05144	CAPO300276
OG0004577	CAEEL02135, CAEEL02134	CAPO307905
OG0004578	CAEEL20390, CAEEL07197, CAEEL15445	CAPO307713
OG0004579	CAEEL12615	CAPO308171
OG0004581	CAEEL20357	CAPO305629
OG0004582	CAEEL14132	CAPO304857
OG0004583	CAEEL07667	CAPO301319
OG0004584	CAEEL07066	CAPO307051
OG0004585	CAEEL02092	CAPO307959
OG0004587	CAEEL08366	CAPO303576
OG0004588	CAEEL08586	CAPO307046
OG0004590	CAEEL07891	CAPO307910
OG0004592	CAEEL05824	CAPO307767
OG0004595	CAEEL08365	CAPO305901
OG0004596	CAEEL00832	CAPO301763
OG0004599	CAEEL18962	CAPO306185
OG0004602	CAEEL17403	CAPO307709
OG0004609	CAEEL01549, CAEEL18748	CAPO305274
OG0004610	CAEEL01077	CAPO308217
OG0004611	CAEEL06872	CAPO305879, CAPO305850
OG0004612	CAEEL17404	CAPO307176
OG0004616	CAEEL02677	CAPO302661, CAPO307774
OG0004619	CAEEL07756	CAPO306976
OG0004621	CAEEL01185	CAPO301592
OG0004626	CAEEL02718	CAPO304074
OG0004627	CAEEL03177, CAEEL14265	CAPO302578
OG0004628	CAEEL08879	CAPO300844
OG0004629	CAEEL06027	CAPO300874
OG0004630	CAEEL04593	CAPO300032
OG0004633	CAEEL05017, CAEEL04995, CAEEL07556	CAPO306431
OG0004634	CAEEL04100	CAPO306443
OG0004635	CAEEL00310	CAPO305826
OG0004638	CAEEL15951	CAPO300328
OG0004639	CAEEL10507	CAPO304960
OG0004640	CAEEL00547	CAPO305391
OG0004641	CAEEL19853	CAPO301192
OG0004642	CAEEL00483	CAPO303810
OG0004643	CAEEL14114	CAPO303111
OG0004644	CAEEL03030	CAPO308177
OG0004648	CAEEL08010	CAPO306796
OG0004649	CAEEL08731	CAPO308035
OG0004652	CAEEL00605	CAPO307126
OG0004654	CAEEL11750	CAPO304098
OG0004655	CAEEL08002	CAPO300932
OG0004656	CAEEL20024, CAEEL05907	CAPO306315
OG0004657	CAEEL03111	CAPO300965
OG0004658	CAEEL10598, CAEEL10597	CAPO302853
OG0004663	CAEEL07711	CAPO307060
OG0004664	CAEEL14781	CAPO304024
OG0004668	CAEEL08996	CAPO307032
OG0004669	CAEEL16538	CAPO301719
OG0004670	CAEEL02555	CAPO301141
OG0004671	CAEEL07417	CAPO303199
OG0004672	CAEEL13478, CAEEL04196	CAPO300788
OG0004674	CAEEL04819	CAPO301298
OG0004675	CAEEL00752	CAPO300152
OG0004678	CAEEL08038	CAPO306062
OG0004682	CAEEL05023	CAPO302643
OG0004685	CAEEL09080	CAPO300514
OG0004687	CAEEL14139	CAPO300850
OG0004690	CAEEL19211, CAEEL07164, CAEEL19526	CAPO302294
OG0004691	CAEEL06746	CAPO301832
OG0004694	CAEEL10169	CAPO302831
OG0004697	CAEEL08756	CAPO308157
OG0004699	CAEEL06377	CAPO305801
OG0004700	CAEEL14721	CAPO305394
OG0004703	CAEEL06877	CAPO302281
OG0004704	CAEEL18407	CAPO306248
OG0004708	CAEEL19872	CAPO302589
OG0004711	CAEEL00544	CAPO307614
OG0004728	CAEEL00538	CAPO306092
OG0004733	CAEEL14033	CAPO303723
OG0004738	CAEEL01347	CAPO307391
OG0004739	CAEEL11525, CAEEL11526	CAPO305372
OG0004740	CAEEL00607	CAPO303587
OG0004743	CAEEL09903	CAPO305537
OG0004744	CAEEL01018	CAPO307377
OG0004747	CAEEL05338	CAPO305266
OG0004749	CAEEL01493	CAPO303738
OG0004752	CAEEL01146	CAPO300189
OG0004753	CAEEL05745	CAPO307970
OG0004755	CAEEL05081	CAPO304664
OG0004756	CAEEL04839	CAPO300650
OG0004758	CAEEL07889	CAPO307791
OG0004759	CAEEL14427	CAPO301731
OG0004760	CAEEL04521	CAPO302986
OG0004761	CAEEL04717	CAPO301372
OG0004762	CAEEL04079	CAPO306336
OG0004763	CAEEL09072, CAEEL20382	CAPO303189
OG0004764	CAEEL08826	CAPO306665
OG0004765	CAEEL05458	CAPO300145
OG0004766	CAEEL11340	CAPO300107
OG0004767	CAEEL15300	CAPO304258
OG0004768	CAEEL15484	CAPO302814
OG0004769	CAEEL12780	CAPO305909
OG0004770	CAEEL01889	CAPO306549
OG0004774	CAEEL06238	CAPO302467
OG0004775	CAEEL13367, CAEEL13366	CAPO308292
OG0004781	CAEEL08433	CAPO302855
OG0004784	CAEEL12805	CAPO300506
OG0004785	CAEEL06884	CAPO301223
OG0004786	CAEEL08213	CAPO306813
OG0004787	CAEEL05444	CAPO300677
OG0004792	CAEEL07537	CAPO304121, CAPO301355
OG0004793	CAEEL04135, CAEEL04136	CAPO303691
OG0004794	CAEEL18384	CAPO302268
OG0004795	CAEEL08472	CAPO306522
OG0004797	CAEEL00938	CAPO308248
OG0004798	CAEEL13028, CAEEL13027	CAPO303882
OG0004803	CAEEL01421, CAEEL18833	CAPO306090
OG0004805	CAEEL12139	CAPO301148
OG0004808	CAEEL02473, CAEEL11207	CAPO300921
OG0004811	CAEEL01647	CAPO304670
OG0004812	CAEEL13048, CAEEL18140	CAPO300913
OG0004813	CAEEL00671	CAPO302301
OG0004814	CAEEL07145	CAPO305193
OG0004815	CAEEL20168	CAPO306099
OG0004816	CAEEL16537	CAPO306093
OG0004817	CAEEL06643	CAPO300646
OG0004819	CAEEL17427	CAPO303489
OG0004820	CAEEL02793	CAPO301474
OG0004822	CAEEL08056	CAPO303272
OG0004825	CAEEL11735	CAPO303625
OG0004826	CAEEL15579	CAPO302318
OG0004828	CAEEL10102	CAPO300795
OG0004829	CAEEL10445	CAPO306677
OG0004830	CAEEL14471	CAPO304259, CAPO301109
OG0004832	CAEEL07284	CAPO300644
OG0004833	CAEEL01811, CAEEL01810, CAEEL17285, CAEEL17797, CAEEL16922	CAPO307386, CAPO307385
OG0004835	CAEEL18124	CAPO307142
OG0004836	CAEEL07499	CAPO300476
OG0004837	CAEEL17416	CAPO306341
OG0004838	CAEEL14322	CAPO300483
OG0004840	CAEEL00561	CAPO301303
OG0004841	CAEEL02557	CAPO301073
OG0004842	CAEEL15435	CAPO307208
OG0004843	CAEEL04542	CAPO302296
OG0004844	CAEEL14096	CAPO308225
OG0004845	CAEEL00830	CAPO300244
OG0004849	CAEEL05685	CAPO302897
OG0004850	CAEEL08379	CAPO302165
OG0004851	CAEEL09166	CAPO304052
OG0004852	CAEEL08142	CAPO305241
OG0004853	CAEEL20498	CAPO306818
OG0004854	CAEEL02729	CAPO307677
OG0004855	CAEEL07990	CAPO307136
OG0004856	CAEEL19311	CAPO307877
OG0004858	CAEEL09152	CAPO306514
OG0004859	CAEEL09290	CAPO305955
OG0004861	CAEEL01470	CAPO300721
OG0004863	CAEEL15773	CAPO300215
OG0004864	CAEEL09721, CAEEL09722	CAPO306175
OG0004869	CAEEL07736	CAPO301505
OG0004873	CAEEL10496, CAEEL15348	CAPO305056
OG0004874	CAEEL06394	CAPO302314
OG0004875	CAEEL02867	CAPO305599
OG0004880	CAEEL10160	CAPO307520
