Orthogroup	CAEEL	HUMAN
OG0005784	CAEEL06573	HUMAN03494, HUMAN03493
OG0005786	CAEEL10727	HUMAN26853, HUMAN26852
OG0005787	CAEEL09127, CAEEL07672	HUMAN09566
OG0005788	CAEEL10819	HUMAN19301
OG0005789	CAEEL03291	HUMAN11351
OG0005790	CAEEL02850	HUMAN16973
OG0005792	CAEEL16683	HUMAN04755
OG0005793	CAEEL01631	HUMAN02603
OG0005794	CAEEL07859	HUMAN26157
OG0005796	CAEEL03619	HUMAN17241, HUMAN17242
OG0005797	CAEEL01710	HUMAN24259, HUMAN24258, HUMAN24261, HUMAN24260
OG0005798	CAEEL07896	HUMAN20999, HUMAN21000
OG0005799	CAEEL16039	HUMAN04889
OG0005800	CAEEL07429	HUMAN20575
OG0005802	CAEEL08747	HUMAN19641, HUMAN19643, HUMAN19642, HUMAN19640
OG0005803	CAEEL05218	HUMAN29621, HUMAN29620
OG0005804	CAEEL00293	HUMAN21187, HUMAN00939
OG0005805	CAEEL07935	HUMAN11786
OG0005807	CAEEL00886	HUMAN19470, HUMAN19481
OG0005811	CAEEL09170	HUMAN25063
OG0005812	CAEEL15514	HUMAN04715
OG0005813	CAEEL04957	HUMAN07422
OG0005814	CAEEL05572	HUMAN28461
OG0005815	CAEEL08558	HUMAN07357, HUMAN07358, HUMAN07359
OG0005816	CAEEL07974	HUMAN17030
OG0005817	CAEEL09003	HUMAN23252, HUMAN23251
OG0005818	CAEEL06548	HUMAN07049
OG0005819	CAEEL05194	HUMAN14639
OG0005821	CAEEL06500	HUMAN15709, HUMAN15710
OG0005822	CAEEL08544	HUMAN08942, HUMAN08941
OG0005823	CAEEL11398	HUMAN12262, HUMAN12261
OG0005824	CAEEL01511	HUMAN15087
OG0005826	CAEEL11564	HUMAN19678
OG0005827	CAEEL15915	HUMAN16910
OG0005829	CAEEL01850, CAEEL14048	HUMAN25667
OG0005831	CAEEL07627	HUMAN13302
OG0005832	CAEEL01641	HUMAN11415
OG0005833	CAEEL14838	HUMAN15567, HUMAN02506, HUMAN02505, HUMAN15566
OG0005834	CAEEL18574	HUMAN28669
OG0005835	CAEEL06739, CAEEL08580	HUMAN06641
OG0005836	CAEEL15554	HUMAN17354
OG0005837	CAEEL01073	HUMAN14796, HUMAN14797, HUMAN14795
OG0005838	CAEEL01222	HUMAN06200
OG0005840	CAEEL06791	HUMAN03637
OG0005843	CAEEL06200	HUMAN27874
OG0005845	CAEEL04187	HUMAN11736
OG0005846	CAEEL06779	HUMAN16998
OG0005847	CAEEL00400	HUMAN02578
OG0005848	CAEEL00240	HUMAN12726, HUMAN12725
OG0005849	CAEEL07640	HUMAN17993, HUMAN17992, HUMAN17991, HUMAN17990
OG0005850	CAEEL07059	HUMAN00822
OG0005851	CAEEL19454, CAEEL03023	HUMAN00983
OG0005853	CAEEL05937	HUMAN08638
OG0005854	CAEEL10962	HUMAN11426
OG0005857	CAEEL08143	HUMAN12246
OG0005858	CAEEL08865	HUMAN07107, HUMAN07110
OG0005859	CAEEL09237	HUMAN13950
OG0005860	CAEEL11464	HUMAN28799, HUMAN28798
OG0005861	CAEEL07847	HUMAN00857, HUMAN00856
OG0005863	CAEEL02059	HUMAN10279, HUMAN10278
OG0005864	CAEEL03066	HUMAN26271, HUMAN26272
OG0005865	CAEEL10526	HUMAN05412, HUMAN00325
OG0005866	CAEEL03116	HUMAN09287
OG0005869	CAEEL01472	HUMAN18879
OG0005870	CAEEL18863	HUMAN01294
OG0005871	CAEEL07046	HUMAN22356
OG0005874	CAEEL06734	HUMAN18205, HUMAN18204
OG0005875	CAEEL11121	HUMAN05239
OG0005876	CAEEL12583	HUMAN21436
OG0005877	CAEEL03535	HUMAN14167, HUMAN14166
OG0005878	CAEEL00506	HUMAN08616
OG0005879	CAEEL05884	HUMAN28048, HUMAN28050, HUMAN28049
OG0005880	CAEEL09863	HUMAN21082, HUMAN21083
OG0005883	CAEEL06255	HUMAN19804
OG0005884	CAEEL16531	HUMAN02481
OG0005886	CAEEL01824	HUMAN08656, HUMAN08655
OG0005888	CAEEL00435	HUMAN14602, HUMAN14601
OG0005889	CAEEL02553	HUMAN30596, HUMAN30597
OG0005890	CAEEL06540	HUMAN24996, HUMAN24995
OG0005892	CAEEL01618	HUMAN11062
OG0005893	CAEEL11380	HUMAN07723
OG0005895	CAEEL06441	HUMAN13085
OG0005897	CAEEL01303	HUMAN28934, HUMAN28935
OG0005898	CAEEL01957	HUMAN15791, HUMAN15792
OG0005899	CAEEL11728	HUMAN15102, HUMAN15101
OG0005901	CAEEL01230	HUMAN11352
OG0005903	CAEEL02733	HUMAN05251, HUMAN05250
OG0005909	CAEEL09260	HUMAN15058
OG0005914	CAEEL12252	HUMAN21110
OG0005918	CAEEL07911	HUMAN02249
OG0005919	CAEEL15775	HUMAN02147
OG0005921	CAEEL07408	HUMAN21169
OG0005922	CAEEL15520	HUMAN21472, HUMAN21471
OG0005924	CAEEL10631	HUMAN20767, HUMAN20766
OG0005928	CAEEL04878	HUMAN15022, HUMAN15020, HUMAN15019, HUMAN15021
OG0005929	CAEEL05898	HUMAN14787
OG0005930	CAEEL00275	HUMAN23533
OG0005931	CAEEL09476	HUMAN10003, HUMAN10001
OG0005932	CAEEL11316	HUMAN02887
OG0005933	CAEEL14434	HUMAN04904, HUMAN04903
OG0005936	CAEEL07303	HUMAN05060, HUMAN05059
OG0005937	CAEEL10539	HUMAN20373
OG0005938	CAEEL06000, CAEEL09583	HUMAN23271
OG0005940	CAEEL04134	HUMAN09306
OG0005941	CAEEL08713	HUMAN16850
OG0005943	CAEEL02014	HUMAN20274, HUMAN20273
OG0005946	CAEEL11452, CAEEL11968	HUMAN29857
OG0005947	CAEEL19240	HUMAN07807, HUMAN07805
OG0005949	CAEEL12005	HUMAN07213
OG0005950	CAEEL02721	HUMAN16572, HUMAN16573, HUMAN16574, HUMAN16571
OG0005952	CAEEL08042	HUMAN26262
OG0005953	CAEEL01826	HUMAN23466, HUMAN23460
OG0005957	CAEEL13678, CAEEL02860	HUMAN28675
OG0005960	CAEEL18529, CAEEL16584	HUMAN22222
OG0005963	CAEEL02429, CAEEL11102	HUMAN24419
OG0005965	CAEEL17925	HUMAN22249
OG0005966	CAEEL05490	HUMAN10284
OG0005967	CAEEL08429	HUMAN20085, HUMAN20084
OG0005968	CAEEL01646	HUMAN19242, HUMAN19241, HUMAN13818
OG0005969	CAEEL01577	HUMAN25091
OG0005970	CAEEL16383	HUMAN01307
OG0005973	CAEEL13364	HUMAN08375, HUMAN08374, HUMAN08373
OG0005974	CAEEL11184	HUMAN02132
OG0005975	CAEEL05822	HUMAN29764, HUMAN30591
OG0005976	CAEEL15581	HUMAN18021
OG0005977	CAEEL04186	HUMAN26922
OG0005978	CAEEL08320	HUMAN12549, HUMAN12548
OG0005980	CAEEL05471	HUMAN25057
OG0005982	CAEEL04709	HUMAN23416
OG0005984	CAEEL06514, CAEEL07173	HUMAN23298, HUMAN23297
OG0005985	CAEEL11206	HUMAN28784, HUMAN28783
OG0005987	CAEEL05677	HUMAN17615, HUMAN30224
OG0005989	CAEEL14108	HUMAN04205
OG0005991	CAEEL07604	HUMAN27054, HUMAN27055
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	HUMAN24934
OG0005995	CAEEL09469	HUMAN25084
OG0005997	CAEEL11505, CAEEL13118	HUMAN13831
OG0005998	CAEEL12651	HUMAN19908, HUMAN19909
OG0006000	CAEEL06731	HUMAN02530
OG0006003	CAEEL12475	HUMAN14618
OG0006004	CAEEL01451	HUMAN17755, HUMAN06434
OG0006005	CAEEL08818	HUMAN24132
OG0006008	CAEEL11432	HUMAN13449
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	HUMAN28513
OG0006010	CAEEL07462	HUMAN04565, HUMAN04564
OG0006011	CAEEL06588	HUMAN13059, HUMAN13057, HUMAN13058
OG0006022	CAEEL20451	HUMAN01463, HUMAN01964
OG0006025	CAEEL03361, CAEEL12698	HUMAN28193, HUMAN28198, HUMAN19003, HUMAN19004
OG0006031	CAEEL00264	HUMAN09397, HUMAN09398, HUMAN09399, HUMAN23463, HUMAN23457, HUMAN23465, HUMAN23459, HUMAN23458, HUMAN23464
OG0006059	CAEEL09710	HUMAN28374
OG0006062	CAEEL08027	HUMAN10403, HUMAN10404, HUMAN10402
OG0006063	CAEEL09563	HUMAN23816
OG0006064	CAEEL11646	HUMAN23900, HUMAN23901
OG0006066	CAEEL07776	HUMAN21362
OG0006069	CAEEL08597	HUMAN26614, HUMAN26615
OG0006072	CAEEL09063	HUMAN17123, HUMAN17124
OG0006073	CAEEL15279	HUMAN15872, HUMAN15873, HUMAN15874
OG0006074	CAEEL15694	HUMAN08735
OG0006075	CAEEL05481	HUMAN25111, HUMAN25113, HUMAN25112
OG0006079	CAEEL06022	HUMAN10020
OG0006083	CAEEL10880	HUMAN26973
OG0006085	CAEEL07121	HUMAN05831, HUMAN05833, HUMAN05832
OG0006086	CAEEL05357	HUMAN24766, HUMAN24767
OG0006087	CAEEL10339	HUMAN09228, HUMAN09229
OG0006090	CAEEL06249	HUMAN02549, HUMAN02551
OG0006095	CAEEL03714	HUMAN14590, HUMAN14591
OG0006096	CAEEL08930	HUMAN07332
OG0006098	CAEEL17792	HUMAN24463
OG0006101	CAEEL04363	HUMAN09929, HUMAN09927
OG0006104	CAEEL15552	HUMAN13307, HUMAN13306
OG0006106	CAEEL09939	HUMAN01288
OG0006108	CAEEL07908	HUMAN19308, HUMAN24804
OG0006110	CAEEL15606	HUMAN00146
OG0006111	CAEEL06592	HUMAN04097
OG0006113	CAEEL00297	HUMAN27782
OG0006114	CAEEL02929	HUMAN20879
OG0006116	CAEEL14600	HUMAN04926
OG0006117	CAEEL15839	HUMAN13387
OG0006118	CAEEL05175	HUMAN23165
OG0006119	CAEEL19837	HUMAN22103
OG0006120	CAEEL19875	HUMAN17280
OG0006121	CAEEL01535	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269
OG0006122	CAEEL06423	HUMAN12964, HUMAN12963
OG0006124	CAEEL00683	HUMAN17200, HUMAN17199
OG0006125	CAEEL12098	HUMAN15346
OG0006126	CAEEL09062	HUMAN14608
OG0006127	CAEEL08699	HUMAN11301
OG0006128	CAEEL01734	HUMAN11291
OG0006129	CAEEL15436	HUMAN22337
OG0006130	CAEEL19047	HUMAN24930
OG0006131	CAEEL08997	HUMAN10340, HUMAN10341
OG0006134	CAEEL05080	HUMAN23158, HUMAN23157
OG0006135	CAEEL16406	HUMAN03432
OG0006137	CAEEL01021	HUMAN00743
OG0006140	CAEEL06530	HUMAN26387
OG0006141	CAEEL00813	HUMAN09892
OG0006144	CAEEL12775	HUMAN04932
OG0006145	CAEEL00765, CAEEL00923	HUMAN00147
OG0006147	CAEEL11314	HUMAN01348
OG0006152	CAEEL01636	HUMAN25623
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	HUMAN22991
OG0006156	CAEEL13825	HUMAN26659
OG0006160	CAEEL08936	HUMAN02882
OG0006162	CAEEL06160	HUMAN14160
OG0006163	CAEEL00653	HUMAN09410
OG0006164	CAEEL01158	HUMAN04454, HUMAN04456
OG0006165	CAEEL15774	HUMAN18893
OG0006168	CAEEL05152	HUMAN14603
OG0006169	CAEEL08537	HUMAN05182
OG0006171	CAEEL01756	HUMAN00716
OG0006172	CAEEL14351	HUMAN08772, HUMAN08771
OG0006176	CAEEL05930	HUMAN15034
OG0006177	CAEEL04212	HUMAN04270, HUMAN04269
OG0006180	CAEEL09925	HUMAN14035
OG0006181	CAEEL14722	HUMAN15352
OG0006182	CAEEL06387	HUMAN12689
OG0006183	CAEEL19366	HUMAN20217, HUMAN20218
OG0006185	CAEEL01692	HUMAN27818
OG0006187	CAEEL00902	HUMAN01890
OG0006188	CAEEL02058	HUMAN28717
OG0006191	CAEEL06280, CAEEL06279	HUMAN23679
OG0006195	CAEEL08079	HUMAN10454, HUMAN10455
OG0006196	CAEEL06224, CAEEL06189	HUMAN21725
OG0006200	CAEEL11329	HUMAN23006, HUMAN23007, HUMAN23008
OG0006202	CAEEL07568	HUMAN08134, HUMAN08133
OG0006208	CAEEL00204	HUMAN15001
OG0006209	CAEEL11287	HUMAN23230, HUMAN23231
OG0006210	CAEEL00160	HUMAN23180
OG0006213	CAEEL01145	HUMAN21555
OG0006214	CAEEL12120	HUMAN07072
OG0006215	CAEEL04734	HUMAN28577, HUMAN28576
OG0006216	CAEEL16326	HUMAN14806
OG0006217	CAEEL05235	HUMAN22494
OG0006224	CAEEL11548	HUMAN00219
OG0006226	CAEEL02716	HUMAN23414
OG0006229	CAEEL06963	HUMAN22948
OG0006230	CAEEL08542	HUMAN17688
OG0006231	CAEEL20582	HUMAN27851
OG0006232	CAEEL07512, CAEEL07511	HUMAN17571
OG0006234	CAEEL05918	HUMAN01013
OG0006235	CAEEL04462	HUMAN06038
OG0006237	CAEEL04160	HUMAN00401
OG0006239	CAEEL01539	HUMAN11201
OG0006240	CAEEL08852	HUMAN29061
OG0006245	CAEEL00941	HUMAN18087
OG0006247	CAEEL11988	HUMAN23517
OG0006248	CAEEL05883	HUMAN30385
OG0006249	CAEEL10060	HUMAN11927
OG0006254	CAEEL11539	HUMAN20127, HUMAN20128
OG0006257	CAEEL15240	HUMAN18727, HUMAN18726
OG0006259	CAEEL09792	HUMAN28344
OG0006260	CAEEL09587	HUMAN20497
OG0006262	CAEEL01377	HUMAN20747
OG0006263	CAEEL09474	HUMAN14070, HUMAN14069, HUMAN14068
OG0006264	CAEEL11589	HUMAN07077
OG0006267	CAEEL09521	HUMAN22613, HUMAN22612
OG0006268	CAEEL09373, CAEEL09395	HUMAN29838
OG0006269	CAEEL11344	HUMAN20430
OG0006270	CAEEL01876	HUMAN29317
OG0006271	CAEEL08264	HUMAN17446
OG0006275	CAEEL01989	HUMAN02519
OG0006277	CAEEL08057	HUMAN12337
OG0006279	CAEEL00237	HUMAN19507
OG0006280	CAEEL17987	HUMAN25747
OG0006281	CAEEL04765	HUMAN00064, HUMAN00065
OG0006283	CAEEL00881	HUMAN02975
OG0006284	CAEEL08923	HUMAN14241
OG0006285	CAEEL04794	HUMAN18055, HUMAN18054
OG0006286	CAEEL00158	HUMAN27261
OG0006288	CAEEL08712	HUMAN07138
OG0006289	CAEEL07964	HUMAN21130
OG0006290	CAEEL04712	HUMAN00026, HUMAN00028, HUMAN00027
OG0006291	CAEEL00609	HUMAN01280
OG0006293	CAEEL07928	HUMAN07177
OG0006294	CAEEL14462	HUMAN08808
OG0006295	CAEEL09568	HUMAN26422
OG0006297	CAEEL11872	HUMAN20419
OG0006301	CAEEL17598	HUMAN09238
OG0006306	CAEEL01065	HUMAN00547
OG0006307	CAEEL06264	HUMAN23322
OG0006309	CAEEL05232	HUMAN06820
OG0006311	CAEEL17612	HUMAN06167
OG0006313	CAEEL05123	HUMAN00601, HUMAN00602, HUMAN00603
OG0006315	CAEEL15905	HUMAN17337
OG0006319	CAEEL13894	HUMAN04099
OG0006322	CAEEL09507	HUMAN20861
OG0006323	CAEEL02251	HUMAN07594
OG0006326	CAEEL15323	HUMAN02266, HUMAN02265
OG0006329	CAEEL02571	HUMAN17356
OG0006330	CAEEL06542	HUMAN09634
OG0006331	CAEEL13794	HUMAN15803, HUMAN15802
OG0006332	CAEEL10865	HUMAN04311
OG0006334	CAEEL08411, CAEEL18378	HUMAN14773
OG0006335	CAEEL04124, CAEEL00475	HUMAN06484
OG0006339	CAEEL08069	HUMAN07408, HUMAN07407
OG0006340	CAEEL11454	HUMAN03191
OG0006341	CAEEL06023	HUMAN14510
OG0006343	CAEEL05583, CAEEL02498	HUMAN27487
OG0006344	CAEEL14876	HUMAN28604
OG0006345	CAEEL06549	HUMAN27906
OG0006346	CAEEL05783	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485
OG0006347	CAEEL07567	HUMAN06637
OG0006350	CAEEL07674	HUMAN23687, HUMAN23686, HUMAN23685
OG0006352	CAEEL02603	HUMAN28597
OG0006353	CAEEL19140, CAEEL05676	HUMAN15771
OG0006354	CAEEL18116	HUMAN17172
OG0006356	CAEEL07675	HUMAN12205, HUMAN12204
OG0006360	CAEEL05277	HUMAN06791
OG0006361	CAEEL09060	HUMAN11009, HUMAN11008
OG0006362	CAEEL00998	HUMAN00550
OG0006363	CAEEL00971	HUMAN04865
OG0006365	CAEEL12631	HUMAN17577, HUMAN30443
OG0006370	CAEEL05220	HUMAN27328
OG0006372	CAEEL09848	HUMAN05301
OG0006375	CAEEL00741	HUMAN10310, HUMAN10309
OG0006377	CAEEL09247	HUMAN23254
OG0006378	CAEEL04747	HUMAN22618
OG0006381	CAEEL09800	HUMAN06920, HUMAN30425, HUMAN06919
OG0006385	CAEEL17878	HUMAN04983
OG0006386	CAEEL02065	HUMAN03914, HUMAN03913
OG0006387	CAEEL00319	HUMAN19461, HUMAN19462, HUMAN00501
OG0006389	CAEEL07348	HUMAN29747, HUMAN25835
OG0006390	CAEEL13360	HUMAN02874, HUMAN02872, HUMAN02873
OG0006391	CAEEL16380, CAEEL11908	HUMAN05598
OG0006392	CAEEL07571	HUMAN01485
OG0006393	CAEEL14337	HUMAN28534, HUMAN14443
OG0006395	CAEEL11636	HUMAN18810, HUMAN18809, HUMAN18808
OG0006402	CAEEL14843	HUMAN22757
OG0006405	CAEEL04608	HUMAN04667, HUMAN03885, HUMAN03882, HUMAN03883, HUMAN03884
OG0006406	CAEEL04927, CAEEL07538	HUMAN13006, HUMAN15941, HUMAN13007
OG0006407	CAEEL20555	HUMAN21252, HUMAN15339, HUMAN15338
OG0006408	CAEEL15120	HUMAN09012, HUMAN09011
OG0006414	CAEEL18847	HUMAN03409
OG0006415	CAEEL20504	HUMAN04551, HUMAN04550, HUMAN04549, HUMAN19756, HUMAN11729
OG0006442	CAEEL03041	HUMAN24428
OG0006443	CAEEL07304	HUMAN04869
OG0006448	CAEEL07841	HUMAN23211
OG0006449	CAEEL02036	HUMAN28069
OG0006454	CAEEL06995	HUMAN13113, HUMAN13112
OG0006456	CAEEL09794	HUMAN14116, HUMAN14117, HUMAN14118
OG0006457	CAEEL05605	HUMAN14767
OG0006459	CAEEL00244	HUMAN09471
OG0006460	CAEEL10630	HUMAN02632
OG0006461	CAEEL11863	HUMAN20951
OG0006462	CAEEL05709	HUMAN20252
OG0006464	CAEEL01413	HUMAN30209, HUMAN22027
OG0006465	CAEEL10921	HUMAN02673
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	HUMAN28005
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	HUMAN26665
OG0006474	CAEEL07206	HUMAN19727
OG0006475	CAEEL07548	HUMAN26136
OG0006476	CAEEL12092	HUMAN07555, HUMAN07556
OG0006478	CAEEL06158	HUMAN14445
OG0006479	CAEEL05626	HUMAN00009
OG0006480	CAEEL10265, CAEEL10266	HUMAN03645
OG0006481	CAEEL19099, CAEEL01638	HUMAN05570, HUMAN20279
OG0006482	CAEEL10834	HUMAN08453
OG0006485	CAEEL14223	HUMAN04789
OG0006488	CAEEL17648	HUMAN15844
OG0006490	CAEEL11637	HUMAN07030
OG0006491	CAEEL13015	HUMAN13791, HUMAN13790
OG0006496	CAEEL08493	HUMAN02167
OG0006497	CAEEL06461	HUMAN07721, HUMAN07722, HUMAN07720
OG0006498	CAEEL02503	HUMAN29984
OG0006499	CAEEL20101	HUMAN02242, HUMAN02243, HUMAN02244
OG0006501	CAEEL16016	HUMAN15460
OG0006503	CAEEL07188	HUMAN27658
OG0006505	CAEEL06783	HUMAN02985, HUMAN02984
OG0006506	CAEEL03029	HUMAN21266
OG0006509	CAEEL00006, CAEEL15373	HUMAN22918, HUMAN22917
OG0006511	CAEEL02676	HUMAN18612, HUMAN18611, HUMAN09163
OG0006512	CAEEL07313	HUMAN20060, HUMAN20059
OG0006514	CAEEL07858	HUMAN22995
OG0006515	CAEEL02554	HUMAN08961
OG0006516	CAEEL15132	HUMAN09318
OG0006517	CAEEL01423	HUMAN13704
OG0006520	CAEEL13792	HUMAN07570
OG0006522	CAEEL07957	HUMAN12255, HUMAN12266
OG0006523	CAEEL15760	HUMAN15810, HUMAN15811
OG0006525	CAEEL11800	HUMAN28845
OG0006528	CAEEL14466	HUMAN18246
OG0006532	CAEEL05678	HUMAN14164
OG0006535	CAEEL19419	HUMAN06136
OG0006536	CAEEL05174	HUMAN14779
OG0006538	CAEEL07903, CAEEL04060	HUMAN17787
OG0006540	CAEEL19898	HUMAN30223
OG0006542	CAEEL04749	HUMAN07571
OG0006543	CAEEL05304	HUMAN25209
OG0006544	CAEEL02597	HUMAN18899
OG0006545	CAEEL08394	HUMAN29010, HUMAN29009
OG0006546	CAEEL16446	HUMAN08888
OG0006547	CAEEL09736	HUMAN06438
OG0006550	CAEEL02186	HUMAN02858
OG0006552	CAEEL02725	HUMAN23496
OG0006553	CAEEL06508	HUMAN25917
OG0006554	CAEEL09071	HUMAN07135
OG0006556	CAEEL00553	HUMAN25766
OG0006557	CAEEL07597	HUMAN19957
OG0006560	CAEEL14360	HUMAN08721
OG0006561	CAEEL16404	HUMAN08528, HUMAN08523
OG0006565	CAEEL12176	HUMAN26889, HUMAN21101
OG0006568	CAEEL01944	HUMAN25683
OG0006569	CAEEL03290	HUMAN17062
OG0006570	CAEEL15966	HUMAN24735
OG0006571	CAEEL05447	HUMAN23449
OG0006572	CAEEL09940, CAEEL09371	HUMAN00888, HUMAN00887, HUMAN00889
OG0006573	CAEEL05442	HUMAN12290, HUMAN12289
OG0006574	CAEEL01738	HUMAN14371, HUMAN14370
OG0006577	CAEEL15281	HUMAN05518, HUMAN05517
OG0006578	CAEEL00045	HUMAN22134
OG0006579	CAEEL07922	HUMAN28507
OG0006580	CAEEL07590	HUMAN12504
OG0006583	CAEEL01627	HUMAN25717
OG0006584	CAEEL05880	HUMAN20560
OG0006587	CAEEL17957	HUMAN15554, HUMAN15555, HUMAN15553
OG0006588	CAEEL11640	HUMAN29928
OG0006589	CAEEL10276	HUMAN17150
OG0006590	CAEEL15655	HUMAN05824, HUMAN05823
OG0006594	CAEEL00833	HUMAN10868, HUMAN10810
OG0006595	CAEEL10661	HUMAN03332
OG0006596	CAEEL00560	HUMAN19063, HUMAN19062
OG0006597	CAEEL10448	HUMAN30289
OG0006598	CAEEL03295	HUMAN28610
OG0006602	CAEEL16562	HUMAN14818
OG0006603	CAEEL00624	HUMAN11393
OG0006604	CAEEL07198	HUMAN11730, HUMAN11731
OG0006606	CAEEL07376	HUMAN11489, HUMAN11491, HUMAN11490
OG0006607	CAEEL01560	HUMAN00747, HUMAN00746
OG0006608	CAEEL05698	HUMAN21771, HUMAN21770
OG0006609	CAEEL02187	HUMAN27322
OG0006610	CAEEL11386	HUMAN10217
OG0006611	CAEEL07953	HUMAN06625
OG0006613	CAEEL01845	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	CAEEL05124	HUMAN06112, HUMAN06113
OG0006615	CAEEL09131	HUMAN13872
OG0006621	CAEEL07639	HUMAN26752
OG0006622	CAEEL05834	HUMAN28527, HUMAN29955
OG0006624	CAEEL07631	HUMAN20606
OG0006625	CAEEL08791	HUMAN18256
OG0006626	CAEEL07560	HUMAN20006, HUMAN21273
OG0006627	CAEEL11375	HUMAN13668, HUMAN13665, HUMAN13667
OG0006628	CAEEL07329	HUMAN09710
OG0006630	CAEEL11696	HUMAN09502
OG0006631	CAEEL00720	HUMAN17541
OG0006632	CAEEL20160, CAEEL00199	HUMAN24257, HUMAN22067
OG0006633	CAEEL00427	HUMAN24475
OG0006636	CAEEL07724	HUMAN16299
OG0006637	CAEEL12125	HUMAN13012
OG0006645	CAEEL17855	HUMAN28961, HUMAN28960
OG0006646	CAEEL15891	HUMAN10004
OG0006647	CAEEL07174	HUMAN11131
OG0006648	CAEEL01435	HUMAN25312
OG0006651	CAEEL09522	HUMAN19384
OG0006655	CAEEL00324	HUMAN23490, HUMAN23489
OG0006658	CAEEL00269	HUMAN08547
OG0006660	CAEEL09560, CAEEL09561	HUMAN20944, HUMAN20943
OG0006662	CAEEL12773	HUMAN05526
OG0006663	CAEEL08458	HUMAN18303
OG0006664	CAEEL01906	HUMAN23221
OG0006666	CAEEL05999	HUMAN28875
OG0006667	CAEEL01250	HUMAN09839
OG0006668	CAEEL06992	HUMAN17409
OG0006669	CAEEL08205	HUMAN23253
OG0006670	CAEEL05160	HUMAN02070, HUMAN02071
OG0006673	CAEEL00769	HUMAN18662, HUMAN18663
OG0006675	CAEEL09407, CAEEL09408, CAEEL18361	HUMAN27406
OG0006678	CAEEL12368	HUMAN13325, HUMAN13324
OG0006680	CAEEL09390	HUMAN18867
OG0006681	CAEEL05335	HUMAN27423, HUMAN27424
OG0006683	CAEEL00441	HUMAN00125
OG0006684	CAEEL11224	HUMAN26898, HUMAN26899, HUMAN26900
OG0006686	CAEEL20085	HUMAN29261
OG0006690	CAEEL11346	HUMAN01353
OG0006691	CAEEL07500	HUMAN12920, HUMAN12921
OG0006692	CAEEL00770	HUMAN12863, HUMAN12864
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	CAEEL01422	HUMAN25673
OG0006695	CAEEL17851	HUMAN05347, HUMAN05346
OG0006702	CAEEL08311	HUMAN00468
OG0006703	CAEEL00186	HUMAN27810
OG0006705	CAEEL04478	HUMAN21830, HUMAN21831
OG0006706	CAEEL11633	HUMAN01180
OG0006709	CAEEL07440	HUMAN17844, HUMAN17845, HUMAN17846
OG0006710	CAEEL07165	HUMAN28677
OG0006712	CAEEL01534	HUMAN19027
OG0006714	CAEEL06631	HUMAN24242
OG0006716	CAEEL01171	HUMAN28602, HUMAN28603, HUMAN28601
OG0006717	CAEEL00315	HUMAN04735
OG0006720	CAEEL09628	HUMAN29778
OG0006722	CAEEL04109	HUMAN10116
OG0006723	CAEEL07804	HUMAN01452
OG0006726	CAEEL18959	HUMAN25679
OG0006730	CAEEL07386, CAEEL18705	HUMAN01413
OG0006732	CAEEL07406	HUMAN17586
OG0006735	CAEEL20573	HUMAN06599
OG0006736	CAEEL01882	HUMAN20713
OG0006737	CAEEL18816	HUMAN10669
OG0006741	CAEEL11903	HUMAN20918
OG0006742	CAEEL06688, CAEEL06689	HUMAN30051, HUMAN22412
OG0006748	CAEEL02500	HUMAN18506
OG0006749	CAEEL08028	HUMAN10255, HUMAN10254
OG0006750	CAEEL02998	HUMAN16679
OG0006752	CAEEL12417	HUMAN05470
OG0006753	CAEEL06421	HUMAN08651
OG0006754	CAEEL15551	HUMAN28391
OG0006755	CAEEL08754	HUMAN17392
OG0006757	CAEEL05691	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	CAEEL05308	HUMAN20524
OG0006760	CAEEL14472	HUMAN23407
OG0006762	CAEEL06780, CAEEL14299	HUMAN16948
OG0006763	CAEEL12476	HUMAN20641, HUMAN12652
OG0006765	CAEEL01561	HUMAN11017
OG0006766	CAEEL04604	HUMAN30336
OG0006768	CAEEL07976	HUMAN15305
OG0006769	CAEEL00344	HUMAN03966
OG0006772	CAEEL06744, CAEEL20464	HUMAN17212
OG0006774	CAEEL01597, CAEEL17633	HUMAN08153
OG0006774	CAEEL01586	HUMAN22081, HUMAN22082, HUMAN22083
OG0006777	CAEEL17985	HUMAN15487
OG0006780	CAEEL03293	HUMAN08729
OG0006784	CAEEL12328	HUMAN29013
OG0006791	CAEEL11174	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238
