Orthogroup	CAEEL	DANRE
OG0005921	CAEEL07408	DANRE00770, DANRE00771, DANRE07756, DANRE07757
OG0005922	CAEEL15520	DANRE01622
OG0005924	CAEEL10631	DANRE26067, DANRE26068, DANRE26069
OG0005928	CAEEL04878	DANRE01870, DANRE01871
OG0005929	CAEEL05898	DANRE28882, DANRE28881, DANRE35644
OG0005931	CAEEL09476	DANRE37655
OG0005932	CAEEL11316	DANRE12427, DANRE12426
OG0005933	CAEEL14434	DANRE33836, DANRE33835, DANRE35227
OG0005936	CAEEL07303	DANRE39451, DANRE39450
OG0005937	CAEEL10539	DANRE12548, DANRE12547, DANRE12549
OG0005938	CAEEL06000, CAEEL09583	DANRE19752, DANRE19751, DANRE19753
OG0005940	CAEEL04134	DANRE18047
OG0005941	CAEEL08713	DANRE17403, DANRE17402
OG0005943	CAEEL02014	DANRE28508
OG0005946	CAEEL11452, CAEEL11968	DANRE40755, DANRE40756
OG0005947	CAEEL19240	DANRE16088
OG0005949	CAEEL12005	DANRE36776
OG0005950	CAEEL02721	DANRE12068
OG0005952	CAEEL08042	DANRE00112, DANRE00113
OG0005953	CAEEL01826	DANRE34696, DANRE34697
OG0005957	CAEEL13678, CAEEL02860	DANRE38099, DANRE38097
OG0005960	CAEEL18529, CAEEL16584	DANRE06005
OG0005963	CAEEL02429, CAEEL11102	DANRE17985, DANRE17983, DANRE17984
OG0005965	CAEEL17925	DANRE07318, DANRE07317, DANRE15870
OG0005966	CAEEL05490	DANRE30542, DANRE30541
OG0005967	CAEEL08429	DANRE29460, DANRE29461
OG0005968	CAEEL01646	DANRE17712
OG0005969	CAEEL01577	DANRE05968, DANRE22135, DANRE22134, DANRE22133
OG0005970	CAEEL16383	DANRE21493
OG0005973	CAEEL13364	DANRE05641
OG0005974	CAEEL11184	DANRE17648
OG0005975	CAEEL05822	DANRE42437, DANRE42436, DANRE20525
OG0005976	CAEEL15581	DANRE42119, DANRE42118
OG0005977	CAEEL04186	DANRE31405, DANRE31403, DANRE31404
OG0005978	CAEEL08320	DANRE15157
OG0005980	CAEEL05471	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332
OG0005982	CAEEL04709	DANRE00484, DANRE00483
OG0005984	CAEEL06514, CAEEL07173	DANRE19178, DANRE19177
OG0005985	CAEEL11206	DANRE33946
OG0005987	CAEEL05677	DANRE20527
OG0005989	CAEEL14108	DANRE26234
OG0005991	CAEEL07604	DANRE25006
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	DANRE22273, DANRE22274
OG0005995	CAEEL09469	DANRE05970
OG0005997	CAEEL11505, CAEEL13118	DANRE17481, DANRE17483, DANRE17482, DANRE26191, DANRE12999, DANRE13000
OG0005998	CAEEL12651	DANRE40594, DANRE19430
OG0006000	CAEEL06731	DANRE18864
OG0006003	CAEEL12475	DANRE35433, DANRE35432, DANRE35431
OG0006004	CAEEL01451	DANRE35808, DANRE41519, DANRE23322
OG0006005	CAEEL08818	DANRE20235
OG0006008	CAEEL11432	DANRE02968, DANRE02967
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	DANRE16038, DANRE16039
OG0006010	CAEEL07462	DANRE06602, DANRE06603, DANRE16464
OG0006011	CAEEL06588	DANRE33317
OG0006022	CAEEL20451	DANRE42397, DANRE39484, DANRE39486, DANRE39487, DANRE39485, DANRE27739, DANRE27740, DANRE27741
OG0006025	CAEEL03361, CAEEL12698	DANRE13510, DANRE09758, DANRE02407, DANRE22360, DANRE22361
OG0006031	CAEEL00264	DANRE12894, DANRE38362
OG0006059	CAEEL09710	DANRE03446
OG0006062	CAEEL08027	DANRE28758, DANRE28759
OG0006063	CAEEL09563	DANRE20565, DANRE20567, DANRE20566
OG0006064	CAEEL11646	DANRE20071
OG0006066	CAEEL07776	DANRE41650, DANRE16622
OG0006069	CAEEL08597	DANRE30008
OG0006072	CAEEL09063	DANRE38386
OG0006073	CAEEL15279	DANRE08194
OG0006074	CAEEL15694	DANRE17468, DANRE17467
OG0006075	CAEEL05481	DANRE04543
OG0006079	CAEEL06022	DANRE25248, DANRE25247
OG0006083	CAEEL10880	DANRE25571, DANRE25570
OG0006085	CAEEL07121	DANRE25506, DANRE25507, DANRE00323
OG0006086	CAEEL05357	DANRE13830
OG0006087	CAEEL10339	DANRE37182, DANRE43283, DANRE37181
OG0006090	CAEEL06249	DANRE04442
OG0006095	CAEEL03714	DANRE17173
OG0006096	CAEEL08930	DANRE01527
OG0006098	CAEEL17792	DANRE23818
OG0006101	CAEEL04363	DANRE37585, DANRE37584, DANRE37582, DANRE37583
OG0006102	CAEEL01860	DANRE19412
OG0006104	CAEEL15552	DANRE30099
OG0006106	CAEEL09939	DANRE24568
OG0006108	CAEEL07908	DANRE09233
OG0006110	CAEEL15606	DANRE22911, DANRE02528, DANRE02529
OG0006111	CAEEL06592	DANRE00805
OG0006113	CAEEL00297	DANRE24651, DANRE24652, DANRE24653
OG0006116	CAEEL14600	DANRE19983
OG0006117	CAEEL15839	DANRE35996
OG0006118	CAEEL05175	DANRE13598
OG0006120	CAEEL19875	DANRE04888, DANRE04887
OG0006121	CAEEL01535	DANRE20242
OG0006122	CAEEL06423	DANRE03702
OG0006124	CAEEL00683	DANRE17897, DANRE17898
OG0006125	CAEEL12098	DANRE34373
OG0006127	CAEEL08699	DANRE12645, DANRE12644
OG0006128	CAEEL01734	DANRE25427
OG0006129	CAEEL15436	DANRE15890
OG0006130	CAEEL19047	DANRE36988
OG0006131	CAEEL08997	DANRE29539, DANRE29540, DANRE29541
OG0006134	CAEEL05080	DANRE10582, DANRE10584, DANRE10583
OG0006135	CAEEL16406	DANRE11159
OG0006137	CAEEL01021	DANRE13724, DANRE13723
OG0006140	CAEEL06530	DANRE01106, DANRE01107
OG0006141	CAEEL00813	DANRE25157
OG0006144	CAEEL12775	DANRE37479
OG0006145	CAEEL00765, CAEEL00923	DANRE22910
OG0006147	CAEEL11314	DANRE01741
OG0006152	CAEEL01636	DANRE23287, DANRE23286
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	DANRE15824, DANRE07083
OG0006156	CAEEL13825	DANRE05993, DANRE05992
OG0006160	CAEEL08936	DANRE30910
OG0006162	CAEEL06160	DANRE01816
OG0006163	CAEEL00653	DANRE25987, DANRE25986, DANRE38409
OG0006164	CAEEL01158	DANRE38641
OG0006165	CAEEL15774	DANRE22494, DANRE22493, DANRE22492
OG0006168	CAEEL05152	DANRE30290, DANRE30289
OG0006169	CAEEL08537	DANRE19880, DANRE19879
OG0006172	CAEEL14351	DANRE43419
OG0006177	CAEEL04212	DANRE37713, DANRE37714
OG0006180	CAEEL09925	DANRE26681, DANRE26680
OG0006181	CAEEL14722	DANRE13257
OG0006182	CAEEL06387	DANRE24692
OG0006183	CAEEL19366	DANRE29713, DANRE29714
OG0006185	CAEEL01692	DANRE27169, DANRE27168, DANRE27167
OG0006187	CAEEL00902	DANRE13904
OG0006188	CAEEL02058	DANRE07386, DANRE43366
OG0006191	CAEEL06280, CAEEL06279	DANRE39537
OG0006195	CAEEL08079	DANRE29880
OG0006196	CAEEL06224, CAEEL06189	DANRE07513
OG0006198	CAEEL00819	DANRE04521, DANRE04520
OG0006200	CAEEL11329	DANRE31009
OG0006202	CAEEL07568	DANRE27776
OG0006208	CAEEL00204	DANRE39893
OG0006209	CAEEL11287	DANRE34587, DANRE00320
OG0006210	CAEEL00160	DANRE14604, DANRE14603
OG0006213	CAEEL01145	DANRE42202
OG0006214	CAEEL12120	DANRE30688
OG0006215	CAEEL04734	DANRE33253, DANRE33254
OG0006216	CAEEL16326	DANRE02603
OG0006217	CAEEL05235	DANRE02455
OG0006220	CAEEL08309	DANRE42935
OG0006224	CAEEL11548	DANRE23192
OG0006226	CAEEL02716	DANRE00424
OG0006229	CAEEL06963	DANRE15936
OG0006230	CAEEL08542	DANRE41675, DANRE41674
OG0006231	CAEEL20582	DANRE39194
OG0006234	CAEEL05918	DANRE17683
OG0006235	CAEEL04462	DANRE25558, DANRE25557
OG0006237	CAEEL04160	DANRE23513, DANRE23512
OG0006239	CAEEL01539	DANRE12665, DANRE12667, DANRE12666
OG0006240	CAEEL08852	DANRE36672, DANRE36673
OG0006245	CAEEL00941	DANRE35696
OG0006247	CAEEL11988	DANRE19272
OG0006248	CAEEL05883	DANRE06880, DANRE06881
OG0006249	CAEEL10060	DANRE03718, DANRE03719
OG0006254	CAEEL11539	DANRE29341
OG0006257	CAEEL15240	DANRE05553, DANRE05552
OG0006259	CAEEL09792	DANRE18871
OG0006260	CAEEL09587	DANRE22086
OG0006262	CAEEL01377	DANRE25390, DANRE09162
OG0006263	CAEEL09474	DANRE24117, DANRE24118
OG0006264	CAEEL11589	DANRE33703
OG0006267	CAEEL09521	DANRE00418
OG0006268	CAEEL09373, CAEEL09395	DANRE40754
OG0006269	CAEEL11344	DANRE36731, DANRE36732
OG0006270	CAEEL01876	DANRE35384, DANRE35383
OG0006271	CAEEL08264	DANRE35905
OG0006275	CAEEL01989	DANRE11416
OG0006277	CAEEL08057	DANRE08231, DANRE08230, DANRE08233, DANRE08232
OG0006279	CAEEL00237	DANRE42307
OG0006280	CAEEL17987	DANRE17962
OG0006281	CAEEL04765	DANRE20618
OG0006283	CAEEL00881	DANRE23890
OG0006284	CAEEL08923	DANRE42627
OG0006285	CAEEL04794	DANRE35155
OG0006286	CAEEL00158	DANRE24625, DANRE24626
OG0006288	CAEEL08712	DANRE19521
OG0006289	CAEEL07964	DANRE02205, DANRE02206
OG0006290	CAEEL04712	DANRE23006
OG0006291	CAEEL00609	DANRE39977
OG0006293	CAEEL07928	DANRE00138, DANRE00137
OG0006294	CAEEL14462	DANRE18822, DANRE18821
OG0006295	CAEEL09568	DANRE19856
OG0006297	CAEEL11872	DANRE36621
OG0006301	CAEEL17598	DANRE12054, DANRE12053, DANRE12051
OG0006306	CAEEL01065	DANRE10076
OG0006307	CAEEL06264	DANRE33432
OG0006309	CAEEL05232	DANRE33045
OG0006311	CAEEL17612	DANRE25002
OG0006313	CAEEL05123	DANRE10086
OG0006315	CAEEL15905	DANRE11260
OG0006319	CAEEL13894	DANRE40452, DANRE40453
OG0006322	CAEEL09507	DANRE20598
OG0006323	CAEEL02251	DANRE37133, DANRE37132, DANRE37131
OG0006326	CAEEL15323	DANRE26665, DANRE26664, DANRE26663
OG0006329	CAEEL02571	DANRE39682
OG0006331	CAEEL13794	DANRE13138
OG0006332	CAEEL10865	DANRE37684, DANRE37685, DANRE37686
OG0006334	CAEEL08411, CAEEL18378	DANRE16756
OG0006339	CAEEL08069	DANRE19470, DANRE19472, DANRE19471
OG0006340	CAEEL11454	DANRE05946
OG0006341	CAEEL06023	DANRE16542
OG0006343	CAEEL05583, CAEEL02498	DANRE06799, DANRE15712
OG0006344	CAEEL14876	DANRE39214, DANRE27258
OG0006345	CAEEL06549	DANRE43395
OG0006346	CAEEL05783	DANRE34134, DANRE08127, DANRE34135
OG0006347	CAEEL07567	DANRE02099
OG0006350	CAEEL07674	DANRE09366, DANRE09365
OG0006352	CAEEL02603	DANRE16502, DANRE16503, DANRE06201
OG0006353	CAEEL19140, CAEEL05676	DANRE07948
OG0006354	CAEEL18116	DANRE34687
OG0006356	CAEEL07675	DANRE35082, DANRE35081
OG0006360	CAEEL05277	DANRE43226
OG0006361	CAEEL09060	DANRE12700
OG0006362	CAEEL00998	DANRE10073
OG0006363	CAEEL00971	DANRE00890
OG0006365	CAEEL12631	DANRE20484
OG0006370	CAEEL05220	DANRE38769, DANRE38768
OG0006372	CAEEL09848	DANRE15208
OG0006375	CAEEL00741	DANRE03585, DANRE03583, DANRE03582, DANRE03584
OG0006376	CAEEL15051	DANRE39853
OG0006377	CAEEL09247	DANRE19336
OG0006378	CAEEL04747	DANRE19595
OG0006381	CAEEL09800	DANRE30686, DANRE12585
OG0006385	CAEEL17878	DANRE19944, DANRE37812
OG0006386	CAEEL02065	DANRE39443, DANRE39444
OG0006387	CAEEL00319	DANRE05852, DANRE05851
OG0006389	CAEEL07348	DANRE04415, DANRE04414
OG0006390	CAEEL13360	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911
OG0006391	CAEEL16380, CAEEL11908	DANRE07782, DANRE07781, DANRE01265, DANRE01266, DANRE01264, DANRE00371
OG0006392	CAEEL07571	DANRE41904
OG0006393	CAEEL14337	DANRE39415, DANRE40157
OG0006395	CAEEL11636	DANRE22284, DANRE22283
OG0006402	CAEEL14843	DANRE15996
OG0006405	CAEEL04608	DANRE06676, DANRE06675
OG0006406	CAEEL04927, CAEEL07538	DANRE03695, DANRE29832, DANRE29833, DANRE03697, DANRE03696
OG0006407	CAEEL20555	DANRE15204, DANRE15205
OG0006408	CAEEL15120	DANRE17799
OG0006414	CAEEL18847	DANRE19245, DANRE12927, DANRE12923, DANRE34345, DANRE03526
OG0006415	CAEEL20504	DANRE16461, DANRE06501, DANRE33489, DANRE33490, DANRE01133, DANRE08284
OG0006443	CAEEL07304	DANRE00893, DANRE00894
OG0006448	CAEEL07841	DANRE27832
OG0006449	CAEEL02036	DANRE14730, DANRE14731
OG0006454	CAEEL06995	DANRE08298, DANRE34951
OG0006456	CAEEL09794	DANRE14385
OG0006457	CAEEL05605	DANRE28856
OG0006459	CAEEL00244	DANRE25979, DANRE25980
OG0006461	CAEEL11863	DANRE40456
OG0006462	CAEEL05709	DANRE03375, DANRE30415
OG0006464	CAEEL01413	DANRE22250
OG0006465	CAEEL10921	DANRE02945, DANRE02946, DANRE02944
OG0006467	CAEEL02861	DANRE39298
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	DANRE10143
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	DANRE38202, DANRE38201
OG0006474	CAEEL07206	DANRE39677
OG0006475	CAEEL07548	DANRE24226
OG0006476	CAEEL12092	DANRE01065, DANRE01064
OG0006478	CAEEL06158	DANRE29720
OG0006479	CAEEL05626	DANRE22957, DANRE22955, DANRE22956
OG0006480	CAEEL10265, CAEEL10266	DANRE22037
OG0006481	CAEEL19099, CAEEL01638	DANRE34163
OG0006482	CAEEL10834	DANRE18945, DANRE18946
OG0006485	CAEEL14223	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127
OG0006488	CAEEL17648	DANRE07587, DANRE07586
OG0006490	CAEEL11637	DANRE30998, DANRE30997
OG0006491	CAEEL13015	DANRE24615
OG0006496	CAEEL08493	DANRE27447
OG0006497	CAEEL06461	DANRE16111, DANRE16110
OG0006498	CAEEL02503	DANRE34352, DANRE34351
OG0006499	CAEEL20101	DANRE26978, DANRE26977, DANRE18277, DANRE18276
OG0006501	CAEEL16016	DANRE08955
OG0006503	CAEEL07188	DANRE07132, DANRE07133, DANRE07134
OG0006505	CAEEL06783	DANRE03734, DANRE26394
OG0006506	CAEEL03029	DANRE24402, DANRE24403, DANRE24401
OG0006509	CAEEL00006, CAEEL15373	DANRE23625
OG0006511	CAEEL02676	DANRE37056
OG0006512	CAEEL07313	DANRE29342
OG0006514	CAEEL07858	DANRE07332
OG0006515	CAEEL02554	DANRE04926, DANRE04925, DANRE04924
OG0006516	CAEEL15132	DANRE05513, DANRE05512
OG0006517	CAEEL01423	DANRE28275, DANRE28276
OG0006520	CAEEL13792	DANRE01097, DANRE01098
OG0006522	CAEEL07957	DANRE20324, DANRE07918
OG0006523	CAEEL15760	DANRE13254
OG0006525	CAEEL11800	DANRE39739
OG0006528	CAEEL14466	DANRE15366
OG0006532	CAEEL05678	DANRE02116
OG0006535	CAEEL19419	DANRE31306, DANRE31307
OG0006536	CAEEL05174	DANRE16746, DANRE16747
OG0006538	CAEEL07903, CAEEL04060	DANRE01948
OG0006540	CAEEL19898	DANRE43223
OG0006542	CAEEL04749	DANRE01099
OG0006543	CAEEL05304	DANRE04511
OG0006544	CAEEL02597	DANRE36922, DANRE36923, DANRE36921
OG0006545	CAEEL08394	DANRE14779
OG0006546	CAEEL16446	DANRE17452, DANRE17453, DANRE17454
OG0006547	CAEEL09736	DANRE01017, DANRE01016
OG0006550	CAEEL02186	DANRE31528, DANRE31529, DANRE31527
OG0006552	CAEEL02725	DANRE19095
OG0006553	CAEEL06508	DANRE15584, DANRE15585, DANRE30044
OG0006554	CAEEL09071	DANRE19522
OG0006556	CAEEL00553	DANRE11973, DANRE11974, DANRE11975
OG0006557	CAEEL07597	DANRE25073, DANRE25074, DANRE25072
OG0006560	CAEEL14360	DANRE17717, DANRE17715, DANRE17716
OG0006561	CAEEL16404	DANRE18058
OG0006565	CAEEL12176	DANRE25862, DANRE02268
OG0006567	CAEEL15749	DANRE01679
OG0006568	CAEEL01944	DANRE16829
OG0006569	CAEEL03290	DANRE04566
OG0006570	CAEEL15966	DANRE14648
OG0006571	CAEEL05447	DANRE33971
OG0006573	CAEEL05442	DANRE34641
OG0006574	CAEEL01738	DANRE21767, DANRE21766, DANRE21765
OG0006577	CAEEL15281	DANRE01281
OG0006578	CAEEL00045	DANRE19007, DANRE19008
OG0006579	CAEEL07922	DANRE39282
OG0006583	CAEEL01627	DANRE17390
OG0006584	CAEEL05880	DANRE09521
OG0006587	CAEEL17957	DANRE13162, DANRE13161
OG0006588	CAEEL11640	DANRE22756
OG0006589	CAEEL10276	DANRE31630
OG0006590	CAEEL15655	DANRE25511
OG0006591	CAEEL01066	DANRE10350
OG0006594	CAEEL00833	DANRE39229, DANRE39227, DANRE39230, DANRE39228
OG0006595	CAEEL10661	DANRE04332, DANRE04333
OG0006596	CAEEL00560	DANRE36993
OG0006597	CAEEL10448	DANRE06998
OG0006598	CAEEL03295	DANRE34799, DANRE34800
OG0006602	CAEEL16562	DANRE16908, DANRE16909
OG0006603	CAEEL00624	DANRE39335
OG0006604	CAEEL07198	DANRE08282, DANRE08283
OG0006606	CAEEL07376	DANRE12518
OG0006607	CAEEL01560	DANRE10066, DANRE10065
OG0006608	CAEEL05698	DANRE12270, DANRE27630
OG0006609	CAEEL02187	DANRE38772, DANRE38771
OG0006610	CAEEL11386	DANRE15476, DANRE15475
OG0006611	CAEEL07953	DANRE23305
OG0006613	CAEEL01845	DANRE43420
OG0006614	CAEEL05124	DANRE32921, DANRE32922, DANRE32923, DANRE32924
OG0006615	CAEEL09131	DANRE14777, DANRE14778
OG0006621	CAEEL07639	DANRE35047
OG0006622	CAEEL05834	DANRE06401
OG0006624	CAEEL07631	DANRE10511, DANRE10512
OG0006625	CAEEL08791	DANRE15350, DANRE15349
OG0006626	CAEEL07560	DANRE25071
OG0006627	CAEEL11375	DANRE03368, DANRE03369
OG0006628	CAEEL07329	DANRE25218, DANRE38495
OG0006630	CAEEL11696	DANRE13211
OG0006632	CAEEL20160, CAEEL00199	DANRE06687, DANRE06688, DANRE15628, DANRE07374
OG0006633	CAEEL00427	DANRE26873, DANRE26872, DANRE26871
OG0006636	CAEEL07724	DANRE09302
OG0006637	CAEEL12125	DANRE04008, DANRE04009
OG0006645	CAEEL17855	DANRE09833, DANRE09832
OG0006646	CAEEL15891	DANRE37654, DANRE37653
OG0006647	CAEEL07174	DANRE13576
OG0006651	CAEEL09522	DANRE00823, DANRE00822
OG0006655	CAEEL00324	DANRE12365
OG0006658	CAEEL00269	DANRE11677, DANRE18834
OG0006660	CAEEL09560, CAEEL09561	DANRE21300, DANRE36980, DANRE21301
OG0006662	CAEEL12773	DANRE00965
OG0006663	CAEEL08458	DANRE08633, DANRE08634
OG0006664	CAEEL01906	DANRE03439
OG0006666	CAEEL05999	DANRE21287
OG0006667	CAEEL01250	DANRE26598
OG0006668	CAEEL06992	DANRE16558, DANRE16559
OG0006669	CAEEL08205	DANRE19000, DANRE18999
OG0006670	CAEEL05160	DANRE40208, DANRE40209
OG0006673	CAEEL00769	DANRE00592, DANRE39690
OG0006678	CAEEL12368	DANRE28792
OG0006680	CAEEL09390	DANRE35503
OG0006681	CAEEL05335	DANRE17737
OG0006683	CAEEL00441	DANRE40259
OG0006684	CAEEL11224	DANRE30786
OG0006686	CAEEL20085	DANRE18994, DANRE18993, DANRE18992
OG0006690	CAEEL11346	DANRE23373, DANRE23374, DANRE23375
OG0006691	CAEEL07500	DANRE03684
OG0006692	CAEEL00770	DANRE15155, DANRE15154
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	DANRE16672
OG0006694	CAEEL01422	DANRE18391
OG0006695	CAEEL17851	DANRE07414
OG0006702	CAEEL08311	DANRE15041
OG0006703	CAEEL00186	DANRE39207
OG0006705	CAEEL04478	DANRE36324
OG0006706	CAEEL11633	DANRE26557
OG0006709	CAEEL07440	DANRE42754, DANRE42753
OG0006710	CAEEL07165	DANRE38095
OG0006712	CAEEL01534	DANRE23043
OG0006716	CAEEL01171	DANRE27259
OG0006717	CAEEL00315	DANRE07244, DANRE07245, DANRE07243
OG0006720	CAEEL09628	DANRE36497
OG0006722	CAEEL04109	DANRE37554, DANRE37553
OG0006723	CAEEL07804	DANRE39823
OG0006726	CAEEL18959	DANRE18406, DANRE18407
OG0006730	CAEEL07386, CAEEL18705	DANRE40426
OG0006732	CAEEL07406	DANRE42548, DANRE42549
OG0006735	CAEEL20573	DANRE01761
OG0006736	CAEEL01882	DANRE15188
OG0006737	CAEEL18816	DANRE03073, DANRE03074, DANRE03072
OG0006741	CAEEL11903	DANRE22261
OG0006742	CAEEL06688, CAEEL06689	DANRE06943, DANRE15666
OG0006749	CAEEL08028	DANRE28961, DANRE28962
OG0006750	CAEEL02998	DANRE18340
OG0006752	CAEEL12417	DANRE34984
OG0006753	CAEEL06421	DANRE11805, DANRE11806
OG0006754	CAEEL15551	DANRE09950, DANRE13577
OG0006755	CAEEL08754	DANRE35544
OG0006757	CAEEL05691	DANRE13143, DANRE13144
OG0006758	CAEEL05308	DANRE22084
OG0006760	CAEEL14472	DANRE00421
OG0006762	CAEEL06780, CAEEL14299	DANRE05906, DANRE05907, DANRE03761
OG0006763	CAEEL12476	DANRE14963, DANRE14279, DANRE14280
OG0006765	CAEEL01561	DANRE38619, DANRE38618
OG0006766	CAEEL04604	DANRE20282, DANRE20283
OG0006768	CAEEL07976	DANRE10387
OG0006769	CAEEL00344	DANRE38421, DANRE38420
OG0006772	CAEEL06744, CAEEL20464	DANRE16400
OG0006774	CAEEL01597, CAEEL17633	DANRE27767
OG0006777	CAEEL17985	DANRE19888
OG0006780	CAEEL03293	DANRE11139, DANRE11138
OG0006784	CAEEL12328	DANRE09776
OG0006791	CAEEL11174	DANRE22117, DANRE07395
OG0006795	CAEEL17325, CAEEL03139, CAEEL17385, CAEEL06951, CAEEL03170, CAEEL03151, CAEEL12331, CAEEL03123, CAEEL13163, CAEEL10223, CAEEL17912, CAEEL03163, CAEEL03125, CAEEL03120, CAEEL06506	DANRE28640, DANRE19024
OG0006826	CAEEL07305	DANRE20199, DANRE20200
OG0006828	CAEEL01547	DANRE33264
OG0006830	CAEEL01610	DANRE20293
OG0006832	CAEEL18365	DANRE05650, DANRE05651
OG0006833	CAEEL01607	DANRE39031
OG0006835	CAEEL10984	DANRE15207
OG0006838	CAEEL04815	DANRE29999, DANRE30000
OG0006842	CAEEL01401	DANRE16946
OG0006843	CAEEL01030	DANRE00575
OG0006844	CAEEL01019	DANRE25978, DANRE25977
OG0006845	CAEEL16127	DANRE00889
OG0006846	CAEEL15729	DANRE11134
OG0006849	CAEEL06259	DANRE04779
OG0006851	CAEEL12983	DANRE11826, DANRE11827, DANRE11012, DANRE03308
OG0006853	CAEEL10839	DANRE30632
OG0006860	CAEEL08670	DANRE39348
OG0006864	CAEEL08583	DANRE30356
OG0006867	CAEEL15109	DANRE04670, DANRE04669
OG0006868	CAEEL07835	DANRE40480, DANRE40481
OG0006875	CAEEL10848	DANRE19819
OG0006876	CAEEL04447	DANRE36350
OG0006878	CAEEL06314	DANRE26618
OG0006881	CAEEL09403	DANRE07877
OG0006882	CAEEL09595	DANRE12968, DANRE12967
OG0006886	CAEEL05972, CAEEL05973	DANRE33750
OG0006887	CAEEL04262	DANRE35935
OG0006888	CAEEL07944	DANRE20632
OG0006890	CAEEL05820	DANRE04449
OG0006891	CAEEL07412	DANRE15280, DANRE15279
OG0006892	CAEEL07307	DANRE42353
OG0006894	CAEEL12154	DANRE04254, DANRE04253
OG0006895	CAEEL18907	DANRE04051
OG0006897	CAEEL00287	DANRE34848, DANRE34849, DANRE34850
OG0006898	CAEEL01473	DANRE12640
OG0006901	CAEEL06883	DANRE42359, DANRE42358
OG0006905	CAEEL08307	DANRE36867
OG0006906	CAEEL05830	DANRE35097
OG0006914	CAEEL01820	DANRE00540, DANRE00539
OG0006917	CAEEL05784	DANRE08924
OG0006918	CAEEL01349	DANRE09402
OG0006919	CAEEL05782	DANRE03724
OG0006920	CAEEL08877	DANRE41930
OG0006923	CAEEL09234	DANRE14202
OG0006924	CAEEL12241	DANRE34932
OG0006926	CAEEL19851, CAEEL00630	DANRE14985
OG0006927	CAEEL11861	DANRE28369
OG0006931	CAEEL14601	DANRE18816
OG0006934	CAEEL00405	DANRE42873
OG0006936	CAEEL11645	DANRE05124
OG0006937	CAEEL00825	DANRE39416
OG0006938	CAEEL00362	DANRE01654
OG0006939	CAEEL14723	DANRE05866, DANRE05865
OG0006942	CAEEL08740	DANRE40029
OG0006943	CAEEL14228	DANRE31332
OG0006945	CAEEL08245	DANRE42360
OG0006948	CAEEL04453	DANRE05810
OG0006949	CAEEL00718	DANRE12732
OG0006952	CAEEL11032	DANRE14759
OG0006953	CAEEL11948	DANRE01132
OG0006954	CAEEL16023	DANRE11015
OG0006957	CAEEL08617	DANRE06715, DANRE06716
OG0006959	CAEEL04110	DANRE37495
OG0006960	CAEEL12630	DANRE42368, DANRE42367
OG0006962	CAEEL05048	DANRE02782
OG0006964	CAEEL00220	DANRE09142
OG0006966	CAEEL05641	DANRE12258
OG0006967	CAEEL06996	DANRE03623, DANRE03622
OG0006969	CAEEL02753	DANRE06563
OG0006970	CAEEL07035	DANRE16466, DANRE16465, DANRE06600
OG0006971	CAEEL08956	DANRE40878, DANRE40877
OG0006973	CAEEL00443	DANRE17252
OG0006974	CAEEL11749	DANRE13323, DANRE13322, DANRE12079, DANRE04090, DANRE04089, DANRE04088
OG0006975	CAEEL06258	DANRE09037
OG0006976	CAEEL02822	DANRE18544, DANRE18545
OG0006977	CAEEL11170	DANRE02258
OG0006979	CAEEL01624	DANRE38972
OG0006980	CAEEL07784	DANRE26295
OG0006982	CAEEL08318	DANRE33288
OG0006983	CAEEL05835	DANRE23215
OG0006985	CAEEL09608	DANRE02673
OG0006988	CAEEL16268	DANRE29990
OG0006989	CAEEL07496	DANRE21381
OG0006990	CAEEL10497, CAEEL10492	DANRE17525, DANRE17526, DANRE17527
OG0006991	CAEEL04823	DANRE22662, DANRE22663, DANRE22661
OG0006994	CAEEL01434	DANRE41698
OG0006995	CAEEL02252	DANRE14381, DANRE14382
OG0006996	CAEEL16529	DANRE04792
OG0006999	CAEEL04127	DANRE10373, DANRE10372
OG0007002	CAEEL02243	DANRE19224, DANRE19223
OG0007003	CAEEL10884	DANRE38881
OG0007005	CAEEL06687	DANRE07555, DANRE07554
OG0007007	CAEEL08012	DANRE01269, DANRE01270
OG0007008	CAEEL02046	DANRE00565
OG0007009	CAEEL01782	DANRE35325
OG0007010	CAEEL15343	DANRE17817
OG0007011	CAEEL08044	DANRE08885, DANRE08884, DANRE08883
OG0007012	CAEEL11328	DANRE37825, DANRE37827, DANRE37828, DANRE37826
OG0007013	CAEEL06144	DANRE04152
OG0007015	CAEEL15511	DANRE22599, DANRE22598
OG0007016	CAEEL00075	DANRE25387, DANRE25386
OG0007021	CAEEL11037	DANRE42260
OG0007024	CAEEL10553, CAEEL11101	DANRE25046
OG0007025	CAEEL06876	DANRE39883
OG0007027	CAEEL09519	DANRE41272
