Orthogroup	CAEEL	XENTR
OG0005441	CAEEL19512	XENTR10471
OG0005442	CAEEL02528	XENTR02873
OG0005443	CAEEL06163	XENTR00196
OG0005445	CAEEL10809	XENTR11784
OG0005446	CAEEL01571, CAEEL20779	XENTR04102
OG0005448	CAEEL08780	XENTR08841
OG0005450	CAEEL09047	XENTR14386
OG0005451	CAEEL06444	XENTR04508
OG0005452	CAEEL10226, CAEEL12298	XENTR13237
OG0005455	CAEEL09268	XENTR17289
OG0005457	CAEEL07347	XENTR07274
OG0005459	CAEEL16135	XENTR06604
OG0005462	CAEEL10748	XENTR11426
OG0005464	CAEEL09892	XENTR18484, XENTR09198
OG0005465	CAEEL16426	XENTR12965
OG0005466	CAEEL08021	XENTR08557
OG0005468	CAEEL02934	XENTR04574
OG0005469	CAEEL07069	XENTR04592
OG0005470	CAEEL06305	XENTR09775, XENTR18624
OG0005471	CAEEL12162	XENTR07127
OG0005472	CAEEL18620	XENTR06097
OG0005474	CAEEL07485	XENTR16274
OG0005475	CAEEL16459	XENTR17206
OG0005476	CAEEL11680	XENTR01349
OG0005479	CAEEL07488	XENTR03720
OG0005481	CAEEL02594	XENTR00678
OG0005482	CAEEL15422	XENTR11679
OG0005484	CAEEL15470	XENTR03547
OG0005486	CAEEL19474, CAEEL05557	XENTR16007
OG0005487	CAEEL12473, CAEEL12474	XENTR05191
OG0005488	CAEEL04375	XENTR10293
OG0005489	CAEEL07679	XENTR13955
OG0005490	CAEEL08623	XENTR03389, XENTR04160
OG0005491	CAEEL05923	XENTR08326
OG0005492	CAEEL02699	XENTR00216
OG0005493	CAEEL04269	XENTR09762
OG0005494	CAEEL09928	XENTR15571
OG0005495	CAEEL05689	XENTR02645
OG0005498	CAEEL08908	XENTR12205
OG0005499	CAEEL10000	XENTR06475
OG0005500	CAEEL13757, CAEEL03036	XENTR10023
OG0005502	CAEEL19896, CAEEL15449	XENTR09366
OG0005504	CAEEL10085	XENTR14288
OG0005506	CAEEL05736	XENTR04715
OG0005508	CAEEL08671	XENTR15696
OG0005517	CAEEL00403	XENTR02145
OG0005518	CAEEL11871	XENTR10164
OG0005519	CAEEL04739	XENTR10874
OG0005520	CAEEL05044	XENTR02351
OG0005522	CAEEL11025	XENTR15616, XENTR15615
OG0005527	CAEEL07576	XENTR17011
OG0005529	CAEEL19121	XENTR17688
OG0005531	CAEEL05616	XENTR00728
OG0005533	CAEEL07641	XENTR13999
OG0005534	CAEEL09833	XENTR09252
OG0005535	CAEEL05743	XENTR07119
OG0005537	CAEEL05177	XENTR15998
OG0005538	CAEEL02674	XENTR14095
OG0005539	CAEEL00571	XENTR12052
OG0005543	CAEEL01669	XENTR03947, XENTR14512
OG0005545	CAEEL11935	XENTR06846
OG0005547	CAEEL05548	XENTR04263
OG0005548	CAEEL11105	XENTR14816, XENTR04327
OG0005550	CAEEL01408	XENTR12418
OG0005552	CAEEL20765	XENTR15600
OG0005553	CAEEL00572	XENTR15410
OG0005554	CAEEL04828	XENTR05944
OG0005556	CAEEL12122	XENTR14514
OG0005558	CAEEL01488	XENTR03041, XENTR15786
OG0005559	CAEEL02868	XENTR13684
OG0005560	CAEEL01956	XENTR15812, XENTR15811
OG0005561	CAEEL11687	XENTR06582
OG0005562	CAEEL08427	XENTR02636
OG0005563	CAEEL08448	XENTR02726
OG0005566	CAEEL08840	XENTR10299
OG0005569	CAEEL09364	XENTR17293
OG0005570	CAEEL08043	XENTR08831
OG0005572	CAEEL00043	XENTR07077
OG0005574	CAEEL01999	XENTR02685
OG0005576	CAEEL13925	XENTR01506
OG0005577	CAEEL19904	XENTR17396
OG0005578	CAEEL07544	XENTR14508
OG0005580	CAEEL08013	XENTR00171
OG0005581	CAEEL08031	XENTR11345
OG0005582	CAEEL06866	XENTR10959
OG0005586	CAEEL10986	XENTR09184, XENTR16599
OG0005587	CAEEL04788	XENTR09308
OG0005588	CAEEL07160	XENTR12384
OG0005589	CAEEL08776	XENTR05397
OG0005592	CAEEL12369	XENTR06518
OG0005595	CAEEL11031	XENTR11389
OG0005597	CAEEL01169	XENTR02744
OG0005598	CAEEL08627, CAEEL14483	XENTR10064
OG0005599	CAEEL10759	XENTR07033
OG0005603	CAEEL15468	XENTR15261
OG0005604	CAEEL01765	XENTR10587
OG0005605	CAEEL10783	XENTR06732
OG0005607	CAEEL05214	XENTR03976, XENTR15771, XENTR15770
OG0005608	CAEEL07825	XENTR08987
OG0005609	CAEEL08579	XENTR05279
OG0005610	CAEEL00725	XENTR00719
OG0005612	CAEEL17906	XENTR11686
OG0005613	CAEEL14670	XENTR13054
OG0005615	CAEEL04368	XENTR19050
OG0005617	CAEEL05647	XENTR00367, XENTR04722
OG0005618	CAEEL02988	XENTR09196
OG0005620	CAEEL11400	XENTR02818, XENTR00745
OG0005622	CAEEL01750	XENTR09076
OG0005623	CAEEL07150, CAEEL08358	XENTR00925
OG0005625	CAEEL14326	XENTR12463
OG0005626	CAEEL07559	XENTR04034
OG0005627	CAEEL12992	XENTR01364
OG0005629	CAEEL06251	XENTR11616
OG0005631	CAEEL09720	XENTR17147
OG0005632	CAEEL16405	XENTR16922
OG0005633	CAEEL16151	XENTR13094
OG0005636	CAEEL10088	XENTR09495, XENTR18731
OG0005639	CAEEL07472	XENTR09590
OG0005640	CAEEL16150	XENTR12107
OG0005641	CAEEL11862	XENTR13957
OG0005644	CAEEL09242	XENTR06539
OG0005646	CAEEL08001	XENTR01093
OG0005648	CAEEL04930	XENTR10020, XENTR04396
OG0005649	CAEEL12678	XENTR14451, XENTR16243, XENTR16242
OG0005650	CAEEL18626	XENTR07095
OG0005652	CAEEL02073	XENTR02555
OG0005656	CAEEL07991	XENTR15758
OG0005661	CAEEL05585	XENTR16753, XENTR08571
OG0005681	CAEEL18801	XENTR08432
OG0005690	CAEEL07345	XENTR19277
OG0005696	CAEEL12982	XENTR00927
OG0005697	CAEEL02949	XENTR08801
OG0005698	CAEEL01389	XENTR10206
OG0005701	CAEEL20630, CAEEL20628	XENTR13549
OG0005702	CAEEL15894, CAEEL18106	XENTR05785
OG0005703	CAEEL09229	XENTR16414
OG0005704	CAEEL18454	XENTR10783
OG0005707	CAEEL01062	XENTR13799
OG0005712	CAEEL10147	XENTR07393
OG0005715	CAEEL06260	XENTR13785
OG0005719	CAEEL05019	XENTR17722
OG0005721	CAEEL02751	XENTR01507
OG0005723	CAEEL12411	XENTR02798
OG0005724	CAEEL06660	XENTR08971
OG0005725	CAEEL16182	XENTR00954
OG0005726	CAEEL02137	XENTR11215, XENTR18879
OG0005728	CAEEL00225	XENTR13816
OG0005729	CAEEL01552	XENTR17527, XENTR14626
OG0005730	CAEEL20471	XENTR16362, XENTR16363, XENTR03887
OG0005731	CAEEL09042	XENTR07331
OG0005732	CAEEL07314	XENTR01849
OG0005733	CAEEL11874	XENTR12818
OG0005734	CAEEL05372	XENTR16904
OG0005737	CAEEL00178	XENTR14241
OG0005738	CAEEL19157	XENTR03189
OG0005744	CAEEL10825, CAEEL00882	XENTR14995
OG0005746	CAEEL04218	XENTR14223
OG0005747	CAEEL11656	XENTR12914
OG0005749	CAEEL14477	XENTR13666
OG0005750	CAEEL02930	XENTR13184
OG0005758	CAEEL07383, CAEEL07219	XENTR03080
OG0005759	CAEEL04976	XENTR13135
OG0005761	CAEEL02084	XENTR00801
OG0005764	CAEEL00440	XENTR11684
OG0005766	CAEEL03004	XENTR03092
OG0005771	CAEEL18103	XENTR17752
OG0005774	CAEEL07710	XENTR06210
OG0005775	CAEEL08185	XENTR03909
OG0005776	CAEEL08611, CAEEL02852	XENTR14277, XENTR17148
OG0005779	CAEEL11742	XENTR01952
OG0005781	CAEEL16564	XENTR09353
OG0005783	CAEEL15350	XENTR18413
OG0005784	CAEEL06573	XENTR13380
OG0005786	CAEEL10727	XENTR05969
OG0005787	CAEEL09127, CAEEL07672	XENTR19090
OG0005788	CAEEL10819	XENTR18303
OG0005789	CAEEL03291	XENTR00490
OG0005790	CAEEL02850	XENTR09099
OG0005792	CAEEL16683	XENTR15781, XENTR15780
OG0005793	CAEEL01631	XENTR12617
OG0005794	CAEEL07859	XENTR09199
OG0005796	CAEEL03619	XENTR01931
OG0005797	CAEEL01710	XENTR10908
OG0005798	CAEEL07896	XENTR07022
OG0005799	CAEEL16039	XENTR11641
OG0005800	CAEEL07429	XENTR01754
OG0005802	CAEEL08747	XENTR08427
OG0005803	CAEEL05218	XENTR17154
OG0005804	CAEEL00293	XENTR00653, XENTR00022
OG0005807	CAEEL00886	XENTR12847
OG0005811	CAEEL09170	XENTR03035
OG0005812	CAEEL15514	XENTR15789
OG0005813	CAEEL04957	XENTR00797
OG0005814	CAEEL05572	XENTR04732, XENTR04731
OG0005815	CAEEL08558	XENTR06350
OG0005816	CAEEL07974	XENTR00536
OG0005817	CAEEL09003	XENTR13699
OG0005818	CAEEL06548	XENTR10792
OG0005819	CAEEL05194	XENTR13214
OG0005821	CAEEL06500	XENTR10629
OG0005822	CAEEL08544	XENTR08490
OG0005823	CAEEL11398	XENTR09463
OG0005824	CAEEL01511	XENTR08106
OG0005827	CAEEL15915	XENTR01649
OG0005829	CAEEL01850, CAEEL14048	XENTR09175, XENTR09176
OG0005831	CAEEL07627	XENTR13713
OG0005832	CAEEL01641	XENTR09883
OG0005833	CAEEL14838	XENTR12701, XENTR11982
OG0005834	CAEEL18574	XENTR15796
OG0005835	CAEEL06739, CAEEL08580	XENTR13416
OG0005836	CAEEL15554	XENTR01905
OG0005837	CAEEL01073	XENTR12226
OG0005838	CAEEL01222	XENTR15966
OG0005840	CAEEL06791	XENTR11551
OG0005843	CAEEL06200	XENTR06586
OG0005845	CAEEL04187	XENTR09452
OG0005846	CAEEL06779	XENTR08903
OG0005847	CAEEL00400	XENTR15396
OG0005848	CAEEL00240	XENTR01693
OG0005849	CAEEL07640	XENTR16028
OG0005850	CAEEL07059	XENTR09236
OG0005851	CAEEL19454, CAEEL03023	XENTR00048
OG0005853	CAEEL05937	XENTR11690
OG0005857	CAEEL08143	XENTR09453
OG0005858	CAEEL08865	XENTR01140
OG0005859	CAEEL09237	XENTR04008, XENTR19125
OG0005860	CAEEL11464	XENTR17203
OG0005861	CAEEL07847	XENTR00321
OG0005863	CAEEL02059	XENTR16855
OG0005864	CAEEL03066	XENTR01946
OG0005865	CAEEL10526	XENTR18360
OG0005866	CAEEL03116	XENTR14392
OG0005869	CAEEL01472	XENTR02475
OG0005870	CAEEL18863	XENTR03986
OG0005871	CAEEL07046	XENTR03471
OG0005874	CAEEL06734	XENTR12341
OG0005875	CAEEL11121	XENTR08470
OG0005876	CAEEL12583	XENTR11129
OG0005877	CAEEL03535	XENTR09830
OG0005878	CAEEL00506	XENTR04121
OG0005879	CAEEL05884	XENTR00215
OG0005880	CAEEL09863	XENTR06014
OG0005883	CAEEL06255	XENTR00821
OG0005884	CAEEL16531	XENTR05536
OG0005886	CAEEL01824	XENTR11697
OG0005888	CAEEL00435	XENTR04928
OG0005889	CAEEL02553	XENTR00662
OG0005890	CAEEL06540	XENTR17071
OG0005892	CAEEL01618	XENTR09555
OG0005893	CAEEL11380	XENTR00920
OG0005895	CAEEL06441	XENTR04951
OG0005897	CAEEL01303	XENTR08676, XENTR08677
OG0005898	CAEEL01957	XENTR14156
OG0005899	CAEEL11728	XENTR04251
OG0005901	CAEEL01230	XENTR00489
OG0005903	CAEEL02733	XENTR08468
OG0005909	CAEEL09260	XENTR14750
OG0005914	CAEEL12252	XENTR11305
OG0005918	CAEEL07911	XENTR03925
OG0005919	CAEEL15775	XENTR00097, XENTR00096
OG0005921	CAEEL07408	XENTR00634
OG0005922	CAEEL15520	XENTR19143
OG0005924	CAEEL10631	XENTR10424
OG0005928	CAEEL04878	XENTR10650
OG0005929	CAEEL05898	XENTR12228
OG0005930	CAEEL00275	XENTR14085
OG0005931	CAEEL09476	XENTR01406
OG0005932	CAEEL11316	XENTR00959
OG0005933	CAEEL14434	XENTR12800
OG0005936	CAEEL07303	XENTR08342
OG0005937	CAEEL10539	XENTR01329
OG0005938	CAEEL06000, CAEEL09583	XENTR11016
OG0005940	CAEEL04134	XENTR13085
OG0005941	CAEEL08713	XENTR16921
OG0005943	CAEEL02014	XENTR05606
OG0005946	CAEEL11452, CAEEL11968	XENTR06821
OG0005947	CAEEL19240	XENTR09350
OG0005949	CAEEL12005	XENTR12509
OG0005950	CAEEL02721	XENTR08032
OG0005952	CAEEL08042	XENTR01948
OG0005953	CAEEL01826	XENTR07440, XENTR07441, XENTR05811
OG0005957	CAEEL13678, CAEEL02860	XENTR18017
OG0005960	CAEEL18529, CAEEL16584	XENTR04253, XENTR04254
OG0005963	CAEEL02429, CAEEL11102	XENTR04988
OG0005965	CAEEL17925	XENTR11562
OG0005966	CAEEL05490	XENTR07355
OG0005967	CAEEL08429	XENTR04824
OG0005968	CAEEL01646	XENTR13328
OG0005969	CAEEL01577	XENTR16955
OG0005970	CAEEL16383	XENTR04665
OG0005973	CAEEL13364	XENTR10954
OG0005974	CAEEL11184	XENTR04691
OG0005975	CAEEL05822	XENTR02304
OG0005976	CAEEL15581	XENTR10013
OG0005977	CAEEL04186	XENTR12877
OG0005978	CAEEL08320	XENTR14183
OG0005980	CAEEL05471	XENTR02536
OG0005982	CAEEL04709	XENTR04745
OG0005984	CAEEL06514, CAEEL07173	XENTR12144
OG0005985	CAEEL11206	XENTR06983
OG0005987	CAEEL05677	XENTR08582, XENTR11918
OG0005989	CAEEL14108	XENTR16020
OG0005991	CAEEL07604	XENTR15975
OG0005992	CAEEL01122	XENTR07825
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	XENTR12270
OG0005997	CAEEL11505, CAEEL13118	XENTR04497, XENTR03748
OG0005998	CAEEL12651	XENTR00864
OG0006000	CAEEL06731	XENTR14856
OG0006003	CAEEL12475	XENTR08305
OG0006004	CAEEL01451	XENTR06199
OG0006005	CAEEL08818	XENTR01598
OG0006008	CAEEL11432	XENTR10519
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	XENTR12472
OG0006010	CAEEL07462	XENTR14270
OG0006011	CAEEL06588	XENTR06316
OG0006022	CAEEL20451	XENTR19044, XENTR09688
OG0006025	CAEEL03361, CAEEL12698	XENTR15734, XENTR15738, XENTR02470
OG0006031	CAEEL00264	XENTR01463
OG0006059	CAEEL09710	XENTR17303
OG0006062	CAEEL08027	XENTR01805
OG0006063	CAEEL09563	XENTR07530
OG0006064	CAEEL11646	XENTR10338
OG0006066	CAEEL07776	XENTR15153
OG0006069	CAEEL08597	XENTR12713
OG0006072	CAEEL09063	XENTR09314, XENTR09315
OG0006073	CAEEL15279	XENTR14776
OG0006074	CAEEL15694	XENTR12108
OG0006079	CAEEL06022	XENTR01421
OG0006083	CAEEL10880	XENTR00742
OG0006085	CAEEL07121	XENTR01611
OG0006086	CAEEL05357	XENTR12930
OG0006087	CAEEL10339	XENTR04594
OG0006090	CAEEL06249	XENTR13443
OG0006095	CAEEL03714	XENTR14710
OG0006096	CAEEL08930	XENTR06329
OG0006098	CAEEL17792	XENTR08186
OG0006101	CAEEL04363	XENTR01439
OG0006104	CAEEL15552	XENTR13714
OG0006108	CAEEL07908	XENTR12923
OG0006110	CAEEL15606	XENTR10136
OG0006111	CAEEL06592	XENTR17823, XENTR17822
OG0006113	CAEEL00297	XENTR04621
OG0006116	CAEEL14600	XENTR14543
OG0006117	CAEEL15839	XENTR13745
OG0006118	CAEEL05175	XENTR03384
OG0006120	CAEEL19875	XENTR09766
OG0006121	CAEEL01535	XENTR10914
OG0006122	CAEEL06423	XENTR13129
OG0006124	CAEEL00683	XENTR07608
OG0006125	CAEEL12098	XENTR12664
OG0006127	CAEEL08699	XENTR07638
OG0006128	CAEEL01734	XENTR13569
OG0006129	CAEEL15436	XENTR03488, XENTR13796
OG0006130	CAEEL19047	XENTR12277
OG0006131	CAEEL08997	XENTR16174
OG0006134	CAEEL05080	XENTR14999
OG0006135	CAEEL16406	XENTR12446
OG0006137	CAEEL01021	XENTR17758
OG0006140	CAEEL06530	XENTR03667
OG0006141	CAEEL00813	XENTR00345
OG0006144	CAEEL13019, CAEEL12775	XENTR06622, XENTR06621
OG0006145	CAEEL00765, CAEEL00923	XENTR04064
OG0006147	CAEEL11314	XENTR13313
OG0006152	CAEEL01636	XENTR07468
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	XENTR05646
OG0006156	CAEEL13825	XENTR16540
OG0006160	CAEEL08936	XENTR06388
OG0006163	CAEEL00653	XENTR02676
OG0006164	CAEEL01158	XENTR18051
OG0006165	CAEEL15774	XENTR02514
OG0006168	CAEEL05152	XENTR04926
OG0006169	CAEEL08537	XENTR17131
OG0006171	CAEEL01756	XENTR12055
OG0006172	CAEEL14351	XENTR03028
OG0006176	CAEEL05930	XENTR14826
OG0006177	CAEEL04212	XENTR13707
OG0006180	CAEEL09925	XENTR04977
OG0006182	CAEEL06387	XENTR17070
OG0006183	CAEEL19366	XENTR04770
OG0006185	CAEEL01692	XENTR04641
OG0006187	CAEEL00902	XENTR12298, XENTR12297
OG0006188	CAEEL02058	XENTR08108
OG0006191	CAEEL06280, CAEEL06279	XENTR17542
OG0006195	CAEEL08079	XENTR15174
OG0006196	CAEEL06224, CAEEL06189	XENTR03085
OG0006202	CAEEL07568	XENTR15922
OG0006208	CAEEL00204	XENTR05045
OG0006209	CAEEL11287	XENTR08641
OG0006210	CAEEL00160	XENTR02933
OG0006213	CAEEL01145	XENTR08416
OG0006214	CAEEL12120	XENTR11798
OG0006215	CAEEL04734	XENTR04292
OG0006216	CAEEL16326	XENTR14792
OG0006217	CAEEL05235	XENTR09237
OG0006224	CAEEL11548	XENTR13017
OG0006226	CAEEL02716	XENTR04747
OG0006229	CAEEL06963	XENTR03562
OG0006230	CAEEL08542	XENTR04159
OG0006231	CAEEL20582	XENTR07806
OG0006234	CAEEL05918	XENTR00067
OG0006235	CAEEL04462	XENTR16645
OG0006237	CAEEL04160	XENTR16475
OG0006239	CAEEL01539	XENTR09561
OG0006240	CAEEL08852	XENTR14524
OG0006245	CAEEL00941	XENTR10382
OG0006247	CAEEL11988	XENTR15049
OG0006248	CAEEL05883	XENTR02044
OG0006249	CAEEL10060	XENTR18011
OG0006254	CAEEL11539	XENTR04794
OG0006257	CAEEL15240	XENTR14368
OG0006259	CAEEL09792	XENTR15431, XENTR15430
OG0006260	CAEEL09587	XENTR07975
OG0006262	CAEEL01377	XENTR10478
OG0006263	CAEEL09474	XENTR16349
OG0006264	CAEEL11589	XENTR12516
OG0006267	CAEEL09521	XENTR08276
OG0006269	CAEEL11344	XENTR11232
OG0006271	CAEEL08264	XENTR15420
OG0006275	CAEEL01989	XENTR07622
OG0006277	CAEEL08057	XENTR12192
OG0006279	CAEEL00237	XENTR16888
OG0006280	CAEEL17987	XENTR01612
OG0006281	CAEEL04765	XENTR12028
OG0006283	CAEEL00881	XENTR02905
OG0006284	CAEEL08923	XENTR06698
OG0006285	CAEEL04794	XENTR13372
OG0006286	CAEEL00158	XENTR17703
OG0006288	CAEEL08712	XENTR10301
OG0006289	CAEEL07964	XENTR14556
OG0006290	CAEEL04712	XENTR11599
OG0006291	CAEEL00609	XENTR03996
OG0006293	CAEEL07928	XENTR13916
OG0006294	CAEEL14462	XENTR03051
OG0006295	CAEEL09568	XENTR01520
OG0006297	CAEEL11872	XENTR11225
OG0006301	CAEEL17598	XENTR02417
OG0006306	CAEEL01065	XENTR05458
OG0006307	CAEEL06264	XENTR02770
OG0006309	CAEEL05232	XENTR14030
OG0006311	CAEEL17612	XENTR15701, XENTR15702
OG0006313	CAEEL05123	XENTR12867
OG0006315	CAEEL15905	XENTR14232
OG0006319	CAEEL13894	XENTR17260
OG0006322	CAEEL09507	XENTR02812
OG0006323	CAEEL02251	XENTR10824
OG0006326	CAEEL15323	XENTR11955
OG0006329	CAEEL02571	XENTR01907
OG0006331	CAEEL13794	XENTR02078
OG0006332	CAEEL10865	XENTR11820
OG0006334	CAEEL08411, CAEEL18378	XENTR11454
OG0006339	CAEEL08069	XENTR00791
OG0006340	CAEEL11454	XENTR08910
OG0006341	CAEEL06023	XENTR01670
OG0006343	CAEEL05583, CAEEL02498	XENTR14450
OG0006344	CAEEL14876	XENTR15368
OG0006345	CAEEL06549	XENTR09326
OG0006346	CAEEL05783	XENTR17064
OG0006347	CAEEL07567	XENTR05199
OG0006350	CAEEL07674	XENTR13659
OG0006352	CAEEL02603	XENTR04339
OG0006353	CAEEL19140, CAEEL05676	XENTR02093
OG0006356	CAEEL07675	XENTR11146
OG0006360	CAEEL05277	XENTR11510
OG0006361	CAEEL09060	XENTR00506, XENTR00507
OG0006362	CAEEL00998	XENTR05459
OG0006363	CAEEL00971	XENTR09507
OG0006365	CAEEL12631	XENTR05265
OG0006370	CAEEL05220	XENTR06294
OG0006372	CAEEL09848	XENTR08472
OG0006375	CAEEL00741	XENTR01833
OG0006376	CAEEL15051	XENTR07738
OG0006377	CAEEL09247	XENTR13700, XENTR18549, XENTR18550
OG0006378	CAEEL04747	XENTR05710
OG0006381	CAEEL09800	XENTR06606
OG0006385	CAEEL17878	XENTR14544
OG0006386	CAEEL02065	XENTR12059
OG0006387	CAEEL00319	XENTR17469, XENTR08445
OG0006389	CAEEL07348	XENTR16925
OG0006390	CAEEL13360	XENTR00780
OG0006391	CAEEL16380, CAEEL11908	XENTR02605
OG0006393	CAEEL14337	XENTR07149, XENTR11546
OG0006395	CAEEL11636	XENTR18848, XENTR18849
OG0006405	CAEEL04608	XENTR18434
OG0006406	CAEEL04927, CAEEL07538	XENTR01666, XENTR10929
OG0006407	CAEEL20555	XENTR01503, XENTR01502, XENTR14495
OG0006414	CAEEL18847	XENTR06709
OG0006415	CAEEL20504	XENTR14275, XENTR01183, XENTR09445
OG0006443	CAEEL07304	XENTR09473
OG0006448	CAEEL07841	XENTR02943
OG0006454	CAEEL06995	XENTR04050
OG0006456	CAEEL09794	XENTR08352
OG0006457	CAEEL05605	XENTR11459, XENTR11458
OG0006459	CAEEL00244	XENTR08528
OG0006461	CAEEL11863	XENTR07035
OG0006462	CAEEL05709	XENTR01277
OG0006464	CAEEL01413	XENTR10541
OG0006465	CAEEL10921	XENTR07508
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	XENTR05148
OG0006474	CAEEL07206	XENTR00813
OG0006475	CAEEL07548	XENTR10608
OG0006476	CAEEL12092	XENTR04361
OG0006478	CAEEL06158	XENTR14784
OG0006479	CAEEL05626	XENTR08062
OG0006480	CAEEL10265, CAEEL10266	XENTR17557
OG0006481	CAEEL19099, CAEEL01638	XENTR02608
OG0006482	CAEEL10834	XENTR03862
OG0006485	CAEEL14223	XENTR16219
OG0006488	CAEEL17648	XENTR02069
OG0006490	CAEEL11637	XENTR10811
OG0006491	CAEEL13015	XENTR07123
OG0006496	CAEEL08493	XENTR00108
OG0006497	CAEEL06461	XENTR00921
OG0006498	CAEEL02503	XENTR16311
OG0006499	CAEEL20101	XENTR01284
OG0006501	CAEEL16016	XENTR12662
OG0006503	CAEEL07188	XENTR17521
OG0006505	CAEEL06783	XENTR02899
OG0006506	CAEEL03029	XENTR01492
OG0006509	CAEEL00006, CAEEL15373	XENTR13835
OG0006511	CAEEL02676	XENTR06903
OG0006512	CAEEL07313	XENTR05619
OG0006514	CAEEL07858	XENTR05648
OG0006515	CAEEL02554	XENTR13526
OG0006516	CAEEL15132	XENTR13095
OG0006517	CAEEL01423	XENTR09962
OG0006520	CAEEL13792	XENTR13195
OG0006522	CAEEL07957	XENTR10203
OG0006523	CAEEL15760	XENTR02071
OG0006528	CAEEL14466	XENTR04191
OG0006532	CAEEL05678	XENTR09832
OG0006535	CAEEL19419	XENTR18789
OG0006536	CAEEL05174	XENTR11449
OG0006538	CAEEL07903, CAEEL04060	XENTR03139
OG0006540	CAEEL19898	XENTR11917
OG0006542	CAEEL04749	XENTR13194
OG0006543	CAEEL05304	XENTR05755
OG0006544	CAEEL02597	XENTR15901
OG0006545	CAEEL08394	XENTR06549
OG0006546	CAEEL16446	XENTR13406
OG0006550	CAEEL02186	XENTR00769, XENTR00770
OG0006552	CAEEL02725	XENTR05835
OG0006553	CAEEL06508	XENTR01394
OG0006554	CAEEL09071	XENTR10302
OG0006556	CAEEL00553	XENTR16928
OG0006557	CAEEL07597	XENTR04539
OG0006560	CAEEL14360	XENTR12102
OG0006561	CAEEL16404	XENTR09007
OG0006565	CAEEL12176	XENTR05991, XENTR11310
OG0006568	CAEEL01944	XENTR09608
OG0006569	CAEEL03290	XENTR00615
OG0006570	CAEEL15966	XENTR12937
OG0006571	CAEEL05447	XENTR05803
OG0006572	CAEEL09940, CAEEL09371	XENTR00004
OG0006573	CAEEL05442	XENTR10805
OG0006574	CAEEL01738	XENTR04351
OG0006577	CAEEL15281	XENTR14469
OG0006578	CAEEL00045	XENTR12631, XENTR12630
OG0006579	CAEEL07922	XENTR13945
OG0006583	CAEEL01627	XENTR16033
OG0006584	CAEEL05880	XENTR02296
OG0006587	CAEEL17957	XENTR11980
OG0006588	CAEEL11640	XENTR06817
OG0006589	CAEEL10276	XENTR01351
OG0006590	CAEEL15655	XENTR14263
OG0006594	CAEEL00833	XENTR18025
OG0006595	CAEEL10661	XENTR09437
OG0006596	CAEEL00560	XENTR12773
OG0006597	CAEEL10448	XENTR00700
OG0006598	CAEEL03295	XENTR14326
OG0006602	CAEEL16562	XENTR15212
OG0006603	CAEEL00624	XENTR10213
OG0006604	CAEEL07198	XENTR09447, XENTR09446
OG0006606	CAEEL07376	XENTR05954
OG0006607	CAEEL01560	XENTR13594
OG0006608	CAEEL05698	XENTR00251
OG0006609	CAEEL02187	XENTR06296
OG0006610	CAEEL11386	XENTR07341
OG0006611	CAEEL07953	XENTR05216
OG0006614	CAEEL05124	XENTR18989
OG0006615	CAEEL09131	XENTR06546
OG0006621	CAEEL07639	XENTR16711
OG0006622	CAEEL05834	XENTR12562
OG0006624	CAEEL07631	XENTR01731
OG0006625	CAEEL08791	XENTR04207
OG0006626	CAEEL07560	XENTR04565, XENTR13907
OG0006627	CAEEL11375	XENTR17718
OG0006628	CAEEL07329	XENTR02668
OG0006630	CAEEL11696	XENTR08125
OG0006631	CAEEL00720	XENTR19213
OG0006632	CAEEL20160, CAEEL00199	XENTR10907, XENTR07445
OG0006633	CAEEL00427	XENTR02142
OG0006636	CAEEL07724	XENTR11494
OG0006637	CAEEL12125	XENTR05016
OG0006645	CAEEL17855	XENTR13154
OG0006646	CAEEL15891	XENTR01407
OG0006648	CAEEL01435	XENTR07885
OG0006651	CAEEL09522	XENTR12537
OG0006655	CAEEL00324	XENTR05829
OG0006658	CAEEL00269	XENTR09594
OG0006660	CAEEL09560, CAEEL09561	XENTR07050
OG0006662	CAEEL12773	XENTR02635
OG0006663	CAEEL08458	XENTR03207
OG0006664	CAEEL01906	XENTR06837
OG0006666	CAEEL05999	XENTR04836
OG0006667	CAEEL01250	XENTR11957
OG0006668	CAEEL06992	XENTR10580
OG0006669	CAEEL08205	XENTR13698
OG0006670	CAEEL05160	XENTR03934
OG0006673	CAEEL00769	XENTR06476
OG0006678	CAEEL12368	XENTR13719
OG0006680	CAEEL09390	XENTR02487
OG0006681	CAEEL05335	XENTR03638
OG0006683	CAEEL00441	XENTR10018
OG0006684	CAEEL11224	XENTR16293
OG0006686	CAEEL20085	XENTR06782
OG0006690	CAEEL11346	XENTR13317
OG0006691	CAEEL07500	XENTR10862
OG0006692	CAEEL00770	XENTR13963
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	XENTR12746
OG0006694	CAEEL01422	XENTR04108
OG0006695	CAEEL17851	XENTR13948
OG0006703	CAEEL00186	XENTR04634
OG0006705	CAEEL04478	XENTR00293
OG0006706	CAEEL11633	XENTR07780
