Orthogroup	DROME	MOUSE
OG0004841	DROME10055	MOUSE43676, MOUSE43677, MOUSE43674, MOUSE43678
OG0004842	DROME03366	MOUSE49795, MOUSE49793, MOUSE49796, MOUSE49794
OG0004843	DROME07719, DROME07718	MOUSE48933
OG0004844	DROME13071	MOUSE21088, MOUSE21080, MOUSE21087, MOUSE21082, MOUSE21085, MOUSE21086, MOUSE21084, MOUSE21081
OG0004845	DROME01007	MOUSE50517, MOUSE50518
OG0004846	DROME02141	MOUSE44703, MOUSE44702
OG0004847	DROME08420	MOUSE45086, MOUSE53673, MOUSE53674
OG0004848	DROME00795	MOUSE45812
OG0004849	DROME13112	MOUSE14093
OG0004850	DROME02318	MOUSE16037
OG0004851	DROME14412	MOUSE51441
OG0004852	DROME19281, DROME19280	MOUSE23914, MOUSE19030, MOUSE26079, MOUSE14232
OG0004853	DROME11460, DROME11459, DROME11461	MOUSE25470, MOUSE25467, MOUSE25468, MOUSE25471, MOUSE25469
OG0004854	DROME04906	MOUSE21947, MOUSE21946, MOUSE21945
OG0004855	DROME06480	MOUSE05089
OG0004856	DROME20969, DROME02553	MOUSE29695, MOUSE53841
OG0004858	DROME21278, DROME21279, DROME15142	MOUSE37734, MOUSE37735, MOUSE37733, MOUSE37732, MOUSE37731
OG0004859	DROME19872	MOUSE26156, MOUSE26157, MOUSE26155
OG0004860	DROME00210	MOUSE10656
OG0004861	DROME03069	MOUSE07935
OG0004862	DROME09038	MOUSE28710, MOUSE28711, MOUSE28712
OG0004863	DROME11509	MOUSE43953, MOUSE43952, MOUSE43951
OG0004864	DROME17771	MOUSE24972, MOUSE24975, MOUSE24974, MOUSE24973, MOUSE24970, MOUSE24969, MOUSE24971
OG0004865	DROME08867, DROME08869, DROME08868	MOUSE05031, MOUSE05032
OG0004866	DROME17869	MOUSE32531, MOUSE32530, MOUSE32528, MOUSE32529, MOUSE54965, MOUSE54967, MOUSE54966, MOUSE54964
OG0004869	DROME04684	MOUSE02388
OG0004871	DROME21806, DROME21805	MOUSE37498
OG0004873	DROME14538	MOUSE04807, MOUSE04811, MOUSE04806, MOUSE04809, MOUSE04810, MOUSE04808
OG0004874	DROME06823	MOUSE13924
OG0004875	DROME07370	MOUSE33657
OG0004877	DROME13683	MOUSE36952, MOUSE36955
OG0004879	DROME00897	MOUSE15652
OG0004880	DROME08365	MOUSE15185, MOUSE15184, MOUSE15186
OG0004881	DROME08062	MOUSE15429, MOUSE15431
OG0004882	DROME20698	MOUSE49527, MOUSE49526
OG0004883	DROME06775	MOUSE05914, MOUSE05913, MOUSE38691, MOUSE38690, MOUSE38689
OG0004885	DROME17685	MOUSE01003, MOUSE31607, MOUSE31608
OG0004886	DROME20605	MOUSE47551
OG0004887	DROME16935	MOUSE33843
OG0004889	DROME07704	MOUSE25760, MOUSE25761, MOUSE25763, MOUSE25762
OG0004890	DROME19247, DROME19248	MOUSE05043, MOUSE05045, MOUSE05044, MOUSE05046
OG0004891	DROME14421	MOUSE33914
OG0004893	DROME00887	MOUSE34071, MOUSE34070
OG0004894	DROME14922	MOUSE48215, MOUSE03198
OG0004896	DROME10135	MOUSE25287, MOUSE25286, MOUSE25292, MOUSE25289
OG0004897	DROME19647, DROME19646	MOUSE19572, MOUSE19571, MOUSE19570
OG0004898	DROME20157	MOUSE50603, MOUSE50602
OG0004899	DROME12298	MOUSE48091
OG0004900	DROME05897	MOUSE22530, MOUSE22529, MOUSE22526, MOUSE22527, MOUSE22528, MOUSE22531, MOUSE22525
OG0004901	DROME21322	MOUSE17250, MOUSE17248, MOUSE17249
OG0004902	DROME21164, DROME21163	MOUSE02960
OG0004903	DROME05016	MOUSE23191, MOUSE23193, MOUSE23192
OG0004904	DROME19500, DROME19501, DROME19499	MOUSE14984
OG0004906	DROME09739	MOUSE46071, MOUSE46074, MOUSE46073, MOUSE46072, MOUSE46069, MOUSE46070
OG0004907	DROME21808	MOUSE43323, MOUSE43324
OG0004910	DROME08779	MOUSE37085, MOUSE37087
OG0004911	DROME03353, DROME03354	MOUSE14226
OG0004913	DROME03983, DROME03981, DROME03982, DROME03984	MOUSE38289, MOUSE38290, MOUSE38291
OG0004914	DROME06293	MOUSE04917
OG0004917	DROME08602	MOUSE34376
OG0004919	DROME18147	MOUSE28906, MOUSE28907
OG0004920	DROME00285	MOUSE23361, MOUSE23362
OG0004922	DROME15327	MOUSE13359, MOUSE30211, MOUSE30209, MOUSE30210, MOUSE30212
OG0004923	DROME02315	MOUSE04504, MOUSE04503, MOUSE04502
OG0004924	DROME10830, DROME07167	MOUSE10047
OG0004925	DROME14669	MOUSE30655, MOUSE30653, MOUSE30669
OG0004927	DROME08096, DROME08095	MOUSE07258, MOUSE07257, MOUSE27996, MOUSE27995
OG0004928	DROME08425	MOUSE05335, MOUSE05336
OG0004929	DROME12986	MOUSE29800, MOUSE29803, MOUSE29802, MOUSE29801, MOUSE29799
OG0004930	DROME10509, DROME10508, DROME03047, DROME03035	MOUSE04114, MOUSE15608, MOUSE15609
OG0004931	DROME05056	MOUSE50896, MOUSE50897, MOUSE50898
OG0004932	DROME06711, DROME21545	MOUSE29134
OG0004934	DROME20188	MOUSE25916, MOUSE25917, MOUSE25918, MOUSE25911, MOUSE25914, MOUSE25912, MOUSE25913, MOUSE25919
OG0004935	DROME01124, DROME21902	MOUSE53807, MOUSE53817, MOUSE53825, MOUSE17944, MOUSE17945
OG0004938	DROME19230	MOUSE43015
OG0004939	DROME03951	MOUSE19465, MOUSE27264
OG0004940	DROME17902	MOUSE20737, MOUSE06844
OG0004941	DROME08496	MOUSE24305, MOUSE24308, MOUSE24309, MOUSE24307, MOUSE24306
OG0004946	DROME17783	MOUSE24708, MOUSE24707, MOUSE24710, MOUSE24709
OG0004947	DROME02539, DROME02538	MOUSE10397, MOUSE10395, MOUSE10396, MOUSE10394
OG0004948	DROME10356, DROME10355	MOUSE05736, MOUSE27269
OG0004949	DROME10079	MOUSE42542, MOUSE42543, MOUSE42540, MOUSE42541
OG0004950	DROME04411, DROME04410, DROME04412, DROME04409, DROME04414, DROME04413	MOUSE30935, MOUSE30934
OG0004952	DROME04437, DROME04439	MOUSE07097, MOUSE07096
OG0004954	DROME00788	MOUSE12687, MOUSE12689, MOUSE12688
OG0004956	DROME15014	MOUSE53599, MOUSE53597, MOUSE53598, MOUSE24887, MOUSE24888, MOUSE24889, MOUSE24890
OG0004961	DROME09320, DROME09318, DROME09321, DROME09319, DROME09322, DROME09323, DROME09317, DROME20126	MOUSE01243, MOUSE01244
OG0004963	DROME16550	MOUSE37240, MOUSE37238
OG0004964	DROME03316, DROME00530	MOUSE05557, MOUSE05556
OG0004967	DROME10188, DROME10187, DROME10189	MOUSE14734
OG0004968	DROME13729	MOUSE49508, MOUSE49507, MOUSE49506, MOUSE49505
OG0004969	DROME05438	MOUSE15411, MOUSE15409, MOUSE15410
OG0004970	DROME11414	MOUSE22680, MOUSE53993
OG0004971	DROME02694	MOUSE18798, MOUSE18799
OG0004972	DROME08727, DROME08726, DROME08728	MOUSE46148, MOUSE46149, MOUSE46147
OG0004975	DROME02159	MOUSE13200
OG0004976	DROME00645	MOUSE19407
OG0004977	DROME03602	MOUSE22046
OG0004978	DROME03965	MOUSE54637, MOUSE54638
OG0004979	DROME16138	MOUSE08609, MOUSE08610, MOUSE08606, MOUSE08608, MOUSE08607, MOUSE08605
OG0004980	DROME03892	MOUSE11420, MOUSE11418, MOUSE00740
OG0004982	DROME15865	MOUSE25444, MOUSE25443
OG0004983	DROME09084, DROME09083, DROME09085	MOUSE21107, MOUSE21106, MOUSE21108
OG0004985	DROME02098	MOUSE40995
OG0004986	DROME03100, DROME03099, DROME03098	MOUSE15822, MOUSE15823
OG0004987	DROME11495	MOUSE31531, MOUSE31530, MOUSE31532, MOUSE00742, MOUSE00741
OG0004988	DROME03458, DROME03460, DROME03459	MOUSE37283
OG0004989	DROME22081, DROME22082	MOUSE27227
OG0004991	DROME15256	MOUSE24893, MOUSE52621, MOUSE52617, MOUSE52618, MOUSE52620, MOUSE52619
OG0004992	DROME21455, DROME21454	MOUSE23788, MOUSE23789, MOUSE23787, MOUSE23786
OG0004995	DROME15760	MOUSE51893, MOUSE51888, MOUSE51889, MOUSE51892, MOUSE51891, MOUSE51887, MOUSE51890, MOUSE51894, MOUSE51884, MOUSE51885, MOUSE51886
OG0004997	DROME14795	MOUSE46780
OG0004999	DROME12996, DROME04051	MOUSE45796
OG0005000	DROME05017	MOUSE02017, MOUSE02019, MOUSE02018
OG0005002	DROME06516, DROME06517	MOUSE01458, MOUSE01457
OG0005003	DROME03928	MOUSE04384
OG0005005	DROME21561, DROME21562	MOUSE14301, MOUSE14302, MOUSE14300
OG0005006	DROME11996	MOUSE02176, MOUSE05686, MOUSE05684, MOUSE05687, MOUSE05685
OG0005007	DROME10736, DROME10737	MOUSE29570, MOUSE29569, MOUSE29571, MOUSE29568
OG0005009	DROME05341	MOUSE15883, MOUSE15885, MOUSE15884, MOUSE15886
OG0005010	DROME15403	MOUSE06295, MOUSE06296
OG0005011	DROME19999, DROME19998, DROME19997	MOUSE07665, MOUSE07663, MOUSE07666, MOUSE07664
OG0005012	DROME04474, DROME04473	MOUSE30180, MOUSE30183, MOUSE30181, MOUSE30182, MOUSE30184
OG0005013	DROME05963	MOUSE47516, MOUSE47515, MOUSE47519, MOUSE47518, MOUSE47517
OG0005014	DROME10673	MOUSE15361
OG0005015	DROME17219, DROME13880	MOUSE31549, MOUSE31548, MOUSE31550, MOUSE31551
OG0005021	DROME09143	MOUSE12925, MOUSE12926, MOUSE12928, MOUSE12927, MOUSE29848
OG0005038	DROME10536	MOUSE54302, MOUSE54298, MOUSE54299, MOUSE19866, MOUSE36889, MOUSE54301, MOUSE54300, MOUSE54297
OG0005040	DROME12131	MOUSE16190
OG0005044	DROME09608	MOUSE20027, MOUSE20023, MOUSE04953
OG0005045	DROME12158, DROME12156, DROME12157	MOUSE00397, MOUSE00396, MOUSE00395
OG0005046	DROME05480	MOUSE18546
OG0005047	DROME10719, DROME10720, DROME04066	MOUSE16902, MOUSE16903
OG0005048	DROME02333	MOUSE24359, MOUSE24358
OG0005050	DROME10449, DROME21014	MOUSE46865, MOUSE46864, MOUSE46866, MOUSE46867, MOUSE27916, MOUSE27915
OG0005053	DROME16491	MOUSE04391
OG0005059	DROME21332, DROME21333, DROME21331	MOUSE25532
OG0005061	DROME12079	MOUSE41390
OG0005062	DROME03096	MOUSE02347, MOUSE02349, MOUSE02348
OG0005063	DROME10704, DROME10722, DROME10721	MOUSE00756, MOUSE31632, MOUSE31633
OG0005065	DROME14023	MOUSE35956, MOUSE35955
OG0005066	DROME03204, DROME03205	MOUSE00023, MOUSE00024
OG0005067	DROME04857	MOUSE08612, MOUSE08611
OG0005068	DROME04056, DROME13214	MOUSE38395, MOUSE38394
OG0005069	DROME09600	MOUSE16850
OG0005072	DROME13201, DROME13202, DROME13203	MOUSE53842, MOUSE53843
OG0005073	DROME03220	MOUSE09457, MOUSE09456, MOUSE09453, MOUSE09458, MOUSE09455
OG0005074	DROME01351	MOUSE54053, MOUSE20748, MOUSE54051, MOUSE54050, MOUSE54052
OG0005076	DROME03212	MOUSE51690, MOUSE51689, MOUSE51691
OG0005077	DROME04630	MOUSE35139
OG0005079	DROME19526	MOUSE27539
OG0005081	DROME10206	MOUSE05397, MOUSE05396, MOUSE05395
OG0005082	DROME17559, DROME17558, DROME17557	MOUSE37935, MOUSE37936
OG0005083	DROME15688, DROME15689	MOUSE16618
OG0005085	DROME04061, DROME04063, DROME04062	MOUSE41896, MOUSE41895, MOUSE41892, MOUSE41893, MOUSE41894
OG0005086	DROME19289	MOUSE11278, MOUSE11279, MOUSE11277
OG0005087	DROME08803	MOUSE24357, MOUSE24356, MOUSE24354
OG0005088	DROME22011, DROME22012	MOUSE48666
OG0005089	DROME19159, DROME16204	MOUSE32552
OG0005090	DROME15517	MOUSE15030, MOUSE15031
OG0005091	DROME03308, DROME03309, DROME03310	MOUSE38790
OG0005093	DROME05559	MOUSE00573, MOUSE00574, MOUSE00575, MOUSE00572
OG0005094	DROME08308	MOUSE43755, MOUSE43756, MOUSE43758
OG0005095	DROME02229	MOUSE49469
OG0005096	DROME02037	MOUSE17109
OG0005097	DROME09274, DROME09272	MOUSE14124
OG0005099	DROME09599	MOUSE14066, MOUSE14064, MOUSE14063, MOUSE14062
OG0005100	DROME04486	MOUSE19701
OG0005104	DROME20927	MOUSE49790
OG0005105	DROME03531	MOUSE06089, MOUSE46118
OG0005106	DROME03857	MOUSE38782
OG0005107	DROME08339	MOUSE39178, MOUSE39177
OG0005108	DROME14762	MOUSE01425, MOUSE01429, MOUSE01428, MOUSE01426, MOUSE01427
OG0005109	DROME19414, DROME19413	MOUSE02056, MOUSE02497
OG0005110	DROME02462	MOUSE26509, MOUSE26510, MOUSE26511
OG0005111	DROME13957, DROME13956	MOUSE34804
OG0005113	DROME00349, DROME00350, DROME00351, DROME00352	MOUSE07655, MOUSE07654
OG0005114	DROME19429	MOUSE23088
OG0005116	DROME17446	MOUSE15697, MOUSE15696
OG0005117	DROME01907, DROME01909, DROME01908, DROME01910	MOUSE29490
OG0005119	DROME17852, DROME17851, DROME17850	MOUSE07205
OG0005120	DROME03465	MOUSE51214, MOUSE51215, MOUSE51213
OG0005121	DROME13814, DROME13815, DROME13816	MOUSE14836, MOUSE14837, MOUSE14838
OG0005124	DROME16620	MOUSE28031, MOUSE07830, MOUSE07829, MOUSE07828
OG0005125	DROME14833	MOUSE06042, MOUSE06044, MOUSE06043, MOUSE38561
OG0005126	DROME07720	MOUSE52020, MOUSE52021, MOUSE34120, MOUSE34121, MOUSE34119
OG0005127	DROME20240	MOUSE45202, MOUSE45200, MOUSE45198, MOUSE45201, MOUSE45199, MOUSE45204, MOUSE45203
OG0005129	DROME11517	MOUSE06447, MOUSE06448
OG0005130	DROME01130	MOUSE36362, MOUSE36365, MOUSE36361
OG0005131	DROME15986, DROME15987	MOUSE32083, MOUSE32082, MOUSE32081
OG0005132	DROME02024, DROME03817	MOUSE00613
OG0005133	DROME02541	MOUSE15735
OG0005135	DROME00390	MOUSE30622, MOUSE30621, MOUSE30624, MOUSE30623, MOUSE30619
OG0005138	DROME08714	MOUSE16640, MOUSE16641, MOUSE16638, MOUSE16639
OG0005140	DROME16893	MOUSE30232, MOUSE30234, MOUSE30233
OG0005141	DROME19023, DROME19024	MOUSE49892, MOUSE49893
OG0005142	DROME12779	MOUSE10413, MOUSE10412, MOUSE10415, MOUSE10414
OG0005143	DROME18172, DROME18171	MOUSE29588, MOUSE29589
OG0005144	DROME16396	MOUSE31298, MOUSE31301, MOUSE31302, MOUSE31300
OG0005145	DROME02051	MOUSE27578, MOUSE27577, MOUSE27579
OG0005146	DROME01676	MOUSE28856
OG0005147	DROME14510, DROME14511	MOUSE10113, MOUSE10111, MOUSE10110, MOUSE10114, MOUSE10112, MOUSE10109
OG0005149	DROME13939, DROME13941, DROME13940, DROME03013	MOUSE24121, MOUSE24122
OG0005151	DROME21402	MOUSE15527, MOUSE15526
OG0005152	DROME02100	MOUSE02245, MOUSE02244, MOUSE02246
OG0005154	DROME08186, DROME14086	MOUSE19629, MOUSE19630
OG0005155	DROME13946	MOUSE13083
OG0005157	DROME20357, DROME10521	MOUSE05669, MOUSE05668
OG0005158	DROME15148	MOUSE22571
OG0005159	DROME04911	MOUSE52152
OG0005160	DROME13926	MOUSE35962, MOUSE35963
OG0005161	DROME01304	MOUSE42010, MOUSE42011, MOUSE42009, MOUSE30986, MOUSE30985, MOUSE30984
OG0005163	DROME09973	MOUSE31915
OG0005164	DROME17784	MOUSE17528, MOUSE17206, MOUSE17526
OG0005167	DROME21743, DROME21744	MOUSE43529, MOUSE43528, MOUSE42260, MOUSE42259, MOUSE42264, MOUSE42263, MOUSE42262, MOUSE42261
OG0005168	DROME21709, DROME21708, DROME02504, DROME02503	MOUSE28087, MOUSE28083, MOUSE28082, MOUSE28086, MOUSE28084
OG0005169	DROME00581	MOUSE07868
OG0005172	DROME03475	MOUSE28846, MOUSE28847
OG0005174	DROME05374	MOUSE23313, MOUSE35563
OG0005175	DROME18164	MOUSE20206, MOUSE20205, MOUSE20208, MOUSE20207
OG0005176	DROME19605	MOUSE15371, MOUSE15372
OG0005178	DROME17186	MOUSE48038, MOUSE48039, MOUSE48037
OG0005179	DROME12341	MOUSE36304, MOUSE36303, MOUSE36302
OG0005180	DROME10314	MOUSE36158, MOUSE36156, MOUSE36157, MOUSE36155
OG0005181	DROME13882	MOUSE24101, MOUSE24100
OG0005182	DROME14044	MOUSE50395, MOUSE50397, MOUSE50396
OG0005183	DROME08717	MOUSE45876
OG0005184	DROME11560	MOUSE55373, MOUSE03431, MOUSE55374
OG0005185	DROME14578	MOUSE53143, MOUSE53140, MOUSE53142, MOUSE53141, MOUSE53139
OG0005187	DROME14003	MOUSE14400, MOUSE14399, MOUSE14398
OG0005188	DROME10586	MOUSE19130
OG0005192	DROME06272	MOUSE33625, MOUSE33627, MOUSE33626
OG0005194	DROME04866	MOUSE09520
OG0005195	DROME01261, DROME03136, DROME05867, DROME13248, DROME13247, DROME13249	MOUSE35893, MOUSE35892
OG0005196	DROME08964	MOUSE47214, MOUSE47213, MOUSE47212
OG0005197	DROME13698	MOUSE27045, MOUSE27044
OG0005198	DROME10991	MOUSE42244, MOUSE42247, MOUSE42246, MOUSE42245, MOUSE42243
OG0005199	DROME17844, DROME17845	MOUSE06798, MOUSE06795, MOUSE06797, MOUSE06799, MOUSE06796
OG0005200	DROME17886, DROME17887	MOUSE41422, MOUSE41421
OG0005201	DROME12308	MOUSE23496, MOUSE23495, MOUSE23494, MOUSE23493, MOUSE23491, MOUSE23492
OG0005202	DROME20495	MOUSE05596, MOUSE05595, MOUSE05597
OG0005204	DROME11843	MOUSE25568, MOUSE25567
OG0005205	DROME03877, DROME03878	MOUSE08733
OG0005206	DROME19412	MOUSE48398
OG0005209	DROME02411, DROME02410, DROME02409	MOUSE14096, MOUSE14095
OG0005210	DROME04803, DROME04802	MOUSE52454, MOUSE52456
OG0005212	DROME05395	MOUSE51363
OG0005214	DROME10787	MOUSE12908, MOUSE54008, MOUSE12907, MOUSE54007, MOUSE54009, MOUSE54006
OG0005215	DROME16919, DROME16918, DROME16920	MOUSE24351
OG0005216	DROME02551	MOUSE46216, MOUSE46217, MOUSE46215, MOUSE46212, MOUSE46213
OG0005217	DROME13024	MOUSE09058, MOUSE02888
OG0005219	DROME11647, DROME11648	MOUSE36332, MOUSE36333, MOUSE36334
OG0005220	DROME01905, DROME01906	MOUSE15022, MOUSE15023
OG0005221	DROME13777	MOUSE40508, MOUSE40506, MOUSE40507
OG0005222	DROME20001	MOUSE49492, MOUSE49490, MOUSE49491
OG0005223	DROME06805	MOUSE38903, MOUSE38905, MOUSE38904
OG0005224	DROME09621	MOUSE07209, MOUSE07208
OG0005225	DROME01306	MOUSE02228, MOUSE02229
OG0005226	DROME15233	MOUSE42007, MOUSE42005, MOUSE42006, MOUSE42008
OG0005227	DROME19504	MOUSE45083
OG0005228	DROME12549, DROME12550	MOUSE54695, MOUSE54694
OG0005229	DROME21401	MOUSE10424, MOUSE10427, MOUSE10426, MOUSE10428, MOUSE54725, MOUSE54726, MOUSE54727
OG0005230	DROME07282, DROME04954, DROME04955, DROME04956	MOUSE49013, MOUSE49014
OG0005231	DROME13341	MOUSE18474
OG0005232	DROME01110, DROME01111	MOUSE38863
OG0005233	DROME13588, DROME13587	MOUSE34528, MOUSE34527, MOUSE34530, MOUSE34529
OG0005234	DROME09471, DROME09470, DROME17729	MOUSE04256, MOUSE04255
OG0005235	DROME21186, DROME01045	MOUSE02441, MOUSE02440, MOUSE02439
OG0005237	DROME13694, DROME13695	MOUSE20097
OG0005238	DROME03305	MOUSE25520, MOUSE25519, MOUSE25518
OG0005239	DROME16969	MOUSE07685, MOUSE07686
OG0005240	DROME05667	MOUSE02463
OG0005243	DROME13760	MOUSE46022, MOUSE46021, MOUSE46020, MOUSE46019, MOUSE46017, MOUSE46018
OG0005244	DROME11413	MOUSE17812
OG0005245	DROME15633	MOUSE08596, MOUSE08595, MOUSE08599, MOUSE08598, MOUSE08594, MOUSE08597
OG0005247	DROME11577	MOUSE09970, MOUSE09971, MOUSE09969, MOUSE09968
OG0005249	DROME17651	MOUSE25308, MOUSE25309
OG0005250	DROME06885	MOUSE34236, MOUSE34235
OG0005251	DROME15484, DROME15485	MOUSE52134, MOUSE52132, MOUSE52133
OG0005253	DROME20955	MOUSE03197
OG0005254	DROME13236	MOUSE05935, MOUSE05936, MOUSE05934
OG0005255	DROME17385, DROME17386	MOUSE35890, MOUSE35889
OG0005256	DROME10816	MOUSE14365, MOUSE55161
OG0005257	DROME12885, DROME12886, DROME12884	MOUSE31617
OG0005258	DROME07551	MOUSE40636, MOUSE40638, MOUSE40633, MOUSE40634, MOUSE40635, MOUSE40637
OG0005259	DROME01189	MOUSE40641, MOUSE24933, MOUSE24932
OG0005261	DROME19226, DROME19227	MOUSE21672
OG0005262	DROME14948	MOUSE34801, MOUSE34800, MOUSE34802, MOUSE34803
OG0005264	DROME11198	MOUSE35185, MOUSE35187, MOUSE35184, MOUSE35186
OG0005265	DROME00702, DROME00700, DROME00699, DROME00701, DROME00697, DROME00698	MOUSE18510, MOUSE18511
OG0005266	DROME02802, DROME02797, DROME02800	MOUSE28841
OG0005267	DROME04420, DROME19231	MOUSE32627, MOUSE02945
OG0005268	DROME14171	MOUSE27268, MOUSE27267
OG0005269	DROME02004	MOUSE40627
OG0005270	DROME08224	MOUSE20321, MOUSE20322
OG0005273	DROME12536	MOUSE54103, MOUSE54104
OG0005275	DROME01626	MOUSE52516
OG0005276	DROME03971	MOUSE35730, MOUSE35731
OG0005277	DROME18936	MOUSE07675, MOUSE07676, MOUSE07674
OG0005278	DROME19885	MOUSE44577, MOUSE44572, MOUSE44576, MOUSE44571, MOUSE44574, MOUSE44569, MOUSE44570
OG0005279	DROME20688	MOUSE49425
OG0005280	DROME12955	MOUSE21456
OG0005281	DROME05856	MOUSE19612, MOUSE36000
OG0005283	DROME14544, DROME14545	MOUSE29132, MOUSE29130, MOUSE29133, MOUSE29131, MOUSE21729, MOUSE21728
OG0005284	DROME10358, DROME10359	MOUSE34220, MOUSE50132, MOUSE34218, MOUSE34219, MOUSE50131, MOUSE50130
OG0005285	DROME15354	MOUSE02740
OG0005286	DROME18908	MOUSE54594
OG0005287	DROME02138	MOUSE30697
OG0005289	DROME14959, DROME14958, DROME21287	MOUSE42519, MOUSE42518, MOUSE42517
OG0005290	DROME07550	MOUSE33153, MOUSE33150, MOUSE33154, MOUSE33151, MOUSE33152
OG0005292	DROME11303, DROME11304	MOUSE22490, MOUSE22489, MOUSE22488
OG0005293	DROME18824	MOUSE29999
OG0005294	DROME21633, DROME21631, DROME21632	MOUSE13188
OG0005295	DROME18631, DROME18632	MOUSE11813, MOUSE11812
OG0005296	DROME16680	MOUSE08233, MOUSE08234
OG0005298	DROME06419	MOUSE19943, MOUSE19944
OG0005300	DROME02618	MOUSE35434, MOUSE35433
OG0005301	DROME13549	MOUSE01070, MOUSE01069
OG0005303	DROME01514	MOUSE01848, MOUSE01849, MOUSE01847, MOUSE01850, MOUSE01851
OG0005304	DROME13378	MOUSE25707
OG0005305	DROME00028	MOUSE28834, MOUSE28835, MOUSE28836
OG0005307	DROME10402	MOUSE09281, MOUSE09284, MOUSE09280
OG0005309	DROME21996, DROME22002, DROME21999	MOUSE40578, MOUSE40579, MOUSE40577
OG0005310	DROME16261, DROME16262	MOUSE03383, MOUSE03382, MOUSE14123
OG0005312	DROME17116	MOUSE40791
OG0005314	DROME10353	MOUSE01281
OG0005315	DROME20516, DROME20515, DROME20517	MOUSE31252, MOUSE31250, MOUSE31251
OG0005316	DROME02492	MOUSE13898
OG0005318	DROME20590	MOUSE47296, MOUSE47294
OG0005319	DROME02700, DROME01499	MOUSE21705
OG0005321	DROME10451, DROME10452	MOUSE03028, MOUSE03027, MOUSE03030, MOUSE03029, MOUSE03031
OG0005322	DROME12599, DROME12598, DROME12600	MOUSE05344, MOUSE05345, MOUSE05343
OG0005323	DROME08220, DROME08221	MOUSE09668, MOUSE09665, MOUSE09667, MOUSE09663
OG0005324	DROME20416	MOUSE31770, MOUSE31771, MOUSE31768, MOUSE31769, MOUSE31767, MOUSE31766
OG0005325	DROME12067	MOUSE38446, MOUSE38445, MOUSE18230
OG0005359	DROME09862	MOUSE35454, MOUSE35456
OG0005360	DROME11664	MOUSE44905, MOUSE44906
OG0005362	DROME03399, DROME03398, DROME03400, DROME03397	MOUSE06885, MOUSE06884, MOUSE06883, MOUSE06887, MOUSE06886
OG0005364	DROME01517, DROME01516	MOUSE43090
OG0005365	DROME01607	MOUSE31436
OG0005366	DROME00089	MOUSE20326
OG0005368	DROME20281, DROME20282	MOUSE09186, MOUSE09187, MOUSE09185
OG0005370	DROME19849	MOUSE29200, MOUSE29198, MOUSE29199, MOUSE29201
OG0005371	DROME12636	MOUSE10177, MOUSE10180, MOUSE10178, MOUSE10179, MOUSE10176
OG0005372	DROME21608	MOUSE25098, MOUSE25095, MOUSE25094
OG0005373	DROME11662	MOUSE46144
OG0005374	DROME09881	MOUSE00584
OG0005375	DROME09535	MOUSE05777, MOUSE05776
OG0005377	DROME03217	MOUSE04976, MOUSE15208
OG0005378	DROME19277, DROME19276	MOUSE37487
OG0005379	DROME19618, DROME15166	MOUSE00599, MOUSE14983, MOUSE00600
OG0005383	DROME06443	MOUSE08506
OG0005384	DROME05202, DROME05201	MOUSE21641, MOUSE21642, MOUSE21640
OG0005385	DROME06183	MOUSE04467, MOUSE04465, MOUSE04464
OG0005386	DROME11412	MOUSE48147
OG0005387	DROME10654, DROME10653	MOUSE00005
OG0005388	DROME21007, DROME17717	MOUSE01450
OG0005389	DROME07204	MOUSE54799, MOUSE54800, MOUSE24471, MOUSE24473
OG0005390	DROME18084	MOUSE33726, MOUSE33725
OG0005391	DROME14955, DROME20632	MOUSE49083, MOUSE49081
OG0005393	DROME09489	MOUSE53410, MOUSE53409, MOUSE53408, MOUSE53411
OG0005394	DROME06384	MOUSE53404, MOUSE53403
OG0005395	DROME02476	MOUSE15107, MOUSE15111, MOUSE15110, MOUSE15109, MOUSE15108
OG0005396	DROME16226	MOUSE54498
OG0005397	DROME17328	MOUSE28652, MOUSE28651, MOUSE13413, MOUSE13414
OG0005398	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825	MOUSE26345
OG0005399	DROME08948	MOUSE04143, MOUSE04141, MOUSE04145, MOUSE04144, MOUSE04142
OG0005400	DROME15813	MOUSE12575, MOUSE12573, MOUSE12576, MOUSE12574
OG0005401	DROME13199	MOUSE04907, MOUSE04908, MOUSE04912, MOUSE04909, MOUSE04910
OG0005402	DROME11740	MOUSE29924
OG0005403	DROME14315	MOUSE51966, MOUSE51969, MOUSE51967
OG0005404	DROME15277	MOUSE09947, MOUSE09945
OG0005405	DROME11751	MOUSE32501, MOUSE32502, MOUSE32498, MOUSE32500, MOUSE32499, MOUSE32497
OG0005406	DROME01944, DROME01943	MOUSE51011
OG0005407	DROME16210, DROME16209, DROME16207, DROME16208	MOUSE21179, MOUSE40392
OG0005408	DROME05105	MOUSE36081, MOUSE36083, MOUSE36082, MOUSE36079, MOUSE36084, MOUSE36080, MOUSE36078, MOUSE36077
OG0005409	DROME11573, DROME11574	MOUSE49463
OG0005410	DROME10686	MOUSE13942, MOUSE13940
OG0005412	DROME14813	MOUSE22204, MOUSE22203, MOUSE22201, MOUSE22202
OG0005413	DROME18095	MOUSE51736
OG0005414	DROME07541	MOUSE06397, MOUSE06398, MOUSE06394, MOUSE06396, MOUSE06395
OG0005415	DROME17647	MOUSE51304
