Orthogroup	DROME	HELIO_ok
OG0006015	DROME04440, DROME04441	HELIO_01501
OG0006059	DROME07767	HELIO_12552
OG0006061	DROME04698	HELIO_09207
OG0006062	DROME04067	HELIO_08726
OG0006063	DROME20838	HELIO_11989
OG0006064	DROME01128	HELIO_02594
OG0006065	DROME06304	HELIO_08296
OG0006066	DROME20062	HELIO_00574
OG0006069	DROME20187	HELIO_07213
OG0006070	DROME16601, DROME16602	HELIO_02550
OG0006072	DROME01673	HELIO_04017, HELIO_01390
OG0006073	DROME14553	HELIO_02036
OG0006074	DROME19848	HELIO_00468
OG0006077	DROME09385	HELIO_06804
OG0006078	DROME02001	HELIO_02757
OG0006079	DROME02616	HELIO_05348
OG0006081	DROME14279	HELIO_02517
OG0006085	DROME12364	HELIO_06045
OG0006087	DROME12774	HELIO_02406
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	HELIO_02165
OG0006095	DROME21969	HELIO_05960
OG0006096	DROME21245	HELIO_00266
OG0006098	DROME05931	HELIO_12451
OG0006099	DROME11739	HELIO_02548
OG0006100	DROME05018	HELIO_06033
OG0006101	DROME04360	HELIO_04181
OG0006102	DROME01980	HELIO_02161
OG0006103	DROME10210	HELIO_10415
OG0006104	DROME15737	HELIO_11790
OG0006106	DROME20870	HELIO_01676
OG0006108	DROME09376	HELIO_02395
OG0006111	DROME12496	HELIO_09546
OG0006113	DROME04342	HELIO_01033, HELIO_06282
OG0006115	DROME16296	HELIO_09653
OG0006116	DROME02301, DROME02300	HELIO_06170
OG0006117	DROME10279	HELIO_11868
OG0006118	DROME20483	HELIO_11336
OG0006119	DROME12941	HELIO_01320
OG0006120	DROME13128, DROME13130, DROME13129	HELIO_01402
OG0006121	DROME18148	HELIO_03902
OG0006123	DROME16430	HELIO_05780
OG0006124	DROME13739	HELIO_04516
OG0006125	DROME02053	HELIO_04092
OG0006127	DROME03260	HELIO_09878
OG0006128	DROME07922	HELIO_05999
OG0006129	DROME09781	HELIO_10684
OG0006130	DROME17498, DROME17499	HELIO_09850
OG0006131	DROME15971	HELIO_03798
OG0006132	DROME06118	HELIO_12281
OG0006133	DROME07717	HELIO_12670
OG0006134	DROME13718	HELIO_11258
OG0006135	DROME08697	HELIO_03520
OG0006136	DROME10851	HELIO_01347
OG0006137	DROME09569	HELIO_11623
OG0006140	DROME15748	HELIO_02451
OG0006144	DROME00549	HELIO_01610
OG0006145	DROME11050	HELIO_02039
OG0006148	DROME10799	HELIO_03796
OG0006151	DROME20478	HELIO_12332
OG0006152	DROME08871	HELIO_02838, HELIO_02839
OG0006155	DROME18085	HELIO_09019
OG0006156	DROME10247	HELIO_01157
OG0006159	DROME13858	HELIO_01135
OG0006161	DROME18089, DROME18090, DROME18088	HELIO_01021
OG0006164	DROME09119	HELIO_00503
OG0006168	DROME15944, DROME18911	HELIO_04374
OG0006169	DROME10283	HELIO_01683
OG0006170	DROME14914	HELIO_00936
OG0006171	DROME09393	HELIO_08769
OG0006172	DROME00114	HELIO_09368
OG0006176	DROME04325	HELIO_06130
OG0006179	DROME10214	HELIO_02389
OG0006180	DROME17033	HELIO_05100
OG0006181	DROME14871	HELIO_02483
OG0006182	DROME01649	HELIO_05513
OG0006183	DROME14997	HELIO_10717
OG0006184	DROME06994, DROME06993	HELIO_07281
OG0006185	DROME15598	HELIO_10309
OG0006186	DROME01316	HELIO_07896
OG0006187	DROME00876	HELIO_10624
OG0006188	DROME00301	HELIO_02600
OG0006191	DROME00877, DROME00878	HELIO_05111
OG0006192	DROME00106	HELIO_02484
OG0006193	DROME02189	HELIO_02783
OG0006195	DROME11802, DROME11801	HELIO_11558
OG0006199	DROME19122	HELIO_07696
OG0006200	DROME03216, DROME03215	HELIO_01635
OG0006202	DROME06452, DROME06451	HELIO_07913
OG0006204	DROME02906	HELIO_06341
OG0006206	DROME19558	HELIO_02094
OG0006210	DROME19094	HELIO_09766
OG0006213	DROME10052	HELIO_06368
OG0006214	DROME05227	HELIO_05385
OG0006216	DROME02380	HELIO_01427
OG0006217	DROME19224	HELIO_08745
OG0006220	DROME10027	HELIO_03835
OG0006224	DROME18810	HELIO_11003
OG0006226	DROME08310	HELIO_08615, HELIO_07283
OG0006227	DROME03457	HELIO_02965
OG0006228	DROME12195, DROME12196, DROME12194, DROME12193	HELIO_01906
OG0006229	DROME16720	HELIO_08595
OG0006230	DROME05693	HELIO_04171
OG0006231	DROME06401, DROME06402, DROME06407	HELIO_09557
OG0006232	DROME06119	HELIO_02413
OG0006233	DROME13881	HELIO_12645
OG0006234	DROME22062, DROME22061	HELIO_02209
OG0006235	DROME20311	HELIO_04447
OG0006238	DROME09754	HELIO_00495, HELIO_04713
OG0006239	DROME10114	HELIO_12453
OG0006240	DROME19140, DROME08600	HELIO_10169
OG0006242	DROME07675, DROME07676	HELIO_04792
OG0006243	DROME14457	HELIO_03162
OG0006244	DROME17166, DROME17165	HELIO_09799
OG0006245	DROME02108, DROME02107	HELIO_01875
OG0006246	DROME19004	HELIO_03207
OG0006247	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200	HELIO_12325
OG0006248	DROME03264	HELIO_02578
OG0006249	DROME20245	HELIO_03685
OG0006250	DROME17023	HELIO_04452
OG0006251	DROME19735, DROME19738, DROME19736, DROME19737	HELIO_03506
OG0006254	DROME10801	HELIO_03235
OG0006258	DROME18180, DROME18181, DROME18179	HELIO_02104
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	HELIO_08011
OG0006260	DROME16552	HELIO_02690
OG0006262	DROME05994	HELIO_03022
OG0006263	DROME01003	HELIO_01869
OG0006265	DROME08925, DROME08926	HELIO_02915
OG0006268	DROME16986	HELIO_11361
OG0006270	DROME07884	HELIO_03056
OG0006271	DROME13584	HELIO_08830
OG0006273	DROME19288, DROME09384, DROME20348	HELIO_08816
OG0006275	DROME11545	HELIO_03477
OG0006276	DROME12088	HELIO_01815
OG0006278	DROME09293	HELIO_12003
OG0006279	DROME05154	HELIO_03686
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	HELIO_04297
OG0006283	DROME18093	HELIO_12120
OG0006284	DROME06978	HELIO_12533
OG0006285	DROME05155	HELIO_00662
OG0006286	DROME20409	HELIO_12161
OG0006287	DROME15138	HELIO_11429
OG0006289	DROME05895	HELIO_05726
OG0006290	DROME15754	HELIO_11929
OG0006291	DROME16421	HELIO_02126
OG0006292	DROME00480, DROME00481	HELIO_00798
OG0006293	DROME15892	HELIO_02797
OG0006294	DROME17637	HELIO_01836
OG0006295	DROME09339	HELIO_06735
OG0006296	DROME18450, DROME18451, DROME18457, DROME01938	HELIO_06978
OG0006297	DROME14064	HELIO_03473
OG0006298	DROME10104, DROME10103	HELIO_07555
OG0006301	DROME14417, DROME14418	HELIO_02503
OG0006302	DROME11859	HELIO_07327
OG0006305	DROME20608	HELIO_00440
OG0006306	DROME06607	HELIO_02884
OG0006308	DROME01926	HELIO_01030
OG0006311	DROME09053	HELIO_07328
OG0006315	DROME12826	HELIO_08491
OG0006318	DROME09391	HELIO_04140
OG0006319	DROME00483, DROME00484	HELIO_05167
OG0006321	DROME00074	HELIO_02693
OG0006322	DROME19674	HELIO_05302
OG0006323	DROME00186	HELIO_03381
OG0006328	DROME04072	HELIO_10414
OG0006329	DROME06117	HELIO_06141
OG0006330	DROME21856, DROME21857	HELIO_02203
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	HELIO_06448
OG0006332	DROME01006	HELIO_10634
OG0006334	DROME04357	HELIO_03962
OG0006339	DROME19031, DROME19030	HELIO_05939
OG0006340	DROME02471	HELIO_10564
OG0006341	DROME06095	HELIO_02596
OG0006344	DROME11878	HELIO_02682
OG0006345	DROME01528	HELIO_06204
OG0006351	DROME17575	HELIO_01111
OG0006352	DROME15718	HELIO_12264
OG0006353	DROME00751	HELIO_08847
OG0006356	DROME02890	HELIO_12334
OG0006358	DROME03318, DROME03317	HELIO_09093
OG0006359	DROME01311	HELIO_05317
OG0006360	DROME19840	HELIO_03201
OG0006362	DROME11093	HELIO_00933
OG0006363	DROME07012	HELIO_03249
OG0006364	DROME14912	HELIO_11661
OG0006365	DROME21616, DROME21617	HELIO_02059
OG0006367	DROME09374	HELIO_01807
OG0006370	DROME08234	HELIO_08191
OG0006372	DROME08788	HELIO_12026
OG0006375	DROME19928	HELIO_08503
OG0006376	DROME13198	HELIO_08120
OG0006377	DROME08417	HELIO_08767
OG0006378	DROME17931	HELIO_10749
OG0006379	DROME02858, DROME04856	HELIO_11177
OG0006381	DROME02707, DROME20650	HELIO_05870
OG0006382	DROME15024	HELIO_08796
OG0006383	DROME12394	HELIO_00800
OG0006385	DROME09556	HELIO_06115
OG0006387	DROME09390	HELIO_04976
OG0006388	DROME20388, DROME20387	HELIO_03315
OG0006389	DROME15710	HELIO_10791
OG0006392	DROME11920	HELIO_11026
OG0006393	DROME03463, DROME03462	HELIO_00803
OG0006395	DROME00130	HELIO_02881
OG0006398	DROME21615	HELIO_10908
OG0006402	DROME17310	HELIO_12228, HELIO_12229
OG0006405	DROME13750, DROME13751	HELIO_06399
OG0006408	DROME17398, DROME17397	HELIO_00982
OG0006442	DROME16371	HELIO_11335
OG0006443	DROME16038	HELIO_11958
OG0006447	DROME10748	HELIO_02401
OG0006448	DROME21414	HELIO_04101
OG0006454	DROME19164	HELIO_03255
OG0006456	DROME00779	HELIO_08853
OG0006458	DROME10373	HELIO_10295
OG0006459	DROME10282	HELIO_04320
OG0006460	DROME15064	HELIO_05276
OG0006461	DROME01188	HELIO_01776
OG0006462	DROME01832	HELIO_05402
OG0006463	DROME10850	HELIO_12258
OG0006464	DROME15553	HELIO_03458
OG0006465	DROME04025	HELIO_10993
OG0006469	DROME02304	HELIO_10978
OG0006470	DROME05726, DROME05725	HELIO_01090
OG0006471	DROME03198	HELIO_01265
OG0006472	DROME01113	HELIO_04238
OG0006474	DROME18594	HELIO_12383
OG0006475	DROME11340, DROME11339	HELIO_08214
OG0006476	DROME02188	HELIO_04991
OG0006477	DROME16299	HELIO_11915
OG0006478	DROME10803	HELIO_06607
OG0006479	DROME03631	HELIO_06008
OG0006480	DROME15425, DROME15426	HELIO_11368
OG0006481	DROME02142, DROME01455	HELIO_00988
OG0006482	DROME21719	HELIO_08203
OG0006483	DROME04426	HELIO_01587
OG0006485	DROME17756	HELIO_04753
OG0006487	DROME20891	HELIO_00559
OG0006488	DROME14000	HELIO_02453
OG0006490	DROME17521	HELIO_10388
OG0006491	DROME09727	HELIO_07075
OG0006492	DROME19565, DROME19566	HELIO_01792
OG0006494	DROME13014	HELIO_00627
OG0006497	DROME11986	HELIO_10804
OG0006498	DROME00774	HELIO_05645
OG0006500	DROME02408	HELIO_06567
OG0006501	DROME07620	HELIO_04534
OG0006504	DROME01726	HELIO_04078
OG0006505	DROME19279	HELIO_12638
OG0006507	DROME11241, DROME13160	HELIO_12124
OG0006509	DROME06735	HELIO_08979
OG0006512	DROME14203	HELIO_00915
OG0006514	DROME04973	HELIO_03646
OG0006515	DROME17220	HELIO_10337
OG0006516	DROME07746	HELIO_06603
OG0006517	DROME16077, DROME16076	HELIO_01010
OG0006518	DROME12457	HELIO_06694
OG0006519	DROME10463	HELIO_01604
OG0006520	DROME01601	HELIO_01054
OG0006522	DROME21565, DROME21563, DROME21564	HELIO_10646
OG0006523	DROME13324	HELIO_02795
OG0006524	DROME08322	HELIO_00304
OG0006525	DROME16242	HELIO_00865
OG0006528	DROME03901, DROME03902, DROME03900	HELIO_12157
OG0006530	DROME02632	HELIO_09378
OG0006532	DROME18743	HELIO_12414
OG0006533	DROME11744, DROME11742, DROME11745, DROME11743	HELIO_10267
OG0006536	DROME00110	HELIO_01245
OG0006537	DROME17569	HELIO_02770
OG0006538	DROME00930	HELIO_00835
OG0006540	DROME04024	HELIO_06514
OG0006543	DROME19675	HELIO_04460
OG0006544	DROME08098	HELIO_03354
OG0006545	DROME14793	HELIO_10212
OG0006546	DROME03836	HELIO_01839
OG0006547	DROME21566	HELIO_04168
OG0006549	DROME08226	HELIO_06344
OG0006550	DROME12314	HELIO_11646
OG0006551	DROME01560	HELIO_05948
OG0006552	DROME02022	HELIO_05537
OG0006553	DROME06750	HELIO_09294
OG0006554	DROME13465	HELIO_11137
OG0006556	DROME10784	HELIO_07036
OG0006560	DROME17786	HELIO_11821
OG0006561	DROME15269	HELIO_01583
OG0006567	DROME01202	HELIO_00971
OG0006568	DROME05220	HELIO_02321, HELIO_02320
OG0006569	DROME20993	HELIO_04025
OG0006570	DROME20261	HELIO_06228
OG0006571	DROME05601	HELIO_02921
OG0006573	DROME14640	HELIO_06358
OG0006574	DROME19778	HELIO_08922
OG0006577	DROME16628	HELIO_02340
OG0006578	DROME15457	HELIO_07383, HELIO_06625
OG0006580	DROME00474	HELIO_00870
OG0006582	DROME02599, DROME02598, DROME02600	HELIO_10336
OG0006583	DROME16903	HELIO_06969
OG0006584	DROME07289	HELIO_01051
OG0006585	DROME00295, DROME00294	HELIO_03688
OG0006586	DROME11738, DROME02891	HELIO_01946
OG0006587	DROME02493	HELIO_11243
OG0006588	DROME21457	HELIO_01448
OG0006590	DROME17574	HELIO_01741
OG0006593	DROME11713	HELIO_11602
OG0006595	DROME20933	HELIO_09575
OG0006596	DROME13730, DROME13731	HELIO_09364
OG0006597	DROME19349	HELIO_00477
OG0006598	DROME15235	HELIO_08458
OG0006599	DROME13830, DROME13829	HELIO_03613
OG0006602	DROME18117	HELIO_02442
OG0006604	DROME10779	HELIO_08860
OG0006607	DROME06763	HELIO_00321
OG0006608	DROME15074	HELIO_12351
OG0006609	DROME08965	HELIO_08243
OG0006610	DROME00685	HELIO_11565
OG0006612	DROME07454	HELIO_07236
OG0006613	DROME02162, DROME02161	HELIO_01930
OG0006614	DROME03471	HELIO_08065
OG0006615	DROME05191	HELIO_05092
OG0006616	DROME04436, DROME04435	HELIO_08234
OG0006619	DROME20837, DROME20836	HELIO_09123
OG0006621	DROME01854	HELIO_09053
OG0006622	DROME13807	HELIO_02210
OG0006623	DROME03084	HELIO_11233
OG0006625	DROME13491	HELIO_08164
OG0006628	DROME04083, DROME04082	HELIO_02588
OG0006630	DROME13179	HELIO_10586
OG0006631	DROME06287	HELIO_00442
OG0006633	DROME10769	HELIO_03206
OG0006634	DROME05352	HELIO_09643
OG0006635	DROME12947	HELIO_04021
OG0006636	DROME02119	HELIO_12004
OG0006638	DROME10155	HELIO_00603
OG0006640	DROME00615	HELIO_02481
OG0006642	DROME08951	HELIO_05797, HELIO_08918
OG0006646	DROME15373	HELIO_00489
OG0006647	DROME02033	HELIO_09459
OG0006648	DROME03907, DROME03908	HELIO_06638
OG0006649	DROME00086	HELIO_10793
OG0006650	DROME04683, DROME04682	HELIO_03117
OG0006651	DROME04694	HELIO_02310
OG0006653	DROME10989, DROME10990	HELIO_09990
OG0006657	DROME19456, DROME19455	HELIO_07908
OG0006662	DROME19864	HELIO_09320
OG0006663	DROME13134	HELIO_02313
OG0006664	DROME04463	HELIO_02701
OG0006666	DROME07406, DROME07405, DROME07404, DROME07403	HELIO_12248
OG0006668	DROME09203, DROME09202, DROME09204	HELIO_07541
OG0006669	DROME09383	HELIO_11899
OG0006670	DROME03282	HELIO_08029
OG0006673	DROME03524	HELIO_06392
OG0006676	DROME04549	HELIO_10376
OG0006677	DROME21382	HELIO_09774
OG0006678	DROME02009	HELIO_02277
OG0006679	DROME03949, DROME03948	HELIO_02358
OG0006681	DROME07359, DROME07360	HELIO_12263
OG0006684	DROME10607	HELIO_06154
OG0006686	DROME10194	HELIO_12341
OG0006689	DROME16220, DROME06540	HELIO_05938
OG0006690	DROME00556	HELIO_02191
OG0006691	DROME16256	HELIO_03575
OG0006692	DROME03538	HELIO_11578
OG0006694	DROME08808	HELIO_03880
OG0006695	DROME15570	HELIO_08328
OG0006697	DROME13987	HELIO_01191
OG0006698	DROME10462, DROME10461	HELIO_12446
OG0006703	DROME12345	HELIO_06495
OG0006705	DROME10883	HELIO_06835
OG0006706	DROME18775	HELIO_11342
OG0006707	DROME19785	HELIO_00394
OG0006709	DROME12082	HELIO_01142
OG0006710	DROME13063, DROME13065, DROME13064	HELIO_06551
OG0006712	DROME09518, DROME09519	HELIO_03348
OG0006714	DROME13246	HELIO_11043
OG0006717	DROME10030	HELIO_09109
OG0006719	DROME11683	HELIO_09746
OG0006721	DROME06897	HELIO_02607
OG0006722	DROME04394	HELIO_08515
OG0006724	DROME13169	HELIO_00952
OG0006725	DROME01185	HELIO_03001
OG0006726	DROME11357	HELIO_09973
OG0006727	DROME13434	HELIO_02122
OG0006728	DROME19775	HELIO_02827
OG0006730	DROME10467	HELIO_09404
OG0006732	DROME16398	HELIO_09714
OG0006733	DROME12191, DROME12192	HELIO_07160
OG0006734	DROME14590	HELIO_03231
OG0006735	DROME21577	HELIO_00738
OG0006737	DROME08119	HELIO_04436
OG0006739	DROME14549	HELIO_08662
OG0006741	DROME13025	HELIO_09739
OG0006742	DROME17425	HELIO_04731
OG0006743	DROME14112	HELIO_10221
OG0006745	DROME12660	HELIO_08879
OG0006748	DROME00422	HELIO_02187
OG0006749	DROME18950	HELIO_12329
OG0006750	DROME09705	HELIO_07144
OG0006753	DROME16826	HELIO_09521
OG0006755	DROME13740	HELIO_08486
OG0006757	DROME14155	HELIO_11315
OG0006758	DROME17868, DROME17867	HELIO_10590
OG0006760	DROME19427	HELIO_01833
OG0006762	DROME14028	HELIO_02010
OG0006765	DROME10592, DROME10591	HELIO_06109
OG0006768	DROME02900	HELIO_12787
OG0006769	DROME06420	HELIO_11443
OG0006772	DROME15798, DROME09251	HELIO_05481
OG0006777	DROME18870, DROME18871	HELIO_07723
OG0006780	DROME20962	HELIO_01407
OG0006826	DROME14383	HELIO_00390
OG0006828	DROME08100, DROME08101, DROME21318	HELIO_02011
OG0006830	DROME11906	HELIO_02103
OG0006832	DROME16492, DROME16493	HELIO_01148
OG0006833	DROME06375	HELIO_05301
OG0006835	DROME02280, DROME02306	HELIO_11599
OG0006838	DROME08307	HELIO_12316
OG0006843	DROME06952	HELIO_07672
OG0006844	DROME01743	HELIO_02360
OG0006845	DROME17007	HELIO_05531
OG0006846	DROME08329	HELIO_02303
OG0006849	DROME03499	HELIO_05945
OG0006851	DROME10053	HELIO_01136
OG0006852	DROME13239	HELIO_02486, HELIO_04562
OG0006856	DROME17826	HELIO_07178
OG0006857	DROME13855	HELIO_10880
OG0006860	DROME20680, DROME20679	HELIO_05728
OG0006862	DROME15144	HELIO_06074
OG0006864	DROME02889	HELIO_07403
OG0006865	DROME12006	HELIO_03278, HELIO_03277
OG0006870	DROME14456	HELIO_07470
OG0006871	DROME13968	HELIO_03606
OG0006874	DROME19509	HELIO_08686
OG0006875	DROME18909	HELIO_10647
OG0006876	DROME04074	HELIO_12562
OG0006877	DROME14060	HELIO_09562
OG0006878	DROME10685, DROME10684	HELIO_02141
OG0006880	DROME13822	HELIO_05383
OG0006881	DROME07121	HELIO_09282, HELIO_09283
OG0006882	DROME09123	HELIO_00837
OG0006885	DROME10284	HELIO_07678
OG0006886	DROME21253	HELIO_01710
OG0006887	DROME13817	HELIO_00170
OG0006888	DROME19638	HELIO_11291
OG0006889	DROME21560, DROME21559	HELIO_07081
OG0006890	DROME08143	HELIO_01755
OG0006891	DROME18748	HELIO_06848
OG0006892	DROME00140	HELIO_10025
OG0006893	DROME12133	HELIO_02287
OG0006894	DROME05303	HELIO_01525
OG0006895	DROME01866	HELIO_00885
OG0006897	DROME19217	HELIO_06557
OG0006900	DROME09764, DROME09765	HELIO_06595
OG0006901	DROME11048, DROME14826	HELIO_03815
OG0006902	DROME14332	HELIO_01197
OG0006905	DROME14624, DROME14623	HELIO_02801
OG0006906	DROME15670	HELIO_04811
OG0006907	DROME02137, DROME02136	HELIO_02666
OG0006908	DROME20394	HELIO_08017
OG0006909	DROME06225	HELIO_01498
OG0006914	DROME08141	HELIO_07176
OG0006918	DROME03248	HELIO_00387
OG0006919	DROME06069	HELIO_12526
OG0006923	DROME11746	HELIO_08623
OG0006924	DROME14721	HELIO_10197
OG0006925	DROME11109	HELIO_06577
OG0006926	DROME00053	HELIO_01892
OG0006927	DROME11010	HELIO_01236
OG0006928	DROME19681	HELIO_10461
OG0006931	DROME11546	HELIO_10024
OG0006932	DROME16429	HELIO_03552
OG0006934	DROME00627	HELIO_02300
OG0006935	DROME17600	HELIO_02305
OG0006936	DROME12923	HELIO_01325
OG0006937	DROME00527	HELIO_10195
OG0006940	DROME19018, DROME19017	HELIO_02426
OG0006943	DROME05311, DROME05310, DROME05312	HELIO_00593
OG0006944	DROME07597	HELIO_10544
OG0006946	DROME06810	HELIO_08697
OG0006949	DROME17510	HELIO_00053
OG0006951	DROME19073	HELIO_06091
OG0006954	DROME13996, DROME13995	HELIO_00977
OG0006957	DROME16961	HELIO_09843
OG0006958	DROME12297	HELIO_03705
OG0006959	DROME10650	HELIO_03367
OG0006960	DROME21228	HELIO_11955
OG0006962	DROME03277	HELIO_04139
OG0006964	DROME19570	HELIO_05324
OG0006965	DROME01022, DROME14680, DROME01021	HELIO_01499
OG0006966	DROME12638, DROME12639	HELIO_00843
OG0006967	DROME01193	HELIO_03858
OG0006968	DROME19323	HELIO_10124
OG0006969	DROME16910	HELIO_04692
OG0006970	DROME11918	HELIO_03853
OG0006971	DROME11799, DROME11798	HELIO_04205
OG0006973	DROME15580	HELIO_05811
OG0006975	DROME07368	HELIO_00766
OG0006977	DROME16367	HELIO_03745
OG0006979	DROME08887	HELIO_08949
OG0006980	DROME12138	HELIO_06927
OG0006982	DROME16125	HELIO_09182
OG0006983	DROME07189	HELIO_09699
OG0006985	DROME14217	HELIO_08249
OG0006988	DROME01608	HELIO_10587
OG0006989	DROME21716, DROME21715, DROME01750	HELIO_01925
OG0006990	DROME10642	HELIO_06240
OG0006991	DROME04692	HELIO_08801
OG0006992	DROME13157	HELIO_03687
OG0006994	DROME04632	HELIO_10742
OG0006995	DROME04021	HELIO_00974
OG0006997	DROME06801	HELIO_04050
OG0006998	DROME01960	HELIO_01286
OG0006999	DROME11377	HELIO_01742
OG0007000	DROME11064, DROME16292	HELIO_00263
OG0007001	DROME08011	HELIO_09912
OG0007002	DROME07791	HELIO_00186
OG0007003	DROME00287	HELIO_03021
OG0007007	DROME00847	HELIO_04354
OG0007009	DROME17681	HELIO_10006
OG0007010	DROME01605	HELIO_01679
OG0007011	DROME20885	HELIO_12793
OG0007012	DROME22023	HELIO_04259
OG0007013	DROME01987	HELIO_10913
OG0007014	DROME08628	HELIO_00547
OG0007015	DROME19728	HELIO_01841
OG0007016	DROME20048	HELIO_09219
OG0007018	DROME04944	HELIO_07831
OG0007022	DROME14811	HELIO_00686
OG0007023	DROME06431	HELIO_05749
OG0007024	DROME17667, DROME19376	HELIO_03505
OG0007025	DROME04842	HELIO_12627
OG0007028	DROME21651	HELIO_09657
OG0007030	DROME20793	HELIO_05278
OG0007032	DROME01322	HELIO_10519
OG0007033	DROME18841	HELIO_06756
OG0007034	DROME06058	HELIO_05240
OG0007035	DROME00441, DROME00440	HELIO_05074
OG0007036	DROME10185	HELIO_08854
OG0007037	DROME13026	HELIO_03215
OG0007039	DROME20966, DROME20965	HELIO_03673
OG0007040	DROME02611	HELIO_09696
OG0007041	DROME00583, DROME00582	HELIO_00355
OG0007042	DROME08739	HELIO_08465
OG0007043	DROME02534	HELIO_10787
OG0007044	DROME05564	HELIO_03336
OG0007045	DROME00832, DROME14367, DROME14366	HELIO_03028
OG0007046	DROME15728	HELIO_06285
OG0007047	DROME00193, DROME00194	HELIO_01873
OG0007048	DROME01791, DROME19143	HELIO_01435
OG0007049	DROME16917	HELIO_01113
OG0007050	DROME06887	HELIO_10158
OG0007053	DROME16115	HELIO_01740
OG0007054	DROME10899	HELIO_03935
OG0007055	DROME01836	HELIO_05430
OG0007056	DROME21912	HELIO_04173
OG0007058	DROME16980	HELIO_12181
OG0007059	DROME17512, DROME17511, DROME17513	HELIO_11121
OG0007061	DROME21168	HELIO_03172
OG0007062	DROME01875	HELIO_03299
OG0007063	DROME04000	HELIO_02537
OG0007068	DROME19884	HELIO_11494
OG0007069	DROME19398	HELIO_10927
OG0007073	DROME16763	HELIO_12235
OG0007074	DROME01655	HELIO_10084
OG0007075	DROME11946	HELIO_12580
OG0007081	DROME01767, DROME01766	HELIO_01321
OG0007082	DROME01955, DROME01957, DROME01956, DROME01954	HELIO_01470
OG0007083	DROME03474	HELIO_01256
OG0007084	DROME17683, DROME09532	HELIO_06919
OG0007089	DROME12957	HELIO_01728
OG0007090	DROME20794	HELIO_02778
OG0007091	DROME06753	HELIO_05646
OG0007093	DROME16944	HELIO_04228
OG0007095	DROME11360	HELIO_05715
OG0007098	DROME02756	HELIO_07500
OG0007099	DROME16425	HELIO_11777
OG0007100	DROME01519, DROME01520	HELIO_02603
OG0007103	DROME15968, DROME15969	HELIO_04990
OG0007105	DROME03967	HELIO_06453
OG0007106	DROME13665	HELIO_08071
OG0007107	DROME06221	HELIO_08096
OG0007112	DROME21664, DROME21665	HELIO_05754
OG0007113	DROME08212	HELIO_02963
OG0007114	DROME08700	HELIO_02430
OG0007116	DROME18939	HELIO_09537, HELIO_03595
OG0007117	DROME09414	HELIO_10452
OG0007118	DROME16742	HELIO_00216
OG0007119	DROME02006	HELIO_03351
OG0007120	DROME12932	HELIO_08636
OG0007121	DROME14887	HELIO_08982
OG0007124	DROME19157	HELIO_03243
OG0007126	DROME01679	HELIO_07784
OG0007127	DROME14552	HELIO_02372
OG0007128	DROME09591	HELIO_07471
OG0007129	DROME09207, DROME09208	HELIO_01993
OG0007130	DROME03247	HELIO_08635, HELIO_08634
OG0007131	DROME17642	HELIO_04431
OG0007132	DROME04510	HELIO_12686
OG0007134	DROME13786, DROME13787	HELIO_02796
OG0007136	DROME06497	HELIO_11083
OG0007137	DROME08116	HELIO_01264
OG0007138	DROME13828	HELIO_11268
OG0007139	DROME20628, DROME22010, DROME22009, DROME19837	HELIO_03311
OG0007140	DROME15375, DROME15374	HELIO_09262
OG0007143	DROME02690	HELIO_02069
OG0007144	DROME12565, DROME12567, DROME12566	HELIO_02773
OG0007145	DROME13245	HELIO_02042
OG0007146	DROME11547	HELIO_08477
OG0007151	DROME07790	HELIO_01847
OG0007153	DROME14766	HELIO_04064
OG0007154	DROME05203	HELIO_05052
OG0007158	DROME10619	HELIO_04172
OG0007160	DROME04948	HELIO_04515
OG0007163	DROME03396	HELIO_04816
OG0007164	DROME07185, DROME07184	HELIO_04104
OG0007165	DROME14270	HELIO_07174
OG0007173	DROME02748	HELIO_07975
OG0007174	DROME04393	HELIO_10174
OG0007175	DROME21360	HELIO_01496
OG0007176	DROME06904	HELIO_09685
OG0007177	DROME20944	HELIO_09991
OG0007178	DROME03988	HELIO_08375
OG0007180	DROME20745	HELIO_05806
OG0007181	DROME05345	HELIO_00946
OG0007183	DROME07166	HELIO_10857
OG0007187	DROME15404	HELIO_08131
OG0007188	DROME20960	HELIO_00663
OG0007191	DROME03633	HELIO_12367
OG0007192	DROME21735	HELIO_11714
OG0007198	DROME19511, DROME19512	HELIO_12458
OG0007200	DROME00880, DROME00879	HELIO_01173
OG0007209	DROME20678	HELIO_03954
OG0007248	DROME21365	HELIO_03566
OG0007251	DROME21854	HELIO_11645
OG0007253	DROME00305	HELIO_05519
OG0007254	DROME17212, DROME17211	HELIO_04453
OG0007256	DROME15121	HELIO_08417
OG0007258	DROME03306	HELIO_08742
OG0007260	DROME22107	HELIO_06588
OG0007261	DROME07070	HELIO_02263
OG0007264	DROME04401	HELIO_05781
OG0007266	DROME03348	HELIO_07853
OG0007267	DROME07785	HELIO_10107
OG0007269	DROME10599	HELIO_06147
OG0007271	DROME10780, DROME10781	HELIO_05682
OG0007275	DROME08181	HELIO_03674
