Orthogroup	DROME	NEMVE
OG0005379	DROME19618, DROME15166	NEMVE13439
OG0005383	DROME06443	NEMVE13101
OG0005384	DROME05202, DROME05201	NEMVE14176
OG0005385	DROME06183	NEMVE09424
OG0005386	DROME11412	NEMVE14008
OG0005387	DROME10654, DROME10653	NEMVE07582, NEMVE07610
OG0005388	DROME21007, DROME17717	NEMVE19846, NEMVE17179
OG0005389	DROME07204	NEMVE04707
OG0005390	DROME18084	NEMVE23291
OG0005391	DROME14955, DROME20632	NEMVE24228
OG0005392	DROME15446	NEMVE07282
OG0005392	DROME08731	NEMVE08670
OG0005393	DROME09489	NEMVE03135
OG0005394	DROME06384	NEMVE09746
OG0005395	DROME02476	NEMVE10566
OG0005396	DROME16226	NEMVE13770, NEMVE12327
OG0005397	DROME17328	NEMVE25779
OG0005398	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825	NEMVE13488
OG0005399	DROME08948	NEMVE19672
OG0005400	DROME15813	NEMVE01303
OG0005401	DROME13199	NEMVE01057
OG0005402	DROME11740	NEMVE14998
OG0005403	DROME14315	NEMVE08821
OG0005404	DROME15277	NEMVE13711
OG0005405	DROME11751	NEMVE12916
OG0005406	DROME01944, DROME01943	NEMVE13726
OG0005407	DROME16210, DROME16209, DROME16207, DROME16208	NEMVE13556
OG0005408	DROME05105	NEMVE14356
OG0005410	DROME10686	NEMVE14431
OG0005412	DROME14813	NEMVE12334, NEMVE07116
OG0005413	DROME18095	NEMVE20329, NEMVE22607
OG0005414	DROME07541	NEMVE05119
OG0005415	DROME17647	NEMVE24698
OG0005416	DROME05882, DROME05883	NEMVE23355
OG0005417	DROME21749, DROME21750	NEMVE07985
OG0005421	DROME10396	NEMVE17578
OG0005422	DROME14313	NEMVE13144
OG0005424	DROME11089, DROME11088	NEMVE14286
OG0005427	DROME00646	NEMVE16623
OG0005430	DROME08640, DROME08641	NEMVE17316
OG0005431	DROME10519	NEMVE21109, NEMVE00911
OG0005432	DROME13664	NEMVE13957
OG0005433	DROME07842	NEMVE01023
OG0005434	DROME01961	NEMVE24214
OG0005436	DROME04381	NEMVE23543
OG0005437	DROME05038, DROME05039	NEMVE21721
OG0005440	DROME13146, DROME13143, DROME13144, DROME13145	NEMVE26026, NEMVE23527
OG0005441	DROME09657, DROME18854	NEMVE23481
OG0005442	DROME09304	NEMVE06967
OG0005443	DROME17086, DROME17085	NEMVE14162
OG0005445	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873	NEMVE05422
OG0005446	DROME06564	NEMVE22502
OG0005448	DROME01872	NEMVE07608
OG0005449	DROME06889	NEMVE01968
OG0005450	DROME00371, DROME00369, DROME00370	NEMVE04631, NEMVE22782
OG0005451	DROME01979	NEMVE14862
OG0005452	DROME09371	NEMVE13065, NEMVE00118
OG0005455	DROME20906	NEMVE24879
OG0005456	DROME01162	NEMVE14334
OG0005457	DROME11164	NEMVE20516, NEMVE17454
OG0005461	DROME03211	NEMVE23510
OG0005462	DROME21497	NEMVE24468
OG0005463	DROME18083	NEMVE25457
OG0005464	DROME13050	NEMVE18553
OG0005465	DROME09126	NEMVE09135
OG0005466	DROME16377	NEMVE13417
OG0005469	DROME11630	NEMVE15103
OG0005470	DROME06057	NEMVE08170
OG0005471	DROME10379	NEMVE17574
OG0005472	DROME03320, DROME03319, DROME03325, DROME05720	NEMVE00104
OG0005474	DROME12946	NEMVE22052
OG0005475	DROME17508	NEMVE00116
OG0005477	DROME20889	NEMVE18548, NEMVE06259
OG0005479	DROME10657	NEMVE14532
OG0005481	DROME09611, DROME09612	NEMVE16365
OG0005482	DROME03827, DROME18948, DROME08539	NEMVE09524
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	NEMVE09606
OG0005484	DROME20358	NEMVE25513
OG0005486	DROME03539	NEMVE08818
OG0005487	DROME08183, DROME08182	NEMVE13311, NEMVE20716
OG0005488	DROME15752, DROME15753	NEMVE10989
OG0005489	DROME07861	NEMVE06352
OG0005490	DROME19466	NEMVE15001
OG0005491	DROME04711	NEMVE15891
OG0005492	DROME06578	NEMVE20469
OG0005493	DROME12922	NEMVE03139
OG0005494	DROME21649	NEMVE20276, NEMVE23985
OG0005495	DROME17019	NEMVE14014
OG0005497	DROME04924	NEMVE19298
OG0005498	DROME19676	NEMVE24787
OG0005500	DROME05919, DROME18022	NEMVE14899
OG0005502	DROME00912	NEMVE11265
OG0005503	DROME16857	NEMVE17209
OG0005505	DROME09144	NEMVE19557
OG0005506	DROME12679	NEMVE01938
OG0005508	DROME17492	NEMVE14483
OG0005509	DROME05301	NEMVE23243
OG0005510	DROME15194	NEMVE05240, NEMVE00297
OG0005511	DROME15312	NEMVE06467
OG0005513	DROME21296, DROME09467	NEMVE11751
OG0005514	DROME04631	NEMVE20630
OG0005516	DROME19606	NEMVE15131
OG0005517	DROME19919	NEMVE05907
OG0005518	DROME14670	NEMVE12270, NEMVE24038
OG0005520	DROME04068	NEMVE02562
OG0005521	DROME16855, DROME16854	NEMVE16867
OG0005524	DROME11985	NEMVE21844
OG0005525	DROME19467	NEMVE24754
OG0005527	DROME06165	NEMVE01715, NEMVE09089, NEMVE12171
OG0005528	DROME12253	NEMVE04812
OG0005529	DROME06637, DROME06638	NEMVE05360
OG0005531	DROME06302	NEMVE21678
OG0005533	DROME05452	NEMVE01936
OG0005535	DROME21244	NEMVE23214
OG0005536	DROME18846	NEMVE25945
OG0005537	DROME13170	NEMVE11592
OG0005538	DROME17495, DROME17493, DROME17494	NEMVE16938
OG0005539	DROME00462, DROME00460, DROME02960	NEMVE15047
OG0005541	DROME13352	NEMVE07765
OG0005543	DROME01740, DROME17862, DROME17863	NEMVE09837
OG0005545	DROME05987	NEMVE14775
OG0005546	DROME05705	NEMVE13997
OG0005550	DROME07358	NEMVE05781
OG0005551	DROME07232, DROME17410	NEMVE09941
OG0005553	DROME10357	NEMVE07415
OG0005554	DROME19929, DROME19930	NEMVE19424, NEMVE21796
OG0005556	DROME08193	NEMVE21261, NEMVE14285
OG0005557	DROME17083	NEMVE15598
OG0005558	DROME10652	NEMVE08298
OG0005559	DROME11663	NEMVE19278
OG0005560	DROME07606, DROME07948	NEMVE21325, NEMVE15697
OG0005561	DROME09536	NEMVE14147
OG0005562	DROME16835	NEMVE13599
OG0005563	DROME12068	NEMVE13362, NEMVE12533
OG0005565	DROME07683, DROME07684	NEMVE06975
OG0005566	DROME17778, DROME19582, DROME08765	NEMVE21920, NEMVE12368
OG0005569	DROME06020	NEMVE22877
OG0005570	DROME12597	NEMVE09824
OG0005572	DROME12985	NEMVE22437
OG0005573	DROME00274, DROME00275	NEMVE10955
OG0005574	DROME07973	NEMVE13871
OG0005576	DROME00716, DROME00717	NEMVE17756
OG0005578	DROME13162	NEMVE07998
OG0005579	DROME01286	NEMVE25366
OG0005580	DROME06425	NEMVE22749
OG0005581	DROME15143	NEMVE08250
OG0005582	DROME17006	NEMVE00898, NEMVE12286
OG0005586	DROME13746	NEMVE22169
OG0005587	DROME13836	NEMVE18834
OG0005588	DROME02584	NEMVE14078
OG0005589	DROME13235	NEMVE09365
OG0005590	DROME20583	NEMVE21941
OG0005592	DROME20112	NEMVE13249
OG0005594	DROME19266	NEMVE13772, NEMVE17569
OG0005595	DROME10967	NEMVE24148
OG0005596	DROME08093, DROME06032	NEMVE22114
OG0005597	DROME01657	NEMVE11874, NEMVE06167
OG0005598	DROME14004	NEMVE00076, NEMVE13856
OG0005599	DROME21243	NEMVE06209, NEMVE12520
OG0005601	DROME09490	NEMVE21104
OG0005603	DROME13173, DROME13174, DROME13175	NEMVE15069
OG0005604	DROME06435	NEMVE04889
OG0005605	DROME13674	NEMVE19346
OG0005609	DROME05252, DROME05251	NEMVE02400
OG0005610	DROME17081, DROME17082	NEMVE06425
OG0005611	DROME09603, DROME09604	NEMVE24061
OG0005613	DROME01648	NEMVE14558
OG0005614	DROME18745	NEMVE03285
OG0005615	DROME05560	NEMVE22399
OG0005616	DROME12151	NEMVE05919
OG0005617	DROME14239	NEMVE14623
OG0005618	DROME05739	NEMVE09358
OG0005619	DROME08173	NEMVE08868
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	NEMVE14729
OG0005622	DROME01204	NEMVE09250
OG0005623	DROME00550	NEMVE09978
OG0005624	DROME03085	NEMVE06828
OG0005625	DROME16840	NEMVE12772, NEMVE13788
OG0005626	DROME01163, DROME01164	NEMVE02395, NEMVE14768
OG0005627	DROME05020	NEMVE01097, NEMVE10904, NEMVE21239, NEMVE12804
OG0005628	DROME08416	NEMVE15041, NEMVE12760
OG0005629	DROME11049	NEMVE13819
OG0005631	DROME17841	NEMVE22831
OG0005632	DROME10651	NEMVE11004
OG0005633	DROME17761	NEMVE13712
OG0005636	DROME08136	NEMVE14287
OG0005637	DROME21544	NEMVE10842
OG0005639	DROME06385	NEMVE12532, NEMVE21748
OG0005640	DROME13728	NEMVE25019
OG0005641	DROME03027	NEMVE24789
OG0005642	DROME03379	NEMVE06116
OG0005644	DROME06427	NEMVE24184, NEMVE06976
OG0005645	DROME18577	NEMVE21292, NEMVE13413, NEMVE00525
OG0005646	DROME16294	NEMVE07216
OG0005649	DROME10772	NEMVE08781
OG0005652	DROME06700	NEMVE13761
OG0005656	DROME07968	NEMVE25719
OG0005660	DROME15890, DROME15891	NEMVE13076, NEMVE12999
OG0005681	DROME00945	NEMVE01950, NEMVE12509
OG0005685	DROME08832	NEMVE15988
OG0005690	DROME04761	NEMVE05999, NEMVE02293
OG0005692	DROME13230	NEMVE25673
OG0005694	DROME13864, DROME13863	NEMVE07503
OG0005696	DROME11286	NEMVE19431, NEMVE00658
OG0005700	DROME09873	NEMVE23315
OG0005702	DROME10890	NEMVE21785
OG0005703	DROME19473	NEMVE05111
OG0005704	DROME03784, DROME03785	NEMVE00358, NEMVE00188, NEMVE02380
OG0005707	DROME15744, DROME15745	NEMVE02468
OG0005708	DROME14710	NEMVE18782
OG0005710	DROME07052	NEMVE11928, NEMVE07091
OG0005712	DROME16333, DROME16334	NEMVE14707
OG0005713	DROME09588, DROME09589	NEMVE20632
OG0005714	DROME20712, DROME20711, DROME20713	NEMVE16066
OG0005715	DROME18763, DROME18764, DROME18762	NEMVE09774
OG0005717	DROME06471	NEMVE10797
OG0005718	DROME16901, DROME15117, DROME15116, DROME13404	NEMVE08003, NEMVE17456
OG0005719	DROME19860	NEMVE14711
OG0005721	DROME00178	NEMVE20431, NEMVE15979
OG0005723	DROME17035	NEMVE13732
OG0005724	DROME03509, DROME03507	NEMVE16694
OG0005725	DROME09268	NEMVE23028, NEMVE20234, NEMVE11864
OG0005726	DROME08962	NEMVE13247
OG0005728	DROME04547	NEMVE13776
OG0005729	DROME00800	NEMVE12801, NEMVE05206, NEMVE19871
OG0005731	DROME03369	NEMVE07981
OG0005732	DROME03588	NEMVE11098
OG0005733	DROME14541, DROME14542, DROME10332	NEMVE13320
OG0005734	DROME21588, DROME04119	NEMVE12378, NEMVE14515
OG0005735	DROME09661, DROME09662, DROME09660	NEMVE22451
OG0005737	DROME06704	NEMVE14736, NEMVE12332
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	NEMVE22405
OG0005740	DROME12219, DROME12220	NEMVE07070
OG0005744	DROME21042, DROME21041, DROME13505	NEMVE11969, NEMVE22641
OG0005746	DROME19187	NEMVE21186, NEMVE14714
OG0005748	DROME17506	NEMVE07129
OG0005749	DROME00192	NEMVE04089
OG0005750	DROME14187	NEMVE09054
OG0005751	DROME11468	NEMVE05662
OG0005754	DROME07364	NEMVE01507
OG0005758	DROME02962	NEMVE07743
OG0005759	DROME06016	NEMVE13996
OG0005760	DROME05727, DROME05728, DROME05730, DROME05729	NEMVE19177, NEMVE07324
OG0005761	DROME18137, DROME18138	NEMVE06405
OG0005764	DROME08532	NEMVE01288, NEMVE24394
OG0005765	DROME14596	NEMVE25244
OG0005767	DROME01379	NEMVE02285, NEMVE06659
OG0005770	DROME01271, DROME01270	NEMVE22242
OG0005771	DROME11559	NEMVE25507
OG0005772	DROME11383	NEMVE05695
OG0005774	DROME03197	NEMVE21829
OG0005775	DROME14248, DROME03634	NEMVE14392
OG0005776	DROME05892	NEMVE07966
OG0005777	DROME12481	NEMVE24326, NEMVE12823
OG0005778	DROME21770, DROME21769, DROME21768, DROME21767	NEMVE06697
OG0005779	DROME08845	NEMVE20167, NEMVE24822
OG0005783	DROME16358	NEMVE13901
OG0005784	DROME20576	NEMVE04987, NEMVE20893
OG0005787	DROME16644, DROME18583	NEMVE03826
OG0005788	DROME01890	NEMVE24678
OG0005789	DROME02052	NEMVE13313
OG0005790	DROME02319	NEMVE06982
OG0005791	DROME09196, DROME09195	NEMVE20528, NEMVE01297
OG0005792	DROME04031	NEMVE15437
OG0005793	DROME13741	NEMVE16943
OG0005794	DROME20570	NEMVE08845
OG0005796	DROME21579	NEMVE06246
OG0005797	DROME13677	NEMVE14037
OG0005798	DROME00436	NEMVE14829
OG0005799	DROME17772	NEMVE10264
OG0005800	DROME14692	NEMVE13587
OG0005801	DROME20251, DROME13442	NEMVE24237
OG0005802	DROME18658	NEMVE03199
OG0005803	DROME06804	NEMVE13133
OG0005804	DROME00221	NEMVE07252
OG0005805	DROME18523	NEMVE16148, NEMVE23550
OG0005807	DROME15016	NEMVE06359
OG0005808	DROME15577	NEMVE01129
OG0005811	DROME15005, DROME15004	NEMVE17134, NEMVE11119
OG0005812	DROME17684	NEMVE14364
OG0005815	DROME17829	NEMVE25274
OG0005817	DROME00446	NEMVE20440, NEMVE15052
OG0005818	DROME21049	NEMVE14563
OG0005819	DROME10881	NEMVE21808
OG0005821	DROME18765	NEMVE23456
OG0005822	DROME00384	NEMVE25935
OG0005823	DROME16943	NEMVE05430, NEMVE20888
OG0005824	DROME14993	NEMVE14153
OG0005827	DROME03179, DROME18655	NEMVE04802
OG0005829	DROME17916, DROME17917, DROME17918	NEMVE24686
OG0005830	DROME09394	NEMVE08526
OG0005831	DROME02056	NEMVE05152
OG0005832	DROME03903	NEMVE22892
OG0005833	DROME14025	NEMVE13165
OG0005834	DROME09861, DROME09860	NEMVE23957, NEMVE10656
OG0005835	DROME10113	NEMVE13878
OG0005836	DROME02540	NEMVE20851, NEMVE02149
OG0005837	DROME19685	NEMVE14056
OG0005840	DROME12810, DROME12811	NEMVE13747
OG0005842	DROME03001	NEMVE14687
OG0005843	DROME07738	NEMVE02036, NEMVE22320
OG0005845	DROME12524	NEMVE13891
OG0005846	DROME18114	NEMVE01954
OG0005847	DROME12864	NEMVE05655
OG0005848	DROME17120	NEMVE22369
OG0005849	DROME15063, DROME15062	NEMVE13138
OG0005850	DROME15741, DROME15742	NEMVE13460
OG0005851	DROME06389, DROME06388	NEMVE09355
OG0005853	DROME18489, DROME18488	NEMVE14317
OG0005857	DROME13133, DROME13132	NEMVE24466, NEMVE14208
OG0005858	DROME10288, DROME10287	NEMVE13228
OG0005859	DROME01874	NEMVE14832
OG0005860	DROME13592	NEMVE13210
OG0005861	DROME20036	NEMVE14447, NEMVE11854
OG0005863	DROME00631	NEMVE22266
OG0005864	DROME21983	NEMVE04848
OG0005865	DROME21095	NEMVE07679
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	NEMVE05461
OG0005869	DROME01674	NEMVE13626
OG0005870	DROME19873	NEMVE14905
OG0005871	DROME05632, DROME05631	NEMVE17336
OG0005872	DROME00389	NEMVE06649
OG0005874	DROME03501	NEMVE23891
OG0005875	DROME06773	NEMVE23453
OG0005877	DROME06392	NEMVE02516, NEMVE05591
OG0005878	DROME19123	NEMVE02339, NEMVE14777
OG0005879	DROME20321	NEMVE09579
OG0005880	DROME17652, DROME17653	NEMVE22612
OG0005883	DROME19395	NEMVE14549
OG0005884	DROME08061	NEMVE00229, NEMVE06571
OG0005886	DROME01867	NEMVE17658
OG0005888	DROME16104	NEMVE03064
OG0005889	DROME14304, DROME07617	NEMVE14237
OG0005890	DROME19088	NEMVE01492
OG0005892	DROME10375, DROME10374	NEMVE05482
OG0005893	DROME16783	NEMVE00948
OG0005894	DROME11886	NEMVE01396
OG0005895	DROME02103	NEMVE08141, NEMVE17527, NEMVE20886
OG0005897	DROME19090	NEMVE18801
OG0005898	DROME06116	NEMVE02011
OG0005899	DROME02184	NEMVE06363, NEMVE06372, NEMVE16370
OG0005901	DROME08625	NEMVE22895
OG0005902	DROME12748	NEMVE24968
OG0005903	DROME19765	NEMVE14098
OG0005904	DROME00138	NEMVE14991
OG0005909	DROME01192	NEMVE21723
OG0005914	DROME08503, DROME08502	NEMVE13472
OG0005921	DROME05740	NEMVE13582
OG0005922	DROME13644, DROME13643	NEMVE13384
OG0005923	DROME01141, DROME01142	NEMVE07997
OG0005925	DROME01094	NEMVE17210, NEMVE13945
OG0005926	DROME12066, DROME12065	NEMVE09581
OG0005928	DROME02019	NEMVE21804
OG0005929	DROME01196	NEMVE13193
OG0005931	DROME08847	NEMVE24077
OG0005932	DROME15731	NEMVE21824
OG0005933	DROME19096, DROME19097	NEMVE09740
OG0005936	DROME12077	NEMVE20278, NEMVE22195
OG0005937	DROME14657	NEMVE03020
OG0005940	DROME18687	NEMVE05329
OG0005941	DROME14278	NEMVE18224
OG0005943	DROME01109	NEMVE14522
OG0005944	DROME21720	NEMVE11808, NEMVE01376
OG0005946	DROME15326	NEMVE23066
OG0005949	DROME10426	NEMVE05450
OG0005950	DROME10950	NEMVE14694
OG0005952	DROME19643	NEMVE22482
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	NEMVE15091
OG0005960	DROME11094, DROME11095	NEMVE13523
OG0005963	DROME00894	NEMVE25861
OG0005965	DROME15552	NEMVE06899
OG0005966	DROME04950	NEMVE19178, NEMVE00025
OG0005967	DROME16596, DROME14482	NEMVE22443
OG0005968	DROME21030, DROME16013, DROME08290	NEMVE14434
OG0005969	DROME08256, DROME08257	NEMVE13532
OG0005970	DROME13325	NEMVE05887
OG0005972	DROME16733	NEMVE18774
OG0005973	DROME03261	NEMVE11820, NEMVE14031
OG0005974	DROME09177	NEMVE14137
OG0005975	DROME01949	NEMVE25600
OG0005976	DROME19287	NEMVE13353
OG0005977	DROME08531	NEMVE14569
OG0005978	DROME03284	NEMVE22252
OG0005980	DROME21461	NEMVE23640
OG0005980	DROME12535	NEMVE10708
OG0005981	DROME05700	NEMVE09022
OG0005982	DROME01959	NEMVE13477
OG0005983	DROME09503, DROME20869	NEMVE19799
OG0005984	DROME20805	NEMVE24779
OG0005985	DROME12892	NEMVE24699, NEMVE20199
OG0005986	DROME07616	NEMVE02799
OG0005987	DROME16681	NEMVE21795
OG0005988	DROME04858	NEMVE12558, NEMVE19559
OG0005989	DROME01935, DROME02497	NEMVE00971
OG0005993	DROME01845	NEMVE11171
OG0005995	DROME10672	NEMVE02185
OG0005998	DROME05475	NEMVE05440
OG0006002	DROME16784	NEMVE13122
OG0006003	DROME10360	NEMVE06610
OG0006004	DROME09659	NEMVE24131
OG0006005	DROME21221	NEMVE08968, NEMVE00870
OG0006009	DROME04529, DROME04530	NEMVE06073
OG0006010	DROME07208	NEMVE22570
OG0006011	DROME05625	NEMVE14656
OG0006012	DROME04986	NEMVE23549
OG0006031	DROME15258	NEMVE14413
OG0006059	DROME07767	NEMVE05469
OG0006061	DROME04698	NEMVE17553
OG0006062	DROME04067	NEMVE13363
OG0006063	DROME20838	NEMVE13540
OG0006064	DROME01128	NEMVE05721
OG0006065	DROME06304	NEMVE25805
OG0006066	DROME20062	NEMVE25661
OG0006069	DROME20187	NEMVE24988
OG0006070	DROME16601, DROME16602	NEMVE15570
OG0006072	DROME01673	NEMVE01149
OG0006073	DROME14553	NEMVE04741
OG0006074	DROME19848	NEMVE24416
OG0006077	DROME09385	NEMVE13486
OG0006078	DROME02001	NEMVE22623
OG0006079	DROME02616	NEMVE00907
OG0006081	DROME14279	NEMVE06868, NEMVE06886
OG0006085	DROME12364	NEMVE25339
OG0006087	DROME12774	NEMVE15939
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	NEMVE19748, NEMVE13984
OG0006095	DROME21969	NEMVE13885
OG0006096	DROME21245	NEMVE14691
OG0006098	DROME05931	NEMVE06004
OG0006100	DROME05018	NEMVE22711
OG0006101	DROME04360	NEMVE15100
OG0006102	DROME01980	NEMVE14968
OG0006103	DROME10210	NEMVE00283, NEMVE17723
OG0006104	DROME15737	NEMVE14961
OG0006106	DROME20870	NEMVE19009
OG0006108	DROME09376	NEMVE08391
OG0006111	DROME12496	NEMVE02016
OG0006113	DROME04342	NEMVE09892
OG0006115	DROME16296	NEMVE14785, NEMVE17721
OG0006116	DROME02301, DROME02300	NEMVE24918
OG0006117	DROME10279	NEMVE10567
OG0006118	DROME20483	NEMVE10454
OG0006119	DROME12941	NEMVE11800, NEMVE15295
OG0006120	DROME13128, DROME13130, DROME13129	NEMVE22945
OG0006121	DROME18148	NEMVE22058
OG0006122	DROME00796	NEMVE25204
OG0006123	DROME16430	NEMVE23157
OG0006124	DROME13739	NEMVE24761
OG0006125	DROME02053	NEMVE09196
OG0006127	DROME03260	NEMVE07015, NEMVE07020
OG0006128	DROME07922	NEMVE20876, NEMVE00022
OG0006129	DROME09781	NEMVE14942
OG0006130	DROME17498, DROME17499	NEMVE04868
OG0006131	DROME15971	NEMVE08917
OG0006132	DROME06118	NEMVE08985
OG0006133	DROME07717	NEMVE08114
OG0006134	DROME13718	NEMVE11232
OG0006135	DROME08697	NEMVE22868
OG0006136	DROME10851	NEMVE09172
OG0006137	DROME09569	NEMVE03361
OG0006140	DROME15748	NEMVE12679, NEMVE23573, NEMVE12694
OG0006141	DROME18067, DROME07431	NEMVE16961, NEMVE12186
OG0006144	DROME00549	NEMVE14741
OG0006145	DROME11050	NEMVE22056
OG0006147	DROME21657	NEMVE14761, NEMVE12736
OG0006148	DROME10799	NEMVE05857
OG0006152	DROME08871	NEMVE05428
OG0006156	DROME10247	NEMVE22637
OG0006159	DROME13858	NEMVE21764
OG0006160	DROME03637	NEMVE10555
OG0006161	DROME18089, DROME18090, DROME18088	NEMVE14243
OG0006164	DROME09119	NEMVE10175, NEMVE01696
OG0006165	DROME18757, DROME18756	NEMVE00991
OG0006168	DROME15944, DROME18911	NEMVE13971, NEMVE20353
OG0006169	DROME10283	NEMVE14671
OG0006172	DROME00114	NEMVE05065
OG0006176	DROME04325	NEMVE21887
OG0006179	DROME10214	NEMVE19339
OG0006180	DROME17033	NEMVE18458
OG0006181	DROME14871	NEMVE25734
OG0006182	DROME01649	NEMVE05762
OG0006183	DROME14997	NEMVE14948, NEMVE03107
OG0006184	DROME06994, DROME06993	NEMVE17784
OG0006185	DROME15598	NEMVE24611
OG0006186	DROME01316	NEMVE21867
OG0006187	DROME00876	NEMVE05382
OG0006188	DROME00301	NEMVE09360
OG0006191	DROME00877, DROME00878	NEMVE14192
OG0006192	DROME00106	NEMVE19051
OG0006193	DROME02189	NEMVE01569
OG0006194	DROME10099	NEMVE17786
OG0006196	DROME01357	NEMVE22533
OG0006199	DROME19122	NEMVE13782
OG0006200	DROME03216, DROME03215	NEMVE24742
OG0006202	DROME06452, DROME06451	NEMVE13627
OG0006204	DROME02906	NEMVE14772
OG0006206	DROME19558	NEMVE22988
OG0006208	DROME15732	NEMVE00290, NEMVE16123
OG0006210	DROME19094	NEMVE01490
OG0006211	DROME17799, DROME17798, DROME17797	NEMVE02354, NEMVE06731
OG0006212	DROME12458	NEMVE18569
OG0006213	DROME10052	NEMVE01050
OG0006214	DROME05227	NEMVE08088
OG0006216	DROME02380	NEMVE22955
OG0006217	DROME19224	NEMVE07259
OG0006220	DROME10027	NEMVE07122
OG0006224	DROME18810	NEMVE12014, NEMVE21951
OG0006225	DROME05230, DROME05229	NEMVE14367
OG0006226	DROME08310	NEMVE09907, NEMVE06472
OG0006227	DROME03457	NEMVE15408
OG0006228	DROME12195, DROME12196, DROME12194, DROME12193	NEMVE25666
OG0006230	DROME05693	NEMVE16928
OG0006231	DROME06401, DROME06402, DROME06407	NEMVE14090
OG0006232	DROME06119	NEMVE15602, NEMVE23130
OG0006233	DROME13881	NEMVE12454, NEMVE11317
OG0006234	DROME22062, DROME22061	NEMVE25467
OG0006235	DROME20311	NEMVE24526
OG0006238	DROME09754	NEMVE04846
OG0006239	DROME10114	NEMVE18923
OG0006240	DROME19140, DROME08600	NEMVE05672
OG0006241	DROME06012	NEMVE16895
OG0006242	DROME07675, DROME07676	NEMVE09046, NEMVE01436
OG0006243	DROME14457	NEMVE08148
OG0006244	DROME17166, DROME17165	NEMVE14135
OG0006245	DROME02108, DROME02107	NEMVE04926, NEMVE04589
OG0006246	DROME19004	NEMVE09317
OG0006247	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200	NEMVE13374
OG0006248	DROME03264	NEMVE22580
OG0006249	DROME20245	NEMVE21889
OG0006250	DROME17023	NEMVE01589
OG0006251	DROME19735, DROME19738, DROME19736, DROME19737	NEMVE05445
OG0006254	DROME10801	NEMVE08534, NEMVE22025
OG0006258	DROME18180, DROME18181, DROME18179	NEMVE12417, NEMVE14713
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	NEMVE05775
OG0006260	DROME16552	NEMVE24580
OG0006262	DROME05994	NEMVE09180
OG0006263	DROME01003	NEMVE25155
OG0006264	DROME01178	NEMVE15072
OG0006265	DROME08925, DROME08926	NEMVE00668
OG0006267	DROME04482	NEMVE00987
OG0006268	DROME16986	NEMVE19453, NEMVE00515
OG0006270	DROME07884	NEMVE20878, NEMVE00161
OG0006271	DROME13584	NEMVE12840
OG0006275	DROME11545	NEMVE12634
OG0006276	DROME12088	NEMVE24771
OG0006277	DROME15668	NEMVE22696
OG0006278	DROME09293	NEMVE13767
OG0006279	DROME05154	NEMVE08460, NEMVE03244
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	NEMVE13464
OG0006281	DROME21723, DROME21724	NEMVE17531
OG0006283	DROME18093	NEMVE22907
OG0006284	DROME06978	NEMVE09500
OG0006285	DROME05155	NEMVE22191
OG0006288	DROME00223	NEMVE14534
OG0006289	DROME05895	NEMVE07416
OG0006290	DROME15754	NEMVE07329
OG0006291	DROME16421	NEMVE06491
OG0006292	DROME00480, DROME00481	NEMVE11038
OG0006293	DROME15892	NEMVE01946
OG0006294	DROME17637	NEMVE05761
OG0006295	DROME09339	NEMVE17572
OG0006296	DROME18450, DROME18451, DROME18457, DROME01938	NEMVE15015
OG0006297	DROME14064	NEMVE12058
OG0006298	DROME10104, DROME10103	NEMVE23496
OG0006301	DROME14417, DROME14418	NEMVE14030, NEMVE10171
OG0006302	DROME11859	NEMVE14020
OG0006305	DROME20608	NEMVE22239
OG0006306	DROME06607	NEMVE07331
OG0006308	DROME01926	NEMVE14134
OG0006309	DROME22059, DROME22060	NEMVE14028
OG0006311	DROME09053	NEMVE19440, NEMVE17820, NEMVE19918
OG0006313	DROME09638	NEMVE22686
OG0006315	DROME12826	NEMVE15833
OG0006318	DROME09391	NEMVE07253
OG0006319	DROME00483, DROME00484	NEMVE06270
OG0006321	DROME00074	NEMVE11987
OG0006322	DROME19674	NEMVE11564, NEMVE20664
OG0006323	DROME00186	NEMVE24425
OG0006329	DROME06117	NEMVE21689
OG0006330	DROME21856, DROME21857	NEMVE14456
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	NEMVE13643
OG0006332	DROME01006	NEMVE08037
OG0006334	DROME04357	NEMVE13329
OG0006339	DROME19031, DROME19030	NEMVE23824
OG0006340	DROME02471	NEMVE10948
OG0006341	DROME06095	NEMVE12553, NEMVE14094
OG0006344	DROME11878	NEMVE22317
OG0006345	DROME01528	NEMVE21962
OG0006346	DROME16623	NEMVE05891
OG0006347	DROME11544, DROME18372, DROME18373	NEMVE21968
OG0006350	DROME10882	NEMVE14391
