Orthogroup	DROME	AENJA_ok
OG0005581	DROME15143	AENJA_22130
OG0005582	DROME17006	AENJA_22257
OG0005586	DROME01782	AENJA_22676
OG0005587	DROME13836	AENJA_22680
OG0005588	DROME02584	AENJA_22691
OG0005589	DROME13235	AENJA_22696
OG0005590	DROME20583	AENJA_22743
OG0005592	DROME20112	AENJA_22823
OG0005594	DROME19266	AENJA_22998
OG0005595	DROME10967	AENJA_23087
OG0005596	DROME08093, DROME06032	AENJA_23124
OG0005597	DROME01657	AENJA_23387
OG0005598	DROME14004	AENJA_23392
OG0005599	DROME21243	AENJA_23484
OG0005603	DROME13173, DROME13174, DROME13175	AENJA_23595
OG0005604	DROME06435	AENJA_23601, AENJA_23600
OG0005605	DROME13674	AENJA_23709
OG0005607	DROME16439, DROME16438	AENJA_23747
OG0005609	DROME05252, DROME05251	AENJA_24199
OG0005610	DROME17081, DROME17082	AENJA_24729
OG0005611	DROME09603, DROME09604	AENJA_24774
OG0005613	DROME01648	AENJA_24898
OG0005614	DROME18745	AENJA_24899
OG0005615	DROME05560	AENJA_25140
OG0005616	DROME12151	AENJA_25171
OG0005617	DROME14239	AENJA_25373
OG0005618	DROME05739	AENJA_25599
OG0005619	DROME08173	AENJA_25618
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	AENJA_25760
OG0005622	DROME01204	AENJA_25969
OG0005623	DROME00550	AENJA_26090
OG0005625	DROME16840	AENJA_26239
OG0005626	DROME01163, DROME01164	AENJA_26279
OG0005627	DROME05020	AENJA_26410
OG0005628	DROME08416	AENJA_26422
OG0005629	DROME11049	AENJA_26440
OG0005631	DROME17841	AENJA_26768
OG0005632	DROME10651	AENJA_26780
OG0005633	DROME17761	AENJA_26782
OG0005681	DROME00945	AENJA_00039, AENJA_26565
OG0005685	DROME08832	AENJA_00160
OG0005690	DROME04761	AENJA_00316
OG0005692	DROME13230	AENJA_00419
OG0005694	DROME13864, DROME13863	AENJA_08020
OG0005696	DROME11286	AENJA_00573
OG0005697	DROME17682	AENJA_01634, AENJA_00905
OG0005698	DROME09665	AENJA_00928
OG0005700	DROME09873	AENJA_05332, AENJA_00969, AENJA_00970, AENJA_08621
OG0005702	DROME10890	AENJA_01004
OG0005703	DROME19473	AENJA_01041
OG0005704	DROME03784, DROME03785	AENJA_01067
OG0005707	DROME15744, DROME15745	AENJA_01197
OG0005708	DROME14710	AENJA_01487
OG0005710	DROME07052	AENJA_01723
OG0005712	DROME16333, DROME16334	AENJA_01759
OG0005714	DROME20712, DROME20711, DROME20713	AENJA_02013
OG0005715	DROME18763, DROME18764, DROME18762	AENJA_02021
OG0005717	DROME06471	AENJA_02389
OG0005718	DROME16901, DROME15117, DROME15116, DROME13404	AENJA_02397
OG0005719	DROME19860	AENJA_02576, AENJA_21883, AENJA_16676, AENJA_06368, AENJA_14184, AENJA_03800, AENJA_16113
OG0005721	DROME00178	AENJA_02598
OG0005723	DROME17035	AENJA_02860
OG0005724	DROME03509, DROME03507	AENJA_02979
OG0005725	DROME09268	AENJA_03017
OG0005726	DROME08962	AENJA_03045
OG0005727	DROME20877	AENJA_03263
OG0005728	DROME04547	AENJA_03321
OG0005729	DROME00800	AENJA_03373
OG0005731	DROME03369	AENJA_03387
OG0005732	DROME03588	AENJA_03425
OG0005733	DROME14541, DROME14542, DROME10332	AENJA_03533, AENJA_24608
OG0005734	DROME21588, DROME04119	AENJA_03577
OG0005735	DROME09661, DROME09662, DROME09660	AENJA_03701
OG0005737	DROME06704	AENJA_18620, AENJA_04083
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	AENJA_04092
OG0005740	DROME12219, DROME12220	AENJA_04242
OG0005741	DROME10077	AENJA_04268
OG0005742	DROME15851	AENJA_04450
OG0005744	DROME21042, DROME21041, DROME13505	AENJA_04466, AENJA_23925
OG0005746	DROME19187	AENJA_04525
OG0005747	DROME12400	AENJA_04612
OG0005748	DROME17506	AENJA_04616
OG0005749	DROME00192	AENJA_04691
OG0005750	DROME14187	AENJA_04732
OG0005751	DROME11468	AENJA_05026
OG0005752	DROME20074	AENJA_05094, AENJA_05157
OG0005755	DROME09852	AENJA_05404
OG0005758	DROME02962	AENJA_05774
OG0005759	DROME06016	AENJA_05846, AENJA_24843
OG0005760	DROME05727, DROME05728, DROME05730, DROME05729	AENJA_06152
OG0005761	DROME18137, DROME18138	AENJA_06105
OG0005762	DROME15581	AENJA_06148
OG0005764	DROME08532	AENJA_06405
OG0005765	DROME14596	AENJA_06646
OG0005766	DROME09826, DROME09825, DROME09827	AENJA_06695
OG0005769	DROME03529, DROME03528	AENJA_06901
OG0005770	DROME01271, DROME01270	AENJA_07018
OG0005771	DROME11559	AENJA_07025
OG0005772	DROME11383	AENJA_07036
OG0005774	DROME03197	AENJA_07195
OG0005775	DROME14248, DROME03634	AENJA_07400
OG0005776	DROME05892	AENJA_07415, AENJA_09497
OG0005777	DROME12481	AENJA_07504
OG0005778	DROME21770, DROME21769, DROME21768, DROME21767	AENJA_07776
OG0005779	DROME08845	AENJA_22397, AENJA_07902
OG0005783	DROME16358	AENJA_08164
OG0005784	DROME20576	AENJA_08165
OG0005787	DROME16644, DROME18583	AENJA_08283
OG0005788	DROME01890	AENJA_08440
OG0005789	DROME02052	AENJA_08496
OG0005790	DROME02319	AENJA_08673
OG0005791	DROME09196, DROME09195	AENJA_08706
OG0005792	DROME04031	AENJA_08731
OG0005793	DROME13741	AENJA_08802
OG0005794	DROME20570	AENJA_08842
OG0005795	DROME00921	AENJA_08944
OG0005796	DROME21579	AENJA_09063
OG0005797	DROME13677	AENJA_09169
OG0005798	DROME00436	AENJA_09182
OG0005799	DROME17772	AENJA_09278
OG0005800	DROME14692	AENJA_09323
OG0005801	DROME20251, DROME13442	AENJA_09343
OG0005802	DROME18658	AENJA_09405
OG0005803	DROME06804	AENJA_09439
OG0005804	DROME00221	AENJA_09584
OG0005805	DROME18523	AENJA_09663, AENJA_12528
OG0005807	DROME15016	AENJA_09729
OG0005808	DROME15577	AENJA_09894
OG0005811	DROME15005, DROME15004	AENJA_10118
OG0005812	DROME17684	AENJA_10119
OG0005813	DROME18740, DROME18739, DROME08278	AENJA_10290
OG0005814	DROME21970	AENJA_10306
OG0005815	DROME17829	AENJA_10315
OG0005817	DROME00446	AENJA_10375
OG0005818	DROME21049	AENJA_10465
OG0005819	DROME10881	AENJA_10488
OG0005821	DROME18765	AENJA_10736
OG0005822	DROME00384	AENJA_10737
OG0005823	DROME16943	AENJA_10752
OG0005824	DROME14993	AENJA_10964
OG0005827	DROME03179	AENJA_11174
OG0005827	DROME18655	AENJA_12910
OG0005829	DROME17916, DROME17917, DROME17918	AENJA_11289
OG0005830	DROME09394	AENJA_11338
OG0005831	DROME02056	AENJA_11339
OG0005832	DROME03903	AENJA_11664
OG0005833	DROME14025	AENJA_11697
OG0005834	DROME09861, DROME09860	AENJA_11853
OG0005835	DROME10113	AENJA_12042
OG0005836	DROME02540	AENJA_12074
OG0005837	DROME19685	AENJA_12096
OG0005840	DROME12810, DROME12811	AENJA_12314
OG0005842	DROME03001	AENJA_12408
OG0005843	DROME07738	AENJA_12497
OG0005845	DROME12524	AENJA_14043, AENJA_12673
OG0005846	DROME18114	AENJA_12707
OG0005847	DROME12864	AENJA_12923
OG0005848	DROME17120	AENJA_12933
OG0005849	DROME15063, DROME15062	AENJA_12988
OG0005850	DROME15741, DROME15742	AENJA_12991
OG0005851	DROME06389, DROME06388	AENJA_13020
OG0005853	DROME18489, DROME18488	AENJA_13254
OG0005857	DROME13133, DROME13132	AENJA_13419
OG0005858	DROME10288, DROME10287	AENJA_13515
OG0005859	DROME01874	AENJA_13669
OG0005860	DROME13592	AENJA_13676
OG0005861	DROME20036	AENJA_13696
OG0005863	DROME00631	AENJA_13758
OG0005864	DROME21983	AENJA_13906
OG0005865	DROME21095	AENJA_14069
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	AENJA_14163
OG0005867	DROME18293	AENJA_14181
OG0005869	DROME01674	AENJA_14469
OG0005870	DROME19873	AENJA_14501
OG0005871	DROME05632, DROME05631	AENJA_21214, AENJA_14547
OG0005872	DROME00389	AENJA_14877
OG0005874	DROME03501	AENJA_14913
OG0005875	DROME06773	AENJA_14993
OG0005877	DROME06392	AENJA_15390
OG0005878	DROME19123	AENJA_15477
OG0005879	DROME20321	AENJA_15537
OG0005880	DROME17652, DROME17653	AENJA_15552
OG0005883	DROME19395	AENJA_15775
OG0005884	DROME08061	AENJA_15785
OG0005886	DROME01867	AENJA_16124
OG0005888	DROME16104	AENJA_16421
OG0005889	DROME14304, DROME07617	AENJA_16715
OG0005890	DROME19088	AENJA_16817
OG0005891	DROME11287	AENJA_16932
OG0005892	DROME10375, DROME10374	AENJA_17176
OG0005893	DROME16783	AENJA_17245
OG0005894	DROME11886	AENJA_17246
OG0005895	DROME02103	AENJA_17367
OG0005896	DROME06811	AENJA_17573
OG0005897	DROME19090	AENJA_17702
OG0005898	DROME06116	AENJA_17852
OG0005899	DROME02184	AENJA_18115
OG0005901	DROME08624	AENJA_18246
OG0005902	DROME12748	AENJA_18247
OG0005903	DROME19765	AENJA_18309
OG0005904	DROME00138	AENJA_18358
OG0005905	DROME08071	AENJA_18512
OG0005906	DROME04737, DROME04735, DROME04736	AENJA_18627
OG0005909	DROME01192	AENJA_18683
OG0005914	DROME08503, DROME08502	AENJA_18992
OG0005919	DROME03002	AENJA_20070
OG0005921	DROME05740	AENJA_20303
OG0005922	DROME13644, DROME13643	AENJA_20511
OG0005923	DROME01141, DROME01142	AENJA_20557
OG0005925	DROME01094	AENJA_20679
OG0005926	DROME12066, DROME12065	AENJA_20822
OG0005928	DROME02019	AENJA_20891
OG0005929	DROME01196	AENJA_20893
OG0005931	DROME08847	AENJA_21193
OG0005932	DROME15731	AENJA_21195
OG0005933	DROME19096, DROME19097	AENJA_21408
OG0005936	DROME12077	AENJA_21972
OG0005937	DROME14657	AENJA_22276
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	AENJA_22341
OG0005940	DROME18687	AENJA_22657
OG0005941	DROME14278	AENJA_22811
OG0005942	DROME17395	AENJA_22877
OG0005943	DROME01109	AENJA_22968
OG0005944	DROME21720	AENJA_23015
OG0005946	DROME15326	AENJA_23033
OG0005949	DROME10426	AENJA_23232
OG0005950	DROME10950	AENJA_23330
OG0005952	DROME19643	AENJA_23383, AENJA_26242
OG0005953	DROME11680	AENJA_23477
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	AENJA_23785
OG0005960	DROME11094, DROME11095	AENJA_24360
OG0005963	DROME00894	AENJA_24444
OG0005965	DROME15552	AENJA_24829
OG0005966	DROME04950	AENJA_24862
OG0005967	DROME16596, DROME14482	AENJA_24863
OG0005968	DROME21030, DROME16013, DROME08290	AENJA_25169
OG0005969	DROME08256, DROME08257	AENJA_25218
OG0005970	DROME13325	AENJA_25251
OG0005972	DROME16733	AENJA_25446
OG0005973	DROME03261	AENJA_25486
OG0005974	DROME09177	AENJA_25677
OG0005975	DROME01949	AENJA_25725
OG0005976	DROME19287	AENJA_25735
OG0005977	DROME08531	AENJA_25803
OG0005978	DROME03284	AENJA_25870
OG0005980	DROME21461	AENJA_26209
OG0005981	DROME05700	AENJA_26250
OG0005982	DROME01959	AENJA_26388
OG0005984	DROME20805	AENJA_26630
OG0005985	DROME12892	AENJA_26651, AENJA_26654
OG0005986	DROME07616	AENJA_26777
OG0005987	DROME16681	AENJA_26832
OG0006059	DROME07767	AENJA_07337, AENJA_00150
OG0006061	DROME04698	AENJA_00325
OG0006062	DROME04067	AENJA_15436, AENJA_00551
OG0006063	DROME20838	AENJA_00605
OG0006064	DROME01128	AENJA_00650
OG0006065	DROME06304	AENJA_00665
OG0006066	DROME20062	AENJA_00700
OG0006069	DROME20187	AENJA_00843
OG0006070	DROME16601, DROME16602	AENJA_00972
OG0006072	DROME01673	AENJA_01191
OG0006073	DROME14553	AENJA_01226
OG0006074	DROME19848	AENJA_01259
OG0006077	DROME09385	AENJA_01382
OG0006078	DROME02001	AENJA_22396, AENJA_01409
OG0006079	DROME02616	AENJA_01432
OG0006081	DROME14279	AENJA_01461, AENJA_19612
OG0006085	DROME12364	AENJA_01649
OG0006087	DROME12774	AENJA_01889
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	AENJA_02180
OG0006094	DROME09863, DROME00849, DROME00848	AENJA_02642
OG0006095	DROME21969	AENJA_02769
OG0006096	DROME21245	AENJA_23191
OG0006098	DROME05931	AENJA_02992
OG0006099	DROME11739	AENJA_03036
OG0006100	DROME05018	AENJA_03050
OG0006101	DROME04360	AENJA_03058
OG0006102	DROME01980	AENJA_03107
OG0006103	DROME10210	AENJA_03372
OG0006104	DROME15737	AENJA_03385
OG0006106	DROME20870	AENJA_03554
OG0006108	DROME09376	AENJA_03797
OG0006111	DROME12496	AENJA_03939
OG0006113	DROME04342	AENJA_03955
OG0006115	DROME16296	AENJA_09142, AENJA_04130
OG0006116	DROME02301, DROME02300	AENJA_04216
OG0006117	DROME10279	AENJA_04248
OG0006118	DROME20483	AENJA_04258
OG0006119	DROME12941	AENJA_04315
OG0006120	DROME13128, DROME13130, DROME13129	AENJA_04316
OG0006121	DROME18148	AENJA_04319
OG0006122	DROME00796	AENJA_04504
OG0006123	DROME16430	AENJA_04576
OG0006124	DROME13739	AENJA_05000, AENJA_19597
OG0006125	DROME02053	AENJA_05020
OG0006127	DROME03260	AENJA_05400
OG0006128	DROME07922	AENJA_05402
OG0006129	DROME09781	AENJA_05595
OG0006130	DROME17498, DROME17499	AENJA_05623
OG0006131	DROME15971	AENJA_05907
OG0006132	DROME06118	AENJA_05951
OG0006133	DROME07717	AENJA_06147
OG0006134	DROME13718	AENJA_06166
OG0006135	DROME08697	AENJA_06474
OG0006136	DROME10851	AENJA_06518
OG0006137	DROME09569	AENJA_06532
OG0006140	DROME15748	AENJA_06694
OG0006141	DROME18067, DROME07431	AENJA_06732
OG0006144	DROME00549	AENJA_06817
OG0006145	DROME11050	AENJA_07241
OG0006148	DROME10799	AENJA_07759
OG0006151	DROME20478	AENJA_07811
OG0006152	DROME08871	AENJA_08046
OG0006155	DROME18085	AENJA_10680, AENJA_08285
OG0006156	DROME10247	AENJA_08334
OG0006159	DROME13858	AENJA_08791
OG0006160	DROME03637	AENJA_08921
OG0006161	DROME18089, DROME18090, DROME18088	AENJA_08974
OG0006164	DROME09119	AENJA_09092
OG0006168	DROME15944, DROME18911	AENJA_09279
OG0006169	DROME10283	AENJA_09311
OG0006170	DROME14914	AENJA_09322
OG0006171	DROME09393	AENJA_09363, AENJA_13246
OG0006176	DROME04325	AENJA_10255
OG0006179	DROME10214	AENJA_10561
OG0006180	DROME17033	AENJA_10861
OG0006181	DROME14871	AENJA_10967
OG0006182	DROME01649	AENJA_10981
OG0006183	DROME14997	AENJA_10999
OG0006184	DROME06994, DROME06993	AENJA_11002
OG0006185	DROME15598	AENJA_11023
OG0006186	DROME01316	AENJA_11147
OG0006187	DROME00876	AENJA_11209
OG0006188	DROME00301	AENJA_11273
OG0006191	DROME00877, DROME00878	AENJA_11447
OG0006192	DROME00106	AENJA_11677
OG0006193	DROME02189	AENJA_11737
OG0006195	DROME11802, DROME11801	AENJA_11917
OG0006199	DROME19122	AENJA_12139
OG0006200	DROME03216, DROME03215	AENJA_12153
OG0006202	DROME06452, DROME06451	AENJA_12367
OG0006204	DROME02906	AENJA_12686
OG0006206	DROME19558	AENJA_12805
OG0006208	DROME15732	AENJA_13009
OG0006209	DROME01562	AENJA_13087
OG0006210	DROME19094	AENJA_13227
OG0006211	DROME17799, DROME17798, DROME17797	AENJA_13228
OG0006212	DROME12458	AENJA_13615
OG0006213	DROME10052	AENJA_13784
OG0006214	DROME05227	AENJA_13793
OG0006216	DROME02380	AENJA_13923
OG0006217	DROME19224	AENJA_14066
OG0006220	DROME10027	AENJA_14611
OG0006224	DROME18810	AENJA_15254
OG0006226	DROME08310	AENJA_15385
OG0006227	DROME03457	AENJA_15421
OG0006228	DROME12195, DROME12196, DROME12194, DROME12193	AENJA_15504
OG0006229	DROME16720	AENJA_15614
OG0006230	DROME05693	AENJA_15684
OG0006231	DROME06401, DROME06402, DROME06407	AENJA_15837
OG0006232	DROME06119	AENJA_15886
OG0006233	DROME13881	AENJA_15946
OG0006234	DROME22062, DROME22061	AENJA_16010
OG0006235	DROME20311	AENJA_16141
OG0006238	DROME09754	AENJA_16302
OG0006239	DROME10114	AENJA_16437
OG0006240	DROME19140, DROME08600	AENJA_16454
OG0006241	DROME06012	AENJA_25133
OG0006242	DROME07675, DROME07676	AENJA_16693
OG0006243	DROME14457	AENJA_16698
OG0006244	DROME17166, DROME17165	AENJA_16795
OG0006245	DROME02108, DROME02107	AENJA_16829
OG0006246	DROME19004	AENJA_17039
OG0006247	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200	AENJA_17041
OG0006248	DROME03264	AENJA_17259
OG0006249	DROME20245	AENJA_17261
OG0006250	DROME17023	AENJA_17439
OG0006251	DROME19735, DROME19738, DROME19736, DROME19737	AENJA_17441
OG0006254	DROME10801	AENJA_17640
OG0006258	DROME18180, DROME18181, DROME18179	AENJA_17969
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	AENJA_18025
OG0006260	DROME16552	AENJA_18129
OG0006262	DROME05994	AENJA_18244
OG0006263	DROME01003	AENJA_18245
OG0006264	DROME01178	AENJA_18267
OG0006265	DROME08925, DROME08926	AENJA_18276
OG0006267	DROME04482	AENJA_18383
OG0006268	DROME16986	AENJA_18487, AENJA_18486
OG0006270	DROME07884	AENJA_18694
OG0006271	DROME13584	AENJA_18740
OG0006273	DROME19288, DROME09384, DROME20348	AENJA_18828
OG0006275	DROME11545	AENJA_19065
OG0006277	DROME15668	AENJA_19169
OG0006278	DROME09293	AENJA_19171
OG0006279	DROME05154	AENJA_19295
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	AENJA_19369
OG0006281	DROME21723, DROME21724	AENJA_19582, AENJA_19578
OG0006283	DROME18093	AENJA_19606
OG0006284	DROME06978	AENJA_19713
OG0006285	DROME05155	AENJA_19755
OG0006286	DROME20409	AENJA_19771
OG0006287	DROME15138	AENJA_19814
OG0006288	DROME00223	AENJA_19866
OG0006289	DROME05895	AENJA_19932
OG0006290	DROME15754	AENJA_20061
OG0006291	DROME16421	AENJA_20076
OG0006292	DROME00480, DROME00481	AENJA_20113
OG0006293	DROME15892	AENJA_20143
OG0006294	DROME17637	AENJA_20284
OG0006295	DROME09339	AENJA_20394
OG0006296	DROME18450, DROME18451, DROME18457, DROME01938	AENJA_20618
OG0006297	DROME14064	AENJA_20620
OG0006298	DROME10104, DROME10103	AENJA_20776
OG0006301	DROME14417, DROME14418	AENJA_20996, AENJA_20997
OG0006302	DROME11859	AENJA_21163
OG0006305	DROME20608	AENJA_21522
OG0006306	DROME06607	AENJA_21664
OG0006308	DROME01926	AENJA_21750
OG0006309	DROME22059, DROME22060	AENJA_21854
OG0006311	DROME09053	AENJA_21861
OG0006313	DROME09638	AENJA_21937
OG0006315	DROME12826	AENJA_22252
OG0006318	DROME09391	AENJA_22571
OG0006319	DROME00483, DROME00484	AENJA_22630
OG0006321	DROME00074	AENJA_22824
OG0006322	DROME19674	AENJA_22831
OG0006323	DROME00186	AENJA_22914
OG0006328	DROME04072	AENJA_22997
OG0006329	DROME06117	AENJA_23040
OG0006330	DROME21856, DROME21857	AENJA_23067
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	AENJA_23112
OG0006332	DROME01006	AENJA_23127
OG0006333	DROME05697	AENJA_23164
OG0006334	DROME04357	AENJA_23288
OG0006339	DROME19031, DROME19030	AENJA_23637, AENJA_24037
OG0006340	DROME02471	AENJA_23711
OG0006341	DROME06095	AENJA_23741, AENJA_25917
OG0006344	DROME11878	AENJA_23992
OG0006345	DROME01528	AENJA_24082, AENJA_24083
OG0006346	DROME16623	AENJA_24338
OG0006347	DROME18372, DROME18373	AENJA_24626
OG0006350	DROME10882	AENJA_25064
OG0006351	DROME17575	AENJA_25123
OG0006352	DROME15718	AENJA_25150
OG0006353	DROME00751	AENJA_25212
OG0006355	DROME00424	AENJA_25525
OG0006356	DROME02890	AENJA_25547
OG0006358	DROME03318, DROME03317	AENJA_25645
OG0006359	DROME01311	AENJA_25669
OG0006360	DROME19840	AENJA_25814
OG0006362	DROME11093	AENJA_25951
OG0006363	DROME07012	AENJA_26238
OG0006364	DROME14912	AENJA_26381
OG0006365	DROME21616, DROME21617	AENJA_26404
OG0006442	DROME16371	AENJA_00020
OG0006443	DROME16038	AENJA_00055
OG0006447	DROME10748	AENJA_00097
OG0006448	DROME21414	AENJA_00147
OG0006449	DROME03272	AENJA_00161
OG0006454	DROME19164	AENJA_00458
OG0006456	DROME00779	AENJA_18569, AENJA_00534
OG0006458	DROME10373	AENJA_00698
OG0006459	DROME10282	AENJA_00708
OG0006460	DROME15064	AENJA_00719
OG0006461	DROME01188	AENJA_00796
OG0006462	DROME01832	AENJA_00971
OG0006463	DROME10850	AENJA_00994
OG0006464	DROME15553	AENJA_01149
OG0006465	DROME04025	AENJA_01262
OG0006469	DROME02304	AENJA_01523
OG0006470	DROME05726, DROME05725	AENJA_01586
OG0006471	DROME03198	AENJA_01591
OG0006472	DROME01113	AENJA_01675
OG0006474	DROME18594	AENJA_01839
OG0006475	DROME11340, DROME11339	AENJA_02093
OG0006476	DROME02188	AENJA_02142
OG0006477	DROME16299	AENJA_02248
OG0006478	DROME10803	AENJA_02289
OG0006479	DROME03631	AENJA_02378
OG0006480	DROME15425, DROME15426	AENJA_02386
OG0006481	DROME02142, DROME01455	AENJA_02402
OG0006482	DROME21719	AENJA_19144, AENJA_02493
OG0006483	DROME04426	AENJA_02646
OG0006485	DROME17756	AENJA_02849
OG0006487	DROME20891	AENJA_02956
OG0006488	DROME14000	AENJA_03064
OG0006490	DROME17521	AENJA_03091
OG0006491	DROME09727	AENJA_03152
OG0006492	DROME19565, DROME19566	AENJA_03167
OG0006494	DROME13014	AENJA_03322
OG0006497	DROME11986	AENJA_03829
OG0006498	DROME00774	AENJA_03890
OG0006500	DROME02408	AENJA_04169
OG0006501	DROME07620	AENJA_04172
OG0006504	DROME01726	AENJA_16898, AENJA_04416
OG0006505	DROME19279	AENJA_04476
OG0006507	DROME11241, DROME13160	AENJA_04788
OG0006509	DROME06735	AENJA_04936
OG0006510	DROME21078	AENJA_04994
OG0006511	DROME02030	AENJA_05001
OG0006512	DROME14203	AENJA_05769, AENJA_05293
OG0006514	DROME04973	AENJA_21274, AENJA_05458
OG0006515	DROME17220	AENJA_05502
OG0006516	DROME07746	AENJA_05505
OG0006517	DROME16077, DROME16076	AENJA_05578
OG0006518	DROME12457	AENJA_05643
OG0006519	DROME10463	AENJA_05867
OG0006520	DROME01601	AENJA_06121
OG0006522	DROME21565, DROME21563, DROME21564	AENJA_06377
OG0006523	DROME13324	AENJA_06540
OG0006524	DROME08322	AENJA_06594
OG0006525	DROME16242	AENJA_17669
OG0006526	DROME10066	AENJA_07051
OG0006528	DROME03901, DROME03902, DROME03900	AENJA_07246
OG0006530	DROME02632	AENJA_07598
OG0006532	DROME18743	AENJA_07693
OG0006533	DROME11744, DROME11742, DROME11745, DROME11743	AENJA_07742
OG0006535	DROME21449, DROME21448	AENJA_07886
OG0006536	DROME00110	AENJA_07956
OG0006537	DROME17569	AENJA_07985
OG0006538	DROME00930	AENJA_08050
OG0006540	DROME04024	AENJA_08316
OG0006543	DROME19675	AENJA_15795, AENJA_08614
OG0006544	DROME08098	AENJA_08630
OG0006545	DROME14793	AENJA_08841
OG0006546	DROME03836	AENJA_08937, AENJA_22524
OG0006547	DROME21566	AENJA_08999
OG0006549	DROME08226	AENJA_09178
OG0006550	DROME12314	AENJA_09213
OG0006551	DROME01560	AENJA_09272
OG0006552	DROME02022	AENJA_09303
OG0006553	DROME06750	AENJA_09463
OG0006554	DROME13465	AENJA_09668
OG0006556	DROME10784	AENJA_09923
OG0006557	DROME08144	AENJA_09969, AENJA_09970
OG0006560	DROME17786	AENJA_10117
OG0006561	DROME15269	AENJA_10164
OG0006567	DROME01202	AENJA_10471, AENJA_14106
OG0006568	DROME05220	AENJA_10472
OG0006569	DROME20993	AENJA_10690
OG0006570	DROME20261	AENJA_10767
OG0006571	DROME05601	AENJA_10794
OG0006573	DROME14640	AENJA_11033
OG0006574	DROME19778	AENJA_11193
OG0006577	DROME16628	AENJA_23377, AENJA_11258
OG0006578	DROME15457	AENJA_11264
OG0006580	DROME00474	AENJA_11583
OG0006582	DROME02599, DROME02598, DROME02600	AENJA_12464
OG0006583	DROME16903	AENJA_26093, AENJA_16765, AENJA_12483
OG0006584	DROME07289	AENJA_12500
OG0006585	DROME00295, DROME00294	AENJA_12538
OG0006586	DROME11738, DROME02891	AENJA_12567
OG0006587	DROME02493	AENJA_12821
OG0006588	DROME21457	AENJA_12912
OG0006590	DROME17574	AENJA_12964
OG0006593	DROME11713	AENJA_13291
OG0006594	DROME12981	AENJA_13414
OG0006595	DROME20933	AENJA_13536
OG0006596	DROME13730, DROME13731	AENJA_13622
OG0006597	DROME19349	AENJA_13689
OG0006598	DROME15235	AENJA_13737
OG0006599	DROME13830, DROME13829	AENJA_13776
OG0006602	DROME18117	AENJA_14087
OG0006603	DROME08268, DROME08267	AENJA_14155
OG0006604	DROME10779	AENJA_14442
OG0006607	DROME06763	AENJA_14537
OG0006608	DROME15074	AENJA_14551
OG0006609	DROME08965	AENJA_14599
OG0006610	DROME00685	AENJA_14663
OG0006611	DROME04706, DROME04707	AENJA_14698
OG0006612	DROME07454	AENJA_14752
OG0006613	DROME02162, DROME02161	AENJA_14809
OG0006614	DROME03471	AENJA_14867
OG0006615	DROME05191	AENJA_14938
OG0006616	DROME04436, DROME04435	AENJA_14986
OG0006619	DROME20837, DROME20836	AENJA_15520
OG0006621	DROME01854	AENJA_15590
OG0006622	DROME13807	AENJA_15726
OG0006623	DROME03084	AENJA_15760
OG0006625	DROME13491	AENJA_15915
OG0006628	DROME04083, DROME04082	AENJA_16181
OG0006630	DROME13179	AENJA_16229
OG0006631	DROME06287	AENJA_16356
OG0006633	DROME10769	AENJA_16566
OG0006634	DROME05352	AENJA_16574
OG0006635	DROME12947	AENJA_16751
OG0006636	DROME02119	AENJA_16904
OG0006637	DROME01008	AENJA_16936
OG0006638	DROME10155	AENJA_17173
OG0006640	DROME00615	AENJA_17469, AENJA_17468
OG0006642	DROME08951	AENJA_17957
OG0006646	DROME15373	AENJA_18164
OG0006648	DROME03907, DROME03908	AENJA_18295
OG0006649	DROME00086	AENJA_18466
OG0006650	DROME04683, DROME04682	AENJA_18649
OG0006651	DROME04694	AENJA_18736
OG0006653	DROME10989, DROME10990	AENJA_18823
OG0006655	DROME18847	AENJA_18965
OG0006657	DROME19456, DROME19455	AENJA_19172
OG0006658	DROME21096	AENJA_19247
OG0006662	DROME19864	AENJA_19418
OG0006663	DROME13134	AENJA_19913
OG0006664	DROME04463	AENJA_20021
OG0006666	DROME07406, DROME07405, DROME07404, DROME07403	AENJA_20282
OG0006667	DROME06736	AENJA_20411
OG0006668	DROME09203, DROME09202, DROME09204	AENJA_20635
OG0006669	DROME09383	AENJA_20657
OG0006670	DROME03282	AENJA_20698
OG0006673	DROME03524	AENJA_21048
OG0006677	DROME21382	AENJA_21488
OG0006678	DROME02009	AENJA_21492
OG0006679	DROME03949, DROME03948	AENJA_21515
OG0006681	DROME07359, DROME07360	AENJA_21662
OG0006684	DROME10607	AENJA_21920
OG0006686	DROME10194	AENJA_21966
OG0006689	DROME16220, DROME06540	AENJA_22172
OG0006690	DROME00556	AENJA_22269
OG0006691	DROME16256	AENJA_22370, AENJA_22371
OG0006692	DROME03538	AENJA_22551
