Orthogroup	DROME	XENTR
OG0005100	DROME04486	XENTR07674
OG0005104	DROME20927	XENTR16526
OG0005105	DROME03531	XENTR13712, XENTR00971
OG0005106	DROME03857	XENTR15961
OG0005107	DROME08339	XENTR00721
OG0005108	DROME14762	XENTR09823
OG0005109	DROME19414, DROME19413	XENTR05235
OG0005110	DROME02462	XENTR10418
OG0005111	DROME13957, DROME13956	XENTR12918
OG0005113	DROME00349, DROME00350, DROME00351, DROME00352	XENTR11696
OG0005114	DROME19429	XENTR03270
OG0005116	DROME17446	XENTR09652
OG0005117	DROME01907, DROME01909, DROME01908, DROME01910	XENTR00263, XENTR00264
OG0005119	DROME17852, DROME17851, DROME17850	XENTR10964, XENTR18180
OG0005121	DROME13814, DROME13815, DROME13816	XENTR08556, XENTR08555
OG0005124	DROME16620	XENTR11277
OG0005125	DROME14833	XENTR06577, XENTR01393
OG0005126	DROME07720	XENTR11466
OG0005127	DROME20240	XENTR18846
OG0005129	DROME11517	XENTR01372, XENTR17414, XENTR17415
OG0005130	DROME01130	XENTR03472
OG0005131	DROME15986, DROME15987	XENTR07770, XENTR05134
OG0005132	DROME02024, DROME03817	XENTR13542, XENTR09384
OG0005135	DROME00390	XENTR17224
OG0005138	DROME08714	XENTR04104
OG0005140	DROME16893	XENTR15218
OG0005141	DROME19023, DROME19024	XENTR03747
OG0005142	DROME12779	XENTR05808, XENTR05807
OG0005143	DROME18172, DROME18171	XENTR09021
OG0005144	DROME16396	XENTR04655
OG0005145	DROME02051	XENTR01474
OG0005146	DROME01676	XENTR07514
OG0005147	DROME14510, DROME14511	XENTR08897, XENTR03407
OG0005149	DROME13939, DROME13941, DROME13940, DROME03013	XENTR02585
OG0005151	DROME21402	XENTR10535
OG0005152	DROME02100	XENTR11517
OG0005154	DROME08186, DROME14086	XENTR09967
OG0005155	DROME13946	XENTR17503
OG0005157	DROME20357, DROME10521	XENTR06914
OG0005158	DROME15148	XENTR04192
OG0005159	DROME04911	XENTR11388
OG0005160	DROME13926	XENTR11553, XENTR11552
OG0005161	DROME01304	XENTR17738, XENTR07411
OG0005163	DROME09973	XENTR07785
OG0005164	DROME17784	XENTR11748
OG0005167	DROME21743, DROME21744	XENTR17308
OG0005169	DROME00581	XENTR03033
OG0005172	DROME03475	XENTR02971
OG0005174	DROME05374	XENTR19029, XENTR01888
OG0005175	DROME18164	XENTR09468
OG0005176	DROME19605	XENTR00816
OG0005178	DROME17186	XENTR04360, XENTR05515
OG0005179	DROME12341	XENTR03489
OG0005180	DROME10314	XENTR11560
OG0005181	DROME13882	XENTR07431
OG0005182	DROME14044	XENTR17515
OG0005183	DROME08717	XENTR16613
OG0005184	DROME11560	XENTR03963
OG0005185	DROME14578	XENTR10469
OG0005187	DROME14003	XENTR01339
OG0005188	DROME10586	XENTR16552
OG0005192	DROME06272	XENTR09355, XENTR09354
OG0005194	DROME04866	XENTR08743
OG0005195	DROME01261, DROME03136, DROME05867, DROME13248, DROME13247, DROME13249	XENTR15059
OG0005196	DROME08964	XENTR12072
OG0005197	DROME13698	XENTR04474
OG0005198	DROME10991	XENTR12688
OG0005199	DROME17844, DROME17845	XENTR06054
OG0005200	DROME17886, DROME17887	XENTR15289
OG0005201	DROME12308	XENTR02581
OG0005202	DROME20495	XENTR01686
OG0005204	DROME11843	XENTR16411
OG0005205	DROME03877, DROME03878	XENTR02235
OG0005206	DROME19412	XENTR14439
OG0005209	DROME02411, DROME02410, DROME02409	XENTR16467
OG0005210	DROME04803, DROME04802	XENTR10414
OG0005212	DROME05395	XENTR05321
OG0005214	DROME10787	XENTR15093
OG0005215	DROME16919, DROME16918, DROME16920	XENTR09676
OG0005216	DROME02551	XENTR11068, XENTR11067
OG0005217	DROME13024	XENTR03391
OG0005219	DROME11647, DROME11648	XENTR03479
OG0005220	DROME01905, DROME01906	XENTR15173
OG0005221	DROME13777	XENTR07925
OG0005222	DROME20001	XENTR10211
OG0005223	DROME06805	XENTR05366
OG0005224	DROME09621	XENTR10962
OG0005225	DROME01306	XENTR11516
OG0005226	DROME15233	XENTR17737
OG0005227	DROME19504	XENTR08466
OG0005228	DROME12549, DROME12550	XENTR02196
OG0005229	DROME21401	XENTR09269
OG0005230	DROME07282, DROME04954, DROME04955, DROME04956	XENTR00510
OG0005231	DROME13341	XENTR14785
OG0005232	DROME01110, DROME01111	XENTR04371
OG0005233	DROME13588, DROME13587	XENTR17925
OG0005234	DROME09471, DROME09470, DROME17729	XENTR16079
OG0005235	DROME21186, DROME01045	XENTR13429
OG0005237	DROME13694, DROME13695	XENTR12797
OG0005238	DROME03305	XENTR07727
OG0005239	DROME16969	XENTR11710, XENTR12808
OG0005240	DROME05667	XENTR15629, XENTR13415
OG0005243	DROME13760	XENTR01383
OG0005244	DROME11413	XENTR07088, XENTR07089, XENTR03819
OG0005245	DROME15633	XENTR06279
OG0005247	DROME11577	XENTR02931
OG0005249	DROME17651	XENTR06111, XENTR06112
OG0005250	DROME06885	XENTR05467
OG0005251	DROME15484, DROME15485	XENTR07883
OG0005253	DROME20955	XENTR10902
OG0005254	DROME13236	XENTR17441
OG0005255	DROME17385, DROME17386	XENTR08746, XENTR08745, XENTR17482
OG0005256	DROME10816	XENTR17691, XENTR06834
OG0005257	DROME12885, DROME12886, DROME12884	XENTR05574
OG0005258	DROME07551	XENTR02828
OG0005259	DROME01189	XENTR02830
OG0005261	DROME19226, DROME19227	XENTR04489, XENTR03622
OG0005262	DROME14948	XENTR12919
OG0005264	DROME11198	XENTR05358
OG0005265	DROME00702, DROME00700, DROME00699, DROME00701, DROME00697, DROME00698	XENTR03437
OG0005267	DROME04420, DROME19231	XENTR00612
OG0005268	DROME14171	XENTR10041
OG0005269	DROME02004	XENTR02825
OG0005270	DROME08224	XENTR14107
OG0005273	DROME12536	XENTR02049
OG0005275	DROME01626	XENTR07020
OG0005276	DROME03971	XENTR18764
OG0005277	DROME18936	XENTR11704
OG0005278	DROME19885	XENTR10581
OG0005279	DROME20688	XENTR15127
OG0005280	DROME12955	XENTR14213
OG0005281	DROME05856	XENTR12479, XENTR12478, XENTR11090
OG0005283	DROME14544, DROME14545	XENTR17833, XENTR08079
OG0005284	DROME10358, DROME10359	XENTR06972
OG0005285	DROME15354	XENTR04551
OG0005286	DROME18908	XENTR18781, XENTR05904
OG0005289	DROME14959, DROME14958, DROME21287	XENTR11766
OG0005292	DROME11303, DROME11304	XENTR17077
OG0005293	DROME18824	XENTR03075
OG0005294	DROME21633, DROME21631, DROME21632	XENTR11029
OG0005295	DROME18631, DROME18632	XENTR03857
OG0005296	DROME16680	XENTR14920
OG0005298	DROME06419	XENTR19199, XENTR08341
OG0005300	DROME02618	XENTR09324, XENTR09323
OG0005301	DROME13549	XENTR00866
OG0005303	DROME01514	XENTR08944, XENTR08943
OG0005304	DROME13378	XENTR07753
OG0005305	DROME00028	XENTR02973, XENTR02972
OG0005307	DROME10402	XENTR02149
OG0005309	DROME21996, DROME22002, DROME21999	XENTR06467
OG0005310	DROME16261, DROME16262	XENTR03904
OG0005312	DROME17116	XENTR11281
OG0005314	DROME10353	XENTR18994
OG0005315	DROME20516, DROME20515, DROME20517	XENTR01293
OG0005316	DROME02492	XENTR15429
OG0005318	DROME20590	XENTR04452
OG0005319	DROME02700, DROME01499	XENTR12909
OG0005321	DROME10451, DROME10452	XENTR13052
OG0005322	DROME12599, DROME12598, DROME12600	XENTR15003, XENTR15102
OG0005323	DROME08220, DROME08221	XENTR05721
OG0005359	DROME09862	XENTR02870
OG0005360	DROME11664	XENTR13876
OG0005362	DROME03399, DROME03398, DROME03400, DROME03397	XENTR02886
OG0005364	DROME01517, DROME01516	XENTR08233
OG0005365	DROME01607	XENTR04880
OG0005366	DROME00089	XENTR14103
OG0005368	DROME20281, DROME20282	XENTR02135
OG0005370	DROME19849	XENTR18458, XENTR19057
OG0005371	DROME12636	XENTR04241
OG0005372	DROME21608	XENTR02926
OG0005373	DROME11662	XENTR01008
OG0005374	DROME09881	XENTR09396
OG0005375	DROME09535	XENTR02759
OG0005377	DROME03217	XENTR04948, XENTR00820
OG0005378	DROME19277, DROME19276	XENTR00855
OG0005379	DROME19618, DROME15166	XENTR01811
OG0005383	DROME06443	XENTR06290
OG0005384	DROME05202, DROME05201	XENTR09338, XENTR09337
OG0005385	DROME06183	XENTR06538
OG0005386	DROME11412	XENTR04916
OG0005387	DROME10654, DROME10653	XENTR16757
OG0005388	DROME21007, DROME17717	XENTR15369
OG0005389	DROME07204	XENTR11588
OG0005390	DROME18084	XENTR00330
OG0005391	DROME14955, DROME20632	XENTR15124
OG0005393	DROME09489	XENTR11001
OG0005394	DROME06384	XENTR11004
OG0005395	DROME02476	XENTR10404
OG0005396	DROME16226	XENTR03688
OG0005397	DROME17328	XENTR05120, XENTR05121
OG0005398	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825	XENTR08769
OG0005400	DROME15813	XENTR14635
OG0005401	DROME13199	XENTR02575
OG0005402	DROME11740	XENTR03106
OG0005403	DROME14315	XENTR17033
OG0005404	DROME15277	XENTR17345
OG0005405	DROME11751	XENTR07454
OG0005406	DROME01944, DROME01943	XENTR02598
OG0005408	DROME05105	XENTR12460
OG0005409	DROME11573, DROME11574	XENTR07635
OG0005412	DROME14813	XENTR08400
OG0005413	DROME18095	XENTR11238
OG0005414	DROME07541	XENTR13840
OG0005416	DROME05882, DROME05883	XENTR04103
OG0005417	DROME21749, DROME21750	XENTR07337
OG0005421	DROME10396	XENTR01449
OG0005422	DROME14313	XENTR13886
OG0005424	DROME11089, DROME11088	XENTR14032, XENTR14031
OG0005427	DROME00646	XENTR06952
OG0005430	DROME08640, DROME08641	XENTR05965
OG0005431	DROME10519	XENTR10737
OG0005432	DROME13664	XENTR09444
OG0005433	DROME07842	XENTR08308, XENTR06429
OG0005434	DROME01961	XENTR16403
OG0005436	DROME04381	XENTR12576
OG0005437	DROME05038, DROME05039	XENTR14536
OG0005440	DROME13146, DROME13143, DROME13144, DROME13145	XENTR08105
OG0005441	DROME09657, DROME18854	XENTR10471
OG0005442	DROME09304	XENTR02873
OG0005443	DROME17086, DROME17085	XENTR00196
OG0005445	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873	XENTR11784
OG0005446	DROME06564	XENTR04102
OG0005448	DROME01872	XENTR08841
OG0005449	DROME06889	XENTR13721
OG0005450	DROME00371, DROME00369, DROME00370	XENTR14386
OG0005451	DROME01979	XENTR04508
OG0005452	DROME09371	XENTR13237
OG0005455	DROME20906	XENTR17289
OG0005456	DROME01162	XENTR03025, XENTR05550
OG0005457	DROME11164	XENTR07274
OG0005461	DROME03211	XENTR14096
OG0005462	DROME21497	XENTR11426
OG0005464	DROME13050	XENTR18484, XENTR09198
OG0005465	DROME09126	XENTR12965
OG0005466	DROME16377	XENTR08557
OG0005468	DROME01889	XENTR04574
OG0005469	DROME11630	XENTR04592
OG0005470	DROME06057	XENTR09775, XENTR18624
OG0005471	DROME10379	XENTR07127
OG0005472	DROME03320, DROME03319, DROME03325, DROME05720	XENTR06097
OG0005474	DROME12946	XENTR16274
OG0005475	DROME17508	XENTR17206
OG0005476	DROME18593	XENTR01349
OG0005477	DROME20889	XENTR08685
OG0005479	DROME10657	XENTR03720
OG0005481	DROME09611, DROME09612	XENTR00678
OG0005482	DROME03827, DROME18948, DROME08539	XENTR11679
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	XENTR09074
OG0005484	DROME20358	XENTR03547
OG0005486	DROME03539	XENTR16007
OG0005487	DROME08183, DROME08182	XENTR05191
OG0005488	DROME15752, DROME15753	XENTR10293
OG0005489	DROME07861	XENTR13955
OG0005490	DROME19466	XENTR03389, XENTR04160
OG0005491	DROME04711	XENTR08326
OG0005492	DROME06578	XENTR00216
OG0005493	DROME12922	XENTR09762
OG0005494	DROME21649	XENTR15571
OG0005495	DROME17019	XENTR02645
OG0005497	DROME04924	XENTR08854
OG0005498	DROME19676	XENTR12205
OG0005499	DROME03401, DROME07297	XENTR06475
OG0005500	DROME05919, DROME18022	XENTR10023
OG0005502	DROME00912	XENTR09366
OG0005503	DROME16857	XENTR16936
OG0005504	DROME15054	XENTR14288
OG0005505	DROME09144	XENTR04897
OG0005506	DROME12679	XENTR04715
OG0005508	DROME17492	XENTR15696
OG0005510	DROME15194	XENTR07392
OG0005511	DROME15312	XENTR00029
OG0005512	DROME15424, DROME15423	XENTR07897, XENTR05189
OG0005514	DROME04631	XENTR06788
OG0005516	DROME19606	XENTR06149
OG0005517	DROME19919	XENTR02145
OG0005518	DROME14670	XENTR10164
OG0005519	DROME18312	XENTR10874
OG0005520	DROME04068	XENTR02351
OG0005521	DROME16855, DROME16854	XENTR02097
OG0005524	DROME11985	XENTR12707
OG0005527	DROME06165	XENTR17011
OG0005528	DROME12253	XENTR11632
OG0005529	DROME06637, DROME06638	XENTR17688
OG0005531	DROME06302	XENTR00728
OG0005533	DROME05452	XENTR13999
OG0005535	DROME21244	XENTR07119
OG0005536	DROME18846	XENTR06991
OG0005537	DROME13170	XENTR15998
OG0005538	DROME17495, DROME17493, DROME17494	XENTR14095
OG0005539	DROME00462, DROME00460, DROME02960	XENTR12052
OG0005541	DROME13352	XENTR12050
OG0005543	DROME17862, DROME17863	XENTR03947, XENTR14512
OG0005545	DROME05987	XENTR06846
OG0005546	DROME05705	XENTR13120, XENTR00983
OG0005550	DROME07358	XENTR12418
OG0005553	DROME10357	XENTR15410
OG0005554	DROME19929, DROME19930	XENTR05944
OG0005556	DROME08193	XENTR14514
OG0005558	DROME10652	XENTR03041, XENTR15786
OG0005559	DROME11663	XENTR13684
OG0005560	DROME07606, DROME07948	XENTR15812, XENTR15811
OG0005561	DROME09536	XENTR06582
OG0005562	DROME16835	XENTR02636
OG0005563	DROME12068	XENTR02726
OG0005565	DROME07683, DROME07684	XENTR12260
OG0005566	DROME17778, DROME19582, DROME08765	XENTR10299
OG0005569	DROME06020	XENTR17293
OG0005570	DROME12597	XENTR08831
OG0005572	DROME12985	XENTR07077
OG0005573	DROME00274, DROME00275	XENTR17288
OG0005574	DROME07973	XENTR02685
OG0005576	DROME00716, DROME00717	XENTR01506
OG0005577	DROME13949, DROME13950	XENTR17396
OG0005578	DROME13162	XENTR14508
OG0005580	DROME06425	XENTR00171
OG0005581	DROME15143	XENTR11345
OG0005582	DROME17006	XENTR10959
OG0005586	DROME01782	XENTR09184, XENTR16599
OG0005587	DROME13836	XENTR09308
OG0005588	DROME02584	XENTR12384
OG0005589	DROME13235	XENTR05397
OG0005590	DROME20583	XENTR02733
OG0005592	DROME20112	XENTR06518
OG0005595	DROME10967	XENTR11389
OG0005596	DROME08093, DROME06032	XENTR03669
OG0005597	DROME01657	XENTR02744
OG0005598	DROME14004	XENTR10064
OG0005599	DROME21243	XENTR07033
OG0005603	DROME13173, DROME13174, DROME13175	XENTR15261
OG0005604	DROME06435	XENTR10587
OG0005605	DROME13674	XENTR06732
OG0005607	DROME16439, DROME16438	XENTR03976, XENTR15771, XENTR15770
OG0005609	DROME05252, DROME05251	XENTR05279
OG0005610	DROME17081, DROME17082	XENTR00719
OG0005611	DROME09603, DROME09604	XENTR11206, XENTR12709
OG0005613	DROME01648	XENTR13054
OG0005615	DROME05560	XENTR19050
OG0005616	DROME12151	XENTR04493
OG0005617	DROME14239	XENTR00367, XENTR04722
OG0005618	DROME05739	XENTR09196
OG0005619	DROME08173	XENTR10548
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	XENTR02818, XENTR00745
OG0005622	DROME01204	XENTR09076
OG0005623	DROME00550	XENTR00925
OG0005625	DROME16840	XENTR12463
OG0005626	DROME01163, DROME01164	XENTR04034
OG0005627	DROME05020	XENTR01364
OG0005629	DROME11049	XENTR11616
OG0005631	DROME17841	XENTR17147
OG0005632	DROME10651	XENTR16922
OG0005633	DROME17761	XENTR13094
OG0005636	DROME08136	XENTR09495, XENTR18731
OG0005637	DROME21544	XENTR01111, XENTR01112
OG0005639	DROME06385	XENTR09590
OG0005640	DROME13728	XENTR12107
OG0005642	DROME03379	XENTR07034
OG0005644	DROME06427	XENTR06539
OG0005646	DROME16294	XENTR01093
OG0005648	DROME03181, DROME03182	XENTR10020, XENTR04396
OG0005649	DROME10772	XENTR14451, XENTR16243, XENTR16242
OG0005652	DROME06700	XENTR02555
OG0005656	DROME07968	XENTR15758
OG0005661	DROME08445, DROME08446	XENTR16753, XENTR08571
OG0005665	DROME09179	XENTR13236, XENTR13784
OG0005681	DROME00945	XENTR08432
OG0005690	DROME04761	XENTR19277
OG0005694	DROME13864, DROME13863	XENTR10066
OG0005696	DROME11286	XENTR00927
OG0005698	DROME09665	XENTR10206
OG0005702	DROME10890	XENTR05785
OG0005703	DROME19473	XENTR16414
OG0005707	DROME15744, DROME15745	XENTR13799
OG0005708	DROME14710	XENTR16853, XENTR16852, XENTR19233
OG0005710	DROME07052	XENTR14786
OG0005712	DROME16333, DROME16334	XENTR07393
OG0005714	DROME20712, DROME20711, DROME20713	XENTR15409
OG0005715	DROME18763, DROME18764, DROME18762	XENTR13785
OG0005717	DROME06471	XENTR11396
OG0005718	DROME16901, DROME15117, DROME15116, DROME13404	XENTR10453
OG0005719	DROME19860	XENTR17722
OG0005721	DROME00178	XENTR01507
OG0005723	DROME17035	XENTR02798
OG0005724	DROME03509, DROME03507	XENTR08971
OG0005725	DROME09268	XENTR00954
OG0005726	DROME08962	XENTR11215, XENTR18879
OG0005727	DROME20877	XENTR06326
OG0005728	DROME04547	XENTR13816
OG0005729	DROME00800	XENTR17527, XENTR14626
OG0005731	DROME03369	XENTR07331
OG0005732	DROME03588	XENTR01849
OG0005733	DROME14541, DROME14542, DROME10332	XENTR12818
OG0005734	DROME21588, DROME04119	XENTR16904
OG0005735	DROME09661, DROME09662, DROME09660	XENTR16094
OG0005737	DROME06704	XENTR14241
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	XENTR03189
OG0005741	DROME10077	XENTR10578
OG0005742	DROME15851	XENTR03320
OG0005744	DROME21042, DROME21041, DROME13505	XENTR14995
OG0005746	DROME19187	XENTR14223
OG0005747	DROME12400	XENTR12914
OG0005749	DROME00192	XENTR13666
OG0005750	DROME14187	XENTR13184
OG0005751	DROME11468	XENTR02420
OG0005752	DROME20074	XENTR08044
OG0005754	DROME07364	XENTR11178
OG0005755	DROME09852	XENTR01706
OG0005758	DROME02962	XENTR03080
OG0005759	DROME06016	XENTR13135
OG0005761	DROME18137, DROME18138	XENTR00801
OG0005762	DROME15581	XENTR09892
OG0005764	DROME08532	XENTR11684
OG0005765	DROME14596	XENTR11840
OG0005766	DROME09826, DROME09825, DROME09827	XENTR03092
OG0005769	DROME03529, DROME03528	XENTR04692
OG0005770	DROME01271, DROME01270	XENTR07769
OG0005771	DROME11559	XENTR17752
OG0005772	DROME11383	XENTR01180
OG0005774	DROME03197	XENTR06210
OG0005775	DROME14248, DROME03634	XENTR03909
OG0005776	DROME05892	XENTR14277, XENTR17148
OG0005778	DROME21770, DROME21769, DROME21768, DROME21767	XENTR14397
OG0005779	DROME08845	XENTR01952
OG0005783	DROME16358	XENTR18413
OG0005784	DROME20576	XENTR13380
OG0005787	DROME16644, DROME18583	XENTR19090
OG0005788	DROME01890	XENTR18303
OG0005789	DROME02052	XENTR00490
OG0005790	DROME02319	XENTR09099
OG0005791	DROME09196, DROME09195	XENTR08286
OG0005792	DROME04031	XENTR15781, XENTR15780
OG0005793	DROME13741	XENTR12617
OG0005794	DROME20570	XENTR09199
OG0005795	DROME00921	XENTR01918
OG0005796	DROME21579	XENTR01931
OG0005797	DROME13677	XENTR10908
OG0005798	DROME00436	XENTR07022
OG0005799	DROME17772	XENTR11641
OG0005800	DROME14692	XENTR01754
OG0005801	DROME20251, DROME13442	XENTR11859
OG0005802	DROME18658	XENTR08427
OG0005803	DROME06804	XENTR17154
OG0005804	DROME00221	XENTR00653, XENTR00022
OG0005807	DROME15016	XENTR12847
OG0005808	DROME15577	XENTR11121
OG0005811	DROME15005, DROME15004	XENTR03035
OG0005812	DROME17684	XENTR15789
OG0005813	DROME18740, DROME18739, DROME08278	XENTR00797
OG0005815	DROME17829	XENTR06350
OG0005817	DROME00446	XENTR13699
OG0005818	DROME21049	XENTR10792
OG0005819	DROME10881	XENTR13214
OG0005821	DROME18765	XENTR10629
OG0005822	DROME00384	XENTR08490
OG0005823	DROME16943	XENTR09463
OG0005824	DROME14993	XENTR08106
OG0005827	DROME03179	XENTR01649
OG0005829	DROME17916, DROME17917, DROME17918	XENTR09175, XENTR09176
OG0005830	DROME09394	XENTR05629
OG0005831	DROME02056	XENTR13713
OG0005832	DROME03903	XENTR09883
OG0005833	DROME14025	XENTR12701, XENTR11982
OG0005834	DROME09861, DROME09860	XENTR15796
OG0005835	DROME10113	XENTR13416
OG0005836	DROME02540	XENTR01905
OG0005837	DROME19685	XENTR12226
OG0005840	DROME12810, DROME12811	XENTR11551
OG0005842	DROME03001	XENTR02998
OG0005843	DROME07738	XENTR06586
OG0005845	DROME12524	XENTR09452
OG0005846	DROME18114	XENTR08903
OG0005847	DROME12864	XENTR15396
OG0005848	DROME17120	XENTR01693
OG0005849	DROME15063, DROME15062	XENTR16028
OG0005850	DROME15741, DROME15742	XENTR09236
OG0005851	DROME06389, DROME06388	XENTR00048
OG0005853	DROME18489, DROME18488	XENTR11690
OG0005857	DROME13133, DROME13132	XENTR09453
OG0005858	DROME10288, DROME10287	XENTR01140
OG0005859	DROME01874	XENTR04008, XENTR19125
OG0005860	DROME13592	XENTR17203
OG0005861	DROME20036	XENTR00321
OG0005863	DROME00631	XENTR16855
OG0005864	DROME21983	XENTR01946
OG0005865	DROME21095	XENTR18360
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	XENTR14392
OG0005867	DROME18293	XENTR00772
OG0005869	DROME01674	XENTR02475
OG0005870	DROME19873	XENTR03986
OG0005871	DROME05632, DROME05631	XENTR03471
OG0005872	DROME00389	XENTR11811
OG0005874	DROME03501	XENTR12341
OG0005875	DROME06773	XENTR08470
OG0005877	DROME06392	XENTR09830
OG0005878	DROME19123	XENTR04121
OG0005879	DROME20321	XENTR00215
OG0005880	DROME17652, DROME17653	XENTR06014
OG0005883	DROME19395	XENTR00821
OG0005884	DROME08061	XENTR05536
OG0005886	DROME01867	XENTR11697
OG0005888	DROME16104	XENTR04928
OG0005889	DROME14304, DROME07617	XENTR00662
OG0005890	DROME19088	XENTR17071
OG0005893	DROME16783	XENTR00920
OG0005894	DROME11886	XENTR00891, XENTR13041
OG0005895	DROME02103	XENTR04951
OG0005896	DROME06811	XENTR07474, XENTR09329
OG0005897	DROME19090	XENTR08676, XENTR08677
OG0005898	DROME06116	XENTR14156
OG0005899	DROME02184	XENTR04251
OG0005901	DROME08625, DROME08624	XENTR00489
OG0005902	DROME12748	XENTR05146
OG0005903	DROME19765	XENTR08468
OG0005906	DROME04737, DROME04735, DROME04736	XENTR12698
OG0005909	DROME01192	XENTR14750
OG0005914	DROME08503, DROME08502	XENTR11305
OG0005919	DROME03002	XENTR00097, XENTR00096
OG0005921	DROME05740	XENTR00634
OG0005922	DROME13644, DROME13643	XENTR19143
OG0005923	DROME01141, DROME01142	XENTR16075
OG0005926	DROME12066, DROME12065	XENTR04964
OG0005928	DROME02019	XENTR10650
OG0005929	DROME01196	XENTR12228
OG0005931	DROME08847	XENTR01406
OG0005932	DROME15731	XENTR00959
OG0005933	DROME19096, DROME19097	XENTR12800
OG0005936	DROME12077	XENTR08342
OG0005937	DROME14657	XENTR01329
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	XENTR11016
OG0005940	DROME18687	XENTR13085
OG0005941	DROME14278	XENTR16921
OG0005942	DROME17395	XENTR04947
OG0005943	DROME01109	XENTR05606
OG0005944	DROME21720	XENTR16564, XENTR16566, XENTR16565
OG0005946	DROME15326	XENTR06821
OG0005949	DROME10426	XENTR12509
OG0005950	DROME10950	XENTR08032
OG0005952	DROME19643	XENTR01948
OG0005953	DROME11680	XENTR07440, XENTR07441, XENTR05811
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	XENTR18017
OG0005960	DROME11094, DROME11095	XENTR04253, XENTR04254
OG0005963	DROME00894	XENTR04988
OG0005965	DROME15552	XENTR11562
OG0005966	DROME04950	XENTR07355
OG0005967	DROME16596, DROME14482	XENTR04824
OG0005968	DROME21030, DROME16013, DROME08290	XENTR13328
OG0005969	DROME08256, DROME08257	XENTR16955
OG0005970	DROME13325	XENTR04665
OG0005972	DROME16733	XENTR02124
OG0005973	DROME03261	XENTR10954
OG0005974	DROME09177	XENTR04691
OG0005975	DROME01949	XENTR02304
OG0005976	DROME19287	XENTR10013
OG0005977	DROME08531	XENTR12877
OG0005978	DROME03284	XENTR14183
OG0005980	DROME21461	XENTR02536
OG0005982	DROME01959	XENTR04745
OG0005984	DROME20805	XENTR12144
OG0005985	DROME12892	XENTR06983
OG0005987	DROME16681	XENTR08582, XENTR11918
OG0005989	DROME01935, DROME02497	XENTR16020
OG0005993	DROME01845	XENTR12270
OG0005997	DROME05226	XENTR04497, XENTR03748
OG0005998	DROME05475	XENTR00864
OG0006002	DROME16784	XENTR00392
OG0006003	DROME10360	XENTR08305
OG0006004	DROME09659	XENTR06199
OG0006005	DROME21221	XENTR01598
OG0006009	DROME04529, DROME04530	XENTR12472
OG0006010	DROME07208	XENTR14270
OG0006011	DROME05625	XENTR06316
OG0006012	DROME04986	XENTR02675
OG0006015	DROME04440, DROME04441	XENTR08679
OG0006021	DROME09479	XENTR03020, XENTR14101, XENTR00600
OG0006031	DROME15258	XENTR01463
OG0006059	DROME07767	XENTR17303
OG0006061	DROME04698	XENTR12573
OG0006062	DROME04067	XENTR01805
OG0006063	DROME20838	XENTR07530
OG0006064	DROME01128	XENTR10338
OG0006065	DROME06304	XENTR04759
OG0006066	DROME20062	XENTR15153
OG0006069	DROME20187	XENTR12713
OG0006070	DROME16601, DROME16602	XENTR07400
OG0006072	DROME01673	XENTR09314, XENTR09315
OG0006073	DROME14553	XENTR14776
OG0006074	DROME19848	XENTR12108
OG0006077	DROME09385	XENTR07181
OG0006078	DROME02001	XENTR03424, XENTR18894
OG0006079	DROME02616	XENTR01421
OG0006081	DROME14279	XENTR12883
OG0006085	DROME12364	XENTR01611
OG0006087	DROME12774	XENTR04594
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	XENTR13443
OG0006094	DROME09863, DROME00849, DROME00848	XENTR03083
OG0006095	DROME21969	XENTR14710
OG0006096	DROME21245	XENTR06329
OG0006098	DROME05931	XENTR08186
OG0006099	DROME11739	XENTR01273, XENTR12991
OG0006100	DROME05018	XENTR10987
OG0006101	DROME04360	XENTR01439
OG0006103	DROME10210	XENTR08008
OG0006104	DROME15737	XENTR13714
OG0006108	DROME09376	XENTR12923
OG0006111	DROME12496	XENTR17823, XENTR17822
OG0006113	DROME04342	XENTR04621
OG0006115	DROME16296	XENTR09139
OG0006116	DROME02301, DROME02300	XENTR14543
OG0006117	DROME10279	XENTR13745
OG0006118	DROME20483	XENTR03384
OG0006119	DROME12941	XENTR08875
OG0006120	DROME13128, DROME13130, DROME13129	XENTR00584, XENTR09766
OG0006121	DROME18148	XENTR10914
OG0006122	DROME00796	XENTR13129
OG0006123	DROME16430	XENTR18981
OG0006124	DROME13739	XENTR07608
OG0006125	DROME02053	XENTR12664
OG0006127	DROME03260	XENTR07638
OG0006128	DROME07922	XENTR13569
OG0006129	DROME09781	XENTR03488, XENTR13796
OG0006130	DROME17498, DROME17499	XENTR12277
OG0006131	DROME15971	XENTR16174
OG0006132	DROME06118	XENTR09551
OG0006133	DROME07717	XENTR09837
OG0006134	DROME13718	XENTR14999
OG0006135	DROME08697	XENTR12446
OG0006136	DROME10851	XENTR05198
