Orthogroup	DROME	LYTVA_ok
OG0005476	DROME18593	LYTVA_21960
OG0005477	DROME20889	LYTVA_10132
OG0005479	DROME10657	LYTVA_13568, LYTVA_05870
OG0005481	DROME09611, DROME09612	LYTVA_11545
OG0005482	DROME03827, DROME18948, DROME08539	LYTVA_19946
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	LYTVA_22064
OG0005484	DROME20358	LYTVA_10340, LYTVA_20849
OG0005486	DROME03539	LYTVA_16519, LYTVA_16520
OG0005487	DROME08183, DROME08182	LYTVA_09749
OG0005488	DROME15752, DROME15753	LYTVA_14332
OG0005489	DROME07861	LYTVA_15646
OG0005490	DROME19466	LYTVA_10748
OG0005491	DROME04711	LYTVA_10744, LYTVA_14913
OG0005492	DROME06578	LYTVA_10795
OG0005493	DROME12922	LYTVA_05656
OG0005494	DROME21649	LYTVA_08972
OG0005495	DROME17019	LYTVA_04882
OG0005497	DROME04924	LYTVA_12554
OG0005498	DROME19676	LYTVA_30189, LYTVA_17259
OG0005499	DROME03401, DROME07297	LYTVA_02987
OG0005500	DROME05919, DROME18022	LYTVA_26410
OG0005502	DROME00912	LYTVA_27763
OG0005503	DROME16857	LYTVA_15235, LYTVA_11509
OG0005504	DROME15054	LYTVA_10026
OG0005505	DROME09144	LYTVA_17191
OG0005506	DROME12679	LYTVA_00322
OG0005508	DROME17492	LYTVA_04730
OG0005509	DROME05301	LYTVA_20524, LYTVA_16523
OG0005510	DROME15194	LYTVA_11651, LYTVA_15022
OG0005511	DROME15312	LYTVA_24722
OG0005512	DROME15424, DROME15423	LYTVA_07869
OG0005513	DROME21296, DROME09467	LYTVA_03165
OG0005514	DROME04631	LYTVA_09050
OG0005516	DROME19606	LYTVA_18663
OG0005517	DROME19919	LYTVA_14113
OG0005518	DROME14670	LYTVA_05593, LYTVA_00057, LYTVA_03960
OG0005519	DROME18312	LYTVA_05963
OG0005521	DROME16855, DROME16854	LYTVA_18597
OG0005523	DROME17840	LYTVA_20663, LYTVA_00555
OG0005524	DROME11985	LYTVA_06419
OG0005527	DROME06165	LYTVA_28795
OG0005528	DROME12253	LYTVA_20400
OG0005529	DROME06637, DROME06638	LYTVA_22467
OG0005531	DROME13284, DROME13285	LYTVA_16825
OG0005533	DROME05452	LYTVA_08029, LYTVA_20427
OG0005536	DROME18846	LYTVA_16917, LYTVA_22294
OG0005537	DROME13170	LYTVA_25196
OG0005538	DROME17495, DROME17493, DROME17494	LYTVA_23401
OG0005539	DROME00462, DROME00460, DROME02960	LYTVA_02417
OG0005541	DROME13352	LYTVA_04675
OG0005545	DROME05987	LYTVA_03487
OG0005546	DROME05705	LYTVA_29998
OG0005550	DROME07358	LYTVA_07335
OG0005551	DROME07232, DROME17410	LYTVA_25782, LYTVA_29577
OG0005553	DROME10357	LYTVA_25162
OG0005554	DROME19929, DROME19930	LYTVA_20016
OG0005556	DROME08193	LYTVA_26009
OG0005558	DROME10652	LYTVA_15981
OG0005559	DROME11663	LYTVA_29586
OG0005561	DROME09536	LYTVA_11792, LYTVA_17363
OG0005562	DROME16835	LYTVA_03975, LYTVA_15162
OG0005563	DROME12068	LYTVA_10416
OG0005565	DROME07683, DROME07684	LYTVA_08563
OG0005566	DROME17778, DROME19582, DROME08765	LYTVA_28317
OG0005569	DROME06020	LYTVA_22491
OG0005570	DROME12597	LYTVA_01092
OG0005572	DROME12985	LYTVA_21172
OG0005574	DROME07973	LYTVA_07278
OG0005575	DROME07769	LYTVA_15940
OG0005576	DROME00716, DROME00717	LYTVA_03215
OG0005577	DROME13949, DROME13950	LYTVA_12327
OG0005578	DROME13162	LYTVA_14270
OG0005580	DROME06425	LYTVA_01951
OG0005581	DROME15143	LYTVA_04755
OG0005582	DROME17006	LYTVA_09282
OG0005584	DROME19482	LYTVA_27961
OG0005587	DROME13836	LYTVA_07043, LYTVA_24274
OG0005588	DROME02584	LYTVA_30060
OG0005589	DROME13235	LYTVA_30062
OG0005590	DROME20583	LYTVA_03871
OG0005592	DROME20112	LYTVA_18676
OG0005594	DROME19266	LYTVA_23833
OG0005595	DROME10967	LYTVA_16699
OG0005596	DROME08093, DROME06032	LYTVA_06078
OG0005597	DROME01657	LYTVA_27673
OG0005598	DROME14004	LYTVA_24243, LYTVA_28420
OG0005599	DROME21243	LYTVA_21820
OG0005603	DROME13173, DROME13174, DROME13175	LYTVA_00740
OG0005604	DROME06435	LYTVA_17227
OG0005605	DROME13674	LYTVA_03868
OG0005609	DROME05252, DROME05251	LYTVA_00125
OG0005610	DROME17081, DROME17082	LYTVA_26883
OG0005611	DROME09603, DROME09604	LYTVA_13858, LYTVA_11420
OG0005613	DROME01648	LYTVA_07852
OG0005614	DROME18745	LYTVA_20702
OG0005615	DROME05560	LYTVA_22848
OG0005616	DROME12151	LYTVA_21806
OG0005617	DROME14239	LYTVA_16568, LYTVA_28710
OG0005618	DROME05739	LYTVA_19319, LYTVA_20585
OG0005619	DROME08173	LYTVA_19684, LYTVA_18605
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	LYTVA_08517
OG0005622	DROME01204	LYTVA_11126, LYTVA_29546
OG0005625	DROME16840	LYTVA_28232
OG0005626	DROME01163, DROME01164	LYTVA_00789
OG0005627	DROME05020	LYTVA_18632, LYTVA_16894, LYTVA_18630, LYTVA_16898
OG0005628	DROME08416	LYTVA_29597
OG0005631	DROME17841	LYTVA_14897
OG0005632	DROME10651	LYTVA_16258
OG0005633	DROME17761	LYTVA_23521
OG0005634	DROME21460	LYTVA_22600, LYTVA_23011
OG0005636	DROME08136	LYTVA_10391
OG0005637	DROME21544	LYTVA_14644
OG0005639	DROME06385	LYTVA_23423
OG0005640	DROME13728	LYTVA_10439
OG0005642	DROME03379	LYTVA_25745
OG0005644	DROME06427	LYTVA_22112
OG0005645	DROME18577	LYTVA_08432, LYTVA_26710
OG0005646	DROME16294	LYTVA_25411
OG0005648	DROME03181, DROME03182	LYTVA_26416
OG0005649	DROME10772	LYTVA_16003
OG0005652	DROME06700	LYTVA_21904
OG0005656	DROME07968	LYTVA_08560, LYTVA_26753
OG0005660	DROME15890, DROME15891	LYTVA_27368
OG0005685	DROME08832	LYTVA_14392, LYTVA_14386
OG0005690	DROME04761	LYTVA_19300
OG0005694	DROME13864, DROME13863	LYTVA_11621
OG0005696	DROME11286	LYTVA_28366
OG0005697	DROME17682	LYTVA_09418, LYTVA_06620
OG0005698	DROME09665	LYTVA_15492
OG0005702	DROME10890	LYTVA_14131
OG0005703	DROME19473	LYTVA_09645
OG0005704	DROME03784, DROME03785	LYTVA_29951
OG0005707	DROME15744, DROME15745	LYTVA_05626
OG0005712	DROME16333, DROME16334	LYTVA_25882, LYTVA_10528
OG0005713	DROME09588, DROME09589	LYTVA_13321
OG0005714	DROME20712, DROME20711, DROME20713	LYTVA_18976
OG0005715	DROME18763, DROME18764, DROME18762	LYTVA_18376
OG0005717	DROME06471	LYTVA_00629, LYTVA_27562
OG0005718	DROME16901, DROME15117, DROME15116, DROME13404	LYTVA_16862
OG0005719	DROME19860	LYTVA_24607
OG0005721	DROME00178	LYTVA_14543
OG0005724	DROME03509, DROME03507	LYTVA_25099
OG0005725	DROME09268	LYTVA_19217
OG0005726	DROME08962	LYTVA_12315
OG0005727	DROME20877	LYTVA_05281
OG0005728	DROME04547	LYTVA_23545
OG0005729	DROME00800	LYTVA_11991
OG0005731	DROME03369	LYTVA_25832
OG0005732	DROME03588	LYTVA_00395
OG0005733	DROME14541, DROME14542, DROME10332	LYTVA_13168
OG0005734	DROME21588, DROME04119	LYTVA_20923, LYTVA_11108
OG0005735	DROME09661, DROME09662, DROME09660	LYTVA_13233
OG0005737	DROME06704	LYTVA_08421, LYTVA_26675
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	LYTVA_12852, LYTVA_02893
OG0005740	DROME12219, DROME12220	LYTVA_09757
OG0005741	DROME10077	LYTVA_09611, LYTVA_10113
OG0005742	DROME15851	LYTVA_22875
OG0005744	DROME21042, DROME21041, DROME13505	LYTVA_06470
OG0005746	DROME19187	LYTVA_14216
OG0005747	DROME12400	LYTVA_00501
OG0005748	DROME17506	LYTVA_16013
OG0005749	DROME00192	LYTVA_28764, LYTVA_28670
OG0005750	DROME14187	LYTVA_26693
OG0005752	DROME20074	LYTVA_19646, LYTVA_01417
OG0005755	DROME09852	LYTVA_24343
OG0005758	DROME02962	LYTVA_12445
OG0005759	DROME06016	LYTVA_04410
OG0005760	DROME05727, DROME05728, DROME05730, DROME05729	LYTVA_12124
OG0005761	DROME18137, DROME18138	LYTVA_04938
OG0005762	DROME15581	LYTVA_18977
OG0005764	DROME08532	LYTVA_19354
OG0005765	DROME14596	LYTVA_29673
OG0005766	DROME09826, DROME09825, DROME09827	LYTVA_08287, LYTVA_29222
OG0005769	DROME03529, DROME03528	LYTVA_09632
OG0005770	DROME01271, DROME01270	LYTVA_28933
OG0005772	DROME11383	LYTVA_11817
OG0005774	DROME03197	LYTVA_05829
OG0005775	DROME14248, DROME03634	LYTVA_01882
OG0005776	DROME05892	LYTVA_16534
OG0005777	DROME12481	LYTVA_26090, LYTVA_28674
OG0005778	DROME21770, DROME21769, DROME21768, DROME21767	LYTVA_17024
OG0005779	DROME08845	LYTVA_09970
OG0005783	DROME16358	LYTVA_06702, LYTVA_07994
OG0005784	DROME20576	LYTVA_23789
OG0005787	DROME16644, DROME18583	LYTVA_29596
OG0005788	DROME01890	LYTVA_11398, LYTVA_09169
OG0005789	DROME02052	LYTVA_16262
OG0005790	DROME02319	LYTVA_09414
OG0005791	DROME09196, DROME09195	LYTVA_27838
OG0005792	DROME04031	LYTVA_21525, LYTVA_24913
OG0005795	DROME00921	LYTVA_27466
OG0005796	DROME21579	LYTVA_29526
OG0005798	DROME00436	LYTVA_23618
OG0005799	DROME17772	LYTVA_26495, LYTVA_20337
OG0005802	DROME18658	LYTVA_30066
OG0005804	DROME00221	LYTVA_21616
OG0005805	DROME18523	LYTVA_12880
OG0005807	DROME15016	LYTVA_00635
OG0005808	DROME15577	LYTVA_29530
OG0005811	DROME15005, DROME15004	LYTVA_29272
OG0005812	DROME17684	LYTVA_03605
OG0005813	DROME18740, DROME18739, DROME08278	LYTVA_09987
OG0005815	DROME17829	LYTVA_03059
OG0005817	DROME00446	LYTVA_17105
OG0005818	DROME21049	LYTVA_30058
OG0005819	DROME10881	LYTVA_25458
OG0005821	DROME18765	LYTVA_27285
OG0005822	DROME00384	LYTVA_30212
OG0005823	DROME16943	LYTVA_26580
OG0005824	DROME14993	LYTVA_07277
OG0005827	DROME03179	LYTVA_27401
OG0005829	DROME17916, DROME17917, DROME17918	LYTVA_25543
OG0005830	DROME09394	LYTVA_08480
OG0005831	DROME02056	LYTVA_10805
OG0005832	DROME03903	LYTVA_26803
OG0005834	DROME09861, DROME09860	LYTVA_17520
OG0005835	DROME10113	LYTVA_14917
OG0005836	DROME02540	LYTVA_16697, LYTVA_00168
OG0005837	DROME19685	LYTVA_13503
OG0005840	DROME12810, DROME12811	LYTVA_00482
OG0005842	DROME03001	LYTVA_23316
OG0005843	DROME07738	LYTVA_25522
OG0005845	DROME12524	LYTVA_08424
OG0005847	DROME12864	LYTVA_27404
OG0005848	DROME17120	LYTVA_11161
OG0005849	DROME15063, DROME15062	LYTVA_27507
OG0005850	DROME15741, DROME15742	LYTVA_27504
OG0005851	DROME06389, DROME06388	LYTVA_12140
OG0005853	DROME18489, DROME18488	LYTVA_13543, LYTVA_13932
OG0005858	DROME10288, DROME10287	LYTVA_18521
OG0005859	DROME01874	LYTVA_19393, LYTVA_19375
OG0005860	DROME13592	LYTVA_04729
OG0005861	DROME20036	LYTVA_07258
OG0005863	DROME00631	LYTVA_00516, LYTVA_20028
OG0005864	DROME21983	LYTVA_22593, LYTVA_20239
OG0005865	DROME21095	LYTVA_00504
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	LYTVA_20927
OG0005867	DROME18293	LYTVA_21902
OG0005869	DROME01674	LYTVA_24545
OG0005870	DROME19873	LYTVA_02844, LYTVA_14331
OG0005871	DROME05632, DROME05631	LYTVA_05128
OG0005872	DROME00389	LYTVA_13115
OG0005874	DROME03501	LYTVA_14589
OG0005875	DROME06773	LYTVA_11886, LYTVA_21355
OG0005877	DROME06392	LYTVA_16711
OG0005878	DROME19123	LYTVA_10996
OG0005879	DROME20321	LYTVA_25310
OG0005880	DROME17652, DROME17653	LYTVA_29784
OG0005883	DROME19395	LYTVA_24333, LYTVA_24331
OG0005884	DROME08061	LYTVA_10458
OG0005888	DROME16104	LYTVA_17874
OG0005889	DROME14304, DROME07617	LYTVA_23762
OG0005890	DROME19088	LYTVA_22447, LYTVA_29729
OG0005891	DROME11287	LYTVA_24855
OG0005892	DROME10375, DROME10374	LYTVA_05120
OG0005893	DROME16783	LYTVA_26850
OG0005895	DROME02103	LYTVA_10255, LYTVA_04773
OG0005896	DROME06811	LYTVA_27791
OG0005897	DROME19090	LYTVA_04870
OG0005898	DROME06116	LYTVA_28914
OG0005899	DROME02184	LYTVA_09884
OG0005901	DROME08624	LYTVA_02043, LYTVA_03382
OG0005902	DROME12748	LYTVA_17361
OG0005903	DROME19765	LYTVA_04449
OG0005904	DROME00138	LYTVA_30231
OG0005905	DROME08071	LYTVA_09832, LYTVA_17600, LYTVA_09746
OG0005906	DROME04737, DROME04735, DROME04736	LYTVA_20439
OG0005909	DROME01192	LYTVA_21799
OG0005919	DROME03002	LYTVA_11082
OG0005921	DROME05740	LYTVA_04979
OG0005922	DROME13644, DROME13643	LYTVA_01669
OG0005923	DROME01141, DROME01142	LYTVA_28422, LYTVA_13866
OG0005925	DROME01094	LYTVA_23459, LYTVA_06907
OG0005926	DROME12066, DROME12065	LYTVA_02106
OG0005928	DROME02019	LYTVA_12739
OG0005929	DROME01196	LYTVA_17833
OG0005932	DROME15731	LYTVA_08514
OG0005940	DROME18687	LYTVA_29936
OG0005941	DROME14278	LYTVA_30039
OG0005942	DROME17395	LYTVA_08999
OG0005943	DROME01109	LYTVA_22458
OG0005944	DROME21720	LYTVA_09413
OG0005946	DROME15326	LYTVA_01427
OG0005949	DROME10426	LYTVA_10384, LYTVA_05162
OG0005950	DROME10950	LYTVA_16483
OG0005952	DROME19643	LYTVA_17037
OG0005953	DROME11680	LYTVA_06576
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	LYTVA_18054, LYTVA_13190
OG0005960	DROME11094, DROME11095	LYTVA_11624
OG0005963	DROME00894	LYTVA_10897
OG0005966	DROME04950	LYTVA_13151
OG0005967	DROME16596, DROME14482	LYTVA_20183
OG0005968	DROME21030, DROME16013, DROME08290	LYTVA_28809, LYTVA_21469
OG0005970	DROME13325	LYTVA_25945
OG0005972	DROME16733	LYTVA_22128
OG0005973	DROME03261	LYTVA_08295
OG0005974	DROME09177	LYTVA_06635
OG0005976	DROME19287	LYTVA_02397
OG0005977	DROME08531	LYTVA_16782, LYTVA_12904
OG0005978	DROME03284	LYTVA_01508
OG0005980	DROME21461	LYTVA_04977
OG0005981	DROME05700	LYTVA_14677, LYTVA_14675, LYTVA_27040
OG0005984	DROME20805	LYTVA_11061
OG0005985	DROME12892	LYTVA_27703
OG0005987	DROME16681	LYTVA_11885
OG0005988	DROME04858	LYTVA_17059, LYTVA_27201
OG0005989	DROME01935, DROME02497	LYTVA_09025
OG0005993	DROME01845	LYTVA_25557
OG0005995	DROME10672	LYTVA_27679
OG0005998	DROME05475	LYTVA_09503
OG0006002	DROME16784	LYTVA_16676
OG0006004	DROME09659	LYTVA_01399, LYTVA_01461
OG0006005	DROME21221	LYTVA_19078
OG0006009	DROME04529, DROME04530	LYTVA_23186
OG0006010	DROME07208	LYTVA_15597
OG0006011	DROME05625	LYTVA_02858
OG0006012	DROME04986	LYTVA_19202
OG0006059	DROME07767	LYTVA_29231, LYTVA_24599
OG0006061	DROME04698	LYTVA_10608
OG0006062	DROME04067	LYTVA_21057
OG0006063	DROME20838	LYTVA_24714, LYTVA_04813
OG0006064	DROME01128	LYTVA_21245
OG0006065	DROME06304	LYTVA_02603, LYTVA_14093
OG0006066	DROME20062	LYTVA_05150, LYTVA_14949
OG0006069	DROME20187	LYTVA_15424, LYTVA_22313
OG0006070	DROME16601, DROME16602	LYTVA_20031
OG0006072	DROME01673	LYTVA_08125
OG0006074	DROME19848	LYTVA_06317
OG0006077	DROME09385	LYTVA_20621
OG0006078	DROME02001	LYTVA_27624
OG0006079	DROME02616	LYTVA_19299
OG0006081	DROME14279	LYTVA_07711, LYTVA_06033
OG0006085	DROME12364	LYTVA_20707
OG0006087	DROME12774	LYTVA_18008
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	LYTVA_03604
OG0006095	DROME21969	LYTVA_10853
OG0006098	DROME05931	LYTVA_22365
OG0006099	DROME11739	LYTVA_13095
OG0006100	DROME05018	LYTVA_29248
OG0006102	DROME01980	LYTVA_22045
OG0006103	DROME10210	LYTVA_29588
OG0006104	DROME15737	LYTVA_10546
OG0006106	DROME20870	LYTVA_02926
OG0006108	DROME09376	LYTVA_23964, LYTVA_08693
OG0006113	DROME04342	LYTVA_05051
OG0006115	DROME16296	LYTVA_27463
OG0006116	DROME02301, DROME02300	LYTVA_27235, LYTVA_06464
OG0006117	DROME10279	LYTVA_27244
OG0006118	DROME20483	LYTVA_10793, LYTVA_23805
OG0006119	DROME12941	LYTVA_23602, LYTVA_19800
OG0006120	DROME13128, DROME13130, DROME13129	LYTVA_00995
OG0006122	DROME00796	LYTVA_04659, LYTVA_10846, LYTVA_27299
OG0006123	DROME16430	LYTVA_19340
OG0006124	DROME13739	LYTVA_06395
OG0006127	DROME03260	LYTVA_18329
OG0006128	DROME07922	LYTVA_17239
OG0006129	DROME09781	LYTVA_06559
OG0006130	DROME17498, DROME17499	LYTVA_21243
OG0006131	DROME15971	LYTVA_26134
OG0006132	DROME06118	LYTVA_09437, LYTVA_13580
OG0006133	DROME07717	LYTVA_18256
OG0006134	DROME13718	LYTVA_15355
OG0006135	DROME08697	LYTVA_08555
OG0006136	DROME10851	LYTVA_13009
OG0006137	DROME09569	LYTVA_10892
OG0006140	DROME15748	LYTVA_08265
OG0006144	DROME00549	LYTVA_24305
OG0006145	DROME11050	LYTVA_21368
OG0006148	DROME10799	LYTVA_21331, LYTVA_11302
OG0006152	DROME08871	LYTVA_06919
OG0006155	DROME18085	LYTVA_00694, LYTVA_03469
OG0006156	DROME10247	LYTVA_16773
OG0006159	DROME13858	LYTVA_03345
OG0006160	DROME03637	LYTVA_03489
OG0006161	DROME18089, DROME18090, DROME18088	LYTVA_27508
OG0006164	DROME09119	LYTVA_27139, LYTVA_12217
OG0006168	DROME15944, DROME18911	LYTVA_04359
OG0006169	DROME10283	LYTVA_04789
OG0006170	DROME14914	LYTVA_29594
OG0006171	DROME09393	LYTVA_11983
OG0006172	DROME00114	LYTVA_28531
OG0006176	DROME04325	LYTVA_16691, LYTVA_26008
OG0006179	DROME10214	LYTVA_23608
OG0006180	DROME17033	LYTVA_23322
OG0006182	DROME01649	LYTVA_12535, LYTVA_06005
OG0006184	DROME06994, DROME06993	LYTVA_29900
OG0006185	DROME15598	LYTVA_06858
OG0006186	DROME01316	LYTVA_29152
OG0006187	DROME00876	LYTVA_26400
OG0006188	DROME00301	LYTVA_16418
OG0006191	DROME00877, DROME00878	LYTVA_01224
OG0006192	DROME00106	LYTVA_12518
OG0006193	DROME02189	LYTVA_00867
OG0006195	DROME11802, DROME11801	LYTVA_22252
OG0006196	DROME01357	LYTVA_02015
OG0006199	DROME19122	LYTVA_14501
OG0006200	DROME03216, DROME03215	LYTVA_11343, LYTVA_11344
OG0006202	DROME06452, DROME06451	LYTVA_22359
OG0006204	DROME02906	LYTVA_08879, LYTVA_08880
OG0006206	DROME19558	LYTVA_23264
OG0006208	DROME15732	LYTVA_23992
OG0006210	DROME19094	LYTVA_22429
OG0006211	DROME17799, DROME17798, DROME17797	LYTVA_24533
OG0006212	DROME12458	LYTVA_09752
OG0006213	DROME10052	LYTVA_13202
OG0006214	DROME05227	LYTVA_24527, LYTVA_03579
OG0006216	DROME02380	LYTVA_18233
OG0006217	DROME19224	LYTVA_00503
OG0006220	DROME10027	LYTVA_23174
OG0006224	DROME18810	LYTVA_01497
OG0006226	DROME08310	LYTVA_20660
OG0006227	DROME03457	LYTVA_28417
OG0006228	DROME12195, DROME12196, DROME12194, DROME12193	LYTVA_15203
OG0006229	DROME16720	LYTVA_30192
OG0006230	DROME05693	LYTVA_00537
OG0006231	DROME06401, DROME06402, DROME06407	LYTVA_25016
OG0006232	DROME06119	LYTVA_07562, LYTVA_07559
OG0006233	DROME13881	LYTVA_28768, LYTVA_06160
OG0006234	DROME22062, DROME22061	LYTVA_10376
OG0006238	DROME09754	LYTVA_04855
OG0006239	DROME10114	LYTVA_08127, LYTVA_17209
OG0006240	DROME19140, DROME08600	LYTVA_24901
OG0006243	DROME14457	LYTVA_03083
OG0006244	DROME17166, DROME17165	LYTVA_08175
OG0006245	DROME02108, DROME02107	LYTVA_19353
OG0006246	DROME19004	LYTVA_07275
OG0006247	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200	LYTVA_07282
OG0006249	DROME20245	LYTVA_20075
OG0006250	DROME17023	LYTVA_10575
OG0006251	DROME19735, DROME19738, DROME19736, DROME19737	LYTVA_22113
OG0006254	DROME10801	LYTVA_02629
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	LYTVA_12249
OG0006260	DROME16552	LYTVA_24680
OG0006262	DROME05994	LYTVA_05052
OG0006263	DROME01003	LYTVA_05073, LYTVA_30238
OG0006264	DROME01178	LYTVA_04976
OG0006267	DROME04482	LYTVA_03493, LYTVA_06712
OG0006270	DROME07884	LYTVA_13231
OG0006271	DROME13584	LYTVA_00237, LYTVA_22321
OG0006275	DROME11545	LYTVA_06690
OG0006276	DROME12088	LYTVA_02383
OG0006279	DROME05154	LYTVA_00639
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	LYTVA_19738
OG0006281	DROME21723, DROME21724	LYTVA_10059
OG0006283	DROME18093	LYTVA_14837
OG0006284	DROME06978	LYTVA_13767
OG0006285	DROME05155	LYTVA_17560
OG0006286	DROME20409	LYTVA_20377, LYTVA_20379
OG0006287	DROME15138	LYTVA_30012
OG0006288	DROME00223	LYTVA_02481
OG0006289	DROME05895	LYTVA_24452
OG0006290	DROME15754	LYTVA_09893
OG0006291	DROME16421	LYTVA_29741
OG0006292	DROME00480, DROME00481	LYTVA_05869
OG0006293	DROME15892	LYTVA_10380
OG0006294	DROME17637	LYTVA_29965
OG0006295	DROME09339	LYTVA_15601
OG0006296	DROME18450, DROME18451, DROME18457, DROME01938	LYTVA_05537
OG0006297	DROME14064	LYTVA_21669, LYTVA_11418
OG0006298	DROME10104, DROME10103	LYTVA_01860
OG0006301	DROME14417, DROME14418	LYTVA_26860
OG0006302	DROME11859	LYTVA_12764
OG0006305	DROME20608	LYTVA_08171
OG0006308	DROME01926	LYTVA_21772
OG0006309	DROME22059, DROME22060	LYTVA_15703
OG0006311	DROME09053	LYTVA_02260
OG0006313	DROME09638	LYTVA_29847
OG0006315	DROME12826	LYTVA_03118
OG0006318	DROME09391	LYTVA_21680
OG0006319	DROME00483, DROME00484	LYTVA_29168
OG0006321	DROME00074	LYTVA_18675
OG0006322	DROME19674	LYTVA_00779
OG0006323	DROME00186	LYTVA_17375
OG0006328	DROME04072	LYTVA_15537
OG0006329	DROME06117	LYTVA_23431
OG0006332	DROME01006	LYTVA_15890
OG0006333	DROME05697	LYTVA_27460, LYTVA_29669
OG0006334	DROME04357	LYTVA_14718
OG0006339	DROME19031, DROME19030	LYTVA_06468
OG0006340	DROME02471	LYTVA_15371
OG0006341	DROME06095	LYTVA_19336
OG0006345	DROME01528	LYTVA_25563
OG0006347	DROME18372, DROME18373	LYTVA_08976
OG0006350	DROME10882	LYTVA_23710
OG0006351	DROME17575	LYTVA_19031
OG0006352	DROME15718	LYTVA_10172
OG0006353	DROME00751	LYTVA_27238
OG0006356	DROME02890	LYTVA_26136
OG0006358	DROME03318, DROME03317	LYTVA_12603
OG0006359	DROME01311	LYTVA_13383
OG0006360	DROME19840	LYTVA_03777
OG0006362	DROME11093	LYTVA_26128
OG0006363	DROME07012	LYTVA_00665, LYTVA_07751, LYTVA_18871
OG0006364	DROME14912	LYTVA_28369
OG0006367	DROME09374	LYTVA_03176
OG0006370	DROME08234	LYTVA_04206
OG0006372	DROME08788	LYTVA_21306
OG0006375	DROME19928	LYTVA_06882
OG0006376	DROME13198	LYTVA_06064
OG0006377	DROME08417	LYTVA_15590
OG0006378	DROME17931	LYTVA_22931, LYTVA_06148
OG0006379	DROME02858, DROME04856	LYTVA_29271
OG0006381	DROME02707, DROME20650	LYTVA_17000
OG0006382	DROME15024	LYTVA_18772
OG0006383	DROME12394	LYTVA_13675
OG0006385	DROME09556	LYTVA_20203
OG0006387	DROME09390	LYTVA_05267
OG0006392	DROME11920	LYTVA_17324
OG0006393	DROME03463, DROME03462	LYTVA_25758
OG0006395	DROME00130	LYTVA_00686
OG0006398	DROME21615	LYTVA_04064, LYTVA_28542
OG0006402	DROME17310	LYTVA_25883, LYTVA_01268
OG0006405	DROME13750, DROME13751	LYTVA_12046
OG0006406	DROME19952, DROME19616	LYTVA_08686
OG0006408	DROME17398, DROME17397	LYTVA_16743
OG0006442	DROME16371	LYTVA_14699
OG0006443	DROME16038	LYTVA_11664
OG0006447	DROME10748	LYTVA_19506
OG0006448	DROME21414	LYTVA_05233, LYTVA_18934
OG0006449	DROME03272	LYTVA_14385
OG0006454	DROME19164	LYTVA_20253
OG0006456	DROME00779	LYTVA_06983
OG0006458	DROME10373	LYTVA_26122, LYTVA_18644
OG0006459	DROME10282	LYTVA_17229
OG0006460	DROME15064	LYTVA_04378
OG0006461	DROME01188	LYTVA_16875
OG0006462	DROME01832	LYTVA_25038
OG0006464	DROME15553	LYTVA_09677
OG0006465	DROME04025	LYTVA_24854
OG0006469	DROME02304	LYTVA_27245
OG0006470	DROME05726, DROME05725	LYTVA_03499, LYTVA_17710
OG0006471	DROME03198	LYTVA_23270
OG0006472	DROME01113	LYTVA_03138
OG0006474	DROME18594	LYTVA_05368
OG0006475	DROME11340, DROME11339	LYTVA_25848
OG0006476	DROME02188	LYTVA_26882, LYTVA_25653
OG0006477	DROME16299	LYTVA_15688
OG0006478	DROME10803	LYTVA_15588
OG0006479	DROME03631	LYTVA_26821
OG0006480	DROME15425, DROME15426	LYTVA_02980
OG0006483	DROME04426	LYTVA_09398
OG0006485	DROME17756	LYTVA_11001
OG0006487	DROME20891	LYTVA_21439, LYTVA_27373
OG0006488	DROME14000	LYTVA_20193
OG0006490	DROME17521	LYTVA_20284
OG0006491	DROME09727	LYTVA_20650, LYTVA_20929
OG0006492	DROME19565, DROME19566	LYTVA_05472
OG0006494	DROME13014	LYTVA_20128
OG0006498	DROME00774	LYTVA_28147
OG0006500	DROME02408	LYTVA_02691
OG0006501	DROME07620	LYTVA_26999
OG0006504	DROME01726	LYTVA_09504
OG0006505	DROME19279	LYTVA_11472
OG0006509	DROME06735	LYTVA_15412
OG0006510	DROME21078	LYTVA_08384, LYTVA_21337
OG0006512	DROME14203	LYTVA_30128
OG0006514	DROME04973	LYTVA_01073
OG0006516	DROME07746	LYTVA_11733
OG0006517	DROME16077, DROME16076	LYTVA_16158
OG0006518	DROME12457	LYTVA_28173
OG0006519	DROME10463	LYTVA_10465, LYTVA_11808
OG0006520	DROME01601	LYTVA_21292
OG0006522	DROME21565, DROME21563, DROME21564	LYTVA_15596
OG0006523	DROME13324	LYTVA_08627
OG0006524	DROME08322	LYTVA_04484
OG0006525	DROME16242	LYTVA_08087
OG0006528	DROME03901, DROME03902, DROME03900	LYTVA_09484
