Orthogroup	DROME	ORYLA
OG0005011	DROME19999, DROME19998, DROME19997	ORYLA11320
OG0005012	DROME04474, DROME04473	ORYLA06041
OG0005013	DROME05963	ORYLA19131, ORYLA19132
OG0005014	DROME10673	ORYLA17365
OG0005015	DROME17219, DROME13880	ORYLA07343
OG0005038	DROME10536	ORYLA15716
OG0005040	DROME12131	ORYLA04085
OG0005044	DROME09608	ORYLA00181, ORYLA04418, ORYLA03645
OG0005045	DROME12158, DROME12156, DROME12157	ORYLA11779, ORYLA05518
OG0005046	DROME05480	ORYLA14997
OG0005047	DROME10719, DROME10720, DROME04066	ORYLA07987, ORYLA16877
OG0005048	DROME02333	ORYLA06249
OG0005050	DROME10449, DROME21014	ORYLA05098
OG0005053	DROME16491	ORYLA12920
OG0005059	DROME21332, DROME21333, DROME21331	ORYLA18022
OG0005061	DROME12079	ORYLA05876
OG0005062	DROME03096	ORYLA18897
OG0005063	DROME10704, DROME10722, DROME10721	ORYLA08091, ORYLA04992, ORYLA01429, ORYLA07360
OG0005065	DROME14023	ORYLA00845
OG0005067	DROME04857	ORYLA06411
OG0005069	DROME09600	ORYLA07911
OG0005072	DROME13201, DROME13202, DROME13203	ORYLA09737
OG0005073	DROME03220	ORYLA01316
OG0005074	DROME01351	ORYLA01438
OG0005076	DROME03212	ORYLA19805
OG0005077	DROME04630	ORYLA14431
OG0005079	DROME19526	ORYLA10129
OG0005081	DROME10206	ORYLA00039
OG0005082	DROME17559, DROME17558, DROME17557	ORYLA06253
OG0005083	DROME15688, DROME15689	ORYLA05152
OG0005085	DROME04061, DROME04063, DROME04062	ORYLA10978, ORYLA10979, ORYLA14773
OG0005086	DROME19289	ORYLA13730
OG0005087	DROME08803	ORYLA06247
OG0005088	DROME22011, DROME22012	ORYLA13143
OG0005089	DROME19159, DROME16204	ORYLA01494
OG0005090	DROME15517	ORYLA16259
OG0005091	DROME03308, DROME03309, DROME03310	ORYLA01452
OG0005093	DROME05559	ORYLA11522
OG0005095	DROME02229	ORYLA19963
OG0005096	DROME02037	ORYLA07995
OG0005097	DROME09274, DROME09272	ORYLA07754
OG0005099	DROME09599	ORYLA17020
OG0005100	DROME04486	ORYLA05377
OG0005104	DROME20927	ORYLA12457
OG0005105	DROME03531	ORYLA19769, ORYLA16892, ORYLA16723
OG0005106	DROME03857	ORYLA09112
OG0005107	DROME08339	ORYLA15026
OG0005108	DROME14762	ORYLA06871
OG0005109	DROME19414, DROME19413	ORYLA16110
OG0005110	DROME02462	ORYLA16260
OG0005111	DROME13957, DROME13956	ORYLA15628
OG0005113	DROME00349, DROME00350, DROME00351, DROME00352	ORYLA10509
OG0005114	DROME19429	ORYLA06945, ORYLA18260
OG0005117	DROME01907, DROME01909, DROME01908, DROME01910	ORYLA07138
OG0005119	DROME17852, DROME17851, DROME17850	ORYLA11586, ORYLA11661
OG0005120	DROME03465	ORYLA08287
OG0005121	DROME13814, DROME13815, DROME13816	ORYLA13922
OG0005124	DROME16620	ORYLA11962
OG0005125	DROME14833	ORYLA08177
OG0005126	DROME07720	ORYLA02141
OG0005127	DROME20240	ORYLA19578
OG0005129	DROME11517	ORYLA00782, ORYLA16676
OG0005130	DROME01130	ORYLA20408
OG0005131	DROME15986, DROME15987	ORYLA05683
OG0005132	DROME02024, DROME03817	ORYLA11500, ORYLA02063
OG0005133	DROME02541	ORYLA09438
OG0005138	DROME08714	ORYLA11514
OG0005140	DROME16893	ORYLA14666, ORYLA12128
OG0005141	DROME19023, DROME19024	ORYLA18580, ORYLA12447
OG0005142	DROME12779	ORYLA18083
OG0005143	DROME18172, DROME18171	ORYLA13297
OG0005144	DROME16396	ORYLA13423
OG0005145	DROME02051	ORYLA12040
OG0005146	DROME01676	ORYLA10598, ORYLA10599
OG0005147	DROME14510, DROME14511	ORYLA17699, ORYLA17700
OG0005149	DROME13939, DROME13941, DROME13940, DROME03013	ORYLA09581
OG0005151	DROME21402	ORYLA12766
OG0005152	DROME02100	ORYLA11257
OG0005154	DROME08186, DROME14086	ORYLA06294
OG0005155	DROME13946	ORYLA07470, ORYLA09918
OG0005157	DROME20357, DROME10521	ORYLA08193, ORYLA13971
OG0005158	DROME15148	ORYLA08758
OG0005160	DROME13926	ORYLA07414
OG0005161	DROME01304	ORYLA10872, ORYLA15406
OG0005163	DROME09973	ORYLA06264
OG0005164	DROME17784	ORYLA01913
OG0005167	DROME21743, DROME21744	ORYLA08038, ORYLA01883, ORYLA11200
OG0005168	DROME21709, DROME21708, DROME02504, DROME02503	ORYLA11803
OG0005169	DROME00581	ORYLA12684
OG0005172	DROME03475	ORYLA15184, ORYLA15185, ORYLA16083, ORYLA16084
OG0005174	DROME05374	ORYLA19669, ORYLA06539, ORYLA09191
OG0005175	DROME18164	ORYLA01409
OG0005176	DROME19605	ORYLA18052
OG0005178	DROME17186	ORYLA03190
OG0005179	DROME12341	ORYLA00353
OG0005180	DROME10314	ORYLA20415, ORYLA20414
OG0005181	DROME13882	ORYLA12225
OG0005182	DROME14044	ORYLA17194, ORYLA19845
OG0005183	DROME08717	ORYLA12373
OG0005184	DROME11560	ORYLA09937
OG0005185	DROME14578	ORYLA05393
OG0005187	DROME14003	ORYLA10935
OG0005188	DROME10586	ORYLA12247
OG0005192	DROME06272	ORYLA06933
OG0005194	DROME04866	ORYLA00421, ORYLA07172, ORYLA01288
OG0005195	DROME01261, DROME03136, DROME05867, DROME13248, DROME13247, DROME13249	ORYLA20468
OG0005196	DROME08964	ORYLA19084
OG0005197	DROME13698	ORYLA08783
OG0005198	DROME10991	ORYLA16847
OG0005199	DROME17844, DROME17845	ORYLA10397, ORYLA11973
OG0005200	DROME17886, DROME17887	ORYLA01894, ORYLA05875
OG0005201	DROME12308	ORYLA20164
OG0005202	DROME20495	ORYLA20064
OG0005204	DROME11843	ORYLA02593
OG0005205	DROME03877, DROME03878	ORYLA09244
OG0005206	DROME19412	ORYLA06873
OG0005209	DROME02411, DROME02410, DROME02409	ORYLA17000
OG0005210	DROME04803, DROME04802	ORYLA09263
OG0005212	DROME05395	ORYLA14946
OG0005214	DROME10787	ORYLA06679, ORYLA04601, ORYLA04602
OG0005215	DROME16919, DROME16918, DROME16920	ORYLA06248
OG0005216	DROME02551	ORYLA00602
OG0005217	DROME13024	ORYLA08860
OG0005220	DROME01905, DROME01906	ORYLA17205
OG0005221	DROME13777	ORYLA07388
OG0005222	DROME20001	ORYLA19962
OG0005223	DROME06805	ORYLA01784
OG0005224	DROME09621	ORYLA10243
OG0005225	DROME01306	ORYLA11064
OG0005226	DROME15233	ORYLA11039
OG0005227	DROME19504	ORYLA04497
OG0005228	DROME12549, DROME12550	ORYLA18242
OG0005229	DROME21401	ORYLA04458
OG0005230	DROME07282, DROME04954, DROME04955, DROME04956	ORYLA12648
OG0005231	DROME13341	ORYLA18551
OG0005232	DROME01110, DROME01111	ORYLA03194, ORYLA04022
OG0005233	DROME13588, DROME13587	ORYLA15578
OG0005234	DROME09471, DROME09470, DROME17729	ORYLA18572
OG0005235	DROME21186, DROME01045	ORYLA16100
OG0005237	DROME13694, DROME13695	ORYLA03938
OG0005238	DROME03305	ORYLA02951
OG0005239	DROME16969	ORYLA11829
OG0005240	DROME05667	ORYLA05664, ORYLA15967
OG0005243	DROME13760	ORYLA19916
OG0005244	DROME11413	ORYLA02093
OG0005245	DROME15633	ORYLA06412, ORYLA08921
OG0005247	DROME11577	ORYLA02262
OG0005249	DROME17651	ORYLA18148, ORYLA02930
OG0005250	DROME06885	ORYLA05436
OG0005251	DROME15484, DROME15485	ORYLA20357
OG0005253	DROME20955	ORYLA18832, ORYLA18831
OG0005254	DROME13236	ORYLA00808
OG0005255	DROME17385, DROME17386	ORYLA10435
OG0005256	DROME10816	ORYLA15319, ORYLA15727
OG0005257	DROME12885, DROME12886, DROME12884	ORYLA10778
OG0005258	DROME07551	ORYLA13728
OG0005259	DROME01189	ORYLA14480, ORYLA13720
OG0005261	DROME19226, DROME19227	ORYLA11692
OG0005262	DROME14948	ORYLA15627
OG0005264	DROME11198	ORYLA02104
OG0005265	DROME00702, DROME00700, DROME00699, DROME00701, DROME00697, DROME00698	ORYLA02955, ORYLA02956
OG0005267	DROME04420, DROME19231	ORYLA04749
OG0005268	DROME14171	ORYLA12321
OG0005269	DROME02004	ORYLA14049
OG0005270	DROME08224	ORYLA01053
OG0005273	DROME12536	ORYLA03955
OG0005275	DROME01626	ORYLA20144, ORYLA13858
OG0005276	DROME03971	ORYLA12515
OG0005277	DROME18936	ORYLA11828
OG0005278	DROME19885	ORYLA12674
OG0005279	DROME20688	ORYLA14589
OG0005280	DROME12955	ORYLA05298
OG0005281	DROME05856	ORYLA07644
OG0005283	DROME14544, DROME14545	ORYLA14285, ORYLA15958
OG0005284	DROME10358, DROME10359	ORYLA04247
OG0005285	DROME15354	ORYLA17829
OG0005286	DROME18908	ORYLA04336
OG0005287	DROME02138	ORYLA01734
OG0005289	DROME14959, DROME14958, DROME21287	ORYLA01671
OG0005292	DROME11303, DROME11304	ORYLA19232
OG0005293	DROME18824	ORYLA03348
OG0005294	DROME21633, DROME21631, DROME21632	ORYLA17819
OG0005295	DROME18631, DROME18632	ORYLA11596
OG0005296	DROME16680	ORYLA10451, ORYLA01051
OG0005298	DROME06419	ORYLA14873
OG0005300	DROME02618	ORYLA11163
OG0005301	DROME13549	ORYLA17964
OG0005303	DROME01514	ORYLA11141
OG0005304	DROME13378	ORYLA02588
OG0005305	DROME00028	ORYLA15851
OG0005307	DROME10402	ORYLA02196
OG0005309	DROME21996, DROME22002, DROME21999	ORYLA17745
OG0005310	DROME16261, DROME16262	ORYLA07747
OG0005312	DROME17116	ORYLA14065
OG0005314	DROME10353	ORYLA20091
OG0005315	DROME20516, DROME20515, DROME20517	ORYLA06885
OG0005316	DROME02492	ORYLA07012
OG0005318	DROME20590	ORYLA18364, ORYLA18363
OG0005319	DROME02700, DROME01499	ORYLA04663
OG0005321	DROME10451, DROME10452	ORYLA04704
OG0005322	DROME12599, DROME12598, DROME12600	ORYLA08048
OG0005323	DROME08220, DROME08221	ORYLA17504
OG0005324	DROME20416	ORYLA13260
OG0005325	DROME12067	ORYLA07254
OG0005359	DROME09862	ORYLA10991
OG0005360	DROME11664	ORYLA18657
OG0005364	DROME01517, DROME01516	ORYLA05917
OG0005365	DROME01607	ORYLA00389
OG0005366	DROME00089	ORYLA04350
OG0005368	DROME20281, DROME20282	ORYLA08984
OG0005370	DROME19849	ORYLA14176
OG0005371	DROME12636	ORYLA17689
OG0005372	DROME21608	ORYLA06545
OG0005373	DROME11662	ORYLA00607
OG0005374	DROME09881	ORYLA11740
OG0005375	DROME09535	ORYLA16500
OG0005377	DROME03217	ORYLA04520, ORYLA18089
OG0005378	DROME19277, DROME19276	ORYLA20177
OG0005379	DROME19618, DROME15166	ORYLA16702
OG0005383	DROME06443	ORYLA09205
OG0005384	DROME05202, DROME05201	ORYLA09062
OG0005385	DROME06183	ORYLA03458
OG0005386	DROME11412	ORYLA18232
OG0005388	DROME21007, DROME17717	ORYLA13163
OG0005389	DROME07204	ORYLA04454
OG0005390	DROME18084	ORYLA13255
OG0005391	DROME14955, DROME20632	ORYLA15294
OG0005393	DROME09489	ORYLA05441
OG0005394	DROME06384	ORYLA01678
OG0005396	DROME16226	ORYLA09039
OG0005397	DROME17328	ORYLA01719, ORYLA14326, ORYLA05349
OG0005398	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825	ORYLA09840
OG0005399	DROME08948	ORYLA07418
OG0005400	DROME15813	ORYLA09000
OG0005401	DROME13199	ORYLA04371
OG0005402	DROME11740	ORYLA03644
OG0005403	DROME14315	ORYLA14816
OG0005404	DROME15277	ORYLA09049
OG0005405	DROME11751	ORYLA00343
OG0005406	DROME01944, DROME01943	ORYLA02019, ORYLA03127
OG0005407	DROME16210, DROME16209, DROME16207, DROME16208	ORYLA00752
OG0005408	DROME05105	ORYLA14076
OG0005409	DROME11573, DROME11574	ORYLA15254
OG0005410	DROME10686	ORYLA02218
OG0005412	DROME14813	ORYLA06703
OG0005413	DROME18095	ORYLA18627, ORYLA18628
OG0005414	DROME07541	ORYLA07810, ORYLA07809
OG0005416	DROME05882, DROME05883	ORYLA11515
OG0005417	DROME21749, DROME21750	ORYLA16933
OG0005421	DROME10396	ORYLA15113
OG0005422	DROME14313	ORYLA00193
OG0005424	DROME11089, DROME11088	ORYLA11262
OG0005427	DROME00646	ORYLA16384
OG0005430	DROME08640, DROME08641	ORYLA12398
OG0005431	DROME10519	ORYLA05407
OG0005432	DROME13664	ORYLA04013, ORYLA03261
OG0005433	DROME07842	ORYLA02482, ORYLA17419
OG0005434	DROME01961	ORYLA15326
OG0005436	DROME04381	ORYLA14980
OG0005437	DROME05038, DROME05039	ORYLA07537, ORYLA07536
OG0005440	DROME13146, DROME13143, DROME13144, DROME13145	ORYLA06870
OG0005441	DROME09657, DROME18854	ORYLA05390
OG0005442	DROME09304	ORYLA14354
OG0005443	DROME17086, DROME17085	ORYLA11746, ORYLA11844
OG0005445	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873	ORYLA05469, ORYLA01554
OG0005446	DROME06564	ORYLA11516
OG0005448	DROME01872	ORYLA17477
OG0005449	DROME06889	ORYLA16791
OG0005450	DROME00371, DROME00369, DROME00370	ORYLA04299
OG0005451	DROME01979	ORYLA07063
OG0005452	DROME09371	ORYLA14801
OG0005455	DROME20906	ORYLA09253
OG0005456	DROME01162	ORYLA10253, ORYLA11580
OG0005457	DROME11164	ORYLA19960
OG0005461	DROME03211	ORYLA08254
OG0005462	DROME21497	ORYLA17192
OG0005464	DROME13050	ORYLA12835
OG0005465	DROME09126	ORYLA10420
OG0005466	DROME16377	ORYLA13757
OG0005468	DROME01889	ORYLA06255
OG0005469	DROME11630	ORYLA10970
OG0005470	DROME06057	ORYLA01384
OG0005471	DROME10379	ORYLA03452
OG0005472	DROME03320, DROME03319, DROME03325, DROME05720	ORYLA12827
OG0005474	DROME12946	ORYLA19917
OG0005475	DROME17508	ORYLA15452, ORYLA15451
OG0005476	DROME18593	ORYLA19518
OG0005477	DROME20889	ORYLA02993
OG0005479	DROME10657	ORYLA12294
OG0005481	DROME09611, DROME09612	ORYLA01247
OG0005482	DROME03827, DROME18948, DROME08539	ORYLA03008
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	ORYLA13515
OG0005484	DROME20358	ORYLA00526
OG0005486	DROME03539	ORYLA02555
OG0005487	DROME08183, DROME08182	ORYLA09657
OG0005488	DROME15752, DROME15753	ORYLA02291
OG0005489	DROME07861	ORYLA19540
OG0005490	DROME19466	ORYLA06693
OG0005491	DROME04711	ORYLA02523
OG0005492	DROME06578	ORYLA01955
OG0005493	DROME12922	ORYLA10439
OG0005494	DROME21649	ORYLA03120
OG0005495	DROME17019	ORYLA04132
OG0005497	DROME04924	ORYLA04659
OG0005498	DROME19676	ORYLA05681
OG0005499	DROME03401, DROME07297	ORYLA17379
OG0005500	DROME05919, DROME18022	ORYLA13890
OG0005502	DROME00912	ORYLA06930, ORYLA20469
OG0005503	DROME16857	ORYLA05386
OG0005504	DROME15054	ORYLA03502
OG0005505	DROME09144	ORYLA01479
OG0005506	DROME12679	ORYLA02612
OG0005508	DROME17492	ORYLA02123
OG0005509	DROME05301	ORYLA01964
OG0005511	DROME15312	ORYLA13361
OG0005512	DROME15424, DROME15423	ORYLA08518, ORYLA09555
OG0005514	DROME04631	ORYLA19582
OG0005516	DROME19606	ORYLA03743
OG0005517	DROME19919	ORYLA14384, ORYLA08842
OG0005518	DROME14670	ORYLA12121
OG0005519	DROME18312	ORYLA14876
OG0005520	DROME04068	ORYLA10875
OG0005521	DROME16855, DROME16854	ORYLA03370
OG0005524	DROME11985	ORYLA18393
OG0005525	DROME19467	ORYLA08095
OG0005527	DROME06165	ORYLA14629, ORYLA10945
OG0005529	DROME06637, DROME06638	ORYLA19223
OG0005531	DROME06302	ORYLA18240
OG0005533	DROME05452	ORYLA15088
OG0005535	DROME21244	ORYLA03963
OG0005536	DROME18846	ORYLA18564
OG0005537	DROME13170	ORYLA01980
OG0005539	DROME00462, DROME00460, DROME02960	ORYLA02050
OG0005541	DROME13352	ORYLA02049
OG0005543	DROME17862, DROME17863	ORYLA13589, ORYLA02936
OG0005545	DROME05987	ORYLA14533
OG0005546	DROME05705	ORYLA08323, ORYLA16662, ORYLA16728
OG0005550	DROME07358	ORYLA08972
OG0005553	DROME10357	ORYLA02730
OG0005554	DROME19929, DROME19930	ORYLA12388
OG0005556	DROME08193	ORYLA12069
OG0005558	DROME10652	ORYLA10063
OG0005559	DROME11663	ORYLA02239
OG0005560	DROME07606, DROME07948	ORYLA14278
OG0005561	DROME09536	ORYLA19786
OG0005562	DROME16835	ORYLA04125
OG0005563	DROME12068	ORYLA09992
OG0005565	DROME07683, DROME07684	ORYLA16458
OG0005566	DROME17778, DROME19582, DROME08765	ORYLA17974, ORYLA02685
OG0005569	DROME06020	ORYLA14847
OG0005570	DROME12597	ORYLA09366, ORYLA08749
OG0005572	DROME12985	ORYLA08784
OG0005573	DROME00274, DROME00275	ORYLA14840
OG0005575	DROME07769	ORYLA07924
OG0005576	DROME00716, DROME00717	ORYLA09579
OG0005577	DROME13949, DROME13950	ORYLA13137, ORYLA16135
OG0005578	DROME13162	ORYLA05383, ORYLA05382
OG0005580	DROME06425	ORYLA10325
OG0005581	DROME15143	ORYLA00865
OG0005582	DROME17006	ORYLA10241
OG0005587	DROME13836	ORYLA14788
OG0005588	DROME02584	ORYLA18649
OG0005589	DROME13235	ORYLA09870
OG0005590	DROME20583	ORYLA08684
OG0005592	DROME20112	ORYLA16597
OG0005594	DROME19266	ORYLA05359
OG0005595	DROME10967	ORYLA11765
OG0005596	DROME08093, DROME06032	ORYLA11964
OG0005597	DROME01657	ORYLA12279
OG0005598	DROME14004	ORYLA14645
OG0005599	DROME21243	ORYLA13854
OG0005603	DROME13173, DROME13174, DROME13175	ORYLA07341
OG0005604	DROME06435	ORYLA08546
OG0005605	DROME13674	ORYLA19011
OG0005607	DROME16439, DROME16438	ORYLA13045, ORYLA04192, ORYLA04876
OG0005609	DROME05252, DROME05251	ORYLA12137
OG0005610	DROME17081, DROME17082	ORYLA01244, ORYLA04278
OG0005611	DROME09603, DROME09604	ORYLA16851
OG0005613	DROME01648	ORYLA04705, ORYLA00127
OG0005614	DROME18745	ORYLA10704
OG0005615	DROME05560	ORYLA10994
OG0005616	DROME12151	ORYLA12774
OG0005617	DROME14239	ORYLA13237, ORYLA02749
OG0005618	DROME05739	ORYLA02960
OG0005619	DROME08173	ORYLA13138
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	ORYLA11087
OG0005622	DROME01204	ORYLA11349
OG0005623	DROME00550	ORYLA05069
OG0005625	DROME16840	ORYLA14474
OG0005626	DROME01163, DROME01164	ORYLA03603
OG0005627	DROME05020	ORYLA00779
OG0005628	DROME08416	ORYLA17397
OG0005629	DROME11049	ORYLA20125
OG0005631	DROME17841	ORYLA05644
OG0005632	DROME10651	ORYLA11796
OG0005633	DROME17761	ORYLA10109
OG0005636	DROME08136	ORYLA12123
OG0005637	DROME21544	ORYLA09613
OG0005639	DROME06385	ORYLA11914
OG0005640	DROME13728	ORYLA10162
OG0005642	DROME03379	ORYLA13774, ORYLA14167
OG0005644	DROME06427	ORYLA03977, ORYLA03459
OG0005645	DROME18577	ORYLA19943
OG0005646	DROME16294	ORYLA10031, ORYLA10030
OG0005648	DROME03181, DROME03182	ORYLA16024, ORYLA13049
OG0005649	DROME10772	ORYLA20074
OG0005652	DROME06700	ORYLA14413
OG0005655	DROME06091	ORYLA15856
OG0005656	DROME07968	ORYLA10723
OG0005660	DROME15890, DROME15891	ORYLA04405
OG0005661	DROME08445, DROME08446	ORYLA13889, ORYLA06911, ORYLA03511
OG0005665	DROME09179	ORYLA12180, ORYLA07150, ORYLA18281, ORYLA12179
OG0005681	DROME00945	ORYLA04888
OG0005685	DROME08832	ORYLA10800
OG0005690	DROME04761	ORYLA06115
OG0005692	DROME13230	ORYLA08643, ORYLA09530
OG0005694	DROME13864, DROME13863	ORYLA12676
OG0005696	DROME11286	ORYLA12255
OG0005698	DROME09665	ORYLA02906
OG0005700	DROME09873	ORYLA19145
OG0005702	DROME10890	ORYLA03576
OG0005707	DROME15744, DROME15745	ORYLA06810, ORYLA13030
OG0005708	DROME14710	ORYLA06067
OG0005710	DROME07052	ORYLA19829
OG0005712	DROME16333, DROME16334	ORYLA18989
OG0005714	DROME20712, DROME20711, DROME20713	ORYLA02729
OG0005715	DROME18763, DROME18764, DROME18762	ORYLA17805
OG0005717	DROME06471	ORYLA05307
OG0005719	DROME19860	ORYLA19328
OG0005721	DROME00178	ORYLA04577
OG0005723	DROME17035	ORYLA15901
OG0005724	DROME03509, DROME03507	ORYLA04176
OG0005725	DROME09268	ORYLA07793
OG0005726	DROME08962	ORYLA06770, ORYLA09046
OG0005727	DROME20877	ORYLA17541
OG0005728	DROME04547	ORYLA14263
OG0005729	DROME00800	ORYLA11545
OG0005731	DROME03369	ORYLA16981
OG0005732	DROME03588	ORYLA00704, ORYLA00703
OG0005733	DROME14541, DROME14542, DROME10332	ORYLA08056
OG0005734	DROME21588, DROME04119	ORYLA15387, ORYLA20126
OG0005735	DROME09661, DROME09662, DROME09660	ORYLA02863
OG0005737	DROME06704	ORYLA05474, ORYLA05475, ORYLA05473
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	ORYLA06339
OG0005741	DROME10077	ORYLA08044
OG0005742	DROME15851	ORYLA05610
OG0005744	DROME21042, DROME21041, DROME13505	ORYLA05679
OG0005746	DROME19187	ORYLA00433
OG0005747	DROME12400	ORYLA15631
OG0005749	DROME00192	ORYLA20160
OG0005750	DROME14187	ORYLA01346
OG0005752	DROME20074	ORYLA09924
OG0005754	DROME07364	ORYLA16213
OG0005755	DROME09852	ORYLA13999
OG0005758	DROME02962	ORYLA03344
OG0005759	DROME06016	ORYLA18537, ORYLA18536
OG0005761	DROME18137, DROME18138	ORYLA17928
OG0005762	DROME15581	ORYLA12918
OG0005764	DROME08532	ORYLA05922
OG0005765	DROME14596	ORYLA05068
OG0005766	DROME09826, DROME09825, DROME09827	ORYLA03635
OG0005767	DROME01379	ORYLA08905
OG0005769	DROME03529, DROME03528	ORYLA12870, ORYLA06629
OG0005770	DROME01271, DROME01270	ORYLA15198
OG0005771	DROME11559	ORYLA01975
OG0005772	DROME11383	ORYLA17831
OG0005774	DROME03197	ORYLA15970
OG0005775	DROME14248, DROME03634	ORYLA07737
OG0005776	DROME05892	ORYLA05092
OG0005777	DROME12481	ORYLA04808
OG0005779	DROME08845	ORYLA17816
OG0005783	DROME16358	ORYLA14100
OG0005784	DROME20576	ORYLA05072
OG0005787	DROME16644, DROME18583	ORYLA19947
OG0005788	DROME01890	ORYLA15415
OG0005789	DROME02052	ORYLA12435
OG0005790	DROME02319	ORYLA05159
OG0005792	DROME04031	ORYLA18637
OG0005793	DROME13741	ORYLA07054
OG0005794	DROME20570	ORYLA09326
OG0005795	DROME00921	ORYLA17869
OG0005796	DROME21579	ORYLA17559
OG0005797	DROME13677	ORYLA18216
OG0005798	DROME00436	ORYLA13859
OG0005799	DROME17772	ORYLA01072
OG0005800	DROME14692	ORYLA01809
OG0005801	DROME20251, DROME13442	ORYLA20361
OG0005802	DROME18658	ORYLA09753
OG0005803	DROME06804	ORYLA09410
OG0005804	DROME00221	ORYLA12290, ORYLA06566
OG0005805	DROME18523	ORYLA04527
OG0005807	DROME15016	ORYLA01224
OG0005808	DROME15577	ORYLA13733
OG0005811	DROME15005, DROME15004	ORYLA11574
OG0005812	DROME17684	ORYLA01100
OG0005813	DROME18740, DROME18739, DROME08278	ORYLA17924
OG0005815	DROME17829	ORYLA02282
OG0005817	DROME00446	ORYLA02525
OG0005818	DROME21049	ORYLA15368
OG0005819	DROME10881	ORYLA17070
OG0005821	DROME18765	ORYLA05556
OG0005822	DROME00384	ORYLA19296
OG0005823	DROME16943	ORYLA04103
OG0005824	DROME14993	ORYLA12812
OG0005827	DROME03179	ORYLA04867
OG0005829	DROME17916, DROME17917, DROME17918	ORYLA11889
OG0005830	DROME09394	ORYLA16729, ORYLA16928
OG0005831	DROME02056	ORYLA19768
OG0005832	DROME03903	ORYLA20295
OG0005833	DROME14025	ORYLA12552
OG0005835	DROME10113	ORYLA15968
OG0005836	DROME02540	ORYLA02705
OG0005837	DROME19685	ORYLA17100
OG0005840	DROME12810, DROME12811	ORYLA04946
OG0005842	DROME03001	ORYLA13693
OG0005843	DROME07738	ORYLA06467
OG0005845	DROME12524	ORYLA03266
OG0005846	DROME18114	ORYLA04854
OG0005847	DROME12864	ORYLA11529
OG0005848	DROME17120	ORYLA16342
OG0005849	DROME15063, DROME15062	ORYLA09685
OG0005850	DROME15741, DROME15742	ORYLA13872
OG0005851	DROME06389, DROME06388	ORYLA13639
OG0005853	DROME18489, DROME18488	ORYLA10472, ORYLA11336
OG0005857	DROME13133, DROME13132	ORYLA03540
OG0005858	DROME10288, DROME10287	ORYLA17612
OG0005859	DROME01874	ORYLA17362
OG0005860	DROME13592	ORYLA17529
OG0005861	DROME20036	ORYLA12932
OG0005863	DROME00631	ORYLA16762
OG0005864	DROME21983	ORYLA02335, ORYLA02336
OG0005865	DROME21095	ORYLA18711
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	ORYLA10406
OG0005867	DROME18293	ORYLA14750
OG0005869	DROME01674	ORYLA14537
OG0005870	DROME19873	ORYLA06800
OG0005871	DROME05632, DROME05631	ORYLA00937
OG0005872	DROME00389	ORYLA06151
OG0005874	DROME03501	ORYLA08436, ORYLA08808
OG0005875	DROME06773	ORYLA03096
OG0005877	DROME06392	ORYLA12771
OG0005878	DROME19123	ORYLA11425, ORYLA11426
OG0005879	DROME20321	ORYLA06023
OG0005880	DROME17652, DROME17653	ORYLA20156
OG0005883	DROME19395	ORYLA18088
OG0005884	DROME08061	ORYLA11455
OG0005886	DROME01867	ORYLA10508
OG0005888	DROME16104	ORYLA16571
OG0005889	DROME14304, DROME07617	ORYLA07548
OG0005890	DROME19088	ORYLA11535
OG0005893	DROME16783	ORYLA04914
OG0005894	DROME11886	ORYLA08719, ORYLA03910, ORYLA01239
OG0005895	DROME02103	ORYLA04519
OG0005896	DROME06811	ORYLA11728, ORYLA09070
OG0005897	DROME19090	ORYLA19507
OG0005898	DROME06116	ORYLA09769
OG0005899	DROME02184	ORYLA16594
OG0005901	DROME08625, DROME08624	ORYLA15179
OG0005902	DROME12748	ORYLA02177
OG0005903	DROME19765	ORYLA03025
OG0005906	DROME04737, DROME04735, DROME04736	ORYLA09828
OG0005909	DROME01192	ORYLA13661
OG0005914	DROME08503, DROME08502	ORYLA14072
OG0005919	DROME03002	ORYLA06790
OG0005921	DROME05740	ORYLA03161
OG0005922	DROME13644, DROME13643	ORYLA14270
OG0005923	DROME01141, DROME01142	ORYLA07288, ORYLA07289
OG0005926	DROME12066, DROME12065	ORYLA06535
OG0005928	DROME02019	ORYLA13174
OG0005929	DROME01196	ORYLA17102
OG0005931	DROME08847	ORYLA12693
OG0005932	DROME15731	ORYLA15050
OG0005933	DROME19096, DROME19097	ORYLA04204
OG0005936	DROME12077	ORYLA00036
OG0005937	DROME14657	ORYLA15356
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	ORYLA02948
OG0005940	DROME18687	ORYLA11953
OG0005941	DROME14278	ORYLA11974
OG0005942	DROME17395	ORYLA20255
OG0005943	DROME01109	ORYLA17027
OG0005944	DROME21720	ORYLA05011
OG0005946	DROME15326	ORYLA16047
OG0005949	DROME10426	ORYLA17627
OG0005950	DROME10950	ORYLA10694
OG0005952	DROME19643	ORYLA17339
