Orthogroup	DROME	APOSJ_ok
OG0005183	DROME08717	APOSJ_23739, APOSJ_23738, APOSJ_23740, APOSJ_23736, APOSJ_58215, APOSJ_23737, APOSJ_23741
OG0005184	DROME11560	APOSJ_52718, APOSJ_52717, APOSJ_40175
OG0005185	DROME14578	APOSJ_35900, APOSJ_24695
OG0005187	DROME14003	APOSJ_55463, APOSJ_08807
OG0005188	DROME10586	APOSJ_63621, APOSJ_63620
OG0005192	DROME06272	APOSJ_24842
OG0005194	DROME04866	APOSJ_48074
OG0005195	DROME01261, DROME03136, DROME05867, DROME13248, DROME13247, DROME13249	APOSJ_44265, APOSJ_44268, APOSJ_44266, APOSJ_44264
OG0005196	DROME08964	APOSJ_50208
OG0005197	DROME13698	APOSJ_29249
OG0005198	DROME10991	APOSJ_38738, APOSJ_38735, APOSJ_38732, APOSJ_38736, APOSJ_38739, APOSJ_38737, APOSJ_38733
OG0005199	DROME17844, DROME17845	APOSJ_24110, APOSJ_24109, APOSJ_24108
OG0005200	DROME17886, DROME17887	APOSJ_58955
OG0005201	DROME12308	APOSJ_19363
OG0005202	DROME20495	APOSJ_00286
OG0005204	DROME11843	APOSJ_62663, APOSJ_09638, APOSJ_62666, APOSJ_62664, APOSJ_09637, APOSJ_62668, APOSJ_62665, APOSJ_62669
OG0005205	DROME03877, DROME03878	APOSJ_53300, APOSJ_53308, APOSJ_29396
OG0005206	DROME19412	APOSJ_03073, APOSJ_03072
OG0005207	DROME04017, DROME04016	APOSJ_58979
OG0005209	DROME02411, DROME02410, DROME02409	APOSJ_15632
OG0005210	DROME04803, DROME04802	APOSJ_51755, APOSJ_13421
OG0005212	DROME05395	APOSJ_54735
OG0005214	DROME10787	APOSJ_52113
OG0005215	DROME16919, DROME16918, DROME16920	APOSJ_29511, APOSJ_29512, APOSJ_24431, APOSJ_24432
OG0005216	DROME02551	APOSJ_65106
OG0005217	DROME13024	APOSJ_52958, APOSJ_52956, APOSJ_52957
OG0005220	DROME01905, DROME01906	APOSJ_17463
OG0005221	DROME13777	APOSJ_50955
OG0005222	DROME20001	APOSJ_49861, APOSJ_49872, APOSJ_49867
OG0005223	DROME06805	APOSJ_60792
OG0005224	DROME09621	APOSJ_10555, APOSJ_02178
OG0005225	DROME01306	APOSJ_35039, APOSJ_35040
OG0005227	DROME19504	APOSJ_26317, APOSJ_59892, APOSJ_26318
OG0005228	DROME12549, DROME12550	APOSJ_62726, APOSJ_53349
OG0005229	DROME21401	APOSJ_00853, APOSJ_00852
OG0005230	DROME07282, DROME04954, DROME04955, DROME04956	APOSJ_56895
OG0005231	DROME13341	APOSJ_05633
OG0005232	DROME01110, DROME01111	APOSJ_38199
OG0005233	DROME13588, DROME13587	APOSJ_53254, APOSJ_40491
OG0005234	DROME09471, DROME09470, DROME17729	APOSJ_24396, APOSJ_24397
OG0005235	DROME01045	APOSJ_33922
OG0005237	DROME13694, DROME13695	APOSJ_13660, APOSJ_09963, APOSJ_09965, APOSJ_09964
OG0005238	DROME03305	APOSJ_36811, APOSJ_36810, APOSJ_36812
OG0005239	DROME16969	APOSJ_14469, APOSJ_14467, APOSJ_14468, APOSJ_14470
OG0005240	DROME05667	APOSJ_21981
OG0005243	DROME13760	APOSJ_16179, APOSJ_16178
OG0005244	DROME11413	APOSJ_06294, APOSJ_48707, APOSJ_46249, APOSJ_48703, APOSJ_48704, APOSJ_48706
OG0005245	DROME15633	APOSJ_17903
OG0005246	DROME21005	APOSJ_54663
OG0005247	DROME11577	APOSJ_64625, APOSJ_64623, APOSJ_64624, APOSJ_60319
OG0005249	DROME17651	APOSJ_21534
OG0005250	DROME06885	APOSJ_50740, APOSJ_50739
OG0005251	DROME15484, DROME15485	APOSJ_29295, APOSJ_04698
OG0005253	DROME20955	APOSJ_02455
OG0005254	DROME13236	APOSJ_09536, APOSJ_09534
OG0005255	DROME17385, DROME17386	APOSJ_48571
OG0005256	DROME10816	APOSJ_03384, APOSJ_03383
OG0005257	DROME12885, DROME12886, DROME12884	APOSJ_37812, APOSJ_16393, APOSJ_16394
OG0005258	DROME07551	APOSJ_40485, APOSJ_53209, APOSJ_40484, APOSJ_53208
OG0005259	DROME01189	APOSJ_42743, APOSJ_50274
OG0005261	DROME19226, DROME19227	APOSJ_11799
OG0005262	DROME14948	APOSJ_48744, APOSJ_48743
OG0005264	DROME11198	APOSJ_29305
OG0005265	DROME00702, DROME00700, DROME00699, DROME00701, DROME00697, DROME00698	APOSJ_12250
OG0005267	DROME04420, DROME19231	APOSJ_03830
OG0005268	DROME14171	APOSJ_34509, APOSJ_34511, APOSJ_34512, APOSJ_17196, APOSJ_34508, APOSJ_34510
OG0005269	DROME02004	APOSJ_24052
OG0005270	DROME08224	APOSJ_32620, APOSJ_32622, APOSJ_24777, APOSJ_32621
OG0005273	DROME12536	APOSJ_48346
OG0005275	DROME01626	APOSJ_00850, APOSJ_00849, APOSJ_00851
OG0005276	DROME03971	APOSJ_39024, APOSJ_39025
OG0005277	DROME18936	APOSJ_30935, APOSJ_30938, APOSJ_62445, APOSJ_30937, APOSJ_62449
OG0005278	DROME19885	APOSJ_43536, APOSJ_06599
OG0005279	DROME20688	APOSJ_27566, APOSJ_41753, APOSJ_62443, APOSJ_27562, APOSJ_27565
OG0005280	DROME12955	APOSJ_46493, APOSJ_23167, APOSJ_59783
OG0005281	DROME05856	APOSJ_34775
OG0005283	DROME14544, DROME14545	APOSJ_58364, APOSJ_58365
OG0005284	DROME10358, DROME10359	APOSJ_21603, APOSJ_65182
OG0005285	DROME15354	APOSJ_22467, APOSJ_22466, APOSJ_22468
OG0005286	DROME18908	APOSJ_57831, APOSJ_57830, APOSJ_57832, APOSJ_57833, APOSJ_57836, APOSJ_57834, APOSJ_57835
OG0005287	DROME02138	APOSJ_07930, APOSJ_07929, APOSJ_07928, APOSJ_07927, APOSJ_07931, APOSJ_07926
OG0005289	DROME14959, DROME14958, DROME21287	APOSJ_58424
OG0005290	DROME07550	APOSJ_08288, APOSJ_25156
OG0005292	DROME11303, DROME11304	APOSJ_44493
OG0005293	DROME18824	APOSJ_35801, APOSJ_35799, APOSJ_35800
OG0005294	DROME21633, DROME21631, DROME21632	APOSJ_54107
OG0005295	DROME18631, DROME18632	APOSJ_04359
OG0005296	DROME16680	APOSJ_28551, APOSJ_28550, APOSJ_34244, APOSJ_07968, APOSJ_07992, APOSJ_56295
OG0005298	DROME06419	APOSJ_50790, APOSJ_63053
OG0005300	DROME02618	APOSJ_21040, APOSJ_21043, APOSJ_21041, APOSJ_21042
OG0005301	DROME13549	APOSJ_03880, APOSJ_03882, APOSJ_03881, APOSJ_03883
OG0005303	DROME01514	APOSJ_40792, APOSJ_25660
OG0005304	DROME13378	APOSJ_30656, APOSJ_30657
OG0005305	DROME00028	APOSJ_57113
OG0005309	DROME21996, DROME22002, DROME21999	APOSJ_31287, APOSJ_31288
OG0005310	DROME16261, DROME16262	APOSJ_12260, APOSJ_29526, APOSJ_12261, APOSJ_29525, APOSJ_12259, APOSJ_29524
OG0005312	DROME17116	APOSJ_37793
OG0005314	DROME10353	APOSJ_34407, APOSJ_34406
OG0005315	DROME20516, DROME20515, DROME20517	APOSJ_00056, APOSJ_00055
OG0005316	DROME02492	APOSJ_03304, APOSJ_03306
OG0005318	DROME20590	APOSJ_31640
OG0005319	DROME02700, DROME01499	APOSJ_16272, APOSJ_23310
OG0005321	DROME10451, DROME10452	APOSJ_51280, APOSJ_51279, APOSJ_46979, APOSJ_46988
OG0005322	DROME12599, DROME12598, DROME12600	APOSJ_15754
OG0005323	DROME08220, DROME08221	APOSJ_03092
OG0005324	DROME20416	APOSJ_04130, APOSJ_04131, APOSJ_04129, APOSJ_04132, APOSJ_04133, APOSJ_47287, APOSJ_04128
OG0005325	DROME12067	APOSJ_54275
OG0005359	DROME09862	APOSJ_35688
OG0005360	DROME11664	APOSJ_33962, APOSJ_17576
OG0005361	DROME02185	APOSJ_31825, APOSJ_31827, APOSJ_31829, APOSJ_40617, APOSJ_40640, APOSJ_31828, APOSJ_60510, APOSJ_31826
OG0005362	DROME03399, DROME03398, DROME03400, DROME03397	APOSJ_00651, APOSJ_00650
OG0005364	DROME01517, DROME01516	APOSJ_49519
OG0005365	DROME01607	APOSJ_19646, APOSJ_19647, APOSJ_19645, APOSJ_59336
OG0005366	DROME00089	APOSJ_13911, APOSJ_13912, APOSJ_13910
OG0005368	DROME20281, DROME20282	APOSJ_65207, APOSJ_12671, APOSJ_65203, APOSJ_65199
OG0005370	DROME19849	APOSJ_26097, APOSJ_26099
OG0005371	DROME12636	APOSJ_51700
OG0005372	DROME21608	APOSJ_22817, APOSJ_57051, APOSJ_14019, APOSJ_14018
OG0005373	DROME11662	APOSJ_58842, APOSJ_58841, APOSJ_26945, APOSJ_38331, APOSJ_58840
OG0005374	DROME09881	APOSJ_06211, APOSJ_06210, APOSJ_06209
OG0005375	DROME09535	APOSJ_61652, APOSJ_17675
OG0005376	DROME02693	APOSJ_61420, APOSJ_40974, APOSJ_40975, APOSJ_40973
OG0005377	DROME03217	APOSJ_51294, APOSJ_51295
OG0005378	DROME19277, DROME19276	APOSJ_22202, APOSJ_22201
OG0005379	DROME19618, DROME15166	APOSJ_65186, APOSJ_22930, APOSJ_35544, APOSJ_35543
OG0005383	DROME06443	APOSJ_34897, APOSJ_34896
OG0005384	DROME05202, DROME05201	APOSJ_61322, APOSJ_61323, APOSJ_40697, APOSJ_61321
OG0005385	DROME06183	APOSJ_55033, APOSJ_52768
OG0005386	DROME11412	APOSJ_37256, APOSJ_37257, APOSJ_37255, APOSJ_37254
OG0005387	DROME10654, DROME10653	APOSJ_05683, APOSJ_60165
OG0005388	DROME21007, DROME17717	APOSJ_13165
OG0005389	DROME07204	APOSJ_44373, APOSJ_58743
OG0005390	DROME18084	APOSJ_09585, APOSJ_09583, APOSJ_09582, APOSJ_61769, APOSJ_09584, APOSJ_09586
OG0005391	DROME14955, DROME20632	APOSJ_56690
OG0005392	DROME15446	APOSJ_59250, APOSJ_59251
OG0005392	DROME08731	APOSJ_25989, APOSJ_25988
OG0005393	DROME09489	APOSJ_54930, APOSJ_54928
OG0005394	DROME06384	APOSJ_07032, APOSJ_07028, APOSJ_07031, APOSJ_07033, APOSJ_07034, APOSJ_07030
OG0005395	DROME02476	APOSJ_28995, APOSJ_28996, APOSJ_39116
OG0005397	DROME17328	APOSJ_61083
OG0005398	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825	APOSJ_20164, APOSJ_20165
OG0005399	DROME08948	APOSJ_40860, APOSJ_40861
OG0005400	DROME15813	APOSJ_17572, APOSJ_17573
OG0005401	DROME13199	APOSJ_22463
OG0005402	DROME11740	APOSJ_18011, APOSJ_57052
OG0005403	DROME14315	APOSJ_14428
OG0005405	DROME11751	APOSJ_58732, APOSJ_52666, APOSJ_52668, APOSJ_52667, APOSJ_52669
OG0005406	DROME01944, DROME01943	APOSJ_19692
OG0005407	DROME16210, DROME16209, DROME16207, DROME16208	APOSJ_42453, APOSJ_42452
OG0005408	DROME05105	APOSJ_65008, APOSJ_29927, APOSJ_29926
OG0005409	DROME11573, DROME11574	APOSJ_14631, APOSJ_14632
OG0005410	DROME10686	APOSJ_22592, APOSJ_13749, APOSJ_22593
OG0005412	DROME14813	APOSJ_36368
OG0005413	DROME18095	APOSJ_52365, APOSJ_52363, APOSJ_52364
OG0005414	DROME07541	APOSJ_28475
OG0005415	DROME17647	APOSJ_52735
OG0005416	DROME05882, DROME05883	APOSJ_52167, APOSJ_52166
OG0005417	DROME21749, DROME21750	APOSJ_12630, APOSJ_12628, APOSJ_14142, APOSJ_12627
OG0005421	DROME10396	APOSJ_08980, APOSJ_08978, APOSJ_08979, APOSJ_08982, APOSJ_08981, APOSJ_57213, APOSJ_23174, APOSJ_23175, APOSJ_07490
OG0005422	DROME14313	APOSJ_24768, APOSJ_24770
OG0005424	DROME11089, DROME11088	APOSJ_26679, APOSJ_26677, APOSJ_26678
OG0005427	DROME00646	APOSJ_42882, APOSJ_02897
OG0005430	DROME08640, DROME08641	APOSJ_57035
OG0005431	DROME10519	APOSJ_22743
OG0005432	DROME13664	APOSJ_14710
OG0005433	DROME07842	APOSJ_53928, APOSJ_53931
OG0005434	DROME01961	APOSJ_43732
OG0005436	DROME04381	APOSJ_24913
OG0005437	DROME05038, DROME05039	APOSJ_21703, APOSJ_21702, APOSJ_21704, APOSJ_21701, APOSJ_21705
OG0005440	DROME13146, DROME13143, DROME13144, DROME13145	APOSJ_30161, APOSJ_02538
OG0005441	DROME09657, DROME18854	APOSJ_53760, APOSJ_53758, APOSJ_08453, APOSJ_08455, APOSJ_08454, APOSJ_41224
OG0005442	DROME09304	APOSJ_04533, APOSJ_04532, APOSJ_04534, APOSJ_28301
OG0005445	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873	APOSJ_14690, APOSJ_14689
OG0005446	DROME06564	APOSJ_04134, APOSJ_00873
OG0005448	DROME01872	APOSJ_20672, APOSJ_20673
OG0005449	DROME06889	APOSJ_08598
OG0005450	DROME00371, DROME00369, DROME00370	APOSJ_29993, APOSJ_29994
OG0005451	DROME01979	APOSJ_35938, APOSJ_35943
OG0005452	DROME09371	APOSJ_52611, APOSJ_52612
OG0005455	DROME20906	APOSJ_20946, APOSJ_20944, APOSJ_20945
OG0005456	DROME01162	APOSJ_10786, APOSJ_10787
OG0005457	DROME11164	APOSJ_19037
OG0005461	DROME03211	APOSJ_41085
OG0005462	DROME21497	APOSJ_53044
OG0005464	DROME13050	APOSJ_44068, APOSJ_44070, APOSJ_44066, APOSJ_44069, APOSJ_44067
OG0005465	DROME09126	APOSJ_09000, APOSJ_01443, APOSJ_01442, APOSJ_01445
OG0005466	DROME16377	APOSJ_43548, APOSJ_43545, APOSJ_43547, APOSJ_43546
OG0005468	DROME01889	APOSJ_34640
OG0005469	DROME11630	APOSJ_07476, APOSJ_07475, APOSJ_46980
OG0005470	DROME06057	APOSJ_59948, APOSJ_59946, APOSJ_59947
OG0005471	DROME10379	APOSJ_28500, APOSJ_28501
OG0005472	DROME03320, DROME03319, DROME03325, DROME05720	APOSJ_42535, APOSJ_42536, APOSJ_54916, APOSJ_54898, APOSJ_06742
OG0005474	DROME12946	APOSJ_47632, APOSJ_47633
OG0005475	DROME17508	APOSJ_62538, APOSJ_62539
OG0005476	DROME18593	APOSJ_64062, APOSJ_64060, APOSJ_64059, APOSJ_64063, APOSJ_64061
OG0005477	DROME20889	APOSJ_28318, APOSJ_28319
OG0005479	DROME10657	APOSJ_26951, APOSJ_14713
OG0005481	DROME09611, DROME09612	APOSJ_21801
OG0005482	DROME03827, DROME18948, DROME08539	APOSJ_02035, APOSJ_02036
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	APOSJ_65298, APOSJ_25085, APOSJ_04040, APOSJ_25088
OG0005484	DROME20358	APOSJ_19765, APOSJ_19764
OG0005486	DROME03539	APOSJ_25458
OG0005487	DROME08183, DROME08182	APOSJ_00727, APOSJ_10248
OG0005488	DROME15752, DROME15753	APOSJ_50061, APOSJ_50062, APOSJ_15673, APOSJ_50060
OG0005489	DROME07861	APOSJ_58343
OG0005490	DROME19466	APOSJ_38926
OG0005491	DROME04711	APOSJ_41120
OG0005492	DROME06578	APOSJ_56423, APOSJ_14289
OG0005493	DROME12922	APOSJ_52249
OG0005494	DROME21649	APOSJ_12436, APOSJ_30242, APOSJ_30241, APOSJ_30240
OG0005495	DROME17019	APOSJ_03523, APOSJ_03522
OG0005497	DROME04924	APOSJ_49618, APOSJ_53764, APOSJ_49616, APOSJ_39979
OG0005498	DROME19676	APOSJ_49053, APOSJ_20550
OG0005499	DROME03401, DROME07297	APOSJ_19288
OG0005500	DROME05919, DROME18022	APOSJ_15823
OG0005503	DROME16857	APOSJ_64372, APOSJ_26426, APOSJ_26425
OG0005505	DROME09144	APOSJ_48175
OG0005506	DROME12679	APOSJ_03695, APOSJ_03696
OG0005508	DROME17492	APOSJ_16861, APOSJ_16862
OG0005509	DROME05301	APOSJ_36332, APOSJ_36336, APOSJ_36333, APOSJ_36306, APOSJ_27072, APOSJ_36334, APOSJ_36335, APOSJ_36260
OG0005510	DROME15194	APOSJ_11192, APOSJ_11190, APOSJ_05714, APOSJ_11191
OG0005511	DROME15312	APOSJ_60273, APOSJ_63142, APOSJ_60274
OG0005512	DROME15424, DROME15423	APOSJ_27107
OG0005513	DROME21296, DROME09467	APOSJ_53624
OG0005514	DROME04631	APOSJ_02310, APOSJ_02309
OG0005516	DROME19606	APOSJ_35738, APOSJ_35736, APOSJ_35733, APOSJ_35734, APOSJ_35739, APOSJ_35735
OG0005517	DROME19919	APOSJ_41789
OG0005518	DROME14670	APOSJ_14804
OG0005519	DROME18312	APOSJ_52253, APOSJ_33607, APOSJ_56284, APOSJ_56290
OG0005520	DROME04068	APOSJ_30100, APOSJ_30104, APOSJ_30101
OG0005521	DROME16855, DROME16854	APOSJ_55017, APOSJ_55018
OG0005524	DROME11985	APOSJ_06099, APOSJ_06100, APOSJ_06098, APOSJ_06097
OG0005525	DROME19467	APOSJ_05786, APOSJ_05787, APOSJ_05789, APOSJ_48259, APOSJ_05788
OG0005527	DROME06165	APOSJ_00083
OG0005528	DROME12253	APOSJ_24522, APOSJ_47152, APOSJ_24523, APOSJ_24525, APOSJ_24521
OG0005529	DROME06637, DROME06638	APOSJ_31801, APOSJ_58119
OG0005531	DROME06302	APOSJ_07855
OG0005533	DROME05452	APOSJ_36161, APOSJ_33425, APOSJ_33426, APOSJ_33427, APOSJ_33428
OG0005535	DROME21244	APOSJ_59601, APOSJ_59604, APOSJ_59603, APOSJ_59602
OG0005536	DROME18846	APOSJ_14194, APOSJ_14197, APOSJ_14193, APOSJ_14196, APOSJ_14195, APOSJ_14191, APOSJ_14198
OG0005537	DROME13170	APOSJ_09300
OG0005538	DROME17495, DROME17493, DROME17494	APOSJ_06185, APOSJ_06186, APOSJ_06187, APOSJ_06188, APOSJ_38968
OG0005539	DROME00462, DROME00460, DROME02960	APOSJ_15477, APOSJ_15478, APOSJ_15476
OG0005541	DROME13352	APOSJ_46700, APOSJ_46703, APOSJ_33044, APOSJ_44423, APOSJ_46702, APOSJ_44421, APOSJ_44420, APOSJ_46701, APOSJ_44422
OG0005543	DROME01740, DROME17862, DROME17863	APOSJ_50847, APOSJ_50854
OG0005545	DROME05987	APOSJ_55371, APOSJ_60307
OG0005546	DROME05705	APOSJ_60268, APOSJ_60269
OG0005550	DROME07358	APOSJ_60433, APOSJ_60432, APOSJ_60434
OG0005551	DROME07232, DROME17410	APOSJ_12017, APOSJ_22649, APOSJ_12020, APOSJ_12018
OG0005553	DROME10357	APOSJ_29494, APOSJ_15097, APOSJ_15099, APOSJ_29489, APOSJ_15098, APOSJ_29490, APOSJ_29499, APOSJ_15100
OG0005554	DROME19929, DROME19930	APOSJ_03675, APOSJ_03674
OG0005556	DROME08193	APOSJ_00229
OG0005558	DROME10652	APOSJ_63045, APOSJ_50762
OG0005559	DROME11663	APOSJ_55461, APOSJ_55460
OG0005560	DROME07606, DROME07948	APOSJ_48964
OG0005561	DROME09536	APOSJ_42679, APOSJ_42681, APOSJ_42680, APOSJ_42678
OG0005562	DROME16835	APOSJ_36207, APOSJ_05704, APOSJ_05703
OG0005563	DROME12068	APOSJ_39911, APOSJ_39910
OG0005565	DROME07683, DROME07684	APOSJ_07560, APOSJ_07559, APOSJ_07561
OG0005566	DROME17778, DROME19582, DROME08765	APOSJ_35035
OG0005569	DROME06020	APOSJ_57368
OG0005570	DROME12597	APOSJ_12611
OG0005572	DROME12985	APOSJ_64961, APOSJ_64962
OG0005573	DROME00274, DROME00275	APOSJ_49844, APOSJ_49843
OG0005574	DROME07973	APOSJ_32299, APOSJ_23179
OG0005575	DROME07769	APOSJ_12717
OG0005576	DROME00716, DROME00717	APOSJ_44316, APOSJ_10527
OG0005577	DROME13949, DROME13950	APOSJ_03346
OG0005578	DROME13162	APOSJ_18844, APOSJ_18841, APOSJ_26152, APOSJ_18840, APOSJ_18845, APOSJ_18847, APOSJ_26153, APOSJ_18842, APOSJ_18848
OG0005579	DROME01286	APOSJ_22337
OG0005580	DROME06425	APOSJ_51162, APOSJ_50057, APOSJ_50059, APOSJ_51163
OG0005581	DROME15143	APOSJ_41515, APOSJ_41514, APOSJ_41513
OG0005582	DROME17006	APOSJ_52339
OG0005587	DROME13836	APOSJ_45952, APOSJ_45956, APOSJ_45954, APOSJ_45955, APOSJ_45957, APOSJ_45953
OG0005588	DROME02584	APOSJ_25201
OG0005589	DROME13235	APOSJ_60889, APOSJ_60892, APOSJ_60890, APOSJ_60891, APOSJ_48289, APOSJ_16552
OG0005590	DROME20583	APOSJ_28896, APOSJ_50233, APOSJ_28899, APOSJ_28897, APOSJ_23160, APOSJ_28898
OG0005594	DROME19266	APOSJ_64703, APOSJ_64704, APOSJ_64706, APOSJ_60805
OG0005595	DROME10967	APOSJ_00384, APOSJ_00383
OG0005596	DROME08093, DROME06032	APOSJ_57656, APOSJ_57655
OG0005597	DROME01657	APOSJ_03083, APOSJ_03082, APOSJ_49052
OG0005598	DROME14004	APOSJ_38509
OG0005599	DROME21243	APOSJ_00049, APOSJ_00051, APOSJ_00052, APOSJ_00050
OG0005603	DROME13173, DROME13174, DROME13175	APOSJ_35340, APOSJ_35339
OG0005604	DROME06435	APOSJ_01787, APOSJ_21039
OG0005605	DROME13674	APOSJ_16440, APOSJ_16441
OG0005607	DROME16439, DROME16438	APOSJ_57176
OG0005609	DROME05252, DROME05251	APOSJ_32543, APOSJ_42009
OG0005610	DROME17081, DROME17082	APOSJ_08483, APOSJ_08482
OG0005611	DROME09603, DROME09604	APOSJ_51642
OG0005613	DROME01648	APOSJ_40937, APOSJ_40936
OG0005614	DROME18745	APOSJ_01200, APOSJ_43639, APOSJ_01201
OG0005615	DROME05560	APOSJ_64038, APOSJ_64035
OG0005616	DROME12151	APOSJ_03982, APOSJ_24702
OG0005618	DROME05739	APOSJ_07819, APOSJ_64055
OG0005619	DROME08173	APOSJ_10685, APOSJ_10681, APOSJ_10679, APOSJ_10680
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	APOSJ_14820
OG0005622	DROME01204	APOSJ_40376, APOSJ_40375, APOSJ_52240, APOSJ_60047, APOSJ_40374
OG0005623	DROME00550	APOSJ_22567, APOSJ_56403, APOSJ_49352, APOSJ_22569, APOSJ_22573, APOSJ_40818
OG0005625	DROME16840	APOSJ_52796, APOSJ_52797, APOSJ_59531, APOSJ_52795
OG0005626	DROME01163, DROME01164	APOSJ_08133, APOSJ_08134
OG0005627	DROME05020	APOSJ_03552
OG0005628	DROME08416	APOSJ_01143, APOSJ_01145, APOSJ_01144
OG0005629	DROME11049	APOSJ_64257, APOSJ_64256
OG0005631	DROME17841	APOSJ_40673, APOSJ_40670, APOSJ_46471, APOSJ_40671, APOSJ_46474, APOSJ_40672, APOSJ_46479, APOSJ_46478, APOSJ_40674
OG0005632	DROME10651	APOSJ_35989, APOSJ_35990, APOSJ_35991
OG0005633	DROME17761	APOSJ_36050, APOSJ_36049
OG0005634	DROME21460	APOSJ_54610, APOSJ_04002, APOSJ_54609, APOSJ_04003
OG0005636	DROME08136	APOSJ_27098, APOSJ_27097
OG0005637	DROME21544	APOSJ_40949
OG0005639	DROME06385	APOSJ_12304, APOSJ_05004
OG0005640	DROME13728	APOSJ_27379, APOSJ_27380, APOSJ_63703, APOSJ_27381
OG0005642	DROME03379	APOSJ_42138, APOSJ_02120
OG0005644	DROME06427	APOSJ_56772, APOSJ_56773
OG0005645	DROME18577	APOSJ_50798, APOSJ_07238
OG0005646	DROME16294	APOSJ_61232
OG0005648	DROME03181, DROME03182	APOSJ_11182, APOSJ_05678, APOSJ_42161
OG0005649	DROME10772	APOSJ_06570, APOSJ_06572, APOSJ_01069
OG0005652	DROME06700	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540
OG0005655	DROME06091	APOSJ_53899, APOSJ_10860, APOSJ_22462
OG0005656	DROME07968	APOSJ_04917, APOSJ_30573, APOSJ_04919, APOSJ_04918, APOSJ_04921, APOSJ_04920
OG0005660	DROME15890, DROME15891	APOSJ_17070, APOSJ_16341, APOSJ_16344, APOSJ_45452, APOSJ_17077, APOSJ_16342, APOSJ_16343, APOSJ_45454, APOSJ_45455
OG0005685	DROME08832	APOSJ_19918
OG0005690	DROME04761	APOSJ_17613
OG0005692	DROME13230	APOSJ_03811, APOSJ_45357, APOSJ_45355, APOSJ_45354, APOSJ_45356
OG0005694	DROME13864, DROME13863	APOSJ_51748, APOSJ_53743
OG0005696	DROME11286	APOSJ_24686, APOSJ_42167
OG0005697	DROME17682	APOSJ_05355, APOSJ_54848
OG0005698	DROME09665	APOSJ_54081
OG0005703	DROME19473	APOSJ_37460, APOSJ_37461, APOSJ_57398
OG0005704	DROME03784, DROME03785	APOSJ_06884, APOSJ_06885
OG0005707	DROME15744, DROME15745	APOSJ_44833, APOSJ_28088, APOSJ_28089
OG0005708	DROME14710	APOSJ_43166, APOSJ_43165, APOSJ_47161
OG0005710	DROME07052	APOSJ_65429
OG0005712	DROME16333, DROME16334	APOSJ_49778
OG0005714	DROME20712, DROME20711, DROME20713	APOSJ_32875, APOSJ_32873, APOSJ_32872, APOSJ_32874, APOSJ_32876
OG0005715	DROME18763, DROME18764, DROME18762	APOSJ_18174
OG0005717	DROME06471	APOSJ_63531, APOSJ_63532
OG0005718	DROME16901, DROME15117, DROME15116, DROME13404	APOSJ_63409, APOSJ_63428, APOSJ_28078, APOSJ_63398
OG0005719	DROME19860	APOSJ_31323, APOSJ_31324
OG0005721	DROME00178	APOSJ_15366, APOSJ_15365
OG0005723	DROME17035	APOSJ_28383, APOSJ_28386, APOSJ_28384
OG0005724	DROME03509, DROME03507	APOSJ_01581, APOSJ_01580
OG0005725	DROME09268	APOSJ_42244, APOSJ_42245
OG0005726	DROME08962	APOSJ_17462
OG0005727	DROME20877	APOSJ_33353, APOSJ_11133, APOSJ_33354
OG0005728	DROME04547	APOSJ_53707, APOSJ_53717
OG0005729	DROME00800	APOSJ_35082, APOSJ_35081
OG0005731	DROME03369	APOSJ_43396
OG0005732	DROME03588	APOSJ_42204, APOSJ_42208, APOSJ_42205
OG0005733	DROME14541, DROME14542, DROME10332	APOSJ_14940
OG0005734	DROME21588, DROME04119	APOSJ_03070
OG0005735	DROME09661, DROME09662, DROME09660	APOSJ_05975
OG0005737	DROME06704	APOSJ_41917, APOSJ_41918
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	APOSJ_00843, APOSJ_00842
OG0005740	DROME12219, DROME12220	APOSJ_28381, APOSJ_28380, APOSJ_28379
OG0005741	DROME10077	APOSJ_11942, APOSJ_11943
OG0005742	DROME15851	APOSJ_02828
OG0005744	DROME21042, DROME21041, DROME13505	APOSJ_53260
OG0005746	DROME19187	APOSJ_41413
OG0005747	DROME12400	APOSJ_48011, APOSJ_48009, APOSJ_48586, APOSJ_52048
OG0005748	DROME17506	APOSJ_21284, APOSJ_46160, APOSJ_43000, APOSJ_46161, APOSJ_09288
OG0005749	DROME00192	APOSJ_06444, APOSJ_01046
OG0005750	DROME14187	APOSJ_39812
OG0005751	DROME11468	APOSJ_58863, APOSJ_58864, APOSJ_58861, APOSJ_35319, APOSJ_49450, APOSJ_27106, APOSJ_58860, APOSJ_58865
OG0005752	DROME20074	APOSJ_19329, APOSJ_07405, APOSJ_32718, APOSJ_07412, APOSJ_62290, APOSJ_62291
OG0005755	DROME09852	APOSJ_12213, APOSJ_22849, APOSJ_12215
OG0005758	DROME02962	APOSJ_60426
OG0005759	DROME06016	APOSJ_01474, APOSJ_01475, APOSJ_01476
