Orthogroup	DROME	DANRE
OG0006551	DROME01560	DANRE41890, DANRE41889
OG0006552	DROME02022	DANRE19095
OG0006553	DROME06750	DANRE15584, DANRE15585, DANRE30044
OG0006554	DROME13465	DANRE19522
OG0006556	DROME10784	DANRE11973, DANRE11974, DANRE11975
OG0006557	DROME08144	DANRE25073, DANRE25074, DANRE25072
OG0006560	DROME17786	DANRE17717, DANRE17715, DANRE17716
OG0006561	DROME15269	DANRE18058
OG0006567	DROME01202	DANRE01679
OG0006568	DROME05220	DANRE16829
OG0006569	DROME20993	DANRE04566
OG0006570	DROME20261	DANRE14648
OG0006571	DROME05601	DANRE33971
OG0006573	DROME14640	DANRE34641
OG0006574	DROME19778	DANRE21767, DANRE21766, DANRE21765
OG0006577	DROME16628	DANRE01281
OG0006578	DROME15457	DANRE19007, DANRE19008
OG0006580	DROME00474	DANRE26459
OG0006583	DROME16903	DANRE17390
OG0006584	DROME07289	DANRE09521
OG0006585	DROME00295, DROME00294	DANRE11331, DANRE11330
OG0006586	DROME11738, DROME02891	DANRE26201, DANRE26199, DANRE26200
OG0006587	DROME02493	DANRE13162, DANRE13161
OG0006588	DROME21457	DANRE22756
OG0006590	DROME17574	DANRE25511
OG0006591	DROME11557, DROME11556	DANRE10350
OG0006593	DROME11713	DANRE26311, DANRE26312
OG0006594	DROME12981	DANRE39229, DANRE39227, DANRE39230, DANRE39228
OG0006595	DROME20933	DANRE04332, DANRE04333
OG0006596	DROME13730, DROME13731	DANRE36993
OG0006597	DROME19349	DANRE06998
OG0006598	DROME15235	DANRE34799, DANRE34800
OG0006599	DROME13830, DROME13829	DANRE35346, DANRE40652, DANRE40653, DANRE40651
OG0006602	DROME18117	DANRE16908, DANRE16909
OG0006603	DROME08268, DROME08267	DANRE39335
OG0006604	DROME10779	DANRE08282, DANRE08283
OG0006607	DROME06763	DANRE10066, DANRE10065
OG0006608	DROME15074	DANRE12270, DANRE27630
OG0006609	DROME08965	DANRE38772, DANRE38771
OG0006610	DROME00685	DANRE15476, DANRE15475
OG0006611	DROME04706, DROME04707	DANRE23305
OG0006612	DROME07454	DANRE01859
OG0006613	DROME02162, DROME02161	DANRE43420
OG0006614	DROME03471	DANRE32921, DANRE32922, DANRE32923, DANRE32924
OG0006615	DROME05191	DANRE14777, DANRE14778
OG0006616	DROME04436, DROME04435	DANRE26673
OG0006619	DROME20837, DROME20836	DANRE24678
OG0006621	DROME01854	DANRE35047
OG0006622	DROME13807	DANRE06401
OG0006623	DROME03084	DANRE25920
OG0006625	DROME13491	DANRE15350, DANRE15349
OG0006628	DROME04083, DROME04082	DANRE25218, DANRE38495
OG0006630	DROME13179	DANRE13211
OG0006633	DROME10769	DANRE26873, DANRE26872, DANRE26871
OG0006635	DROME12947	DANRE01468, DANRE41203, DANRE41204, DANRE41202
OG0006636	DROME02119	DANRE09302
OG0006637	DROME01008	DANRE04008, DANRE04009
OG0006638	DROME10155	DANRE36392, DANRE36393
OG0006640	DROME00615	DANRE39218
OG0006642	DROME08951	DANRE11176
OG0006646	DROME15373	DANRE37654, DANRE37653
OG0006648	DROME03907, DROME03908	DANRE09069, DANRE09068
OG0006649	DROME00086	DANRE30372, DANRE30371
OG0006650	DROME04683, DROME04682	DANRE25536
OG0006651	DROME04694	DANRE00823, DANRE00822
OG0006653	DROME10989, DROME10990	DANRE28304, DANRE28305, DANRE28306
OG0006654	DROME20173	DANRE18186
OG0006655	DROME18847	DANRE12365
OG0006657	DROME19456, DROME19455	DANRE39849, DANRE39850
OG0006658	DROME21096	DANRE11677, DANRE18834
OG0006662	DROME19864	DANRE00965
OG0006663	DROME13134	DANRE08633, DANRE08634
OG0006664	DROME04463	DANRE03439
OG0006666	DROME07406, DROME07405, DROME07404, DROME07403	DANRE21287
OG0006667	DROME06736	DANRE26598
OG0006668	DROME09203, DROME09202, DROME09204	DANRE16558, DANRE16559
OG0006669	DROME09383	DANRE19000, DANRE18999
OG0006670	DROME03282	DANRE40208, DANRE40209
OG0006673	DROME03524	DANRE00592, DANRE39690
OG0006676	DROME04549	DANRE12779
OG0006677	DROME21382	DANRE09349
OG0006678	DROME02009	DANRE28792
OG0006679	DROME03949, DROME03948	DANRE03939, DANRE03938
OG0006681	DROME07359, DROME07360	DANRE17737
OG0006684	DROME10607	DANRE30786
OG0006686	DROME10194	DANRE18994, DANRE18993, DANRE18992
OG0006689	DROME16220, DROME06540	DANRE12368
OG0006690	DROME00556	DANRE23373, DANRE23374, DANRE23375
OG0006691	DROME16256	DANRE03684
OG0006692	DROME03538	DANRE15155, DANRE15154
OG0006694	DROME08808	DANRE18391
OG0006695	DROME15570	DANRE07414
OG0006697	DROME13987	DANRE04313, DANRE10885
OG0006698	DROME10462, DROME10461	DANRE09646, DANRE09648, DANRE09647
OG0006702	DROME02407	DANRE15041
OG0006703	DROME12345	DANRE39207
OG0006705	DROME10883	DANRE36324
OG0006706	DROME18775	DANRE26557
OG0006707	DROME19785	DANRE41014, DANRE41015
OG0006708	DROME07913	DANRE09074, DANRE09073
OG0006709	DROME12082	DANRE42754, DANRE42753
OG0006710	DROME13063, DROME13065, DROME13064	DANRE38095
OG0006712	DROME09518, DROME09519	DANRE23043
OG0006714	DROME13246	DANRE20419, DANRE06658
OG0006717	DROME10030	DANRE07244, DANRE07245, DANRE07243
OG0006719	DROME11683	DANRE36176
OG0006721	DROME06897	DANRE28349
OG0006722	DROME04394	DANRE37554, DANRE37553
OG0006723	DROME17509	DANRE39823
OG0006724	DROME13169	DANRE40260
OG0006725	DROME01185	DANRE36705
OG0006726	DROME11357	DANRE18406, DANRE18407
OG0006728	DROME19775	DANRE09817
OG0006730	DROME10467	DANRE40426
OG0006731	DROME07141	DANRE08686, DANRE08687, DANRE08688, DANRE08689
OG0006732	DROME16398	DANRE42548, DANRE42549
OG0006733	DROME12191, DROME12192	DANRE19895, DANRE19894, DANRE19893, DANRE06825
OG0006734	DROME14590	DANRE11967
OG0006735	DROME21577	DANRE01761
OG0006736	DROME10186	DANRE15188
OG0006737	DROME08119	DANRE03073, DANRE03074, DANRE03072
OG0006739	DROME14549	DANRE25130, DANRE15633
OG0006741	DROME13025	DANRE22261
OG0006742	DROME17425	DANRE06943, DANRE15666
OG0006745	DROME12660	DANRE22218, DANRE22215, DANRE22216, DANRE22217
OG0006748	DROME00422	DANRE27992
OG0006749	DROME18950	DANRE28961, DANRE28962
OG0006750	DROME09705	DANRE18340
OG0006753	DROME16826	DANRE11805, DANRE11806
OG0006754	DROME03000	DANRE09950, DANRE13577
OG0006755	DROME13740	DANRE35544
OG0006757	DROME14155	DANRE13143, DANRE13144
OG0006758	DROME17868, DROME17867	DANRE22084
OG0006760	DROME19427	DANRE00421
OG0006762	DROME14028	DANRE05906, DANRE05907, DANRE03761, DANRE05905
OG0006765	DROME10592, DROME10591	DANRE38619, DANRE38618
OG0006766	DROME03426	DANRE20282, DANRE20283
OG0006768	DROME02900	DANRE10387
OG0006769	DROME06420	DANRE38421, DANRE38420
OG0006770	DROME13620	DANRE25957, DANRE13458, DANRE13459
OG0006772	DROME15798, DROME09251	DANRE16400
OG0006777	DROME18870, DROME18871	DANRE19888
OG0006780	DROME20962	DANRE11139, DANRE11138
OG0006791	DROME09378, DROME09358, DROME12573	DANRE22117, DANRE07395
OG0006791	DROME15344	DANRE22118
OG0006826	DROME14383	DANRE20199, DANRE20200
OG0006828	DROME08100, DROME08101, DROME21318	DANRE33264
OG0006830	DROME11906	DANRE20293
OG0006832	DROME16492, DROME16493	DANRE05650, DANRE05651
OG0006833	DROME06375	DANRE39031
OG0006835	DROME02280, DROME02306	DANRE15207
OG0006838	DROME08307	DANRE29999, DANRE30000
OG0006842	DROME20782	DANRE16946
OG0006843	DROME06952	DANRE00575
OG0006844	DROME01743	DANRE25978, DANRE25977
OG0006845	DROME17007	DANRE00889
OG0006846	DROME08329	DANRE11134
OG0006849	DROME03499	DANRE04779
OG0006851	DROME10053	DANRE11826, DANRE11827, DANRE11012, DANRE03308
OG0006852	DROME13239	DANRE25832, DANRE30743
OG0006856	DROME17826	DANRE24719
OG0006857	DROME13855	DANRE21322, DANRE21323, DANRE21320, DANRE21321
OG0006860	DROME20680, DROME20679	DANRE39348
OG0006862	DROME15144	DANRE05434, DANRE05435
OG0006864	DROME02889	DANRE30356
OG0006865	DROME12006	DANRE37107, DANRE37108
OG0006868	DROME14011, DROME14010	DANRE40480, DANRE40481
OG0006871	DROME13968	DANRE36314
OG0006874	DROME19509	DANRE02204
OG0006875	DROME18909	DANRE19819
OG0006876	DROME04074	DANRE36350
OG0006877	DROME14060	DANRE25161
OG0006878	DROME10685, DROME10684	DANRE26618
OG0006880	DROME13822	DANRE02192, DANRE02193, DANRE02191
OG0006881	DROME07121	DANRE07877
OG0006882	DROME09123	DANRE12968, DANRE12967
OG0006885	DROME10284	DANRE36038
OG0006886	DROME21253	DANRE33750
OG0006887	DROME13817	DANRE35935
OG0006888	DROME19638	DANRE20632
OG0006889	DROME21560, DROME21559	DANRE12508
OG0006890	DROME08143	DANRE04449
OG0006891	DROME18748	DANRE15280, DANRE15279
OG0006892	DROME00140	DANRE42353
OG0006893	DROME12133	DANRE35990, DANRE35991, DANRE35992
OG0006894	DROME05303	DANRE04254, DANRE04253
OG0006895	DROME01866	DANRE04051
OG0006897	DROME19217	DANRE34848, DANRE34849, DANRE34850
OG0006898	DROME10588, DROME10587	DANRE12640
OG0006900	DROME09764, DROME09765	DANRE17615, DANRE17616
OG0006901	DROME11048, DROME14826	DANRE42359, DANRE42358
OG0006902	DROME14332	DANRE40997
OG0006905	DROME14624, DROME14623	DANRE36867
OG0006906	DROME15670	DANRE35097
OG0006907	DROME02137, DROME02136	DANRE30638
OG0006909	DROME06225	DANRE40335
OG0006911	DROME14763	DANRE07250
OG0006914	DROME08141	DANRE00540, DANRE00539
OG0006918	DROME03248	DANRE09402
OG0006919	DROME06069	DANRE03724
OG0006920	DROME01129	DANRE41930
OG0006923	DROME11746	DANRE14202
OG0006924	DROME14721	DANRE34932
OG0006925	DROME11109	DANRE10925, DANRE10926
OG0006926	DROME00053	DANRE14985
OG0006927	DROME11010	DANRE28369
OG0006931	DROME11546	DANRE18816
OG0006932	DROME16429	DANRE03602, DANRE03603, DANRE29298
OG0006934	DROME00627	DANRE42873
OG0006935	DROME17600	DANRE04751
OG0006936	DROME12923	DANRE05124
OG0006937	DROME00527	DANRE39416
OG0006938	DROME14949	DANRE01654
OG0006940	DROME19018, DROME19017	DANRE03264, DANRE03263
OG0006942	DROME17406	DANRE40029
OG0006943	DROME05311, DROME05310, DROME05312	DANRE31332
OG0006945	DROME04092, DROME04093	DANRE42360
OG0006946	DROME06810	DANRE00393, DANRE00394, DANRE00392
OG0006948	DROME10887	DANRE05810
OG0006949	DROME17510	DANRE12732
OG0006951	DROME19073	DANRE14887, DANRE14889, DANRE14888
OG0006952	DROME11379	DANRE14759
OG0006953	DROME15970	DANRE01132
OG0006954	DROME13996, DROME13995	DANRE11015
OG0006957	DROME16961	DANRE06715, DANRE06716
OG0006958	DROME12297	DANRE35182
OG0006959	DROME10650	DANRE37495
OG0006960	DROME21228	DANRE42368, DANRE42367
OG0006962	DROME03277	DANRE02782
OG0006964	DROME19570	DANRE09142
OG0006965	DROME01022, DROME14680, DROME01021	DANRE34544, DANRE34543
OG0006966	DROME12638, DROME12639	DANRE12258
OG0006967	DROME01193	DANRE03623, DANRE03622
OG0006968	DROME19323	DANRE26323
OG0006969	DROME16910	DANRE06563
OG0006970	DROME11918	DANRE16466, DANRE16465, DANRE06600
OG0006971	DROME11799, DROME11798	DANRE40878, DANRE40877
OG0006973	DROME15580	DANRE17252
OG0006975	DROME07368	DANRE09037
OG0006977	DROME16367	DANRE02258
OG0006979	DROME08887	DANRE38972
OG0006982	DROME16125	DANRE33288
OG0006983	DROME07189	DANRE23215
OG0006985	DROME14217	DANRE02673
OG0006988	DROME01608	DANRE29990
OG0006989	DROME21716, DROME21715, DROME01750	DANRE21381
OG0006990	DROME10642	DANRE17525, DANRE17526, DANRE17527
OG0006991	DROME04692	DANRE22662, DANRE22663, DANRE22661
OG0006992	DROME13157	DANRE03940
OG0006994	DROME04632	DANRE41698
OG0006995	DROME04021	DANRE14381, DANRE14382
OG0006996	DROME01798	DANRE04792
OG0006997	DROME06801	DANRE31374, DANRE31375
OG0006998	DROME01960	DANRE03324, DANRE43324
OG0006999	DROME11377	DANRE10373, DANRE10372
OG0007000	DROME11064, DROME16292	DANRE40871, DANRE40870
OG0007001	DROME08011	DANRE31299
OG0007002	DROME07791	DANRE19224, DANRE19223
OG0007003	DROME00287	DANRE38881
OG0007005	DROME09757	DANRE07555, DANRE07554
OG0007007	DROME00847	DANRE01269, DANRE01270
OG0007009	DROME17681	DANRE35325
OG0007010	DROME01605	DANRE17817
OG0007011	DROME20885	DANRE08885, DANRE08884, DANRE08883
OG0007012	DROME22023	DANRE37825, DANRE37827, DANRE37828, DANRE37826
OG0007013	DROME01987	DANRE04152
OG0007014	DROME08628	DANRE16137, DANRE16136
OG0007015	DROME19728	DANRE22599, DANRE22598
OG0007016	DROME20048	DANRE25387, DANRE25386
OG0007018	DROME04944	DANRE07063
OG0007021	DROME20584	DANRE42260
OG0007022	DROME14811	DANRE01733
OG0007023	DROME06431	DANRE21295
OG0007024	DROME17667, DROME19376	DANRE25046
OG0007025	DROME04842	DANRE39883
OG0007027	DROME20714	DANRE41272
OG0007028	DROME21651	DANRE27455
OG0007029	DROME01489	DANRE02752, DANRE02753, DANRE02754
OG0007030	DROME20793	DANRE15794
OG0007032	DROME01322	DANRE42519
OG0007033	DROME18841	DANRE18803, DANRE18804
OG0007034	DROME06058	DANRE21262
OG0007035	DROME00441, DROME00440	DANRE35003, DANRE08155
OG0007036	DROME10185	DANRE14569, DANRE14568, DANRE14567, DANRE14566
OG0007037	DROME13026	DANRE42762
OG0007039	DROME20966, DROME20965	DANRE18016
OG0007040	DROME02611	DANRE34356
OG0007041	DROME00583, DROME00582	DANRE37642, DANRE25606
OG0007042	DROME08739	DANRE10636
OG0007043	DROME02534	DANRE04197
OG0007044	DROME05564	DANRE16211, DANRE16212
OG0007045	DROME14367, DROME14366	DANRE10111
OG0007046	DROME15728	DANRE11415
OG0007047	DROME00193, DROME00194	DANRE14646
OG0007048	DROME01791, DROME19143	DANRE30007, DANRE03630
OG0007049	DROME16917	DANRE12279, DANRE12278
OG0007050	DROME06887	DANRE07382
OG0007051	DROME15152	DANRE09885
OG0007053	DROME16115	DANRE29142
OG0007054	DROME10899	DANRE29653, DANRE29652
OG0007055	DROME01836	DANRE33530
OG0007056	DROME21912	DANRE07920
OG0007057	DROME16884	DANRE37617
OG0007058	DROME16980	DANRE13123
OG0007059	DROME17512, DROME17511, DROME17513	DANRE03981
OG0007061	DROME21168	DANRE22042, DANRE22041
OG0007062	DROME01875	DANRE13114, DANRE13113
OG0007063	DROME04000	DANRE09361
OG0007068	DROME19884	DANRE39233, DANRE39232
OG0007069	DROME19398	DANRE11002
OG0007073	DROME16763	DANRE08821
OG0007074	DROME01655	DANRE27996, DANRE27997, DANRE27999, DANRE27998
OG0007075	DROME11946	DANRE03285, DANRE43299
OG0007081	DROME01767, DROME01766	DANRE29557, DANRE29558, DANRE29559
OG0007082	DROME01955, DROME01957, DROME01956, DROME01954	DANRE30592
OG0007083	DROME03474	DANRE14647
OG0007084	DROME17683, DROME09532	DANRE36884, DANRE36883
OG0007088	DROME22014	DANRE27920
OG0007089	DROME12957	DANRE07652, DANRE07651
OG0007090	DROME20794	DANRE21490
OG0007091	DROME06753	DANRE11390, DANRE11389
OG0007092	DROME18902, DROME06271	DANRE18833
OG0007093	DROME16944	DANRE38295
OG0007095	DROME11360	DANRE10009, DANRE10008
OG0007097	DROME14761	DANRE39435
OG0007098	DROME02756	DANRE25426, DANRE25425
OG0007099	DROME16425	DANRE16832
OG0007100	DROME01519, DROME01520	DANRE20633, DANRE20634
OG0007102	DROME07635, DROME09291, DROME09290	DANRE41563, DANRE41565, DANRE41564
OG0007103	DROME15968, DROME15969	DANRE03284
OG0007105	DROME03967	DANRE37505
OG0007106	DROME13665	DANRE21012, DANRE21013, DANRE21015, DANRE21014
OG0007107	DROME06221	DANRE15981, DANRE15980, DANRE15979
OG0007112	DROME21664, DROME21665	DANRE25814
OG0007113	DROME08212	DANRE21296
OG0007114	DROME08700	DANRE10602, DANRE14572
OG0007116	DROME18939	DANRE28502, DANRE28501, DANRE43398
OG0007117	DROME09414	DANRE31482
OG0007118	DROME16742	DANRE10021, DANRE10022
OG0007119	DROME02006	DANRE36376, DANRE36377
OG0007120	DROME12932	DANRE19755, DANRE19754
OG0007121	DROME14887	DANRE21444
OG0007124	DROME19157	DANRE41957
OG0007125	DROME00216	DANRE36299, DANRE36298
OG0007126	DROME01679	DANRE17417, DANRE00882
OG0007127	DROME14552	DANRE14792, DANRE14793, DANRE14791, DANRE10353
OG0007128	DROME09591	DANRE19019
OG0007129	DROME09207, DROME09208	DANRE20067, DANRE20068, DANRE05951
OG0007130	DROME03247	DANRE30904
OG0007131	DROME17642	DANRE40030, DANRE40031
OG0007132	DROME04510	DANRE15088, DANRE15087
OG0007134	DROME13786, DROME13787	DANRE22130, DANRE22129
OG0007136	DROME06497	DANRE25959
OG0007137	DROME08116	DANRE27979
OG0007138	DROME13828	DANRE26666, DANRE26667
OG0007139	DROME20628, DROME22010, DROME22009, DROME19837	DANRE39772, DANRE39771
OG0007140	DROME15375, DROME15374	DANRE27837, DANRE35428
OG0007143	DROME02690	DANRE12075
OG0007144	DROME12565, DROME12567, DROME12566	DANRE17418
OG0007145	DROME13245	DANRE26346
OG0007146	DROME11547	DANRE06482, DANRE06480, DANRE06481
OG0007147	DROME17710	DANRE01796
OG0007148	DROME15555	DANRE41181
OG0007150	DROME13333	DANRE38611, DANRE38612
OG0007151	DROME07790	DANRE10301
OG0007153	DROME14766	DANRE04392, DANRE04391
OG0007154	DROME05203	DANRE05456
OG0007158	DROME10619	DANRE14540
OG0007160	DROME04948	DANRE38832, DANRE38833, DANRE38831
OG0007163	DROME03396	DANRE09124
OG0007164	DROME07185, DROME07184	DANRE16181
OG0007165	DROME14270	DANRE01262, DANRE01263
OG0007166	DROME05148, DROME04552	DANRE37616
OG0007171	DROME12461	DANRE05910, DANRE05911
OG0007173	DROME02748	DANRE07590
OG0007174	DROME04393	DANRE22362
OG0007175	DROME21360	DANRE39288
OG0007176	DROME06904	DANRE08683
OG0007177	DROME20944	DANRE10701, DANRE10700, DANRE10702
OG0007178	DROME03988	DANRE18259, DANRE18258
OG0007180	DROME20745	DANRE21576, DANRE21577
OG0007181	DROME05345	DANRE22763, DANRE22762
OG0007183	DROME07166	DANRE09025, DANRE09026
OG0007184	DROME21036, DROME17546	DANRE15058, DANRE15059
OG0007186	DROME00062	DANRE03876
OG0007187	DROME15404	DANRE01702
OG0007188	DROME20960	DANRE42159, DANRE42158
OG0007189	DROME05467	DANRE29276, DANRE21865
OG0007190	DROME16734	DANRE01561, DANRE01562
OG0007191	DROME03633	DANRE40013
OG0007192	DROME21735	DANRE42628
OG0007198	DROME19511, DROME19512	DANRE20648
OG0007199	DROME11470, DROME11469	DANRE14796, DANRE14795, DANRE14148
OG0007200	DROME00880, DROME00879	DANRE04259
OG0007201	DROME18595	DANRE21446
OG0007209	DROME20678	DANRE34309, DANRE35451
OG0007213	DROME01745, DROME01746	DANRE30188, DANRE30189, DANRE29054, DANRE29053
OG0007248	DROME21365	DANRE28303
OG0007251	DROME21854	DANRE28156
OG0007253	DROME00305	DANRE24848, DANRE38288
OG0007254	DROME17212, DROME17211	DANRE17415
OG0007256	DROME15121	DANRE35626
OG0007258	DROME03306	DANRE19018
OG0007260	DROME22107	DANRE38136
OG0007261	DROME07070	DANRE15986, DANRE15985, DANRE43125
OG0007264	DROME04401	DANRE25424
OG0007266	DROME03348	DANRE30633
OG0007267	DROME07785	DANRE26686, DANRE26687
OG0007269	DROME10599	DANRE12063
OG0007271	DROME10780, DROME10781	DANRE04167, DANRE04136, DANRE04135
OG0007274	DROME13219	DANRE01276
OG0007279	DROME12978, DROME12980, DROME12979	DANRE20338
OG0007280	DROME20512	DANRE26658
OG0007281	DROME11415, DROME11416	DANRE30501, DANRE30500
OG0007282	DROME02027	DANRE33520
OG0007288	DROME07470	DANRE07196, DANRE07197
OG0007289	DROME03667	DANRE38281, DANRE38283, DANRE38282
OG0007291	DROME13803	DANRE28295, DANRE28294
OG0007292	DROME04984	DANRE09241, DANRE09240
OG0007296	DROME06821	DANRE38101
OG0007298	DROME03253	DANRE16677
OG0007299	DROME20621	DANRE34012, DANRE34011
OG0007300	DROME05437	DANRE14858
OG0007301	DROME00949	DANRE14613, DANRE14612
OG0007302	DROME10695	DANRE36522
OG0007303	DROME16338	DANRE21868
OG0007304	DROME05565	DANRE23396
OG0007305	DROME06380	DANRE34982
OG0007306	DROME09353	DANRE01049
OG0007307	DROME21844	DANRE04470
OG0007309	DROME00052	DANRE16826
OG0007312	DROME15097	DANRE29986, DANRE29987
OG0007316	DROME03218	DANRE39257, DANRE39258, DANRE39255, DANRE39256
OG0007317	DROME05767	DANRE11318
OG0007319	DROME02096	DANRE37045, DANRE37047, DANRE37046
OG0007321	DROME14886	DANRE06820
OG0007322	DROME01656	DANRE34262
OG0007323	DROME06979	DANRE21933, DANRE21932
OG0007325	DROME00772	DANRE12985
OG0007329	DROME03540	DANRE09561, DANRE09562
OG0007330	DROME06616	DANRE07790, DANRE07791
OG0007331	DROME00081	DANRE31231
OG0007333	DROME16724	DANRE22246, DANRE22247, DANRE16144
OG0007334	DROME14550	DANRE14827
OG0007335	DROME20744	DANRE17585
OG0007336	DROME19792	DANRE10061
OG0007339	DROME15967	DANRE23834
OG0007340	DROME01190	DANRE13852, DANRE13850, DANRE13851
OG0007341	DROME11695	DANRE04473
OG0007342	DROME20920, DROME20921	DANRE35323
OG0007343	DROME05240	DANRE21557, DANRE28341
OG0007344	DROME20098	DANRE05827, DANRE05828
OG0007345	DROME03586	DANRE15610, DANRE15612, DANRE15613, DANRE15611
OG0007347	DROME13215	DANRE36745
OG0007348	DROME14950	DANRE16194
OG0007349	DROME04078	DANRE39606
OG0007351	DROME10598	DANRE14677, DANRE14676, DANRE14675, DANRE08595
OG0007352	DROME21703	DANRE16773
OG0007354	DROME05477, DROME05476	DANRE24128
OG0007355	DROME17231	DANRE13636
OG0007356	DROME08592	DANRE36634
OG0007357	DROME00169	DANRE38560
OG0007358	DROME20269, DROME20268	DANRE43184
OG0007359	DROME19146	DANRE23813, DANRE23812, DANRE26870, DANRE26868
OG0007360	DROME19459	DANRE27456
OG0007361	DROME13934	DANRE14944
OG0007363	DROME13676	DANRE16032
OG0007364	DROME21809	DANRE29303
OG0007365	DROME04793	DANRE36420
OG0007366	DROME08151	DANRE21573, DANRE21572
OG0007367	DROME04903	DANRE27165
OG0007368	DROME12399	DANRE13338
OG0007370	DROME03968	DANRE08197
OG0007371	DROME02186	DANRE16865
OG0007374	DROME19817, DROME06981, DROME06980	DANRE00280
OG0007375	DROME20148	DANRE11069
OG0007376	DROME12395	DANRE39201
OG0007377	DROME11841	DANRE18290, DANRE18289
OG0007378	DROME12005	DANRE00748
OG0007379	DROME14877	DANRE17790, DANRE17791
OG0007382	DROME00478	DANRE15296
OG0007385	DROME05965	DANRE13349
OG0007386	DROME08936	DANRE18467
OG0007387	DROME11857	DANRE34966
OG0007388	DROME07430	DANRE38076, DANRE38075
OG0007389	DROME20485	DANRE19186, DANRE19187, DANRE19185
OG0007391	DROME08685, DROME08686	DANRE35086
OG0007393	DROME14294	DANRE12093
OG0007394	DROME19789	DANRE07734, DANRE07733
OG0007395	DROME15690	DANRE04069
OG0007396	DROME11407	DANRE38842, DANRE38841, DANRE38843
OG0007397	DROME14953	DANRE38807, DANRE38808
OG0007399	DROME04756	DANRE39639, DANRE39640
OG0007400	DROME05763	DANRE24512
OG0007401	DROME20204	DANRE34136
OG0007403	DROME05771	DANRE06465
OG0007405	DROME10897, DROME10896	DANRE12349
OG0007407	DROME09567	DANRE04761
OG0007408	DROME15350, DROME15352	DANRE10196
OG0007409	DROME12956	DANRE10224, DANRE10225
OG0007411	DROME09875	DANRE39541
OG0007412	DROME16298	DANRE42558
OG0007413	DROME04023	DANRE10248
OG0007414	DROME09035, DROME09036	DANRE36351
OG0007416	DROME19013, DROME13286	DANRE07209, DANRE07210
OG0007417	DROME06465	DANRE35348, DANRE35349
OG0007418	DROME19454, DROME19453	DANRE08205, DANRE08204
OG0007419	DROME15814	DANRE29996
OG0007421	DROME18796	DANRE01616, DANRE01615
OG0007422	DROME18166, DROME18165	DANRE11021, DANRE11020
OG0007423	DROME21225	DANRE15453, DANRE29404
OG0007424	DROME15021	DANRE24729, DANRE24728
OG0007425	DROME18621	DANRE12333
OG0007427	DROME13387	DANRE11179, DANRE11178
OG0007431	DROME18094	DANRE10354
OG0007432	DROME11099	DANRE13294
OG0007433	DROME15002, DROME15003	DANRE37715, DANRE37716
OG0007438	DROME05724	DANRE24144
OG0007439	DROME11359	DANRE05901
OG0007442	DROME17214	DANRE26604, DANRE26605, DANRE26603
OG0007445	DROME12184, DROME12185	DANRE24240
OG0007446	DROME18838	DANRE39669, DANRE39668
OG0007450	DROME18174	DANRE05621, DANRE05622
OG0007451	DROME01044	DANRE24091
OG0007452	DROME05562	DANRE18998
OG0007453	DROME08632, DROME08631	DANRE30091, DANRE30092
OG0007454	DROME01936	DANRE42564, DANRE42563
OG0007455	DROME05407	DANRE24416
OG0007456	DROME08553	DANRE35403
OG0007457	DROME09037	DANRE25169
OG0007458	DROME06115	DANRE15779
OG0007459	DROME15675	DANRE11769
OG0007460	DROME11931	DANRE11272
OG0007461	DROME04326	DANRE11529, DANRE11530
OG0007462	DROME09094	DANRE21378
OG0007463	DROME11508	DANRE30867
OG0007472	DROME12085	DANRE00512
OG0007473	DROME00942	DANRE02983
OG0007476	DROME01998	DANRE29800, DANRE29801
OG0007477	DROME18579	DANRE29475
OG0007478	DROME11578	DANRE33485
OG0007480	DROME01310	DANRE05240, DANRE05239, DANRE05238
OG0007481	DROME06787	DANRE33331, DANRE33330
OG0007482	DROME19386	DANRE13898
OG0007483	DROME16379	DANRE22340
OG0007484	DROME13008	DANRE08931
OG0007488	DROME15720	DANRE36992
OG0007490	DROME19319, DROME05428	DANRE36909, DANRE36908
OG0007491	DROME16108	DANRE29088
OG0007492	DROME03070	DANRE30846
OG0007493	DROME06082	DANRE06586, DANRE06508, DANRE06507
OG0007495	DROME21169	DANRE35662
OG0007496	DROME02361	DANRE02885
OG0007498	DROME07302	DANRE09394
OG0007499	DROME15554	DANRE19954
OG0007501	DROME05481	DANRE31037
OG0007503	DROME05006	DANRE04343
OG0007504	DROME09511	DANRE15442
OG0007507	DROME07477, DROME07281	DANRE10948, DANRE10947
OG0007508	DROME11676, DROME11677	DANRE35140
OG0007509	DROME00425, DROME08833	DANRE33335
OG0007510	DROME16224	DANRE05836
OG0007515	DROME00112	DANRE30056
OG0007517	DROME17380, DROME17379	DANRE25778, DANRE25779, DANRE25777
OG0007518	DROME00450	DANRE31580
OG0007519	DROME11576	DANRE13007
OG0007522	DROME12681, DROME06917	DANRE11801
OG0007525	DROME18795	DANRE21489
OG0007527	DROME11575	DANRE27156
OG0007531	DROME18150	DANRE19264
OG0007533	DROME10145	DANRE16508, DANRE37545
OG0007546	DROME08927, DROME08928, DROME08929, DROME08932, DROME08931, DROME12517, DROME12516, DROME12518, DROME12519, DROME00187	DANRE16541
OG0007550	DROME03286	DANRE39366, DANRE26260, DANRE39364, DANRE39365
OG0007552	DROME14368	DANRE29343, DANRE21966, DANRE21967, DANRE28808, DANRE28807
OG0007586	DROME07523	DANRE41141, DANRE41142
