Orthogroup	DROME	HUMAN
OG0006321	DROME00074	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151
OG0006322	DROME19674	HUMAN20861
OG0006323	DROME00186	HUMAN07594
OG0006328	DROME04072	HUMAN24587
OG0006329	DROME06117	HUMAN17356
OG0006330	DROME21856, DROME21857	HUMAN09633
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	HUMAN15803, HUMAN15802
OG0006332	DROME01006	HUMAN04311
OG0006333	DROME05697	HUMAN21171, HUMAN25511
OG0006334	DROME04357	HUMAN14773
OG0006335	DROME09585	HUMAN06484
OG0006339	DROME19031, DROME19030	HUMAN07408, HUMAN07407
OG0006340	DROME02471	HUMAN03191
OG0006341	DROME06095	HUMAN14510
OG0006344	DROME11878	HUMAN28604
OG0006345	DROME01528	HUMAN27906
OG0006346	DROME16623	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485
OG0006347	DROME18372, DROME18373	HUMAN06637
OG0006350	DROME10882	HUMAN23685
OG0006351	DROME17575	HUMAN22851
OG0006352	DROME15718	HUMAN28597
OG0006353	DROME00751	HUMAN15771
OG0006356	DROME02890	HUMAN12205, HUMAN12204
OG0006358	DROME03318, DROME03317	HUMAN26475
OG0006359	DROME01311	HUMAN01182
OG0006360	DROME19840	HUMAN06791
OG0006362	DROME11093	HUMAN00550
OG0006363	DROME07012	HUMAN04865
OG0006364	DROME14912	HUMAN28809
OG0006365	DROME21616, DROME21617	HUMAN17577, HUMAN30443
OG0006367	DROME09374	HUMAN16619, HUMAN16620
OG0006370	DROME08234	HUMAN27328
OG0006372	DROME08788	HUMAN05301
OG0006375	DROME19928	HUMAN10310, HUMAN10309
OG0006376	DROME13198	HUMAN29330, HUMAN29329
OG0006377	DROME08417	HUMAN23254
OG0006378	DROME17931	HUMAN22618
OG0006379	DROME02858, DROME04856	HUMAN08621
OG0006381	DROME02707, DROME20650	HUMAN06920, HUMAN30425, HUMAN06919
OG0006382	DROME15024	HUMAN08590, HUMAN08589
OG0006383	DROME12394	HUMAN19516
OG0006385	DROME09556	HUMAN04983
OG0006387	DROME09390	HUMAN19461, HUMAN19462, HUMAN00501
OG0006388	DROME20388, DROME20387	HUMAN10177, HUMAN30153, HUMAN30163, HUMAN13637
OG0006389	DROME15710	HUMAN29747, HUMAN25835
OG0006392	DROME11920	HUMAN01485
OG0006393	DROME03463, DROME03462	HUMAN28534, HUMAN14443
OG0006395	DROME00130	HUMAN18809, HUMAN18808
OG0006398	DROME21615	HUMAN01047, HUMAN01046
OG0006402	DROME17310	HUMAN22757, HUMAN22756
OG0006405	DROME13750, DROME13751	HUMAN04667, HUMAN03885, HUMAN03882, HUMAN03883, HUMAN03884
OG0006406	DROME19952, DROME19616	HUMAN13006, HUMAN15941, HUMAN13007
OG0006408	DROME17398, DROME17397	HUMAN09012, HUMAN09011
OG0006442	DROME16371	HUMAN24430, HUMAN24429
OG0006443	DROME16038	HUMAN04869
OG0006447	DROME10748	HUMAN29322, HUMAN29323
OG0006448	DROME21414	HUMAN23211
OG0006449	DROME03272	HUMAN28069
OG0006454	DROME19164	HUMAN13113, HUMAN13112
OG0006456	DROME00779	HUMAN14116, HUMAN14117, HUMAN14118
OG0006458	DROME10373	HUMAN05481
OG0006459	DROME10282	HUMAN09471
OG0006460	DROME15064	HUMAN02631
OG0006461	DROME01188	HUMAN20951
OG0006462	DROME01832	HUMAN20252
OG0006463	DROME10850	HUMAN13879, HUMAN13880
OG0006464	DROME15553	HUMAN30209, HUMAN22027
OG0006465	DROME04025	HUMAN02673
OG0006469	DROME02304	HUMAN12113
OG0006470	DROME05726, DROME05725	HUMAN22261
OG0006471	DROME03198	HUMAN18729
OG0006472	DROME01113	HUMAN26665
OG0006474	DROME18594	HUMAN19727
OG0006475	DROME11340, DROME11339	HUMAN26136
OG0006476	DROME02188	HUMAN07555, HUMAN07556
OG0006477	DROME16299	HUMAN05076
OG0006478	DROME10803	HUMAN14445
OG0006479	DROME03631	HUMAN00009
OG0006480	DROME15425, DROME15426	HUMAN03645
OG0006481	DROME02142, DROME01455	HUMAN05570, HUMAN20279
OG0006482	DROME21719	HUMAN08453
OG0006483	DROME04426	HUMAN08362
OG0006485	DROME17756	HUMAN04789
OG0006487	DROME20891	HUMAN20882
OG0006488	DROME14000	HUMAN15844
OG0006490	DROME17521	HUMAN07030
OG0006491	DROME09727	HUMAN13791, HUMAN13790
OG0006492	DROME19565, DROME19566	HUMAN11565
OG0006494	DROME13014	HUMAN21838
OG0006497	DROME11986	HUMAN07721, HUMAN07722, HUMAN07720
OG0006498	DROME00774	HUMAN29984
OG0006500	DROME02408	HUMAN08688
OG0006501	DROME07620	HUMAN15460
OG0006504	DROME01726	HUMAN26364
OG0006505	DROME19279	HUMAN02985, HUMAN02984
OG0006507	DROME11241, DROME13160	HUMAN17635, HUMAN17633, HUMAN17634
OG0006509	DROME06735	HUMAN22918, HUMAN22917
OG0006510	DROME21078	HUMAN19222
OG0006511	DROME02030	HUMAN18611, HUMAN09163
OG0006512	DROME14203	HUMAN20060, HUMAN20059
OG0006514	DROME04973	HUMAN22995
OG0006515	DROME17220	HUMAN08961
OG0006516	DROME07746	HUMAN09318
OG0006517	DROME16077, DROME16076	HUMAN13704
OG0006518	DROME12457	HUMAN25430, HUMAN25432, HUMAN25431
OG0006519	DROME10463	HUMAN02478, HUMAN02479
OG0006520	DROME01601	HUMAN07570
OG0006522	DROME21565, DROME21563, DROME21564	HUMAN12255, HUMAN12266
OG0006523	DROME13324	HUMAN15810, HUMAN15811
OG0006524	DROME08322	HUMAN26841
OG0006525	DROME16242	HUMAN28845
OG0006526	DROME10066	HUMAN28412
OG0006528	DROME03901, DROME03902, DROME03900	HUMAN18246
OG0006530	DROME02632	HUMAN01857
OG0006532	DROME18743	HUMAN14164
OG0006535	DROME21449, DROME21448	HUMAN06136
OG0006536	DROME00110	HUMAN14779
OG0006537	DROME17569	HUMAN22896
OG0006538	DROME00930	HUMAN17787
OG0006540	DROME04024	HUMAN30223
OG0006543	DROME19675	HUMAN25209
OG0006544	DROME08098	HUMAN18899
OG0006545	DROME14793	HUMAN29010, HUMAN29009
OG0006546	DROME03836	HUMAN08888
OG0006547	DROME21566	HUMAN06438
OG0006549	DROME08226	HUMAN06269
OG0006550	DROME12314	HUMAN02858
OG0006551	DROME01560	HUMAN01474
OG0006552	DROME02022	HUMAN23496
OG0006553	DROME06750	HUMAN25917
OG0006554	DROME13465	HUMAN07135
OG0006556	DROME10784	HUMAN25766
OG0006557	DROME08144	HUMAN19957
OG0006560	DROME17786	HUMAN08721
OG0006561	DROME15269	HUMAN08528, HUMAN08523
OG0006567	DROME01202	HUMAN19016
OG0006568	DROME05220	HUMAN25683
OG0006569	DROME20993	HUMAN17062
OG0006570	DROME20261	HUMAN24735
OG0006571	DROME05601	HUMAN23449
OG0006573	DROME14640	HUMAN12290, HUMAN12289
OG0006574	DROME19778	HUMAN14370
OG0006577	DROME16628	HUMAN05518, HUMAN05517
OG0006578	DROME15457	HUMAN22134
OG0006580	DROME00474	HUMAN12502, HUMAN12504
OG0006583	DROME16903	HUMAN25717
OG0006584	DROME07289	HUMAN20560
OG0006585	DROME00295, DROME00294	HUMAN17034
OG0006586	DROME11738, DROME02891	HUMAN11398
OG0006587	DROME02493	HUMAN15554, HUMAN15555, HUMAN15553
OG0006588	DROME21457	HUMAN29928
OG0006590	DROME17574	HUMAN05824, HUMAN05823
OG0006591	DROME11557, DROME11556	HUMAN28224
OG0006593	DROME11713	HUMAN20736
OG0006594	DROME12981	HUMAN10868, HUMAN10810
OG0006595	DROME20933	HUMAN03332
OG0006596	DROME13730, DROME13731	HUMAN19063, HUMAN19062
OG0006597	DROME19349	HUMAN30289
OG0006598	DROME15235	HUMAN28610
OG0006599	DROME13830, DROME13829	HUMAN17165, HUMAN22523
OG0006602	DROME18117	HUMAN14818
OG0006603	DROME08268, DROME08267	HUMAN11393
OG0006604	DROME10779	HUMAN11730, HUMAN11731
OG0006607	DROME06763	HUMAN00747, HUMAN00746
OG0006608	DROME15074	HUMAN21771, HUMAN21770
OG0006609	DROME08965	HUMAN27322
OG0006610	DROME00685	HUMAN10217
OG0006611	DROME04706, DROME04707	HUMAN06625
OG0006612	DROME07454	HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427
OG0006613	DROME02162, DROME02161	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	DROME03471	HUMAN06112, HUMAN06113
OG0006615	DROME05191	HUMAN13872
OG0006619	DROME20837, DROME20836	HUMAN24501
OG0006621	DROME01854	HUMAN26752
OG0006622	DROME13807	HUMAN28527, HUMAN29955
OG0006623	DROME03084	HUMAN04366
OG0006625	DROME13491	HUMAN18256
OG0006628	DROME04083, DROME04082	HUMAN09710
OG0006630	DROME13179	HUMAN09502
OG0006631	DROME06287	HUMAN17541
OG0006633	DROME10769	HUMAN24475
OG0006635	DROME12947	HUMAN27593, HUMAN20098
OG0006636	DROME02119	HUMAN16299
OG0006637	DROME01008	HUMAN13012
OG0006638	DROME10155	HUMAN28339
OG0006640	DROME00615	HUMAN22776
OG0006642	DROME08951	HUMAN03282
OG0006646	DROME15373	HUMAN10004
OG0006649	DROME00086	HUMAN08947
OG0006650	DROME04683, DROME04682	HUMAN11219
OG0006651	DROME04694	HUMAN19384
OG0006653	DROME10989, DROME10990	HUMAN13701
OG0006654	DROME20173	HUMAN25445
OG0006655	DROME18847	HUMAN23490, HUMAN23489
OG0006657	DROME19456, DROME19455	HUMAN07133
OG0006658	DROME21096	HUMAN08547
OG0006662	DROME19864	HUMAN05526
OG0006663	DROME13134	HUMAN18303
OG0006664	DROME04463	HUMAN23221
OG0006666	DROME07406, DROME07405, DROME07404, DROME07403	HUMAN28875
OG0006667	DROME06736	HUMAN09839
OG0006668	DROME09203, DROME09202, DROME09204	HUMAN17409
OG0006669	DROME09383	HUMAN23253
OG0006670	DROME03282	HUMAN02070, HUMAN02071
OG0006673	DROME03524	HUMAN18662, HUMAN18663
OG0006676	DROME04549	HUMAN26868
OG0006677	DROME21382	HUMAN16360, HUMAN16361
OG0006678	DROME02009	HUMAN13325, HUMAN13324
OG0006679	DROME03949, DROME03948	HUMAN03663
OG0006681	DROME07359, DROME07360	HUMAN27423, HUMAN27424
OG0006684	DROME10607	HUMAN26898, HUMAN26899, HUMAN26900
OG0006686	DROME10194	HUMAN29261
OG0006689	DROME16220, DROME06540	HUMAN09931
OG0006690	DROME00556	HUMAN01353
OG0006691	DROME16256	HUMAN12920, HUMAN12921
OG0006692	DROME03538	HUMAN12863, HUMAN12864
OG0006694	DROME08808	HUMAN25673
OG0006695	DROME15570	HUMAN05347, HUMAN05346
OG0006697	DROME13987	HUMAN03758
OG0006698	DROME10462, DROME10461	HUMAN28004
OG0006702	DROME02407	HUMAN00468
OG0006703	DROME12345	HUMAN27810
OG0006705	DROME10883	HUMAN21830, HUMAN21831
OG0006706	DROME18775	HUMAN01180
OG0006707	DROME19785	HUMAN20459, HUMAN20457, HUMAN20458
OG0006708	DROME07913	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	DROME12082	HUMAN17846
OG0006710	DROME13063, DROME13065, DROME13064	HUMAN28677
OG0006712	DROME09518, DROME09519	HUMAN19027
OG0006714	DROME13246	HUMAN24242, HUMAN24241
OG0006717	DROME10030	HUMAN04735
OG0006721	DROME06897	HUMAN15069, HUMAN15065
OG0006722	DROME04394	HUMAN10116
OG0006723	DROME17509	HUMAN01452
OG0006724	DROME13169	HUMAN00251, HUMAN00252
OG0006725	DROME01185	HUMAN20956
OG0006726	DROME11357	HUMAN25679
OG0006728	DROME19775	HUMAN13864, HUMAN13865
OG0006730	DROME10467	HUMAN01413
OG0006731	DROME07141	HUMAN15325
OG0006732	DROME16398	HUMAN17586
OG0006733	DROME12191, DROME12192	HUMAN04919
OG0006734	DROME14590	HUMAN25074
OG0006735	DROME21577	HUMAN06599
OG0006737	DROME08119	HUMAN10669
OG0006739	DROME14549	HUMAN28943
OG0006741	DROME13025	HUMAN20918
OG0006742	DROME17425	HUMAN30051, HUMAN22412
OG0006743	DROME14112	HUMAN29393
OG0006745	DROME12660	HUMAN21637
OG0006748	DROME00422	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505, HUMAN18506
OG0006749	DROME18950	HUMAN10255, HUMAN10254
OG0006750	DROME09705	HUMAN16679
OG0006753	DROME16826	HUMAN08651
OG0006754	DROME03000	HUMAN28391
OG0006755	DROME13740	HUMAN17392
OG0006757	DROME14155	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	DROME17868, DROME17867	HUMAN20524
OG0006760	DROME19427	HUMAN23407
OG0006762	DROME14028	HUMAN16948
OG0006765	DROME10592, DROME10591	HUMAN11017
OG0006766	DROME03426	HUMAN30336
OG0006768	DROME02900	HUMAN15305
OG0006769	DROME06420	HUMAN03966
OG0006770	DROME13620	HUMAN09788
OG0006772	DROME15798, DROME09251	HUMAN17212
OG0006777	DROME18870, DROME18871	HUMAN15487
OG0006780	DROME20962	HUMAN08729
OG0006791	DROME09378, DROME09358, DROME12573	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238
OG0006826	DROME14383	HUMAN23918
OG0006828	DROME08100, DROME08101, DROME21318	HUMAN23672
OG0006830	DROME11906	HUMAN12476
OG0006832	DROME16492, DROME16493	HUMAN08384, HUMAN08383
OG0006833	DROME06375	HUMAN11220
OG0006835	DROME02280, DROME02306	HUMAN05300
OG0006838	DROME08307	HUMAN10291
OG0006842	DROME20782	HUMAN14862
OG0006843	DROME06952	HUMAN28655
OG0006844	DROME01743	HUMAN09468
OG0006845	DROME17007	HUMAN04886
OG0006846	DROME08329	HUMAN08740, HUMAN08738
OG0006849	DROME03499	HUMAN16918
OG0006851	DROME10053	HUMAN03180
OG0006852	DROME13239	HUMAN26914
OG0006856	DROME17826	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	DROME13855	HUMAN29744
OG0006860	DROME20680, DROME20679	HUMAN11386
OG0006862	DROME15144	HUMAN08983
OG0006864	DROME02889	HUMAN10411
OG0006865	DROME12006	HUMAN07621
OG0006868	DROME14011, DROME14010	HUMAN20940
OG0006870	DROME14456	HUMAN17467, HUMAN17468
OG0006871	DROME13968	HUMAN02101
OG0006874	DROME19509	HUMAN21129
OG0006875	DROME18909	HUMAN05504
OG0006876	DROME04074	HUMAN01056
OG0006877	DROME14060	HUMAN09886
OG0006878	DROME10685, DROME10684	HUMAN01136
OG0006880	DROME13822	HUMAN21476
OG0006881	DROME07121	HUMAN04095
OG0006882	DROME09123	HUMAN11464
OG0006885	DROME10284	HUMAN20135
OG0006886	DROME21253	HUMAN29974
OG0006887	DROME13817	HUMAN12500
OG0006888	DROME19638	HUMAN25053
OG0006889	DROME21560, DROME21559	HUMAN11509
OG0006890	DROME08143	HUMAN03527
OG0006891	DROME18748	HUMAN04608
OG0006892	DROME00140	HUMAN18023
OG0006893	DROME12133	HUMAN13212, HUMAN13211, HUMAN13213
OG0006894	DROME05303	HUMAN13291
OG0006895	DROME01866	HUMAN03555
OG0006897	DROME19217	HUMAN23447
OG0006898	DROME10588, DROME10587	HUMAN11309
OG0006900	DROME09764, DROME09765	HUMAN25793
OG0006901	DROME11048, DROME14826	HUMAN18029, HUMAN18028
OG0006902	DROME14332	HUMAN27525
OG0006905	DROME14624, DROME14623	HUMAN19217
OG0006906	DROME15670	HUMAN11694
OG0006907	DROME02137, DROME02136	HUMAN16729, HUMAN16728, HUMAN16727
OG0006909	DROME06225	HUMAN29823
OG0006911	DROME14763	HUMAN04725
OG0006914	DROME08141	HUMAN28656
OG0006918	DROME03248	HUMAN28188
OG0006919	DROME06069	HUMAN22288
OG0006920	DROME01129	HUMAN07463
OG0006923	DROME11746	HUMAN00553, HUMAN00554
OG0006924	DROME14721	HUMAN23650
OG0006925	DROME11109	HUMAN09328
OG0006926	DROME00053	HUMAN00625
OG0006927	DROME11010	HUMAN14265
OG0006931	DROME11546	HUMAN27632, HUMAN27633
OG0006932	DROME16429	HUMAN20250
OG0006934	DROME00627	HUMAN07629, HUMAN07628
OG0006935	DROME17600	HUMAN28718
OG0006936	DROME12923	HUMAN03224
OG0006937	DROME00527	HUMAN13657
OG0006938	DROME14949	HUMAN20508, HUMAN20507
OG0006940	DROME19018, DROME19017	HUMAN12719
OG0006942	DROME17406	HUMAN04879, HUMAN04878
OG0006943	DROME05311, DROME05310, DROME05312	HUMAN03534
OG0006944	DROME07597	HUMAN20962
OG0006945	DROME04092, DROME04093	HUMAN18030
OG0006946	DROME06810	HUMAN29372
OG0006948	DROME10887	HUMAN20132, HUMAN20131
OG0006949	DROME17510	HUMAN09677
OG0006951	DROME19073	HUMAN26563
OG0006952	DROME11379	HUMAN29995, HUMAN28013
OG0006953	DROME15970	HUMAN11732
OG0006954	DROME13996, DROME13995	HUMAN08336
OG0006957	DROME16961	HUMAN24327
OG0006958	DROME12297	HUMAN29194, HUMAN29193
OG0006959	DROME10650	HUMAN02003
OG0006960	DROME21228	HUMAN21367
OG0006962	DROME03277	HUMAN00835, HUMAN00834
OG0006964	DROME19570	HUMAN25417
OG0006965	DROME01022, DROME14680, DROME01021	HUMAN22591, HUMAN22590
OG0006966	DROME12638, DROME12639	HUMAN21659
OG0006967	DROME01193	HUMAN20241
OG0006968	DROME19323	HUMAN28378
OG0006969	DROME16910	HUMAN22092, HUMAN22091
OG0006970	DROME11918	HUMAN04563
OG0006971	DROME11799, DROME11798	HUMAN07273
OG0006973	DROME15580	HUMAN25475
OG0006975	DROME07368	HUMAN00754
OG0006977	DROME16367	HUMAN21112
OG0006979	DROME08887	HUMAN09404
OG0006980	DROME12138	HUMAN21874
OG0006982	DROME16125	HUMAN18636, HUMAN18637
OG0006983	DROME07189	HUMAN00205, HUMAN00204
OG0006984	DROME08885	HUMAN06255
OG0006985	DROME14217	HUMAN20423
OG0006988	DROME01608	HUMAN15597, HUMAN15598
OG0006989	DROME21716, DROME21715, DROME01750	HUMAN18220
OG0006990	DROME10642	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	DROME04692	HUMAN19260
OG0006992	DROME13157	HUMAN03662
OG0006994	DROME04632	HUMAN17958, HUMAN17957, HUMAN17956
OG0006995	DROME04021	HUMAN20603
OG0006996	DROME01798	HUMAN16905, HUMAN16903, HUMAN16904
OG0006997	DROME06801	HUMAN20334, HUMAN20333, HUMAN20332
OG0006998	DROME01960	HUMAN13149
OG0006999	DROME11377	HUMAN28121
OG0007000	DROME11064, DROME16292	HUMAN17347, HUMAN17373
OG0007001	DROME08011	HUMAN06080
OG0007002	DROME07791	HUMAN29202
OG0007003	DROME00287	HUMAN15197
OG0007005	DROME09757	HUMAN26374
OG0007007	DROME00847	HUMAN05696, HUMAN05695
OG0007009	DROME17681	HUMAN28810
OG0007010	DROME01605	HUMAN22418
OG0007011	DROME20885	HUMAN05430
OG0007012	DROME22023	HUMAN22710
OG0007013	DROME01987	HUMAN12055
OG0007014	DROME08628	HUMAN03563, HUMAN03564
OG0007015	DROME19728	HUMAN19068
OG0007016	DROME20048	HUMAN11135
OG0007017	DROME16395	HUMAN26658
OG0007018	DROME04944	HUMAN24153
OG0007022	DROME14811	HUMAN17994
OG0007023	DROME06431	HUMAN21002
OG0007024	DROME17667, DROME19376	HUMAN26989
OG0007025	DROME04842	HUMAN13355, HUMAN13354
OG0007027	DROME20714	HUMAN20548, HUMAN20547
OG0007028	DROME21651	HUMAN02161
OG0007029	DROME01489	HUMAN02371
OG0007030	DROME20793	HUMAN23013, HUMAN23012
OG0007032	DROME01322	HUMAN19463
OG0007033	DROME18841	HUMAN18746
OG0007034	DROME06058	HUMAN06574, HUMAN06572, HUMAN06573
OG0007035	DROME00441, DROME00440	HUMAN05630
OG0007036	DROME10185	HUMAN24835
OG0007037	DROME13026	HUMAN17832, HUMAN17833
OG0007039	DROME20966, DROME20965	HUMAN08824, HUMAN08823
OG0007040	DROME02611	HUMAN30265
OG0007041	DROME00583, DROME00582	HUMAN10016
OG0007042	DROME08739	HUMAN26067
OG0007043	DROME02534	HUMAN03790
OG0007044	DROME05564	HUMAN05262, HUMAN22902
OG0007045	DROME14367, DROME14366	HUMAN00605
OG0007046	DROME15728	HUMAN25422, HUMAN25421
OG0007047	DROME00193, DROME00194	HUMAN24736
OG0007048	DROME01791, DROME19143	HUMAN26613, HUMAN26612
OG0007049	DROME16917	HUMAN11321, HUMAN11320
OG0007050	DROME06887	HUMAN22442
OG0007053	DROME16115	HUMAN12939, HUMAN12938, HUMAN12937
OG0007055	DROME01836	HUMAN19997
OG0007056	DROME21912	HUMAN11685, HUMAN11684
OG0007057	DROME16884	HUMAN03899
OG0007058	DROME16980	HUMAN05676
OG0007059	DROME17512, DROME17511, DROME17513	HUMAN03647
OG0007061	DROME21168	HUMAN03639
OG0007062	DROME01875	HUMAN21701
OG0007063	DROME04000	HUMAN15926
OG0007068	DROME19884	HUMAN22802, HUMAN22803
OG0007069	DROME19398	HUMAN08305
OG0007073	DROME16763	HUMAN18294
OG0007074	DROME01655	HUMAN21855
OG0007075	DROME11946	HUMAN27538
OG0007081	DROME01767, DROME01766	HUMAN12784, HUMAN12785
OG0007082	DROME01955, DROME01957, DROME01956, DROME01954	HUMAN06040
OG0007083	DROME03474	HUMAN24737
OG0007084	DROME17683, DROME09532	HUMAN28379
OG0007088	DROME22014	HUMAN28245, HUMAN28246
OG0007089	DROME12957	HUMAN05187
OG0007090	DROME20794	HUMAN01309
OG0007091	DROME06753	HUMAN00782
OG0007092	DROME18902, DROME06271	HUMAN08546
OG0007093	DROME16944	HUMAN11063
OG0007095	DROME11360	HUMAN16273
OG0007097	DROME14761	HUMAN07307, HUMAN07306, HUMAN07305
OG0007098	DROME02756	HUMAN11106
OG0007099	DROME16425	HUMAN02624
OG0007100	DROME01519, DROME01520	HUMAN25051
OG0007102	DROME07635, DROME09291, DROME09290	HUMAN17403
OG0007103	DROME15968, DROME15969	HUMAN03151, HUMAN03152
OG0007105	DROME03967	HUMAN17174
OG0007106	DROME13665	HUMAN21445
OG0007107	DROME06221	HUMAN24797
OG0007112	DROME21664, DROME21665	HUMAN09877
OG0007113	DROME08212	HUMAN20963
OG0007114	DROME08700	HUMAN20779
OG0007116	DROME18939	HUMAN06067
OG0007117	DROME09414	HUMAN06756
OG0007118	DROME16742	HUMAN25504
OG0007119	DROME02006	HUMAN01099
OG0007120	DROME12932	HUMAN23269, HUMAN23270
OG0007121	DROME14887	HUMAN25080, HUMAN25079
OG0007124	DROME19157	HUMAN17402, HUMAN17399
OG0007125	DROME00216	HUMAN21228
OG0007126	DROME01679	HUMAN02640, HUMAN04895
OG0007127	DROME14552	HUMAN26224
OG0007128	DROME09591	HUMAN13992, HUMAN13994
OG0007129	DROME09207, DROME09208	HUMAN24170, HUMAN24169, HUMAN03476
OG0007130	DROME03247	HUMAN06959
OG0007131	DROME17642	HUMAN23398
OG0007132	DROME04510	HUMAN28401, HUMAN28402
OG0007134	DROME13786, DROME13787	HUMAN03574, HUMAN03575
OG0007136	DROME06497	HUMAN09655
OG0007137	DROME08116	HUMAN15907
OG0007138	DROME13828	HUMAN02269
OG0007139	DROME20628, DROME22010, DROME22009, DROME19837	HUMAN24643
OG0007140	DROME15375, DROME15374	HUMAN14631
OG0007143	DROME02690	HUMAN16614
OG0007144	DROME12565, DROME12567, DROME12566	HUMAN02639
OG0007145	DROME13245	HUMAN13652
OG0007146	DROME11547	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379
OG0007147	DROME17710	HUMAN21018
OG0007148	DROME15555	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566
OG0007150	DROME13333	HUMAN11018
OG0007151	DROME07790	HUMAN05431
OG0007153	DROME14766	HUMAN16995, HUMAN16996
OG0007154	DROME05203	HUMAN08481
OG0007158	DROME10619	HUMAN19159, HUMAN19160, HUMAN22170
OG0007160	DROME04948	HUMAN10993
OG0007163	DROME03396	HUMAN01780
OG0007164	DROME07185, DROME07184	HUMAN21192
OG0007165	DROME14270	HUMAN05595
OG0007166	DROME05148, DROME04552	HUMAN04674, HUMAN04671, HUMAN04673
OG0007171	DROME12461	HUMAN02655, HUMAN02654
OG0007173	DROME02748	HUMAN05355, HUMAN05354
OG0007174	DROME04393	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951
OG0007175	DROME21360	HUMAN04157
OG0007176	DROME06904	HUMAN15324, HUMAN15323
OG0007177	DROME20944	HUMAN09300, HUMAN09299, HUMAN09301
OG0007178	DROME03988	HUMAN02113
OG0007180	DROME20745	HUMAN15073
OG0007181	DROME05345	HUMAN30517
OG0007183	DROME07166	HUMAN25330
OG0007184	DROME21036, DROME17546	HUMAN28058, HUMAN28057, HUMAN28055
OG0007186	DROME00062	HUMAN12868
OG0007187	DROME15404	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523
OG0007188	DROME20960	HUMAN17704
OG0007189	DROME05467	HUMAN20179, HUMAN20178
OG0007190	DROME16734	HUMAN26235
OG0007191	DROME03633	HUMAN23393, HUMAN23394
OG0007192	DROME21735	HUMAN17983
OG0007198	DROME19511, DROME19512	HUMAN24981
OG0007199	DROME11470, DROME11469	HUMAN28097
OG0007200	DROME00880, DROME00879	HUMAN03586, HUMAN03587
OG0007201	DROME18595	HUMAN24731, HUMAN24730
OG0007209	DROME20678	HUMAN24910
OG0007213	DROME01745, DROME01746	HUMAN10182, HUMAN10184, HUMAN10183, HUMAN10180, HUMAN10181
OG0007248	DROME21365	HUMAN13700
OG0007251	DROME21854	HUMAN14332
OG0007253	DROME00305	HUMAN24536, HUMAN11254, HUMAN11253
OG0007254	DROME17212, DROME17211	HUMAN02644
OG0007256	DROME15121	HUMAN27031
OG0007258	DROME03306	HUMAN14003
OG0007260	DROME22107	HUMAN04843, HUMAN04844
OG0007261	DROME07070	HUMAN28587
OG0007264	DROME04401	HUMAN11107
OG0007266	DROME03348	HUMAN20046
OG0007267	DROME07785	HUMAN00847
OG0007269	DROME10599	HUMAN16581, HUMAN16580, HUMAN16579
OG0007271	DROME10780, DROME10781	HUMAN13263
OG0007274	DROME13219	HUMAN05717
OG0007275	DROME08181	HUMAN24919
OG0007279	DROME12978, DROME12980, DROME12979	HUMAN11856
OG0007280	DROME20512	HUMAN27834, HUMAN27835, HUMAN27833
OG0007281	DROME11415, DROME11416	HUMAN25958
OG0007282	DROME02027	HUMAN07231
OG0007288	DROME07470	HUMAN22785
OG0007289	DROME03667	HUMAN11499
OG0007291	DROME13803	HUMAN18973
OG0007292	DROME04984	HUMAN15636
OG0007296	DROME06821	HUMAN11360
OG0007298	DROME03253	HUMAN22758
OG0007299	DROME20621	HUMAN27718, HUMAN27719
OG0007300	DROME05437	HUMAN26544
OG0007301	DROME00949	HUMAN23169, HUMAN23170
OG0007302	DROME10695	HUMAN09166
OG0007303	DROME16338	HUMAN18735
OG0007304	DROME05565	HUMAN16563, HUMAN16562, HUMAN16564
OG0007305	DROME06380	HUMAN02006
OG0007306	DROME09353	HUMAN19439, HUMAN19440, HUMAN19442
OG0007307	DROME21844	HUMAN17065, HUMAN17066
OG0007309	DROME00052	HUMAN17011
OG0007312	DROME15097	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186
OG0007316	DROME03218	HUMAN23083
OG0007317	DROME05767	HUMAN17014
OG0007319	DROME02096	HUMAN19188
OG0007321	DROME14886	HUMAN04956, HUMAN04955
OG0007322	DROME01656	HUMAN29064
OG0007323	DROME06979	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943
OG0007325	DROME00772	HUMAN11525
OG0007329	DROME03540	HUMAN24733
OG0007330	DROME06616	HUMAN05264
