Orthogroup	DROME	CAPO3
OG0002845	DROME21934, DROME05525, DROME05526	CAPO305717
OG0002847	DROME12859, DROME12860	CAPO307024
OG0002848	DROME11797	CAPO306888
OG0002850	DROME18798	CAPO305439
OG0002851	DROME07485, DROME07488, DROME07486, DROME07487	CAPO304239
OG0002855	DROME15007	CAPO304752
OG0002858	DROME20172, DROME20171	CAPO302020
OG0002860	DROME21067	CAPO304305
OG0002865	DROME09974	CAPO302058
OG0002866	DROME08853	CAPO307089
OG0002868	DROME08895, DROME08893, DROME08894	CAPO307730
OG0002870	DROME05751	CAPO303935
OG0002873	DROME15273, DROME15275, DROME15274	CAPO302439
OG0002876	DROME02491	CAPO302622
OG0002877	DROME16795	CAPO303139
OG0002883	DROME19983, DROME19982	CAPO300600
OG0002884	DROME00136	CAPO306804
OG0002888	DROME08352, DROME08351	CAPO302979
OG0002890	DROME12018	CAPO307147
OG0002891	DROME12152	CAPO305115
OG0002894	DROME07096, DROME07097	CAPO307506
OG0002895	DROME16391, DROME16390	CAPO306767, CAPO303745
OG0002896	DROME00179, DROME00180	CAPO301218
OG0002897	DROME08372	CAPO306671
OG0002899	DROME09113	CAPO306014
OG0002900	DROME06374	CAPO303795
OG0002902	DROME12234, DROME12235	CAPO300125
OG0002907	DROME00536, DROME00537, DROME00535	CAPO303347
OG0002908	DROME10191, DROME10190	CAPO301293
OG0002909	DROME00512	CAPO302801
OG0002910	DROME07768	CAPO304697
OG0002911	DROME01531, DROME01532, DROME01530	CAPO306312
OG0002914	DROME16791, DROME16792, DROME16793	CAPO304158
OG0002915	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147	CAPO307623
OG0002916	DROME03083	CAPO307991
OG0002917	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016	CAPO304597
OG0002921	DROME20904, DROME20903	CAPO307445
OG0002922	DROME13161	CAPO305731
OG0002926	DROME01891	CAPO301908
OG0002927	DROME09412, DROME09413	CAPO307647
OG0002944	DROME18576	CAPO306630
OG0002945	DROME02620	CAPO307786
OG0002947	DROME17107	CAPO306510
OG0002948	DROME05969, DROME05968, DROME05967, DROME05966	CAPO303072
OG0002949	DROME10410, DROME10411	CAPO305527, CAPO304499
OG0002950	DROME21968	CAPO302322
OG0002952	DROME10856, DROME10855, DROME10853, DROME10854	CAPO304062, CAPO304063
OG0002953	DROME06983, DROME06984	CAPO305937
OG0002954	DROME12606, DROME12607	CAPO303510
OG0002955	DROME16794	CAPO305617
OG0002957	DROME15903, DROME15902	CAPO303846
OG0002959	DROME21736	CAPO305557
OG0002960	DROME08289, DROME07308, DROME20297, DROME20296, DROME20294, DROME20295, DROME20293	CAPO301301
OG0002962	DROME20600	CAPO302937
OG0002968	DROME05214	CAPO306161
OG0002969	DROME04084, DROME04085	CAPO301408
OG0002973	DROME19229, DROME19228	CAPO301405
OG0002974	DROME01465	CAPO300358
OG0002976	DROME16320, DROME20322, DROME20323	CAPO304649
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	CAPO306762
OG0002979	DROME15607	CAPO300623
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	CAPO306469
OG0002983	DROME12376	CAPO302346
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063, DROME10078	CAPO300589
OG0002987	DROME13970, DROME13977	CAPO306603
OG0002990	DROME12949, DROME12950	CAPO304869
OG0002991	DROME05520, DROME05522, DROME05521	CAPO300778
OG0002992	DROME16899, DROME16900	CAPO307180
OG0002994	DROME07777, DROME07776	CAPO307303
OG0002997	DROME02903	CAPO307685
OG0002998	DROME04901, DROME04900, DROME04899	CAPO302958
OG0003001	DROME12222	CAPO302423
OG0003002	DROME21742	CAPO304848
OG0003004	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708	CAPO304489
OG0003005	DROME19774	CAPO302452, CAPO300516
OG0003006	DROME00129	CAPO302605
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	CAPO303642
OG0003012	DROME16686	CAPO302272
OG0003014	DROME20620	CAPO304419
OG0003016	DROME06109, DROME04760	CAPO301025
OG0003017	DROME03993, DROME03994	CAPO303755
OG0003018	DROME01985	CAPO301697
OG0003019	DROME14436	CAPO302687
OG0003022	DROME12200, DROME12201	CAPO308155
OG0003024	DROME14540, DROME13066	CAPO300933
OG0003025	DROME16128	CAPO306077
OG0003026	DROME01191	CAPO304742
OG0003027	DROME13632	CAPO302145
OG0003028	DROME19503	CAPO307794
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	CAPO301992
OG0003030	DROME20783, DROME03164	CAPO304737
OG0003033	DROME02552	CAPO300181
OG0003034	DROME13458	CAPO300214, CAPO307271
OG0003037	DROME18126	CAPO305626
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	CAPO300861
OG0003041	DROME13990, DROME13989	CAPO306033
OG0003042	DROME19648, DROME19650, DROME19649	CAPO301480
OG0003043	DROME01115	CAPO304921
OG0003044	DROME07467	CAPO300082
OG0003046	DROME06986	CAPO302851
OG0003048	DROME03285	CAPO300169
OG0003049	DROME11842	CAPO300501, CAPO307086, CAPO305726
OG0003053	DROME05736	CAPO305034
OG0003054	DROME15214	CAPO305605
OG0003055	DROME13955	CAPO307832
OG0003056	DROME01323, DROME01324	CAPO300334
OG0003058	DROME03947	CAPO305219
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	CAPO307928
OG0003060	DROME04543	CAPO300265
OG0003063	DROME03416	CAPO306091
OG0003064	DROME05139, DROME16537, DROME16536	CAPO303600
OG0003065	DROME07296	CAPO305486
OG0003072	DROME09180, DROME09181	CAPO300719
OG0003073	DROME13385, DROME14642	CAPO300571
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	CAPO305232
OG0003079	DROME11418, DROME11417	CAPO303732
OG0003103	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372	CAPO300058
OG0003104	DROME01186, DROME01187	CAPO300208
OG0003105	DROME14362, DROME14361, DROME14360	CAPO307560, CAPO307561
OG0003106	DROME07627	CAPO300222
OG0003107	DROME12506	CAPO305408
OG0003108	DROME13177, DROME13178, DROME02795, DROME10233	CAPO307100
OG0003110	DROME09020	CAPO302380
OG0003112	DROME16468, DROME01349, DROME01348	CAPO305044
OG0003113	DROME01816, DROME01817	CAPO303380
OG0003114	DROME04951, DROME04952	CAPO305811
OG0003115	DROME18331	CAPO305328
OG0003116	DROME20130	CAPO304220
OG0003119	DROME02450, DROME02453, DROME02451	CAPO301756
OG0003120	DROME17944	CAPO301313
OG0003121	DROME19886, DROME19887	CAPO300078
OG0003124	DROME18590, DROME18589, DROME18587, DROME18588, DROME18586, DROME18585	CAPO307110
OG0003125	DROME08841, DROME08840	CAPO308199
OG0003126	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162	CAPO302418
OG0003128	DROME20310, DROME20309	CAPO300639
OG0003130	DROME20301, DROME20300	CAPO308112
OG0003131	DROME18130, DROME18131	CAPO301104
OG0003135	DROME07491	CAPO304970
OG0003136	DROME17171	CAPO303233
OG0003138	DROME18809	CAPO307798
OG0003141	DROME21226, DROME21227	CAPO300915
OG0003144	DROME13433	CAPO304802
OG0003145	DROME03862	CAPO301669
OG0003146	DROME01929	CAPO304953
OG0003147	DROME16290, DROME16289	CAPO305754
OG0003149	DROME16606, DROME16608	CAPO303321
OG0003150	DROME19300	CAPO304553
OG0003151	DROME04792	CAPO302311
OG0003152	DROME17760	CAPO306395
OG0003153	DROME21845	CAPO305242
OG0003154	DROME05761	CAPO308152
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	CAPO300659
OG0003158	DROME02271	CAPO304754
OG0003159	DROME05071	CAPO307514
OG0003160	DROME17382	CAPO305734
OG0003161	DROME12081	CAPO307952, CAPO307190, CAPO305141
OG0003163	DROME02661, DROME02659	CAPO304744
OG0003164	DROME01606	CAPO302879
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	CAPO302597
OG0003169	DROME03939	CAPO302137
OG0003172	DROME02195	CAPO306984
OG0003174	DROME21527, DROME21526, DROME21528	CAPO306817
OG0003175	DROME00251, DROME02106	CAPO306274
OG0003176	DROME19128	CAPO307890
OG0003177	DROME17587	CAPO305441
OG0003178	DROME10286, DROME10285	CAPO303283
OG0003179	DROME19635	CAPO300801
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	CAPO304354
OG0003182	DROME01632	CAPO308003
OG0003184	DROME11152	CAPO303123
OG0003185	DROME08767, DROME08766	CAPO301951
OG0003187	DROME11796, DROME11795, DROME11794	CAPO303479
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	CAPO303157
OG0003191	DROME09590	CAPO306279
OG0003192	DROME12610	CAPO301014
OG0003193	DROME14192	CAPO301211
OG0003194	DROME19483	CAPO301882
OG0003198	DROME07357	CAPO304417
OG0003199	DROME12668, DROME21725, DROME21726	CAPO305890
OG0003202	DROME05838, DROME05839	CAPO307016
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	CAPO305085
OG0003206	DROME21836, DROME21837	CAPO306250
OG0003207	DROME14952	CAPO301521
OG0003210	DROME16773, DROME16774	CAPO303247
OG0003212	DROME16100	CAPO300076
OG0003214	DROME00548	CAPO305438
OG0003215	DROME09352	CAPO305646
OG0003217	DROME21077	CAPO304366
OG0003218	DROME08231, DROME08230	CAPO308113
OG0003219	DROME09373	CAPO306660
OG0003220	DROME11342, DROME11341	CAPO304799
OG0003221	DROME00225, DROME00224	CAPO300283
OG0003223	DROME09209	CAPO307650
OG0003225	DROME18849	CAPO303179
OG0003227	DROME04709	CAPO306597
OG0003228	DROME21008	CAPO305495
OG0003230	DROME17741	CAPO301507
OG0003231	DROME19301	CAPO301890
OG0003235	DROME05661, DROME05663, DROME05662	CAPO301047
OG0003238	DROME10776	CAPO305586
OG0003240	DROME12807	CAPO303081
OG0003251	DROME19769, DROME19768, DROME16949	CAPO307251
OG0003252	DROME18445	CAPO305303
OG0003254	DROME02901	CAPO307938
OG0003255	DROME06336	CAPO301338
OG0003257	DROME15418	CAPO303231
OG0003263	DROME09851	CAPO303458
OG0003264	DROME08076	CAPO306409
OG0003267	DROME01973, DROME01974, DROME02727	CAPO300914
OG0003268	DROME20306	CAPO301821
OG0003269	DROME11682	CAPO304139
OG0003272	DROME19754, DROME19755, DROME00829	CAPO300665
OG0003273	DROME01509	CAPO307851
OG0003277	DROME07456	CAPO306142
OG0003279	DROME01016, DROME01017, DROME01018	CAPO306251
OG0003282	DROME17686	CAPO305239
OG0003283	DROME12472	CAPO304400
OG0003284	DROME06818	CAPO302648
OG0003287	DROME04328, DROME08276	CAPO306546
OG0003288	DROME00366, DROME00364, DROME00365	CAPO307866
OG0003290	DROME00517	CAPO307662, CAPO300441
OG0003291	DROME20523	CAPO306657
OG0003293	DROME14676	CAPO300956
OG0003294	DROME01659, DROME01660	CAPO303988
OG0003296	DROME06822, DROME13531, DROME09502	CAPO301282
OG0003297	DROME19465	CAPO307941
OG0003298	DROME08089, DROME08088	CAPO306456
OG0003300	DROME16959	CAPO307904
OG0003301	DROME18741	CAPO300201
OG0003302	DROME01479, DROME01480	CAPO303848
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	CAPO304414
OG0003306	DROME10136	CAPO303291
OG0003309	DROME19043, DROME19042	CAPO301499
OG0003315	DROME17830, DROME17831	CAPO301649
OG0003316	DROME13200	CAPO300235
OG0003317	DROME19362	CAPO304285
OG0003318	DROME16706	CAPO302830
OG0003320	DROME12326	CAPO303640
OG0003323	DROME03630	CAPO304122
OG0003329	DROME10094, DROME10095	CAPO300711
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	CAPO303947
OG0003332	DROME00791	CAPO307894
OG0003333	DROME10886, DROME10885, DROME10884	CAPO307836
OG0003335	DROME18113, DROME18112	CAPO302255
OG0003340	DROME16534, DROME16533	CAPO305389
OG0003341	DROME01797	CAPO301683
OG0003345	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046	CAPO302682
OG0003348	DROME02128	CAPO308059, CAPO308052
OG0003349	DROME08306, DROME08305, DROME08304	CAPO300780
OG0003353	DROME11820, DROME11822, DROME11821	CAPO304897
OG0003354	DROME19858	CAPO300396
OG0003356	DROME15849	CAPO306224
OG0003357	DROME12029	CAPO307953
OG0003358	DROME16921	CAPO307281
OG0003359	DROME18758, DROME09082	CAPO303262, CAPO304527
OG0003360	DROME20878, DROME20879	CAPO301722
OG0003361	DROME13197	CAPO301802
OG0003362	DROME08296	CAPO306572
OG0003364	DROME00064	CAPO301569
OG0003365	DROME04108	CAPO301538
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	CAPO302011
OG0003368	DROME16106, DROME16107	CAPO307793
OG0003370	DROME12377, DROME12378	CAPO302725
OG0003374	DROME06476, DROME06475, DROME06474	CAPO305683
OG0003375	DROME21029	CAPO301633, CAPO305837
OG0003376	DROME16130, DROME16131, DROME16129	CAPO306560
OG0003377	DROME20606	CAPO301205
OG0003378	DROME18533	CAPO305510
OG0003380	DROME14333	CAPO301115
OG0003384	DROME17249, DROME17250	CAPO306617
OG0003386	DROME07039, DROME07040, DROME07041	CAPO300917
OG0003388	DROME11674, DROME19363	CAPO302657, CAPO304459, CAPO302957
OG0003392	DROME11355	CAPO304278
OG0003419	DROME18310, DROME17074	CAPO301040
OG0003421	DROME04908, DROME07137, DROME07651	CAPO300028
OG0003422	DROME04814	CAPO300121
OG0003424	DROME18480, DROME18479, DROME18478	CAPO307323
OG0003425	DROME11464, DROME11465, DROME11463	CAPO304371
OG0003426	DROME12495	CAPO301532
OG0003429	DROME10811, DROME14963, DROME10812	CAPO307638
OG0003430	DROME19610, DROME04057	CAPO305848
OG0003431	DROME13747	CAPO308284
OG0003434	DROME00166, DROME15353	CAPO303572
OG0003443	DROME18500	CAPO306901, CAPO306924
OG0003448	DROME02828, DROME02829, DROME02830	CAPO305307
OG0003450	DROME03280	CAPO304313
OG0003453	DROME19225	CAPO304718
OG0003454	DROME10067	CAPO305798
OG0003455	DROME04003	CAPO300221
OG0003456	DROME19556	CAPO305023
OG0003457	DROME06510, DROME06508, DROME06509	CAPO307022
OG0003458	DROME04148, DROME16139	CAPO301287
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	CAPO304210
OG0003461	DROME17474, DROME21694	CAPO304469
OG0003462	DROME00239	CAPO306452
OG0003464	DROME06231	CAPO306136
OG0003465	DROME04464	CAPO307530
OG0003467	DROME06043, DROME06042	CAPO306150
OG0003471	DROME16825	CAPO304216
OG0003475	DROME02190	CAPO307501
OG0003477	DROME12317	CAPO308122
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	CAPO300139
OG0003479	DROME13645	CAPO302288
OG0003483	DROME09876, DROME09877	CAPO305509
OG0003487	DROME12571	CAPO300925
OG0003489	DROME01312	CAPO305291
OG0003491	DROME11698	CAPO304911
OG0003492	DROME17943	CAPO306303
OG0003493	DROME09294	CAPO306533
OG0003497	DROME08732	CAPO305660
OG0003498	DROME13034, DROME13035	CAPO306898
OG0003499	DROME14561	CAPO301160
OG0003500	DROME04015, DROME00982	CAPO304927
OG0003501	DROME13347, DROME13346, DROME13348	CAPO303209
OG0003502	DROME19567, DROME14375	CAPO306906
OG0003503	DROME17101, DROME17102	CAPO307158
OG0003504	DROME06794	CAPO304351
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	CAPO305207
OG0003506	DROME18707	CAPO302826
OG0003507	DROME14387, DROME14388	CAPO303307
OG0003508	DROME15658	CAPO307911
OG0003509	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961	CAPO305689
OG0003515	DROME21652	CAPO307211
OG0003518	DROME08309	CAPO307641
OG0003519	DROME06802	CAPO307608
OG0003523	DROME16368	CAPO304976
OG0003528	DROME21047, DROME06070	CAPO306484
OG0003531	DROME21993	CAPO300308
OG0003532	DROME08605	CAPO303744
OG0003533	DROME04480, DROME04479, DROME04481	CAPO301327
OG0003538	DROME20330	CAPO301093
OG0003539	DROME09387, DROME09386	CAPO300449
OG0003541	DROME10049, DROME10048	CAPO300603
OG0003543	DROME18669	CAPO301989
OG0003544	DROME05896	CAPO300418
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	CAPO308031
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	CAPO300137
OG0003551	DROME18271, DROME18270, DROME16713	CAPO308286
OG0003552	DROME18554, DROME18555	CAPO307114
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945, DROME19695	CAPO301001
OG0003556	DROME06703, DROME06702	CAPO302339
OG0003557	DROME19532	CAPO306086
OG0003561	DROME10510	CAPO301198
OG0003562	DROME12847, DROME12848	CAPO303388
OG0003564	DROME16736	CAPO300720
OG0003566	DROME08493, DROME08492	CAPO300164
OG0003567	DROME20360, DROME20359	CAPO307296
OG0003568	DROME08773	CAPO303992
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	CAPO306390
OG0003570	DROME14267, DROME14246	CAPO305849
OG0003573	DROME07521	CAPO300904
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	CAPO306764
OG0003578	DROME16703	CAPO307426
OG0003579	DROME17312	CAPO300766
OG0003581	DROME17935, DROME17934	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	CAPO302819
OG0003599	DROME08018	CAPO301420
OG0003610	DROME07982, DROME07983	CAPO302401
OG0003611	DROME17638	CAPO306320
OG0003613	DROME00856	CAPO305029
OG0003617	DROME16095	CAPO306844, CAPO301490
OG0003618	DROME15284, DROME15283	CAPO302109
OG0003619	DROME13589, DROME13590	CAPO304837
OG0003620	DROME17770	CAPO306673
OG0003621	DROME13714, DROME13715, DROME13713	CAPO302199
OG0003624	DROME12696	CAPO303633
OG0003630	DROME06784	CAPO308012
OG0003631	DROME07363	CAPO303610
OG0003635	DROME04946	CAPO308133
OG0003638	DROME16659	CAPO305555
OG0003641	DROME01116	CAPO300746
OG0003644	DROME00616	CAPO304835
OG0003645	DROME12178	CAPO307108
OG0003646	DROME09249, DROME09250	CAPO304914
OG0003649	DROME12148, DROME12149	CAPO301930
OG0003650	DROME10934, DROME10933	CAPO306633
OG0003655	DROME13231, DROME13232, DROME13234, DROME13233, DROME13069, DROME13070	CAPO303553
OG0003656	DROME14867, DROME14868, DROME19174	CAPO301350
OG0003657	DROME04619	CAPO305783
OG0003658	DROME07032	CAPO303162
OG0003661	DROME07051	CAPO300815
OG0003664	DROME05104	CAPO305504
OG0003666	DROME11426	CAPO300690
OG0003667	DROME18793, DROME18792, DROME03291	CAPO303859
OG0003668	DROME15022, DROME15023	CAPO300260
OG0003669	DROME05487	CAPO305883
OG0003671	DROME13120	CAPO308173
OG0003672	DROME03649	CAPO300582
OG0003676	DROME14242, DROME00396, DROME05478	CAPO304948
OG0003677	DROME10098	CAPO300011
OG0003679	DROME02313	CAPO304696
OG0003680	DROME01384	CAPO300884
OG0003682	DROME12564	CAPO301860
OG0003685	DROME05381	CAPO305996
OG0003686	DROME06762	CAPO302144
OG0003687	DROME12601	CAPO301501
OG0003690	DROME00439	CAPO307478
OG0003693	DROME08115	CAPO302269
OG0003694	DROME12215, DROME12216	CAPO307654
OG0003695	DROME01947	CAPO303363
OG0003696	DROME10156	CAPO304903
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	CAPO307718
OG0003698	DROME17520	CAPO306302
OG0003700	DROME01181, DROME01182	CAPO304411
OG0003703	DROME15370	CAPO305764
OG0003704	DROME02181, DROME02180	CAPO308213
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	CAPO301647
OG0003712	DROME10970	CAPO300556
OG0003713	DROME05410	CAPO306178
OG0003716	DROME18657	CAPO303976
OG0003717	DROME10046	CAPO306282
OG0003718	DROME01297	CAPO307310
OG0003719	DROME14563	CAPO300227
OG0003720	DROME17484	CAPO300371
OG0003721	DROME09052	CAPO300976, CAPO300975
OG0003722	DROME05995	CAPO300031
OG0003724	DROME10712	CAPO307589
OG0003729	DROME04356, DROME06341	CAPO307394
OG0003730	DROME12908	CAPO305074
OG0003731	DROME02907	CAPO304053
OG0003732	DROME10070	CAPO306498
OG0003733	DROME00230	CAPO305671
OG0003734	DROME19430	CAPO305564
OG0003735	DROME19631	CAPO308150
OG0003738	DROME11561, DROME11562	CAPO304238
OG0003740	DROME01620	CAPO307238
OG0003741	DROME14002, DROME20156	CAPO305770
OG0003742	DROME17331, DROME17332	CAPO303080
OG0003743	DROME13785	CAPO302360
OG0003744	DROME08150	CAPO306491
OG0003745	DROME20574, DROME20575	CAPO307585
OG0003749	DROME18502, DROME18501	CAPO306992
OG0003750	DROME15590	CAPO304840
OG0003754	DROME08228, DROME08227	CAPO305643
OG0003755	DROME10789, DROME20093, DROME20094	CAPO300113
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	CAPO307901
OG0003758	DROME11710, DROME11712, DROME11711	CAPO308214
OG0003759	DROME06383	CAPO307476
OG0003761	DROME14154, DROME16436	CAPO301690
OG0003764	DROME21578	CAPO300879
OG0003767	DROME02791	CAPO301363
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	CAPO305668
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	CAPO300755
OG0003773	DROME05209	CAPO301706
OG0003776	DROME09504, DROME16551	CAPO306521
OG0003778	DROME13171	CAPO302558
OG0003779	DROME17898	CAPO304919
OG0003798	DROME12695	CAPO300229
OG0003803	DROME02481, DROME02482	CAPO307540
OG0003806	DROME01868	CAPO304817
OG0003807	DROME20522, DROME05215	CAPO308021
OG0003808	DROME08174	CAPO308095
OG0003809	DROME04169, DROME04168	CAPO306197
OG0003811	DROME14988, DROME14990, DROME14989	CAPO302863
OG0003813	DROME10056	CAPO305053
OG0003818	DROME11129	CAPO306945
OG0003820	DROME07987	CAPO302724
OG0003823	DROME12335	CAPO305304
OG0003824	DROME17215	CAPO300109
OG0003826	DROME12869, DROME12870, DROME12868	CAPO303948
OG0003827	DROME06883, DROME06884	CAPO302156
OG0003828	DROME10911	CAPO304442
OG0003829	DROME01864	CAPO304825
OG0003834	DROME21433	CAPO307203
OG0003836	DROME15123	CAPO301610
OG0003837	DROME14236, DROME08398	CAPO304430
OG0003838	DROME00382, DROME00383	CAPO304061, CAPO304064
OG0003839	DROME21710	CAPO300238, CAPO301543, CAPO307066
OG0003840	DROME00482	CAPO300299
OG0003843	DROME02011	CAPO301582
OG0003844	DROME19636, DROME19637	CAPO306235
OG0003845	DROME21374	CAPO302000
OG0003846	DROME14576	CAPO300905
OG0003847	DROME04113	CAPO301495
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	CAPO305229, CAPO305228
OG0003850	DROME19645	CAPO306458
OG0003851	DROME07873, DROME07872, DROME07874	CAPO301154
OG0003852	DROME08152	CAPO302241
OG0003853	DROME00889	CAPO308238
OG0003854	DROME11356	CAPO306385
OG0003855	DROME08550, DROME08549	CAPO304198
OG0003856	DROME18670	CAPO308004
OG0003857	DROME21963	CAPO302185
OG0003858	DROME12659	CAPO300728
OG0003860	DROME03956	CAPO303899
OG0003861	DROME13113	CAPO302754
OG0003863	DROME16970, DROME16972, DROME16971	CAPO300200
OG0003864	DROME16687, DROME16688	CAPO300087
OG0003865	DROME12154, DROME12155	CAPO304904
OG0003866	DROME15012, DROME15013	CAPO302683
OG0003867	DROME04382	CAPO301767
OG0003868	DROME05264, DROME05265, DROME05263	CAPO306848
OG0003869	DROME09592	CAPO307094
OG0003870	DROME12586, DROME12587	CAPO305132
OG0003871	DROME19904, DROME19903	CAPO304658
OG0003872	DROME05404	CAPO300319
OG0003873	DROME21721	CAPO305775
OG0003875	DROME19790, DROME19791	CAPO303382
OG0003876	DROME09112	CAPO307728
OG0003881	DROME06398	CAPO303685
OG0003886	DROME16702	CAPO304109
OG0003887	DROME16856	CAPO307036
OG0003888	DROME14996	CAPO302764
OG0003892	DROME03882, DROME03883, DROME03881	CAPO307708
OG0003893	DROME20864	CAPO300022
OG0003894	DROME08816	CAPO302778
OG0003897	DROME08504, DROME08505	CAPO303759
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	CAPO307893, CAPO307749, CAPO306069
OG0003899	DROME15608	CAPO300674
OG0003903	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503	CAPO305736
OG0003904	DROME13386	CAPO305947
OG0003906	DROME10315	CAPO301369
OG0003908	DROME07423	CAPO301425
OG0003908	DROME05483	CAPO308216
OG0003909	DROME12680	CAPO301220
OG0003910	DROME10387	CAPO302786
OG0003911	DROME11361	CAPO305312
OG0003912	DROME03970, DROME03969, DROME03443	CAPO307896
OG0003913	DROME04350	CAPO306587
OG0003914	DROME09312	CAPO301224
OG0003915	DROME04519	CAPO304633
OG0003917	DROME06379	CAPO306797
OG0003920	DROME16629, DROME16630	CAPO301554
OG0003921	DROME02956, DROME02955, DROME02957	CAPO300430
OG0003925	DROME01564, DROME01563	CAPO301662
OG0003926	DROME01565, DROME01567, DROME01566	CAPO303036
OG0003929	DROME08880	CAPO303872
OG0003930	DROME20922	CAPO301599
OG0003931	DROME02384, DROME02385	CAPO304399
OG0003934	DROME11280	CAPO301204
OG0003936	DROME02177	CAPO302163
OG0003938	DROME13183	CAPO305166
OG0003939	DROME01287	CAPO303853
OG0003942	DROME15620	CAPO300632
OG0003944	DROME18760	CAPO300493
OG0003945	DROME01863	CAPO300812
OG0003946	DROME13159, DROME13158	CAPO303843
OG0003947	DROME08292	CAPO306325
OG0003950	DROME16615	CAPO307097
OG0003955	DROME16756	CAPO304097
OG0003959	DROME15055	CAPO304028
OG0003961	DROME17804	CAPO303890
OG0003965	DROME07977, DROME07971, DROME07972	CAPO302867
OG0003969	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767	CAPO304197
OG0003971	DROME06198	CAPO301852
OG0003972	DROME03377	CAPO308018
OG0003973	DROME13196, DROME13195, DROME13194	CAPO307513
OG0003998	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849	CAPO305634
OG0003999	DROME14381, DROME14380	CAPO306327
OG0004000	DROME11283	CAPO302913
OG0004002	DROME08892	CAPO305544
OG0004005	DROME14778, DROME14779, DROME14780	CAPO305860, CAPO302213
OG0004007	DROME18644	CAPO307105
OG0004009	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735	CAPO305072
OG0004012	DROME11288	CAPO308011
OG0004014	DROME02886, DROME02837	CAPO303473
OG0004015	DROME07793	CAPO305112
OG0004017	DROME02036	CAPO308124
OG0004023	DROME16512, DROME19067	CAPO307204
OG0004027	DROME13967	CAPO301145
OG0004031	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216	CAPO306218
OG0004032	DROME08117	CAPO300291
OG0004033	DROME14180, DROME12245	CAPO304862
OG0004035	DROME03941, DROME03943, DROME03942, DROME03940	CAPO301995
OG0004037	DROME06863	CAPO306482
OG0004038	DROME02888	CAPO307927
OG0004041	DROME05936	CAPO306646
OG0004042	DROME16619	CAPO302696
OG0004044	DROME05299, DROME05298	CAPO300275
OG0004047	DROME02487, DROME02484, DROME02486, DROME02485	CAPO304083
