Orthogroup	DROME	AMPFI_ok
OG0005909	DROME01192	AMPFI_13997
OG0005914	DROME08503, DROME08502	AMPFI_14453
OG0005919	DROME03002	AMPFI_14223
OG0005921	DROME05740	AMPFI_15068
OG0005922	DROME13644, DROME13643	AMPFI_21840
OG0005923	DROME01141, DROME01142	AMPFI_16185
OG0005925	DROME01094	AMPFI_18037
OG0005926	DROME12066, DROME12065	AMPFI_08860
OG0005928	DROME02019	AMPFI_11498
OG0005929	DROME01196	AMPFI_10207
OG0005931	DROME08847	AMPFI_25311
OG0005932	DROME15731	AMPFI_07308
OG0005933	DROME19096, DROME19097	AMPFI_09258
OG0005936	DROME12077	AMPFI_10646
OG0005937	DROME14657	AMPFI_18365
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	AMPFI_10894
OG0005940	DROME18687	AMPFI_15882
OG0005941	DROME14278	AMPFI_19410
OG0005942	DROME17395	AMPFI_15391
OG0005943	DROME01109	AMPFI_06122
OG0005944	DROME21720	AMPFI_09325
OG0005946	DROME15326	AMPFI_02248
OG0005949	DROME10426	AMPFI_00381
OG0005950	DROME10950	AMPFI_08191
OG0005952	DROME19643	AMPFI_08552
OG0005953	DROME11680	AMPFI_23074
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	AMPFI_13292
OG0005960	DROME11094, DROME11095	AMPFI_21562
OG0005963	DROME00894	AMPFI_09480
OG0005965	DROME15552	AMPFI_25841
OG0005966	DROME04950	AMPFI_00202
OG0005967	DROME16596, DROME14482	AMPFI_07645
OG0005968	DROME21030, DROME16013, DROME08290	AMPFI_02265
OG0005969	DROME08256, DROME08257	AMPFI_05971
OG0005970	DROME13325	AMPFI_08520
OG0005972	DROME16733	AMPFI_22709
OG0005973	DROME03261	AMPFI_24156
OG0005974	DROME09177	AMPFI_23260
OG0005975	DROME01949	AMPFI_05524
OG0005976	DROME19287	AMPFI_12033, AMPFI_00199
OG0005977	DROME08531	AMPFI_22794
OG0005978	DROME03284	AMPFI_25985
OG0005980	DROME21461	AMPFI_09676
OG0005982	DROME01959	AMPFI_06280
OG0005984	DROME20805	AMPFI_24385
OG0005985	DROME12892	AMPFI_02791
OG0005986	DROME07616	AMPFI_14970
OG0005987	DROME16681	AMPFI_21081
OG0005988	DROME04858	AMPFI_00090, AMPFI_23171
OG0005989	DROME01935, DROME02497	AMPFI_00165
OG0005993	DROME01845	AMPFI_06032
OG0005995	DROME10672	AMPFI_08072
OG0005997	DROME05226	AMPFI_09215
OG0005998	DROME05475	AMPFI_10189
OG0006002	DROME16784	AMPFI_13724
OG0006003	DROME10360	AMPFI_14194
OG0006004	DROME09659	AMPFI_14518
OG0006005	DROME21221	AMPFI_15191
OG0006009	DROME04529, DROME04530	AMPFI_16082
OG0006010	DROME07208	AMPFI_16750
OG0006011	DROME05625	AMPFI_19165
OG0006012	DROME04986	AMPFI_20017
OG0006013	DROME08145	AMPFI_23141
OG0006015	DROME04440, DROME04441	AMPFI_24576, AMPFI_23792
OG0006059	DROME07767	AMPFI_19289, AMPFI_07653
OG0006062	DROME04067	AMPFI_15800
OG0006063	DROME20838	AMPFI_10125
OG0006064	DROME01128	AMPFI_10479
OG0006065	DROME06304	AMPFI_00707
OG0006066	DROME20062	AMPFI_19701
OG0006069	DROME20187	AMPFI_24819
OG0006070	DROME16601, DROME16602	AMPFI_18117, AMPFI_13971, AMPFI_19027
OG0006072	DROME01673	AMPFI_25885
OG0006073	DROME14553	AMPFI_18545
OG0006074	DROME19848	AMPFI_01066
OG0006077	DROME09385	AMPFI_16056
OG0006078	DROME02001	AMPFI_14356
OG0006081	DROME14279	AMPFI_06176
OG0006085	DROME12364	AMPFI_12724
OG0006087	DROME12774	AMPFI_17531
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	AMPFI_09756
OG0006094	DROME09863, DROME00849, DROME00848	AMPFI_14580
OG0006095	DROME21969	AMPFI_05328
OG0006096	DROME21245	AMPFI_15060
OG0006098	DROME05931	AMPFI_18314
OG0006099	DROME11739	AMPFI_24240
OG0006100	DROME05018	AMPFI_08247
OG0006101	DROME04360	AMPFI_24203
OG0006102	DROME01980	AMPFI_22372
OG0006103	DROME10210	AMPFI_03153
OG0006104	DROME15737	AMPFI_13805
OG0006106	DROME20870	AMPFI_21458
OG0006108	DROME09376	AMPFI_05510
OG0006111	DROME12496	AMPFI_08928
OG0006113	DROME04342	AMPFI_22280
OG0006115	DROME16296	AMPFI_05027
OG0006116	DROME02301, DROME02300	AMPFI_12560
OG0006117	DROME10279	AMPFI_07331
OG0006118	DROME20483	AMPFI_03921, AMPFI_01625
OG0006119	DROME12941	AMPFI_12632
OG0006120	DROME13128, DROME13130, DROME13129	AMPFI_09581
OG0006121	DROME18148	AMPFI_08623
OG0006123	DROME16430	AMPFI_20795
OG0006124	DROME13739	AMPFI_07050
OG0006125	DROME02053	AMPFI_03499
OG0006127	DROME03260	AMPFI_02019
OG0006128	DROME07922	AMPFI_13981
OG0006129	DROME09781	AMPFI_05212
OG0006130	DROME17498, DROME17499	AMPFI_25932
OG0006131	DROME15971	AMPFI_13673, AMPFI_13674
OG0006132	DROME06118	AMPFI_06640
OG0006133	DROME07717	AMPFI_04080
OG0006134	DROME13718	AMPFI_06352
OG0006136	DROME10851	AMPFI_11966
OG0006137	DROME09569	AMPFI_23575
OG0006140	DROME15748	AMPFI_08309
OG0006141	DROME18067, DROME07431	AMPFI_05969
OG0006144	DROME00549	AMPFI_06238
OG0006145	DROME11050	AMPFI_23447, AMPFI_19918
OG0006148	DROME10799	AMPFI_08258
OG0006151	DROME20478	AMPFI_07849
OG0006152	DROME08871	AMPFI_08291, AMPFI_08292
OG0006155	DROME18085	AMPFI_06316
OG0006156	DROME10247	AMPFI_00402
OG0006159	DROME13858	AMPFI_07707
OG0006160	DROME03637	AMPFI_03617, AMPFI_14878
OG0006161	DROME18089, DROME18090, DROME18088	AMPFI_22307
OG0006164	DROME09119	AMPFI_12889
OG0006168	DROME15944, DROME18911	AMPFI_05556
OG0006169	DROME10283	AMPFI_11768
OG0006170	DROME14914	AMPFI_12994, AMPFI_22006
OG0006171	DROME09393	AMPFI_19804, AMPFI_05636
OG0006176	DROME04325	AMPFI_10520
OG0006179	DROME10214	AMPFI_12364
OG0006180	DROME17033	AMPFI_00899
OG0006181	DROME14871	AMPFI_03759
OG0006182	DROME01649	AMPFI_12280
OG0006183	DROME14997	AMPFI_24216
OG0006184	DROME06994, DROME06993	AMPFI_24315
OG0006185	DROME15598	AMPFI_09297
OG0006186	DROME01316	AMPFI_24925
OG0006187	DROME00876	AMPFI_06260
OG0006188	DROME00301	AMPFI_07880
OG0006191	DROME00877, DROME00878	AMPFI_21306
OG0006192	DROME00106	AMPFI_12685
OG0006193	DROME02189	AMPFI_14632, AMPFI_06596
OG0006194	DROME10099	AMPFI_15870
OG0006195	DROME11802, DROME11801	AMPFI_22865
OG0006199	DROME19122	AMPFI_09853
OG0006200	DROME03216, DROME03215	AMPFI_25110
OG0006202	DROME06452, DROME06451	AMPFI_12051
OG0006204	DROME02906	AMPFI_01294
OG0006206	DROME19558	AMPFI_09977
OG0006208	DROME15732	AMPFI_00556
OG0006209	DROME01562	AMPFI_04793
OG0006210	DROME19094	AMPFI_09052
OG0006211	DROME17799, DROME17798, DROME17797	AMPFI_06849
OG0006213	DROME10052	AMPFI_05568
OG0006214	DROME05227	AMPFI_01488
OG0006216	DROME02380	AMPFI_10203
OG0006217	DROME19224	AMPFI_17673
OG0006220	DROME10027	AMPFI_07819
OG0006224	DROME18810	AMPFI_06836
OG0006225	DROME05230, DROME05229	AMPFI_21632
OG0006226	DROME08310	AMPFI_06544
OG0006227	DROME03457	AMPFI_11009
OG0006228	DROME12195, DROME12196, DROME12194, DROME12193	AMPFI_06507
OG0006229	DROME16720	AMPFI_12998
OG0006230	DROME05693	AMPFI_23278
OG0006231	DROME06401, DROME06402, DROME06407	AMPFI_07940
OG0006232	DROME06119	AMPFI_18260
OG0006233	DROME13881	AMPFI_19163
OG0006234	DROME22062, DROME22061	AMPFI_04221
OG0006235	DROME20311	AMPFI_04700
OG0006238	DROME09754	AMPFI_19131, AMPFI_24366
OG0006239	DROME10114	AMPFI_24438
OG0006240	DROME19140, DROME08600	AMPFI_03635
OG0006242	DROME07675, DROME07676	AMPFI_24255
OG0006243	DROME14457	AMPFI_09339
OG0006244	DROME17166, DROME17165	AMPFI_12017
OG0006245	DROME02108, DROME02107	AMPFI_05666
OG0006246	DROME19004	AMPFI_06509
OG0006248	DROME03264	AMPFI_12231
OG0006249	DROME20245	AMPFI_02549
OG0006250	DROME17023	AMPFI_08516
OG0006251	DROME19735, DROME19738, DROME19736, DROME19737	AMPFI_08696
OG0006254	DROME10801	AMPFI_10561
OG0006258	DROME18180, DROME18181, DROME18179	AMPFI_10117
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	AMPFI_08846
OG0006260	DROME16552	AMPFI_09166
OG0006262	DROME05994	AMPFI_21311
OG0006263	DROME01003	AMPFI_15958
OG0006264	DROME01178	AMPFI_18486
OG0006265	DROME08925, DROME08926	AMPFI_21920, AMPFI_19166, AMPFI_19076
OG0006267	DROME04482	AMPFI_25546
OG0006268	DROME16986	AMPFI_22965
OG0006270	DROME07884	AMPFI_11518, AMPFI_11517
OG0006271	DROME13584	AMPFI_05497
OG0006273	DROME19288, DROME09384, DROME20348	AMPFI_12803
OG0006275	DROME11545	AMPFI_11056
OG0006276	DROME12088	AMPFI_22661
OG0006277	DROME15668	AMPFI_05401
OG0006278	DROME09293	AMPFI_13328
OG0006279	DROME05154	AMPFI_12209
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	AMPFI_13354
OG0006281	DROME21723, DROME21724	AMPFI_08305
OG0006283	DROME18093	AMPFI_09857
OG0006284	DROME06978	AMPFI_13248, AMPFI_15640
OG0006285	DROME05155	AMPFI_09442
OG0006286	DROME20409	AMPFI_00384
OG0006287	DROME15138	AMPFI_23322
OG0006289	DROME05895	AMPFI_07047
OG0006290	DROME15754	AMPFI_15621
OG0006291	DROME16421	AMPFI_03057
OG0006292	DROME00480, DROME00481	AMPFI_02156
OG0006293	DROME15892	AMPFI_20336
OG0006294	DROME17637	AMPFI_08840
OG0006295	DROME09339	AMPFI_12168
OG0006296	DROME18450, DROME18451, DROME18457, DROME01938	AMPFI_00354
OG0006297	DROME14064	AMPFI_13743, AMPFI_03538
OG0006298	DROME10104, DROME10103	AMPFI_22421
OG0006301	DROME14417, DROME14418	AMPFI_05956
OG0006302	DROME11859	AMPFI_24529
OG0006305	DROME20608	AMPFI_06288
OG0006308	DROME01926	AMPFI_13919
OG0006309	DROME22059, DROME22060	AMPFI_22246
OG0006311	DROME09053	AMPFI_05300
OG0006313	DROME09638	AMPFI_08699
OG0006315	DROME12826	AMPFI_12726
OG0006315	DROME12827	AMPFI_10792
OG0006319	DROME00483, DROME00484	AMPFI_18169
OG0006321	DROME00074	AMPFI_06467, AMPFI_03793
OG0006322	DROME19674	AMPFI_18871
OG0006323	DROME00186	AMPFI_09840
OG0006328	DROME04072	AMPFI_12066
OG0006330	DROME21856, DROME21857	AMPFI_04855
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	AMPFI_14220
OG0006332	DROME01006	AMPFI_14914
OG0006334	DROME04357	AMPFI_25859
OG0006335	DROME09585	AMPFI_07444
OG0006339	DROME19031, DROME19030	AMPFI_08797
OG0006340	DROME02471	AMPFI_12532
OG0006341	DROME06095	AMPFI_15945
OG0006344	DROME11878	AMPFI_17205
OG0006345	DROME01528	AMPFI_19089, AMPFI_21303
OG0006346	DROME16623	AMPFI_06366
OG0006347	DROME18372, DROME18373	AMPFI_08973
OG0006350	DROME10882	AMPFI_24714
OG0006351	DROME17575	AMPFI_03732
OG0006352	DROME15718	AMPFI_00995
OG0006353	DROME00751	AMPFI_06451
OG0006355	DROME00424	AMPFI_04748
OG0006356	DROME02890	AMPFI_22053, AMPFI_17402, AMPFI_25376
OG0006358	DROME03318, DROME03317	AMPFI_00524, AMPFI_03642
OG0006359	DROME01311	AMPFI_21575, AMPFI_13107
OG0006360	DROME19840	AMPFI_21111
OG0006362	DROME11093	AMPFI_21721
OG0006363	DROME07012	AMPFI_07540
OG0006364	DROME14912	AMPFI_05920
OG0006365	DROME21616, DROME21617	AMPFI_25333
OG0006367	DROME09374	AMPFI_00225
OG0006370	DROME08234	AMPFI_02001
OG0006372	DROME08788	AMPFI_02843
OG0006375	DROME19928	AMPFI_05100
OG0006376	DROME13198	AMPFI_06042
OG0006377	DROME08417	AMPFI_06121
OG0006378	DROME17931	AMPFI_06173
OG0006379	DROME02858, DROME04856	AMPFI_06346
OG0006381	DROME02707, DROME20650	AMPFI_07193
OG0006382	DROME15024	AMPFI_08946
OG0006383	DROME12394	AMPFI_09418
OG0006385	DROME09556	AMPFI_10081
OG0006387	DROME09390	AMPFI_10442
OG0006388	DROME20388, DROME20387	AMPFI_10875
OG0006389	DROME15710	AMPFI_10944
OG0006392	DROME11920	AMPFI_11646
OG0006393	DROME03463, DROME03462	AMPFI_13332
OG0006395	DROME00130	AMPFI_13661
OG0006398	DROME21615	AMPFI_17211
OG0006402	DROME17310	AMPFI_21913
OG0006442	DROME16371	AMPFI_22897
OG0006443	DROME16038	AMPFI_07202
OG0006447	DROME10748	AMPFI_11947
OG0006448	DROME21414	AMPFI_06560
OG0006454	DROME19164	AMPFI_05834
OG0006458	DROME10373	AMPFI_20948
OG0006459	DROME10282	AMPFI_24708
OG0006460	DROME15064	AMPFI_05880
OG0006461	DROME01188	AMPFI_09416
OG0006462	DROME01832	AMPFI_25276
OG0006463	DROME10850	AMPFI_13065
OG0006464	DROME15553	AMPFI_20431
OG0006465	DROME04025	AMPFI_08854
OG0006469	DROME02304	AMPFI_03365
OG0006470	DROME05726, DROME05725	AMPFI_09779
OG0006471	DROME03198	AMPFI_12192
OG0006472	DROME01113	AMPFI_15114
OG0006474	DROME18594	AMPFI_10985
OG0006475	DROME11340, DROME11339	AMPFI_07654
OG0006476	DROME02188	AMPFI_06528
OG0006477	DROME16299	AMPFI_11262
OG0006478	DROME10803	AMPFI_19049
OG0006479	DROME03631	AMPFI_06142
OG0006480	DROME15425, DROME15426	AMPFI_11426
OG0006481	DROME02142, DROME01455	AMPFI_25723
OG0006482	DROME21719	AMPFI_24557
OG0006483	DROME04426	AMPFI_16128
OG0006485	DROME17756	AMPFI_08915
OG0006487	DROME20891	AMPFI_17903
OG0006488	DROME14000	AMPFI_11034
OG0006490	DROME17521	AMPFI_17883
OG0006491	DROME09727	AMPFI_11842
OG0006492	DROME19565, DROME19566	AMPFI_23136
OG0006494	DROME13014	AMPFI_05737
OG0006497	DROME11986	AMPFI_06696
OG0006498	DROME00774	AMPFI_12161
OG0006500	DROME02408	AMPFI_10686
OG0006501	DROME07620	AMPFI_25980
OG0006505	DROME19279	AMPFI_09747
OG0006507	DROME11241, DROME13160	AMPFI_10834
OG0006509	DROME06735	AMPFI_18650
OG0006510	DROME21078	AMPFI_07648
OG0006511	DROME02030	AMPFI_09796
OG0006512	DROME14203	AMPFI_15002
OG0006514	DROME04973	AMPFI_21552
OG0006515	DROME17220	AMPFI_23080
OG0006516	DROME07746	AMPFI_09518
OG0006517	DROME16077, DROME16076	AMPFI_09029
OG0006518	DROME12457	AMPFI_09733
OG0006519	DROME10463	AMPFI_09462
OG0006520	DROME01601	AMPFI_20008
OG0006523	DROME13324	AMPFI_01535
OG0006525	DROME16242	AMPFI_11251
OG0006526	DROME10066	AMPFI_14770
OG0006528	DROME03901, DROME03902, DROME03900	AMPFI_10398
OG0006530	DROME02632	AMPFI_21867, AMPFI_16011
OG0006532	DROME18743	AMPFI_11984
OG0006533	DROME11744, DROME11742, DROME11745, DROME11743	AMPFI_06493
OG0006536	DROME00110	AMPFI_12044
OG0006537	DROME17569	AMPFI_10341
OG0006538	DROME00930	AMPFI_02030
OG0006540	DROME04024	AMPFI_19290
OG0006543	DROME19675	AMPFI_06101
OG0006544	DROME08098	AMPFI_06224
OG0006545	DROME14793	AMPFI_13489
OG0006546	DROME03836	AMPFI_15044
OG0006547	DROME21566	AMPFI_12172
OG0006549	DROME08226	AMPFI_05684
OG0006550	DROME12314	AMPFI_17946, AMPFI_17947
OG0006551	DROME01560	AMPFI_11025
OG0006552	DROME02022	AMPFI_07606
OG0006553	DROME06750	AMPFI_10454
OG0006554	DROME13465	AMPFI_04096
OG0006556	DROME10784	AMPFI_03232
OG0006557	DROME08144	AMPFI_04071
OG0006560	DROME17786	AMPFI_19755
OG0006567	DROME01202	AMPFI_03510, AMPFI_07892
OG0006568	DROME05220	AMPFI_09823
OG0006569	DROME20993	AMPFI_04736
OG0006570	DROME20261	AMPFI_06506
OG0006571	DROME05601	AMPFI_23157
OG0006573	DROME14640	AMPFI_04218
OG0006574	DROME19778	AMPFI_19066
OG0006577	DROME16628	AMPFI_00642
OG0006578	DROME15457	AMPFI_06349
OG0006580	DROME00474	AMPFI_04144, AMPFI_23358
OG0006582	DROME02599, DROME02598, DROME02600	AMPFI_09311
OG0006583	DROME16903	AMPFI_07167
OG0006584	DROME07289	AMPFI_02572
OG0006585	DROME00295, DROME00294	AMPFI_01004
OG0006586	DROME11738, DROME02891	AMPFI_11910
OG0006587	DROME02493	AMPFI_08526
OG0006588	DROME21457	AMPFI_22279
OG0006590	DROME17574	AMPFI_10661
OG0006591	DROME11557, DROME11556	AMPFI_00838
OG0006593	DROME11713	AMPFI_11869
OG0006594	DROME12981	AMPFI_22653
OG0006595	DROME20933	AMPFI_07066
OG0006596	DROME13730, DROME13731	AMPFI_14571
OG0006597	DROME19349	AMPFI_14301
OG0006598	DROME15235	AMPFI_19501
OG0006602	DROME18117	AMPFI_07168
OG0006603	DROME08268, DROME08267	AMPFI_06187
OG0006604	DROME10779	AMPFI_05937
OG0006607	DROME06763	AMPFI_08824
OG0006608	DROME15074	AMPFI_09810
OG0006609	DROME08965	AMPFI_06978
OG0006610	DROME00685	AMPFI_09328
OG0006611	DROME04706, DROME04707	AMPFI_21041
OG0006612	DROME07454	AMPFI_15592
OG0006613	DROME02162, DROME02161	AMPFI_15015
OG0006614	DROME03471	AMPFI_10524
OG0006615	DROME05191	AMPFI_13199
OG0006616	DROME04436, DROME04435	AMPFI_05408
OG0006618	DROME08665	AMPFI_00492
OG0006619	DROME20837, DROME20836	AMPFI_23367
OG0006622	DROME13807	AMPFI_08817
OG0006623	DROME03084	AMPFI_15671
OG0006628	DROME04083, DROME04082	AMPFI_17508, AMPFI_03133, AMPFI_00854
OG0006630	DROME13179	AMPFI_10137
OG0006631	DROME06287	AMPFI_11411
OG0006633	DROME10769	AMPFI_25785
OG0006634	DROME05352	AMPFI_08119, AMPFI_16357
OG0006635	DROME12947	AMPFI_03502
OG0006636	DROME02119	AMPFI_04565
OG0006637	DROME01008	AMPFI_14025
OG0006638	DROME10155	AMPFI_10714
OG0006640	DROME00615	AMPFI_03675
OG0006642	DROME08951	AMPFI_18228, AMPFI_08414
OG0006646	DROME15373	AMPFI_19853
OG0006647	DROME02033	AMPFI_05250
OG0006648	DROME03907, DROME03908	AMPFI_07706
OG0006649	DROME00086	AMPFI_16709
OG0006650	DROME04683, DROME04682	AMPFI_21571
OG0006651	DROME04694	AMPFI_14545, AMPFI_14544
OG0006653	DROME10989, DROME10990	AMPFI_11904
OG0006655	DROME18847	AMPFI_20781
OG0006657	DROME19456, DROME19455	AMPFI_05148, AMPFI_15618
OG0006658	DROME21096	AMPFI_09511
OG0006662	DROME19864	AMPFI_03231
OG0006663	DROME13134	AMPFI_07743
OG0006664	DROME04463	AMPFI_18050
OG0006666	DROME07406, DROME07405, DROME07404, DROME07403	AMPFI_11045
OG0006667	DROME06736	AMPFI_18059
OG0006668	DROME09203, DROME09202, DROME09204	AMPFI_07313
OG0006669	DROME09383	AMPFI_09179
OG0006670	DROME03282	AMPFI_14097
OG0006673	DROME03524	AMPFI_14877
OG0006676	DROME04549	AMPFI_11139
OG0006677	DROME21382	AMPFI_13068
OG0006678	DROME02009	AMPFI_06249
OG0006679	DROME03949, DROME03948	AMPFI_05721
OG0006681	DROME07359, DROME07360	AMPFI_05590
OG0006684	DROME10607	AMPFI_01015
OG0006686	DROME10194	AMPFI_25558
OG0006689	DROME16220, DROME06540	AMPFI_09171
OG0006690	DROME00556	AMPFI_14968
OG0006691	DROME16256	AMPFI_12858
OG0006692	DROME03538	AMPFI_02498
OG0006694	DROME08808	AMPFI_03151
OG0006695	DROME15570	AMPFI_05886
OG0006697	DROME13987	AMPFI_18729
OG0006701	DROME00992	AMPFI_22063, AMPFI_02322, AMPFI_09793
OG0006702	DROME02407	AMPFI_17003
OG0006703	DROME12345	AMPFI_07514
OG0006705	DROME10883	AMPFI_16029
OG0006706	DROME18775	AMPFI_13283
OG0006708	DROME07913	AMPFI_10926
OG0006709	DROME12082	AMPFI_21329
OG0006710	DROME13063, DROME13065, DROME13064	AMPFI_20886
OG0006712	DROME09518, DROME09519	AMPFI_05255
OG0006714	DROME13246	AMPFI_13991
OG0006717	DROME10030	AMPFI_01802
OG0006719	DROME11683	AMPFI_25280
OG0006721	DROME06897	AMPFI_19440
OG0006722	DROME04394	AMPFI_10729
OG0006723	DROME17509	AMPFI_25498
OG0006725	DROME01185	AMPFI_20001
OG0006726	DROME11357	AMPFI_06499
OG0006727	DROME13434	AMPFI_01585
OG0006730	DROME10467	AMPFI_06679
OG0006731	DROME07141	AMPFI_08772
OG0006732	DROME16398	AMPFI_18470
OG0006733	DROME12191, DROME12192	AMPFI_02251
OG0006734	DROME14590	AMPFI_20929, AMPFI_20928
OG0006736	DROME10186	AMPFI_11074
OG0006737	DROME08119	AMPFI_01450
OG0006739	DROME14549	AMPFI_08561
OG0006741	DROME13025	AMPFI_00461
OG0006742	DROME17425	AMPFI_07896
OG0006743	DROME14112	AMPFI_00788
OG0006745	DROME12660	AMPFI_01220, AMPFI_16543, AMPFI_03853
OG0006748	DROME00422	AMPFI_03340
OG0006749	DROME18950	AMPFI_18893
OG0006750	DROME09705	AMPFI_04945
OG0006753	DROME16826	AMPFI_06164
OG0006754	DROME03000	AMPFI_06462
OG0006755	DROME13740	AMPFI_06654
OG0006757	DROME14155	AMPFI_07042
OG0006758	DROME17868, DROME17867	AMPFI_07316
OG0006760	DROME19427	AMPFI_09555
OG0006762	DROME14028	AMPFI_10593
OG0006765	DROME10592, DROME10591	AMPFI_12141
OG0006766	DROME03426	AMPFI_12392
OG0006768	DROME02900	AMPFI_13299
OG0006769	DROME06420	AMPFI_14038
OG0006770	DROME13620	AMPFI_16289
OG0006772	DROME15798, DROME09251	AMPFI_18299
OG0006777	DROME18870, DROME18871	AMPFI_20964
OG0006780	DROME20962	AMPFI_24381
OG0006826	DROME14383	AMPFI_21636
OG0006828	DROME08100, DROME08101	AMPFI_04049
OG0006828	DROME21318	AMPFI_19655
OG0006830	DROME11906	AMPFI_10183
OG0006832	DROME16492, DROME16493	AMPFI_00483
OG0006833	DROME06375	AMPFI_09046
OG0006835	DROME02280, DROME02306	AMPFI_05723
OG0006838	DROME08307	AMPFI_03070, AMPFI_10507
OG0006842	DROME20782	AMPFI_06417
OG0006843	DROME06952	AMPFI_16202, AMPFI_16995
OG0006844	DROME01743	AMPFI_10399
OG0006845	DROME17007	AMPFI_09743
OG0006846	DROME08329	AMPFI_03085
OG0006849	DROME03499	AMPFI_06284
OG0006851	DROME10053	AMPFI_17600
OG0006852	DROME13239	AMPFI_13582, AMPFI_19902
OG0006856	DROME17826	AMPFI_04448
OG0006857	DROME13855	AMPFI_22717
OG0006860	DROME20680, DROME20679	AMPFI_10618
OG0006862	DROME15144	AMPFI_05349
OG0006864	DROME02889	AMPFI_14090
OG0006865	DROME12006	AMPFI_13506
OG0006868	DROME14011, DROME14010	AMPFI_19450, AMPFI_19523, AMPFI_12981, AMPFI_25399, AMPFI_17882
OG0006870	DROME14456	AMPFI_05126
OG0006871	DROME13968	AMPFI_10294
OG0006874	DROME19509	AMPFI_05028
OG0006875	DROME18909	AMPFI_24435, AMPFI_14505
OG0006876	DROME04074	AMPFI_08220
OG0006877	DROME14060	AMPFI_19680
OG0006878	DROME10685, DROME10684	AMPFI_10223
OG0006880	DROME13822	AMPFI_12811
OG0006881	DROME07121	AMPFI_12801
OG0006885	DROME10284	AMPFI_09233
OG0006886	DROME21253	AMPFI_12366
OG0006887	DROME13817	AMPFI_10614
OG0006888	DROME19638	AMPFI_11798
OG0006889	DROME21560, DROME21559	AMPFI_10349
OG0006890	DROME08143	AMPFI_06179
OG0006891	DROME18748	AMPFI_10153
OG0006892	DROME00140	AMPFI_04975
OG0006893	DROME12133	AMPFI_01490
OG0006895	DROME01866	AMPFI_21480, AMPFI_17058
OG0006897	DROME19217	AMPFI_08177
OG0006898	DROME10588, DROME10587	AMPFI_13011
OG0006900	DROME09764, DROME09765	AMPFI_19377
OG0006901	DROME11048, DROME14826	AMPFI_24896
OG0006905	DROME14624, DROME14623	AMPFI_15393
OG0006906	DROME15670	AMPFI_24996
OG0006907	DROME02137, DROME02136	AMPFI_08400
OG0006908	DROME20394	AMPFI_05383
OG0006909	DROME06225	AMPFI_00666
OG0006914	DROME08141	AMPFI_06074
OG0006918	DROME03248	AMPFI_10696
OG0006919	DROME06069	AMPFI_02944
OG0006920	DROME01129	AMPFI_10884
OG0006923	DROME11746	AMPFI_08393
OG0006924	DROME14721	AMPFI_17424
OG0006925	DROME11109	AMPFI_14947
OG0006926	DROME00053	AMPFI_09334
OG0006927	DROME11010	AMPFI_22332
OG0006928	DROME19681	AMPFI_10468
OG0006931	DROME11546	AMPFI_14829, AMPFI_22093
OG0006932	DROME16429	AMPFI_06908
OG0006934	DROME00627	AMPFI_13627
OG0006935	DROME17600	AMPFI_06775
OG0006936	DROME12923	AMPFI_01142
OG0006937	DROME00527	AMPFI_14568
OG0006940	DROME19018, DROME19017	AMPFI_16402
OG0006942	DROME17406	AMPFI_07605
OG0006943	DROME05311, DROME05310, DROME05312	AMPFI_06307
OG0006944	DROME07597	AMPFI_05110
OG0006945	DROME04092, DROME04093	AMPFI_01614
OG0006946	DROME06810	AMPFI_00482
OG0006949	DROME17510	AMPFI_13736
OG0006951	DROME19073	AMPFI_18733
OG0006952	DROME11379	AMPFI_09145
OG0006953	DROME15970	AMPFI_16258
OG0006954	DROME13996, DROME13995	AMPFI_10356
OG0006957	DROME16961	AMPFI_21241
OG0006958	DROME12297	AMPFI_10322
OG0006959	DROME10650	AMPFI_13745
OG0006960	DROME21228	AMPFI_10218
OG0006962	DROME03277	AMPFI_08199
OG0006964	DROME19570	AMPFI_13035
OG0006965	DROME01022, DROME14680, DROME01021	AMPFI_15612
OG0006966	DROME12638, DROME12639	AMPFI_08312
OG0006967	DROME01193	AMPFI_20325
OG0006968	DROME19323	AMPFI_08216
OG0006969	DROME16910	AMPFI_09726
OG0006970	DROME11918	AMPFI_06662
OG0006971	DROME11799, DROME11798	AMPFI_14130
OG0006973	DROME15580	AMPFI_05114
OG0006975	DROME07368	AMPFI_12753
OG0006977	DROME16367	AMPFI_09374
OG0006979	DROME08887	AMPFI_14493
OG0006980	DROME12138	AMPFI_12230
OG0006982	DROME16125	AMPFI_11090
OG0006983	DROME07189	AMPFI_14172
OG0006985	DROME14217	AMPFI_14367
OG0006988	DROME01608	AMPFI_02202
OG0006989	DROME21716, DROME21715, DROME01750	AMPFI_03226
OG0006990	DROME10642	AMPFI_11887
OG0006991	DROME04692	AMPFI_07612
OG0006992	DROME13157	AMPFI_02683, AMPFI_21431
OG0006994	DROME04632	AMPFI_02391
OG0006995	DROME04021	AMPFI_12939
OG0006997	DROME06801	AMPFI_06778
OG0006998	DROME01960	AMPFI_23858
OG0006999	DROME11377	AMPFI_03627
