Orthogroup	DROME	YEAST
OG0004922	DROME15327	YEAST03302
OG0004924	DROME10830, DROME07167	YEAST03555, YEAST03277
OG0004928	DROME08425	YEAST00311
OG0004932	DROME06711, DROME21545	YEAST04654
OG0004935	DROME01124, DROME21902	YEAST02167
OG0004940	DROME17902	YEAST05107, YEAST05559
OG0004941	DROME08496	YEAST03194
OG0004947	DROME02539, DROME02538	YEAST05164
OG0004948	DROME10356, DROME10355	YEAST02275
OG0004949	DROME10079	YEAST04201
OG0004952	DROME04437, DROME04439	YEAST02477
OG0004954	DROME00788	YEAST06058
OG0004963	DROME16550	YEAST04940
OG0004964	DROME03316, DROME00530	YEAST04104
OG0004968	DROME13729	YEAST03489
OG0004969	DROME05438	YEAST02591
OG0004970	DROME11414	YEAST04414
OG0004971	DROME02694	YEAST05364
OG0004972	DROME08727, DROME08726, DROME08728	YEAST03511
OG0004975	DROME02159	YEAST00144, YEAST01994
OG0004976	DROME00645	YEAST05983
OG0004977	DROME03602	YEAST06017
OG0004979	DROME16138	YEAST06027
OG0004980	DROME03892	YEAST05221
OG0004981	DROME12849	YEAST03914, YEAST04639
OG0004982	DROME15865	YEAST03625
OG0004985	DROME02098	YEAST03498
OG0004988	DROME03458, DROME03460, DROME03459	YEAST05990
OG0004989	DROME22081, DROME22082	YEAST04576
OG0004992	DROME21455, DROME21454	YEAST05627
OG0004997	DROME14795	YEAST01342
OG0005002	DROME06516, DROME06517	YEAST05414
OG0005003	DROME03928	YEAST02467, YEAST00216
OG0005006	DROME11996	YEAST06096
OG0005007	DROME10736, DROME10737	YEAST03893
OG0005014	DROME10673	YEAST02538
OG0005015	DROME17219, DROME13880	YEAST01649, YEAST01932
OG0005038	DROME10536	YEAST02861
OG0005040	DROME12131	YEAST04778
OG0005047	DROME10719, DROME10720, DROME04066	YEAST01837
OG0005053	DROME16491	YEAST00680
OG0005059	DROME21332, DROME21333, DROME21331	YEAST03737
OG0005067	DROME04857	YEAST06051
OG0005069	DROME09600	YEAST03130
OG0005073	DROME03220	YEAST00873
OG0005076	DROME03212	YEAST04563
OG0005081	DROME10206	YEAST03124
OG0005083	DROME15688, DROME15689	YEAST00678, YEAST05235
OG0005085	DROME04061, DROME04063, DROME04062	YEAST06159
OG0005086	DROME19289	YEAST00205
OG0005087	DROME08803	YEAST00816
OG0005088	DROME22011, DROME22012	YEAST05769, YEAST03125
OG0005089	DROME19159, DROME16204	YEAST04644
OG0005090	DROME15517	YEAST00338
OG0005091	DROME03308, DROME03309, DROME03310	YEAST05089
OG0005093	DROME05559	YEAST01810
OG0005095	DROME02229	YEAST04437
OG0005096	DROME02037	YEAST00667
OG0005097	DROME09273, DROME09274, DROME09272	YEAST05071
OG0005099	DROME09599	YEAST01396
OG0005100	DROME04486	YEAST02389
OG0005104	DROME20927	YEAST05248
OG0005106	DROME03857	YEAST06065, YEAST00421
OG0005107	DROME08339	YEAST06099
OG0005109	DROME14467	YEAST06143
OG0005109	DROME19414, DROME19413	YEAST05204, YEAST00612
OG0005111	DROME13957, DROME13956	YEAST06212, YEAST04032
OG0005114	DROME19429	YEAST02131
OG0005117	DROME01907, DROME01909, DROME01908, DROME01910	YEAST06050
OG0005121	DROME13814, DROME13815, DROME13816	YEAST02052
OG0005124	DROME16620	YEAST04099
OG0005130	DROME01130	YEAST03863
OG0005139	DROME15604	YEAST04015
OG0005142	DROME12779	YEAST03890
OG0005143	DROME18172, DROME18171	YEAST00443
OG0005144	DROME16396	YEAST04065
OG0005146	DROME01676	YEAST02971
OG0005149	DROME13939, DROME13941, DROME13940, DROME03013	YEAST03025, YEAST02738
OG0005151	DROME21402	YEAST03382
OG0005152	DROME02100	YEAST00847
OG0005157	DROME20357, DROME10521	YEAST02981
OG0005160	DROME13926	YEAST06113
OG0005164	DROME17784	YEAST06283
OG0005167	DROME21743, DROME21744	YEAST03924
OG0005168	DROME21709, DROME21708, DROME02504, DROME02503	YEAST06272
OG0005169	DROME00581	YEAST00459
OG0005175	DROME18164	YEAST05445
OG0005176	DROME19605	YEAST00218
OG0005178	DROME17186	YEAST04497
OG0005179	DROME12341	YEAST05659
OG0005183	DROME07939, DROME08717	YEAST05308
OG0005184	DROME11560	YEAST00492
OG0005187	DROME14003	YEAST05234
OG0005188	DROME10586	YEAST01554
OG0005192	DROME06272	YEAST05720
OG0005194	DROME04866	YEAST04086
OG0005196	DROME08964	YEAST01388
OG0005198	DROME10991	YEAST00327
OG0005200	DROME17886, DROME17887	YEAST01016
OG0005201	DROME12308	YEAST00082
OG0005204	DROME11843	YEAST01178
OG0005205	DROME03877, DROME03878	YEAST01046
OG0005208	DROME19833	YEAST01429
OG0005212	DROME05395	YEAST06147
OG0005220	DROME01905, DROME01906	YEAST04357
OG0005221	DROME13777	YEAST03209
OG0005222	DROME20001	YEAST05518
OG0005224	DROME09621	YEAST06324
OG0005225	DROME01306, DROME18929	YEAST05094
OG0005227	DROME19504	YEAST05529
OG0005228	DROME12549, DROME12550	YEAST05916
OG0005229	DROME21401	YEAST04766
OG0005231	DROME13341	YEAST02681
OG0005233	DROME13588, DROME13587	YEAST00564
OG0005237	DROME13694, DROME13695	YEAST05398
OG0005238	DROME03305	YEAST00351
OG0005239	DROME16969	YEAST04499
OG0005240	DROME05667	YEAST03058
OG0005244	DROME11413	YEAST06021
OG0005247	DROME11577	YEAST06314
OG0005249	DROME17651	YEAST03446
OG0005251	DROME15484, DROME15485	YEAST00934
OG0005254	DROME13236	YEAST00814
OG0005259	DROME01189	YEAST04276
OG0005261	DROME19226, DROME19227	YEAST01831
OG0005262	DROME14948	YEAST05458
OG0005264	DROME11198	YEAST03506
OG0005267	DROME04420, DROME19231	YEAST03513
OG0005269	DROME02004	YEAST03314
OG0005273	DROME12536	YEAST04916
OG0005275	DROME01626	YEAST03695
OG0005277	DROME18936	YEAST04186
OG0005279	DROME20688	YEAST05219
OG0005280	DROME12955	YEAST00305
OG0005281	DROME05856	YEAST05694
OG0005285	DROME15354	YEAST03115
OG0005289	DROME14959, DROME14958, DROME21287	YEAST03438
OG0005292	DROME11303, DROME11304	YEAST01718
OG0005293	DROME18824	YEAST03033
OG0005294	DROME21633, DROME21631, DROME21632	YEAST01981
OG0005295	DROME08747	YEAST06195
OG0005298	DROME06419	YEAST03696
OG0005300	DROME02618	YEAST04941
OG0005304	DROME13378	YEAST05397
OG0005309	DROME21996, DROME22002, DROME21999	YEAST03670
OG0005312	DROME17116	YEAST05201, YEAST04689
OG0005314	DROME10353	YEAST05231, YEAST01835
OG0005316	DROME02492	YEAST02690
OG0005318	DROME20590	YEAST02932
OG0005319	DROME02700, DROME01499	YEAST00507
OG0005323	DROME08220, DROME08221	YEAST01809
OG0005324	DROME20416	YEAST02894
OG0005360	DROME11664	YEAST05037
OG0005365	DROME01607	YEAST00555
OG0005366	DROME00089	YEAST05488
OG0005370	DROME19849	YEAST06092
OG0005371	DROME12636	YEAST06170
OG0005373	DROME11662	YEAST05422
OG0005374	DROME09881	YEAST05714
OG0005375	DROME09535	YEAST03962
OG0005379	DROME19618, DROME15166	YEAST03216
OG0005390	DROME18084	YEAST03532
OG0005391	DROME14955, DROME20632	YEAST02166
OG0005393	DROME09489	YEAST04280
OG0005394	DROME06384	YEAST00853
OG0005396	DROME16226	YEAST05100
OG0005399	DROME08948	YEAST03052
OG0005402	DROME11740	YEAST00454, YEAST00455
OG0005403	DROME14315	YEAST03894
OG0005406	DROME01944, DROME01943	YEAST00801
OG0005409	DROME11573, DROME11574	YEAST01305
OG0005412	DROME14813	YEAST00286
OG0005413	DROME18095	YEAST00212
OG0005417	DROME21749, DROME21750	YEAST02517
OG0005422	DROME14313, DROME14314	YEAST00744
OG0005430	DROME08640, DROME08641	YEAST02046
OG0005431	DROME10519	YEAST00653
OG0005432	DROME13664	YEAST00083
OG0005433	DROME07842	YEAST00126
OG0005437	DROME05038, DROME05039	YEAST04554
OG0005439	DROME01210	YEAST00480, YEAST02388
OG0005446	DROME06564	YEAST02856
OG0005448	DROME01872	YEAST00061
OG0005451	DROME01979	YEAST02174
OG0005455	DROME20906	YEAST01906
OG0005464	DROME13050	YEAST03289
OG0005465	DROME09126	YEAST02925
OG0005466	DROME16377	YEAST04413
OG0005468	DROME01889	YEAST03549
OG0005469	DROME11630	YEAST03750
OG0005470	DROME06057	YEAST05805
OG0005471	DROME10379	YEAST02704
OG0005474	DROME12946	YEAST05625
OG0005476	DROME18593	YEAST00929
OG0005479	DROME10657	YEAST06140
OG0005481	DROME09611, DROME09612	YEAST02988
OG0005482	DROME03827, DROME18948, DROME08539	YEAST06080
OG0005484	DROME20358	YEAST05993
OG0005488	DROME15752, DROME15753	YEAST02834
OG0005489	DROME07861	YEAST02006
OG0005490	DROME19466	YEAST02289
OG0005493	DROME12922	YEAST03669
OG0005495	DROME17019	YEAST04982
OG0005498	DROME19676	YEAST02944
OG0005499	DROME03401, DROME07297	YEAST00316
OG0005503	DROME16857	YEAST01883
OG0005504	DROME15054	YEAST02859
OG0005508	DROME17492	YEAST05735
OG0005511	DROME15312	YEAST04889
OG0005514	DROME04631	YEAST00756
OG0005524	DROME11985	YEAST04752
OG0005527	DROME06165	YEAST05177
OG0005531	DROME06302, DROME13284, DROME13285	YEAST02508
OG0005533	DROME05452	YEAST05670
OG0005535	DROME21244	YEAST03305
OG0005537	DROME13170	YEAST00932
OG0005539	DROME00462, DROME00460, DROME02960	YEAST01881
OG0005545	DROME05987	YEAST06273
OG0005554	DROME19929, DROME19930	YEAST01003
OG0005556	DROME08193	YEAST01807
OG0005559	DROME11663	YEAST02680
OG0005560	DROME07606, DROME07948	YEAST01996
OG0005561	DROME09536	YEAST05048
OG0005562	DROME16835	YEAST02317
OG0005563	DROME12068	YEAST03552
OG0005566	DROME17778, DROME19582, DROME08765	YEAST02934
OG0005569	DROME06020	YEAST01288
OG0005570	DROME12597	YEAST05155
OG0005572	DROME12985	YEAST04844
OG0005573	DROME00274, DROME00275	YEAST00059
OG0005574	DROME07973	YEAST02083
OG0005575	DROME07769	YEAST02256
OG0005580	DROME06425	YEAST03612
OG0005582	DROME17006	YEAST06134
OG0005584	DROME19482	YEAST03140, YEAST03524
OG0005586	DROME13746, DROME01782	YEAST00364
OG0005589	DROME13235	YEAST06142
OG0005590	DROME20583	YEAST05462
OG0005592	DROME20112	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	DROME19266	YEAST04980
OG0005595	DROME10967	YEAST01803
OG0005597	DROME01657	YEAST02753
OG0005598	DROME14004	YEAST01870
OG0005599	DROME21243	YEAST01798
OG0005604	DROME06435	YEAST03276
OG0005605	DROME13674	YEAST01083
OG0005613	DROME01648	YEAST02714
OG0005617	DROME14239	YEAST02068
OG0005618	DROME05739	YEAST04830
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	YEAST04915
OG0005622	DROME01204	YEAST05142
OG0005623	DROME00550	YEAST01590
OG0005626	DROME01163, DROME01164	YEAST02896
OG0005632	DROME10651	YEAST01025
OG0005636	DROME08136	YEAST04250, YEAST02533
OG0005641	DROME03027	YEAST05413
OG0005645	DROME18577	YEAST03386
OG0005649	DROME10772	YEAST03683
OG0005652	DROME06700	YEAST02748
OG0005656	DROME07968	YEAST05558
OG0005660	DROME15890, DROME15891	YEAST04813
OG0005665	DROME09179	YEAST05074
OG0005681	DROME00945	YEAST01514
OG0005694	DROME13864, DROME13863	YEAST02311
OG0005702	DROME10890	YEAST02337
OG0005703	DROME19473	YEAST00484
OG0005707	DROME15744, DROME15745	YEAST01682
OG0005715	DROME18763, DROME18764, DROME18762	YEAST05111
OG0005719	DROME19860	YEAST01866
OG0005723	DROME17035	YEAST05629
OG0005724	DROME03509, DROME03507	YEAST03029
OG0005728	DROME04547	YEAST03877
OG0005729	DROME00800	YEAST04879
OG0005731	DROME03369	YEAST04127
OG0005732	DROME03588	YEAST05411, YEAST00067
OG0005734	DROME21588, DROME04119	YEAST03845
OG0005747	DROME12400	YEAST02338
OG0005749	DROME00192	YEAST00550
OG0005750	DROME14187	YEAST05318
OG0005758	DROME02962	YEAST03970
OG0005764	DROME08532	YEAST03256
OG0005769	DROME03529, DROME03528	YEAST05614
OG0005774	DROME03197	YEAST01218
OG0005775	DROME14248, DROME03634	YEAST04199
OG0005779	DROME08845	YEAST03322
OG0005783	DROME16358	YEAST04090
OG0005784	DROME20576	YEAST06131
OG0005787	DROME16644, DROME18583	YEAST03651
OG0005789	DROME02052	YEAST06245
OG0005790	DROME02319	YEAST01022
OG0005792	DROME04031	YEAST02379
OG0005793	DROME13741	YEAST03437
OG0005794	DROME20570	YEAST03999
OG0005796	DROME21579	YEAST02169
OG0005797	DROME13677	YEAST04949
OG0005799	DROME17772	YEAST05573
OG0005800	DROME14692	YEAST03278
OG0005801	DROME20251, DROME13442	YEAST00340
OG0005803	DROME06804	YEAST05968
OG0005805	DROME18523	YEAST01806
OG0005807	DROME15016	YEAST01275
OG0005811	DROME15005, DROME15004	YEAST01007
OG0005812	DROME17684	YEAST06095, YEAST02696, YEAST03626
OG0005814	DROME21970	YEAST01475
OG0005815	DROME17829	YEAST03739
OG0005819	DROME10881	YEAST04896
OG0005823	DROME16943	YEAST01415
OG0005831	DROME02056	YEAST05339
OG0005832	DROME03903	YEAST00468
OG0005835	DROME10113	YEAST01714
OG0005837	DROME19685	YEAST02139
OG0005842	DROME03001	YEAST02254
OG0005843	DROME07738	YEAST02236
OG0005845	DROME12524	YEAST00903
OG0005848	DROME17120	YEAST01451, YEAST02858
OG0005849	DROME15063, DROME15062	YEAST01002
OG0005850	DROME15741, DROME15742	YEAST01618
OG0005860	DROME13592	YEAST01211
OG0005864	DROME21983	YEAST04171
OG0005865	DROME21095	YEAST02036
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	YEAST02662, YEAST00926, YEAST05389
OG0005869	DROME01674	YEAST04361
OG0005872	DROME00389	YEAST00119
OG0005874	DROME03501	YEAST05241
OG0005880	DROME17652, DROME17653	YEAST00456
OG0005886	DROME01867	YEAST01320
OG0005888	DROME16104	YEAST01289, YEAST02921
OG0005889	DROME14304, DROME07617	YEAST02568
OG0005893	DROME16783	YEAST05434
OG0005897	DROME19090	YEAST04730
OG0005898	DROME06116	YEAST04411
OG0005899	DROME02184	YEAST01832
OG0005901	DROME08625, DROME08624	YEAST04462
OG0005902	DROME12748	YEAST03800
OG0005906	DROME04737, DROME04735, DROME04736	YEAST01796
OG0005909	DROME01192	YEAST01623
OG0005919	DROME03002	YEAST06039
OG0005921	DROME05740	YEAST01856
OG0005922	DROME13644, DROME13643	YEAST03364
OG0005925	DROME01094	YEAST05583
OG0005928	DROME02019	YEAST02001
OG0005931	DROME08847	YEAST04950
OG0005932	DROME15731	YEAST02495
OG0005933	DROME19096, DROME19097	YEAST05705
OG0005936	DROME12077	YEAST03224
OG0005940	DROME18687	YEAST04035
OG0005943	DROME01109	YEAST00579
OG0005944	DROME21720	YEAST01316
OG0005946	DROME15326	YEAST05608
OG0005949	DROME10426	YEAST06253
OG0005952	DROME19643	YEAST03507
OG0005960	DROME11094, DROME11095	YEAST04608
OG0005965	DROME15552	YEAST02033
OG0005966	DROME04950	YEAST04113
OG0005968	DROME21030, DROME16013, DROME08290	YEAST05417
OG0005969	DROME08256, DROME08257	YEAST04558, YEAST04559
OG0005970	DROME13325	YEAST05328
OG0005974	DROME09177	YEAST06068
OG0005976	DROME19287	YEAST02136
OG0005978	DROME03284	YEAST01891
OG0005980	DROME21461, DROME12535	YEAST06132
OG0005984	DROME20805, DROME07929	YEAST04078, YEAST01479
OG0005985	DROME12892	YEAST00726
OG0005986	DROME07616	YEAST02056
OG0005987	DROME16681	YEAST05748
OG0005989	DROME01935, DROME02497	YEAST04850
OG0005993	DROME01845	YEAST04496
OG0005995	DROME10672	YEAST01813
OG0005998	DROME05475	YEAST04034
OG0006003	DROME10360	YEAST05889
OG0006005	DROME21221	YEAST05024
OG0006011	DROME05625	YEAST02553
OG0006031	DROME15258	YEAST00879
OG0006059	DROME07767	YEAST03490
OG0006063	DROME20838	YEAST00475
OG0006064	DROME01128	YEAST03138
OG0006065	DROME06304	YEAST06018
OG0006069	DROME20187	YEAST00670
OG0006072	DROME01673	YEAST03317
OG0006073	DROME14553	YEAST06328
OG0006074	DROME19848	YEAST00045
OG0006079	DROME02616	YEAST05794
OG0006087	DROME12774	YEAST02260
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	YEAST03852
OG0006095	DROME21969	YEAST03334
OG0006096	DROME21245	YEAST03331
OG0006098	DROME05931	YEAST06192
OG0006103	DROME10210	YEAST01110
OG0006104	DROME06504, DROME15737	YEAST03697
OG0006106	DROME20870	YEAST00295
OG0006113	DROME04342	YEAST06164
OG0006114	DROME20935	YEAST05960
OG0006115	DROME16296	YEAST01346
OG0006116	DROME02301, DROME02300	YEAST05770
OG0006117	DROME10279	YEAST05899
OG0006122	DROME00796	YEAST05199
OG0006127	DROME03260	YEAST04711
OG0006134	DROME13718	YEAST00416
OG0006135	DROME08697	YEAST00161
OG0006136	DROME10851	YEAST05740
OG0006140	DROME15748	YEAST05182
OG0006141	DROME18067, DROME07431	YEAST02626
OG0006144	DROME00549	YEAST04770
OG0006145	DROME11050	YEAST01394
OG0006147	DROME21657	YEAST05179
OG0006152	DROME08871	YEAST03796
OG0006155	DROME18085	YEAST04800
OG0006156	DROME10247	YEAST00437
OG0006159	DROME13858	YEAST06098
OG0006160	DROME03637	YEAST01548
OG0006161	DROME18089, DROME18090, DROME18088	YEAST04301
OG0006168	DROME15944, DROME18911	YEAST01411
OG0006169	DROME10283	YEAST02933
OG0006176	DROME04325	YEAST03164
OG0006180	DROME17033	YEAST00504
OG0006181	DROME14871	YEAST02419
OG0006185	DROME15598	YEAST05986
OG0006186	DROME01316	YEAST01010
OG0006188	DROME00301	YEAST05311
OG0006191	DROME00877, DROME00878	YEAST02336
OG0006192	DROME00106	YEAST06153
OG0006196	DROME01357	YEAST03954
OG0006199	DROME19122	YEAST06121
OG0006200	DROME03216, DROME03215	YEAST05079
OG0006202	DROME06452, DROME06451	YEAST00362
OG0006204	DROME02906	YEAST02271
OG0006209	DROME01562	YEAST04555
OG0006210	DROME19094	YEAST00201
OG0006213	DROME10052	YEAST03554
OG0006214	DROME05227	YEAST04089
OG0006216	DROME02380	YEAST01089
OG0006217	DROME19224	YEAST00809
OG0006224	DROME18810	YEAST02751, YEAST03048
OG0006225	DROME05230, DROME05229	YEAST04875
OG0006227	DROME03457	YEAST00128
OG0006229	DROME16720	YEAST00143
OG0006230	DROME05693	YEAST03869
OG0006233	DROME13881	YEAST04247
OG0006240	DROME19140, DROME08600	YEAST04649
OG0006245	DROME02108, DROME02107	YEAST05732
OG0006247	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200	YEAST04977
OG0006249	DROME20245	YEAST00821
OG0006250	DROME17023	YEAST05424
OG0006251	DROME19735, DROME19738, DROME19736, DROME19737	YEAST04963
OG0006258	DROME18180, DROME18181, DROME18179	YEAST05637
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	YEAST05672
OG0006260	DROME16552	YEAST04100
OG0006263	DROME01003	YEAST02521
OG0006271	DROME13584	YEAST00375
OG0006275	DROME11545	YEAST06102
OG0006277	DROME15668	YEAST02811
OG0006279	DROME05154	YEAST04402
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	YEAST04541
OG0006281	DROME21723, DROME21724	YEAST04979
OG0006283	DROME18093	YEAST00229
OG0006284	DROME06978	YEAST04213
OG0006288	DROME00223	YEAST02860
OG0006289	DROME05895	YEAST06209
OG0006293	DROME15892	YEAST05380
OG0006294	DROME17637	YEAST04000
OG0006295	DROME09339	YEAST05360
OG0006302	DROME11859	YEAST01852
OG0006306	DROME06607	YEAST00230
OG0006311	DROME09053	YEAST01145
OG0006313	DROME09638	YEAST02392
OG0006315	DROME12826, DROME12827	YEAST00489
OG0006319	DROME00483, DROME00484	YEAST01135
OG0006322	DROME19674	YEAST00815
OG0006329	DROME06117	YEAST01245
OG0006332	DROME01006	YEAST06042
OG0006334	DROME04357	YEAST00864
OG0006335	DROME09585	YEAST02588
OG0006339	DROME19031, DROME19030	YEAST06286
OG0006340	DROME02471	YEAST00922, YEAST05387
OG0006341	DROME06095	YEAST01452
OG0006344	DROME11878	YEAST01465
OG0006347	DROME11544, DROME18372, DROME18373	YEAST03436
OG0006350	DROME10882	YEAST00452
OG0006360	DROME19840	YEAST01556
OG0006362	DROME11093	YEAST05722
OG0006370	DROME08234	YEAST02350
OG0006372	DROME08788	YEAST05423
OG0006375	DROME19928	YEAST05198
OG0006377	DROME08417	YEAST04974
OG0006378	DROME17931	YEAST01924
OG0006381	DROME02707, DROME20650	YEAST01058
OG0006382	DROME15024	YEAST03313
OG0006385	DROME09556	YEAST04806
OG0006387	DROME09390	YEAST05324
OG0006389	DROME15710	YEAST02409
OG0006392	DROME11920	YEAST01246
OG0006395	DROME00130	YEAST03605
OG0006398	DROME21615	YEAST04420, YEAST03553
OG0006447	DROME10748	YEAST03459
OG0006448	DROME21414	YEAST00505, YEAST04285
OG0006449	DROME03272	YEAST02458
OG0006456	DROME00779	YEAST06224
OG0006459	DROME10282	YEAST00972, YEAST00245
OG0006461	DROME01188	YEAST05346
OG0006462	DROME01832	YEAST01838
OG0006464	DROME15553	YEAST05965
OG0006465	DROME04025	YEAST01875
OG0006470	DROME05726, DROME05725	YEAST01306
OG0006474	DROME18594	YEAST03988
OG0006475	DROME11340, DROME11339	YEAST06223, YEAST00349
OG0006476	DROME02188	YEAST00315
OG0006479	DROME03631	YEAST05669
OG0006481	DROME02142, DROME01455	YEAST06165
OG0006488	DROME14000	YEAST02614
OG0006498	DROME00774	YEAST02291
OG0006504	DROME01726	YEAST02866
OG0006507	DROME11241, DROME13160	YEAST02914
OG0006509	DROME06735	YEAST02252
OG0006511	DROME02030	YEAST01899
OG0006512	DROME14203	YEAST04169
OG0006514	DROME04973	YEAST05820
OG0006515	DROME17220	YEAST03195
OG0006516	DROME18956, DROME07746	YEAST02248
OG0006520	DROME01601	YEAST05914
OG0006523	DROME13324	YEAST04170
OG0006528	DROME03901, DROME03902, DROME03900	YEAST02276
OG0006532	DROME18743	YEAST05019
OG0006533	DROME11744, DROME11742, DROME11745, DROME11743	YEAST00790
OG0006536	DROME00110	YEAST05130
OG0006538	DROME00930	YEAST02168
OG0006543	DROME19675	YEAST03219
OG0006544	DROME08098	YEAST06160
OG0006550	DROME12314	YEAST05541
OG0006552	DROME02022	YEAST02016
OG0006553	DROME06750	YEAST05825
OG0006554	DROME13465	YEAST04136
OG0006561	DROME15269	YEAST00874
OG0006568	DROME05220	YEAST03560
OG0006569	DROME20993	YEAST02940
OG0006571	DROME05601	YEAST00795
OG0006574	DROME19778	YEAST06163
OG0006577	DROME16628	YEAST03945
OG0006578	DROME15457	YEAST00813
OG0006580	DROME00474	YEAST04957
OG0006582	DROME02599, DROME02598, DROME02600	YEAST04615
OG0006584	DROME07289	YEAST01846
OG0006594	DROME12981	YEAST00464
OG0006595	DROME20933	YEAST05577
OG0006596	DROME13730, DROME13731	YEAST03312
OG0006597	DROME19349	YEAST01876
OG0006598	DROME15235	YEAST02580
OG0006602	DROME18117	YEAST06259
OG0006603	DROME08268, DROME08267	YEAST05721
OG0006604	DROME10779	YEAST01597
OG0006607	DROME06763	YEAST05258
OG0006609	DROME08965	YEAST04231
OG0006610	DROME00685	YEAST04593
OG0006611	DROME04706, DROME04707	YEAST02395
OG0006613	DROME02162, DROME02161	YEAST00490
OG0006615	DROME05191	YEAST02695
OG0006619	DROME20837, DROME20836	YEAST03691
OG0006622	DROME13807	YEAST04382
OG0006625	DROME13491	YEAST05905
OG0006630	DROME13179, DROME15908	YEAST05584
OG0006631	DROME06287	YEAST01419, YEAST04493
OG0006633	DROME10769	YEAST05580
OG0006636	DROME02119	YEAST06190
OG0006637	DROME01008	YEAST06011
OG0006651	DROME04694	YEAST03308
OG0006655	DROME18847	YEAST04609
OG0006658	DROME21096	YEAST03323
OG0006662	DROME19864	YEAST02707
OG0006663	DROME13134	YEAST04538
OG0006664	DROME04463	YEAST04769
OG0006667	DROME06736	YEAST03011
OG0006668	DROME09203, DROME09202, DROME09204	YEAST00040
OG0006669	DROME09383	YEAST05379
OG0006678	DROME02009	YEAST03428
OG0006681	DROME07359, DROME07360	YEAST02774
OG0006688	DROME16693	YEAST02298
OG0006690	DROME00556	YEAST00986
OG0006691	DROME16256	YEAST06141
OG0006692	DROME03538	YEAST04243
OG0006694	DROME08808	YEAST04074
OG0006703	DROME12345	YEAST04919
OG0006706	DROME18775	YEAST01312
OG0006707	DROME19785	YEAST04448
OG0006712	DROME09518, DROME09519	YEAST01297
OG0006717	DROME10030	YEAST03273, YEAST00511
OG0006722	DROME04394	YEAST05928
OG0006725	DROME01185	YEAST05141
OG0006726	DROME11357	YEAST01310
OG0006728	DROME19775	YEAST01819
OG0006730	DROME11063, DROME10467	YEAST06066
OG0006732	DROME16398	YEAST05092
OG0006736	DROME10186	YEAST03708, YEAST02845
OG0006741	DROME13025	YEAST00908
OG0006753	DROME16826	YEAST06210
OG0006754	DROME03000	YEAST05223, YEAST00660
OG0006755	DROME13740	YEAST03743
OG0006757	DROME14155	YEAST02585
OG0006758	DROME17868, DROME17867	YEAST00132
OG0006766	DROME03426	YEAST01711
OG0006769	DROME06420	YEAST04955
OG0006772	DROME15798, DROME09251	YEAST05602
OG0006777	DROME18870, DROME18871	YEAST05242
OG0006826	DROME14383	YEAST03748
OG0006830	DROME11906	YEAST02320
OG0006838	DROME08307	YEAST01244
OG0006843	DROME06952	YEAST03855
OG0006846	DROME08329	YEAST04146
OG0006860	DROME20680, DROME20679	YEAST03798
OG0006874	DROME19509	YEAST03449
OG0006876	DROME04074	YEAST00384
OG0006880	DROME13822	YEAST04631
OG0006881	DROME07121	YEAST01049
OG0006887	DROME13817	YEAST01983
OG0006888	DROME19638	YEAST00485
OG0006890	DROME08143	YEAST02034
OG0006891	DROME18748	YEAST00187
OG0006892	DROME00140	YEAST04820
OG0006894	DROME05303	YEAST01360
OG0006897	DROME19217	YEAST00856
OG0006901	DROME11048, DROME14826	YEAST05480
OG0006906	DROME15670	YEAST00746
OG0006918	DROME03248	YEAST05610
OG0006920	DROME01129	YEAST02490
OG0006924	DROME14721	YEAST04308
OG0006927	DROME11010	YEAST00921
OG0006934	DROME00627	YEAST02053
OG0006935	DROME17600	YEAST02014
OG0006936	DROME12923	YEAST06114
OG0006937	DROME00527	YEAST05537
OG0006938	DROME14949	YEAST02536
OG0006940	DROME19018, DROME19017	YEAST05163
OG0006942	DROME17406	YEAST00190
OG0006943	DROME05311, DROME05310, DROME05312	YEAST02583
OG0006949	DROME17510	YEAST00975, YEAST00256
OG0006952	DROME11379	YEAST02831
OG0006953	DROME15970	YEAST02903, YEAST04751, YEAST05739
OG0006959	DROME10650	YEAST01865
OG0006964	DROME19570	YEAST05995
OG0006966	DROME12638, DROME12639	YEAST02544
OG0006967	DROME01193	YEAST06235
OG0006968	DROME19323	YEAST03972
OG0006969	DROME16910	YEAST01604
OG0006971	DROME11799, DROME11798	YEAST00044
OG0006973	DROME15580	YEAST03793
OG0006975	DROME07368	YEAST02322
OG0006977	DROME16367	YEAST06248
OG0006980	DROME12138	YEAST02173
OG0006985	DROME14217	YEAST03215
OG0006989	DROME21716, DROME21715, DROME01750	YEAST04914
OG0006991	DROME04692	YEAST05066
OG0006992	DROME13157	YEAST04657
OG0006994	DROME04632	YEAST05554
OG0006995	DROME04021	YEAST06048
OG0006997	DROME06801	YEAST00664
OG0006998	DROME01960	YEAST02509
OG0006999	DROME11377	YEAST03874
OG0007003	DROME00287	YEAST01840
OG0007005	DROME09757	YEAST03907
OG0007009	DROME17681	YEAST05645
