Orthogroup	DROME	BRALA
OG0005451	DROME01979	BRALA35308, BRALA23739
OG0005455	DROME20906	BRALA07441
OG0005456	DROME01162	BRALA28911
OG0005457	DROME11164	BRALA27309
OG0005461	DROME03211	BRALA14459
OG0005462	DROME21497	BRALA27849
OG0005463	DROME18083	BRALA07771
OG0005464	DROME13050	BRALA34473, BRALA19946
OG0005465	DROME09126	BRALA30794
OG0005466	DROME16377	BRALA00638
OG0005468	DROME01889	BRALA24471
OG0005469	DROME11630	BRALA21808
OG0005470	DROME06057	BRALA25622
OG0005471	DROME10379	BRALA33422
OG0005472	DROME03320, DROME03319, DROME03325, DROME05720	BRALA16188
OG0005474	DROME12946	BRALA21951
OG0005475	DROME17508	BRALA28038
OG0005476	DROME18593	BRALA12772
OG0005477	DROME20889	BRALA00937
OG0005479	DROME10657	BRALA21238
OG0005481	DROME09611, DROME09612	BRALA23894
OG0005482	DROME03827, DROME18948, DROME08539	BRALA20563, BRALA20564
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	BRALA08271
OG0005484	DROME20358	BRALA11894
OG0005486	DROME03539	BRALA13490
OG0005487	DROME08183, DROME08182	BRALA09758
OG0005488	DROME15752, DROME15753	BRALA33275
OG0005489	DROME07861	BRALA00473
OG0005490	DROME19466	BRALA10737
OG0005491	DROME04711	BRALA04097
OG0005492	DROME06578	BRALA03310
OG0005493	DROME12922	BRALA33540, BRALA32174, BRALA32175
OG0005494	DROME21649	BRALA11462
OG0005495	DROME17019	BRALA05831
OG0005498	DROME19676	BRALA09125
OG0005499	DROME03401, DROME07297	BRALA03805
OG0005500	DROME05919, DROME18022	BRALA08684
OG0005502	DROME00912	BRALA31262
OG0005503	DROME16857	BRALA12882, BRALA12883
OG0005504	DROME15054	BRALA23212
OG0005505	DROME09144	BRALA33407
OG0005506	DROME12679	BRALA05033
OG0005508	DROME17492	BRALA00324
OG0005509	DROME05301	BRALA18357
OG0005510	DROME15194	BRALA24149
OG0005511	DROME15312	BRALA01366
OG0005512	DROME15424, DROME15423	BRALA18571, BRALA03233
OG0005513	DROME21296, DROME09467	BRALA09884
OG0005514	DROME04631	BRALA11232
OG0005516	DROME19606	BRALA24839
OG0005517	DROME19919	BRALA33770
OG0005518	DROME14670	BRALA28940
OG0005519	DROME18312	BRALA19132, BRALA19131
OG0005520	DROME04068	BRALA08804
OG0005521	DROME16855, DROME16854	BRALA22579
OG0005524	DROME11985	BRALA06358
OG0005525	DROME19467	BRALA06363
OG0005527	DROME06165	BRALA23837
OG0005528	DROME12253	BRALA28944
OG0005529	DROME06637, DROME06638	BRALA25395
OG0005531	DROME06302	BRALA00195
OG0005533	DROME05452	BRALA25544
OG0005535	DROME21244	BRALA35042, BRALA33785
OG0005536	DROME18846	BRALA13460
OG0005537	DROME13170	BRALA34021, BRALA34476
OG0005538	DROME17495, DROME17493, DROME17494	BRALA12504
OG0005539	DROME00462, DROME00460, DROME02960	BRALA01704
OG0005541	DROME13352	BRALA19241
OG0005543	DROME01740, DROME17862, DROME17863	BRALA02827
OG0005545	DROME05987	BRALA20093
OG0005550	DROME07358	BRALA22062, BRALA00647, BRALA17658, BRALA17657
OG0005551	DROME07232, DROME17410	BRALA18500
OG0005553	DROME10357	BRALA02873
OG0005554	DROME19929, DROME19930	BRALA19948
OG0005556	DROME08193	BRALA28862
OG0005557	DROME17083	BRALA34510
OG0005558	DROME10652	BRALA21567
OG0005559	DROME11663	BRALA08947
OG0005560	DROME07606, DROME07948	BRALA03091
OG0005561	DROME09536	BRALA03351
OG0005562	DROME16835	BRALA05109
OG0005563	DROME12068	BRALA12698
OG0005565	DROME07683, DROME07684	BRALA04656
OG0005566	DROME17778, DROME19582, DROME08765	BRALA24256
OG0005569	DROME06020	BRALA22900
OG0005570	DROME12597	BRALA16934
OG0005572	DROME12985	BRALA12106
OG0005573	DROME00274, DROME00275	BRALA25513
OG0005574	DROME07973	BRALA30070
OG0005575	DROME07769	BRALA35369, BRALA25442
OG0005576	DROME00716, DROME00717	BRALA33534, BRALA35620
OG0005577	DROME13951	BRALA14245
OG0005577	DROME13949, DROME13950	BRALA35958, BRALA29959
OG0005578	DROME13162	BRALA05480
OG0005579	DROME01286	BRALA33515
OG0005580	DROME06425	BRALA34383, BRALA35124
OG0005581	DROME15143	BRALA17731
OG0005582	DROME17006	BRALA13296
OG0005586	DROME13746	BRALA04348
OG0005587	DROME13836	BRALA08391
OG0005588	DROME02584	BRALA10749
OG0005589	DROME13235	BRALA18610
OG0005590	DROME20583	BRALA11343
OG0005592	DROME20112	BRALA03173
OG0005594	DROME19266	BRALA32663
OG0005595	DROME10967	BRALA11536
OG0005596	DROME08093, DROME06032	BRALA28926
OG0005597	DROME01657	BRALA27141, BRALA27142
OG0005598	DROME14004	BRALA12145
OG0005599	DROME21243	BRALA28103, BRALA03554
OG0005601	DROME09490	BRALA26549
OG0005603	DROME13173, DROME13174, DROME13175	BRALA11519
OG0005604	DROME06435	BRALA18274
OG0005605	DROME13674	BRALA03732
OG0005607	DROME16439, DROME16438	BRALA28322, BRALA28323
OG0005609	DROME05252, DROME05251	BRALA27606
OG0005610	DROME17081, DROME17082	BRALA11852
OG0005611	DROME09603, DROME09604	BRALA21970
OG0005613	DROME01648	BRALA32099
OG0005614	DROME18745	BRALA15217
OG0005615	DROME05560	BRALA23416
OG0005616	DROME12151	BRALA22405
OG0005617	DROME14239	BRALA01037
OG0005618	DROME05739	BRALA05369
OG0005619	DROME08173	BRALA18935
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	BRALA20033
OG0005622	DROME01204	BRALA28846
OG0005623	DROME00550	BRALA24263
OG0005625	DROME16840	BRALA16271
OG0005626	DROME01163, DROME01164	BRALA34323
OG0005627	DROME05020	BRALA21305
OG0005628	DROME08416	BRALA07888
OG0005629	DROME11049	BRALA05441
OG0005631	DROME17841	BRALA10696
OG0005632	DROME10651	BRALA17395
OG0005633	DROME17761	BRALA35097
OG0005634	DROME21460	BRALA10076
OG0005636	DROME08136	BRALA08890
OG0005637	DROME21544	BRALA15180
OG0005639	DROME06385	BRALA13288
OG0005640	DROME13728	BRALA11975
OG0005642	DROME03379	BRALA22683
OG0005644	DROME06427	BRALA23247
OG0005645	DROME18577	BRALA18342
OG0005646	DROME16294	BRALA14098
OG0005648	DROME03181, DROME03182	BRALA08600
OG0005649	DROME10772	BRALA18887
OG0005652	DROME06700	BRALA01979
OG0005655	DROME06091	BRALA25112
OG0005656	DROME07968	BRALA35004, BRALA35887
OG0005660	DROME15890, DROME15891	BRALA17720
OG0005661	DROME08445, DROME08446	BRALA24467
OG0005665	DROME09179	BRALA13511
OG0005668	DROME04352, DROME04353	BRALA27841, BRALA19915, BRALA19916, BRALA19888
OG0005681	DROME00945	BRALA14263
OG0005685	DROME08832	BRALA12967
OG0005690	DROME04761	BRALA34602, BRALA16216
OG0005692	DROME13230	BRALA24381
OG0005694	DROME13864, DROME13863	BRALA17179
OG0005696	DROME11286	BRALA12660, BRALA12659
OG0005697	DROME17682	BRALA07983
OG0005698	DROME09665	BRALA14828, BRALA14827
OG0005700	DROME09873	BRALA08071
OG0005702	DROME10890	BRALA16971
OG0005703	DROME19473	BRALA21952
OG0005704	DROME03784, DROME03785	BRALA22973
OG0005707	DROME15744, DROME15745	BRALA14659
OG0005708	DROME14710	BRALA04657
OG0005712	DROME16333, DROME16334	BRALA12191
OG0005714	DROME20712, DROME20711, DROME20713	BRALA02874
OG0005715	DROME18763, DROME18764, DROME18762	BRALA04368
OG0005717	DROME06471	BRALA23898
OG0005718	DROME16901, DROME15117, DROME15116, DROME13404	BRALA06773
OG0005719	DROME19860	BRALA05482
OG0005721	DROME00178	BRALA21175
OG0005723	DROME17035	BRALA28137
OG0005724	DROME03509, DROME03507	BRALA27289
OG0005725	DROME09268	BRALA35541, BRALA16743
OG0005727	DROME20877	BRALA22182, BRALA22181
OG0005728	DROME04547	BRALA03308
OG0005729	DROME00800	BRALA19644
OG0005731	DROME03369	BRALA06257
OG0005732	DROME03588	BRALA06368
OG0005733	DROME14541, DROME14542, DROME10332	BRALA18100
OG0005734	DROME21588, DROME04119	BRALA15823
OG0005735	DROME09661, DROME09662, DROME09660	BRALA21831
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	BRALA29956
OG0005740	DROME12219, DROME12220	BRALA22588
OG0005741	DROME10077	BRALA14058
OG0005742	DROME15851	BRALA15427, BRALA15426
OG0005744	DROME21042, DROME21041, DROME13505	BRALA06893, BRALA06946
OG0005746	DROME19187	BRALA18735
OG0005747	DROME12400	BRALA05558
OG0005748	DROME17506	BRALA05680
OG0005749	DROME00192	BRALA33198
OG0005750	DROME14187	BRALA12584
OG0005751	DROME11468	BRALA26940
OG0005752	DROME20074	BRALA23214
OG0005754	DROME07364	BRALA35534
OG0005755	DROME09852	BRALA03188
OG0005758	DROME02962	BRALA11683
OG0005759	DROME06016	BRALA27481
OG0005760	DROME05727, DROME05728, DROME05730, DROME05729	BRALA05398
OG0005761	DROME18137, DROME18138	BRALA02117
OG0005762	DROME15581	BRALA11583
OG0005764	DROME08532	BRALA07420
OG0005765	DROME14596	BRALA24062
OG0005766	DROME09826, DROME09825, DROME09827	BRALA05401
OG0005769	DROME03529, DROME03528	BRALA19551
OG0005770	DROME01271, DROME01270	BRALA25632
OG0005771	DROME11559	BRALA16619
OG0005772	DROME11383	BRALA30175
OG0005774	DROME03197	BRALA14466
OG0005775	DROME14248, DROME03634	BRALA13137
OG0005776	DROME05892	BRALA18974
OG0005777	DROME12481	BRALA33601, BRALA34541, BRALA02555, BRALA02556
OG0005778	DROME21770, DROME21769, DROME21768, DROME21767	BRALA25924
OG0005779	DROME08845	BRALA10414
OG0005783	DROME16358	BRALA11501
OG0005784	DROME20576	BRALA25587
OG0005787	DROME16644, DROME18583	BRALA30801, BRALA04456
OG0005788	DROME01890	BRALA27401
OG0005789	DROME02052	BRALA19084
OG0005790	DROME02319	BRALA11916
OG0005791	DROME09196, DROME09195	BRALA30143
OG0005792	DROME04031	BRALA22283
OG0005793	DROME13741	BRALA02122
OG0005794	DROME20570	BRALA14065
OG0005795	DROME00921	BRALA14247
OG0005796	DROME21579	BRALA03853
OG0005797	DROME13677	BRALA16284
OG0005798	DROME00436	BRALA17318
OG0005799	DROME17772	BRALA13423
OG0005800	DROME14692	BRALA00385
OG0005801	DROME20251, DROME13442	BRALA27324
OG0005802	DROME18658	BRALA00338
OG0005803	DROME06804	BRALA09014
OG0005804	DROME00221	BRALA16544, BRALA23077
OG0005805	DROME18523	BRALA14991
OG0005807	DROME15016	BRALA12255
OG0005808	DROME15577	BRALA12381
OG0005811	DROME15005, DROME15004	BRALA13358
OG0005812	DROME17684	BRALA24432
OG0005813	DROME18740, DROME18739, DROME08278	BRALA14935
OG0005815	DROME17829	BRALA30105
OG0005817	DROME00446	BRALA25567
OG0005818	DROME21049	BRALA20030
OG0005819	DROME10881	BRALA05131
OG0005821	DROME18765	BRALA20900
OG0005822	DROME00384	BRALA23444
OG0005824	DROME14993	BRALA17116
OG0005827	DROME03179	BRALA17772
OG0005829	DROME17916, DROME17917, DROME17918	BRALA19303
OG0005830	DROME09394	BRALA10477
OG0005831	DROME02056	BRALA21956
OG0005832	DROME03903	BRALA12528
OG0005833	DROME14025	BRALA21174
OG0005835	DROME10113	BRALA06897, BRALA06942
OG0005836	DROME02540	BRALA32790, BRALA29302
OG0005837	DROME19685	BRALA06744
OG0005840	DROME12810, DROME12811	BRALA16042
OG0005842	DROME03001	BRALA17078
OG0005843	DROME07738	BRALA10293
OG0005845	DROME12524	BRALA25738
OG0005847	DROME12864	BRALA24711
OG0005848	DROME17120	BRALA21006
OG0005849	DROME15063, DROME15062	BRALA10677
OG0005850	DROME15741, DROME15742	BRALA25474, BRALA00191
OG0005851	DROME06389, DROME06388	BRALA01150
OG0005853	DROME18489, DROME18488	BRALA10839
OG0005857	DROME13133, DROME13132	BRALA17703
OG0005858	DROME10288, DROME10287	BRALA21975
OG0005859	DROME01874	BRALA04279
OG0005860	DROME13592	BRALA04150
OG0005861	DROME20036	BRALA25786
OG0005863	DROME00631	BRALA06337
OG0005864	DROME21983	BRALA24581
OG0005865	DROME21095	BRALA05582
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	BRALA23872
OG0005867	DROME18293	BRALA11018, BRALA11017, BRALA11060
OG0005869	DROME01674	BRALA03523
OG0005870	DROME19873	BRALA01038
OG0005871	DROME05632, DROME05631	BRALA19437
OG0005872	DROME00389	BRALA09200
OG0005874	DROME03501	BRALA14156
OG0005875	DROME06773	BRALA05960
OG0005877	DROME06392	BRALA00760
OG0005878	DROME19123	BRALA22633
OG0005879	DROME20321	BRALA03313
OG0005880	DROME17652, DROME17653	BRALA12747
OG0005883	DROME19395	BRALA13840
OG0005884	DROME08061	BRALA30969
OG0005886	DROME01867	BRALA34303
OG0005888	DROME16104	BRALA10153
OG0005889	DROME14304, DROME07617	BRALA22990
OG0005890	DROME19088	BRALA25707
OG0005891	DROME11287	BRALA11662
OG0005892	DROME10375, DROME10374	BRALA17641
OG0005893	DROME16783	BRALA08108
OG0005894	DROME11886	BRALA28969
OG0005895	DROME02103	BRALA33695
OG0005896	DROME06811	BRALA18529, BRALA18530, BRALA18531
OG0005897	DROME19090	BRALA26845
OG0005898	DROME06116	BRALA19509
OG0005899	DROME02184	BRALA10069
OG0005902	DROME12748	BRALA19962
OG0005903	DROME19765	BRALA06128
OG0005904	DROME00138	BRALA34831, BRALA34174, BRALA35454
OG0005906	DROME04737, DROME04735, DROME04736	BRALA14471
OG0005909	DROME01192	BRALA01890
OG0005914	DROME08503, DROME08502	BRALA25653
OG0005919	DROME03002	BRALA02787
OG0005921	DROME05740	BRALA06798
OG0005922	DROME13644, DROME13643	BRALA18988
OG0005923	DROME01141, DROME01142	BRALA12142
OG0005925	DROME01094	BRALA13125, BRALA19319, BRALA06152, BRALA15672
OG0005926	DROME12066, DROME12065	BRALA22395
OG0005928	DROME02019	BRALA05644
OG0005929	DROME01196	BRALA01239
OG0005931	DROME08847	BRALA18962
OG0005932	DROME15731	BRALA22702
OG0005933	DROME19096, DROME19097	BRALA32133
OG0005936	DROME12077	BRALA20570
OG0005937	DROME14657	BRALA20317
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	BRALA00756
OG0005940	DROME18687	BRALA08107
OG0005941	DROME14278	BRALA24417
OG0005942	DROME17395	BRALA28162
OG0005943	DROME01109	BRALA04787
OG0005944	DROME21720	BRALA33719, BRALA29446
OG0005946	DROME15326	BRALA26890
OG0005949	DROME10426	BRALA33058
OG0005950	DROME10950	BRALA01794
OG0005952	DROME19643	BRALA21655
OG0005953	DROME11680	BRALA18225
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	BRALA15027
OG0005960	DROME11094, DROME11095	BRALA27463
OG0005963	DROME00894	BRALA20104, BRALA23156, BRALA03262
OG0005965	DROME15552	BRALA34261
OG0005966	DROME04950	BRALA13003
OG0005967	DROME16596, DROME14482	BRALA23015
OG0005968	DROME21030, DROME16013, DROME08290	BRALA21244
OG0005969	DROME08256, DROME08257	BRALA29569
OG0005970	DROME13325	BRALA05175
OG0005973	DROME03261	BRALA28986
OG0005974	DROME09177	BRALA28872
OG0005975	DROME01949	BRALA05898
OG0005976	DROME19287	BRALA18697
OG0005977	DROME08531	BRALA02503, BRALA02505
OG0005978	DROME03284	BRALA24850, BRALA30513
OG0005980	DROME21461	BRALA02131
OG0005982	DROME01959	BRALA22089, BRALA00674
OG0005984	DROME20805	BRALA01064
OG0005985	DROME12892	BRALA07951
OG0005986	DROME07616	BRALA17394
OG0005987	DROME16681	BRALA05961, BRALA05962
OG0005988	DROME04858	BRALA22289
OG0005989	DROME01935, DROME02497	BRALA02066
OG0005993	DROME01845	BRALA23689
OG0005995	DROME10672	BRALA18996
OG0005997	DROME05226	BRALA18701
OG0005998	DROME05475	BRALA11971
OG0006002	DROME16784	BRALA07483
OG0006003	DROME10360	BRALA00858
OG0006004	DROME09659	BRALA31968
OG0006005	DROME21221	BRALA19444
OG0006009	DROME04529, DROME04530	BRALA13530
OG0006010	DROME07208	BRALA16402
OG0006011	DROME05625	BRALA22172
OG0006012	DROME04986	BRALA13528
OG0006015	DROME04440, DROME04441	BRALA13536
OG0006031	DROME15258	BRALA18226
OG0006059	DROME07767	BRALA20592
OG0006061	DROME04698	BRALA15592
OG0006062	DROME04067	BRALA15941
OG0006063	DROME20838	BRALA06734
OG0006064	DROME01128	BRALA14773
OG0006065	DROME06304	BRALA13550
OG0006066	DROME20062	BRALA19215, BRALA08225, BRALA19214
OG0006069	DROME20187	BRALA18661
OG0006070	DROME16601, DROME16602	BRALA06176
OG0006072	DROME01673	BRALA21649
OG0006073	DROME14553	BRALA10787, BRALA10912
OG0006074	DROME19848	BRALA11978
OG0006077	DROME09385	BRALA07392
OG0006078	DROME02001	BRALA08020
OG0006079	DROME02616	BRALA15093
OG0006081	DROME14279	BRALA22890
OG0006085	DROME12364	BRALA07626
OG0006087	DROME12774	BRALA19067
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	BRALA24696
OG0006095	DROME21969	BRALA21272
OG0006096	DROME21245	BRALA22177
OG0006098	DROME05931	BRALA17662
OG0006099	DROME11739	BRALA11233
OG0006100	DROME05018	BRALA26595
OG0006101	DROME04360	BRALA15206
OG0006102	DROME01980	BRALA16591
OG0006103	DROME10210	BRALA28829
OG0006104	DROME15737	BRALA11198
OG0006106	DROME20870	BRALA01211, BRALA33233
OG0006108	DROME09376	BRALA21328
OG0006111	DROME12496	BRALA18696
OG0006113	DROME04342	BRALA03133
OG0006115	DROME16296	BRALA27978
OG0006116	DROME02301, DROME02300	BRALA25932
OG0006117	DROME10279	BRALA04726
OG0006118	DROME20483	BRALA16477
OG0006119	DROME12941	BRALA11813
OG0006120	DROME13128, DROME13130, DROME13129	BRALA33378, BRALA33685
OG0006121	DROME18148	BRALA05259
OG0006122	DROME00796	BRALA25033
OG0006123	DROME16430	BRALA16397
OG0006124	DROME13739	BRALA25408
OG0006125	DROME02053	BRALA32023
OG0006127	DROME03260	BRALA16273
OG0006128	DROME07922	BRALA13158, BRALA13157
OG0006129	DROME09781	BRALA07415
OG0006130	DROME17498, DROME17499	BRALA33305
OG0006131	DROME15971	BRALA32298
OG0006133	DROME07717	BRALA14697
OG0006134	DROME13718	BRALA19095
OG0006135	DROME08697	BRALA16417
OG0006136	DROME10851	BRALA13730
OG0006137	DROME09569	BRALA15657
OG0006140	DROME15748	BRALA12260
OG0006141	DROME18067, DROME07431	BRALA08424
OG0006144	DROME00549	BRALA13419
OG0006145	DROME11050	BRALA05627
OG0006148	DROME10799	BRALA02995
OG0006151	DROME20478	BRALA13670
OG0006152	DROME08871	BRALA01808
OG0006155	DROME18085	BRALA04202
OG0006156	DROME10247	BRALA13633
OG0006159	DROME13858	BRALA05824
OG0006161	DROME18089, DROME18090, DROME18088	BRALA10731
OG0006164	DROME09119	BRALA26593
OG0006165	DROME18757, DROME18756	BRALA35968
OG0006168	DROME15944, DROME18911	BRALA10032
OG0006169	DROME10283	BRALA30756
OG0006170	DROME14914	BRALA00202
OG0006171	DROME09393	BRALA30792
OG0006172	DROME00114	BRALA24107
OG0006176	DROME04325	BRALA35451, BRALA34545
OG0006179	DROME10214	BRALA19293
OG0006180	DROME17033	BRALA34420
OG0006181	DROME14871	BRALA23439
OG0006182	DROME01649	BRALA05121
OG0006183	DROME14997	BRALA06437
OG0006184	DROME06994, DROME06993	BRALA06377
OG0006185	DROME15598	BRALA17091
OG0006186	DROME01316	BRALA13463
OG0006187	DROME00876	BRALA18223
OG0006188	DROME00301	BRALA05015
OG0006191	DROME00877, DROME00878	BRALA21722
OG0006192	DROME00106	BRALA07356
OG0006193	DROME02189	BRALA04868
OG0006195	DROME11802, DROME11801	BRALA07312
OG0006196	DROME01357	BRALA13696
OG0006199	DROME19122	BRALA15509, BRALA15507
OG0006200	DROME03216, DROME03215	BRALA06667
OG0006202	DROME06452, DROME06451	BRALA22394
OG0006204	DROME02906	BRALA26638
OG0006206	DROME19558	BRALA26945
OG0006208	DROME15732	BRALA13508
OG0006210	DROME19094	BRALA20208
OG0006211	DROME17799, DROME17798, DROME17797	BRALA00198
OG0006213	DROME10052	BRALA04557
OG0006214	DROME05227	BRALA03387
OG0006216	DROME02380	BRALA06312
OG0006217	DROME19224	BRALA05528
OG0006220	DROME10027	BRALA18564
OG0006224	DROME18810	BRALA05440
OG0006226	DROME08310	BRALA01075
OG0006227	DROME03457	BRALA22358
OG0006228	DROME12195, DROME12196, DROME12194, DROME12193	BRALA02124
OG0006229	DROME16720	BRALA22434
OG0006230	DROME05693	BRALA00506
OG0006231	DROME06401, DROME06402, DROME06407	BRALA34256
OG0006232	DROME06119	BRALA14521
OG0006233	DROME13881	BRALA10666
OG0006234	DROME22062, DROME22061	BRALA05039
OG0006235	DROME20311	BRALA02255
OG0006238	DROME09754	BRALA18241
OG0006239	DROME10114	BRALA12452
OG0006240	DROME19140, DROME08600	BRALA21843
OG0006242	DROME07675, DROME07676	BRALA23178
OG0006243	DROME14457	BRALA08525
OG0006244	DROME17166, DROME17165	BRALA27763
OG0006245	DROME02108, DROME02107	BRALA06871
OG0006246	DROME19004	BRALA18204
OG0006247	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200	BRALA35139, BRALA09607
OG0006248	DROME03264	BRALA24689
OG0006250	DROME17023	BRALA30686
OG0006251	DROME19735, DROME19738, DROME19736, DROME19737	BRALA24626
OG0006254	DROME10801	BRALA06528
OG0006258	DROME18180, DROME18181, DROME18179	BRALA04326
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	BRALA09660
OG0006260	DROME16552	BRALA19733
OG0006262	DROME05994	BRALA19086
OG0006263	DROME01003	BRALA19960
OG0006264	DROME01178	BRALA14988
OG0006265	DROME08925, DROME08926	BRALA04894, BRALA07067
OG0006267	DROME04482	BRALA27926
OG0006268	DROME16986	BRALA05496
OG0006270	DROME07884	BRALA21824
OG0006271	DROME13584	BRALA30606
OG0006273	DROME19288, DROME09384, DROME20348	BRALA16138
OG0006275	DROME11545	BRALA22474
OG0006277	DROME15668	BRALA28928
OG0006278	DROME09293	BRALA22168
OG0006279	DROME05154	BRALA23718
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	BRALA11947
OG0006281	DROME21723, DROME21724	BRALA05664
OG0006283	DROME18093	BRALA10662
OG0006284	DROME06978	BRALA24402
OG0006285	DROME05155	BRALA02914
OG0006286	DROME20409	BRALA20294
OG0006287	DROME15138	BRALA24709
OG0006288	DROME00223	BRALA24258
OG0006289	DROME05895	BRALA19745
OG0006290	DROME15754	BRALA15792
OG0006291	DROME16421	BRALA11851
OG0006292	DROME00480, DROME00481	BRALA03311
OG0006293	DROME15892	BRALA33794, BRALA34618, BRALA34423
OG0006294	DROME17637	BRALA15247
OG0006295	DROME09339	BRALA22152
OG0006296	DROME18450, DROME18451, DROME18457, DROME01938	BRALA24792
OG0006297	DROME14064	BRALA25722
OG0006298	DROME10104, DROME10103	BRALA29366
OG0006301	DROME14417, DROME14418	BRALA22608
OG0006302	DROME11859	BRALA17113, BRALA17112
OG0006305	DROME20608	BRALA11410
OG0006306	DROME06607	BRALA28080
OG0006308	DROME01926	BRALA16885
OG0006309	DROME22059, DROME22060	BRALA08741
OG0006311	DROME09053	BRALA04781
OG0006313	DROME09638	BRALA04098
OG0006315	DROME12826	BRALA17398
OG0006318	DROME09391	BRALA19707
OG0006319	DROME00483, DROME00484	BRALA18740
OG0006321	DROME00074	BRALA16122
OG0006322	DROME19674	BRALA15375
OG0006323	DROME00186	BRALA22948
OG0006328	DROME04072	BRALA21269
OG0006329	DROME06117	BRALA25075
OG0006330	DROME21856, DROME21857	BRALA18518
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	BRALA23061
OG0006332	DROME01006	BRALA15040
OG0006333	DROME05697	BRALA15716
OG0006334	DROME04357	BRALA05128
OG0006339	DROME19031, DROME19030	BRALA07229
OG0006340	DROME02471	BRALA03730
OG0006341	DROME06095	BRALA04141
OG0006344	DROME11878	BRALA00595
OG0006345	DROME01528	BRALA13758
OG0006346	DROME16623	BRALA12899
OG0006347	DROME18372, DROME18373	BRALA09195
OG0006350	DROME10882	BRALA04268
OG0006351	DROME17575	BRALA08302
OG0006352	DROME15718	BRALA04530
OG0006353	DROME00751	BRALA13425
OG0006355	DROME00424	BRALA19754
OG0006356	DROME02890	BRALA22173
OG0006358	DROME03318, DROME03317	BRALA28059
OG0006359	DROME01311	BRALA10059
OG0006360	DROME19840	BRALA02301
OG0006362	DROME11093	BRALA22988
OG0006363	DROME07012	BRALA27462
OG0006364	DROME14912	BRALA04293, BRALA04292
OG0006365	DROME21616, DROME21617	BRALA11762
OG0006367	DROME09374	BRALA30719
OG0006370	DROME08234	BRALA01047
OG0006372	DROME08788	BRALA03212
OG0006375	DROME19928	BRALA35312, BRALA16704
OG0006376	DROME13198	BRALA02582
OG0006377	DROME08417	BRALA12745
OG0006378	DROME17931	BRALA21690
OG0006379	DROME02858, DROME04856	BRALA13357
OG0006381	DROME02707, DROME20650	BRALA28145
OG0006382	DROME15024	BRALA17399
OG0006383	DROME12394	BRALA03662
OG0006385	DROME09556	BRALA13372
OG0006387	DROME09390	BRALA30260
OG0006388	DROME20388, DROME20387	BRALA21976
OG0006389	DROME15710	BRALA15656
OG0006392	DROME11920	BRALA12289
OG0006393	DROME03463, DROME03462	BRALA13557
OG0006395	DROME00130	BRALA16655
OG0006398	DROME21615	BRALA00645, BRALA22061
OG0006402	DROME17310	BRALA16948
OG0006405	DROME13750, DROME13751	BRALA02502
OG0006406	DROME19952, DROME19616	BRALA16985
OG0006408	DROME17398, DROME17397	BRALA30169, BRALA30167
OG0006442	DROME16371	BRALA26582
OG0006443	DROME16038	BRALA15942
OG0006447	DROME10748	BRALA18461
OG0006448	DROME21414	BRALA14481
OG0006449	DROME03272	BRALA12969
OG0006454	DROME19164	BRALA31920
OG0006456	DROME00779	BRALA07627
OG0006458	DROME10373	BRALA35074
OG0006459	DROME10282	BRALA21741
OG0006460	DROME15064	BRALA17443
OG0006461	DROME01188	BRALA17215
OG0006462	DROME01832	BRALA21972
OG0006463	DROME10850	BRALA15556
OG0006464	DROME15553	BRALA11660
OG0006465	DROME04025	BRALA11934
OG0006469	DROME02304	BRALA13138
OG0006470	DROME05726, DROME05725	BRALA03878
OG0006471	DROME03198	BRALA01351
OG0006472	DROME01113	BRALA01349
OG0006474	DROME18594	BRALA29415
OG0006475	DROME11340, DROME11339	BRALA07446
OG0006476	DROME02188	BRALA08067
OG0006477	DROME16299	BRALA01024
OG0006478	DROME10803	BRALA20796
OG0006479	DROME03631	BRALA32335
OG0006480	DROME15425, DROME15426	BRALA00269
OG0006481	DROME02142, DROME01455	BRALA01853
OG0006482	DROME21719	BRALA23441
OG0006483	DROME04426	BRALA29449
OG0006485	DROME17756	BRALA20858
OG0006487	DROME20891	BRALA09409
OG0006488	DROME14000	BRALA22110
OG0006490	DROME17521	BRALA09290
OG0006491	DROME09727	BRALA16671
OG0006492	DROME19565, DROME19566	BRALA28429
OG0006492	DROME03823	BRALA33987
OG0006494	DROME13014	BRALA12242
OG0006497	DROME11986	BRALA29776
OG0006498	DROME00774	BRALA29822
OG0006500	DROME02408	BRALA23434
OG0006501	DROME07620	BRALA21471
OG0006504	DROME01726	BRALA17735
OG0006505	DROME19279	BRALA14552
OG0006507	DROME11241, DROME13160	BRALA24795
OG0006509	DROME06735	BRALA11787
OG0006510	DROME21078	BRALA26585
OG0006511	DROME02030	BRALA26583
OG0006512	DROME14203	BRALA15201
OG0006514	DROME04973	BRALA16975
OG0006516	DROME07746	BRALA22526
