Orthogroup	MOUSE	BRALA
OG0008062	MOUSE27723	BRALA29465
OG0008064	MOUSE50499	BRALA16954
OG0008065	MOUSE14444	BRALA26405
OG0008066	MOUSE51552, MOUSE51553	BRALA22865
OG0008067	MOUSE00282	BRALA15119
OG0008069	MOUSE01436, MOUSE01435	BRALA05254
OG0008071	MOUSE33353, MOUSE33351	BRALA07291
OG0008072	MOUSE34512	BRALA18765
OG0008073	MOUSE25534, MOUSE25536, MOUSE25535	BRALA18358
OG0008074	MOUSE04904	BRALA28413
OG0008075	MOUSE53504	BRALA16942
OG0008076	MOUSE14585	BRALA15878
OG0008077	MOUSE38437, MOUSE38438	BRALA25001
OG0008078	MOUSE14810	BRALA13669
OG0008079	MOUSE29279	BRALA08589
OG0008081	MOUSE53380, MOUSE53379	BRALA03257
OG0008083	MOUSE07873, MOUSE07872	BRALA28836
OG0008084	MOUSE27355, MOUSE27354	BRALA24665
OG0008085	MOUSE24926, MOUSE24925	BRALA16435, BRALA31770
OG0008086	MOUSE46702, MOUSE46701, MOUSE46699, MOUSE46700	BRALA23988
OG0008087	MOUSE22259	BRALA29708
OG0008088	MOUSE07403, MOUSE07402, MOUSE07404, MOUSE07405	BRALA28845
OG0008089	MOUSE35431, MOUSE35430	BRALA20320
OG0008090	MOUSE24879	BRALA14829
OG0008091	MOUSE37931	BRALA30103
OG0008092	MOUSE27033	BRALA18265, BRALA18266
OG0008094	MOUSE04003	BRALA15291
OG0008098	MOUSE03050, MOUSE03051, MOUSE03048, MOUSE03049	BRALA30312
OG0008100	MOUSE34299	BRALA16672
OG0008102	MOUSE25295	BRALA02796
OG0008103	MOUSE20324	BRALA34312
OG0008104	MOUSE21169	BRALA06606
OG0008105	MOUSE18640	BRALA33680
OG0008106	MOUSE40744	BRALA26076
OG0008107	MOUSE13346, MOUSE13345, MOUSE13343	BRALA07036
OG0008108	MOUSE49141, MOUSE49140	BRALA03352
OG0008109	MOUSE04381	BRALA30499
OG0008110	MOUSE19115	BRALA13888
OG0008111	MOUSE51658	BRALA15647
OG0008112	MOUSE07048, MOUSE07049	BRALA22113
OG0008113	MOUSE19677, MOUSE19678	BRALA07943
OG0008115	MOUSE07116, MOUSE07117	BRALA20867
OG0008116	MOUSE05109, MOUSE17127, MOUSE17126	BRALA10402
OG0008117	MOUSE30491	BRALA02820
OG0008119	MOUSE38287, MOUSE38288, MOUSE38286, MOUSE38285	BRALA28937
OG0008120	MOUSE33881, MOUSE33880	BRALA23874
OG0008123	MOUSE20102	BRALA28917, BRALA28916
OG0008124	MOUSE14905	BRALA13418
OG0008125	MOUSE03193	BRALA35372, BRALA34832
OG0008126	MOUSE30359, MOUSE30358	BRALA14557
OG0008127	MOUSE38827	BRALA11884
OG0008136	MOUSE28809, MOUSE28808, MOUSE28786	BRALA20212
OG0008138	MOUSE12476, MOUSE10597, MOUSE43867	BRALA35674
OG0008143	MOUSE03471	BRALA28781
OG0008149	MOUSE29184, MOUSE29183, MOUSE29185, MOUSE29182, MOUSE34172	BRALA10323
OG0008151	MOUSE11475, MOUSE36893	BRALA03631, BRALA03632
OG0008154	MOUSE39994, MOUSE11522	BRALA16049, BRALA25137
OG0008156	MOUSE27925, MOUSE27926	BRALA17414, BRALA35179
OG0008194	MOUSE24365, MOUSE24364, MOUSE24366	BRALA18858, BRALA18857
OG0008202	MOUSE24115, MOUSE24113	BRALA16861
OG0008203	MOUSE09562	BRALA03991
OG0008204	MOUSE49397	BRALA19971
OG0008205	MOUSE25529	BRALA21784
OG0008206	MOUSE23600, MOUSE23598	BRALA17145
OG0008208	MOUSE40748	BRALA20062
OG0008209	MOUSE38456, MOUSE38454, MOUSE38453, MOUSE38455	BRALA06023
OG0008211	MOUSE32435, MOUSE32437, MOUSE32436	BRALA18220
OG0008212	MOUSE05306	BRALA24855, BRALA00330
OG0008213	MOUSE16108	BRALA28821
OG0008214	MOUSE38398, MOUSE38397	BRALA05477
OG0008215	MOUSE29766, MOUSE29768, MOUSE29767	BRALA22956
OG0008216	MOUSE07747, MOUSE07748	BRALA22497
OG0008217	MOUSE14169	BRALA06238
OG0008218	MOUSE03940, MOUSE03941	BRALA13067, BRALA13066
OG0008219	MOUSE21536	BRALA06408
OG0008220	MOUSE21741, MOUSE55013	BRALA11793
OG0008221	MOUSE49185, MOUSE49186, MOUSE49183, MOUSE49184, MOUSE49182, MOUSE49180, MOUSE49181	BRALA03267
OG0008223	MOUSE53844	BRALA22730
OG0008224	MOUSE49803	BRALA19108
OG0008225	MOUSE03205, MOUSE03206	BRALA08069
OG0008227	MOUSE09612, MOUSE09611	BRALA14669
OG0008228	MOUSE40851, MOUSE40852	BRALA09327
OG0008229	MOUSE25293	BRALA02656
OG0008230	MOUSE12257, MOUSE12256, MOUSE12255	BRALA28895
OG0008231	MOUSE21427	BRALA34426
OG0008232	MOUSE04305	BRALA31720
OG0008234	MOUSE06514	BRALA06578
OG0008235	MOUSE33786	BRALA05497
OG0008236	MOUSE25027, MOUSE25026, MOUSE25029, MOUSE25024	BRALA09019
OG0008237	MOUSE18526	BRALA07954
OG0008238	MOUSE42133	BRALA15105
OG0008239	MOUSE11043, MOUSE11045, MOUSE11044	BRALA17929
OG0008240	MOUSE03130, MOUSE03131, MOUSE03129	BRALA09089
OG0008243	MOUSE00601	BRALA28205
OG0008244	MOUSE17159	BRALA10429
OG0008245	MOUSE32837, MOUSE32836, MOUSE32834, MOUSE32835	BRALA23605
OG0008246	MOUSE02515	BRALA04540
OG0008247	MOUSE21291, MOUSE21289, MOUSE21290	BRALA34550
OG0008249	MOUSE50402	BRALA05292
OG0008250	MOUSE48584, MOUSE48582, MOUSE48583	BRALA22870
OG0008251	MOUSE03565, MOUSE03564	BRALA07938
OG0008252	MOUSE19494	BRALA09548
OG0008253	MOUSE36185	BRALA16363
OG0008254	MOUSE30294, MOUSE30293	BRALA18783
OG0008255	MOUSE32452	BRALA20264
OG0008256	MOUSE06806, MOUSE06805	BRALA25076
OG0008257	MOUSE52380, MOUSE52379	BRALA06162
OG0008258	MOUSE24600	BRALA22506
OG0008259	MOUSE06588	BRALA13760
OG0008260	MOUSE32573, MOUSE32574	BRALA22417
OG0008261	MOUSE45085, MOUSE45084	BRALA08123
OG0008262	MOUSE25792	BRALA02776
OG0008263	MOUSE20129	BRALA30316
OG0008264	MOUSE19474, MOUSE19475	BRALA08405
OG0008266	MOUSE27562, MOUSE27560, MOUSE27559, MOUSE27561	BRALA16480
OG0008267	MOUSE14481	BRALA28040
OG0008268	MOUSE25991	BRALA03654
OG0008269	MOUSE15742	BRALA18372
OG0008270	MOUSE33910, MOUSE33909, MOUSE33908	BRALA21257
OG0008271	MOUSE18408, MOUSE18409	BRALA13152
OG0008272	MOUSE27157	BRALA16559
OG0008273	MOUSE04041	BRALA05439
OG0008274	MOUSE11231, MOUSE11230	BRALA17358
OG0008275	MOUSE32147	BRALA28211
OG0008277	MOUSE45807, MOUSE45808, MOUSE45806	BRALA23402
OG0008278	MOUSE37521, MOUSE37522	BRALA28148
OG0008279	MOUSE30023	BRALA05426
OG0008281	MOUSE20422	BRALA11926
OG0008282	MOUSE33644, MOUSE33643	BRALA00732
OG0008283	MOUSE37554	BRALA17761
OG0008286	MOUSE28342, MOUSE28340, MOUSE28341	BRALA21994
OG0008288	MOUSE34482, MOUSE34483, MOUSE34484	BRALA05446
OG0008290	MOUSE45820	BRALA32558
OG0008291	MOUSE03973	BRALA06389
OG0008292	MOUSE51354, MOUSE51357, MOUSE51356, MOUSE51355, MOUSE51353	BRALA17573
OG0008294	MOUSE40379, MOUSE40378	BRALA16279
OG0008295	MOUSE18641	BRALA31051
OG0008296	MOUSE29831	BRALA13383
OG0008296	MOUSE29833, MOUSE29832	BRALA17745
OG0008297	MOUSE02733	BRALA03422
OG0008298	MOUSE34796	BRALA08665
OG0008299	MOUSE05064	BRALA00329
OG0008300	MOUSE32479, MOUSE32478	BRALA03675
OG0008301	MOUSE21452, MOUSE21454, MOUSE21453	BRALA16291
OG0008303	MOUSE08135, MOUSE08134	BRALA20895
OG0008304	MOUSE12873	BRALA31258
OG0008305	MOUSE22982, MOUSE22981	BRALA04867
OG0008306	MOUSE22445	BRALA25169
OG0008307	MOUSE42015, MOUSE42014	BRALA26874
OG0008308	MOUSE15830	BRALA22670
OG0008309	MOUSE23667	BRALA14664
OG0008312	MOUSE06342, MOUSE06343	BRALA16716
OG0008313	MOUSE06076	BRALA13109
OG0008314	MOUSE23295	BRALA07442
OG0008315	MOUSE46587	BRALA26641, BRALA26640
OG0008316	MOUSE26226, MOUSE26227	BRALA31850, BRALA35094
OG0008317	MOUSE25313, MOUSE25314, MOUSE25312	BRALA19545
OG0008318	MOUSE07051	BRALA10037
OG0008319	MOUSE34558, MOUSE34557	BRALA25887, BRALA25888
OG0008320	MOUSE03245	BRALA29154
OG0008323	MOUSE32251, MOUSE32249, MOUSE32250	BRALA12203
OG0008324	MOUSE38215, MOUSE38211, MOUSE38212	BRALA28417
OG0008325	MOUSE49672	BRALA19943
OG0008326	MOUSE09200	BRALA10239
OG0008327	MOUSE38338	BRALA18892
OG0008328	MOUSE36237	BRALA28850
OG0008331	MOUSE24779	BRALA15204
OG0008333	MOUSE15471, MOUSE15470	BRALA14313
OG0008334	MOUSE26074, MOUSE26073, MOUSE26076, MOUSE26075	BRALA10047
OG0008335	MOUSE17521	BRALA05150
OG0008336	MOUSE06998, MOUSE06997	BRALA15357
OG0008337	MOUSE16044	BRALA25417
OG0008338	MOUSE28787, MOUSE00281	BRALA01559
OG0008339	MOUSE00162	BRALA09633
OG0008341	MOUSE10989	BRALA24420
OG0008342	MOUSE49779, MOUSE13494	BRALA22028
OG0008343	MOUSE40395	BRALA10295
OG0008345	MOUSE27623	BRALA04347
OG0008346	MOUSE18622	BRALA10836
OG0008347	MOUSE05732, MOUSE05731	BRALA07053
OG0008348	MOUSE27879	BRALA02881
OG0008349	MOUSE32632, MOUSE54196, MOUSE54197, MOUSE54195	BRALA15925
OG0008350	MOUSE38590, MOUSE38589	BRALA06366
OG0008351	MOUSE04900	BRALA02173
OG0008352	MOUSE19537	BRALA08491
OG0008353	MOUSE39137	BRALA20086
OG0008354	MOUSE04001, MOUSE03998, MOUSE03999, MOUSE04000	BRALA31017, BRALA32314
OG0008355	MOUSE02946	BRALA31283
OG0008356	MOUSE34752, MOUSE34753	BRALA20022, BRALA20023
OG0008357	MOUSE51709	BRALA18497
OG0008358	MOUSE49468	BRALA33771
OG0008359	MOUSE28624, MOUSE28623	BRALA15128, BRALA15129
OG0008361	MOUSE34215, MOUSE34216	BRALA16691
OG0008364	MOUSE40460, MOUSE19202	BRALA09903
OG0008365	MOUSE47488, MOUSE47487	BRALA14255
OG0008368	MOUSE23007	BRALA11399
OG0008370	MOUSE05733	BRALA30620
OG0008371	MOUSE33620	BRALA24474
OG0008373	MOUSE45946, MOUSE45944, MOUSE45947, MOUSE45945	BRALA02447
OG0008374	MOUSE14511, MOUSE14510, MOUSE14509	BRALA09241
OG0008376	MOUSE15941, MOUSE15940	BRALA00681, BRALA22097
OG0008377	MOUSE22163	BRALA07328
OG0008378	MOUSE22334	BRALA00143
OG0008379	MOUSE48667	BRALA00924
OG0008381	MOUSE40504, MOUSE40505, MOUSE40503	BRALA34490
OG0008382	MOUSE49441	BRALA03358
OG0008383	MOUSE34762	BRALA34425, BRALA34686
OG0008384	MOUSE24715	BRALA13373, BRALA13374
OG0008386	MOUSE06103	BRALA01056
OG0008387	MOUSE14625	BRALA27580
OG0008388	MOUSE18115	BRALA22482
OG0008391	MOUSE31808, MOUSE31810, MOUSE31807, MOUSE31809	BRALA02821
OG0008392	MOUSE38718, MOUSE38720	BRALA06321
OG0008395	MOUSE39762, MOUSE39761, MOUSE39760, MOUSE39763	BRALA06782
OG0008396	MOUSE49778, MOUSE49776, MOUSE49770, MOUSE49774, MOUSE49771, MOUSE49772, MOUSE49777	BRALA22030
OG0008399	MOUSE15178	BRALA33684
OG0008400	MOUSE48926, MOUSE48925	BRALA29815, BRALA00697
OG0008401	MOUSE23402	BRALA17999
OG0008403	MOUSE33924	BRALA24505
OG0008404	MOUSE25508	BRALA23651
OG0008406	MOUSE33617	BRALA01198
OG0008411	MOUSE04972	BRALA07369
OG0008412	MOUSE30174	BRALA13554
OG0008414	MOUSE30701, MOUSE30700	BRALA04459
OG0008415	MOUSE36483	BRALA11890
OG0008416	MOUSE07359	BRALA17626
OG0008418	MOUSE25043, MOUSE25044	BRALA06091
OG0008419	MOUSE18765, MOUSE18766	BRALA13393
OG0008421	MOUSE31862, MOUSE31865, MOUSE31866, MOUSE31864, MOUSE31870, MOUSE31872, MOUSE31871, MOUSE31867, MOUSE31868, MOUSE31863	BRALA04900, BRALA19165
OG0008422	MOUSE20240	BRALA18880
OG0008424	MOUSE10607	BRALA14612
OG0008425	MOUSE13712, MOUSE13714, MOUSE13711, MOUSE13713	BRALA03330
OG0008426	MOUSE11222	BRALA09433
OG0008426	MOUSE11224, MOUSE11223, MOUSE11221	BRALA18961, BRALA09432
OG0008427	MOUSE00582, MOUSE00581, MOUSE00583	BRALA08333
OG0008432	MOUSE15901, MOUSE15902, MOUSE15903, MOUSE15900	BRALA18703
OG0008433	MOUSE44361, MOUSE44360, MOUSE44362, MOUSE44358, MOUSE44357, MOUSE44359	BRALA00397
OG0008435	MOUSE46890, MOUSE46889, MOUSE46888, MOUSE46885, MOUSE46884, MOUSE46886, MOUSE46887	BRALA33895
OG0008437	MOUSE47340, MOUSE47342, MOUSE47341, MOUSE47338, MOUSE47339	BRALA00511
OG0008443	MOUSE16518, MOUSE16519, MOUSE16517	BRALA19003
OG0008444	MOUSE20166, MOUSE20165	BRALA22302
OG0008448	MOUSE07043, MOUSE07042	BRALA11933
OG0008450	MOUSE14015	BRALA34938
OG0008450	MOUSE03950	BRALA31984
OG0008453	MOUSE41761, MOUSE41760, MOUSE41763, MOUSE41765, MOUSE41764, MOUSE41762	BRALA07678
OG0008457	MOUSE28106, MOUSE28105	BRALA13320
OG0008460	MOUSE00489	BRALA24281, BRALA24283
OG0008463	MOUSE28117, MOUSE28118, MOUSE20113	BRALA22549
OG0008464	MOUSE43831, MOUSE43834	BRALA28324, BRALA26947
OG0008468	MOUSE15011, MOUSE52479, MOUSE52478, MOUSE52476, MOUSE52475, MOUSE52477	BRALA17335
OG0008470	MOUSE50170, MOUSE50716, MOUSE50169, MOUSE50168, MOUSE50715	BRALA15820, BRALA15821
OG0008478	MOUSE01086, MOUSE01079, MOUSE01085, MOUSE01080, MOUSE01084, MOUSE01078, MOUSE01076, MOUSE01075, MOUSE01082, MOUSE01083, MOUSE01077	BRALA07281
OG0008507	MOUSE44759	BRALA15057
OG0008509	MOUSE34577, MOUSE34578	BRALA05523
OG0008513	MOUSE14257, MOUSE14258, MOUSE14256	BRALA15101
OG0008514	MOUSE48251, MOUSE48252, MOUSE48253, MOUSE48250, MOUSE48249, MOUSE48248	BRALA15921
OG0008516	MOUSE27413, MOUSE27412	BRALA10786, BRALA10911
OG0008524	MOUSE46417	BRALA34791, BRALA35810
OG0008526	MOUSE33339, MOUSE33340	BRALA01004
OG0008527	MOUSE24397	BRALA16647
OG0008528	MOUSE29923	BRALA01940
OG0008530	MOUSE48146	BRALA03989
OG0008532	MOUSE20164	BRALA28388
OG0008533	MOUSE00669	BRALA28209
OG0008534	MOUSE44356	BRALA27649
OG0008535	MOUSE40365, MOUSE40364	BRALA22563
OG0008536	MOUSE05717, MOUSE05718	BRALA00357, BRALA00355, BRALA00356
OG0008538	MOUSE19255	BRALA11832
OG0008539	MOUSE49159	BRALA31052
OG0008540	MOUSE30667	BRALA07940
OG0008542	MOUSE01620	BRALA16597
OG0008544	MOUSE49388, MOUSE49387	BRALA17943
OG0008545	MOUSE40415, MOUSE40414	BRALA17948
OG0008546	MOUSE19697	BRALA20223
OG0008550	MOUSE34884, MOUSE34885, MOUSE34886	BRALA03273
OG0008551	MOUSE45026, MOUSE45027, MOUSE45028	BRALA15706
OG0008554	MOUSE49137, MOUSE28900, MOUSE19939	BRALA03353
OG0008555	MOUSE21750	BRALA16626
OG0008556	MOUSE24601, MOUSE24603	BRALA22513
OG0008557	MOUSE11863	BRALA03028
OG0008558	MOUSE20456	BRALA02508
OG0008559	MOUSE26387, MOUSE26386, MOUSE26388	BRALA00268
OG0008560	MOUSE17224, MOUSE17225, MOUSE17223	BRALA01988
OG0008561	MOUSE04564	BRALA28153
OG0008562	MOUSE32165, MOUSE32166	BRALA08959
OG0008563	MOUSE37460	BRALA29273
OG0008565	MOUSE19497, MOUSE19496	BRALA21746
OG0008566	MOUSE35881, MOUSE35883, MOUSE35882	BRALA11541
OG0008567	MOUSE16695	BRALA00993, BRALA11796
OG0008570	MOUSE15045	BRALA21939
OG0008572	MOUSE16447, MOUSE16448	BRALA19309
OG0008573	MOUSE32284	BRALA09463
OG0008574	MOUSE34297, MOUSE34295, MOUSE34296	BRALA11419
OG0008575	MOUSE42012, MOUSE42013	BRALA18250
OG0008576	MOUSE46861, MOUSE46862	BRALA11515
OG0008577	MOUSE15114, MOUSE15112, MOUSE15113	BRALA06350
OG0008578	MOUSE28739	BRALA03455
OG0008579	MOUSE09302	BRALA15115
OG0008583	MOUSE09329, MOUSE09327, MOUSE09328	BRALA10200
OG0008587	MOUSE07482	BRALA17930
OG0008588	MOUSE06241	BRALA10465
OG0008590	MOUSE13846, MOUSE13845	BRALA27378
OG0008591	MOUSE17017	BRALA15014
OG0008592	MOUSE25992	BRALA18436
OG0008593	MOUSE17237, MOUSE52637, MOUSE17236	BRALA28147
OG0008595	MOUSE52110, MOUSE52109, MOUSE52111	BRALA19312
OG0008596	MOUSE38977	BRALA09201
OG0008597	MOUSE48235	BRALA28968
OG0008599	MOUSE18340	BRALA15150
OG0008600	MOUSE21094	BRALA22361
OG0008601	MOUSE03477	BRALA20388
OG0008602	MOUSE18676	BRALA34147
OG0008603	MOUSE01334	BRALA30099
OG0008604	MOUSE45999, MOUSE46000, MOUSE45997, MOUSE45998	BRALA19507
OG0008605	MOUSE40455, MOUSE40454	BRALA11490
OG0008606	MOUSE38006, MOUSE38005, MOUSE38004	BRALA09692
OG0008607	MOUSE01695, MOUSE24018, MOUSE24015, MOUSE24014	BRALA27393
OG0008609	MOUSE38675	BRALA13094
OG0008611	MOUSE23927	BRALA10116
OG0008612	MOUSE23807, MOUSE23806	BRALA21312
OG0008613	MOUSE39325, MOUSE39323, MOUSE39324, MOUSE39326	BRALA15326
OG0008614	MOUSE44456	BRALA11854
OG0008618	MOUSE41026, MOUSE41025	BRALA11013, BRALA11063, BRALA09335
OG0008619	MOUSE08139, MOUSE08138	BRALA23442
OG0008620	MOUSE20745, MOUSE20744	BRALA09482
OG0008621	MOUSE48700	BRALA15922
OG0008622	MOUSE35415, MOUSE35414, MOUSE35416, MOUSE54894, MOUSE54895, MOUSE54892	BRALA03092
OG0008623	MOUSE50997, MOUSE50999, MOUSE51000, MOUSE50998, MOUSE51001	BRALA10665
OG0008624	MOUSE14025	BRALA16482
OG0008626	MOUSE12442	BRALA19975
OG0008627	MOUSE19246, MOUSE19248	BRALA11795
OG0008628	MOUSE38786, MOUSE38788, MOUSE38787	BRALA15875
OG0008629	MOUSE19794	BRALA21752
OG0008630	MOUSE04614	BRALA24237, BRALA28920
OG0008632	MOUSE04788	BRALA09185
OG0008633	MOUSE18648	BRALA22271
OG0008634	MOUSE24538	BRALA22279
OG0008636	MOUSE51760	BRALA18519
OG0008637	MOUSE22861, MOUSE22863	BRALA15802
OG0008638	MOUSE08512	BRALA04155
OG0008639	MOUSE28318, MOUSE28319	BRALA29796
OG0008640	MOUSE21249	BRALA16491
OG0008641	MOUSE37516, MOUSE37515	BRALA29471
OG0008642	MOUSE28255, MOUSE28258	BRALA28732
OG0008643	MOUSE23951, MOUSE23953, MOUSE23954, MOUSE23952, MOUSE23955	BRALA19720
OG0008644	MOUSE40228	BRALA16311
OG0008645	MOUSE28714, MOUSE28713	BRALA27600
OG0008646	MOUSE53646	BRALA18831, BRALA18832
OG0008647	MOUSE01328, MOUSE01327	BRALA09658
OG0008648	MOUSE20323	BRALA34884, BRALA30218
OG0008649	MOUSE27403, MOUSE27402	BRALA22634
OG0008651	MOUSE50903, MOUSE50904	BRALA00594
OG0008653	MOUSE38606, MOUSE38607	BRALA29819
OG0008655	MOUSE01759	BRALA20532
OG0008657	MOUSE02098	BRALA32006
OG0008658	MOUSE06596	BRALA21119
OG0008659	MOUSE15814	BRALA28628
OG0008660	MOUSE39693	BRALA16548
OG0008662	MOUSE15369, MOUSE15370	BRALA00592
OG0008665	MOUSE47998	BRALA06807
OG0008666	MOUSE24259, MOUSE24257, MOUSE24258, MOUSE24254, MOUSE24256, MOUSE24255, MOUSE24260	BRALA25113
OG0008668	MOUSE12404	BRALA11434
OG0008669	MOUSE03705	BRALA16331
OG0008670	MOUSE54856, MOUSE53662, MOUSE53661, MOUSE53660	BRALA06998
OG0008671	MOUSE07120, MOUSE07121, MOUSE07119	BRALA20873
OG0008672	MOUSE19106	BRALA18524, BRALA29802
OG0008673	MOUSE10991	BRALA20899
OG0008674	MOUSE48164, MOUSE48166, MOUSE48167, MOUSE48165	BRALA15953
OG0008676	MOUSE36308, MOUSE36309	BRALA07254
OG0008677	MOUSE53180, MOUSE53181	BRALA05307
OG0008678	MOUSE02725, MOUSE02724	BRALA27767
OG0008680	MOUSE03255, MOUSE03254	BRALA21682
OG0008681	MOUSE47494	BRALA10215
OG0008682	MOUSE18335	BRALA02229
OG0008684	MOUSE23246	BRALA10687
OG0008685	MOUSE49648, MOUSE49652, MOUSE49649, MOUSE49650, MOUSE49651	BRALA03084
OG0008693	MOUSE06192	BRALA27587
OG0008696	MOUSE14259	BRALA11880
OG0008697	MOUSE32823, MOUSE32824, MOUSE32822, MOUSE32821	BRALA18391
OG0008698	MOUSE32209, MOUSE34370, MOUSE34371	BRALA03650
OG0008701	MOUSE48343, MOUSE48341, MOUSE48342, MOUSE48344	BRALA30504
OG0008702	MOUSE19704, MOUSE28934, MOUSE28935	BRALA03098
OG0008705	MOUSE50425, MOUSE50424	BRALA18575
OG0008706	MOUSE51742, MOUSE30811, MOUSE30810, MOUSE30809, MOUSE30808	BRALA13538, BRALA13537
OG0008708	MOUSE40353, MOUSE33933, MOUSE40354, MOUSE40355	BRALA29355
OG0008709	MOUSE45830, MOUSE45829, MOUSE45828, MOUSE41571, MOUSE41572, MOUSE41574, MOUSE41573, MOUSE41570, MOUSE41569	BRALA07707
OG0008711	MOUSE32508, MOUSE24517, MOUSE24512, MOUSE24514, MOUSE24513, MOUSE24515, MOUSE24516, MOUSE20423	BRALA01533
OG0008720	MOUSE49059	BRALA20012
OG0008753	MOUSE17641	BRALA02594
OG0008758	MOUSE27237, MOUSE27236, MOUSE27235, MOUSE27234	BRALA19426
OG0008760	MOUSE03704, MOUSE03703	BRALA14035
OG0008762	MOUSE42669, MOUSE42670	BRALA21759
OG0008763	MOUSE27368	BRALA10887
OG0008764	MOUSE16950	BRALA06448
OG0008765	MOUSE08763, MOUSE08764, MOUSE26586	BRALA00158
OG0008766	MOUSE19453	BRALA13488
OG0008770	MOUSE05142	BRALA28302
OG0008771	MOUSE06958	BRALA29707
OG0008772	MOUSE03099, MOUSE03100	BRALA21472
OG0008780	MOUSE07174, MOUSE07177, MOUSE07175, MOUSE07173	BRALA17416
OG0008782	MOUSE13520, MOUSE13521	BRALA28545
OG0008784	MOUSE03666, MOUSE03667	BRALA00992
OG0008785	MOUSE31938, MOUSE31939	BRALA21787
OG0008786	MOUSE24891	BRALA20053
OG0008788	MOUSE26438, MOUSE26437	BRALA20266
OG0008790	MOUSE24655, MOUSE24652	BRALA20707
OG0008796	MOUSE12299, MOUSE12298	BRALA10765
OG0008797	MOUSE02739, MOUSE02738	BRALA14918
OG0008798	MOUSE48719	BRALA18668
OG0008799	MOUSE17947, MOUSE17946	BRALA31717
OG0008800	MOUSE17405, MOUSE17404	BRALA12044
OG0008802	MOUSE46031, MOUSE46029, MOUSE46032, MOUSE46030	BRALA13112
OG0008804	MOUSE07112, MOUSE07111	BRALA13316
OG0008806	MOUSE02902, MOUSE02901	BRALA06332
OG0008808	MOUSE19073, MOUSE26204, MOUSE19074, MOUSE48268	BRALA29294
OG0008809	MOUSE33807	BRALA32116, BRALA32117, BRALA32118, BRALA25009, BRALA25008
OG0008810	MOUSE51298, MOUSE51297	BRALA25429
OG0008811	MOUSE32045, MOUSE32046	BRALA21997
OG0008812	MOUSE07393, MOUSE07394	BRALA23463
OG0008816	MOUSE19818, MOUSE19817	BRALA13552
OG0008818	MOUSE19915	BRALA23356
OG0008820	MOUSE34130	BRALA30147
OG0008821	MOUSE33897, MOUSE33896	BRALA19308
OG0008822	MOUSE15159, MOUSE15158	BRALA06559
OG0008823	MOUSE04704	BRALA14958
OG0008824	MOUSE25570	BRALA02996
OG0008826	MOUSE48874	BRALA05017
OG0008827	MOUSE38616, MOUSE38618, MOUSE38617	BRALA06277
OG0008828	MOUSE15507	BRALA04831
OG0008829	MOUSE10651, MOUSE10652	BRALA04028
OG0008830	MOUSE01441, MOUSE01437, MOUSE01438, MOUSE01439	BRALA05255
OG0008831	MOUSE25594	BRALA23986
OG0008832	MOUSE34693	BRALA05684
OG0008833	MOUSE03086, MOUSE03085	BRALA13348
OG0008834	MOUSE20736	BRALA01773
OG0008835	MOUSE15639	BRALA13701
OG0008837	MOUSE04698	BRALA17709
OG0008838	MOUSE47510	BRALA22701
OG0008840	MOUSE28262	BRALA03104
OG0008841	MOUSE16912	BRALA16713
OG0008844	MOUSE09145, MOUSE09144, MOUSE09146	BRALA03082
OG0008845	MOUSE54876	BRALA29479
OG0008846	MOUSE36801, MOUSE36802, MOUSE36800	BRALA19450
OG0008848	MOUSE19529, MOUSE19530, MOUSE19528, MOUSE19527	BRALA21485
OG0008850	MOUSE17199, MOUSE17198, MOUSE17197, MOUSE17196	BRALA11452
OG0008851	MOUSE01295	BRALA28866
OG0008853	MOUSE33761, MOUSE33763, MOUSE33760, MOUSE33762	BRALA19593
OG0008855	MOUSE21460, MOUSE21459, MOUSE21458, MOUSE21457	BRALA02652
OG0008856	MOUSE05637, MOUSE05636	BRALA13489
OG0008857	MOUSE29944	BRALA08584
OG0008859	MOUSE27868	BRALA33386
OG0008860	MOUSE28220, MOUSE28218	BRALA26576
OG0008864	MOUSE52918	BRALA27875
OG0008866	MOUSE22033, MOUSE22032	BRALA16223
OG0008867	MOUSE19845, MOUSE19844, MOUSE19846	BRALA04060
OG0008868	MOUSE35250	BRALA11155
OG0008870	MOUSE37476	BRALA24152
OG0008871	MOUSE25326, MOUSE25325	BRALA08064
OG0008872	MOUSE33267	BRALA05136
OG0008876	MOUSE20879, MOUSE20878	BRALA03931
OG0008878	MOUSE10874	BRALA09412
OG0008880	MOUSE45005, MOUSE45006	BRALA12367
OG0008883	MOUSE46439	BRALA17730
OG0008884	MOUSE20385	BRALA35082, BRALA35156, BRALA02176
OG0008885	MOUSE35190, MOUSE35192, MOUSE35193, MOUSE35191	BRALA00293
OG0008888	MOUSE49916	BRALA20889
OG0008889	MOUSE48663, MOUSE48662	BRALA01153
OG0008891	MOUSE32229	BRALA21419
OG0008892	MOUSE07580	BRALA11439
OG0008893	MOUSE49694, MOUSE49695	BRALA08588
OG0008894	MOUSE18710	BRALA24688
OG0008896	MOUSE49395, MOUSE49394	BRALA03211
OG0008897	MOUSE37938, MOUSE37939, MOUSE37937	BRALA06370
OG0008898	MOUSE03798	BRALA04295
OG0008900	MOUSE18163, MOUSE18162	BRALA31034
OG0008901	MOUSE24830, MOUSE24829, MOUSE24831, MOUSE24832, MOUSE24828	BRALA20056
