Orthogroup	MOUSE	DANRE
OG0005545	MOUSE10209	DANRE02887
OG0005546	MOUSE06083	DANRE04280, DANRE30373
OG0005546	MOUSE46088	DANRE30478, DANRE30477
OG0005547	MOUSE11555, MOUSE11554, MOUSE11556, MOUSE11557, MOUSE11558, MOUSE11553, MOUSE11551, MOUSE11552, MOUSE11550	DANRE04337, DANRE05009, DANRE05007, DANRE05008, DANRE05006
OG0005548	MOUSE11472	DANRE05419, DANRE03109
OG0005548	MOUSE36901, MOUSE36899, MOUSE36900	DANRE34545
OG0005550	MOUSE12383, MOUSE12377	DANRE24061
OG0005551	MOUSE05208, MOUSE05209	DANRE03835, DANRE03834
OG0005552	MOUSE17760, MOUSE17761	DANRE14554, DANRE14556, DANRE14555
OG0005552	MOUSE24055	DANRE14558, DANRE14557
OG0005553	MOUSE26003, MOUSE26002	DANRE00372
OG0005554	MOUSE49618, MOUSE49617, MOUSE49619	DANRE39338, DANRE39339, DANRE39340
OG0005555	MOUSE01742, MOUSE01740	DANRE30999
OG0005555	MOUSE11306	DANRE01795, DANRE01794
OG0005556	MOUSE25868, MOUSE18602	DANRE34261
OG0005557	MOUSE37215, MOUSE37214	DANRE36491, DANRE36492
OG0005558	MOUSE07879, MOUSE07880	DANRE11734
OG0005558	MOUSE20295	DANRE35234, DANRE35233
OG0005559	MOUSE34043	DANRE14662
OG0005560	MOUSE28924	DANRE36070
OG0005560	MOUSE28923	DANRE36069
OG0005561	MOUSE28894, MOUSE28893, MOUSE28897, MOUSE28896, MOUSE28895	DANRE23494
OG0005562	MOUSE51157, MOUSE51155	DANRE19787
OG0005563	MOUSE47511, MOUSE47513, MOUSE47514	DANRE41618, DANRE41621, DANRE41622, DANRE41619
OG0005564	MOUSE25642, MOUSE25641, MOUSE25643	DANRE19104, DANRE19105
OG0005565	MOUSE05505, MOUSE05506	DANRE29042
OG0005566	MOUSE37713, MOUSE37712	DANRE39659, DANRE00333
OG0005567	MOUSE05137, MOUSE05138	DANRE17037, DANRE17036, DANRE17038
OG0005568	MOUSE39017, MOUSE39016	DANRE30878, DANRE25717
OG0005569	MOUSE44374, MOUSE44376	DANRE25030
OG0005570	MOUSE47750	DANRE16079, DANRE16078
OG0005572	MOUSE20849, MOUSE13095	DANRE15331, DANRE15330
OG0005573	MOUSE44349, MOUSE44350	DANRE25229
OG0005574	MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192	DANRE37569, DANRE37570
OG0005575	MOUSE52074, MOUSE52073, MOUSE52075	DANRE03463, DANRE03462
OG0005576	MOUSE16000, MOUSE16001	DANRE15201, DANRE15200, DANRE15202
OG0005577	MOUSE15605	DANRE02646
OG0005577	MOUSE34486	DANRE23480
OG0005578	MOUSE43531, MOUSE43532	DANRE10384
OG0005579	MOUSE00036	DANRE05882, DANRE05883
OG0005579	MOUSE13409	DANRE10626
OG0005580	MOUSE18394	DANRE28264
OG0005581	MOUSE19984	DANRE16480, DANRE06576, DANRE06577
OG0005583	MOUSE19508	DANRE00285, DANRE00286
OG0005583	MOUSE51774	DANRE25147, DANRE25148
OG0005584	MOUSE19860, MOUSE19802	DANRE19587, DANRE19588
OG0005585	MOUSE13319, MOUSE13321, MOUSE13320	DANRE27900
OG0005585	MOUSE02357	DANRE23458
OG0005585	MOUSE22453	DANRE16091, DANRE16092, DANRE42837, DANRE42836
OG0005586	MOUSE30388, MOUSE30387, MOUSE48931	DANRE13942
OG0005587	MOUSE27572, MOUSE27570, MOUSE27569, MOUSE27571	DANRE25681
OG0005588	MOUSE25038, MOUSE25037	DANRE24588, DANRE24587
OG0005589	MOUSE26423, MOUSE26422	DANRE41477
OG0005590	MOUSE47493	DANRE16067
OG0005591	MOUSE00695	DANRE18532, DANRE18533
OG0005592	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605	DANRE30249
OG0005593	MOUSE12514, MOUSE12513	DANRE41927, DANRE41929, DANRE41928
OG0005594	MOUSE13391, MOUSE13390	DANRE10635
OG0005595	MOUSE52151, MOUSE52150	DANRE30852
OG0005596	MOUSE38186, MOUSE38185, MOUSE38187	DANRE43374, DANRE42738, DANRE42739, DANRE34936, DANRE34937
OG0005597	MOUSE22035	DANRE15269, DANRE15270
OG0005598	MOUSE51444	DANRE25018
OG0005599	MOUSE52648	DANRE36072
OG0005600	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112	DANRE40275
OG0005602	MOUSE11673, MOUSE11671, MOUSE11672, MOUSE11674, MOUSE11675, MOUSE11670, MOUSE11669	DANRE11049, DANRE11048
OG0005603	MOUSE36209	DANRE39411
OG0005604	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906	DANRE16557
OG0005605	MOUSE36876, MOUSE36877	DANRE34529
OG0005606	MOUSE13143, MOUSE13142, MOUSE13140, MOUSE13144, MOUSE13141	DANRE40630
OG0005607	MOUSE54462	DANRE40098
OG0005607	MOUSE00215	DANRE04474
OG0005608	MOUSE07551, MOUSE07553	DANRE09029, DANRE09028
OG0005609	MOUSE51555, MOUSE51554	DANRE25008, DANRE25007
OG0005610	MOUSE54699	DANRE06351, DANRE06350
OG0005611	MOUSE03796, MOUSE03797, MOUSE03795	DANRE28958, DANRE28959
OG0005612	MOUSE07615	DANRE11866, DANRE11865
OG0005613	MOUSE03012	DANRE11321, DANRE16822, DANRE16821
OG0005614	MOUSE08202, MOUSE08200, MOUSE08199	DANRE04930
OG0005615	MOUSE41849, MOUSE41848	DANRE31126
OG0005616	MOUSE19033, MOUSE19032	DANRE17489
OG0005617	MOUSE33208, MOUSE33209, MOUSE33206	DANRE36363
OG0005617	MOUSE20824, MOUSE20823	DANRE00407
OG0005618	MOUSE09424	DANRE00178, DANRE00176, DANRE00177
OG0005619	MOUSE15606	DANRE02647
OG0005620	MOUSE40619, MOUSE39306, MOUSE39307	DANRE31254
OG0005621	MOUSE27557, MOUSE27556, MOUSE27558	DANRE11716, DANRE11715
OG0005622	MOUSE27983	DANRE18660
OG0005623	MOUSE24087	DANRE05432, DANRE05431
OG0005624	MOUSE06891	DANRE30720, DANRE30721
OG0005625	MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059	DANRE06001
OG0005626	MOUSE38207, MOUSE38206	DANRE01117, DANRE07553
OG0005627	MOUSE44327	DANRE35938
OG0005628	MOUSE10271, MOUSE10269, MOUSE10268	DANRE34835, DANRE19005, DANRE19006
OG0005629	MOUSE35116, MOUSE35115, MOUSE35114	DANRE20590
OG0005630	MOUSE39943	DANRE16694
OG0005630	MOUSE39942	DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632
OG0005631	MOUSE53040, MOUSE53039	DANRE09424
OG0005632	MOUSE18683	DANRE17405
OG0005633	MOUSE27481, MOUSE27480	DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516
OG0005634	MOUSE25895	DANRE33369
OG0005634	MOUSE25896	DANRE40678
OG0005636	MOUSE47057, MOUSE47058	DANRE13481, DANRE13482
OG0005637	MOUSE26591, MOUSE26590, MOUSE45961	DANRE41703, DANRE41700, DANRE41702, DANRE41701
OG0005638	MOUSE02282, MOUSE02281	DANRE31127
OG0005639	MOUSE27352	DANRE10666, DANRE18080, DANRE18081
OG0005640	MOUSE07767, MOUSE07765, MOUSE07766, MOUSE07768	DANRE11136
OG0005641	MOUSE49959, MOUSE49960	DANRE02949, DANRE02948, DANRE02947
OG0005642	MOUSE52645	DANRE21297
OG0005642	MOUSE31207, MOUSE31206	DANRE02697
OG0005643	MOUSE34838, MOUSE34840, MOUSE34841, MOUSE34837, MOUSE34839, MOUSE34842	DANRE36781
OG0005644	MOUSE04463, MOUSE04462	DANRE08252
OG0005645	MOUSE35758	DANRE10983
OG0005646	MOUSE23045, MOUSE23043	DANRE42080, DANRE42078, DANRE42079
OG0005649	MOUSE15810	DANRE42185, DANRE42183, DANRE42184
OG0005650	MOUSE14559, MOUSE14558	DANRE23343, DANRE36528, DANRE36529
OG0005651	MOUSE15638	DANRE20915, DANRE20916
OG0005652	MOUSE31213	DANRE02692, DANRE02690, DANRE02691
OG0005654	MOUSE21623, MOUSE21622	DANRE24074, DANRE24075
OG0005655	MOUSE13552	DANRE15099, DANRE15098
OG0005655	MOUSE29239	DANRE22619, DANRE40294
OG0005656	MOUSE40194	DANRE04885, DANRE04886, DANRE04884
OG0005659	MOUSE14519, MOUSE14518	DANRE31196, DANRE31197, DANRE31194, DANRE31195, DANRE31192, DANRE31193
OG0005660	MOUSE03876	DANRE34620
OG0005661	MOUSE34543, MOUSE34542	DANRE02830, DANRE02831, DANRE02832, DANRE22883
OG0005661	MOUSE22666, MOUSE22665	DANRE28070, DANRE28072, DANRE28071, DANRE08818
OG0005662	MOUSE46978, MOUSE46977	DANRE25186
OG0005662	MOUSE46983, MOUSE46982, MOUSE46980, MOUSE15147, MOUSE15146, MOUSE46981, MOUSE46979	DANRE34275
OG0005663	MOUSE36171, MOUSE36169, MOUSE36170, MOUSE36174, MOUSE36172, MOUSE36173	DANRE15910, DANRE15909, DANRE15912, DANRE15913, DANRE15911
OG0005663	MOUSE21056	DANRE22122, DANRE22121
OG0005664	MOUSE14766	DANRE36556, DANRE36555, DANRE23153
OG0005664	MOUSE13348, MOUSE13349, MOUSE13351, MOUSE13350, MOUSE13347	DANRE27239, DANRE27240, DANRE24306, DANRE24307
OG0005665	MOUSE01609	DANRE20987, DANRE20989, DANRE20988, DANRE28322, DANRE20990, DANRE20991, DANRE28323, DANRE12305
OG0005665	MOUSE20696	DANRE29818
OG0005670	MOUSE08394, MOUSE08391, MOUSE08347, MOUSE08352, MOUSE08353, MOUSE08339, MOUSE08360, MOUSE08351, MOUSE08354, MOUSE08341, MOUSE08337, MOUSE08344, MOUSE08345	DANRE29757
OG0005681	MOUSE35050, MOUSE35049, MOUSE35048	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168
OG0005685	MOUSE06675, MOUSE06676, MOUSE06674	DANRE05474
OG0005690	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845	DANRE10416
OG0005691	MOUSE41238, MOUSE41236	DANRE25057, DANRE25059
OG0005692	MOUSE40980	DANRE21996, DANRE21995, DANRE42270
OG0005694	MOUSE51449	DANRE12317
OG0005695	MOUSE44006, MOUSE44004, MOUSE44013, MOUSE44009, MOUSE44007, MOUSE44011, MOUSE44010, MOUSE44005, MOUSE44008	DANRE29499
OG0005696	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981	DANRE02901, DANRE02900
OG0005697	MOUSE44809, MOUSE44810, MOUSE44812, MOUSE44808	DANRE38971
OG0005698	MOUSE49473	DANRE26205, DANRE26204
OG0005699	MOUSE20418, MOUSE20420, MOUSE20419, MOUSE20421, MOUSE20417	DANRE37803
OG0005700	MOUSE29676	DANRE03723
OG0005701	MOUSE11436	DANRE05393, DANRE05394
OG0005702	MOUSE50035	DANRE08887
OG0005703	MOUSE25239	DANRE33923
OG0005704	MOUSE12508, MOUSE12510	DANRE41933, DANRE41932
OG0005704	MOUSE12509	DANRE41934
OG0005707	MOUSE47467	DANRE20947
OG0005708	MOUSE53004, MOUSE53005, MOUSE53003, MOUSE53002	DANRE10185, DANRE10184, DANRE10183
OG0005709	MOUSE07354	DANRE38135, DANRE05676, DANRE05677
OG0005710	MOUSE48846, MOUSE48845	DANRE21928, DANRE21925, DANRE21927, DANRE21926
OG0005711	MOUSE38842, MOUSE38841, MOUSE38843, MOUSE38839, MOUSE38840, MOUSE38837, MOUSE38838	DANRE01182
OG0005712	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244	DANRE30485
OG0005713	MOUSE45885, MOUSE45886, MOUSE45887	DANRE39302, DANRE39301
OG0005714	MOUSE26001, MOUSE25998	DANRE00374, DANRE00373
OG0005715	MOUSE20698	DANRE43098
OG0005717	MOUSE52141	DANRE09066
OG0005717	MOUSE52140	DANRE09067, DANRE09065
OG0005718	MOUSE51203	DANRE08143, DANRE08142
OG0005719	MOUSE34481	DANRE22979
OG0005720	MOUSE27884, MOUSE27887, MOUSE27885, MOUSE27886, MOUSE27883, MOUSE27882	DANRE04877, DANRE04878
OG0005721	MOUSE38074	DANRE35044
OG0005723	MOUSE52812, MOUSE52818	DANRE41011, DANRE41012, DANRE41010
OG0005724	MOUSE19172, MOUSE19171	DANRE20202
OG0005725	MOUSE38671	DANRE03552, DANRE03553
OG0005726	MOUSE13353	DANRE27236, DANRE27237
OG0005727	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850	DANRE35244, DANRE35245
OG0005728	MOUSE28822	DANRE37055
OG0005730	MOUSE14173	DANRE29260, DANRE35444
OG0005731	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784	DANRE30002
OG0005732	MOUSE16964	DANRE16848
OG0005733	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347	DANRE03975
OG0005734	MOUSE34566	DANRE20594
OG0005735	MOUSE26087, MOUSE26089	DANRE34218
OG0005736	MOUSE55176	DANRE40325
OG0005736	MOUSE40853	DANRE36760
OG0005736	MOUSE39020	DANRE30877
OG0005737	MOUSE09035	DANRE08970
OG0005738	MOUSE52272, MOUSE52271	DANRE26761
OG0005739	MOUSE29093, MOUSE29092, MOUSE09224, MOUSE09223	DANRE23960
OG0005740	MOUSE04741, MOUSE04740	DANRE36136
OG0005741	MOUSE05378, MOUSE05380, MOUSE05379, MOUSE05377	DANRE03389
OG0005742	MOUSE39835, MOUSE39836	DANRE09529
OG0005743	MOUSE03236	DANRE20066
OG0005743	MOUSE40202	DANRE35393
OG0005744	MOUSE32597	DANRE09821
OG0005745	MOUSE03898, MOUSE03899, MOUSE03900, MOUSE03897	DANRE04124
OG0005746	MOUSE31574	DANRE16685, DANRE16686
OG0005747	MOUSE34833, MOUSE34832	DANRE23184, DANRE23183
OG0005748	MOUSE52315	DANRE07742, DANRE07743
OG0005749	MOUSE02162, MOUSE02161	DANRE30710
OG0005750	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270	DANRE07024
OG0005751	MOUSE27382, MOUSE27381	DANRE12107, DANRE12106
OG0005752	MOUSE27872, MOUSE27873	DANRE33307
OG0005753	MOUSE50891	DANRE08124, DANRE08123
OG0005754	MOUSE32224, MOUSE32225	DANRE17368, DANRE17369, DANRE17367
OG0005755	MOUSE28753, MOUSE28752, MOUSE28751	DANRE37037
OG0005756	MOUSE30501, MOUSE30498, MOUSE30494, MOUSE30499, MOUSE30496, MOUSE30500, MOUSE30497, MOUSE30495	DANRE14479, DANRE14480
OG0005757	MOUSE10035, MOUSE10033, MOUSE10032, MOUSE10034, MOUSE10036	DANRE10576
OG0005758	MOUSE29987, MOUSE29985	DANRE07527, DANRE07528
OG0005759	MOUSE05135	DANRE03860
OG0005761	MOUSE15321	DANRE33898
OG0005762	MOUSE29829, MOUSE29830	DANRE22206
OG0005763	MOUSE19514	DANRE39518, DANRE39519, DANRE39517
OG0005764	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696	DANRE09780
OG0005765	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258	DANRE04820, DANRE04821, DANRE04819
OG0005766	MOUSE29950	DANRE13270
OG0005767	MOUSE18919	DANRE03737, DANRE03736
OG0005768	MOUSE15730	DANRE35685
OG0005769	MOUSE24029, MOUSE24027	DANRE17644, DANRE17643, DANRE17645
OG0005770	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715	DANRE12661, DANRE12660
OG0005771	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256	DANRE14116, DANRE14114, DANRE14115
OG0005772	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301	DANRE39577, DANRE39576
OG0005773	MOUSE19628	DANRE28398
OG0005774	MOUSE14620	DANRE22637
OG0005775	MOUSE14235	DANRE03621
OG0005776	MOUSE46891	DANRE05180
OG0005777	MOUSE16609, MOUSE16611, MOUSE16610, MOUSE16612	DANRE04532
OG0005778	MOUSE27440, MOUSE27439	DANRE18976, DANRE11584
OG0005779	MOUSE02825, MOUSE02824	DANRE40753, DANRE40752
OG0005782	MOUSE35834, MOUSE35833	DANRE06437
OG0005783	MOUSE27843	DANRE19394, DANRE19393
OG0005784	MOUSE21069	DANRE05427, DANRE05426, DANRE05425
OG0005785	MOUSE03145, MOUSE03144	DANRE30308
OG0005786	MOUSE39044, MOUSE39042, MOUSE53782, MOUSE53783	DANRE25576, DANRE25575, DANRE25574
OG0005787	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851	DANRE38319
OG0005788	MOUSE29202, MOUSE29203	DANRE02080
OG0005789	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555	DANRE38286
OG0005790	MOUSE03111, MOUSE03112, MOUSE03110	DANRE05586
OG0005791	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620	DANRE35362
OG0005792	MOUSE20396, MOUSE20395, MOUSE20397	DANRE00903
OG0005793	MOUSE03696	DANRE26367
OG0005794	MOUSE39908	DANRE03459, DANRE03461, DANRE03460
OG0005795	MOUSE21846, MOUSE21845	DANRE41201
OG0005796	MOUSE40257	DANRE35301
OG0005797	MOUSE09433	DANRE06686
OG0005798	MOUSE52512	DANRE36742, DANRE36741, DANRE36740, DANRE36739
OG0005799	MOUSE20188	DANRE07255, DANRE07256
OG0005800	MOUSE18364, MOUSE18363	DANRE14375, DANRE14374
OG0005801	MOUSE13512, MOUSE13514	DANRE10200
OG0005802	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182	DANRE42619
OG0005803	MOUSE55345, MOUSE55344	DANRE42298
OG0005804	MOUSE16105	DANRE16177
OG0005804	MOUSE33565, MOUSE33564	DANRE26612
OG0005805	MOUSE04358	DANRE33433, DANRE33434
OG0005806	MOUSE37229, MOUSE37227	DANRE33644, DANRE33645, DANRE33646, DANRE33642, DANRE33643
OG0005807	MOUSE16334, MOUSE16333	DANRE42401
OG0005808	MOUSE40760, MOUSE40759	DANRE36615
OG0005810	MOUSE19911, MOUSE19912, MOUSE19908, MOUSE19910	DANRE09119, DANRE09118
OG0005811	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243	DANRE30619
OG0005812	MOUSE20449	DANRE06734, DANRE06736, DANRE06735
OG0005813	MOUSE37235, MOUSE37233, MOUSE37234	DANRE33638
OG0005814	MOUSE20797	DANRE00480, DANRE00481, DANRE00482
OG0005815	MOUSE37926, MOUSE37929, MOUSE37928	DANRE35338, DANRE35339
OG0005816	MOUSE02992	DANRE33494, DANRE25870
OG0005817	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247	DANRE08196
OG0005818	MOUSE01762, MOUSE01763	DANRE25883
OG0005819	MOUSE50349, MOUSE50348	DANRE29106
OG0005820	MOUSE32066, MOUSE32067, MOUSE32065	DANRE09807, DANRE09805, DANRE09806
OG0005821	MOUSE43001, MOUSE43000, MOUSE43002	DANRE09701, DANRE09702
OG0005822	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142	DANRE11599, DANRE11598
OG0005823	MOUSE04685	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319
OG0005824	MOUSE48408	DANRE28406
OG0005825	MOUSE40602, MOUSE40600	DANRE16741, DANRE16740, DANRE16743
OG0005826	MOUSE41248	DANRE31098
OG0005827	MOUSE18759, MOUSE18758	DANRE04786
OG0005828	MOUSE37565, MOUSE37566	DANRE11026
OG0005829	MOUSE00184	DANRE18381, DANRE18383
OG0005830	MOUSE14203	DANRE30479, DANRE29292, DANRE29293, DANRE29294
OG0005831	MOUSE06090, MOUSE06091, MOUSE06092	DANRE03042, DANRE03041
OG0005832	MOUSE49608	DANRE12840
OG0005833	MOUSE24738	DANRE11533
OG0005833	MOUSE43193	DANRE13426
OG0005834	MOUSE32412, MOUSE32411	DANRE31116, DANRE31115
OG0005834	MOUSE32410	DANRE31117
OG0005835	MOUSE02461, MOUSE02462	DANRE22723
OG0005836	MOUSE27772, MOUSE27771, MOUSE27773	DANRE00571
OG0005837	MOUSE48882, MOUSE48881, MOUSE48880	DANRE28876
OG0005838	MOUSE42074, MOUSE42076, MOUSE42079, MOUSE42077, MOUSE42078, MOUSE42075	DANRE25892, DANRE25891
OG0005839	MOUSE20859	DANRE03272, DANRE03273, DANRE05764
OG0005839	MOUSE31566	DANRE16688
OG0005840	MOUSE21324	DANRE11184
OG0005842	MOUSE28812, MOUSE28814, MOUSE28815	DANRE01807
OG0005843	MOUSE21541, MOUSE21537	DANRE27852, DANRE27853
OG0005844	MOUSE11416, MOUSE11413, MOUSE11417, MOUSE11415, MOUSE11414, MOUSE11410, MOUSE11412, MOUSE11411	DANRE04542
OG0005845	MOUSE04473	DANRE08278, DANRE08279, DANRE08276, DANRE08277
OG0005847	MOUSE24586	DANRE18614
OG0005848	MOUSE05612, MOUSE18911, MOUSE05611	DANRE29474
OG0005849	MOUSE22097, MOUSE22096	DANRE42620
OG0005850	MOUSE33785, MOUSE33784	DANRE02454
OG0005851	MOUSE33454	DANRE39994, DANRE39993
OG0005852	MOUSE31081	DANRE40523, DANRE40522
OG0005853	MOUSE07627	DANRE11871, DANRE11872, DANRE11870
OG0005854	MOUSE49612, MOUSE49611	DANRE26034, DANRE26032, DANRE26031, DANRE26033
OG0005855	MOUSE05749	DANRE03475
OG0005856	MOUSE18621, MOUSE18620, MOUSE18619	DANRE11367, DANRE11368, DANRE11366
OG0005857	MOUSE04700, MOUSE04699	DANRE08223, DANRE08222
OG0005858	MOUSE37403, MOUSE37400	DANRE33663
OG0005859	MOUSE19800	DANRE39604, DANRE43327
OG0005860	MOUSE20692	DANRE40800
OG0005861	MOUSE33700	DANRE35512, DANRE35510, DANRE35511
OG0005863	MOUSE16980, MOUSE16979	DANRE29066
OG0005864	MOUSE02844, MOUSE02845	DANRE00114
OG0005865	MOUSE50053, MOUSE34615	DANRE36625, DANRE36626
OG0005866	MOUSE27445	DANRE11579
OG0005867	MOUSE24968, MOUSE24966, MOUSE24965, MOUSE24967	DANRE31525
OG0005868	MOUSE54116, MOUSE45734, MOUSE54112, MOUSE54113, MOUSE11630, MOUSE48721, MOUSE54114, MOUSE54115	DANRE06901, DANRE06900, DANRE06902, DANRE06904, DANRE06903
OG0005869	MOUSE28362, MOUSE28363	DANRE36892, DANRE36893
OG0005870	MOUSE31359	DANRE26828, DANRE26829, DANRE24559, DANRE24560
OG0005870	MOUSE31360	DANRE24558
OG0005871	MOUSE36369	DANRE07208
OG0005871	MOUSE36368, MOUSE36367	DANRE07207, DANRE07206
OG0005872	MOUSE38976	DANRE10465, DANRE10464
OG0005874	MOUSE22485, MOUSE22486	DANRE42750
OG0005875	MOUSE45109	DANRE12228
OG0005876	MOUSE40708, MOUSE40709	DANRE36601, DANRE36602, DANRE36600
OG0005877	MOUSE01409, MOUSE01408	DANRE02122
OG0005878	MOUSE07579	DANRE18819, DANRE18818
OG0005879	MOUSE32049	DANRE10234
OG0005880	MOUSE10866	DANRE21270
OG0005881	MOUSE00340, MOUSE00341, MOUSE00339, MOUSE00343, MOUSE00342, MOUSE00344	DANRE17358
OG0005883	MOUSE15200, MOUSE15206	DANRE33540
OG0005884	MOUSE24783, MOUSE24785, MOUSE24784	DANRE17605
OG0005885	MOUSE34795	DANRE41185, DANRE41184, DANRE41186
OG0005886	MOUSE07662, MOUSE07661	DANRE11989
OG0005887	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548	DANRE35050
OG0005888	MOUSE50312, MOUSE50313	DANRE30287
OG0005889	MOUSE54433, MOUSE54434	DANRE38035
OG0005890	MOUSE17343	DANRE23385, DANRE23386
OG0005891	MOUSE05939, MOUSE05938, MOUSE05940, MOUSE05937	DANRE30497, DANRE30496
OG0005892	MOUSE49066, MOUSE49064	DANRE12851
OG0005893	MOUSE13001, MOUSE13002, MOUSE13003	DANRE16112
OG0005894	MOUSE13056, MOUSE13057	DANRE15347
OG0005894	MOUSE19376	DANRE20229, DANRE20228
OG0005895	MOUSE04970, MOUSE04969	DANRE01111
OG0005896	MOUSE00284, MOUSE00283	DANRE23277
OG0005897	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555	DANRE15609
OG0005898	MOUSE42784, MOUSE42783, MOUSE42786	DANRE42374
OG0005899	MOUSE48385	DANRE30256
OG0005900	MOUSE33624	DANRE27122, DANRE27121, DANRE27123
OG0005901	MOUSE49551	DANRE12702
OG0005902	MOUSE32103	DANRE14687
OG0005903	MOUSE45092	DANRE12234
OG0005906	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303	DANRE42799
OG0005907	MOUSE01951	DANRE25622, DANRE25623
OG0005908	MOUSE51660, MOUSE51661, MOUSE51662, MOUSE51663, MOUSE51664	DANRE12740, DANRE12741
OG0005909	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446	DANRE26562, DANRE26561
OG0005911	MOUSE32346, MOUSE32347, MOUSE32350, MOUSE32351	DANRE00577, DANRE00578
OG0005912	MOUSE35138	DANRE23007
OG0005912	MOUSE23020, MOUSE23019	DANRE26433, DANRE26434, DANRE26435
OG0005913	MOUSE38856, MOUSE38854, MOUSE38855	DANRE08503, DANRE08504
OG0005914	MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910	DANRE02261
OG0005915	MOUSE55180	DANRE42907, DANRE42908, DANRE42906
OG0005916	MOUSE42400, MOUSE42401, MOUSE54039, MOUSE22509, MOUSE22510	DANRE41384, DANRE41385, DANRE41386
OG0005917	MOUSE25460, MOUSE25461	DANRE37251
OG0005918	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762	DANRE26860, DANRE26859
OG0005919	MOUSE24007	DANRE27437
OG0005920	MOUSE53431, MOUSE53432	DANRE23524, DANRE28192, DANRE23523
OG0005921	MOUSE16134, MOUSE16133, MOUSE16135	DANRE00770, DANRE00771, DANRE07756, DANRE07757
OG0005922	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611	DANRE01622
OG0005923	MOUSE04049, MOUSE04048	DANRE37950
OG0005924	MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384	DANRE26067, DANRE26068, DANRE26069
OG0005926	MOUSE13286, MOUSE13285, MOUSE13284	DANRE27181
OG0005927	MOUSE15506	DANRE42189
OG0005928	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503	DANRE01870, DANRE01871
OG0005929	MOUSE48886, MOUSE48887	DANRE28882, DANRE28881, DANRE35644
OG0005930	MOUSE10266	DANRE18990, DANRE18989
OG0005931	MOUSE44698	DANRE37655
OG0005932	MOUSE24909	DANRE12427, DANRE12426
OG0005933	MOUSE20167	DANRE33836, DANRE33835, DANRE35227
OG0005936	MOUSE19946, MOUSE19947	DANRE39451, DANRE39450
OG0005937	MOUSE14417, MOUSE14414, MOUSE14415	DANRE12548, DANRE12547, DANRE12549
OG0005938	MOUSE13211, MOUSE13212, MOUSE13210	DANRE19752, DANRE19751, DANRE19753
OG0005939	MOUSE46998, MOUSE46999, MOUSE47000	DANRE25188
OG0005940	MOUSE27467	DANRE18047
OG0005941	MOUSE18684	DANRE17403, DANRE17402
OG0005942	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979	DANRE01018, DANRE01019
OG0005943	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297	DANRE28508
OG0005944	MOUSE18174	DANRE04523, DANRE04524
OG0005945	MOUSE07817, MOUSE07816, MOUSE07815	DANRE17474
