Orthogroup	MOUSE	STRPU_ok
OG0007062	MOUSE29940, MOUSE29941	STRPU_10658
OG0007063	MOUSE44304	STRPU_08411, STRPU_00013
OG0007064	MOUSE29614, MOUSE29615, MOUSE29613	STRPU_05910
OG0007066	MOUSE50097, MOUSE50096	STRPU_06260, STRPU_06304
OG0007068	MOUSE31487, MOUSE31486, MOUSE33096	STRPU_04848
OG0007069	MOUSE07095, MOUSE07092, MOUSE07094, MOUSE07093	STRPU_21711, STRPU_21647
OG0007070	MOUSE23131, MOUSE23130, MOUSE23134	STRPU_06610
OG0007071	MOUSE31902, MOUSE31903, MOUSE31904	STRPU_23265
OG0007072	MOUSE43689, MOUSE43688, MOUSE43687	STRPU_26238, STRPU_26239
OG0007073	MOUSE22668	STRPU_10918
OG0007074	MOUSE15406, MOUSE15407	STRPU_11819
OG0007075	MOUSE12810	STRPU_23271
OG0007076	MOUSE02319, MOUSE02318	STRPU_06816
OG0007077	MOUSE36485, MOUSE36484, MOUSE36487, MOUSE36486	STRPU_04990
OG0007078	MOUSE18371	STRPU_25114
OG0007079	MOUSE06753, MOUSE06755, MOUSE06754	STRPU_24500
OG0007080	MOUSE06678, MOUSE06679, MOUSE06677	STRPU_24572
OG0007081	MOUSE05720, MOUSE05719	STRPU_24476
OG0007082	MOUSE41759, MOUSE41758	STRPU_24753
OG0007083	MOUSE17864, MOUSE17866, MOUSE17865, MOUSE17863, MOUSE17862	STRPU_20027
OG0007084	MOUSE13905	STRPU_25218
OG0007085	MOUSE49274, MOUSE49273, MOUSE49272	STRPU_23264
OG0007086	MOUSE02323	STRPU_23268
OG0007087	MOUSE18083	STRPU_07610
OG0007088	MOUSE13687	STRPU_04022, STRPU_08074
OG0007089	MOUSE45217	STRPU_06357
OG0007090	MOUSE31318	STRPU_19228
OG0007091	MOUSE33846	STRPU_07575
OG0007092	MOUSE07434	STRPU_21370
OG0007093	MOUSE49068, MOUSE49069, MOUSE49070	STRPU_18560
OG0007094	MOUSE11809, MOUSE11804, MOUSE11805	STRPU_21261
OG0007095	MOUSE42126, MOUSE42125	STRPU_09292
OG0007096	MOUSE09264, MOUSE09262, MOUSE09261, MOUSE09263, MOUSE09259, MOUSE09260	STRPU_10187
OG0007097	MOUSE37800, MOUSE37799, MOUSE37801	STRPU_02900
OG0007098	MOUSE49126, MOUSE49129, MOUSE49127	STRPU_25857
OG0007099	MOUSE49900	STRPU_20619
OG0007100	MOUSE18270, MOUSE18269	STRPU_00913, STRPU_23037
OG0007102	MOUSE21909	STRPU_00054, STRPU_04943
OG0007103	MOUSE01000, MOUSE00999, MOUSE00998, MOUSE01001	STRPU_04046
OG0007104	MOUSE29759, MOUSE55072, MOUSE55073	STRPU_06463
OG0007105	MOUSE40405, MOUSE40403	STRPU_15416
OG0007106	MOUSE40661	STRPU_22698
OG0007107	MOUSE17744, MOUSE17745, MOUSE17747, MOUSE17746	STRPU_09066, STRPU_02042
OG0007108	MOUSE38178, MOUSE38176, MOUSE38174	STRPU_14881
OG0007111	MOUSE19928, MOUSE19926, MOUSE19927, MOUSE19925	STRPU_25883
OG0007112	MOUSE51325, MOUSE51323	STRPU_27151
OG0007113	MOUSE52610	STRPU_22766, STRPU_01922
OG0007114	MOUSE53414	STRPU_25483
OG0007115	MOUSE13579, MOUSE13580, MOUSE13582	STRPU_21097, STRPU_21102
OG0007116	MOUSE41818, MOUSE41816	STRPU_09240
OG0007117	MOUSE02290, MOUSE02289	STRPU_21924
OG0007118	MOUSE00453	STRPU_18011
OG0007119	MOUSE33186	STRPU_19183
OG0007120	MOUSE13216, MOUSE13214, MOUSE13215	STRPU_19111
OG0007121	MOUSE18224	STRPU_21424
OG0007122	MOUSE34859, MOUSE34857, MOUSE34858	STRPU_06853
OG0007123	MOUSE20986, MOUSE20987	STRPU_10434
OG0007124	MOUSE21912, MOUSE21910	STRPU_05024
OG0007125	MOUSE16039, MOUSE16040	STRPU_03780
OG0007126	MOUSE49925, MOUSE20183, MOUSE20181, MOUSE20182	STRPU_21875
OG0007127	MOUSE08708, MOUSE08709	STRPU_23141
OG0007128	MOUSE19637	STRPU_22524
OG0007129	MOUSE03234, MOUSE21045, MOUSE21044	STRPU_10398
OG0007130	MOUSE01970	STRPU_22007
OG0007131	MOUSE10506, MOUSE10507	STRPU_18830
OG0007132	MOUSE13945	STRPU_07611
OG0007133	MOUSE10217, MOUSE10216	STRPU_27118
OG0007134	MOUSE21213	STRPU_09504
OG0007135	MOUSE51925, MOUSE51924, MOUSE51926	STRPU_22613
OG0007136	MOUSE51720, MOUSE51719	STRPU_26847
OG0007137	MOUSE42561	STRPU_09289
OG0007138	MOUSE23725	STRPU_01187, STRPU_19956
OG0007139	MOUSE08897	STRPU_24547
OG0007140	MOUSE50343, MOUSE50344	STRPU_18978, STRPU_18964
OG0007141	MOUSE14078, MOUSE14079, MOUSE14081, MOUSE14080, MOUSE14077	STRPU_09001
OG0007142	MOUSE47756, MOUSE27824	STRPU_05193, STRPU_11966
OG0007143	MOUSE06767	STRPU_07151
OG0007144	MOUSE49923, MOUSE49924, MOUSE49922	STRPU_20757
OG0007145	MOUSE18943	STRPU_07621
OG0007146	MOUSE03366, MOUSE03367	STRPU_24754
OG0007147	MOUSE11305, MOUSE11304, MOUSE11303, MOUSE11302	STRPU_10689, STRPU_00554
OG0007148	MOUSE31157, MOUSE54375, MOUSE54376	STRPU_23255
OG0007150	MOUSE48982, MOUSE48981	STRPU_26019
OG0007151	MOUSE50029, MOUSE50027	STRPU_05509
OG0007152	MOUSE30160, MOUSE30159	STRPU_23904
OG0007153	MOUSE03070, MOUSE03071	STRPU_20990
OG0007154	MOUSE07324, MOUSE07323, MOUSE07325	STRPU_21145
OG0007158	MOUSE36020	STRPU_24870
OG0007160	MOUSE48934, MOUSE48938, MOUSE48935, MOUSE48937, MOUSE48936	STRPU_26136
OG0007161	MOUSE49412	STRPU_26316
OG0007163	MOUSE30404, MOUSE30406, MOUSE30403, MOUSE30405	STRPU_00062, STRPU_26355
OG0007164	MOUSE16101, MOUSE16102, MOUSE16100	STRPU_18028
OG0007165	MOUSE50996, MOUSE50995	STRPU_02913
OG0007166	MOUSE20485	STRPU_05956
OG0007168	MOUSE01155	STRPU_00447, STRPU_13699
OG0007171	MOUSE49947, MOUSE49944, MOUSE49945, MOUSE49946	STRPU_21847
OG0007173	MOUSE50154, MOUSE50153	STRPU_11070
OG0007174	MOUSE28506	STRPU_25426
OG0007175	MOUSE45837, MOUSE45836	STRPU_12623
OG0007177	MOUSE27462, MOUSE27461	STRPU_20617
OG0007178	MOUSE24080, MOUSE24079	STRPU_19759
OG0007179	MOUSE52436, MOUSE52434, MOUSE52435, MOUSE52432, MOUSE52433, MOUSE52431	STRPU_23275
OG0007180	MOUSE48420, MOUSE48421, MOUSE48419	STRPU_27146
OG0007181	MOUSE54274, MOUSE54273	STRPU_23088
OG0007182	MOUSE04320, MOUSE04317	STRPU_06115
OG0007183	MOUSE52163, MOUSE52162	STRPU_17656, STRPU_02265, STRPU_02264
OG0007184	MOUSE09858	STRPU_24371
OG0007186	MOUSE05260, MOUSE05261	STRPU_24966
OG0007187	MOUSE14892	STRPU_22257, STRPU_22258
OG0007188	MOUSE26110, MOUSE26112, MOUSE26111	STRPU_13438
OG0007189	MOUSE14133, MOUSE14134	STRPU_08133
OG0007190	MOUSE02812	STRPU_04117
OG0007191	MOUSE10517, MOUSE10515, MOUSE10516, MOUSE10514	STRPU_19239
OG0007192	MOUSE22113, MOUSE22112, MOUSE22111	STRPU_13230, STRPU_13214
OG0007198	MOUSE17325	STRPU_12653
OG0007199	MOUSE13429	STRPU_24427
OG0007200	MOUSE21248	STRPU_04671, STRPU_04639
OG0007201	MOUSE17912	STRPU_17619, STRPU_02302
OG0007209	MOUSE25936, MOUSE25935, MOUSE17208, MOUSE17209	STRPU_15485
OG0007248	MOUSE18543, MOUSE18542	STRPU_25740
OG0007250	MOUSE12898, MOUSE12897	STRPU_06687, STRPU_06686
OG0007251	MOUSE01636	STRPU_27320
OG0007252	MOUSE31689, MOUSE31688	STRPU_04282
OG0007253	MOUSE09257, MOUSE49391	STRPU_26033
OG0007254	MOUSE49930	STRPU_11452
OG0007255	MOUSE39758, MOUSE39757, MOUSE39759	STRPU_13724
OG0007256	MOUSE39410	STRPU_08227
OG0007258	MOUSE19644	STRPU_27109
OG0007260	MOUSE20244	STRPU_21240, STRPU_21242
OG0007261	MOUSE32244	STRPU_01834, STRPU_19307
OG0007264	MOUSE49132, MOUSE49130, MOUSE49131	STRPU_26261, STRPU_26263
OG0007266	MOUSE01804	STRPU_23277
OG0007267	MOUSE33724	STRPU_00677, STRPU_18949
OG0007268	MOUSE15922, MOUSE15920, MOUSE15923, MOUSE15921, MOUSE15919	STRPU_06567, STRPU_06532
OG0007269	MOUSE06847	STRPU_24818
OG0007270	MOUSE13004	STRPU_07012
OG0007271	MOUSE06041, MOUSE06040	STRPU_08340
OG0007272	MOUSE34613, MOUSE34614	STRPU_11339
OG0007273	MOUSE44138, MOUSE44137, MOUSE44139	STRPU_11816
OG0007274	MOUSE50595, MOUSE50596, MOUSE50594	STRPU_23308
OG0007275	MOUSE17231, MOUSE02295, MOUSE02296	STRPU_23580
OG0007276	MOUSE20695	STRPU_26763, STRPU_26749
OG0007277	MOUSE16674	STRPU_20592
OG0007279	MOUSE04341	STRPU_15002
OG0007280	MOUSE32007	STRPU_07782
OG0007281	MOUSE38663, MOUSE38662	STRPU_08257
OG0007282	MOUSE37535	STRPU_02557, STRPU_14767
OG0007283	MOUSE03788, MOUSE03787	STRPU_17745
OG0007284	MOUSE34245, MOUSE54478	STRPU_02259, STRPU_17661
OG0007285	MOUSE32145, MOUSE32146, MOUSE32144	STRPU_18094, STRPU_01782
OG0007286	MOUSE44596, MOUSE44597	STRPU_26916
OG0007288	MOUSE31526, MOUSE31527, MOUSE31525	STRPU_04090
OG0007289	MOUSE49689	STRPU_16536, STRPU_16537, STRPU_16557
OG0007291	MOUSE28540	STRPU_25328
OG0007292	MOUSE43053, MOUSE43052	STRPU_03997, STRPU_03991
OG0007293	MOUSE13613	STRPU_07040
OG0007294	MOUSE53430, MOUSE53427, MOUSE53425, MOUSE53429, MOUSE53426, MOUSE53428	STRPU_22945
OG0007295	MOUSE31498, MOUSE31497, MOUSE31496	STRPU_04865
OG0007296	MOUSE49540	STRPU_12923
OG0007297	MOUSE53604, MOUSE53603, MOUSE53601	STRPU_08492
OG0007298	MOUSE31581	STRPU_05120, STRPU_05046
OG0007299	MOUSE47838, MOUSE47840, MOUSE47839	STRPU_10020
OG0007300	MOUSE35183, MOUSE35181, MOUSE35182	STRPU_02386, STRPU_13690
OG0007301	MOUSE09989, MOUSE09991, MOUSE09990, MOUSE09992	STRPU_25284
OG0007302	MOUSE44506, MOUSE44507, MOUSE44510	STRPU_04986
OG0007303	MOUSE28066, MOUSE28065	STRPU_21782
OG0007304	MOUSE06867	STRPU_25058
OG0007305	MOUSE24298, MOUSE24297	STRPU_03512, STRPU_03557
OG0007306	MOUSE16276, MOUSE16275, MOUSE16273, MOUSE16272	STRPU_17069
OG0007307	MOUSE02947	STRPU_21523
OG0007308	MOUSE11376, MOUSE11377	STRPU_24086
OG0007309	MOUSE03035	STRPU_21324
OG0007310	MOUSE45035	STRPU_01481, STRPU_13767
OG0007312	MOUSE03829, MOUSE03828	STRPU_08083
OG0007314	MOUSE24672	STRPU_20759
OG0007316	MOUSE48208, MOUSE48210, MOUSE48209	STRPU_15072
OG0007317	MOUSE03033	STRPU_07547, STRPU_00579
OG0007318	MOUSE52776	STRPU_22848
OG0007319	MOUSE28912	STRPU_08052
OG0007320	MOUSE51738, MOUSE51739, MOUSE51737	STRPU_26603
OG0007321	MOUSE20101	STRPU_21053
OG0007322	MOUSE32819, MOUSE32818	STRPU_19439
OG0007323	MOUSE29290	STRPU_24294
OG0007325	MOUSE49722	STRPU_25926
OG0007326	MOUSE51801, MOUSE51802	STRPU_22222
OG0007327	MOUSE04023, MOUSE04021, MOUSE04022, MOUSE04024, MOUSE04025	STRPU_06119, STRPU_06118
OG0007328	MOUSE46798, MOUSE46797, MOUSE46796, MOUSE46795	STRPU_10332
OG0007329	MOUSE17878	STRPU_19648, STRPU_19673
OG0007330	MOUSE45076, MOUSE45075	STRPU_05861
OG0007331	MOUSE39235	STRPU_24837
OG0007334	MOUSE30490	STRPU_23387
OG0007335	MOUSE08020, MOUSE08021	STRPU_20669
OG0007336	MOUSE33887	STRPU_18133
OG0007337	MOUSE00481, MOUSE00482	STRPU_24204, STRPU_01095
OG0007338	MOUSE02170, MOUSE02169	STRPU_04821, STRPU_00737
OG0007339	MOUSE08716	STRPU_07259, STRPU_07233
OG0007340	MOUSE17534, MOUSE17532, MOUSE17531, MOUSE17533	STRPU_19772, STRPU_00798
OG0007341	MOUSE16696	STRPU_19846
OG0007342	MOUSE09679, MOUSE09680, MOUSE08805	STRPU_20395
OG0007343	MOUSE01417	STRPU_18619
OG0007344	MOUSE17358	STRPU_20653
OG0007345	MOUSE31648, MOUSE31647	STRPU_04442
OG0007347	MOUSE40881, MOUSE40884, MOUSE40882	STRPU_10302
OG0007348	MOUSE12913	STRPU_06881
OG0007349	MOUSE15367, MOUSE15365, MOUSE15368, MOUSE15366	STRPU_14564
OG0007351	MOUSE06954	STRPU_22241
OG0007352	MOUSE20513	STRPU_14587
OG0007353	MOUSE49062	STRPU_25301
OG0007354	MOUSE13358	STRPU_22260
OG0007355	MOUSE13914	STRPU_15597, STRPU_02210
OG0007356	MOUSE17323	STRPU_23252
OG0007357	MOUSE49428	STRPU_13550, STRPU_13551, STRPU_21081
OG0007358	MOUSE19466	STRPU_27057
OG0007359	MOUSE09163, MOUSE09166, MOUSE09162	STRPU_25482
OG0007360	MOUSE23987, MOUSE23986	STRPU_03316
OG0007361	MOUSE30812	STRPU_27148
OG0007363	MOUSE12968	STRPU_05741
OG0007364	MOUSE14210, MOUSE14209	STRPU_05709
OG0007365	MOUSE33407	STRPU_18947, STRPU_00679
OG0007366	MOUSE48417, MOUSE48418	STRPU_27137
OG0007367	MOUSE33622	STRPU_18783
OG0007368	MOUSE27087	STRPU_12825
OG0007369	MOUSE22430	STRPU_00868, STRPU_14055
OG0007370	MOUSE04703, MOUSE04702	STRPU_14791
OG0007371	MOUSE21071, MOUSE21072	STRPU_09928
OG0007372	MOUSE42627	STRPU_21524
OG0007373	MOUSE18067	STRPU_13813
OG0007374	MOUSE40539, MOUSE40538	STRPU_10340
OG0007375	MOUSE00658, MOUSE00657, MOUSE00656, MOUSE00659	STRPU_17206, STRPU_17205
OG0007376	MOUSE32001, MOUSE32000, MOUSE31998, MOUSE31999, MOUSE31997, MOUSE31996	STRPU_07617
OG0007377	MOUSE24074, MOUSE24073	STRPU_20182
OG0007378	MOUSE04222, MOUSE04221	STRPU_06538, STRPU_06562
OG0007379	MOUSE08208, MOUSE08209	STRPU_21812
OG0007380	MOUSE18994	STRPU_26202
OG0007381	MOUSE06415, MOUSE06416, MOUSE06414	STRPU_08535
OG0007382	MOUSE16189, MOUSE16187, MOUSE16188, MOUSE16186	STRPU_22220
OG0007384	MOUSE06624, MOUSE06627, MOUSE06626, MOUSE06625	STRPU_17097, STRPU_17092
OG0007385	MOUSE27240, MOUSE27239, MOUSE27238	STRPU_12849, STRPU_16793
OG0007386	MOUSE35741, MOUSE35743, MOUSE35742	STRPU_00585, STRPU_07551
OG0007387	MOUSE32806	STRPU_20146
OG0007388	MOUSE35885, MOUSE35884, MOUSE35886	STRPU_18808, STRPU_00248
OG0007389	MOUSE25933, MOUSE25934	STRPU_19911
OG0007390	MOUSE38551, MOUSE38550, MOUSE38552	STRPU_00928, STRPU_00924, STRPU_08894
OG0007391	MOUSE50178, MOUSE50176, MOUSE50177	STRPU_15363
OG0007392	MOUSE32236, MOUSE32238, MOUSE32237	STRPU_18506
OG0007393	MOUSE07668	STRPU_21066
OG0007394	MOUSE42619	STRPU_21854
OG0007395	MOUSE06300, MOUSE06302, MOUSE06301	STRPU_08491
OG0007396	MOUSE48951	STRPU_25330
OG0007397	MOUSE33684	STRPU_19337
OG0007399	MOUSE43864	STRPU_17778
OG0007400	MOUSE15646	STRPU_06112
OG0007402	MOUSE17044, MOUSE17045	STRPU_08741, STRPU_01428
OG0007403	MOUSE40243, MOUSE40242, MOUSE40241, MOUSE40240	STRPU_09636
OG0007405	MOUSE14442	STRPU_15404
OG0007406	MOUSE15290, MOUSE15291, MOUSE15289, MOUSE15292, MOUSE15288	STRPU_15405
OG0007407	MOUSE21054	STRPU_04194
OG0007408	MOUSE13504	STRPU_24473
OG0007409	MOUSE00404, MOUSE00402	STRPU_24311
OG0007410	MOUSE12955, MOUSE14285, MOUSE14286	STRPU_08354
OG0007411	MOUSE19154, MOUSE19155	STRPU_22952
OG0007412	MOUSE23326, MOUSE23325	STRPU_17752
OG0007413	MOUSE53007	STRPU_00856, STRPU_14064
OG0007414	MOUSE33295, MOUSE33294, MOUSE33296	STRPU_18143
OG0007415	MOUSE05666	STRPU_25101
OG0007416	MOUSE36386	STRPU_05170, STRPU_05091
OG0007417	MOUSE37895, MOUSE37894	STRPU_14291, STRPU_14275
OG0007418	MOUSE04928	STRPU_02551, STRPU_14772
OG0007419	MOUSE03772	STRPU_08298
OG0007421	MOUSE02352	STRPU_24065
OG0007422	MOUSE07286, MOUSE40322, MOUSE07287, MOUSE07288	STRPU_20498
OG0007423	MOUSE15054	STRPU_09089, STRPU_02061
OG0007424	MOUSE17046	STRPU_08374
OG0007425	MOUSE18550, MOUSE18548	STRPU_05795
OG0007426	MOUSE44587	STRPU_03074
OG0007427	MOUSE46815	STRPU_09854
OG0007428	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209	STRPU_13290, STRPU_13297
OG0007429	MOUSE02008	STRPU_22711, STRPU_00694
OG0007430	MOUSE16094, MOUSE16096, MOUSE16095, MOUSE16097	STRPU_18054
OG0007431	MOUSE08705	STRPU_23142
OG0007432	MOUSE51045	STRPU_11355
OG0007433	MOUSE44443, MOUSE44444	STRPU_22239
OG0007434	MOUSE17032, MOUSE17035, MOUSE17034, MOUSE17033	STRPU_08100
OG0007435	MOUSE18373	STRPU_25116
OG0007436	MOUSE01139, MOUSE01137, MOUSE01136, MOUSE01138	STRPU_24997
OG0007437	MOUSE40494, MOUSE40495	STRPU_10305
OG0007438	MOUSE25113, MOUSE25112	STRPU_05955
OG0007439	MOUSE18803	STRPU_24469
OG0007440	MOUSE23442	STRPU_23267
OG0007441	MOUSE18962	STRPU_24817
OG0007442	MOUSE33512	STRPU_18182
OG0007443	MOUSE37709, MOUSE37707, MOUSE37708	STRPU_14986, STRPU_14955
OG0007444	MOUSE27639, MOUSE27643, MOUSE27640, MOUSE27642, MOUSE27641, MOUSE09669	STRPU_26731
OG0007445	MOUSE15761, MOUSE15762, MOUSE15760	STRPU_17417
OG0007446	MOUSE37963, MOUSE37961	STRPU_14393
OG0007447	MOUSE48737, MOUSE48736	STRPU_05721, STRPU_05714
OG0007448	MOUSE01474, MOUSE01473	STRPU_27142
OG0007449	MOUSE28249	STRPU_25291
OG0007450	MOUSE07464	STRPU_20540
OG0007451	MOUSE12346	STRPU_09686
OG0007452	MOUSE36786	STRPU_05729
OG0007453	MOUSE46202, MOUSE46201	STRPU_08036
OG0007454	MOUSE22524	STRPU_06713
OG0007455	MOUSE55231, MOUSE55229, MOUSE55228	STRPU_16892
OG0007456	MOUSE37583	STRPU_01080, STRPU_24220
OG0007457	MOUSE51393	STRPU_26729
OG0007458	MOUSE32631, MOUSE32630	STRPU_18410, STRPU_18444
OG0007459	MOUSE35765, MOUSE35764, MOUSE35766	STRPU_00297, STRPU_00286
OG0007460	MOUSE18660	STRPU_21588
OG0007461	MOUSE08148, MOUSE08149	STRPU_21382
OG0007462	MOUSE01188, MOUSE01187	STRPU_25018
OG0007463	MOUSE01879, MOUSE01878	STRPU_12572
OG0007464	MOUSE39781	STRPU_01038, STRPU_23402
OG0007465	MOUSE04958, MOUSE04957, MOUSE04956	STRPU_14595
OG0007466	MOUSE27626, MOUSE27627, MOUSE27628	STRPU_02650, STRPU_16172, STRPU_02649, STRPU_16171
OG0007467	MOUSE32975, MOUSE32976, MOUSE32974	STRPU_26510
OG0007468	MOUSE35897, MOUSE35894, MOUSE35895, MOUSE35898, MOUSE35896	STRPU_10098, STRPU_10161
OG0007470	MOUSE33567, MOUSE33568	STRPU_19309, STRPU_01832
OG0007471	MOUSE11862, MOUSE11861, MOUSE11859	STRPU_25367
OG0007472	MOUSE19520, MOUSE19519, MOUSE19518	STRPU_26679
OG0007473	MOUSE22462, MOUSE22461	STRPU_13248
OG0007474	MOUSE50949, MOUSE50951, MOUSE50948, MOUSE50950, MOUSE50953, MOUSE50954, MOUSE50952	STRPU_03201
OG0007475	MOUSE15012	STRPU_02943, STRPU_02956
OG0007476	MOUSE18470	STRPU_19093
OG0007477	MOUSE05610	STRPU_16441
OG0007478	MOUSE37279, MOUSE37280, MOUSE37278	STRPU_18941, STRPU_15341
OG0007479	MOUSE38571, MOUSE38570, MOUSE38569, MOUSE38573, MOUSE38572	STRPU_08775
OG0007480	MOUSE46625, MOUSE46626	STRPU_09560
OG0007481	MOUSE04304	STRPU_15553, STRPU_02246
OG0007482	MOUSE30818	STRPU_10921
OG0007483	MOUSE16635, MOUSE16636	STRPU_26428
OG0007484	MOUSE43277	STRPU_20892, STRPU_20855
OG0007485	MOUSE11693, MOUSE11694, MOUSE11691, MOUSE11692, MOUSE11690, MOUSE54164, MOUSE11689	STRPU_21383
OG0007486	MOUSE00806	STRPU_04093
OG0007487	MOUSE33817, MOUSE33818, MOUSE33819	STRPU_14724
OG0007488	MOUSE17251	STRPU_04869
OG0007489	MOUSE07091	STRPU_21564
OG0007490	MOUSE28197, MOUSE28196	STRPU_24889
OG0007491	MOUSE16994	STRPU_09776
OG0007492	MOUSE18165, MOUSE18164	STRPU_20454
OG0007493	MOUSE35818, MOUSE35819	STRPU_10208
OG0007494	MOUSE43929, MOUSE43928, MOUSE43931, MOUSE43927	STRPU_14437, STRPU_14454
OG0007495	MOUSE01208	STRPU_25133
OG0007496	MOUSE11212	STRPU_25155
OG0007497	MOUSE24117, MOUSE24116	STRPU_06101
OG0007498	MOUSE13566, MOUSE13567	STRPU_07477
OG0007499	MOUSE20297, MOUSE20299, MOUSE20298	STRPU_20843, STRPU_20842, STRPU_20880
OG0007500	MOUSE15489	STRPU_25183
OG0007501	MOUSE02118	STRPU_12196
OG0007503	MOUSE00760	STRPU_06365
OG0007504	MOUSE38710	STRPU_09266
OG0007506	MOUSE03077, MOUSE03078	STRPU_22153
OG0007507	MOUSE24531	STRPU_21650, STRPU_21714
OG0007508	MOUSE25338	STRPU_19349
OG0007509	MOUSE04914	STRPU_18472, STRPU_18429
OG0007510	MOUSE34054, MOUSE34055, MOUSE34053	STRPU_24670
OG0007513	MOUSE25012, MOUSE25011	STRPU_22835
OG0007514	MOUSE10549, MOUSE10548, MOUSE10547, MOUSE33590	STRPU_19287, STRPU_00399
OG0007515	MOUSE38546	STRPU_18519
OG0007517	MOUSE44406	STRPU_12725
OG0007518	MOUSE02001, MOUSE01999, MOUSE02000	STRPU_23498
OG0007520	MOUSE53065, MOUSE21784, MOUSE53066, MOUSE53064	STRPU_19057
OG0007521	MOUSE21105	STRPU_21340
OG0007522	MOUSE08043, MOUSE08042	STRPU_12179, STRPU_12137
OG0007524	MOUSE38356, MOUSE38357, MOUSE38358, MOUSE54054, MOUSE54055	STRPU_06777, STRPU_06757
OG0007525	MOUSE31316, MOUSE31314	STRPU_19058
OG0007527	MOUSE19940	STRPU_25511
OG0007528	MOUSE31925, MOUSE31924, MOUSE31923	STRPU_20344
OG0007529	MOUSE06522, MOUSE06523, MOUSE06521, MOUSE06520	STRPU_08309
OG0007531	MOUSE10279, MOUSE10277	STRPU_26815
OG0007533	MOUSE27910, MOUSE27914, MOUSE27911, MOUSE27913	STRPU_10369
OG0007582	MOUSE10485, MOUSE10483, MOUSE10486, MOUSE10484	STRPU_23581
OG0007583	MOUSE21092, MOUSE21091	STRPU_10217
OG0007584	MOUSE17090	STRPU_08534
OG0007586	MOUSE09618	STRPU_23321
OG0007587	MOUSE13407, MOUSE13406, MOUSE13408	STRPU_08054
OG0007588	MOUSE41580, MOUSE41579, MOUSE41577, MOUSE41575, MOUSE41578	STRPU_12918
OG0007589	MOUSE48279, MOUSE48278, MOUSE48277	STRPU_05858
OG0007591	MOUSE05188, MOUSE05187	STRPU_24089
OG0007595	MOUSE35412, MOUSE35411	STRPU_26820
OG0007597	MOUSE37260	STRPU_16840
OG0007598	MOUSE30066, MOUSE30065	STRPU_05871
OG0007600	MOUSE29854	STRPU_06011
OG0007601	MOUSE05139	STRPU_04895
OG0007602	MOUSE33601	STRPU_18498
OG0007603	MOUSE49112, MOUSE49111	STRPU_25672
OG0007604	MOUSE49654, MOUSE49653, MOUSE49655	STRPU_25514
OG0007605	MOUSE17359	STRPU_21432, STRPU_21431
OG0007606	MOUSE18645, MOUSE18646	STRPU_20480
OG0007607	MOUSE35013, MOUSE35014	STRPU_11445
OG0007608	MOUSE08984	STRPU_07591
OG0007609	MOUSE37742, MOUSE37741, MOUSE37743	STRPU_06155
OG0007610	MOUSE52650	STRPU_22670
OG0007611	MOUSE07480	STRPU_20758
OG0007612	MOUSE42082, MOUSE42083, MOUSE42081, MOUSE42080	STRPU_12149, STRPU_12117
OG0007613	MOUSE48648	STRPU_19078
OG0007614	MOUSE49787, MOUSE49788	STRPU_25420
OG0007615	MOUSE21778, MOUSE21777, MOUSE21776	STRPU_22841
OG0007616	MOUSE35669, MOUSE35667, MOUSE35670, MOUSE35668	STRPU_07311
OG0007617	MOUSE33012, MOUSE33011	STRPU_27119
OG0007619	MOUSE29534	STRPU_11082
OG0007621	MOUSE33365, MOUSE41694, MOUSE41696	STRPU_17762
OG0007622	MOUSE10876, MOUSE10875, MOUSE10877, MOUSE10878, MOUSE10879	STRPU_23712
OG0007623	MOUSE18456, MOUSE24520, MOUSE24521	STRPU_21885, STRPU_21884
OG0007624	MOUSE33915	STRPU_17423
OG0007626	MOUSE54649	STRPU_06813
OG0007628	MOUSE36423, MOUSE36425, MOUSE36424	STRPU_04985
OG0007629	MOUSE10615, MOUSE10614, MOUSE10616, MOUSE10617	STRPU_26798
OG0007630	MOUSE45043, MOUSE45042	STRPU_06644
OG0007631	MOUSE32167, MOUSE21995	STRPU_17252
OG0007632	MOUSE18734, MOUSE18733	STRPU_21185
OG0007633	MOUSE19082	STRPU_22913, STRPU_22898
OG0007634	MOUSE31642, MOUSE31641	STRPU_20702
OG0007635	MOUSE40010	STRPU_04820
OG0007637	MOUSE07297	STRPU_20893, STRPU_20856
OG0007638	MOUSE00511, MOUSE00512, MOUSE00515, MOUSE00514, MOUSE00513	STRPU_22792, STRPU_01951
OG0007639	MOUSE11559, MOUSE11561, MOUSE11560	STRPU_04817
OG0007640	MOUSE48580	STRPU_26951
OG0007641	MOUSE19517	STRPU_27406
OG0007642	MOUSE25042	STRPU_22026
OG0007643	MOUSE02891	STRPU_24615
OG0007645	MOUSE46004, MOUSE46005, MOUSE46003	STRPU_08498
OG0007647	MOUSE25065, MOUSE25067, MOUSE25066	STRPU_13787
OG0007648	MOUSE54552, MOUSE54551	STRPU_25029
OG0007649	MOUSE31287, MOUSE31289, MOUSE31288	STRPU_10009
OG0007651	MOUSE06708, MOUSE06707, MOUSE06705, MOUSE06706, MOUSE06704	STRPU_16780
OG0007652	MOUSE25344, MOUSE25343	STRPU_19601
OG0007653	MOUSE02998, MOUSE03000, MOUSE02999, MOUSE02994, MOUSE02997	STRPU_21076
OG0007656	MOUSE24937, MOUSE24938	STRPU_22735
