Orthogroup	MOUSE	HELIO_ok
OG0006292	MOUSE48991, MOUSE28720, MOUSE28718	HELIO_00798
OG0006293	MOUSE37625	HELIO_02797
OG0006294	MOUSE07913	HELIO_01836
OG0006295	MOUSE38121	HELIO_06735
OG0006296	MOUSE39258, MOUSE39254, MOUSE39257, MOUSE39260, MOUSE39256, MOUSE39252	HELIO_06978
OG0006297	MOUSE40886, MOUSE40885, MOUSE40887	HELIO_03473
OG0006298	MOUSE14670, MOUSE14671, MOUSE14672, MOUSE14673	HELIO_07555
OG0006299	MOUSE34330	HELIO_03597
OG0006300	MOUSE24505, MOUSE24503, MOUSE24504	HELIO_08889
OG0006301	MOUSE27376, MOUSE27375	HELIO_02503
OG0006302	MOUSE51462	HELIO_07327
OG0006303	MOUSE24304, MOUSE24300, MOUSE24301, MOUSE24299, MOUSE24302, MOUSE43070	HELIO_05727
OG0006304	MOUSE08044	HELIO_02086
OG0006305	MOUSE21331	HELIO_00440
OG0006306	MOUSE34251	HELIO_02884
OG0006307	MOUSE10641, MOUSE10646, MOUSE10640, MOUSE10644, MOUSE10642, MOUSE10645, MOUSE10643	HELIO_06176
OG0006308	MOUSE04298, MOUSE04299, MOUSE04303, MOUSE04301, MOUSE04302, MOUSE04300, MOUSE04297	HELIO_01030
OG0006310	MOUSE47347, MOUSE47348, MOUSE47344, MOUSE47345, MOUSE47349, MOUSE47346	HELIO_09882
OG0006311	MOUSE42034	HELIO_07328
OG0006312	MOUSE01807, MOUSE01811, MOUSE01810	HELIO_09759, HELIO_09758
OG0006315	MOUSE27789, MOUSE27788	HELIO_08491
OG0006316	MOUSE10556, MOUSE10555	HELIO_11024
OG0006317	MOUSE30611, MOUSE30613, MOUSE30612	HELIO_02608
OG0006318	MOUSE51285, MOUSE51286, MOUSE51284	HELIO_04140
OG0006319	MOUSE45688	HELIO_05167
OG0006320	MOUSE41214, MOUSE41212, MOUSE41213	HELIO_01365
OG0006321	MOUSE49369, MOUSE10030, MOUSE10028, MOUSE10029	HELIO_02693
OG0006322	MOUSE52872	HELIO_05302
OG0006323	MOUSE12964, MOUSE12965	HELIO_03381
OG0006324	MOUSE15180	HELIO_03518
OG0006325	MOUSE25844, MOUSE25845, MOUSE25843	HELIO_12476
OG0006327	MOUSE52333, MOUSE52331, MOUSE52329, MOUSE52334, MOUSE52332, MOUSE52330	HELIO_04051
OG0006328	MOUSE08970, MOUSE08967, MOUSE08968, MOUSE08969	HELIO_10414
OG0006329	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764	HELIO_06141
OG0006330	MOUSE51758, MOUSE51757	HELIO_02203
OG0006331	MOUSE42771, MOUSE42772	HELIO_06448
OG0006332	MOUSE27257, MOUSE27256	HELIO_10634
OG0006334	MOUSE48911, MOUSE48912	HELIO_03962
OG0006335	MOUSE14829	HELIO_08944
OG0006336	MOUSE48468, MOUSE48467	HELIO_11751
OG0006337	MOUSE51858, MOUSE10096	HELIO_01227
OG0006338	MOUSE31793, MOUSE31791, MOUSE31792, MOUSE31794	HELIO_02771, HELIO_07035
OG0006339	MOUSE37259	HELIO_05939
OG0006340	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902	HELIO_10564
OG0006341	MOUSE47414	HELIO_02596
OG0006343	MOUSE48088	HELIO_10924, HELIO_03814
OG0006344	MOUSE32264	HELIO_02682
OG0006345	MOUSE21609	HELIO_06204
OG0006348	MOUSE10201, MOUSE10200, MOUSE10198, MOUSE10199	HELIO_04624
OG0006349	MOUSE20753	HELIO_11196
OG0006351	MOUSE29657, MOUSE29658, MOUSE29659	HELIO_01111
OG0006352	MOUSE32257	HELIO_12264
OG0006353	MOUSE42828	HELIO_08847
OG0006354	MOUSE40413, MOUSE40412	HELIO_06452
OG0006356	MOUSE03845, MOUSE03847, MOUSE03846	HELIO_12334
OG0006357	MOUSE22850	HELIO_04461, HELIO_05831
OG0006358	MOUSE35406, MOUSE35402, MOUSE35405, MOUSE35404, MOUSE35403, MOUSE35401	HELIO_09093
OG0006359	MOUSE31884, MOUSE31886, MOUSE31887, MOUSE31885	HELIO_05317
OG0006360	MOUSE02221	HELIO_03201
OG0006361	MOUSE48963, MOUSE48964	HELIO_08471
OG0006362	MOUSE34247, MOUSE34248	HELIO_00933
OG0006363	MOUSE20221	HELIO_03249
OG0006364	MOUSE20680	HELIO_11661
OG0006365	MOUSE23279, MOUSE54173, MOUSE54172	HELIO_02059
OG0006366	MOUSE22776, MOUSE22775, MOUSE22774	HELIO_09372
OG0006367	MOUSE06752, MOUSE06748, MOUSE06749, MOUSE06750	HELIO_01807
OG0006368	MOUSE05618, MOUSE05617, MOUSE05620	HELIO_11154, HELIO_06811
OG0006370	MOUSE35591, MOUSE35592	HELIO_08191
OG0006372	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011	HELIO_12026
OG0006375	MOUSE16929	HELIO_08503
OG0006376	MOUSE25552, MOUSE25550, MOUSE25549, MOUSE25548, MOUSE25547	HELIO_08120
OG0006377	MOUSE13243	HELIO_08767
OG0006378	MOUSE36964, MOUSE36966, MOUSE36963	HELIO_10749
OG0006379	MOUSE07595, MOUSE07594, MOUSE07596, MOUSE07597	HELIO_11177
OG0006380	MOUSE03204	HELIO_09164
OG0006381	MOUSE02021, MOUSE02020	HELIO_05870
OG0006382	MOUSE07504, MOUSE07502, MOUSE07505, MOUSE07501, MOUSE07503	HELIO_08796
OG0006383	MOUSE16422	HELIO_00800
OG0006384	MOUSE50412, MOUSE50410, MOUSE50411, MOUSE50409	HELIO_05166
OG0006385	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068	HELIO_06115
OG0006386	MOUSE47125, MOUSE47128, MOUSE47127, MOUSE47126	HELIO_08108
OG0006387	MOUSE16306, MOUSE34335	HELIO_04976
OG0006388	MOUSE17131, MOUSE17130, MOUSE17129, MOUSE06529	HELIO_03315
OG0006389	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583	HELIO_10791
OG0006390	MOUSE24929, MOUSE24930, MOUSE24928, MOUSE24927	HELIO_00558
OG0006391	MOUSE50989, MOUSE50991, MOUSE50988	HELIO_08033
OG0006392	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925	HELIO_11026
OG0006393	MOUSE33021, MOUSE33020, MOUSE18469	HELIO_00803
OG0006394	MOUSE14264, MOUSE14265	HELIO_07735
OG0006395	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235	HELIO_02881
OG0006396	MOUSE09804, MOUSE09803	HELIO_07809
OG0006398	MOUSE33324, MOUSE33323, MOUSE33316, MOUSE33321, MOUSE33325	HELIO_10908
OG0006401	MOUSE22412, MOUSE22413, MOUSE39948, MOUSE39947	HELIO_05695
OG0006402	MOUSE31582	HELIO_12228, HELIO_12229
OG0006405	MOUSE20487, MOUSE20488, MOUSE47054, MOUSE47053	HELIO_06399
OG0006407	MOUSE15997, MOUSE15998, MOUSE43472, MOUSE43473	HELIO_02958
OG0006408	MOUSE08267, MOUSE08266, MOUSE08265	HELIO_00982
OG0006414	MOUSE20902	HELIO_01013
OG0006442	MOUSE09109	HELIO_11335
OG0006443	MOUSE20211	HELIO_11958
OG0006446	MOUSE26085, MOUSE26086, MOUSE26084, MOUSE26083, MOUSE26082	HELIO_09199
OG0006447	MOUSE25747	HELIO_02401
OG0006448	MOUSE13317, MOUSE13318	HELIO_04101
OG0006452	MOUSE23482, MOUSE52797, MOUSE52796	HELIO_08481
OG0006454	MOUSE04930, MOUSE04929	HELIO_03255
OG0006456	MOUSE19867, MOUSE19868	HELIO_08853
OG0006457	MOUSE48917	HELIO_00878
OG0006458	MOUSE51228, MOUSE51230, MOUSE51229, MOUSE51231, MOUSE51227	HELIO_10295
OG0006459	MOUSE27714, MOUSE27717	HELIO_04320
OG0006460	MOUSE49910	HELIO_05276
OG0006461	MOUSE52644	HELIO_01776
OG0006462	MOUSE14254, MOUSE14253	HELIO_05402
OG0006463	MOUSE19085, MOUSE19086	HELIO_12258
OG0006464	MOUSE15625, MOUSE15624	HELIO_03458
OG0006465	MOUSE08683, MOUSE08684	HELIO_10993
OG0006467	MOUSE40434, MOUSE40433, MOUSE40435	HELIO_04066
OG0006468	MOUSE32105	HELIO_07270
OG0006469	MOUSE03738	HELIO_10978
OG0006470	MOUSE36168	HELIO_01090
OG0006471	MOUSE28057, MOUSE28058	HELIO_01265
OG0006472	MOUSE38447	HELIO_04238
OG0006474	MOUSE15358, MOUSE15357, MOUSE15356	HELIO_12383
OG0006475	MOUSE39872	HELIO_08214
OG0006476	MOUSE38897	HELIO_04991
OG0006477	MOUSE47325	HELIO_11915
OG0006478	MOUSE18471, MOUSE18472	HELIO_06607
OG0006479	MOUSE35163, MOUSE35164	HELIO_06008
OG0006480	MOUSE21333	HELIO_11368
OG0006481	MOUSE02030, MOUSE51052	HELIO_00988
OG0006482	MOUSE07260, MOUSE07262	HELIO_08203
OG0006483	MOUSE07206, MOUSE07204	HELIO_01587
OG0006485	MOUSE20333	HELIO_04753
OG0006486	MOUSE40716, MOUSE40715, MOUSE01974, MOUSE01975	HELIO_03923
OG0006487	MOUSE52846, MOUSE52845, MOUSE52844	HELIO_00559
OG0006488	MOUSE42690, MOUSE42689	HELIO_02453
OG0006490	MOUSE01816	HELIO_10388
OG0006491	MOUSE18971	HELIO_07075
OG0006492	MOUSE49785, MOUSE49782, MOUSE49781, MOUSE49784, MOUSE49783	HELIO_01792
OG0006493	MOUSE45214, MOUSE45215, MOUSE45212, MOUSE45216, MOUSE45213	HELIO_07266
OG0006494	MOUSE29560	HELIO_00627
OG0006495	MOUSE04122, MOUSE04123	HELIO_06646
OG0006496	MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971	HELIO_00474
OG0006497	MOUSE12999, MOUSE12998, MOUSE13000	HELIO_10804
OG0006498	MOUSE54568, MOUSE54567	HELIO_05645
OG0006499	MOUSE23782, MOUSE23784, MOUSE23783	HELIO_05894
OG0006500	MOUSE07711, MOUSE07712, MOUSE07710	HELIO_06567
OG0006501	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337	HELIO_04534
OG0006502	MOUSE04763, MOUSE04764, MOUSE04765	HELIO_12184
OG0006503	MOUSE47999	HELIO_12395
OG0006505	MOUSE18917	HELIO_12638
OG0006506	MOUSE15973, MOUSE15972	HELIO_07885
OG0006507	MOUSE21775	HELIO_12124
OG0006508	MOUSE36086, MOUSE36085	HELIO_06377
OG0006509	MOUSE48743	HELIO_08979
OG0006512	MOUSE48697	HELIO_00915
OG0006513	MOUSE48943	HELIO_08808
OG0006514	MOUSE30039, MOUSE30040	HELIO_03646
OG0006515	MOUSE08195, MOUSE08193, MOUSE08194	HELIO_10337
OG0006516	MOUSE27482	HELIO_06603
OG0006517	MOUSE18538	HELIO_01010
OG0006518	MOUSE00593, MOUSE00594, MOUSE00592, MOUSE00595	HELIO_06694
OG0006519	MOUSE24786	HELIO_01604
OG0006520	MOUSE29790, MOUSE29789	HELIO_01054
OG0006522	MOUSE04682	HELIO_10646
OG0006523	MOUSE42761	HELIO_02795
OG0006524	MOUSE39018, MOUSE39019	HELIO_00304
OG0006525	MOUSE09825, MOUSE09824, MOUSE09827, MOUSE09823, MOUSE09826	HELIO_00865
OG0006527	MOUSE06472, MOUSE06471, MOUSE06470	HELIO_03298
OG0006528	MOUSE22560, MOUSE22559, MOUSE22558	HELIO_12157
OG0006530	MOUSE30223, MOUSE30222	HELIO_09378
OG0006532	MOUSE01404	HELIO_12414
OG0006534	MOUSE21167	HELIO_09880
OG0006535	MOUSE41980, MOUSE41979, MOUSE41981	HELIO_06827
OG0006536	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898	HELIO_01245
OG0006537	MOUSE48761	HELIO_02770
OG0006538	MOUSE26266	HELIO_00835
OG0006540	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044	HELIO_06514
OG0006541	MOUSE10561, MOUSE10557, MOUSE10558, MOUSE10559, MOUSE10560	HELIO_07727
OG0006543	MOUSE52038	HELIO_04460
OG0006544	MOUSE28396, MOUSE28393	HELIO_03354
OG0006545	MOUSE32676, MOUSE32674	HELIO_10212
OG0006546	MOUSE08071	HELIO_01839
OG0006547	MOUSE14774	HELIO_04168
OG0006549	MOUSE14545	HELIO_06344
OG0006550	MOUSE24976	HELIO_11646
OG0006551	MOUSE30944, MOUSE30943, MOUSE30942	HELIO_05948
OG0006552	MOUSE10340, MOUSE10339	HELIO_05537
OG0006553	MOUSE38559, MOUSE38560	HELIO_09294
OG0006554	MOUSE37728, MOUSE37726, MOUSE37727	HELIO_11137
OG0006555	MOUSE22556	HELIO_07289
OG0006556	MOUSE16511	HELIO_07036
OG0006559	MOUSE18425, MOUSE18426, MOUSE20855, MOUSE20856	HELIO_09362
OG0006560	MOUSE07751, MOUSE07752	HELIO_11821
OG0006561	MOUSE07407, MOUSE07406	HELIO_01583
OG0006562	MOUSE54431, MOUSE02138, MOUSE54430, MOUSE54429	HELIO_02270
OG0006563	MOUSE11016, MOUSE11018, MOUSE11017	HELIO_05170, HELIO_04601
OG0006564	MOUSE38057	HELIO_04895
OG0006565	MOUSE39122, MOUSE10893, MOUSE10894	HELIO_12038
OG0006568	MOUSE00150	HELIO_02321, HELIO_02320
OG0006569	MOUSE02949, MOUSE02948	HELIO_04025
OG0006570	MOUSE17869, MOUSE17870	HELIO_06228
OG0006571	MOUSE10425, MOUSE10423	HELIO_02921
OG0006573	MOUSE04658	HELIO_06358
OG0006574	MOUSE18407	HELIO_08922
OG0006575	MOUSE25413, MOUSE25411, MOUSE25410, MOUSE25409, MOUSE25412	HELIO_10920
OG0006576	MOUSE30033	HELIO_11431
OG0006577	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173	HELIO_02340
OG0006578	MOUSE35928, MOUSE35927	HELIO_07383, HELIO_06625
OG0006579	MOUSE32954, MOUSE32953, MOUSE32952, MOUSE32955	HELIO_05914
OG0006580	MOUSE05305, MOUSE05304, MOUSE05303	HELIO_00870
OG0006581	MOUSE51836	HELIO_08025
OG0006583	MOUSE00099	HELIO_06969
OG0006584	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381	HELIO_01051
OG0006585	MOUSE02985, MOUSE02986	HELIO_03688
OG0006586	MOUSE49584	HELIO_01946
OG0006587	MOUSE43220, MOUSE43217, MOUSE43218, MOUSE43219, MOUSE43216	HELIO_11243
OG0006588	MOUSE55160, MOUSE55159	HELIO_01448
OG0006590	MOUSE41529, MOUSE41530	HELIO_01741
OG0006591	MOUSE13632	HELIO_05448
OG0006592	MOUSE31031, MOUSE31033, MOUSE31034, MOUSE31030, MOUSE31032	HELIO_09688
OG0006593	MOUSE53333, MOUSE53332, MOUSE53331	HELIO_11602
OG0006595	MOUSE11154	HELIO_09575
OG0006596	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679	HELIO_09364
OG0006597	MOUSE28239, MOUSE53941	HELIO_00477
OG0006598	MOUSE32270	HELIO_08458
OG0006599	MOUSE40426, MOUSE36734	HELIO_03613
OG0006600	MOUSE06170	HELIO_03138
OG0006601	MOUSE22934, MOUSE22935, MOUSE22936	HELIO_01346
OG0006602	MOUSE48843, MOUSE48842, MOUSE48844	HELIO_02442
OG0006604	MOUSE04487, MOUSE04486	HELIO_08860
OG0006605	MOUSE32522, MOUSE32521, MOUSE32523	HELIO_06773
OG0006606	MOUSE49675	HELIO_06615
OG0006607	MOUSE33913, MOUSE33912	HELIO_00321
OG0006608	MOUSE30020, MOUSE30018, MOUSE30019	HELIO_12351
OG0006609	MOUSE35588	HELIO_08243
OG0006610	MOUSE17087, MOUSE17086, MOUSE17088	HELIO_11565
OG0006612	MOUSE18460	HELIO_07236
OG0006613	MOUSE27701, MOUSE27702	HELIO_01930
OG0006614	MOUSE41919	HELIO_08065
OG0006615	MOUSE19081	HELIO_05092
OG0006618	MOUSE19921	HELIO_03387
OG0006619	MOUSE09213	HELIO_09123
OG0006620	MOUSE34069, MOUSE12640	HELIO_02725
OG0006621	MOUSE38258, MOUSE38257, MOUSE38259, MOUSE38255, MOUSE38256	HELIO_09053
OG0006622	MOUSE33010, MOUSE55184	HELIO_02210
OG0006623	MOUSE27138	HELIO_11233
OG0006624	MOUSE10945, MOUSE10944, MOUSE10946	HELIO_10116
OG0006625	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590	HELIO_08164
OG0006626	MOUSE17467, MOUSE02715, MOUSE02716, MOUSE15964	HELIO_05961
OG0006627	MOUSE18618	HELIO_11995
OG0006628	MOUSE51627	HELIO_02588
OG0006630	MOUSE51996	HELIO_10586
OG0006631	MOUSE23336, MOUSE23337, MOUSE23338	HELIO_00442
OG0006632	MOUSE09432, MOUSE37150, MOUSE37151	HELIO_10046
OG0006633	MOUSE09178, MOUSE09174	HELIO_03206
OG0006635	MOUSE12744, MOUSE12742, MOUSE12746, MOUSE12743, MOUSE12747	HELIO_04021
OG0006636	MOUSE42187, MOUSE42189	HELIO_12004
OG0006638	MOUSE13820	HELIO_00603
OG0006640	MOUSE31547	HELIO_02481
OG0006641	MOUSE07840, MOUSE07838, MOUSE07839	HELIO_06767
OG0006642	MOUSE11002	HELIO_05797
OG0006642	MOUSE11001, MOUSE11000	HELIO_08918
OG0006645	MOUSE32599, MOUSE32598	HELIO_10104
OG0006646	MOUSE44699	HELIO_00489
OG0006647	MOUSE49193, MOUSE49195, MOUSE49196	HELIO_09459
OG0006648	MOUSE52136, MOUSE52135	HELIO_06638
OG0006649	MOUSE08158	HELIO_10793
OG0006650	MOUSE49345, MOUSE49347, MOUSE49346	HELIO_03117
OG0006651	MOUSE16196, MOUSE16198	HELIO_02310
OG0006653	MOUSE49822, MOUSE18541, MOUSE18540	HELIO_09990
OG0006654	MOUSE00565	HELIO_02769
OG0006656	MOUSE41568, MOUSE41567	HELIO_11349
OG0006657	MOUSE37737, MOUSE37736	HELIO_07908
OG0006660	MOUSE52656, MOUSE52657	HELIO_11761
OG0006661	MOUSE55051, MOUSE55050, MOUSE55049, MOUSE45211, MOUSE45210, MOUSE45209	HELIO_06626
OG0006662	MOUSE51152, MOUSE51153, MOUSE51154	HELIO_09320
OG0006663	MOUSE22698	HELIO_02313
OG0006664	MOUSE13287	HELIO_02701
OG0006666	MOUSE09374, MOUSE09372	HELIO_12248
OG0006668	MOUSE21920	HELIO_07541
OG0006669	MOUSE13244	HELIO_11899
OG0006670	MOUSE24192, MOUSE24191	HELIO_08029
OG0006673	MOUSE27959	HELIO_06392
OG0006675	MOUSE48029, MOUSE48028, MOUSE48027	HELIO_08924
OG0006676	MOUSE39075, MOUSE39074	HELIO_10376
OG0006677	MOUSE42274, MOUSE42275, MOUSE42276, MOUSE42277	HELIO_09774
OG0006678	MOUSE06118	HELIO_02277
OG0006679	MOUSE21390	HELIO_02358
OG0006680	MOUSE28337	HELIO_02680
OG0006681	MOUSE12651	HELIO_12263
OG0006683	MOUSE35000, MOUSE34999, MOUSE34997, MOUSE34998	HELIO_02924
OG0006684	MOUSE39139, MOUSE39138	HELIO_06154
OG0006686	MOUSE25607	HELIO_12341
OG0006688	MOUSE12007, MOUSE12001, MOUSE12000	HELIO_03127
OG0006689	MOUSE44918, MOUSE44919, MOUSE44917	HELIO_05938
OG0006690	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223	HELIO_02191
OG0006692	MOUSE05269	HELIO_11578
OG0006694	MOUSE00171, MOUSE00170, MOUSE00172	HELIO_03880
OG0006695	MOUSE50174, MOUSE50175, MOUSE50173	HELIO_08328
OG0006696	MOUSE02941, MOUSE02940, MOUSE02942, MOUSE07436	HELIO_07111
OG0006697	MOUSE46752, MOUSE46753, MOUSE46751	HELIO_01191
OG0006698	MOUSE32106, MOUSE32107	HELIO_12446
OG0006699	MOUSE37865, MOUSE37866	HELIO_11479
OG0006700	MOUSE22788	HELIO_12057
OG0006703	MOUSE21491, MOUSE21488, MOUSE21489	HELIO_06495
OG0006704	MOUSE37070	HELIO_06847
OG0006705	MOUSE29539, MOUSE29536, MOUSE29535, MOUSE29540, MOUSE29541	HELIO_06835
OG0006706	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892	HELIO_11342
OG0006707	MOUSE40954	HELIO_00394
OG0006709	MOUSE26376, MOUSE26377	HELIO_01142
OG0006710	MOUSE32429, MOUSE32428	HELIO_06551
OG0006711	MOUSE16007, MOUSE16011, MOUSE16012, MOUSE16009	HELIO_05604
OG0006712	MOUSE28628	HELIO_03348
OG0006713	MOUSE07554, MOUSE07555	HELIO_11450
OG0006714	MOUSE17204, MOUSE17202, MOUSE17200, MOUSE17201	HELIO_11043
OG0006715	MOUSE09346, MOUSE55145	HELIO_03316
OG0006716	MOUSE32261, MOUSE32263, MOUSE32262	HELIO_06298
OG0006717	MOUSE20433	HELIO_09109
OG0006718	MOUSE21129, MOUSE21128, MOUSE21127	HELIO_05927
OG0006719	MOUSE03965, MOUSE03966, MOUSE03967	HELIO_09746
OG0006720	MOUSE53739, MOUSE53741, MOUSE53742, MOUSE53740	HELIO_08931
OG0006721	MOUSE48435, MOUSE48434	HELIO_02607
OG0006722	MOUSE44584, MOUSE44583	HELIO_08515
OG0006724	MOUSE34776, MOUSE34778, MOUSE34777, MOUSE34779	HELIO_00952
OG0006725	MOUSE52635, MOUSE52636	HELIO_03001
OG0006726	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158	HELIO_09973
OG0006727	MOUSE32170, MOUSE32169	HELIO_02122
OG0006728	MOUSE19069, MOUSE19071, MOUSE19070, MOUSE19068	HELIO_02827
OG0006730	MOUSE31099, MOUSE31097	HELIO_09404
OG0006732	MOUSE23249, MOUSE23247, MOUSE23248	HELIO_09714
OG0006733	MOUSE20140, MOUSE20141	HELIO_07160
OG0006734	MOUSE18229	HELIO_03231
OG0006735	MOUSE02545	HELIO_00738
OG0006737	MOUSE46126, MOUSE46125	HELIO_04436
OG0006738	MOUSE23304, MOUSE23306, MOUSE23305	HELIO_04208
OG0006739	MOUSE32563	HELIO_08662
OG0006740	MOUSE07457, MOUSE07458	HELIO_01063
OG0006741	MOUSE52752	HELIO_09739
OG0006742	MOUSE54682, MOUSE36508	HELIO_04731
OG0006743	MOUSE25506, MOUSE25507, MOUSE51950	HELIO_10221
OG0006744	MOUSE23065, MOUSE23068, MOUSE23070, MOUSE23610, MOUSE23609	HELIO_01364
OG0006745	MOUSE29402, MOUSE29401	HELIO_08879
OG0006748	MOUSE23094, MOUSE23095, MOUSE23093	HELIO_02187
OG0006749	MOUSE17020	HELIO_12329
OG0006750	MOUSE06621, MOUSE06620	HELIO_07144
OG0006751	MOUSE20034	HELIO_10611
OG0006752	MOUSE51249, MOUSE51248, MOUSE51250, MOUSE51251	HELIO_01665
OG0006753	MOUSE07646, MOUSE07644	HELIO_09521
OG0006755	MOUSE21891, MOUSE21890, MOUSE21889, MOUSE21888	HELIO_08486
OG0006757	MOUSE43120, MOUSE43121, MOUSE43119	HELIO_11315
OG0006758	MOUSE41066	HELIO_10590
OG0006759	MOUSE02243	HELIO_00719
OG0006760	MOUSE10493, MOUSE10494	HELIO_01833
OG0006761	MOUSE29704, MOUSE29701, MOUSE29703	HELIO_08292
OG0006762	MOUSE18804, MOUSE18805	HELIO_02010
OG0006763	MOUSE53131, MOUSE05491, MOUSE05490	HELIO_06010
OG0006764	MOUSE03580	HELIO_03493
OG0006765	MOUSE48980, MOUSE48979, MOUSE48978, MOUSE48977	HELIO_06109
OG0006768	MOUSE43544, MOUSE43541, MOUSE43545, MOUSE43542, MOUSE43543, MOUSE43540	HELIO_12787
OG0006769	MOUSE47278, MOUSE47276	HELIO_11443
OG0006772	MOUSE40319	HELIO_05481
OG0006775	MOUSE38636, MOUSE38637, MOUSE38641, MOUSE38640, MOUSE38639, MOUSE38638	HELIO_01233
OG0006776	MOUSE05553, MOUSE05552	HELIO_12504
OG0006777	MOUSE43306, MOUSE43305	HELIO_07723
OG0006780	MOUSE07762, MOUSE07758	HELIO_01407
OG0006787	MOUSE39792, MOUSE39794, MOUSE39795, MOUSE39793, MOUSE05229, MOUSE05230	HELIO_07288
OG0006824	MOUSE41067, MOUSE41069, MOUSE41068	HELIO_05300, HELIO_06194, HELIO_11865
OG0006826	MOUSE19257	HELIO_00390
OG0006827	MOUSE33337, MOUSE33336, MOUSE33338	HELIO_07804
OG0006828	MOUSE19446, MOUSE19445	HELIO_02011
OG0006829	MOUSE40217, MOUSE40216	HELIO_07838
OG0006830	MOUSE04883	HELIO_02103
OG0006831	MOUSE21450	HELIO_02840
OG0006832	MOUSE07236	HELIO_01148
OG0006833	MOUSE49351, MOUSE49350, MOUSE49349, MOUSE49348	HELIO_05301
OG0006837	MOUSE51224, MOUSE51226, MOUSE51225, MOUSE51223	HELIO_03233
OG0006838	MOUSE16969	HELIO_12316
OG0006843	MOUSE32360, MOUSE32362, MOUSE32361	HELIO_07672
OG0006844	MOUSE27711, MOUSE27712, MOUSE27713	HELIO_02360
OG0006845	MOUSE20190, MOUSE20189	HELIO_05531
OG0006846	MOUSE07807	HELIO_02303
OG0006847	MOUSE01040, MOUSE01041, MOUSE01042, MOUSE01044, MOUSE01043	HELIO_04305
OG0006848	MOUSE00822, MOUSE09570, MOUSE09569	HELIO_10864
OG0006849	MOUSE18767	HELIO_05945
OG0006851	MOUSE00928	HELIO_01136
OG0006852	MOUSE39158, MOUSE39157, MOUSE39159	HELIO_02486, HELIO_04562
OG0006853	MOUSE02313, MOUSE02310, MOUSE02311	HELIO_02737
OG0006856	MOUSE46141, MOUSE46142	HELIO_07178
OG0006857	MOUSE53691	HELIO_10880
OG0006858	MOUSE52288	HELIO_07365
OG0006860	MOUSE49501	HELIO_05728
OG0006861	MOUSE22554	HELIO_03418
OG0006862	MOUSE08221, MOUSE08220, MOUSE08219	HELIO_06074
OG0006863	MOUSE15893	HELIO_10528
OG0006864	MOUSE14979	HELIO_07403
OG0006865	MOUSE12914	HELIO_03278, HELIO_03277
OG0006867	MOUSE18748	HELIO_00909
OG0006869	MOUSE40651	HELIO_10982
OG0006870	MOUSE00722, MOUSE00723, MOUSE00718, MOUSE00720, MOUSE00721	HELIO_07470
OG0006871	MOUSE24103, MOUSE24102	HELIO_03606
OG0006872	MOUSE49857, MOUSE49858, MOUSE49859, MOUSE49856	HELIO_07875
OG0006873	MOUSE37651, MOUSE37646, MOUSE37647, MOUSE37649, MOUSE37648, MOUSE37644, MOUSE37645	HELIO_02802
OG0006874	MOUSE40813, MOUSE40812	HELIO_08686
OG0006875	MOUSE51191	HELIO_10647
OG0006876	MOUSE33297, MOUSE33298, MOUSE33299	HELIO_12562
OG0006877	MOUSE51332, MOUSE51334	HELIO_09562
OG0006878	MOUSE31982	HELIO_02141
OG0006879	MOUSE14336	HELIO_10499
OG0006880	MOUSE40621, MOUSE40622	HELIO_05383
OG0006881	MOUSE45680, MOUSE45679	HELIO_09282, HELIO_09283
OG0006882	MOUSE49656	HELIO_00837
OG0006883	MOUSE06617, MOUSE06618, MOUSE06619	HELIO_10209
OG0006884	MOUSE06612, MOUSE06615, MOUSE06616, MOUSE06614, MOUSE06613	HELIO_08370
OG0006885	MOUSE14091, MOUSE14092, MOUSE14088, MOUSE14089, MOUSE14087, MOUSE14084, MOUSE14085, MOUSE14086, MOUSE14090	HELIO_07678
OG0006886	MOUSE54545, MOUSE54546, MOUSE54547	HELIO_01710
OG0006887	MOUSE19492, MOUSE05301	HELIO_00170
OG0006888	MOUSE18268	HELIO_11291
OG0006889	MOUSE49701, MOUSE49700	HELIO_07081
OG0006890	MOUSE21126	HELIO_01755
OG0006891	MOUSE20564	HELIO_06848
