Orthogroup	MOUSE	OWEFU
OG0005588	MOUSE25038, MOUSE25037	OFUSG21343.1.p1
OG0005589	MOUSE26423, MOUSE26422	OFUSG13206.2.p1, OFUSG13206.1.p1
OG0005590	MOUSE47493	OFUSG12864.1.p1
OG0005591	MOUSE00695	OFUSG23219.2.p1, OFUSG23219.1.p1
OG0005592	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605	OFUSG08303.1.p1
OG0005593	MOUSE12514, MOUSE12513	OFUSG01041.1.p1
OG0005594	MOUSE13391, MOUSE13390	OFUSG12845.1.p1
OG0005595	MOUSE52151, MOUSE52150	OFUSG06559.1.p1
OG0005596	MOUSE38186, MOUSE38185, MOUSE38187	OFUSG15588.1.p1
OG0005597	MOUSE22035	OFUSG14316.1.p1
OG0005598	MOUSE51444	OFUSG24994.1.p1
OG0005599	MOUSE52649, MOUSE52648	OFUSG13089.1.p1
OG0005600	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112	OFUSG18695.1.p1
OG0005601	MOUSE51597, MOUSE51599, MOUSE51600, MOUSE51598, MOUSE51601	OFUSG09746.2.p1, OFUSG09746.1.p1
OG0005602	MOUSE11673, MOUSE11671, MOUSE11672, MOUSE11674, MOUSE11675, MOUSE11670, MOUSE11669	OFUSG12382.1.p1
OG0005603	MOUSE36209, MOUSE36211	OFUSG06557.1.p1
OG0005604	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906	OFUSG17275.1.p1
OG0005605	MOUSE36876, MOUSE36877	OFUSG18009.1.p1, OFUSG18008.1.p1, OFUSG18011.1.p1
OG0005606	MOUSE13143, MOUSE13142, MOUSE13140, MOUSE13144, MOUSE13141	OFUSG23420.1.p1
OG0005607	MOUSE54462, MOUSE00215	OFUSG17309.1.p1
OG0005608	MOUSE07551, MOUSE07553	OFUSG11246.1.p1
OG0005609	MOUSE51555	OFUSG20222.1.p1
OG0005610	MOUSE54699	OFUSG03039.1.p1, OFUSG02394.1.p1, OFUSG02390.1.p1
OG0005611	MOUSE03796, MOUSE03797, MOUSE03795	OFUSG18464.2.p1, OFUSG18464.1.p1
OG0005612	MOUSE07615	OFUSG25280.1.p1
OG0005613	MOUSE03014, MOUSE03012	OFUSG11392.1.p1
OG0005614	MOUSE08201, MOUSE08202, MOUSE08200, MOUSE08199	OFUSG12167.1.p1
OG0005615	MOUSE41852, MOUSE41850, MOUSE41851, MOUSE41847, MOUSE41849, MOUSE41848	OFUSG01627.1.p1, OFUSG01631.1.p1
OG0005616	MOUSE19033, MOUSE19032, MOUSE19034	OFUSG20550.1.p1
OG0005617	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823	OFUSG26357.1.p1
OG0005618	MOUSE09424	OFUSG12878.1.p1
OG0005619	MOUSE15606	OFUSG17503.1.p1
OG0005620	MOUSE40619, MOUSE39306, MOUSE39307	OFUSG05866.1.p1
OG0005621	MOUSE27557, MOUSE27556, MOUSE27558	OFUSG12323.1.p1
OG0005622	MOUSE27983	OFUSG11960.1.p1
OG0005623	MOUSE24087	OFUSG08197.1.p1
OG0005624	MOUSE06891	OFUSG07021.1.p1
OG0005625	MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059	OFUSG09657.1.p1
OG0005626	MOUSE38207, MOUSE38206	OFUSG03492.1.p1
OG0005627	MOUSE44327	OFUSG09437.1.p1
OG0005628	MOUSE10271, MOUSE10269, MOUSE10268, MOUSE10270, MOUSE10272	OFUSG03937.1.p1
OG0005629	MOUSE35116, MOUSE35115, MOUSE35114	OFUSG23344.1.p1
OG0005630	MOUSE39943, MOUSE39942	OFUSG10320.1.p1
OG0005631	MOUSE53040, MOUSE53039, MOUSE53041	OFUSG17141.1.p1
OG0005632	MOUSE18683	OFUSG11574.1.p1
OG0005633	MOUSE27481, MOUSE27480	OFUSG11225.1.p1
OG0005634	MOUSE25895, MOUSE25896	OFUSG26230.1.p1
OG0005636	MOUSE47057, MOUSE47058	OFUSG00921.1.p1
OG0005637	MOUSE26591, MOUSE26590, MOUSE45961	OFUSG08168.1.p1
OG0005639	MOUSE27352	OFUSG03254.1.p1
OG0005640	MOUSE07767, MOUSE07765, MOUSE07766, MOUSE07768	OFUSG25223.1.p1
OG0005641	MOUSE49959, MOUSE49960	OFUSG25307.1.p1, OFUSG25307.2.p1
OG0005642	MOUSE52645, MOUSE31207, MOUSE31206	OFUSG19366.1.p1
OG0005644	MOUSE04463, MOUSE04462	OFUSG15260.1.p1
OG0005645	MOUSE35758	OFUSG14974.1.p1
OG0005646	MOUSE23045, MOUSE23043, MOUSE23044	OFUSG16782.1.p1
OG0005649	MOUSE15810	OFUSG16737.1.p1
OG0005651	MOUSE15638	OFUSG10008.1.p1, OFUSG10008.2.p1
OG0005652	MOUSE31213	OFUSG06459.1.p1
OG0005654	MOUSE49477, MOUSE49478, MOUSE49476, MOUSE49474, MOUSE49475, MOUSE21623, MOUSE21622	OFUSG18699.1.p1, OFUSG18699.2.p1
OG0005655	MOUSE13552, MOUSE29239	OFUSG20991.1.p1
OG0005656	MOUSE40194	OFUSG19528.1.p1
OG0005660	MOUSE03876	OFUSG22677.1.p1
OG0005661	MOUSE34543, MOUSE34542, MOUSE22666, MOUSE22665	OFUSG17515.2.p1, OFUSG17515.1.p1
OG0005662	MOUSE47170, MOUSE47171, MOUSE47169, MOUSE46978, MOUSE46977, MOUSE46983, MOUSE46982, MOUSE46980, MOUSE15147, MOUSE15146, MOUSE46981, MOUSE46979	OFUSG01100.1.p1
OG0005664	MOUSE14766, MOUSE13348, MOUSE13349, MOUSE13351, MOUSE13350, MOUSE13347	OFUSG16633.3.p1, OFUSG16633.1.p1, OFUSG16633.2.p2
OG0005665	MOUSE01609, MOUSE20696	OFUSG08814.1.p1
OG0005681	MOUSE35050, MOUSE35049, MOUSE35048	OFUSG14799.1.p1
OG0005685	MOUSE06675, MOUSE06676, MOUSE06674	OFUSG16960.1.p1
OG0005690	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845	OFUSG08782.1.p1
OG0005691	MOUSE41238, MOUSE41236	OFUSG05818.1.p1
OG0005692	MOUSE40981, MOUSE40980	OFUSG01858.1.p1
OG0005694	MOUSE51450, MOUSE51449	OFUSG09049.1.p1, OFUSG09049.2.p1
OG0005695	MOUSE44012, MOUSE44006, MOUSE44004, MOUSE44013, MOUSE44009, MOUSE44007, MOUSE44011, MOUSE44010, MOUSE44005, MOUSE44008	OFUSG25511.1.p1
OG0005696	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981	OFUSG03350.1.p1
OG0005697	MOUSE44809, MOUSE44810, MOUSE44812, MOUSE44808	OFUSG03909.1.p1
OG0005698	MOUSE49473	OFUSG23576.1.p1, OFUSG23576.2.p1
OG0005699	MOUSE20418, MOUSE20420, MOUSE20419, MOUSE20421, MOUSE20417	OFUSG26833.1.p1
OG0005700	MOUSE29676	OFUSG02675.2.p1, OFUSG02675.1.p1
OG0005701	MOUSE11437, MOUSE11436	OFUSG18399.1.p1
OG0005702	MOUSE50035	OFUSG02722.1.p1, OFUSG02722.2.p1
OG0005703	MOUSE25239	OFUSG10785.1.p1
OG0005704	MOUSE12508, MOUSE12510, MOUSE12509	OFUSG00940.1.p1
OG0005707	MOUSE47467	OFUSG09056.1.p1
OG0005708	MOUSE53004, MOUSE53005, MOUSE53003, MOUSE53002	OFUSG00132.1.p1
OG0005709	MOUSE07354	OFUSG11953.1.p1
OG0005710	MOUSE48846, MOUSE48845	OFUSG17631.1.p1
OG0005711	MOUSE38842, MOUSE38841, MOUSE38843, MOUSE38839, MOUSE38840, MOUSE38837, MOUSE38838	OFUSG23561.1.p1
OG0005712	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244	OFUSG07816.1.p1
OG0005713	MOUSE45885, MOUSE45886, MOUSE45887	OFUSG00243.1.p1
OG0005714	MOUSE26001, MOUSE25998	OFUSG09929.1.p1
OG0005715	MOUSE20698	OFUSG04447.2.p1, OFUSG04447.1.p1
OG0005717	MOUSE52141, MOUSE52140	OFUSG01462.3.p1, OFUSG01462.1.p1, OFUSG01462.2.p1, OFUSG01462.4.p1
OG0005718	MOUSE51203	OFUSG09066.1.p1
OG0005719	MOUSE34481	OFUSG26442.1.p1
OG0005720	MOUSE27884, MOUSE27887, MOUSE27885, MOUSE27886, MOUSE27883, MOUSE27882	OFUSG18648.1.p1
OG0005721	MOUSE38074	OFUSG12764.1.p1
OG0005723	MOUSE52812, MOUSE52818	OFUSG19412.1.p1
OG0005724	MOUSE19172, MOUSE19171	OFUSG11970.1.p1
OG0005725	MOUSE38671	OFUSG10099.1.p1
OG0005726	MOUSE13353	OFUSG20327.1.p1
OG0005727	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850	OFUSG15049.1.p1
OG0005728	MOUSE28822	OFUSG05083.1.p1, OFUSG05079.1.p1
OG0005729	MOUSE00534	OFUSG16386.1.p1
OG0005730	MOUSE14173	OFUSG18255.1.p1
OG0005731	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784	OFUSG10296.1.p1
OG0005732	MOUSE16964	OFUSG09988.1.p1
OG0005733	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347	OFUSG11058.1.p1
OG0005734	MOUSE34566	OFUSG13407.1.p1
OG0005735	MOUSE26087, MOUSE26089	OFUSG07258.2.p1, OFUSG07258.1.p1, OFUSG07258.3.p1
OG0005736	MOUSE55176, MOUSE40853, MOUSE39020	OFUSG18982.1.p1
OG0005737	MOUSE09035, MOUSE09036, MOUSE09032, MOUSE09033	OFUSG23603.1.p1
OG0005738	MOUSE52272, MOUSE52271	OFUSG06832.1.p1
OG0005739	MOUSE29093, MOUSE29092, MOUSE09224, MOUSE09223	OFUSG26372.2.p1, OFUSG26372.1.p1
OG0005740	MOUSE04743	OFUSG18208.1.p1
OG0005741	MOUSE05378, MOUSE05380, MOUSE05379, MOUSE05377	OFUSG16616.1.p1
OG0005742	MOUSE39835, MOUSE39836	OFUSG04680.1.p1
OG0005744	MOUSE32597	OFUSG16586.1.p1
OG0005746	MOUSE31574	OFUSG03475.1.p1
OG0005747	MOUSE34833, MOUSE34832	OFUSG21432.1.p1
OG0005748	MOUSE52315	OFUSG26335.1.p1
OG0005749	MOUSE02162, MOUSE02161	OFUSG08122.2.p1, OFUSG08122.3.p1, OFUSG08122.1.p1
OG0005750	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270	OFUSG02162.1.p1
OG0005751	MOUSE27382, MOUSE27381	OFUSG11839.1.p1
OG0005752	MOUSE27872, MOUSE27873	OFUSG08796.1.p1
OG0005753	MOUSE50891	OFUSG08869.1.p1
OG0005754	MOUSE32224, MOUSE32225, MOUSE32226, MOUSE32227	OFUSG19026.1.p1
OG0005755	MOUSE28753, MOUSE28752, MOUSE28751, MOUSE28754	OFUSG05141.1.p1, OFUSG05141.2.p1
OG0005756	MOUSE30501, MOUSE30498, MOUSE30494, MOUSE30499, MOUSE30496, MOUSE30500, MOUSE30497, MOUSE30495	OFUSG04247.1.p1
OG0005757	MOUSE10035, MOUSE10033, MOUSE10032, MOUSE10034, MOUSE10036	OFUSG20565.1.p1
OG0005758	MOUSE29987, MOUSE29985	OFUSG24779.1.p1
OG0005759	MOUSE05135	OFUSG11098.1.p1
OG0005761	MOUSE15321	OFUSG14829.1.p1
OG0005762	MOUSE29829, MOUSE29830	OFUSG21909.1.p1
OG0005763	MOUSE19514	OFUSG20141.1.p1
OG0005764	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696	OFUSG20153.1.p1
OG0005765	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258	OFUSG06503.1.p1
OG0005766	MOUSE29950	OFUSG23322.1.p1
OG0005767	MOUSE18919	OFUSG16464.1.p1
OG0005768	MOUSE15730	OFUSG16239.1.p1
OG0005769	MOUSE24029, MOUSE24027, MOUSE24028	OFUSG08073.1.p1
OG0005770	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715	OFUSG20356.1.p1
OG0005771	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256	OFUSG09411.1.p1
OG0005772	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301	OFUSG16894.1.p1, OFUSG16894.2.p1
OG0005773	MOUSE19628	OFUSG05158.1.p1
OG0005774	MOUSE14620	OFUSG15936.1.p1
OG0005775	MOUSE14235	OFUSG17839.1.p1
OG0005777	MOUSE16613, MOUSE16609, MOUSE16611, MOUSE16610, MOUSE16612	OFUSG00897.1.p1
OG0005778	MOUSE27440, MOUSE27439	OFUSG12005.1.p1
OG0005779	MOUSE02825, MOUSE02824	OFUSG10893.1.p1
OG0005781	MOUSE13114	OFUSG00342.1.p1
OG0005782	MOUSE35834, MOUSE35833	OFUSG25153.1.p1
OG0005783	MOUSE27843	OFUSG18976.1.p1
OG0005784	MOUSE21069	OFUSG19490.1.p1
OG0005785	MOUSE03145, MOUSE03144	OFUSG10500.1.p1
OG0005786	MOUSE39044, MOUSE39042, MOUSE53782, MOUSE53783	OFUSG05814.2.p1, OFUSG05814.1.p1
OG0005787	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851	OFUSG04634.1.p1
OG0005788	MOUSE29202, MOUSE29203	OFUSG07622.1.p1
OG0005789	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555	OFUSG04945.1.p1
OG0005790	MOUSE03111, MOUSE03112, MOUSE03110	OFUSG11378.1.p1
OG0005791	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620	OFUSG16958.2.p1, OFUSG16958.1.p1
OG0005792	MOUSE20396, MOUSE20395, MOUSE20397	OFUSG26966.2.p1, OFUSG26966.1.p1
OG0005793	MOUSE03696	OFUSG00069.2.p1, OFUSG00069.1.p1
OG0005794	MOUSE39908, MOUSE39909	OFUSG15800.1.p1, OFUSG15800.2.p1
OG0005795	MOUSE21846, MOUSE21845	OFUSG02404.1.p1
OG0005796	MOUSE40257	OFUSG09979.1.p1
OG0005797	MOUSE09433	OFUSG12084.1.p1
OG0005798	MOUSE52512	OFUSG06068.2.p1, OFUSG06068.1.p1
OG0005799	MOUSE20188	OFUSG21840.1.p1
OG0005800	MOUSE18364, MOUSE18363	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1
OG0005801	MOUSE13512, MOUSE13514	OFUSG20252.1.p1
OG0005802	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182	OFUSG01814.1.p1
OG0005803	MOUSE55345, MOUSE55344	OFUSG12897.1.p1
OG0005804	MOUSE16105, MOUSE33565, MOUSE33564	OFUSG00462.1.p1
OG0005805	MOUSE04358	OFUSG23874.1.p1
OG0005806	MOUSE37229, MOUSE37227, MOUSE37228	OFUSG22309.2.p1, OFUSG22309.1.p1
OG0005807	MOUSE16334, MOUSE16333	OFUSG00900.1.p1
OG0005808	MOUSE40760, MOUSE40759	OFUSG00527.1.p1
OG0005811	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243	OFUSG11247.1.p1
OG0005812	MOUSE20449	OFUSG11647.1.p1
OG0005813	MOUSE37235, MOUSE37233, MOUSE37234	OFUSG22102.2.p1, OFUSG22102.1.p1, OFUSG22619.1.p1
OG0005814	MOUSE20797	OFUSG26358.1.p1, OFUSG26358.2.p1
OG0005815	MOUSE37926, MOUSE37929, MOUSE37928	OFUSG24013.1.p1
OG0005816	MOUSE02992	OFUSG22586.1.p1
OG0005817	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247	OFUSG14857.1.p1
OG0005818	MOUSE01762, MOUSE01763	OFUSG06441.1.p1, OFUSG06441.2.p1
OG0005819	MOUSE50349, MOUSE50348	OFUSG17295.1.p1
OG0005821	MOUSE43001, MOUSE43000, MOUSE43002	OFUSG09342.1.p1, OFUSG09343.1.p1
OG0005822	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142	OFUSG12585.1.p1
OG0005823	MOUSE04685	OFUSG25743.1.p1
OG0005824	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408	OFUSG09743.1.p1
OG0005825	MOUSE40602, MOUSE40600	OFUSG11320.1.p1
OG0005826	MOUSE41248	OFUSG19121.1.p1
OG0005827	MOUSE18759, MOUSE18758	OFUSG25115.1.p1
OG0005828	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566	OFUSG15157.1.p1
OG0005829	MOUSE00184	OFUSG01365.1.p1
OG0005830	MOUSE14203	OFUSG10185.1.p1
OG0005831	MOUSE06090, MOUSE06091, MOUSE06092	OFUSG20334.1.p1
OG0005832	MOUSE49608	OFUSG20421.1.p1
OG0005833	MOUSE24738, MOUSE24737, MOUSE43193	OFUSG11209.1.p1
OG0005834	MOUSE32412, MOUSE32411, MOUSE32410	OFUSG25449.1.p1, OFUSG25449.2.p1
OG0005835	MOUSE02461, MOUSE02462	OFUSG24596.1.p1
OG0005836	MOUSE27772, MOUSE27771, MOUSE27773	OFUSG06015.1.p1
OG0005837	MOUSE48882, MOUSE48881, MOUSE48880	OFUSG26386.1.p1
OG0005838	MOUSE42074, MOUSE42076, MOUSE42079, MOUSE42077, MOUSE42078, MOUSE42075	OFUSG22578.1.p1
OG0005840	MOUSE21324	OFUSG17218.1.p1
OG0005841	MOUSE36053	OFUSG18860.2.p1, OFUSG18860.1.p1
OG0005842	MOUSE28812, MOUSE28814, MOUSE28815	OFUSG17014.1.p1
OG0005843	MOUSE21541, MOUSE21537	OFUSG13111.2.p1, OFUSG13111.1.p1
OG0005844	MOUSE11416, MOUSE11413, MOUSE11417, MOUSE11415, MOUSE11414, MOUSE11410, MOUSE11412, MOUSE11411	OFUSG18340.1.p1
OG0005845	MOUSE04473	OFUSG18853.1.p1
OG0005846	MOUSE03064	OFUSG12015.1.p1
OG0005847	MOUSE24586	OFUSG21573.1.p1
OG0005849	MOUSE22097, MOUSE22096	OFUSG13675.1.p1
OG0005850	MOUSE33785, MOUSE33784	OFUSG13683.1.p1
OG0005851	MOUSE33454	OFUSG17159.1.p1
OG0005852	MOUSE31081	OFUSG19154.1.p1
OG0005853	MOUSE07627	OFUSG12469.1.p1
OG0005854	MOUSE49612, MOUSE49611	OFUSG20549.1.p1
OG0005856	MOUSE18621, MOUSE18620, MOUSE18619	OFUSG11607.1.p1
OG0005857	MOUSE04700, MOUSE04699	OFUSG15447.4.p1, OFUSG15447.3.p1, OFUSG15447.2.p1, OFUSG15447.1.p1
OG0005858	MOUSE37403, MOUSE37400	OFUSG23890.1.p1
OG0005859	MOUSE19800	OFUSG25456.1.p1
OG0005860	MOUSE20692	OFUSG16634.2.p1, OFUSG16634.1.p1
OG0005861	MOUSE33700	OFUSG12753.1.p1
OG0005863	MOUSE16980, MOUSE16979	OFUSG11072.1.p1
OG0005864	MOUSE02844, MOUSE02845	OFUSG19504.1.p1
OG0005869	MOUSE28362, MOUSE28363	OFUSG03581.1.p1
OG0005870	MOUSE31359, MOUSE31360	OFUSG23370.1.p1
OG0005871	MOUSE36369, MOUSE36368, MOUSE36367	OFUSG02901.1.p1
OG0005872	MOUSE38976	OFUSG04199.1.p1
OG0005874	MOUSE22485, MOUSE22486	OFUSG03952.1.p1
OG0005875	MOUSE45109	OFUSG14727.1.p1
OG0005876	MOUSE40708, MOUSE40709	OFUSG19535.1.p1
OG0005877	MOUSE01409, MOUSE01408	OFUSG21409.1.p1
OG0005878	MOUSE07579	OFUSG25068.1.p1
OG0005879	MOUSE32049	OFUSG20758.1.p1
OG0005880	MOUSE10866	OFUSG19008.1.p1
OG0005881	MOUSE00340, MOUSE00341, MOUSE00339, MOUSE00343, MOUSE00342, MOUSE00344	OFUSG17494.2.p1, OFUSG17494.1.p1
OG0005882	MOUSE41989, MOUSE41990, MOUSE41988, MOUSE41991	OFUSG07964.2.p1, OFUSG07964.3.p1, OFUSG07964.1.p1, OFUSG07965.1.p3
OG0005883	MOUSE15200, MOUSE15206, MOUSE15207, MOUSE15202, MOUSE15199	OFUSG07782.1.p1
OG0005884	MOUSE24783, MOUSE24785, MOUSE24784	OFUSG11294.1.p1
OG0005885	MOUSE34795	OFUSG16933.1.p1, OFUSG16931.1.p1, OFUSG16934.1.p1
OG0005886	MOUSE07662, MOUSE07661	OFUSG12295.1.p1
OG0005887	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548	OFUSG22196.1.p1
OG0005888	MOUSE50312, MOUSE50313	OFUSG10914.1.p1
OG0005889	MOUSE54433, MOUSE54434	OFUSG00364.1.p1
OG0005890	MOUSE17343	OFUSG21628.1.p1
OG0005891	MOUSE05939, MOUSE05938, MOUSE05940, MOUSE05937	OFUSG10325.2.p1, OFUSG10325.1.p1, OFUSG10325.3.p1
OG0005892	MOUSE49067, MOUSE49066, MOUSE49064, MOUSE49065	OFUSG04898.1.p1
OG0005893	MOUSE13001, MOUSE13002, MOUSE13003	OFUSG03818.1.p1
OG0005894	MOUSE13056, MOUSE13057, MOUSE19376	OFUSG03001.1.p1
OG0005895	MOUSE04970, MOUSE04969	OFUSG17312.1.p1
OG0005896	MOUSE00284, MOUSE00283, MOUSE21618	OFUSG13776.1.p1
OG0005897	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555	OFUSG08962.1.p1
OG0005898	MOUSE42784, MOUSE42783, MOUSE42786	OFUSG11992.1.p1
OG0005899	MOUSE48385	OFUSG07835.1.p1
OG0005900	MOUSE33624	OFUSG16856.1.p1
OG0005901	MOUSE49551	OFUSG04944.1.p1
OG0005902	MOUSE32103	OFUSG23218.1.p1, OFUSG23218.2.p1
OG0005903	MOUSE45092	OFUSG19287.1.p1
OG0005906	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1
OG0005907	MOUSE01951	OFUSG05841.1.p1
OG0005907	MOUSE01952	OFUSG05842.1.p1, OFUSG05842.2.p1
OG0005908	MOUSE51660, MOUSE51661, MOUSE51662, MOUSE51663, MOUSE51664	OFUSG08875.1.p1, OFUSG08875.2.p1
OG0005909	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446	OFUSG09455.1.p1
OG0005910	MOUSE45054, MOUSE45055, MOUSE45051, MOUSE45052	OFUSG13819.2.p1, OFUSG13819.1.p1
OG0005911	MOUSE32346, MOUSE32347, MOUSE32350, MOUSE32351	OFUSG12877.1.p1
OG0005912	MOUSE35138, MOUSE23020, MOUSE23019	OFUSG21385.1.p1, OFUSG21385.2.p1
OG0005913	MOUSE38856, MOUSE38854, MOUSE38855	OFUSG03204.1.p1
OG0005914	MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910	OFUSG05820.1.p1
OG0005915	MOUSE55180	OFUSG23995.1.p1
OG0005916	MOUSE42400, MOUSE42401, MOUSE54039, MOUSE22509, MOUSE22510	OFUSG04552.1.p1
OG0005917	MOUSE25460, MOUSE25461	OFUSG07108.2.p1, OFUSG07108.1.p1
OG0005918	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762	OFUSG07171.1.p1
OG0005919	MOUSE24007	OFUSG08279.1.p1
OG0005920	MOUSE53431, MOUSE53432	OFUSG21411.1.p1
OG0005921	MOUSE16134, MOUSE16133, MOUSE16135	OFUSG07760.1.p1
OG0005922	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611	OFUSG06033.1.p1
OG0005923	MOUSE04049, MOUSE04048	OFUSG14662.1.p1
OG0005924	MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384	OFUSG20875.1.p1
OG0005926	MOUSE13286, MOUSE13285, MOUSE13284	OFUSG20254.1.p1
OG0005927	MOUSE15506	OFUSG15371.1.p1, OFUSG15370.2.p1, OFUSG15370.1.p1
OG0005929	MOUSE48886, MOUSE48887	OFUSG17666.1.p1
OG0005930	MOUSE10266	OFUSG03860.1.p1
OG0005931	MOUSE44698	OFUSG05791.1.p1
OG0005932	MOUSE24910, MOUSE24909	OFUSG06461.1.p1
OG0005933	MOUSE20167	OFUSG11758.1.p1
OG0005935	MOUSE13850, MOUSE13849	OFUSG12742.1.p1
OG0005936	MOUSE19946, MOUSE19947	OFUSG01618.1.p1
OG0005937	MOUSE14417, MOUSE14414, MOUSE14415	OFUSG19124.1.p1
OG0005938	MOUSE13211, MOUSE13212, MOUSE13210	OFUSG13529.1.p1
OG0005939	MOUSE46998, MOUSE46999, MOUSE47000	OFUSG07575.1.p1
OG0005940	MOUSE27467	OFUSG08024.2.p1, OFUSG08024.1.p1
OG0005941	MOUSE18684	OFUSG12577.1.p1
OG0005942	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979	OFUSG15333.1.p1, OFUSG15333.2.p1
OG0005943	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297	OFUSG10771.1.p1
OG0005944	MOUSE18174	OFUSG11270.1.p1
OG0005946	MOUSE53517, MOUSE53518	OFUSG06828.1.p1
OG0005947	MOUSE13123, MOUSE13120, MOUSE13122	OFUSG25842.1.p1, OFUSG25842.2.p1
OG0005948	MOUSE21172	OFUSG06575.1.p1
OG0005949	MOUSE37563, MOUSE37562	OFUSG22404.1.p1
OG0005950	MOUSE06852, MOUSE06853, MOUSE06850	OFUSG13388.1.p1
OG0005951	MOUSE48577, MOUSE48576	OFUSG21410.1.p1
OG0005952	MOUSE02830	OFUSG05541.1.p1
OG0005953	MOUSE10404, MOUSE10401	OFUSG08521.1.p1
OG0005954	MOUSE49217, MOUSE49216, MOUSE49215	OFUSG22369.1.p1
OG0005955	MOUSE12785	OFUSG19208.1.p1, OFUSG19208.2.p1
OG0005956	MOUSE32844	OFUSG09865.1.p1
OG0005957	MOUSE32426	OFUSG09500.1.p1
OG0005958	MOUSE35514, MOUSE27529, MOUSE27528, MOUSE27527, MOUSE27531, MOUSE27532, MOUSE27530	OFUSG11216.1.p1
OG0005959	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214	OFUSG09671.1.p1
OG0005960	MOUSE36097, MOUSE36098	OFUSG15605.1.p1
OG0005961	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923	OFUSG18762.1.p1
OG0005962	MOUSE17277, MOUSE17275, MOUSE17276, MOUSE17270, MOUSE17271, MOUSE17273, MOUSE17274, MOUSE17272	OFUSG08003.1.p1
OG0005963	MOUSE09064	OFUSG20536.1.p1
OG0005964	MOUSE02251, MOUSE02249, MOUSE02253, MOUSE02250, MOUSE02252	OFUSG18765.1.p1
OG0005965	MOUSE36148	OFUSG06524.1.p1
OG0005966	MOUSE16974, MOUSE16973	OFUSG10960.1.p1
OG0005967	MOUSE14023	OFUSG11067.1.p1
OG0005968	MOUSE29105, MOUSE19001	OFUSG22986.1.p1
OG0005969	MOUSE18215	OFUSG11541.1.p1
OG0005970	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326	OFUSG26446.1.p1
OG0005971	MOUSE22460, MOUSE22457, MOUSE22459, MOUSE22458	OFUSG16589.1.p1
OG0005972	MOUSE09256, MOUSE09255, MOUSE09251, MOUSE09254, MOUSE09252, MOUSE09250, MOUSE09253	OFUSG26008.1.p1
OG0005973	MOUSE07223, MOUSE07222	OFUSG12086.1.p1
OG0005974	MOUSE24031, MOUSE24032	OFUSG07735.1.p1
