Orthogroup	MOUSE	ASTMX
OG0010307	MOUSE31019	ASTMX17447, ASTMX17615
OG0010308	MOUSE54687	ASTMX01161
OG0010308	MOUSE38754, MOUSE38755, MOUSE38756, MOUSE38758, MOUSE38757	ASTMX06186
OG0010309	MOUSE00439, MOUSE00436, MOUSE00437, MOUSE00438, MOUSE00433, MOUSE00434, MOUSE00435	ASTMX01221
OG0010311	MOUSE51731	ASTMX01528, ASTMX12413
OG0010312	MOUSE12444	ASTMX01597, ASTMX22323
OG0010312	MOUSE12445	ASTMX01596
OG0010313	MOUSE23660	ASTMX22393
OG0010313	MOUSE23661, MOUSE23659, MOUSE23658, MOUSE23657	ASTMX17449, ASTMX01782
OG0010314	MOUSE28740, MOUSE28741	ASTMX01796
OG0010315	MOUSE51534	ASTMX04536, ASTMX01843
OG0010315	MOUSE51535, MOUSE51533	ASTMX17798
OG0010316	MOUSE26486	ASTMX12034
OG0010316	MOUSE39818	ASTMX20158, ASTMX01906
OG0010317	MOUSE05210	ASTMX16046
OG0010317	MOUSE39821, MOUSE39819, MOUSE39820	ASTMX01907, ASTMX20157
OG0010318	MOUSE36120, MOUSE36118	ASTMX01939
OG0010318	MOUSE03233	ASTMX14876
OG0010319	MOUSE08171, MOUSE08170, MOUSE08173, MOUSE08172, MOUSE08174	ASTMX10790, ASTMX10789, ASTMX02765
OG0010320	MOUSE37066	ASTMX08272
OG0010320	MOUSE37060, MOUSE37058, MOUSE37064, MOUSE37065, MOUSE37063, MOUSE37062, MOUSE37061, MOUSE37059	ASTMX03145
OG0010321	MOUSE24130, MOUSE24131, MOUSE24128, MOUSE24133, MOUSE24132, MOUSE24134, MOUSE24129	ASTMX03726
OG0010322	MOUSE47585	ASTMX22986
OG0010322	MOUSE54201	ASTMX03917
OG0010322	MOUSE54200	ASTMX16801
OG0010323	MOUSE03592	ASTMX04730
OG0010325	MOUSE37861, MOUSE37862	ASTMX17194, ASTMX17193, ASTMX17192, ASTMX17191, ASTMX05942
OG0010326	MOUSE39583, MOUSE39584	ASTMX06887
OG0010327	MOUSE13028	ASTMX07540
OG0010328	MOUSE30941	ASTMX07945, ASTMX07946, ASTMX13994, ASTMX13995
OG0010330	MOUSE46293, MOUSE46291, MOUSE38023	ASTMX17088, ASTMX09619
OG0010331	MOUSE19027, MOUSE19028, MOUSE19026	ASTMX20097, ASTMX11083, ASTMX11084, ASTMX11082
OG0010332	MOUSE18607, MOUSE18609, MOUSE18608	ASTMX11730, ASTMX20653
OG0010333	MOUSE09249, MOUSE09248, MOUSE09246, MOUSE09247, MOUSE09245	ASTMX11767
OG0010334	MOUSE55341	ASTMX11849
OG0010335	MOUSE45163, MOUSE45161, MOUSE45162, MOUSE45164, MOUSE45165	ASTMX12165, ASTMX11867
OG0010336	MOUSE26316	ASTMX12062
OG0010336	MOUSE14750	ASTMX13736
OG0010337	MOUSE50968, MOUSE50966, MOUSE50969, MOUSE50967	ASTMX12802
OG0010337	MOUSE16501	ASTMX12151
OG0010338	MOUSE08537, MOUSE08538, MOUSE08539, MOUSE08536, MOUSE08535	ASTMX12569, ASTMX18431
OG0010341	MOUSE02879	ASTMX16212
OG0010341	MOUSE23006, MOUSE23005, MOUSE23004	ASTMX12955
OG0010342	MOUSE24817, MOUSE24816	ASTMX13526
OG0010343	MOUSE27790, MOUSE27791	ASTMX14144, ASTMX14143, ASTMX14517
OG0010344	MOUSE00458	ASTMX14471
OG0010345	MOUSE48733, MOUSE48734, MOUSE48732, MOUSE48731, MOUSE48730, MOUSE48728, MOUSE48729	ASTMX14919
OG0010346	MOUSE07200	ASTMX15109
OG0010347	MOUSE03947, MOUSE12341, MOUSE12342, MOUSE12343, MOUSE12344, MOUSE12338, MOUSE12339	ASTMX15767
OG0010348	MOUSE42782, MOUSE42779, MOUSE42781, MOUSE42778, MOUSE42780, MOUSE42777	ASTMX17292
OG0010349	MOUSE46035	ASTMX22470
OG0010349	MOUSE06047, MOUSE06046	ASTMX17332
OG0010350	MOUSE01303	ASTMX17378, ASTMX17377, ASTMX17374, ASTMX17379
OG0010351	MOUSE45938, MOUSE45936, MOUSE45937, MOUSE45939	ASTMX19249, ASTMX21601
OG0010352	MOUSE36742, MOUSE36743	ASTMX19258
OG0010353	MOUSE31644, MOUSE31643	ASTMX19338
OG0010354	MOUSE25670	ASTMX20567, ASTMX22951, ASTMX20568
OG0010355	MOUSE42286, MOUSE42287, MOUSE42285, MOUSE42288	ASTMX21229
OG0010484	MOUSE38316	ASTMX06975
OG0010490	MOUSE25237, MOUSE25238	ASTMX09772
OG0010502	MOUSE37449	ASTMX05054
OG0010525	MOUSE00621, MOUSE00622, MOUSE00619	ASTMX05751
OG0010537	MOUSE33474, MOUSE33473	ASTMX17060
OG0010540	MOUSE23702, MOUSE23704, MOUSE23703	ASTMX13111
OG0010542	MOUSE27458	ASTMX13654
OG0010543	MOUSE09566, MOUSE09565	ASTMX13644
OG0010548	MOUSE06834	ASTMX07589
OG0010557	MOUSE34545	ASTMX14328, ASTMX05266
OG0010566	MOUSE35899, MOUSE35900, MOUSE35901	ASTMX14760
OG0010570	MOUSE13412, MOUSE13411	ASTMX15387
OG0010574	MOUSE30360	ASTMX14208
OG0010575	MOUSE00142	ASTMX10938
OG0010582	MOUSE27418	ASTMX13672
OG0010585	MOUSE13151	ASTMX05078
OG0010592	MOUSE33399	ASTMX06473
OG0010592	MOUSE10495	ASTMX10009
OG0010594	MOUSE00589, MOUSE00586, MOUSE00587, MOUSE00588, MOUSE00585	ASTMX10259
OG0010595	MOUSE40050, MOUSE18797	ASTMX14405, ASTMX10609
OG0010600	MOUSE37093, MOUSE37094, MOUSE37095	ASTMX16473
OG0010634	MOUSE26200	ASTMX15016
OG0010640	MOUSE16984	ASTMX07695, ASTMX22521
OG0010641	MOUSE24526	ASTMX20291
OG0010660	MOUSE54852	ASTMX04529
OG0010660	MOUSE12969, MOUSE12970	ASTMX00027, ASTMX09520
OG0010661	MOUSE02160	ASTMX19267
OG0010661	MOUSE47269, MOUSE47268	ASTMX00355
OG0010662	MOUSE30789, MOUSE30791, MOUSE30787, MOUSE30788	ASTMX09721, ASTMX22342, ASTMX14220
OG0010662	MOUSE30790	ASTMX00466
OG0010663	MOUSE12701, MOUSE12706, MOUSE12705, MOUSE12703, MOUSE12704, MOUSE12702, MOUSE12700	ASTMX01233
OG0010664	MOUSE17356, MOUSE17357	ASTMX01304, ASTMX02472
OG0010666	MOUSE38975, MOUSE38974	ASTMX18486, ASTMX01887
OG0010667	MOUSE12869	ASTMX02249
OG0010667	MOUSE19121	ASTMX08774
OG0010669	MOUSE18677	ASTMX02498
OG0010670	MOUSE01360, MOUSE01362, MOUSE01361, MOUSE01363, MOUSE01364	ASTMX02905
OG0010670	MOUSE32692	ASTMX03177
OG0010671	MOUSE23017, MOUSE23016	ASTMX08763, ASTMX03134
OG0010672	MOUSE40737, MOUSE40738	ASTMX14558, ASTMX03442
OG0010673	MOUSE09275	ASTMX15513, ASTMX03569
OG0010673	MOUSE09276	ASTMX07451
OG0010674	MOUSE20315, MOUSE20314, MOUSE20313, MOUSE20311, MOUSE20312	ASTMX03939, ASTMX05632
OG0010675	MOUSE33576, MOUSE33575	ASTMX11542
OG0010676	MOUSE37941	ASTMX14460
OG0010676	MOUSE04541	ASTMX04400
OG0010677	MOUSE42334, MOUSE02976	ASTMX05831, ASTMX13168
OG0010678	MOUSE54191, MOUSE54188, MOUSE54190, MOUSE54189	ASTMX05641
OG0010679	MOUSE33948, MOUSE33950, MOUSE33947, MOUSE33949	ASTMX05780
OG0010680	MOUSE22772, MOUSE22773, MOUSE22770, MOUSE22771, MOUSE22768, MOUSE22769	ASTMX06323
OG0010681	MOUSE41476, MOUSE41475, MOUSE41473, MOUSE41474	ASTMX11509, ASTMX06876
OG0010682	MOUSE42311	ASTMX06890
OG0010683	MOUSE30766, MOUSE30764, MOUSE30765, MOUSE30762, MOUSE30761, MOUSE30763, MOUSE30759, MOUSE30760	ASTMX06897
OG0010684	MOUSE51953, MOUSE51954, MOUSE51955, MOUSE51951, MOUSE51956, MOUSE51952	ASTMX07093, ASTMX22689
OG0010685	MOUSE39211, MOUSE39205, MOUSE39209, MOUSE39207, MOUSE39210, MOUSE39208, MOUSE39206	ASTMX07127
OG0010686	MOUSE40902	ASTMX08376
OG0010686	MOUSE41997, MOUSE41996	ASTMX07274
OG0010687	MOUSE51008, MOUSE51006, MOUSE51007	ASTMX11286
OG0010687	MOUSE30885	ASTMX07296
OG0010688	MOUSE29753, MOUSE29754	ASTMX08244
OG0010688	MOUSE03379, MOUSE03380	ASTMX20848
OG0010689	MOUSE25329	ASTMX09591, ASTMX23056, ASTMX22780
OG0010691	MOUSE25144	ASTMX22509
OG0010692	MOUSE26138, MOUSE26139, MOUSE26142, MOUSE26143, MOUSE26140	ASTMX10735
OG0010693	MOUSE35675, MOUSE35680, MOUSE35676, MOUSE35677, MOUSE35679	ASTMX10809
OG0010694	MOUSE24053, MOUSE24052, MOUSE24054, MOUSE24048, MOUSE24049	ASTMX12436
OG0010695	MOUSE06935, MOUSE23042, MOUSE06932, MOUSE06933, MOUSE06934	ASTMX12565, ASTMX16282
OG0010696	MOUSE00205, MOUSE00206, MOUSE00208, MOUSE00207	ASTMX19958, ASTMX13417
OG0010698	MOUSE22214, MOUSE22215, MOUSE22216	ASTMX16731, ASTMX14511
OG0010699	MOUSE29874	ASTMX23008, ASTMX14943
OG0010699	MOUSE29876, MOUSE29875	ASTMX14942
OG0010700	MOUSE15149, MOUSE15148, MOUSE15150	ASTMX15477
OG0010701	MOUSE02076, MOUSE02074, MOUSE02075	ASTMX16630
OG0010703	MOUSE05894, MOUSE05889, MOUSE05892, MOUSE05891, MOUSE05893, MOUSE05890	ASTMX21578, ASTMX17436
OG0010705	MOUSE45689	ASTMX18457
OG0010706	MOUSE09957, MOUSE09956, MOUSE09952	ASTMX20651
OG0010707	MOUSE03124, MOUSE03122, MOUSE36064, MOUSE36065, MOUSE36063, MOUSE36067, MOUSE36066	ASTMX20871
OG0010709	MOUSE30244, MOUSE30237, MOUSE30239, MOUSE30241, MOUSE30242, MOUSE30243, MOUSE30240, MOUSE30238, MOUSE30235, MOUSE30236	ASTMX20991
OG0010710	MOUSE05867	ASTMX21291
OG0010837	MOUSE07640, MOUSE07638, MOUSE07639	ASTMX11148
OG0010850	MOUSE32805	ASTMX15747
OG0010864	MOUSE28837, MOUSE28838	ASTMX19657
OG0010874	MOUSE33574	ASTMX05510
OG0010875	MOUSE41001	ASTMX08373
OG0010876	MOUSE02757	ASTMX16774
OG0010879	MOUSE23058	ASTMX07966
OG0010887	MOUSE35935, MOUSE35934, MOUSE35933	ASTMX09656
OG0010891	MOUSE38193	ASTMX13986
OG0010898	MOUSE12492	ASTMX09801
OG0010903	MOUSE24880, MOUSE24881	ASTMX07109
OG0010915	MOUSE52396	ASTMX17861
OG0010916	MOUSE10582, MOUSE10583	ASTMX12862
OG0010953	MOUSE28067	ASTMX01688
OG0010962	MOUSE08972, MOUSE08971	ASTMX00840
OG0010985	MOUSE00225	ASTMX01228
OG0010987	MOUSE25806, MOUSE25807	ASTMX09606
OG0010994	MOUSE42815, MOUSE42814, MOUSE42813	ASTMX17693
OG0011004	MOUSE28968	ASTMX21326
OG0011024	MOUSE46987, MOUSE46990, MOUSE46989	ASTMX00450, ASTMX00241
OG0011025	MOUSE09029, MOUSE09028, MOUSE08999, MOUSE08986, MOUSE08987, MOUSE08988	ASTMX00622, ASTMX13271
OG0011026	MOUSE34412	ASTMX05258, ASTMX00817
OG0011027	MOUSE45888	ASTMX09000, ASTMX01086
OG0011028	MOUSE15640, MOUSE15644, MOUSE15643, MOUSE15642, MOUSE15641	ASTMX09122
OG0011029	MOUSE13027	ASTMX07565
OG0011030	MOUSE08293	ASTMX04620, ASTMX11808, ASTMX03285, ASTMX01272
OG0011031	MOUSE21376, MOUSE21375, MOUSE21372, MOUSE21373, MOUSE21374, MOUSE21371	ASTMX02539, ASTMX01515
OG0011032	MOUSE06407	ASTMX01559
OG0011033	MOUSE53435	ASTMX22109, ASTMX01936, ASTMX06703, ASTMX06704, ASTMX01937, ASTMX19190
OG0011034	MOUSE36161, MOUSE29859, MOUSE29858, MOUSE29860	ASTMX02265
OG0011036	MOUSE16203	ASTMX17182, ASTMX03708
OG0011037	MOUSE09583, MOUSE09582	ASTMX03743, ASTMX03744
OG0011038	MOUSE07690	ASTMX05628, ASTMX03879, ASTMX12893
OG0011039	MOUSE54010	ASTMX03907
OG0011040	MOUSE23615	ASTMX05375
OG0011041	MOUSE33591	ASTMX13367, ASTMX05470
OG0011042	MOUSE51186	ASTMX06128
OG0011043	MOUSE43191, MOUSE43189, MOUSE43190, MOUSE43192, MOUSE43188, MOUSE43187	ASTMX06307
OG0011044	MOUSE11454, MOUSE11453, MOUSE11451, MOUSE11452, MOUSE11455	ASTMX16465, ASTMX06649
OG0011045	MOUSE39595, MOUSE39593, MOUSE39594	ASTMX06885, ASTMX11512
OG0011047	MOUSE06782, MOUSE06783, MOUSE06781	ASTMX07594
OG0011048	MOUSE35728, MOUSE35729, MOUSE35726, MOUSE35727, MOUSE35725	ASTMX10807, ASTMX08172
OG0011049	MOUSE54590	ASTMX08786
OG0011050	MOUSE50544	ASTMX11291, ASTMX09382, ASTMX15862
OG0011051	MOUSE40402, MOUSE40400	ASTMX09765
OG0011051	MOUSE40401, MOUSE40397, MOUSE40399, MOUSE40398	ASTMX19189
OG0011052	MOUSE50924, MOUSE40323, MOUSE50923, MOUSE50916, MOUSE50922	ASTMX09881
OG0011053	MOUSE34373	ASTMX14481
OG0011053	MOUSE32212	ASTMX09931
OG0011054	MOUSE42279, MOUSE42280, MOUSE42278	ASTMX10111, ASTMX11501
OG0011055	MOUSE14028, MOUSE14027	ASTMX10512
OG0011056	MOUSE24510, MOUSE24508, MOUSE01599, MOUSE30381, MOUSE30380, MOUSE30379, MOUSE30378, MOUSE30377	ASTMX10658
OG0011057	MOUSE00222	ASTMX10943
OG0011057	MOUSE00224, MOUSE00223	ASTMX13033
OG0011058	MOUSE17220	ASTMX22068
OG0011058	MOUSE25891, MOUSE25889, MOUSE25890	ASTMX11339
OG0011059	MOUSE55301, MOUSE55300	ASTMX11841, ASTMX16423
OG0011060	MOUSE09121, MOUSE09120, MOUSE09119	ASTMX12345
OG0011061	MOUSE10385	ASTMX12386
OG0011062	MOUSE11899, MOUSE11900, MOUSE11926, MOUSE11639, MOUSE11638, MOUSE11906	ASTMX12547
OG0011064	MOUSE51040, MOUSE51038, MOUSE51037, MOUSE51041, MOUSE51044, MOUSE51042, MOUSE51043	ASTMX13506
OG0011065	MOUSE19512, MOUSE19511, MOUSE19510	ASTMX13629
OG0011066	MOUSE26264, MOUSE26263, MOUSE26262, MOUSE26261, MOUSE26265	ASTMX14673
OG0011067	MOUSE32664, MOUSE32665, MOUSE32663	ASTMX14722
OG0011068	MOUSE19592	ASTMX15572
OG0011069	MOUSE14367, MOUSE14366	ASTMX15786, ASTMX18642
OG0011070	MOUSE43594, MOUSE43595, MOUSE43596, MOUSE43593	ASTMX16260
OG0011071	MOUSE33328, MOUSE33330, MOUSE33329	ASTMX16875
OG0011072	MOUSE25117	ASTMX17178
OG0011073	MOUSE16110	ASTMX18744
OG0011073	MOUSE47625	ASTMX18745
OG0011074	MOUSE22987, MOUSE22986, MOUSE22984, MOUSE22985	ASTMX20378, ASTMX19226
OG0011075	MOUSE48706, MOUSE48705, MOUSE48704, MOUSE48701, MOUSE48703, MOUSE48702	ASTMX19522, ASTMX22573
OG0011077	MOUSE41976, MOUSE41977, MOUSE41975, MOUSE41978	ASTMX22028
OG0011077	MOUSE41974	ASTMX21858
OG0011199	MOUSE40011, MOUSE40014, MOUSE40012, MOUSE40013	ASTMX01943
OG0011202	MOUSE20126	ASTMX07330
OG0011218	MOUSE25020	ASTMX19904
OG0011218	MOUSE26601, MOUSE26600	ASTMX21102
OG0011227	MOUSE21332	ASTMX10506
OG0011229	MOUSE14677	ASTMX00811
OG0011232	MOUSE49636, MOUSE49637	ASTMX08997
OG0011234	MOUSE32187, MOUSE32186	ASTMX09916
OG0011238	MOUSE42027	ASTMX17909
OG0011239	MOUSE17036	ASTMX20619
OG0011242	MOUSE07949, MOUSE07948	ASTMX01371
OG0011246	MOUSE00186, MOUSE00185	ASTMX03864
OG0011265	MOUSE10434, MOUSE10433	ASTMX13444
OG0011277	MOUSE21934	ASTMX11893
OG0011291	MOUSE42300, MOUSE42298, MOUSE42297, MOUSE42299	ASTMX21471
OG0011293	MOUSE54969	ASTMX21844
OG0011298	MOUSE16480	ASTMX16182, ASTMX02976
OG0011305	MOUSE36561	ASTMX11635
OG0011306	MOUSE43749, MOUSE43748, MOUSE43746, MOUSE43747	ASTMX00270
OG0011315	MOUSE36735, MOUSE36736	ASTMX05089
OG0011318	MOUSE05586, MOUSE05585	ASTMX04453
OG0011373	MOUSE11250, MOUSE11249	ASTMX02103
OG0011375	MOUSE21887	ASTMX09791
OG0011392	MOUSE15780, MOUSE15781, MOUSE15782	ASTMX00115, ASTMX09550
OG0011395	MOUSE33687	ASTMX16388, ASTMX00500
OG0011395	MOUSE18473	ASTMX17921
OG0011396	MOUSE29089, MOUSE29090, MOUSE29091, MOUSE29088, MOUSE29087	ASTMX00691
OG0011397	MOUSE34045, MOUSE34046, MOUSE34047	ASTMX00830, ASTMX04592
OG0011399	MOUSE52083, MOUSE52084	ASTMX09505, ASTMX01261
OG0011400	MOUSE21168	ASTMX18493, ASTMX01492
OG0011401	MOUSE31145, MOUSE31146	ASTMX01799
OG0011401	MOUSE40854, MOUSE40856, MOUSE40857, MOUSE40855	ASTMX15944
OG0011402	MOUSE39951, MOUSE39953, MOUSE39952, MOUSE39949, MOUSE39950	ASTMX01923
OG0011403	MOUSE14348, MOUSE14346, MOUSE14347	ASTMX02178
OG0011403	MOUSE14349	ASTMX13277
OG0011404	MOUSE24919, MOUSE24916, MOUSE24917, MOUSE24918	ASTMX16076, ASTMX02216
OG0011407	MOUSE03532, MOUSE03534	ASTMX03230
OG0011407	MOUSE03533, MOUSE03535, MOUSE03529, MOUSE03536	ASTMX23053
OG0011408	MOUSE48229, MOUSE48230	ASTMX03752
OG0011409	MOUSE29715, MOUSE29714, MOUSE29716, MOUSE29717	ASTMX03773, ASTMX20117
OG0011410	MOUSE10303	ASTMX04066, ASTMX04062, ASTMX22675, ASTMX04063, ASTMX04061
OG0011412	MOUSE13534, MOUSE13533, MOUSE13535, MOUSE13536, MOUSE13539, MOUSE13538, MOUSE13537	ASTMX04312
OG0011413	MOUSE15463, MOUSE15462, MOUSE15464	ASTMX04357, ASTMX10337
OG0011414	MOUSE35771, MOUSE35770	ASTMX04368
OG0011415	MOUSE53648	ASTMX11851
OG0011415	MOUSE54871	ASTMX04521
OG0011416	MOUSE34891, MOUSE34890	ASTMX05248
OG0011417	MOUSE23340	ASTMX05351
OG0011418	MOUSE01149, MOUSE01150	ASTMX05401
OG0011419	MOUSE34968, MOUSE34969	ASTMX05698
OG0011420	MOUSE10416, MOUSE10418, MOUSE10417	ASTMX05993, ASTMX18328
OG0011421	MOUSE32297, MOUSE18393	ASTMX06546
OG0011421	MOUSE32296	ASTMX13359
OG0011422	MOUSE11446	ASTMX16466, ASTMX06646, ASTMX06647
OG0011424	MOUSE13280	ASTMX06940
OG0011425	MOUSE01786	ASTMX07253
OG0011425	MOUSE35207, MOUSE35214	ASTMX21463
OG0011426	MOUSE01432, MOUSE01430, MOUSE01431, MOUSE01433	ASTMX07897
OG0011427	MOUSE47758, MOUSE47759, MOUSE47760	ASTMX08223
OG0011428	MOUSE32865, MOUSE32866	ASTMX13697, ASTMX09735
OG0011429	MOUSE15824	ASTMX09816
OG0011430	MOUSE10465, MOUSE10466, MOUSE10464, MOUSE10468, MOUSE10467	ASTMX10019
OG0011431	MOUSE03957	ASTMX11664, ASTMX21532, ASTMX11506, ASTMX10121
OG0011432	MOUSE03576, MOUSE03577	ASTMX10164
OG0011433	MOUSE49908, MOUSE49907, MOUSE49909	ASTMX10933
OG0011434	MOUSE11031, MOUSE11032, MOUSE11033	ASTMX12122, ASTMX11075
OG0011435	MOUSE24922	ASTMX16634
OG0011436	MOUSE04249, MOUSE04250	ASTMX11348
OG0011436	MOUSE22881	ASTMX21266
OG0011437	MOUSE20432, MOUSE27991	ASTMX17858, ASTMX11633
OG0011438	MOUSE18615	ASTMX19616, ASTMX11728, ASTMX22756
OG0011439	MOUSE02791, MOUSE02789, MOUSE02787, MOUSE02792, MOUSE02788, MOUSE02790	ASTMX11975
OG0011440	MOUSE04495, MOUSE04496, MOUSE04494, MOUSE04497, MOUSE04493, MOUSE04498, MOUSE04492	ASTMX12212
OG0011443	MOUSE54327	ASTMX12523, ASTMX12522, ASTMX18604
OG0011444	MOUSE50539, MOUSE50540, MOUSE50541, MOUSE50542	ASTMX12790
OG0011445	MOUSE32881, MOUSE32882	ASTMX13293, ASTMX14440
OG0011446	MOUSE32325, MOUSE32336, MOUSE55679, MOUSE55711, MOUSE32298	ASTMX13358
OG0011447	MOUSE03896, MOUSE03894, MOUSE03895	ASTMX22277, ASTMX13381
OG0011448	MOUSE23524, MOUSE23520, MOUSE23521, MOUSE23523, MOUSE23522, MOUSE23525	ASTMX13489
OG0011449	MOUSE19499, MOUSE19501, MOUSE19506, MOUSE19505, MOUSE19500	ASTMX13632
OG0011450	MOUSE24668, MOUSE24667, MOUSE24669	ASTMX14083
OG0011451	MOUSE13311, MOUSE13312, MOUSE13316, MOUSE13314, MOUSE13313, MOUSE13315, MOUSE13310	ASTMX15514
OG0011452	MOUSE22716, MOUSE22717, MOUSE22718, MOUSE22719	ASTMX15552, ASTMX22238, ASTMX22537
OG0011453	MOUSE18358, MOUSE18359	ASTMX19941, ASTMX15775
OG0011456	MOUSE33787	ASTMX17400
OG0011457	MOUSE19355, MOUSE19352, MOUSE19351, MOUSE19353, MOUSE19356, MOUSE19358, MOUSE19354, MOUSE19357	ASTMX17890
OG0011458	MOUSE52215, MOUSE52212, MOUSE52211	ASTMX18266, ASTMX22775
OG0011459	MOUSE09117, MOUSE09118, MOUSE09116	ASTMX22062, ASTMX18673
OG0011460	MOUSE17419	ASTMX22309, ASTMX19147
OG0011461	MOUSE18838	ASTMX19614
OG0011462	MOUSE23075, MOUSE23076, MOUSE23077, MOUSE23078	ASTMX20744
OG0011463	MOUSE17084	ASTMX21169
OG0011618	MOUSE01733, MOUSE01732	ASTMX08337
OG0011624	MOUSE18091	ASTMX21842
OG0011637	MOUSE33990	ASTMX00820
OG0011658	MOUSE07082	ASTMX20730
OG0011663	MOUSE49663, MOUSE49664	ASTMX07199
OG0011676	MOUSE34431	ASTMX08360
OG0011705	MOUSE48913	ASTMX14306
OG0011707	MOUSE51314, MOUSE51315	ASTMX02199
OG0011723	MOUSE23977, MOUSE23979	ASTMX13131
OG0011726	MOUSE45068	ASTMX02259
OG0011739	MOUSE39991, MOUSE39992, MOUSE39993	ASTMX13649
OG0011745	MOUSE01915, MOUSE01914	ASTMX19845
OG0011756	MOUSE06348	ASTMX20404
OG0011759	MOUSE15647	ASTMX14945
OG0011773	MOUSE31775	ASTMX22059
OG0011780	MOUSE53865	ASTMX08808
OG0011784	MOUSE10090	ASTMX03338
OG0011786	MOUSE33745	ASTMX12355, ASTMX12354
OG0011807	MOUSE17235, MOUSE06479, MOUSE17234	ASTMX15909, ASTMX15711
OG0011820	MOUSE13594, MOUSE13593	ASTMX01837
OG0011820	MOUSE28398	ASTMX21044
OG0011825	MOUSE53578, MOUSE53577, MOUSE53572, MOUSE53573	ASTMX04004
OG0011864	MOUSE38563, MOUSE38562	ASTMX04959, ASTMX09940, ASTMX09939
OG0011868	MOUSE27164	ASTMX18937, ASTMX00398
OG0011869	MOUSE52917	ASTMX00808
OG0011870	MOUSE24372, MOUSE24371, MOUSE24374, MOUSE24373, MOUSE24370	ASTMX01054
OG0011872	MOUSE07025	ASTMX08078
OG0011873	MOUSE06297	ASTMX01534
OG0011873	MOUSE15036	ASTMX03614
OG0011874	MOUSE11489, MOUSE11488, MOUSE11487	ASTMX01547, ASTMX12114
OG0011875	MOUSE43623, MOUSE43625, MOUSE43624, MOUSE43621, MOUSE43620, MOUSE43622, MOUSE43619	ASTMX01852
OG0011877	MOUSE02177	ASTMX02032, ASTMX02031
OG0011878	MOUSE02220	ASTMX05190
OG0011878	MOUSE20483	ASTMX02189
OG0011879	MOUSE50929, MOUSE50930, MOUSE50927, MOUSE50925, MOUSE50926, MOUSE50928	ASTMX02276
OG0011880	MOUSE24958, MOUSE24957, MOUSE51562, MOUSE51564	ASTMX02456
OG0011881	MOUSE54647, MOUSE54645, MOUSE54646	ASTMX02693
OG0011882	MOUSE31307, MOUSE31308, MOUSE31306	ASTMX06531, ASTMX06532, ASTMX02845
OG0011883	MOUSE33465, MOUSE33464, MOUSE33091, MOUSE33463	ASTMX02910
OG0011884	MOUSE16476, MOUSE16472, MOUSE16474, MOUSE16475, MOUSE16473	ASTMX02975
OG0011885	MOUSE26041, MOUSE26042	ASTMX03324
OG0011886	MOUSE12690, MOUSE12691	ASTMX03467, ASTMX03469, ASTMX03468
OG0011887	MOUSE16047, MOUSE16045, MOUSE16046	ASTMX03612
OG0011888	MOUSE25858	ASTMX15078, ASTMX14334
OG0011888	MOUSE25859	ASTMX03787
OG0011889	MOUSE09502, MOUSE09503, MOUSE09501, MOUSE09500	ASTMX03898
OG0011890	MOUSE19393, MOUSE19392, MOUSE19391	ASTMX11489, ASTMX04089
OG0011891	MOUSE04500, MOUSE04499	ASTMX12213, ASTMX04377
OG0011892	MOUSE42803	ASTMX10681, ASTMX04435
OG0011893	MOUSE37143	ASTMX20770
OG0011893	MOUSE19596	ASTMX04716
OG0011894	MOUSE34510	ASTMX05213
OG0011895	MOUSE04077, MOUSE04076, MOUSE04071, MOUSE04072, MOUSE04074, MOUSE04075, MOUSE04073	ASTMX05606
OG0011897	MOUSE42641, MOUSE42640, MOUSE42639, MOUSE42638	ASTMX07038, ASTMX05911
OG0011898	MOUSE16416, MOUSE16415	ASTMX05965
OG0011899	MOUSE51686	ASTMX06226
OG0011900	MOUSE11328, MOUSE11331, MOUSE11330, MOUSE11329	ASTMX06374
OG0011901	MOUSE23805, MOUSE23804	ASTMX06456
OG0011902	MOUSE41502, MOUSE41503, MOUSE41505, MOUSE41504	ASTMX06874
OG0011903	MOUSE02059, MOUSE02058, MOUSE02060, MOUSE02057	ASTMX16627, ASTMX07101
OG0011904	MOUSE39097, MOUSE39096, MOUSE39095, MOUSE39094, MOUSE39092, MOUSE39093	ASTMX07131
OG0011905	MOUSE53298, MOUSE53302, MOUSE53300, MOUSE53301, MOUSE53299	ASTMX07425
OG0011906	MOUSE23029	ASTMX17846
OG0011907	MOUSE17535, MOUSE17536	ASTMX08731
OG0011908	MOUSE53860, MOUSE15056	ASTMX08806
OG0011909	MOUSE10082, MOUSE10085, MOUSE10084	ASTMX08962
OG0011910	MOUSE32699, MOUSE32698, MOUSE32697, MOUSE32696, MOUSE32695, MOUSE32693, MOUSE32694	ASTMX09052
OG0011911	MOUSE12503, MOUSE12506, MOUSE12505	ASTMX09804, ASTMX09530
OG0011912	MOUSE25089, MOUSE25087, MOUSE25088, MOUSE25090	ASTMX09596
OG0011913	MOUSE09974, MOUSE09975, MOUSE09972, MOUSE09973	ASTMX09723
OG0011914	MOUSE31429, MOUSE31428, MOUSE31430, MOUSE31427, MOUSE31425, MOUSE31426	ASTMX10070, ASTMX15425
OG0011915	MOUSE05535, MOUSE05537, MOUSE05538, MOUSE05536	ASTMX10187
OG0011917	MOUSE18757, MOUSE18756, MOUSE18755	ASTMX10592
OG0011918	MOUSE11501	ASTMX12130, ASTMX20211
