Orthogroup	MOUSE	AMPFI_ok
OG0005388	MOUSE01450	AMPFI_13168
OG0005389	MOUSE54799, MOUSE54800, MOUSE24471, MOUSE24473	AMPFI_09755
OG0005390	MOUSE33726, MOUSE33725	AMPFI_10607
OG0005391	MOUSE49083, MOUSE49081	AMPFI_12680
OG0005394	MOUSE53404, MOUSE53403	AMPFI_16942
OG0005395	MOUSE15107, MOUSE15111, MOUSE15110, MOUSE15109	AMPFI_10003
OG0005395	MOUSE15108	AMPFI_20209
OG0005396	MOUSE54498	AMPFI_19177
OG0005397	MOUSE28652, MOUSE28651, MOUSE13413, MOUSE13414	AMPFI_02666
OG0005398	MOUSE26345	AMPFI_23611
OG0005399	MOUSE04146, MOUSE04143, MOUSE04141, MOUSE04145, MOUSE04144, MOUSE04142	AMPFI_16827
OG0005400	MOUSE12575, MOUSE12573, MOUSE12576, MOUSE12574	AMPFI_06631
OG0005401	MOUSE04907, MOUSE04908, MOUSE04912, MOUSE04909, MOUSE04910	AMPFI_05648
OG0005402	MOUSE29924	AMPFI_12671
OG0005403	MOUSE51966, MOUSE51969, MOUSE51967	AMPFI_04438
OG0005405	MOUSE32501, MOUSE32502, MOUSE32498, MOUSE32500, MOUSE32499, MOUSE32497	AMPFI_10034
OG0005406	MOUSE51011	AMPFI_20901
OG0005408	MOUSE36083, MOUSE36082, MOUSE36079, MOUSE36084, MOUSE36080, MOUSE36078, MOUSE36077	AMPFI_06712
OG0005409	MOUSE49463	AMPFI_24347
OG0005410	MOUSE13942, MOUSE13940	AMPFI_03639, AMPFI_13826, AMPFI_14783
OG0005412	MOUSE22201, MOUSE22202	AMPFI_00767
OG0005413	MOUSE51736	AMPFI_01166
OG0005414	MOUSE06397, MOUSE06398, MOUSE06394, MOUSE06396, MOUSE06395	AMPFI_14882
OG0005415	MOUSE51304	AMPFI_16671
OG0005416	MOUSE16644, MOUSE16643, MOUSE16645, MOUSE16642	AMPFI_19434
OG0005417	MOUSE16971	AMPFI_04832
OG0005419	MOUSE23488, MOUSE23490, MOUSE23489	AMPFI_11357
OG0005420	MOUSE25661, MOUSE48852, MOUSE23865	AMPFI_01534
OG0005421	MOUSE44783	AMPFI_24957
OG0005422	MOUSE28074	AMPFI_22263
OG0005424	MOUSE02187, MOUSE02184, MOUSE02185, MOUSE02183, MOUSE02182, MOUSE02186	AMPFI_25249
OG0005425	MOUSE14448, MOUSE16731, MOUSE14445, MOUSE14446, MOUSE14447	AMPFI_10073
OG0005427	MOUSE05856, MOUSE05855, MOUSE05857, MOUSE05854	AMPFI_08792
OG0005428	MOUSE27863, MOUSE14543, MOUSE14544	AMPFI_23962
OG0005429	MOUSE24884, MOUSE24886, MOUSE24885, MOUSE24882, MOUSE24883	AMPFI_14620, AMPFI_00257
OG0005430	MOUSE49705, MOUSE49703, MOUSE49704	AMPFI_09127
OG0005431	MOUSE13565	AMPFI_12163
OG0005432	MOUSE04489, MOUSE04490	AMPFI_21376
OG0005433	MOUSE19851, MOUSE19850	AMPFI_01829
OG0005434	MOUSE39468, MOUSE39469	AMPFI_06335
OG0005436	MOUSE10132, MOUSE10131, MOUSE10130, MOUSE10133	AMPFI_20100
OG0005437	MOUSE20089	AMPFI_21367
OG0005438	MOUSE24213, MOUSE24212	AMPFI_17605
OG0005439	MOUSE00421, MOUSE00420	AMPFI_03048
OG0005440	MOUSE48410	AMPFI_19879
OG0005441	MOUSE53368, MOUSE53367	AMPFI_16604
OG0005442	MOUSE14655, MOUSE14656	AMPFI_05007
OG0005443	MOUSE49928, MOUSE49929	AMPFI_00726, AMPFI_21744
OG0005444	MOUSE29378	AMPFI_02465
OG0005446	MOUSE16646	AMPFI_14333
OG0005447	MOUSE51234, MOUSE51233, MOUSE51236, MOUSE51235	AMPFI_08443
OG0005448	MOUSE39998	AMPFI_00627
OG0005449	MOUSE06113, MOUSE06112, MOUSE06111	AMPFI_00114
OG0005450	MOUSE54001, MOUSE54000	AMPFI_12653
OG0005451	MOUSE18945, MOUSE18944	AMPFI_09655
OG0005452	MOUSE27679	AMPFI_23728
OG0005453	MOUSE03202, MOUSE03201, MOUSE03203	AMPFI_22102
OG0005454	MOUSE44988	AMPFI_08727
OG0005455	MOUSE35506	AMPFI_09066
OG0005456	MOUSE07843, MOUSE07842, MOUSE07844, MOUSE07841, MOUSE24750, MOUSE24751	AMPFI_05508
OG0005458	MOUSE35198, MOUSE35199	AMPFI_16344
OG0005459	MOUSE02028	AMPFI_11969
OG0005460	MOUSE15728, MOUSE15729, MOUSE13352	AMPFI_08138
OG0005461	MOUSE05389, MOUSE05390, MOUSE05386, MOUSE05387, MOUSE05388	AMPFI_23121
OG0005462	MOUSE44100, MOUSE44105, MOUSE44103, MOUSE44104, MOUSE44102, MOUSE44101	AMPFI_05708
OG0005463	MOUSE51677, MOUSE51678, MOUSE51676	AMPFI_12888
OG0005464	MOUSE12439, MOUSE12440	AMPFI_08154
OG0005465	MOUSE07328, MOUSE07326	AMPFI_06029
OG0005466	MOUSE14835, MOUSE14831, MOUSE14832, MOUSE14834, MOUSE14833, MOUSE14830	AMPFI_14263
OG0005467	MOUSE08681, MOUSE08679, MOUSE08676, MOUSE08680	AMPFI_14780
OG0005468	MOUSE11929, MOUSE11932, MOUSE11931, MOUSE11930, MOUSE11934	AMPFI_25757
OG0005470	MOUSE40247, MOUSE40245	AMPFI_05311
OG0005471	MOUSE38010, MOUSE38012, MOUSE38011	AMPFI_07192
OG0005472	MOUSE52408, MOUSE52407, MOUSE52409	AMPFI_02884
OG0005474	MOUSE38514, MOUSE38512, MOUSE38513, MOUSE38511	AMPFI_10881
OG0005475	MOUSE09122, MOUSE54371	AMPFI_01952
OG0005477	MOUSE32727, MOUSE32726, MOUSE32728	AMPFI_05826
OG0005478	MOUSE28385, MOUSE28386	AMPFI_01982
OG0005479	MOUSE49275, MOUSE49276	AMPFI_07297
OG0005480	MOUSE47059	AMPFI_08959
OG0005481	MOUSE54691	AMPFI_16448
OG0005483	MOUSE44492	AMPFI_17612
OG0005484	MOUSE30087, MOUSE30085, MOUSE30086	AMPFI_06687
OG0005486	MOUSE13257	AMPFI_02963
OG0005487	MOUSE21952, MOUSE21953	AMPFI_23555
OG0005488	MOUSE37662, MOUSE37664	AMPFI_13895
OG0005489	MOUSE05307, MOUSE05308	AMPFI_05272
OG0005491	MOUSE19804	AMPFI_05736
OG0005492	MOUSE32053, MOUSE32054	AMPFI_09917
OG0005493	MOUSE40219, MOUSE40218, MOUSE40221, MOUSE40220	AMPFI_04777
OG0005494	MOUSE42636, MOUSE42637	AMPFI_11106, AMPFI_11107
OG0005495	MOUSE51254, MOUSE51253	AMPFI_01939
OG0005497	MOUSE21194, MOUSE21193, MOUSE21191, MOUSE21192, MOUSE21195, MOUSE21189	AMPFI_10472, AMPFI_13682
OG0005498	MOUSE32600, MOUSE32601	AMPFI_08703
OG0005499	MOUSE27960, MOUSE20454	AMPFI_05385
OG0005500	MOUSE34905, MOUSE34906, MOUSE34907, MOUSE34909, MOUSE34908	AMPFI_22845
OG0005501	MOUSE10050, MOUSE10052, MOUSE10053, MOUSE10049, MOUSE10051	AMPFI_13430
OG0005503	MOUSE24292, MOUSE24291	AMPFI_09752
OG0005504	MOUSE43308, MOUSE43307	AMPFI_14316
OG0005505	MOUSE48206, MOUSE48207	AMPFI_09224
OG0005506	MOUSE20839, MOUSE20836, MOUSE20838, MOUSE20840, MOUSE20837	AMPFI_24202, AMPFI_22871, AMPFI_14049, AMPFI_17799
OG0005507	MOUSE37077, MOUSE37076	AMPFI_07464
OG0005508	MOUSE53116, MOUSE53117	AMPFI_13592
OG0005509	MOUSE13938	AMPFI_17710, AMPFI_04355
OG0005510	MOUSE06251, MOUSE06248	AMPFI_13823
OG0005511	MOUSE33545, MOUSE33546, MOUSE33547, MOUSE33548, MOUSE33550, MOUSE33549	AMPFI_18166
OG0005514	MOUSE25586	AMPFI_06905, AMPFI_19883
OG0005516	MOUSE25274, MOUSE25272	AMPFI_07859
OG0005517	MOUSE09169, MOUSE09168, MOUSE09170, MOUSE09167	AMPFI_13539
OG0005518	MOUSE20492	AMPFI_07342
OG0005520	MOUSE14531, MOUSE14532	AMPFI_06182
OG0005521	MOUSE42821, MOUSE42817, MOUSE42820, MOUSE42818, MOUSE42819	AMPFI_13473
OG0005522	MOUSE25988, MOUSE25990, MOUSE25989, MOUSE25987, MOUSE25985, MOUSE25986	AMPFI_04956
OG0005523	MOUSE31328, MOUSE31330, MOUSE31329	AMPFI_19414
OG0005524	MOUSE55181, MOUSE03806, MOUSE53499	AMPFI_18619
OG0005525	MOUSE21158, MOUSE21161, MOUSE21157, MOUSE21159, MOUSE21162	AMPFI_10846
OG0005527	MOUSE14339	AMPFI_07187
OG0005528	MOUSE47013, MOUSE47014, MOUSE47011, MOUSE47012	AMPFI_25964, AMPFI_03712
OG0005529	MOUSE14359, MOUSE14360	AMPFI_25011, AMPFI_14705
OG0005531	MOUSE39214, MOUSE39216, MOUSE39215	AMPFI_07834
OG0005532	MOUSE24724, MOUSE24720, MOUSE24722, MOUSE24721	AMPFI_23032
OG0005533	MOUSE01776	AMPFI_07431
OG0005534	MOUSE01291, MOUSE01290, MOUSE01286, MOUSE01289, MOUSE01285	AMPFI_02904
OG0005535	MOUSE38037, MOUSE38038, MOUSE38036	AMPFI_20792
OG0005536	MOUSE20739	AMPFI_25659
OG0005537	MOUSE33891	AMPFI_21731, AMPFI_15705
OG0005538	MOUSE05391	AMPFI_10710
OG0005539	MOUSE33970	AMPFI_17867
OG0005540	MOUSE10000	AMPFI_04856
OG0005541	MOUSE33972	AMPFI_02274
OG0005542	MOUSE46620	AMPFI_23722
OG0005543	MOUSE25342	AMPFI_24283
OG0005544	MOUSE05623, MOUSE05629, MOUSE05630, MOUSE05624, MOUSE05625, MOUSE05621, MOUSE05626	AMPFI_19791
OG0005545	MOUSE10209	AMPFI_02918
OG0005550	MOUSE12383, MOUSE12377	AMPFI_07614
OG0005551	MOUSE05208, MOUSE05209	AMPFI_13220
OG0005552	MOUSE17760, MOUSE17761, MOUSE24055	AMPFI_23976, AMPFI_07150
OG0005553	MOUSE26003, MOUSE26002	AMPFI_08016
OG0005554	MOUSE49618, MOUSE49617, MOUSE49619	AMPFI_09650
OG0005555	MOUSE01742, MOUSE01740, MOUSE11306	AMPFI_15072
OG0005556	MOUSE25868, MOUSE18602	AMPFI_06697
OG0005558	MOUSE07879, MOUSE07880, MOUSE20295	AMPFI_11124
OG0005559	MOUSE34043	AMPFI_24875
OG0005560	MOUSE28924, MOUSE28923	AMPFI_25591
OG0005562	MOUSE51157, MOUSE51155	AMPFI_08855
OG0005563	MOUSE47511, MOUSE47513, MOUSE47514	AMPFI_03034
OG0005564	MOUSE25642, MOUSE25641, MOUSE25643	AMPFI_13520
OG0005565	MOUSE05505, MOUSE05506	AMPFI_06482
OG0005566	MOUSE37713, MOUSE37712	AMPFI_06475
OG0005567	MOUSE05137, MOUSE05138	AMPFI_06886, AMPFI_12258
OG0005568	MOUSE39017, MOUSE39016	AMPFI_20754
OG0005569	MOUSE44374, MOUSE44376	AMPFI_20507
OG0005570	MOUSE47749, MOUSE47748, MOUSE47750	AMPFI_11973
OG0005571	MOUSE44336	AMPFI_04261, AMPFI_01783
OG0005571	MOUSE18200	AMPFI_23831, AMPFI_24186
OG0005572	MOUSE20849, MOUSE13095	AMPFI_24950
OG0005573	MOUSE44349, MOUSE44350	AMPFI_21915
OG0005574	MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192	AMPFI_22160
OG0005575	MOUSE52074, MOUSE52073	AMPFI_00158
OG0005576	MOUSE16000, MOUSE16001	AMPFI_04904, AMPFI_04487
OG0005578	MOUSE43531, MOUSE43532	AMPFI_06161
OG0005579	MOUSE00036, MOUSE13410, MOUSE13409	AMPFI_00039, AMPFI_09236
OG0005580	MOUSE18394	AMPFI_07747
OG0005581	MOUSE19984	AMPFI_18611
OG0005582	MOUSE07215, MOUSE07214, MOUSE07213	AMPFI_01101
OG0005583	MOUSE19508, MOUSE51774	AMPFI_04177
OG0005584	MOUSE19860, MOUSE19802	AMPFI_00049
OG0005587	MOUSE27572, MOUSE27570, MOUSE27569, MOUSE27571	AMPFI_10526, AMPFI_14980
OG0005588	MOUSE25038, MOUSE25037	AMPFI_09819
OG0005591	MOUSE00695	AMPFI_10726
OG0005592	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605	AMPFI_00505
OG0005593	MOUSE12514, MOUSE12513	AMPFI_24491
OG0005594	MOUSE13391, MOUSE13390	AMPFI_11982
OG0005595	MOUSE52151, MOUSE52150	AMPFI_09486
OG0005596	MOUSE38186, MOUSE38185, MOUSE38187	AMPFI_05570
OG0005597	MOUSE22035	AMPFI_09644
OG0005598	MOUSE51444	AMPFI_25028
OG0005599	MOUSE52649	AMPFI_03358
OG0005600	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112	AMPFI_20128
OG0005601	MOUSE51597, MOUSE51599, MOUSE51600, MOUSE51598, MOUSE51601	AMPFI_05237
OG0005602	MOUSE11673, MOUSE11671, MOUSE11672, MOUSE11674, MOUSE11675, MOUSE11670, MOUSE11669	AMPFI_09021
OG0005603	MOUSE36209, MOUSE36211	AMPFI_03859, AMPFI_09704
OG0005604	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906	AMPFI_08328
OG0005605	MOUSE36876, MOUSE36877	AMPFI_05861
OG0005607	MOUSE54462, MOUSE00215	AMPFI_04444
OG0005608	MOUSE07551, MOUSE07553	AMPFI_18490
OG0005609	MOUSE51555	AMPFI_08731
OG0005610	MOUSE54699	AMPFI_02152
OG0005611	MOUSE03796, MOUSE03797, MOUSE03795	AMPFI_24172
OG0005612	MOUSE07615	AMPFI_04427
OG0005613	MOUSE03012	AMPFI_05065
OG0005614	MOUSE08201, MOUSE08202, MOUSE08200, MOUSE08199	AMPFI_08613
OG0005615	MOUSE41849, MOUSE41848	AMPFI_20265
OG0005616	MOUSE19033, MOUSE19032, MOUSE19034	AMPFI_08906
OG0005617	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823	AMPFI_19136
OG0005618	MOUSE09424	AMPFI_14674
OG0005619	MOUSE15606	AMPFI_00435
OG0005620	MOUSE40619, MOUSE39306, MOUSE39307	AMPFI_06209
OG0005621	MOUSE27557, MOUSE27556, MOUSE27558	AMPFI_14064
OG0005622	MOUSE27983	AMPFI_12692
OG0005623	MOUSE24087	AMPFI_17629
OG0005624	MOUSE06891	AMPFI_06791
OG0005626	MOUSE38207, MOUSE38206	AMPFI_23540
OG0005627	MOUSE44327	AMPFI_22625
OG0005628	MOUSE10271, MOUSE10269, MOUSE10268, MOUSE10270, MOUSE10272	AMPFI_19241
OG0005629	MOUSE35116, MOUSE35115, MOUSE35114	AMPFI_05159
OG0005630	MOUSE39943, MOUSE39942	AMPFI_19116
OG0005631	MOUSE53040, MOUSE53039, MOUSE53041	AMPFI_12522
OG0005632	MOUSE18683	AMPFI_19962
OG0005633	MOUSE27481, MOUSE27480	AMPFI_11937
OG0005634	MOUSE25895, MOUSE25896	AMPFI_00071
OG0005636	MOUSE47057, MOUSE47058	AMPFI_04489
OG0005637	MOUSE26591, MOUSE26590, MOUSE45961	AMPFI_04626, AMPFI_04625
OG0005638	MOUSE02282, MOUSE02281	AMPFI_07108, AMPFI_04659, AMPFI_13052, AMPFI_16487
OG0005639	MOUSE27352	AMPFI_06980, AMPFI_14599
OG0005640	MOUSE07767, MOUSE07765, MOUSE07766, MOUSE07768	AMPFI_08596
OG0005641	MOUSE49959, MOUSE49960	AMPFI_10495
OG0005642	MOUSE52645, MOUSE31207, MOUSE31206, MOUSE52646	AMPFI_10380
OG0005643	MOUSE34838, MOUSE34840, MOUSE34841, MOUSE34837, MOUSE34839, MOUSE34842	AMPFI_10803
OG0005644	MOUSE04463, MOUSE04462	AMPFI_11347, AMPFI_16875
OG0005645	MOUSE35758	AMPFI_12021
OG0005646	MOUSE23045, MOUSE23043, MOUSE23044	AMPFI_13253
OG0005649	MOUSE15810	AMPFI_14935
OG0005650	MOUSE14559, MOUSE14558	AMPFI_20294
OG0005651	MOUSE15638	AMPFI_21865
OG0005652	MOUSE31213	AMPFI_22497
OG0005654	MOUSE49477, MOUSE49478, MOUSE49476, MOUSE49474, MOUSE49475, MOUSE21623, MOUSE21622	AMPFI_23799
OG0005685	MOUSE06675, MOUSE06676, MOUSE06674	AMPFI_10251
OG0005690	MOUSE30844, MOUSE24493, MOUSE30845	AMPFI_12489
OG0005691	MOUSE41238, MOUSE41236	AMPFI_05726
OG0005692	MOUSE40981, MOUSE40980	AMPFI_24376
OG0005695	MOUSE44012, MOUSE44006, MOUSE44004, MOUSE44013, MOUSE44009, MOUSE44007, MOUSE44011, MOUSE44010, MOUSE44005, MOUSE44008	AMPFI_18860
OG0005696	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981	AMPFI_09377
OG0005698	MOUSE49473	AMPFI_00397
OG0005699	MOUSE20418, MOUSE20420, MOUSE20419, MOUSE20421, MOUSE20417	AMPFI_07976
OG0005701	MOUSE11437	AMPFI_09363
OG0005702	MOUSE50035	AMPFI_22449
OG0005703	MOUSE25239	AMPFI_19719
OG0005704	MOUSE12508, MOUSE12510, MOUSE12509	AMPFI_06960
OG0005707	MOUSE47467	AMPFI_01312
OG0005708	MOUSE53004, MOUSE53005, MOUSE53003, MOUSE53002	AMPFI_08122
OG0005711	MOUSE38842, MOUSE38841, MOUSE38843, MOUSE38839, MOUSE38840, MOUSE38837, MOUSE38838	AMPFI_09156
OG0005712	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244	AMPFI_00923
OG0005713	MOUSE45885, MOUSE45886, MOUSE45887	AMPFI_06087, AMPFI_06088, AMPFI_06089
OG0005714	MOUSE26001, MOUSE25998	AMPFI_05921
OG0005715	MOUSE20698	AMPFI_24802
OG0005717	MOUSE52141, MOUSE52140	AMPFI_22047
OG0005718	MOUSE51203	AMPFI_19464
OG0005719	MOUSE34481	AMPFI_09072
OG0005720	MOUSE27884, MOUSE27887, MOUSE27885, MOUSE27886, MOUSE27883, MOUSE27882	AMPFI_07237
OG0005721	MOUSE38074	AMPFI_11307
OG0005723	MOUSE52812, MOUSE52818	AMPFI_12510
OG0005725	MOUSE38671	AMPFI_24254
OG0005726	MOUSE13353	AMPFI_01096
OG0005727	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850	AMPFI_23005
OG0005728	MOUSE28822	AMPFI_22569, AMPFI_01425
OG0005729	MOUSE00534	AMPFI_16465
OG0005730	MOUSE14173	AMPFI_02417
OG0005731	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784	AMPFI_06208, AMPFI_05549
OG0005732	MOUSE16964	AMPFI_10475
OG0005733	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347	AMPFI_17309
OG0005735	MOUSE26087, MOUSE26089	AMPFI_00626
OG0005736	MOUSE55176, MOUSE40853, MOUSE39020	AMPFI_16422
OG0005738	MOUSE52272, MOUSE52271	AMPFI_15740
OG0005740	MOUSE04743, MOUSE04741, MOUSE04740	AMPFI_09963
OG0005741	MOUSE05378, MOUSE05380, MOUSE05379, MOUSE05377	AMPFI_25255
OG0005744	MOUSE32597	AMPFI_14891
OG0005745	MOUSE03898, MOUSE03899, MOUSE03900, MOUSE03897	AMPFI_17419
OG0005746	MOUSE31574	AMPFI_01314, AMPFI_03522
OG0005747	MOUSE34833, MOUSE34832	AMPFI_06608
OG0005748	MOUSE52315	AMPFI_05048
OG0005749	MOUSE02162, MOUSE02161	AMPFI_06019
OG0005750	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270	AMPFI_08396
OG0005751	MOUSE27382, MOUSE27381	AMPFI_04314
OG0005752	MOUSE27872, MOUSE27873	AMPFI_08339
OG0005753	MOUSE50891	AMPFI_00379, AMPFI_19664, AMPFI_23541, AMPFI_25361, AMPFI_00074
OG0005755	MOUSE28753, MOUSE28752, MOUSE28751, MOUSE28754	AMPFI_20592
OG0005756	MOUSE30501, MOUSE30498, MOUSE30494, MOUSE30499, MOUSE30496, MOUSE30500, MOUSE30497, MOUSE30495	AMPFI_14179
OG0005757	MOUSE10035, MOUSE10033, MOUSE10032, MOUSE10034, MOUSE10036	AMPFI_07292
OG0005758	MOUSE29987, MOUSE29985	AMPFI_09198
OG0005759	MOUSE05135	AMPFI_12317
OG0005761	MOUSE15321	AMPFI_08071
OG0005762	MOUSE29829, MOUSE29830	AMPFI_06322
OG0005763	MOUSE19514	AMPFI_06899
OG0005764	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696	AMPFI_08279
OG0005765	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258	AMPFI_11908
OG0005766	MOUSE29950	AMPFI_17046
OG0005768	MOUSE15730	AMPFI_09293
OG0005769	MOUSE24029, MOUSE24027, MOUSE24028	AMPFI_10907
OG0005770	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715	AMPFI_22099, AMPFI_18049
OG0005771	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256	AMPFI_01299
OG0005772	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301	AMPFI_11305
OG0005773	MOUSE19628	AMPFI_16557
OG0005774	MOUSE14620	AMPFI_05603
OG0005775	MOUSE14235	AMPFI_07449
OG0005776	MOUSE46891	AMPFI_25608
OG0005779	MOUSE02825, MOUSE02824	AMPFI_11915
OG0005781	MOUSE13114	AMPFI_12686
OG0005782	MOUSE35834, MOUSE35833	AMPFI_03714
OG0005783	MOUSE27843	AMPFI_15287, AMPFI_15288
OG0005784	MOUSE21069	AMPFI_12391
OG0005785	MOUSE03145, MOUSE03144	AMPFI_03476
OG0005786	MOUSE39044, MOUSE39042, MOUSE53782, MOUSE53783	AMPFI_10439
OG0005788	MOUSE29202, MOUSE29203	AMPFI_12930
OG0005789	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555	AMPFI_10549
OG0005790	MOUSE03111, MOUSE03112, MOUSE03110	AMPFI_05866
OG0005791	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620	AMPFI_05116
OG0005792	MOUSE20396, MOUSE20395, MOUSE20397	AMPFI_01360
OG0005793	MOUSE03696	AMPFI_00669
OG0005794	MOUSE39908, MOUSE39909	AMPFI_12426
OG0005795	MOUSE21846, MOUSE21845	AMPFI_22765
OG0005796	MOUSE40257	AMPFI_06497
OG0005797	MOUSE09433	AMPFI_05925
OG0005798	MOUSE52512	AMPFI_20521
OG0005799	MOUSE20188	AMPFI_06285
OG0005801	MOUSE13512, MOUSE13514	AMPFI_10438
OG0005802	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182	AMPFI_06847
OG0005803	MOUSE55345, MOUSE55344	AMPFI_15963
OG0005804	MOUSE16105, MOUSE33565, MOUSE33564	AMPFI_18167
OG0005805	MOUSE04358	AMPFI_10030
OG0005806	MOUSE37229, MOUSE37227, MOUSE37228	AMPFI_23372
OG0005807	MOUSE16334, MOUSE16333	AMPFI_06203
OG0005808	MOUSE40760, MOUSE40759	AMPFI_11669
OG0005810	MOUSE19911, MOUSE19912, MOUSE19908, MOUSE19910	AMPFI_22032
OG0005811	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243	AMPFI_11672
OG0005812	MOUSE20449	AMPFI_07294
OG0005813	MOUSE37235, MOUSE37233, MOUSE37234	AMPFI_11130
OG0005814	MOUSE20797	AMPFI_10557
OG0005815	MOUSE37926, MOUSE37929, MOUSE37928	AMPFI_08919
OG0005816	MOUSE02992	AMPFI_11791
OG0005817	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247	AMPFI_13154
OG0005818	MOUSE01762, MOUSE01763	AMPFI_12530
OG0005819	MOUSE50349, MOUSE50348	AMPFI_11841
OG0005820	MOUSE32066, MOUSE32067, MOUSE32065	AMPFI_22784
OG0005821	MOUSE43001, MOUSE43000, MOUSE43002	AMPFI_10420
OG0005822	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142	AMPFI_19839
OG0005823	MOUSE04685	AMPFI_09872
OG0005824	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408	AMPFI_21619
OG0005825	MOUSE40602, MOUSE40600	AMPFI_11390
OG0005825	MOUSE40601	AMPFI_16838, AMPFI_15195, AMPFI_07628
OG0005826	MOUSE41248	AMPFI_11203
OG0005827	MOUSE18759, MOUSE18758	AMPFI_07624
OG0005828	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566	AMPFI_11110
OG0005830	MOUSE14203	AMPFI_11255
OG0005832	MOUSE49608	AMPFI_09133
OG0005833	MOUSE24738, MOUSE24737, MOUSE43193	AMPFI_15825
OG0005834	MOUSE32412, MOUSE32411, MOUSE32410	AMPFI_16427
OG0005835	MOUSE02461, MOUSE02462	AMPFI_07548
OG0005836	MOUSE27772, MOUSE27771, MOUSE27773	AMPFI_04323
OG0005837	MOUSE48882, MOUSE48881, MOUSE48880	AMPFI_24762
OG0005839	MOUSE20859, MOUSE31566, MOUSE47773	AMPFI_00485
OG0005840	MOUSE21324	AMPFI_05520
OG0005841	MOUSE36053	AMPFI_15069
OG0005842	MOUSE28813	AMPFI_00596
OG0005842	MOUSE28812, MOUSE28814, MOUSE28815	AMPFI_14150
OG0005843	MOUSE21541, MOUSE21537	AMPFI_14005
OG0005844	MOUSE11416, MOUSE11413, MOUSE11417, MOUSE11415, MOUSE11414, MOUSE11410, MOUSE11412, MOUSE11411	AMPFI_06355
OG0005845	MOUSE04473	AMPFI_17578
OG0005846	MOUSE03064	AMPFI_07676
OG0005847	MOUSE24586	AMPFI_23539, AMPFI_22660, AMPFI_00017
OG0005848	MOUSE05612, MOUSE18911, MOUSE05611	AMPFI_06719
OG0005849	MOUSE22097, MOUSE22096	AMPFI_11348
OG0005850	MOUSE33785, MOUSE33784	AMPFI_24439
OG0005851	MOUSE33454	AMPFI_25319
OG0005852	MOUSE31081	AMPFI_13042
OG0005853	MOUSE07627	AMPFI_08346
OG0005854	MOUSE49612, MOUSE49611	AMPFI_08661
OG0005855	MOUSE05749	AMPFI_11257
OG0005857	MOUSE04700, MOUSE04699	AMPFI_12043
OG0005858	MOUSE37403, MOUSE37400	AMPFI_25602
OG0005860	MOUSE20692	AMPFI_25002
OG0005861	MOUSE33700	AMPFI_12088
OG0005863	MOUSE16980, MOUSE16979	AMPFI_11911
OG0005864	MOUSE02845	AMPFI_07558
OG0005865	MOUSE50053, MOUSE34615	AMPFI_18702
OG0005866	MOUSE27445	AMPFI_06903
OG0005867	MOUSE24968, MOUSE24966, MOUSE24965, MOUSE24967	AMPFI_11525, AMPFI_01370
OG0005868	MOUSE54116, MOUSE45734, MOUSE54112, MOUSE54113, MOUSE11630, MOUSE48721, MOUSE54114, MOUSE54115	AMPFI_06547
OG0005869	MOUSE28362, MOUSE28363	AMPFI_12200
OG0005870	MOUSE31359	AMPFI_13611
OG0005871	MOUSE36369, MOUSE36368, MOUSE36367	AMPFI_06117
OG0005872	MOUSE38976	AMPFI_23922
OG0005875	MOUSE45109	AMPFI_06350
OG0005876	MOUSE40708, MOUSE40709	AMPFI_24444
OG0005877	MOUSE01409, MOUSE01408	AMPFI_23009
OG0005878	MOUSE07579	AMPFI_08841
OG0005879	MOUSE32049	AMPFI_22803
OG0005880	MOUSE10866	AMPFI_10332
OG0005881	MOUSE00340, MOUSE00341, MOUSE00339, MOUSE00343, MOUSE00342, MOUSE00344	AMPFI_11098
