Orthogroup	MOUSE	LYTVA_ok
OG0007143	MOUSE06767	LYTVA_15805
OG0007144	MOUSE49923, MOUSE49924, MOUSE49922	LYTVA_10155
OG0007145	MOUSE18943	LYTVA_15266, LYTVA_19982
OG0007146	MOUSE03366, MOUSE03367	LYTVA_19996
OG0007147	MOUSE11305, MOUSE11304, MOUSE11303, MOUSE11302	LYTVA_11114
OG0007150	MOUSE48982, MOUSE48981	LYTVA_25594, LYTVA_18677
OG0007151	MOUSE50029, MOUSE50027	LYTVA_07846
OG0007152	MOUSE30160, MOUSE30159	LYTVA_22748
OG0007153	MOUSE03070, MOUSE03071	LYTVA_30218, LYTVA_10839
OG0007154	MOUSE07324, MOUSE07323, MOUSE07325	LYTVA_07855, LYTVA_07854
OG0007158	MOUSE36020	LYTVA_24864
OG0007160	MOUSE48934, MOUSE48938, MOUSE48935, MOUSE48937, MOUSE48936	LYTVA_21774
OG0007161	MOUSE49412	LYTVA_25409, LYTVA_03328
OG0007163	MOUSE30404, MOUSE30406, MOUSE30403, MOUSE30405	LYTVA_07875
OG0007164	MOUSE16101, MOUSE16102, MOUSE16100	LYTVA_21647
OG0007165	MOUSE50996, MOUSE50995	LYTVA_27280
OG0007166	MOUSE20485	LYTVA_08751, LYTVA_25662
OG0007168	MOUSE01155	LYTVA_13106
OG0007169	MOUSE18369, MOUSE22161, MOUSE22162, MOUSE18365, MOUSE18366, MOUSE22158, MOUSE22160, MOUSE22159, MOUSE18367, MOUSE18368	LYTVA_05891
OG0007171	MOUSE49947, MOUSE49944, MOUSE49945, MOUSE49946	LYTVA_13400
OG0007172	MOUSE48300, MOUSE48301	LYTVA_03182, LYTVA_03184
OG0007173	MOUSE50154, MOUSE50153	LYTVA_15493
OG0007177	MOUSE27462, MOUSE27461	LYTVA_10874
OG0007178	MOUSE24080, MOUSE24079	LYTVA_18565, LYTVA_28282
OG0007179	MOUSE52436, MOUSE52434, MOUSE52435, MOUSE52432, MOUSE52433, MOUSE52431	LYTVA_03339
OG0007181	MOUSE54274, MOUSE54273	LYTVA_11702
OG0007182	MOUSE04320, MOUSE04317	LYTVA_13310
OG0007183	MOUSE52163, MOUSE52162	LYTVA_17814, LYTVA_04494
OG0007186	MOUSE05260, MOUSE05261	LYTVA_19820
OG0007187	MOUSE14892	LYTVA_07722, LYTVA_23165
OG0007188	MOUSE26110, MOUSE26112, MOUSE26111	LYTVA_19548
OG0007189	MOUSE14133, MOUSE14134	LYTVA_08827
OG0007192	MOUSE22113, MOUSE22112, MOUSE22111	LYTVA_12538
OG0007198	MOUSE17325	LYTVA_26853, LYTVA_26234, LYTVA_07966
OG0007199	MOUSE13429	LYTVA_00515
OG0007200	MOUSE21248	LYTVA_09502
OG0007201	MOUSE17912	LYTVA_25108
OG0007209	MOUSE25936, MOUSE25935, MOUSE17208, MOUSE17209	LYTVA_12343
OG0007248	MOUSE18543, MOUSE18542	LYTVA_01206, LYTVA_22776
OG0007250	MOUSE12898, MOUSE12897	LYTVA_12323
OG0007251	MOUSE01636	LYTVA_10607
OG0007252	MOUSE31689, MOUSE31688	LYTVA_16063
OG0007253	MOUSE09257, MOUSE49391	LYTVA_07358
OG0007254	MOUSE49930	LYTVA_17075
OG0007256	MOUSE39410	LYTVA_16363
OG0007258	MOUSE19644	LYTVA_04807
OG0007260	MOUSE20244	LYTVA_08717
OG0007261	MOUSE32244	LYTVA_16329
OG0007264	MOUSE49132, MOUSE49130, MOUSE49131	LYTVA_15357
OG0007266	MOUSE01804	LYTVA_03338
OG0007267	MOUSE33724	LYTVA_02310
OG0007270	MOUSE13004	LYTVA_28460
OG0007271	MOUSE06041, MOUSE06040	LYTVA_24259
OG0007272	MOUSE34613, MOUSE34614	LYTVA_23152
OG0007273	MOUSE44138, MOUSE44137, MOUSE44139	LYTVA_24239, LYTVA_02079
OG0007274	MOUSE50595, MOUSE50596, MOUSE50594	LYTVA_00331
OG0007275	MOUSE17231, MOUSE02295, MOUSE02296	LYTVA_19066
OG0007280	MOUSE32007	LYTVA_21703
OG0007281	MOUSE38663, MOUSE38662	LYTVA_00393
OG0007282	MOUSE37535	LYTVA_20254
OG0007283	MOUSE03788, MOUSE03787	LYTVA_06398, LYTVA_22306
OG0007284	MOUSE34245, MOUSE54478	LYTVA_17810
OG0007285	MOUSE32145, MOUSE32146, MOUSE32144	LYTVA_06497
OG0007289	MOUSE49689	LYTVA_02881
OG0007291	MOUSE28540	LYTVA_21801
OG0007293	MOUSE13613	LYTVA_07215
OG0007294	MOUSE53430, MOUSE53427, MOUSE53425, MOUSE53429, MOUSE53426, MOUSE53428	LYTVA_23269
OG0007295	MOUSE31498, MOUSE31497, MOUSE31496	LYTVA_06189
OG0007296	MOUSE49540	LYTVA_20748, LYTVA_17621
OG0007298	MOUSE31581	LYTVA_07185
OG0007300	MOUSE35183, MOUSE35181, MOUSE35182	LYTVA_18529
OG0007301	MOUSE09989, MOUSE09991, MOUSE09990, MOUSE09992	LYTVA_05959
OG0007303	MOUSE28066, MOUSE28065	LYTVA_10989
OG0007304	MOUSE06867	LYTVA_09281
OG0007305	MOUSE24298, MOUSE24297	LYTVA_16586, LYTVA_20937
OG0007306	MOUSE16276, MOUSE16275, MOUSE16273, MOUSE16272	LYTVA_16572
OG0007307	MOUSE02947	LYTVA_18744
OG0007308	MOUSE11376, MOUSE11377	LYTVA_15824, LYTVA_10193
OG0007310	MOUSE45035	LYTVA_04236
OG0007312	MOUSE03829, MOUSE03828	LYTVA_25929
OG0007314	MOUSE24672	LYTVA_10156
OG0007316	MOUSE48208, MOUSE48210, MOUSE48209	LYTVA_17190
OG0007317	MOUSE03033	LYTVA_22574
OG0007318	MOUSE52776	LYTVA_12895
OG0007319	MOUSE28912	LYTVA_01930
OG0007320	MOUSE51738, MOUSE51739, MOUSE51737	LYTVA_07334
OG0007321	MOUSE20101	LYTVA_14764
OG0007322	MOUSE32819, MOUSE32818	LYTVA_23565
OG0007323	MOUSE29290	LYTVA_28988
OG0007325	MOUSE49722	LYTVA_13185, LYTVA_25303
OG0007327	MOUSE04023, MOUSE04021, MOUSE04022, MOUSE04024, MOUSE04025	LYTVA_13869, LYTVA_23810
OG0007328	MOUSE46798, MOUSE46797, MOUSE46796, MOUSE46795	LYTVA_28320, LYTVA_17079
OG0007329	MOUSE17878	LYTVA_09881, LYTVA_17097
OG0007330	MOUSE45076, MOUSE45075	LYTVA_26367
OG0007331	MOUSE39235	LYTVA_05890
OG0007334	MOUSE30490	LYTVA_06945
OG0007336	MOUSE33887	LYTVA_26129
OG0007337	MOUSE00481, MOUSE00482	LYTVA_20082, LYTVA_05737
OG0007338	MOUSE02170, MOUSE02169	LYTVA_02353
OG0007339	MOUSE08716	LYTVA_07201
OG0007340	MOUSE17534, MOUSE17532, MOUSE17531, MOUSE17533	LYTVA_14005
OG0007341	MOUSE16696	LYTVA_06630
OG0007342	MOUSE09679, MOUSE09680, MOUSE08805	LYTVA_13753
OG0007343	MOUSE01417	LYTVA_03841
OG0007345	MOUSE31648, MOUSE31647	LYTVA_09108
OG0007347	MOUSE40881, MOUSE40884, MOUSE40882	LYTVA_01386
OG0007348	MOUSE12913	LYTVA_09877
OG0007349	MOUSE15367, MOUSE15365, MOUSE15368, MOUSE15366	LYTVA_12788
OG0007351	MOUSE06954	LYTVA_29566
OG0007352	MOUSE20513	LYTVA_11993, LYTVA_09786
OG0007353	MOUSE49062	LYTVA_17240
OG0007354	MOUSE13358	LYTVA_23171
OG0007355	MOUSE13914	LYTVA_09986
OG0007356	MOUSE17323	LYTVA_06628
OG0007357	MOUSE49428	LYTVA_04535
OG0007358	MOUSE19466	LYTVA_02726
OG0007359	MOUSE09163, MOUSE09166, MOUSE09162	LYTVA_10799
OG0007360	MOUSE23987, MOUSE23986	LYTVA_01643
OG0007361	MOUSE30812	LYTVA_06556
OG0007363	MOUSE12968	LYTVA_06669
OG0007364	MOUSE14210, MOUSE14209	LYTVA_15849
OG0007365	MOUSE33407	LYTVA_02308, LYTVA_06457
OG0007366	MOUSE48417, MOUSE48418	LYTVA_11005
OG0007367	MOUSE33622	LYTVA_04852
OG0007368	MOUSE27087	LYTVA_17542, LYTVA_00624
OG0007369	MOUSE22430	LYTVA_19408, LYTVA_18884
OG0007371	MOUSE21071, MOUSE21072	LYTVA_08968
OG0007372	MOUSE42627	LYTVA_18746
OG0007373	MOUSE18067	LYTVA_15629
OG0007374	MOUSE40539, MOUSE40538	LYTVA_08561
OG0007375	MOUSE00658, MOUSE00657, MOUSE00656, MOUSE00659	LYTVA_29369
OG0007376	MOUSE32001, MOUSE32000, MOUSE31998, MOUSE31999, MOUSE31997, MOUSE31996	LYTVA_19972
OG0007377	MOUSE24074, MOUSE24073	LYTVA_26494
OG0007378	MOUSE04222, MOUSE04221	LYTVA_05887
OG0007379	MOUSE08208, MOUSE08209	LYTVA_05996, LYTVA_05995
OG0007380	MOUSE18994	LYTVA_29427
OG0007382	MOUSE16189, MOUSE16187, MOUSE16188, MOUSE16186	LYTVA_04728
OG0007385	MOUSE27240, MOUSE27239, MOUSE27238	LYTVA_19121
OG0007386	MOUSE35741, MOUSE35743, MOUSE35742	LYTVA_07566
OG0007387	MOUSE32806	LYTVA_11399
OG0007388	MOUSE35885, MOUSE35884, MOUSE35886	LYTVA_28469
OG0007389	MOUSE25933, MOUSE25934	LYTVA_27684
OG0007390	MOUSE38551, MOUSE38550, MOUSE38552	LYTVA_17759
OG0007391	MOUSE50178, MOUSE50176, MOUSE50177	LYTVA_27612
OG0007392	MOUSE32236, MOUSE32238, MOUSE32237	LYTVA_00208
OG0007393	MOUSE07668	LYTVA_16834
OG0007394	MOUSE42619	LYTVA_29547
OG0007395	MOUSE06300, MOUSE06302, MOUSE06301	LYTVA_10851
OG0007396	MOUSE48951	LYTVA_21805
OG0007397	MOUSE33684	LYTVA_06439
OG0007399	MOUSE43864	LYTVA_24113
OG0007400	MOUSE15646	LYTVA_13880
OG0007401	MOUSE51222	LYTVA_25998
OG0007401	MOUSE13110, MOUSE54883	LYTVA_24442
OG0007402	MOUSE17044, MOUSE17045	LYTVA_04009
OG0007403	MOUSE40243, MOUSE40242, MOUSE40241, MOUSE40240	LYTVA_10578
OG0007405	MOUSE14442	LYTVA_23328
OG0007406	MOUSE15290, MOUSE15291, MOUSE15289, MOUSE15292, MOUSE15288	LYTVA_23327
OG0007407	MOUSE21054	LYTVA_24874
OG0007408	MOUSE13504	LYTVA_17573
OG0007409	MOUSE00404, MOUSE00402	LYTVA_06962
OG0007410	MOUSE12955, MOUSE14285, MOUSE14286	LYTVA_19785
OG0007412	MOUSE23326, MOUSE23325	LYTVA_13953
OG0007413	MOUSE53007	LYTVA_12200
OG0007414	MOUSE33295, MOUSE33294, MOUSE33296	LYTVA_02207
OG0007415	MOUSE05666	LYTVA_24128, LYTVA_22964
OG0007416	MOUSE36386	LYTVA_05946
OG0007417	MOUSE37895, MOUSE37894	LYTVA_01637
OG0007418	MOUSE04928	LYTVA_20251
OG0007421	MOUSE02352	LYTVA_21519
OG0007423	MOUSE15054	LYTVA_22179
OG0007424	MOUSE17046	LYTVA_28915
OG0007425	MOUSE18550, MOUSE18548	LYTVA_25706
OG0007426	MOUSE44587	LYTVA_28110
OG0007428	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209	LYTVA_18257
OG0007429	MOUSE02008	LYTVA_16880, LYTVA_16876
OG0007430	MOUSE16094, MOUSE16096, MOUSE16095, MOUSE16097	LYTVA_01743
OG0007432	MOUSE51045	LYTVA_30029
OG0007433	MOUSE44443, MOUSE44444	LYTVA_26445
OG0007435	MOUSE18373	LYTVA_04168, LYTVA_12359
OG0007436	MOUSE01139, MOUSE01137, MOUSE01136, MOUSE01138	LYTVA_21950
OG0007437	MOUSE40494, MOUSE40495	LYTVA_12547
OG0007438	MOUSE25113, MOUSE25112	LYTVA_08752
OG0007439	MOUSE18803	LYTVA_15776
OG0007440	MOUSE23442	LYTVA_03341
OG0007441	MOUSE18962	LYTVA_02745
OG0007443	MOUSE37709, MOUSE37707, MOUSE37708	LYTVA_22108
OG0007445	MOUSE15761, MOUSE15762, MOUSE15760	LYTVA_25194
OG0007446	MOUSE37963, MOUSE37961	LYTVA_20327
OG0007447	MOUSE48737, MOUSE48736	LYTVA_26906
OG0007448	MOUSE01474, MOUSE01473	LYTVA_05884
OG0007449	MOUSE28249	LYTVA_05951
OG0007450	MOUSE07464	LYTVA_00850
OG0007451	MOUSE12346	LYTVA_21924, LYTVA_18802
OG0007452	MOUSE36786	LYTVA_06058
OG0007454	MOUSE22524	LYTVA_28426
OG0007455	MOUSE55231, MOUSE55229, MOUSE55228	LYTVA_13341
OG0007456	MOUSE37583	LYTVA_23476
OG0007457	MOUSE51393	LYTVA_13606
OG0007458	MOUSE32631, MOUSE32630	LYTVA_22841
OG0007459	MOUSE35765, MOUSE35764, MOUSE35766	LYTVA_09289
OG0007460	MOUSE18660	LYTVA_08625
OG0007461	MOUSE08148, MOUSE08149	LYTVA_18774
OG0007462	MOUSE01188, MOUSE01187	LYTVA_09490, LYTVA_13057
OG0007464	MOUSE39781	LYTVA_10781
OG0007465	MOUSE04958, MOUSE04957, MOUSE04956	LYTVA_26141
OG0007466	MOUSE27626, MOUSE27627, MOUSE27628	LYTVA_10130
OG0007467	MOUSE32975, MOUSE32976, MOUSE32974	LYTVA_02679
OG0007468	MOUSE35897, MOUSE35894, MOUSE35895, MOUSE35898, MOUSE35896	LYTVA_03501
OG0007471	MOUSE11862, MOUSE11861, MOUSE11859	LYTVA_12320
OG0007472	MOUSE19520, MOUSE19519, MOUSE19518	LYTVA_00584
OG0007474	MOUSE50949, MOUSE50951, MOUSE50948, MOUSE50950, MOUSE50953, MOUSE50954, MOUSE50952	LYTVA_15161, LYTVA_03974
OG0007475	MOUSE15012	LYTVA_27620
OG0007476	MOUSE18470	LYTVA_27412
OG0007477	MOUSE05610	LYTVA_29029
OG0007478	MOUSE37279, MOUSE37280, MOUSE37278	LYTVA_19699
OG0007479	MOUSE38571, MOUSE38570, MOUSE38569, MOUSE38573, MOUSE38572	LYTVA_01291
OG0007480	MOUSE46625, MOUSE46626	LYTVA_24798
OG0007481	MOUSE04304	LYTVA_08388
OG0007482	MOUSE29719, MOUSE30818	LYTVA_29492
OG0007483	MOUSE16635, MOUSE16636	LYTVA_15083
OG0007484	MOUSE43277	LYTVA_07505
OG0007486	MOUSE00806	LYTVA_20001
OG0007487	MOUSE33817, MOUSE33818, MOUSE33819	LYTVA_02756
OG0007489	MOUSE07091	LYTVA_00864
OG0007490	MOUSE28197, MOUSE28196	LYTVA_13021
OG0007493	MOUSE35818, MOUSE35819	LYTVA_16474
OG0007494	MOUSE43929, MOUSE43928, MOUSE43931, MOUSE43927	LYTVA_11090
OG0007497	MOUSE24117, MOUSE24116	LYTVA_14734
OG0007499	MOUSE20297, MOUSE20299, MOUSE20298	LYTVA_14874
OG0007500	MOUSE15489	LYTVA_18267
OG0007501	MOUSE02118	LYTVA_22863
OG0007503	MOUSE00760	LYTVA_07667
OG0007504	MOUSE38710	LYTVA_16801
OG0007507	MOUSE24531	LYTVA_12074
OG0007509	MOUSE04914	LYTVA_00585, LYTVA_20658
OG0007510	MOUSE34054, MOUSE34055, MOUSE34053	LYTVA_15578
OG0007513	MOUSE25012, MOUSE25011	LYTVA_01675
OG0007514	MOUSE10549, MOUSE10548, MOUSE10547, MOUSE33590	LYTVA_01131
OG0007517	MOUSE44406	LYTVA_01445, LYTVA_25101
OG0007518	MOUSE02001, MOUSE01999, MOUSE02000	LYTVA_05377
OG0007521	MOUSE21105	LYTVA_23142
OG0007522	MOUSE08043, MOUSE08042	LYTVA_24173, LYTVA_04050
OG0007525	MOUSE31316, MOUSE31314	LYTVA_17746, LYTVA_17745
OG0007527	MOUSE19940	LYTVA_20160
OG0007528	MOUSE31925, MOUSE31924, MOUSE31923	LYTVA_17660, LYTVA_13424
OG0007529	MOUSE06522, MOUSE06523, MOUSE06521, MOUSE06520	LYTVA_24821
OG0007533	MOUSE27910, MOUSE27914, MOUSE27911, MOUSE27913	LYTVA_15407
OG0007583	MOUSE21092, MOUSE21091	LYTVA_02898
OG0007584	MOUSE17090	LYTVA_07507
OG0007586	MOUSE09618	LYTVA_23540
OG0007587	MOUSE13407, MOUSE13406, MOUSE13408	LYTVA_06191
OG0007588	MOUSE41580, MOUSE41579, MOUSE41577, MOUSE41575, MOUSE41578	LYTVA_19122
OG0007589	MOUSE48279, MOUSE48278, MOUSE48277	LYTVA_15571
OG0007591	MOUSE05188, MOUSE05187	LYTVA_15821
OG0007595	MOUSE35412, MOUSE35411	LYTVA_04822, LYTVA_27964
OG0007597	MOUSE37260	LYTVA_04975
OG0007598	MOUSE30066, MOUSE30065	LYTVA_14137
OG0007600	MOUSE29854	LYTVA_02329, LYTVA_28486, LYTVA_22411
OG0007601	MOUSE05139	LYTVA_20410
OG0007602	MOUSE33601	LYTVA_19111
OG0007603	MOUSE49112, MOUSE49111	LYTVA_01215
OG0007604	MOUSE49654, MOUSE49653, MOUSE49655	LYTVA_27072, LYTVA_11917
OG0007605	MOUSE17359	LYTVA_23223
OG0007607	MOUSE35013, MOUSE35014	LYTVA_28351
OG0007608	MOUSE08984	LYTVA_19572
OG0007609	MOUSE37742, MOUSE37741, MOUSE37743	LYTVA_28776
OG0007610	MOUSE52650	LYTVA_01262
OG0007611	MOUSE07480	LYTVA_10154
OG0007612	MOUSE42082, MOUSE42083, MOUSE42081, MOUSE42080	LYTVA_02241
OG0007613	MOUSE48648	LYTVA_11371
OG0007615	MOUSE21778, MOUSE21777, MOUSE21776	LYTVA_01668
OG0007616	MOUSE35669, MOUSE35667, MOUSE35670, MOUSE35668	LYTVA_04326
OG0007617	MOUSE33012, MOUSE33011	LYTVA_06763
OG0007619	MOUSE29534	LYTVA_16958
OG0007621	MOUSE33365, MOUSE41694, MOUSE41696	LYTVA_28737
OG0007623	MOUSE18456, MOUSE24520, MOUSE24521	LYTVA_25391
OG0007624	MOUSE33915	LYTVA_26685
OG0007626	MOUSE54649	LYTVA_26960
OG0007628	MOUSE36423, MOUSE36425, MOUSE36424	LYTVA_20735
OG0007630	MOUSE45043, MOUSE45042	LYTVA_21472
OG0007631	MOUSE32167, MOUSE21995	LYTVA_08707, LYTVA_01412
OG0007632	MOUSE18734, MOUSE18733	LYTVA_27271, LYTVA_07026, LYTVA_09524
OG0007633	MOUSE19082	LYTVA_11264
OG0007635	MOUSE40010	LYTVA_00547
OG0007637	MOUSE07297	LYTVA_23253
OG0007638	MOUSE00511, MOUSE00512, MOUSE00515, MOUSE00514, MOUSE00513	LYTVA_28819, LYTVA_12541
OG0007639	MOUSE11559, MOUSE11561, MOUSE11560	LYTVA_29195
OG0007640	MOUSE48580	LYTVA_16975, LYTVA_04217
OG0007642	MOUSE25042	LYTVA_19507
OG0007643	MOUSE02891	LYTVA_13772, LYTVA_29417
OG0007645	MOUSE46004, MOUSE46005, MOUSE46003	LYTVA_22625
OG0007647	MOUSE25065, MOUSE25067, MOUSE25066	LYTVA_17226, LYTVA_08417
OG0007648	MOUSE54552, MOUSE54551	LYTVA_16410
OG0007649	MOUSE31287, MOUSE31289, MOUSE31288	LYTVA_29126
OG0007650	MOUSE42230	LYTVA_24221, LYTVA_22368
OG0007652	MOUSE25344, MOUSE25343	LYTVA_12087
OG0007653	MOUSE02998, MOUSE03000, MOUSE02999, MOUSE02994, MOUSE02997	LYTVA_26389
OG0007656	MOUSE24937, MOUSE24938	LYTVA_03488
OG0007658	MOUSE54600, MOUSE54601, MOUSE54602	LYTVA_00620
OG0007660	MOUSE24172	LYTVA_02046
OG0007662	MOUSE45245, MOUSE45249, MOUSE45248, MOUSE45247, MOUSE45250, MOUSE45243	LYTVA_26859
OG0007663	MOUSE17385, MOUSE17387	LYTVA_06307
OG0007665	MOUSE47944, MOUSE47942	LYTVA_17087
OG0007667	MOUSE43126	LYTVA_11978
OG0007668	MOUSE37881, MOUSE37882, MOUSE37883	LYTVA_01048
OG0007669	MOUSE06899, MOUSE06900, MOUSE06902, MOUSE06903, MOUSE06901, MOUSE06898, MOUSE06897	LYTVA_18754
OG0007670	MOUSE21722, MOUSE21721, MOUSE21718	LYTVA_03178
OG0007671	MOUSE22168	LYTVA_00969
OG0007673	MOUSE34212	LYTVA_06130
OG0007674	MOUSE07068, MOUSE07067, MOUSE07066, MOUSE07065, MOUSE07064	LYTVA_19731, LYTVA_05255
OG0007675	MOUSE38670, MOUSE38669, MOUSE38668	LYTVA_10928
OG0007676	MOUSE17543	LYTVA_12495
OG0007677	MOUSE25756	LYTVA_26927
OG0007679	MOUSE48155, MOUSE48156, MOUSE48157	LYTVA_08970
OG0007685	MOUSE28172	LYTVA_02760
OG0007686	MOUSE49809	LYTVA_12208
OG0007687	MOUSE14275	LYTVA_15396
OG0007689	MOUSE37421, MOUSE37422	LYTVA_19628
OG0007690	MOUSE47971	LYTVA_28416
OG0007691	MOUSE31993	LYTVA_22077
OG0007692	MOUSE24203, MOUSE24204, MOUSE24205	LYTVA_24951
OG0007694	MOUSE53345	LYTVA_26876
OG0007695	MOUSE13549	LYTVA_05499, LYTVA_10609
OG0007696	MOUSE41202	LYTVA_24378
OG0007697	MOUSE15272, MOUSE15274, MOUSE15275, MOUSE15277, MOUSE15276, MOUSE15278	LYTVA_10922
OG0007700	MOUSE37819, MOUSE37820, MOUSE37818	LYTVA_07316
OG0007701	MOUSE37470, MOUSE37471	LYTVA_21781
OG0007702	MOUSE40804, MOUSE14358	LYTVA_05328
OG0007703	MOUSE40016	LYTVA_27223, LYTVA_22526
OG0007704	MOUSE52340, MOUSE52342, MOUSE52341	LYTVA_08360
OG0007708	MOUSE14839	LYTVA_29207
OG0007709	MOUSE03563, MOUSE03562, MOUSE30713, MOUSE30714	LYTVA_10006
OG0007712	MOUSE20927	LYTVA_10828
OG0007713	MOUSE02555, MOUSE02554	LYTVA_11468
OG0007716	MOUSE17100	LYTVA_19321
OG0007717	MOUSE11014	LYTVA_16631
OG0007719	MOUSE08710, MOUSE08711	LYTVA_26116
OG0007721	MOUSE21296	LYTVA_28411
OG0007722	MOUSE11015	LYTVA_18125
OG0007723	MOUSE35202, MOUSE35204, MOUSE35201, MOUSE35203, MOUSE35200	LYTVA_01240
OG0007724	MOUSE47265	LYTVA_24222
OG0007725	MOUSE26078	LYTVA_15370
OG0007726	MOUSE27018, MOUSE27019	LYTVA_06027
OG0007728	MOUSE21553, MOUSE21555, MOUSE21551, MOUSE21552, MOUSE21554	LYTVA_04426
OG0007730	MOUSE32116	LYTVA_17502
OG0007732	MOUSE03240, MOUSE03241	LYTVA_00596
OG0007733	MOUSE31230	LYTVA_17250
OG0007734	MOUSE33508	LYTVA_12740
OG0007735	MOUSE04596, MOUSE04597	LYTVA_08877
OG0007738	MOUSE16169	LYTVA_26772
OG0007739	MOUSE31233	LYTVA_25107
OG0007740	MOUSE51246, MOUSE51244, MOUSE51247, MOUSE51245	LYTVA_13616, LYTVA_03535
OG0007741	MOUSE24748, MOUSE24746, MOUSE24749	LYTVA_05974
OG0007743	MOUSE14652	LYTVA_21362
OG0007744	MOUSE06890	LYTVA_19072
OG0007745	MOUSE49755, MOUSE49754	LYTVA_03413
OG0007746	MOUSE18118, MOUSE18120	LYTVA_12054
OG0007747	MOUSE33137	LYTVA_08028, LYTVA_13506
OG0007748	MOUSE49897	LYTVA_16035
OG0007749	MOUSE06879	LYTVA_25973
OG0007751	MOUSE40456	LYTVA_20108
OG0007752	MOUSE50141, MOUSE50140	LYTVA_05758
OG0007753	MOUSE10648, MOUSE10649, MOUSE10647	LYTVA_16387, LYTVA_30075, LYTVA_24327, LYTVA_28419
OG0007754	MOUSE52415, MOUSE52414	LYTVA_02556, LYTVA_22115
OG0007755	MOUSE23462, MOUSE23461	LYTVA_27977
OG0007756	MOUSE28177, MOUSE18836	LYTVA_26790, LYTVA_01408
OG0007757	MOUSE33193, MOUSE33192	LYTVA_29634
OG0007758	MOUSE55138, MOUSE55139	LYTVA_02245
OG0007759	MOUSE37138	LYTVA_29844, LYTVA_13752
OG0007760	MOUSE28922, MOUSE28920, MOUSE28921	LYTVA_22853
OG0007762	MOUSE29761, MOUSE29760	LYTVA_02092
OG0007763	MOUSE31784	LYTVA_23256
OG0007765	MOUSE08776, MOUSE08777	LYTVA_09453
OG0007766	MOUSE15102	LYTVA_16803
OG0007767	MOUSE19111	LYTVA_18171
OG0007768	MOUSE04269, MOUSE04270	LYTVA_26406
OG0007769	MOUSE17026	LYTVA_15736
OG0007770	MOUSE37576	LYTVA_17778
OG0007771	MOUSE01973	LYTVA_23243
OG0007772	MOUSE15924	LYTVA_28492
OG0007773	MOUSE15622	LYTVA_28425
OG0007774	MOUSE26449	LYTVA_07983
OG0007775	MOUSE04973, MOUSE04975, MOUSE04974	LYTVA_27798
OG0007776	MOUSE19849	LYTVA_09426
OG0007779	MOUSE22501, MOUSE22500, MOUSE22502	LYTVA_04248
OG0007780	MOUSE11728, MOUSE11725	LYTVA_19102
OG0007781	MOUSE24936	LYTVA_26330, LYTVA_26857
OG0007782	MOUSE46554	LYTVA_11501
OG0007783	MOUSE15132	LYTVA_18320
OG0007784	MOUSE05739, MOUSE05738	LYTVA_09607
OG0007786	MOUSE28028	LYTVA_30038
OG0007788	MOUSE46490, MOUSE46489	LYTVA_09000
OG0007789	MOUSE46412, MOUSE46411	LYTVA_08173
OG0007791	MOUSE35041, MOUSE35040	LYTVA_08192, LYTVA_16268, LYTVA_13914
OG0007793	MOUSE31973, MOUSE31976, MOUSE31974, MOUSE31975	LYTVA_13499
OG0007793	MOUSE52036	LYTVA_18097
OG0007794	MOUSE37966	LYTVA_26977
OG0007796	MOUSE30281, MOUSE30280, MOUSE30279	LYTVA_11355
OG0007798	MOUSE48319, MOUSE48315, MOUSE48316, MOUSE48317, MOUSE48318	LYTVA_16861, LYTVA_18242
OG0007799	MOUSE02877, MOUSE02876, MOUSE02875, MOUSE02874	LYTVA_21389
OG0007800	MOUSE45061, MOUSE45062, MOUSE45060	LYTVA_15028
OG0007801	MOUSE03771	LYTVA_25330
OG0007802	MOUSE42192	LYTVA_18290
OG0007803	MOUSE03002, MOUSE03005	LYTVA_01593
OG0007804	MOUSE47672, MOUSE47673	LYTVA_03179
OG0007805	MOUSE51053, MOUSE51054	LYTVA_16960, LYTVA_00808, LYTVA_17169, LYTVA_16961
OG0007808	MOUSE52609	LYTVA_16872
OG0007809	MOUSE31100, MOUSE31102, MOUSE31101	LYTVA_16781
OG0007810	MOUSE52594	LYTVA_14635
OG0007812	MOUSE13322	LYTVA_27813
OG0007813	MOUSE24718	LYTVA_09962
OG0007814	MOUSE11542, MOUSE11543	LYTVA_15113, LYTVA_01159
OG0007815	MOUSE28480, MOUSE28482, MOUSE28481	LYTVA_06622
OG0007816	MOUSE35062	LYTVA_20731
OG0007817	MOUSE27421	LYTVA_09211
OG0007820	MOUSE04393, MOUSE04392	LYTVA_07692
OG0007823	MOUSE20989	LYTVA_16470
OG0007825	MOUSE01564	LYTVA_10012
OG0007826	MOUSE37786, MOUSE37790, MOUSE37789	LYTVA_16290
OG0007827	MOUSE18781	LYTVA_28200
OG0007828	MOUSE19087, MOUSE19091, MOUSE19088, MOUSE19089, MOUSE19090	LYTVA_14710
OG0007829	MOUSE49570	LYTVA_07496, LYTVA_18844
OG0007830	MOUSE33419	LYTVA_21502
OG0007831	MOUSE47902	LYTVA_18643
OG0007833	MOUSE37304	LYTVA_14327
OG0007834	MOUSE17193, MOUSE17192, MOUSE17194	LYTVA_12110
OG0007835	MOUSE13198	LYTVA_08884
OG0007836	MOUSE55028, MOUSE55027	LYTVA_26464
OG0007837	MOUSE55360, MOUSE55363, MOUSE55362, MOUSE55361	LYTVA_26889
