Orthogroup	MOUSE	AENJA_ok
OG0006133	MOUSE01392, MOUSE01391, MOUSE01390, MOUSE01389, MOUSE01388	AENJA_06147
OG0006134	MOUSE10022, MOUSE10020	AENJA_06166
OG0006135	MOUSE20960	AENJA_06474
OG0006136	MOUSE36528, MOUSE36529, MOUSE21940, MOUSE21942	AENJA_06518
OG0006137	MOUSE33917, MOUSE33916, MOUSE33918, MOUSE33919, MOUSE33920	AENJA_06532
OG0006138	MOUSE18202, MOUSE18201, MOUSE18203	AENJA_06557
OG0006139	MOUSE01997	AENJA_06683
OG0006140	MOUSE38190, MOUSE38192, MOUSE38191	AENJA_06694
OG0006141	MOUSE51343	AENJA_06732
OG0006142	MOUSE10568	AENJA_19920
OG0006142	MOUSE48464, MOUSE48465, MOUSE48466, MOUSE10565, MOUSE10567, MOUSE10564, MOUSE10566, MOUSE10563, MOUSE10562, MOUSE10569	AENJA_06737
OG0006144	MOUSE20124	AENJA_06817
OG0006145	MOUSE34972	AENJA_07241
OG0006146	MOUSE41109, MOUSE41104, MOUSE41106, MOUSE41107	AENJA_07422
OG0006147	MOUSE10203, MOUSE10204	AENJA_07690
OG0006148	MOUSE10491, MOUSE10492	AENJA_07759
OG0006149	MOUSE07677, MOUSE07678, MOUSE07679	AENJA_07795, AENJA_26742
OG0006151	MOUSE34774	AENJA_07811
OG0006152	MOUSE00260, MOUSE00257	AENJA_08046
OG0006153	MOUSE30044	AENJA_20634, AENJA_08225
OG0006155	MOUSE30193, MOUSE30194	AENJA_10680, AENJA_08285
OG0006156	MOUSE38431	AENJA_08334
OG0006158	MOUSE07928	AENJA_08735
OG0006158	MOUSE07925	AENJA_24154
OG0006159	MOUSE27864, MOUSE27865	AENJA_08791
OG0006160	MOUSE24920	AENJA_08921
OG0006161	MOUSE39829	AENJA_08974
OG0006162	MOUSE01395, MOUSE01393	AENJA_09008
OG0006163	MOUSE27647, MOUSE27645, MOUSE27646	AENJA_09049
OG0006164	MOUSE26974	AENJA_09092
OG0006165	MOUSE28387	AENJA_09096
OG0006167	MOUSE40510	AENJA_09166
OG0006168	MOUSE50314	AENJA_09279
OG0006169	MOUSE45225	AENJA_09311
OG0006170	MOUSE22308, MOUSE22310, MOUSE22311, MOUSE22309	AENJA_09322
OG0006171	MOUSE33966, MOUSE33967, MOUSE33965, MOUSE33968	AENJA_09363, AENJA_13246
OG0006174	MOUSE10262, MOUSE10263, MOUSE44876, MOUSE44877, MOUSE44875	AENJA_09876
OG0006175	MOUSE18968, MOUSE18969, MOUSE18967, MOUSE18965, MOUSE18966	AENJA_09909
OG0006176	MOUSE48486	AENJA_10255
OG0006177	MOUSE44442, MOUSE44441	AENJA_10258
OG0006178	MOUSE09519	AENJA_10275
OG0006179	MOUSE16461, MOUSE16462	AENJA_10561
OG0006180	MOUSE23209	AENJA_10861
OG0006181	MOUSE43442, MOUSE43444, MOUSE43443, MOUSE43441	AENJA_10967
OG0006182	MOUSE05545	AENJA_10981
OG0006183	MOUSE14194, MOUSE14197	AENJA_10999
OG0006184	MOUSE15133, MOUSE15134	AENJA_11002
OG0006185	MOUSE31989	AENJA_11023
OG0006186	MOUSE16055	AENJA_11147
OG0006187	MOUSE30179, MOUSE30178	AENJA_11209
OG0006188	MOUSE32525, MOUSE32524	AENJA_11273
OG0006189	MOUSE53256, MOUSE53259	AENJA_11334
OG0006190	MOUSE30231, MOUSE30230, MOUSE30229	AENJA_11350
OG0006191	MOUSE19452	AENJA_11447
OG0006192	MOUSE27820, MOUSE27819	AENJA_11677
OG0006193	MOUSE18405, MOUSE18400, MOUSE18402, MOUSE18404, MOUSE18401, MOUSE18403	AENJA_11737
OG0006194	MOUSE15090, MOUSE15093, MOUSE15089, MOUSE15088	AENJA_11901
OG0006195	MOUSE15018, MOUSE15019, MOUSE15020, MOUSE15021	AENJA_11917
OG0006196	MOUSE29966	AENJA_11923
OG0006197	MOUSE21698, MOUSE21699, MOUSE29126	AENJA_11971
OG0006198	MOUSE46634, MOUSE46633	AENJA_12070
OG0006199	MOUSE15121, MOUSE15120, MOUSE15119	AENJA_12139
OG0006200	MOUSE48339	AENJA_12153
OG0006201	MOUSE37306, MOUSE46378, MOUSE46377	AENJA_12203
OG0006202	MOUSE12269, MOUSE12268	AENJA_12367
OG0006203	MOUSE18212	AENJA_12535
OG0006204	MOUSE22197, MOUSE22200, MOUSE22199, MOUSE22198	AENJA_12686
OG0006205	MOUSE54650	AENJA_12688
OG0006206	MOUSE07089, MOUSE07086	AENJA_12805
OG0006207	MOUSE04338, MOUSE04335, MOUSE04336, MOUSE04337	AENJA_12948
OG0006208	MOUSE48543, MOUSE48542	AENJA_13009
OG0006209	MOUSE13266	AENJA_23478
OG0006210	MOUSE09964, MOUSE09963, MOUSE09965, MOUSE09962	AENJA_13227
OG0006211	MOUSE14609, MOUSE14608	AENJA_13228
OG0006212	MOUSE15037, MOUSE15039, MOUSE15038	AENJA_13615
OG0006213	MOUSE52346, MOUSE52348, MOUSE52347, MOUSE52345, MOUSE52344, MOUSE52343	AENJA_13784
OG0006214	MOUSE01795, MOUSE01797, MOUSE01796	AENJA_13793
OG0006216	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855	AENJA_13923
OG0006217	MOUSE36677	AENJA_14066
OG0006219	MOUSE23063, MOUSE23062	AENJA_14548
OG0006220	MOUSE23373, MOUSE23372	AENJA_14611
OG0006221	MOUSE35282, MOUSE35283, MOUSE05694, MOUSE05695, MOUSE05696, MOUSE05697	AENJA_14665
OG0006223	MOUSE33954	AENJA_15092
OG0006224	MOUSE34843	AENJA_15254
OG0006225	MOUSE18228	AENJA_15351
OG0006226	MOUSE10482	AENJA_15385
OG0006227	MOUSE27758	AENJA_15421
OG0006228	MOUSE47050, MOUSE47049, MOUSE47046, MOUSE47048, MOUSE47044	AENJA_15504
OG0006229	MOUSE30115, MOUSE30114, MOUSE30116	AENJA_15614
OG0006230	MOUSE23377	AENJA_15684
OG0006231	MOUSE32029, MOUSE32030, MOUSE32031	AENJA_15837
OG0006232	MOUSE23294	AENJA_15886
OG0006233	MOUSE16038	AENJA_15946
OG0006234	MOUSE33398	AENJA_16010
OG0006235	MOUSE41751, MOUSE41752	AENJA_16141
OG0006237	MOUSE34509, MOUSE34508	AENJA_16177
OG0006238	MOUSE41253, MOUSE41252, MOUSE41250, MOUSE41251	AENJA_16302
OG0006239	MOUSE49322, MOUSE49321, MOUSE49323, MOUSE49320	AENJA_16437
OG0006240	MOUSE32816	AENJA_16454
OG0006241	MOUSE23905, MOUSE23904, MOUSE23903	AENJA_16564, AENJA_25127, AENJA_25133
OG0006242	MOUSE46066	AENJA_16693
OG0006243	MOUSE53975, MOUSE53974, MOUSE32277	AENJA_16698
OG0006244	MOUSE37456, MOUSE37455	AENJA_16795
OG0006245	MOUSE22264, MOUSE22265	AENJA_16829
OG0006246	MOUSE19828, MOUSE19827, MOUSE19830, MOUSE19825	AENJA_17039
OG0006247	MOUSE10299	AENJA_17041
OG0006248	MOUSE03884, MOUSE03885, MOUSE54081	AENJA_17259
OG0006249	MOUSE04079, MOUSE04078	AENJA_17261
OG0006250	MOUSE19187	AENJA_17439
OG0006251	MOUSE04588, MOUSE04587	AENJA_17441
OG0006252	MOUSE41299	AENJA_17447
OG0006253	MOUSE30887	AENJA_17599
OG0006254	MOUSE14074, MOUSE14075	AENJA_17640
OG0006255	MOUSE20935, MOUSE20936	AENJA_17672
OG0006256	MOUSE15874, MOUSE15870, MOUSE15872, MOUSE15871, MOUSE15873	AENJA_17761
OG0006257	MOUSE28054	AENJA_17769
OG0006258	MOUSE19643	AENJA_17969
OG0006259	MOUSE13823	AENJA_18025
OG0006260	MOUSE41017	AENJA_18129
OG0006261	MOUSE06910	AENJA_18176, AENJA_20158
OG0006262	MOUSE53349, MOUSE53351, MOUSE53353	AENJA_18244
OG0006263	MOUSE19929	AENJA_18245
OG0006264	MOUSE37346	AENJA_18267
OG0006265	MOUSE26555, MOUSE13337	AENJA_18276
OG0006266	MOUSE36496, MOUSE36494, MOUSE36493	AENJA_18308
OG0006268	MOUSE53582, MOUSE53581, MOUSE53580	AENJA_18487
OG0006270	MOUSE25735, MOUSE25737, MOUSE25736, MOUSE25734	AENJA_18694
OG0006271	MOUSE21994, MOUSE21993	AENJA_18740
OG0006272	MOUSE19856, MOUSE19857, MOUSE19859, MOUSE19858	AENJA_18803
OG0006273	MOUSE18539	AENJA_18828
OG0006275	MOUSE24704, MOUSE24705, MOUSE24706	AENJA_19065
OG0006277	MOUSE04582	AENJA_19169
OG0006278	MOUSE34489, MOUSE34487, MOUSE34488	AENJA_19171
OG0006279	MOUSE16388, MOUSE16387, MOUSE16386	AENJA_19295
OG0006280	MOUSE00019	AENJA_19369
OG0006282	MOUSE01452, MOUSE01451	AENJA_19605
OG0006283	MOUSE25148, MOUSE25150, MOUSE25147	AENJA_19606
OG0006284	MOUSE01515, MOUSE01516	AENJA_19713
OG0006285	MOUSE22193, MOUSE22194, MOUSE22195, MOUSE22196	AENJA_19755
OG0006286	MOUSE35473	AENJA_19771
OG0006287	MOUSE27984, MOUSE27985	AENJA_19820
OG0006288	MOUSE37718, MOUSE37719	AENJA_19866
OG0006289	MOUSE40814, MOUSE40816	AENJA_19932
OG0006290	MOUSE35141, MOUSE35140	AENJA_20061
OG0006291	MOUSE31402, MOUSE31403, MOUSE31400, MOUSE31401	AENJA_20076
OG0006292	MOUSE48991, MOUSE28720, MOUSE28718	AENJA_20113
OG0006293	MOUSE37625	AENJA_20143
OG0006294	MOUSE07913	AENJA_20284
OG0006295	MOUSE38121	AENJA_20394
OG0006296	MOUSE39258, MOUSE39254, MOUSE39257, MOUSE39260, MOUSE39256, MOUSE39252	AENJA_20618
OG0006297	MOUSE40886, MOUSE40885, MOUSE40887	AENJA_20620
OG0006298	MOUSE14670, MOUSE14671, MOUSE14672, MOUSE14673	AENJA_20776
OG0006299	MOUSE34330	AENJA_20827
OG0006300	MOUSE24505, MOUSE24503, MOUSE24504	AENJA_20948
OG0006301	MOUSE27376, MOUSE27375	AENJA_20996, AENJA_20997
OG0006302	MOUSE51462	AENJA_21163
OG0006302	MOUSE51463, MOUSE51464	AENJA_21164
OG0006303	MOUSE24304, MOUSE24300, MOUSE24301, MOUSE24299, MOUSE24302, MOUSE43070	AENJA_26774
OG0006304	MOUSE08044	AENJA_22197, AENJA_21343
OG0006305	MOUSE21331	AENJA_21522
OG0006306	MOUSE34251	AENJA_21664
OG0006307	MOUSE10641, MOUSE10646, MOUSE10640, MOUSE10644, MOUSE10642, MOUSE10645, MOUSE10643	AENJA_21672
OG0006308	MOUSE04298, MOUSE04299, MOUSE04303, MOUSE04301, MOUSE04302, MOUSE04300, MOUSE04297	AENJA_21750
OG0006309	MOUSE02180	AENJA_21854
OG0006310	MOUSE47347, MOUSE47348, MOUSE47344, MOUSE47345, MOUSE47349, MOUSE47346	AENJA_21860, AENJA_21859
OG0006311	MOUSE42035, MOUSE42034	AENJA_21861
OG0006312	MOUSE01807, MOUSE01811, MOUSE01810	AENJA_21921
OG0006313	MOUSE34183, MOUSE34185, MOUSE34184	AENJA_21937
OG0006314	MOUSE30884	AENJA_22087
OG0006315	MOUSE27789, MOUSE27788	AENJA_22252
OG0006316	MOUSE10556, MOUSE10555	AENJA_22338
OG0006317	MOUSE30611, MOUSE30613, MOUSE30612	AENJA_22566
OG0006318	MOUSE51285, MOUSE51286, MOUSE51284	AENJA_22571
OG0006319	MOUSE45688	AENJA_22630
OG0006320	MOUSE41214, MOUSE41212, MOUSE41213	AENJA_22758
OG0006321	MOUSE49369, MOUSE10030, MOUSE10028, MOUSE10029	AENJA_22824
OG0006322	MOUSE52872	AENJA_22831
OG0006323	MOUSE12964, MOUSE12965	AENJA_22914
OG0006324	MOUSE15180	AENJA_22925
OG0006325	MOUSE25844, MOUSE25845, MOUSE25843	AENJA_22933
OG0006326	MOUSE23732	AENJA_22955
OG0006327	MOUSE52333, MOUSE52331, MOUSE52329, MOUSE52334, MOUSE52332, MOUSE52330	AENJA_22981
OG0006328	MOUSE08970, MOUSE08967, MOUSE08968, MOUSE08969	AENJA_22997
OG0006329	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764	AENJA_23040
OG0006330	MOUSE51758, MOUSE51757	AENJA_23067
OG0006331	MOUSE42771, MOUSE42772	AENJA_23112
OG0006332	MOUSE27257, MOUSE27256	AENJA_23127
OG0006333	MOUSE16124, MOUSE16123, MOUSE00654, MOUSE00655	AENJA_23164
OG0006334	MOUSE48911, MOUSE48912	AENJA_23288
OG0006335	MOUSE14829	AENJA_23454
OG0006336	MOUSE48468, MOUSE48467	AENJA_23469
OG0006337	MOUSE51858, MOUSE10096	AENJA_23475
OG0006338	MOUSE31793, MOUSE31791, MOUSE31792, MOUSE31794	AENJA_23490
OG0006339	MOUSE37259	AENJA_23637, AENJA_24037
OG0006340	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902	AENJA_23711
OG0006341	MOUSE47414	AENJA_23741, AENJA_25917
OG0006343	MOUSE48088	AENJA_23930
OG0006344	MOUSE32264	AENJA_23992
OG0006345	MOUSE21609	AENJA_24082, AENJA_24083
OG0006347	MOUSE02467	AENJA_24626
OG0006348	MOUSE10201, MOUSE10200, MOUSE10198, MOUSE10199	AENJA_24680
OG0006349	MOUSE20753	AENJA_25019
OG0006350	MOUSE19460	AENJA_25064
OG0006351	MOUSE29657, MOUSE29658, MOUSE29659	AENJA_25123
OG0006352	MOUSE32257	AENJA_25150
OG0006353	MOUSE42828	AENJA_25212
OG0006354	MOUSE40413, MOUSE40412	AENJA_25512
OG0006355	MOUSE40806	AENJA_25525
OG0006356	MOUSE03845, MOUSE03847, MOUSE03846	AENJA_25547
OG0006357	MOUSE22850	AENJA_25611
OG0006358	MOUSE35406, MOUSE35402, MOUSE35405, MOUSE35404, MOUSE35403, MOUSE35401	AENJA_25645
OG0006359	MOUSE31884, MOUSE31886, MOUSE31887, MOUSE31885	AENJA_25669
OG0006360	MOUSE02221	AENJA_25814
OG0006361	MOUSE48963, MOUSE48964	AENJA_25897
OG0006362	MOUSE34247, MOUSE34248	AENJA_25951
OG0006363	MOUSE20221	AENJA_26238
OG0006364	MOUSE20680	AENJA_26381
OG0006365	MOUSE23279, MOUSE54173, MOUSE54172	AENJA_26404
OG0006366	MOUSE22776, MOUSE22775, MOUSE22774	AENJA_26566
OG0006442	MOUSE09109	AENJA_00020
OG0006443	MOUSE20211	AENJA_00055
OG0006446	MOUSE26085, MOUSE26086, MOUSE26084, MOUSE26083, MOUSE26082	AENJA_00094, AENJA_00100
OG0006447	MOUSE25747	AENJA_00097
OG0006448	MOUSE13317, MOUSE13318	AENJA_00147
OG0006449	MOUSE13387, MOUSE13386	AENJA_00161
OG0006452	MOUSE23482, MOUSE52797, MOUSE52796	AENJA_00377
OG0006454	MOUSE04930, MOUSE04929	AENJA_00458
OG0006456	MOUSE19867, MOUSE19868	AENJA_18569, AENJA_00534
OG0006457	MOUSE48917	AENJA_00607, AENJA_13698
OG0006458	MOUSE51228, MOUSE51230, MOUSE51229, MOUSE51231, MOUSE51227	AENJA_00698
OG0006459	MOUSE27714, MOUSE27717	AENJA_00708
OG0006460	MOUSE49910	AENJA_00719
OG0006461	MOUSE52644	AENJA_00796
OG0006462	MOUSE14254, MOUSE14253	AENJA_00971
OG0006463	MOUSE19085, MOUSE19086	AENJA_00994
OG0006464	MOUSE15625, MOUSE15624	AENJA_01149
OG0006465	MOUSE08683, MOUSE08684	AENJA_01262
OG0006467	MOUSE40434, MOUSE40433, MOUSE40435	AENJA_01368
OG0006468	MOUSE32105	AENJA_01371
OG0006469	MOUSE03738	AENJA_01523
OG0006470	MOUSE36168	AENJA_01586
OG0006471	MOUSE28057, MOUSE28058	AENJA_01591
OG0006472	MOUSE38447	AENJA_01675
OG0006474	MOUSE15358, MOUSE15357, MOUSE15356	AENJA_01839
OG0006475	MOUSE39872	AENJA_02093
OG0006476	MOUSE38897	AENJA_02142
OG0006477	MOUSE47325	AENJA_02248
OG0006478	MOUSE18471, MOUSE18472	AENJA_02289
OG0006479	MOUSE35163, MOUSE35164	AENJA_02378
OG0006480	MOUSE21333	AENJA_02386
OG0006481	MOUSE02030, MOUSE51052	AENJA_02402
OG0006482	MOUSE07260, MOUSE07262	AENJA_19144, AENJA_02493
OG0006483	MOUSE07206, MOUSE07204	AENJA_02646
OG0006484	MOUSE20599, MOUSE20600	AENJA_02795, AENJA_02793, AENJA_08107, AENJA_08103, AENJA_08101
OG0006485	MOUSE20333	AENJA_02849
OG0006486	MOUSE40716, MOUSE40715, MOUSE01974, MOUSE01975	AENJA_02954
OG0006487	MOUSE52846, MOUSE52845, MOUSE52844	AENJA_02956
OG0006488	MOUSE42690, MOUSE42689	AENJA_03064
OG0006490	MOUSE01816	AENJA_03091
OG0006491	MOUSE18971	AENJA_03152
OG0006492	MOUSE49785, MOUSE49782, MOUSE49781, MOUSE49784	AENJA_03167
OG0006493	MOUSE45214, MOUSE45215, MOUSE45212, MOUSE45216, MOUSE45213	AENJA_03180
OG0006495	MOUSE04122, MOUSE04123	AENJA_03585
OG0006496	MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971	AENJA_03702
OG0006497	MOUSE12999, MOUSE12998, MOUSE13000	AENJA_03829
OG0006498	MOUSE54568, MOUSE54567	AENJA_03890
OG0006499	MOUSE23782, MOUSE23784, MOUSE23783	AENJA_03928, AENJA_12327
OG0006500	MOUSE07711, MOUSE07712, MOUSE07710	AENJA_04169
OG0006501	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337	AENJA_04172
OG0006502	MOUSE04763, MOUSE04764, MOUSE04765	AENJA_04209
OG0006503	MOUSE47999	AENJA_04398
OG0006504	MOUSE38033, MOUSE38032, MOUSE38034	AENJA_16898
OG0006505	MOUSE18917	AENJA_04476
OG0006506	MOUSE15973, MOUSE15972	AENJA_04631
OG0006507	MOUSE21775	AENJA_04788
OG0006508	MOUSE36086, MOUSE36085	AENJA_04922, AENJA_05266
OG0006509	MOUSE48743	AENJA_04936
OG0006510	MOUSE28964, MOUSE28965	AENJA_04994
OG0006511	MOUSE27840, MOUSE44519	AENJA_05001
OG0006512	MOUSE48697	AENJA_05769, AENJA_05293
OG0006513	MOUSE48943	AENJA_05398
OG0006514	MOUSE30039, MOUSE30040	AENJA_21274, AENJA_05458
OG0006515	MOUSE08195, MOUSE08193, MOUSE08194	AENJA_05502
OG0006516	MOUSE27482	AENJA_05505
OG0006517	MOUSE18538	AENJA_05578
OG0006518	MOUSE00593, MOUSE00594, MOUSE00592, MOUSE00595	AENJA_05643
OG0006519	MOUSE24786	AENJA_05867
OG0006520	MOUSE29790, MOUSE29789	AENJA_06121
OG0006522	MOUSE04682	AENJA_06377
OG0006524	MOUSE39018, MOUSE39019	AENJA_06594
OG0006525	MOUSE09825, MOUSE09824, MOUSE09827, MOUSE09823, MOUSE09826	AENJA_17669
OG0006526	MOUSE13960	AENJA_07051
OG0006527	MOUSE06472, MOUSE06471, MOUSE06470	AENJA_07056
OG0006528	MOUSE22560, MOUSE22559, MOUSE22558	AENJA_07246
OG0006530	MOUSE30223, MOUSE30222	AENJA_07598
OG0006531	MOUSE41542	AENJA_07691
OG0006532	MOUSE01404	AENJA_07693
OG0006534	MOUSE21167	AENJA_07783
OG0006535	MOUSE41980, MOUSE41979, MOUSE41981	AENJA_07888, AENJA_07886
OG0006536	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898	AENJA_07956
OG0006537	MOUSE48761	AENJA_07985
OG0006538	MOUSE26266	AENJA_08050
OG0006540	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044	AENJA_08316
OG0006541	MOUSE10561, MOUSE10557, MOUSE10558, MOUSE10559, MOUSE10560	AENJA_08362
OG0006542	MOUSE29787, MOUSE29788, MOUSE29786	AENJA_08392
OG0006543	MOUSE52038	AENJA_15795, AENJA_08614
OG0006544	MOUSE28396	AENJA_08630
OG0006545	MOUSE32675, MOUSE32676, MOUSE32674	AENJA_08841
OG0006546	MOUSE08071	AENJA_08937, AENJA_22524
OG0006547	MOUSE14774	AENJA_08999
OG0006549	MOUSE14545	AENJA_09178
OG0006550	MOUSE24976	AENJA_09213
OG0006551	MOUSE30944, MOUSE30943, MOUSE30942	AENJA_09272
OG0006552	MOUSE10340, MOUSE10339	AENJA_09303
OG0006553	MOUSE38559, MOUSE38560	AENJA_09463
OG0006554	MOUSE37728, MOUSE37726, MOUSE37727	AENJA_09668
OG0006555	MOUSE22556	AENJA_09715
OG0006556	MOUSE16511	AENJA_09923
OG0006557	MOUSE02772, MOUSE02771, MOUSE02773	AENJA_09970
OG0006559	MOUSE18425, MOUSE18426, MOUSE20855, MOUSE20856	AENJA_10109
OG0006560	MOUSE07751, MOUSE07752	AENJA_10117
OG0006561	MOUSE07407, MOUSE07406	AENJA_10164
OG0006562	MOUSE54431, MOUSE02138, MOUSE54430, MOUSE54429	AENJA_10204
OG0006563	MOUSE11016, MOUSE11018, MOUSE11017	AENJA_10372
OG0006564	MOUSE38057	AENJA_10383
OG0006565	MOUSE39122, MOUSE10893, MOUSE10894	AENJA_10416
OG0006566	MOUSE05111, MOUSE05110, MOUSE05119, MOUSE05121, MOUSE05120, MOUSE05118	AENJA_10456
OG0006568	MOUSE00150	AENJA_10472
OG0006569	MOUSE02949, MOUSE02948	AENJA_10690
OG0006571	MOUSE10425, MOUSE10423	AENJA_10794
OG0006572	MOUSE33656, MOUSE33655, MOUSE33654	AENJA_10980
OG0006573	MOUSE04658	AENJA_11033
OG0006574	MOUSE18407	AENJA_11193
OG0006575	MOUSE25413, MOUSE25411, MOUSE25410, MOUSE25409, MOUSE25412	AENJA_11220
OG0006576	MOUSE30033	AENJA_11248
OG0006577	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173	AENJA_23377, AENJA_11258
OG0006578	MOUSE35928, MOUSE35927	AENJA_11264
OG0006579	MOUSE32954, MOUSE32953, MOUSE32952, MOUSE32955	AENJA_11267
OG0006580	MOUSE05305, MOUSE05304, MOUSE05303	AENJA_11583
OG0006581	MOUSE51836	AENJA_11836
OG0006583	MOUSE00099	AENJA_26093, AENJA_16765, AENJA_12483
OG0006584	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381	AENJA_12500
OG0006585	MOUSE02985, MOUSE02986	AENJA_12538
OG0006586	MOUSE49584	AENJA_12567
OG0006587	MOUSE43220, MOUSE43217, MOUSE43218, MOUSE43219, MOUSE43216	AENJA_12821
OG0006588	MOUSE55160, MOUSE55159	AENJA_12912
OG0006589	MOUSE40526, MOUSE40528, MOUSE40527, MOUSE40525, MOUSE40524	AENJA_12916
OG0006590	MOUSE41529, MOUSE41530	AENJA_12964
OG0006591	MOUSE13632	AENJA_13044
OG0006592	MOUSE31031, MOUSE31033, MOUSE31034, MOUSE31030, MOUSE31032	AENJA_13142
OG0006593	MOUSE53333, MOUSE53332, MOUSE53331	AENJA_13291
OG0006594	MOUSE46304, MOUSE46303	AENJA_13414
OG0006595	MOUSE11155, MOUSE11154	AENJA_13536
OG0006596	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679	AENJA_13622
OG0006597	MOUSE28239, MOUSE53941	AENJA_13689
OG0006598	MOUSE32270	AENJA_13737
OG0006599	MOUSE40426, MOUSE36734, MOUSE36733	AENJA_13776
OG0006600	MOUSE06170	AENJA_13874
OG0006602	MOUSE48843, MOUSE48842, MOUSE48844	AENJA_14087
OG0006603	MOUSE49497	AENJA_14155
OG0006604	MOUSE04487, MOUSE04486	AENJA_14442
OG0006605	MOUSE32522, MOUSE32521, MOUSE32523	AENJA_14456
OG0006606	MOUSE49675	AENJA_14515
OG0006607	MOUSE33913, MOUSE33912	AENJA_14537
OG0006608	MOUSE30020, MOUSE30018, MOUSE30019	AENJA_14551
OG0006609	MOUSE35588	AENJA_14599
OG0006610	MOUSE17087, MOUSE17086, MOUSE17088	AENJA_14663
OG0006611	MOUSE02492, MOUSE02494, MOUSE02493	AENJA_14698
OG0006612	MOUSE18460	AENJA_14752
OG0006613	MOUSE27701, MOUSE27702	AENJA_14809
OG0006614	MOUSE41919	AENJA_14867
OG0006615	MOUSE19081	AENJA_14938
OG0006617	MOUSE06872, MOUSE06873	AENJA_15260
OG0006618	MOUSE19921	AENJA_15455
OG0006619	MOUSE09213	AENJA_15520
OG0006620	MOUSE34069, MOUSE12640	AENJA_15575
OG0006621	MOUSE38258, MOUSE38257, MOUSE38259, MOUSE38255, MOUSE38256	AENJA_15590
OG0006622	MOUSE33010, MOUSE55184	AENJA_15726
OG0006623	MOUSE27138	AENJA_15760
OG0006624	MOUSE10945, MOUSE10944, MOUSE10946	AENJA_15910
OG0006625	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590	AENJA_15915
OG0006626	MOUSE17467, MOUSE02715, MOUSE02716, MOUSE15964	AENJA_15948
OG0006627	MOUSE18618	AENJA_16100, AENJA_16099
OG0006628	MOUSE51627	AENJA_16181
OG0006630	MOUSE51996	AENJA_16229
OG0006631	MOUSE23336, MOUSE23337, MOUSE23338	AENJA_16356
OG0006632	MOUSE09432, MOUSE37150, MOUSE37151	AENJA_16518
OG0006633	MOUSE09178, MOUSE09174	AENJA_16566
OG0006635	MOUSE12744, MOUSE12742, MOUSE12746, MOUSE12743, MOUSE12747	AENJA_16751
OG0006636	MOUSE42187, MOUSE42189	AENJA_16904
OG0006637	MOUSE05078, MOUSE05077	AENJA_16936
OG0006638	MOUSE13820	AENJA_17173
OG0006639	MOUSE32544, MOUSE32543	AENJA_17226
OG0006640	MOUSE31547	AENJA_17468
OG0006641	MOUSE07840, MOUSE07838, MOUSE07839	AENJA_17771
OG0006642	MOUSE11001, MOUSE11000	AENJA_17957
OG0006644	MOUSE52483, MOUSE52481, MOUSE52482, MOUSE52480	AENJA_18104
OG0006645	MOUSE32599, MOUSE32598	AENJA_18153
OG0006646	MOUSE44699	AENJA_18164
OG0006647	MOUSE49192	AENJA_18241
OG0006648	MOUSE52136, MOUSE52135	AENJA_18295
OG0006649	MOUSE08158	AENJA_18466
OG0006650	MOUSE49345, MOUSE49347, MOUSE49346	AENJA_18649
OG0006651	MOUSE16196, MOUSE16198	AENJA_18736
OG0006653	MOUSE49822, MOUSE18541, MOUSE18540	AENJA_18823
OG0006654	MOUSE00565	AENJA_18933
OG0006655	MOUSE10356	AENJA_18965
OG0006656	MOUSE41568, MOUSE41567	AENJA_19052
OG0006657	MOUSE37737, MOUSE37736	AENJA_19172
OG0006658	MOUSE07435	AENJA_19247
OG0006660	MOUSE52656, MOUSE52657	AENJA_19330
OG0006661	MOUSE55051, MOUSE55050, MOUSE55049, MOUSE45211, MOUSE45210, MOUSE45209	AENJA_19414
OG0006662	MOUSE51152, MOUSE51153, MOUSE51154	AENJA_19418
OG0006663	MOUSE22698	AENJA_19913
OG0006664	MOUSE13287	AENJA_20021
OG0006666	MOUSE09374, MOUSE09372	AENJA_20282
OG0006668	MOUSE21920	AENJA_20635
OG0006669	MOUSE13244	AENJA_20657
OG0006670	MOUSE24192, MOUSE24191	AENJA_20698
OG0006672	MOUSE34328	AENJA_20943
OG0006673	MOUSE27959	AENJA_21048
OG0006675	MOUSE48029, MOUSE48028, MOUSE48027	AENJA_21328
OG0006677	MOUSE42274, MOUSE42275, MOUSE42276, MOUSE42277	AENJA_21488
OG0006678	MOUSE06118	AENJA_21492
OG0006679	MOUSE21390	AENJA_21515
OG0006680	MOUSE28337	AENJA_21658
OG0006681	MOUSE12651	AENJA_21662
OG0006683	MOUSE35000, MOUSE34999, MOUSE34997, MOUSE34998	AENJA_21886
OG0006684	MOUSE39139, MOUSE39138	AENJA_21920
