Orthogroup	MOUSE	NEMVE
OG0007773	MOUSE15622	NEMVE07114
OG0007774	MOUSE26449	NEMVE08940
OG0007775	MOUSE04973, MOUSE04975, MOUSE04974	NEMVE06546
OG0007776	MOUSE19849	NEMVE20241
OG0007779	MOUSE22501, MOUSE22500, MOUSE22502	NEMVE10345
OG0007781	MOUSE24936	NEMVE14598, NEMVE11915
OG0007782	MOUSE46554	NEMVE13738
OG0007783	MOUSE15132	NEMVE23094
OG0007784	MOUSE05739, MOUSE05738	NEMVE21852
OG0007785	MOUSE01821, MOUSE01818, MOUSE01819, MOUSE01820	NEMVE23583
OG0007786	MOUSE28028	NEMVE10346
OG0007789	MOUSE46412, MOUSE46411	NEMVE22184
OG0007790	MOUSE38635	NEMVE13911
OG0007791	MOUSE35041, MOUSE35040	NEMVE22262
OG0007793	MOUSE31973, MOUSE31976, MOUSE31974, MOUSE31975, MOUSE52036	NEMVE01965
OG0007794	MOUSE37966	NEMVE13881
OG0007795	MOUSE33672, MOUSE33670, MOUSE33673, MOUSE33669, MOUSE33671	NEMVE16217
OG0007796	MOUSE30281, MOUSE30280, MOUSE30279	NEMVE16045
OG0007798	MOUSE48319, MOUSE48315, MOUSE48316, MOUSE48317, MOUSE48318	NEMVE07652
OG0007800	MOUSE45061, MOUSE45062, MOUSE45060	NEMVE02246
OG0007801	MOUSE03771	NEMVE24803
OG0007802	MOUSE42192	NEMVE05110
OG0007803	MOUSE03002, MOUSE03005	NEMVE14259
OG0007804	MOUSE47672, MOUSE47673	NEMVE13958
OG0007805	MOUSE51053, MOUSE51054	NEMVE23683
OG0007807	MOUSE20979	NEMVE23161
OG0007809	MOUSE31100, MOUSE31102, MOUSE31101	NEMVE19397
OG0007810	MOUSE52594	NEMVE25323
OG0007811	MOUSE15468	NEMVE22619
OG0007812	MOUSE13322	NEMVE05957
OG0007813	MOUSE24718	NEMVE22957
OG0007814	MOUSE11542, MOUSE11543	NEMVE10610
OG0007816	MOUSE35062	NEMVE14681
OG0007820	MOUSE04393, MOUSE04392	NEMVE10824
OG0007823	MOUSE20989	NEMVE14069
OG0007825	MOUSE01564	NEMVE24335
OG0007826	MOUSE37786, MOUSE37790, MOUSE37789	NEMVE22606
OG0007827	MOUSE18781	NEMVE15793
OG0007829	MOUSE49570	NEMVE14463
OG0007830	MOUSE33419	NEMVE22401
OG0007831	MOUSE47902	NEMVE13120
OG0007832	MOUSE07921	NEMVE22265
OG0007833	MOUSE37304	NEMVE23699
OG0007834	MOUSE17193, MOUSE17192, MOUSE17194	NEMVE22860
OG0007835	MOUSE13198	NEMVE05299
OG0007836	MOUSE55028, MOUSE55027	NEMVE09417
OG0007837	MOUSE55360, MOUSE55363, MOUSE55362, MOUSE55361	NEMVE17939
OG0007838	MOUSE37302, MOUSE37303	NEMVE16374
OG0007839	MOUSE38612, MOUSE49899, MOUSE06404, MOUSE27374, MOUSE38611	NEMVE03369
OG0007840	MOUSE31992	NEMVE14835
OG0007841	MOUSE00984, MOUSE00983, MOUSE00982	NEMVE14118
OG0007842	MOUSE03717, MOUSE03716, MOUSE03715, MOUSE03713, MOUSE03714, MOUSE03712, MOUSE03711	NEMVE04751
OG0007843	MOUSE48259, MOUSE03608	NEMVE09373
OG0007845	MOUSE49620	NEMVE23748
OG0007847	MOUSE09763, MOUSE09761, MOUSE09760, MOUSE09762	NEMVE07339
OG0007848	MOUSE16356	NEMVE22567
OG0007850	MOUSE16398, MOUSE16397, MOUSE16399, MOUSE16400, MOUSE16396	NEMVE06247
OG0007851	MOUSE23831, MOUSE23830, MOUSE47483, MOUSE47481, MOUSE47482	NEMVE13904
OG0007852	MOUSE52551, MOUSE52550, MOUSE52552, MOUSE14214, MOUSE19695, MOUSE52549, MOUSE19175	NEMVE23585
OG0007854	MOUSE18111, MOUSE18110, MOUSE18109	NEMVE10266
OG0007858	MOUSE47886	NEMVE23921
OG0007859	MOUSE26347, MOUSE26348, MOUSE26349, MOUSE26350, MOUSE26346	NEMVE22571, NEMVE20885
OG0007860	MOUSE31201	NEMVE06761
OG0007908	MOUSE32018	NEMVE13340
OG0007911	MOUSE42137	NEMVE07983
OG0007913	MOUSE51666, MOUSE51665	NEMVE18005
OG0007915	MOUSE35626, MOUSE35629, MOUSE35627, MOUSE35628	NEMVE19232, NEMVE06531
OG0007916	MOUSE21990, MOUSE21989	NEMVE13298
OG0007918	MOUSE17541, MOUSE17542	NEMVE25851
OG0007920	MOUSE20090	NEMVE23461
OG0007922	MOUSE43402, MOUSE43374, MOUSE43404, MOUSE43405, MOUSE43373, MOUSE43403, MOUSE43376, MOUSE43377, MOUSE43375	NEMVE16510
OG0007924	MOUSE35763, MOUSE35762, MOUSE35761	NEMVE16716
OG0007926	MOUSE27541, MOUSE27542, MOUSE27543	NEMVE22555
OG0007927	MOUSE35407, MOUSE35408	NEMVE13085
OG0007930	MOUSE28936	NEMVE22670
OG0007931	MOUSE50034, MOUSE30067	NEMVE02001
OG0007932	MOUSE09308	NEMVE20940, NEMVE23396
OG0007933	MOUSE14474, MOUSE14473	NEMVE13492
OG0007934	MOUSE15701	NEMVE25429
OG0007936	MOUSE00427	NEMVE12282, NEMVE10998, NEMVE05778
OG0007937	MOUSE24537	NEMVE25331
OG0007938	MOUSE02315, MOUSE02316, MOUSE02317, MOUSE02314	NEMVE24777
OG0007940	MOUSE27351	NEMVE24639
OG0007941	MOUSE46203, MOUSE46204	NEMVE23201
OG0007942	MOUSE50455	NEMVE21277
OG0007943	MOUSE51293	NEMVE13601
OG0007944	MOUSE54456, MOUSE53645, MOUSE54453	NEMVE25215
OG0007945	MOUSE04562	NEMVE23257
OG0007946	MOUSE31106, MOUSE31105	NEMVE25132
OG0007947	MOUSE06423	NEMVE09699
OG0007948	MOUSE04295, MOUSE04293, MOUSE04294	NEMVE08238
OG0007951	MOUSE28728	NEMVE14182
OG0007952	MOUSE52446	NEMVE14869
OG0007953	MOUSE00696, MOUSE55395, MOUSE55394	NEMVE08477
OG0007954	MOUSE18113	NEMVE19250
OG0007955	MOUSE07201, MOUSE07202	NEMVE07888
OG0007956	MOUSE19526, MOUSE19524, MOUSE19525	NEMVE25554
OG0007957	MOUSE04805	NEMVE15377
OG0007958	MOUSE29272	NEMVE21992
OG0007959	MOUSE33616, MOUSE33614, MOUSE33615	NEMVE06212
OG0007960	MOUSE22271, MOUSE22270, MOUSE22266, MOUSE22267, MOUSE22269, MOUSE22268	NEMVE24065, NEMVE16826
OG0007962	MOUSE19256	NEMVE18122
OG0007963	MOUSE35094	NEMVE13861
OG0007964	MOUSE02840, MOUSE02841	NEMVE08711, NEMVE11799
OG0007965	MOUSE46016, MOUSE46015, MOUSE46014	NEMVE20506
OG0007966	MOUSE19459	NEMVE07836
OG0007968	MOUSE00817, MOUSE00816	NEMVE01617
OG0007969	MOUSE04390, MOUSE04389	NEMVE09301, NEMVE23413
OG0007970	MOUSE04005, MOUSE04004	NEMVE06256
OG0007971	MOUSE41054, MOUSE41053	NEMVE07956
OG0007972	MOUSE12463	NEMVE13341
OG0007973	MOUSE28287, MOUSE28288	NEMVE08897
OG0007974	MOUSE52376, MOUSE52375	NEMVE14826
OG0007975	MOUSE35061	NEMVE21874
OG0007977	MOUSE46146, MOUSE46145	NEMVE06275
OG0007978	MOUSE38964	NEMVE07101
OG0007979	MOUSE13976	NEMVE21700
OG0007980	MOUSE18152	NEMVE05723
OG0007981	MOUSE08100, MOUSE08102	NEMVE09517
OG0007982	MOUSE08980	NEMVE21094, NEMVE08716
OG0007983	MOUSE49934, MOUSE49933	NEMVE14172
OG0007984	MOUSE04214, MOUSE04213	NEMVE24343, NEMVE20219, NEMVE20180
OG0007985	MOUSE29638, MOUSE29637	NEMVE24004
OG0007988	MOUSE12273, MOUSE12272, MOUSE12274	NEMVE13338
OG0007990	MOUSE13625	NEMVE09182
OG0007991	MOUSE27470, MOUSE27471	NEMVE22986
OG0007993	MOUSE24793	NEMVE08910
OG0007994	MOUSE18237	NEMVE03520
OG0007995	MOUSE22157	NEMVE17198, NEMVE19132
OG0007996	MOUSE41392	NEMVE13646
OG0007997	MOUSE16634	NEMVE19513
OG0007998	MOUSE35513	NEMVE13103
OG0007999	MOUSE05858	NEMVE06729
OG0008000	MOUSE35615	NEMVE09345, NEMVE20611
OG0008001	MOUSE40259	NEMVE25418
OG0008002	MOUSE09190, MOUSE09188, MOUSE09189	NEMVE25367
OG0008003	MOUSE04039, MOUSE04040, MOUSE03055	NEMVE22529
OG0008004	MOUSE11865	NEMVE20153, NEMVE13316, NEMVE21249
OG0008005	MOUSE41524	NEMVE25176
OG0008006	MOUSE54878, MOUSE54877	NEMVE23911
OG0008007	MOUSE33098	NEMVE25115
OG0008008	MOUSE38553	NEMVE06561
OG0008009	MOUSE30632, MOUSE30631	NEMVE24576
OG0008011	MOUSE52842, MOUSE52843	NEMVE18294
OG0008012	MOUSE05679, MOUSE05680	NEMVE24882
OG0008013	MOUSE25100	NEMVE04911
OG0008016	MOUSE44552, MOUSE44554	NEMVE08957
OG0008017	MOUSE53612, MOUSE53611	NEMVE18181
OG0008019	MOUSE38391, MOUSE38392, MOUSE38393	NEMVE25415
OG0008020	MOUSE16705, MOUSE16706	NEMVE13173
OG0008021	MOUSE26159, MOUSE26158, MOUSE05616	NEMVE22596
OG0008022	MOUSE07125, MOUSE07123, MOUSE07124	NEMVE07871
OG0008023	MOUSE34579	NEMVE07050
OG0008025	MOUSE38601, MOUSE38602	NEMVE23311
OG0008026	MOUSE01841	NEMVE25695
OG0008027	MOUSE27459	NEMVE01124
OG0008028	MOUSE18970	NEMVE08557
OG0008029	MOUSE38049, MOUSE38051, MOUSE38050, MOUSE38048	NEMVE24281
OG0008030	MOUSE02676	NEMVE17479
OG0008031	MOUSE17165, MOUSE17164	NEMVE09401
OG0008033	MOUSE40502	NEMVE09724
OG0008036	MOUSE38494, MOUSE38495	NEMVE06791
OG0008037	MOUSE51727, MOUSE51728, MOUSE51726	NEMVE25946
OG0008038	MOUSE11252, MOUSE11251	NEMVE05260
OG0008039	MOUSE02803, MOUSE02801, MOUSE02802	NEMVE01393
OG0008040	MOUSE00546, MOUSE00547	NEMVE13650
OG0008041	MOUSE39464	NEMVE18872
OG0008043	MOUSE27473, MOUSE27472	NEMVE24564
OG0008044	MOUSE49718	NEMVE16270
OG0008046	MOUSE13966	NEMVE15065
OG0008047	MOUSE24941	NEMVE14161
OG0008048	MOUSE32098	NEMVE12973
OG0008049	MOUSE38264, MOUSE38265, MOUSE38263	NEMVE01869
OG0008050	MOUSE10211, MOUSE10210	NEMVE17669
OG0008051	MOUSE46156	NEMVE13844
OG0008052	MOUSE27478, MOUSE27479	NEMVE22576
OG0008053	MOUSE06924	NEMVE06850
OG0008054	MOUSE11400	NEMVE22146
OG0008055	MOUSE02341, MOUSE02340	NEMVE09826, NEMVE20692
OG0008056	MOUSE41869, MOUSE54587	NEMVE22900
OG0008057	MOUSE01159	NEMVE13357
OG0008058	MOUSE43492, MOUSE43491, MOUSE43493	NEMVE24600
OG0008059	MOUSE34246	NEMVE00213, NEMVE07562
OG0008061	MOUSE21557, MOUSE35671	NEMVE01400
OG0008062	MOUSE27723	NEMVE10166
OG0008063	MOUSE44235, MOUSE44236, MOUSE23518	NEMVE22876
OG0008064	MOUSE50499	NEMVE19831
OG0008065	MOUSE14444	NEMVE04900, NEMVE13327
OG0008068	MOUSE48257, MOUSE03609	NEMVE07690, NEMVE14715
OG0008069	MOUSE01436, MOUSE01435	NEMVE14728
OG0008071	MOUSE33353, MOUSE33351	NEMVE15806
OG0008072	MOUSE34512	NEMVE17950
OG0008073	MOUSE25534, MOUSE25536, MOUSE25535	NEMVE13515
OG0008074	MOUSE04904	NEMVE18779
OG0008075	MOUSE53504	NEMVE14443
OG0008077	MOUSE38437, MOUSE38438	NEMVE10448
OG0008079	MOUSE29279	NEMVE10412
OG0008080	MOUSE20489	NEMVE14239
OG0008081	MOUSE53380, MOUSE53379	NEMVE17317
OG0008083	MOUSE07873, MOUSE07872	NEMVE23989
OG0008084	MOUSE27355, MOUSE27354	NEMVE23003
OG0008085	MOUSE24926, MOUSE24925	NEMVE22309
OG0008088	MOUSE07403, MOUSE07402, MOUSE07404, MOUSE07405	NEMVE09143
OG0008090	MOUSE24879	NEMVE07296
OG0008091	MOUSE37931	NEMVE24934
OG0008093	MOUSE47969, MOUSE47970	NEMVE22789
OG0008094	MOUSE04003	NEMVE05228
OG0008098	MOUSE03050, MOUSE03051, MOUSE03048, MOUSE03049	NEMVE13839
OG0008099	MOUSE15084, MOUSE15083	NEMVE17671
OG0008100	MOUSE34299	NEMVE09715
OG0008102	MOUSE25295	NEMVE05914
OG0008103	MOUSE20324	NEMVE05057
OG0008104	MOUSE21169	NEMVE04771
OG0008105	MOUSE18640	NEMVE21942
OG0008106	MOUSE40744	NEMVE09754, NEMVE19826
OG0008107	MOUSE13346, MOUSE13345, MOUSE13343	NEMVE04951
OG0008108	MOUSE49141, MOUSE49140	NEMVE07420
OG0008109	MOUSE04381	NEMVE24545
OG0008110	MOUSE19115	NEMVE05743
OG0008111	MOUSE51658	NEMVE07727
OG0008112	MOUSE07048, MOUSE07049	NEMVE09048
OG0008113	MOUSE19677, MOUSE19678	NEMVE10318
OG0008117	MOUSE30491	NEMVE18767
OG0008119	MOUSE38287, MOUSE38288, MOUSE38286, MOUSE38285	NEMVE13736
OG0008120	MOUSE33881, MOUSE33880	NEMVE22599
OG0008124	MOUSE14905	NEMVE02297
OG0008126	MOUSE30359, MOUSE30358	NEMVE22642
OG0008127	MOUSE38827	NEMVE22668
OG0008136	MOUSE28809, MOUSE28808, MOUSE28786	NEMVE22687
OG0008138	MOUSE12476, MOUSE10597, MOUSE43867	NEMVE12828, NEMVE11818, NEMVE11909, NEMVE12449
OG0008143	MOUSE03472, MOUSE03471	NEMVE12162
OG0008156	MOUSE27925, MOUSE27926	NEMVE06523, NEMVE16455
OG0008194	MOUSE24365, MOUSE24364, MOUSE24366	NEMVE19530
OG0008199	MOUSE48254, MOUSE48255	NEMVE13276, NEMVE00110
OG0008201	MOUSE40639	NEMVE14732
OG0008202	MOUSE24115, MOUSE24113	NEMVE22079
OG0008203	MOUSE09562	NEMVE25423
OG0008205	MOUSE25529	NEMVE06832
OG0008206	MOUSE23600, MOUSE23598	NEMVE22519, NEMVE12130
OG0008208	MOUSE40748	NEMVE15800
OG0008209	MOUSE38456, MOUSE38454, MOUSE38453, MOUSE38455	NEMVE24399
OG0008211	MOUSE32435, MOUSE32437, MOUSE32436	NEMVE24869
OG0008212	MOUSE05306	NEMVE24884
OG0008213	MOUSE16108	NEMVE06358, NEMVE12480
OG0008214	MOUSE38398, MOUSE38397	NEMVE17191
OG0008215	MOUSE29766, MOUSE29768, MOUSE29767	NEMVE05583
OG0008216	MOUSE07747, MOUSE07748	NEMVE01716
OG0008217	MOUSE14169	NEMVE05131
OG0008219	MOUSE21536	NEMVE07971
OG0008220	MOUSE21741, MOUSE55013	NEMVE14539
OG0008221	MOUSE49185, MOUSE49186, MOUSE49183, MOUSE49184, MOUSE49182, MOUSE49180, MOUSE49181	NEMVE15711
OG0008223	MOUSE53844	NEMVE21473, NEMVE14007
OG0008225	MOUSE03205, MOUSE03206	NEMVE21899, NEMVE20595
OG0008227	MOUSE09612, MOUSE09611	NEMVE16143
OG0008228	MOUSE40851, MOUSE40852	NEMVE08177, NEMVE08181
OG0008229	MOUSE25293	NEMVE25333
OG0008230	MOUSE12257, MOUSE12256, MOUSE12255	NEMVE18242
OG0008231	MOUSE21427	NEMVE15184
OG0008232	MOUSE04305	NEMVE14148
OG0008234	MOUSE06514	NEMVE07566
OG0008235	MOUSE33786	NEMVE14636
OG0008236	MOUSE25027, MOUSE25026, MOUSE25029, MOUSE25024	NEMVE07107, NEMVE20294
OG0008237	MOUSE18526	NEMVE24150
OG0008238	MOUSE42133	NEMVE23486
OG0008240	MOUSE03130, MOUSE03131, MOUSE03129	NEMVE14050
OG0008244	MOUSE17159	NEMVE19525
OG0008245	MOUSE32837, MOUSE32836, MOUSE32834, MOUSE32835	NEMVE06377
OG0008246	MOUSE02515	NEMVE13099
OG0008249	MOUSE50402	NEMVE25364
OG0008250	MOUSE48584, MOUSE48582, MOUSE48583	NEMVE25890
OG0008251	MOUSE03565, MOUSE03564	NEMVE25689
OG0008253	MOUSE36185	NEMVE08540
OG0008254	MOUSE30294, MOUSE30293	NEMVE25670
OG0008255	MOUSE32452	NEMVE14574
OG0008256	MOUSE06806, MOUSE06805	NEMVE22958
OG0008257	MOUSE52380, MOUSE52379	NEMVE24826
OG0008258	MOUSE24600	NEMVE25567
OG0008259	MOUSE06588	NEMVE16553
OG0008260	MOUSE32573, MOUSE32574	NEMVE00888
OG0008262	MOUSE25792	NEMVE01887
OG0008263	MOUSE20129	NEMVE07916
OG0008264	MOUSE19474, MOUSE19475	NEMVE07155
OG0008265	MOUSE54252, MOUSE54253	NEMVE17159
OG0008266	MOUSE27562, MOUSE27560, MOUSE27559, MOUSE27561	NEMVE13343
OG0008267	MOUSE14481	NEMVE17564
OG0008268	MOUSE25991	NEMVE01321
OG0008269	MOUSE15742	NEMVE10105
OG0008270	MOUSE33910, MOUSE33909, MOUSE33908	NEMVE21725, NEMVE21733
OG0008271	MOUSE18408, MOUSE18409	NEMVE16549
OG0008272	MOUSE27157	NEMVE09402
OG0008273	MOUSE04041	NEMVE12232
OG0008275	MOUSE32147	NEMVE16981
OG0008277	MOUSE45807, MOUSE45808, MOUSE45806	NEMVE07710
OG0008278	MOUSE37521, MOUSE37522	NEMVE14533
OG0008279	MOUSE30023	NEMVE24904
OG0008280	MOUSE15649, MOUSE15650, MOUSE15651	NEMVE07638
OG0008281	MOUSE20422	NEMVE24642
OG0008282	MOUSE33644, MOUSE33643	NEMVE13187
OG0008283	MOUSE37554	NEMVE08120
OG0008285	MOUSE49674, MOUSE19869	NEMVE22654, NEMVE05069
OG0008288	MOUSE34482, MOUSE34483, MOUSE34484	NEMVE15738
OG0008289	MOUSE25931, MOUSE25928, MOUSE25929, MOUSE25930	NEMVE22449, NEMVE20358
OG0008290	MOUSE45820	NEMVE21697
OG0008292	MOUSE51354, MOUSE51357, MOUSE51356, MOUSE51355, MOUSE51353	NEMVE17607
OG0008293	MOUSE44885	NEMVE08887
OG0008294	MOUSE40379, MOUSE40378	NEMVE25650
OG0008295	MOUSE18641	NEMVE23337
OG0008296	MOUSE29831, MOUSE29833, MOUSE29832	NEMVE01829
OG0008297	MOUSE02733	NEMVE24309
OG0008298	MOUSE34796	NEMVE23136
OG0008299	MOUSE05064	NEMVE13573
OG0008300	MOUSE32479, MOUSE32478	NEMVE06439
OG0008301	MOUSE21452, MOUSE21454, MOUSE21453	NEMVE05011
OG0008303	MOUSE08135, MOUSE08134	NEMVE07919
OG0008304	MOUSE12873	NEMVE16043
OG0008305	MOUSE22982, MOUSE22981	NEMVE18097
OG0008307	MOUSE42015, MOUSE42014	NEMVE05421
OG0008308	MOUSE15830	NEMVE25859
OG0008309	MOUSE23667	NEMVE22503
OG0008312	MOUSE06342, MOUSE06343	NEMVE03436
OG0008313	MOUSE06076	NEMVE13998
OG0008314	MOUSE23295	NEMVE20605, NEMVE03422
OG0008315	MOUSE46587	NEMVE22753
OG0008316	MOUSE26226, MOUSE26227	NEMVE05962
OG0008317	MOUSE25313, MOUSE25314, MOUSE25312	NEMVE03363
OG0008318	MOUSE07051	NEMVE06801
OG0008319	MOUSE34558, MOUSE34557	NEMVE14402
OG0008320	MOUSE03245	NEMVE01620
OG0008324	MOUSE38215, MOUSE38211, MOUSE38212	NEMVE05417
OG0008325	MOUSE49672	NEMVE14879
OG0008326	MOUSE09200	NEMVE11429
OG0008327	MOUSE38338	NEMVE15591
OG0008328	MOUSE36237	NEMVE14718
OG0008329	MOUSE26603, MOUSE26604	NEMVE02236
OG0008331	MOUSE24779	NEMVE01852
OG0008333	MOUSE15471, MOUSE15470	NEMVE24255
OG0008335	MOUSE17521	NEMVE24652
OG0008336	MOUSE06998, MOUSE06997	NEMVE04688
OG0008337	MOUSE16044	NEMVE22628
OG0008338	MOUSE28787, MOUSE00281	NEMVE20504, NEMVE01990
OG0008341	MOUSE10989	NEMVE06947, NEMVE19995
OG0008345	MOUSE27623	NEMVE05829
OG0008346	MOUSE18622	NEMVE22837
OG0008347	MOUSE05732, MOUSE05731	NEMVE06716
OG0008348	MOUSE27879	NEMVE13454
OG0008350	MOUSE38590, MOUSE38589	NEMVE23102
OG0008351	MOUSE04900	NEMVE13763
OG0008352	MOUSE19537	NEMVE08435
OG0008353	MOUSE39137	NEMVE03427
OG0008354	MOUSE04001, MOUSE03998, MOUSE03999, MOUSE04000	NEMVE21284
OG0008355	MOUSE02946	NEMVE15123
OG0008356	MOUSE34752, MOUSE34753	NEMVE26001, NEMVE23081
OG0008357	MOUSE51709	NEMVE06016
OG0008358	MOUSE49467	NEMVE04534
OG0008358	MOUSE49468	NEMVE09418
OG0008359	MOUSE28624, MOUSE28623	NEMVE23193
OG0008361	MOUSE34215, MOUSE34216	NEMVE23200
OG0008363	MOUSE20096	NEMVE14712
OG0008364	MOUSE40460, MOUSE19202	NEMVE25717
OG0008365	MOUSE47488, MOUSE47487	NEMVE03762
OG0008367	MOUSE00805	NEMVE03025
OG0008368	MOUSE23007	NEMVE13421
OG0008369	MOUSE04340	NEMVE13591
OG0008371	MOUSE37803, MOUSE33620	NEMVE01091
OG0008374	MOUSE14511, MOUSE14510, MOUSE14509	NEMVE13827
OG0008376	MOUSE15941, MOUSE15940	NEMVE06388
OG0008377	MOUSE22163	NEMVE21921
OG0008378	MOUSE22334	NEMVE05932
OG0008380	MOUSE49927	NEMVE25944, NEMVE19174
OG0008381	MOUSE40504, MOUSE40505, MOUSE40503	NEMVE14757
OG0008382	MOUSE49441	NEMVE24022
OG0008383	MOUSE34762	NEMVE05320
OG0008384	MOUSE24715	NEMVE13561
OG0008386	MOUSE06103	NEMVE03630
OG0008388	MOUSE18115	NEMVE13484
OG0008391	MOUSE31808, MOUSE31810, MOUSE31807, MOUSE31809	NEMVE14213
OG0008394	MOUSE52758, MOUSE52756, MOUSE52757, MOUSE52753, MOUSE52755, MOUSE52754	NEMVE06217
OG0008399	MOUSE15178	NEMVE23704
OG0008400	MOUSE48926, MOUSE48925	NEMVE13407
OG0008401	MOUSE23402	NEMVE09990
OG0008404	MOUSE25508	NEMVE00255
OG0008406	MOUSE33617	NEMVE13155
OG0008408	MOUSE54715, MOUSE54712, MOUSE54713, MOUSE54714, MOUSE54708, MOUSE54707, MOUSE54706, MOUSE54705, MOUSE54709, MOUSE54711, MOUSE54710, MOUSE54703	NEMVE23736
OG0008410	MOUSE25136	NEMVE13542
OG0008412	MOUSE30174	NEMVE25691
OG0008414	MOUSE30701, MOUSE30700	NEMVE23366
OG0008415	MOUSE36483	NEMVE24203
OG0008416	MOUSE07359	NEMVE18536
OG0008418	MOUSE25043, MOUSE25044	NEMVE10633
OG0008419	MOUSE18765, MOUSE18766	NEMVE25180
OG0008422	MOUSE20240	NEMVE10466
OG0008424	MOUSE10607	NEMVE22481
OG0008427	MOUSE00582, MOUSE00581, MOUSE00583	NEMVE19248
OG0008432	MOUSE15901, MOUSE15902, MOUSE15903, MOUSE15900	NEMVE18587
OG0008443	MOUSE16518, MOUSE16519, MOUSE16517	NEMVE23347
OG0008444	MOUSE20166, MOUSE20165	NEMVE00472, NEMVE15154
OG0008448	MOUSE07043, MOUSE07042	NEMVE08650
OG0008453	MOUSE41761, MOUSE41760, MOUSE41763, MOUSE41765, MOUSE41764, MOUSE41762	NEMVE13263
OG0008460	MOUSE00489	NEMVE25831
OG0008468	MOUSE15011, MOUSE52479, MOUSE52478, MOUSE52476, MOUSE52475, MOUSE52477	NEMVE22563
OG0008478	MOUSE01086, MOUSE01079, MOUSE01085, MOUSE01080, MOUSE01084, MOUSE01078, MOUSE01076, MOUSE01075, MOUSE01082, MOUSE01083, MOUSE01077	NEMVE12551
OG0008507	MOUSE44759	NEMVE23548
OG0008509	MOUSE34577, MOUSE34578	NEMVE24848
OG0008513	MOUSE14257, MOUSE14258, MOUSE14256	NEMVE23772
OG0008514	MOUSE48251, MOUSE48252, MOUSE48253, MOUSE48250, MOUSE48249, MOUSE48248	NEMVE07954
OG0008516	MOUSE27413, MOUSE27412	NEMVE24923
OG0008524	MOUSE46417	NEMVE08942
OG0008526	MOUSE33339, MOUSE33340	NEMVE05005
OG0008528	MOUSE29923	NEMVE18744
OG0008530	MOUSE48146	NEMVE14076
OG0008531	MOUSE30013	NEMVE22168
OG0008532	MOUSE20164	NEMVE22851
OG0008533	MOUSE00669	NEMVE14654
OG0008534	MOUSE44356	NEMVE25794
OG0008535	MOUSE40365, MOUSE40364	NEMVE02986
OG0008536	MOUSE05717, MOUSE05718	NEMVE07110
OG0008538	MOUSE19255	NEMVE22562
OG0008539	MOUSE49159	NEMVE20331, NEMVE24445
OG0008540	MOUSE30667	NEMVE13698
OG0008542	MOUSE01620	NEMVE23528
OG0008544	MOUSE49388, MOUSE49387	NEMVE25090
OG0008545	MOUSE40415, MOUSE40414	NEMVE22652
OG0008546	MOUSE19697	NEMVE09008
OG0008550	MOUSE34884, MOUSE34885, MOUSE34886	NEMVE02008
OG0008551	MOUSE45026, MOUSE45027, MOUSE45028	NEMVE17840
OG0008554	MOUSE49137, MOUSE28900, MOUSE19939	NEMVE08384
OG0008557	MOUSE11863, MOUSE11864	NEMVE10366
OG0008559	MOUSE26387, MOUSE26386, MOUSE26388	NEMVE16554
OG0008560	MOUSE17224, MOUSE17225, MOUSE17223	NEMVE15191, NEMVE10222
OG0008561	MOUSE04564	NEMVE01691
OG0008562	MOUSE32165, MOUSE32166	NEMVE18414
OG0008563	MOUSE37460	NEMVE14418
OG0008565	MOUSE19497, MOUSE19496	NEMVE08499, NEMVE19384
OG0008566	MOUSE35881, MOUSE35883, MOUSE35882	NEMVE06878
OG0008570	MOUSE15045	NEMVE11670, NEMVE09705
OG0008572	MOUSE16447, MOUSE16448	NEMVE16357
OG0008573	MOUSE32284	NEMVE25781
OG0008574	MOUSE34297, MOUSE34295, MOUSE34296	NEMVE24557
OG0008575	MOUSE42012, MOUSE42013	NEMVE01012
OG0008576	MOUSE46861, MOUSE46862	NEMVE22319
OG0008577	MOUSE15114, MOUSE15112, MOUSE15113	NEMVE07448
OG0008579	MOUSE09302	NEMVE23697
OG0008583	MOUSE09329, MOUSE09327, MOUSE09328	NEMVE00007
OG0008587	MOUSE07482	NEMVE23850
OG0008588	MOUSE06241	NEMVE16313
OG0008590	MOUSE13846, MOUSE13845	NEMVE20336, NEMVE06282
OG0008592	MOUSE25992	NEMVE23818, NEMVE06605
OG0008596	MOUSE38977	NEMVE22506
OG0008597	MOUSE48235	NEMVE11500, NEMVE24375
OG0008600	MOUSE21094	NEMVE14012, NEMVE22366
OG0008601	MOUSE03478, MOUSE03477	NEMVE22610
OG0008602	MOUSE18676	NEMVE07908
OG0008603	MOUSE01334	NEMVE25178
OG0008607	MOUSE01695, MOUSE24018, MOUSE24015, MOUSE24014	NEMVE22525
OG0008611	MOUSE23927	NEMVE12141, NEMVE22359
OG0008612	MOUSE23807, MOUSE23806	NEMVE16329, NEMVE16328, NEMVE18634
OG0008613	MOUSE39325, MOUSE39323, MOUSE39324, MOUSE39326	NEMVE06475
OG0008614	MOUSE44456	NEMVE23737
OG0008616	MOUSE30863, MOUSE30865, MOUSE30864	NEMVE10331
OG0008620	MOUSE20745, MOUSE20744	NEMVE09312
OG0008621	MOUSE48700	NEMVE23279
OG0008622	MOUSE35415, MOUSE35414, MOUSE35416, MOUSE54894, MOUSE54895, MOUSE54892	NEMVE25590
