Orthogroup	MOUSE	SCHMD
OG0005702	MOUSE50036	SCHMD27930
OG0005703	MOUSE25240, MOUSE25242, MOUSE25241, MOUSE25239	SCHMD17404
OG0005704	MOUSE12509	SCHMD11470
OG0005707	MOUSE47467	SCHMD05853
OG0005712	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244	SCHMD07067
OG0005714	MOUSE26001, MOUSE25998	SCHMD01804
OG0005715	MOUSE20698	SCHMD12420, SCHMD17206
OG0005718	MOUSE51203	SCHMD10737
OG0005720	MOUSE27884, MOUSE27887, MOUSE27885, MOUSE27886, MOUSE27883, MOUSE27882	SCHMD22971
OG0005721	MOUSE38074	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	MOUSE52812, MOUSE52818, MOUSE52822	SCHMD06963
OG0005724	MOUSE19172, MOUSE19171	SCHMD16415, SCHMD22314
OG0005725	MOUSE38671	SCHMD15122, SCHMD20635
OG0005727	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850	SCHMD10634, SCHMD08590
OG0005728	MOUSE28822	SCHMD03714
OG0005729	MOUSE00534	SCHMD24969
OG0005732	MOUSE16964	SCHMD29400, SCHMD29134
OG0005733	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347	SCHMD03723
OG0005734	MOUSE34566	SCHMD02857
OG0005735	MOUSE26088	SCHMD03046
OG0005737	MOUSE09035, MOUSE09036, MOUSE09032, MOUSE09033	SCHMD03849
OG0005740	MOUSE04743	SCHMD24212, SCHMD05560
OG0005744	MOUSE32597	SCHMD03440, SCHMD17406
OG0005745	MOUSE03898, MOUSE03899, MOUSE03900, MOUSE03897	SCHMD12070
OG0005746	MOUSE31574	SCHMD18087
OG0005749	MOUSE02162, MOUSE02161	SCHMD01444, SCHMD00011
OG0005750	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270	SCHMD13471, SCHMD16445
OG0005754	MOUSE32224, MOUSE32225	SCHMD05805, SCHMD05804
OG0005755	MOUSE28754	SCHMD12048
OG0005757	MOUSE10035, MOUSE10033, MOUSE10032, MOUSE10034, MOUSE10036	SCHMD07565
OG0005758	MOUSE29987, MOUSE29985	SCHMD02273
OG0005758	MOUSE55162, MOUSE29986	SCHMD02272
OG0005761	MOUSE15321	SCHMD17717
OG0005762	MOUSE29830	SCHMD02446
OG0005763	MOUSE19514	SCHMD07552
OG0005764	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696	SCHMD24702
OG0005765	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258	SCHMD18072, SCHMD07191
OG0005770	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715	SCHMD08433, SCHMD15883
OG0005771	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256	SCHMD04988
OG0005772	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301	SCHMD05049
OG0005774	MOUSE14621, MOUSE14620	SCHMD08709
OG0005775	MOUSE14235	SCHMD29828
OG0005776	MOUSE46891	SCHMD03919
OG0005779	MOUSE02825, MOUSE02824	SCHMD09046
OG0005783	MOUSE27843	SCHMD10823
OG0005788	MOUSE29202, MOUSE29203	SCHMD17492
OG0005789	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555	SCHMD07616, SCHMD07618
OG0005789	MOUSE49560	SCHMD07617
OG0005790	MOUSE03111, MOUSE03112, MOUSE03110	SCHMD05737, SCHMD05738
OG0005791	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620	SCHMD25739
OG0005793	MOUSE03696	SCHMD01801
OG0005794	MOUSE39910	SCHMD14298
OG0005795	MOUSE21846, MOUSE21845	SCHMD13893
OG0005795	MOUSE21844	SCHMD25984, SCHMD19867
OG0005796	MOUSE40257	SCHMD07390
OG0005797	MOUSE09433	SCHMD07039
OG0005799	MOUSE20188	SCHMD10266, SCHMD10268, SCHMD10267
OG0005800	MOUSE18364, MOUSE18363	SCHMD00983
OG0005801	MOUSE13511, MOUSE13516, MOUSE13515, MOUSE13513, MOUSE13512, MOUSE13514	SCHMD02270
OG0005802	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182	SCHMD00774
OG0005803	MOUSE55345, MOUSE55344	SCHMD20737
OG0005804	MOUSE16105, MOUSE33565, MOUSE33564	SCHMD08064, SCHMD11360
OG0005806	MOUSE37229, MOUSE37227, MOUSE37228	SCHMD15358
OG0005807	MOUSE16334, MOUSE16333	SCHMD05422
OG0005811	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243	SCHMD09652
OG0005812	MOUSE20449	SCHMD11310
OG0005813	MOUSE37235, MOUSE37233, MOUSE37234	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	MOUSE20797	SCHMD01776
OG0005815	MOUSE37926, MOUSE37929, MOUSE37928	SCHMD14928, SCHMD17547
OG0005816	MOUSE02992	SCHMD28319
OG0005817	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247	SCHMD05597, SCHMD01856
OG0005818	MOUSE01762, MOUSE01763	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	MOUSE04685	SCHMD08649
OG0005824	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408	SCHMD01009
OG0005828	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566	SCHMD21164, SCHMD18882
OG0005829	MOUSE00184	SCHMD10491
OG0005831	MOUSE06090, MOUSE06091, MOUSE06092	SCHMD04560
OG0005835	MOUSE02461, MOUSE02462	SCHMD06972
OG0005836	MOUSE27772, MOUSE27771, MOUSE27773	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	MOUSE48882	SCHMD28753
OG0005840	MOUSE21324	SCHMD07247
OG0005842	MOUSE28813, MOUSE28812, MOUSE28814, MOUSE28815	SCHMD15622
OG0005843	MOUSE21541, MOUSE21537	SCHMD06491
OG0005845	MOUSE04473, MOUSE04475	SCHMD05449
OG0005847	MOUSE24586	SCHMD14907
OG0005848	MOUSE05612, MOUSE18911, MOUSE05611	SCHMD10194, SCHMD07261
OG0005849	MOUSE22097, MOUSE22096	SCHMD07252
OG0005850	MOUSE33785, MOUSE33784	SCHMD04093
OG0005851	MOUSE33454	SCHMD25831, SCHMD26851
OG0005852	MOUSE31081	SCHMD02557
OG0005853	MOUSE07627	SCHMD29663, SCHMD04997
OG0005854	MOUSE49612	SCHMD19253, SCHMD17372
OG0005856	MOUSE27803, MOUSE38624, MOUSE38626, MOUSE38625, MOUSE38623, MOUSE27804, MOUSE18621, MOUSE18620, MOUSE18619	SCHMD06135
OG0005858	MOUSE37403, MOUSE37400	SCHMD20485
OG0005859	MOUSE19800	SCHMD09228
OG0005860	MOUSE20692	SCHMD03591
OG0005863	MOUSE16980, MOUSE16979	SCHMD02497
OG0005864	MOUSE02844, MOUSE02845	SCHMD10925
OG0005865	MOUSE50053, MOUSE34615	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	MOUSE27445	SCHMD03734
OG0005869	MOUSE28362, MOUSE28363	SCHMD26507, SCHMD23591
OG0005870	MOUSE31359, MOUSE31360	SCHMD09476
OG0005871	MOUSE36369	SCHMD00778
OG0005874	MOUSE22485, MOUSE22486	SCHMD05420
OG0005875	MOUSE45109	SCHMD00264
OG0005876	MOUSE40708, MOUSE40709	SCHMD17997, SCHMD16591
OG0005877	MOUSE01409, MOUSE01408	SCHMD25314
OG0005880	MOUSE10866	SCHMD04126
OG0005882	MOUSE41991	SCHMD00272
OG0005883	MOUSE15200, MOUSE15206, MOUSE15207, MOUSE15202, MOUSE15199	SCHMD01141
OG0005886	MOUSE07662, MOUSE07661	SCHMD18383
OG0005887	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548	SCHMD01687
OG0005888	MOUSE50312, MOUSE50313	SCHMD13482
OG0005889	MOUSE54433, MOUSE54434	SCHMD11972
OG0005890	MOUSE17344, MOUSE17345, MOUSE17343	SCHMD09184, SCHMD12140
OG0005892	MOUSE49067	SCHMD08931, SCHMD12929
OG0005895	MOUSE04970, MOUSE04969	SCHMD12191
OG0005897	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555	SCHMD08042
OG0005899	MOUSE48385	SCHMD12880
OG0005900	MOUSE33624	SCHMD03686
OG0005901	MOUSE49551	SCHMD15462
OG0005903	MOUSE45093, MOUSE45092	SCHMD00050
OG0005909	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446	SCHMD20781
OG0005910	MOUSE45054, MOUSE45055, MOUSE45051, MOUSE45052, MOUSE45053, MOUSE45056	SCHMD09520, SCHMD06408
OG0005913	MOUSE38856, MOUSE38854, MOUSE38855	SCHMD08000
OG0005917	MOUSE25460, MOUSE25461	SCHMD29553, SCHMD28782
OG0005918	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762	SCHMD16076, SCHMD19461
OG0005919	MOUSE24007	SCHMD24140, SCHMD26763
OG0005921	MOUSE16134, MOUSE16133, MOUSE16135	SCHMD20283
OG0005922	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611	SCHMD00392
OG0005923	MOUSE04049, MOUSE04048	SCHMD07170
OG0005924	MOUSE53385	SCHMD04645
OG0005924	MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384	SCHMD07545
OG0005926	MOUSE13286, MOUSE13285, MOUSE13284	SCHMD04836
OG0005927	MOUSE15506	SCHMD05874
OG0005928	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503	SCHMD22733, SCHMD16359
OG0005929	MOUSE48886, MOUSE48887	SCHMD10353, SCHMD25481, SCHMD18026
OG0005930	MOUSE10266	SCHMD12780
OG0005932	MOUSE24910, MOUSE24909	SCHMD11131, SCHMD00511
OG0005933	MOUSE20167	SCHMD09471
OG0005935	MOUSE13850, MOUSE13849	SCHMD06109
OG0005936	MOUSE19948, MOUSE19946, MOUSE19947	SCHMD24148, SCHMD16917
OG0005937	MOUSE14417, MOUSE14414, MOUSE14415, MOUSE14416	SCHMD13453
OG0005939	MOUSE46998, MOUSE46999, MOUSE47000	SCHMD09857
OG0005940	MOUSE27467	SCHMD20079
OG0005942	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979	SCHMD23166
OG0005946	MOUSE53517, MOUSE53518	SCHMD17764, SCHMD14112
OG0005947	MOUSE13123, MOUSE13120, MOUSE13122	SCHMD04554
OG0005948	MOUSE21172	SCHMD05630
OG0005949	MOUSE37563, MOUSE37562	SCHMD04688
OG0005950	MOUSE06852, MOUSE06853	SCHMD24842
OG0005952	MOUSE02830	SCHMD14057
OG0005955	MOUSE12785	SCHMD28997
OG0005956	MOUSE32844	SCHMD02817
OG0005959	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214	SCHMD19013
OG0005965	MOUSE36149, MOUSE36148	SCHMD08437
OG0005966	MOUSE16974, MOUSE16973	SCHMD21323, SCHMD27755
OG0005967	MOUSE14023	SCHMD05472
OG0005969	MOUSE18215	SCHMD09557
OG0005970	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326	SCHMD01213
OG0005971	MOUSE22460, MOUSE22457, MOUSE22459, MOUSE22458	SCHMD02682
OG0005973	MOUSE07223	SCHMD13962
OG0005974	MOUSE24033, MOUSE24031, MOUSE24032	SCHMD07776
OG0005977	MOUSE39172, MOUSE39171	SCHMD05710, SCHMD05711
OG0005978	MOUSE05375, MOUSE05374	SCHMD07295, SCHMD07297
OG0005979	MOUSE35577, MOUSE35576, MOUSE35575, MOUSE35579, MOUSE35580	SCHMD12835
OG0005982	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477	SCHMD25871, SCHMD22233
OG0005984	MOUSE13162	SCHMD15039, SCHMD22394
OG0005986	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135	SCHMD08044
OG0005987	MOUSE19110, MOUSE55047	SCHMD00944
OG0005989	MOUSE45928, MOUSE45929	SCHMD16692, SCHMD13968, SCHMD16691
OG0005991	MOUSE39460	SCHMD29601
OG0005993	MOUSE17253	SCHMD11427, SCHMD18715
OG0005994	MOUSE33621, MOUSE48840	SCHMD29551, SCHMD27858
OG0005995	MOUSE18219, MOUSE18218, MOUSE18220	SCHMD08037
OG0005998	MOUSE01071, MOUSE01072	SCHMD02380, SCHMD09950
OG0006000	MOUSE24686, MOUSE24684, MOUSE24685	SCHMD01538
OG0006001	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404	SCHMD09797, SCHMD09796
OG0006002	MOUSE02125, MOUSE02124	SCHMD03942
OG0006003	MOUSE50331, MOUSE50334	SCHMD28801, SCHMD05202
OG0006005	MOUSE03622	SCHMD22182, SCHMD08878
OG0006009	MOUSE32966, MOUSE32967, MOUSE32968	SCHMD19529
OG0006010	MOUSE26647, MOUSE26648	SCHMD15502
OG0006011	MOUSE05005, MOUSE05004, MOUSE05003	SCHMD19974, SCHMD20066
OG0006012	MOUSE27648, MOUSE19422	SCHMD04480, SCHMD08297, SCHMD18940
OG0006021	MOUSE07831, MOUSE20328, MOUSE28039	SCHMD03610, SCHMD01661, SCHMD05816
OG0006031	MOUSE27622, MOUSE27621, MOUSE27619, MOUSE27620, MOUSE27618, MOUSE10400, MOUSE10398, MOUSE10399	SCHMD16657
OG0006062	MOUSE14967	SCHMD24107
OG0006063	MOUSE09559, MOUSE09560	SCHMD23310, SCHMD03030
OG0006064	MOUSE19231	SCHMD10442
OG0006066	MOUSE15817	SCHMD10156
OG0006070	MOUSE06223	SCHMD12482, SCHMD20456
OG0006074	MOUSE07769	SCHMD10253
OG0006079	MOUSE44737, MOUSE44734	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	MOUSE39161, MOUSE39160	SCHMD03767, SCHMD03768
OG0006083	MOUSE39295, MOUSE39293, MOUSE39296, MOUSE39297, MOUSE39294, MOUSE39292	SCHMD05588
OG0006084	MOUSE30094	SCHMD04050
OG0006085	MOUSE41521, MOUSE41520	SCHMD06820, SCHMD25134
OG0006087	MOUSE27350	SCHMD02837
OG0006095	MOUSE27229, MOUSE50304	SCHMD01933
OG0006097	MOUSE12411, MOUSE12412, MOUSE12413, MOUSE12415, MOUSE12416, MOUSE12414	SCHMD02082
OG0006098	MOUSE09151, MOUSE09150, MOUSE09152, MOUSE09149	SCHMD03761
OG0006099	MOUSE14237, MOUSE15047	SCHMD01333, SCHMD00446
OG0006100	MOUSE49850, MOUSE49849	SCHMD13497
OG0006101	MOUSE44923, MOUSE44922, MOUSE44921	SCHMD20998, SCHMD13053
OG0006102	MOUSE01673	SCHMD05671
OG0006104	MOUSE06095, MOUSE06094	SCHMD02621
OG0006106	MOUSE31379, MOUSE31376, MOUSE31378	SCHMD07924
OG0006108	MOUSE29211, MOUSE17732	SCHMD01135
OG0006111	MOUSE45682, MOUSE45687, MOUSE45684	SCHMD08002
OG0006112	MOUSE49115, MOUSE49114, MOUSE49116	SCHMD08098
OG0006113	MOUSE15176	SCHMD19939, SCHMD12223
OG0006115	MOUSE00531	SCHMD11076, SCHMD17247
OG0006116	MOUSE20130	SCHMD23071, SCHMD20841
OG0006118	MOUSE09999	SCHMD01132
OG0006119	MOUSE35848, MOUSE35847	SCHMD11970
OG0006120	MOUSE40195	SCHMD01574
OG0006121	MOUSE09447, MOUSE09446	SCHMD07418
OG0006122	MOUSE05144	SCHMD04954
OG0006123	MOUSE40394, MOUSE40393	SCHMD01986
OG0006124	MOUSE40352	SCHMD06412
OG0006125	MOUSE43457, MOUSE43455, MOUSE43456	SCHMD18618
OG0006127	MOUSE49454, MOUSE49455	SCHMD21305
OG0006128	MOUSE49444, MOUSE49443, MOUSE49445, MOUSE49442	SCHMD10897
OG0006129	MOUSE36306	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	MOUSE10022, MOUSE10020	SCHMD03678
OG0006136	MOUSE36528, MOUSE36529, MOUSE21940, MOUSE21942	SCHMD24287, SCHMD09864
OG0006137	MOUSE33917, MOUSE33916, MOUSE33918, MOUSE33919, MOUSE33920	SCHMD12111, SCHMD06962
OG0006141	MOUSE51343, MOUSE51342, MOUSE51341	SCHMD14525
OG0006144	MOUSE20124	SCHMD00428, SCHMD04861
OG0006145	MOUSE34972	SCHMD01605
OG0006146	MOUSE41104, MOUSE41106, MOUSE41107	SCHMD09246
OG0006147	MOUSE31232	SCHMD22070
OG0006148	MOUSE10491, MOUSE10492	SCHMD13560, SCHMD22230
OG0006152	MOUSE00260, MOUSE00257	SCHMD06866
OG0006153	MOUSE30044	SCHMD01641
OG0006155	MOUSE30193, MOUSE30194	SCHMD16795, SCHMD26962
OG0006156	MOUSE38431, MOUSE38430	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	MOUSE07925	SCHMD08900
OG0006159	MOUSE27864, MOUSE27865	SCHMD22266
OG0006160	MOUSE24920	SCHMD05454
OG0006163	MOUSE27647, MOUSE27645, MOUSE27646	SCHMD15384
OG0006164	MOUSE26974	SCHMD06001
OG0006165	MOUSE28387	SCHMD04333, SCHMD04332
OG0006167	MOUSE40510	SCHMD07995
OG0006168	MOUSE50314	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	MOUSE45225	SCHMD23567
OG0006171	MOUSE33966, MOUSE33967, MOUSE33965, MOUSE33968	SCHMD11398
OG0006177	MOUSE44442, MOUSE44441	SCHMD21293
OG0006180	MOUSE23209	SCHMD14399, SCHMD04884
OG0006181	MOUSE43442, MOUSE43444, MOUSE43443, MOUSE43441	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	MOUSE14194, MOUSE14197	SCHMD11899
OG0006184	MOUSE15133, MOUSE15134	SCHMD09309
OG0006185	MOUSE31989	SCHMD16220, SCHMD19381
OG0006186	MOUSE16055	SCHMD00394
OG0006187	MOUSE30179, MOUSE30178	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	MOUSE32525, MOUSE32524	SCHMD05423
OG0006189	MOUSE53256, MOUSE53259	SCHMD01559
OG0006191	MOUSE19452	SCHMD07313
OG0006192	MOUSE27820, MOUSE27819	SCHMD08338
OG0006196	MOUSE29966	SCHMD07676
OG0006198	MOUSE46635	SCHMD06672, SCHMD06669, SCHMD06670
OG0006199	MOUSE15121, MOUSE15120, MOUSE15119	SCHMD04415, SCHMD04413
OG0006202	MOUSE12269, MOUSE12268	SCHMD08868
OG0006204	MOUSE22197, MOUSE22200, MOUSE22199, MOUSE22198	SCHMD16863
OG0006205	MOUSE54650	SCHMD14314
OG0006208	MOUSE48543	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	MOUSE13266	SCHMD08326, SCHMD23138
OG0006215	MOUSE33103, MOUSE33102	SCHMD09655
OG0006216	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855	SCHMD09510
OG0006217	MOUSE36677	SCHMD21927, SCHMD16840
OG0006219	MOUSE23061, MOUSE23063, MOUSE23062	SCHMD06440
OG0006220	MOUSE23373, MOUSE23372	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	MOUSE35282, MOUSE35283, MOUSE05694, MOUSE05695, MOUSE05696, MOUSE05697	SCHMD00700
OG0006224	MOUSE34843	SCHMD00469
OG0006226	MOUSE10482	SCHMD17067, SCHMD16763
OG0006227	MOUSE27758	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	MOUSE30115, MOUSE30114, MOUSE30116	SCHMD17318, SCHMD23866
OG0006230	MOUSE23377	SCHMD02493
OG0006233	MOUSE16038	SCHMD06980
OG0006234	MOUSE33398	SCHMD13683, SCHMD14118
OG0006235	MOUSE41751, MOUSE41752	SCHMD04538
OG0006239	MOUSE49322, MOUSE49321, MOUSE49323, MOUSE49320	SCHMD01406
OG0006240	MOUSE32816	SCHMD29814
OG0006246	MOUSE19829, MOUSE19828, MOUSE19827, MOUSE19830, MOUSE19825	SCHMD00484
OG0006247	MOUSE10299	SCHMD22174
OG0006248	MOUSE03884, MOUSE03885, MOUSE54081	SCHMD12206, SCHMD10060
OG0006249	MOUSE04079, MOUSE04078	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	MOUSE19187	SCHMD16390
OG0006252	MOUSE41299	SCHMD16745, SCHMD16993
OG0006253	MOUSE30887	SCHMD09135
OG0006254	MOUSE14074, MOUSE14075	SCHMD04705
OG0006258	MOUSE19643	SCHMD05887
OG0006259	MOUSE13823	SCHMD06837
OG0006260	MOUSE41017	SCHMD09985, SCHMD17439
OG0006261	MOUSE06910	SCHMD24384
OG0006263	MOUSE19929	SCHMD00121
OG0006267	MOUSE36950, MOUSE36947, MOUSE36949	SCHMD03685
OG0006268	MOUSE53582, MOUSE53581, MOUSE53580	SCHMD06847
OG0006269	MOUSE40907, MOUSE40906	SCHMD04606
OG0006271	MOUSE21994, MOUSE21993	SCHMD07857
OG0006275	MOUSE24704, MOUSE24705, MOUSE24706	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	MOUSE04582	SCHMD24774
OG0006279	MOUSE16388, MOUSE16387, MOUSE16386	SCHMD04231
OG0006280	MOUSE00019	SCHMD15524, SCHMD19210
OG0006281	MOUSE35102, MOUSE35103	SCHMD02340
OG0006282	MOUSE01452, MOUSE01451	SCHMD08230
OG0006283	MOUSE25149	SCHMD29071
OG0006283	MOUSE25148, MOUSE25150, MOUSE25147	SCHMD06325
OG0006284	MOUSE01517, MOUSE01515, MOUSE01516	SCHMD20607, SCHMD19598
OG0006285	MOUSE22194, MOUSE22195, MOUSE22196	SCHMD01607, SCHMD01606
OG0006286	MOUSE35473	SCHMD01297, SCHMD01298
OG0006289	MOUSE40814, MOUSE40816	SCHMD08039
OG0006290	MOUSE35141, MOUSE35140	SCHMD00955
OG0006291	MOUSE31402, MOUSE31403, MOUSE31400, MOUSE31401	SCHMD09043
OG0006293	MOUSE37627, MOUSE37625	SCHMD16297
OG0006294	MOUSE07913	SCHMD15450, SCHMD16229
OG0006295	MOUSE38121	SCHMD02966
OG0006297	MOUSE40886, MOUSE40885, MOUSE40887	SCHMD09759
OG0006298	MOUSE14670, MOUSE14671, MOUSE14672, MOUSE14673	SCHMD01046, SCHMD24624
OG0006301	MOUSE27376, MOUSE27375	SCHMD09923
OG0006304	MOUSE08044	SCHMD06368
OG0006305	MOUSE21331	SCHMD12627
OG0006306	MOUSE34251	SCHMD12510, SCHMD15396
OG0006310	MOUSE47347, MOUSE47348, MOUSE47344, MOUSE47345, MOUSE47349, MOUSE47346	SCHMD12354
OG0006311	MOUSE42035, MOUSE42034	SCHMD23312
OG0006313	MOUSE34183, MOUSE34185, MOUSE34184	SCHMD09169
OG0006314	MOUSE30884	SCHMD08096
OG0006315	MOUSE27789, MOUSE27788	SCHMD05407
OG0006316	MOUSE10556, MOUSE10555	SCHMD26139, SCHMD20052
OG0006319	MOUSE45688	SCHMD10541, SCHMD13166
OG0006321	MOUSE49369, MOUSE10030, MOUSE10028, MOUSE10029	SCHMD08365
OG0006322	MOUSE52872	SCHMD10221
OG0006323	MOUSE12964, MOUSE12965	SCHMD04105
OG0006325	MOUSE25844, MOUSE25845, MOUSE25843	SCHMD16004
OG0006327	MOUSE52333, MOUSE52331, MOUSE52329, MOUSE52334, MOUSE52332, MOUSE52330	SCHMD15773
OG0006329	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764	SCHMD08342
OG0006330	MOUSE51758, MOUSE51757	SCHMD08411
OG0006330	MOUSE51759	SCHMD08412
OG0006331	MOUSE42771, MOUSE42772	SCHMD09182, SCHMD12138
OG0006332	MOUSE27257, MOUSE27256	SCHMD14581
OG0006334	MOUSE48911, MOUSE48912	SCHMD05752
OG0006335	MOUSE14829	SCHMD11650, SCHMD08469
OG0006337	MOUSE51858, MOUSE10096	SCHMD11987, SCHMD11989
OG0006340	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902	SCHMD19432
OG0006341	MOUSE47414	SCHMD05125
OG0006344	MOUSE32264	SCHMD21084, SCHMD09358
OG0006347	MOUSE02467	SCHMD07723
OG0006349	MOUSE20753	SCHMD05182
OG0006350	MOUSE19460	SCHMD09296
OG0006351	MOUSE29657, MOUSE29658, MOUSE29659	SCHMD06816
OG0006352	MOUSE32257	SCHMD07373
OG0006353	MOUSE42828	SCHMD10639
OG0006360	MOUSE02221	SCHMD08060
OG0006362	MOUSE34247, MOUSE34248	SCHMD03337
OG0006363	MOUSE20221	SCHMD19238
OG0006364	MOUSE20680	SCHMD06510, SCHMD06511
OG0006365	MOUSE23279, MOUSE54173, MOUSE54172	SCHMD14860
OG0006370	MOUSE35591, MOUSE35592	SCHMD28920
OG0006372	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011	SCHMD07447
OG0006375	MOUSE16929	SCHMD00652
OG0006376	MOUSE25552, MOUSE25550, MOUSE25549	SCHMD06608
OG0006377	MOUSE13243	SCHMD10116
OG0006378	MOUSE36964, MOUSE36966, MOUSE36963	SCHMD10668, SCHMD11255
OG0006379	MOUSE07595	SCHMD18267
OG0006381	MOUSE02021, MOUSE02020	SCHMD24227, SCHMD16114
OG0006383	MOUSE16422	SCHMD26033, SCHMD18774
OG0006386	MOUSE47125, MOUSE47128, MOUSE47127, MOUSE47126	SCHMD13835, SCHMD19804
OG0006387	MOUSE16306, MOUSE34335	SCHMD14692
OG0006392	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925	SCHMD15116, SCHMD12579
OG0006395	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235	SCHMD08199
OG0006401	MOUSE22412, MOUSE22413, MOUSE39948, MOUSE39947	SCHMD19581, SCHMD26470
OG0006402	MOUSE31582	SCHMD13826, SCHMD09114
OG0006406	MOUSE05086, MOUSE05085	SCHMD27566
OG0006408	MOUSE08267, MOUSE08266, MOUSE08265	SCHMD11225
OG0006414	MOUSE20902	SCHMD18742
OG0006416	MOUSE13356, MOUSE13354, MOUSE13355, MOUSE13357	SCHMD03354
OG0006443	MOUSE20211	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	MOUSE13317, MOUSE13318	SCHMD18654
OG0006449	MOUSE13387, MOUSE13386	SCHMD06362
OG0006452	MOUSE23482, MOUSE52797, MOUSE52796	SCHMD23102, SCHMD15046
OG0006454	MOUSE04930, MOUSE04929	SCHMD07698, SCHMD07699
OG0006456	MOUSE19867, MOUSE19868	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	MOUSE48917	SCHMD16313
OG0006459	MOUSE27714, MOUSE27717	SCHMD21368
OG0006460	MOUSE49912, MOUSE49911	SCHMD24130, SCHMD18002
OG0006461	MOUSE52644	SCHMD19693, SCHMD11861
OG0006462	MOUSE14254, MOUSE14253	SCHMD07729
OG0006464	MOUSE15625, MOUSE15624	SCHMD12787, SCHMD19777
OG0006465	MOUSE08683, MOUSE08684	SCHMD28077, SCHMD07507
OG0006469	MOUSE03738	SCHMD02780
OG0006470	MOUSE36168	SCHMD16861
OG0006472	MOUSE38447	SCHMD23852, SCHMD12162
OG0006474	MOUSE15358, MOUSE15357, MOUSE15356	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	MOUSE39872	SCHMD12763
OG0006476	MOUSE38897	SCHMD29103, SCHMD25388
OG0006478	MOUSE18471, MOUSE18472	SCHMD01744
OG0006479	MOUSE35163, MOUSE35164	SCHMD20030
OG0006480	MOUSE21333	SCHMD01088
OG0006481	MOUSE02030, MOUSE51052	SCHMD02855
OG0006482	MOUSE07260, MOUSE07262	SCHMD06492
OG0006484	MOUSE20599, MOUSE20600	SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056
