Orthogroup	MOUSE	XENTR
OG0008399	MOUSE15178	XENTR00533
OG0008400	MOUSE48926, MOUSE48925	XENTR14794
OG0008401	MOUSE23402	XENTR01244
OG0008403	MOUSE33924	XENTR12767
OG0008404	MOUSE25508	XENTR06168
OG0008406	MOUSE33617	XENTR00299
OG0008410	MOUSE25136	XENTR02915
OG0008412	MOUSE30174	XENTR12300
OG0008414	MOUSE30701, MOUSE30700	XENTR09684
OG0008415	MOUSE36483	XENTR05488
OG0008416	MOUSE07359	XENTR12955
OG0008418	MOUSE25043	XENTR12382
OG0008419	MOUSE18765, MOUSE18766	XENTR01646
OG0008421	MOUSE31862, MOUSE31865, MOUSE31866, MOUSE31864, MOUSE31870, MOUSE31872, MOUSE31871, MOUSE31867, MOUSE31868, MOUSE31863	XENTR13250
OG0008422	MOUSE20240	XENTR09498
OG0008424	MOUSE10607	XENTR15296, XENTR15295
OG0008426	MOUSE11224, MOUSE11223, MOUSE11221	XENTR13473
OG0008427	MOUSE00582, MOUSE00581, MOUSE00583	XENTR09397
OG0008432	MOUSE15901, MOUSE15902, MOUSE15903, MOUSE15900	XENTR14433
OG0008437	MOUSE47342, MOUSE47341, MOUSE47338, MOUSE47339	XENTR04479
OG0008443	MOUSE16518, MOUSE16519, MOUSE16517	XENTR00168
OG0008444	MOUSE20166, MOUSE20165	XENTR12799
OG0008448	MOUSE07043, MOUSE07042	XENTR02405
OG0008453	MOUSE41761, MOUSE41760, MOUSE41763, MOUSE41765, MOUSE41764, MOUSE41762	XENTR16648
OG0008457	MOUSE28106, MOUSE28105	XENTR12984
OG0008459	MOUSE31202, MOUSE31204, MOUSE31205, MOUSE31203	XENTR02557
OG0008459	MOUSE52763, MOUSE14542	XENTR02346
OG0008460	MOUSE00489	XENTR01208, XENTR09150, XENTR01209
OG0008462	MOUSE51644, MOUSE51641	XENTR02662
OG0008463	MOUSE28117	XENTR09082, XENTR09083
OG0008463	MOUSE28118	XENTR09081
OG0008463	MOUSE20113	XENTR12788, XENTR12789
OG0008464	MOUSE43831	XENTR11058
OG0008465	MOUSE10384	XENTR05818
OG0008465	MOUSE44771, MOUSE44769, MOUSE44768, MOUSE44770	XENTR01445
OG0008466	MOUSE20510, MOUSE20511	XENTR09735, XENTR09736
OG0008468	MOUSE15011, MOUSE52479, MOUSE52478, MOUSE52476, MOUSE52475, MOUSE52477	XENTR06374
OG0008469	MOUSE12430	XENTR03754
OG0008470	MOUSE50169, MOUSE50168	XENTR13491
OG0008470	MOUSE50715	XENTR13692
OG0008488	MOUSE39624, MOUSE39627, MOUSE39630, MOUSE39622, MOUSE39633, MOUSE39632, MOUSE39631, MOUSE39621, MOUSE39623, MOUSE39629, MOUSE39628	XENTR11473
OG0008507	MOUSE44759	XENTR01430
OG0008509	MOUSE34577, MOUSE34578	XENTR18633
OG0008513	MOUSE14257, MOUSE14258, MOUSE14256	XENTR01278
OG0008514	MOUSE48251, MOUSE48252, MOUSE48253, MOUSE48250, MOUSE48249, MOUSE48248	XENTR03290
OG0008516	MOUSE27413, MOUSE27412	XENTR02387
OG0008522	MOUSE10300, MOUSE10301	XENTR15051
OG0008524	MOUSE46417	XENTR14679
OG0008526	MOUSE33339, MOUSE33340	XENTR00080
OG0008527	MOUSE24397	XENTR09697
OG0008528	MOUSE29923	XENTR03107
OG0008530	MOUSE48146	XENTR04917
OG0008531	MOUSE30013	XENTR00247
OG0008532	MOUSE20164	XENTR09247
OG0008533	MOUSE00669	XENTR01211
OG0008534	MOUSE44356	XENTR17291, XENTR17292
OG0008536	MOUSE05717, MOUSE05718	XENTR12616, XENTR06872, XENTR15937
OG0008538	MOUSE19255	XENTR18860
OG0008539	MOUSE49159	XENTR00471
OG0008542	MOUSE01620	XENTR15730
OG0008544	MOUSE49388, MOUSE49387	XENTR06640
OG0008546	MOUSE19697	XENTR07676
OG0008550	MOUSE34884, MOUSE34885, MOUSE34886	XENTR08428
OG0008551	MOUSE45026, MOUSE45027, MOUSE45028	XENTR09711
OG0008554	MOUSE49137	XENTR00467
OG0008554	MOUSE28900	XENTR06581
OG0008554	MOUSE19939	XENTR13244
OG0008555	MOUSE21750	XENTR05744
OG0008556	MOUSE24601, MOUSE24603	XENTR15403
OG0008557	MOUSE11863	XENTR04600
OG0008558	MOUSE20456	XENTR10140
OG0008559	MOUSE26387, MOUSE26386, MOUSE26388	XENTR05418
OG0008561	MOUSE04564	XENTR04937
OG0008562	MOUSE32165, MOUSE32166	XENTR11390
OG0008563	MOUSE37460	XENTR01203
OG0008565	MOUSE19497, MOUSE19496	XENTR00566
OG0008566	MOUSE35881, MOUSE35883, MOUSE35882	XENTR08865
OG0008567	MOUSE16695	XENTR00194
OG0008571	MOUSE49698	XENTR05962
OG0008572	MOUSE16447, MOUSE16448	XENTR11873
OG0008573	MOUSE32284	XENTR14331
OG0008576	MOUSE46861, MOUSE46862	XENTR09218
OG0008577	MOUSE15114, MOUSE15112, MOUSE15113	XENTR10407
OG0008578	MOUSE28739	XENTR01712
OG0008579	MOUSE09302	XENTR02161
OG0008583	MOUSE09329, MOUSE09327, MOUSE09328	XENTR02152
OG0008587	MOUSE07482	XENTR13433, XENTR06654
OG0008588	MOUSE06241	XENTR07394
OG0008591	MOUSE17017	XENTR01773
OG0008592	MOUSE25992	XENTR15407
OG0008595	MOUSE52110, MOUSE52109, MOUSE52111	XENTR07876
OG0008596	MOUSE38977	XENTR11812
OG0008597	MOUSE48235	XENTR03283
OG0008601	MOUSE03477	XENTR06414
OG0008602	MOUSE18676	XENTR08161
OG0008603	MOUSE01334	XENTR13283
OG0008604	MOUSE45999, MOUSE46000, MOUSE45997, MOUSE45998	XENTR01374
OG0008606	MOUSE38006, MOUSE38005, MOUSE38004	XENTR07130
OG0008607	MOUSE01695, MOUSE24018, MOUSE24015, MOUSE24014	XENTR04696
OG0008609	MOUSE38675	XENTR00940
OG0008611	MOUSE23927	XENTR09930
OG0008612	MOUSE23807, MOUSE23806	XENTR03918, XENTR03919
OG0008613	MOUSE39325, MOUSE39323, MOUSE39324, MOUSE39326	XENTR00748
OG0008614	MOUSE44456	XENTR16119
OG0008616	MOUSE30863, MOUSE30865, MOUSE30864	XENTR12832
OG0008618	MOUSE41026, MOUSE41025	XENTR18926
OG0008619	MOUSE08139, MOUSE08138	XENTR08491
OG0008622	MOUSE35415, MOUSE35414, MOUSE35416, MOUSE54894, MOUSE54895, MOUSE54892	XENTR02858
OG0008623	MOUSE50997, MOUSE50999, MOUSE51000, MOUSE50998, MOUSE51001	XENTR02601
OG0008624	MOUSE14025	XENTR04822
OG0008626	MOUSE12442	XENTR09686
OG0008627	MOUSE19246, MOUSE19248	XENTR13790
OG0008628	MOUSE38786, MOUSE38788, MOUSE38787	XENTR15960
OG0008629	MOUSE19794	XENTR08329
OG0008630	MOUSE04614	XENTR07701, XENTR11098
OG0008632	MOUSE04788	XENTR06853
OG0008633	MOUSE18648	XENTR18778
OG0008634	MOUSE24538	XENTR00176
OG0008636	MOUSE51760	XENTR12117
OG0008637	MOUSE22861, MOUSE22863	XENTR09639
OG0008638	MOUSE08512	XENTR06292
OG0008639	MOUSE28318, MOUSE28319	XENTR10525
OG0008640	MOUSE21249	XENTR08146
OG0008641	MOUSE37516, MOUSE37515	XENTR10943
OG0008644	MOUSE40228	XENTR09774
OG0008645	MOUSE28714, MOUSE28713	XENTR01722
OG0008646	MOUSE53646	XENTR10271
OG0008648	MOUSE20323	XENTR14108
OG0008649	MOUSE27403, MOUSE27402	XENTR09593
OG0008651	MOUSE50903, MOUSE50904	XENTR06051
OG0008653	MOUSE38606, MOUSE38607	XENTR00123
OG0008655	MOUSE01759	XENTR10795
OG0008656	MOUSE18782, MOUSE18783	XENTR01636
OG0008658	MOUSE06596	XENTR12731
OG0008660	MOUSE39693	XENTR16507
OG0008661	MOUSE46813	XENTR02006
OG0008662	MOUSE15369, MOUSE15370	XENTR00815
OG0008665	MOUSE47998	XENTR12695
OG0008668	MOUSE12404	XENTR12424
OG0008669	MOUSE03705	XENTR12612
OG0008670	MOUSE54856	XENTR14404
OG0008670	MOUSE53662, MOUSE53661, MOUSE53660	XENTR02325
OG0008672	MOUSE19106	XENTR06769
OG0008673	MOUSE10991	XENTR17073
OG0008674	MOUSE48164, MOUSE48166, MOUSE48167, MOUSE48165	XENTR04911
OG0008676	MOUSE36308, MOUSE36309	XENTR03487
OG0008677	MOUSE53180, MOUSE53181	XENTR01728
OG0008678	MOUSE02725, MOUSE02724	XENTR00530
OG0008680	MOUSE03255, MOUSE03254	XENTR07520
OG0008681	MOUSE47494	XENTR02732
OG0008683	MOUSE30026, MOUSE30024, MOUSE30025	XENTR00255
OG0008684	MOUSE23246	XENTR17487
OG0008685	MOUSE49648, MOUSE49652, MOUSE49649, MOUSE49650, MOUSE49651	XENTR10990
OG0008688	MOUSE41194	XENTR10721, XENTR10720
OG0008689	MOUSE50299, MOUSE07776, MOUSE07780, MOUSE50300, MOUSE50302, MOUSE50301, MOUSE50303	XENTR17820
OG0008692	MOUSE32603, MOUSE32605, MOUSE32604	XENTR06551
OG0008692	MOUSE22060	XENTR10012
OG0008693	MOUSE06192	XENTR13743
OG0008696	MOUSE14259	XENTR03916
OG0008698	MOUSE34370	XENTR11893
OG0008702	MOUSE19704	XENTR07672
OG0008702	MOUSE28934, MOUSE28935	XENTR15806
OG0008703	MOUSE26547	XENTR07187
OG0008704	MOUSE09244	XENTR02117
OG0008705	MOUSE50425, MOUSE50424	XENTR12231
OG0008706	MOUSE51742	XENTR11233
OG0008706	MOUSE30811, MOUSE30810, MOUSE30809, MOUSE30808	XENTR11434
OG0008707	MOUSE34962, MOUSE34961, MOUSE34949, MOUSE34951, MOUSE34948, MOUSE34957, MOUSE34956, MOUSE34960, MOUSE34954, MOUSE34958, MOUSE34955, MOUSE34953, MOUSE34959, MOUSE34950, MOUSE34952	XENTR04068
OG0008708	MOUSE33933	XENTR19283
OG0008708	MOUSE40354, MOUSE40355	XENTR07610, XENTR07611
OG0008709	MOUSE45830, MOUSE45829, MOUSE45828	XENTR17496
OG0008710	MOUSE13323	XENTR02940
OG0008711	MOUSE24517, MOUSE24512	XENTR07488
OG0008711	MOUSE24516	XENTR11626
OG0008731	MOUSE12154, MOUSE12095, MOUSE12055, MOUSE12056, MOUSE12096, MOUSE12144, MOUSE12069, MOUSE12070, MOUSE12109, MOUSE12060, MOUSE12100, MOUSE12167, MOUSE12166	XENTR13628
OG0008757	MOUSE15128, MOUSE15126, MOUSE15127	XENTR15319
OG0008758	MOUSE27236, MOUSE27235, MOUSE27234	XENTR11825
OG0008762	MOUSE42669, MOUSE42670	XENTR02066
OG0008763	MOUSE27368	XENTR02427
OG0008764	MOUSE16951, MOUSE16949	XENTR01847
OG0008764	MOUSE16952	XENTR13125
OG0008765	MOUSE08763, MOUSE08764, MOUSE26586	XENTR01115
OG0008766	MOUSE19453	XENTR17543
OG0008770	MOUSE05142	XENTR13131
OG0008771	MOUSE06958	XENTR03183
OG0008772	MOUSE03099	XENTR09094
OG0008778	MOUSE51693, MOUSE51692	XENTR11252
OG0008780	MOUSE07174, MOUSE07177, MOUSE07175, MOUSE07173	XENTR14575
OG0008782	MOUSE13520, MOUSE13521	XENTR16876
OG0008785	MOUSE31938, MOUSE31939	XENTR07791
OG0008786	MOUSE24891	XENTR06387
OG0008788	MOUSE26437	XENTR05389
OG0008790	MOUSE24655, MOUSE24652	XENTR13441
OG0008797	MOUSE02739, MOUSE02738	XENTR04552
OG0008798	MOUSE48719	XENTR12196
OG0008800	MOUSE17405, MOUSE17404	XENTR17354
OG0008804	MOUSE07111	XENTR06681
OG0008810	MOUSE51298, MOUSE51297	XENTR05795
OG0008814	MOUSE00828, MOUSE00827, MOUSE00830, MOUSE00831, MOUSE00829	XENTR07296
OG0008816	MOUSE19818, MOUSE19817	XENTR08319
OG0008817	MOUSE31491, MOUSE31489, MOUSE31490	XENTR04869
OG0008820	MOUSE34130	XENTR12860
OG0008821	MOUSE33897, MOUSE33896	XENTR12995
OG0008823	MOUSE04704	XENTR12534
OG0008826	MOUSE48874	XENTR12223
OG0008827	MOUSE38616, MOUSE38618, MOUSE38617	XENTR00125
OG0008828	MOUSE15507	XENTR10006
OG0008829	MOUSE10651, MOUSE10652	XENTR02771
OG0008830	MOUSE01441, MOUSE01437, MOUSE01438	XENTR09819
OG0008831	MOUSE25594	XENTR06786
OG0008832	MOUSE34693	XENTR10035
OG0008833	MOUSE03086, MOUSE03085	XENTR09089
OG0008835	MOUSE15639	XENTR08026
OG0008837	MOUSE04698	XENTR09454
OG0008838	MOUSE47510	XENTR02727
OG0008840	MOUSE28262	XENTR17338
OG0008841	MOUSE16912	XENTR01013
OG0008844	MOUSE09145, MOUSE09144, MOUSE09146	XENTR08180, XENTR08179
OG0008845	MOUSE54876	XENTR12608
OG0008850	MOUSE17198, MOUSE17197, MOUSE17196	XENTR08720
OG0008856	MOUSE05637, MOUSE05636	XENTR04432
OG0008861	MOUSE09067	XENTR04985
OG0008864	MOUSE52918	XENTR11291
OG0008865	MOUSE10430, MOUSE10429	XENTR05801
OG0008866	MOUSE22033, MOUSE22032	XENTR02743
OG0008867	MOUSE19845, MOUSE19844, MOUSE19846	XENTR08303
OG0008868	MOUSE35250	XENTR09129, XENTR01825
OG0008876	MOUSE20879, MOUSE20878	XENTR06703
OG0008878	MOUSE10874	XENTR05995
OG0008880	MOUSE45005, MOUSE45006	XENTR08473
OG0008883	MOUSE46439	XENTR14680
OG0008885	MOUSE35190, MOUSE35192, MOUSE35193, MOUSE35191	XENTR05361
OG0008888	MOUSE49916	XENTR16929
OG0008889	MOUSE48663, MOUSE48662	XENTR16790
OG0008891	MOUSE32229	XENTR04230
OG0008893	MOUSE49694, MOUSE49695	XENTR05960
OG0008894	MOUSE18710	XENTR04142
OG0008897	MOUSE37938, MOUSE37939, MOUSE37937	XENTR06355
OG0008898	MOUSE03798	XENTR12710
OG0008900	MOUSE18163, MOUSE18162	XENTR19020
OG0008901	MOUSE24830, MOUSE24829, MOUSE24831, MOUSE24832, MOUSE24828	XENTR03514
OG0008903	MOUSE46743, MOUSE46744, MOUSE46745, MOUSE46742	XENTR10495
OG0008907	MOUSE46078	XENTR00990
OG0008910	MOUSE12297, MOUSE12296	XENTR16947
OG0008913	MOUSE29119	XENTR13335
OG0008914	MOUSE45349, MOUSE45348	XENTR18435
OG0008915	MOUSE36164, MOUSE36165, MOUSE36166	XENTR11557
OG0008916	MOUSE47765	XENTR08820
OG0008918	MOUSE30436, MOUSE30431, MOUSE30432, MOUSE30433, MOUSE30434, MOUSE30430, MOUSE30429	XENTR17829
OG0008922	MOUSE39477, MOUSE39478, MOUSE39476	XENTR16400
OG0008923	MOUSE06840	XENTR06066
OG0008924	MOUSE04707	XENTR06805
OG0008925	MOUSE13959	XENTR18119, XENTR18120
OG0008928	MOUSE35466, MOUSE35465	XENTR03363
OG0008929	MOUSE27550, MOUSE27549	XENTR15313
OG0008932	MOUSE00385, MOUSE00383, MOUSE00384	XENTR14349
OG0008933	MOUSE53468	XENTR18753
OG0008936	MOUSE44624, MOUSE44626, MOUSE44625, MOUSE44627, MOUSE44623, MOUSE44622	XENTR12579
OG0008937	MOUSE22000	XENTR15417
OG0008938	MOUSE40564, MOUSE40565	XENTR06454
OG0008942	MOUSE33589	XENTR00312
OG0008943	MOUSE53458	XENTR18743
OG0008946	MOUSE38810, MOUSE38812, MOUSE38811	XENTR10610
OG0008953	MOUSE04195, MOUSE04196	XENTR13813
OG0008955	MOUSE27924, MOUSE27921, MOUSE27922, MOUSE27920, MOUSE27923	XENTR13024
OG0008959	MOUSE35130	XENTR11608
OG0008962	MOUSE06875, MOUSE07062	XENTR02396
OG0008962	MOUSE30003	XENTR03074
OG0008974	MOUSE55386, MOUSE55387	XENTR03969
OG0008974	MOUSE55384	XENTR03968
OG0008974	MOUSE52532	XENTR08385
OG0008976	MOUSE33992	XENTR08459
OG0008976	MOUSE33993	XENTR08461, XENTR08460
OG0008977	MOUSE13417	XENTR05118
OG0008979	MOUSE13239, MOUSE13236, MOUSE13235, MOUSE13232, MOUSE13237, MOUSE13238, MOUSE13234, MOUSE13233	XENTR13702
OG0008980	MOUSE39913	XENTR12157
OG0008980	MOUSE05494, MOUSE05493, MOUSE05492	XENTR12255
OG0008981	MOUSE01074	XENTR00863
OG0008982	MOUSE44091	XENTR14117, XENTR14118
OG0008982	MOUSE27231	XENTR17101
OG0008983	MOUSE19196, MOUSE19198, MOUSE19194	XENTR03651
OG0008985	MOUSE28411	XENTR01402
OG0008985	MOUSE32044	XENTR05177
OG0008986	MOUSE00356	XENTR07987
OG0008986	MOUSE18573	XENTR10891
OG0008987	MOUSE00027, MOUSE00026	XENTR08155
OG0008987	MOUSE07374, MOUSE07378, MOUSE07376, MOUSE07375, MOUSE07377	XENTR03821
OG0008988	MOUSE36739	XENTR16192
OG0008988	MOUSE40537, MOUSE40536	XENTR06462
OG0008990	MOUSE39907, MOUSE39906, MOUSE39905, MOUSE39904	XENTR18969
OG0008991	MOUSE18398	XENTR04347
OG0008991	MOUSE32652, MOUSE32653, MOUSE32655, MOUSE32651	XENTR04306
OG0008992	MOUSE42534, MOUSE42533	XENTR11472
OG0008992	MOUSE15862, MOUSE15859, MOUSE15857, MOUSE15861, MOUSE15860, MOUSE15858, MOUSE15865	XENTR12972
OG0008993	MOUSE16296, MOUSE16292, MOUSE16297, MOUSE16293, MOUSE16294, MOUSE16295, MOUSE16299, MOUSE16298, MOUSE16300, MOUSE16301	XENTR17473
OG0008994	MOUSE17091	XENTR07344, XENTR07347
OG0008995	MOUSE46583, MOUSE46584, MOUSE46580, MOUSE46581, MOUSE46582, MOUSE46578, MOUSE46571, MOUSE46574, MOUSE46572, MOUSE46573, MOUSE46576, MOUSE46577	XENTR14669, XENTR14671, XENTR14670, XENTR14672
OG0009000	MOUSE12276	XENTR15924
OG0009043	MOUSE10386	XENTR05816
OG0009044	MOUSE10634	XENTR02767
OG0009049	MOUSE14978, MOUSE14977	XENTR01808
OG0009056	MOUSE27818, MOUSE27817	XENTR14357
OG0009062	MOUSE32359	XENTR15250
OG0009064	MOUSE29482	XENTR00259
OG0009067	MOUSE39418	XENTR05610
OG0009071	MOUSE00530	XENTR09140
OG0009073	MOUSE32602	XENTR00404
OG0009074	MOUSE24164, MOUSE24163	XENTR17588
OG0009075	MOUSE10435	XENTR04147, XENTR04735
OG0009076	MOUSE20415	XENTR03060
OG0009077	MOUSE10337	XENTR05836
OG0009078	MOUSE01572, MOUSE01573, MOUSE01571	XENTR13806
OG0009083	MOUSE21748	XENTR08072
OG0009084	MOUSE35410	XENTR02856
OG0009085	MOUSE34580	XENTR18385
OG0009091	MOUSE04753, MOUSE04752	XENTR17870
OG0009092	MOUSE01545, MOUSE01546, MOUSE01544, MOUSE01543	XENTR10635
OG0009094	MOUSE05055, MOUSE05054	XENTR10520
OG0009095	MOUSE49666, MOUSE49665	XENTR10980
OG0009110	MOUSE22450, MOUSE22451	XENTR16546
OG0009113	MOUSE19992	XENTR04030
OG0009113	MOUSE04401, MOUSE04400, MOUSE04399	XENTR11147
OG0009114	MOUSE54781, MOUSE54780	XENTR11579
OG0009115	MOUSE17519	XENTR11528
OG0009117	MOUSE07867, MOUSE07866, MOUSE07865	XENTR03032
OG0009120	MOUSE10606, MOUSE10604	XENTR15294
OG0009121	MOUSE07441, MOUSE07442	XENTR00158
OG0009123	MOUSE12695, MOUSE12694	XENTR15835
OG0009128	MOUSE39266, MOUSE39264, MOUSE39265, MOUSE39267	XENTR00737
OG0009129	MOUSE25456	XENTR15610
OG0009132	MOUSE14958, MOUSE14956, MOUSE14957	XENTR01804
OG0009133	MOUSE34361	XENTR11902
OG0009134	MOUSE50514, MOUSE50515	XENTR10816
OG0009135	MOUSE34506	XENTR16474, XENTR16473
OG0009140	MOUSE28878, MOUSE28881, MOUSE28880	XENTR02954
OG0009141	MOUSE15815	XENTR15151, XENTR15152
OG0009142	MOUSE28370, MOUSE28369, MOUSE28368	XENTR02473
OG0009143	MOUSE54303, MOUSE54306, MOUSE54304, MOUSE54305	XENTR06373
OG0009144	MOUSE27816	XENTR14358
OG0009145	MOUSE13074	XENTR12719
OG0009147	MOUSE16986	XENTR07352
OG0009149	MOUSE49502	XENTR08896
OG0009150	MOUSE16676	XENTR00187
OG0009151	MOUSE21163	XENTR08144
OG0009152	MOUSE00808	XENTR08136
OG0009154	MOUSE05714	XENTR15935
OG0009154	MOUSE26592	XENTR01110
OG0009156	MOUSE12631, MOUSE12632, MOUSE12633, MOUSE12630	XENTR03631, XENTR19240
OG0009157	MOUSE27871	XENTR08043
OG0009158	MOUSE07629, MOUSE07630	XENTR11691
OG0009163	MOUSE06417	XENTR09796
OG0009164	MOUSE33197, MOUSE33198	XENTR00363
OG0009166	MOUSE12629, MOUSE12628	XENTR03630
OG0009167	MOUSE27821	XENTR04250
OG0009168	MOUSE41404	XENTR15272
OG0009169	MOUSE31278	XENTR01317
OG0009170	MOUSE46767	XENTR02020
OG0009172	MOUSE35213	XENTR05351
OG0009174	MOUSE21100, MOUSE21102, MOUSE21101	XENTR08267
OG0009176	MOUSE15432, MOUSE15433	XENTR06244
OG0009178	MOUSE53596	XENTR07927, XENTR15065, XENTR19052, XENTR03492
OG0009179	MOUSE03001, MOUSE55326	XENTR11140
OG0009180	MOUSE38073	XENTR01524
OG0009180	MOUSE02743	XENTR04549
OG0009181	MOUSE44786	XENTR08802
OG0009185	MOUSE10498, MOUSE10499, MOUSE10501, MOUSE10500	XENTR04756
OG0009193	MOUSE17229, MOUSE17228, MOUSE17227	XENTR09952
OG0009194	MOUSE43276	XENTR11669
OG0009196	MOUSE10369, MOUSE32589	XENTR17135
OG0009197	MOUSE13072, MOUSE13073, MOUSE13071	XENTR12720
OG0009203	MOUSE39088, MOUSE39087	XENTR05979
OG0009206	MOUSE18726	XENTR04125
OG0009206	MOUSE39467	XENTR17663
OG0009207	MOUSE06895, MOUSE06894, MOUSE06896	XENTR02880
OG0009208	MOUSE26363	XENTR05416
OG0009208	MOUSE53326	XENTR12625
OG0009211	MOUSE00180	XENTR09177
OG0009212	MOUSE50570, MOUSE50571	XENTR05700
OG0009214	MOUSE38079, MOUSE38080, MOUSE38081	XENTR01523
OG0009215	MOUSE20391, MOUSE20392, MOUSE20394, MOUSE20393, MOUSE20390, MOUSE20388, MOUSE20387, MOUSE20389	XENTR15785
OG0009216	MOUSE21754, MOUSE21753	XENTR06953, XENTR05743
OG0009218	MOUSE23606	XENTR02582
OG0009218	MOUSE39150, MOUSE39149	XENTR16284
OG0009219	MOUSE26298, MOUSE26299, MOUSE26297, MOUSE26294, MOUSE26293, MOUSE26296, MOUSE26295	XENTR12699
OG0009220	MOUSE14052	XENTR04808
OG0009220	MOUSE14061	XENTR04802
OG0009221	MOUSE05191, MOUSE05189, MOUSE05190	XENTR06861
OG0009221	MOUSE53325, MOUSE53324	XENTR12626
OG0009222	MOUSE16851	XENTR16176
OG0009223	MOUSE40193, MOUSE15376, MOUSE15382, MOUSE15383, MOUSE15196, MOUSE15197, MOUSE15380, MOUSE15374	XENTR00834, XENTR00836, XENTR18906, XENTR00835
OG0009224	MOUSE12759	XENTR01973
OG0009224	MOUSE03116	XENTR08723
OG0009225	MOUSE02935, MOUSE02934	XENTR13638
OG0009226	MOUSE03575, MOUSE03574, MOUSE03572, MOUSE03571, MOUSE03573	XENTR09732
OG0009227	MOUSE23867	XENTR06663
OG0009228	MOUSE43568	XENTR11050, XENTR11051
OG0009229	MOUSE05219	XENTR10850
OG0009229	MOUSE39803	XENTR03336
OG0009229	MOUSE26492, MOUSE26493	XENTR07168
OG0009230	MOUSE50111	XENTR06967
OG0009231	MOUSE15899, MOUSE15897	XENTR02740
OG0009232	MOUSE32306, MOUSE32305	XENTR18701
OG0009233	MOUSE36355, MOUSE36356, MOUSE36354, MOUSE36357, MOUSE36353, MOUSE36349, MOUSE36350	XENTR03475
OG0009234	MOUSE36028, MOUSE36029, MOUSE36027	XENTR11084
OG0009245	MOUSE00706, MOUSE00707	XENTR09623
OG0009245	MOUSE29282, MOUSE29283	XENTR08188
OG0009251	MOUSE54400, MOUSE17983, MOUSE45725, MOUSE45724, MOUSE45723, MOUSE45789, MOUSE45791, MOUSE45787, MOUSE45786, MOUSE45790, MOUSE45794, MOUSE45793, MOUSE45792	XENTR17446
OG0009260	MOUSE31634, MOUSE16166, MOUSE55696, MOUSE12877, MOUSE15171, MOUSE27724	XENTR04411, XENTR11613, XENTR15348, XENTR02951, XENTR02947, XENTR03517, XENTR12188, XENTR03711, XENTR17610, XENTR15330, XENTR13321, XENTR00042, XENTR07800, XENTR13764
OG0009292	MOUSE33543, MOUSE33540, MOUSE33542, MOUSE33541	XENTR00031
OG0009293	MOUSE33110	XENTR00339
OG0009296	MOUSE19216	XENTR07536
OG0009297	MOUSE50510, MOUSE50511	XENTR10817
OG0009299	MOUSE18419	XENTR16774
OG0009305	MOUSE19780	XENTR05087
OG0009310	MOUSE20845, MOUSE20846, MOUSE20847	XENTR04713
OG0009312	MOUSE14319	XENTR19195
OG0009313	MOUSE17103	XENTR13994
OG0009322	MOUSE25335, MOUSE25334	XENTR17166
OG0009323	MOUSE14574, MOUSE24269, MOUSE14573, MOUSE14572, MOUSE14575	XENTR01740
OG0009325	MOUSE41277, MOUSE41274, MOUSE41276, MOUSE41275	XENTR16649
OG0009327	MOUSE45960, MOUSE45957, MOUSE45959, MOUSE45958, MOUSE45956	XENTR15982
OG0009328	MOUSE07749, MOUSE07750	XENTR12103
OG0009331	MOUSE25280	XENTR17478
OG0009335	MOUSE48885, MOUSE48884, MOUSE48883	XENTR12227
OG0009338	MOUSE48712, MOUSE48710, MOUSE48711	XENTR12193
OG0009340	MOUSE16114	XENTR00645
OG0009344	MOUSE38518, MOUSE38516, MOUSE38517	XENTR16272
OG0009345	MOUSE05667	XENTR06923
OG0009348	MOUSE37547	XENTR10930
OG0009350	MOUSE41998, MOUSE41999	XENTR18971
OG0009356	MOUSE38682	XENTR00935
OG0009357	MOUSE10518	XENTR04763
OG0009358	MOUSE05615	XENTR01725
OG0009363	MOUSE37978	XENTR06448
OG0009365	MOUSE18517, MOUSE18516, MOUSE53639	XENTR06775
OG0009369	MOUSE52795	XENTR02787
OG0009371	MOUSE33875, MOUSE33876	XENTR13674
OG0009378	MOUSE13979	XENTR01763
OG0009380	MOUSE02155	XENTR13669
OG0009384	MOUSE00727	XENTR10265
OG0009385	MOUSE15221, MOUSE15220, MOUSE15222	XENTR00823
OG0009386	MOUSE19254	XENTR13795
OG0009392	MOUSE14274, MOUSE14273, MOUSE14272	XENTR05621
OG0009398	MOUSE03108, MOUSE03109, MOUSE03107, MOUSE03106	XENTR09101
OG0009401	MOUSE06081	XENTR13121
OG0009403	MOUSE54593	XENTR12595
OG0009404	MOUSE16568	XENTR16759
OG0009407	MOUSE03777	XENTR07335
OG0009415	MOUSE04388	XENTR11153
OG0009419	MOUSE35534	XENTR01883
OG0009423	MOUSE44884, MOUSE09859, MOUSE44883	XENTR13223
OG0009424	MOUSE11535, MOUSE11534, MOUSE11537	XENTR04272
OG0009425	MOUSE00919	XENTR14941
OG0009426	MOUSE08240, MOUSE08241	XENTR14917
OG0009430	MOUSE47767, MOUSE47766	XENTR02515
OG0009434	MOUSE37630	XENTR13915
OG0009436	MOUSE51411	XENTR12131
OG0009448	MOUSE03877, MOUSE03878	XENTR12182
OG0009449	MOUSE13049, MOUSE13048, MOUSE13047	XENTR00895
OG0009457	MOUSE18378	XENTR01748
OG0009459	MOUSE49721, MOUSE49720, MOUSE49719	XENTR07773
OG0009461	MOUSE49693	XENTR05959
OG0009461	MOUSE28857	XENTR02959
