Orthogroup	MOUSE	SACKO_ok
OG0007378	MOUSE04222, MOUSE04221	SACKO_28900
OG0007379	MOUSE08208, MOUSE08209	SACKO_02167
OG0007381	MOUSE06415, MOUSE06416, MOUSE06414	SACKO_28784
OG0007382	MOUSE16189, MOUSE16187, MOUSE16188, MOUSE16186	SACKO_05172
OG0007384	MOUSE06624, MOUSE06627, MOUSE06626, MOUSE06625	SACKO_27376
OG0007385	MOUSE27240, MOUSE27239, MOUSE27238	SACKO_04570
OG0007386	MOUSE35741, MOUSE35743, MOUSE35742	SACKO_01652
OG0007387	MOUSE32806	SACKO_09468
OG0007388	MOUSE35885, MOUSE35884, MOUSE35886	SACKO_14877
OG0007389	MOUSE25933, MOUSE25934	SACKO_26727
OG0007390	MOUSE38551, MOUSE38550, MOUSE38552	SACKO_33338, SACKO_33332
OG0007391	MOUSE50178, MOUSE50176, MOUSE50177	SACKO_21964
OG0007392	MOUSE32236, MOUSE32238, MOUSE32237	SACKO_27481
OG0007393	MOUSE07668	SACKO_14611
OG0007394	MOUSE42619	SACKO_03844
OG0007395	MOUSE06300, MOUSE06302, MOUSE06301	SACKO_31545
OG0007396	MOUSE48951	SACKO_26791
OG0007397	MOUSE33684	SACKO_15113
OG0007399	MOUSE43864	SACKO_31407
OG0007400	MOUSE15646	SACKO_33808
OG0007401	MOUSE13110, MOUSE54883	SACKO_08238
OG0007402	MOUSE17044, MOUSE17045	SACKO_04236
OG0007403	MOUSE40243, MOUSE40242, MOUSE40241, MOUSE40240	SACKO_01258
OG0007405	MOUSE14442	SACKO_04392
OG0007406	MOUSE15290, MOUSE15291, MOUSE15289, MOUSE15292, MOUSE15288	SACKO_00715
OG0007407	MOUSE21054	SACKO_29878
OG0007408	MOUSE13504	SACKO_14246
OG0007409	MOUSE00404, MOUSE00402	SACKO_14248
OG0007410	MOUSE12955, MOUSE14285, MOUSE14286	SACKO_23508
OG0007411	MOUSE19154, MOUSE19155	SACKO_17084
OG0007412	MOUSE23326, MOUSE23325	SACKO_32563
OG0007413	MOUSE53007	SACKO_07464
OG0007414	MOUSE33295, MOUSE33294, MOUSE33296	SACKO_27621
OG0007415	MOUSE05666	SACKO_12609
OG0007416	MOUSE36386	SACKO_12977
OG0007417	MOUSE37895, MOUSE37894	SACKO_18265
OG0007418	MOUSE04928	SACKO_04419
OG0007419	MOUSE03772	SACKO_18390
OG0007421	MOUSE02352	SACKO_24530
OG0007422	MOUSE07286, MOUSE40322, MOUSE07287, MOUSE07288	SACKO_18085
OG0007423	MOUSE15054	SACKO_05691
OG0007424	MOUSE17046	SACKO_04235
OG0007425	MOUSE18550, MOUSE18548	SACKO_04075
OG0007426	MOUSE44587	SACKO_07417
OG0007427	MOUSE46815	SACKO_06540
OG0007428	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209	SACKO_01408
OG0007429	MOUSE02008	SACKO_06357
OG0007430	MOUSE16094, MOUSE16096, MOUSE16095, MOUSE16097	SACKO_33825
OG0007431	MOUSE08705	SACKO_10373
OG0007432	MOUSE51045	SACKO_30749
OG0007433	MOUSE44443, MOUSE44444	SACKO_22715
OG0007434	MOUSE17032, MOUSE17035, MOUSE17034, MOUSE17033	SACKO_33383
OG0007435	MOUSE18373	SACKO_30923
OG0007436	MOUSE01139, MOUSE01137, MOUSE01136, MOUSE01138	SACKO_26218
OG0007437	MOUSE40494, MOUSE40495	SACKO_25222
OG0007438	MOUSE25113, MOUSE25112	SACKO_00922
OG0007439	MOUSE18803	SACKO_29991
OG0007440	MOUSE23442	SACKO_10814
OG0007441	MOUSE18962	SACKO_14251
OG0007442	MOUSE33512	SACKO_27570
OG0007443	MOUSE37706	SACKO_05431
OG0007444	MOUSE27639, MOUSE27643, MOUSE27640, MOUSE27642, MOUSE27641, MOUSE09669	SACKO_22410
OG0007445	MOUSE15761, MOUSE15762, MOUSE15760	SACKO_00305
OG0007446	MOUSE37963, MOUSE37961	SACKO_21720
OG0007447	MOUSE48737, MOUSE48736	SACKO_20393
OG0007448	MOUSE01474, MOUSE01473	SACKO_14073
OG0007450	MOUSE07464	SACKO_02178
OG0007451	MOUSE12346	SACKO_11696
OG0007452	MOUSE36786	SACKO_14474
OG0007453	MOUSE46202, MOUSE46201	SACKO_27404
OG0007454	MOUSE22524	SACKO_17444
OG0007455	MOUSE55231, MOUSE55229, MOUSE55228	SACKO_20785
OG0007456	MOUSE37583	SACKO_29043
OG0007457	MOUSE51393	SACKO_15961
OG0007458	MOUSE32631, MOUSE32630	SACKO_15110
OG0007459	MOUSE35765, MOUSE35764, MOUSE35766	SACKO_17963
OG0007460	MOUSE18660	SACKO_17949
OG0007461	MOUSE08148, MOUSE08149	SACKO_11988
OG0007462	MOUSE01188, MOUSE01187	SACKO_05918
OG0007463	MOUSE01879, MOUSE01878	SACKO_30515
OG0007464	MOUSE39781	SACKO_02099
OG0007465	MOUSE04958, MOUSE04957, MOUSE04956	SACKO_29080, SACKO_32543
OG0007466	MOUSE27626, MOUSE27627, MOUSE27628	SACKO_24925
OG0007467	MOUSE32975, MOUSE32976, MOUSE32974	SACKO_15531
OG0007468	MOUSE35897, MOUSE35894, MOUSE35895, MOUSE35898, MOUSE35896	SACKO_33602
OG0007470	MOUSE33567, MOUSE33568	SACKO_27006
OG0007471	MOUSE11862, MOUSE11861, MOUSE11859	SACKO_29617
OG0007472	MOUSE19520, MOUSE19519, MOUSE19518	SACKO_03865
OG0007473	MOUSE22462, MOUSE22461	SACKO_32479
OG0007474	MOUSE50949, MOUSE50951, MOUSE50948, MOUSE50950, MOUSE50953, MOUSE50954, MOUSE50952	SACKO_11041
OG0007476	MOUSE18470	SACKO_28051, SACKO_29210
OG0007477	MOUSE05610	SACKO_32955
OG0007479	MOUSE38571, MOUSE38570, MOUSE38569, MOUSE38573, MOUSE38572	SACKO_22023
OG0007480	MOUSE46625, MOUSE46626	SACKO_24951, SACKO_07055
OG0007481	MOUSE04304	SACKO_31380
OG0007482	MOUSE30818	SACKO_14127
OG0007483	MOUSE16635, MOUSE16636	SACKO_08109
OG0007484	MOUSE43277	SACKO_15258
OG0007485	MOUSE11693, MOUSE11694, MOUSE11691, MOUSE11692, MOUSE11690, MOUSE54164, MOUSE11689	SACKO_05144
OG0007487	MOUSE33817, MOUSE33818, MOUSE33819	SACKO_21985
OG0007488	MOUSE17251	SACKO_30038
OG0007489	MOUSE07091	SACKO_17921
OG0007490	MOUSE28197, MOUSE28196	SACKO_14226
OG0007491	MOUSE16994	SACKO_28499, SACKO_28496
OG0007492	MOUSE18165, MOUSE18164	SACKO_12362
OG0007494	MOUSE43929, MOUSE43928, MOUSE43931, MOUSE43927	SACKO_33017
OG0007495	MOUSE01208	SACKO_02132
OG0007496	MOUSE11212	SACKO_31428
OG0007497	MOUSE24117, MOUSE24116	SACKO_06621, SACKO_06624
OG0007498	MOUSE13566, MOUSE13567	SACKO_12831
OG0007499	MOUSE20297, MOUSE20299, MOUSE20298	SACKO_02321
OG0007500	MOUSE15489	SACKO_06865
OG0007501	MOUSE02118	SACKO_28161
OG0007503	MOUSE00760	SACKO_18498
OG0007504	MOUSE38710	SACKO_24887
OG0007506	MOUSE03078	SACKO_09084
OG0007507	MOUSE24531	SACKO_12372
OG0007508	MOUSE25338	SACKO_33462, SACKO_17595
OG0007509	MOUSE04914	SACKO_09775
OG0007510	MOUSE34054, MOUSE34055, MOUSE34053	SACKO_33713
OG0007513	MOUSE25012, MOUSE25011	SACKO_26100
OG0007514	MOUSE10549, MOUSE10548, MOUSE10547, MOUSE33590	SACKO_14729
OG0007516	MOUSE15129, MOUSE14514, MOUSE14513, MOUSE14512	SACKO_00310
OG0007517	MOUSE44406	SACKO_15428
OG0007518	MOUSE02001, MOUSE01999, MOUSE02000	SACKO_23420
OG0007520	MOUSE53065, MOUSE21784, MOUSE53066, MOUSE53064	SACKO_33530
OG0007522	MOUSE08043, MOUSE08042	SACKO_01536
OG0007524	MOUSE38356, MOUSE38357, MOUSE38358, MOUSE54054, MOUSE54055	SACKO_31649
OG0007525	MOUSE31316, MOUSE31314	SACKO_33529
OG0007527	MOUSE19940	SACKO_19027
OG0007528	MOUSE31925, MOUSE31924, MOUSE31923	SACKO_03947
OG0007529	MOUSE06522, MOUSE06523, MOUSE06521, MOUSE06520	SACKO_33380
OG0007531	MOUSE10279, MOUSE10277	SACKO_32475
OG0007533	MOUSE27910, MOUSE27914, MOUSE27911, MOUSE27913	SACKO_09857
OG0007540	MOUSE02659, MOUSE02658, MOUSE26573, MOUSE26575, MOUSE26574	SACKO_17273
OG0007541	MOUSE24792, MOUSE24790, MOUSE24791	SACKO_04013
OG0007547	MOUSE49638, MOUSE53405	SACKO_03022, SACKO_05673, SACKO_31679
OG0007548	MOUSE45094, MOUSE45102, MOUSE45095, MOUSE45103, MOUSE45104, MOUSE45096, MOUSE45100, MOUSE45101, MOUSE45097, MOUSE45099, MOUSE45098	SACKO_10526
OG0007551	MOUSE54046, MOUSE54045, MOUSE54047	SACKO_27093
OG0007582	MOUSE10485, MOUSE10483, MOUSE10486, MOUSE10484	SACKO_07951
OG0007583	MOUSE21092, MOUSE21091	SACKO_06128
OG0007584	MOUSE17090	SACKO_06741
OG0007586	MOUSE09618	SACKO_00312
OG0007587	MOUSE13407, MOUSE13406, MOUSE13408	SACKO_05614
OG0007589	MOUSE48279, MOUSE48278, MOUSE48277	SACKO_11244
OG0007591	MOUSE05188, MOUSE05187	SACKO_03097
OG0007592	MOUSE01212	SACKO_33691, SACKO_22355, SACKO_16990
OG0007593	MOUSE34964, MOUSE34967, MOUSE34966, MOUSE34965	SACKO_24740
OG0007595	MOUSE35412, MOUSE35411	SACKO_30826
OG0007596	MOUSE26145, MOUSE26144, MOUSE26146, MOUSE02395	SACKO_27730
OG0007597	MOUSE37260	SACKO_27307
OG0007600	MOUSE29854	SACKO_26359
OG0007601	MOUSE05139	SACKO_28761
OG0007602	MOUSE33601	SACKO_07011
OG0007603	MOUSE49112, MOUSE49111	SACKO_10669
OG0007604	MOUSE49654, MOUSE49653, MOUSE49655	SACKO_25768
OG0007605	MOUSE17359	SACKO_03702
OG0007606	MOUSE18645, MOUSE18646	SACKO_04022
OG0007607	MOUSE35013, MOUSE35014	SACKO_00869
OG0007608	MOUSE08984	SACKO_13781
OG0007609	MOUSE37742, MOUSE37741, MOUSE37743	SACKO_26161
OG0007610	MOUSE52650	SACKO_13184, SACKO_06041, SACKO_06046
OG0007611	MOUSE07480	SACKO_09113
OG0007612	MOUSE42082, MOUSE42083, MOUSE42081, MOUSE42080	SACKO_01553, SACKO_01534
OG0007613	MOUSE48648	SACKO_06224
OG0007614	MOUSE49787, MOUSE49788	SACKO_24609
OG0007615	MOUSE21778, MOUSE21777, MOUSE21776	SACKO_01232
OG0007616	MOUSE35669, MOUSE35667, MOUSE35670, MOUSE35668	SACKO_21264
OG0007617	MOUSE33012, MOUSE33011	SACKO_21291
OG0007619	MOUSE29534	SACKO_22280
OG0007621	MOUSE33365, MOUSE41694, MOUSE41696	SACKO_14513
OG0007622	MOUSE10876, MOUSE10875, MOUSE10877, MOUSE10878, MOUSE10879	SACKO_30364
OG0007623	MOUSE18456	SACKO_12653
OG0007623	MOUSE24520, MOUSE24521	SACKO_09103
OG0007624	MOUSE33915	SACKO_14810
OG0007626	MOUSE54649	SACKO_03616
OG0007628	MOUSE36423, MOUSE36425, MOUSE36424	SACKO_14537
OG0007629	MOUSE10615, MOUSE10614, MOUSE10616, MOUSE10617	SACKO_09383
OG0007630	MOUSE45043, MOUSE45042	SACKO_28371
OG0007631	MOUSE32167, MOUSE21995	SACKO_18917
OG0007632	MOUSE18734, MOUSE18733	SACKO_09374
OG0007633	MOUSE19082	SACKO_23538
OG0007634	MOUSE31642, MOUSE31641	SACKO_20090
OG0007635	MOUSE40010	SACKO_20074
OG0007637	MOUSE07297	SACKO_12029
OG0007638	MOUSE00511, MOUSE00512, MOUSE00515, MOUSE00514, MOUSE00513	SACKO_07783
OG0007640	MOUSE48580	SACKO_12075
OG0007641	MOUSE19517	SACKO_28283
OG0007642	MOUSE25042	SACKO_32075, SACKO_29099
OG0007643	MOUSE02891	SACKO_28502
OG0007645	MOUSE46004, MOUSE46005, MOUSE46003	SACKO_00394
OG0007647	MOUSE25065, MOUSE25067, MOUSE25066	SACKO_02077
OG0007648	MOUSE54552, MOUSE54551	SACKO_14781
OG0007649	MOUSE31287, MOUSE31289, MOUSE31288	SACKO_03387
OG0007650	MOUSE42230	SACKO_27113
OG0007651	MOUSE06708, MOUSE06707, MOUSE06705, MOUSE06706, MOUSE06704	SACKO_19390
OG0007652	MOUSE25344, MOUSE25343	SACKO_14558
OG0007653	MOUSE02998, MOUSE03000, MOUSE02999, MOUSE02994, MOUSE02997	SACKO_09123
OG0007655	MOUSE01329	SACKO_11857
OG0007656	MOUSE24937, MOUSE24938	SACKO_33780
OG0007657	MOUSE45927	SACKO_17563
OG0007658	MOUSE54600, MOUSE54601, MOUSE54602	SACKO_19832
OG0007659	MOUSE22426, MOUSE22425	SACKO_15000
OG0007660	MOUSE24172	SACKO_27436
OG0007662	MOUSE45245, MOUSE45249, MOUSE45248, MOUSE45247, MOUSE45250, MOUSE45243	SACKO_22201
OG0007663	MOUSE17385, MOUSE17387	SACKO_10239
OG0007664	MOUSE44791, MOUSE44792	SACKO_25907
OG0007665	MOUSE47944, MOUSE47942	SACKO_30285
OG0007666	MOUSE16916, MOUSE16917	SACKO_13425
OG0007667	MOUSE43126	SACKO_23245
OG0007668	MOUSE37881, MOUSE37882, MOUSE37883	SACKO_05429
OG0007669	MOUSE06899, MOUSE06900, MOUSE06902, MOUSE06903, MOUSE06901, MOUSE06898, MOUSE06897	SACKO_07965
OG0007670	MOUSE21722, MOUSE21721, MOUSE21718	SACKO_01689
OG0007671	MOUSE22168	SACKO_21333
OG0007673	MOUSE34212	SACKO_05611
OG0007674	MOUSE07068, MOUSE07067, MOUSE07066, MOUSE07065, MOUSE07064	SACKO_04017
OG0007675	MOUSE38670, MOUSE38669, MOUSE38668	SACKO_07485
OG0007676	MOUSE17543	SACKO_09344
OG0007677	MOUSE25756	SACKO_22757
OG0007679	MOUSE48155, MOUSE48156, MOUSE48157	SACKO_03418
OG0007680	MOUSE26498	SACKO_19963
OG0007681	MOUSE51734, MOUSE51732, MOUSE51733	SACKO_23100
OG0007684	MOUSE42736, MOUSE42733, MOUSE42735	SACKO_31399
OG0007685	MOUSE28172	SACKO_02336
OG0007686	MOUSE49809	SACKO_21044
OG0007687	MOUSE14275	SACKO_22730
OG0007688	MOUSE35573, MOUSE35572, MOUSE35570, MOUSE35569	SACKO_31215
OG0007689	MOUSE37421, MOUSE37422	SACKO_20190
OG0007690	MOUSE47971	SACKO_21477
OG0007691	MOUSE31993	SACKO_17993
OG0007692	MOUSE24203, MOUSE24204, MOUSE24205	SACKO_21757
OG0007694	MOUSE53345	SACKO_16387
OG0007695	MOUSE13549	SACKO_08133
OG0007696	MOUSE41202	SACKO_23616
OG0007697	MOUSE15272, MOUSE15274, MOUSE15275, MOUSE15277, MOUSE15276, MOUSE15278	SACKO_07583
OG0007698	MOUSE25625	SACKO_16983
OG0007700	MOUSE37819, MOUSE37820, MOUSE37818	SACKO_07734
OG0007701	MOUSE37470, MOUSE37471	SACKO_05449
OG0007702	MOUSE40804, MOUSE14358	SACKO_22135
OG0007703	MOUSE40016	SACKO_05214
OG0007704	MOUSE52340, MOUSE52342, MOUSE52341	SACKO_21329
OG0007706	MOUSE45991, MOUSE45989	SACKO_15584
OG0007707	MOUSE15573, MOUSE04090	SACKO_31111, SACKO_31070, SACKO_32555
OG0007708	MOUSE14839	SACKO_32858
OG0007709	MOUSE03563, MOUSE03562, MOUSE30713, MOUSE30714	SACKO_19206
OG0007712	MOUSE20927	SACKO_17853
OG0007713	MOUSE02555, MOUSE02554	SACKO_13553
OG0007715	MOUSE02758	SACKO_03292
OG0007716	MOUSE17100	SACKO_29379
OG0007717	MOUSE11014	SACKO_27159
OG0007718	MOUSE25106, MOUSE15195, MOUSE25107	SACKO_27314
OG0007719	MOUSE08710, MOUSE08711	SACKO_05504
OG0007721	MOUSE21296	SACKO_00359
OG0007722	MOUSE11015	SACKO_21315
OG0007723	MOUSE35202, MOUSE35204, MOUSE35201, MOUSE35203, MOUSE35200	SACKO_22375
OG0007725	MOUSE26078	SACKO_22785
OG0007726	MOUSE27018, MOUSE27019	SACKO_31067, SACKO_31072
OG0007728	MOUSE21553, MOUSE21555, MOUSE21551, MOUSE21552, MOUSE21554	SACKO_25994
OG0007729	MOUSE49190, MOUSE49188	SACKO_12242
OG0007730	MOUSE32116	SACKO_33885
OG0007732	MOUSE03240, MOUSE03241	SACKO_25242
OG0007733	MOUSE31230	SACKO_01172
OG0007734	MOUSE33508	SACKO_22438
OG0007735	MOUSE04596, MOUSE04597	SACKO_07149
OG0007736	MOUSE05036, MOUSE05034, MOUSE05037, MOUSE05033, MOUSE05035	SACKO_05397
OG0007738	MOUSE16169	SACKO_13809
OG0007739	MOUSE31233	SACKO_24318
OG0007740	MOUSE51246, MOUSE51244, MOUSE51247, MOUSE51245	SACKO_09899, SACKO_09916
OG0007741	MOUSE24748, MOUSE24746, MOUSE24749	SACKO_31482
OG0007741	MOUSE24747	SACKO_01759
OG0007743	MOUSE14652	SACKO_20056
OG0007744	MOUSE06890	SACKO_07961
OG0007745	MOUSE49755, MOUSE49754	SACKO_29321
OG0007746	MOUSE18118, MOUSE18120	SACKO_17938
OG0007747	MOUSE33137	SACKO_31683, SACKO_12801
OG0007748	MOUSE49897	SACKO_04761
OG0007749	MOUSE06879	SACKO_23696
OG0007750	MOUSE48830, MOUSE48829	SACKO_30938, SACKO_30936
OG0007751	MOUSE40456	SACKO_24128
OG0007752	MOUSE50141, MOUSE50140	SACKO_31962
OG0007753	MOUSE10648, MOUSE10649, MOUSE10647	SACKO_26393
OG0007754	MOUSE52415, MOUSE52414	SACKO_29412
OG0007755	MOUSE23462, MOUSE23461	SACKO_08875
OG0007756	MOUSE28177, MOUSE18836	SACKO_22252
OG0007757	MOUSE33193, MOUSE33192	SACKO_25858
OG0007758	MOUSE55138, MOUSE55139	SACKO_31444
OG0007759	MOUSE37138	SACKO_14466
OG0007760	MOUSE28922, MOUSE28920, MOUSE28921	SACKO_25119
OG0007761	MOUSE34618	SACKO_04635
OG0007762	MOUSE29761, MOUSE29760	SACKO_26164
OG0007763	MOUSE31784	SACKO_25652
OG0007766	MOUSE15102	SACKO_22720
OG0007767	MOUSE19111	SACKO_20294
OG0007768	MOUSE04269, MOUSE04270	SACKO_09255, SACKO_20283
OG0007769	MOUSE17026	SACKO_19751
OG0007770	MOUSE37576	SACKO_10199
OG0007771	MOUSE01973	SACKO_14098
OG0007772	MOUSE15924	SACKO_25819
OG0007773	MOUSE15622	SACKO_06918
OG0007774	MOUSE26449	SACKO_06888
OG0007775	MOUSE04973, MOUSE04975, MOUSE04974	SACKO_18835
OG0007776	MOUSE19849	SACKO_29280
OG0007779	MOUSE22501, MOUSE22500, MOUSE22502	SACKO_32915
OG0007780	MOUSE11728, MOUSE11725	SACKO_18507
OG0007781	MOUSE24936	SACKO_29554
OG0007782	MOUSE46554	SACKO_31505
OG0007783	MOUSE15132	SACKO_05677
OG0007784	MOUSE05739, MOUSE05738	SACKO_30310
OG0007785	MOUSE01821	SACKO_01127
OG0007786	MOUSE28028	SACKO_17939
OG0007788	MOUSE46490, MOUSE46489	SACKO_18836
OG0007789	MOUSE46412, MOUSE46411	SACKO_31381
OG0007790	MOUSE38635	SACKO_02775
OG0007793	MOUSE31973, MOUSE31976, MOUSE31974, MOUSE31975	SACKO_27057
OG0007794	MOUSE37966	SACKO_21998
OG0007795	MOUSE33672, MOUSE33670, MOUSE33673, MOUSE33669, MOUSE33671	SACKO_03891
OG0007796	MOUSE30281, MOUSE30280, MOUSE30279	SACKO_29278
OG0007797	MOUSE46399, MOUSE46397, MOUSE46401, MOUSE46400, MOUSE46398	SACKO_03273
OG0007798	MOUSE48319, MOUSE48315, MOUSE48316, MOUSE48317, MOUSE48318	SACKO_17480
OG0007799	MOUSE02877	SACKO_13901
OG0007799	MOUSE02876, MOUSE02875, MOUSE02874	SACKO_13913
OG0007800	MOUSE45061, MOUSE45062, MOUSE45060	SACKO_30647
OG0007801	MOUSE03771	SACKO_22027
OG0007802	MOUSE42192	SACKO_33354
OG0007803	MOUSE03002, MOUSE03005	SACKO_09104
OG0007804	MOUSE47672, MOUSE47673	SACKO_19761
OG0007805	MOUSE51053, MOUSE51054	SACKO_23158
OG0007806	MOUSE13505, MOUSE28195	SACKO_14881, SACKO_04602
OG0007807	MOUSE20979	SACKO_13726
OG0007808	MOUSE52609	SACKO_25440
OG0007809	MOUSE31100, MOUSE31102, MOUSE31101	SACKO_10593
OG0007810	MOUSE52594	SACKO_23665
OG0007811	MOUSE15468	SACKO_30681
OG0007812	MOUSE13322	SACKO_15371
OG0007813	MOUSE24718	SACKO_16286
OG0007814	MOUSE11542, MOUSE11543	SACKO_25945
OG0007815	MOUSE28480, MOUSE28482, MOUSE28481	SACKO_10372
OG0007816	MOUSE35062	SACKO_29422
OG0007817	MOUSE27421	SACKO_06068
OG0007817	MOUSE42642	SACKO_06067
OG0007818	MOUSE38791, MOUSE38792, MOUSE38793	SACKO_06525
OG0007820	MOUSE04393, MOUSE04392	SACKO_07760
OG0007823	MOUSE20989	SACKO_21670
OG0007824	MOUSE50190, MOUSE50188, MOUSE50191, MOUSE50186, MOUSE50189, MOUSE50187	SACKO_33799, SACKO_33797
OG0007825	MOUSE01564	SACKO_19207
OG0007826	MOUSE37786, MOUSE37790, MOUSE37789	SACKO_02728, SACKO_31246
OG0007827	MOUSE18781	SACKO_29096
OG0007828	MOUSE19087, MOUSE19091, MOUSE19088, MOUSE19089, MOUSE19090	SACKO_21013, SACKO_21014
OG0007829	MOUSE49570	SACKO_03508
OG0007830	MOUSE33419	SACKO_13921
OG0007831	MOUSE47902	SACKO_28956
OG0007832	MOUSE07921	SACKO_22222
OG0007833	MOUSE37304	SACKO_03298
OG0007834	MOUSE17193, MOUSE17192, MOUSE17194	SACKO_24185
OG0007835	MOUSE13198	SACKO_20863
OG0007836	MOUSE55028, MOUSE55027	SACKO_33363
OG0007837	MOUSE55360, MOUSE55363, MOUSE55362, MOUSE55361	SACKO_25106
OG0007838	MOUSE37302, MOUSE37303	SACKO_05760
OG0007840	MOUSE31992	SACKO_21485
OG0007841	MOUSE00984, MOUSE00983, MOUSE00982	SACKO_24882
OG0007842	MOUSE03717, MOUSE03716, MOUSE03715, MOUSE03713, MOUSE03714, MOUSE03712, MOUSE03711	SACKO_12854
OG0007843	MOUSE48259, MOUSE03608	SACKO_14457
OG0007845	MOUSE49620	SACKO_08242
OG0007847	MOUSE09763, MOUSE09761, MOUSE09760, MOUSE09762	SACKO_16737
OG0007848	MOUSE16356	SACKO_31285
OG0007849	MOUSE07693, MOUSE07692	SACKO_14909
OG0007850	MOUSE16398, MOUSE16397, MOUSE16399, MOUSE16400, MOUSE16396	SACKO_33205
OG0007851	MOUSE23831, MOUSE23830, MOUSE47483, MOUSE47481, MOUSE47482	SACKO_16153, SACKO_32124
OG0007854	MOUSE18111, MOUSE18110, MOUSE18109	SACKO_13336
OG0007857	MOUSE29751, MOUSE29752, MOUSE29750, MOUSE03375, MOUSE03377	SACKO_16119, SACKO_16095
OG0007858	MOUSE47886	SACKO_10318
OG0007859	MOUSE26347, MOUSE26348, MOUSE26349, MOUSE26350, MOUSE26346	SACKO_28232
OG0007860	MOUSE31201	SACKO_24577
OG0007862	MOUSE03709, MOUSE03708, MOUSE05778	SACKO_07162
OG0007866	MOUSE06412, MOUSE06413	SACKO_28640
OG0007907	MOUSE22244, MOUSE22243, MOUSE22245	SACKO_07922
OG0007908	MOUSE32018	SACKO_04919, SACKO_04886
OG0007911	MOUSE42137	SACKO_26226
OG0007913	MOUSE51666, MOUSE51665	SACKO_15777
OG0007915	MOUSE35626, MOUSE35629, MOUSE35627, MOUSE35628	SACKO_22534
OG0007916	MOUSE21990, MOUSE21989	SACKO_16673
OG0007918	MOUSE17541, MOUSE17542	SACKO_10285
OG0007920	MOUSE20090	SACKO_12056
OG0007922	MOUSE43402, MOUSE43374, MOUSE43404, MOUSE43405, MOUSE43373, MOUSE43403, MOUSE43376, MOUSE43377, MOUSE43375	SACKO_32448
OG0007924	MOUSE35763, MOUSE35762, MOUSE35761	SACKO_29201
OG0007925	MOUSE27869, MOUSE27870	SACKO_24172
OG0007926	MOUSE27541, MOUSE27542, MOUSE27543	SACKO_22090
OG0007927	MOUSE35407, MOUSE35408	SACKO_26457
OG0007929	MOUSE19865	SACKO_26800
OG0007930	MOUSE28936	SACKO_25167
OG0007932	MOUSE09308	SACKO_08501
OG0007933	MOUSE14474, MOUSE14473	SACKO_11881
OG0007934	MOUSE15701	SACKO_27739
OG0007935	MOUSE00590	SACKO_23767
OG0007936	MOUSE00427	SACKO_15169
OG0007937	MOUSE24537	SACKO_33970
OG0007938	MOUSE02315, MOUSE02316, MOUSE02317, MOUSE02314	SACKO_28883
OG0007939	MOUSE25140, MOUSE25137	SACKO_27931
OG0007940	MOUSE27351	SACKO_20460
OG0007941	MOUSE46203, MOUSE46204	SACKO_28903
OG0007942	MOUSE50455	SACKO_20830
OG0007943	MOUSE51293	SACKO_19871
OG0007944	MOUSE54456, MOUSE53645, MOUSE54453	SACKO_24229
OG0007945	MOUSE04562	SACKO_29127
OG0007946	MOUSE31106, MOUSE31105	SACKO_00895
OG0007947	MOUSE06423	SACKO_24487
OG0007948	MOUSE04295, MOUSE04293, MOUSE04294	SACKO_04422
OG0007951	MOUSE28728	SACKO_15503
OG0007952	MOUSE52446	SACKO_28506
OG0007953	MOUSE00696, MOUSE55395, MOUSE55394	SACKO_33599
OG0007954	MOUSE18113	SACKO_18934
OG0007955	MOUSE07201, MOUSE07202	SACKO_05195
OG0007956	MOUSE19526, MOUSE19524, MOUSE19525	SACKO_11838
OG0007957	MOUSE04805	SACKO_18987
OG0007958	MOUSE29272	SACKO_29325
OG0007959	MOUSE33616, MOUSE33614, MOUSE33615	SACKO_09778
OG0007960	MOUSE22271	SACKO_16214
OG0007960	MOUSE22270, MOUSE22266, MOUSE22267, MOUSE22269, MOUSE22268	SACKO_16219
OG0007962	MOUSE19256	SACKO_06762
OG0007963	MOUSE35094	SACKO_01069
OG0007964	MOUSE02840, MOUSE02841	SACKO_33321
OG0007965	MOUSE46016, MOUSE46015, MOUSE46014	SACKO_09937
OG0007966	MOUSE19459	SACKO_19681
OG0007967	MOUSE50310	SACKO_30163
OG0007968	MOUSE00817, MOUSE00816	SACKO_18405
OG0007969	MOUSE04390, MOUSE04389	SACKO_18151
OG0007970	MOUSE04005, MOUSE04004	SACKO_18418
OG0007971	MOUSE41054, MOUSE41053	SACKO_08459
OG0007972	MOUSE12463	SACKO_07982
OG0007973	MOUSE28287, MOUSE28288	SACKO_01192
OG0007974	MOUSE52376, MOUSE52375	SACKO_16314
OG0007975	MOUSE35061	SACKO_20952
OG0007976	MOUSE46061	SACKO_01022
OG0007977	MOUSE46146, MOUSE46145	SACKO_01030
OG0007978	MOUSE38964	SACKO_25531
OG0007979	MOUSE13976	SACKO_19788
OG0007980	MOUSE18152	SACKO_33436
OG0007981	MOUSE08100, MOUSE08102	SACKO_14019
OG0007982	MOUSE08980	SACKO_05044
OG0007983	MOUSE49934, MOUSE49933	SACKO_13273
OG0007984	MOUSE04214, MOUSE04213	SACKO_26131
OG0007985	MOUSE29638, MOUSE29637	SACKO_27140
OG0007986	MOUSE19534	SACKO_21304
OG0007988	MOUSE12273, MOUSE12272, MOUSE12274	SACKO_33889
OG0007990	MOUSE13625	SACKO_19022
