Orthogroup	MOUSE	ORYLA
OG0008066	MOUSE51552, MOUSE51553	ORYLA14650
OG0008067	MOUSE00282	ORYLA11729
OG0008068	MOUSE48257	ORYLA00668
OG0008068	MOUSE03609	ORYLA04605
OG0008071	MOUSE33353, MOUSE33351	ORYLA19110
OG0008072	MOUSE34512	ORYLA13669
OG0008075	MOUSE53504	ORYLA20225
OG0008076	MOUSE14585	ORYLA15704
OG0008077	MOUSE38437, MOUSE38438	ORYLA04461
OG0008078	MOUSE14810	ORYLA16198, ORYLA14361
OG0008079	MOUSE29279	ORYLA09004
OG0008081	MOUSE53379	ORYLA05422
OG0008083	MOUSE07873, MOUSE07872	ORYLA10670
OG0008085	MOUSE24926, MOUSE24925	ORYLA19641
OG0008086	MOUSE46702, MOUSE46701, MOUSE46699, MOUSE46700	ORYLA08377
OG0008087	MOUSE22259	ORYLA08630
OG0008088	MOUSE07403, MOUSE07402, MOUSE07404, MOUSE07405	ORYLA11467
OG0008089	MOUSE35431, MOUSE35430	ORYLA14779
OG0008090	MOUSE24879	ORYLA02016
OG0008091	MOUSE37931	ORYLA17534
OG0008093	MOUSE47969, MOUSE47970	ORYLA18119
OG0008094	MOUSE04003	ORYLA15526
OG0008098	MOUSE03050, MOUSE03051, MOUSE03048, MOUSE03049	ORYLA04714
OG0008099	MOUSE15084, MOUSE15083	ORYLA16523
OG0008100	MOUSE34299	ORYLA10361
OG0008104	MOUSE21169	ORYLA08205
OG0008105	MOUSE18640	ORYLA05225
OG0008106	MOUSE40744	ORYLA20140
OG0008108	MOUSE49141, MOUSE49140	ORYLA18616
OG0008109	MOUSE04381	ORYLA04494
OG0008110	MOUSE19115	ORYLA06491
OG0008111	MOUSE51658	ORYLA12163
OG0008112	MOUSE07048, MOUSE07049	ORYLA10743
OG0008113	MOUSE19677	ORYLA02535
OG0008115	MOUSE07116, MOUSE07117	ORYLA10059
OG0008116	MOUSE05109	ORYLA16815
OG0008116	MOUSE17127, MOUSE17126	ORYLA00767
OG0008117	MOUSE30491	ORYLA02099
OG0008119	MOUSE38287, MOUSE38288, MOUSE38286, MOUSE38285	ORYLA07084
OG0008123	MOUSE20102	ORYLA05247, ORYLA01036
OG0008125	MOUSE03193	ORYLA01480
OG0008127	MOUSE38827	ORYLA01046
OG0008136	MOUSE28809, MOUSE28808, MOUSE28786	ORYLA19591
OG0008143	MOUSE03471	ORYLA03906
OG0008147	MOUSE12481, MOUSE12482, MOUSE12479, MOUSE12478, MOUSE12480, MOUSE12483, MOUSE12484, MOUSE12485, MOUSE12477, MOUSE12475	ORYLA12807, ORYLA20076, ORYLA20077
OG0008148	MOUSE33828, MOUSE33827	ORYLA10360
OG0008148	MOUSE32231, MOUSE32230	ORYLA10372, ORYLA10373, ORYLA11898, ORYLA11899
OG0008149	MOUSE34172	ORYLA20403
OG0008150	MOUSE19676	ORYLA02534
OG0008150	MOUSE51452, MOUSE51453	ORYLA12678
OG0008151	MOUSE11475, MOUSE36893	ORYLA05074, ORYLA18162
OG0008153	MOUSE44964, MOUSE45721, MOUSE45720, MOUSE46904, MOUSE46901, MOUSE24443, MOUSE24446, MOUSE24441, MOUSE24442, MOUSE54020, MOUSE54019, MOUSE17984, MOUSE26719, MOUSE26726	ORYLA04469
OG0008154	MOUSE11522	ORYLA19665, ORYLA04890
OG0008156	MOUSE27925, MOUSE27926	ORYLA10792
OG0008157	MOUSE22381	ORYLA08271
OG0008157	MOUSE22391, MOUSE22390, MOUSE22392, MOUSE22386, MOUSE22383, MOUSE22382, MOUSE22385	ORYLA09743, ORYLA09744, ORYLA09742
OG0008194	MOUSE24365, MOUSE24364, MOUSE24366	ORYLA07564
OG0008199	MOUSE48254, MOUSE48255	ORYLA00667
OG0008201	MOUSE40639	ORYLA13729
OG0008202	MOUSE24115, MOUSE24113	ORYLA04116
OG0008203	MOUSE09562	ORYLA03875
OG0008204	MOUSE49397	ORYLA07901
OG0008205	MOUSE25529	ORYLA18021
OG0008206	MOUSE23600, MOUSE23598	ORYLA15802
OG0008209	MOUSE38456, MOUSE38454, MOUSE38453, MOUSE38455	ORYLA04491
OG0008211	MOUSE32435, MOUSE32437, MOUSE32436	ORYLA02921
OG0008213	MOUSE16108	ORYLA08797
OG0008215	MOUSE29766, MOUSE29768, MOUSE29767	ORYLA04043
OG0008217	MOUSE14169	ORYLA00651
OG0008218	MOUSE03940, MOUSE03941	ORYLA08279, ORYLA08289
OG0008219	MOUSE21536	ORYLA09090
OG0008220	MOUSE21741, MOUSE55013	ORYLA06227
OG0008223	MOUSE53844	ORYLA01032
OG0008224	MOUSE49803	ORYLA04620
OG0008225	MOUSE03205, MOUSE03206	ORYLA01231
OG0008227	MOUSE09612, MOUSE09611	ORYLA17495
OG0008228	MOUSE40851, MOUSE40852	ORYLA16000, ORYLA14198
OG0008229	MOUSE25293	ORYLA02924
OG0008230	MOUSE12257, MOUSE12256, MOUSE12255	ORYLA07487
OG0008232	MOUSE04305	ORYLA04395
OG0008234	MOUSE06514	ORYLA19163
OG0008235	MOUSE33786	ORYLA15608
OG0008236	MOUSE25027, MOUSE25026, MOUSE25029, MOUSE25024	ORYLA05655
OG0008238	MOUSE42133	ORYLA05797
OG0008240	MOUSE03130, MOUSE03131, MOUSE03129	ORYLA16537
OG0008243	MOUSE00601	ORYLA18949
OG0008244	MOUSE17159	ORYLA08001
OG0008246	MOUSE02515	ORYLA16107
OG0008247	MOUSE21291, MOUSE21289, MOUSE21290	ORYLA00189
OG0008249	MOUSE50402	ORYLA18849
OG0008250	MOUSE48584, MOUSE48582, MOUSE48583	ORYLA13196
OG0008252	MOUSE19494	ORYLA02253
OG0008254	MOUSE30294, MOUSE30293	ORYLA02035
OG0008256	MOUSE06806, MOUSE06805	ORYLA11972
OG0008257	MOUSE52380	ORYLA09315
OG0008257	MOUSE52379	ORYLA10211
OG0008258	MOUSE24600	ORYLA18362
OG0008259	MOUSE06588	ORYLA08517
OG0008260	MOUSE32573, MOUSE32574	ORYLA08936
OG0008261	MOUSE45085, MOUSE45084	ORYLA03146
OG0008262	MOUSE25792	ORYLA19581
OG0008263	MOUSE20129	ORYLA01421
OG0008264	MOUSE19474, MOUSE19475	ORYLA02386
OG0008265	MOUSE54252, MOUSE54253	ORYLA15477, ORYLA15476
OG0008267	MOUSE14481	ORYLA19521
OG0008268	MOUSE25991	ORYLA02726
OG0008269	MOUSE15742	ORYLA09441
OG0008270	MOUSE33910, MOUSE33909, MOUSE33908	ORYLA02058
OG0008271	MOUSE18408, MOUSE18409	ORYLA13476
OG0008272	MOUSE27157	ORYLA15228
OG0008273	MOUSE04041	ORYLA07469
OG0008274	MOUSE11231, MOUSE11230	ORYLA14530
OG0008277	MOUSE45807, MOUSE45808, MOUSE45806	ORYLA12357
OG0008278	MOUSE37521, MOUSE37522	ORYLA17274
OG0008280	MOUSE15649, MOUSE15650, MOUSE15651	ORYLA19160
OG0008281	MOUSE20422	ORYLA01101
OG0008283	MOUSE37554	ORYLA17263
OG0008284	MOUSE42759	ORYLA03504
OG0008285	MOUSE19869	ORYLA15311
OG0008286	MOUSE28342, MOUSE28340	ORYLA15420
OG0008288	MOUSE34482, MOUSE34483, MOUSE34484	ORYLA16138
OG0008289	MOUSE25931, MOUSE25928, MOUSE25929, MOUSE25930	ORYLA02869
OG0008290	MOUSE45820	ORYLA14606
OG0008292	MOUSE51354, MOUSE51357, MOUSE51356, MOUSE51355, MOUSE51353	ORYLA12584
OG0008293	MOUSE44885	ORYLA15238
OG0008294	MOUSE40379, MOUSE40378	ORYLA01419
OG0008295	MOUSE18641	ORYLA18589
OG0008297	MOUSE02733	ORYLA02603
OG0008298	MOUSE34796	ORYLA15382
OG0008299	MOUSE05064	ORYLA16278
OG0008300	MOUSE32479, MOUSE32478	ORYLA00339
OG0008301	MOUSE21452, MOUSE21454, MOUSE21453	ORYLA05278
OG0008303	MOUSE08135, MOUSE08134	ORYLA10240
OG0008304	MOUSE12873	ORYLA09646
OG0008305	MOUSE22982, MOUSE22981	ORYLA09360
OG0008306	MOUSE22445	ORYLA20098
OG0008307	MOUSE42015, MOUSE42014	ORYLA10871
OG0008308	MOUSE15830	ORYLA08667
OG0008309	MOUSE23667	ORYLA13099
OG0008312	MOUSE06342, MOUSE06343	ORYLA16747
OG0008313	MOUSE06076	ORYLA19696
OG0008315	MOUSE46587	ORYLA16373
OG0008316	MOUSE26226, MOUSE26227	ORYLA09810
OG0008317	MOUSE25313, MOUSE25314, MOUSE25312	ORYLA02596
OG0008318	MOUSE07051	ORYLA10744
OG0008319	MOUSE34558, MOUSE34557	ORYLA20233
OG0008320	MOUSE03245	ORYLA03952
OG0008323	MOUSE32251, MOUSE32249, MOUSE32250	ORYLA00406
OG0008325	MOUSE49672	ORYLA14545
OG0008327	MOUSE38338	ORYLA07283
OG0008331	MOUSE24779	ORYLA10769
OG0008333	MOUSE15471, MOUSE15470	ORYLA03529
OG0008334	MOUSE26076, MOUSE26075	ORYLA18014
OG0008335	MOUSE17521	ORYLA13152
OG0008336	MOUSE06998, MOUSE06997	ORYLA14585
OG0008337	MOUSE16044	ORYLA18407
OG0008338	MOUSE00281	ORYLA11730
OG0008339	MOUSE00162	ORYLA18585
OG0008340	MOUSE41261	ORYLA15323
OG0008341	MOUSE10989	ORYLA08675
OG0008342	MOUSE49779	ORYLA15204
OG0008342	MOUSE13494	ORYLA05375
OG0008343	MOUSE40395	ORYLA02190
OG0008345	MOUSE27623	ORYLA18966
OG0008346	MOUSE18622	ORYLA10815
OG0008350	MOUSE38590, MOUSE38589	ORYLA16967
OG0008351	MOUSE04900	ORYLA13395
OG0008353	MOUSE39137	ORYLA14567
OG0008355	MOUSE02946	ORYLA04748
OG0008357	MOUSE51709	ORYLA14896
OG0008358	MOUSE49468	ORYLA15281
OG0008359	MOUSE28624, MOUSE28623	ORYLA13805
OG0008363	MOUSE20096	ORYLA19921
OG0008364	MOUSE40460	ORYLA07390
OG0008364	MOUSE19202	ORYLA20459
OG0008365	MOUSE47488, MOUSE47487	ORYLA18861
OG0008367	MOUSE00805	ORYLA08084
OG0008368	MOUSE23007	ORYLA10010
OG0008369	MOUSE04340	ORYLA03253
OG0008370	MOUSE05733	ORYLA16216
OG0008371	MOUSE37803, MOUSE33620	ORYLA08122
OG0008373	MOUSE45946, MOUSE45944, MOUSE45947, MOUSE45945	ORYLA14615
OG0008374	MOUSE14511, MOUSE14510, MOUSE14509	ORYLA11018
OG0008376	MOUSE15941, MOUSE15940	ORYLA09098
OG0008377	MOUSE22163	ORYLA09704
OG0008378	MOUSE22334	ORYLA08754
OG0008379	MOUSE48667	ORYLA06384
OG0008380	MOUSE49927	ORYLA11845
OG0008382	MOUSE49441	ORYLA12739
OG0008383	MOUSE34762	ORYLA20236
OG0008387	MOUSE14625	ORYLA03864
OG0008388	MOUSE18115	ORYLA11439
OG0008391	MOUSE31808, MOUSE31810, MOUSE31807, MOUSE31809	ORYLA13072
OG0008392	MOUSE38718, MOUSE38720	ORYLA16975
OG0008394	MOUSE52756, MOUSE52757, MOUSE52753, MOUSE52755, MOUSE52754	ORYLA14186
OG0008396	MOUSE49778, MOUSE49776, MOUSE49770, MOUSE49774, MOUSE49771, MOUSE49772, MOUSE49777	ORYLA15105
OG0008399	MOUSE15178	ORYLA02362, ORYLA02361
OG0008400	MOUSE48925	ORYLA19826
OG0008401	MOUSE23402	ORYLA14490
OG0008403	MOUSE33924	ORYLA05967
OG0008404	MOUSE25508	ORYLA02432
OG0008406	MOUSE33617	ORYLA12956
OG0008408	MOUSE54715, MOUSE54712, MOUSE54713, MOUSE54714, MOUSE54708, MOUSE54707, MOUSE54706, MOUSE54705, MOUSE54709, MOUSE54711, MOUSE54710, MOUSE54703	ORYLA04279
OG0008410	MOUSE25136	ORYLA09300
OG0008411	MOUSE04972	ORYLA04117
OG0008412	MOUSE30174	ORYLA18891
OG0008414	MOUSE30701, MOUSE30700	ORYLA06059
OG0008415	MOUSE36483	ORYLA12779
OG0008416	MOUSE07359	ORYLA10737
OG0008418	MOUSE25043	ORYLA20106
OG0008418	MOUSE25044	ORYLA20107
OG0008419	MOUSE18765, MOUSE18766	ORYLA04863
OG0008421	MOUSE31862, MOUSE31865, MOUSE31866, MOUSE31864, MOUSE31870, MOUSE31872, MOUSE31871, MOUSE31867, MOUSE31868, MOUSE31863	ORYLA13042, ORYLA13043
OG0008422	MOUSE20240	ORYLA07379
OG0008425	MOUSE13712, MOUSE13714, MOUSE13711, MOUSE13713	ORYLA05457
OG0008426	MOUSE11222	ORYLA15450
OG0008426	MOUSE11224, MOUSE11223, MOUSE11221	ORYLA14525
OG0008427	MOUSE00582, MOUSE00581, MOUSE00583	ORYLA11519
OG0008435	MOUSE46890, MOUSE46889, MOUSE46888, MOUSE46885, MOUSE46884, MOUSE46886, MOUSE46887	ORYLA05093
OG0008443	MOUSE16518, MOUSE16519, MOUSE16517	ORYLA18980, ORYLA18981
OG0008448	MOUSE07043, MOUSE07042	ORYLA10154
OG0008450	MOUSE03978, MOUSE14015	ORYLA17048
OG0008453	MOUSE41761, MOUSE41760, MOUSE41763, MOUSE41765, MOUSE41764, MOUSE41762	ORYLA19533
OG0008457	MOUSE28106, MOUSE28105	ORYLA10604
OG0008459	MOUSE31202, MOUSE31204, MOUSE31205, MOUSE31203	ORYLA13686
OG0008459	MOUSE52763, MOUSE14542	ORYLA14187, ORYLA15870
OG0008460	MOUSE00489	ORYLA12951, ORYLA10279, ORYLA11597
OG0008462	MOUSE51644, MOUSE51641	ORYLA12145
OG0008463	MOUSE20113	ORYLA07621, ORYLA03939
OG0008464	MOUSE43831	ORYLA03292, ORYLA02142, ORYLA06005
OG0008464	MOUSE43834	ORYLA13096
OG0008465	MOUSE10384	ORYLA17425
OG0008465	MOUSE44771, MOUSE44769, MOUSE44768, MOUSE44770	ORYLA14967, ORYLA12599
OG0008466	MOUSE20510, MOUSE20511	ORYLA06956, ORYLA15044, ORYLA15083
OG0008468	MOUSE15011, MOUSE52479, MOUSE52478, MOUSE52476, MOUSE52475, MOUSE52477	ORYLA15454, ORYLA15455
OG0008469	MOUSE12434, MOUSE12433, MOUSE12432, MOUSE12431, MOUSE12430	ORYLA11070, ORYLA11047, ORYLA11038
OG0008470	MOUSE50169, MOUSE50168	ORYLA00788, ORYLA03110
OG0008470	MOUSE50715	ORYLA19211
OG0008478	MOUSE01086, MOUSE01079, MOUSE01085, MOUSE01080, MOUSE01084, MOUSE01078, MOUSE01076, MOUSE01075, MOUSE01082, MOUSE01083, MOUSE01077	ORYLA14296
OG0008509	MOUSE34577, MOUSE34578	ORYLA15385, ORYLA20130
OG0008513	MOUSE14257, MOUSE14258, MOUSE14256	ORYLA17016
OG0008514	MOUSE48251, MOUSE48252, MOUSE48253, MOUSE48250, MOUSE48249, MOUSE48248	ORYLA00666
OG0008515	MOUSE13365, MOUSE13367, MOUSE13366	ORYLA05447
OG0008516	MOUSE27413, MOUSE27412	ORYLA10547
OG0008522	MOUSE10300, MOUSE10301	ORYLA17393, ORYLA02373
OG0008524	MOUSE46417	ORYLA00132
OG0008527	MOUSE24397	ORYLA10073
OG0008528	MOUSE29923	ORYLA03305
OG0008532	MOUSE20164	ORYLA14244
OG0008533	MOUSE00669	ORYLA11615
OG0008534	MOUSE44356	ORYLA14842
OG0008535	MOUSE40365, MOUSE40364	ORYLA07394
OG0008536	MOUSE05717, MOUSE05718	ORYLA16482
OG0008538	MOUSE19255	ORYLA04456
OG0008539	MOUSE49159	ORYLA20010
OG0008540	MOUSE30667	ORYLA01617
OG0008542	MOUSE01620	ORYLA13618
OG0008544	MOUSE49388, MOUSE49387	ORYLA17358
OG0008545	MOUSE40415, MOUSE40414	ORYLA17694
OG0008546	MOUSE19697	ORYLA01722
OG0008550	MOUSE34884, MOUSE34885, MOUSE34886	ORYLA13838
OG0008554	MOUSE28900, MOUSE19939	ORYLA09057
OG0008555	MOUSE21750	ORYLA05134
OG0008556	MOUSE24601, MOUSE24603	ORYLA11682
OG0008557	MOUSE11863	ORYLA07476
OG0008558	MOUSE20456	ORYLA14853
OG0008561	MOUSE04564	ORYLA03251
OG0008562	MOUSE32165, MOUSE32166	ORYLA11935
OG0008563	MOUSE37460	ORYLA17890
OG0008567	MOUSE16695	ORYLA12512
OG0008571	MOUSE49698	ORYLA15286
OG0008572	MOUSE16447, MOUSE16448	ORYLA04526
OG0008573	MOUSE32284	ORYLA14095
OG0008575	MOUSE42012, MOUSE42013	ORYLA10873
OG0008576	MOUSE46861, MOUSE46862	ORYLA04640
OG0008577	MOUSE15114, MOUSE15112, MOUSE15113	ORYLA07759
OG0008578	MOUSE28739	ORYLA14123
OG0008583	MOUSE09329, MOUSE09327, MOUSE09328	ORYLA01952
OG0008587	MOUSE07482	ORYLA10124
OG0008588	MOUSE06241	ORYLA18824
OG0008591	MOUSE17017	ORYLA16857
OG0008592	MOUSE25992	ORYLA02727
OG0008593	MOUSE52637	ORYLA13844
OG0008595	MOUSE52110, MOUSE52109, MOUSE52111	ORYLA11806
OG0008596	MOUSE38977	ORYLA02073
OG0008601	MOUSE03477	ORYLA01236
OG0008603	MOUSE01334	ORYLA10316
OG0008606	MOUSE38006, MOUSE38005, MOUSE38004	ORYLA03981
OG0008609	MOUSE38675	ORYLA07791
OG0008611	MOUSE23927	ORYLA13450
OG0008612	MOUSE23807, MOUSE23806	ORYLA06560
OG0008614	MOUSE44456	ORYLA14831
OG0008616	MOUSE30863, MOUSE30865, MOUSE30864	ORYLA06187
OG0008618	MOUSE41026, MOUSE41025	ORYLA13903
OG0008620	MOUSE20745, MOUSE20744	ORYLA19410
OG0008622	MOUSE35415, MOUSE35414, MOUSE35416, MOUSE54894, MOUSE54895, MOUSE54892	ORYLA15071
OG0008623	MOUSE50997, MOUSE50999, MOUSE51000, MOUSE50998, MOUSE51001	ORYLA17303
OG0008624	MOUSE14025	ORYLA00653
OG0008626	MOUSE12442	ORYLA06748
OG0008627	MOUSE19246, MOUSE19248	ORYLA04451
OG0008628	MOUSE38786, MOUSE38788, MOUSE38787	ORYLA11888
OG0008630	MOUSE04614	ORYLA03479, ORYLA04008
OG0008632	MOUSE04788	ORYLA16415
OG0008633	MOUSE18648	ORYLA04719
OG0008636	MOUSE51760	ORYLA15223
OG0008637	MOUSE22861, MOUSE22863	ORYLA12916
OG0008638	MOUSE08512	ORYLA09203
OG0008639	MOUSE28318, MOUSE28319	ORYLA14211
OG0008640	MOUSE21249	ORYLA04998
OG0008642	MOUSE28255, MOUSE28258	ORYLA15622
OG0008644	MOUSE40228	ORYLA10437
OG0008645	MOUSE28714, MOUSE28713	ORYLA14126
OG0008646	MOUSE53646	ORYLA09413
OG0008648	MOUSE20323	ORYLA01052
OG0008651	MOUSE50903, MOUSE50904	ORYLA03437
OG0008653	MOUSE38606, MOUSE38607	ORYLA00575
OG0008655	MOUSE01759	ORYLA10947
OG0008656	MOUSE18782, MOUSE18783	ORYLA18781
OG0008659	MOUSE15814	ORYLA09036
OG0008660	MOUSE39693	ORYLA14924
OG0008661	MOUSE46813	ORYLA07832
OG0008662	MOUSE15369, MOUSE15370	ORYLA17363
OG0008669	MOUSE03705	ORYLA07048, ORYLA07047
OG0008670	MOUSE54856	ORYLA00983
OG0008670	MOUSE53662, MOUSE53661, MOUSE53660	ORYLA09417
OG0008671	MOUSE07120, MOUSE07121, MOUSE07119	ORYLA19359
OG0008672	MOUSE19106	ORYLA18443
OG0008673	MOUSE10991	ORYLA11412
OG0008677	MOUSE53180, MOUSE53181	ORYLA05502
OG0008678	MOUSE02725, MOUSE02724	ORYLA02691
OG0008680	MOUSE03255, MOUSE03254	ORYLA01329
OG0008681	MOUSE47494	ORYLA09984
OG0008682	MOUSE18335	ORYLA15997
OG0008683	MOUSE30026, MOUSE30024, MOUSE30025	ORYLA03634
OG0008684	MOUSE23246	ORYLA09445
OG0008688	MOUSE41194	ORYLA11067
OG0008688	MOUSE11246, MOUSE11248, MOUSE11247	ORYLA15823
OG0008689	MOUSE50299, MOUSE07776, MOUSE07780, MOUSE50300, MOUSE50302, MOUSE50301, MOUSE50303	ORYLA00578
OG0008692	MOUSE32603, MOUSE32605, MOUSE32604	ORYLA08862, ORYLA06449
OG0008693	MOUSE06192	ORYLA00071
OG0008696	MOUSE14259	ORYLA17017
OG0008697	MOUSE32823, MOUSE32824, MOUSE32822, MOUSE32821	ORYLA18128
OG0008698	MOUSE32209	ORYLA11400
OG0008698	MOUSE34370	ORYLA05988
OG0008701	MOUSE48343, MOUSE48341, MOUSE48342, MOUSE48344	ORYLA12663, ORYLA12662, ORYLA09045
OG0008702	MOUSE19704	ORYLA05379
OG0008702	MOUSE28934, MOUSE28935	ORYLA14251
OG0008704	MOUSE09244	ORYLA02027
OG0008704	MOUSE33801	ORYLA01990
OG0008704	MOUSE28973, MOUSE28974	ORYLA14134
OG0008705	MOUSE50425, MOUSE50424	ORYLA12853, ORYLA18221
OG0008706	MOUSE30811, MOUSE30810, MOUSE30809, MOUSE30808	ORYLA01621, ORYLA19630
OG0008707	MOUSE34962, MOUSE34961, MOUSE34949, MOUSE34951, MOUSE34948, MOUSE34957, MOUSE34956, MOUSE34960, MOUSE34954, MOUSE34958, MOUSE34955, MOUSE34953, MOUSE34959, MOUSE34950, MOUSE34952	ORYLA15586
OG0008708	MOUSE33933	ORYLA02039, ORYLA05970
OG0008708	MOUSE40354, MOUSE40355	ORYLA11505
OG0008709	MOUSE41571, MOUSE41572, MOUSE41574, MOUSE41573, MOUSE41570, MOUSE41569	ORYLA11213
OG0008710	MOUSE13323	ORYLA09250
OG0008711	MOUSE24517, MOUSE24512	ORYLA04879
OG0008711	MOUSE20423	ORYLA01066
OG0008757	MOUSE15128, MOUSE15126, MOUSE15127	ORYLA00611
OG0008762	MOUSE42669, MOUSE42670	ORYLA03404
OG0008763	MOUSE27368	ORYLA11918
OG0008764	MOUSE16951, MOUSE16949	ORYLA18950
OG0008765	MOUSE08763, MOUSE08764, MOUSE26586	ORYLA09621
OG0008766	MOUSE19453	ORYLA17483
OG0008770	MOUSE05142	ORYLA19695
OG0008771	MOUSE06958	ORYLA01976, ORYLA06165
OG0008778	MOUSE51693, MOUSE51692	ORYLA19804
OG0008780	MOUSE07174, MOUSE07177, MOUSE07175, MOUSE07173	ORYLA11590
OG0008782	MOUSE13520, MOUSE13521	ORYLA20358
OG0008785	MOUSE31938, MOUSE31939	ORYLA12963
OG0008786	MOUSE24891	ORYLA10985
OG0008788	MOUSE26438	ORYLA06831
OG0008788	MOUSE26437	ORYLA09878
OG0008790	MOUSE24655, MOUSE24652	ORYLA19389
OG0008796	MOUSE12299, MOUSE12298	ORYLA07484
OG0008799	MOUSE17947, MOUSE17946	ORYLA02092
OG0008800	MOUSE17405, MOUSE17404	ORYLA19838
OG0008804	MOUSE07111	ORYLA10062
OG0008807	MOUSE05980	ORYLA07813
OG0008811	MOUSE32045, MOUSE32046	ORYLA06028
OG0008816	MOUSE19818, MOUSE19817	ORYLA02817, ORYLA17960
OG0008818	MOUSE19915	ORYLA20382
OG0008820	MOUSE34130	ORYLA02118
OG0008821	MOUSE33897, MOUSE33896	ORYLA05960
OG0008822	MOUSE15159, MOUSE15158	ORYLA00785
OG0008823	MOUSE04704	ORYLA03746
OG0008826	MOUSE48874	ORYLA17119
OG0008827	MOUSE38616, MOUSE38618, MOUSE38617	ORYLA16970
OG0008829	MOUSE10651, MOUSE10652	ORYLA02828
OG0008830	MOUSE01441, MOUSE01437, MOUSE01438	ORYLA12806
OG0008831	MOUSE25594	ORYLA02877
OG0008835	MOUSE15639	ORYLA12847
OG0008837	MOUSE04698	ORYLA03541
OG0008838	MOUSE47510	ORYLA09991
OG0008840	MOUSE28262	ORYLA14135
OG0008841	MOUSE16912	ORYLA16695
OG0008844	MOUSE09145, MOUSE09144, MOUSE09146	ORYLA06550
OG0008845	MOUSE54876	ORYLA00991
OG0008850	MOUSE17199, MOUSE17198, MOUSE17197, MOUSE17196	ORYLA03958
OG0008855	MOUSE21460, MOUSE21459, MOUSE21458, MOUSE21457	ORYLA05299
OG0008856	MOUSE05637, MOUSE05636	ORYLA18814
OG0008859	MOUSE27868	ORYLA10789
OG0008861	MOUSE09067	ORYLA07007
OG0008864	MOUSE52918	ORYLA18314
OG0008866	MOUSE22033, MOUSE22032	ORYLA13506
OG0008867	MOUSE19845, MOUSE19844, MOUSE19846	ORYLA02484, ORYLA17420
OG0008870	MOUSE37476	ORYLA17597, ORYLA17598
OG0008872	MOUSE33267	ORYLA12866
OG0008876	MOUSE20879, MOUSE20878	ORYLA19754
OG0008883	MOUSE46439	ORYLA00481
OG0008885	MOUSE35190, MOUSE35192, MOUSE35193, MOUSE35191	ORYLA02173
OG0008891	MOUSE32229	ORYLA11900
OG0008893	MOUSE49694, MOUSE49695	ORYLA15315
OG0008897	MOUSE37938, MOUSE37939, MOUSE37937	ORYLA17865
OG0008898	MOUSE03798	ORYLA16850
OG0008900	MOUSE18163, MOUSE18162	ORYLA11758
OG0008901	MOUSE24829, MOUSE24831, MOUSE24832, MOUSE24828	ORYLA20176
OG0008903	MOUSE46743, MOUSE46744, MOUSE46745, MOUSE46742	ORYLA04930
OG0008907	MOUSE46078	ORYLA08042
OG0008910	MOUSE12297, MOUSE12296	ORYLA06735, ORYLA06736
OG0008911	MOUSE14375, MOUSE14374	ORYLA10922
OG0008913	MOUSE29119	ORYLA20014
OG0008915	MOUSE36164, MOUSE36165, MOUSE36166	ORYLA00504
OG0008916	MOUSE47765	ORYLA04217
OG0008922	MOUSE39477, MOUSE39478, MOUSE39476	ORYLA11230
OG0008923	MOUSE06840	ORYLA11983
OG0008924	MOUSE04707	ORYLA15481
OG0008925	MOUSE13959	ORYLA17800
OG0008928	MOUSE35466, MOUSE35465	ORYLA01839
OG0008929	MOUSE27550, MOUSE27549	ORYLA10191
OG0008932	MOUSE00385, MOUSE00383, MOUSE00384	ORYLA11958
OG0008936	MOUSE44624, MOUSE44626, MOUSE44625, MOUSE44627, MOUSE44623, MOUSE44622	ORYLA12704
OG0008937	MOUSE22000	ORYLA09563
OG0008938	MOUSE40564, MOUSE40565	ORYLA17947
OG0008942	MOUSE33589	ORYLA06662, ORYLA13283
OG0008946	MOUSE38810, MOUSE38812, MOUSE38811	ORYLA08964
OG0008955	MOUSE27924, MOUSE27921, MOUSE27922, MOUSE27920, MOUSE27923	ORYLA10731
OG0008959	MOUSE35130	ORYLA14437
OG0008969	MOUSE53391, MOUSE53390, MOUSE53389	ORYLA01679
OG0008974	MOUSE55386, MOUSE55387	ORYLA09934
OG0008974	MOUSE52532	ORYLA15826
OG0008975	MOUSE23645, MOUSE23643, MOUSE23644	ORYLA14026, ORYLA14025, ORYLA14027, ORYLA14024, ORYLA15993
OG0008976	MOUSE33992	ORYLA10609
OG0008976	MOUSE33993	ORYLA01850, ORYLA10637, ORYLA10610
OG0008977	MOUSE13417	ORYLA07578
OG0008978	MOUSE32043, MOUSE32042, MOUSE32041, MOUSE32038, MOUSE32033, MOUSE32035, MOUSE32036, MOUSE32032, MOUSE32034, MOUSE32037, MOUSE32039, MOUSE32040	ORYLA06324, ORYLA06323
OG0008979	MOUSE13239, MOUSE13236, MOUSE13235, MOUSE13232, MOUSE13237, MOUSE13238, MOUSE13234, MOUSE13233	ORYLA02528, ORYLA17224
OG0008980	MOUSE39913	ORYLA02128
OG0008980	MOUSE05494, MOUSE05493, MOUSE05492	ORYLA16453, ORYLA05929
OG0008981	MOUSE03882	ORYLA03539
OG0008981	MOUSE01074	ORYLA02667, ORYLA17885
OG0008982	MOUSE44091	ORYLA17189, ORYLA07958
OG0008982	MOUSE27231	ORYLA12483
