Orthogroup	MOUSE	HUMAN
OG0011068	MOUSE19592	HUMAN24063
OG0011069	MOUSE14367	HUMAN20328
OG0011069	MOUSE14366	HUMAN20329, HUMAN20327
OG0011070	MOUSE43594, MOUSE43595, MOUSE43596, MOUSE43593	HUMAN15279
OG0011071	MOUSE33328, MOUSE33330, MOUSE33329	HUMAN01042
OG0011072	MOUSE25117	HUMAN02960
OG0011073	MOUSE16110	HUMAN21181, HUMAN21182
OG0011073	MOUSE47625	HUMAN07901
OG0011074	MOUSE22987, MOUSE22986, MOUSE22984, MOUSE22985	HUMAN18438
OG0011075	MOUSE48706, MOUSE48705, MOUSE48704, MOUSE48701, MOUSE48703, MOUSE48702	HUMAN22937
OG0011076	MOUSE04745, MOUSE04744, MOUSE04746	HUMAN12340
OG0011077	MOUSE41976, MOUSE41977, MOUSE41975, MOUSE41978	HUMAN06134, HUMAN06133
OG0011101	MOUSE17366	HUMAN19561
OG0011101	MOUSE17365	HUMAN19559
OG0011101	MOUSE17367	HUMAN19562
OG0011123	MOUSE30532, MOUSE30533, MOUSE30536, MOUSE30537, MOUSE30534, MOUSE30528, MOUSE30529, MOUSE30527, MOUSE30539	HUMAN01712, HUMAN01711, HUMAN01710, HUMAN01709, HUMAN01708
OG0011125	MOUSE32324, MOUSE55680, MOUSE32335, MOUSE55710, MOUSE32313, MOUSE32309, MOUSE32311, MOUSE32323, MOUSE55681, MOUSE55709, MOUSE32310	HUMAN28643
OG0011125	MOUSE10653	HUMAN23319
OG0011126	MOUSE10584	HUMAN23353
OG0011127	MOUSE17592, MOUSE17591, MOUSE17593	HUMAN24872
OG0011127	MOUSE17594	HUMAN24869, HUMAN24871
OG0011127	MOUSE17597, MOUSE17598	HUMAN24865, HUMAN24866
OG0011199	MOUSE40011, MOUSE40014	HUMAN22828
OG0011199	MOUSE40012, MOUSE40013	HUMAN22829
OG0011202	MOUSE20126	HUMAN04930
OG0011217	MOUSE16911, MOUSE16910	HUMAN10324
OG0011227	MOUSE21332	HUMAN03642
OG0011229	MOUSE14677	HUMAN06373
OG0011232	MOUSE49636, MOUSE49637	HUMAN11447
OG0011234	MOUSE32187, MOUSE32186	HUMAN25377
OG0011238	MOUSE42027	HUMAN06163
OG0011238	MOUSE45740	HUMAN04119
OG0011242	MOUSE07949, MOUSE07948	HUMAN08828
OG0011246	MOUSE00186	HUMAN25666
OG0011246	MOUSE00185	HUMAN25665
OG0011258	MOUSE27344	HUMAN09231
OG0011259	MOUSE53100	HUMAN20660
OG0011260	MOUSE03155, MOUSE03154	HUMAN24225
OG0011265	MOUSE10434, MOUSE10433	HUMAN23445
OG0011270	MOUSE11409	HUMAN03074
OG0011277	MOUSE21933, MOUSE21932, MOUSE21935, MOUSE21934	HUMAN17417
OG0011291	MOUSE42298, MOUSE42297	HUMAN16376
OG0011291	MOUSE42299	HUMAN16377
OG0011293	MOUSE54969	HUMAN30181
OG0011298	MOUSE16480	HUMAN19540
OG0011298	MOUSE24265	HUMAN02022
OG0011305	MOUSE36561	HUMAN22437, HUMAN22438
OG0011306	MOUSE43748, MOUSE43746, MOUSE43747	HUMAN15212
OG0011312	MOUSE13768	HUMAN28301, HUMAN28300
OG0011315	MOUSE51359, MOUSE51358	HUMAN09846
OG0011315	MOUSE36735, MOUSE36736	HUMAN22524
OG0011316	MOUSE11962, MOUSE11961, MOUSE11960, MOUSE11959, MOUSE11958	HUMAN07975
OG0011316	MOUSE11964, MOUSE11963	HUMAN07976
OG0011317	MOUSE02722	HUMAN24150
OG0011318	MOUSE05586, MOUSE05585	HUMAN12709
OG0011322	MOUSE15623	HUMAN22029
OG0011334	MOUSE53459	HUMAN29523
OG0011346	MOUSE20242	HUMAN04845
OG0011346	MOUSE20243	HUMAN04846
OG0011367	MOUSE01800, MOUSE01798	HUMAN07073
OG0011371	MOUSE53461	HUMAN29525
OG0011372	MOUSE48524, MOUSE48525, MOUSE48528, MOUSE48527, MOUSE48529, MOUSE48526, MOUSE33587, MOUSE33586, MOUSE10458	HUMAN23435, HUMAN23434
OG0011373	MOUSE11250, MOUSE11249	HUMAN21044
OG0011375	MOUSE21887	HUMAN17390, HUMAN17391
OG0011392	MOUSE15780, MOUSE15781, MOUSE15782	HUMAN21381
OG0011393	MOUSE54576	HUMAN29989
OG0011393	MOUSE47490, MOUSE47489	HUMAN07832
OG0011395	MOUSE33687	HUMAN00866, HUMAN00867
OG0011395	MOUSE18473	HUMAN14446, HUMAN14447
OG0011396	MOUSE29089, MOUSE29090, MOUSE29091, MOUSE29088, MOUSE29087	HUMAN19229
OG0011397	MOUSE34045, MOUSE34046, MOUSE34047	HUMAN00678, HUMAN00677
OG0011399	MOUSE52083, MOUSE52084	HUMAN25286
OG0011400	MOUSE21168	HUMAN03553, HUMAN03554, HUMAN03552
OG0011401	MOUSE31145, MOUSE31146	HUMAN01397
OG0011401	MOUSE40854, MOUSE40856, MOUSE40857, MOUSE40855	HUMAN21148
OG0011402	MOUSE39952, MOUSE39949, MOUSE39950	HUMAN26325
OG0011403	MOUSE14348, MOUSE14346, MOUSE14347	HUMAN20306
OG0011404	MOUSE24919, MOUSE24916, MOUSE24917, MOUSE24918	HUMAN02883
OG0011406	MOUSE20451	HUMAN04714
OG0011407	MOUSE03533, MOUSE03535, MOUSE03529, MOUSE03536	HUMAN23761
OG0011408	MOUSE48229, MOUSE48230	HUMAN23070
OG0011409	MOUSE29715, MOUSE29714, MOUSE29716, MOUSE29717	HUMAN22868
OG0011410	MOUSE10303	HUMAN23514
OG0011412	MOUSE13534, MOUSE13533, MOUSE13535, MOUSE13536, MOUSE13539, MOUSE13538, MOUSE13537	HUMAN28157
OG0011413	MOUSE15463	HUMAN21887
OG0011413	MOUSE15462	HUMAN21886, HUMAN21888
OG0011414	MOUSE35771, MOUSE35770	HUMAN16780
OG0011415	MOUSE53648	HUMAN29727
OG0011415	MOUSE54871	HUMAN19675, HUMAN30117
OG0011416	MOUSE34891, MOUSE34890	HUMAN00195, HUMAN00196
OG0011417	MOUSE23340	HUMAN17668
OG0011418	MOUSE01149, MOUSE01150	HUMAN19660, HUMAN19659
OG0011419	MOUSE34968, MOUSE34969	HUMAN00150
OG0011419	MOUSE41434	HUMAN05878, HUMAN05879
OG0011420	MOUSE10416, MOUSE10418, MOUSE10417	HUMAN23455
OG0011421	MOUSE18393	HUMAN14360
OG0011421	MOUSE32296	HUMAN28632
OG0011422	MOUSE11446	HUMAN03103, HUMAN03104
OG0011424	MOUSE13280	HUMAN23224
OG0011425	MOUSE01786	HUMAN07069
OG0011425	MOUSE35207, MOUSE35214	HUMAN26532
OG0011426	MOUSE01432	HUMAN14188
OG0011426	MOUSE01430, MOUSE01431	HUMAN14186, HUMAN14187
OG0011427	MOUSE47758, MOUSE47759, MOUSE47760	HUMAN07696
OG0011428	MOUSE32867, MOUSE32865, MOUSE32866	HUMAN29087
OG0011429	MOUSE15824	HUMAN21356
OG0011430	MOUSE10465, MOUSE10466, MOUSE10464, MOUSE10468, MOUSE10467	HUMAN23421
OG0011431	MOUSE03957	HUMAN12028
OG0011432	MOUSE03576, MOUSE03577	HUMAN24098
OG0011433	MOUSE49908, MOUSE49907, MOUSE49909	HUMAN02630
OG0011434	MOUSE11031, MOUSE11032, MOUSE11033	HUMAN03292
OG0011435	MOUSE24922	HUMAN02877
OG0011436	MOUSE04249, MOUSE04250	HUMAN11808
OG0011436	MOUSE22881	HUMAN18384
OG0011437	MOUSE20432	HUMAN04737
OG0011437	MOUSE27991	HUMAN18675
OG0011438	MOUSE18615	HUMAN13671
OG0011439	MOUSE02789, MOUSE02787, MOUSE02792	HUMAN19948
OG0011439	MOUSE02788	HUMAN19949
OG0011440	MOUSE04495, MOUSE04496, MOUSE04494, MOUSE04497, MOUSE04493, MOUSE04498	HUMAN11725
OG0011440	MOUSE04492	HUMAN11724
OG0011443	MOUSE54327	HUMAN30539, HUMAN30538, HUMAN30537, HUMAN30536
OG0011444	MOUSE50539, MOUSE50540	HUMAN05739
OG0011444	MOUSE50541, MOUSE50542	HUMAN05740
OG0011445	MOUSE32881, MOUSE32882	HUMAN29097
OG0011446	MOUSE32325, MOUSE32336, MOUSE55679, MOUSE55711, MOUSE32298	HUMAN28641, HUMAN28640, HUMAN28642
OG0011447	MOUSE03896, MOUSE03894, MOUSE03895	HUMAN12073, HUMAN12072, HUMAN12074, HUMAN12166, HUMAN12071
OG0011448	MOUSE23520, MOUSE23521, MOUSE23523, MOUSE23522	HUMAN02380
OG0011449	MOUSE19499, MOUSE19501, MOUSE19506, MOUSE19505, MOUSE19500	HUMAN23707, HUMAN23708
OG0011450	MOUSE24668, MOUSE24667, MOUSE24669	HUMAN02538
OG0011451	MOUSE13311, MOUSE13312, MOUSE13316, MOUSE13314, MOUSE13313, MOUSE13315, MOUSE13310	HUMAN23212
OG0011452	MOUSE22716, MOUSE22717, MOUSE22718, MOUSE22719	HUMAN18311
OG0011453	MOUSE18358, MOUSE18359	HUMAN20571, HUMAN20570
OG0011456	MOUSE41312, MOUSE41311	HUMAN05949
OG0011456	MOUSE33787	HUMAN00820
OG0011457	MOUSE19355, MOUSE19352, MOUSE19351, MOUSE19353, MOUSE19356, MOUSE19358, MOUSE19354, MOUSE19357	HUMAN23986
OG0011458	MOUSE52215, MOUSE52212, MOUSE52211	HUMAN09901
OG0011459	MOUSE09117, MOUSE09118	HUMAN24440
OG0011459	MOUSE09116	HUMAN24441, HUMAN24442, HUMAN24443
OG0011460	MOUSE17419	HUMAN14889, HUMAN14888, HUMAN14887
OG0011461	MOUSE18838	HUMAN13663
OG0011462	MOUSE23075, MOUSE23076, MOUSE23077, MOUSE23078	HUMAN18496
OG0011463	MOUSE17084	HUMAN10219
OG0011486	MOUSE53060	HUMAN20802
OG0011509	MOUSE49935, MOUSE49938, MOUSE49939, MOUSE49936, MOUSE49937, MOUSE49940	HUMAN02651, HUMAN02650
OG0011511	MOUSE48134, MOUSE48136, MOUSE48125, MOUSE48126	HUMAN23113
OG0011511	MOUSE48137, MOUSE48129, MOUSE48133, MOUSE48127, MOUSE48132	HUMAN23114, HUMAN23115
OG0011514	MOUSE46569, MOUSE46568	HUMAN10946, HUMAN10944, HUMAN10943
OG0011517	MOUSE38310	HUMAN26723
OG0011517	MOUSE38312, MOUSE38311	HUMAN26721
OG0011532	MOUSE31762	HUMAN01221, HUMAN01220
OG0011532	MOUSE31758, MOUSE31759, MOUSE31760, MOUSE31755, MOUSE31761, MOUSE31757, MOUSE31756	HUMAN01223
OG0011534	MOUSE08002, MOUSE08006, MOUSE08003, MOUSE08004, MOUSE08009, MOUSE08008, MOUSE08001, MOUSE08010, MOUSE07999, MOUSE07998, MOUSE08007, MOUSE08000	HUMAN08855
OG0011535	MOUSE43427	HUMAN10380, HUMAN15377, HUMAN15380, HUMAN15420, HUMAN15419, HUMAN15372, HUMAN15541, HUMAN15540, HUMAN15542, HUMAN15544, HUMAN15543, HUMAN15416
OG0011536	MOUSE49152	HUMAN11114
OG0011536	MOUSE49148, MOUSE49155, MOUSE49156, MOUSE49153, MOUSE49146, MOUSE49154, MOUSE49149, MOUSE49151, MOUSE49150, MOUSE49147	HUMAN11113
OG0011538	MOUSE01496, MOUSE01492, MOUSE01493, MOUSE01485, MOUSE01489, MOUSE01495, MOUSE01490, MOUSE01487, MOUSE01488, MOUSE01486, MOUSE01494, MOUSE01491	HUMAN14228
OG0011539	MOUSE17475	HUMAN14902
OG0011539	MOUSE01282	HUMAN14903, HUMAN14904
OG0011539	MOUSE17472, MOUSE17473, MOUSE17470, MOUSE17468, MOUSE17471, MOUSE17469	HUMAN14901
OG0011540	MOUSE42196	HUMAN16293, HUMAN16292, HUMAN16288, HUMAN16308, HUMAN16290, HUMAN16305, HUMAN16307, HUMAN16289, HUMAN16287, HUMAN16310, HUMAN16309, HUMAN16291
OG0011541	MOUSE14149, MOUSE14148, MOUSE14152, MOUSE14151, MOUSE14145, MOUSE14153, MOUSE14144, MOUSE14154, MOUSE14143, MOUSE14147, MOUSE14150, MOUSE14146	HUMAN20189
OG0011542	MOUSE52969	HUMAN20826
OG0011542	MOUSE52972, MOUSE52968, MOUSE52966, MOUSE52977, MOUSE52976, MOUSE52975, MOUSE52973, MOUSE52974, MOUSE52970, MOUSE52971	HUMAN20827
OG0011543	MOUSE17999	HUMAN24701
OG0011543	MOUSE17995, MOUSE17993, MOUSE17992, MOUSE17994, MOUSE17991, MOUSE17990, MOUSE17989	HUMAN24702, HUMAN24703
OG0011544	MOUSE52028	HUMAN25213
OG0011544	MOUSE52032, MOUSE52031, MOUSE52023, MOUSE52030, MOUSE52024, MOUSE52027, MOUSE52025, MOUSE52022, MOUSE52026, MOUSE52029	HUMAN25214
OG0011545	MOUSE39524	HUMAN27126, HUMAN27122, HUMAN27101, HUMAN27104, HUMAN27099, HUMAN27096, HUMAN27084, HUMAN27087, HUMAN27089, HUMAN27095, HUMAN27093, HUMAN27109
OG0011546	MOUSE47685, MOUSE47684	HUMAN27391, HUMAN27380, HUMAN27392, HUMAN27378, HUMAN27395, HUMAN27376, HUMAN27394, HUMAN27374, HUMAN27379, HUMAN27393, HUMAN27375
OG0011618	MOUSE01733	HUMAN07034, HUMAN07033, HUMAN07032
OG0011618	MOUSE01732	HUMAN07031
OG0011624	MOUSE18091	HUMAN25153
OG0011637	MOUSE33990	HUMAN00699
OG0011663	MOUSE49663, MOUSE49664	HUMAN11471
OG0011676	MOUSE34431	HUMAN00435
OG0011705	MOUSE48913	HUMAN14771, HUMAN14772
OG0011707	MOUSE51314, MOUSE51315	HUMAN09493
OG0011723	MOUSE23977, MOUSE23979	HUMAN02166
OG0011726	MOUSE45068	HUMAN05266
OG0011732	MOUSE39946	HUMAN22656
OG0011739	MOUSE39991	HUMAN22667
OG0011739	MOUSE39992, MOUSE39993	HUMAN22669
OG0011756	MOUSE06348	HUMAN21756
OG0011759	MOUSE15647	HUMAN22017
OG0011773	MOUSE31775	HUMAN01214
OG0011780	MOUSE53865	HUMAN30276
OG0011784	MOUSE10090	HUMAN23597
OG0011786	MOUSE33745	HUMAN16056, HUMAN16057
OG0011789	MOUSE20020	HUMAN05006
OG0011789	MOUSE46312, MOUSE46311, MOUSE46310	HUMAN10865
OG0011807	MOUSE17235, MOUSE06479, MOUSE17234	HUMAN24923
OG0011820	MOUSE13594, MOUSE13593	HUMAN28196
OG0011820	MOUSE28398	HUMAN18902
OG0011821	MOUSE53463	HUMAN29527
OG0011825	MOUSE53578, MOUSE53577, MOUSE53572	HUMAN29839, HUMAN29841
OG0011825	MOUSE53573	HUMAN29843
OG0011864	MOUSE38563, MOUSE38562	HUMAN25918
OG0011868	MOUSE27164	HUMAN04353
OG0011869	MOUSE52917	HUMAN20839
OG0011870	MOUSE24372, MOUSE24371, MOUSE24374, MOUSE24373, MOUSE24370	HUMAN01961
OG0011872	MOUSE07024	HUMAN08241
OG0011873	MOUSE06297	HUMAN13458
OG0011873	MOUSE15036	HUMAN10474
OG0011874	MOUSE11488, MOUSE11487	HUMAN03079
OG0011875	MOUSE43623, MOUSE43625, MOUSE43624, MOUSE43621, MOUSE43620, MOUSE43622, MOUSE43619	HUMAN15264
OG0011877	MOUSE02177	HUMAN06824
OG0011878	MOUSE02220	HUMAN06792
OG0011878	MOUSE20483	HUMAN04677
OG0011879	MOUSE50929, MOUSE50930, MOUSE50927, MOUSE50925, MOUSE50926, MOUSE50928	HUMAN05620
OG0011881	MOUSE54647, MOUSE54645, MOUSE54646	HUMAN30028
OG0011882	MOUSE31307, MOUSE31308, MOUSE31306	HUMAN01313
OG0011884	MOUSE16476, MOUSE16472, MOUSE16474, MOUSE16475, MOUSE16473	HUMAN19539
OG0011885	MOUSE26041, MOUSE26042	HUMAN29139
OG0011885	MOUSE26040	HUMAN29138
OG0011886	MOUSE12690, MOUSE12691	HUMAN27621, HUMAN27620
OG0011887	MOUSE16047, MOUSE16045	HUMAN21225
OG0011887	MOUSE16046	HUMAN21226, HUMAN21227
OG0011888	MOUSE25858	HUMAN29188
OG0011889	MOUSE09502, MOUSE09503, MOUSE09501, MOUSE09500	HUMAN24290
OG0011890	MOUSE19393, MOUSE19392, MOUSE19391	HUMAN24005
OG0011891	MOUSE04501, MOUSE04500, MOUSE04499	HUMAN11723
OG0011892	MOUSE42803	HUMAN15784
OG0011893	MOUSE37143	HUMAN22058
OG0011893	MOUSE19596	HUMAN24060
OG0011894	MOUSE34510	HUMAN00400
OG0011895	MOUSE04076	HUMAN11928
OG0011895	MOUSE04074, MOUSE04075	HUMAN11930
OG0011895	MOUSE04073	HUMAN11929
OG0011897	MOUSE42641, MOUSE42640	HUMAN15878
OG0011897	MOUSE42639, MOUSE42638	HUMAN15879
OG0011899	MOUSE51686	HUMAN09676, HUMAN09675, HUMAN09674
OG0011900	MOUSE11328, MOUSE11331	HUMAN21014
OG0011900	MOUSE11330, MOUSE11329	HUMAN21013
OG0011901	MOUSE23805, MOUSE23804	HUMAN02235
OG0011902	MOUSE41502, MOUSE41503, MOUSE41505, MOUSE41504	HUMAN05847, HUMAN05850, HUMAN05849, HUMAN05848
OG0011903	MOUSE02059, MOUSE02058, MOUSE02060, MOUSE02057	HUMAN06893
OG0011904	MOUSE39097, MOUSE39096, MOUSE39095, MOUSE39094, MOUSE39092, MOUSE39093	HUMAN26877
OG0011905	MOUSE53298, MOUSE53302, MOUSE53300, MOUSE53301, MOUSE53299	HUMAN20725
OG0011906	MOUSE23029	HUMAN18470, HUMAN18469, HUMAN18468
OG0011907	MOUSE17535, MOUSE17536	HUMAN24903
OG0011908	MOUSE53860	HUMAN30272
OG0011908	MOUSE15056	HUMAN21930, HUMAN16243
OG0011909	MOUSE10085	HUMAN23602
OG0011909	MOUSE10084	HUMAN23605
OG0011910	MOUSE32699, MOUSE32698, MOUSE32697, MOUSE32696, MOUSE32695, MOUSE32693, MOUSE32694	HUMAN29016
OG0011911	MOUSE12503	HUMAN07456
OG0011911	MOUSE12506, MOUSE12505	HUMAN07457
OG0011912	MOUSE25089, MOUSE25087, MOUSE25088	HUMAN02942
OG0011913	MOUSE09977, MOUSE09974, MOUSE09975, MOUSE09972, MOUSE09973	HUMAN23177
OG0011914	MOUSE31429, MOUSE31428, MOUSE31430, MOUSE31427, MOUSE31425, MOUSE31426	HUMAN22821
OG0011915	MOUSE05535, MOUSE05537, MOUSE05538, MOUSE05536	HUMAN12684
OG0011917	MOUSE18757, MOUSE18756, MOUSE18755	HUMAN16909
OG0011918	MOUSE11501	HUMAN03383, HUMAN03384
OG0011919	MOUSE12793, MOUSE12792, MOUSE12791	HUMAN27546, HUMAN27549, HUMAN27545
OG0011920	MOUSE35457	HUMAN26056
OG0011921	MOUSE27651	HUMAN09420
OG0011922	MOUSE27798, MOUSE27797	HUMAN17493, HUMAN17494, HUMAN17495
OG0011923	MOUSE37333	HUMAN19916
OG0011924	MOUSE10618	HUMAN23335
OG0011925	MOUSE48825	HUMAN14838, HUMAN14837
OG0011926	MOUSE26273, MOUSE26274	HUMAN17792
OG0011927	MOUSE18485, MOUSE18484	HUMAN14463, HUMAN14462
OG0011928	MOUSE40617, MOUSE40618, MOUSE40615, MOUSE40616	HUMAN21473
OG0011929	MOUSE51865, MOUSE51866, MOUSE51864	HUMAN09555, HUMAN09556
OG0011930	MOUSE03244	HUMAN24160
OG0011931	MOUSE30069, MOUSE30072, MOUSE30070, MOUSE30071, MOUSE30073	HUMAN22977, HUMAN22976
OG0011932	MOUSE03745	HUMAN12121, HUMAN12120
OG0011933	MOUSE43580, MOUSE43581, MOUSE43577, MOUSE43578, MOUSE43579	HUMAN15288
OG0011935	MOUSE15535	HUMAN21931
OG0011935	MOUSE15541	HUMAN21937
OG0011936	MOUSE12389, MOUSE12390, MOUSE12387, MOUSE12388, MOUSE12386	HUMAN08191
OG0011936	MOUSE12391	HUMAN08192
OG0011937	MOUSE24264	HUMAN02023
OG0011938	MOUSE50446	HUMAN14695
OG0011938	MOUSE50448, MOUSE50447	HUMAN14697
OG0011939	MOUSE54118	HUMAN30399
OG0011940	MOUSE10449, MOUSE10447, MOUSE10446	HUMAN23436
OG0011941	MOUSE36419, MOUSE36422, MOUSE36420, MOUSE36418, MOUSE36421	HUMAN22377, HUMAN22376
OG0011942	MOUSE46153, MOUSE46151, MOUSE46155, MOUSE46152, MOUSE46150	HUMAN10714
OG0011943	MOUSE35033, MOUSE35032	HUMAN00113
OG0011944	MOUSE09179, MOUSE09180	HUMAN24476
OG0011945	MOUSE53146, MOUSE53147	HUMAN20629
OG0011945	MOUSE53148	HUMAN20630
OG0011946	MOUSE23601, MOUSE23602	HUMAN02338, HUMAN02337
OG0011946	MOUSE02192, MOUSE02193, MOUSE02194	HUMAN06813
OG0011947	MOUSE37144	HUMAN22060
OG0011948	MOUSE36072, MOUSE36070, MOUSE36075, MOUSE36076, MOUSE36071, MOUSE36069, MOUSE36068	HUMAN22151
OG0011949	MOUSE41140	HUMAN03055
OG0011949	MOUSE41139, MOUSE41138	HUMAN03056
OG0011951	MOUSE16925, MOUSE16926, MOUSE16924, MOUSE16927, MOUSE16923	HUMAN10315, HUMAN10316, HUMAN10314
OG0011952	MOUSE52008, MOUSE52009, MOUSE52007, MOUSE52006	HUMAN09497
OG0011953	MOUSE12930, MOUSE12929	HUMAN07613, HUMAN07612
OG0011975	MOUSE44760	HUMAN10031
OG0011975	MOUSE44761	HUMAN10033
OG0011977	MOUSE50330	HUMAN14617
OG0011978	MOUSE52739, MOUSE52740, MOUSE52741, MOUSE52742, MOUSE52738, MOUSE52736	HUMAN20920
OG0011978	MOUSE52737	HUMAN20921
OG0011981	MOUSE11949, MOUSE11946, MOUSE11948, MOUSE11952, MOUSE11950, MOUSE11947	HUMAN07974
OG0012008	MOUSE41153, MOUSE41155, MOUSE41154	HUMAN03046
OG0012008	MOUSE43618, MOUSE43616	HUMAN15265, HUMAN15268, HUMAN15266, HUMAN15267
OG0012009	MOUSE34267, MOUSE34264, MOUSE34266, MOUSE34263, MOUSE48655, MOUSE18732, MOUSE18242, MOUSE34265	HUMAN24642, HUMAN00538
OG0012010	MOUSE13423, MOUSE33854	HUMAN30046, HUMAN30047
OG0012036	MOUSE26765	HUMAN05201
OG0012038	MOUSE12067, MOUSE12107, MOUSE12068, MOUSE12108, MOUSE12153, MOUSE12152, MOUSE12164, MOUSE12028, MOUSE12044, MOUSE12134, MOUSE12084	HUMAN08007
OG0012039	MOUSE27437, MOUSE27431, MOUSE27430	HUMAN09274
OG0012039	MOUSE27436, MOUSE27429, MOUSE27433, MOUSE27434, MOUSE27435, MOUSE27432	HUMAN09275, HUMAN09273
OG0012040	MOUSE49282, MOUSE49283, MOUSE49292, MOUSE49290, MOUSE49281, MOUSE49284, MOUSE49288, MOUSE49285, MOUSE49286, MOUSE49287, MOUSE49289	HUMAN11184
OG0012174	MOUSE51995	HUMAN09503
OG0012200	MOUSE21278	HUMAN03612
OG0012202	MOUSE20278, MOUSE20277, MOUSE20279, MOUSE20282, MOUSE20283, MOUSE20280, MOUSE20276	HUMAN04833
OG0012205	MOUSE13422	HUMAN19048, HUMAN19046, HUMAN19045, HUMAN19047
OG0012208	MOUSE26644, MOUSE26645, MOUSE26646	HUMAN04567
OG0012215	MOUSE35070, MOUSE35072, MOUSE35071, MOUSE35073	HUMAN00094, HUMAN00095
OG0012215	MOUSE35069	HUMAN00093
OG0012219	MOUSE13405	HUMAN28081
OG0012237	MOUSE36227, MOUSE36226	HUMAN22294
OG0012290	MOUSE07484, MOUSE07483	HUMAN08582
OG0012298	MOUSE23691, MOUSE23690	HUMAN02284
OG0012333	MOUSE43290	HUMAN15495
OG0012340	MOUSE09227	HUMAN24513
OG0012345	MOUSE05293	HUMAN12492
OG0012350	MOUSE55242	HUMAN25837
OG0012350	MOUSE55241	HUMAN00542
OG0012364	MOUSE43464	HUMAN15343
OG0012371	MOUSE37520, MOUSE37518	HUMAN07237
OG0012394	MOUSE45654, MOUSE45653	HUMAN04087
OG0012395	MOUSE13137, MOUSE13135, MOUSE13136	HUMAN07813
OG0012396	MOUSE43753, MOUSE43754, MOUSE43751	HUMAN15209
OG0012396	MOUSE43752	HUMAN15208
OG0012397	MOUSE48034, MOUSE48033	HUMAN27403
OG0012398	MOUSE51504	HUMAN09777
OG0012398	MOUSE51506, MOUSE51507	HUMAN09776
OG0012400	MOUSE07976, MOUSE07975	HUMAN08843
OG0012401	MOUSE11544, MOUSE11545, MOUSE11546	HUMAN03363, HUMAN03361
OG0012402	MOUSE21339, MOUSE21337, MOUSE21338, MOUSE21336	HUMAN03648
OG0012403	MOUSE21382, MOUSE21377, MOUSE21378, MOUSE21381, MOUSE21380, MOUSE21379	HUMAN03658
OG0012404	MOUSE03105	HUMAN16974
OG0012405	MOUSE36518, MOUSE36517	HUMAN22416
OG0012406	MOUSE01161	HUMAN19651
OG0012406	MOUSE01160	HUMAN19650
OG0012407	MOUSE13486, MOUSE13484, MOUSE13483, MOUSE13487, MOUSE13485	HUMAN28127
OG0012409	MOUSE00131	HUMAN25692, HUMAN25693
OG0012410	MOUSE31247, MOUSE31248, MOUSE31249	HUMAN01338
OG0012411	MOUSE06167, MOUSE06169, MOUSE06168, MOUSE06166	HUMAN13356
OG0012412	MOUSE47664	HUMAN27355
OG0012413	MOUSE31529	HUMAN22784
OG0012414	MOUSE01380, MOUSE01377, MOUSE01378	HUMAN14151
OG0012415	MOUSE16493	HUMAN19548
OG0012416	MOUSE31348, MOUSE31347	HUMAN01299
OG0012417	MOUSE18715	HUMAN16873
OG0012417	MOUSE18718, MOUSE18719, MOUSE18720, MOUSE18717	HUMAN16874
OG0012419	MOUSE50682	HUMAN05687
OG0012420	MOUSE55183	HUMAN29954
OG0012420	MOUSE51004, MOUSE51003, MOUSE51002	HUMAN05590, HUMAN05591
OG0012421	MOUSE09551, MOUSE09550	HUMAN24324
OG0012421	MOUSE09552	HUMAN24320
OG0012422	MOUSE31517, MOUSE31516, MOUSE31518, MOUSE31515	HUMAN22788
OG0012423	MOUSE49524	HUMAN11370
OG0012424	MOUSE19039	HUMAN13840
OG0012425	MOUSE35661	HUMAN16733
OG0012426	MOUSE18081, MOUSE18082	HUMAN25160
OG0012427	MOUSE09540, MOUSE09537, MOUSE09539, MOUSE09538	HUMAN24310, HUMAN24309
OG0012428	MOUSE13501	HUMAN28135
OG0012428	MOUSE28199	HUMAN18578
OG0012429	MOUSE44085, MOUSE44082, MOUSE44083, MOUSE44081, MOUSE44084	HUMAN16030
OG0012430	MOUSE35121, MOUSE35122	HUMAN00047
OG0012431	MOUSE51844, MOUSE51841	HUMAN09571
OG0012432	MOUSE14392	HUMAN20358
OG0012433	MOUSE11352, MOUSE11351	HUMAN21006
OG0012434	MOUSE20416	HUMAN04750, HUMAN04749
OG0012435	MOUSE45359, MOUSE45356, MOUSE45357, MOUSE45354, MOUSE45358, MOUSE45355	HUMAN05113
OG0012436	MOUSE25271, MOUSE25270, MOUSE25269	HUMAN29493
OG0012437	MOUSE51183	HUMAN05512
OG0012438	MOUSE15887	HUMAN21317
OG0012439	MOUSE41747, MOUSE41746	HUMAN06034, HUMAN06035, HUMAN06033
OG0012440	MOUSE09365, MOUSE09362, MOUSE09364, MOUSE09363	HUMAN28879
OG0012441	MOUSE14624, MOUSE14622, MOUSE14623	HUMAN06317
OG0012442	MOUSE00759, MOUSE00758, MOUSE00757	HUMAN03267
OG0012443	MOUSE21263, MOUSE21262, MOUSE21264, MOUSE21265	HUMAN03599
OG0012444	MOUSE13694, MOUSE13695	HUMAN28256
OG0012445	MOUSE04042	HUMAN11960, HUMAN11959
OG0012446	MOUSE38337, MOUSE38336	HUMAN26708
OG0012447	MOUSE15510, MOUSE15509	HUMAN21922
OG0012448	MOUSE14413	HUMAN20372
OG0012448	MOUSE14412	HUMAN20371
