Orthogroup	AENJA_ok	ORYLA
OG0005891	AENJA_16932	ORYLA00807, ORYLA00806
OG0005892	AENJA_17176	ORYLA12431
OG0005894	AENJA_17246	ORYLA08719, ORYLA03910, ORYLA01239
OG0005895	AENJA_17367	ORYLA04519
OG0005896	AENJA_17573	ORYLA11728, ORYLA09070
OG0005897	AENJA_17702	ORYLA19507
OG0005898	AENJA_17852	ORYLA09769
OG0005899	AENJA_18115	ORYLA16594
OG0005900	AENJA_18119	ORYLA06266
OG0005901	AENJA_18246	ORYLA15179
OG0005902	AENJA_18247	ORYLA02177
OG0005903	AENJA_18309	ORYLA03025
OG0005906	AENJA_18627	ORYLA09828
OG0005907	AENJA_18661	ORYLA10740, ORYLA15224
OG0005909	AENJA_18683	ORYLA13661
OG0005911	AENJA_18847	ORYLA19782
OG0005912	AENJA_18853	ORYLA16145, ORYLA06495
OG0005913	AENJA_18975	ORYLA03195
OG0005914	AENJA_18992	ORYLA14072
OG0005915	AENJA_19170	ORYLA09945
OG0005916	AENJA_19253	ORYLA09681
OG0005918	AENJA_19697	ORYLA06801
OG0005919	AENJA_20070	ORYLA06790
OG0005920	AENJA_20124	ORYLA07096, ORYLA13575
OG0005921	AENJA_20303	ORYLA03161
OG0005922	AENJA_20511	ORYLA14270
OG0005923	AENJA_20557	ORYLA07289
OG0005924	AENJA_20629	ORYLA10431
OG0005926	AENJA_20822	ORYLA06535
OG0005927	AENJA_20883	ORYLA18549, ORYLA18257
OG0005928	AENJA_20891	ORYLA13174
OG0005929	AENJA_20893	ORYLA17102
OG0005931	AENJA_21193	ORYLA12693
OG0005932	AENJA_21195	ORYLA15050
OG0005933	AENJA_21408	ORYLA04204
OG0005936	AENJA_21972	ORYLA00036
OG0005937	AENJA_22276	ORYLA15356
OG0005938	AENJA_22341	ORYLA02948
OG0005939	AENJA_22470	ORYLA14676
OG0005940	AENJA_22657	ORYLA11953
OG0005941	AENJA_22811	ORYLA11974
OG0005942	AENJA_22877	ORYLA20255
OG0005943	AENJA_22968	ORYLA17027
OG0005944	AENJA_23015	ORYLA05011
OG0005945	AENJA_23020	ORYLA11390
OG0005945	AENJA_23019	ORYLA11391
OG0005946	AENJA_23033	ORYLA16047
OG0005947	AENJA_23047	ORYLA04618
OG0005948	AENJA_23221	ORYLA05016, ORYLA08210
OG0005949	AENJA_23232	ORYLA17627
OG0005950	AENJA_23330	ORYLA10694
OG0005951	AENJA_23374	ORYLA13200
OG0005952	AENJA_23383, AENJA_26242	ORYLA17339
OG0005953	AENJA_23477	ORYLA17714
OG0005954	AENJA_23538	ORYLA15255
OG0005955	AENJA_23541	ORYLA17735
OG0005957	AENJA_23785	ORYLA07508
OG0005958	AENJA_23875	ORYLA11465, ORYLA10767
OG0005959	AENJA_24127	ORYLA01636
OG0005960	AENJA_24360	ORYLA14080
OG0005961	AENJA_24367	ORYLA13699
OG0005962	AENJA_24387	ORYLA15697
OG0005963	AENJA_24444	ORYLA13333
OG0005964	AENJA_24480	ORYLA11297
OG0005965	AENJA_24829	ORYLA00501
OG0005966	AENJA_24862	ORYLA16765
OG0005967	AENJA_24863	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	AENJA_25169	ORYLA06981
OG0005969	AENJA_25218	ORYLA05253
OG0005970	AENJA_25251	ORYLA12936
OG0005972	AENJA_25446	ORYLA13344
OG0005973	AENJA_25486	ORYLA10086
OG0005974	AENJA_25677	ORYLA12871
OG0005975	AENJA_25725	ORYLA09620
OG0005976	AENJA_25735	ORYLA10048
OG0005977	AENJA_25803	ORYLA11110
OG0005978	AENJA_25870	ORYLA18813
OG0005979	AENJA_25990	ORYLA09195
OG0005980	AENJA_26209	ORYLA16160
OG0005981	AENJA_26250	ORYLA13340
OG0005982	AENJA_26388	ORYLA02398
OG0005983	AENJA_26615	ORYLA13523
OG0005984	AENJA_26630	ORYLA02487
OG0005985	AENJA_26651, AENJA_26654	ORYLA17726
OG0005986	AENJA_26777	ORYLA07662
OG0005987	AENJA_26832	ORYLA04335
OG0006059	AENJA_07337, AENJA_00150	ORYLA09031
OG0006061	AENJA_00325	ORYLA19379
OG0006062	AENJA_00551	ORYLA16708
OG0006063	AENJA_00605	ORYLA03877
OG0006064	AENJA_00650	ORYLA04445
OG0006065	AENJA_00665	ORYLA17451
OG0006066	AENJA_00700	ORYLA09975
OG0006067	AENJA_00729	ORYLA05884
OG0006068	AENJA_00748	ORYLA01339, ORYLA01340, ORYLA04996
OG0006070	AENJA_00972	ORYLA00067
OG0006071	AENJA_01102	ORYLA02579
OG0006072	AENJA_01191	ORYLA12315
OG0006073	AENJA_01226	ORYLA03080
OG0006074	AENJA_01259	ORYLA11388
OG0006075	AENJA_01270	ORYLA04806
OG0006076	AENJA_01306	ORYLA20453
OG0006077	AENJA_01382	ORYLA19036, ORYLA19037
OG0006078	AENJA_22396	ORYLA17648
OG0006078	AENJA_01409	ORYLA01729
OG0006079	AENJA_01432	ORYLA15110
OG0006082	AENJA_01510	ORYLA01781
OG0006083	AENJA_01529	ORYLA20342
OG0006084	AENJA_01643	ORYLA00533
OG0006085	AENJA_01649	ORYLA15317
OG0006087	AENJA_01889	ORYLA07572
OG0006089	AENJA_02162	ORYLA06648
OG0006092	AENJA_02316	ORYLA18231
OG0006094	AENJA_02642	ORYLA03339
OG0006095	AENJA_02769	ORYLA00577
OG0006096	AENJA_23191	ORYLA02341
OG0006097	AENJA_02941	ORYLA08979
OG0006098	AENJA_02992	ORYLA08847
OG0006099	AENJA_03036	ORYLA07739, ORYLA07738, ORYLA16995
OG0006100	AENJA_03050	ORYLA15271
OG0006102	AENJA_03107	ORYLA13664, ORYLA14108
OG0006103	AENJA_03372	ORYLA11324
OG0006104	AENJA_03385	ORYLA19385
OG0006106	AENJA_03554	ORYLA08883, ORYLA08882
OG0006107	AENJA_03655	ORYLA14542
OG0006108	AENJA_03797	ORYLA05895
OG0006110	AENJA_03881	ORYLA14511, ORYLA14510
OG0006111	AENJA_03939	ORYLA04074, ORYLA03212
OG0006112	AENJA_03953	ORYLA15289
OG0006113	AENJA_03955	ORYLA07029
OG0006114	AENJA_04047	ORYLA15533
OG0006115	AENJA_09142	ORYLA11548
OG0006117	AENJA_04248	ORYLA00077
OG0006118	AENJA_04258	ORYLA05452
OG0006119	AENJA_04315	ORYLA20488
OG0006120	AENJA_04316	ORYLA10724
OG0006121	AENJA_04319	ORYLA19436
OG0006122	AENJA_04504	ORYLA08367
OG0006123	AENJA_04576	ORYLA20495
OG0006124	AENJA_19597	ORYLA11506
OG0006125	AENJA_05020	ORYLA09691
OG0006126	AENJA_05396	ORYLA16568
OG0006127	AENJA_05400	ORYLA15251
OG0006128	AENJA_05402	ORYLA15261
OG0006129	AENJA_05595	ORYLA00354
OG0006130	AENJA_05623	ORYLA14031
OG0006131	AENJA_05907	ORYLA16375, ORYLA07912
OG0006132	AENJA_05951	ORYLA05048
OG0006133	AENJA_06147	ORYLA12772
OG0006134	AENJA_06166	ORYLA05638
OG0006136	AENJA_06518	ORYLA09430
OG0006137	AENJA_06532	ORYLA02042
OG0006138	AENJA_06557	ORYLA04799
OG0006139	AENJA_06683	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732
OG0006140	AENJA_06694	ORYLA15551
OG0006142	AENJA_06737	ORYLA10309, ORYLA19182, ORYLA19181
OG0006144	AENJA_06817	ORYLA07543
OG0006145	AENJA_07241	ORYLA20229
OG0006146	AENJA_07422	ORYLA05029
OG0006148	AENJA_07759	ORYLA02358
OG0006149	AENJA_07795, AENJA_26742	ORYLA10488
OG0006150	AENJA_08710, AENJA_08961, AENJA_07806, AENJA_11833, AENJA_21799	ORYLA13302
OG0006151	AENJA_07811	ORYLA14513
OG0006152	AENJA_08046	ORYLA11733
OG0006153	AENJA_20634, AENJA_08225	ORYLA20426
OG0006155	AENJA_10680, AENJA_08285	ORYLA06089
OG0006156	AENJA_08334	ORYLA00926
OG0006158	AENJA_24154	ORYLA10442
OG0006159	AENJA_08791	ORYLA19153
OG0006160	AENJA_08921	ORYLA19637
OG0006161	AENJA_08974	ORYLA01833, ORYLA05612
OG0006162	AENJA_09008	ORYLA13159
OG0006163	AENJA_09049	ORYLA14800, ORYLA12332
OG0006164	AENJA_09092	ORYLA19800
OG0006165	AENJA_09096	ORYLA20003
OG0006167	AENJA_09166	ORYLA07176, ORYLA00415
OG0006168	AENJA_09279	ORYLA16569
OG0006170	AENJA_09322	ORYLA09909
OG0006171	AENJA_09363, AENJA_13246	ORYLA02054
OG0006172	AENJA_09383	ORYLA10481
OG0006174	AENJA_09876	ORYLA17661, ORYLA02384, ORYLA12208
OG0006176	AENJA_10255	ORYLA10315
OG0006177	AENJA_10258	ORYLA12090
OG0006178	AENJA_10275	ORYLA04504
OG0006179	AENJA_10561	ORYLA03657
OG0006180	AENJA_10861	ORYLA06973
OG0006181	AENJA_10967	ORYLA03672
OG0006182	AENJA_10981	ORYLA08344
OG0006183	AENJA_10999	ORYLA16825
OG0006184	AENJA_11002	ORYLA00792
OG0006185	AENJA_11023	ORYLA06316
OG0006186	AENJA_11147	ORYLA13046
OG0006187	AENJA_11209	ORYLA18889
OG0006188	AENJA_11273	ORYLA20449
OG0006189	AENJA_11334	ORYLA17086, ORYLA00060
OG0006190	AENJA_11350	ORYLA01121
OG0006191	AENJA_11447	ORYLA17482
OG0006192	AENJA_11677	ORYLA04658
OG0006193	AENJA_11737	ORYLA12955
OG0006194	AENJA_11901	ORYLA00610
OG0006195	AENJA_11917	ORYLA17204
OG0006196	AENJA_11923	ORYLA03362
OG0006197	AENJA_11971	ORYLA20025, ORYLA15955
OG0006198	AENJA_12070	ORYLA05262
OG0006199	AENJA_12139	ORYLA07760
OG0006200	AENJA_12153	ORYLA00176
OG0006201	AENJA_12203	ORYLA17887, ORYLA16831, ORYLA16832
OG0006202	AENJA_12367	ORYLA06744
OG0006203	AENJA_12535	ORYLA04805
OG0006204	AENJA_12686	ORYLA07934
OG0006205	AENJA_12688	ORYLA19412
OG0006206	AENJA_12805	ORYLA11658, ORYLA10666, ORYLA11666
OG0006207	AENJA_12948	ORYLA03254
OG0006208	AENJA_13009	ORYLA03811, ORYLA13086
OG0006209	AENJA_23478	ORYLA18078
OG0006210	AENJA_13227	ORYLA02264
OG0006211	AENJA_13228	ORYLA16185
OG0006214	AENJA_13793	ORYLA11041
OG0006216	AENJA_13923	ORYLA19823
OG0006217	AENJA_14066	ORYLA13873, ORYLA13874
OG0006219	AENJA_14548	ORYLA13291
OG0006220	AENJA_14611	ORYLA18843
OG0006221	AENJA_14665	ORYLA05707, ORYLA16392, ORYLA07903
OG0006223	AENJA_15092	ORYLA10674
OG0006224	AENJA_15254	ORYLA15635
OG0006225	AENJA_15351	ORYLA00226
OG0006226	AENJA_15385	ORYLA02359
OG0006227	AENJA_15421	ORYLA17980
OG0006228	AENJA_15504	ORYLA16946, ORYLA20325
OG0006229	AENJA_15614	ORYLA00480
OG0006230	AENJA_15684	ORYLA20084
OG0006231	AENJA_15837	ORYLA08845
OG0006232	AENJA_15886	ORYLA19680
OG0006233	AENJA_15946	ORYLA13531
OG0006234	AENJA_16010	ORYLA13453
OG0006235	AENJA_16141	ORYLA14597
OG0006237	AENJA_16177	ORYLA15408
OG0006240	AENJA_16454	ORYLA20183
OG0006243	AENJA_16698	ORYLA14098
OG0006244	AENJA_16795	ORYLA02710
OG0006245	AENJA_16829	ORYLA08633
OG0006246	AENJA_17039	ORYLA02819
OG0006247	AENJA_17041	ORYLA14475
OG0006249	AENJA_17261	ORYLA07428
OG0006250	AENJA_17439	ORYLA01481
OG0006251	AENJA_17441	ORYLA03699
OG0006252	AENJA_17447	ORYLA05842
OG0006253	AENJA_17599	ORYLA12949
OG0006254	AENJA_17640	ORYLA01467
OG0006255	AENJA_17672	ORYLA04827
OG0006256	AENJA_17761	ORYLA09128
OG0006257	AENJA_17769	ORYLA05204
OG0006258	AENJA_17969	ORYLA02984
OG0006259	AENJA_18025	ORYLA13353
OG0006260	AENJA_18129	ORYLA18938
OG0006261	AENJA_18176, AENJA_20158	ORYLA11026, ORYLA14160
OG0006262	AENJA_18244	ORYLA15136, ORYLA05395, ORYLA01853
OG0006263	AENJA_18245	ORYLA09051
OG0006264	AENJA_18267	ORYLA17584
OG0006265	AENJA_18276	ORYLA09470
OG0006266	AENJA_18308	ORYLA12795
OG0006268	AENJA_18487	ORYLA16048
OG0006270	AENJA_18694	ORYLA02562, ORYLA02561
OG0006271	AENJA_18740	ORYLA08585
OG0006272	AENJA_18803	ORYLA17653, ORYLA02479, ORYLA07311
OG0006273	AENJA_18828	ORYLA06300
OG0006275	AENJA_19065	ORYLA10683
OG0006277	AENJA_19169	ORYLA03972, ORYLA03476
OG0006278	AENJA_19171	ORYLA06895, ORYLA16134
OG0006279	AENJA_19295	ORYLA09965
OG0006280	AENJA_19369	ORYLA11567
OG0006282	AENJA_19605	ORYLA13164
OG0006283	AENJA_19606	ORYLA09291
OG0006284	AENJA_19713	ORYLA09690
OG0006285	AENJA_19755	ORYLA17251
OG0006286	AENJA_19771	ORYLA07043
OG0006287	AENJA_19820	ORYLA04687
OG0006288	AENJA_19866	ORYLA10709
OG0006289	AENJA_19932	ORYLA14057, ORYLA16007
OG0006290	AENJA_20061	ORYLA16144
OG0006291	AENJA_20076	ORYLA13632
OG0006292	AENJA_20113	ORYLA19865
OG0006294	AENJA_20284	ORYLA11427
OG0006295	AENJA_20394	ORYLA20007
OG0006296	AENJA_20618	ORYLA11079
OG0006297	AENJA_20620	ORYLA13740
OG0006298	AENJA_20776	ORYLA16187
OG0006299	AENJA_20827	ORYLA10630, ORYLA02251, ORYLA11710
OG0006301	AENJA_20996, AENJA_20997	ORYLA10259
OG0006302	AENJA_21163	ORYLA12680, ORYLA14790
OG0006303	AENJA_26774	ORYLA19425, ORYLA05900
OG0006304	AENJA_22197, AENJA_21343	ORYLA10170, ORYLA11894
OG0006305	AENJA_21522	ORYLA00895, ORYLA00418
OG0006306	AENJA_21664	ORYLA05428
OG0006307	AENJA_21672	ORYLA17332
OG0006309	AENJA_21854	ORYLA11286
OG0006311	AENJA_21861	ORYLA14691
OG0006312	AENJA_21921	ORYLA19224
OG0006313	AENJA_21937	ORYLA18940
OG0006314	AENJA_22087	ORYLA09968
OG0006315	AENJA_22252	ORYLA04829
OG0006317	AENJA_22566	ORYLA05717
OG0006318	AENJA_22571	ORYLA08694
OG0006320	AENJA_22758	ORYLA15063
OG0006321	AENJA_22824	ORYLA12059
OG0006322	AENJA_22831	ORYLA20137
OG0006323	AENJA_22914	ORYLA08641
OG0006324	AENJA_22925	ORYLA07027
OG0006326	AENJA_22955	ORYLA06678
OG0006327	AENJA_22981	ORYLA19841
OG0006328	AENJA_22997	ORYLA02179, ORYLA02180
OG0006329	AENJA_23040	ORYLA17793
OG0006330	AENJA_23067	ORYLA12144
OG0006331	AENJA_23112	ORYLA03044
OG0006332	AENJA_23127	ORYLA12489
OG0006333	AENJA_23164	ORYLA09732, ORYLA10226
OG0006334	AENJA_23288	ORYLA00853
OG0006335	AENJA_23454	ORYLA13756
OG0006338	AENJA_23490	ORYLA07080, ORYLA13064
OG0006339	AENJA_23637, AENJA_24037	ORYLA02765
OG0006340	AENJA_23711	ORYLA05277
OG0006341	AENJA_23741, AENJA_25917	ORYLA17094
OG0006343	AENJA_23930	ORYLA00514
OG0006344	AENJA_23992	ORYLA09235, ORYLA07107
OG0006345	AENJA_24082, AENJA_24083	ORYLA06394
OG0006347	AENJA_24626	ORYLA08655
OG0006348	AENJA_24680	ORYLA17683
OG0006350	AENJA_25064	ORYLA05826
OG0006351	AENJA_25123	ORYLA09454
OG0006352	AENJA_25150	ORYLA00408, ORYLA01498
OG0006353	AENJA_25212	ORYLA03383
OG0006354	AENJA_25512	ORYLA17693
OG0006355	AENJA_25525	ORYLA14059
OG0006356	AENJA_25547	ORYLA04352
OG0006357	AENJA_25611	ORYLA13109
OG0006359	AENJA_25669	ORYLA06276
OG0006360	AENJA_25814	ORYLA11287
OG0006361	AENJA_25897	ORYLA15180
OG0006362	AENJA_25951	ORYLA05430
OG0006363	AENJA_26238	ORYLA04345
OG0006364	AENJA_26381	ORYLA17402, ORYLA17403
OG0006365	AENJA_26404	ORYLA07547
OG0006366	AENJA_26566	ORYLA03615
OG0006442	AENJA_00020	ORYLA13339
OG0006443	AENJA_00055	ORYLA04866
OG0006446	AENJA_00094, AENJA_00100	ORYLA18017
OG0006447	AENJA_00097	ORYLA18018
OG0006448	AENJA_00147	ORYLA06428, ORYLA06429
OG0006449	AENJA_00161	ORYLA02199
OG0006452	AENJA_00377	ORYLA14233
OG0006454	AENJA_00458	ORYLA04312
OG0006456	AENJA_18569, AENJA_00534	ORYLA01861
OG0006457	AENJA_00607, AENJA_13698	ORYLA14262
OG0006459	AENJA_00708	ORYLA14803
OG0006460	AENJA_00719	ORYLA04920
OG0006461	AENJA_00796	ORYLA15523
OG0006462	AENJA_00971	ORYLA07799
OG0006463	AENJA_00994	ORYLA14103
OG0006464	AENJA_01149	ORYLA13278
OG0006465	AENJA_01262	ORYLA00104
OG0006467	AENJA_01368	ORYLA12385
OG0006468	AENJA_01371	ORYLA19099
OG0006469	AENJA_01523	ORYLA00255
OG0006470	AENJA_01586	ORYLA00368
OG0006471	AENJA_01591	ORYLA19660
OG0006472	AENJA_01675	ORYLA07638
OG0006474	AENJA_01839	ORYLA17369
OG0006475	AENJA_02093	ORYLA09150
OG0006476	AENJA_02142	ORYLA04028
OG0006477	AENJA_02248	ORYLA12051
OG0006478	AENJA_02289	ORYLA18550
OG0006479	AENJA_02378	ORYLA15648
OG0006480	AENJA_02386	ORYLA00896
OG0006481	AENJA_02402	ORYLA04413
OG0006482	AENJA_19144, AENJA_02493	ORYLA17211
OG0006483	AENJA_02646	ORYLA10393
OG0006484	AENJA_02795, AENJA_02793, AENJA_08107, AENJA_08103, AENJA_08101	ORYLA17475
OG0006485	AENJA_02849	ORYLA07384, ORYLA07383
OG0006486	AENJA_02954	ORYLA01412
OG0006487	AENJA_02956	ORYLA15532, ORYLA15531
OG0006488	AENJA_03064	ORYLA03055
OG0006490	AENJA_03091	ORYLA14766
OG0006491	AENJA_03152	ORYLA08851
OG0006492	AENJA_03167	ORYLA15208
OG0006493	AENJA_03180	ORYLA06218
OG0006495	AENJA_03585	ORYLA07421
OG0006496	AENJA_03702	ORYLA06776
OG0006497	AENJA_03829	ORYLA04913
OG0006498	AENJA_03890	ORYLA10742
OG0006499	AENJA_03928, AENJA_12327	ORYLA13225
OG0006500	AENJA_04169	ORYLA10496
OG0006501	AENJA_04172	ORYLA03041
OG0006502	AENJA_04209	ORYLA16801, ORYLA16800
OG0006503	AENJA_04398	ORYLA00936
OG0006505	AENJA_04476	ORYLA08906, ORYLA06614
OG0006506	AENJA_04631	ORYLA08840
OG0006507	AENJA_04788	ORYLA15791, ORYLA15790
OG0006508	AENJA_04922, AENJA_05266	ORYLA14077
OG0006509	AENJA_04936	ORYLA07227
OG0006510	AENJA_04994	ORYLA14338
OG0006511	AENJA_05001	ORYLA14129, ORYLA14130
OG0006512	AENJA_05769, AENJA_05293	ORYLA01466
OG0006513	AENJA_05398	ORYLA18476
OG0006514	AENJA_21274, AENJA_05458	ORYLA20423
OG0006515	AENJA_05502	ORYLA10705
OG0006516	AENJA_05505	ORYLA10111, ORYLA10110
OG0006517	AENJA_05578	ORYLA06301
OG0006518	AENJA_05643	ORYLA19034
OG0006519	AENJA_05867	ORYLA11456
OG0006520	AENJA_06121	ORYLA04037
OG0006523	AENJA_06540	ORYLA03670
OG0006524	AENJA_06594	ORYLA14673
OG0006525	AENJA_17669	ORYLA16237
OG0006526	AENJA_07051	ORYLA19079
OG0006527	AENJA_07056	ORYLA16408
OG0006528	AENJA_07246	ORYLA08757
OG0006530	AENJA_07598	ORYLA06110
OG0006532	AENJA_07693	ORYLA12770
OG0006536	AENJA_07956	ORYLA00277
OG0006537	AENJA_07985	ORYLA18614
OG0006538	AENJA_08050	ORYLA12235
OG0006540	AENJA_08316	ORYLA04334
OG0006542	AENJA_08392	ORYLA04038
OG0006543	AENJA_15795, AENJA_08614	ORYLA05121
OG0006545	AENJA_08841	ORYLA01750
OG0006547	AENJA_08999	ORYLA04432
OG0006549	AENJA_09178	ORYLA10840
OG0006550	AENJA_09213	ORYLA11254
OG0006551	AENJA_09272	ORYLA09374
OG0006552	AENJA_09303	ORYLA02423
OG0006553	AENJA_09463	ORYLA00553
OG0006554	AENJA_09668	ORYLA02770
OG0006555	AENJA_09715	ORYLA08557
OG0006556	AENJA_09923	ORYLA10590
OG0006557	AENJA_09970	ORYLA17641
OG0006559	AENJA_10109	ORYLA13088, ORYLA02615
OG0006560	AENJA_10117	ORYLA11992
OG0006561	AENJA_10164	ORYLA11401
OG0006562	AENJA_10204	ORYLA02977
OG0006563	AENJA_10372	ORYLA12120
OG0006564	AENJA_10383	ORYLA03066
OG0006565	AENJA_10416	ORYLA19532, ORYLA14158
OG0006566	AENJA_10456	ORYLA16816
OG0006567	AENJA_10471, AENJA_14106	ORYLA14215
OG0006568	AENJA_10472	ORYLA00111
OG0006569	AENJA_10690	ORYLA04751
OG0006571	AENJA_10794	ORYLA18093
OG0006573	AENJA_11033	ORYLA04375
OG0006574	AENJA_11193	ORYLA13477
OG0006577	AENJA_23377, AENJA_11258	ORYLA04095
OG0006578	AENJA_11264	ORYLA02514
OG0006579	AENJA_11267	ORYLA07356
OG0006580	AENJA_11583	ORYLA18562
OG0006581	AENJA_11836	ORYLA14939
OG0006583	AENJA_26093, AENJA_16765, AENJA_12483	ORYLA11606
OG0006584	AENJA_12500	ORYLA05604
OG0006585	AENJA_12538	ORYLA04761
OG0006586	AENJA_12567	ORYLA14580
OG0006587	AENJA_12821	ORYLA03374
OG0006588	AENJA_12912	ORYLA16204
OG0006589	AENJA_12916	ORYLA19520
OG0006590	AENJA_12964	ORYLA15302
OG0006591	AENJA_13044	ORYLA05510
OG0006592	AENJA_13142	ORYLA15483
OG0006593	AENJA_13291	ORYLA07057
OG0006594	AENJA_13414	ORYLA07714
OG0006595	AENJA_13536	ORYLA08079
OG0006597	AENJA_13689	ORYLA00971
OG0006598	AENJA_13737	ORYLA17695
OG0006599	AENJA_13776	ORYLA17550, ORYLA17318
OG0006600	AENJA_13874	ORYLA20055, ORYLA20054
OG0006602	AENJA_14087	ORYLA00714
OG0006603	AENJA_14155	ORYLA15058
OG0006604	AENJA_14442	ORYLA03264
OG0006605	AENJA_14456	ORYLA07521
OG0006606	AENJA_14515	ORYLA15309
OG0006607	AENJA_14537	ORYLA05978
OG0006609	AENJA_14599	ORYLA09197
OG0006610	AENJA_14663	ORYLA00548
OG0006611	AENJA_14698	ORYLA16098
OG0006612	AENJA_14752	ORYLA12921
OG0006613	AENJA_14809	ORYLA12182
OG0006614	AENJA_14867	ORYLA10829
OG0006615	AENJA_14938	ORYLA01747
OG0006616	AENJA_14986	ORYLA06592
OG0006617	AENJA_15260	ORYLA08547
OG0006619	AENJA_15520	ORYLA06288
OG0006620	AENJA_15575	ORYLA10618, ORYLA11720
OG0006621	AENJA_15590	ORYLA04538
OG0006622	AENJA_15726	ORYLA04282
OG0006623	AENJA_15760	ORYLA14630
OG0006624	AENJA_15910	ORYLA06131, ORYLA06132
OG0006625	AENJA_15915	ORYLA12231
OG0006626	AENJA_15948	ORYLA17629
OG0006627	AENJA_16100, AENJA_16099	ORYLA17509
OG0006628	AENJA_16181	ORYLA12154
OG0006630	AENJA_16229	ORYLA12196
OG0006631	AENJA_16356	ORYLA09701
OG0006632	AENJA_16518	ORYLA01518, ORYLA01497
OG0006633	AENJA_16566	ORYLA06549
OG0006634	AENJA_16574	ORYLA05221
OG0006635	AENJA_16751	ORYLA17870
OG0006636	AENJA_16904	ORYLA05802
OG0006637	AENJA_16936	ORYLA08373
OG0006639	AENJA_17226	ORYLA00861, ORYLA00862, ORYLA07297
OG0006640	AENJA_17468	ORYLA07344
OG0006641	AENJA_17771	ORYLA10252
OG0006642	AENJA_17957	ORYLA04894
OG0006645	AENJA_18153	ORYLA05680
OG0006646	AENJA_18164	ORYLA12692, ORYLA12691
OG0006648	AENJA_18295	ORYLA20356
OG0006649	AENJA_18466	ORYLA16663
OG0006650	AENJA_18649	ORYLA15299
OG0006651	AENJA_18736	ORYLA04105
OG0006653	AENJA_18823	ORYLA06299
OG0006654	AENJA_18933	ORYLA11524
OG0006655	AENJA_18965	ORYLA17342
OG0006657	AENJA_19172	ORYLA17971
OG0006658	AENJA_19247	ORYLA11434
OG0006660	AENJA_19330	ORYLA13850
OG0006661	AENJA_19414	ORYLA04185
OG0006662	AENJA_19418	ORYLA14512
OG0006663	AENJA_19913	ORYLA03621
OG0006664	AENJA_20021	ORYLA09332
OG0006666	AENJA_20282	ORYLA20165
OG0006667	AENJA_20411	ORYLA06327
OG0006668	AENJA_20635	ORYLA08545
OG0006669	AENJA_20657	ORYLA02526
OG0006671	AENJA_20873, AENJA_23403, AENJA_23400	ORYLA18969
OG0006672	AENJA_20943	ORYLA10362
OG0006673	AENJA_21048	ORYLA17788
OG0006675	AENJA_21328	ORYLA11228
OG0006677	AENJA_21488	ORYLA05809
OG0006678	AENJA_21492	ORYLA16789
OG0006679	AENJA_21515	ORYLA07862
OG0006680	AENJA_21658	ORYLA13976
OG0006681	AENJA_21662	ORYLA11715
OG0006683	AENJA_21886	ORYLA15512
OG0006684	AENJA_21920	ORYLA11012
OG0006685	AENJA_21932	ORYLA11878, ORYLA08944
OG0006686	AENJA_21966	ORYLA18912
OG0006687	AENJA_22023, AENJA_24383	ORYLA05969
OG0006688	AENJA_22121	ORYLA07474
OG0006689	AENJA_22172	ORYLA14988
OG0006690	AENJA_22269	ORYLA15449
OG0006692	AENJA_22551	ORYLA18541
OG0006693	AENJA_22852	ORYLA00439
OG0006694	AENJA_22901	ORYLA11331
OG0006695	AENJA_23014	ORYLA03032
OG0006696	AENJA_23027	ORYLA04969, ORYLA10116
OG0006697	AENJA_23078	ORYLA08123, ORYLA04932
OG0006698	AENJA_23158	ORYLA05714
OG0006702	AENJA_23319	ORYLA01940
OG0006703	AENJA_23320	ORYLA09239
OG0006705	AENJA_23398	ORYLA13053
OG0006706	AENJA_23532	ORYLA06274
OG0006707	AENJA_23660	ORYLA15902
OG0006708	AENJA_23725	ORYLA06046
OG0006709	AENJA_23753	ORYLA09857
OG0006710	AENJA_23788	ORYLA07507
OG0006711	AENJA_23790	ORYLA12230
OG0006712	AENJA_24048	ORYLA16175
OG0006713	AENJA_24077	ORYLA10516, ORYLA11956
OG0006714	AENJA_24177	ORYLA03957, ORYLA01323
OG0006715	AENJA_24364	ORYLA16203
OG0006716	AENJA_24408	ORYLA07108
OG0006717	AENJA_24478	ORYLA01078
OG0006718	AENJA_24834	ORYLA05056
OG0006719	AENJA_24866	ORYLA00231
OG0006720	AENJA_24982	ORYLA13526
OG0006721	AENJA_25013	ORYLA06875
OG0006722	AENJA_25021	ORYLA19383
OG0006723	AENJA_25106	ORYLA15389
OG0006724	AENJA_25107	ORYLA18498
OG0006725	AENJA_25269	ORYLA13855
OG0006726	AENJA_25361	ORYLA18866
OG0006727	AENJA_25527	ORYLA11933
OG0006728	AENJA_25577	ORYLA05670
OG0006729	AENJA_25600	ORYLA17444
OG0006730	AENJA_25804	ORYLA15663
OG0006731	AENJA_25830	ORYLA05562
OG0006732	AENJA_25874, AENJA_25873	ORYLA18287
OG0006733	AENJA_25909	ORYLA01038
OG0006734	AENJA_25913	ORYLA19310
OG0006735	AENJA_25987	ORYLA14353
OG0006737	AENJA_26062	ORYLA08275
OG0006738	AENJA_26156	ORYLA19668
OG0006739	AENJA_26247	ORYLA19509
OG0006741	AENJA_26632	ORYLA14536
