Orthogroup	AENJA_ok	DANRE
OG0006962	AENJA_09772	DANRE02782
OG0006964	AENJA_09897	DANRE09142
OG0006965	AENJA_09992	DANRE34544, DANRE34543
OG0006966	AENJA_10045	DANRE12258
OG0006967	AENJA_10081	DANRE03623, DANRE03622
OG0006968	AENJA_10127	DANRE26323
OG0006969	AENJA_10132	DANRE06563
OG0006970	AENJA_10289	DANRE16466, DANRE16465, DANRE06600
OG0006971	AENJA_10382	DANRE40878, DANRE40877
OG0006972	AENJA_10603	DANRE25189
OG0006973	AENJA_10893	DANRE17252
OG0006974	AENJA_11101	DANRE13323, DANRE13322, DANRE12079, DANRE04090, DANRE04089, DANRE04088
OG0006975	AENJA_11111	DANRE09037
OG0006976	AENJA_11156	DANRE18544, DANRE18545
OG0006977	AENJA_11169	DANRE02258
OG0006978	AENJA_11351	DANRE34823, DANRE34824
OG0006979	AENJA_11435	DANRE38972
OG0006980	AENJA_11689	DANRE26295
OG0006981	AENJA_11704	DANRE25411
OG0006982	AENJA_11710	DANRE33288
OG0006983	AENJA_11791	DANRE23215
OG0006984	AENJA_11852	DANRE37712, DANRE25429
OG0006985	AENJA_12194	DANRE02673
OG0006987	AENJA_12333	DANRE18282, DANRE18283
OG0006988	AENJA_12529	DANRE29990
OG0006989	AENJA_12558	DANRE21381
OG0006990	AENJA_12603	DANRE17525, DANRE17526, DANRE17527
OG0006991	AENJA_12675	DANRE22662, DANRE22663, DANRE22661
OG0006992	AENJA_16070	DANRE03940
OG0006993	AENJA_12848	DANRE08645
OG0006994	AENJA_12854	DANRE41698
OG0006995	AENJA_12859	DANRE14381, DANRE14382
OG0006996	AENJA_12897	DANRE04792
OG0006997	AENJA_12913	DANRE31374, DANRE31375
OG0006998	AENJA_12939	DANRE03324, DANRE43324
OG0006999	AENJA_12940	DANRE10373, DANRE10372
OG0007000	AENJA_13108	DANRE40871, DANRE40870
OG0007001	AENJA_13134	DANRE31299
OG0007002	AENJA_13189	DANRE19224, DANRE19223
OG0007003	AENJA_13349	DANRE38881
OG0007004	AENJA_13352	DANRE24109, DANRE24111
OG0007005	AENJA_13425	DANRE07555, DANRE07554
OG0007006	AENJA_13467	DANRE24251, DANRE33893, DANRE33894
OG0007007	AENJA_13468	DANRE01269, DANRE01270
OG0007008	AENJA_25860, AENJA_13633	DANRE00565
OG0007009	AENJA_13674	DANRE35325
OG0007010	AENJA_13687	DANRE17817
OG0007011	AENJA_13688	DANRE08885, DANRE08884, DANRE08883
OG0007012	AENJA_13835	DANRE37825, DANRE37827, DANRE37828, DANRE37826
OG0007013	AENJA_13842	DANRE04152
OG0007014	AENJA_13912	DANRE16137, DANRE16136
OG0007015	AENJA_13940	DANRE22599, DANRE22598
OG0007016	AENJA_14164	DANRE25387, DANRE25386
OG0007018	AENJA_14287	DANRE07063
OG0007020	AENJA_14431	DANRE35391, DANRE35392
OG0007021	AENJA_14523	DANRE42259
OG0007022	AENJA_14634	DANRE01733
OG0007023	AENJA_14641	DANRE21295
OG0007024	AENJA_14840	DANRE25046
OG0007025	AENJA_14969	DANRE39883
OG0007026	AENJA_15107	DANRE25877
OG0007027	AENJA_15130	DANRE41272
OG0007028	AENJA_15287	DANRE27455
OG0007029	AENJA_15661	DANRE02754
OG0007030	AENJA_15706	DANRE15794
OG0007031	AENJA_15746	DANRE40046
OG0007032	AENJA_15768	DANRE42519
OG0007033	AENJA_15780	DANRE18803, DANRE18804
OG0007034	AENJA_15916	DANRE21262
OG0007035	AENJA_15945	DANRE35003, DANRE08155
OG0007036	AENJA_15980	DANRE14569, DANRE14568, DANRE14567, DANRE14566
OG0007037	AENJA_16026	DANRE42762
OG0007038	AENJA_16109	DANRE40365
OG0007039	AENJA_16125	DANRE18016
OG0007040	AENJA_16156	DANRE34356
OG0007041	AENJA_16190	DANRE37642, DANRE25606
OG0007042	AENJA_16299	DANRE10636
OG0007043	AENJA_19281, AENJA_16342	DANRE04197
OG0007044	AENJA_16556	DANRE16211, DANRE16212
OG0007045	AENJA_16721	DANRE10111
OG0007046	AENJA_16840	DANRE11415
OG0007047	AENJA_16899	DANRE14646
OG0007048	AENJA_16937	DANRE30007, DANRE03630
OG0007049	AENJA_17013	DANRE12279
OG0007050	AENJA_17182	DANRE07382
OG0007052	AENJA_17326	DANRE12457, DANRE12458, DANRE30990
OG0007053	AENJA_17379	DANRE29142
OG0007054	AENJA_17391, AENJA_19911	DANRE29653, DANRE29652
OG0007055	AENJA_17474	DANRE33530
OG0007056	AENJA_17650	DANRE07920
OG0007057	AENJA_17685	DANRE37617
OG0007058	AENJA_17757	DANRE13123
OG0007059	AENJA_17918	DANRE03981
OG0007060	AENJA_18050	DANRE10375, DANRE10374
OG0007061	AENJA_18086	DANRE22042, DANRE22041
OG0007062	AENJA_18177	DANRE13114, DANRE13113
OG0007063	AENJA_18189	DANRE09361
OG0007064	AENJA_18220	DANRE07304
OG0007065	AENJA_18236	DANRE12615, DANRE12616
OG0007066	AENJA_18310	DANRE19801
OG0007067	AENJA_18344	DANRE39351
OG0007068	AENJA_18386	DANRE39233, DANRE39232
OG0007069	AENJA_18431	DANRE11002
OG0007070	AENJA_18751	DANRE26939
OG0007071	AENJA_18814	DANRE11841
OG0007071	AENJA_20432	DANRE11842, DANRE11840
OG0007072	AENJA_18830	DANRE12173, DANRE12174, DANRE12175
OG0007073	AENJA_18861	DANRE08821
OG0007074	AENJA_19061	DANRE27996, DANRE27997, DANRE27999, DANRE27998
OG0007075	AENJA_19073	DANRE03285, DANRE43299
OG0007076	AENJA_19406	DANRE30964, DANRE30963
OG0007077	AENJA_19554	DANRE17836, DANRE17837
OG0007078	AENJA_19777	DANRE10502
OG0007079	AENJA_19825	DANRE05491
OG0007080	AENJA_19826	DANRE18620
OG0007081	AENJA_19829	DANRE29557, DANRE29558, DANRE29559
OG0007082	AENJA_19832	DANRE30592
OG0007083	AENJA_20083	DANRE14647
OG0007084	AENJA_20378	DANRE36884, DANRE36883
OG0007085	AENJA_20429	DANRE12395, DANRE12396
OG0007086	AENJA_20436	DANRE12497
OG0007087	AENJA_20498	DANRE10797, DANRE10795, DANRE10794
OG0007089	AENJA_20594	DANRE07652, DANRE07651
OG0007090	AENJA_20659	DANRE21490
OG0007091	AENJA_23355, AENJA_20692	DANRE11390, DANRE11389
OG0007092	AENJA_20784	DANRE18833
OG0007093	AENJA_20890	DANRE38295
OG0007094	AENJA_20950	DANRE11853, DANRE11852
OG0007095	AENJA_21007	DANRE10009, DANRE10008
OG0007096	AENJA_21049	DANRE17506
OG0007097	AENJA_21089	DANRE39435
OG0007098	AENJA_21303	DANRE25426, DANRE25425
OG0007099	AENJA_21375	DANRE16832
OG0007100	AENJA_21409	DANRE20633, DANRE20634
OG0007102	AENJA_21655, AENJA_26402	DANRE41563, DANRE41565, DANRE41564
OG0007103	AENJA_21675	DANRE03284
OG0007104	AENJA_21723	DANRE00996
OG0007105	AENJA_21751	DANRE37505
OG0007106	AENJA_21772	DANRE21012, DANRE21013, DANRE21015, DANRE21014
OG0007107	AENJA_21819	DANRE15981, DANRE15980, DANRE15979
OG0007108	AENJA_21851	DANRE01033, DANRE01034
OG0007111	AENJA_22302	DANRE24115, DANRE24114, DANRE26940
OG0007112	AENJA_22684	DANRE25814
OG0007113	AENJA_22726	DANRE21296
OG0007114	AENJA_22816	DANRE10602, DANRE14572
OG0007115	AENJA_22820	DANRE09404, DANRE09403, DANRE09405
OG0007117	AENJA_23028	DANRE31482
OG0007118	AENJA_23161	DANRE10021, DANRE10022
OG0007119	AENJA_23375	DANRE36376, DANRE36377
OG0007120	AENJA_23378	DANRE19755, DANRE19754
OG0007121	AENJA_23568	DANRE21444
OG0007122	AENJA_23581	DANRE23206
OG0007123	AENJA_23635	DANRE03239, DANRE03237, DANRE03238, DANRE03240
OG0007124	AENJA_23735	DANRE41957
OG0007125	AENJA_23965	DANRE36299, DANRE36298
OG0007126	AENJA_24234	DANRE17417, DANRE00882
OG0007127	AENJA_24302	DANRE14792, DANRE14793, DANRE14791, DANRE10353
OG0007128	AENJA_24308	DANRE19019
OG0007129	AENJA_24361	DANRE20067, DANRE20068, DANRE05951
OG0007130	AENJA_24363	DANRE30904
OG0007131	AENJA_24469	DANRE40030, DANRE40031
OG0007132	AENJA_24649	DANRE15088, DANRE15087
OG0007133	AENJA_24825	DANRE01479
OG0007134	AENJA_24826	DANRE22130, DANRE22129
OG0007135	AENJA_25007	DANRE38477
OG0007136	AENJA_25014	DANRE25959
OG0007137	AENJA_25069	DANRE27979
OG0007138	AENJA_25134	DANRE26666, DANRE26667
OG0007139	AENJA_25183	DANRE39772, DANRE39771
OG0007140	AENJA_25250	DANRE27837, DANRE35428
OG0007141	AENJA_25287	DANRE29345
OG0007142	AENJA_25343	DANRE33554
OG0007143	AENJA_25363	DANRE12075
OG0007144	AENJA_25491	DANRE17418
OG0007145	AENJA_25560	DANRE26346
OG0007146	AENJA_25582	DANRE06482, DANRE06480, DANRE06481
OG0007147	AENJA_25613	DANRE01796
OG0007148	AENJA_25762	DANRE41181
OG0007149	AENJA_25859	DANRE15852, DANRE35764
OG0007150	AENJA_26056	DANRE38611, DANRE38612
OG0007151	AENJA_26211	DANRE10301
OG0007152	AENJA_26373	DANRE13979, DANRE13981, DANRE13980
OG0007153	AENJA_26504	DANRE04392, DANRE04391
OG0007154	AENJA_26509	DANRE05456
OG0007248	AENJA_00004	DANRE28303
OG0007250	AENJA_00139	DANRE16084, DANRE16083, DANRE16082
OG0007251	AENJA_00324	DANRE28156
OG0007252	AENJA_00397	DANRE33397, DANRE33396
OG0007253	AENJA_00767	DANRE24848, DANRE38288
OG0007254	AENJA_00931	DANRE17415
OG0007255	AENJA_00979	DANRE14351
OG0007256	AENJA_01044	DANRE35626
OG0007258	AENJA_01436, AENJA_11453	DANRE19018
OG0007260	AENJA_01550	DANRE38136
OG0007261	AENJA_01593	DANRE15986, DANRE15985, DANRE43125
OG0007262	AENJA_01612, AENJA_09874, AENJA_11921, AENJA_14366	DANRE07506
OG0007263	AENJA_01812	DANRE41060
OG0007264	AENJA_02217	DANRE25424
OG0007266	AENJA_08462, AENJA_02257	DANRE30633
OG0007268	AENJA_02432	DANRE42444, DANRE42443
OG0007269	AENJA_02569	DANRE12063
OG0007270	AENJA_02688, AENJA_06355	DANRE16191, DANRE16192
OG0007271	AENJA_02740	DANRE04167, DANRE04136, DANRE04135
OG0007272	AENJA_02756	DANRE22978
OG0007273	AENJA_02792	DANRE29589
OG0007274	AENJA_02816	DANRE01276
OG0007275	AENJA_02862	DANRE31136, DANRE31135
OG0007276	AENJA_02931	DANRE33385, DANRE33386
OG0007277	AENJA_03125, AENJA_24804	DANRE05579, DANRE05577, DANRE05578
OG0007279	AENJA_03339	DANRE20338
OG0007280	AENJA_03407	DANRE26658
OG0007281	AENJA_03420	DANRE30501, DANRE30500
OG0007282	AENJA_03431	DANRE33520
OG0007283	AENJA_03462	DANRE30003, DANRE15438
OG0007284	AENJA_03468	DANRE10645, DANRE14201, DANRE02530
OG0007285	AENJA_03475	DANRE10034, DANRE10035
OG0007286	AENJA_18798, AENJA_10022, AENJA_03618	DANRE37560
OG0007287	AENJA_03706	DANRE41791
OG0007288	AENJA_03747	DANRE07196, DANRE07197
OG0007289	AENJA_03836	DANRE38284
OG0007290	AENJA_03954	DANRE26147, DANRE26146
OG0007291	AENJA_03983	DANRE28295, DANRE28294
OG0007292	AENJA_04105	DANRE09241, DANRE09240
OG0007293	AENJA_04148	DANRE14743
OG0007294	AENJA_04367	DANRE24046, DANRE24044, DANRE24045
OG0007295	AENJA_04369	DANRE06178, DANRE06177
OG0007296	AENJA_04461	DANRE38101
OG0007297	AENJA_04494	DANRE39713, DANRE39710, DANRE39712, DANRE39711
OG0007298	AENJA_04527	DANRE16677
OG0007299	AENJA_04574	DANRE34012, DANRE34011
OG0007300	AENJA_04647	DANRE14858
OG0007301	AENJA_04686	DANRE14613, DANRE14612
OG0007302	AENJA_04963	DANRE36522
OG0007303	AENJA_05104	DANRE21868
OG0007304	AENJA_05122	DANRE23396
OG0007305	AENJA_05241	DANRE34982
OG0007306	AENJA_05277	DANRE01049
OG0007307	AENJA_05325	DANRE04470
OG0007308	AENJA_07715, AENJA_05754	DANRE09523
OG0007309	AENJA_05768	DANRE16826
OG0007310	AENJA_05858, AENJA_19852	DANRE42767, DANRE42766
OG0007312	AENJA_05894	DANRE29986, DANRE29987
OG0007314	AENJA_06139	DANRE18859
OG0007316	AENJA_06485, AENJA_20879	DANRE39257, DANRE39258, DANRE39255, DANRE39256
OG0007317	AENJA_06549	DANRE11318
OG0007318	AENJA_06588	DANRE22103
OG0007319	AENJA_06656	DANRE37045, DANRE37047, DANRE37046
OG0007320	AENJA_06780	DANRE37628, DANRE37627
OG0007321	AENJA_06818	DANRE06820
OG0007322	AENJA_06900	DANRE34262
OG0007323	AENJA_06960	DANRE21933, DANRE21932
OG0007325	AENJA_07023	DANRE12985
OG0007326	AENJA_07134	DANRE26003
OG0007328	AENJA_07462	DANRE04726
OG0007329	AENJA_07623	DANRE09561, DANRE09562
OG0007330	AENJA_07724	DANRE07790, DANRE07791
OG0007331	AENJA_07941, AENJA_07938	DANRE31231
OG0007333	AENJA_08327	DANRE22246, DANRE22247, DANRE16144
OG0007334	AENJA_08344, AENJA_10683	DANRE14827
OG0007335	AENJA_08730	DANRE17585
OG0007336	AENJA_08744	DANRE10061
OG0007337	AENJA_08756	DANRE17263, DANRE17262
OG0007338	AENJA_08801	DANRE12380, DANRE12381
OG0007339	AENJA_08839	DANRE23834
OG0007340	AENJA_08960	DANRE13852, DANRE13850, DANRE13851
OG0007341	AENJA_08963	DANRE04473
OG0007342	AENJA_09009	DANRE35323
OG0007343	AENJA_09011	DANRE28341
OG0007344	AENJA_18427, AENJA_09089	DANRE05827, DANRE05828
OG0007345	AENJA_09249	DANRE15610, DANRE15612, DANRE15613, DANRE15611
OG0007347	AENJA_09485	DANRE36745
OG0007348	AENJA_09604	DANRE16193, DANRE16195
OG0007349	AENJA_09661	DANRE39606
OG0007351	AENJA_09717	DANRE14677, DANRE14676, DANRE14675, DANRE08595
OG0007352	AENJA_09848	DANRE16773
OG0007353	AENJA_10075	DANRE38574, DANRE26140
OG0007354	AENJA_10138	DANRE24128
OG0007355	AENJA_10292, AENJA_10291	DANRE13636
OG0007356	AENJA_10363	DANRE36634
OG0007357	AENJA_10365	DANRE38560
OG0007358	AENJA_10512	DANRE43184
OG0007359	AENJA_10652	DANRE23813, DANRE23812, DANRE26870, DANRE26868
OG0007360	AENJA_10766	DANRE27456
OG0007361	AENJA_10793	DANRE14944
OG0007363	AENJA_10957	DANRE16032
OG0007363	AENJA_10954	DANRE16033
OG0007364	AENJA_10959	DANRE29303
OG0007365	AENJA_10977	DANRE36420
OG0007366	AENJA_11206	DANRE21573, DANRE21572
OG0007367	AENJA_11272	DANRE27165
OG0007368	AENJA_11301	DANRE13338
OG0007369	AENJA_11422	DANRE42613, DANRE42614
OG0007370	AENJA_11425	DANRE08197
OG0007371	AENJA_11627	DANRE16865
OG0007372	AENJA_11631	DANRE34402, DANRE34400, DANRE34401
OG0007373	AENJA_11675	DANRE18640
OG0007374	AENJA_11711	DANRE00280
OG0007375	AENJA_12896, AENJA_17943, AENJA_11754	DANRE11069
OG0007376	AENJA_11779	DANRE39201
OG0007377	AENJA_11839	DANRE18290, DANRE18289
OG0007378	AENJA_11927	DANRE00748
OG0007379	AENJA_12106	DANRE17790, DANRE17791
OG0007380	AENJA_12373	DANRE20920, DANRE20919
OG0007381	AENJA_12457	DANRE28840
OG0007382	AENJA_12498	DANRE15296
OG0007384	AENJA_12685, AENJA_24990	DANRE18642, DANRE18643
OG0007385	AENJA_12739	DANRE13349
OG0007386	AENJA_12898	DANRE18467
OG0007387	AENJA_12902	DANRE34966
OG0007388	AENJA_13027	DANRE38076, DANRE38075
OG0007389	AENJA_13187	DANRE19186, DANRE19187, DANRE19185
OG0007390	AENJA_13202	DANRE30054
OG0007391	AENJA_13207	DANRE35086
OG0007392	AENJA_13312	DANRE04860, DANRE04858, DANRE04859
OG0007394	AENJA_13338	DANRE07734, DANRE07733
OG0007395	AENJA_13363	DANRE04069
OG0007396	AENJA_13626	DANRE38842, DANRE38841, DANRE38843
OG0007397	AENJA_13692	DANRE38807, DANRE38808
OG0007399	AENJA_14225	DANRE39639, DANRE39640
OG0007400	AENJA_14239	DANRE24512
OG0007401	AENJA_14395	DANRE34136
OG0007402	AENJA_14648	DANRE24730
OG0007403	AENJA_14745	DANRE06465
OG0007405	AENJA_15366	DANRE12349
OG0007406	AENJA_15368	DANRE01446
OG0007408	AENJA_15439	DANRE10196
OG0007409	AENJA_15440	DANRE10224, DANRE10225
OG0007410	AENJA_15452	DANRE28511, DANRE30430, DANRE03053
OG0007411	AENJA_15681	DANRE39541
OG0007412	AENJA_15771	DANRE42558
OG0007413	AENJA_15882	DANRE10248
OG0007414	AENJA_16065	DANRE36351
OG0007415	AENJA_16254	DANRE29208
OG0007416	AENJA_16466	DANRE07209, DANRE07210
OG0007417	AENJA_16596	DANRE35348, DANRE35349
OG0007418	AENJA_20071	DANRE08205, DANRE08204
OG0007419	AENJA_16935	DANRE29996
OG0007420	AENJA_16980	DANRE22876
OG0007421	AENJA_17319	DANRE01616, DANRE01615
OG0007422	AENJA_17772	DANRE11021, DANRE11020
OG0007423	AENJA_17845	DANRE15453, DANRE29404
OG0007424	AENJA_17849	DANRE24729, DANRE24728
OG0007425	AENJA_17864	DANRE12333
OG0007427	AENJA_18085	DANRE11179, DANRE11178
OG0007428	AENJA_18355	DANRE24212
OG0007429	AENJA_19005	DANRE31428, DANRE31429
OG0007430	AENJA_19078	DANRE00002, DANRE00003
OG0007431	AENJA_19346	DANRE10354
OG0007432	AENJA_19403, AENJA_19402	DANRE13294
OG0007433	AENJA_19654	DANRE37715, DANRE37716
OG0007436	AENJA_19801	DANRE41656, DANRE41655
OG0007437	AENJA_19860	DANRE04900, DANRE07235
OG0007438	AENJA_20029	DANRE24144
OG0007439	AENJA_20396	DANRE05901
OG0007440	AENJA_20434	DANRE02292, DANRE02291
OG0007441	AENJA_20556	DANRE24681
OG0007442	AENJA_20655	DANRE26604, DANRE26605, DANRE26603
OG0007443	AENJA_20689	DANRE00331
OG0007444	AENJA_20813	DANRE38408, DANRE38407, DANRE41111
OG0007445	AENJA_20821	DANRE24240
OG0007446	AENJA_20884	DANRE39669, DANRE39668
OG0007447	AENJA_20921	DANRE16222, DANRE16223
OG0007448	AENJA_20930	DANRE38975
OG0007450	AENJA_21381	DANRE05621, DANRE05622
OG0007451	AENJA_21528	DANRE24091
OG0007452	AENJA_21651	DANRE18998
OG0007453	AENJA_21726	DANRE30091, DANRE30092
OG0007454	AENJA_21740	DANRE42564, DANRE42563
OG0007455	AENJA_21828	DANRE24416
OG0007456	AENJA_21979	DANRE35403
OG0007457	AENJA_22032	DANRE25169
OG0007458	AENJA_22067	DANRE15779
OG0007459	AENJA_22258	DANRE11769
OG0007460	AENJA_22264	DANRE11272
OG0007461	AENJA_22317	DANRE11529, DANRE11530
OG0007462	AENJA_22556	DANRE21378
OG0007463	AENJA_22661	DANRE30867
OG0007465	AENJA_22699	DANRE07967, DANRE07968
OG0007466	AENJA_22881	DANRE38355, DANRE38356
OG0007467	AENJA_23010	DANRE23717, DANRE23718, DANRE23716, DANRE23710
OG0007468	AENJA_23214	DANRE16250, DANRE16251
OG0007470	AENJA_23296	DANRE35526, DANRE35524, DANRE35525
OG0007471	AENJA_23384	DANRE37864
OG0007472	AENJA_23719	DANRE00512
OG0007473	AENJA_23755	DANRE02983
OG0007474	AENJA_23962	DANRE08159
OG0007476	AENJA_24225	DANRE29800, DANRE29801
OG0007477	AENJA_24292	DANRE29475
OG0007478	AENJA_24685	DANRE33485
OG0007479	AENJA_24748	DANRE15593, DANRE15594
OG0007480	AENJA_24812	DANRE05240, DANRE05239, DANRE05238
OG0007481	AENJA_24944	DANRE33331, DANRE33330
OG0007482	AENJA_25120	DANRE13898
OG0007483	AENJA_25192	DANRE22340
OG0007484	AENJA_25231	DANRE08931
OG0007485	AENJA_25331	DANRE11067
OG0007486	AENJA_25437	DANRE35303, DANRE19658, DANRE04345
OG0007487	AENJA_25922	DANRE08241, DANRE08242
OG0007488	AENJA_26049	DANRE36992
OG0007489	AENJA_26107	DANRE11003
OG0007490	AENJA_26187	DANRE36909, DANRE36908
OG0007491	AENJA_26237	DANRE29088
OG0007492	AENJA_26511	DANRE30846
OG0007493	AENJA_26529	DANRE06586, DANRE06508, DANRE06507
OG0007494	AENJA_26703	DANRE29007
OG0007495	AENJA_26715	DANRE35662
OG0007496	AENJA_26719	DANRE02885
OG0007497	AENJA_26773	DANRE35601, DANRE42448
OG0007498	AENJA_26807	DANRE09394
OG0007582	AENJA_00047	DANRE16130, DANRE16129
OG0007583	AENJA_00226	DANRE22119, DANRE22120
OG0007584	AENJA_25290, AENJA_00242	DANRE29844
OG0007586	AENJA_00380	DANRE41141, DANRE41142
OG0007588	AENJA_00505	DANRE31329
OG0007589	AENJA_00571	DANRE15653
OG0007591	AENJA_01019	DANRE28953
OG0007592	AENJA_01059	DANRE41713, DANRE41714, DANRE35664, DANRE35663
OG0007593	AENJA_01095	DANRE41033, DANRE41035, DANRE41034, DANRE41032
OG0007595	AENJA_01322	DANRE25584
OG0007596	AENJA_01443	DANRE37090
OG0007597	AENJA_01698	DANRE41110, DANRE41109
OG0007598	AENJA_01726	DANRE15966
OG0007601	AENJA_02054	DANRE30199, DANRE30198
OG0007602	AENJA_02165	DANRE17333, DANRE17332
OG0007603	AENJA_02214	DANRE12686
OG0007604	AENJA_02267	DANRE12964
OG0007605	AENJA_02353	DANRE05829
OG0007606	AENJA_02354	DANRE04412, DANRE04413
OG0007607	AENJA_02368	DANRE41103
OG0007608	AENJA_02633	DANRE08975, DANRE08974, DANRE14619
OG0007609	AENJA_02689	DANRE39845
OG0007610	AENJA_02817	DANRE15863
OG0007611	AENJA_03132	DANRE11952, DANRE11954, DANRE11953
OG0007612	AENJA_03149	DANRE25890, DANRE25889
OG0007613	AENJA_03179	DANRE21468
OG0007614	AENJA_03537, AENJA_03213	DANRE13006
OG0007615	AENJA_03386	DANRE34001
OG0007616	AENJA_03409	DANRE09001
OG0007617	AENJA_03469, AENJA_22388	DANRE39217, DANRE39216
OG0007619	AENJA_03762	DANRE36323
OG0007621	AENJA_03833	DANRE40211
OG0007622	AENJA_03944	DANRE36978, DANRE01804
OG0007624	AENJA_04295	DANRE10072, DANRE10071
OG0007626	AENJA_04777	DANRE06752
OG0007628	AENJA_04962	DANRE23638, DANRE23637
OG0007629	AENJA_05160	DANRE00353
OG0007630	AENJA_05194	DANRE00946, DANRE00945
OG0007631	AENJA_05278	DANRE17269, DANRE41541
OG0007632	AENJA_05484	DANRE11577, DANRE04527, DANRE04526
OG0007634	AENJA_05650	DANRE04843
OG0007635	AENJA_05652	DANRE22334
OG0007637	AENJA_05864	DANRE05443
OG0007638	AENJA_06211	DANRE09456
OG0007639	AENJA_06285	DANRE04331
OG0007640	AENJA_06871	DANRE28291, DANRE28290, DANRE01829
OG0007641	AENJA_07028	DANRE43086
OG0007642	AENJA_07087	DANRE24589, DANRE24590
OG0007643	AENJA_07280	DANRE35807, DANRE35806
OG0007645	AENJA_07676	DANRE35773
OG0007646	AENJA_07683	DANRE42483
OG0007647	AENJA_07698	DANRE39426
OG0007648	AENJA_07744	DANRE33753
OG0007649	AENJA_08154	DANRE24527, DANRE24526
OG0007650	AENJA_08417	DANRE24724, DANRE24717
OG0007652	AENJA_08655	DANRE40621, DANRE33376
OG0007653	AENJA_08664	DANRE16807
OG0007655	AENJA_08878	DANRE25995, DANRE28273, DANRE21755
OG0007658	AENJA_15160, AENJA_09640	DANRE06949, DANRE06948
OG0007659	AENJA_09749	DANRE20397
OG0007660	AENJA_10005	DANRE26242, DANRE26241
OG0007662	AENJA_10163	DANRE01198
OG0007663	AENJA_10256	DANRE41864
OG0007664	AENJA_10276	DANRE25031, DANRE43355
OG0007665	AENJA_10282	DANRE01416, DANRE01414, DANRE43222, DANRE01415, DANRE01417
OG0007666	AENJA_10298	DANRE28753, DANRE43046
OG0007667	AENJA_10341	DANRE19703
OG0007668	AENJA_10381	DANRE35347
OG0007669	AENJA_10464	DANRE25051
OG0007670	AENJA_10480	DANRE05713, DANRE05712
OG0007671	AENJA_12064	DANRE42117, DANRE10499, DANRE10501, DANRE10500
OG0007672	AENJA_10564	DANRE42449, DANRE42450, DANRE42451
OG0007673	AENJA_10620	DANRE09062, DANRE09061
OG0007674	AENJA_10687	DANRE10891
OG0007675	AENJA_10692, AENJA_10689	DANRE03549
OG0007676	AENJA_10773	DANRE41267
OG0007677	AENJA_10946	DANRE00397
OG0007679	AENJA_11083	DANRE06163
OG0007680	AENJA_11179	DANRE35766
OG0007681	AENJA_11196	DANRE37636, DANRE37638, DANRE37637
OG0007684	AENJA_11323	DANRE19672, DANRE19671, DANRE19673
OG0007685	AENJA_11330	DANRE04773
OG0007686	AENJA_11496	DANRE39133
OG0007687	AENJA_11514	DANRE28499
OG0007688	AENJA_11595	DANRE38781, DANRE38780
OG0007689	AENJA_11622	DANRE33672
OG0007690	AENJA_11693	DANRE40980, DANRE40981
OG0007691	AENJA_11787	DANRE07949
OG0007692	AENJA_11895	DANRE01628, DANRE01629, DANRE01627
OG0007694	AENJA_12365	DANRE09163
OG0007695	AENJA_12489	DANRE15123, DANRE15095, DANRE15096
OG0007696	AENJA_12919	DANRE30938, DANRE25694
OG0007697	AENJA_12952	DANRE19573
OG0007698	AENJA_13006	DANRE19150
OG0007701	AENJA_13421	DANRE33601
OG0007702	AENJA_13485	DANRE33057
OG0007703	AENJA_13781, AENJA_13780	DANRE39178
OG0007704	AENJA_13789	DANRE42203, DANRE42204
OG0007705	AENJA_13836	DANRE04338
OG0007706	AENJA_13921	DANRE29546, DANRE29547
OG0007707	AENJA_18792, AENJA_20617, AENJA_13925	DANRE26456, DANRE08897, DANRE37976
OG0007708	AENJA_14019	DANRE41337
OG0007709	AENJA_14142	DANRE00175, DANRE10180
OG0007711	AENJA_14168, AENJA_14167	DANRE18140
OG0007712	AENJA_14241	DANRE03501
OG0007713	AENJA_14256	DANRE39528, DANRE39529
OG0007714	AENJA_14298	DANRE06420, DANRE06419
OG0007715	AENJA_14420	DANRE34222, DANRE34223
OG0007716	AENJA_14436	DANRE24766, DANRE24767
OG0007717	AENJA_14512	DANRE03335, DANRE03333, DANRE03336, DANRE03334, DANRE03332
OG0007718	AENJA_14607	DANRE24155
OG0007719	AENJA_14796	DANRE26903
OG0007721	AENJA_15418	DANRE05192, DANRE05193
OG0007722	AENJA_15592	DANRE02829
OG0007723	AENJA_15656	DANRE15072, DANRE15073
OG0007724	AENJA_15747	DANRE38732, DANRE38734
OG0007726	AENJA_15888	DANRE12762, DANRE12761, DANRE12760
OG0007727	AENJA_15914	DANRE09851, DANRE09852
OG0007729	AENJA_16470	DANRE25403
OG0007730	AENJA_16479	DANRE24583
OG0007732	AENJA_16743	DANRE20060, DANRE20061
OG0007733	AENJA_16976	DANRE40356
OG0007734	AENJA_17060	DANRE33248, DANRE40144
OG0007736	AENJA_17393	DANRE08414, DANRE08413
OG0007738	AENJA_17519	DANRE15281
OG0007739	AENJA_17580	DANRE22859
OG0007740	AENJA_17729	DANRE34978
OG0007741	AENJA_17929	DANRE11637, DANRE11636, DANRE06285, DANRE06284
OG0007743	AENJA_18237	DANRE23141
OG0007744	AENJA_18288	DANRE30723
OG0007745	AENJA_18335	DANRE25726
OG0007746	AENJA_18434	DANRE18835
OG0007748	AENJA_18894	DANRE16835, DANRE16834, DANRE05160
OG0007749	AENJA_19022	DANRE25829
