Orthogroup	AENJA_ok	CAPO3
OG0003119	AENJA_03324	CAPO301756
OG0003120	AENJA_03695, AENJA_06395, AENJA_06396	CAPO301313
OG0003121	AENJA_03733	CAPO300078
OG0003122	AENJA_03851, AENJA_13120	CAPO305152
OG0003124	AENJA_03987, AENJA_07377	CAPO307110
OG0003125	AENJA_04106	CAPO308199
OG0003126	AENJA_04114	CAPO302418
OG0003126	AENJA_20192	CAPO300577
OG0003128	AENJA_04333	CAPO300639
OG0003130	AENJA_04695	CAPO308112
OG0003131	AENJA_04699	CAPO301104
OG0003135	AENJA_05506	CAPO304970
OG0003136	AENJA_05594	CAPO303233
OG0003138	AENJA_05937	CAPO307798
OG0003141	AENJA_06698	CAPO300915
OG0003144	AENJA_06849	CAPO304802
OG0003145	AENJA_06906	CAPO301669
OG0003146	AENJA_06954	CAPO304953
OG0003147	AENJA_07167	CAPO305754
OG0003149	AENJA_07652	CAPO303321
OG0003150	AENJA_07665	CAPO304553
OG0003151	AENJA_07870	CAPO302311
OG0003152	AENJA_08082	CAPO306395
OG0003153	AENJA_08315	CAPO305242
OG0003154	AENJA_08755, AENJA_24160, AENJA_24621	CAPO308152
OG0003157	AENJA_09314	CAPO300659
OG0003158	AENJA_09855	CAPO304754
OG0003159	AENJA_09999	CAPO307514
OG0003160	AENJA_10130	CAPO305734
OG0003161	AENJA_10165	CAPO307952, CAPO307190, CAPO305141
OG0003162	AENJA_21344, AENJA_10169	CAPO303406
OG0003163	AENJA_10333	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	AENJA_13680, AENJA_10532	CAPO302879
OG0003165	AENJA_10534	CAPO302597
OG0003166	AENJA_10577	CAPO306562
OG0003172	AENJA_11593	CAPO306984
OG0003174	AENJA_12148, AENJA_18390	CAPO306817
OG0003175	AENJA_12200	CAPO306274
OG0003176	AENJA_12428, AENJA_19968, AENJA_24491, AENJA_24492	CAPO307890
OG0003177	AENJA_12445, AENJA_24067	CAPO305441
OG0003178	AENJA_12804	CAPO303283
OG0003179	AENJA_12977	CAPO300801
OG0003181	AENJA_13218, AENJA_13221	CAPO304354
OG0003182	AENJA_13237	CAPO308003
OG0003184	AENJA_13777	CAPO303123
OG0003185	AENJA_14384	CAPO301951
OG0003187	AENJA_14748, AENJA_14750	CAPO303479
OG0003189	AENJA_15393	CAPO303157
OG0003190	AENJA_16189, AENJA_16188	CAPO303910
OG0003191	AENJA_16289	CAPO306279
OG0003192	AENJA_16292	CAPO301014
OG0003193	AENJA_16359	CAPO301211
OG0003194	AENJA_16420	CAPO301882
OG0003196	AENJA_17155	CAPO306231
OG0003198	AENJA_17366	CAPO304417
OG0003199	AENJA_17478	CAPO305890
OG0003200	AENJA_17544	CAPO301026
OG0003202	AENJA_18388	CAPO307016
OG0003203	AENJA_18705	CAPO305085
OG0003206	AENJA_19670, AENJA_19671	CAPO306250
OG0003207	AENJA_19791	CAPO301521
OG0003210	AENJA_20699	CAPO303247
OG0003211	AENJA_20861	CAPO307771
OG0003212	AENJA_20864	CAPO300076
OG0003214	AENJA_21694	CAPO305438
OG0003215	AENJA_22196	CAPO305646
OG0003217	AENJA_23373	CAPO304366
OG0003218	AENJA_23390	CAPO308113
OG0003219	AENJA_23468	CAPO306660
OG0003220	AENJA_23504	CAPO304799
OG0003221	AENJA_23575	CAPO300283
OG0003223	AENJA_24204	CAPO307650
OG0003225	AENJA_24401	CAPO303179
OG0003227	AENJA_25755	CAPO306597
OG0003228	AENJA_25997	CAPO305495
OG0003230	AENJA_26243	CAPO301507
OG0003251	AENJA_00517	CAPO307251
OG0003252	AENJA_00890	CAPO305303
OG0003254	AENJA_01261	CAPO307938
OG0003255	AENJA_01447	CAPO301338
OG0003257	AENJA_01488, AENJA_01489	CAPO303231
OG0003263	AENJA_03032	CAPO303458
OG0003264	AENJA_03403	CAPO306409
OG0003266	AENJA_03526	CAPO303168
OG0003267	AENJA_03748	CAPO300914
OG0003268	AENJA_04034	CAPO301821
OG0003269	AENJA_04245	CAPO304139
OG0003272	AENJA_05460, AENJA_05459	CAPO300665
OG0003273	AENJA_19818, AENJA_19819, AENJA_05792	CAPO307851
OG0003277	AENJA_06595	CAPO306142
OG0003278	AENJA_07777, AENJA_07778	CAPO306634
OG0003279	AENJA_18910, AENJA_07963	CAPO306251
OG0003282	AENJA_18531, AENJA_08137	CAPO305239
OG0003283	AENJA_08388, AENJA_08386, AENJA_08389	CAPO304400
OG0003284	AENJA_08806	CAPO302648
OG0003287	AENJA_08945	CAPO306546
OG0003288	AENJA_08988	CAPO307866
OG0003290	AENJA_09114	CAPO307662, CAPO300441
OG0003291	AENJA_09544	CAPO306657
OG0003293	AENJA_10140	CAPO300956
OG0003294	AENJA_10229	CAPO303988
OG0003296	AENJA_10378	CAPO301282
OG0003297	AENJA_10455	CAPO307941
OG0003298	AENJA_10956	CAPO306456
OG0003300	AENJA_16801, AENJA_10987	CAPO307904
OG0003301	AENJA_11385	CAPO300201
OG0003302	AENJA_11409	CAPO303848
OG0003303	AENJA_23721	CAPO304414
OG0003306	AENJA_11750, AENJA_18100, AENJA_22075, AENJA_19854	CAPO303291
OG0003309	AENJA_11953	CAPO301499
OG0003315	AENJA_12794	CAPO301649
OG0003316	AENJA_13112	CAPO300235
OG0003317	AENJA_13550	CAPO304285
OG0003318	AENJA_13567	CAPO302830
OG0003320	AENJA_13907	CAPO303640
OG0003323	AENJA_14209	CAPO304122
OG0003324	AENJA_14269, AENJA_14267	CAPO308312
OG0003325	AENJA_25947, AENJA_14432, AENJA_19471, AENJA_25949, AENJA_14435	CAPO300972, CAPO304961
OG0003326	AENJA_14434	CAPO308259
OG0003329	AENJA_15213	CAPO303336
OG0003331	AENJA_23729, AENJA_15484	CAPO303947
OG0003332	AENJA_15526	CAPO307894
OG0003333	AENJA_15663	CAPO307836
OG0003334	AENJA_17375, AENJA_16235, AENJA_16233, AENJA_16232, AENJA_15732	CAPO305710
OG0003335	AENJA_15787	CAPO302255
OG0003340	AENJA_16463	CAPO305389
OG0003341	AENJA_17359	CAPO301683
OG0003343	AENJA_17465	CAPO308043
OG0003345	AENJA_22123	CAPO302682
OG0003348	AENJA_18879	CAPO308059, CAPO308052
OG0003349	AENJA_18916	CAPO300780
OG0003353	AENJA_20103	CAPO304897
OG0003354	AENJA_20119, AENJA_20120	CAPO300396
OG0003355	AENJA_20320	CAPO308186
OG0003356	AENJA_21005, AENJA_21006	CAPO306224
OG0003357	AENJA_21046	CAPO307953
OG0003358	AENJA_21116	CAPO307281
OG0003359	AENJA_21290	CAPO303262, CAPO304527
OG0003360	AENJA_21296	CAPO301722
OG0003361	AENJA_21382	CAPO301802
OG0003362	AENJA_21458	CAPO306572
OG0003364	AENJA_21855	CAPO301569
OG0003365	AENJA_21978	CAPO301538
OG0003366	AENJA_22253	CAPO302011
OG0003368	AENJA_23082	CAPO307793
OG0003369	AENJA_23134, AENJA_23133	CAPO305084
OG0003370	AENJA_23534	CAPO302725
OG0003373	AENJA_24423	CAPO301869
OG0003374	AENJA_24682, AENJA_24683	CAPO305683
OG0003375	AENJA_24824	CAPO301633, CAPO305837
OG0003376	AENJA_24827	CAPO306560
OG0003377	AENJA_24906	CAPO301205
OG0003378	AENJA_24909	CAPO305510
OG0003379	AENJA_25180	CAPO301575
OG0003380	AENJA_25323	CAPO301115
OG0003382	AENJA_25400	CAPO302262
OG0003383	AENJA_25690	CAPO305778
OG0003384	AENJA_25752	CAPO306617
OG0003386	AENJA_26435	CAPO300917
OG0003419	AENJA_00054	CAPO301040
OG0003421	AENJA_00119	CAPO300028
OG0003422	AENJA_00528	CAPO300121
OG0003424	AENJA_00838	CAPO307323
OG0003425	AENJA_01194	CAPO304371
OG0003426	AENJA_01257	CAPO301532
OG0003428	AENJA_01568	CAPO300586
OG0003429	AENJA_01963	CAPO307638
OG0003430	AENJA_02400	CAPO305848
OG0003431	AENJA_19425, AENJA_02555	CAPO308284
OG0003434	AENJA_02675	CAPO303572
OG0003435	AENJA_02757	CAPO300552
OG0003438	AENJA_03261, AENJA_10750	CAPO304548, CAPO305602, CAPO302554
OG0003443	AENJA_03622	CAPO306901, CAPO306924
OG0003447	AENJA_03903	CAPO304621, CAPO305856
OG0003448	AENJA_04038	CAPO305307
OG0003449	AENJA_04230	CAPO304421
OG0003450	AENJA_04269	CAPO304313
OG0003451	AENJA_04285	CAPO302760
OG0003453	AENJA_04592	CAPO304718
OG0003454	AENJA_04653	CAPO305798
OG0003455	AENJA_22892, AENJA_04759	CAPO300221
OG0003456	AENJA_04853	CAPO305023
OG0003457	AENJA_05123	CAPO307022
OG0003458	AENJA_05270	CAPO301287
OG0003459	AENJA_05414	CAPO304210
OG0003461	AENJA_05624	CAPO304469
OG0003462	AENJA_17634, AENJA_15093, AENJA_05724, AENJA_20654	CAPO306452
OG0003464	AENJA_10817, AENJA_05778	CAPO306136
OG0003465	AENJA_06069	CAPO307530
OG0003467	AENJA_06433	CAPO306150
OG0003471	AENJA_07354	CAPO304216
OG0003475	AENJA_08250	CAPO307501
OG0003476	AENJA_08274	CAPO306987
OG0003477	AENJA_08292	CAPO308122
OG0003478	AENJA_08408	CAPO300139
OG0003479	AENJA_08477	CAPO302288
OG0003480	AENJA_08524, AENJA_08521	CAPO303582
OG0003483	AENJA_09252	CAPO305509
OG0003486	AENJA_09585	CAPO304249
OG0003487	AENJA_10277	CAPO300925
OG0003489	AENJA_11004	CAPO305291
OG0003491	AENJA_11118	CAPO304911
OG0003492	AENJA_11247	CAPO306303
OG0003493	AENJA_20319, AENJA_11275	CAPO306533
OG0003497	AENJA_12369	CAPO305660
OG0003498	AENJA_12653	CAPO306898
OG0003499	AENJA_12654	CAPO301160
OG0003500	AENJA_12709	CAPO304927
OG0003501	AENJA_13025	CAPO303209
OG0003502	AENJA_13200	CAPO306906
OG0003503	AENJA_13216	CAPO307158
OG0003504	AENJA_13617	CAPO304351
OG0003505	AENJA_13629	CAPO305207
OG0003506	AENJA_13681	CAPO302826
OG0003507	AENJA_13693	CAPO303307
OG0003508	AENJA_13894	CAPO307911
OG0003509	AENJA_14027	CAPO305689
OG0003511	AENJA_15214	CAPO307348, CAPO308352
OG0003512	AENJA_15313	CAPO303631, CAPO302677, CAPO302168
OG0003515	AENJA_16192	CAPO307211
OG0003518	AENJA_16797	CAPO307641
OG0003519	AENJA_16830	CAPO307608
OG0003522	AENJA_17840, AENJA_17839	CAPO306659
OG0003523	AENJA_17997	CAPO304976
OG0003525	AENJA_18452	CAPO305089
OG0003528	AENJA_18722	CAPO306484
OG0003531	AENJA_19107	CAPO300308
OG0003532	AENJA_19405	CAPO303744
OG0003533	AENJA_19980, AENJA_22646	CAPO301327
OG0003537	AENJA_20711, AENJA_20710	CAPO301555
OG0003538	AENJA_20720	CAPO301093
OG0003539	AENJA_20975	CAPO300449
OG0003541	AENJA_21308	CAPO300603
OG0003543	AENJA_21659	CAPO301989
OG0003544	AENJA_21703	CAPO300418
OG0003546	AENJA_21963	CAPO303583
OG0003547	AENJA_22029	CAPO308031
OG0003550	AENJA_22695	CAPO300137
OG0003551	AENJA_22715	CAPO308286
OG0003552	AENJA_22940	CAPO307114
OG0003554	AENJA_23083	CAPO301001
OG0003556	AENJA_23329	CAPO302339
OG0003557	AENJA_23658	CAPO306086
OG0003561	AENJA_24294	CAPO301198
OG0003562	AENJA_24391	CAPO303388
OG0003563	AENJA_24776	CAPO300808, CAPO301102
OG0003564	AENJA_24810	CAPO300720
OG0003566	AENJA_25138	CAPO300164
OG0003567	AENJA_25441	CAPO307296
OG0003568	AENJA_25542	CAPO303992
OG0003569	AENJA_25887	CAPO306390
OG0003570	AENJA_26158	CAPO305849
OG0003573	AENJA_26698	CAPO300904
OG0003599	AENJA_06205	CAPO301420
OG0003600	AENJA_00154	CAPO305414
OG0003607	AENJA_13133, AENJA_05386, AENJA_00747, AENJA_01115	CAPO301867
OG0003610	AENJA_00983	CAPO302401
OG0003611	AENJA_01033, AENJA_04941	CAPO306320
OG0003612	AENJA_01169	CAPO304993
OG0003613	AENJA_01172	CAPO305029
OG0003617	AENJA_01515, AENJA_11306	CAPO301490
OG0003618	AENJA_01642	CAPO302109
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	CAPO304837
OG0003620	AENJA_01724	CAPO306673
OG0003621	AENJA_01959	CAPO302199
OG0003622	AENJA_02333, AENJA_02334	CAPO305075
OG0003624	AENJA_02868	CAPO303633
OG0003630	AENJA_03435	CAPO308012
OG0003631	AENJA_25153, AENJA_03572	CAPO303610
OG0003633	AENJA_03746	CAPO300056
OG0003635	AENJA_24258, AENJA_03933	CAPO308133
OG0003638	AENJA_04417	CAPO305555
OG0003640	AENJA_05057	CAPO301244
OG0003641	AENJA_05255	CAPO300746
OG0003644	AENJA_06076	CAPO304835
OG0003645	AENJA_06128	CAPO307108
OG0003646	AENJA_06203	CAPO304914
OG0003648	AENJA_06252	CAPO302617
OG0003649	AENJA_06343	CAPO301930
OG0003650	AENJA_06545	CAPO306633
OG0003651	AENJA_06546	CAPO305370
OG0003652	AENJA_07122	CAPO300427
OG0003655	AENJA_07748	CAPO303553
OG0003656	AENJA_08284	CAPO301350
OG0003657	AENJA_08341	CAPO305783
OG0003658	AENJA_08342	CAPO303162
OG0003661	AENJA_09036	CAPO300815
OG0003664	AENJA_09805	CAPO305504
OG0003666	AENJA_10364	CAPO300690
OG0003667	AENJA_10380	CAPO303859
OG0003668	AENJA_10387	CAPO300260
OG0003669	AENJA_10658	CAPO305883
OG0003671	AENJA_11068	CAPO308173
OG0003672	AENJA_11161, AENJA_24103	CAPO300582
OG0003677	AENJA_11975	CAPO300011
OG0003679	AENJA_12320	CAPO304696
OG0003680	AENJA_12855	CAPO300884
OG0003682	AENJA_12915	CAPO301860
OG0003684	AENJA_15964, AENJA_13277	CAPO302734
OG0003685	AENJA_13298	CAPO305996
OG0003686	AENJA_13621	CAPO302144
OG0003687	AENJA_13636	CAPO301501
OG0003688	AENJA_13670	CAPO307252
OG0003689	AENJA_14017	CAPO301215
OG0003690	AENJA_20908, AENJA_14230	CAPO307478
OG0003693	AENJA_14583	CAPO302269
OG0003694	AENJA_14806	CAPO307654
OG0003695	AENJA_14941	CAPO303363
OG0003696	AENJA_15025	CAPO304903
OG0003697	AENJA_15049	CAPO307718
OG0003698	AENJA_15085	CAPO306302
OG0003700	AENJA_15228	CAPO304411
OG0003703	AENJA_15505, AENJA_15513	CAPO305764
OG0003704	AENJA_15518	CAPO308213
OG0003710	AENJA_17579	CAPO301647
OG0003712	AENJA_17842	CAPO300556
OG0003713	AENJA_17988	CAPO306178
OG0003716	AENJA_18178	CAPO303976
OG0003717	AENJA_18567	CAPO306282
OG0003718	AENJA_18593, AENJA_23619	CAPO307310
OG0003719	AENJA_18681	CAPO300227
OG0003720	AENJA_18939	CAPO300371
OG0003721	AENJA_19137	CAPO300976, CAPO300975
OG0003722	AENJA_19232	CAPO300031
OG0003724	AENJA_19400	CAPO308007
OG0003729	AENJA_19798	CAPO307394
OG0003730	AENJA_19955	CAPO305074
OG0003731	AENJA_19989	CAPO304053
OG0003732	AENJA_20020	CAPO306498
OG0003733	AENJA_20334	CAPO305671
OG0003734	AENJA_20690	CAPO305564
OG0003735	AENJA_20826	CAPO308150
OG0003738	AENJA_21039	CAPO304238
OG0003739	AENJA_21483	CAPO300467
OG0003740	AENJA_21680	CAPO307238
OG0003741	AENJA_21770	CAPO305770
OG0003742	AENJA_22403	CAPO303080
OG0003743	AENJA_22572	CAPO302360
OG0003744	AENJA_22829	CAPO306491
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	CAPO307585
OG0003749	AENJA_23639	CAPO306992
OG0003750	AENJA_23963	CAPO304840
OG0003752	AENJA_24562	CAPO306304
OG0003754	AENJA_24910	CAPO305643
OG0003755	AENJA_24953, AENJA_24952	CAPO300113
OG0003756	AENJA_25172	CAPO307901
OG0003758	AENJA_25591	CAPO308214
OG0003759	AENJA_25619	CAPO307476
OG0003760	AENJA_26295	CAPO304944
OG0003761	AENJA_26423	CAPO301690
OG0003762	AENJA_26451	CAPO303010
OG0003798	AENJA_00181	CAPO300229
OG0003803	AENJA_00564	CAPO307540
OG0003806	AENJA_00944	CAPO304817
OG0003807	AENJA_00967	CAPO308021
OG0003808	AENJA_00978	CAPO308095
OG0003809	AENJA_01422	CAPO306197
OG0003811	AENJA_01571	CAPO302863
OG0003812	AENJA_01871	CAPO300349
OG0003813	AENJA_02053	CAPO305053
OG0003818	AENJA_02472, AENJA_02475	CAPO306945
OG0003820	AENJA_02870, AENJA_19572, AENJA_02872	CAPO302724
OG0003823	AENJA_02946	CAPO305304
OG0003824	AENJA_02975	CAPO300109
OG0003826	AENJA_03131	CAPO303948
OG0003827	AENJA_03548	CAPO302156
OG0003828	AENJA_03700	CAPO304442
OG0003829	AENJA_03792	CAPO304825
OG0003831	AENJA_03886	CAPO301320
OG0003833	AENJA_04439	CAPO305448
OG0003834	AENJA_04549, AENJA_04550	CAPO307203
OG0003835	AENJA_12493, AENJA_04664	CAPO300102
OG0003836	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265	CAPO301610
OG0003837	AENJA_04856	CAPO304430
OG0003838	AENJA_04967	CAPO304061, CAPO304064
OG0003839	AENJA_05236, AENJA_06897	CAPO300238, CAPO301543, CAPO307066
OG0003840	AENJA_07883, AENJA_05492	CAPO300299
OG0003843	AENJA_06254	CAPO301582
OG0003844	AENJA_06372	CAPO306235
OG0003845	AENJA_06384, AENJA_18136	CAPO302000
OG0003846	AENJA_06476	CAPO300905
OG0003847	AENJA_06829	CAPO300400
OG0003848	AENJA_06904	CAPO305229, CAPO305228
OG0003850	AENJA_07117, AENJA_21595	CAPO306458
OG0003851	AENJA_07129	CAPO301154
OG0003852	AENJA_07216	CAPO302241
OG0003853	AENJA_07482, AENJA_19998	CAPO308238
OG0003854	AENJA_07506	CAPO306385
OG0003855	AENJA_07705	CAPO304198
OG0003856	AENJA_08084	CAPO308004
OG0003857	AENJA_08085	CAPO302185
OG0003858	AENJA_08566	CAPO300728
OG0003859	AENJA_08612	CAPO306990
OG0003860	AENJA_08805, AENJA_11742	CAPO303899
OG0003861	AENJA_08913	CAPO302754
OG0003862	AENJA_08964	CAPO301787
OG0003863	AENJA_09171	CAPO300200
OG0003864	AENJA_09391	CAPO300087
OG0003865	AENJA_09441	CAPO304904
OG0003866	AENJA_09527	CAPO302683
OG0003867	AENJA_09761	CAPO301767
OG0003868	AENJA_09827	CAPO306848
OG0003869	AENJA_17460, AENJA_09977	CAPO307094
OG0003870	AENJA_10263	CAPO305132
OG0003871	AENJA_10643	CAPO304659, CAPO304658
OG0003872	AENJA_10747	CAPO300319
OG0003873	AENJA_10784	CAPO305775
OG0003875	AENJA_10875	CAPO303382
OG0003876	AENJA_10876	CAPO307728
OG0003878	AENJA_11046	CAPO308329
OG0003881	AENJA_11372	CAPO303685
OG0003886	AENJA_12066	CAPO304109
OG0003887	AENJA_12157	CAPO307036
OG0003888	AENJA_12506	CAPO302764
OG0003890	AENJA_21991, AENJA_12959	CAPO304707
OG0003892	AENJA_13114, AENJA_22782	CAPO307708
OG0003893	AENJA_13141	CAPO300022
OG0003894	AENJA_13190	CAPO302778
OG0003897	AENJA_14064	CAPO303759
OG0003898	AENJA_14091	CAPO307893, CAPO307749, CAPO306069
OG0003899	AENJA_14656	CAPO300674
OG0003900	AENJA_15786	CAPO301714
OG0003901	AENJA_15961	CAPO301256
OG0003903	AENJA_16074	CAPO305736
OG0003904	AENJA_16228	CAPO305947
OG0003906	AENJA_16374	CAPO301369
OG0003908	AENJA_22677	CAPO301425
OG0003908	AENJA_17280	CAPO308216
OG0003909	AENJA_26467, AENJA_26469, AENJA_17530	CAPO301220
OG0003910	AENJA_17611	CAPO302786
OG0003911	AENJA_17893	CAPO305312
OG0003912	AENJA_18106	CAPO307896
OG0003913	AENJA_18124	CAPO306587
OG0003914	AENJA_20252, AENJA_18479	CAPO301224
OG0003915	AENJA_18759	CAPO304633
OG0003917	AENJA_18911	CAPO306797
OG0003920	AENJA_19805	CAPO301554
OG0003921	AENJA_19828	CAPO300430
OG0003922	AENJA_19834	CAPO304241
OG0003924	AENJA_19895	CAPO302790
OG0003925	AENJA_20055	CAPO301662
OG0003926	AENJA_20056	CAPO303036
OG0003927	AENJA_20528	CAPO304671
OG0003929	AENJA_20627	CAPO303872
OG0003930	AENJA_20961	CAPO301599
OG0003931	AENJA_21038	CAPO304399
OG0003932	AENJA_21377	CAPO300048, CAPO300047
OG0003934	AENJA_21817	CAPO301204
OG0003936	AENJA_22324	CAPO302163
OG0003938	AENJA_22573	CAPO305166
OG0003939	AENJA_22721	CAPO303853
OG0003942	AENJA_23165	CAPO300632
OG0003944	AENJA_23555	CAPO300493
OG0003945	AENJA_23594	CAPO300812
OG0003946	AENJA_24350	CAPO303843
OG0003947	AENJA_24809	CAPO306325
OG0003950	AENJA_25298	CAPO307097
OG0003954	AENJA_26001	CAPO304758
OG0003955	AENJA_26253	CAPO304097
OG0003959	AENJA_26551	CAPO304028
OG0003961	AENJA_26616	CAPO303890
OG0003998	AENJA_00732	CAPO305634
OG0003999	AENJA_00953	CAPO306327
OG0004000	AENJA_01025	CAPO302913
OG0004002	AENJA_01139, AENJA_01146	CAPO305544
OG0004005	AENJA_01410, AENJA_01411	CAPO302213
OG0004007	AENJA_01716	CAPO307105
OG0004009	AENJA_01997	CAPO305072
OG0004010	AENJA_02161	CAPO303524
OG0004012	AENJA_02300	CAPO308011
OG0004014	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582	CAPO303473
OG0004015	AENJA_03648	CAPO305112
OG0004016	AENJA_03782, AENJA_25499	CAPO303609
OG0004017	AENJA_03846	CAPO308124
OG0004023	AENJA_04821	CAPO307204
OG0004027	AENJA_05469	CAPO301145
OG0004031	AENJA_06023	CAPO306218
OG0004032	AENJA_06151	CAPO300291
OG0004033	AENJA_07800, AENJA_06467	CAPO304862
OG0004035	AENJA_07045	CAPO301995
OG0004037	AENJA_07206	CAPO306482
OG0004038	AENJA_07209	CAPO307927
OG0004041	AENJA_07773, AENJA_07774	CAPO306646
OG0004042	AENJA_07854	CAPO302696
OG0004044	AENJA_07917	CAPO300275
OG0004047	AENJA_08079	CAPO304083
OG0004048	AENJA_08141	CAPO304654
OG0004050	AENJA_11152, AENJA_08476	CAPO308116
OG0004053	AENJA_09308	CAPO301919
OG0004054	AENJA_09386	CAPO308277
OG0004056	AENJA_09747	CAPO306031
OG0004058	AENJA_15238, AENJA_09878	CAPO301904
OG0004059	AENJA_10120	CAPO301877
OG0004063	AENJA_10560	CAPO300628
OG0004064	AENJA_10715	CAPO304453
OG0004065	AENJA_10915	CAPO304029
OG0004067	AENJA_11072, AENJA_11073	CAPO301812
OG0004068	AENJA_11291	CAPO301030
OG0004069	AENJA_11462	CAPO307785
OG0004070	AENJA_11512	CAPO302894
OG0004071	AENJA_11569	CAPO306388
OG0004072	AENJA_11674	CAPO305194
OG0004075	AENJA_11909, AENJA_25684	CAPO308024
OG0004076	AENJA_11962	CAPO307967
OG0004079	AENJA_12149	CAPO300687
OG0004080	AENJA_12559, AENJA_12560	CAPO305236
OG0004081	AENJA_12579	CAPO301069
OG0004082	AENJA_12648	CAPO305460
OG0004083	AENJA_12814	CAPO304047
OG0004084	AENJA_13049	CAPO300193
OG0004085	AENJA_13446	CAPO307782
OG0004090	AENJA_14113	CAPO304280
OG0004091	AENJA_14497, AENJA_14498	CAPO307795
OG0004092	AENJA_14629	CAPO301516
OG0004093	AENJA_14743	CAPO303612
OG0004094	AENJA_14786	CAPO306112
OG0004095	AENJA_14906	CAPO302216
OG0004096	AENJA_14942	CAPO306070
OG0004097	AENJA_15032	CAPO300790
OG0004099	AENJA_15456	CAPO306437
OG0004100	AENJA_16101, AENJA_16102	CAPO306356
OG0004101	AENJA_16349	CAPO303749, CAPO302702
OG0004103	AENJA_16652, AENJA_16649	CAPO306700
OG0004104	AENJA_17043	CAPO303684
OG0004105	AENJA_17274	CAPO308098
OG0004106	AENJA_17371	CAPO303386
OG0004108	AENJA_17850	CAPO307282
OG0004110	AENJA_17972	CAPO300855
OG0004112	AENJA_18049, AENJA_26008	CAPO304610
OG0004113	AENJA_18290	CAPO305835
OG0004114	AENJA_18362	CAPO301854
OG0004115	AENJA_18384	CAPO306386
OG0004116	AENJA_18624	CAPO303186
OG0004118	AENJA_19037	CAPO306139
OG0004119	AENJA_19319	CAPO303741
OG0004120	AENJA_19470	CAPO303757
OG0004123	AENJA_19882	CAPO304624
OG0004124	AENJA_20051	CAPO302738
OG0004125	AENJA_20094	CAPO304359
OG0004127	AENJA_20390	CAPO306895
OG0004130	AENJA_20514	CAPO307075
OG0004131	AENJA_20546	CAPO301925
OG0004133	AENJA_20684	CAPO305598
OG0004134	AENJA_20800	CAPO304433
OG0004136	AENJA_21121	CAPO307338
OG0004140	AENJA_22122	CAPO307995
OG0004142	AENJA_22247	CAPO300440
OG0004144	AENJA_22601	CAPO302917
OG0004148	AENJA_23349	CAPO301152
OG0004150	AENJA_23752	CAPO303497
OG0004151	AENJA_23954	CAPO307015
OG0004153	AENJA_24217, AENJA_24230	CAPO305022
OG0004154	AENJA_24263	CAPO308154
OG0004156	AENJA_24369, AENJA_24722	CAPO307556
OG0004158	AENJA_24429	CAPO302219
OG0004160	AENJA_25025	CAPO302118
OG0004164	AENJA_25479	CAPO306879
OG0004166	AENJA_25748	CAPO300703
OG0004167	AENJA_26097	CAPO305574
OG0004168	AENJA_26286	CAPO303881
OG0004169	AENJA_26454	CAPO302967
OG0004170	AENJA_26593	CAPO305320
OG0004171	AENJA_26685	CAPO305810
OG0004215	AENJA_00310	CAPO307025
OG0004216	AENJA_00516	CAPO304745
OG0004217	AENJA_00550	CAPO300553
OG0004219	AENJA_01020	CAPO302642
OG0004222	AENJA_01486	CAPO307934
OG0004223	AENJA_01506	CAPO308310
OG0004226	AENJA_01684	CAPO301388
OG0004227	AENJA_01705	CAPO302252
OG0004228	AENJA_01729	CAPO303492
OG0004230	AENJA_24753, AENJA_02152	CAPO305821
OG0004231	AENJA_02278	CAPO300312
OG0004232	AENJA_02302	CAPO301443
OG0004235	AENJA_02425	CAPO306795
OG0004236	AENJA_02429	CAPO301760
OG0004237	AENJA_02572, AENJA_07147	CAPO301645
OG0004239	AENJA_02668	CAPO304082
OG0004240	AENJA_03070	CAPO306948
OG0004241	AENJA_03118	CAPO304693
OG0004243	AENJA_03297	CAPO302349
OG0004245	AENJA_03416, AENJA_09928, AENJA_21565	CAPO301120
OG0004246	AENJA_08975, AENJA_03476	CAPO307710
OG0004247	AENJA_03521, AENJA_03518	CAPO306324
OG0004248	AENJA_03763	CAPO306807
OG0004249	AENJA_03888	CAPO302316
OG0004250	AENJA_04014	CAPO305518
OG0004252	AENJA_04057	CAPO305536
OG0004254	AENJA_04427, AENJA_09254	CAPO304883
OG0004257	AENJA_04594	CAPO305171
OG0004258	AENJA_15676, AENJA_04921, AENJA_24630	CAPO301342
OG0004259	AENJA_05091	CAPO301048
OG0004261	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609	CAPO305950
OG0004263	AENJA_05819	CAPO304844
OG0004269	AENJA_06472	CAPO308233
OG0004270	AENJA_06731	CAPO303791
OG0004271	AENJA_06979	CAPO303178
OG0004272	AENJA_06984	CAPO303743
OG0004278	AENJA_07644, AENJA_08435	CAPO303739
OG0004280	AENJA_07853	CAPO302169
OG0004282	AENJA_07918	CAPO306035
OG0004283	AENJA_07931, AENJA_19675	CAPO301216
OG0004284	AENJA_07958	CAPO303039
OG0004285	AENJA_08157	CAPO306621
OG0004286	AENJA_08421	CAPO300246
