Orthogroup	AENJA_ok	ASTMX
OG0006228	AENJA_15504	ASTMX21289, ASTMX02196
OG0006229	AENJA_15614	ASTMX01633
OG0006230	AENJA_15684	ASTMX15185
OG0006231	AENJA_15837	ASTMX15248, ASTMX22936
OG0006232	AENJA_15886	ASTMX12958
OG0006233	AENJA_15946	ASTMX06021
OG0006234	AENJA_16010	ASTMX12448
OG0006235	AENJA_16141	ASTMX16631
OG0006237	AENJA_16177	ASTMX05214
OG0006238	AENJA_16302	ASTMX01095
OG0006239	AENJA_16437	ASTMX06263
OG0006240	AENJA_16454	ASTMX09461
OG0006241	AENJA_16564, AENJA_25127, AENJA_25133	ASTMX02817
OG0006242	AENJA_16693	ASTMX19236
OG0006243	AENJA_16698	ASTMX03387
OG0006244	AENJA_16795	ASTMX15329
OG0006245	AENJA_16829	ASTMX05448
OG0006246	AENJA_17039	ASTMX13362
OG0006247	AENJA_17041	ASTMX04057
OG0006248	AENJA_17259	ASTMX11835
OG0006249	AENJA_17261	ASTMX13840
OG0006250	AENJA_17439	ASTMX17884
OG0006251	AENJA_17441	ASTMX02311
OG0006252	AENJA_17447	ASTMX06888
OG0006253	AENJA_17599	ASTMX06015
OG0006254	AENJA_17640	ASTMX17345
OG0006256	AENJA_17761	ASTMX06197
OG0006257	AENJA_17769	ASTMX02479
OG0006258	AENJA_17969	ASTMX07763
OG0006259	AENJA_18025	ASTMX10232
OG0006260	AENJA_18129	ASTMX00800
OG0006261	AENJA_18176, AENJA_20158	ASTMX20674, ASTMX13944
OG0006262	AENJA_18244	ASTMX07419
OG0006263	AENJA_18245	ASTMX09582
OG0006264	AENJA_18267	ASTMX18801
OG0006265	AENJA_18276	ASTMX00661, ASTMX00660
OG0006266	AENJA_18308	ASTMX11103
OG0006268	AENJA_18487	ASTMX22171
OG0006268	AENJA_18486	ASTMX17106
OG0006270	AENJA_18694	ASTMX17198
OG0006271	AENJA_18740	ASTMX19101
OG0006272	AENJA_18803	ASTMX03363, ASTMX07014
OG0006273	AENJA_18828	ASTMX11927, ASTMX18357
OG0006274	AENJA_19064	ASTMX00599
OG0006275	AENJA_19065	ASTMX11336
OG0006277	AENJA_19169	ASTMX04405
OG0006278	AENJA_19171	ASTMX15116, ASTMX20655
OG0006279	AENJA_19295	ASTMX00059
OG0006280	AENJA_19369	ASTMX08931
OG0006282	AENJA_19605	ASTMX02944
OG0006282	AENJA_20673	ASTMX22682
OG0006283	AENJA_19606	ASTMX21521
OG0006284	AENJA_19713	ASTMX07872
OG0006285	AENJA_19755	ASTMX03323
OG0006286	AENJA_19771	ASTMX19660
OG0006287	AENJA_19820	ASTMX08189
OG0006288	AENJA_19866	ASTMX07795
OG0006289	AENJA_19932	ASTMX06413
OG0006290	AENJA_20061	ASTMX17617
OG0006291	AENJA_20076	ASTMX17063
OG0006292	AENJA_20113	ASTMX00426, ASTMX17287
OG0006293	AENJA_20143	ASTMX05974
OG0006294	AENJA_20284	ASTMX01270
OG0006295	AENJA_20394	ASTMX09386
OG0006296	AENJA_20618	ASTMX18579
OG0006297	AENJA_20620	ASTMX09427
OG0006298	AENJA_20776	ASTMX05352
OG0006299	AENJA_20827	ASTMX02534, ASTMX00914, ASTMX10805
OG0006300	AENJA_20948	ASTMX17712
OG0006301	AENJA_20996, AENJA_20997	ASTMX01384
OG0006302	AENJA_21163	ASTMX08308
OG0006303	AENJA_26774	ASTMX02065, ASTMX06761
OG0006304	AENJA_22197, AENJA_21343	ASTMX18842, ASTMX01237
OG0006305	AENJA_21522	ASTMX10505, ASTMX21775
OG0006306	AENJA_21664	ASTMX07488
OG0006307	AENJA_21672	ASTMX21749
OG0006308	AENJA_21750	ASTMX09635
OG0006309	AENJA_21854	ASTMX17488, ASTMX21821
OG0006310	AENJA_21860, AENJA_21859	ASTMX08982
OG0006311	AENJA_21861	ASTMX15780
OG0006312	AENJA_21921	ASTMX02149
OG0006313	AENJA_21937	ASTMX07483
OG0006314	AENJA_22087	ASTMX00057
OG0006315	AENJA_22252	ASTMX14142
OG0006316	AENJA_22338	ASTMX10565
OG0006317	AENJA_22566	ASTMX06895
OG0006318	AENJA_22571	ASTMX09099, ASTMX09535
OG0006319	AENJA_22630	ASTMX08869
OG0006320	AENJA_22758	ASTMX08316
OG0006321	AENJA_22824	ASTMX00205
OG0006322	AENJA_22831	ASTMX22209, ASTMX09224
OG0006323	AENJA_22914	ASTMX00548
OG0006324	AENJA_22925	ASTMX17164
OG0006325	AENJA_22933	ASTMX08604
OG0006326	AENJA_22955	ASTMX13124
OG0006327	AENJA_22981	ASTMX13254
OG0006328	AENJA_22997	ASTMX00841
OG0006329	AENJA_23040	ASTMX05107
OG0006330	AENJA_23067	ASTMX01722
OG0006331	AENJA_23112	ASTMX13932
OG0006332	AENJA_23127	ASTMX20059
OG0006333	AENJA_23164	ASTMX07559, ASTMX19920, ASTMX01196
OG0006334	AENJA_23288	ASTMX04134
OG0006335	AENJA_23454	ASTMX09406
OG0006336	AENJA_23469	ASTMX02422
OG0006337	AENJA_23475	ASTMX03335
OG0006338	AENJA_23490	ASTMX02377
OG0006339	AENJA_23637, AENJA_24037	ASTMX03417
OG0006340	AENJA_23711	ASTMX02502
OG0006341	AENJA_23741, AENJA_25917	ASTMX08564
OG0006343	AENJA_23930	ASTMX11794, ASTMX15900
OG0006344	AENJA_23992	ASTMX22591, ASTMX22499, ASTMX11732
OG0006345	AENJA_24082, AENJA_24083	ASTMX18765
OG0006347	AENJA_24626	ASTMX02893
OG0006348	AENJA_24680	ASTMX21253
OG0006349	AENJA_25019	ASTMX21417
OG0006350	AENJA_25064	ASTMX10119
OG0006351	AENJA_25123	ASTMX00069, ASTMX11619
OG0006352	AENJA_25150	ASTMX18568, ASTMX00324
OG0006353	AENJA_25212	ASTMX20203
OG0006354	AENJA_25512	ASTMX12076
OG0006355	AENJA_25525	ASTMX10746
OG0006356	AENJA_25547	ASTMX13066
OG0006357	AENJA_25611	ASTMX11161
OG0006358	AENJA_25645	ASTMX03055
OG0006359	AENJA_25669	ASTMX06500
OG0006360	AENJA_25814	ASTMX14422
OG0006361	AENJA_25897	ASTMX06246
OG0006362	AENJA_25951	ASTMX07490
OG0006363	AENJA_26238	ASTMX18537
OG0006364	AENJA_26381	ASTMX12481
OG0006365	AENJA_26404	ASTMX02702, ASTMX04108
OG0006366	AENJA_26566	ASTMX06324
OG0006443	AENJA_00055	ASTMX17383
OG0006446	AENJA_00094, AENJA_00100	ASTMX14441
OG0006447	AENJA_00097	ASTMX03343
OG0006448	AENJA_00147	ASTMX06552
OG0006449	AENJA_00161	ASTMX00867
OG0006452	AENJA_00377	ASTMX00706, ASTMX06385
OG0006454	AENJA_00458	ASTMX09892, ASTMX15753
OG0006456	AENJA_18569, AENJA_00534	ASTMX13571
OG0006458	AENJA_00698	ASTMX14899
OG0006459	AENJA_00708	ASTMX05149
OG0006460	AENJA_00719	ASTMX10934
OG0006461	AENJA_00796	ASTMX20285
OG0006462	AENJA_00971	ASTMX07745, ASTMX16027
OG0006463	AENJA_00994	ASTMX03382, ASTMX03381
OG0006464	AENJA_01149	ASTMX07158
OG0006465	AENJA_01262	ASTMX04889
OG0006467	AENJA_01368	ASTMX08996
OG0006468	AENJA_01371	ASTMX13923
OG0006469	AENJA_01523	ASTMX04166
OG0006470	AENJA_01586	ASTMX19812
OG0006471	AENJA_01591	ASTMX10543
OG0006472	AENJA_01675	ASTMX03121
OG0006473	AENJA_07100	ASTMX23049
OG0006474	AENJA_01839	ASTMX05105
OG0006475	AENJA_02093	ASTMX06213
OG0006476	AENJA_02142	ASTMX03680
OG0006477	AENJA_02248	ASTMX01733
OG0006478	AENJA_02289	ASTMX19975
OG0006479	AENJA_02378	ASTMX05244
OG0006480	AENJA_02386	ASTMX10507
OG0006481	AENJA_02402	ASTMX12810
OG0006482	AENJA_19144, AENJA_02493	ASTMX15100
OG0006483	AENJA_02646	ASTMX12268
OG0006484	AENJA_02795, AENJA_02793, AENJA_08107, AENJA_08103, AENJA_08101	ASTMX15629, ASTMX15630
OG0006485	AENJA_02849	ASTMX05625
OG0006486	AENJA_02954	ASTMX00970
OG0006487	AENJA_02956	ASTMX19663
OG0006488	AENJA_03064	ASTMX20556
OG0006490	AENJA_03091	ASTMX07123
OG0006491	AENJA_03152	ASTMX09131
OG0006492	AENJA_03167	ASTMX06268
OG0006493	AENJA_03180	ASTMX06078
OG0006495	AENJA_03585	ASTMX10481, ASTMX20222, ASTMX20221
OG0006496	AENJA_03702	ASTMX13132
OG0006497	AENJA_03829	ASTMX04148
OG0006498	AENJA_03890	ASTMX09105
OG0006499	AENJA_03928, AENJA_12327	ASTMX03118, ASTMX19284
OG0006500	AENJA_04169	ASTMX01354
OG0006501	AENJA_04172	ASTMX20489
OG0006502	AENJA_04209	ASTMX03641
OG0006503	AENJA_04398	ASTMX17879
OG0006504	AENJA_16898	ASTMX09346
OG0006505	AENJA_04476	ASTMX14118
OG0006506	AENJA_04631	ASTMX07943, ASTMX07944
OG0006507	AENJA_04788	ASTMX06390
OG0006508	AENJA_04922, AENJA_05266	ASTMX20868
OG0006509	AENJA_04936	ASTMX17571
OG0006510	AENJA_04994	ASTMX21327
OG0006511	AENJA_05001	ASTMX07468
OG0006512	AENJA_05769, AENJA_05293	ASTMX17346
OG0006513	AENJA_05398	ASTMX12836
OG0006514	AENJA_21274, AENJA_05458	ASTMX14865
OG0006515	AENJA_05502	ASTMX02761
OG0006516	AENJA_05505	ASTMX04545
OG0006517	AENJA_05578	ASTMX11934
OG0006518	AENJA_05643	ASTMX04564
OG0006519	AENJA_05867	ASTMX01289
OG0006520	AENJA_06121	ASTMX13980
OG0006522	AENJA_06377	ASTMX12222, ASTMX05880
OG0006524	AENJA_06594	ASTMX08327
OG0006525	AENJA_17669	ASTMX04027
OG0006526	AENJA_07051	ASTMX12578
OG0006527	AENJA_07056	ASTMX22946, ASTMX16450, ASTMX16451
OG0006528	AENJA_07246	ASTMX16747
OG0006530	AENJA_07598	ASTMX01859
OG0006531	AENJA_07691	ASTMX07225
OG0006532	AENJA_07693	ASTMX02900
OG0006534	AENJA_07783	ASTMX18494
OG0006535	AENJA_07886	ASTMX21623
OG0006536	AENJA_07956	ASTMX04129
OG0006537	AENJA_07985	ASTMX08262
OG0006538	AENJA_08050	ASTMX18870
OG0006540	AENJA_08316	ASTMX04121
OG0006541	AENJA_08362	ASTMX10564
OG0006542	AENJA_08392	ASTMX13981
OG0006543	AENJA_15795, AENJA_08614	ASTMX20456
OG0006545	AENJA_08841	ASTMX12257
OG0006546	AENJA_08937, AENJA_22524	ASTMX21843
OG0006547	AENJA_08999	ASTMX12162
OG0006549	AENJA_09178	ASTMX13289
OG0006550	AENJA_09213	ASTMX02023
OG0006551	AENJA_09272	ASTMX09829
OG0006552	AENJA_09303	ASTMX10359
OG0006553	AENJA_09463	ASTMX04960
OG0006554	AENJA_09668	ASTMX07799
OG0006555	AENJA_09715	ASTMX00532
OG0006556	AENJA_09923	ASTMX04835
OG0006557	AENJA_09970	ASTMX00610
OG0006559	AENJA_10109	ASTMX04929, ASTMX14718
OG0006560	AENJA_10117	ASTMX10786
OG0006561	AENJA_10164	ASTMX15649
OG0006562	AENJA_10204	ASTMX04124
OG0006563	AENJA_10372	ASTMX14853
OG0006564	AENJA_10383	ASTMX05891
OG0006565	AENJA_10416	ASTMX05183, ASTMX13946
OG0006566	AENJA_10456	ASTMX21272
OG0006567	AENJA_10471, AENJA_14106	ASTMX00688
OG0006568	AENJA_10472	ASTMX11588
OG0006569	AENJA_10690	ASTMX04216
OG0006571	AENJA_10794	ASTMX18330
OG0006573	AENJA_11033	ASTMX15993
OG0006574	AENJA_11193	ASTMX02442
OG0006575	AENJA_11220	ASTMX03347
OG0006576	AENJA_11248	ASTMX19578
OG0006577	AENJA_23377, AENJA_11258	ASTMX02962
OG0006578	AENJA_11264	ASTMX20623, ASTMX20624
OG0006579	AENJA_11267	ASTMX10487
OG0006581	AENJA_11836	ASTMX05136
OG0006583	AENJA_26093, AENJA_16765, AENJA_12483	ASTMX09907
OG0006584	AENJA_12500	ASTMX01917
OG0006585	AENJA_12538	ASTMX03264
OG0006586	AENJA_12567	ASTMX00582
OG0006587	AENJA_12821	ASTMX17293
OG0006588	AENJA_12912	ASTMX22543
OG0006589	AENJA_12916	ASTMX01982
OG0006590	AENJA_12964	ASTMX01101
OG0006591	AENJA_13044	ASTMX01816
OG0006592	AENJA_13142	ASTMX19848
OG0006593	AENJA_13291	ASTMX13747
OG0006594	AENJA_13414	ASTMX10490
OG0006595	AENJA_13536	ASTMX17451
OG0006596	AENJA_13622	ASTMX15703
OG0006597	AENJA_13689	ASTMX08816
OG0006598	AENJA_13737	ASTMX03337
OG0006599	AENJA_13776	ASTMX20311, ASTMX05087
OG0006600	AENJA_13874	ASTMX01495
OG0006602	AENJA_14087	ASTMX13176
OG0006603	AENJA_14155	ASTMX16596
OG0006604	AENJA_14442	ASTMX04380
OG0006605	AENJA_14456	ASTMX19206
OG0006606	AENJA_14515	ASTMX07238
OG0006607	AENJA_14537	ASTMX07493
OG0006608	AENJA_14551	ASTMX16691, ASTMX06296
OG0006609	AENJA_14599	ASTMX17421
OG0006610	AENJA_14663	ASTMX19699
OG0006611	AENJA_14698	ASTMX17727
OG0006612	AENJA_14752	ASTMX02924
OG0006613	AENJA_14809	ASTMX21383
OG0006614	AENJA_14867	ASTMX01993
OG0006615	AENJA_14938	ASTMX12256
OG0006616	AENJA_14986	ASTMX13105
OG0006617	AENJA_15260	ASTMX19960
OG0006618	AENJA_15455	ASTMX02646
OG0006619	AENJA_15520	ASTMX17174
OG0006620	AENJA_15575	ASTMX10793, ASTMX08180
OG0006621	AENJA_15590	ASTMX03527
OG0006622	AENJA_15726	ASTMX01144
OG0006623	AENJA_15760	ASTMX00578
OG0006624	AENJA_15910	ASTMX19460
OG0006625	AENJA_15915	ASTMX17003, ASTMX17004
OG0006626	AENJA_15948	ASTMX00608
OG0006627	AENJA_16100, AENJA_16099	ASTMX01364
OG0006628	AENJA_16181	ASTMX02213, ASTMX00249
OG0006630	AENJA_16229	ASTMX22622
OG0006631	AENJA_16356	ASTMX13615
OG0006632	AENJA_16518	ASTMX04725, ASTMX00323
OG0006633	AENJA_16566	ASTMX18345
OG0006635	AENJA_16751	ASTMX19723
OG0006636	AENJA_16904	ASTMX06791
OG0006637	AENJA_16936	ASTMX01565
OG0006638	AENJA_17173	ASTMX05476
OG0006639	AENJA_17226	ASTMX05575, ASTMX21284
OG0006640	AENJA_17468	ASTMX09650
OG0006641	AENJA_17771	ASTMX01398
OG0006642	AENJA_17957	ASTMX03226
OG0006644	AENJA_18104	ASTMX21336
OG0006645	AENJA_18153	ASTMX14608
OG0006646	AENJA_18164	ASTMX04908
OG0006647	AENJA_18241	ASTMX21895
OG0006648	AENJA_18295	ASTMX11425
OG0006649	AENJA_18466	ASTMX22278
OG0006650	AENJA_18649	ASTMX22454
OG0006651	AENJA_18736	ASTMX03710
OG0006653	AENJA_18823	ASTMX11926
OG0006654	AENJA_18933	ASTMX10252
OG0006655	AENJA_18965	ASTMX02610
OG0006657	AENJA_19172	ASTMX13430
OG0006658	AENJA_19247	ASTMX01278
OG0006660	AENJA_19330	ASTMX16840, ASTMX15712
OG0006661	AENJA_19414	ASTMX06079
OG0006662	AENJA_19418	ASTMX10852
OG0006663	AENJA_19913	ASTMX20793
OG0006664	AENJA_20021	ASTMX18894
OG0006666	AENJA_20282	ASTMX14266
OG0006667	AENJA_20411	ASTMX06457
OG0006668	AENJA_20635	ASTMX08555
OG0006669	AENJA_20657	ASTMX07762
OG0006670	AENJA_20698	ASTMX08852
OG0006671	AENJA_20873, AENJA_23403, AENJA_23400	ASTMX02120
OG0006672	AENJA_20943	ASTMX03220
OG0006673	AENJA_21048	ASTMX18034, ASTMX05111
OG0006675	AENJA_21328	ASTMX17949
OG0006677	AENJA_21488	ASTMX10112
OG0006678	AENJA_21492	ASTMX21609
OG0006679	AENJA_21515	ASTMX01521
OG0006680	AENJA_21658	ASTMX00952
OG0006681	AENJA_21662	ASTMX10798
OG0006683	AENJA_21886	ASTMX17752
OG0006684	AENJA_21920	ASTMX19788
OG0006685	AENJA_21932	ASTMX13015, ASTMX14032
OG0006686	AENJA_21966	ASTMX07806
OG0006687	AENJA_22023, AENJA_24383	ASTMX05776
OG0006688	AENJA_22121	ASTMX02675
OG0006689	AENJA_22172	ASTMX02612
OG0006690	AENJA_22269	ASTMX15458
OG0006692	AENJA_22551	ASTMX15358
OG0006693	AENJA_22852	ASTMX13879
OG0006694	AENJA_22901	ASTMX03870
OG0006695	AENJA_23014	ASTMX21264
OG0006696	AENJA_23027	ASTMX04210, ASTMX04552
OG0006697	AENJA_23078	ASTMX19949, ASTMX09481
OG0006698	AENJA_23158	ASTMX14552
OG0006700	AENJA_23253	ASTMX18394
OG0006702	AENJA_23319	ASTMX04300
OG0006703	AENJA_23320	ASTMX15261
OG0006704	AENJA_23386	ASTMX03144
OG0006705	AENJA_23398	ASTMX18210
OG0006706	AENJA_23532	ASTMX06498
OG0006707	AENJA_23660	ASTMX05711
OG0006708	AENJA_23725	ASTMX11423
OG0006709	AENJA_23753	ASTMX12695
OG0006710	AENJA_23788	ASTMX16956
OG0006711	AENJA_23790	ASTMX17012
OG0006712	AENJA_24048	ASTMX19601
OG0006713	AENJA_24077	ASTMX15643, ASTMX17218
OG0006714	AENJA_24177	ASTMX07976
OG0006715	AENJA_24364	ASTMX14563, ASTMX06410
OG0006716	AENJA_24408	ASTMX11731
OG0006717	AENJA_24478	ASTMX04689
OG0006718	AENJA_24834	ASTMX17392
OG0006719	AENJA_24866	ASTMX11390
OG0006720	AENJA_24982	ASTMX06026
OG0006721	AENJA_25013	ASTMX18174
OG0006722	AENJA_25021	ASTMX12405
OG0006723	AENJA_25106	ASTMX13335
OG0006724	AENJA_25107	ASTMX17753
OG0006725	AENJA_25269	ASTMX09476
OG0006726	AENJA_25361	ASTMX03873
OG0006727	AENJA_25527	ASTMX20841, ASTMX20842
OG0006728	AENJA_25577	ASTMX14617
OG0006729	AENJA_25600	ASTMX05077
OG0006731	AENJA_25830	ASTMX19985
OG0006732	AENJA_25874, AENJA_25873	ASTMX22779
OG0006733	AENJA_25909	ASTMX09373, ASTMX11811
OG0006734	AENJA_25913	ASTMX04829
OG0006735	AENJA_25987	ASTMX05292
OG0006736	AENJA_26061	ASTMX03650
OG0006737	AENJA_26062	ASTMX11682
OG0006738	AENJA_26156	ASTMX13600
OG0006739	AENJA_26247	ASTMX02177
OG0006741	AENJA_26632	ASTMX00781
OG0006742	AENJA_26658	ASTMX08794, ASTMX20354
OG0006827	AENJA_00301, AENJA_11922	ASTMX03162
OG0006828	AENJA_00320	ASTMX06916
OG0006829	AENJA_26235, AENJA_00398	ASTMX16614
OG0006830	AENJA_00399	ASTMX12230
OG0006831	AENJA_00400	ASTMX02537
OG0006832	AENJA_00488	ASTMX05805
OG0006833	AENJA_00518	ASTMX16981
OG0006835	AENJA_00594	ASTMX09545
OG0006837	AENJA_00699	ASTMX12356
OG0006839	AENJA_01100	ASTMX16275
OG0006842	AENJA_01166	ASTMX18470
OG0006843	AENJA_01195	ASTMX15344, ASTMX15343
OG0006844	AENJA_01201	ASTMX05150
OG0006845	AENJA_01223	ASTMX22497, ASTMX18536
OG0006846	AENJA_01258	ASTMX04852
OG0006847	AENJA_01266	ASTMX05035
OG0006848	AENJA_01367	ASTMX02777, ASTMX15411
OG0006849	AENJA_01449	ASTMX10597
OG0006850	AENJA_01611, AENJA_09638	ASTMX17410
OG0006851	AENJA_01650	ASTMX10431
OG0006852	AENJA_01730	ASTMX21034, ASTMX05169, ASTMX05168
OG0006853	AENJA_01775, AENJA_26577	ASTMX02147
OG0006856	AENJA_02009	ASTMX15975
OG0006857	AENJA_02010	ASTMX10533
OG0006859	AENJA_02153	ASTMX00755
OG0006860	AENJA_02208	ASTMX08893
OG0006861	AENJA_02328	ASTMX12683
OG0006862	AENJA_02464, AENJA_02470	ASTMX04586
OG0006863	AENJA_17740, AENJA_02587	ASTMX06189
OG0006864	AENJA_02623	ASTMX14844
OG0006865	AENJA_02658	ASTMX00544
OG0006866	AENJA_02755	ASTMX15118
OG0006867	AENJA_02777	ASTMX17195
OG0006869	AENJA_02815	ASTMX04037
OG0006870	AENJA_03121	ASTMX19219
OG0006871	AENJA_23057, AENJA_10645, AENJA_03165	ASTMX18202
OG0006872	AENJA_03174	ASTMX07240
OG0006873	AENJA_03258	ASTMX19378
OG0006874	AENJA_03384	ASTMX10745
OG0006875	AENJA_03390	ASTMX06127
OG0006876	AENJA_23472	ASTMX11416
OG0006877	AENJA_03567	ASTMX13244
OG0006878	AENJA_03646	ASTMX16892
OG0006879	AENJA_03657	ASTMX16173
OG0006880	AENJA_03927	ASTMX10742
OG0006881	AENJA_03938	ASTMX18811
OG0006882	AENJA_03982	ASTMX02554
OG0006885	AENJA_04224	ASTMX15506
OG0006886	AENJA_04283	ASTMX09095, ASTMX01120
OG0006887	AENJA_04451	ASTMX11439
OG0006888	AENJA_04455	ASTMX09251
OG0006889	AENJA_04547	ASTMX07203
OG0006890	AENJA_04581	ASTMX17391
OG0006891	AENJA_04660	ASTMX19493
OG0006892	AENJA_04736	ASTMX00090
OG0006893	AENJA_04839	ASTMX07824
OG0006894	AENJA_04847	ASTMX19536
OG0006895	AENJA_05148	ASTMX01494
OG0006896	AENJA_05202	ASTMX21118, ASTMX01593
OG0006897	AENJA_05372	ASTMX03361
OG0006898	AENJA_05379	ASTMX06272
OG0006899	AENJA_05621	ASTMX19445
OG0006901	AENJA_05820	ASTMX00087
OG0006902	AENJA_05960	ASTMX14454
OG0006903	AENJA_06050	ASTMX10135, ASTMX10443
OG0006904	AENJA_06127	ASTMX18096
OG0006905	AENJA_06173	ASTMX21329
OG0006906	AENJA_06221	ASTMX11180
OG0006907	AENJA_06242	ASTMX21343
OG0006909	AENJA_06589	ASTMX01775
OG0006911	AENJA_06830	ASTMX04692
OG0006912	AENJA_16892	ASTMX03849
OG0006914	AENJA_06926	ASTMX15342
OG0006916	AENJA_07034	ASTMX16770
OG0006917	AENJA_07239	ASTMX19078
OG0006918	AENJA_07427	ASTMX16285
OG0006919	AENJA_07467	ASTMX19164
OG0006920	AENJA_07564	ASTMX09808
OG0006922	AENJA_07575	ASTMX09149, ASTMX09150
OG0006924	AENJA_07755	ASTMX15741
OG0006925	AENJA_07849	ASTMX08108
OG0006926	AENJA_07851	ASTMX04276
OG0006929	AENJA_08001	ASTMX14469
OG0006930	AENJA_08036, AENJA_25950	ASTMX18849
OG0006931	AENJA_08049	ASTMX01266
OG0006932	AENJA_08083	ASTMX01417
OG0006934	AENJA_08104	ASTMX00025
OG0006935	AENJA_08143	ASTMX18496
OG0006936	AENJA_08149	ASTMX10953
OG0006937	AENJA_08252	ASTMX14042
OG0006938	AENJA_25925, AENJA_08279	ASTMX05289
OG0006939	AENJA_08295	ASTMX13531
OG0006942	AENJA_08411	ASTMX13442
OG0006943	AENJA_08418	ASTMX16314
OG0006944	AENJA_08469	ASTMX02091
OG0006945	AENJA_08489	ASTMX00086, ASTMX21538
OG0006946	AENJA_08651	ASTMX14240
OG0006948	AENJA_08864	ASTMX02465
OG0006949	AENJA_08970	ASTMX06229
OG0006951	AENJA_09267	ASTMX12012
OG0006952	AENJA_09338	ASTMX00883
OG0006953	AENJA_09368	ASTMX13999
OG0006954	AENJA_09387	ASTMX20718
OG0006955	AENJA_09421	ASTMX07198, ASTMX07110
OG0006956	AENJA_09488	ASTMX05793
OG0006957	AENJA_09490	ASTMX04737
OG0006958	AENJA_09561	ASTMX14580
OG0006959	AENJA_09576	ASTMX03957, ASTMX19214
OG0006960	AENJA_09586	ASTMX00079
OG0006962	AENJA_09772	ASTMX00716
OG0006964	AENJA_09897	ASTMX21391
OG0006965	AENJA_09992	ASTMX06957
OG0006966	AENJA_10045	ASTMX09198
OG0006967	AENJA_10081	ASTMX07737
OG0006968	AENJA_10127	ASTMX20101
OG0006969	AENJA_10132	ASTMX15725
OG0006970	AENJA_10289	ASTMX10956, ASTMX17588
OG0006971	AENJA_10382	ASTMX14444
OG0006972	AENJA_10603	ASTMX02143
OG0006974	AENJA_11101	ASTMX18253, ASTMX09496, ASTMX01542
OG0006975	AENJA_11111	ASTMX05767
OG0006976	AENJA_11156	ASTMX01198
OG0006977	AENJA_11169	ASTMX13939
OG0006978	AENJA_11351	ASTMX03349
OG0006979	AENJA_11435	ASTMX20387
OG0006980	AENJA_11690	ASTMX08911
OG0006981	AENJA_11704	ASTMX18249
OG0006982	AENJA_11710	ASTMX06903
OG0006983	AENJA_11791	ASTMX04803
OG0006984	AENJA_11852	ASTMX01069, ASTMX17758, ASTMX00621
OG0006985	AENJA_12194	ASTMX08374
OG0006987	AENJA_12333	ASTMX03786
OG0006988	AENJA_12529	ASTMX04994
OG0006989	AENJA_12558	ASTMX13258
OG0006990	AENJA_12603	ASTMX12780
OG0006991	AENJA_12675	ASTMX17290
OG0006992	AENJA_16070	ASTMX01520
OG0006993	AENJA_12848	ASTMX15549
OG0006994	AENJA_12854	ASTMX16722
OG0006995	AENJA_12859	ASTMX13568
OG0006996	AENJA_12897	ASTMX17714
OG0006997	AENJA_12913	ASTMX16081
OG0006998	AENJA_12939	ASTMX20511
OG0006999	AENJA_12940	ASTMX01835
OG0007000	AENJA_13108	ASTMX15934
OG0007001	AENJA_13134	ASTMX14381
OG0007002	AENJA_13189	ASTMX16784
OG0007003	AENJA_13349	ASTMX07209, ASTMX15526
OG0007004	AENJA_13352	ASTMX09577
OG0007005	AENJA_13425	ASTMX22123
OG0007006	AENJA_13467	ASTMX06196
OG0007007	AENJA_13468	ASTMX02970
OG0007008	AENJA_25860, AENJA_13633	ASTMX15324
OG0007009	AENJA_13674	ASTMX19873
OG0007010	AENJA_13687	ASTMX11111
OG0007011	AENJA_13688	ASTMX05849
OG0007012	AENJA_13835	ASTMX09660
OG0007013	AENJA_13842	ASTMX04505
OG0007014	AENJA_13912	ASTMX08585
OG0007015	AENJA_13940	ASTMX17285
OG0007018	AENJA_14287	ASTMX14959
OG0007020	AENJA_14431	ASTMX09751
OG0007021	AENJA_14523	ASTMX12977
OG0007022	AENJA_14634	ASTMX05294
OG0007023	AENJA_14641	ASTMX16844
OG0007024	AENJA_14840	ASTMX00414
OG0007025	AENJA_14969	ASTMX02047
OG0007026	AENJA_15107	ASTMX05189
OG0007027	AENJA_15130	ASTMX19969
OG0007031	AENJA_15746	ASTMX20247
OG0007032	AENJA_15768	ASTMX00154
OG0007033	AENJA_15780	ASTMX01258
OG0007034	AENJA_15916	ASTMX14249
OG0007035	AENJA_15945	ASTMX03494, ASTMX12369
OG0007036	AENJA_15980	ASTMX13788
OG0007037	AENJA_16026	ASTMX12701
OG0007038	AENJA_16109	ASTMX01792
OG0007039	AENJA_16125	ASTMX01368, ASTMX11134
OG0007040	AENJA_16156	ASTMX09108
OG0007041	AENJA_16190	ASTMX12415, ASTMX17229
OG0007042	AENJA_16299	ASTMX10661
OG0007043	AENJA_19281, AENJA_16342	ASTMX12586
OG0007044	AENJA_16556	ASTMX08265
OG0007045	AENJA_16721	ASTMX05785
OG0007046	AENJA_16840	ASTMX11335
OG0007047	AENJA_16899	ASTMX00903
OG0007048	AENJA_16937	ASTMX04983, ASTMX07732
OG0007050	AENJA_17182	ASTMX11641
OG0007053	AENJA_17379	ASTMX17068
OG0007054	AENJA_17391, AENJA_19911	ASTMX07334
OG0007055	AENJA_17474	ASTMX13195
OG0007056	AENJA_17650	ASTMX05882
OG0007057	AENJA_17685	ASTMX12425
OG0007058	AENJA_17757	ASTMX07059
OG0007059	AENJA_17918	ASTMX01512
OG0007060	AENJA_18050	ASTMX01836
