Orthogroup	AENJA_ok	CAEEL
OG0002089	AENJA_22592	CAEEL17973
OG0002090	AENJA_19678	CAEEL00790
OG0002093	AENJA_20905	CAEEL02211, CAEEL19978
OG0002094	AENJA_21114, AENJA_21113	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823
OG0002097	AENJA_21956	CAEEL03161, CAEEL00098, CAEEL19231
OG0002099	AENJA_22526	CAEEL05221
OG0002101	AENJA_24473	CAEEL04990
OG0002102	AENJA_24518	CAEEL20714
OG0002103	AENJA_24883	CAEEL16392, CAEEL16394
OG0002104	AENJA_25109	CAEEL08654
OG0002105	AENJA_25530	CAEEL18772
OG0002106	AENJA_25552, AENJA_25673	CAEEL18235, CAEEL08825
OG0002107	AENJA_25817	CAEEL07845
OG0002108	AENJA_26100	CAEEL05450, CAEEL05957, CAEEL15378
OG0002122	AENJA_00125, AENJA_00126	CAEEL09431
OG0002123	AENJA_00359	CAEEL05315
OG0002124	AENJA_00533, AENJA_26779	CAEEL05107
OG0002125	AENJA_00917	CAEEL10327
OG0002131	AENJA_03621	CAEEL00336
OG0002133	AENJA_04735	CAEEL02043, CAEEL15670
OG0002135	AENJA_04872, AENJA_04875	CAEEL01398, CAEEL15762
OG0002139	AENJA_07352	CAEEL15822
OG0002142	AENJA_09042	CAEEL01037
OG0002143	AENJA_20931, AENJA_09301, AENJA_09302	CAEEL01697
OG0002144	AENJA_10174	CAEEL08787
OG0002145	AENJA_10358	CAEEL00125
OG0002146	AENJA_10360	CAEEL10604
OG0002147	AENJA_10898	CAEEL05229
OG0002148	AENJA_10936	CAEEL13205
OG0002149	AENJA_11461	CAEEL09018, CAEEL08046
OG0002151	AENJA_11531, AENJA_11515	CAEEL19229
OG0002152	AENJA_11762	CAEEL00179
OG0002153	AENJA_11969	CAEEL11458
OG0002154	AENJA_12077	CAEEL18065
OG0002156	AENJA_12297	CAEEL08424
OG0002157	AENJA_13751	CAEEL10861
OG0002163	AENJA_15172, AENJA_15175	CAEEL04144
OG0002164	AENJA_15939	CAEEL04595, CAEEL04594, CAEEL19903
OG0002165	AENJA_16068	CAEEL13880
OG0002166	AENJA_16415	CAEEL06693, CAEEL06692
OG0002167	AENJA_16467, AENJA_16533	CAEEL10771, CAEEL20502
OG0002168	AENJA_16471, AENJA_23270	CAEEL06529
OG0002169	AENJA_17912	CAEEL19452
OG0002170	AENJA_23030	CAEEL11886
OG0002171	AENJA_18243	CAEEL09511
OG0002173	AENJA_18419	CAEEL02072
OG0002175	AENJA_18688	CAEEL11081
OG0002177	AENJA_18769	CAEEL16080
OG0002179	AENJA_19816	CAEEL17210, CAEEL19563
OG0002182	AENJA_21407	CAEEL11866
OG0002184	AENJA_22069	CAEEL06428
OG0002185	AENJA_22305	CAEEL01312
OG0002187	AENJA_22617	CAEEL05615
OG0002188	AENJA_22979	CAEEL10832
OG0002189	AENJA_24476	CAEEL17261, CAEEL17762, CAEEL20687
OG0002190	AENJA_23964	CAEEL18099
OG0002191	AENJA_24425	CAEEL00670
OG0002213	AENJA_00491	CAEEL09259
OG0002214	AENJA_00504	CAEEL03136
OG0002215	AENJA_00509, AENJA_25091, AENJA_25090, AENJA_07685	CAEEL19732
OG0002216	AENJA_06974, AENJA_00740, AENJA_06973	CAEEL09929, CAEEL09930
OG0002217	AENJA_10139	CAEEL18475, CAEEL05058
OG0002218	AENJA_01433	CAEEL00880
OG0002222	AENJA_01746	CAEEL05529
OG0002224	AENJA_02077	CAEEL10158
OG0002225	AENJA_02179	CAEEL15252
OG0002226	AENJA_02285	CAEEL04806
OG0002227	AENJA_02303, AENJA_02304	CAEEL00491
OG0002228	AENJA_02422	CAEEL05227
OG0002229	AENJA_02540	CAEEL08325
OG0002236	AENJA_04718	CAEEL18503
OG0002237	AENJA_04721	CAEEL00004
OG0002239	AENJA_05630	CAEEL05928
OG0002240	AENJA_15674, AENJA_05936, AENJA_05935	CAEEL05366
OG0002241	AENJA_06217	CAEEL07281
OG0002242	AENJA_06280	CAEEL01267
OG0002243	AENJA_06283	CAEEL05910, CAEEL11717
OG0002244	AENJA_20811, AENJA_25845, AENJA_06734, AENJA_20367, AENJA_25846, AENJA_11508	CAEEL02764
OG0002246	AENJA_07026	CAEEL00010
OG0002248	AENJA_08886	CAEEL09675
OG0002251	AENJA_09492	CAEEL18329, CAEEL19690
OG0002252	AENJA_09873	CAEEL18710
OG0002255	AENJA_11216, AENJA_22320	CAEEL01086
OG0002257	AENJA_13140, AENJA_23797	CAEEL14323
OG0002258	AENJA_13193	CAEEL10467
OG0002259	AENJA_13195	CAEEL08231
OG0002260	AENJA_13335	CAEEL08208
OG0002261	AENJA_13619	CAEEL09054
OG0002262	AENJA_14021	CAEEL07374
OG0002263	AENJA_14525, AENJA_14524	CAEEL08085
OG0002264	AENJA_14565	CAEEL01891
OG0002265	AENJA_14678	CAEEL01664
OG0002266	AENJA_15317	CAEEL18931
OG0002270	AENJA_17477	CAEEL01255
OG0002272	AENJA_18110	CAEEL00181
OG0002275	AENJA_19831	CAEEL19733
OG0002277	AENJA_19978	CAEEL12016
OG0002278	AENJA_20031	CAEEL17984, CAEEL17983
OG0002280	AENJA_22896	CAEEL01565
OG0002282	AENJA_23640	CAEEL05126
OG0002283	AENJA_23706, AENJA_24995	CAEEL11974
OG0002284	AENJA_23854	CAEEL09475
OG0002286	AENJA_24864	CAEEL15075
OG0002288	AENJA_25474	CAEEL11923
OG0002289	AENJA_26047	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495
OG0002292	AENJA_26405	CAEEL11264
OG0002312	AENJA_00869	CAEEL04818, CAEEL04817
OG0002316	AENJA_01956	CAEEL01858, CAEEL01859
OG0002317	AENJA_02641	CAEEL13995
OG0002318	AENJA_02715, AENJA_16923, AENJA_16483	CAEEL05991
OG0002321	AENJA_03802	CAEEL11607
OG0002322	AENJA_08237	CAEEL12636, CAEEL12634
OG0002323	AENJA_05749	CAEEL00606
OG0002324	AENJA_19401, AENJA_05816	CAEEL14861
OG0002325	AENJA_06079	CAEEL12660
OG0002326	AENJA_06622	CAEEL19309
OG0002326	AENJA_06618	CAEEL19310
OG0002327	AENJA_22580	CAEEL11423
OG0002330	AENJA_07882	CAEEL09607
OG0002331	AENJA_08499	CAEEL13492, CAEEL01768
OG0002332	AENJA_09253	CAEEL07378
OG0002335	AENJA_09844	CAEEL02679, CAEEL02678
OG0002336	AENJA_10053	CAEEL18832
OG0002340	AENJA_11499	CAEEL00545
OG0002341	AENJA_11703	CAEEL07757
OG0002342	AENJA_12561	CAEEL06352, CAEEL06355, CAEEL00891
OG0002343	AENJA_12852	CAEEL20506, CAEEL10734
OG0002344	AENJA_13012	CAEEL07661
OG0002346	AENJA_13792	CAEEL04391
OG0002348	AENJA_15315	CAEEL10632
OG0002350	AENJA_16160	CAEEL20154
OG0002352	AENJA_16506	CAEEL04784
OG0002354	AENJA_18103, AENJA_19512	CAEEL09038
OG0002355	AENJA_18224	CAEEL08630
OG0002356	AENJA_18622	CAEEL17852
OG0002357	AENJA_18771	CAEEL14198
OG0002358	AENJA_19054	CAEEL20542
OG0002359	AENJA_19066	CAEEL10259
OG0002360	AENJA_19252	CAEEL19089
OG0002361	AENJA_19370	CAEEL16240, CAEEL14724
OG0002362	AENJA_20934	CAEEL01494
OG0002363	AENJA_21374	CAEEL18180
OG0002366	AENJA_22329	CAEEL01476
OG0002367	AENJA_23782	CAEEL02851
OG0002368	AENJA_22527	CAEEL06921
OG0002369	AENJA_22567	CAEEL00665
OG0002370	AENJA_22954	CAEEL06782
OG0002371	AENJA_23878, AENJA_23873	CAEEL10782, CAEEL02897
OG0002373	AENJA_25475	CAEEL10724, CAEEL10847
OG0002374	AENJA_25507	CAEEL00989, CAEEL03595
OG0002375	AENJA_25871	CAEEL09148
OG0002376	AENJA_25963	CAEEL16557
OG0002377	AENJA_26503	CAEEL14877
OG0002378	AENJA_26694	CAEEL19717
OG0002396	AENJA_01548	CAEEL15127
OG0002400	AENJA_02731	CAEEL12685
OG0002402	AENJA_03150	CAEEL07971
OG0002406	AENJA_04613	CAEEL05272
OG0002407	AENJA_04703	CAEEL11836
OG0002408	AENJA_04822	CAEEL05340
OG0002409	AENJA_05961	CAEEL12380
OG0002410	AENJA_07499	CAEEL06445
OG0002411	AENJA_07684	CAEEL09509
OG0002413	AENJA_18117	CAEEL05456
OG0002414	AENJA_07916	CAEEL16542
OG0002415	AENJA_08809, AENJA_08808	CAEEL09540, CAEEL09394, CAEEL15033
OG0002416	AENJA_23502, AENJA_09369, AENJA_23503	CAEEL00247
OG0002421	AENJA_11342, AENJA_23395	CAEEL09266
OG0002422	AENJA_11769	CAEEL09220
OG0002424	AENJA_12073	CAEEL18326
OG0002425	AENJA_12278	CAEEL00712
OG0002429	AENJA_13348	CAEEL05601
OG0002433	AENJA_14010	CAEEL18398
OG0002434	AENJA_22387, AENJA_14358	CAEEL09324
OG0002439	AENJA_16773	CAEEL06145, CAEEL06146
OG0002441	AENJA_17578	CAEEL01735
OG0002442	AENJA_19513	CAEEL00999
OG0002443	AENJA_19788, AENJA_19789	CAEEL11867
OG0002444	AENJA_21660	CAEEL11588
OG0002445	AENJA_20517	CAEEL08003
OG0002446	AENJA_21367	CAEEL01328
OG0002448	AENJA_23309, AENJA_22030	CAEEL11664
OG0002450	AENJA_22561	CAEEL02915
OG0002453	AENJA_24398	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671
OG0002454	AENJA_24945	CAEEL06870
OG0002456	AENJA_26722	CAEEL19152, CAEEL02912
OG0002476	AENJA_00015	CAEEL05868
OG0002476	AENJA_24202	CAEEL00590
OG0002477	AENJA_06431, AENJA_07761, AENJA_21896, AENJA_05874, AENJA_18348, AENJA_11115, AENJA_15793, AENJA_14803, AENJA_18742, AENJA_07728, AENJA_10591	CAEEL05771
OG0002481	AENJA_00695	CAEEL07210
OG0002486	AENJA_22266, AENJA_12065, AENJA_02025	CAEEL00554
OG0002487	AENJA_02170	CAEEL13022
OG0002489	AENJA_02297	CAEEL20456
OG0002490	AENJA_06970, AENJA_02506	CAEEL09795
OG0002492	AENJA_02686	CAEEL07791
OG0002494	AENJA_03043	CAEEL02924
OG0002495	AENJA_03162	CAEEL05776
OG0002497	AENJA_04655	CAEEL00487
OG0002498	AENJA_12352, AENJA_22759, AENJA_10257	CAEEL07624, CAEEL07986, CAEEL07364, CAEEL19284
OG0002499	AENJA_04717	CAEEL02172, CAEEL11853
OG0002500	AENJA_05082	CAEEL00642
OG0002502	AENJA_05628	CAEEL01666, CAEEL05931
OG0002503	AENJA_06123, AENJA_06122	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625
OG0002504	AENJA_06491	CAEEL06712, CAEEL09129
OG0002505	AENJA_07007	CAEEL05922
OG0002506	AENJA_25915	CAEEL00901
OG0002507	AENJA_20718, AENJA_07299	CAEEL03010
OG0002509	AENJA_07539, AENJA_07540	CAEEL10641, CAEEL10642
OG0002510	AENJA_07822	CAEEL15444
OG0002511	AENJA_08228	CAEEL03054
OG0002512	AENJA_08398	CAEEL06721
OG0002516	AENJA_22367	CAEEL07616
OG0002518	AENJA_09754	CAEEL03272
OG0002519	AENJA_24917, AENJA_10191, AENJA_10809	CAEEL07683
OG0002520	AENJA_10489	CAEEL11387
OG0002522	AENJA_10782	CAEEL04069
OG0002523	AENJA_11036	CAEEL09506
OG0002524	AENJA_11252	CAEEL07737
OG0002527	AENJA_11560	CAEEL00425, CAEEL00799
OG0002528	AENJA_11715	CAEEL14274
OG0002529	AENJA_11778, AENJA_17626	CAEEL18703, CAEEL04668
OG0002530	AENJA_12467	CAEEL18169
OG0002532	AENJA_13222	CAEEL00641
OG0002533	AENJA_13514	CAEEL08550
OG0002534	AENJA_13891	CAEEL08629
OG0002537	AENJA_13991	CAEEL07418
OG0002541	AENJA_15867	CAEEL09534
OG0002542	AENJA_15884	CAEEL06956
OG0002543	AENJA_15970	CAEEL07344
OG0002544	AENJA_16689	CAEEL16419
OG0002544	AENJA_17086	CAEEL07645
OG0002545	AENJA_16977	CAEEL12452
OG0002547	AENJA_17597	CAEEL02085
OG0002548	AENJA_17766	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091
OG0002549	AENJA_17970	CAEEL18135
OG0002552	AENJA_18799	CAEEL01916
OG0002553	AENJA_18919	CAEEL07705
OG0002554	AENJA_20632	CAEEL13829
OG0002557	AENJA_22119	CAEEL02904
OG0002558	AENJA_22200	CAEEL00633, CAEEL18130
OG0002559	AENJA_23435	CAEEL14654
OG0002561	AENJA_23733, AENJA_26836	CAEEL13357
OG0002562	AENJA_24354	CAEEL00489
OG0002564	AENJA_24782	CAEEL14884
OG0002565	AENJA_24939	CAEEL01779, CAEEL19992
OG0002566	AENJA_25083	CAEEL18146
OG0002567	AENJA_25883	CAEEL10185
OG0002569	AENJA_26162	CAEEL18770
OG0002570	AENJA_26246	CAEEL02126
OG0002587	AENJA_00149	CAEEL02535
OG0002593	AENJA_01002, AENJA_25551	CAEEL06340, CAEEL06341
OG0002594	AENJA_08034, AENJA_01113, AENJA_05641	CAEEL02859
OG0002598	AENJA_19208, AENJA_02160	CAEEL04239
OG0002599	AENJA_02912	CAEEL09489, CAEEL05240
OG0002600	AENJA_03270, AENJA_12156	CAEEL18751
OG0002601	AENJA_04980, AENJA_03275	CAEEL11850, CAEEL17493, CAEEL06460
OG0002602	AENJA_03376	CAEEL19298
OG0002605	AENJA_04724, AENJA_04725	CAEEL06425
OG0002608	AENJA_05149	CAEEL20298
OG0002609	AENJA_05158	CAEEL00486
OG0002610	AENJA_05401	CAEEL00976
OG0002611	AENJA_06053	CAEEL00525
OG0002614	AENJA_24393, AENJA_07227	CAEEL18150
OG0002617	AENJA_07485	CAEEL08131
OG0002618	AENJA_26393, AENJA_07573	CAEEL11865
OG0002620	AENJA_07830	CAEEL18902
OG0002623	AENJA_08023	CAEEL04862
OG0002624	AENJA_08628	CAEEL00996
OG0002630	AENJA_10052	CAEEL00017
OG0002633	AENJA_10970	CAEEL13867
OG0002636	AENJA_11871	CAEEL09021
OG0002638	AENJA_12588	CAEEL05543
OG0002643	AENJA_13808	CAEEL01960
OG0002644	AENJA_13822	CAEEL00760
OG0002645	AENJA_16911, AENJA_13967	CAEEL09814
OG0002646	AENJA_14082	CAEEL10837
OG0002649	AENJA_15416	CAEEL18434
OG0002651	AENJA_16730	CAEEL08032
OG0002652	AENJA_17178	CAEEL15940
OG0002653	AENJA_17514	CAEEL15759, CAEEL10493
OG0002655	AENJA_18523	CAEEL10857
OG0002656	AENJA_18631	CAEEL06531
OG0002658	AENJA_19213	CAEEL08300
OG0002659	AENJA_19544	CAEEL20145, CAEEL20147, CAEEL01412
OG0002660	AENJA_19796	CAEEL11563
OG0002661	AENJA_20280	CAEEL19789
OG0002662	AENJA_20497	CAEEL18190
OG0002663	AENJA_20588	CAEEL19742
OG0002665	AENJA_21246	CAEEL08820
OG0002666	AENJA_21371	CAEEL11407
OG0002667	AENJA_21967	CAEEL18607
OG0002668	AENJA_22301	CAEEL02604
OG0002670	AENJA_22806	CAEEL15710
OG0002675	AENJA_24042	CAEEL07843
OG0002677	AENJA_24115	CAEEL10901
OG0002678	AENJA_25983	CAEEL06946, CAEEL06945, CAEEL01197
OG0002679	AENJA_26173	CAEEL06006
OG0002706	AENJA_00487	CAEEL01248
OG0002707	AENJA_00731	CAEEL14138
OG0002708	AENJA_01064	CAEEL01926, CAEEL12503
OG0002710	AENJA_01185	CAEEL00009
OG0002714	AENJA_02697	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570
OG0002715	AENJA_02725	CAEEL09830
OG0002717	AENJA_03489	CAEEL10017
OG0002718	AENJA_03576, AENJA_22285	CAEEL00842
OG0002719	AENJA_04654	CAEEL07694
OG0002720	AENJA_04824	CAEEL01232
OG0002722	AENJA_05319	CAEEL10808
OG0002723	AENJA_05322, AENJA_19139	CAEEL15616
OG0002726	AENJA_17586, AENJA_06393	CAEEL11743
OG0002729	AENJA_10262, AENJA_07855, AENJA_13538, AENJA_11456	CAEEL07853
OG0002732	AENJA_19283, AENJA_09229	CAEEL18402
OG0002736	AENJA_09727	CAEEL02362
OG0002739	AENJA_23418	CAEEL18472
OG0002740	AENJA_10478	CAEEL08842
OG0002742	AENJA_11246	CAEEL11403
OG0002743	AENJA_11676	CAEEL15922, CAEEL10167
OG0002744	AENJA_11955	CAEEL19735
OG0002745	AENJA_12347	CAEEL19081
OG0002747	AENJA_13285	CAEEL02596
OG0002749	AENJA_25924	CAEEL04068
OG0002750	AENJA_13825, AENJA_23058	CAEEL15826
OG0002752	AENJA_14300	CAEEL08631
OG0002754	AENJA_14712	CAEEL05821
OG0002756	AENJA_14955, AENJA_16000	CAEEL15160
OG0002757	AENJA_14974	CAEEL10443, CAEEL10442
OG0002758	AENJA_15361	CAEEL08816
OG0002759	AENJA_15430, AENJA_15429	CAEEL05573
OG0002760	AENJA_15553, AENJA_19974, AENJA_22798	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644
OG0002762	AENJA_16834	CAEEL09378
OG0002763	AENJA_17978	CAEEL07952
OG0002764	AENJA_17995	CAEEL05636
OG0002765	AENJA_18242	CAEEL02125
OG0002766	AENJA_18864	CAEEL17597
OG0002767	AENJA_18908	CAEEL07319
OG0002769	AENJA_19239	CAEEL06751
OG0002770	AENJA_19276	CAEEL15397
OG0002771	AENJA_19705	CAEEL08070
OG0002772	AENJA_20331	CAEEL05686
OG0002773	AENJA_20591	CAEEL08029
OG0002774	AENJA_20726	CAEEL01682
OG0002776	AENJA_20735	CAEEL10866
OG0002777	AENJA_20773	CAEEL05935
OG0002778	AENJA_20938	CAEEL01937
OG0002779	AENJA_21312	CAEEL04477, CAEEL04475
OG0002780	AENJA_21493	CAEEL00693
OG0002781	AENJA_21782	CAEEL07517
OG0002782	AENJA_22198	CAEEL13024
OG0002785	AENJA_23498	CAEEL04710
OG0002786	AENJA_23784	CAEEL00215
OG0002787	AENJA_24196	CAEEL00388
OG0002788	AENJA_24424	CAEEL06416, CAEEL06417, CAEEL06418
OG0002790	AENJA_25977	CAEEL07625
OG0002791	AENJA_26314	CAEEL08790
OG0002793	AENJA_26539, AENJA_26542	CAEEL00646
OG0002794	AENJA_26669	CAEEL08878
OG0002795	AENJA_26764	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352
OG0002812	AENJA_24999, AENJA_18657, AENJA_24998	CAEEL04925
OG0002813	AENJA_00188	CAEEL12256
OG0002814	AENJA_00393	CAEEL11682
OG0002817	AENJA_00735	CAEEL16563
OG0002818	AENJA_23485, AENJA_00797	CAEEL12185
OG0002821	AENJA_20741, AENJA_01009, AENJA_12682	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031
OG0002824	AENJA_01440	CAEEL09125
OG0002825	AENJA_01512	CAEEL11091
OG0002826	AENJA_02168	CAEEL14759
OG0002828	AENJA_02401	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595
OG0002832	AENJA_03311	CAEEL09362
OG0002833	AENJA_03383	CAEEL18192
OG0002835	AENJA_04456	CAEEL11751
OG0002836	AENJA_17994, AENJA_04620	CAEEL06399
OG0002839	AENJA_06051	CAEEL19253, CAEEL00645
OG0002841	AENJA_19018, AENJA_06177	CAEEL12135, CAEEL12134
OG0002842	AENJA_06186	CAEEL06196
OG0002843	AENJA_06434	CAEEL07774, CAEEL07773
OG0002844	AENJA_06497, AENJA_06632	CAEEL10756
OG0002845	AENJA_06631	CAEEL09656
OG0002847	AENJA_07384	CAEEL06961
OG0002848	AENJA_07552	CAEEL07668
OG0002850	AENJA_09764	CAEEL15763
OG0002851	AENJA_09890	CAEEL00708
OG0002854	AENJA_10775	CAEEL10560
OG0002856	AENJA_10966	CAEEL01393
OG0002858	AENJA_11662	CAEEL12093
OG0002859	AENJA_11782	CAEEL19186
OG0002860	AENJA_12346	CAEEL11643
OG0002861	AENJA_17451	CAEEL14969
OG0002866	AENJA_14387	CAEEL03096
OG0002868	AENJA_14495	CAEEL05539
OG0002873	AENJA_15531	CAEEL07574
OG0002876	AENJA_16221	CAEEL10277
OG0002877	AENJA_16701	CAEEL02920
OG0002880	AENJA_17696, AENJA_23913	CAEEL11517
OG0002883	AENJA_18948	CAEEL05948
OG0002884	AENJA_19070	CAEEL01828
OG0002887	AENJA_19844	CAEEL06082, CAEEL06083
OG0002889	AENJA_19979	CAEEL10804
OG0002891	AENJA_20333	CAEEL04184, CAEEL01874
OG0002894	AENJA_20837	CAEEL14713
OG0002895	AENJA_21152	CAEEL07602, CAEEL10533
OG0002896	AENJA_21743	CAEEL18643
OG0002898	AENJA_22319, AENJA_22360	CAEEL13137
OG0002899	AENJA_22623	CAEEL01046
OG0002906	AENJA_23675	CAEEL05147
OG0002907	AENJA_23794	CAEEL01271
OG0002909	AENJA_24484	CAEEL11759
OG0002910	AENJA_24759	CAEEL04697
OG0002912	AENJA_25185	CAEEL00640
OG0002913	AENJA_25404	CAEEL02893
OG0002914	AENJA_25554	CAEEL18409
OG0002915	AENJA_26181	CAEEL02902
OG0002916	AENJA_26387	CAEEL04244
OG0002944	AENJA_00162	CAEEL11414
OG0002947	AENJA_00803, AENJA_14586	CAEEL06268
OG0002949	AENJA_00985	CAEEL05799
OG0002952	AENJA_03492, AENJA_01286, AENJA_01288	CAEEL09036
OG0002953	AENJA_01495	CAEEL11622
OG0002955	AENJA_02171	CAEEL01420
OG0002957	AENJA_02431	CAEEL02702
OG0002959	AENJA_02647	CAEEL12413, CAEEL12412
OG0002960	AENJA_02770	CAEEL01541
OG0002961	AENJA_02909	CAEEL16453, CAEEL14328
OG0002962	AENJA_03030	CAEEL20383
OG0002964	AENJA_03426	CAEEL19811
OG0002965	AENJA_03749	CAEEL01992
OG0002966	AENJA_06648, AENJA_03777	CAEEL08468, CAEEL19347
OG0002967	AENJA_03822	CAEEL20418, CAEEL02925
OG0002968	AENJA_03998	CAEEL01853
OG0002969	AENJA_04473	CAEEL14216
OG0002973	AENJA_05992	CAEEL09565
OG0002974	AENJA_06165	CAEEL01320
OG0002976	AENJA_06370	CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	AENJA_13198	CAEEL07234, CAEEL07233
OG0002978	AENJA_06745	CAEEL16463
OG0002982	AENJA_07566	CAEEL01855
OG0002985	AENJA_08394	CAEEL08353
OG0002986	AENJA_08464	CAEEL10835
OG0002987	AENJA_08505	CAEEL17800, CAEEL18018
OG0002990	AENJA_09487	CAEEL08773
OG0002991	AENJA_09631	CAEEL09004
OG0002995	AENJA_10171	CAEEL07264
OG0002996	AENJA_11042	CAEEL10716
OG0003001	AENJA_18654, AENJA_11581	CAEEL10876
OG0003003	AENJA_11669	CAEEL14387
OG0003004	AENJA_11848	CAEEL15423
OG0003005	AENJA_25236	CAEEL16758
OG0003006	AENJA_12351	CAEEL10145
OG0003008	AENJA_13411	CAEEL20335
OG0003012	AENJA_14839	CAEEL05983
OG0003013	AENJA_14912	CAEEL00274, CAEEL13050, CAEEL13680
OG0003014	AENJA_15441	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003015	AENJA_15442	CAEEL19016
OG0003016	AENJA_15608, AENJA_21110, AENJA_15615	CAEEL09225
OG0003017	AENJA_15754	CAEEL07049, CAEEL16441
OG0003018	AENJA_15825	CAEEL08487
OG0003019	AENJA_15890	CAEEL04592
OG0003024	AENJA_17461	CAEEL13204, CAEEL13203
OG0003025	AENJA_17533	CAEEL08836
OG0003026	AENJA_17803	CAEEL10688, CAEEL12186
OG0003027	AENJA_17824	CAEEL06663
OG0003028	AENJA_17984	CAEEL02985
OG0003029	AENJA_18248	CAEEL01558
OG0003030	AENJA_18262	CAEEL11859
OG0003031	AENJA_18273	CAEEL06431
OG0003033	AENJA_18723	CAEEL00703
OG0003035	AENJA_19225	CAEEL02722
OG0003036	AENJA_20024	CAEEL01143
OG0003038	AENJA_21096	CAEEL20474
OG0003040	AENJA_21361, AENJA_21358	CAEEL02041
OG0003041	AENJA_22059	CAEEL01678
OG0003042	AENJA_21556, AENJA_21559	CAEEL04188
OG0003043	AENJA_21648	CAEEL07390
OG0003044	AENJA_21752	CAEEL07715
OG0003046	AENJA_21816	CAEEL04364
OG0003049	AENJA_22479	CAEEL04812
OG0003050	AENJA_23005	CAEEL15836
OG0003054	AENJA_24441	CAEEL04777
OG0003055	AENJA_24466	CAEEL14225
OG0003056	AENJA_24565	CAEEL19070
OG0003060	AENJA_24993	CAEEL07468, CAEEL11354
OG0003061	AENJA_25088	CAEEL14261
OG0003062	AENJA_25174	CAEEL00660
OG0003063	AENJA_25761	CAEEL03076
OG0003064	AENJA_26332	CAEEL02598
OG0003065	AENJA_26411	CAEEL18732
OG0003066	AENJA_26723	CAEEL05161
OG0003104	AENJA_00844, AENJA_00412	CAEEL07227
OG0003106	AENJA_00659	CAEEL16128
OG0003107	AENJA_00765	CAEEL20421, CAEEL01359
OG0003108	AENJA_01637	CAEEL04120
OG0003110	AENJA_01831	CAEEL17888
OG0003111	AENJA_01995	CAEEL01566
OG0003112	AENJA_01998	CAEEL12136
OG0003113	AENJA_02120	CAEEL16673, CAEEL01071
OG0003114	AENJA_02181	CAEEL15726
OG0003115	AENJA_02279	CAEEL00022
OG0003118	AENJA_03053	CAEEL08193, CAEEL08192
OG0003119	AENJA_03324	CAEEL16382
OG0003121	AENJA_03733	CAEEL00414
OG0003124	AENJA_03987, AENJA_07377	CAEEL07676
OG0003126	AENJA_04114	CAEEL04789, CAEEL04979
OG0003128	AENJA_04333	CAEEL04713
OG0003129	AENJA_18359	CAEEL06414, CAEEL06415
OG0003130	AENJA_04695	CAEEL08052
OG0003132	AENJA_05230	CAEEL15119
OG0003135	AENJA_05506	CAEEL06638
OG0003136	AENJA_05594	CAEEL10810
OG0003138	AENJA_05937	CAEEL05894
OG0003141	AENJA_06698	CAEEL03719, CAEEL03720
OG0003142	AENJA_06782	CAEEL00482
OG0003144	AENJA_06849	CAEEL01625
OG0003145	AENJA_06906	CAEEL05190
OG0003146	AENJA_06954	CAEEL20170
OG0003147	AENJA_07167	CAEEL17136, CAEEL18421
OG0003148	AENJA_07642	CAEEL16560
OG0003149	AENJA_07652	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	AENJA_07665	CAEEL11024
OG0003151	AENJA_07870	CAEEL04570, CAEEL14681, CAEEL04711
OG0003152	AENJA_08082	CAEEL20815, CAEEL20802, CAEEL20805
OG0003153	AENJA_08315	CAEEL07561
OG0003154	AENJA_08755, AENJA_24160, AENJA_24621	CAEEL15184
OG0003157	AENJA_09315	CAEEL07518, CAEEL07519
OG0003158	AENJA_09855	CAEEL08310
OG0003160	AENJA_10130	CAEEL18381, CAEEL02061
OG0003161	AENJA_10165	CAEEL15582, CAEEL20219
OG0003164	AENJA_13680, AENJA_10532	CAEEL08130
OG0003169	AENJA_11201, AENJA_11198	CAEEL11868
OG0003172	AENJA_11593	CAEEL06299
OG0003174	AENJA_12148, AENJA_18390	CAEEL11561
OG0003176	AENJA_12428	CAEEL02038
OG0003177	AENJA_12445	CAEEL19619
OG0003178	AENJA_12804	CAEEL14891
OG0003179	AENJA_12977	CAEEL12173
OG0003181	AENJA_13218	CAEEL11684
OG0003182	AENJA_13237	CAEEL01167
OG0003184	AENJA_13777	CAEEL10967
OG0003185	AENJA_14384	CAEEL04813
OG0003187	AENJA_14748, AENJA_14750	CAEEL16181
OG0003188	AENJA_15232	CAEEL00953
OG0003189	AENJA_15393	CAEEL04624
OG0003191	AENJA_16289	CAEEL09839
OG0003193	AENJA_16359	CAEEL17615
