Orthogroup	AENJA_ok	APOSC_ok
OG0007377	AENJA_11839	APOSC_24138
OG0007378	AENJA_11927	APOSC_02419, APOSC_02420
OG0007379	AENJA_12106	APOSC_16042
OG0007380	AENJA_12373	APOSC_13102
OG0007381	AENJA_12457	APOSC_27746, APOSC_27745
OG0007382	AENJA_12498	APOSC_16338
OG0007383	AENJA_12505	APOSC_03806
OG0007384	AENJA_12685, AENJA_24990	APOSC_20809
OG0007385	AENJA_12739	APOSC_03876
OG0007386	AENJA_12898	APOSC_04054
OG0007387	AENJA_12902	APOSC_06916
OG0007388	AENJA_13027	APOSC_17547
OG0007389	AENJA_13187	APOSC_03633
OG0007390	AENJA_13202	APOSC_28975, APOSC_09958
OG0007391	AENJA_13207	APOSC_00054
OG0007392	AENJA_13312	APOSC_20092
OG0007394	AENJA_13338	APOSC_00711
OG0007395	AENJA_13363	APOSC_23644
OG0007396	AENJA_13626	APOSC_12497
OG0007397	AENJA_13692	APOSC_04277
OG0007398	AENJA_13960	APOSC_28385, APOSC_01969
OG0007399	AENJA_14225	APOSC_10673
OG0007400	AENJA_14239	APOSC_25122
OG0007401	AENJA_14395	APOSC_10465
OG0007402	AENJA_14648	APOSC_00968
OG0007403	AENJA_14745	APOSC_28964
OG0007404	AENJA_15171	APOSC_11329, APOSC_11328
OG0007405	AENJA_15366	APOSC_09312
OG0007406	AENJA_15368	APOSC_15372
OG0007408	AENJA_15439	APOSC_27587
OG0007409	AENJA_15440	APOSC_14637
OG0007410	AENJA_15452	APOSC_13940
OG0007411	AENJA_15681	APOSC_14970
OG0007412	AENJA_15771	APOSC_03576
OG0007413	AENJA_15882	APOSC_08895
OG0007414	AENJA_16065	APOSC_19745
OG0007415	AENJA_16254	APOSC_03560
OG0007416	AENJA_16466	APOSC_12793
OG0007417	AENJA_16596	APOSC_21158
OG0007418	AENJA_20071, AENJA_16895	APOSC_05342
OG0007419	AENJA_16935	APOSC_03939
OG0007420	AENJA_16980	APOSC_07817, APOSC_19151, APOSC_07816
OG0007421	AENJA_17319	APOSC_01857
OG0007422	AENJA_17772	APOSC_09386
OG0007423	AENJA_17845	APOSC_13864
OG0007424	AENJA_17849	APOSC_14283
OG0007425	AENJA_17864	APOSC_10510
OG0007426	AENJA_17973	APOSC_28103
OG0007427	AENJA_18085	APOSC_17844
OG0007428	AENJA_18355	APOSC_18209
OG0007429	AENJA_19005	APOSC_15937, APOSC_15938
OG0007430	AENJA_19078	APOSC_07726
OG0007431	AENJA_19346	APOSC_16398
OG0007432	AENJA_19403, AENJA_19402	APOSC_27468
OG0007433	AENJA_19654	APOSC_15519
OG0007434	AENJA_19687	APOSC_05301, APOSC_15399
OG0007435	AENJA_19773	APOSC_02032
OG0007437	AENJA_19860	APOSC_08991
OG0007438	AENJA_20029	APOSC_24617
OG0007439	AENJA_20396	APOSC_15942
OG0007440	AENJA_20434	APOSC_25156
OG0007441	AENJA_20556	APOSC_09470
OG0007442	AENJA_20655	APOSC_05686
OG0007443	AENJA_20689	APOSC_06512
OG0007445	AENJA_20821	APOSC_27335
OG0007446	AENJA_20884	APOSC_06202
OG0007447	AENJA_20921	APOSC_04248
OG0007448	AENJA_20930	APOSC_21259
OG0007449	AENJA_21306	APOSC_27147
OG0007451	AENJA_21528	APOSC_03436
OG0007452	AENJA_21651	APOSC_13061
OG0007453	AENJA_21726	APOSC_11031
OG0007454	AENJA_21740	APOSC_23331
OG0007455	AENJA_21828	APOSC_14525
OG0007456	AENJA_21979	APOSC_27800
OG0007457	AENJA_22032	APOSC_18601
OG0007458	AENJA_22067	APOSC_00473
OG0007459	AENJA_22258	APOSC_03345
OG0007460	AENJA_22264	APOSC_13905
OG0007461	AENJA_22317	APOSC_28835
OG0007462	AENJA_22556	APOSC_13842
OG0007463	AENJA_22661	APOSC_09528
OG0007464	AENJA_22697	APOSC_25571, APOSC_25570
OG0007465	AENJA_22699	APOSC_11740
OG0007466	AENJA_22881	APOSC_17418
OG0007467	AENJA_23010	APOSC_13611
OG0007468	AENJA_23214	APOSC_12434
OG0007469	AENJA_23278	APOSC_17847
OG0007470	AENJA_23296	APOSC_28856
OG0007471	AENJA_23384	APOSC_14448
OG0007472	AENJA_23719	APOSC_01349
OG0007473	AENJA_23755	APOSC_27428, APOSC_27429
OG0007474	AENJA_23962	APOSC_06877
OG0007475	AENJA_23966	APOSC_11169
OG0007476	AENJA_24225	APOSC_12767
OG0007477	AENJA_24292	APOSC_11620
OG0007478	AENJA_24685	APOSC_00149
OG0007479	AENJA_24748	APOSC_05417
OG0007480	AENJA_24812	APOSC_16083
OG0007481	AENJA_24944	APOSC_11072
OG0007482	AENJA_25120	APOSC_11382
OG0007483	AENJA_25192	APOSC_19340
OG0007484	AENJA_25231	APOSC_03384, APOSC_10885
OG0007485	AENJA_25331	APOSC_01104, APOSC_01105
OG0007486	AENJA_25437	APOSC_15650
OG0007487	AENJA_25922	APOSC_28323
OG0007488	AENJA_26049	APOSC_10046
OG0007489	AENJA_26107	APOSC_15853, APOSC_13134
OG0007490	AENJA_26187	APOSC_06228
OG0007491	AENJA_26237	APOSC_20172
OG0007492	AENJA_26511	APOSC_19304, APOSC_19305
OG0007493	AENJA_26529	APOSC_15913, APOSC_15912
OG0007494	AENJA_26703	APOSC_05908
OG0007495	AENJA_26715	APOSC_17790, APOSC_05318
OG0007496	AENJA_26719	APOSC_07260, APOSC_23340
OG0007497	AENJA_26773	APOSC_08478
OG0007498	AENJA_26807	APOSC_08188
OG0007582	AENJA_00047	APOSC_22783
OG0007583	AENJA_00226	APOSC_01595, APOSC_14627
OG0007584	AENJA_25290, AENJA_00242	APOSC_04466, APOSC_04467
OG0007586	AENJA_00380	APOSC_20350
OG0007587	AENJA_00432	APOSC_15890
OG0007588	AENJA_00505	APOSC_12209
OG0007589	AENJA_00571	APOSC_12502
OG0007590	AENJA_24958, AENJA_00697	APOSC_07278
OG0007591	AENJA_01019	APOSC_10553
OG0007592	AENJA_01059	APOSC_00525
OG0007594	AENJA_01198	APOSC_11239
OG0007595	AENJA_01322	APOSC_13562
OG0007596	AENJA_01443	APOSC_16569, APOSC_00032
OG0007597	AENJA_01698	APOSC_05814, APOSC_05815
OG0007598	AENJA_01726	APOSC_26583
OG0007600	AENJA_01841	APOSC_26819
OG0007601	AENJA_02054	APOSC_27809
OG0007602	AENJA_02165	APOSC_06477
OG0007603	AENJA_02214	APOSC_24609
OG0007604	AENJA_02267	APOSC_23480
OG0007605	AENJA_02353	APOSC_17292
OG0007606	AENJA_02354	APOSC_26148
OG0007607	AENJA_02368	APOSC_11532
OG0007608	AENJA_02633	APOSC_02832
OG0007609	AENJA_02689	APOSC_27864
OG0007610	AENJA_02817	APOSC_24658
OG0007611	AENJA_03132	APOSC_23742
OG0007612	AENJA_03149	APOSC_26052, APOSC_26051
OG0007613	AENJA_03179	APOSC_02165, APOSC_02166
OG0007614	AENJA_03537, AENJA_03213	APOSC_11198, APOSC_11199
OG0007615	AENJA_03386	APOSC_12637
OG0007616	AENJA_03409	APOSC_02217
OG0007617	AENJA_03469, AENJA_22388	APOSC_22847
OG0007618	AENJA_03470	APOSC_20263, APOSC_20264
OG0007619	AENJA_03762	APOSC_14017
OG0007620	AENJA_17351, AENJA_15905, AENJA_03815	APOSC_00966, APOSC_11502, APOSC_04508, APOSC_12450, APOSC_25060, APOSC_16224, APOSC_24167, APOSC_22544, APOSC_25013, APOSC_05560, APOSC_16331
OG0007621	AENJA_03833	APOSC_26719
OG0007622	AENJA_03944	APOSC_09858
OG0007623	AENJA_08941	APOSC_01924, APOSC_01923
OG0007624	AENJA_04295	APOSC_27965
OG0007625	AENJA_04665	APOSC_12063
OG0007626	AENJA_04777	APOSC_06523
OG0007628	AENJA_04962	APOSC_19416
OG0007629	AENJA_05160	APOSC_19061
OG0007630	AENJA_05194	APOSC_16305
OG0007631	AENJA_05278	APOSC_07643
OG0007632	AENJA_05484	APOSC_20965
OG0007633	AENJA_05570	APOSC_19734
OG0007634	AENJA_05650	APOSC_23117
OG0007635	AENJA_05652	APOSC_18622
OG0007636	AENJA_12145	APOSC_09919, APOSC_27375
OG0007636	AENJA_12146	APOSC_13452
OG0007637	AENJA_05864	APOSC_04953
OG0007638	AENJA_06211	APOSC_28435
OG0007639	AENJA_06285	APOSC_24431, APOSC_17528
OG0007640	AENJA_06871	APOSC_13852
OG0007641	AENJA_07028	APOSC_25347, APOSC_25346, APOSC_25348
OG0007642	AENJA_07087	APOSC_00752
OG0007643	AENJA_07280	APOSC_15984
OG0007644	AENJA_07282	APOSC_22946
OG0007645	AENJA_07676	APOSC_22609
OG0007646	AENJA_07683	APOSC_17349
OG0007647	AENJA_07698	APOSC_14665
OG0007648	AENJA_07744	APOSC_18620
OG0007649	AENJA_08154	APOSC_15988
OG0007650	AENJA_08417	APOSC_10838, APOSC_01972
OG0007651	AENJA_08420	APOSC_17594
OG0007652	AENJA_08655	APOSC_12442
OG0007653	AENJA_08664	APOSC_07917
OG0007656	AENJA_08929	APOSC_03159
OG0007657	AENJA_09241	APOSC_01993
OG0007658	AENJA_15160	APOSC_01597
OG0007658	AENJA_09640	APOSC_17037
OG0007659	AENJA_09749	APOSC_09490
OG0007660	AENJA_10005	APOSC_28292
OG0007661	AENJA_10023	APOSC_12631
OG0007662	AENJA_10163	APOSC_20466
OG0007663	AENJA_10256	APOSC_02728
OG0007664	AENJA_10276	APOSC_02524
OG0007665	AENJA_10282	APOSC_24468
OG0007667	AENJA_10341	APOSC_10901
OG0007668	AENJA_10381	APOSC_19055
OG0007670	AENJA_10480	APOSC_19925
OG0007671	AENJA_12064	APOSC_20704
OG0007672	AENJA_10564	APOSC_28764
OG0007673	AENJA_10620	APOSC_27200
OG0007674	AENJA_10687	APOSC_01693
OG0007675	AENJA_10689	APOSC_17091
OG0007676	AENJA_10773	APOSC_05879
OG0007677	AENJA_10946	APOSC_22422
OG0007678	AENJA_10972	APOSC_19709
OG0007679	AENJA_11083	APOSC_28369, APOSC_08460
OG0007680	AENJA_11179	APOSC_28293
OG0007681	AENJA_11196	APOSC_17846
OG0007683	AENJA_11263, AENJA_13110	APOSC_22433
OG0007684	AENJA_11323	APOSC_25918
OG0007685	AENJA_11330	APOSC_12938
OG0007686	AENJA_11496	APOSC_16986, APOSC_16987
OG0007687	AENJA_11514	APOSC_20932
OG0007689	AENJA_11622	APOSC_00574
OG0007690	AENJA_11693	APOSC_18618
OG0007691	AENJA_11787	APOSC_18370
OG0007692	AENJA_11895	APOSC_16094
OG0007694	AENJA_12365	APOSC_23594, APOSC_17087, APOSC_00189, APOSC_16752, APOSC_08967, APOSC_03406
OG0007695	AENJA_12489	APOSC_21620
OG0007696	AENJA_12919	APOSC_17052
OG0007697	AENJA_12952	APOSC_24641
OG0007698	AENJA_13006	APOSC_12163
OG0007699	AENJA_13050	APOSC_06935
OG0007701	AENJA_13421	APOSC_00228
OG0007702	AENJA_13485	APOSC_07178
OG0007703	AENJA_13781, AENJA_13780	APOSC_06165
OG0007704	AENJA_13789	APOSC_15384
OG0007705	AENJA_13836	APOSC_02342, APOSC_14271
OG0007706	AENJA_13921	APOSC_23602, APOSC_22591
OG0007708	AENJA_14019	APOSC_16373
OG0007711	AENJA_14168	APOSC_14750
OG0007712	AENJA_14241	APOSC_08827, APOSC_08828
OG0007713	AENJA_14256	APOSC_19438
OG0007714	AENJA_14298	APOSC_11333
OG0007715	AENJA_14420	APOSC_19107
OG0007716	AENJA_14436	APOSC_07645
OG0007718	AENJA_14607	APOSC_07512
OG0007719	AENJA_14796	APOSC_09388
OG0007720	AENJA_15395	APOSC_08007
OG0007721	AENJA_15418	APOSC_14451
OG0007722	AENJA_15592	APOSC_17122
OG0007723	AENJA_15656	APOSC_14079
OG0007725	AENJA_15798	APOSC_19072
OG0007727	AENJA_15914	APOSC_14215
OG0007728	AENJA_16033	APOSC_18281
OG0007729	AENJA_16470	APOSC_12073
OG0007730	AENJA_16479	APOSC_11616
OG0007732	AENJA_16743	APOSC_23886
OG0007733	AENJA_16976	APOSC_23441
OG0007734	AENJA_17060	APOSC_09736
OG0007735	AENJA_17384	APOSC_16156, APOSC_22290
OG0007736	AENJA_17393	APOSC_05621
OG0007737	AENJA_17429	APOSC_15574
OG0007738	AENJA_17519	APOSC_09799
OG0007739	AENJA_17580	APOSC_06240
OG0007740	AENJA_17729	APOSC_26788
OG0007742	AENJA_17976	APOSC_10672, APOSC_10670, APOSC_10669, APOSC_10671, APOSC_04987
OG0007742	AENJA_17975	APOSC_07730
OG0007743	AENJA_18237	APOSC_06572
OG0007744	AENJA_18288	APOSC_09925
OG0007745	AENJA_18335	APOSC_13500
OG0007746	AENJA_18434	APOSC_14936
OG0007747	AENJA_18844	APOSC_12022
OG0007748	AENJA_18894	APOSC_10507
OG0007749	AENJA_19022	APOSC_16625
OG0007750	AENJA_19185	APOSC_14979
OG0007751	AENJA_19310	APOSC_11823
OG0007752	AENJA_19359	APOSC_03918
OG0007753	AENJA_19363	APOSC_28077
OG0007754	AENJA_19398	APOSC_02480
OG0007755	AENJA_19613	APOSC_06648
OG0007756	AENJA_19709	APOSC_14705
OG0007757	AENJA_20316, AENJA_19847	APOSC_22966
OG0007758	AENJA_19933	APOSC_21644
OG0007759	AENJA_20025	APOSC_15672, APOSC_15671
OG0007760	AENJA_20050	APOSC_10797
OG0007761	AENJA_20064	APOSC_23778
OG0007762	AENJA_23767, AENJA_25729, AENJA_20187	APOSC_14023
OG0007763	AENJA_20330	APOSC_14363
OG0007764	AENJA_20732	APOSC_28881
OG0007765	AENJA_21015	APOSC_00678, APOSC_22190
OG0007766	AENJA_21034	APOSC_07061
OG0007767	AENJA_21313	APOSC_28554
OG0007768	AENJA_21314	APOSC_26432
OG0007769	AENJA_21372	APOSC_21393
OG0007770	AENJA_21605	APOSC_21431
OG0007771	AENJA_21609	APOSC_05662
OG0007772	AENJA_21724	APOSC_13501
OG0007773	AENJA_21739	APOSC_03995
OG0007774	AENJA_21779	APOSC_13250
OG0007775	AENJA_21848, AENJA_21916	APOSC_06585
OG0007776	AENJA_22036	APOSC_15731
OG0007778	AENJA_22303	APOSC_20133
OG0007779	AENJA_22377	APOSC_20163
OG0007780	AENJA_22486	APOSC_18415
OG0007782	AENJA_22500	APOSC_19048
OG0007783	AENJA_22584	APOSC_08633
OG0007785	AENJA_26087	APOSC_00225
OG0007785	AENJA_22648, AENJA_26088	APOSC_09108
OG0007786	AENJA_22814	APOSC_27963
OG0007788	AENJA_22872	APOSC_11066
OG0007789	AENJA_22873	APOSC_27516
OG0007790	AENJA_22970	APOSC_12725
OG0007791	AENJA_23000	APOSC_15286
OG0007792	AENJA_23125	APOSC_18900
OG0007792	AENJA_23126	APOSC_00454
OG0007794	AENJA_23230	APOSC_01078
OG0007795	AENJA_23273	APOSC_14033
OG0007796	AENJA_23473	APOSC_00173
OG0007797	AENJA_23789	APOSC_06904
OG0007798	AENJA_23971	APOSC_19232
OG0007799	AENJA_24305	APOSC_07729
OG0007800	AENJA_24733	APOSC_04185
OG0007801	AENJA_24750	APOSC_16478
OG0007802	AENJA_24870	APOSC_24032
OG0007803	AENJA_24900	APOSC_25972
OG0007804	AENJA_24903	APOSC_27902
OG0007805	AENJA_25156	APOSC_07297
OG0007807	AENJA_25659	APOSC_18526
OG0007808	AENJA_25757	APOSC_14907, APOSC_14906
OG0007809	AENJA_25815	APOSC_26876
OG0007810	AENJA_25829	APOSC_20810
OG0007811	AENJA_26163	APOSC_07082
OG0007812	AENJA_26416	APOSC_14235
OG0007813	AENJA_26599	APOSC_26038, APOSC_08477
OG0007814	AENJA_26751	APOSC_17495
OG0007815	AENJA_26766	APOSC_04655
OG0007907	AENJA_00085	APOSC_17006, APOSC_17009, APOSC_17007, APOSC_17008
OG0007908	AENJA_00151	APOSC_09670
OG0007910	AENJA_20649, AENJA_10598, AENJA_26007, AENJA_00241	APOSC_20956, APOSC_13806
OG0007911	AENJA_00247	APOSC_26735
OG0007912	AENJA_00261	APOSC_12950
OG0007913	AENJA_00323, AENJA_00322	APOSC_16904
OG0007915	AENJA_00437	APOSC_04581
OG0007916	AENJA_00507	APOSC_28168, APOSC_03479
OG0007917	AENJA_00555	APOSC_27976
OG0007918	AENJA_00566	APOSC_22002
OG0007920	AENJA_00706	APOSC_21321
OG0007921	AENJA_00713	APOSC_05320
OG0007924	AENJA_00993	APOSC_20243, APOSC_20242
OG0007925	AENJA_01050, AENJA_01051	APOSC_05687
OG0007926	AENJA_01125	APOSC_00955
OG0007927	AENJA_01458	APOSC_24000
OG0007928	AENJA_01314	APOSC_20268
OG0007929	AENJA_01377	APOSC_23012
OG0007930	AENJA_01654	APOSC_18633
OG0007930	AENJA_05381	APOSC_09219
OG0007931	AENJA_01727	APOSC_05194
OG0007932	AENJA_01753	APOSC_11906
OG0007933	AENJA_02051	APOSC_04927
OG0007934	AENJA_02342	APOSC_29023
OG0007935	AENJA_02345	APOSC_22032
OG0007937	AENJA_02784	APOSC_02733
OG0007938	AENJA_02811	APOSC_23046
OG0007939	AENJA_03083	APOSC_08961
OG0007940	AENJA_03128	APOSC_04099
OG0007941	AENJA_03147	APOSC_16273
OG0007943	AENJA_03467	APOSC_24917
OG0007944	AENJA_03606	APOSC_23766
OG0007946	AENJA_03832	APOSC_20648, APOSC_20649
OG0007947	AENJA_04228	APOSC_12155
OG0007948	AENJA_04332	APOSC_25146
OG0007949	AENJA_09184	APOSC_20539
OG0007950	AENJA_26320	APOSC_19216
OG0007950	AENJA_04755	APOSC_25519, APOSC_25520
OG0007951	AENJA_04818	APOSC_01248
OG0007952	AENJA_04832	APOSC_01052
OG0007953	AENJA_04939	APOSC_00302
OG0007954	AENJA_05279	APOSC_19677, APOSC_19678
OG0007955	AENJA_05489	APOSC_00091
OG0007956	AENJA_05510	APOSC_19930
OG0007957	AENJA_05563	APOSC_02795
OG0007958	AENJA_05678	APOSC_13077
OG0007959	AENJA_23496	APOSC_23624
OG0007961	AENJA_06200, AENJA_16860	APOSC_04664
OG0007962	AENJA_06266	APOSC_17861
OG0007963	AENJA_06564, AENJA_24525	APOSC_07038
OG0007964	AENJA_06717	APOSC_03858
OG0007965	AENJA_07054	APOSC_13907
OG0007966	AENJA_07217	APOSC_24056
OG0007967	AENJA_15664, AENJA_07274, AENJA_07275	APOSC_14865, APOSC_18355, APOSC_18356
OG0007968	AENJA_07308	APOSC_13647
OG0007969	AENJA_07425	APOSC_22956
OG0007970	AENJA_07816	APOSC_06446
OG0007971	AENJA_07915	APOSC_25406
OG0007972	AENJA_08033	APOSC_08717
OG0007973	AENJA_08075	APOSC_09594
OG0007974	AENJA_08318	APOSC_08616
OG0007975	AENJA_08715	APOSC_11633
OG0007976	AENJA_08860	APOSC_23057
OG0007977	AENJA_08865	APOSC_09009, APOSC_09008
OG0007978	AENJA_09030	APOSC_20326
OG0007979	AENJA_09318	APOSC_06426, APOSC_06427
OG0007980	AENJA_09355	APOSC_27208
OG0007981	AENJA_09647, AENJA_24645	APOSC_08505
OG0007983	AENJA_10038	APOSC_02662
OG0007984	AENJA_10051	APOSC_28885
OG0007985	AENJA_10225	APOSC_01049
OG0007986	AENJA_10340	APOSC_20381
OG0007987	AENJA_10379	APOSC_17823
OG0007988	AENJA_10830	APOSC_23468
OG0007990	AENJA_10859	APOSC_13512
OG0007991	AENJA_10934	APOSC_14722
OG0007992	AENJA_11203	APOSC_05605
OG0007993	AENJA_11287	APOSC_21612
OG0007994	AENJA_11379	APOSC_12623
OG0007996	AENJA_11555	APOSC_17440
OG0007997	AENJA_11624	APOSC_21698
OG0007998	AENJA_18597	APOSC_22204
OG0007999	AENJA_12234	APOSC_09847
OG0008000	AENJA_12523	APOSC_03861
OG0008001	AENJA_12599	APOSC_01709
OG0008002	AENJA_12792	APOSC_09739
OG0008003	AENJA_13113	APOSC_25748
OG0008004	AENJA_13236	APOSC_21640
OG0008005	AENJA_13251	APOSC_09035
OG0008006	AENJA_13422	APOSC_17172
OG0008007	AENJA_13516	APOSC_10197
OG0008008	AENJA_13549	APOSC_08380
OG0008009	AENJA_13677	APOSC_17890
OG0008011	AENJA_13712	APOSC_14830
OG0008012	AENJA_13763	APOSC_23151, APOSC_23150
OG0008013	AENJA_13764	APOSC_01356
OG0008014	AENJA_13875	APOSC_20124
OG0008016	AENJA_14093	APOSC_23825
OG0008017	AENJA_14642	APOSC_11078, APOSC_28705, APOSC_14160
OG0008018	AENJA_14739	APOSC_17034
OG0008019	AENJA_14792	APOSC_07865
OG0008020	AENJA_14835	APOSC_27780
OG0008021	AENJA_14875	APOSC_00387
OG0008022	AENJA_14929	APOSC_16216
OG0008023	AENJA_14935	APOSC_18944
OG0008024	AENJA_14990	APOSC_19717, APOSC_07532, APOSC_11242
OG0008026	AENJA_15525	APOSC_09936
OG0008027	AENJA_15598	APOSC_06386
OG0008028	AENJA_15742	APOSC_27294, APOSC_27293
OG0008029	AENJA_15949	APOSC_12999
OG0008030	AENJA_16003	APOSC_03982
OG0008031	AENJA_16038	APOSC_25984
OG0008032	AENJA_16210	APOSC_01757
OG0008036	AENJA_16682	APOSC_28420
OG0008037	AENJA_16697	APOSC_17986
OG0008038	AENJA_16974	APOSC_15782
OG0008039	AENJA_17386	APOSC_17831
OG0008040	AENJA_17581	APOSC_13491
OG0008041	AENJA_18132	APOSC_27285
OG0008042	AENJA_18630	APOSC_09787
OG0008043	AENJA_18655	APOSC_17796
OG0008044	AENJA_19162	APOSC_16040, APOSC_05678, APOSC_28172
OG0008044	AENJA_19161	APOSC_13590
OG0008045	AENJA_19218	APOSC_18023
OG0008046	AENJA_19488	APOSC_16451
OG0008047	AENJA_19880	APOSC_28616
OG0008048	AENJA_20241	APOSC_26085, APOSC_26086
OG0008049	AENJA_20688	APOSC_26885
OG0008050	AENJA_20740	APOSC_13160
OG0008051	AENJA_20858	APOSC_03468
OG0008052	AENJA_21000	APOSC_17885
OG0008053	AENJA_21398	APOSC_05241, APOSC_05242
OG0008054	AENJA_21562	APOSC_27130
OG0008055	AENJA_21571	APOSC_14003
OG0008056	AENJA_21612	APOSC_08885
OG0008057	AENJA_21692	APOSC_02687
OG0008058	AENJA_21768	APOSC_01268
OG0008059	AENJA_21844	APOSC_15499
OG0008060	AENJA_21856	APOSC_06577
OG0008061	AENJA_21931	APOSC_10219
OG0008062	AENJA_21983	APOSC_12388
OG0008063	AENJA_22028	APOSC_22434
OG0008064	AENJA_22298	APOSC_05171, APOSC_14780
OG0008065	AENJA_22503	APOSC_07629
OG0008066	AENJA_22565	APOSC_19369
OG0008067	AENJA_22996	APOSC_16252
OG0008068	AENJA_23036	APOSC_03814
OG0008069	AENJA_23295	APOSC_20472
OG0008070	AENJA_23324	APOSC_26005
OG0008071	AENJA_23380	APOSC_24421
OG0008072	AENJA_23402	APOSC_28694
OG0008073	AENJA_23533	APOSC_12795
OG0008074	AENJA_23838	APOSC_02323, APOSC_25769
OG0008075	AENJA_24721	APOSC_08341
OG0008076	AENJA_24761	APOSC_28908
OG0008077	AENJA_24893	APOSC_00127
OG0008078	AENJA_24980	APOSC_20882
OG0008079	AENJA_25100	APOSC_14186
OG0008080	AENJA_25141	APOSC_05343
OG0008081	AENJA_25170	APOSC_19170
OG0008082	AENJA_25191	APOSC_24746
OG0008083	AENJA_25219	APOSC_01221
OG0008084	AENJA_25324	APOSC_05751
OG0008085	AENJA_25493	APOSC_06211
OG0008086	AENJA_25596	APOSC_23185, APOSC_23184
OG0008087	AENJA_25872	APOSC_17002
OG0008088	AENJA_25970	APOSC_08897
OG0008089	AENJA_26262, AENJA_26264	APOSC_26494
OG0008091	AENJA_26699	APOSC_18409
OG0008092	AENJA_26787	APOSC_18004
OG0008194	AENJA_00146	APOSC_20535
OG0008196	AENJA_00317	APOSC_02373, APOSC_02372
OG0008198	AENJA_22905, AENJA_00866	APOSC_05695, APOSC_12177
OG0008199	AENJA_01001	APOSC_01389
OG0008201	AENJA_01208	APOSC_24486
OG0008202	AENJA_01325	APOSC_07690
OG0008203	AENJA_01357	APOSC_03043, APOSC_03044
OG0008204	AENJA_01376	APOSC_13083, APOSC_16534
OG0008205	AENJA_01532	APOSC_26162
OG0008206	AENJA_11972, AENJA_01666	APOSC_07352, APOSC_07351
OG0008208	AENJA_01852	APOSC_03726
OG0008209	AENJA_01880	APOSC_28279
OG0008211	AENJA_01948	APOSC_15417
OG0008212	AENJA_17139	APOSC_24996
OG0008213	AENJA_02352	APOSC_04494
OG0008214	AENJA_02373	APOSC_22778
OG0008216	AENJA_02643	APOSC_02181
OG0008217	AENJA_03020	APOSC_26604
OG0008218	AENJA_03029	APOSC_25714
OG0008219	AENJA_03031	APOSC_01816
OG0008220	AENJA_03211	APOSC_16489
OG0008221	AENJA_03408	APOSC_25923
OG0008222	AENJA_03415	APOSC_08179, APOSC_03671
OG0008223	AENJA_03483	APOSC_07003
OG0008224	AENJA_03538	APOSC_13569
OG0008225	AENJA_03573	APOSC_06204
OG0008227	AENJA_03715	APOSC_13416
OG0008228	AENJA_03787	APOSC_00526
OG0008229	AENJA_03931	APOSC_04449
OG0008230	AENJA_04035	APOSC_01050
OG0008231	AENJA_04312	APOSC_17787
OG0008232	AENJA_04401	APOSC_13954
OG0008234	AENJA_04854	APOSC_19378
OG0008235	AENJA_05077	APOSC_12595
OG0008236	AENJA_05551	APOSC_13471
OG0008237	AENJA_05577	APOSC_26561, APOSC_26562
OG0008238	AENJA_05620	APOSC_09010
OG0008239	AENJA_05646	APOSC_00770
OG0008240	AENJA_05677	APOSC_04944
OG0008242	AENJA_05732	APOSC_19748
OG0008243	AENJA_05790	APOSC_12489
OG0008244	AENJA_05897	APOSC_24320, APOSC_24319
OG0008245	AENJA_05910	APOSC_09282
OG0008246	AENJA_06048	APOSC_21974
OG0008248	AENJA_06229	APOSC_14203
OG0008249	AENJA_06670	APOSC_23287
OG0008250	AENJA_06779	APOSC_19147
OG0008251	AENJA_06866	APOSC_06719, APOSC_06718
OG0008252	AENJA_06985	APOSC_11414
OG0008253	AENJA_07477	APOSC_06136
OG0008254	AENJA_07508	APOSC_24820
OG0008255	AENJA_07942	APOSC_29147
OG0008257	AENJA_08319	APOSC_21547
OG0008258	AENJA_08403	APOSC_18575, APOSC_18576, APOSC_18577
OG0008259	AENJA_08568	APOSC_03340, APOSC_03341
OG0008260	AENJA_08627	APOSC_14790
OG0008261	AENJA_08637	APOSC_23556, APOSC_14888
OG0008262	AENJA_08652	APOSC_16435
OG0008263	AENJA_08668	APOSC_05613
OG0008264	AENJA_08758	APOSC_16007, APOSC_10532
OG0008265	AENJA_09054	APOSC_15181
OG0008266	AENJA_13356	APOSC_07633
OG0008267	AENJA_09216	APOSC_26204
OG0008268	AENJA_09330	APOSC_11254
OG0008269	AENJA_09331	APOSC_11767
OG0008270	AENJA_09342	APOSC_21885
OG0008271	AENJA_09398	APOSC_15408
OG0008272	AENJA_09453	APOSC_11704
OG0008273	AENJA_09471	APOSC_18538
OG0008274	AENJA_09504	APOSC_21892, APOSC_14394
OG0008275	AENJA_09593	APOSC_09999, APOSC_09998
OG0008276	AENJA_09753	APOSC_28062
OG0008277	AENJA_09854	APOSC_08947
OG0008278	AENJA_09972, AENJA_09971	APOSC_27090
OG0008279	AENJA_10024	APOSC_16364
OG0008280	AENJA_10050	APOSC_17344
OG0008281	AENJA_10162	APOSC_25564
OG0008282	AENJA_10248	APOSC_11226
OG0008283	AENJA_10286	APOSC_15446
OG0008284	AENJA_10377	APOSC_13171
OG0008286	AENJA_10651	APOSC_09059
OG0008288	AENJA_10917	APOSC_08896
OG0008289	AENJA_10942	APOSC_26477
OG0008290	AENJA_10991	APOSC_25138
OG0008291	AENJA_10998	APOSC_08804
OG0008292	AENJA_11346	APOSC_07124
