Orthogroup	AENJA_ok	HUMAN
OG0006592	AENJA_13142	HUMAN01445
OG0006593	AENJA_13291	HUMAN20736
OG0006594	AENJA_13414	HUMAN10868, HUMAN10810
OG0006595	AENJA_13536	HUMAN03332
OG0006596	AENJA_13622	HUMAN19063, HUMAN19062
OG0006597	AENJA_13689	HUMAN30289
OG0006598	AENJA_13737	HUMAN28610
OG0006599	AENJA_13776	HUMAN17165, HUMAN22523
OG0006600	AENJA_13874	HUMAN13359, HUMAN13358
OG0006601	AENJA_14018	HUMAN18406
OG0006602	AENJA_14087	HUMAN14818
OG0006603	AENJA_14155	HUMAN11393
OG0006604	AENJA_14442	HUMAN11730, HUMAN11731
OG0006605	AENJA_14456	HUMAN28716, HUMAN28714, HUMAN28715
OG0006606	AENJA_14515	HUMAN11489
OG0006607	AENJA_14537	HUMAN00747, HUMAN00746
OG0006608	AENJA_14551	HUMAN21771, HUMAN21770
OG0006609	AENJA_14599	HUMAN27322
OG0006610	AENJA_14663	HUMAN10217
OG0006611	AENJA_14698	HUMAN06625
OG0006612	AENJA_14752	HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427
OG0006613	AENJA_14809	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	AENJA_14867	HUMAN06112, HUMAN06113
OG0006615	AENJA_14938	HUMAN13872
OG0006617	AENJA_15260	HUMAN16554, HUMAN16553
OG0006618	AENJA_15455	HUMAN14073
OG0006619	AENJA_15520	HUMAN24501
OG0006620	AENJA_15575	HUMAN00655, HUMAN27431
OG0006621	AENJA_15590	HUMAN26752
OG0006622	AENJA_15726	HUMAN28527, HUMAN29955
OG0006623	AENJA_15760	HUMAN04366
OG0006624	AENJA_15910	HUMAN20606
OG0006625	AENJA_15915	HUMAN18256
OG0006626	AENJA_15948	HUMAN20006, HUMAN21273
OG0006627	AENJA_16100, AENJA_16099	HUMAN13668, HUMAN13665, HUMAN13667
OG0006628	AENJA_16181	HUMAN09710
OG0006630	AENJA_16229	HUMAN09502
OG0006631	AENJA_16356	HUMAN17541
OG0006632	AENJA_16518	HUMAN24257, HUMAN22067
OG0006633	AENJA_16566	HUMAN24475
OG0006635	AENJA_16751	HUMAN27593, HUMAN20098
OG0006636	AENJA_16904	HUMAN16299
OG0006637	AENJA_16936	HUMAN13012
OG0006638	AENJA_17173	HUMAN28339
OG0006639	AENJA_17226	HUMAN28928
OG0006640	AENJA_17468	HUMAN22776
OG0006641	AENJA_17771	HUMAN08764, HUMAN08760
OG0006642	AENJA_17957	HUMAN03282
OG0006644	AENJA_18104	HUMAN21498, HUMAN21497
OG0006645	AENJA_18153	HUMAN28961, HUMAN28960
OG0006646	AENJA_18164	HUMAN10004
OG0006647	AENJA_18241	HUMAN11131
OG0006648	AENJA_18295	HUMAN25312
OG0006649	AENJA_18466	HUMAN08947
OG0006650	AENJA_18649	HUMAN11219
OG0006651	AENJA_18736	HUMAN19384
OG0006653	AENJA_18823	HUMAN13701
OG0006654	AENJA_18933	HUMAN25444
OG0006655	AENJA_18965	HUMAN23490
OG0006656	AENJA_19052	HUMAN05804
OG0006657	AENJA_19172	HUMAN07133
OG0006658	AENJA_19247	HUMAN08547
OG0006660	AENJA_19330	HUMAN20944, HUMAN20943
OG0006661	AENJA_19414	HUMAN30226, HUMAN05192
OG0006662	AENJA_19418	HUMAN05526
OG0006663	AENJA_19913	HUMAN18303
OG0006664	AENJA_20021	HUMAN23221
OG0006666	AENJA_20282	HUMAN28875
OG0006668	AENJA_20635	HUMAN17409
OG0006669	AENJA_20657	HUMAN23253
OG0006670	AENJA_20698	HUMAN02070, HUMAN02071
OG0006672	AENJA_20943	HUMAN00506
OG0006673	AENJA_21048	HUMAN18662, HUMAN18663
OG0006675	AENJA_21328	HUMAN27406, HUMAN27405
OG0006677	AENJA_21488	HUMAN16360, HUMAN16361
OG0006678	AENJA_21492	HUMAN13325, HUMAN13324
OG0006679	AENJA_21515	HUMAN03663
OG0006680	AENJA_21658	HUMAN18867
OG0006681	AENJA_21662	HUMAN27423, HUMAN27424
OG0006683	AENJA_21886	HUMAN00125
OG0006684	AENJA_21920	HUMAN26898, HUMAN26899, HUMAN26900
OG0006685	AENJA_21932	HUMAN16707, HUMAN13839, HUMAN13838
OG0006686	AENJA_21966	HUMAN29261
OG0006687	AENJA_22023	HUMAN00731
OG0006688	AENJA_22121	HUMAN07994
OG0006689	AENJA_22172	HUMAN09931
OG0006690	AENJA_22269	HUMAN01353
OG0006691	AENJA_22370	HUMAN12921
OG0006692	AENJA_22551	HUMAN12863, HUMAN12864
OG0006693	AENJA_22852	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	AENJA_22901	HUMAN25673
OG0006695	AENJA_23014	HUMAN05347, HUMAN05346
OG0006696	AENJA_23027	HUMAN17071, HUMAN08548
OG0006697	AENJA_23078	HUMAN03758
OG0006698	AENJA_23158	HUMAN28004
OG0006699	AENJA_23190	HUMAN07333
OG0006700	AENJA_23253	HUMAN18335
OG0006702	AENJA_23319	HUMAN00468
OG0006703	AENJA_23320	HUMAN27810
OG0006704	AENJA_23386	HUMAN01256
OG0006705	AENJA_23398	HUMAN21830, HUMAN21831
OG0006706	AENJA_23532	HUMAN01180
OG0006707	AENJA_23660	HUMAN20459, HUMAN20457, HUMAN20458
OG0006708	AENJA_23725	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	AENJA_23753	HUMAN17844, HUMAN17845, HUMAN17846
OG0006710	AENJA_23788	HUMAN28677
OG0006711	AENJA_23790	HUMAN21244
OG0006712	AENJA_24048	HUMAN19027
OG0006713	AENJA_24077	HUMAN08608
OG0006714	AENJA_24177	HUMAN24242, HUMAN24241
OG0006715	AENJA_24364	HUMAN28884, HUMAN28887, HUMAN29933
OG0006716	AENJA_24408	HUMAN28602, HUMAN28603, HUMAN28601
OG0006717	AENJA_24478	HUMAN04736, HUMAN04735
OG0006718	AENJA_24834	HUMAN03526
OG0006719	AENJA_24866	HUMAN12021
OG0006720	AENJA_24982	HUMAN29778
OG0006721	AENJA_25013	HUMAN15069, HUMAN15065
OG0006722	AENJA_25021	HUMAN10116
OG0006723	AENJA_25106	HUMAN01452
OG0006724	AENJA_25107	HUMAN00251, HUMAN00252
OG0006725	AENJA_25269	HUMAN20956
OG0006726	AENJA_25361	HUMAN25679
OG0006727	AENJA_25527	HUMAN25384
OG0006728	AENJA_25577	HUMAN13864, HUMAN13865
OG0006729	AENJA_25600	HUMAN23307
OG0006730	AENJA_25804	HUMAN01413
OG0006731	AENJA_25830	HUMAN15325
OG0006732	AENJA_25874, AENJA_25873	HUMAN17586
OG0006733	AENJA_25909	HUMAN04919
OG0006734	AENJA_25913	HUMAN25074
OG0006735	AENJA_25987	HUMAN06599
OG0006736	AENJA_26061	HUMAN20713
OG0006737	AENJA_26062	HUMAN10669
OG0006738	AENJA_26156	HUMAN17555, HUMAN17554
OG0006739	AENJA_26247	HUMAN28943
OG0006740	AENJA_26597	HUMAN08565, HUMAN08564, HUMAN08563
OG0006741	AENJA_26632	HUMAN20918
OG0006742	AENJA_26658	HUMAN30051, HUMAN22412
OG0006824	AENJA_17712, AENJA_00046	HUMAN21478
OG0006826	AENJA_00120	HUMAN23918
OG0006827	AENJA_00301, AENJA_11922	HUMAN01037
OG0006828	AENJA_00320	HUMAN23672
OG0006829	AENJA_26235, AENJA_00398	HUMAN17262
OG0006830	AENJA_00399	HUMAN12476
OG0006831	AENJA_00400	HUMAN03695, HUMAN03694
OG0006832	AENJA_00488	HUMAN08383
OG0006833	AENJA_00518	HUMAN11220
OG0006835	AENJA_00594	HUMAN05300
OG0006837	AENJA_00699	HUMAN05482
OG0006842	AENJA_01166	HUMAN14862
OG0006843	AENJA_01195	HUMAN28655
OG0006844	AENJA_01201	HUMAN09468
OG0006845	AENJA_01223	HUMAN04886
OG0006846	AENJA_01258	HUMAN08740, HUMAN08738
OG0006847	AENJA_01266	HUMAN19861, HUMAN19860, HUMAN19862
OG0006848	AENJA_01367	HUMAN03233, HUMAN23824
OG0006849	AENJA_01449	HUMAN16918
OG0006850	AENJA_01611, AENJA_09638	HUMAN22747
OG0006851	AENJA_01650	HUMAN03180
OG0006852	AENJA_01730	HUMAN26914
OG0006853	AENJA_01775, AENJA_26577	HUMAN06735
OG0006856	AENJA_02009	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	AENJA_02010	HUMAN29744
OG0006860	AENJA_02208	HUMAN11386
OG0006861	AENJA_02328	HUMAN18239, HUMAN18240, HUMAN18241, HUMAN18238
OG0006862	AENJA_02464, AENJA_02470	HUMAN08983
OG0006863	AENJA_17740, AENJA_02587	HUMAN21315
OG0006864	AENJA_02623	HUMAN10411
OG0006865	AENJA_02658	HUMAN07621
OG0006866	AENJA_02755	HUMAN00414, HUMAN00412
OG0006867	AENJA_02777	HUMAN16895
OG0006868	AENJA_02779	HUMAN20940
OG0006869	AENJA_02815	HUMAN21448, HUMAN21447
OG0006870	AENJA_03121	HUMAN17467, HUMAN17468
OG0006871	AENJA_23057, AENJA_10645, AENJA_03165	HUMAN02101
OG0006872	AENJA_03174	HUMAN11636
OG0006873	AENJA_03258	HUMAN07171
OG0006874	AENJA_03384	HUMAN21129
OG0006875	AENJA_03390	HUMAN05504
OG0006876	AENJA_23472	HUMAN01056
OG0006877	AENJA_03567	HUMAN09886
OG0006878	AENJA_03646	HUMAN01136
OG0006879	AENJA_03657	HUMAN20296
OG0006880	AENJA_03927	HUMAN21476
OG0006881	AENJA_03938	HUMAN04095
OG0006882	AENJA_03982	HUMAN11464
OG0006883	AENJA_03999	HUMAN16684
OG0006884	AENJA_04002	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681
OG0006885	AENJA_04224	HUMAN20135
OG0006886	AENJA_04283	HUMAN29974
OG0006887	AENJA_04451	HUMAN12500
OG0006888	AENJA_04455	HUMAN25053
OG0006889	AENJA_04547	HUMAN11509
OG0006890	AENJA_04581	HUMAN03527
OG0006891	AENJA_04660	HUMAN04608
OG0006892	AENJA_04736	HUMAN18023
OG0006893	AENJA_04839	HUMAN13212, HUMAN13211
OG0006894	AENJA_04847	HUMAN13291
OG0006895	AENJA_05148	HUMAN03555
OG0006896	AENJA_05202	HUMAN22142
OG0006897	AENJA_05372	HUMAN23447
OG0006898	AENJA_05379	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309
OG0006899	AENJA_05621	HUMAN07006
OG0006900	AENJA_05663	HUMAN25793
OG0006901	AENJA_05820	HUMAN18029, HUMAN18028
OG0006902	AENJA_05960	HUMAN27525
OG0006903	AENJA_06050	HUMAN12933
OG0006904	AENJA_06127	HUMAN22374
OG0006905	AENJA_06173	HUMAN19217
OG0006906	AENJA_06221	HUMAN11694
OG0006907	AENJA_06242	HUMAN16729, HUMAN16728, HUMAN16727
OG0006909	AENJA_06589	HUMAN29823
OG0006911	AENJA_06830	HUMAN04725
OG0006912	AENJA_16892	HUMAN02108, HUMAN02109
OG0006914	AENJA_06926	HUMAN28656
OG0006915	AENJA_07017	HUMAN15921, HUMAN15920
OG0006916	AENJA_07034	HUMAN11501
OG0006917	AENJA_07239	HUMAN18466, HUMAN18467
OG0006918	AENJA_07427	HUMAN28188
OG0006919	AENJA_07467	HUMAN22288
OG0006920	AENJA_07564	HUMAN07463
OG0006921	AENJA_07572	HUMAN07563, HUMAN07564, HUMAN07562
OG0006922	AENJA_07575	HUMAN10671
OG0006924	AENJA_07755	HUMAN23650
OG0006925	AENJA_07849	HUMAN09328
OG0006926	AENJA_07851	HUMAN00625
OG0006927	AENJA_07880	HUMAN14265
OG0006929	AENJA_08001	HUMAN25390
OG0006930	AENJA_08036, AENJA_25950	HUMAN28830
OG0006931	AENJA_08049	HUMAN27632, HUMAN27633
OG0006932	AENJA_08083	HUMAN20250
OG0006934	AENJA_08104	HUMAN07628
OG0006935	AENJA_08143	HUMAN28718
OG0006936	AENJA_08149	HUMAN03224
OG0006937	AENJA_08252	HUMAN13657
OG0006938	AENJA_25925, AENJA_08279	HUMAN20508, HUMAN20507
OG0006939	AENJA_08295	HUMAN00665
OG0006940	AENJA_08348	HUMAN12719
OG0006942	AENJA_08411	HUMAN04879, HUMAN04878
OG0006943	AENJA_08418	HUMAN03534
OG0006944	AENJA_08469	HUMAN20962
OG0006945	AENJA_08489	HUMAN18030
OG0006946	AENJA_08651	HUMAN29372
OG0006947	AENJA_08826	HUMAN25930
OG0006948	AENJA_08864	HUMAN20132, HUMAN20131
OG0006949	AENJA_08970	HUMAN09677
OG0006951	AENJA_09267	HUMAN26563
OG0006952	AENJA_09338	HUMAN29995, HUMAN28013
OG0006953	AENJA_09368	HUMAN11732
OG0006954	AENJA_09387	HUMAN08336
OG0006955	AENJA_09421	HUMAN26505, HUMAN26506
OG0006956	AENJA_09488	HUMAN03801
OG0006957	AENJA_09490	HUMAN24327
OG0006958	AENJA_09561	HUMAN29194, HUMAN29193
OG0006959	AENJA_09576	HUMAN02003
OG0006960	AENJA_09586	HUMAN21367
OG0006962	AENJA_09772	HUMAN00834
OG0006964	AENJA_09897	HUMAN25417
OG0006965	AENJA_09992	HUMAN22591, HUMAN22590
OG0006966	AENJA_10045	HUMAN21659
OG0006967	AENJA_10081	HUMAN20241
OG0006968	AENJA_10127	HUMAN28378
OG0006969	AENJA_10132	HUMAN22092, HUMAN22091
OG0006970	AENJA_10289	HUMAN04563
OG0006971	AENJA_10382	HUMAN07273
OG0006972	AENJA_10603	HUMAN11350, HUMAN11349
OG0006973	AENJA_10893	HUMAN25475
OG0006974	AENJA_11101	HUMAN15890, HUMAN25069
OG0006975	AENJA_11111	HUMAN00754
OG0006976	AENJA_11156	HUMAN25513, HUMAN25515
OG0006977	AENJA_11169	HUMAN21112
OG0006978	AENJA_11351	HUMAN23552
OG0006979	AENJA_11435	HUMAN09404
OG0006980	AENJA_11690	HUMAN21874
OG0006981	AENJA_11704	HUMAN04430, HUMAN04429, HUMAN04428
OG0006982	AENJA_11710	HUMAN18636, HUMAN18637
OG0006983	AENJA_11791	HUMAN00205, HUMAN00204
OG0006984	AENJA_11852	HUMAN04268, HUMAN06255
OG0006985	AENJA_12194	HUMAN20423
OG0006987	AENJA_12333	HUMAN02240
OG0006988	AENJA_12529	HUMAN15597, HUMAN15598
OG0006989	AENJA_12558	HUMAN18220
OG0006990	AENJA_12603	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	AENJA_12675	HUMAN19260
OG0006992	AENJA_16070	HUMAN03662
OG0006993	AENJA_12848	HUMAN18314, HUMAN18313
OG0006994	AENJA_12854	HUMAN17956
OG0006995	AENJA_12859	HUMAN20603
OG0006996	AENJA_12897	HUMAN16905, HUMAN16903, HUMAN16904
OG0006997	AENJA_12913	HUMAN20333, HUMAN20332
OG0006998	AENJA_12939	HUMAN13149
OG0006999	AENJA_12940	HUMAN28121
OG0007000	AENJA_13108	HUMAN17347, HUMAN17373
OG0007001	AENJA_13134	HUMAN06080
OG0007002	AENJA_13189	HUMAN29202
OG0007003	AENJA_13349	HUMAN15197
OG0007004	AENJA_13352	HUMAN14061
OG0007005	AENJA_13425	HUMAN26374
OG0007006	AENJA_13467	HUMAN21322, HUMAN21323
OG0007007	AENJA_13468	HUMAN05696, HUMAN05695
OG0007008	AENJA_25860, AENJA_13633	HUMAN13956
OG0007009	AENJA_13674	HUMAN28810
OG0007010	AENJA_13687	HUMAN22418
OG0007011	AENJA_13688	HUMAN05430
OG0007012	AENJA_13835	HUMAN22710
OG0007013	AENJA_13842	HUMAN12055
OG0007014	AENJA_13912	HUMAN03563, HUMAN03564
OG0007015	AENJA_13940	HUMAN19068
OG0007016	AENJA_14164	HUMAN11135
OG0007018	AENJA_14287	HUMAN24153
OG0007019	AENJA_14311	HUMAN13524
OG0007020	AENJA_14431	HUMAN17277, HUMAN17276
OG0007021	AENJA_14523	HUMAN07675, HUMAN07676
OG0007022	AENJA_14634	HUMAN17994
OG0007023	AENJA_14641	HUMAN21002
OG0007024	AENJA_14840	HUMAN26989
OG0007025	AENJA_14969	HUMAN13355, HUMAN13354
OG0007026	AENJA_15107	HUMAN04469
OG0007027	AENJA_15130	HUMAN20548, HUMAN20547
OG0007028	AENJA_15287	HUMAN02161
OG0007030	AENJA_15706	HUMAN23013, HUMAN23012
OG0007031	AENJA_15746	HUMAN01168, HUMAN01167
OG0007032	AENJA_15768	HUMAN19463
OG0007033	AENJA_15780	HUMAN18746
OG0007034	AENJA_15916	HUMAN06574, HUMAN06572, HUMAN06573
OG0007035	AENJA_15945	HUMAN05630
OG0007036	AENJA_15980	HUMAN24835
OG0007037	AENJA_16026	HUMAN17832, HUMAN17833
OG0007038	AENJA_16109	HUMAN01446
OG0007039	AENJA_16125	HUMAN08824, HUMAN08823
OG0007040	AENJA_16156	HUMAN30265
OG0007041	AENJA_16190	HUMAN10016
OG0007042	AENJA_16299	HUMAN26067
OG0007043	AENJA_19281, AENJA_16342	HUMAN03790
OG0007044	AENJA_16556	HUMAN05262, HUMAN22902
OG0007045	AENJA_16721	HUMAN00605
OG0007046	AENJA_16840	HUMAN25422, HUMAN25421
OG0007047	AENJA_16899	HUMAN24736
OG0007048	AENJA_16937	HUMAN26612
OG0007050	AENJA_17182	HUMAN22442
OG0007052	AENJA_17326	HUMAN19695, HUMAN19693, HUMAN19694
OG0007053	AENJA_17379	HUMAN12939, HUMAN12938, HUMAN12937
OG0007054	AENJA_17391	HUMAN10365
OG0007055	AENJA_17474	HUMAN19997
OG0007056	AENJA_17650	HUMAN11685, HUMAN11684
OG0007057	AENJA_17685	HUMAN03899
OG0007058	AENJA_17757	HUMAN05676
OG0007059	AENJA_17918	HUMAN03647
OG0007060	AENJA_18050	HUMAN28197
OG0007061	AENJA_18086	HUMAN03639
OG0007062	AENJA_18177	HUMAN21701
OG0007063	AENJA_18189	HUMAN15926
OG0007064	AENJA_18220	HUMAN22838
OG0007065	AENJA_18236	HUMAN04174
OG0007066	AENJA_18310	HUMAN05386
OG0007068	AENJA_18386	HUMAN22802, HUMAN22803
OG0007069	AENJA_18431	HUMAN08305
OG0007070	AENJA_18751	HUMAN18532, HUMAN18533
OG0007071	AENJA_20432	HUMAN01176
OG0007072	AENJA_18830	HUMAN15242
OG0007073	AENJA_18861	HUMAN18294
OG0007074	AENJA_19061	HUMAN21855
OG0007075	AENJA_19073	HUMAN27538
OG0007076	AENJA_19406	HUMAN06733
OG0007077	AENJA_19554	HUMAN22402
OG0007078	AENJA_19777	HUMAN20580
OG0007079	AENJA_19825	HUMAN16618
OG0007080	AENJA_19826	HUMAN16649, HUMAN16648
OG0007081	AENJA_19829	HUMAN12784, HUMAN12785
OG0007082	AENJA_19832	HUMAN06040
OG0007083	AENJA_20083	HUMAN24737
OG0007084	AENJA_20378	HUMAN28379
OG0007085	AENJA_20429	HUMAN11176
OG0007086	AENJA_20436	HUMAN06730
OG0007087	AENJA_20498	HUMAN25159
OG0007088	AENJA_20551	HUMAN28245, HUMAN28246
OG0007089	AENJA_20594	HUMAN05187
OG0007090	AENJA_20659	HUMAN01309
OG0007091	AENJA_23355, AENJA_20692	HUMAN00782
OG0007092	AENJA_20784	HUMAN08546
OG0007093	AENJA_20890	HUMAN11063
OG0007094	AENJA_20950	HUMAN08444
OG0007095	AENJA_21007	HUMAN16273
OG0007096	AENJA_21049	HUMAN24538
OG0007097	AENJA_21089	HUMAN07307, HUMAN07306, HUMAN07305
OG0007098	AENJA_21303	HUMAN11106
OG0007099	AENJA_21375	HUMAN02624
OG0007100	AENJA_21409	HUMAN25052, HUMAN25051
OG0007102	AENJA_21655, AENJA_26402	HUMAN17403
OG0007103	AENJA_21675	HUMAN03151, HUMAN03152
OG0007104	AENJA_21723	HUMAN07585, HUMAN30241
OG0007105	AENJA_21751	HUMAN17174
OG0007106	AENJA_21772	HUMAN21445
OG0007107	AENJA_21819	HUMAN24797
OG0007108	AENJA_21851	HUMAN26396
OG0007111	AENJA_22302	HUMAN14065, HUMAN14067
OG0007112	AENJA_22684	HUMAN09877
OG0007113	AENJA_22726	HUMAN20963
OG0007114	AENJA_22816	HUMAN20779
OG0007115	AENJA_22820	HUMAN28189, HUMAN28190
OG0007117	AENJA_23028	HUMAN06756
OG0007118	AENJA_23161	HUMAN25504
OG0007119	AENJA_23375	HUMAN01099
OG0007120	AENJA_23378	HUMAN23269, HUMAN23270
OG0007121	AENJA_23568	HUMAN25079
OG0007122	AENJA_23581	HUMAN00210, HUMAN00211
OG0007123	AENJA_23635	HUMAN03448
OG0007124	AENJA_23735	HUMAN17402, HUMAN17399
OG0007125	AENJA_23965	HUMAN21228
OG0007126	AENJA_24234	HUMAN02640, HUMAN04895
OG0007127	AENJA_24302	HUMAN26224
OG0007128	AENJA_24308	HUMAN13992, HUMAN13994
OG0007129	AENJA_24361	HUMAN24170, HUMAN24169, HUMAN03476
OG0007130	AENJA_24363	HUMAN06959
OG0007131	AENJA_24469	HUMAN23398
OG0007132	AENJA_24649	HUMAN28401, HUMAN28402
OG0007133	AENJA_24825	HUMAN23555
OG0007134	AENJA_24826	HUMAN03574
OG0007135	AENJA_25007	HUMAN09538
OG0007136	AENJA_25014	HUMAN09655
OG0007137	AENJA_25069	HUMAN15907
OG0007138	AENJA_25134	HUMAN02269
OG0007139	AENJA_25183	HUMAN24643
OG0007140	AENJA_25250	HUMAN14631
OG0007141	AENJA_25287	HUMAN20130
OG0007142	AENJA_25343	HUMAN07698, HUMAN17519
OG0007143	AENJA_25363	HUMAN16614
OG0007144	AENJA_25491	HUMAN02639
OG0007145	AENJA_25560	HUMAN13652
OG0007146	AENJA_25582	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379
OG0007147	AENJA_25613	HUMAN21018
OG0007148	AENJA_25762	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566
OG0007149	AENJA_25859	HUMAN19282, HUMAN09208
OG0007150	AENJA_26056	HUMAN11018
OG0007151	AENJA_26211	HUMAN05431
OG0007152	AENJA_26373	HUMAN01901
OG0007153	AENJA_26504	HUMAN16995, HUMAN16996
OG0007154	AENJA_26509	HUMAN08481
OG0007248	AENJA_00004	HUMAN13700
OG0007250	AENJA_00139	HUMAN07633
OG0007251	AENJA_00324	HUMAN14332
OG0007252	AENJA_00397	HUMAN22688, HUMAN22689
OG0007253	AENJA_00767	HUMAN24536, HUMAN11254, HUMAN11253
OG0007254	AENJA_00931	HUMAN02644
OG0007255	AENJA_00979	HUMAN26073, HUMAN26075, HUMAN26074
OG0007256	AENJA_01044	HUMAN27031
OG0007258	AENJA_01436, AENJA_11453	HUMAN14003
OG0007260	AENJA_01550	HUMAN04843, HUMAN04844
OG0007261	AENJA_01593	HUMAN28587
OG0007264	AENJA_02217	HUMAN11107
OG0007266	AENJA_08462, AENJA_02257	HUMAN20046
OG0007268	AENJA_02432	HUMAN21302
OG0007269	AENJA_02569	HUMAN16581, HUMAN16580, HUMAN16579
OG0007270	AENJA_02688, AENJA_06355	HUMAN07724
OG0007271	AENJA_02740	HUMAN13263
OG0007272	AENJA_02756	HUMAN00327
OG0007273	AENJA_02792	HUMAN16012
OG0007274	AENJA_02816	HUMAN05717
OG0007275	AENJA_02862	HUMAN24919, HUMAN06744
OG0007276	AENJA_02931	HUMAN28796
OG0007277	AENJA_03125, AENJA_24804	HUMAN25865
OG0007279	AENJA_03339	HUMAN11856
OG0007280	AENJA_03407	HUMAN27834, HUMAN27835, HUMAN27833
OG0007281	AENJA_03420	HUMAN25958
OG0007282	AENJA_03431	HUMAN07231
OG0007283	AENJA_03462	HUMAN12155
OG0007284	AENJA_03468	HUMAN00555, HUMAN29707, HUMAN29706
OG0007285	AENJA_03475	HUMAN25396, HUMAN25395
OG0007286	AENJA_18798, AENJA_10022, AENJA_03618	HUMAN10108
OG0007288	AENJA_03747	HUMAN22785
OG0007289	AENJA_03836	HUMAN11499
OG0007290	AENJA_03954	HUMAN15228
OG0007291	AENJA_03983	HUMAN18973
OG0007292	AENJA_04105	HUMAN15636
OG0007293	AENJA_04148	HUMAN28207
OG0007294	AENJA_04367	HUMAN20782, HUMAN20781
OG0007295	AENJA_04369	HUMAN22795
OG0007296	AENJA_04461	HUMAN11360
OG0007297	AENJA_04494	HUMAN29826, HUMAN29827
OG0007298	AENJA_04527	HUMAN22758
OG0007299	AENJA_04574	HUMAN27718, HUMAN27719
OG0007300	AENJA_04647	HUMAN26544
OG0007301	AENJA_04686	HUMAN23169, HUMAN23170
OG0007302	AENJA_04963	HUMAN09166
OG0007303	AENJA_05104	HUMAN18735
OG0007304	AENJA_05122	HUMAN16563, HUMAN16562, HUMAN16564
OG0007305	AENJA_05241	HUMAN02006
OG0007306	AENJA_05277	HUMAN19439, HUMAN19440, HUMAN19442
OG0007307	AENJA_05325	HUMAN17065, HUMAN17066
OG0007308	AENJA_07715, AENJA_05754	HUMAN20559
OG0007309	AENJA_05768	HUMAN17011
OG0007310	AENJA_05858, AENJA_19852	HUMAN05294
OG0007312	AENJA_05894	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186
OG0007314	AENJA_06139	HUMAN02534
OG0007316	AENJA_06485, AENJA_20879	HUMAN23083
OG0007317	AENJA_06549	HUMAN17014
OG0007318	AENJA_06588	HUMAN20909
OG0007319	AENJA_06656	HUMAN19188
OG0007320	AENJA_06780	HUMAN09645
OG0007321	AENJA_06818	HUMAN04956, HUMAN04955
OG0007322	AENJA_06900	HUMAN29064
OG0007323	AENJA_06960	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943
OG0007325	AENJA_07023	HUMAN11525
OG0007326	AENJA_07134	HUMAN09593
OG0007327	AENJA_07205	HUMAN11975, HUMAN11976
OG0007328	AENJA_07462	HUMAN03776
OG0007329	AENJA_07623	HUMAN24733
OG0007330	AENJA_07724	HUMAN05264
OG0007331	AENJA_07941, AENJA_07938	HUMAN26953, HUMAN26952
OG0007333	AENJA_08327	HUMAN29576
OG0007334	AENJA_08344, AENJA_10683	HUMAN01738, HUMAN01739
OG0007335	AENJA_08730	HUMAN08862
OG0007336	AENJA_08744	HUMAN00761
OG0007337	AENJA_08756	HUMAN25483
OG0007338	AENJA_08801	HUMAN06830, HUMAN06827, HUMAN06828
OG0007339	AENJA_08839	HUMAN26218, HUMAN26219
OG0007340	AENJA_08960	HUMAN24905
OG0007341	AENJA_08963	HUMAN25872
OG0007342	AENJA_09009	HUMAN28838
OG0007343	AENJA_09011	HUMAN14177
OG0007344	AENJA_18427, AENJA_09089	HUMAN25001
OG0007345	AENJA_09249	HUMAN22717
OG0007347	AENJA_09485	HUMAN20415
OG0007348	AENJA_09604	HUMAN07623
OG0007349	AENJA_09661	HUMAN19722, HUMAN19724, HUMAN19723
OG0007351	AENJA_09717	HUMAN26020, HUMAN26021
OG0007352	AENJA_09848	HUMAN04641
OG0007353	AENJA_10075	HUMAN11061, HUMAN11060
OG0007354	AENJA_10138	HUMAN23192
OG0007355	AENJA_10292, AENJA_10291	HUMAN28384
OG0007356	AENJA_10363	HUMAN24980
OG0007357	AENJA_10365	HUMAN11281
OG0007358	AENJA_10512	HUMAN23692
OG0007359	AENJA_10652	HUMAN24471
OG0007360	AENJA_10766	HUMAN02160
OG0007361	AENJA_10793	HUMAN01585, HUMAN01584
OG0007363	AENJA_10957	HUMAN07700
OG0007364	AENJA_10959	HUMAN20228
OG0007365	AENJA_10977	HUMAN01007
OG0007366	AENJA_11206	HUMAN15080, HUMAN15079
OG0007367	AENJA_11272	HUMAN00909
OG0007368	AENJA_11301	HUMAN04400
OG0007369	AENJA_11422	HUMAN18171
OG0007370	AENJA_11425	HUMAN12243, HUMAN12242
OG0007371	AENJA_11627	HUMAN03496
OG0007372	AENJA_11631	HUMAN15886
OG0007373	AENJA_11675	HUMAN25169
OG0007374	AENJA_11711	HUMAN17107
