Orthogroup	AENJA_ok	APOSJ_ok
OG0008229	AENJA_03931	APOSJ_31626, APOSJ_05104, APOSJ_05105, APOSJ_05102, APOSJ_05103, APOSJ_05107
OG0008230	AENJA_04035	APOSJ_54532
OG0008231	AENJA_04312	APOSJ_18852
OG0008232	AENJA_04401	APOSJ_44947
OG0008234	AENJA_04854	APOSJ_35029
OG0008235	AENJA_05077	APOSJ_01187, APOSJ_01186, APOSJ_01185
OG0008236	AENJA_05551	APOSJ_52995
OG0008237	AENJA_05577	APOSJ_48308, APOSJ_48309, APOSJ_56235, APOSJ_56236
OG0008238	AENJA_05620	APOSJ_34517
OG0008239	AENJA_05646	APOSJ_59066
OG0008240	AENJA_05677	APOSJ_42384, APOSJ_61671
OG0008242	AENJA_05732	APOSJ_64559
OG0008243	AENJA_05790	APOSJ_40154, APOSJ_55322, APOSJ_40153
OG0008244	AENJA_05897	APOSJ_07823
OG0008245	AENJA_05910	APOSJ_08586, APOSJ_08587
OG0008246	AENJA_06048	APOSJ_47543
OG0008247	AENJA_06106	APOSJ_15285, APOSJ_15284
OG0008248	AENJA_06229	APOSJ_56313
OG0008249	AENJA_06670	APOSJ_36755
OG0008250	AENJA_06779	APOSJ_06788, APOSJ_52714, APOSJ_52707, APOSJ_17508
OG0008251	AENJA_06866	APOSJ_47958, APOSJ_46428
OG0008252	AENJA_06985	APOSJ_27157
OG0008253	AENJA_07477	APOSJ_01266, APOSJ_01265, APOSJ_52330, APOSJ_26064, APOSJ_01267
OG0008254	AENJA_07508	APOSJ_62688
OG0008255	AENJA_07942	APOSJ_05468
OG0008257	AENJA_08319	APOSJ_51756
OG0008258	AENJA_08403	APOSJ_01588
OG0008259	AENJA_08568	APOSJ_29572
OG0008260	AENJA_08627	APOSJ_64847, APOSJ_03876, APOSJ_03877
OG0008261	AENJA_08637	APOSJ_25486, APOSJ_25487
OG0008262	AENJA_08652	APOSJ_51443, APOSJ_03085
OG0008263	AENJA_08668	APOSJ_61761, APOSJ_61764
OG0008264	AENJA_08758	APOSJ_18110
OG0008265	AENJA_09054	APOSJ_51433, APOSJ_07805, APOSJ_07804
OG0008266	AENJA_13356	APOSJ_37134, APOSJ_37133
OG0008267	AENJA_09216	APOSJ_56245
OG0008268	AENJA_09330	APOSJ_10961, APOSJ_10959, APOSJ_10960
OG0008269	AENJA_09331	APOSJ_56084, APOSJ_52201
OG0008270	AENJA_09342	APOSJ_32693
OG0008271	AENJA_09398	APOSJ_04137
OG0008272	AENJA_09453	APOSJ_13484, APOSJ_13483
OG0008273	AENJA_09471	APOSJ_51333, APOSJ_51334
OG0008274	AENJA_09504	APOSJ_28176, APOSJ_45214, APOSJ_28177
OG0008275	AENJA_09593	APOSJ_49649
OG0008276	AENJA_09753	APOSJ_23898
OG0008277	AENJA_09854	APOSJ_23521
OG0008279	AENJA_10024	APOSJ_48103, APOSJ_07637, APOSJ_07635, APOSJ_07636, APOSJ_58275, APOSJ_07638
OG0008280	AENJA_10050	APOSJ_10363
OG0008281	AENJA_10162	APOSJ_09942
OG0008282	AENJA_10248	APOSJ_27969, APOSJ_04483
OG0008283	AENJA_10286	APOSJ_34648
OG0008284	AENJA_10377	APOSJ_51454, APOSJ_51455
OG0008286	AENJA_10651	APOSJ_47360, APOSJ_47361, APOSJ_47359
OG0008287	AENJA_25451, AENJA_10854	APOSJ_59121, APOSJ_59126
OG0008288	AENJA_10917	APOSJ_25113, APOSJ_25115, APOSJ_25114
OG0008289	AENJA_10942	APOSJ_64354
OG0008290	AENJA_10991	APOSJ_56711
OG0008291	AENJA_10998	APOSJ_47779, APOSJ_47782, APOSJ_47784, APOSJ_47781, APOSJ_47783, APOSJ_47780
OG0008292	AENJA_11346	APOSJ_57321, APOSJ_30094
OG0008293	AENJA_11450	APOSJ_39785
OG0008294	AENJA_11713	APOSJ_49212, APOSJ_08225, APOSJ_49213
OG0008295	AENJA_16657, AENJA_11908	APOSJ_01035
OG0008298	AENJA_12089	APOSJ_58835, APOSJ_13781, APOSJ_13780, APOSJ_13782
OG0008299	AENJA_12113	APOSJ_25408
OG0008300	AENJA_12144	APOSJ_53660
OG0008301	AENJA_12441	APOSJ_08995, APOSJ_08996
OG0008302	AENJA_13275, AENJA_25201, AENJA_12478	APOSJ_15449
OG0008303	AENJA_12536	APOSJ_36483
OG0008305	AENJA_12858	APOSJ_42951
OG0008306	AENJA_12994, AENJA_12995	APOSJ_26030, APOSJ_07376
OG0008308	AENJA_13121	APOSJ_54314, APOSJ_54313
OG0008309	AENJA_13239	APOSJ_29528
OG0008311	AENJA_13375	APOSJ_16989, APOSJ_29702, APOSJ_16987, APOSJ_29697, APOSJ_16988, APOSJ_29701, APOSJ_29694, APOSJ_29700, APOSJ_54885
OG0008312	AENJA_13879	APOSJ_49078, APOSJ_49079
OG0008314	AENJA_14054	APOSJ_63894, APOSJ_63895
OG0008315	AENJA_14416	APOSJ_41386, APOSJ_41389
OG0008316	AENJA_14601	APOSJ_36561
OG0008317	AENJA_14783	APOSJ_59216
OG0008318	AENJA_14785	APOSJ_11925
OG0008319	AENJA_14790	APOSJ_45233, APOSJ_45234
OG0008321	AENJA_17446	APOSJ_21811
OG0008322	AENJA_15312, AENJA_17305	APOSJ_06072
OG0008324	AENJA_15588	APOSJ_09167, APOSJ_02405
OG0008326	AENJA_15744	APOSJ_04312, APOSJ_04315, APOSJ_04317, APOSJ_04314, APOSJ_04313, APOSJ_04311
OG0008327	AENJA_15788	APOSJ_64229, APOSJ_09952
OG0008329	AENJA_16020	APOSJ_03024
OG0008330	AENJA_16127	APOSJ_07946
OG0008332	AENJA_16512	APOSJ_16003, APOSJ_16004
OG0008333	AENJA_16988	APOSJ_00088
OG0008335	AENJA_17118	APOSJ_04531
OG0008336	AENJA_17129	APOSJ_23072, APOSJ_23073
OG0008337	AENJA_17300	APOSJ_29289, APOSJ_29288
OG0008338	AENJA_17786	APOSJ_44931
OG0008339	AENJA_17825	APOSJ_03577
OG0008340	AENJA_18345	APOSJ_59578, APOSJ_59577, APOSJ_59576
OG0008341	AENJA_18514	APOSJ_48711
OG0008343	AENJA_18563	APOSJ_40121, APOSJ_40116, APOSJ_40120
OG0008344	AENJA_18634	APOSJ_64123, APOSJ_20321, APOSJ_64122, APOSJ_20320, APOSJ_32985, APOSJ_20317, APOSJ_20322, APOSJ_32983, APOSJ_20319, APOSJ_06166, APOSJ_32984, APOSJ_20318
OG0008345	AENJA_18699	APOSJ_19742, APOSJ_19744, APOSJ_19743, APOSJ_19741
OG0008346	AENJA_18767	APOSJ_18773
OG0008347	AENJA_18947	APOSJ_64120, APOSJ_50941, APOSJ_50940
OG0008348	AENJA_19233	APOSJ_31793, APOSJ_31792
OG0008350	AENJA_19686	APOSJ_42896
OG0008351	AENJA_19747	APOSJ_08801
OG0008352	AENJA_19927	APOSJ_54284, APOSJ_54286
OG0008353	AENJA_19936	APOSJ_06826, APOSJ_06825
OG0008355	AENJA_20829	APOSJ_63687, APOSJ_55816
OG0008356	AENJA_25615, AENJA_20990	APOSJ_42662
OG0008357	AENJA_21156	APOSJ_02816, APOSJ_02817
OG0008358	AENJA_21304	APOSJ_51693
OG0008359	AENJA_21350	APOSJ_38147, APOSJ_38148
OG0008360	AENJA_21540	APOSJ_50584, APOSJ_40119, APOSJ_50590, APOSJ_40117, APOSJ_36933, APOSJ_50588
OG0008361	AENJA_21933	APOSJ_35893
OG0008363	AENJA_22641	APOSJ_38881, APOSJ_38882
OG0008364	AENJA_23223	APOSJ_24162
OG0008367	AENJA_23708	APOSJ_24443
OG0008368	AENJA_23984	APOSJ_20046, APOSJ_62861
OG0008369	AENJA_24036	APOSJ_44957
OG0008371	AENJA_24359	APOSJ_56136
OG0008372	AENJA_24405	APOSJ_17441, APOSJ_17438, APOSJ_44392, APOSJ_44396, APOSJ_17444, APOSJ_44394, APOSJ_17440, APOSJ_44393, APOSJ_17439, APOSJ_44389, APOSJ_44395, APOSJ_17437, APOSJ_44390, APOSJ_44391
OG0008373	AENJA_24428	APOSJ_44751, APOSJ_44755
OG0008374	AENJA_25266	APOSJ_11450, APOSJ_11451
OG0008377	AENJA_25580	APOSJ_24776
OG0008378	AENJA_25875	APOSJ_03147
OG0008379	AENJA_25898	APOSJ_06738, APOSJ_06739
OG0008380	AENJA_25998	APOSJ_09579
OG0008381	AENJA_26202	APOSJ_29515
OG0008382	AENJA_26241	APOSJ_35901, APOSJ_35902
OG0008383	AENJA_26281	APOSJ_34188
OG0008384	AENJA_26604	APOSJ_44004
OG0008385	AENJA_26624	APOSJ_06268
OG0008386	AENJA_26631	APOSJ_59458, APOSJ_44574, APOSJ_44575
OG0008387	AENJA_26702	APOSJ_26278, APOSJ_26279
OG0008388	AENJA_26785	APOSJ_23597
OG0008507	AENJA_00318	APOSJ_42946, APOSJ_42945
OG0008509	AENJA_00544	APOSJ_26498, APOSJ_04250
OG0008512	AENJA_00753	APOSJ_06980, APOSJ_06978, APOSJ_54140, APOSJ_54137, APOSJ_06979
OG0008515	AENJA_23531	APOSJ_64969, APOSJ_41114, APOSJ_41116, APOSJ_41113
OG0008519	AENJA_01960	APOSJ_57077, APOSJ_57081, APOSJ_52420, APOSJ_40890
OG0008522	AENJA_02195	APOSJ_37806, APOSJ_08412
OG0008524	AENJA_03437	APOSJ_56996
OG0008526	AENJA_03570	APOSJ_24791
OG0008527	AENJA_03625	APOSJ_38261
OG0008528	AENJA_03759	APOSJ_56185
OG0008529	AENJA_04298	APOSJ_34795, APOSJ_34794, APOSJ_34793
OG0008530	AENJA_04370	APOSJ_37731, APOSJ_37729
OG0008531	AENJA_04402	APOSJ_11335, APOSJ_55282, APOSJ_52728, APOSJ_22011
OG0008532	AENJA_04571	APOSJ_62331, APOSJ_62332
OG0008534	AENJA_05019	APOSJ_63785, APOSJ_31185
OG0008535	AENJA_05023	APOSJ_28298, APOSJ_64124
OG0008537	AENJA_05331, AENJA_05330	APOSJ_64855, APOSJ_54072, APOSJ_05115, APOSJ_24226, APOSJ_51800, APOSJ_51804, APOSJ_51798, APOSJ_21423, APOSJ_61933, APOSJ_05112, APOSJ_64850, APOSJ_38020
OG0008538	AENJA_05378, AENJA_19445	APOSJ_25987, APOSJ_58613
OG0008539	AENJA_05486	APOSJ_28461
OG0008540	AENJA_05568	APOSJ_21686
OG0008541	AENJA_05622	APOSJ_58910, APOSJ_39462, APOSJ_39459, APOSJ_39461, APOSJ_39460
OG0008543	AENJA_06054	APOSJ_10859, APOSJ_10857, APOSJ_10858, APOSJ_07347, APOSJ_13495, APOSJ_07350, APOSJ_07346
OG0008544	AENJA_06389	APOSJ_58068, APOSJ_58069
OG0008545	AENJA_06390	APOSJ_45926
OG0008546	AENJA_06435	APOSJ_60678
OG0008547	AENJA_06697	APOSJ_18536, APOSJ_18533, APOSJ_07385, APOSJ_07386, APOSJ_07387, APOSJ_18535, APOSJ_51912, APOSJ_63365
OG0008550	AENJA_07554	APOSJ_06795
OG0008551	AENJA_07562	APOSJ_12841
OG0008552	AENJA_07719	APOSJ_63857, APOSJ_49043, APOSJ_63860, APOSJ_50981, APOSJ_63854, APOSJ_63855
OG0008553	AENJA_07731	APOSJ_01006, APOSJ_37816, APOSJ_54239, APOSJ_54240, APOSJ_37820, APOSJ_54237, APOSJ_02234, APOSJ_37817, APOSJ_54236, APOSJ_14929, APOSJ_54235
OG0008555	AENJA_08099	APOSJ_38213
OG0008558	AENJA_09242	APOSJ_62848, APOSJ_32159
OG0008559	AENJA_09341	APOSJ_35979, APOSJ_35981
OG0008560	AENJA_09842	APOSJ_26524
OG0008561	AENJA_09967	APOSJ_13362
OG0008562	AENJA_19559, AENJA_10327	APOSJ_58166
OG0008563	AENJA_10384	APOSJ_08515, APOSJ_08516
OG0008564	AENJA_10469	APOSJ_55286
OG0008564	AENJA_14179	APOSJ_51915
OG0008565	AENJA_10798	APOSJ_32055, APOSJ_32056
OG0008569	AENJA_11178	APOSJ_27128
OG0008570	AENJA_11204	APOSJ_52673, APOSJ_63386, APOSJ_52672, APOSJ_63385
OG0008571	AENJA_11214	APOSJ_24051
OG0008572	AENJA_11295	APOSJ_32189
OG0008573	AENJA_11526	APOSJ_47245, APOSJ_20660
OG0008575	AENJA_11846	APOSJ_14684, APOSJ_44275
OG0008576	AENJA_12071	APOSJ_16968, APOSJ_45128, APOSJ_45129
OG0008577	AENJA_12355	APOSJ_09754
OG0008578	AENJA_12374	APOSJ_17338
OG0008579	AENJA_12437	APOSJ_33967, APOSJ_33966
OG0008580	AENJA_12554	APOSJ_20948, APOSJ_02530, APOSJ_15537, APOSJ_15536, APOSJ_31952, APOSJ_15538, APOSJ_02534
OG0008582	AENJA_12734	APOSJ_11310
OG0008583	AENJA_12791	APOSJ_26261
OG0008585	AENJA_13157	APOSJ_42026, APOSJ_42002, APOSJ_41177, APOSJ_13075, APOSJ_13076, APOSJ_13071, APOSJ_27447, APOSJ_13073, APOSJ_13074, APOSJ_13072, APOSJ_13070, APOSJ_41181
OG0008586	AENJA_13261	APOSJ_12938, APOSJ_12936, APOSJ_12935, APOSJ_12939, APOSJ_12937, APOSJ_12934
OG0008588	AENJA_13917	APOSJ_42494, APOSJ_42495
OG0008589	AENJA_14057, AENJA_14580	APOSJ_60333, APOSJ_60334
OG0008590	AENJA_14290	APOSJ_35939, APOSJ_35941, APOSJ_24815
OG0008591	AENJA_14308	APOSJ_16605
OG0008592	AENJA_14483	APOSJ_02717
OG0008595	AENJA_14825	APOSJ_12150
OG0008596	AENJA_14880	APOSJ_21415, APOSJ_21413, APOSJ_21414
OG0008597	AENJA_15095	APOSJ_19351
OG0008598	AENJA_15227	APOSJ_65025, APOSJ_65020, APOSJ_31104, APOSJ_65026, APOSJ_04803, APOSJ_36911, APOSJ_04854, APOSJ_65022, APOSJ_36914, APOSJ_36912, APOSJ_36913, APOSJ_56656
OG0008599	AENJA_15360	APOSJ_03187, APOSJ_03185, APOSJ_03186
OG0008600	AENJA_15422	APOSJ_15521
OG0008602	AENJA_16318	APOSJ_28573
OG0008603	AENJA_16664	APOSJ_27793, APOSJ_27792
OG0008604	AENJA_16683	APOSJ_52609, APOSJ_58396, APOSJ_52608, APOSJ_52607
OG0008605	AENJA_16741	APOSJ_38056, APOSJ_44088, APOSJ_44087
OG0008606	AENJA_16811	APOSJ_40001, APOSJ_29213
OG0008607	AENJA_16928	APOSJ_43499, APOSJ_43500
OG0008608	AENJA_17807	APOSJ_28617, APOSJ_28618, APOSJ_28616, APOSJ_28619, APOSJ_28615
OG0008609	AENJA_17846	APOSJ_27179, APOSJ_36356, APOSJ_36354, APOSJ_27188, APOSJ_36355, APOSJ_36353
OG0008610	AENJA_17913	APOSJ_59009, APOSJ_56031, APOSJ_59013, APOSJ_59014, APOSJ_59015, APOSJ_59012, APOSJ_59011, APOSJ_50085
OG0008611	AENJA_17945	APOSJ_18439
OG0008612	AENJA_17949	APOSJ_03574
OG0008613	AENJA_18131	APOSJ_25781
OG0008614	AENJA_18225	APOSJ_30304, APOSJ_30305
OG0008615	AENJA_18615	APOSJ_12669, APOSJ_20023, APOSJ_01103, APOSJ_01104
OG0008617	AENJA_19004	APOSJ_53039, APOSJ_60953, APOSJ_60945, APOSJ_53041, APOSJ_53035, APOSJ_44491, APOSJ_12070, APOSJ_44492, APOSJ_53036
OG0008618	AENJA_19021	APOSJ_20333
OG0008619	AENJA_19147	APOSJ_32213, APOSJ_32214, APOSJ_56701, APOSJ_32215
OG0008620	AENJA_19257	APOSJ_09286
OG0008621	AENJA_22916, AENJA_19459	APOSJ_41804, APOSJ_41799, APOSJ_26191, APOSJ_26188, APOSJ_26190, APOSJ_26189, APOSJ_26187
OG0008623	AENJA_20206	APOSJ_21273, APOSJ_21272
OG0008624	AENJA_20222	APOSJ_63015, APOSJ_63016
OG0008625	AENJA_20379	APOSJ_40961, APOSJ_40960
OG0008626	AENJA_20823	APOSJ_62447, APOSJ_50761
OG0008627	AENJA_20874	APOSJ_20602
OG0008628	AENJA_20919	APOSJ_46880
OG0008629	AENJA_20932	APOSJ_63242
OG0008630	AENJA_21211	APOSJ_09413
OG0008631	AENJA_21250	APOSJ_62548, APOSJ_49387, APOSJ_26525, APOSJ_26523, APOSJ_52456, APOSJ_52457, APOSJ_57284
OG0008632	AENJA_21695	APOSJ_06695, APOSJ_08556, APOSJ_42210
OG0008633	AENJA_22194	APOSJ_63318, APOSJ_52278
OG0008636	AENJA_23071	APOSJ_16078, APOSJ_16080
OG0008637	AENJA_23399	APOSJ_15481
OG0008638	AENJA_23413	APOSJ_36106
OG0008639	AENJA_23500	APOSJ_65256
OG0008640	AENJA_23515	APOSJ_62195, APOSJ_62196, APOSJ_54077
OG0008641	AENJA_23577	APOSJ_20825
OG0008642	AENJA_24043	APOSJ_42038
OG0008643	AENJA_24368	APOSJ_00041, APOSJ_42365, APOSJ_42364
OG0008644	AENJA_24833	APOSJ_27521
OG0008645	AENJA_26189	APOSJ_45222
OG0008646	AENJA_26201	APOSJ_10215
OG0008647	AENJA_26274	APOSJ_57816, APOSJ_64228, APOSJ_14698
OG0008648	AENJA_26508	APOSJ_34923, APOSJ_34922
OG0008649	AENJA_26543	APOSJ_38715, APOSJ_38714, APOSJ_38717, APOSJ_38716, APOSJ_30134
OG0008753	AENJA_00095	APOSJ_06239, APOSJ_06238, APOSJ_06236, APOSJ_06237, APOSJ_06240
OG0008757	AENJA_00248	APOSJ_49435
OG0008758	AENJA_00351	APOSJ_25719, APOSJ_29559, APOSJ_49731
OG0008760	AENJA_01013	APOSJ_58878
OG0008763	AENJA_01556	APOSJ_28847
OG0008765	AENJA_01760	APOSJ_22556
OG0008767	AENJA_02095	APOSJ_43040, APOSJ_43038
OG0008769	AENJA_06989, AENJA_12867, AENJA_02552, AENJA_02551	APOSJ_03681, APOSJ_64710, APOSJ_64711
OG0008770	AENJA_02618	APOSJ_59450
OG0008771	AENJA_02681	APOSJ_46324
OG0008772	AENJA_02760	APOSJ_16037
OG0008773	AENJA_02765	APOSJ_23528, APOSJ_23527
OG0008774	AENJA_02797, AENJA_10155	APOSJ_25329, APOSJ_65238
OG0008775	AENJA_02882	APOSJ_59391, APOSJ_59392
OG0008776	AENJA_02888	APOSJ_42006, APOSJ_07400, APOSJ_03282, APOSJ_49758, APOSJ_07395, APOSJ_49757, APOSJ_49755, APOSJ_07399, APOSJ_37680, APOSJ_07396, APOSJ_46634, APOSJ_49756, APOSJ_32671, APOSJ_32672, APOSJ_32670
OG0008778	AENJA_02933	APOSJ_35097
OG0008779	AENJA_02940	APOSJ_26597, APOSJ_26595, APOSJ_26598, APOSJ_26599, APOSJ_26600, APOSJ_26596
OG0008781	AENJA_03283	APOSJ_45089, APOSJ_45088
OG0008784	AENJA_03639	APOSJ_36659, APOSJ_36658, APOSJ_36660
OG0008786	AENJA_04275	APOSJ_55717, APOSJ_55716
OG0008789	AENJA_09108	APOSJ_00907, APOSJ_00906
OG0008790	AENJA_05031, AENJA_05032	APOSJ_62510
OG0008791	AENJA_24085	APOSJ_49818, APOSJ_25012
OG0008791	AENJA_08465, AENJA_25295, AENJA_05504, AENJA_07791, AENJA_05507	APOSJ_09070
OG0008791	AENJA_20545	APOSJ_12466
OG0008792	AENJA_05562	APOSJ_36624, APOSJ_36625, APOSJ_36626
OG0008793	AENJA_05592	APOSJ_17875, APOSJ_38699, APOSJ_42627, APOSJ_38700
OG0008794	AENJA_05734	APOSJ_07962
OG0008797	AENJA_06113	APOSJ_60809
OG0008798	AENJA_06124	APOSJ_18578, APOSJ_45667
OG0008800	AENJA_06407	APOSJ_25172
OG0008801	AENJA_06718	APOSJ_28642, APOSJ_59131
OG0008802	AENJA_06725	APOSJ_65217, APOSJ_65218
OG0008804	AENJA_06815	APOSJ_17204
OG0008805	AENJA_06865	APOSJ_01688
OG0008806	AENJA_07194	APOSJ_29809
OG0008807	AENJA_07579, AENJA_07582	APOSJ_49711, APOSJ_49713, APOSJ_49710, APOSJ_49712
OG0008810	AENJA_08241	APOSJ_26114
OG0008811	AENJA_08631	APOSJ_02766, APOSJ_02767
OG0008812	AENJA_08728	APOSJ_04022, APOSJ_04021
OG0008813	AENJA_08776	APOSJ_13190, APOSJ_55932, APOSJ_13188, APOSJ_17548, APOSJ_13189, APOSJ_13187
OG0008814	AENJA_08992	APOSJ_25424
OG0008815	AENJA_09066	APOSJ_30253, APOSJ_15172, APOSJ_15171, APOSJ_43908
OG0008817	AENJA_09251	APOSJ_18342, APOSJ_18340, APOSJ_18343, APOSJ_18339, APOSJ_18341
OG0008818	AENJA_09454	APOSJ_36137, APOSJ_36138
OG0008819	AENJA_09984, AENJA_09981, AENJA_15199	APOSJ_03932, APOSJ_46546, APOSJ_01301, APOSJ_01302, APOSJ_43634
OG0008820	AENJA_10295	APOSJ_47929
OG0008821	AENJA_11288	APOSJ_17408, APOSJ_17409
OG0008822	AENJA_11337	APOSJ_38688
OG0008823	AENJA_11424	APOSJ_07820, APOSJ_07821
OG0008824	AENJA_11564	APOSJ_23069
OG0008825	AENJA_11797, AENJA_11788	APOSJ_65275, APOSJ_65261, APOSJ_31421, APOSJ_59685, APOSJ_59686, APOSJ_15657
OG0008826	AENJA_11861	APOSJ_32645
OG0008827	AENJA_11907	APOSJ_05205, APOSJ_49879
OG0008828	AENJA_12062	APOSJ_30025
OG0008831	AENJA_12451	APOSJ_19274
OG0008832	AENJA_12665	APOSJ_24409, APOSJ_24410
OG0008833	AENJA_12892	APOSJ_41041, APOSJ_41040
OG0008834	AENJA_12899	APOSJ_61895, APOSJ_61896
OG0008835	AENJA_12987	APOSJ_20044
OG0008836	AENJA_12998	APOSJ_26495
OG0008837	AENJA_13420	APOSJ_18186
OG0008838	AENJA_13576	APOSJ_43154
OG0008840	AENJA_13926	APOSJ_38500
OG0008841	AENJA_14009	APOSJ_11282
OG0008844	AENJA_14159	APOSJ_42801
OG0008845	AENJA_14223	APOSJ_28761
OG0008847	AENJA_15154	APOSJ_29084, APOSJ_51570
OG0008848	AENJA_15357	APOSJ_22481, APOSJ_22484, APOSJ_22483, APOSJ_22482
OG0008851	AENJA_18696, AENJA_16522	APOSJ_42857, APOSJ_63555
OG0008852	AENJA_25035, AENJA_16909	APOSJ_37302
OG0008852	AENJA_23462	APOSJ_23264
OG0008853	AENJA_17015	APOSJ_23364
OG0008854	AENJA_17058	APOSJ_22913, APOSJ_51329, APOSJ_61965, APOSJ_18581, APOSJ_52359, APOSJ_52355, APOSJ_26601, APOSJ_52357, APOSJ_18580, APOSJ_51328, APOSJ_52358, APOSJ_50966, APOSJ_18582
OG0008856	AENJA_17229	APOSJ_04485, APOSJ_04486, APOSJ_63198
OG0008857	AENJA_17323, AENJA_18000	APOSJ_36373, APOSJ_36372
OG0008858	AENJA_17385	APOSJ_06523
OG0008860	AENJA_18102	APOSJ_44777, APOSJ_44776
OG0008861	AENJA_18107	APOSJ_12556
OG0008862	AENJA_18122, AENJA_18121	APOSJ_42977, APOSJ_09429, APOSJ_09430
OG0008863	AENJA_18272	APOSJ_38976, APOSJ_41860
OG0008864	AENJA_18513	APOSJ_11573, APOSJ_38657
OG0008865	AENJA_18608	APOSJ_38120, APOSJ_38119
OG0008868	AENJA_19679	APOSJ_49523, APOSJ_49522
OG0008869	AENJA_19846	APOSJ_59726, APOSJ_35028, APOSJ_58153, APOSJ_58157, APOSJ_58151
OG0008870	AENJA_20147	APOSJ_30939
OG0008871	AENJA_20500	APOSJ_49240, APOSJ_49239, APOSJ_57070, APOSJ_49241
OG0008872	AENJA_20547	APOSJ_06814
OG0008874	AENJA_21104, AENJA_21105	APOSJ_15695, APOSJ_15696
OG0008875	AENJA_21167	APOSJ_11920, APOSJ_11923, APOSJ_17749, APOSJ_11919, APOSJ_11921, APOSJ_11918, APOSJ_11924, APOSJ_11922
OG0008876	AENJA_21340	APOSJ_14344
OG0008877	AENJA_21368	APOSJ_19112, APOSJ_19111, APOSJ_19115, APOSJ_19110, APOSJ_19114, APOSJ_19113
OG0008878	AENJA_21403	APOSJ_31077
OG0008879	AENJA_21532	APOSJ_23565, APOSJ_23566
OG0008880	AENJA_21634	APOSJ_57407
OG0008881	AENJA_21661	APOSJ_42414, APOSJ_06727, APOSJ_48939, APOSJ_28702
OG0008882	AENJA_21696	APOSJ_53367, APOSJ_61150, APOSJ_53368, APOSJ_61180, APOSJ_62860, APOSJ_00179
OG0008883	AENJA_22131	APOSJ_51052, APOSJ_51053
OG0008886	AENJA_22472	APOSJ_17347, APOSJ_06467
OG0008887	AENJA_23123	APOSJ_29041, APOSJ_19685, APOSJ_49004
OG0008888	AENJA_23206	APOSJ_27751, APOSJ_27752
OG0008889	AENJA_23297	APOSJ_61581, APOSJ_37837, APOSJ_61579, APOSJ_61584
OG0008891	AENJA_24806	APOSJ_01008
OG0008892	AENJA_24831	APOSJ_37177
OG0008893	AENJA_25102	APOSJ_22498, APOSJ_22499
OG0008894	AENJA_25240	APOSJ_12074, APOSJ_12064
OG0008896	AENJA_26177	APOSJ_65181
OG0008897	AENJA_26287	APOSJ_56553
OG0008898	AENJA_26382	APOSJ_23988
OG0008899	AENJA_26437	APOSJ_30651, APOSJ_30646, APOSJ_30649, APOSJ_30648, APOSJ_30647, APOSJ_61213, APOSJ_13890, APOSJ_30652, APOSJ_61210, APOSJ_30588, APOSJ_30653, APOSJ_30577, APOSJ_30565, APOSJ_30650, APOSJ_33935, APOSJ_30569, APOSJ_30613, APOSJ_30603
OG0008900	AENJA_26512	APOSJ_24851
OG0008901	AENJA_26637	APOSJ_57335, APOSJ_57336
OG0009043	AENJA_00478	APOSJ_18030
OG0009044	AENJA_00709	APOSJ_54920
OG0009045	AENJA_00790	APOSJ_52144, APOSJ_12781, APOSJ_12784, APOSJ_15293
OG0009047	AENJA_00923	APOSJ_35241, APOSJ_35243, APOSJ_35240, APOSJ_35242
OG0009048	AENJA_01448	APOSJ_61078, APOSJ_61080, APOSJ_61079, APOSJ_61473
OG0009049	AENJA_01736	APOSJ_38698
OG0009053	AENJA_17882, AENJA_06700, AENJA_17016, AENJA_01906	APOSJ_56090, APOSJ_56092, APOSJ_34813, APOSJ_34811, APOSJ_34809, APOSJ_34810, APOSJ_34812, APOSJ_56091
OG0009057	AENJA_02709	APOSJ_12320, APOSJ_12321, APOSJ_12323, APOSJ_12322
OG0009059	AENJA_03049	APOSJ_47223, APOSJ_47219, APOSJ_27275, APOSJ_47220, APOSJ_47224, APOSJ_47222, APOSJ_47221
OG0009060	AENJA_03495	APOSJ_41341, APOSJ_27479, APOSJ_49116, APOSJ_27477, APOSJ_27481, APOSJ_27478, APOSJ_41342, APOSJ_27480, APOSJ_27476, APOSJ_59468
OG0009061	AENJA_09879, AENJA_03753	APOSJ_11112, APOSJ_11111, APOSJ_11110
OG0009062	AENJA_03997	APOSJ_25345
OG0009063	AENJA_04246	APOSJ_29109, APOSJ_51663
OG0009064	AENJA_04611	APOSJ_04271
OG0009065	AENJA_04676	APOSJ_17284, APOSJ_05491, APOSJ_05492, APOSJ_05493
OG0009066	AENJA_04891	APOSJ_25844, APOSJ_41735, APOSJ_25846, APOSJ_25842, APOSJ_31945, APOSJ_31944
OG0009067	AENJA_05140	APOSJ_22259
OG0009068	AENJA_21887, AENJA_10697, AENJA_19408	APOSJ_09936, APOSJ_10361
OG0009069	AENJA_05231	APOSJ_32581, APOSJ_32582
OG0009070	AENJA_05554	APOSJ_15659, APOSJ_15660
OG0009071	AENJA_05666	APOSJ_60035, APOSJ_47386
OG0009074	AENJA_06408	APOSJ_06617, APOSJ_06616
OG0009075	AENJA_06924	APOSJ_21564, APOSJ_37679
OG0009076	AENJA_07353	APOSJ_01911
OG0009080	AENJA_19235, AENJA_07817	APOSJ_44060, APOSJ_27962
