Orthogroup	AENJA_ok	DROME
OG0005417	AENJA_05779, AENJA_10810	DROME21749, DROME21750
OG0005421	AENJA_06253	DROME10396
OG0005422	AENJA_06255	DROME14313
OG0005424	AENJA_06338, AENJA_21977	DROME11089, DROME11088
OG0005427	AENJA_14637	DROME00646
OG0005430	AENJA_06529	DROME08640, DROME08641
OG0005431	AENJA_06544	DROME10519
OG0005432	AENJA_06561	DROME13664
OG0005433	AENJA_06729	DROME07842
OG0005434	AENJA_09460, AENJA_15763, AENJA_20812, AENJA_06733	DROME01961
OG0005436	AENJA_06786	DROME04381
OG0005437	AENJA_06816	DROME05038, DROME05039
OG0005440	AENJA_06987	DROME13146, DROME13143, DROME13144, DROME13145
OG0005441	AENJA_07020	DROME09657, DROME18854
OG0005442	AENJA_07281	DROME09304
OG0005443	AENJA_07355	DROME17086, DROME17085
OG0005445	AENJA_07490	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873
OG0005446	AENJA_07688	DROME06564
OG0005448	AENJA_07878	DROME01872
OG0005449	AENJA_07908	DROME06889
OG0005450	AENJA_07922	DROME00371, DROME00369, DROME00370
OG0005451	AENJA_08098	DROME01979
OG0005452	AENJA_08286	DROME09371
OG0005455	AENJA_08486	DROME20906
OG0005456	AENJA_08573	DROME01162
OG0005457	AENJA_08635, AENJA_22045	DROME11164
OG0005461	AENJA_08836	DROME03211
OG0005462	AENJA_08901	DROME21497
OG0005463	AENJA_08971	DROME18083
OG0005464	AENJA_09339	DROME13050
OG0005465	AENJA_09364	DROME09126
OG0005466	AENJA_09722	DROME16377
OG0005468	AENJA_10069	DROME01889
OG0005469	AENJA_10070	DROME11630
OG0005470	AENJA_10194	DROME06057
OG0005471	AENJA_10209	DROME10379
OG0005472	AENJA_10429	DROME03320, DROME03319, DROME03325, DROME05720
OG0005474	AENJA_10453, AENJA_10452	DROME12946
OG0005475	AENJA_10466	DROME17508
OG0005476	AENJA_10501	DROME18593
OG0005477	AENJA_10567	DROME20889
OG0005479	AENJA_10855	DROME10657
OG0005481	AENJA_10900	DROME09611, DROME09612
OG0005482	AENJA_10927	DROME03827, DROME18948, DROME08539
OG0005483	AENJA_10950	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042
OG0005484	AENJA_11054	DROME20358
OG0005486	AENJA_11189	DROME03539
OG0005487	AENJA_11317	DROME08183, DROME08182
OG0005488	AENJA_11403	DROME15752, DROME15753
OG0005489	AENJA_11457	DROME07861
OG0005490	AENJA_11459	DROME19466
OG0005491	AENJA_11463	DROME04711
OG0005492	AENJA_11495	DROME06578
OG0005493	AENJA_11632	DROME12922
OG0005494	AENJA_11688	DROME21649
OG0005495	AENJA_11935	DROME17019
OG0005497	AENJA_12078	DROME04924
OG0005498	AENJA_12235	DROME19676
OG0005499	AENJA_12600	DROME03401, DROME07297
OG0005500	AENJA_12668	DROME05919, DROME18022
OG0005502	AENJA_12847	DROME00912
OG0005503	AENJA_12860	DROME16857
OG0005504	AENJA_12889	DROME15054
OG0005505	AENJA_13018	DROME09144
OG0005506	AENJA_13022	DROME12679
OG0005508	AENJA_13303	DROME17492
OG0005509	AENJA_13405	DROME05301
OG0005510	AENJA_13555	DROME15194
OG0005511	AENJA_13841	DROME15312
OG0005512	AENJA_13902	DROME15424, DROME15423
OG0005513	AENJA_19987	DROME21296, DROME09467
OG0005514	AENJA_14445	DROME04631
OG0005516	AENJA_14784	DROME19606
OG0005517	AENJA_15131	DROME19919
OG0005518	AENJA_15163	DROME14670
OG0005519	AENJA_15201	DROME18312
OG0005521	AENJA_15339	DROME16855, DROME16854
OG0005523	AENJA_15391	DROME17840
OG0005524	AENJA_15449	DROME11985
OG0005525	AENJA_15511	DROME19467
OG0005527	AENJA_15756	DROME06165
OG0005528	AENJA_15757	DROME12253
OG0005529	AENJA_15872	DROME06637, DROME06638
OG0005531	AENJA_16185	DROME06302
OG0005533	AENJA_16223	DROME05452
OG0005535	AENJA_16599	DROME21244
OG0005536	AENJA_16696	DROME18846
OG0005537	AENJA_17179	DROME13170
OG0005538	AENJA_17186	DROME17495, DROME17493, DROME17494
OG0005539	AENJA_17548	DROME00462, DROME00460, DROME02960
OG0005541	AENJA_17867	DROME13352
OG0005543	AENJA_18313	DROME01740, DROME17862, DROME17863
OG0005545	AENJA_18372	DROME05987
OG0005546	AENJA_18375	DROME05705
OG0005550	AENJA_18551	DROME07358
OG0005551	AENJA_18682	DROME07232, DROME17410
OG0005553	AENJA_18692	DROME10357
OG0005554	AENJA_18804	DROME19929, DROME19930
OG0005556	AENJA_18935	DROME08193
OG0005557	AENJA_18936	DROME17083
OG0005558	AENJA_19047	DROME10652
OG0005559	AENJA_19056	DROME11663
OG0005560	AENJA_19248	DROME07606, DROME07948
OG0005561	AENJA_19485	DROME09536
OG0005562	AENJA_19601	DROME16835
OG0005563	AENJA_19676	DROME12068
OG0005565	AENJA_19800	DROME07683, DROME07684
OG0005566	AENJA_19875	DROME17778, DROME19582, DROME08765
OG0005569	AENJA_20459	DROME06020
OG0005570	AENJA_20636	DROME12597
OG0005572	AENJA_20678	DROME12985
OG0005573	AENJA_20903	DROME00274, DROME00275
OG0005574	AENJA_21165	DROME07973
OG0005575	AENJA_21248	DROME07769
OG0005576	AENJA_21641	DROME00716, DROME00717
OG0005577	AENJA_21730	DROME13949, DROME13950
OG0005578	AENJA_21767	DROME13162
OG0005579	AENJA_21818	DROME01286
OG0005580	AENJA_21973	DROME06425
OG0005581	AENJA_22130	DROME15143
OG0005582	AENJA_22257	DROME17006
OG0005586	AENJA_22676	DROME01782
OG0005587	AENJA_22680	DROME13836
OG0005588	AENJA_22691	DROME02584
OG0005589	AENJA_22696	DROME13235
OG0005590	AENJA_22743	DROME20583
OG0005592	AENJA_22823	DROME20112
OG0005594	AENJA_22998	DROME19266
OG0005595	AENJA_23087	DROME10967
OG0005596	AENJA_23124	DROME08093, DROME06032
OG0005597	AENJA_23387	DROME01657
OG0005598	AENJA_23392	DROME14004
OG0005599	AENJA_23484	DROME21243
OG0005603	AENJA_23595	DROME13173, DROME13174, DROME13175
OG0005604	AENJA_23601, AENJA_23600	DROME06435
OG0005605	AENJA_23709	DROME13674
OG0005607	AENJA_23747	DROME16439, DROME16438
OG0005609	AENJA_24199	DROME05252, DROME05251
OG0005610	AENJA_24729	DROME17081, DROME17082
OG0005611	AENJA_24774	DROME09603, DROME09604
OG0005613	AENJA_24898	DROME01648
OG0005614	AENJA_24899	DROME18745
OG0005615	AENJA_25140	DROME05560
OG0005616	AENJA_25171	DROME12151
OG0005617	AENJA_25373	DROME14239
OG0005618	AENJA_25599	DROME05739
OG0005619	AENJA_25618	DROME08173
OG0005620	AENJA_25760	DROME18122, DROME18121, DROME18124, DROME18123
OG0005622	AENJA_25969	DROME01204
OG0005623	AENJA_26090	DROME00550
OG0005625	AENJA_26239	DROME16840
OG0005626	AENJA_26279	DROME01163, DROME01164
OG0005627	AENJA_26410	DROME05020
OG0005628	AENJA_26422	DROME08416
OG0005629	AENJA_26440	DROME11049
OG0005631	AENJA_26768	DROME17841
OG0005632	AENJA_26780	DROME10651
OG0005633	AENJA_26782	DROME17761
OG0005681	AENJA_00039, AENJA_26565	DROME00945
OG0005685	AENJA_00160	DROME08832
OG0005690	AENJA_00316	DROME04761
OG0005692	AENJA_00419	DROME13230
OG0005694	AENJA_08020	DROME13864, DROME13863
OG0005696	AENJA_00573	DROME11286
OG0005697	AENJA_01634, AENJA_00905	DROME17682
OG0005698	AENJA_00928	DROME09665
OG0005700	AENJA_05332, AENJA_00969, AENJA_00970, AENJA_08621	DROME09873
OG0005702	AENJA_01004	DROME10890
OG0005703	AENJA_01041	DROME19473
OG0005704	AENJA_01067	DROME03784, DROME03785
OG0005707	AENJA_01197	DROME15744, DROME15745
OG0005708	AENJA_01487	DROME14710
OG0005710	AENJA_01723	DROME07052
OG0005712	AENJA_01759	DROME16333, DROME16334
OG0005714	AENJA_02013	DROME20712, DROME20711, DROME20713
OG0005715	AENJA_02021	DROME18763, DROME18764, DROME18762
OG0005717	AENJA_02389	DROME06471
OG0005718	AENJA_02397	DROME16901, DROME15117, DROME15116, DROME13404
OG0005719	AENJA_02576, AENJA_21883, AENJA_16676, AENJA_06368, AENJA_14184, AENJA_03800, AENJA_16113	DROME19860
OG0005721	AENJA_02598	DROME00178
OG0005723	AENJA_02860	DROME17035
OG0005724	AENJA_02979	DROME03509, DROME03507
OG0005725	AENJA_03017	DROME09268
OG0005726	AENJA_03045	DROME08962
OG0005727	AENJA_03263	DROME20877
OG0005728	AENJA_03321	DROME04547
OG0005729	AENJA_03373	DROME00800
OG0005731	AENJA_03387	DROME03369
OG0005732	AENJA_03425	DROME03588
OG0005733	AENJA_03533, AENJA_24608	DROME14541, DROME14542, DROME10332
OG0005734	AENJA_03577	DROME21588, DROME04119
OG0005735	AENJA_03701	DROME09661, DROME09662, DROME09660
OG0005737	AENJA_18620, AENJA_04083	DROME06704
OG0005738	AENJA_04092	DROME09090, DROME09091, DROME09093, DROME09092
OG0005740	AENJA_04242	DROME12219, DROME12220
OG0005741	AENJA_04268	DROME10077
OG0005742	AENJA_04450	DROME15851
OG0005744	AENJA_04466, AENJA_23925	DROME21042, DROME21041, DROME13505
OG0005746	AENJA_04525	DROME19187
OG0005747	AENJA_04612	DROME12400
OG0005748	AENJA_04616	DROME17506
OG0005749	AENJA_04691	DROME00192
OG0005750	AENJA_04732	DROME14187
OG0005751	AENJA_05026	DROME11468
OG0005752	AENJA_05094, AENJA_05157	DROME20074
OG0005755	AENJA_05404	DROME09852
OG0005758	AENJA_05774	DROME02962
OG0005759	AENJA_05846, AENJA_24843	DROME06016
OG0005760	AENJA_06152	DROME05727, DROME05728, DROME05730, DROME05729
OG0005761	AENJA_06105	DROME18137, DROME18138
OG0005762	AENJA_06148	DROME15581
OG0005764	AENJA_06405	DROME08532
OG0005765	AENJA_06646	DROME14596
OG0005766	AENJA_06695	DROME09826, DROME09825, DROME09827
OG0005769	AENJA_06901	DROME03529, DROME03528
OG0005770	AENJA_07018	DROME01271, DROME01270
OG0005771	AENJA_07025	DROME11559
OG0005772	AENJA_07036	DROME11383
OG0005774	AENJA_07195	DROME03197
OG0005775	AENJA_07400	DROME14248, DROME03634
OG0005776	AENJA_07415, AENJA_09497	DROME05892
OG0005777	AENJA_07504	DROME12481
OG0005778	AENJA_07776	DROME21770, DROME21769, DROME21768, DROME21767
OG0005779	AENJA_22397, AENJA_07902	DROME08845
OG0005783	AENJA_08164	DROME16358
OG0005784	AENJA_08165	DROME20576
OG0005787	AENJA_08283	DROME16644, DROME18583
OG0005788	AENJA_08440	DROME01890
OG0005789	AENJA_08496	DROME02052
OG0005790	AENJA_08673	DROME02319
OG0005791	AENJA_08706	DROME09196, DROME09195
OG0005792	AENJA_08731	DROME04031
OG0005793	AENJA_08802	DROME13741
OG0005794	AENJA_08842	DROME20570
OG0005795	AENJA_08944	DROME00921
OG0005796	AENJA_09063	DROME21579
OG0005797	AENJA_09169	DROME13677
OG0005798	AENJA_09182	DROME00436
OG0005799	AENJA_09278	DROME17772
OG0005800	AENJA_09323	DROME14692
OG0005801	AENJA_09343	DROME20251, DROME13442
OG0005802	AENJA_09405	DROME18658
OG0005803	AENJA_09439	DROME06804
OG0005804	AENJA_09584	DROME00221
OG0005805	AENJA_09663, AENJA_12528	DROME18523
OG0005807	AENJA_09729	DROME15016
OG0005808	AENJA_09894	DROME15577
OG0005811	AENJA_10118	DROME15005, DROME15004
OG0005812	AENJA_10119	DROME17684
OG0005813	AENJA_10290	DROME18740, DROME18739, DROME08278
OG0005814	AENJA_10306	DROME21970
OG0005815	AENJA_10315	DROME17829
OG0005817	AENJA_10375	DROME00446
OG0005818	AENJA_10465	DROME21049
OG0005819	AENJA_10488	DROME10881
OG0005821	AENJA_10736	DROME18765
OG0005822	AENJA_10737	DROME00384
OG0005823	AENJA_10752	DROME16943
OG0005824	AENJA_10964	DROME14993
OG0005827	AENJA_11174	DROME03179
OG0005827	AENJA_12910	DROME18655
OG0005829	AENJA_11289	DROME17916, DROME17917, DROME17918
OG0005830	AENJA_11338	DROME09394
OG0005831	AENJA_11339	DROME02056
OG0005832	AENJA_11664	DROME03903
OG0005833	AENJA_11697	DROME14025
OG0005834	AENJA_11853	DROME09861, DROME09860
OG0005835	AENJA_12042	DROME10113
OG0005836	AENJA_12074	DROME02540
OG0005837	AENJA_12096	DROME19685
OG0005840	AENJA_12314	DROME12810, DROME12811
OG0005842	AENJA_12408	DROME03001
OG0005843	AENJA_12497	DROME07738
OG0005845	AENJA_14043, AENJA_12673	DROME12524
OG0005846	AENJA_12707	DROME18114
OG0005847	AENJA_12923	DROME12864
OG0005848	AENJA_12933	DROME17120
OG0005849	AENJA_12988	DROME15063, DROME15062
OG0005850	AENJA_12991	DROME15741, DROME15742
OG0005851	AENJA_13020	DROME06389, DROME06388
OG0005853	AENJA_13254	DROME18489, DROME18488
OG0005857	AENJA_13419	DROME13133, DROME13132
OG0005858	AENJA_13515	DROME10288, DROME10287
OG0005859	AENJA_13669	DROME01874
OG0005860	AENJA_13676	DROME13592
OG0005861	AENJA_13696	DROME20036
OG0005863	AENJA_13758	DROME00631
OG0005864	AENJA_13906	DROME21983
OG0005865	AENJA_14069	DROME21095
OG0005866	AENJA_14163	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050
OG0005867	AENJA_14181	DROME18293
OG0005869	AENJA_14469	DROME01674
OG0005870	AENJA_14501	DROME19873
OG0005871	AENJA_21214, AENJA_14547	DROME05632, DROME05631
OG0005872	AENJA_14877	DROME00389
OG0005874	AENJA_14913	DROME03501
OG0005875	AENJA_14993	DROME06773
OG0005877	AENJA_15390	DROME06392
OG0005878	AENJA_15477	DROME19123
OG0005879	AENJA_15537	DROME20321
OG0005880	AENJA_15552	DROME17652, DROME17653
OG0005883	AENJA_15775	DROME19395
OG0005884	AENJA_15785	DROME08061
OG0005886	AENJA_16124	DROME01867
OG0005888	AENJA_16421	DROME16104
OG0005889	AENJA_16715	DROME14304, DROME07617
OG0005890	AENJA_16817	DROME19088
OG0005891	AENJA_16932	DROME11287
OG0005892	AENJA_17176	DROME10375, DROME10374
OG0005893	AENJA_17245	DROME16783
OG0005894	AENJA_17246	DROME11886
OG0005895	AENJA_17367	DROME02103
OG0005896	AENJA_17573	DROME06811
OG0005897	AENJA_17702	DROME19090
OG0005898	AENJA_17852	DROME06116
OG0005899	AENJA_18115	DROME02184
OG0005901	AENJA_18246	DROME08624
OG0005902	AENJA_18247	DROME12748
OG0005903	AENJA_18309	DROME19765
OG0005904	AENJA_18358	DROME00138
OG0005905	AENJA_18512	DROME08071
OG0005906	AENJA_18627	DROME04737, DROME04735, DROME04736
OG0005909	AENJA_18683	DROME01192
OG0005914	AENJA_18992	DROME08503, DROME08502
OG0005919	AENJA_20070	DROME03002
OG0005921	AENJA_20303	DROME05740
OG0005922	AENJA_20511	DROME13644, DROME13643
OG0005923	AENJA_20557	DROME01141, DROME01142
OG0005925	AENJA_20679	DROME01094
OG0005926	AENJA_20822	DROME12066, DROME12065
OG0005928	AENJA_20891	DROME02019
OG0005929	AENJA_20893	DROME01196
OG0005931	AENJA_21193	DROME08847
OG0005932	AENJA_21195	DROME15731
OG0005933	AENJA_21408	DROME19096, DROME19097
OG0005936	AENJA_21972	DROME12077
OG0005937	AENJA_22276	DROME14657
OG0005938	AENJA_22341	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752
OG0005940	AENJA_22657	DROME18687
OG0005941	AENJA_22811	DROME14278
OG0005942	AENJA_22877	DROME17395
OG0005943	AENJA_22968	DROME01109
OG0005944	AENJA_23015	DROME21720
OG0005946	AENJA_23033	DROME15326
OG0005949	AENJA_23232	DROME10426
OG0005950	AENJA_23330	DROME10950
OG0005952	AENJA_23383, AENJA_26242	DROME19643
OG0005953	AENJA_23477	DROME11680
OG0005957	AENJA_23785	DROME02682, DROME02681, DROME02683, DROME02684
OG0005960	AENJA_24360	DROME11094, DROME11095
OG0005963	AENJA_24444	DROME00894
OG0005965	AENJA_24829	DROME15552
OG0005966	AENJA_24862	DROME04950
OG0005967	AENJA_24863	DROME16596, DROME14482
OG0005968	AENJA_25169	DROME21030, DROME16013, DROME08290
OG0005969	AENJA_25218	DROME08256, DROME08257
OG0005970	AENJA_25251	DROME13325
OG0005972	AENJA_25446	DROME16733
OG0005973	AENJA_25486	DROME03261
OG0005974	AENJA_25677	DROME09177
OG0005975	AENJA_25725	DROME01949
OG0005976	AENJA_25735	DROME19287
OG0005977	AENJA_25803	DROME08531
OG0005978	AENJA_25870	DROME03284
OG0005980	AENJA_26209	DROME21461
OG0005981	AENJA_26250	DROME05700
OG0005982	AENJA_26388	DROME01959
OG0005984	AENJA_26630	DROME20805
OG0005985	AENJA_26651, AENJA_26654	DROME12892
OG0005986	AENJA_26777	DROME07616
OG0005987	AENJA_26832	DROME16681
OG0006059	AENJA_07337, AENJA_00150	DROME07767
OG0006061	AENJA_00325	DROME04698
OG0006062	AENJA_15436, AENJA_00551	DROME04067
OG0006063	AENJA_00605	DROME20838
OG0006064	AENJA_00650	DROME01128
OG0006065	AENJA_00665	DROME06304
OG0006066	AENJA_00700	DROME20062
OG0006069	AENJA_00843	DROME20187
OG0006070	AENJA_00972	DROME16601, DROME16602
OG0006072	AENJA_01191	DROME01673
OG0006073	AENJA_01226	DROME14553
OG0006074	AENJA_01259	DROME19848
OG0006077	AENJA_01382	DROME09385
OG0006078	AENJA_22396, AENJA_01409	DROME02001
OG0006079	AENJA_01432	DROME02616
OG0006081	AENJA_01461, AENJA_19612	DROME14279
OG0006085	AENJA_01649	DROME12364
OG0006087	AENJA_01889	DROME12774
OG0006090	AENJA_02180	DROME09888, DROME09890, DROME09891, DROME09889
OG0006094	AENJA_02642	DROME09863, DROME00849, DROME00848
OG0006095	AENJA_02769	DROME21969
OG0006096	AENJA_23191	DROME21245
OG0006098	AENJA_02992	DROME05931
OG0006099	AENJA_03036	DROME11739
OG0006100	AENJA_03050	DROME05018
OG0006101	AENJA_03058	DROME04360
OG0006102	AENJA_03107	DROME01980
OG0006103	AENJA_03372	DROME10210
OG0006104	AENJA_03385	DROME15737
OG0006106	AENJA_03554	DROME20870
OG0006108	AENJA_03797	DROME09376
OG0006111	AENJA_03939	DROME12496
OG0006113	AENJA_03955	DROME04342
OG0006115	AENJA_09142, AENJA_04130	DROME16296
OG0006116	AENJA_04216	DROME02301, DROME02300
OG0006117	AENJA_04248	DROME10279
OG0006118	AENJA_04258	DROME20483
OG0006119	AENJA_04315	DROME12941
OG0006120	AENJA_04316	DROME13128, DROME13130, DROME13129
OG0006121	AENJA_04319	DROME18148
OG0006122	AENJA_04504	DROME00796
OG0006123	AENJA_04576	DROME16430
OG0006124	AENJA_05000, AENJA_19597	DROME13739
OG0006125	AENJA_05020	DROME02053
OG0006127	AENJA_05400	DROME03260
OG0006128	AENJA_05402	DROME07922
OG0006129	AENJA_05595	DROME09781
OG0006130	AENJA_05623	DROME17498, DROME17499
OG0006131	AENJA_05907	DROME15971
OG0006132	AENJA_05951	DROME06118
OG0006133	AENJA_06147	DROME07717
OG0006134	AENJA_06166	DROME13718
OG0006135	AENJA_06474	DROME08697
OG0006136	AENJA_06518	DROME10851
OG0006137	AENJA_06532	DROME09569
OG0006140	AENJA_06694	DROME15748
OG0006141	AENJA_06732	DROME18067, DROME07431
OG0006144	AENJA_06817	DROME00549
OG0006145	AENJA_07241	DROME11050
OG0006148	AENJA_07759	DROME10799
OG0006151	AENJA_07811	DROME20478
OG0006152	AENJA_08046	DROME08871
OG0006155	AENJA_10680, AENJA_08285	DROME18085
OG0006156	AENJA_08334	DROME10247
OG0006159	AENJA_08791	DROME13858
OG0006160	AENJA_08921	DROME03637
OG0006161	AENJA_08974	DROME18089, DROME18090, DROME18088
OG0006164	AENJA_09092	DROME09119
OG0006168	AENJA_09279	DROME15944, DROME18911
OG0006169	AENJA_09311	DROME10283
OG0006170	AENJA_09322	DROME14914
OG0006171	AENJA_09363, AENJA_13246	DROME09393
OG0006176	AENJA_10255	DROME04325
OG0006179	AENJA_10561	DROME10214
OG0006180	AENJA_10861	DROME17033
OG0006181	AENJA_10967	DROME14871
OG0006182	AENJA_10981	DROME01649
OG0006183	AENJA_10999	DROME14997
OG0006184	AENJA_11002	DROME06994, DROME06993
OG0006185	AENJA_11023	DROME15598
OG0006186	AENJA_11147	DROME01316
OG0006187	AENJA_11209	DROME00876
OG0006188	AENJA_11273	DROME00301
OG0006191	AENJA_11447	DROME00877, DROME00878
OG0006192	AENJA_11677	DROME00106
OG0006193	AENJA_11737	DROME02189
OG0006195	AENJA_11917	DROME11802, DROME11801
OG0006199	AENJA_12139	DROME19122
OG0006200	AENJA_12153	DROME03216, DROME03215
OG0006202	AENJA_12367	DROME06452, DROME06451
OG0006204	AENJA_12686	DROME02906
OG0006206	AENJA_12805	DROME19558
OG0006208	AENJA_13009	DROME15732
OG0006209	AENJA_13087	DROME01562
OG0006210	AENJA_13227	DROME19094
OG0006211	AENJA_13228	DROME17799, DROME17798, DROME17797
OG0006212	AENJA_13615	DROME12458
OG0006213	AENJA_13784	DROME10052
OG0006214	AENJA_13793	DROME05227
OG0006216	AENJA_13923	DROME02380
OG0006217	AENJA_14066	DROME19224
OG0006220	AENJA_14611	DROME10027
OG0006224	AENJA_15254	DROME18810
OG0006226	AENJA_15385	DROME08310
OG0006227	AENJA_15421	DROME03457
OG0006228	AENJA_15504	DROME12195, DROME12196, DROME12194, DROME12193
OG0006229	AENJA_15614	DROME16720
OG0006230	AENJA_15684	DROME05693
OG0006231	AENJA_15837	DROME06401, DROME06402, DROME06407
OG0006232	AENJA_15886	DROME06119
OG0006233	AENJA_15946	DROME13881
OG0006234	AENJA_16010	DROME22062, DROME22061
OG0006235	AENJA_16141	DROME20311
OG0006238	AENJA_16302	DROME09754
OG0006239	AENJA_16437	DROME10114
OG0006240	AENJA_16454	DROME19140, DROME08600
OG0006241	AENJA_25133	DROME06012
OG0006242	AENJA_16693	DROME07675, DROME07676
OG0006243	AENJA_16698	DROME14457
OG0006244	AENJA_16795	DROME17166, DROME17165
OG0006245	AENJA_16829	DROME02108, DROME02107
OG0006246	AENJA_17039	DROME19004
OG0006247	AENJA_17041	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	AENJA_17259	DROME03264
OG0006249	AENJA_17261	DROME20245
OG0006250	AENJA_17439	DROME17023
OG0006251	AENJA_17441	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	AENJA_17640	DROME10801
OG0006258	AENJA_17969	DROME18180, DROME18181, DROME18179
OG0006259	AENJA_18025	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	AENJA_18129	DROME16552
OG0006262	AENJA_18244	DROME05994
OG0006263	AENJA_18245	DROME01003
OG0006264	AENJA_18267	DROME01178
OG0006265	AENJA_18276	DROME08925, DROME08926
OG0006267	AENJA_18383	DROME04482
OG0006268	AENJA_18487, AENJA_18486	DROME16986
OG0006270	AENJA_18694	DROME07884
OG0006271	AENJA_18740	DROME13584
OG0006273	AENJA_18828	DROME19288, DROME09384, DROME20348
OG0006275	AENJA_19065	DROME11545
OG0006277	AENJA_19169	DROME15668
OG0006278	AENJA_19171	DROME09293
OG0006279	AENJA_19295	DROME05154
OG0006280	AENJA_19369	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	AENJA_19582, AENJA_19578	DROME21723, DROME21724
OG0006283	AENJA_19606	DROME18093
OG0006284	AENJA_19713	DROME06978
OG0006285	AENJA_19755	DROME05155
OG0006286	AENJA_19771	DROME20409
OG0006287	AENJA_19814	DROME15138
OG0006288	AENJA_19866	DROME00223
OG0006289	AENJA_19932	DROME05895
OG0006290	AENJA_20061	DROME15754
OG0006291	AENJA_20076	DROME16421
OG0006292	AENJA_20113	DROME00480, DROME00481
OG0006293	AENJA_20143	DROME15892
OG0006294	AENJA_20284	DROME17637
OG0006295	AENJA_20394	DROME09339
OG0006296	AENJA_20618	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	AENJA_20620	DROME14064
OG0006298	AENJA_20776	DROME10104, DROME10103
OG0006301	AENJA_20996, AENJA_20997	DROME14417, DROME14418
OG0006302	AENJA_21163	DROME11859
OG0006305	AENJA_21522	DROME20608
OG0006306	AENJA_21664	DROME06607
OG0006308	AENJA_21750	DROME01926
OG0006309	AENJA_21854	DROME22059, DROME22060
OG0006311	AENJA_21861	DROME09053
OG0006313	AENJA_21937	DROME09638
OG0006315	AENJA_22252	DROME12826
OG0006318	AENJA_22571	DROME09391
OG0006319	AENJA_22630	DROME00483, DROME00484
OG0006321	AENJA_22824	DROME00074
OG0006322	AENJA_22831	DROME19674
OG0006323	AENJA_22914	DROME00186
OG0006328	AENJA_22997	DROME04072
OG0006329	AENJA_23040	DROME06117
OG0006330	AENJA_23067	DROME21856, DROME21857
OG0006331	AENJA_23112	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	AENJA_23127	DROME01006
OG0006333	AENJA_23164	DROME05697
OG0006334	AENJA_23288	DROME04357
OG0006339	AENJA_23637, AENJA_24037	DROME19031, DROME19030
OG0006340	AENJA_23711	DROME02471
OG0006341	AENJA_23741, AENJA_25917	DROME06095
OG0006344	AENJA_23992	DROME11878
OG0006345	AENJA_24082, AENJA_24083	DROME01528
OG0006346	AENJA_24338	DROME16623
OG0006347	AENJA_24626	DROME18372, DROME18373
OG0006350	AENJA_25064	DROME10882
OG0006351	AENJA_25123	DROME17575
OG0006352	AENJA_25150	DROME15718
OG0006353	AENJA_25212	DROME00751
OG0006355	AENJA_25525	DROME00424
OG0006356	AENJA_25547	DROME02890
OG0006358	AENJA_25645	DROME03318, DROME03317
OG0006359	AENJA_25669	DROME01311
OG0006360	AENJA_25814	DROME19840
OG0006362	AENJA_25951	DROME11093
OG0006363	AENJA_26238	DROME07012
OG0006364	AENJA_26381	DROME14912
OG0006365	AENJA_26404	DROME21616, DROME21617
OG0006442	AENJA_00020	DROME16371
OG0006443	AENJA_00055	DROME16038
OG0006447	AENJA_00097	DROME10748
OG0006448	AENJA_00147	DROME21414
OG0006449	AENJA_00161	DROME03272
OG0006454	AENJA_00458	DROME19164
OG0006456	AENJA_18569, AENJA_00534	DROME00779
OG0006458	AENJA_00698	DROME10373
OG0006459	AENJA_00708	DROME10282
OG0006460	AENJA_00719	DROME15064
OG0006461	AENJA_00796	DROME01188
OG0006462	AENJA_00971	DROME01832
OG0006463	AENJA_00994	DROME10850
OG0006464	AENJA_01149	DROME15553
OG0006465	AENJA_01262	DROME04025
OG0006469	AENJA_01523	DROME02304
OG0006470	AENJA_01586	DROME05726, DROME05725
OG0006471	AENJA_01591	DROME03198
OG0006472	AENJA_01675	DROME01113
OG0006474	AENJA_01839	DROME18594
OG0006475	AENJA_02093	DROME11340, DROME11339
OG0006476	AENJA_02142	DROME02188
OG0006477	AENJA_02248	DROME16299
OG0006478	AENJA_02289	DROME10803
OG0006479	AENJA_02378	DROME03631
OG0006480	AENJA_02386	DROME15425, DROME15426
OG0006481	AENJA_02402	DROME02142, DROME01455
OG0006482	AENJA_19144, AENJA_02493	DROME21719
OG0006483	AENJA_02646	DROME04426
OG0006485	AENJA_02849	DROME17756
OG0006487	AENJA_02956	DROME20891
OG0006488	AENJA_03064	DROME14000
OG0006490	AENJA_03091	DROME17521
OG0006491	AENJA_03152	DROME09727
OG0006492	AENJA_03167	DROME19565, DROME19566
OG0006494	AENJA_03322	DROME13014
OG0006497	AENJA_03829	DROME11986
OG0006498	AENJA_03890	DROME00774
OG0006500	AENJA_04169	DROME02408
OG0006501	AENJA_04172	DROME07620
OG0006504	AENJA_16898, AENJA_04416	DROME01726
OG0006505	AENJA_04476	DROME19279
