Orthogroup	AENJA_ok	SACKO_ok
OG0006992	AENJA_16070	SACKO_25684
OG0006993	AENJA_12848	SACKO_10563
OG0006994	AENJA_12854	SACKO_07891
OG0006995	AENJA_12859	SACKO_20027
OG0006996	AENJA_12897	SACKO_03142
OG0006997	AENJA_12913	SACKO_23615
OG0006998	AENJA_12939	SACKO_08038
OG0006999	AENJA_12940	SACKO_08484
OG0007000	AENJA_13108	SACKO_25797
OG0007001	AENJA_13134	SACKO_30491
OG0007002	AENJA_13189	SACKO_25761, SACKO_25783
OG0007003	AENJA_13349	SACKO_04932
OG0007004	AENJA_13352	SACKO_23027
OG0007005	AENJA_13425	SACKO_29350
OG0007006	AENJA_13467	SACKO_04533
OG0007007	AENJA_13468	SACKO_10810
OG0007008	AENJA_25860, AENJA_13633	SACKO_07810
OG0007009	AENJA_13674	SACKO_08522
OG0007010	AENJA_13687	SACKO_15717
OG0007011	AENJA_13688	SACKO_30640, SACKO_30612
OG0007012	AENJA_13835	SACKO_31857
OG0007013	AENJA_13842	SACKO_28712
OG0007014	AENJA_13912	SACKO_30465
OG0007015	AENJA_13940	SACKO_30224
OG0007016	AENJA_14164	SACKO_32125
OG0007017	AENJA_14235	SACKO_26693
OG0007018	AENJA_14287	SACKO_22032
OG0007019	AENJA_14311	SACKO_00988
OG0007020	AENJA_14431	SACKO_06133
OG0007021	AENJA_14523	SACKO_33492
OG0007022	AENJA_14634	SACKO_04163
OG0007023	AENJA_14641	SACKO_25489
OG0007024	AENJA_14840	SACKO_26052
OG0007025	AENJA_14969	SACKO_10243
OG0007026	AENJA_15107	SACKO_08329
OG0007027	AENJA_15130	SACKO_23731
OG0007028	AENJA_15287	SACKO_15050
OG0007029	AENJA_15661	SACKO_32173
OG0007030	AENJA_15706	SACKO_29671
OG0007031	AENJA_15746	SACKO_30864
OG0007032	AENJA_15768	SACKO_30433
OG0007033	AENJA_15780	SACKO_06084
OG0007034	AENJA_15916	SACKO_14166
OG0007035	AENJA_15945	SACKO_32713
OG0007036	AENJA_15980	SACKO_26758
OG0007037	AENJA_16026	SACKO_15416
OG0007038	AENJA_16109	SACKO_13342
OG0007039	AENJA_16125	SACKO_22213
OG0007040	AENJA_16156	SACKO_25776
OG0007041	AENJA_16190	SACKO_13275
OG0007042	AENJA_16299	SACKO_29304
OG0007043	AENJA_19281, AENJA_16342	SACKO_16636
OG0007044	AENJA_16556	SACKO_11609
OG0007045	AENJA_16721	SACKO_06007
OG0007046	AENJA_16840	SACKO_31329
OG0007047	AENJA_16899	SACKO_28516
OG0007048	AENJA_16937	SACKO_28782
OG0007049	AENJA_17013	SACKO_12577
OG0007050	AENJA_17182	SACKO_00112
OG0007051	AENJA_17285	SACKO_15137
OG0007053	AENJA_17379	SACKO_13932
OG0007054	AENJA_17391, AENJA_19911	SACKO_18200
OG0007055	AENJA_17474	SACKO_25420, SACKO_30832
OG0007056	AENJA_17650	SACKO_00713
OG0007057	AENJA_17685	SACKO_13231
OG0007058	AENJA_17757	SACKO_19922
OG0007059	AENJA_17918	SACKO_11009
OG0007060	AENJA_18050	SACKO_27290
OG0007061	AENJA_18086	SACKO_33581
OG0007062	AENJA_18177	SACKO_09547
OG0007063	AENJA_18189	SACKO_33318
OG0007064	AENJA_18220	SACKO_21433
OG0007065	AENJA_18236	SACKO_12649
OG0007066	AENJA_18310	SACKO_33465
OG0007067	AENJA_18344	SACKO_01934
OG0007068	AENJA_18386	SACKO_05837
OG0007069	AENJA_18431	SACKO_17925
OG0007072	AENJA_18830	SACKO_32085
OG0007073	AENJA_18861	SACKO_04610
OG0007074	AENJA_19061	SACKO_29343
OG0007075	AENJA_19073	SACKO_02014
OG0007076	AENJA_19406	SACKO_08115
OG0007077	AENJA_19554	SACKO_10592
OG0007078	AENJA_19777	SACKO_30890
OG0007079	AENJA_19825	SACKO_29667
OG0007080	AENJA_19826	SACKO_23229
OG0007081	AENJA_19829	SACKO_11465
OG0007082	AENJA_19832	SACKO_33313
OG0007083	AENJA_20083	SACKO_28525
OG0007084	AENJA_20378	SACKO_17427
OG0007085	AENJA_20429	SACKO_22838
OG0007086	AENJA_20436	SACKO_10845
OG0007087	AENJA_20498	SACKO_06491
OG0007088	AENJA_20551	SACKO_28546
OG0007089	AENJA_20594	SACKO_08418
OG0007090	AENJA_20659	SACKO_33532
OG0007091	AENJA_23355, AENJA_20692	SACKO_20838
OG0007092	AENJA_20784	SACKO_03845
OG0007093	AENJA_20890	SACKO_22444
OG0007094	AENJA_20950	SACKO_20466
OG0007095	AENJA_21007	SACKO_23495
OG0007096	AENJA_21049	SACKO_07898
OG0007097	AENJA_21089	SACKO_29405
OG0007098	AENJA_21303	SACKO_16364
OG0007099	AENJA_21375	SACKO_06122
OG0007100	AENJA_21409	SACKO_14090
OG0007103	AENJA_21675	SACKO_14137
OG0007104	AENJA_21723	SACKO_19248
OG0007106	AENJA_21772	SACKO_10813
OG0007107	AENJA_21819	SACKO_33356
OG0007108	AENJA_21851	SACKO_31265, SACKO_29706
OG0007109	AENJA_22004	SACKO_32182
OG0007111	AENJA_22302	SACKO_25764
OG0007112	AENJA_22684	SACKO_08725
OG0007113	AENJA_22726	SACKO_02848
OG0007114	AENJA_22816	SACKO_26820
OG0007115	AENJA_22820	SACKO_32108
OG0007116	AENJA_22885	SACKO_02239
OG0007117	AENJA_23028	SACKO_02391
OG0007118	AENJA_23161	SACKO_25201
OG0007119	AENJA_23375	SACKO_25634
OG0007120	AENJA_23378	SACKO_14961
OG0007121	AENJA_23568	SACKO_15333
OG0007122	AENJA_23581	SACKO_19303
OG0007124	AENJA_23735	SACKO_01895
OG0007125	AENJA_23965	SACKO_07204
OG0007126	AENJA_24234	SACKO_06089
OG0007127	AENJA_24302	SACKO_10394
OG0007128	AENJA_24308	SACKO_24044
OG0007129	AENJA_24361	SACKO_30192
OG0007130	AENJA_24363	SACKO_32058
OG0007131	AENJA_24469	SACKO_20356
OG0007132	AENJA_24649	SACKO_28911
OG0007133	AENJA_24825	SACKO_04847
OG0007134	AENJA_24826	SACKO_04090, SACKO_04099
OG0007135	AENJA_25007	SACKO_15516
OG0007136	AENJA_25014	SACKO_32443
OG0007137	AENJA_25069	SACKO_25595
OG0007138	AENJA_25134	SACKO_09225
OG0007139	AENJA_25183	SACKO_05472
OG0007140	AENJA_25250	SACKO_27577
OG0007141	AENJA_25287	SACKO_27200
OG0007142	AENJA_25343	SACKO_04323
OG0007143	AENJA_25363	SACKO_00838
OG0007144	AENJA_25491	SACKO_09057
OG0007145	AENJA_25560	SACKO_30883
OG0007146	AENJA_25582	SACKO_33294
OG0007147	AENJA_25613	SACKO_04639
OG0007149	AENJA_25859	SACKO_09858
OG0007150	AENJA_26056	SACKO_30213
OG0007151	AENJA_26211	SACKO_10702, SACKO_10705
OG0007152	AENJA_26373	SACKO_17769
OG0007153	AENJA_26504	SACKO_33991
OG0007154	AENJA_26509	SACKO_12031
OG0007155	AENJA_26726	SACKO_02580, SACKO_02576
OG0007248	AENJA_00004	SACKO_27874
OG0007249	AENJA_19637, AENJA_00124	SACKO_25077
OG0007250	AENJA_00139	SACKO_33899
OG0007251	AENJA_00324	SACKO_12297
OG0007252	AENJA_00397	SACKO_05958
OG0007253	AENJA_00767	SACKO_26804
OG0007254	AENJA_00931	SACKO_20296
OG0007255	AENJA_00979	SACKO_06656
OG0007256	AENJA_01044	SACKO_27202
OG0007258	AENJA_01436, AENJA_11453	SACKO_02451
OG0007260	AENJA_01550	SACKO_10789
OG0007261	AENJA_01593	SACKO_25008
OG0007264	AENJA_02217	SACKO_19011
OG0007266	AENJA_08462, AENJA_02257	SACKO_05789
OG0007267	AENJA_02284	SACKO_19715
OG0007268	AENJA_02432	SACKO_21120
OG0007269	AENJA_02569	SACKO_20712
OG0007270	AENJA_06355	SACKO_20380
OG0007271	AENJA_02740	SACKO_18099
OG0007272	AENJA_02756	SACKO_14207
OG0007273	AENJA_02792	SACKO_19181, SACKO_24711
OG0007274	AENJA_02816	SACKO_28207
OG0007275	AENJA_02862	SACKO_02847
OG0007276	AENJA_02931	SACKO_16517
OG0007277	AENJA_03125, AENJA_24804	SACKO_20437
OG0007278	AENJA_03209	SACKO_17323
OG0007279	AENJA_03339	SACKO_11089
OG0007280	AENJA_03407	SACKO_25255
OG0007281	AENJA_03420	SACKO_22381
OG0007282	AENJA_03431	SACKO_29535
OG0007283	AENJA_03462	SACKO_27350
OG0007284	AENJA_03468	SACKO_31572
OG0007285	AENJA_03475	SACKO_29524
OG0007286	AENJA_18798, AENJA_10022, AENJA_03618	SACKO_29279
OG0007288	AENJA_03747	SACKO_06459
OG0007289	AENJA_03836	SACKO_32879
OG0007290	AENJA_03954	SACKO_06597
OG0007291	AENJA_03983	SACKO_04875
OG0007292	AENJA_04105	SACKO_32636
OG0007293	AENJA_04148	SACKO_21270
OG0007294	AENJA_04367	SACKO_04291
OG0007295	AENJA_04369	SACKO_05858
OG0007296	AENJA_04461	SACKO_28513
OG0007297	AENJA_04494	SACKO_13440
OG0007298	AENJA_04527	SACKO_20404
OG0007299	AENJA_04574	SACKO_21476
OG0007300	AENJA_04647	SACKO_30319
OG0007301	AENJA_04686	SACKO_17413
OG0007302	AENJA_04963	SACKO_14579
OG0007303	AENJA_05104	SACKO_09372
OG0007304	AENJA_05122	SACKO_08660, SACKO_17525
OG0007305	AENJA_05241	SACKO_26897
OG0007306	AENJA_05277	SACKO_18914
OG0007307	AENJA_05325	SACKO_04769
OG0007308	AENJA_07715, AENJA_05754	SACKO_18620
OG0007309	AENJA_05768	SACKO_11958
OG0007310	AENJA_05858	SACKO_06175
OG0007310	AENJA_19852	SACKO_06181
OG0007312	AENJA_05894	SACKO_16657
OG0007313	AENJA_10867, AENJA_06071	SACKO_08234, SACKO_12613, SACKO_05604
OG0007314	AENJA_06139	SACKO_09098
OG0007315	AENJA_24540	SACKO_24098
OG0007316	AENJA_06485, AENJA_20879	SACKO_07774
OG0007317	AENJA_06549	SACKO_26981
OG0007318	AENJA_06588	SACKO_08716
OG0007319	AENJA_06656	SACKO_25268
OG0007320	AENJA_06780	SACKO_12083
OG0007321	AENJA_06818	SACKO_15330
OG0007322	AENJA_06900	SACKO_21358
OG0007323	AENJA_06960	SACKO_32999
OG0007324	AENJA_07021	SACKO_13506
OG0007325	AENJA_07023	SACKO_13504
OG0007326	AENJA_07134	SACKO_01111
OG0007327	AENJA_07205	SACKO_17831
OG0007328	AENJA_07462	SACKO_24054
OG0007329	AENJA_07623	SACKO_22780
OG0007330	AENJA_07724	SACKO_30586
OG0007331	AENJA_07938	SACKO_27716
OG0007332	AENJA_07980	SACKO_18761
OG0007333	AENJA_08327	SACKO_32006
OG0007334	AENJA_08344, AENJA_10683	SACKO_00762, SACKO_00753
OG0007335	AENJA_08730	SACKO_12354
OG0007336	AENJA_08744	SACKO_09463
OG0007337	AENJA_08756	SACKO_18361
OG0007338	AENJA_08801	SACKO_04618, SACKO_09256
OG0007339	AENJA_08839	SACKO_24568
OG0007340	AENJA_08960	SACKO_03946
OG0007341	AENJA_08963	SACKO_17570
OG0007343	AENJA_09011	SACKO_25659
OG0007344	AENJA_18427	SACKO_07280
OG0007345	AENJA_09249	SACKO_31848
OG0007347	AENJA_09485	SACKO_30253
OG0007348	AENJA_09604	SACKO_03593
OG0007349	AENJA_09661	SACKO_10188
OG0007350	AENJA_09700	SACKO_19341
OG0007351	AENJA_09717	SACKO_11196
OG0007352	AENJA_09848	SACKO_07748
OG0007353	AENJA_10075	SACKO_16413
OG0007354	AENJA_10138	SACKO_06474
OG0007355	AENJA_10292, AENJA_10291	SACKO_03780
OG0007356	AENJA_10363	SACKO_16209
OG0007357	AENJA_10365	SACKO_11982
OG0007359	AENJA_10652	SACKO_13450
OG0007360	AENJA_10766	SACKO_02884
OG0007361	AENJA_10793	SACKO_22476
OG0007363	AENJA_10957	SACKO_14533
OG0007364	AENJA_10959	SACKO_04078
OG0007365	AENJA_10977	SACKO_20999
OG0007366	AENJA_11206	SACKO_15845
OG0007367	AENJA_11272	SACKO_27045
OG0007368	AENJA_11301	SACKO_03601
OG0007369	AENJA_11422	SACKO_30325
OG0007370	AENJA_11425	SACKO_19093
OG0007371	AENJA_11627	SACKO_13724
OG0007372	AENJA_11631	SACKO_04765
OG0007373	AENJA_11675	SACKO_01409
OG0007374	AENJA_11711	SACKO_12783
OG0007375	AENJA_12896, AENJA_17943, AENJA_11754	SACKO_13685
OG0007376	AENJA_11779	SACKO_30158
OG0007377	AENJA_11839	SACKO_03931
OG0007378	AENJA_11927	SACKO_28900
OG0007379	AENJA_12106	SACKO_02167
OG0007381	AENJA_12457	SACKO_28784
OG0007382	AENJA_12498	SACKO_05172
OG0007383	AENJA_12505	SACKO_33853
OG0007384	AENJA_12685, AENJA_24990	SACKO_27376
OG0007385	AENJA_12739	SACKO_04570
OG0007386	AENJA_12898	SACKO_01652
OG0007387	AENJA_12902	SACKO_09468
OG0007388	AENJA_13027	SACKO_14877
OG0007389	AENJA_13187	SACKO_26727
OG0007390	AENJA_13202	SACKO_33338, SACKO_33332
OG0007391	AENJA_13207	SACKO_21964
OG0007392	AENJA_13312	SACKO_27481
OG0007394	AENJA_13338	SACKO_03844
OG0007395	AENJA_13363	SACKO_31545
OG0007396	AENJA_13626	SACKO_26791
OG0007397	AENJA_13692	SACKO_15113
OG0007398	AENJA_13960	SACKO_06559
OG0007399	AENJA_14225	SACKO_31407
OG0007400	AENJA_14239	SACKO_33808
OG0007402	AENJA_14648	SACKO_04236
OG0007403	AENJA_14745	SACKO_01258
OG0007404	AENJA_15171	SACKO_22462
OG0007405	AENJA_15366	SACKO_04392
OG0007406	AENJA_15368	SACKO_00715
OG0007408	AENJA_15439	SACKO_14246
OG0007409	AENJA_15440	SACKO_14248
OG0007410	AENJA_15452	SACKO_23508
OG0007411	AENJA_15681	SACKO_17084
OG0007412	AENJA_15771	SACKO_32563
OG0007413	AENJA_15882	SACKO_07464
OG0007414	AENJA_16065	SACKO_27621
OG0007415	AENJA_16254	SACKO_12609
OG0007416	AENJA_16466	SACKO_12977
OG0007417	AENJA_16596	SACKO_18265
OG0007418	AENJA_20071	SACKO_04419
OG0007419	AENJA_16935	SACKO_18390
OG0007420	AENJA_16980	SACKO_00553, SACKO_33060, SACKO_20917
OG0007421	AENJA_17319	SACKO_24530
OG0007422	AENJA_17772	SACKO_18085
OG0007423	AENJA_17845	SACKO_05691
OG0007424	AENJA_17849	SACKO_04235
OG0007425	AENJA_17864	SACKO_04075
OG0007426	AENJA_17973	SACKO_07417
OG0007427	AENJA_18085	SACKO_06540
OG0007428	AENJA_18355	SACKO_01408
OG0007429	AENJA_19005	SACKO_06357
OG0007430	AENJA_19078	SACKO_33825
OG0007431	AENJA_19346	SACKO_10373
OG0007432	AENJA_19403, AENJA_19402	SACKO_30749
OG0007433	AENJA_19654	SACKO_22715
OG0007434	AENJA_19687	SACKO_33383
OG0007435	AENJA_19773	SACKO_30923
OG0007436	AENJA_19801	SACKO_26218
OG0007437	AENJA_19860	SACKO_25222
OG0007438	AENJA_20029	SACKO_00922
OG0007439	AENJA_20396	SACKO_29991
OG0007440	AENJA_20434	SACKO_10814
OG0007441	AENJA_20556	SACKO_14251
OG0007442	AENJA_20655	SACKO_27570
OG0007444	AENJA_20813	SACKO_22410
OG0007445	AENJA_20821	SACKO_00305
OG0007446	AENJA_20884	SACKO_21720
OG0007447	AENJA_20921	SACKO_20393
OG0007448	AENJA_20930	SACKO_14073
OG0007449	AENJA_21306	SACKO_11758
OG0007450	AENJA_21381	SACKO_02178
OG0007451	AENJA_21528	SACKO_11696
OG0007452	AENJA_21651	SACKO_14474
OG0007453	AENJA_21726	SACKO_27404
OG0007454	AENJA_21740	SACKO_17444
OG0007455	AENJA_21828	SACKO_20785
OG0007456	AENJA_21979	SACKO_29043
OG0007457	AENJA_22032	SACKO_15961
OG0007458	AENJA_22067	SACKO_15110
OG0007459	AENJA_22258	SACKO_17963
OG0007460	AENJA_22264	SACKO_17949
OG0007461	AENJA_22317	SACKO_11988
OG0007462	AENJA_22556	SACKO_05918
OG0007463	AENJA_22661	SACKO_30515
OG0007464	AENJA_22697	SACKO_02099
OG0007465	AENJA_22699	SACKO_29080, SACKO_32543
OG0007466	AENJA_22881	SACKO_24925
OG0007467	AENJA_23010	SACKO_15531
OG0007468	AENJA_23214	SACKO_33602
OG0007469	AENJA_23278	SACKO_17223
OG0007470	AENJA_23296	SACKO_27006
OG0007471	AENJA_23384	SACKO_29617
OG0007472	AENJA_23719	SACKO_03865
OG0007473	AENJA_23755	SACKO_32479
OG0007474	AENJA_23962	SACKO_11041
OG0007476	AENJA_24225	SACKO_28051, SACKO_29210
OG0007477	AENJA_24292	SACKO_32955
OG0007479	AENJA_24748	SACKO_22023
OG0007480	AENJA_24812	SACKO_07055
OG0007481	AENJA_24944	SACKO_31380
OG0007482	AENJA_25120	SACKO_14127
OG0007483	AENJA_25192	SACKO_08109
OG0007484	AENJA_25231	SACKO_15258
OG0007485	AENJA_25331	SACKO_05144
OG0007487	AENJA_25922	SACKO_21985
OG0007488	AENJA_26049	SACKO_30038
OG0007489	AENJA_26107	SACKO_17921
OG0007490	AENJA_26187	SACKO_14226
OG0007491	AENJA_26237	SACKO_28499, SACKO_28496
OG0007492	AENJA_26511	SACKO_12362
OG0007494	AENJA_26703	SACKO_33017
OG0007495	AENJA_26715	SACKO_02132
OG0007496	AENJA_26719	SACKO_31428
OG0007497	AENJA_26773	SACKO_06621, SACKO_06624
OG0007498	AENJA_26807	SACKO_12831
OG0007582	AENJA_00047	SACKO_07951
OG0007583	AENJA_00226	SACKO_06128
OG0007584	AENJA_25290, AENJA_00242	SACKO_06741
OG0007586	AENJA_00380	SACKO_00312
OG0007587	AENJA_00432	SACKO_05614
OG0007589	AENJA_00571	SACKO_11244
OG0007590	AENJA_24958, AENJA_00697	SACKO_33596, SACKO_24124, SACKO_24159, SACKO_06533, SACKO_06539
OG0007591	AENJA_01019	SACKO_03097
OG0007592	AENJA_01059	SACKO_33691, SACKO_22355, SACKO_16990
OG0007593	AENJA_01095	SACKO_24740, SACKO_24750
OG0007595	AENJA_01322	SACKO_30826
OG0007596	AENJA_01443	SACKO_27730
OG0007597	AENJA_01698	SACKO_27307
OG0007600	AENJA_01841	SACKO_26367, SACKO_26359
OG0007601	AENJA_02054	SACKO_28761
OG0007602	AENJA_02165	SACKO_07011
OG0007603	AENJA_02214	SACKO_10669
OG0007604	AENJA_02267	SACKO_25768
OG0007605	AENJA_02353	SACKO_03702
OG0007606	AENJA_02354	SACKO_04022
OG0007607	AENJA_02368	SACKO_00869
OG0007608	AENJA_02633	SACKO_13781
OG0007609	AENJA_02689	SACKO_26161
OG0007610	AENJA_02817	SACKO_13184, SACKO_06041, SACKO_06046
OG0007611	AENJA_03132	SACKO_09113
OG0007612	AENJA_03149	SACKO_01553, SACKO_01534
OG0007613	AENJA_03179	SACKO_06224
OG0007614	AENJA_03537, AENJA_03213	SACKO_24609
OG0007615	AENJA_03386	SACKO_01232
OG0007616	AENJA_03409	SACKO_21264
OG0007617	AENJA_03469, AENJA_22388	SACKO_21291
OG0007618	AENJA_03470	SACKO_03711
OG0007619	AENJA_03762	SACKO_22280
OG0007621	AENJA_03833	SACKO_14513
OG0007622	AENJA_03944	SACKO_30364
OG0007623	AENJA_08941	SACKO_12653
OG0007624	AENJA_04295	SACKO_14810
OG0007625	AENJA_04665	SACKO_17972
OG0007626	AENJA_04777	SACKO_03616
OG0007628	AENJA_04962	SACKO_14537
OG0007629	AENJA_05160	SACKO_09383
OG0007630	AENJA_05194	SACKO_28371
OG0007631	AENJA_05278	SACKO_18917
OG0007632	AENJA_05484	SACKO_09374
OG0007634	AENJA_05650	SACKO_20090
OG0007635	AENJA_05652	SACKO_20074
OG0007637	AENJA_05864	SACKO_12029
OG0007638	AENJA_06211	SACKO_07783
OG0007640	AENJA_06871	SACKO_12075
OG0007641	AENJA_07028	SACKO_28283
OG0007642	AENJA_07087	SACKO_32075, SACKO_29099
OG0007643	AENJA_07280	SACKO_28502
OG0007645	AENJA_07676	SACKO_00394
OG0007646	AENJA_07683	SACKO_25081
OG0007647	AENJA_07698	SACKO_02077
OG0007648	AENJA_07744	SACKO_14781
OG0007649	AENJA_08154	SACKO_03387
OG0007650	AENJA_08417	SACKO_27113
OG0007651	AENJA_08420	SACKO_19390
OG0007652	AENJA_08655	SACKO_14558
OG0007653	AENJA_08664	SACKO_09123
OG0007654	AENJA_08743	SACKO_00412
OG0007655	AENJA_08878	SACKO_11857
OG0007656	AENJA_08929	SACKO_33780
OG0007657	AENJA_09241	SACKO_22870
OG0007658	AENJA_15160, AENJA_09640	SACKO_19832
OG0007659	AENJA_09749	SACKO_15000
OG0007660	AENJA_10005	SACKO_27436
OG0007661	AENJA_10023	SACKO_27799
OG0007662	AENJA_10163	SACKO_22201
OG0007663	AENJA_10256	SACKO_10239
OG0007664	AENJA_10276	SACKO_25907
OG0007665	AENJA_10282	SACKO_30285
OG0007666	AENJA_10298	SACKO_13425
OG0007667	AENJA_10341	SACKO_23245
OG0007668	AENJA_10381	SACKO_05429
OG0007669	AENJA_10464	SACKO_07965
OG0007670	AENJA_10480	SACKO_01689
OG0007671	AENJA_12064	SACKO_21333
OG0007672	AENJA_10564	SACKO_13888
OG0007673	AENJA_10620	SACKO_05611
OG0007674	AENJA_10687	SACKO_04017
OG0007675	AENJA_10689	SACKO_07485
OG0007676	AENJA_10773	SACKO_09344
OG0007677	AENJA_10946	SACKO_22757
OG0007678	AENJA_10971, AENJA_10972	SACKO_19997
OG0007679	AENJA_11083	SACKO_03418
OG0007680	AENJA_11179	SACKO_19963
OG0007681	AENJA_11196	SACKO_23100
OG0007682	AENJA_11231	SACKO_14049, SACKO_14172, SACKO_14048
OG0007683	AENJA_11263, AENJA_13110	SACKO_29303
OG0007684	AENJA_11323	SACKO_31399
OG0007685	AENJA_11330	SACKO_02336
OG0007686	AENJA_11496	SACKO_21044
OG0007687	AENJA_11514	SACKO_22730
OG0007688	AENJA_11595	SACKO_31215
OG0007689	AENJA_11622	SACKO_20190
OG0007690	AENJA_11693	SACKO_21477
OG0007691	AENJA_11787	SACKO_17993
OG0007692	AENJA_11895	SACKO_21757
OG0007693	AENJA_12323, AENJA_23505	SACKO_20849, SACKO_17630, SACKO_14744, SACKO_29868, SACKO_12897, SACKO_21531, SACKO_26721, SACKO_29111, SACKO_01193, SACKO_14328
OG0007694	AENJA_12365	SACKO_16387
OG0007695	AENJA_12489	SACKO_08133
OG0007696	AENJA_12919	SACKO_23616
OG0007697	AENJA_12952	SACKO_07583
OG0007698	AENJA_13006	SACKO_16983
OG0007699	AENJA_13050	SACKO_26965, SACKO_26971
OG0007700	AENJA_13417	SACKO_07734
OG0007701	AENJA_13421	SACKO_05449
OG0007702	AENJA_13485	SACKO_22135
OG0007703	AENJA_13781, AENJA_13780	SACKO_05214
OG0007704	AENJA_13789	SACKO_21329
OG0007705	AENJA_13836	SACKO_31826
OG0007706	AENJA_13921	SACKO_15584
OG0007707	AENJA_18792	SACKO_31111, SACKO_31070
OG0007707	AENJA_20617, AENJA_13925	SACKO_32555
OG0007708	AENJA_14019	SACKO_32858
OG0007709	AENJA_14142	SACKO_19206
OG0007711	AENJA_14168	SACKO_12258
OG0007711	AENJA_14167	SACKO_12263
OG0007712	AENJA_14241	SACKO_17853
OG0007713	AENJA_14256	SACKO_13553
OG0007714	AENJA_14298	SACKO_09495
OG0007715	AENJA_14420	SACKO_03292
OG0007716	AENJA_14436	SACKO_29379
OG0007717	AENJA_14512	SACKO_27159
OG0007718	AENJA_14607	SACKO_27314
OG0007719	AENJA_14796	SACKO_05504
OG0007721	AENJA_15418	SACKO_00359
OG0007722	AENJA_15592	SACKO_21315
OG0007723	AENJA_15656	SACKO_22375
OG0007725	AENJA_15798	SACKO_22785
OG0007726	AENJA_15888	SACKO_31067, SACKO_31072
OG0007727	AENJA_15914	SACKO_08785
OG0007728	AENJA_16033	SACKO_25994
OG0007729	AENJA_16470	SACKO_12242
OG0007730	AENJA_16479	SACKO_33885
OG0007731	AENJA_16519	SACKO_11005
OG0007732	AENJA_16743	SACKO_25242
OG0007733	AENJA_16976	SACKO_01172
OG0007734	AENJA_17060	SACKO_22438
OG0007735	AENJA_17384	SACKO_07149
OG0007736	AENJA_17393	SACKO_05397
OG0007737	AENJA_17429	SACKO_26505, SACKO_15698
OG0007737	AENJA_17433	SACKO_26501
OG0007738	AENJA_17519	SACKO_13809
OG0007739	AENJA_17580	SACKO_24318
OG0007740	AENJA_17729	SACKO_09899, SACKO_09916
OG0007741	AENJA_17929	SACKO_31482
OG0007742	AENJA_17976, AENJA_17975	SACKO_04128
OG0007743	AENJA_18237	SACKO_20056
OG0007744	AENJA_18288	SACKO_07961
OG0007745	AENJA_18335	SACKO_29321
OG0007746	AENJA_18434	SACKO_17938
OG0007747	AENJA_18844	SACKO_31683, SACKO_12801
OG0007748	AENJA_18894	SACKO_04761
OG0007749	AENJA_19022	SACKO_23696
OG0007750	AENJA_19185	SACKO_30936
OG0007751	AENJA_19310	SACKO_24128
OG0007752	AENJA_19359	SACKO_31962
OG0007753	AENJA_19363	SACKO_26393
OG0007754	AENJA_19398	SACKO_29412
OG0007755	AENJA_19613	SACKO_08875
OG0007756	AENJA_19709	SACKO_22252
OG0007757	AENJA_20316, AENJA_19847	SACKO_25858
OG0007758	AENJA_19933	SACKO_31444
OG0007759	AENJA_20025	SACKO_14466
OG0007760	AENJA_20050	SACKO_15591, SACKO_25119
OG0007761	AENJA_20064	SACKO_04635
OG0007762	AENJA_23767, AENJA_25729, AENJA_20187	SACKO_26164
OG0007763	AENJA_20330	SACKO_25652
OG0007764	AENJA_20732	SACKO_29285
OG0007765	AENJA_21015	SACKO_13515, SACKO_13505
OG0007766	AENJA_21034	SACKO_22720
OG0007767	AENJA_21313	SACKO_20294
OG0007768	AENJA_21314	SACKO_09255, SACKO_20283
OG0007769	AENJA_21372	SACKO_19751
OG0007770	AENJA_21605	SACKO_10199
OG0007771	AENJA_21609	SACKO_14098
OG0007772	AENJA_21724	SACKO_25819
OG0007773	AENJA_21739	SACKO_06918
OG0007774	AENJA_21779	SACKO_06888
OG0007775	AENJA_21848, AENJA_21916	SACKO_18835
OG0007776	AENJA_22036	SACKO_29280
OG0007777	AENJA_22082	SACKO_08551, SACKO_14304, SACKO_09361
OG0007778	AENJA_22303	SACKO_23930, SACKO_23953, SACKO_16560, SACKO_07318, SACKO_18707, SACKO_23904
OG0007779	AENJA_22377	SACKO_32915
OG0007780	AENJA_22486	SACKO_18507
OG0007781	AENJA_22495	SACKO_29554
OG0007782	AENJA_22500	SACKO_31505
OG0007783	AENJA_22584	SACKO_05677
OG0007784	AENJA_22600	SACKO_30310
OG0007785	AENJA_26087	SACKO_01127
OG0007786	AENJA_22814	SACKO_17939
OG0007787	AENJA_22832	SACKO_09803
OG0007788	AENJA_22872	SACKO_18836
OG0007789	AENJA_22873	SACKO_31381
OG0007790	AENJA_22970	SACKO_02775
OG0007792	AENJA_23125	SACKO_19225
OG0007793	AENJA_23139	SACKO_27057
OG0007794	AENJA_23230	SACKO_21998
OG0007795	AENJA_23273	SACKO_03891
OG0007796	AENJA_23473	SACKO_29278
OG0007797	AENJA_23789	SACKO_03273
OG0007798	AENJA_23971	SACKO_17480
OG0007799	AENJA_24305	SACKO_13901
OG0007800	AENJA_24733	SACKO_30647
OG0007801	AENJA_24750	SACKO_22027
OG0007802	AENJA_24870	SACKO_33354
OG0007803	AENJA_24900	SACKO_09104
OG0007804	AENJA_24903	SACKO_19761
OG0007805	AENJA_25156	SACKO_23158
OG0007806	AENJA_25558	SACKO_14881, SACKO_04602
OG0007807	AENJA_25659	SACKO_13726
